-0.026676-0.0049359i,-0.021-0.0094355i,-0.013195-0.015467i,-0.036592-0.011677i,-0.027927-0.00015339i,-0.037361-0.0034016i,-0.069104-0.037229i,-0.037845-0.018227i,-0.026164+0.0017168i,0.0078392+0.0067766i,-0.0055968+0.0074345i,-0.0080504+0.019166i,0.0046714+0.0084815i,-0.00061509+0.0040993i,0.0044482+0.0047518i,0.0039168+0.027691i,0.016951+0.0147i,0.0011391-0.00067743i,0.00062485-0.0056787i,0.0094347-0.00016688i,0.0053813-0.0021028i,0.0033892+0.0029386i,0.0011692-0.00038687i,-0.021311+0.0035716i,-0.0063307-0.0026005i,-0.0012485+0.0035334i,0.0032804-0.0024344i,-0.001551+0.00069592i,-0.00077911+0.00065677i,-0.0028394-0.0018532i,-0.0039932-0.00058419i,-0.006244-0.0090191i,-0.001136+0.00088716i,-0.00052415-0.00041839i,-0.00031485-0.0019875i,-0.0032388+0.01838i,0.0030486-0.0036674i,0.0019321-0.0050632i,0.0027658-0.0016585i,0.00099965-0.004392i,0.0010205-6.5363e-05i,0.0081361+0.0034243i,0.0058841-0.00079539i,3.7405e-05+0.0024426i,-0.014724+0.016221i,-0.024853+0.0524i,-0.0078872-0.03641i,-0.015907-0.017953i,-0.040194-0.016596i,-0.02895-0.011731i,0.030405-0.01373i,0.0040808-0.029728i,0.011233-0.040013i,-0.011453-0.029866i,0.026526-0.023585i,0.013539+0.0066905i,0.029157-0.036948i,-0.0012341-0.0038687i,0.0061263-0.0085015i,-0.0005332-0.0051839i,-0.00051533-0.0355i,-0.013344+0.030091i,0.008081-0.0117i,-0.0070376-0.0042665i,-0.0026254-0.0023248i,-0.00049521-0.015058i,-0.0084167+0.0062372i,0.004249+0.006271i,-0.0011343+0.026878i,0.0021189-0.00022514i,-0.0068714-0.0037608i,-0.0043737-0.0062i,-0.014104-0.0091988i,-0.003007-0.0059255i,-0.032681+0.021859i,-0.0057626-0.0080048i,-0.01311-2.8403e-05i,-0.0082775-0.0062418i,0.0012864-0.0017905i,-0.013186+0.0026416i,-0.0018364-0.00078598i,0.00497+0.0047557i,0.0030234-0.0052986i,-0.010313-0.017915i,0.0080662+0.0085096i,-0.01519+0.0021489i,0.0050675-0.00043579i,-0.020058-0.0014781i,-0.015364-0.0030481i,-0.018032-0.034886i,0.02022-0.011314i,-0.0398-0.022122i,-0.0090233+0.0056185i,0.018733+0.014584i,-0.020349+0.016957i,-0.0045769-0.0024358i
-0.010064-0.0084135i,-0.002293-0.0098972i,-0.0003213-0.010456i,-0.0069638-0.015461i,-0.0046692-0.023775i,-0.014677-0.011917i,-0.0044757-0.014176i,-0.0018821-0.01564i,-0.0072615-0.005673i,0.0043185+0.0024755i,0.0027117+0.002553i,0.0024249-0.00071889i,0.0040906-0.0020613i,0.0043266+0.00079454i,0.0020165-0.0012627i,0.0060626+0.002707i,0.00031628+0.0012036i,-0.0032037+0.0036878i,-0.0010328+0.0022518i,-0.00012526+0.0030604i,-0.0015313+0.0034511i,-0.0016546+0.0030408i,-4.3744e-06+0.0033391i,-0.0052791+0.0024381i,0.0023659-0.0017916i,0.0017243-0.0024914i,0.0027634-0.0030593i,0.0033857-0.001145i,0.0030294-0.0013845i,0.0013238-0.0025927i,0.00058958-0.00027982i,0.001496-0.00036592i,0.0012116+7.6709e-05i,0.00075201+0.00083858i,0.00076151+0.00052013i,0.0057792-0.0026504i,0.0022999-0.0012133i,0.0019288-0.0011499i,0.0018519-0.0015761i,-0.0011103+0.00091715i,-0.0026181+0.0028178i,-0.0023201+0.0020563i,0.0031993-0.0022743i,0.00099991-0.00091194i,-0.012758-0.010738i,-0.014527-0.0068835i,0.0026319-0.014912i,-0.0028026-0.0064332i,-0.020517-0.035471i,6.8008e-05-0.0089846i,-0.00042649-0.0044941i,-0.010487+0.0092986i,0.012377-0.012759i,-0.015192-0.01017i,-0.00024447-0.0086361i,-0.00060641-0.0017249i,0.0021843-0.0030084i,0.004391+0.0011727i,0.0013176+0.0065536i,-0.0088628+0.0083258i,-0.0049766-0.0023454i,0.0045134+0.0090471i,-0.0050041+0.00077432i,-7.0831e-05+0.0042195i,-0.0010056+0.0047278i,-0.00092825+0.00057239i,0.0053098-0.00029747i,-0.0022533+0.003827i,0.001335+0.00040522i,-0.0023676-0.00052008i,0.0020357+0.00063607i,0.0036524-0.0011699i,-0.00077609-0.0016025i,0.0012245-0.00079071i,-0.0063586-0.0082892i,0.0034357-0.0070259i,-0.00021983-0.002255i,0.0009389-0.0016767i,0.0005976-0.0022067i,0.0058598-0.0044628i,-0.0039415-0.0033976i,0.0013489-0.0074936i,0.0012067-0.0035024i,-0.0011955-0.0045527i,0.0026246-0.0037163i,0.005165+0.00074058i,0.0020592-0.0020612i,0.0012643+0.0094204i,0.0010769+0.00089432i,-0.0081421-0.018021i,-0.026416+0.00094058i,-0.026838+0.017414i,-0.0069427+0.0124i,-5.1359e-05+0.0027471i,0.0074408-0.0066358i,-0.013195+0.0061322i
-0.011069-0.0066631i,-0.0040157-0.010213i,-0.00192-0.010503i,-0.0093553-0.013377i,-0.0090057-0.022868i,-0.015707-0.0090498i,-0.0074812-0.014073i,-0.0049883-0.01496i,-0.0082839-0.0046881i,0.0047614+0.0011793i,0.0038047+0.0012119i,0.0023851-0.00115i,0.0028747-0.0028771i,0.0044388-0.00035685i,0.0018051-0.0017242i,0.0059181+0.00079347i,0.0010754+0.0012276i,-0.0016869+0.0042475i,-0.00031054+0.0022911i,0.00069478+0.0028805i,-0.00037768+0.0039076i,-0.00039673+0.0034426i,0.0010598+0.003307i,-0.0051774+0.0043957i,0.0016637-0.0024424i,0.00099145-0.0028765i,0.0014645-0.0033692i,0.002713-0.0022044i,0.0022244-0.0021946i,0.00032896-0.0027223i,0.00055437-0.00077124i,0.0015002-0.00086547i,0.0012421-0.00038146i,0.0014151+0.00010504i,0.0007653+8.381e-05i,0.0041912-0.004042i,0.0014383-0.0019819i,0.0012986-0.0018078i,0.0011333-0.0019604i,-0.00044772+0.00082468i,-0.0016319+0.0033945i,-0.0015076+0.0025418i,0.0018742-0.0020102i,0.0012126-0.0011641i,-0.014421-0.0084955i,-0.014921-0.0035999i,0.0014699-0.014839i,-0.0023305-0.0084446i,-0.025833-0.028929i,0.0011003-0.0096798i,0.00010947-0.005289i,-0.0078911+0.0079616i,0.0082341-0.0184i,-0.014338-0.010645i,-0.0026484-0.0076366i,-0.0031155-0.00066377i,0.00090929-0.0044511i,0.0037222-0.00029948i,0.0026326+0.0056118i,-0.005085+0.010695i,-0.0047731+0.00017024i,0.0059213+0.0069185i,-0.0044172+0.0024919i,0.001948+0.0047087i,0.00096549+0.0041469i,-0.0012352+0.00071724i,0.0059036-0.0034707i,-0.0028461+0.004145i,0.0017021-0.00065104i,-0.0023035+0.00113i,0.0021848-0.00033195i,0.0018864-0.0027292i,-0.00081376-0.00049035i,0.001002-0.001347i,-0.0078905-0.0047994i,0.00074845-0.00723i,-0.00086042-0.0025909i,-0.00078847-0.0026313i,-0.00034998-0.002173i,0.0048098-0.0063426i,-0.0047129-0.0011282i,-0.0013252-0.0069776i,0.0003299-0.0039713i,-0.0019964-0.0037074i,0.00061444-0.0037182i,0.0044666-0.0011064i,0.0019191-0.002084i,0.0066756+0.0047998i,-0.00037555+0.001013i,-0.011874-0.017717i,-0.025367+0.0061763i,-0.023921+0.023613i,-0.0059522+0.010408i,0.0011343+0.0051814i,0.004216-0.0062007i,-0.01288+0.0083748i
-0.011429-0.004825i,-0.0060594-0.010217i,-0.0034507-0.010353i,-0.010839-0.010914i,-0.013239-0.021194i,-0.01619-0.0064957i,-0.010441-0.013243i,-0.0076268-0.01365i,-0.0090039-0.0034054i,0.0045423+5.7572e-05i,0.0038587-0.00066153i,0.0022654-0.0016697i,0.001645-0.0029619i,0.0043209-0.0013973i,0.0013423-0.0021817i,0.0056897-0.00023801i,0.0017124+0.00047449i,-0.00033619+0.0042143i,0.00027187+0.002229i,0.0014184+0.0024187i,0.00097784+0.003793i,0.00080527+0.0032433i,0.0020369+0.0028702i,-0.005607+0.0074004i,0.00099161-0.002805i,0.00014054-0.003045i,0.00028941-0.0034862i,0.0017762-0.0030388i,0.0012702-0.0026463i,-0.00057204-0.0026156i,0.00019707-0.0010728i,0.0011443-0.0015081i,0.0010422-0.00094064i,0.0011649-0.00094952i,0.00085818-0.00027425i,0.0025894-0.0047831i,0.00058245-0.0022509i,0.00052536-0.0021826i,0.00045875-0.002084i,-4.2735e-05+0.00051386i,-0.00038166+0.0037697i,-0.00067186+0.0028189i,0.0015039-0.0017864i,0.0010132-0.0016199i,-0.015388-0.0061027i,-0.013221-0.00060151i,0.001049-0.015046i,-0.0032421-0.0098741i,-0.028429-0.022055i,0.0019189-0.011078i,0.00025127-0.0065308i,-0.0055809+0.0069297i,0.0031526-0.020329i,-0.01411-0.01002i,-0.0052665-0.0052504i,-0.0045663+0.001507i,-0.0021272-0.0053631i,0.0023416-0.0010818i,0.0031208+0.0047175i,-0.0016657+0.011049i,-0.0035266+0.001818i,0.006525+0.0044356i,-0.0035246+0.0044869i,0.0037848+0.0039478i,0.0020589+0.0034422i,-0.0013+0.0014027i,0.0050835-0.0057529i,-0.0018798+0.004204i,0.001774-0.0013348i,-0.00064573+0.0020422i,0.0019475-0.0011962i,-3.5145e-05-0.0023254i,-0.00047616-0.00021823i,0.0010154-0.001992i,-0.0079586-0.0015168i,-0.0014218-0.0066882i,-0.0015575-0.0026409i,-0.0021707-0.0019886i,-0.00086799-0.0020124i,0.0025744-0.0079924i,-0.0042303+0.00081i,-0.0033831-0.0059286i,-0.0010091-0.004305i,-0.0023545-0.0031966i,-0.00029186-0.0031738i,0.0029691-0.0017801i,0.0020435-0.0023591i,0.0034908+0.0018223i,-0.0011302+0.001804i,-0.014197-0.015865i,-0.022449+0.010616i,-0.018354+0.028657i,-0.0062357+0.0093459i,0.0035334+0.0061423i,0.0016532-0.0046687i,-0.011278+0.010553i
-0.0116-0.0031639i,-0.0082393-0.0093917i,-0.0050167-0.010316i,-0.011477-0.0086093i,-0.017192-0.018265i,-0.016561-0.0040777i,-0.013395-0.011493i,-0.0095518-0.01179i,-0.0093349-0.0017358i,0.0040258-0.00042222i,0.0025347-0.0017687i,0.0018319-0.002523i,0.0008819-0.0026141i,0.0039599-0.0026411i,0.00068751-0.0023779i,0.0058626-0.0011585i,0.0014387-0.00034632i,0.0006125+0.0039874i,0.00090093+0.0021189i,0.0018793+0.0017113i,0.002121+0.003089i,0.0017376+0.0025702i,0.0026177+0.0021277i,-0.053121+0.011962i,0.00019035-0.0030013i,-0.00083749-0.0030807i,-0.001027-0.0032233i,0.00047013-0.0034723i,0.00031638-0.0027797i,-0.0014589-0.0022813i,-0.00016545-0.0012947i,0.00043798-0.0018519i,0.000548-0.0013732i,0.00047995-0.0014752i,0.00070412-0.00088994i,0.0010956-0.0051537i,-0.00020043-0.0022541i,-0.00030724-0.0022322i,-0.00012633-0.0020699i,5.5382e-05+2.4285e-05i,0.00094008+0.0036211i,0.00024896+0.0028634i,0.0010717-0.0017072i,0.00050075-0.0017425i,-0.015716-0.0037908i,-0.010407+0.00027247i,0.00083541-0.015632i,-0.0040556-0.010202i,-0.028222-0.015216i,0.0019052-0.013589i,-0.00034627-0.0079366i,-0.0036066+0.0046778i,-0.00082554-0.021251i,-0.013317-0.0097064i,-0.0059483-0.0018983i,-0.0047674+0.0042612i,-0.006259-0.0045391i,0.0012866-0.0011603i,0.0035731+0.0043136i,0.0011499+0.010942i,-0.0023227+0.003008i,0.0056497+0.0013644i,-0.00063057+0.0059983i,0.0052001+0.0023363i,0.0031008+0.0025544i,-0.00086748+0.0021026i,0.0036061-0.0079635i,-0.00099461+0.0040877i,0.0015807-0.0024655i,0.00063621+0.0012812i,0.0013741-0.002043i,-0.00078577-0.004335i,-0.00023366+0.00030813i,0.00052341-0.0028829i,-0.0063781+0.0012838i,-0.0032006-0.0059121i,-0.0021086-0.0025183i,-0.0028886-0.001572i,-0.0014788-0.0021371i,-0.00033752-0.0088183i,-0.0028991+0.002372i,-0.0044569-0.0041925i,-0.0024756-0.0043187i,-0.0032738-0.0025491i,-0.0012309-0.0026275i,0.0021603-0.0015229i,0.0020447-0.0031661i,0.0017237+0.0020829i,-0.00099446+0.0028981i,-0.015774-0.014416i,-0.019079+0.012463i,-0.011102+0.029852i,-0.0060738+0.0099927i,0.0057102+0.0073084i,0.00065447-0.0022286i,-0.0088026+0.011743i
-0.011322-0.0015411i,-0.010002-0.007806i,-0.0068609-0.0098963i,-0.011799-0.0068517i,-0.020052-0.014507i,-0.016491-0.0016238i,-0.015483-0.0086149i,-0.010778-0.010051i,-0.0089312-4.5401e-05i,0.0041322+3.737e-05i,0.0013792-0.0015522i,0.00090879-0.0029313i,0.00039338-0.002318i,0.0027472-0.003658i,0.0001259-0.0020764i,0.0061587-0.0030532i,0.0011352-0.00059728i,0.0017571+0.003736i,0.0014921+0.0016449i,0.0018941+0.0010564i,0.0028546+0.0020578i,0.0023467+0.0016549i,0.0031347+0.0015088i,0.0017996-0.0051376i,-0.00065847-0.003099i,-0.0018391-0.0028149i,-0.0020346-0.0022709i,-0.00082028-0.0033154i,-0.00060133-0.0025952i,-0.002237-0.0016068i,-0.00080245-0.0013374i,-0.00044177-0.0017992i,-0.00016519-0.001635i,-0.00027419-0.0015088i,4.7923e-05-0.0012862i,-0.00050635-0.0051393i,-0.0011629-0.0020307i,-0.001133-0.0019245i,-0.00072196-0.0020392i,-0.00015813-0.0004952i,0.0020946+0.0028626i,0.0010853+0.0026025i,0.00070124-0.001577i,0.0001363-0.0016858i,-0.015467-0.0015423i,-0.0085905-0.00055292i,0.00033293-0.016975i,-0.0040397-0.011346i,-0.025372-0.0096506i,0.00065146-0.016391i,-0.0014771-0.0084948i,-0.0031367+0.0023814i,-0.0050746-0.020729i,-0.012559-0.010025i,-0.0047295-5.2315e-05i,-0.0033324+0.007324i,-0.0099072-0.00054467i,0.00070896-0.0010961i,0.0042093+0.0037887i,0.0038786+0.010342i,-0.00058439+0.0032449i,0.0031929+0.0006573i,0.0023972+0.0047161i,0.0060239+0.0001038i,0.0039533+0.0013411i,1.002e-05+0.0028234i,0.00049748-0.010264i,-0.00030661+0.0044175i,0.00085576-0.0033871i,0.00065476+0.00069558i,0.00037288-0.0025619i,0.00060894-0.0037426i,0.001134+0.00075422i,-0.00058061-0.0037271i,-0.004116+0.0027793i,-0.0051683-0.004694i,-0.0028601-0.0022402i,-0.0035851-0.00079982i,-0.0023105-0.00184i,-0.0032002-0.0086305i,-0.001058+0.0027633i,-0.004644-0.0029774i,-0.0035475-0.0036693i,-0.0044513-0.0010027i,-0.0022168-0.0010834i,0.0018256-0.0012221i,0.0013358-0.0041191i,0.00081984+0.0029016i,-0.00038078+0.0037115i,-0.016806-0.012753i,-0.018632+0.012888i,-0.005732+0.027859i,-0.0049062+0.010272i,0.011273+0.0034733i,0.0013731-0.00027795i,-0.0059503+0.011938i
-0.01043-3.1051e-05i,-0.010889-0.0059236i,-0.0085987-0.0089557i,-0.012066-0.0050779i,-0.022017-0.010623i,-0.01597+0.00056683i,-0.016197-0.0057071i,-0.011688-0.0085507i,-0.0079581+0.0013336i,0.0065365-0.00041157i,0.0010678-0.00095228i,-5.3997e-06-0.0027774i,6.4175e-05-0.0019629i,0.0015288-0.0038132i,1.2768e-05-0.00193i,0.0042309-0.0044021i,0.00091178-0.0013339i,0.0027815+0.002884i,0.0018085+0.0011027i,0.0018614+0.00065425i,0.0030765+0.00087843i,0.0024801+0.00059829i,0.0033604+0.00049978i,0.0016165-0.0029465i,-0.0018023-0.0028553i,-0.0029754-0.0022323i,-0.0022763-0.0012405i,-0.0019199-0.0027488i,-0.0013549-0.002179i,-0.0026361-0.00069293i,-0.0013752-0.00090562i,-0.0012017-0.0012793i,-0.0010713-0.0013704i,-0.00077368-0.001306i,-0.00066961-0.0011138i,-0.0020888-0.0043771i,-0.0018837-0.001149i,-0.0017403-0.0013095i,-0.001398-0.0016792i,-0.00087227-0.00079746i,0.0026939+0.0019522i,0.0018716+0.0021524i,0.00040008-0.0013075i,-0.00016608-0.0015985i,-0.014663+0.00021201i,-0.0080322-0.0018083i,-0.0008735-0.01851i,-0.0057522-0.013419i,-0.021093-0.0078035i,-0.0022737-0.018525i,-0.0022533-0.0083243i,-0.0029803+0.00098812i,-0.0080542-0.018015i,-0.012653-0.01115i,-0.003627+0.00088154i,-4.5738e-05+0.0091672i,-0.011935+0.0048915i,2.0103e-06-0.00099077i,0.0047887+0.0032711i,0.0058981+0.008734i,0.00064858+0.002798i,0.00206+0.0009979i,0.0027391+0.0025668i,0.005425-0.0024318i,0.0042369-0.00062641i,0.0017801+0.0029997i,-0.0046405-0.009321i,0.00092452+0.0051414i,-0.00048872-0.0043965i,0.0011497+0.0005271i,-0.0007208-0.0025008i,-7.7535e-05-0.0032932i,0.0026796-0.001187i,-0.0014709-0.0041066i,-0.001294+0.002587i,-0.0065188-0.002581i,-0.0036112-0.0016893i,-0.0041261+0.00039633i,-0.0028328-0.0011686i,-0.006083-0.0075793i,0.00058974+0.0017738i,-0.00522-0.0021218i,-0.0047698-0.0029153i,-0.003054+0.001315i,-0.0014562+0.00025097i,0.0015949-0.0010994i,0.00021056-0.0048402i,0.00055355+0.0038401i,0.00023457+0.0042484i,-0.018138-0.010606i,-0.018407+0.015442i,-0.0026783+0.025496i,-0.0037304+0.0098356i,0.010097+0.00068515i,0.0025437+0.00034595i,-0.0034743+0.010833i
-0.0092787+0.00073483i,-0.010961-0.0042151i,-0.010075-0.0077111i,-0.011895-0.0035173i,-0.02313-0.0063221i,-0.015363+0.0024277i,-0.016397-0.0034004i,-0.012638-0.00719i,-0.0065723+0.0020431i,0.0072839-0.0047641i,0.0012361-0.00053315i,-0.00065132-0.0022268i,-4.8111e-05-0.0016211i,0.00070944-0.0036645i,-0.00019087-0.0020466i,0.0028509-0.0046396i,-0.00040598-0.0014069i,0.0033602+0.001932i,0.0018233+0.00064032i,0.0019371+0.00033166i,0.0027635-0.00010807i,0.0020594-0.00021041i,0.0030345-0.00029661i,0.00097666-0.0028596i,-0.0026647-0.0020648i,-0.0038875-0.00095447i,-0.0023266-0.0004849i,-0.0027644-0.0018791i,-0.0019002-0.0015756i,-0.0026954+0.00024842i,-0.0015458-0.00033562i,-0.0014616-0.00044651i,-0.0015975-0.00061146i,-0.0011823-0.0010349i,-0.0010786-0.00069212i,-0.0028583-0.0029325i,-0.0018426-0.00018716i,-0.0020476-0.00054114i,-0.0018442-0.0011105i,-0.0017217-0.00050719i,0.0031859+0.0009019i,0.002379+0.0015189i,0.00043963-0.0011058i,-0.00037532-0.0013692i,-0.014106+0.0012079i,-0.008224-0.0025531i,-0.0027338-0.019891i,-0.0087161-0.014164i,-0.018876-0.0088137i,-0.0055876-0.019302i,-0.0019771-0.0083465i,-0.0025058-0.00050848i,-0.0084907-0.015477i,-0.012867-0.011841i,-0.0031642+0.00083187i,0.0037827+0.0089424i,-0.010915+0.01181i,-0.00048534-0.00066336i,0.0055106+0.0025669i,0.007426+0.0073275i,0.0013039+0.0020621i,0.0012971+0.001762i,0.0025157+0.0018067i,0.0033779-0.0041533i,0.0030584-0.0023i,0.0031949+0.0018214i,-0.006919-0.005718i,0.003162+0.0047953i,-0.0029264-0.004306i,0.001437-0.00029208i,-0.0017507-0.001912i,-0.0008629-0.0031496i,0.0018557-0.0036247i,-0.00015484-0.0044212i,0.00030269+0.0012477i,-0.0068169-0.00041862i,-0.004227-0.00088816i,-0.0038946+0.0018767i,-0.0032414-0.00034628i,-0.0088281-0.0048992i,0.00085386+0.00018192i,-0.0057456-0.0010153i,-0.0057438-0.0013711i,-0.0013914+0.0020847i,-0.0008606+0.00030788i,0.0017075-0.00079119i,-0.0016355-0.0049595i,0.00094935+0.0053821i,0.0012427+0.0045743i,-0.018313-0.0082694i,-0.017081+0.01836i,-0.00073302+0.02371i,-0.0029306+0.0085599i,0.0091877-0.0018259i,0.003434+0.00042878i,-0.0025682+0.0089714i
-0.008533+0.0010413i,-0.010778-0.0031115i,-0.011352-0.006097i,-0.011614-0.0022208i,-0.023146-0.0022683i,-0.014736+0.0042128i,-0.016409-0.0013001i,-0.013614-0.0057055i,-0.0051638+0.0020947i,0.003809-0.0075748i,0.0017664-0.00040503i,-0.0007993-0.001688i,-4.4422e-05-0.0014519i,-6.8678e-05-0.0036403i,-0.00059791-0.0020992i,0.0017238-0.0048149i,-0.0010047-0.00014345i,0.0037223+0.00099067i,0.0018963+0.00027136i,0.0020019-0.00010189i,0.0022484-0.00065262i,0.0016255-0.00062644i,0.0027021-0.00085982i,0.00030278-0.0028875i,-0.0032959-0.0010547i,-0.0039569+0.00061803i,-0.0024362+0.0002251i,-0.0031798-0.00071063i,-0.0022758-0.00083987i,-0.0024961+0.0010513i,-0.0014813+0.00011109i,-0.0011034+0.00026293i,-0.0014861+0.00032001i,-0.0016024-0.00058075i,-0.0014162-0.00023745i,-0.0030308-0.001715i,-0.0016265+0.00044059i,-0.0020794+0.00031811i,-0.0020769-0.00046587i,-0.0022362+0.00013025i,0.0030509-0.00019054i,0.002604+0.00066307i,0.00052059-0.0012068i,-0.00050733-0.00113i,-0.013798+0.0022948i,-0.0091153-0.0028971i,-0.0053615-0.020643i,-0.011895-0.013547i,-0.018984-0.0092957i,-0.0090032-0.019402i,-0.0018995-0.0096194i,-0.0027089-0.0025212i,-0.0082794-0.01457i,-0.014031-0.013013i,-0.0035983+0.00092365i,0.0069593+0.0072193i,-0.004244+0.01756i,-0.00053359-0.00041424i,0.0060594+0.0014911i,0.0091113+0.0054864i,0.0016993+0.0014832i,0.0015501+0.0028448i,0.0030388+0.0012598i,0.0013079-0.0041443i,0.0016744-0.0029321i,0.0035808+0.00028827i,-0.0073593-0.0023253i,0.0049713+0.003298i,-0.0039799-0.0020495i,0.00080426-0.00098293i,-0.0021286-0.0008624i,-0.0017918-0.0029396i,-0.00017834-0.0049416i,-0.0010757-0.0013982i,-0.00052054+0.00059105i,-0.0064582+0.0017701i,-0.0046804+0.00032411i,-0.0032113+0.002893i,-0.0034126+0.00076241i,-0.0095155-0.0013021i,0.00010589-0.00073144i,-0.0059498+0.00023961i,-0.0056272-6.7236e-05i,2.4272e-05+0.0020036i,-0.00071285+0.00069475i,0.0024371-0.00073976i,-0.0032353-0.0036757i,0.0031865+0.0066494i,0.002164+0.0047334i,-0.018684-0.0063283i,-0.0153+0.021353i,0.00099389+0.02198i,-0.0032603+0.0072107i,0.0067824-0.0030365i,0.0047496-0.00030078i,-0.0030853+0.0075651i
-0.0078262+0.0012968i,-0.010731-0.0027318i,-0.012134-0.0041808i,-0.011252-0.0012733i,-0.02275+0.0011993i,-0.0139+0.0061765i,-0.016113+0.00077715i,-0.014879-0.0035882i,-0.0040523+0.0013382i,0.001111-0.0071057i,0.0025123-0.0010578i,-0.00067468-0.0012691i,-9.3051e-05-0.0013227i,-0.00090652-0.0033933i,-0.0010694-0.0019445i,0.00078621-0.004934i,-0.00037136+0.00072081i,0.003912-0.00011038i,0.001956-0.00015473i,0.0020016-0.0004633i,0.001887-0.00088152i,0.0012758-0.00078076i,0.0025773-0.0013396i,-0.00018648-0.0028841i,-0.0034891+8.7766e-05i,-0.0033674+0.0020435i,-0.0022147+0.0010808i,-0.0030642+0.00051258i,-0.0023444+1.1102e-05i,-0.0021668+0.0018484i,-0.001454+0.00049412i,-0.00073808+0.0004414i,-0.0010536+0.00080678i,-0.0018317+0.00010266i,-0.0015108+0.00047621i,-0.0029081-0.00060028i,-0.0013448+0.00098108i,-0.0017332+0.0010578i,-0.0020673+0.00022466i,-0.0024288+0.0011695i,0.0028839-0.0010487i,0.0026653-1.6689e-05i,0.00037384-0.0016339i,-0.00057332-0.00097815i,-0.013695+0.0036303i,-0.0097917-0.0019769i,-0.0080104-0.020803i,-0.014879-0.011849i,-0.020225-0.0089587i,-0.012912-0.018108i,-0.0024171-0.010911i,-0.0031619-0.0040314i,-0.0080213-0.013879i,-0.016436-0.013295i,-0.0045125+0.0020154i,0.0090804+0.0043489i,0.0040177+0.01717i,-0.00066552-0.00032978i,0.006262+0.00046635i,0.010211+0.0029417i,0.0018936+0.00063753i,0.0027053+0.003383i,0.0032174+0.00043913i,0.00034272-0.0033674i,0.00026219-0.0028603i,0.0032756-0.00078531i,-0.0063755-4.8171e-06i,0.0060034+0.001181i,-0.0038515+0.00023547i,-2.791e-05-0.00074711i,-0.0018698-0.00015578i,-0.0024908-0.0022279i,-0.002395-0.005124i,-0.0019251-0.00040837i,-0.001462-0.00032129i,-0.0053514+0.0038572i,-0.0046709+0.0019326i,-0.0025933+0.0038687i,-0.0028103+0.0018757i,-0.0087699+0.0017087i,-0.00070348-0.00099993i,-0.0060405+0.0016786i,-0.0049522+0.0010697i,0.0008646+0.0015876i,-0.00021445+0.0010153i,0.0030487-0.0015361i,-0.0040937-0.0025224i,0.0058047+0.0056614i,0.0033143+0.0043773i,-0.018296-0.0042274i,-0.012809+0.0251i,0.0027088+0.020702i,-0.0044773+0.0067442i,0.0050812-0.0026313i,0.0049457-0.0023919i,-0.0039621+0.00723i
-0.0072718+0.0013456i,-0.011597-0.0025669i,-0.012398-0.0024872i,-0.011123-0.00038289i,-0.021939+0.0049376i,-0.012539+0.007984i,-0.015681+0.002559i,-0.014639-0.00020534i,-0.00393+0.00016102i,-3.3854e-05-0.0068305i,0.0024663-0.002397i,-0.00043194-0.0011365i,-2.7457e-05-0.0011674i,-0.0014054-0.0030918i,-0.0014819-0.0016666i,-0.00027023-0.0050683i,0.00056784+0.00070949i,0.003758-0.0012581i,0.0019176-0.00066172i,0.0021209-0.00090823i,0.001641-0.0010436i,0.0010087-0.00085388i,0.0021941-0.0022041i,-0.00041745-0.0032982i,-0.0033653+0.0011788i,-0.0023725+0.0032336i,-0.0017344+0.0016099i,-0.0025952+0.0015468i,-0.0021038+0.00074502i,-0.0015637+0.0025725i,-0.0012334+0.00093484i,-0.00025783+0.00054308i,-0.0004591+0.00115i,-0.0017103+0.00088025i,-0.0012028+0.0011811i,-0.0023864+0.0003609i,-0.00072741+0.0014055i,-0.0011943+0.0015679i,-0.0018697+0.00090432i,-0.0018371+0.0026164i,0.0024097-0.0017358i,0.0026852-0.00087957i,-0.00027558-0.0018984i,-0.00063652-0.00090777i,-0.013399+0.0051517i,-0.0092187-0.00085945i,-0.010921-0.020271i,-0.017311-0.0087317i,-0.020813-0.0073535i,-0.016239-0.014973i,-0.0036023-0.012454i,-0.0038846-0.0059609i,-0.0078452-0.014229i,-0.019015-0.011929i,-0.0043515+0.0044813i,0.0098407+0.00095073i,0.0083566+0.012727i,-0.00091084-0.00024127i,0.0066825-0.00063774i,0.010591-2.9692e-05i,0.0017339+2.064e-05i,0.0044817+0.002785i,0.0031205+0.00011446i,-0.00014309-0.0029148i,-0.00066682-0.002332i,0.0030185-0.0017161i,-0.0057843+0.0013349i,0.0058574-0.0013855i,-0.0030873+0.0010438i,-7.7056e-05+4.1798e-05i,-0.0015729+0.00028955i,-0.0030837-0.0017439i,-0.0046409-0.0042105i,-0.0022262+0.00026402i,-0.0021251+0.00018903i,-0.0033991+0.0052479i,-0.0035202+0.00349i,-0.001205+0.0049758i,-0.0018753+0.0023561i,-0.0073257+0.004052i,-0.0014973-0.0007778i,-0.0057211+0.0038159i,-0.0036951+0.0020742i,-0.012826+0.0002678i,0.00034134+0.00068223i,0.003033-0.0026556i,-0.0049852-0.00059641i,0.007675+0.0033616i,0.0044567+0.0034457i,-0.017779-0.0024644i,-0.0076615+0.027867i,0.0045724+0.018756i,-0.0055881+0.0071637i,0.0042429-0.0020987i,0.003661-0.003754i,-0.0045893+0.0078003i
