-0.023926-0.037576i,-0.01264-0.049283i,-0.017923-0.04435i,-0.030976-0.035218i,-0.03005-0.015905i,-0.05021-0.027125i,-0.057353-0.025147i,-0.044599-0.035738i,-0.029532-0.036808i,0.0076365+0.012519i,-0.0053951+0.015863i,-0.0044509+0.013869i,0.0098892+0.021421i,0.00060359+0.0042743i,0.0033135+0.0032089i,0.0070351+0.018379i,0.026558+0.038143i,-0.0024261-0.0012433i,-0.0044576-0.005613i,0.0080803+0.0015146i,-0.00042474-0.00084911i,-0.00098011+0.0013905i,4.2675e-05-0.00035424i,-0.030849-0.0035376i,-0.0013018-0.0057787i,0.0013962+0.0045891i,0.0038033-0.00026041i,-0.00071788+0.00057366i,0.00060079-0.00061152i,-0.00038575-0.002666i,-0.0012458-0.0062584i,-0.0045023-0.004155i,-0.0017857-0.0046407i,0.002207-0.00057417i,0.002304-0.0027515i,0.0024149+0.02533i,0.0018213-0.0026862i,0.0027753+0.00065768i,0.0062509+0.0011165i,-0.010356-0.004274i,-0.0031997+0.0007634i,0.0064972+0.0014533i,0.0055127-0.00067976i,-0.0034214+0.0055108i,0.0010631-0.0085737i,-0.011903+0.018001i,0.035779-0.090508i,0.012079-0.069888i,-0.016091-0.059514i,-0.016191-0.05539i,0.039677-0.045016i,0.017437-0.061982i,0.034277-0.055184i,0.029406-0.059538i,0.01591-0.013916i,0.0046335+0.01656i,0.016736-0.026239i,-0.0115+0.0055179i,0.00016091+0.0054769i,-0.004682-0.0019706i,-0.0023244-0.029253i,-0.024044+0.032316i,0.0098242-0.01135i,-0.012994-0.0024178i,4.4082e-05-0.0048441i,-0.0012847-0.016136i,-0.0070003+0.00438i,0.0047788+0.0063817i,-0.0090188+0.031087i,0.0050903+0.0062559i,-0.0051714-0.00079644i,-0.0032235-0.0007316i,-0.012059-0.0079753i,-0.00096237-0.004363i,-0.030151+0.0069274i,-0.00027439-0.010172i,-0.0097198-0.0021288i,-0.0068086-0.0028547i,0.007395+0.0026148i,-0.007956+0.0011088i,-0.00015335+0.00013381i,0.0059526+0.010588i,0.0042064+0.0017368i,-0.0092764-0.0098888i,0.0030676+0.0083389i,-0.021516+0.0060712i,0.0082405+0.00048965i,-0.028803-0.0034916i,-0.041612+0.0023655i,0.019227-0.096566i,-0.0016389-0.01283i,-0.053012-0.02219i,-0.023699-0.0015668i,0.017743+0.011026i,-0.024673+0.013522i,-0.018265-0.012245i
0.013531-0.0096328i,0.043019-0.012924i,0.022329-0.026709i,0.010718-0.021485i,0.013399-0.039892i,-0.018389-0.022377i,-0.0089062-0.014607i,-0.0030233-0.027971i,0.0059749-0.017737i,0.0041875-0.001744i,0.001737-0.0047832i,4.2726e-05-0.0052216i,-0.00087876-0.005769i,-0.00092662-0.0026861i,-0.0011139+0.00097577i,0.0011191-0.0026039i,-0.0033583+0.0018573i,-0.00039678+0.0012973i,0.00019231+0.00029242i,0.00066322+0.0021257i,0.0013889+0.0017867i,0.0010909-0.0010789i,0.0019206+0.0004354i,-0.0011152+0.0027305i,-0.00087863+0.00045413i,-0.00064412+0.00048854i,-0.0013099+0.00017634i,-0.00054759+0.00039406i,0.00010532+0.00011077i,-0.00024943-0.00035098i,0.0021967-0.0020638i,0.0014866-7.4241e-05i,0.00039953-0.00068677i,0.00069112-0.0011189i,0.00077427+0.00071537i,0.0048505-0.0014494i,-8.7072e-05+0.00012085i,-0.00024746+0.00148i,1.1326e-05-0.00025052i,0.00050872+0.00061865i,0.00094979+0.00061247i,0.00058778+0.0005288i,0.00011197-0.0023971i,9.0706e-05-0.0027783i,0.018872+0.0035183i,0.0286+0.039216i,0.035162+0.039531i,0.047085+0.028414i,0.01542-0.00094391i,0.035846-1.8509e-06i,0.037024+0.012717i,0.012872+0.0070396i,0.028549+0.02372i,-0.0033169+0.032657i,0.0063099-0.0046047i,0.0045469-0.0033726i,0.0064904-0.0037703i,0.0077608+0.0037257i,0.0036374+0.0065461i,-0.0071375+0.0052439i,-0.0041115-0.0058125i,0.0037976+0.013344i,-0.0036798+0.00047527i,-8.3895e-06+0.005471i,-0.00047943+0.0014811i,0.002616-0.0030744i,0.0070034-0.00087749i,-0.0026918-0.0010762i,0.0042414-0.0019993i,-0.0057866-0.00069308i,-0.0016978+0.0002814i,0.00037908-1.084e-05i,-0.0045442-0.0027258i,-0.0043082-0.002281i,-0.0073232-0.0090752i,0.0032676-0.0020872i,-0.0047646+0.00162i,-0.0018407+0.00089915i,-0.0042192+0.0029512i,0.0071579+0.0010465i,-0.0069946-0.0014948i,-0.0040753-0.0070909i,-0.0027263-0.001249i,-0.0056718-0.00082535i,0.0042504-0.0034082i,0.0057317+0.00061577i,0.0029804-0.0011775i,0.005184+0.0081698i,0.0062339+0.0057987i,0.040988+0.025907i,-0.031949-0.0046274i,-0.036259+0.018059i,-0.010452+0.020707i,0.0017554+0.0025903i,0.0091154-0.0064813i,-0.010812+0.00038676i
0.011103-0.011478i,0.039688-0.020056i,0.017118-0.02984i,0.006783-0.022014i,0.0051452-0.041615i,-0.020788-0.01875i,-0.011662-0.013568i,-0.0077734-0.026453i,0.0026766-0.017987i,0.003742-0.0027728i,0.00039662-0.0053071i,-0.0011083-0.0045301i,-0.0025821-0.0047352i,-0.0014734-0.0021432i,-0.00061104+0.0011607i,0.00095246-0.0026537i,-0.0020746+0.0027359i,-0.00034604+0.0013i,7.4646e-05+0.00028522i,0.0012644+0.0018308i,0.002016+0.0014753i,0.0008586-0.0012217i,0.0019121-0.00019541i,0.00069451+0.0025546i,-0.00048795+0.00073226i,-0.00021744+0.00049586i,-0.0010972+0.00090631i,-0.00040346+0.00056637i,0.00012899+0.00014596i,-4.3921e-05+5.2187e-05i,0.00118-0.0028978i,0.0014607-0.00054787i,0.00021314-0.00073053i,0.00012286-0.0011006i,0.0013897+0.00042479i,0.004407-0.0024759i,-0.00010221+0.00031958i,0.00026359+0.0014111i,0.00029479+0.00010013i,0.0006119-7.8641e-05i,0.0011486+0.00034205i,0.00074372+0.0002974i,-0.00037304-0.0019118i,0.00051867-0.00236i,0.019142+0.0010433i,0.033869+0.034529i,0.040071+0.032915i,0.050199+0.019685i,0.012635-0.00032842i,0.036346-0.0060204i,0.038993+0.0058792i,0.014294+0.0015306i,0.030211+0.01341i,0.0039787+0.029185i,0.004484-0.0055553i,0.00063511-0.0035947i,0.00424-0.0062597i,0.0068887+0.00094778i,0.0051847+0.0050586i,-0.0038169+0.0080738i,-0.0046521-0.0025908i,0.0057713+0.011393i,-0.0036259+0.001455i,0.002988+0.0060818i,0.00042165+0.0016397i,0.00045789-0.0034318i,0.0075008-0.0049359i,-0.0030846-0.00053995i,0.0038592-0.0038353i,-0.005358+0.0021369i,-0.0017468-0.00027657i,0.00010745-0.00067544i,-0.0043308+3.1921e-05i,-0.0041759-0.00093925i,-0.0089435-0.0056089i,0.0017836-0.0029863i,-0.0035711+0.0026568i,-0.0020234+0.00077927i,-0.0027336+0.0040807i,0.0082758-0.0019253i,-0.0066574+0.0013718i,-0.0062685-0.0057708i,-0.0025197-0.00077346i,-0.0051578+0.0013712i,0.0016064-0.0040755i,0.0058877-0.0019392i,0.0028927-0.0016574i,0.0068323+0.0059018i,0.0055611+0.0048676i,0.041953+0.016782i,-0.031023+0.0021109i,-0.034314+0.026084i,-0.0066151+0.019031i,0.0033081+0.0052303i,0.0065468-0.0065944i,-0.012293+0.0023582i
0.0091683-0.012984i,0.03488-0.026464i,0.011374-0.0316i,0.0034286-0.021747i,-0.0032915-0.041746i,-0.022669-0.015075i,-0.014097-0.011981i,-0.011706-0.024446i,-0.00058234-0.017763i,0.0029897-0.0035076i,-0.0013617-0.0052265i,-0.0019269-0.0036689i,-0.0036901-0.0031912i,-0.0017722-0.0014946i,-0.00036166+0.0011218i,0.00080259-0.0027621i,-0.00058972+0.0028042i,-0.00030356+0.0015445i,5.4105e-05+0.00048307i,0.0017294+0.0011673i,0.0026422+0.00064775i,0.00054264-0.001534i,0.0016446-0.00082556i,0.0020253+0.0015476i,7.1266e-05+0.00079511i,2.5587e-05+0.00027359i,-0.00047258+0.0013664i,-0.00033903+0.00075549i,0.00021882+0.00016426i,0.00020414+0.00012654i,-5.0406e-05-0.0031763i,0.001233-0.0011025i,-0.00011195-0.00078455i,-0.00029463-0.00091179i,0.0018028-0.00047086i,0.0037734-0.0035626i,0.00026088+0.00039697i,0.0007305+0.0012119i,0.00058066-7.6943e-05i,0.00033686-0.00052484i,0.0013672-0.00020768i,0.00075267-6.2558e-05i,-0.00059465-0.001528i,0.00058843-0.0027095i,0.01939-0.0018734i,0.040094+0.028183i,0.044188+0.025641i,0.051507+0.010932i,0.011387+0.00072469i,0.036123-0.012391i,0.039294-0.00076506i,0.01478-0.0030642i,0.028621+0.0056326i,0.0091481+0.025878i,0.0022078-0.0058057i,-0.0022238-0.0016692i,0.00062738-0.0077233i,0.0051843-0.00077645i,0.0056659+0.0031388i,-0.00041199+0.0089393i,-0.0037892-0.00046178i,0.006652+0.0087686i,-0.0034414+0.0035481i,0.0057643+0.0049191i,0.001047+0.0012135i,-0.001064-0.0026229i,0.0057782-0.0076019i,-0.0029883+0.00011963i,0.0028197-0.004952i,-0.0026958+0.0038313i,-0.0023599-0.00021485i,-0.00038073-0.00070652i,-0.0031284+0.0015959i,-0.0033939+0.00033366i,-0.0095284-0.0023108i,0.00072731-0.0034685i,-0.0022961+0.0030529i,-0.0020809+0.0013362i,-0.00060516+0.0039825i,0.0076875-0.0056096i,-0.0052073+0.0035598i,-0.0077072-0.0032669i,-0.002427-0.00053272i,-0.0040685+0.0026362i,0.00044354-0.0033789i,0.0046888-0.0038348i,0.0030325-0.0022929i,0.0063813+0.0024845i,0.0051508+0.0045487i,0.042085+0.0094291i,-0.028001+0.0074752i,-0.028695+0.033334i,-0.0045721+0.017433i,0.0065795+0.0057668i,0.0040038-0.0054284i,-0.012248+0.0049116i
0.0070749-0.014674i,0.02909-0.031313i,0.006061-0.032578i,0.00077696-0.021648i,-0.011483-0.039537i,-0.023979-0.011363i,-0.016488-0.009832i,-0.015211-0.021918i,-0.0031708-0.01679i,0.0020799-0.0039915i,-0.0028975-0.0039683i,-0.0022468-0.0029598i,-0.00395-0.001534i,-0.0019176-0.0010148i,-8.56e-05+0.0013313i,0.00047778-0.002994i,0.00025987+0.0022448i,5.5432e-05+0.0020377i,0.00037335+0.00076315i,0.0018463+0.00035306i,0.0026688-0.00045332i,-0.00010608-0.0017128i,0.001137-0.0012145i,0.0026097-0.0002606i,0.00064541+0.00061308i,-7.1716e-05+0.00011034i,9.5732e-05+0.0013746i,1.5693e-05+0.000927i,0.00034318+0.00010745i,0.00034493+2.7172e-05i,-0.0012731-0.0029672i,0.00080626-0.001426i,-0.00032236-0.00063641i,-0.0005501-0.00071271i,0.001465-0.0015936i,0.002861-0.0045519i,0.00059878+0.00014765i,0.0011563+0.00085564i,0.00055253-0.00038128i,-0.00013681-0.00085271i,0.0011326-0.00079458i,0.00047552-0.00017809i,-0.00079883-0.0011266i,0.00021022-0.0028051i,0.019238-0.0052391i,0.044934+0.018874i,0.047313+0.017588i,0.051769+0.0028868i,0.012079+0.0022296i,0.034401-0.019722i,0.038757-0.0073151i,0.014351-0.0082274i,0.026746-0.0004061i,0.014569+0.021642i,0.00050197-0.0050962i,-0.0034524+0.0011224i,-0.0037581-0.0077299i,0.0036484-0.0016417i,0.0054654+0.0019095i,0.0026287+0.0085994i,-0.002582+0.00071228i,0.0064911+0.0060365i,-0.00085626+0.005504i,0.0080788+0.0024439i,0.0016308+0.00091608i,-0.0018164-0.0014209i,0.0034653-0.0098241i,-0.0028856+0.00056748i,0.0014778-0.0061842i,-0.00075146+0.0030788i,-0.0029261+0.0003209i,-0.0005662-0.00059754i,-0.0018631+0.0029673i,-0.0024678+0.00089738i,-0.0087998+0.00097751i,-0.00068828-0.0039402i,-0.00095575+0.0028599i,-0.0016735+0.0014623i,0.00073482+0.0028491i,0.0054908-0.0089994i,-0.0027516+0.0048387i,-0.007321-0.00049178i,-0.0026242-0.0003105i,-0.0031+0.0037187i,-0.00020902-0.0028962i,0.0030754-0.0044623i,0.0029164-0.0034104i,0.0047969+0.0013553i,0.0055301+0.0044336i,0.041336+0.0021758i,-0.02464+0.0093555i,-0.020732+0.037582i,-0.0020783+0.016866i,0.0086508+0.0048258i,0.0032448-0.0034436i,-0.011221+0.006747i
0.0043189-0.016215i,0.02294-0.034526i,0.00049909-0.032799i,-0.002255-0.021823i,-0.018001-0.036017i,-0.024806-0.0076728i,-0.018265-0.006847i,-0.018005-0.018963i,-0.0050179-0.015961i,0.00091537-0.0040298i,-0.0033544-0.0024348i,-0.0026534-0.0023701i,-0.0035958-0.00017931i,-0.0022656-0.00033194i,0.00056591+0.0015236i,-0.00016328-0.0030837i,0.00075142+0.0019362i,0.0010246+0.0021647i,0.00075322+0.00056036i,0.0015009-0.00035797i,0.0022505-0.0013268i,-0.000645-0.0016216i,0.00074532-0.0013959i,0.0018136-0.0018261i,0.00084908-1.336e-05i,-0.00022694+6.0505e-05i,0.00060441+0.0012739i,0.00045005+0.00087448i,0.00035975-8.4907e-05i,0.0003011-0.00010415i,-0.0022185-0.0022512i,0.00036076-0.0015473i,-0.00057881-0.00050182i,-0.00075766-0.00038057i,0.00032231-0.0021029i,0.0016435-0.0052595i,0.00059195-0.0002232i,0.0013719+0.00021939i,0.00051604-0.00050018i,-0.00077355-0.00084554i,0.00064602-0.0011803i,0.0003234-0.00011561i,-0.000921-0.00071945i,-0.00011038-0.0026876i,0.018811-0.0089626i,0.046231+0.0085227i,0.048735+0.0090696i,0.051878-0.0058567i,0.0147+0.0031869i,0.030568-0.026865i,0.037024-0.013539i,0.01201-0.012859i,0.023315-0.0047405i,0.018536+0.015813i,-0.0004514-0.0048057i,-0.0029188+0.0043285i,-0.0082941-0.0052508i,0.0020424-0.0021459i,0.0052925+0.00079625i,0.0051874+0.007121i,-0.0012832+0.00095121i,0.0055524+0.0043515i,0.0023759+0.0044439i,0.0092245-0.0014115i,0.0021721+0.00020813i,-0.0017744+0.00014124i,-0.00019637-0.011708i,-0.0031374+0.0015267i,-0.00042321-0.0070391i,-0.00057489+0.0028339i,-0.0032277+0.0013175i,-0.00075167-0.00053768i,0.0010024+0.00345i,-0.0019138+0.00062873i,-0.0067055+0.0033971i,-0.0026897-0.0036717i,-3.6766e-05+0.0021935i,-0.0013147+0.0015346i,0.0010904+0.0014995i,0.0019366-0.011447i,-0.00037918+0.0045657i,-0.0061563+0.0010503i,-0.0025868+0.0001797i,-0.0014719+0.0048219i,-0.0010686-0.0021234i,0.0014817-0.0048373i,0.0019558-0.0044329i,0.003687+0.00093099i,0.0062308+0.0037397i,0.039301-0.0043766i,-0.024773+0.0093745i,-0.013207+0.038113i,0.00099607+0.014851i,0.010261+0.0029494i,0.0037826-0.0022604i,-0.0097581+0.0082258i
0.0014904-0.017163i,0.017054-0.036622i,-0.0048238-0.032038i,-0.005546-0.021307i,-0.024036-0.031908i,-0.025105-0.004027i,-0.019093-0.0036633i,-0.020264-0.016043i,-0.0067357-0.015431i,0.0003367-0.0036414i,-0.0031843-0.0012729i,-0.0029484-0.0014636i,-0.0031039+0.00091934i,-0.0021081+0.00061154i,0.0012168+0.0011129i,-0.00076334-0.00282i,0.0013254+0.0016651i,0.0018279+0.0015658i,0.00088544+0.00034981i,0.001109-0.00059832i,0.0017067-0.0020523i,-0.0011801-0.0014066i,0.00021784-0.0016264i,0.00073113-0.0026453i,0.00048637-0.00047318i,-0.00036375+0.00034693i,0.0011761+0.00098728i,0.00073137+0.00059575i,0.00030232-0.00019379i,0.0001482-0.00010413i,-0.0028823-0.0012723i,-0.00019002-0.0015595i,-0.00073142+1.859e-07i,-0.00066133-5.6904e-05i,-0.00033559-0.0017695i,0.00013437-0.0055791i,0.00044524-0.00023656i,0.001159-0.0002818i,0.0004537-0.00076834i,-0.0013762-0.00044685i,0.00014846-0.0012587i,0.00032628-0.00017178i,-0.00084275-0.00024328i,-0.00047216-0.0027217i,0.017171-0.013574i,0.045032-0.0014376i,0.048522+0.00074221i,0.049341-0.015568i,0.019114+0.00092498i,0.024465-0.032619i,0.034522-0.019136i,0.0092295-0.015758i,0.020471-0.0064556i,0.020396+0.0091502i,-0.0017573-0.0046486i,-2.8428e-05+0.0064399i,-0.010996-0.00059565i,0.00046871-0.0020775i,0.0047559-0.00015125i,0.0063513+0.0048776i,-0.00051168+0.00041805i,0.0046157+0.0032723i,0.0029519+0.0025138i,0.0076936-0.0053944i,0.0023649-0.00097775i,-0.00029159+0.0012394i,-0.0054781-0.01027i,-0.0024515+0.0032703i,-0.00342-0.0068209i,0.0010066+0.0032504i,-0.0030711+0.0027058i,-0.00088106-0.00030735i,0.0037826+0.00080808i,-0.0018965+0.00040301i,-0.0038544+0.0040881i,-0.004324-0.0022157i,0.00032345+0.0013881i,-0.0013993+0.0014005i,0.0011061+0.00037746i,-0.0030228-0.012388i,0.001463+0.0034138i,-0.0055664+0.0020514i,-0.0026914+0.00067562i,0.00097238+0.0049885i,-0.00089555-0.00088109i,9.9289e-05-0.0044081i,0.00059844-0.0049206i,0.0025821+0.00084768i,0.0064641+0.0029271i,0.036604-0.0094096i,-0.026602+0.012435i,-0.0071837+0.037781i,0.0026734+0.011085i,0.011027+0.00047879i,0.0043092-0.0024499i,-0.0077436+0.0087154i
-0.001673-0.017893i,0.011402-0.038024i,-0.0098084-0.030494i,-0.0083933-0.020269i,-0.029088-0.026315i,-0.024949-0.0004241i,-0.019368-0.00073455i,-0.022175-0.012875i,-0.0086705-0.01531i,4.9587e-05-0.0034378i,-0.0028099-0.00037421i,-0.0029004-0.00048357i,-0.0022263+0.0017967i,-0.0015252+0.0012978i,0.0015191+0.00054053i,-0.0011303-0.0024358i,0.0018433+0.001225i,0.0022033+0.00080097i,0.0010298+0.00016233i,0.00089531-0.00068812i,0.00079034-0.0025503i,-0.0017315-0.00088199i,-0.00032642-0.0014297i,-0.0003453-0.0026866i,0.00020537-0.0005891i,-0.00019608+0.00067942i,0.0014762+0.00036574i,0.00092125+0.00027872i,0.00021276-0.0002546i,0.00011422+5.4409e-05i,-0.0031362-0.00019443i,-0.00066124-0.0012505i,-0.00046026+0.00039499i,-0.00051433+9.8767e-05i,-0.00073004-0.0015278i,-0.0013286-0.0052496i,0.00054707-0.00034918i,0.00091794-0.0005115i,6.0318e-05-0.00082612i,-0.0017679+0.00026009i,-0.0003299-0.0012459i,0.00018642-0.00025478i,-0.0005972+0.000168i,-0.0010391-0.0025487i,0.013521-0.017551i,0.041702-0.0099402i,0.046889-0.0071657i,0.044057-0.023786i,0.021295-0.0042465i,0.017651-0.036393i,0.031551-0.024366i,0.0069771-0.018448i,0.019818-0.0076552i,0.020982+0.0030832i,-0.0037109-0.0041944i,0.0033184+0.0061329i,-0.010948+0.0050298i,-0.00085804-0.0015141i,0.0042129-0.00066887i,0.0066651+0.003156i,-0.00049546-0.00022819i,0.0032537+0.0029074i,0.0031975+0.0017666i,0.0042167-0.0077793i,0.0016013-0.0020578i,0.0010688+0.00081952i,-0.008227-0.0057537i,-0.00037415+0.0041631i,-0.0055998-0.0047667i,0.0021888+0.0019992i,-0.0020267+0.0040526i,-0.00085294-0.000251i,0.0033128-0.0026061i,-0.0022703+0.00060728i,-0.0020589+0.0031786i,-0.0047589-0.00054162i,0.0001112+0.00062373i,-0.0014467+0.0017206i,0.0004898-0.00063037i,-0.0084679-0.010223i,0.0020394+0.0014385i,-0.0048624+0.0032584i,-0.0025896+0.0015612i,0.0032134+0.0038572i,-0.00024981-0.00070929i,-0.00039848-0.0033184i,-0.00049034-0.0049143i,0.0015144+0.0015223i,0.0065219+0.0019681i,0.034696-0.013966i,-0.027067+0.017435i,-0.0016315+0.036278i,0.0020678+0.0072877i,0.010458-0.0028003i,0.0040677-0.0025407i,-0.0063234+0.0078791i
-0.0054272-0.017887i,0.0058481-0.038819i,-0.014552-0.028164i,-0.011137-0.019226i,-0.032372-0.020008i,-0.024335+0.0029775i,-0.019264+0.0021007i,-0.023542-0.0094551i,-0.011053-0.014831i,-0.00034746-0.0035006i,-0.0021783+0.00030317i,-0.0024257+0.00026788i,-0.001133+0.0022775i,-0.00087031+0.00159i,0.001656+8.1844e-07i,-0.0013438-0.0021563i,0.0021569+0.00083156i,0.0023153-9.2793e-06i,0.0011112-0.00017529i,0.00075355-0.00089854i,-0.00037475-0.0025158i,-0.0018604-0.00013393i,-0.00061325-0.0011275i,-0.0011887-0.0022849i,-2.0269e-05-0.00057008i,0.00012289+0.00078129i,0.0012872-0.00026722i,0.0010286-0.00012312i,7.4087e-05-0.00020801i,0.00010077+0.00010294i,-0.0030392+0.00096552i,-0.00083807-0.00079377i,-1.6018e-05+0.00051408i,-0.00045368+0.00015079i,-0.0013111-0.001122i,-0.0024555-0.0043412i,0.00032907-0.00053765i,0.00068832-0.00067816i,-0.00015354-0.00049154i,-0.0018108+0.0009625i,-0.00090022-0.00089832i,4.442e-05-0.00026902i,-0.00017564+0.0003897i,-0.0014611-0.0018913i,0.0090915-0.019847i,0.03658-0.016553i,0.043901-0.014137i,0.037376-0.02982i,0.021009-0.0090688i,0.010237-0.038514i,0.027912-0.029519i,0.0038249-0.021399i,0.019743-0.0099032i,0.020059-0.0036075i,-0.0057987-0.0027097i,0.0056627+0.0040766i,-0.0081024+0.0095537i,-0.0017258-0.00069834i,0.003516-0.00097883i,0.0069195+0.0015834i,-0.00092828-0.0002419i,0.0027491+0.0036553i,0.0039235+0.00061982i,0.00086423-0.0075369i,0.00060759-0.0024774i,0.0016688-5.7352e-05i,-0.0082054-0.0018846i,0.0016919+0.0035802i,-0.0067461-0.002428i,0.0018839+0.00058991i,-0.00019993+0.0046269i,-0.0011291-0.00024925i,0.00096307-0.00472i,-0.0024614+0.0012248i,-0.0014614+0.0020318i,-0.0047487+0.0011118i,-0.00054196+0.00044085i,-0.0011266+0.0019225i,-0.0007431-0.00070254i,-0.01134-0.0058547i,0.0015295+0.00018334i,-0.0037931+0.0038111i,-0.0018374+0.0021677i,0.0045445+0.0017779i,-0.00039402-0.00055259i,5.7401e-05-0.0030574i,-0.0013742-0.0044558i,0.0023825+0.0031947i,0.0064485+0.0012603i,0.031532-0.019049i,-0.026011+0.023353i,0.0028727+0.034106i,-0.00027287+0.0048192i,0.0072265-0.0047347i,0.0043903-0.0031269i,-0.0063473+0.0070258i
-0.0089955-0.016744i,0.00043222-0.039134i,-0.018441-0.024891i,-0.013879-0.017732i,-0.034413-0.014055i,-0.023311+0.0064569i,-0.018517+0.0050028i,-0.024272-0.0061054i,-0.013837-0.013819i,-0.00080672-0.0033605i,-0.0014349+0.00043011i,-0.0018692+0.00084689i,3.1721e-05+0.002399i,-0.00025589+0.0017266i,0.0015219-0.00059539i,-0.0015564-0.0020423i,0.0028759+0.00023132i,0.0020574-0.00081256i,0.00094572-0.000631i,0.00052988-0.00099509i,-0.001175-0.002045i,-0.001509+0.00047335i,-0.00072182-0.00096886i,-0.0014793-0.0017893i,-0.0003212-0.0006723i,0.00043617+0.00067505i,0.00097958-0.00054281i,0.0008932-0.00044596i,2.935e-06-0.00017993i,0.00024093+0.00029873i,-0.0025042+0.0020511i,-0.0008788-0.00052693i,0.00022027+0.00037978i,-0.00041602+0.00031904i,-0.0014542-0.00041159i,-0.0030562-0.0032064i,8.498e-05-0.00048101i,0.00037142-0.00077575i,7.7092e-05-0.00031858i,-0.0014204+0.0017451i,-0.0010033-0.00033383i,0.00013943-0.0002091i,0.00025833+0.00029034i,-0.0013183-0.0013262i,0.0049577-0.021089i,0.031816-0.020436i,0.040195-0.019948i,0.030369-0.033719i,0.019216-0.013093i,0.0027162-0.038392i,0.023163-0.03403i,0.00030002-0.023327i,0.019574-0.012497i,0.016731-0.0091688i,-0.0072276-7.3467e-05i,0.0063346+0.0012702i,-0.0039273+0.012081i,-0.00249+0.00041265i,0.0031629-0.00089291i,0.0067204+8.2124e-05i,-0.0010988-6.5403e-05i,0.0031805+0.0047822i,0.0035748-0.00080014i,-0.0011656-0.0063936i,-0.00051354-0.002462i,0.0016924-0.00081024i,-0.0068639+0.00077239i,0.0031073+0.0022796i,-0.0068144+0.00037799i,0.0012352+0.00043497i,0.0016706+0.0040936i,-0.0012333+0.00013884i,-0.0017122-0.0053066i,-0.0021398+0.0014976i,-0.0019263+0.0017386i,-0.0041823+0.0026651i,-0.00091693+0.0010082i,-0.0011796+0.0020878i,-0.001354-0.00013214i,-0.01191-0.0015825i,0.00071422-0.00048424i,-0.0032029+0.00424i,-0.0010443+0.0023622i,0.0048415-0.0006247i,-8.1524e-05-0.00036844i,0.00020814-0.0035811i,-0.002326-0.0044226i,0.0038265+0.0029137i,0.0067346+0.00071673i,0.027942-0.022795i,-0.022454+0.030689i,0.0068304+0.032063i,-0.0034275+0.0045713i,0.0040059-0.0039044i,0.0035999-0.0042735i,-0.0067833+0.0069253i
-0.011802-0.014963i,-0.0053734-0.039492i,-0.021531-0.021765i,-0.016432-0.015726i,-0.035696-0.0075663i,-0.02141+0.0097073i,-0.017188+0.007586i,-0.024836-0.0028635i,-0.01671-0.012028i,-0.0010951-0.003419i,-0.0010675+0.00032397i,-0.0010688+0.0011152i,0.001175+0.0020773i,0.00052217+0.0015349i,0.0011414-0.0010578i,-0.0019548-0.0019164i,0.0032607-0.001056i,0.0014093-0.0012989i,0.00063769-0.00087002i,0.00047796-0.0010915i,-0.0017316-0.0013819i,-0.0011454+0.00078481i,-0.0009708-0.00089506i,-0.0015078-0.0016481i,-0.00068587-0.00052272i,0.00070189+0.00048267i,0.0006477-0.00078053i,0.00065107-0.00063839i,-8.0189e-05-0.00011655i,0.00072855+0.00021926i,-0.0015493+0.0028568i,-0.00095001-0.00024074i,0.0004616+0.00021596i,-0.00019192+0.00042065i,-0.0010977-4.2012e-06i,-0.0032597-0.0021651i,6.0662e-05-0.00032272i,0.00018252-0.00069311i,0.0001098-0.00053916i,-0.00067501+0.0020871i,-0.00087035+6.3783e-05i,0.00016866-0.00043922i,0.00052923-0.00018657i,-0.0010608-0.0011733i,0.00061317-0.021805i,0.02851-0.024106i,0.036078-0.02505i,0.023428-0.035575i,0.017653-0.015887i,-0.0041816-0.036069i,0.01785-0.03778i,-0.0031998-0.025006i,0.019483-0.016115i,0.012275-0.012444i,-0.006944+0.0034801i,0.0056963-0.0014398i,0.00021704+0.012416i,-0.0027114+0.0018344i,0.0034042-0.00092582i,0.0063227-0.0013769i,-0.0012538-8.0674e-06i,0.0051345+0.0053686i,0.0025406-0.0011484i,-0.002386-0.0050764i,-0.0013929-0.001949i,0.0017077-0.0014659i,-0.0058187+0.0022881i,0.0038871+0.0005307i,-0.0058018+0.0028409i,0.0016512+0.00081694i,0.0029277+0.0030563i,-0.0010874+0.00028501i,-0.0045647-0.0045707i,-0.0019834+0.0017457i,-0.0019578+0.0024272i,-0.0030632+0.0038419i,-0.00055257+0.0014964i,-0.0011327+0.0027831i,-0.0013277+0.00043513i,-0.011341+0.0019861i,-9.9286e-05-0.00065668i,-0.0023948+0.0050454i,-0.00061818+0.0025716i,0.0041258-0.0031839i,0.00023977-0.00087112i,-0.00020458-0.0042709i,-0.003616-0.0037593i,0.0047996+0.0020347i,0.0071601-0.00037708i,0.024178-0.025953i,-0.014558+0.036133i,0.01129+0.02922i,-0.005598+0.0061069i,0.0023597-0.0019114i,0.001978-0.0043567i,-0.0070372+0.0071971i
