-0.030587-0.03918i,-0.022018-0.019288i,-0.012992-0.035875i,-0.029607-0.020368i,-0.022325-0.00044021i,-0.013643-0.0058468i,-0.055671-0.058969i,-0.04713-0.017535i,-0.038093-0.014042i,0.010922+0.011966i,-0.007978+0.0054666i,-0.019325+0.019012i,0.0026519+0.01141i,-0.0062531-0.0034038i,0.00028625+0.0011425i,-0.0014785+0.030393i,0.027583+0.028144i,0.0023397-0.0022045i,-0.0024763-0.0066338i,0.0081567+0.002368i,0.0031769+0.0011613i,0.00040711+0.0035814i,-0.00025786+0.00024101i,-0.037099-0.011722i,2.0842e-05-0.0078485i,0.0014075+0.0022574i,0.0060846+0.0013914i,0.0019451+0.00040931i,0.0012878-0.00068238i,-0.00036762-0.0024359i,0.0015717-0.0026613i,-0.0026559-0.0055893i,-0.00031866-0.0046968i,0.0029262-0.00085043i,0.0044459-0.0027474i,0.0023454+0.030145i,0.0039502-0.0034301i,0.0030928-0.0017313i,0.0082317-0.0012606i,-0.0052047-0.002289i,-0.00022141+0.0011549i,0.0095268+0.00024467i,0.0039652-0.00276i,-0.0015918+0.009466i,-0.018116-0.0066207i,-0.018639+0.0154i,-0.0033843-0.061403i,-0.0050687-0.027334i,-0.026742-0.032282i,-0.011024-0.027127i,0.054949-0.020635i,0.016545-0.043089i,0.022543-0.048632i,0.0056946-0.055319i,0.02556-0.020951i,0.0082369+0.0060009i,0.025132-0.034483i,-0.0083303-0.0063406i,0.0040821-0.0053671i,-0.0041897-0.0075041i,-0.0021133-0.032925i,-0.018414+0.029834i,0.0081123-0.012233i,-0.0091913-0.0038687i,-0.0041523-0.001731i,0.0010087-0.012735i,-0.011036+0.0041019i,0.0026893+0.010115i,-0.0053969+0.026705i,0.0046703+0.0023829i,-0.0053162-0.0020341i,-0.0021115-0.0018109i,-0.012162-0.0072365i,-0.00062235-0.0040343i,-0.03571+0.0015708i,0.00040403-0.010439i,-0.0084947-2.6139e-05i,-0.0065609-0.0021787i,0.0052629+0.00086801i,-0.0083343-0.0004784i,0.0013885-0.0007424i,0.0038083+0.0071234i,0.0040767+0.00046714i,-0.0085408-0.012901i,0.0027501+0.0093459i,-0.015185+0.0046441i,0.0070262+0.00057754i,-0.022348+0.00030936i,-0.017283+0.0056844i,-0.007295-0.064155i,0.0078026-0.013373i,-0.049682-0.022853i,-0.02169+0.0011145i,0.017422+0.011357i,-0.022724+0.014714i,-0.019263-0.0051909i
0.023823-0.026044i,0.010486-0.015162i,0.010902-0.019745i,0.0024934-0.010973i,0.00071533-0.018895i,-0.005306-0.0042268i,0.012313-0.016615i,-0.007248-0.013555i,-0.010425-0.0091242i,0.0042306-0.000682i,-0.0003138-0.00060689i,-0.0012567+0.0010301i,0.0023429-0.00044954i,0.00017328-0.00082728i,-0.00034869-0.0011479i,0.0021873-0.0036696i,-0.0052154+0.0023409i,-0.0006075-0.0008159i,-0.00010062-0.00030823i,8.436e-05+0.0017211i,-0.00038044+0.0021295i,-0.00086103+0.00078934i,0.0011701+0.00047302i,-0.0022182+0.0038378i,0.00040167-0.0029095i,-0.00082403+6.2602e-05i,-0.00029398+0.00058255i,0.00086979-0.00071069i,0.0012487+0.00010255i,-9.4751e-05-0.00077626i,0.0015865-0.0020356i,0.003543-0.00030245i,0.0015168+0.00023632i,0.00034626-0.00082237i,0.0025063-0.00020254i,0.0074084-0.002023i,-0.00021324+0.0003206i,-1.8383e-05+0.00032834i,0.00047594-0.0014693i,0.00092062-0.0014634i,0.0011145+0.002344i,0.001489+0.0016468i,0.0011122-0.0015661i,0.0029789+0.0014491i,8.538e-05-0.025446i,0.0064068+0.0014953i,0.020201+0.0044687i,0.0052892+0.006695i,-0.0088023-0.022i,0.0079495+0.0073198i,0.012457+0.016143i,0.0019523+0.016577i,0.019462+0.0057279i,0.0031974+0.0062376i,0.00025978-0.0083863i,0.001709-0.0029834i,0.001308-0.0050894i,0.0084764+0.00013802i,0.0011288+0.0039819i,-0.0073603+0.011845i,-0.0046054-0.0063268i,0.0041019+0.0098228i,-0.0030206-0.0014143i,-0.00019489+0.0018936i,1.5561e-05+0.0016344i,-0.0025794-0.0028131i,0.0051708-0.0030477i,-0.0044443-0.001318i,0.0048723-0.00083011i,-0.0063579+0.0023943i,-0.0017916+0.0002342i,0.0011347-0.00094026i,-0.0051824-0.001293i,-0.0036249-0.00085152i,-0.013465-0.009554i,0.0033331-0.0032902i,-0.0030217-0.00085395i,-0.0011686+0.0018224i,-0.003331+0.0029148i,0.0089576+0.0018353i,-0.0038208+4.325e-05i,-0.0015338-0.004843i,-0.0033897-0.00024514i,-0.0021463-0.0012789i,0.0028866-0.0040839i,0.0030116+0.00059931i,0.0019329-0.0013418i,-0.00099722+0.0061053i,0.00169+0.0030181i,0.025226-0.0033265i,-0.02467-0.0020547i,-0.031761+0.020233i,-0.0059638+0.011413i,0.0017058+0.0029015i,0.0062924-0.004431i,-0.013553-0.0016608i
0.018815-0.028521i,0.0076139-0.017485i,0.0070249-0.021056i,0.00036101-0.010485i,-0.0033244-0.018944i,-0.0054247-0.0033557i,0.0077309-0.019798i,-0.0092108-0.011572i,-0.011674-0.007166i,0.0039999-0.0019051i,-0.00049227-0.00091679i,-0.00049377+0.0014961i,0.0018434-0.00079495i,0.00025211-0.00045379i,-0.00046356-0.0010701i,0.0016019-0.0037746i,-0.0040416+0.0038632i,-0.00093519-0.00060603i,-0.00041056-0.00029596i,0.00050181+0.0015416i,0.00039331+0.0022154i,-0.00053112+0.00095779i,0.0012924+3.9336e-05i,0.00026924+0.0037144i,-0.00050251-0.0026646i,-0.00062944+0.00038548i,7.4645e-05+0.0012137i,0.0005063-0.00078928i,0.0012175-0.00017108i,-0.00019765-0.00054551i,0.0007278-0.0026524i,0.0034781-0.0015809i,0.0016374-0.00031i,-1.1789e-05-0.00080006i,0.0028496-0.0011906i,0.006577-0.0037863i,-0.00013007+0.00050235i,6.775e-05+0.00024672i,0.00031561-0.0012263i,0.00042802-0.0022i,0.0018493+0.0018023i,0.0019935+0.00087602i,0.00058667-0.0013765i,0.0038614+0.00085i,-0.0038433-0.024062i,0.0067471+0.0017763i,0.020943+0.0016666i,0.0075772+0.0030692i,-0.013742-0.017524i,0.011905+0.0038927i,0.015858+0.011792i,0.0051488+0.012004i,0.018004-0.0019153i,0.0061322+0.0019846i,-0.0025273-0.0081102i,-0.0011781-0.0034739i,-0.00090499-0.0062234i,0.0062254-0.0026012i,0.0019916+0.0033155i,-0.0016765+0.01405i,-0.0057484-0.0029262i,0.0055303+0.0076563i,-0.0033008-1.3513e-05i,0.0009044+0.002798i,0.0011964+0.0015809i,-0.0042302-0.0017322i,0.0051337-0.0062008i,-0.005049-0.00016964i,0.0048109-0.0029461i,-0.0044751+0.0052325i,-0.0013552-0.0003181i,0.00024843-0.0016308i,-0.0043393+0.0016688i,-0.0031438+0.00012909i,-0.014581-0.0032726i,0.0012576-0.0038492i,-0.0027283+0.00011986i,-0.0014561+0.0012332i,-0.0019479+0.0037076i,0.010222-0.0016413i,-0.0033788+0.0018299i,-0.0031108-0.0041207i,-0.0027408+0.00035939i,-0.0024775+4.2765e-06i,0.00015306-0.0039325i,0.0032208-0.00085553i,0.0020036-0.0014861i,0.00055838+0.005511i,0.00097718+0.0025443i,0.022498-0.0099574i,-0.023634+0.0031727i,-0.028592+0.027269i,-0.0044763+0.0090281i,0.0035947+0.0049973i,0.0043446-0.0041098i,-0.014876+0.0011749i
0.01425-0.030088i,0.0039465-0.019418i,0.0029785-0.02167i,-0.0012103-0.0096247i,-0.0073138-0.018127i,-0.0053875-0.0028877i,0.0029475-0.021579i,-0.010614-0.0096279i,-0.012678-0.0050107i,0.0031668-0.0029529i,-0.0010822-0.0010045i,0.00040395+0.0016659i,0.001348-0.00079972i,0.00072564-0.00026907i,-0.00068132-0.0010199i,0.00091002-0.0039142i,-0.002302+0.0047179i,-0.0012851-0.00025514i,-0.00069438-5.144e-05i,0.0008109+0.0011674i,0.0012659+0.0016215i,-0.00038331+0.00096427i,0.0012069-0.00045328i,0.0021617+0.0025329i,-0.00092052-0.0022171i,-0.00027271+0.00057022i,0.0009192+0.001201i,0.00016886-0.00075593i,0.0011228-0.00043803i,-0.00030803-0.00046768i,-0.00027099-0.0028798i,0.0027886-0.0029173i,0.0014178-0.0010022i,-0.00029078-0.00060864i,0.0026549-0.0025835i,0.0053978-0.0053972i,0.00019042+0.00064683i,8.6063e-05+0.00024284i,0.0001547-0.0013633i,-0.00043363-0.0025355i,0.0023786+0.00097651i,0.0020633+5.7881e-05i,0.00033895-0.0012017i,0.0043318-0.00040817i,-0.0070264-0.022523i,0.008776+0.001675i,0.021834-0.0014862i,0.0081302-0.00055392i,-0.015909-0.012438i,0.01494-0.00075827i,0.017694+0.0070792i,0.0074324+0.0080123i,0.014516-0.0067163i,0.0070515-0.0011479i,-0.0051381-0.0063624i,-0.0038525-0.002131i,-0.0044196-0.0063843i,0.0032101-0.0037346i,0.0020914+0.0024988i,0.0032898+0.013257i,-0.0051785-0.00029507i,0.0058038+0.0051514i,-0.0030626+0.0020034i,0.0022021+0.0028873i,0.0018077+0.0009306i,-0.0050557+0.00033783i,0.0032576-0.0080705i,-0.0047066+0.0011887i,0.0041087-0.0045999i,-0.00054479+0.0061726i,-0.0017677-0.0008746i,-0.00060839-0.0013848i,-0.0026922+0.0031379i,-0.0022014+0.00083815i,-0.013519+0.0021103i,0.00019567-0.0039751i,-0.0020921+0.00075672i,-0.001422+0.0017549i,-0.00014505+0.0035673i,0.0097442-0.005787i,-0.0021019+0.0030795i,-0.0043241-0.0027369i,-0.0023607+0.0005243i,-0.0019976+0.00080169i,-0.0003772-0.0024955i,0.0024766-0.0018973i,0.0022195-0.0018423i,0.00058667+0.0039542i,0.00082565+0.0027327i,0.019744-0.014514i,-0.020687+0.007072i,-0.022498+0.033118i,-0.0045277+0.0071656i,0.0064073+0.0049236i,0.0027278-0.0028436i,-0.014323+0.004053i
0.0098225-0.031516i,-0.00019007-0.020113i,-0.00084087-0.021778i,-0.0020794-0.0091081i,-0.011003-0.016102i,-0.0055794-0.0026599i,-0.0022561-0.021902i,-0.011486-0.0075761i,-0.012861-0.0025399i,0.0020629-0.0035973i,-0.0018046-0.00042924i,0.0012089+0.0010788i,0.0012223-0.0006048i,0.001013-0.0007929i,-0.00092867-0.00078361i,9.3401e-05-0.0037441i,-0.00078703+0.0046618i,-0.0014176+0.00042842i,-0.00071698+0.00049432i,0.00091824+0.00066533i,0.0014704+0.00075837i,-0.00040292+0.0010716i,0.00086074-0.00083416i,0.0031549+0.00020036i,-0.0012135-0.0019269i,-1.4717e-05+0.00054917i,0.0013059+0.00072397i,-4.2331e-05-0.00064638i,0.0010185-0.00075009i,-0.00059238-0.00024794i,-0.0013598-0.0028147i,0.0014881-0.0036623i,0.00099944-0.001516i,-0.00037733-0.00051344i,0.0014601-0.0040552i,0.0038714-0.0067713i,0.00064017+0.00044977i,0.00019179+0.00030877i,-0.00022847-0.0013145i,-0.0013819-0.0026228i,0.0024863+5.5215e-05i,0.0019101-0.00046869i,-1.576e-05-0.0010706i,0.0040142-0.0013753i,-0.0097535-0.020868i,0.011431-0.00068837i,0.022433-0.0051042i,0.0081087-0.0034824i,-0.015398-0.0073527i,0.01596-0.0072677i,0.018399+0.0025275i,0.0086923+0.0031977i,0.011449-0.0096846i,0.0082228-0.0041996i,-0.0062664-0.0037319i,-0.0054445+0.00042774i,-0.0082181-0.0050467i,0.00078234-0.0035926i,0.0019836+0.0022748i,0.0069021+0.0115i,-0.0039794+0.001476i,0.005021+0.002604i,-0.00087586+0.0037535i,0.0035976+0.0023998i,0.0025203+0.00041302i,-0.0047032+0.0026046i,0.00080777-0.0094298i,-0.0040703+0.0021122i,0.002633-0.006328i,0.0021928+0.0043228i,-0.0026986-0.00079704i,-0.00090785-0.0010355i,-0.00095545+0.0040858i,-0.0014766+0.001052i,-0.010527+0.0065528i,-0.0011714-0.0043489i,-0.0012635+0.00088866i,-0.00097747+0.001667i,0.00098862+0.0025772i,0.0073782-0.0097437i,2.3175e-05+0.0035827i,-0.0044226-0.00090062i,-0.0023901+0.00081789i,-0.0017798+0.0013202i,-0.00041429-0.0019779i,0.0016672-0.0020963i,0.002505-0.0024566i,0.00015352+0.0038333i,0.0010641+0.0029981i,0.016049-0.018864i,-0.01805+0.0075779i,-0.014437+0.036031i,-0.0047699+0.0069905i,0.0081007+0.0036856i,0.0025161-0.001379i,-0.012838+0.0060045i
0.004918-0.03243i,-0.0042408-0.019534i,-0.0048392-0.021166i,-0.0032511-0.009109i,-0.013483-0.013565i,-0.0059897-0.0024453i,-0.0068088-0.020479i,-0.011949-0.0057472i,-0.012212-0.00032748i,0.00074679-0.0035758i,-0.0019134+0.00059192i,0.0014554+0.00035931i,0.001358-0.00060544i,0.00049182-0.0010216i,-0.0010131-0.00041154i,-0.00072507-0.003285i,0.00041354+0.0045677i,-0.00096552+0.0011178i,-0.00041943+0.00078419i,0.000671+0.00027173i,0.0012763+4.6647e-05i,-6.2738e-05+0.0010973i,0.00052128-0.0010039i,0.0023574-0.0019092i,-0.0017936-0.0017528i,0.00016913+0.00045306i,0.001511+0.00028369i,-7.7181e-05-0.00046592i,0.00068875-0.0010593i,-0.00063323+0.0002391i,-0.0024847-0.0021693i,0.00022614-0.003881i,0.00021803-0.0017986i,-0.00052075-0.00031286i,-0.00072666-0.0044054i,0.0020479-0.0077085i,0.0006993+3.3073e-05i,0.00034998+0.00015559i,-0.00045309-0.0010515i,-0.002479-0.0021882i,0.0022433-0.00085149i,0.0016583-0.0010068i,-0.00028343-0.00085788i,0.0037123-0.0020192i,-0.011897-0.019357i,0.012671-0.0047469i,0.022454-0.0093319i,0.0078841-0.007204i,-0.012553-0.003176i,0.014212-0.014249i,0.018234-0.0015677i,0.0079115-0.0012756i,0.007881-0.011223i,0.0087092-0.0079152i,-0.0064192-0.0022633i,-0.0055142+0.0036435i,-0.011813-0.0014048i,-0.00096806-0.0028283i,0.0021037+0.0022784i,0.0099461+0.0088493i,-0.002578+0.0024128i,0.0031147+0.001533i,0.0019169+0.0028161i,0.0051294+0.001148i,0.0029445-0.00073287i,-0.0031648+0.0048657i,-0.0025825-0.010425i,-0.0037219+0.0033515i,0.00048439-0.0074482i,0.0025264+0.0026194i,-0.003488+0.00012538i,-0.0011506-0.00081262i,0.0020173+0.0040765i,-0.0010927+0.00064064i,-0.0059945+0.009019i,-0.0035033-0.0040243i,-0.00073941+0.00054139i,-0.00053568+0.0015333i,0.0012642+0.0014195i,0.0036016-0.012747i,0.0020966+0.0025828i,-0.0036326+0.00020015i,-0.0021936+0.0011828i,-0.0012064+0.0024451i,-0.00090318-0.0013363i,0.00091568-0.0022601i,0.002102-0.0034474i,-6.7486e-05+0.0040592i,0.0014965+0.0030464i,0.011182-0.021843i,-0.019223+0.0078489i,-0.0072329+0.03508i,-0.0040654+0.0065683i,0.0091094+0.0020324i,0.0031496-0.00070575i,-0.011025+0.007232i
0.00028971-0.032376i,-0.007615-0.018137i,-0.0083998-0.019663i,-0.0046575-0.0086858i,-0.015724-0.01119i,-0.0065017-0.0021343i,-0.0099401-0.018569i,-0.012348-0.0042278i,-0.011018+0.0012291i,-7.1906e-05-0.0029643i,-0.0013274+0.0014147i,0.0013631-0.00014383i,0.0013881-0.00080547i,0.00034004-0.00070847i,-0.00093164-0.00018953i,-0.0013048-0.0025656i,0.0017915+0.0042819i,-0.00032716+0.0012429i,-3.1111e-05+0.00096013i,0.00043516+0.0003109i,0.00089127-0.00042844i,0.00015453+0.00090892i,0.00011489-0.0011707i,0.00091305-0.0031487i,-0.0025561-0.0010844i,0.00020551+0.00044119i,0.0017077-0.00023399i,-0.00016225-0.00042945i,0.00026335-0.0011352i,-0.00040216+0.00058203i,-0.0032099-0.0010523i,-0.0012265-0.0037043i,-0.00050236-0.0015371i,-0.00043258-0.00012349i,-0.0021811-0.0035168i,-4.2866e-05-0.0081535i,0.00061562-3.425e-05i,0.00034498+2.3497e-05i,-0.00049266-0.00089908i,-0.0034186-0.0012034i,0.0016794-0.0015064i,0.0012677-0.0014202i,-0.00044584-0.00041904i,0.003167-0.0029036i,-0.014195-0.01814i,0.01205-0.0092116i,0.021386-0.013858i,0.0054519-0.011157i,-0.0079117-0.0027032i,0.0090905-0.019809i,0.017784-0.005125i,0.0065724-0.0041169i,0.0052222-0.010307i,0.0075754-0.011942i,-0.0067769-0.00073522i,-0.0035921+0.0064215i,-0.013393+0.0039056i,-0.002381-0.0018807i,0.0024672+0.0023396i,0.011173+0.0049724i,-0.0010301+0.0024038i,0.0016544+0.0015468i,0.0022887+0.00094012i,0.0055327-0.001243i,0.0026378-0.0024523i,-4.5917e-05+0.0059964i,-0.007093-0.0084531i,-0.0023126+0.005323i,-0.0027831-0.0074426i,0.0033716+0.0018226i,-0.0038102+0.0015287i,-0.001207-0.00050142i,0.0047879+0.00097215i,-0.00088518+0.00016723i,-0.00081336+0.0084739i,-0.0054563-0.0019356i,-0.00062084+8.4799e-06i,-0.00071644+0.001186i,0.0012167+0.00052462i,-0.0015585-0.014003i,0.0032191+0.00041566i,-0.0031812+0.00056163i,-0.0019747+0.0015462i,0.00056758+0.002782i,-0.00066664-0.0002313i,5.8169e-05-0.0018733i,0.0010873-0.0043203i,-0.00013306+0.0043061i,0.0015466+0.0029609i,0.0061714-0.022621i,-0.020451+0.011126i,-0.0019445+0.033185i,-0.003735+0.0053912i,0.0097263-4.141e-05i,0.0037177-0.00098292i,-0.0092463+0.0072318i
-0.004186-0.031995i,-0.010256-0.016277i,-0.011367-0.017803i,-0.0057804-0.0079842i,-0.0176-0.0080156i,-0.0071607-0.0016354i,-0.012536-0.016955i,-0.012763-0.0025451i,-0.0098099+0.0018687i,-0.00034817-0.0023987i,-0.00051127+0.00195i,0.0011515-0.00042128i,0.0013806-0.0010061i,0.00053655-0.00062808i,-0.00087815-1.5113e-05i,-0.0015436-0.001747i,0.0030172+0.003448i,9.6313e-05+0.0011449i,0.0004601+0.00095145i,0.00044825+0.00046801i,0.00035756-0.00070533i,0.00012727+0.00091072i,-0.00034996-0.00099935i,-0.00045238-0.0033717i,-0.0027239-5.7712e-05i,0.00038622+0.00044111i,0.0014643-0.00088002i,-0.00018088-0.00032257i,-8.7468e-05-0.0010455i,-8.2384e-05+0.000768i,-0.0033904+0.00016758i,-0.002447-0.0027954i,-0.00087573-0.0010738i,-0.00033027-4.0932e-05i,-0.003128-0.0025978i,-0.0021921-0.0077676i,0.00074451-0.00018193i,0.00033762-1.565e-05i,-0.00076787-0.0007589i,-0.0039026+0.00019011i,0.0010643-0.0019637i,0.00074817-0.0016955i,-0.00036816+1.4603e-05i,0.0023198-0.0034057i,-0.016933-0.016372i,0.0095395-0.012973i,0.019069-0.017973i,0.0016369-0.013376i,-0.0054815-0.0053854i,0.0030792-0.022462i,0.017469-0.0089696i,0.0057174-0.0067746i,0.0050889-0.0095266i,0.0059207-0.015093i,-0.0072227+0.00059089i,-0.00064336+0.0075125i,-0.012057+0.010224i,-0.0033874-0.00062013i,0.0029685+0.0021544i,0.011012+0.0021114i,-0.00021487+0.0017771i,0.00032919+0.0023495i,0.0020394+0.00026933i,0.0042772-0.0034919i,0.0010636-0.003584i,0.002861+0.0049271i,-0.0091899-0.0040578i,0.00085064+0.0057651i,-0.0053696-0.0056108i,0.0038292+0.00013669i,-0.0034152+0.0033097i,-0.001251-0.00036178i,0.0042592-0.0028402i,-0.001231+3.5702e-05i,0.0020319+0.0054272i,-0.005525+0.00045759i,-0.0010041-0.00053053i,-0.00099756+0.001475i,0.0008396-0.00031281i,-0.0072943-0.012361i,0.0024533-0.001816i,-0.0030523+0.00098888i,-0.0016226+0.0023046i,0.002098+0.0019869i,8.3585e-05-0.00045538i,-0.00015965-0.00090173i,-0.00011145-0.0046217i,-0.00036414+0.0051791i,0.0020638+0.0028573i,0.0030101-0.022594i,-0.019976+0.015149i,0.0020511+0.030863i,-0.0042904+0.0037761i,0.0090169-0.0029205i,0.0035996-0.0010357i,-0.0084876+0.0064775i
-0.0089292-0.031107i,-0.012214-0.014263i,-0.01406-0.015526i,-0.0067396-0.0074542i,-0.018586-0.0046042i,-0.0078866-0.00083202i,-0.01522-0.015099i,-0.012734-0.0007252i,-0.0090041+0.0019985i,-0.00040336-0.0020709i,0.00045379+0.0021463i,0.00097182-0.00063832i,0.0013679-0.0012325i,0.00062686-0.00076358i,-0.00076897+0.000156i,-0.0013668-0.0010811i,0.0037678+0.0023892i,0.00050648+0.0010004i,0.00090382+0.00067299i,0.00067407+0.00047557i,-0.00041063-0.00048504i,0.00042703+0.00094126i,-0.00059564-0.00068301i,-0.0015431-0.0030944i,-0.0024939+0.0008525i,0.00052067+0.00026351i,0.00075014-0.0012118i,-0.00019475-0.00029951i,-0.00038372-0.00084336i,0.0001953+0.00074612i,-0.0032233+0.0013755i,-0.0030029-0.0014952i,-0.00088141-0.00065293i,-0.00027196-4.1355e-05i,-0.0039088-0.0013307i,-0.0039023-0.0064629i,0.00061222-0.00052305i,0.00033155-2.8934e-05i,-0.00088328-0.0002349i,-0.0038002+0.0016155i,0.00021415-0.0020858i,6.942e-05-0.0019225i,-8.1506e-05+0.00030788i,0.0014295-0.0032718i,-0.01927-0.013733i,0.0058609-0.01514i,0.015872-0.021199i,-0.0023135-0.01382i,-0.0057789-0.0075584i,-0.0033754-0.023305i,0.016527-0.013414i,0.0040857-0.009726i,0.0054879-0.010302i,0.0034625-0.0185i,-0.0079622+0.0023291i,0.0020973+0.0069871i,-0.0074768+0.014889i,-0.0037864+0.0006527i,0.0033001+0.001782i,0.010745-0.00029909i,7.5663e-05+0.0014335i,0.00034075+0.0040106i,0.0024329-0.00044845i,0.0023382-0.0042126i,-0.00042445-0.0036257i,0.0045643+0.0029693i,-0.0090005-3.3799e-05i,0.0034345+0.0042622i,-0.0069903-0.0032812i,0.0028787-0.0014658i,-0.0017452+0.0047476i,-0.001633-0.00020721i,0.0016665-0.0053301i,-0.0015988+0.00042953i,0.0025595+0.0023996i,-0.0048839+0.0024352i,-0.0017879-0.00053265i,-0.00085653+0.0016344i,-0.00012276-0.00059461i,-0.011064-0.0085183i,0.00082014-0.0028969i,-0.0026491+0.0012988i,-0.00064567+0.0027343i,0.0028141+0.00054052i,-0.00025116-0.00060481i,0.00055732-0.00041177i,-0.0010914-0.0043425i,0.0011054+0.0066691i,0.0020848+0.0026402i,-0.00082236-0.02273i,-0.018556+0.019327i,0.0055368+0.028495i,-0.0061415+0.0029975i,0.0062088-0.0046128i,0.0038858-0.0013368i,-0.0089075+0.0061778i
-0.013535-0.02907i,-0.013825-0.012555i,-0.016135-0.012627i,-0.0078567-0.006866i,-0.019004-0.0013856i,-0.0083851+0.0004106i,-0.017425-0.01277i,-0.012341+0.00089363i,-0.0088248+0.0020264i,-0.00043497-0.0018528i,0.0015066+0.0017825i,0.00093311-0.00060677i,0.0012169-0.0014333i,0.00065778-0.0008665i,-0.00069285+0.00024064i,-0.0010206-0.00095936i,0.0044719+0.001249i,0.00077604+0.00070851i,0.0010843+0.00013597i,0.00093123+0.00045584i,-0.00062321+2.9406e-05i,0.00092068+0.00063553i,-0.00062563-0.00040208i,-0.0022869-0.0027528i,-0.0020762+0.0015076i,0.00061383+7.3256e-05i,0.00028286-0.00099415i,-0.0003078-7.1315e-05i,-0.00061283-0.00058428i,0.00055909+0.00071284i,-0.0025588+0.0026004i,-0.0030695-0.00042361i,-0.0010144-0.00036181i,-0.00030178+0.00010335i,-0.0040454+0.00025148i,-0.0048543-0.0048321i,0.00031431-0.00062573i,0.00032425-6.6769e-05i,-0.00050017+9.8882e-06i,-0.0031184+0.0029784i,-0.00039843-0.0018367i,-0.00044835-0.0017771i,0.00037828+0.00033128i,0.0010807-0.0031156i,-0.020775-0.010824i,0.0027625-0.015012i,0.012418-0.023447i,-0.0059815-0.013078i,-0.0073822-0.0085351i,-0.0099321-0.021301i,0.014223-0.018034i,0.0021906-0.012001i,0.0055206-0.011483i,-0.00086694-0.020789i,-0.0082537+0.0049581i,0.0040102+0.0054525i,-0.0017301+0.016834i,-0.0039673+0.0020696i,0.003621+0.0016245i,0.0097126-0.0026923i,0.00024218+0.0010266i,0.001709+0.0055013i,0.002053-0.0015001i,0.0011244-0.0038298i,-0.0019127-0.0030562i,0.0051751+0.00092434i,-0.006967+0.0029536i,0.0049016+0.0019808i,-0.0073514-0.00016154i,0.0015843-0.0018198i,0.0005629+0.0048593i,-0.0016821+0.0004184i,-0.0013129-0.0060364i,-0.0015165+0.00047479i,0.0013588+0.00064585i,-0.0036622+0.0038958i,-0.0024664+0.00029243i,-0.00094192+0.0019081i,-0.000535-0.00031144i,-0.012619-0.0041205i,-0.00094706-0.003091i,-0.0024525+0.0015174i,0.00030982+0.002564i,0.0028736-0.0010076i,-1.8693e-05-0.00043683i,0.0012531-0.00071557i,-0.0022349-0.0044964i,0.0030514+0.0065962i,0.0022653+0.0027648i,-0.0037798-0.021802i,-0.01543+0.024669i,0.0086176+0.025937i,-0.0082729+0.0037129i,0.0031935-0.0037472i,0.0035423-0.0021402i,-0.0094081+0.0064458i
-0.01725-0.026436i,-0.015833-0.011081i,-0.017404-0.01008i,-0.0088522-0.0058838i,-0.018902+0.0023024i,-0.0083858+0.0018089i,-0.019333-0.010112i,-0.011869+0.0022197i,-0.0091897+0.0023952i,-0.0003096-0.0019963i,0.0021623+0.00093648i,0.0010061-0.00089613i,0.0011195-0.0015808i,0.0008458-0.0013528i,-0.000626+0.00033381i,-0.00093872-0.0010397i,0.0047654-0.00040886i,0.00076671+0.00040225i,0.00098298-0.00034809i,0.0013574+0.00022589i,-0.00057095+0.00042671i,0.0009443+0.00018643i,-0.00067549-0.00022863i,-0.0028098-0.002474i,-0.0014559+0.0020304i,0.00066011-0.00015958i,-1.1158e-05-0.00086182i,-0.00032597+0.00018682i,-0.00071796-0.00023795i,0.00095986+0.00043884i,-0.0013882+0.003424i,-0.0029881+0.00064338i,-0.00086078-9.8232e-05i,-0.00014883+0.0001656i,-0.0034327+0.0014918i,-0.0052341-0.0032837i,0.00024258-0.00056782i,0.00046877-1.5595e-05i,-0.0003319-0.00013163i,-0.0018287+0.0037784i,-0.00078941-0.0015377i,-0.00090813-0.0016142i,0.00071888-2.2797e-06i,0.00089675-0.003269i,-0.021826-0.0078566i,0.0013387-0.014389i,0.0089604-0.02506i,-0.0090442-0.01073i,-0.0082743-0.0081029i,-0.014884-0.016413i,0.010566-0.022124i,0.00020749-0.01445i,0.0055636-0.013372i,-0.0055057-0.020817i,-0.0068367+0.0083613i,0.0050014+0.0035162i,0.0034661+0.016071i,-0.0035244+0.0035276i,0.0045417+0.0011966i,0.0082334-0.0047293i,0.0001586+0.00063439i,0.004361+0.0055047i,0.0011357-0.0015398i,0.00049772-0.0037504i,-0.0027425-0.0020329i,0.0051464-0.00096803i,-0.0050571+0.004285i,0.0052378-0.00071245i,-0.0064289+0.0026035i,0.0013445-0.0014803i,0.0022606+0.0038017i,-0.0013538+0.000754i,-0.0042935-0.0051707i,-0.0016546+0.00067118i,0.00044728+0.0008319i,-0.0018333+0.0046548i,-0.0023088+0.001358i,-0.000794+0.0028387i,-0.00050269-0.00016838i,-0.012902+4.2533e-05i,-0.0026177-0.0023386i,-0.0024137+0.0021186i,0.00088785+0.0022942i,0.0024254-0.0028742i,0.00012547-0.0010613i,0.0015574-0.0013794i,-0.0036758-0.003703i,0.004759+0.0055826i,0.0027541+0.0028042i,-0.0063636-0.020639i,-0.0088005+0.027817i,0.011438+0.022784i,-0.0096614+0.005385i,0.001715-0.0018381i,0.0026484-0.0021992i,-0.0098269+0.0073011i
