-0.023788-0.020126i,-0.032784-0.035375i,-0.02311-0.019877i,-0.03234-0.020517i,-0.024347+0.0037192i,-0.029105-0.018749i,-0.05508-0.049305i,-0.041761-0.044662i,-0.030598-0.024501i,0.0052434+0.0055206i,-0.0034403+0.0062637i,-0.010695+0.011509i,0.004186+0.0069171i,-0.0037107-0.0028559i,0.0029696+0.0019543i,0.00075705+0.029278i,0.024738+0.031637i,-0.00023606+0.00025672i,-0.003061-0.0027517i,0.0075181+0.0038981i,0.0017288+0.00057069i,-0.00027905+0.0026748i,-0.00067192+0.00031413i,-0.032102-0.0023557i,-0.0034731-0.004959i,5.6394e-05+0.00238i,0.0035278-0.0010624i,0.00080184-0.00043373i,-0.00066148-0.00033563i,-0.0012074-0.0019994i,-0.0024507-0.00049887i,-0.0039445-0.0041038i,-0.0032733-0.0051069i,0.00036537-0.0014564i,0.00023168-0.0032789i,-0.0020235+0.025807i,0.001648-0.0031401i,0.0021418-0.0039378i,0.0042354-0.0026406i,-0.0060339-0.0019246i,0.00064644+0.0013636i,0.0099632-0.0005409i,-0.0019805-0.00018461i,-0.0032163+0.00081788i,-0.0085982-0.0040778i,-0.017924+0.021089i,-0.0091797-0.087846i,-0.002928-0.062087i,-0.021271-0.054766i,-0.011772-0.045851i,0.052325-0.027794i,0.02335-0.067413i,0.040733-0.055107i,0.018517-0.040074i,0.026366-0.020138i,0.012384+0.01211i,0.02486-0.028431i,-0.01116-0.00068902i,-0.001301-8.5166e-05i,-0.0084358-0.0010454i,-0.0055539-0.029504i,-0.020792+0.026669i,0.0073609-0.0093861i,-0.010643-0.0030594i,-0.0026103-0.0017652i,-0.00063382-0.014733i,-0.0081223+0.005433i,0.0060135+0.010147i,-0.010387+0.029684i,0.0064304+0.0073135i,-0.0036646-0.0016735i,-0.0023282-0.0015002i,-0.012776-0.0058692i,0.00045682-0.0045103i,-0.033472+0.0032596i,0.0030624-0.0088122i,-0.007356-0.0020379i,-0.0050279-0.0031573i,0.007197+0.0019339i,-0.01024+0.00040766i,0.0022617-0.00056323i,0.0058226+0.0078526i,0.0056475+0.0013438i,-0.0074384-0.009818i,0.0028602+0.0078058i,-0.019822+0.007692i,0.0029177+0.005639i,-0.021115-0.0088722i,-0.027427-0.0050397i,0.0083764-0.062135i,0.018835-0.015091i,-0.05049-0.028378i,-0.022088+0.0010019i,0.019268+0.010554i,-0.026767+0.011848i,-0.012368-0.0077466i
0.0023383-0.0070779i,0.0078774-0.033021i,-0.015714-0.016804i,-0.010858-0.015526i,-0.011386-0.016621i,-0.010794-0.0129i,0.015734-0.014194i,0.01405-0.016612i,-0.0057434-0.0072708i,0.0034833+0.00039303i,6.0403e-05+0.00049415i,-0.00090297+0.00073543i,0.0011486-0.00065269i,0.00078729-0.00066124i,-0.0013344-0.0016586i,0.0030329-0.005449i,-0.0025703+0.0010366i,-0.00055879+0.00027571i,0.00016446-0.00044804i,0.00010654+0.0012609i,-0.00015127+0.0012161i,-0.00043468-9.1136e-05i,0.0012464+0.00065465i,-0.0030411+0.0027223i,1.8118e-06+0.00049437i,3.7162e-05+0.00018268i,-0.00086306+0.00034833i,-8.5044e-06+0.00021853i,0.00015091+1.1253e-05i,0.00039154-0.00027228i,0.00039877-9.8014e-05i,0.0010297+0.0004457i,0.00016924-7.754e-05i,-5.718e-05-0.0005903i,0.00040219+0.0005772i,0.0064851-0.00040648i,0.00032947-0.00014348i,0.0009301+0.00017092i,0.00016112-0.0006439i,0.00072513-0.001165i,0.00062503+0.0011038i,0.00010055-0.00012906i,-0.00043499-0.0011159i,-0.0008552+0.0010433i,-0.0069654-0.0082292i,0.0019478+0.022272i,0.030635-0.00061622i,0.031342-0.0042449i,0.0092068-0.016878i,0.030582+0.006883i,0.023374+0.029095i,0.028009+0.019291i,0.019464+0.033259i,-0.023648+0.015254i,-0.00023396-0.0089298i,0.0022761-0.0050894i,0.006137-0.0062789i,0.0095553+0.0017203i,0.003199+0.00546i,-0.0056586+0.006644i,-0.0018185-0.0050123i,0.0038606+0.009209i,-0.0029955-0.0015885i,0.0005257+0.0030413i,5.1262e-07+0.00047827i,0.0017501-0.0033921i,0.0064075-0.0016222i,-0.0027974-0.00061982i,0.0046916-0.001032i,-0.006625-0.00055208i,-0.0017177-0.00083479i,6.4237e-05+6.2096e-05i,-0.0047214-0.0021684i,-0.0029889-0.0018797i,-0.0113-0.010199i,0.002346-0.001886i,-0.0044281+3.8563e-05i,-0.0015587+0.0016248i,-0.0049884+0.0025525i,0.0051056+0.0012895i,-0.0080657-0.0015649i,-0.0021447-0.0064708i,-0.0024756-0.0016262i,-0.0058611-0.00039471i,0.0059818-0.0036513i,0.0045779+0.0015769i,0.0026915-0.0025171i,0.0011168+0.0054441i,0.0032526+0.0014829i,0.011949+0.0066231i,-0.025451+0.0022298i,-0.031644+0.015762i,-0.013812+0.022952i,0.0027318+0.0018381i,0.0067305-0.0065856i,-0.014683+0.008671i
0.00093421-0.0073478i,0.0021157-0.033888i,-0.018475-0.013729i,-0.013402-0.012651i,-0.014566-0.014509i,-0.012165-0.011034i,0.011762-0.017663i,0.010994-0.018107i,-0.0072351-0.0065381i,0.0035278-0.00086993i,0.00038517+0.00021129i,-0.00023467+0.0011291i,0.00071349-0.00087847i,0.00082634-0.00065286i,-0.0014054-0.0012604i,0.0018741-0.0056261i,-0.0017563+0.0017226i,-0.0006171+0.00024137i,-0.00013679-0.00051349i,0.00046107+0.0011163i,0.00028049+0.0013872i,-0.00037488+0.00010838i,0.0013477+0.00017241i,-0.0011334+0.0032222i,0.00024965+0.00058068i,0.00018779+0.00014741i,-0.00044081+0.00094685i,8.7369e-05+0.00033804i,0.00018101+6.3743e-05i,0.00042017-0.00018276i,0.00020821-0.00026417i,0.0013391+3.1739e-05i,0.00027829-0.00013892i,-0.00034963-0.00041886i,0.00086357+0.00045525i,0.0061206-0.0020814i,0.00013427-8.0709e-05i,0.00087654-0.00022434i,6.5893e-05-0.00041829i,0.00024681-0.0018969i,0.00087495+0.00072701i,2.7594e-05-0.00036579i,-0.00081926-0.00046472i,0.00028502+0.00108i,-0.0079273-0.006511i,0.0052987+0.022927i,0.030568-0.004858i,0.02994-0.010406i,0.0042815-0.014517i,0.033332+0.0012327i,0.028768+0.02363i,0.030792+0.011506i,0.022098+0.024344i,-0.017937+0.01498i,-0.002453-0.007832i,-0.001135-0.0051302i,0.0031746-0.0084477i,0.0079174-0.0011229i,0.0040978+0.003998i,-0.001916+0.0087707i,-0.0023899-0.0024415i,0.0051185+0.0074675i,-0.0036672-0.00053275i,0.0019441+0.0037183i,0.00083976+0.00043902i,-0.00041356-0.0033079i,0.0065673-0.0052481i,-0.0034078-6.8231e-05i,0.0044381-0.0032701i,-0.0062214+0.0026484i,-0.0017234-0.0013826i,-8.9653e-05-0.00054706i,-0.0043572+0.0006864i,-0.0030741-0.0010873i,-0.012796-0.0049481i,0.00082802-0.0022809i,-0.0038198+0.0011676i,-0.0015516+0.0012267i,-0.003547+0.0041049i,0.0062421-0.00068253i,-0.0077462+0.0015912i,-0.0041916-0.0054171i,-0.0023037-0.0012129i,-0.0053443+0.0016704i,0.0029741-0.004542i,0.005079-0.0001924i,0.0022383-0.0027671i,0.0025225+0.0043287i,0.0019674+0.0011908i,0.011145+0.00179i,-0.024249+0.0077976i,-0.030025+0.023392i,-0.0096478+0.022015i,0.004018+0.0045214i,0.0043422-0.0061789i,-0.014432+0.011003i
-8.6173e-06-0.0075997i,-0.0041038-0.033782i,-0.020319-0.010237i,-0.014854-0.009455i,-0.017449-0.011901i,-0.013312-0.0092496i,0.0074327-0.020011i,0.0082321-0.019345i,-0.0087575-0.0053161i,0.0030047-0.0019451i,0.00034444-0.00016227i,0.00048998+0.00128i,0.00021709-0.00083237i,0.00095369-0.00080616i,-0.0015522-0.00097686i,0.0008536-0.0056437i,-0.00076141+0.0019309i,-0.00084068+0.00032906i,-0.00039323-0.00030891i,0.00071069+0.00074055i,0.00093114+0.0011529i,-0.00040715+0.00013711i,0.0012639-0.00030797i,0.00063497+0.0028585i,0.00068323+0.00046706i,0.00032724+4.3822e-06i,0.00023765+0.0010264i,0.00017159+0.00036681i,0.00019333+5.5841e-05i,0.0004178-0.00032078i,1.4325e-05-0.00027228i,0.0013464-0.00058064i,0.00015147-0.00029865i,-0.00044087-9.7941e-05i,0.0012011-0.00024347i,0.0052871-0.0036514i,0.00024932+1.9862e-05i,0.00065955-0.00046504i,7.9166e-05-0.0004039i,-0.00057611-0.0021684i,0.0010651+0.00026675i,-0.00027898-0.00050053i,-0.00080538+7.1017e-05i,0.00084523+0.00038912i,-0.0083841-0.005144i,0.010695+0.022698i,0.030366-0.0096084i,0.027212-0.015806i,0.0014075-0.011183i,0.035066-0.0053917i,0.032132+0.017166i,0.032365+0.0042605i,0.021701+0.0174i,-0.014057+0.015054i,-0.0043534-0.0060893i,-0.0041484-0.0032965i,-0.0011766-0.0093036i,0.0055135-0.0025872i,0.0040667+0.0025755i,0.0014081+0.0087249i,-0.0016248-0.00084925i,0.0054468+0.0053896i,-0.0040052+0.001953i,0.0034278+0.0035017i,0.0011284-0.00016918i,-0.0017665-0.0021984i,0.0046826-0.0076281i,-0.0031983+0.00095202i,0.003459-0.0046577i,-0.0033255+0.004493i,-0.0024395-0.001619i,-0.00060041-0.00063802i,-0.0029765+0.0022545i,-0.0026541-0.00041001i,-0.012429-0.00034751i,0.00010321-0.0024264i,-0.0029246+0.0019368i,-0.001613+0.0016696i,-0.0013523+0.0043102i,0.0062242-0.0032293i,-0.0062429+0.004083i,-0.0057252-0.0036335i,-0.0024953-0.0010219i,-0.0041095+0.0028454i,0.0015476-0.0039665i,0.0046205-0.0018259i,0.0020415-0.0031342i,0.0020336+0.00199i,0.0012852+0.0014565i,0.010653-0.0011138i,-0.020821+0.012343i,-0.024672+0.030473i,-0.0068189+0.021014i,0.0071205+0.0048807i,0.0022882-0.0047534i,-0.012805+0.013495i
-0.0011046-0.0080455i,-0.010014-0.032154i,-0.021561-0.0069245i,-0.015365-0.0066072i,-0.019818-0.0082439i,-0.0143-0.0073715i,0.002498-0.021108i,0.005253-0.020436i,-0.0095388-0.0036492i,0.0021285-0.0026389i,-1.4572e-05-0.00010545i,0.0013375+0.00072641i,-1.3422e-05-0.00052315i,0.00087932-0.0012526i,-0.0016359-0.00049742i,-0.00024186-0.0054508i,-0.00019889+0.0016228i,-0.0010012+0.00083518i,-0.00036161+1.8485e-05i,0.00076522+0.00027224i,0.0012537+0.00059316i,-0.00059465+0.00029563i,0.00095389-0.0006717i,0.0019602+0.0014076i,0.0010852+1.5565e-05i,0.00023156-0.00019591i,0.00057433+0.00082613i,0.00038401+0.00035747i,0.00024005+3.6054e-05i,0.0002606-0.00041858i,-0.00010581-0.00022769i,0.0010798-0.00099412i,4.5456e-05-0.0003093i,-0.00033804+2.2768e-05i,0.00091447-0.0011233i,0.004144-0.0049508i,0.00048736-0.00016997i,0.0004635-0.00061647i,7.7721e-06-0.00039802i,-0.0014713-0.0020742i,0.0010172-0.00018104i,-0.00058569-0.00024881i,-0.00066554+0.00067864i,0.0008169-9.1589e-06i,-0.0085211-0.0042008i,0.01678+0.019064i,0.029361-0.014677i,0.0243-0.01989i,0.0015689-0.0069281i,0.03508-0.013508i,0.034166+0.010513i,0.032564-0.0035923i,0.020789+0.012608i,-0.0092896+0.01469i,-0.0052316-0.0037318i,-0.005897-0.0002814i,-0.0059838-0.0085371i,0.0036659-0.0029714i,0.0036983+0.0020107i,0.0039809+0.0077307i,-0.00074257-0.00031112i,0.0048744+0.0031981i,-0.0018925+0.0043294i,0.0051224+0.002486i,0.0015423-0.00053718i,-0.0023355-0.00089026i,0.00233-0.0093236i,-0.0026427+0.001615i,0.0019982-0.0059055i,-0.0010404+0.0036611i,-0.0035548-0.0011818i,-0.00080103-0.00053668i,-0.0014236+0.0034178i,-0.0022824-0.00029729i,-0.010369+0.0036987i,-0.00095497-0.002866i,-0.0017415+0.0021468i,-0.0013+0.0017345i,0.00031979+0.0035268i,0.0051616-0.0058501i,-0.0035238+0.0056767i,-0.0058744-0.0013868i,-0.0030731-0.00064936i,-0.0031071+0.0038851i,0.00048604-0.0036708i,0.0036539-0.002595i,0.0015776-0.0038096i,0.00071113+0.0017952i,0.0010116+0.0019443i,0.0095414-0.0041951i,-0.017344+0.013378i,-0.016684+0.03413i,-0.0036465+0.020996i,0.0088492+0.0039146i,0.0017992-0.0029624i,-0.010156+0.015028i
-0.0025766-0.0083964i,-0.015233-0.02931i,-0.02243-0.0033273i,-0.015573-0.0042474i,-0.020729-0.0042958i,-0.01514-0.0053831i,-0.002018-0.020562i,0.0022619-0.020969i,-0.0095218-0.0021694i,0.0010698-0.0027278i,-4.853e-06+0.00013147i,0.0015092-0.00011126i,-1.7093e-06-0.00032966i,0.00027169-0.0013613i,-0.0014025+3.0946e-05i,-0.0014482-0.0048718i,0.00013288+0.0015074i,-0.00063026+0.0013871i,-0.00031325+0.00011273i,0.00049628-8.8174e-05i,0.0013022-7.0412e-06i,-0.00054824+0.00052891i,0.00065758-0.00088204i,0.0018382-0.00019813i,0.00098312-0.00073796i,1.6881e-05-0.00027983i,0.00084676+0.00063041i,0.00054873+0.00018765i,0.00024465-5.5955e-05i,9.059e-05-0.0004154i,-0.00012106-6.4769e-05i,0.00073104-0.0013523i,-0.00014241-0.00030882i,-0.00031094+0.00016418i,-7.4578e-05-0.0013591i,0.0026687-0.0060337i,0.00040904-0.00044393i,0.00024302-0.0008086i,3.1188e-05-0.00033753i,-0.0024157-0.0015717i,0.00073264-0.00056677i,-0.00064241+0.00011501i,-0.00039954+0.0011116i,0.00085728-0.00025704i,-0.0082234-0.0036251i,0.020717+0.013104i,0.027403-0.019736i,0.021857-0.024675i,0.0048318-0.0040487i,0.032409-0.021956i,0.034912+0.0041478i,0.030324-0.011023i,0.019352+0.0096612i,-0.0046599+0.012492i,-0.0047785-0.0022299i,-0.0056464+0.0033542i,-0.010659-0.0050095i,0.0021794-0.0030156i,0.0034371+0.0015924i,0.0060044+0.0060885i,0.00012627-0.0005762i,0.0034003+0.0021137i,0.001241+0.0038085i,0.0064775+0.00035862i,0.0017548-0.0014174i,-0.0020152+0.00084645i,-0.0010278-0.010826i,-0.0024475+0.0025347i,9.174e-05-0.0068229i,-0.00088579+0.0032322i,-0.0043893+4.0051e-05i,-0.0010026-0.00042608i,0.0014+0.0036189i,-0.0023233-0.00066396i,-0.0068899+0.0062583i,-0.0027479-0.0026042i,-0.00082892+0.0018301i,-0.00098206+0.0018118i,0.0011263+0.0024009i,0.0029317-0.0081873i,-0.00079079+0.0054653i,-0.0049071+0.00016813i,-0.0031338+6.7309e-05i,-0.0013153+0.0049634i,-0.00063241-0.0027292i,0.0026799-0.0030523i,0.00046936-0.0041469i,-3.1249e-05+0.0021977i,0.001154+0.0022335i,0.0077873-0.0067031i,-0.017514+0.012945i,-0.0093013+0.033782i,0.00022535+0.019423i,0.010123+0.0022376i,0.0023497-0.0018643i,-0.0070936+0.015707i
-0.003907-0.0083817i,-0.01946-0.02571i,-0.022441+0.00040472i,-0.01556-0.0018249i,-0.021035-0.00065608i,-0.01559-0.0032966i,-0.0055224-0.019441i,-0.00074722-0.021446i,-0.0092118-0.0013026i,0.00051343-0.0024383i,0.00020393+0.00030307i,0.001313-0.00069276i,-5.5693e-06-0.00018454i,3.6561e-05-0.0010783i,-0.0010451+0.00018707i,-0.0021741-0.0038239i,0.00065374+0.0013607i,-6.6371e-06+0.001519i,-0.00023251+0.00026103i,0.00028474-0.00011386i,0.0011215-0.00055176i,-0.00035733+0.00064773i,0.00027688-0.0010878i,0.0012536-0.0013468i,0.0003831-0.0011153i,-0.00021048-0.0001254i,0.0011507+0.00033135i,0.00057713-4.0485e-05i,0.00024149-8.495e-05i,-0.00014101-0.00034483i,-5.8469e-05-2.3994e-05i,9.8382e-05-0.0015716i,-0.00019992-5.6315e-05i,-0.0001044+0.00027757i,-0.00040927-0.00096357i,0.00081975-0.0065783i,0.00024722-0.0003837i,-0.00010926-0.00080717i,2.4557e-05-0.00039151i,-0.0031279-0.00058456i,0.00037135-0.0007218i,-0.00052336+0.00038754i,8.8581e-05+0.0015711i,0.00073893-0.00068051i,-0.0084335-0.003844i,0.022321+0.006496i,0.024313-0.02461i,0.017004-0.030243i,0.0097131-0.005535i,0.026714-0.028916i,0.034779-0.0018453i,0.027329-0.016561i,0.019323+0.0087288i,-0.0018969+0.0089835i,-0.0045778-0.0015009i,-0.0031465+0.0061931i,-0.01306+0.00063035i,0.00084426-0.0028922i,0.0032092+0.001452i,0.0065767+0.0039724i,0.00018421-0.0014408i,0.0022569+0.0017414i,0.0018801+0.002236i,0.0062609-0.0024938i,0.0012915-0.002662i,-9.4787e-05+0.001903i,-0.0058138-0.0091864i,-0.0013422+0.0040678i,-0.0028511-0.0066527i,0.00059188+0.0036053i,-0.0046861+0.0017287i,-0.0011897-8.6511e-05i,0.0038897+0.00090465i,-0.0026388-0.00040914i,-0.0026695+0.006419i,-0.0042243-0.0011476i,-0.00037502+0.0012251i,-0.00093141+0.0017955i,0.001523+0.001202i,-0.00058477-0.0098203i,0.0012749+0.0042067i,-0.0043454+0.00088255i,-0.003116+0.00083472i,0.0011417+0.0049875i,-0.00065943-0.0016151i,0.0016478-0.0029504i,-0.00062733-0.0040581i,-0.00052777+0.002937i,0.0013489+0.0025389i,0.0058071-0.0079712i,-0.018488+0.015498i,-0.0036164+0.032552i,0.0029045+0.015942i,0.011048-9.8804e-05i,0.0027572-0.0018959i,-0.0040638+0.01507i
-0.0053968-0.0084023i,-0.022642-0.021622i,-0.021787+0.0039305i,-0.015003+0.00039989i,-0.020627+0.0031161i,-0.015789-0.0012272i,-0.0087641-0.018321i,-0.0041299-0.021615i,-0.0092188-0.00096208i,0.00038079-0.0022i,0.00048446+0.00041624i,0.00095587-0.00099156i,0.00011918+1.6336e-05i,-8.1283e-06-0.00093316i,-0.00088453+0.00021712i,-0.0024161-0.0028884i,0.0010509+0.0010789i,0.00056784+0.0013975i,-8.9466e-06+0.0003588i,0.00022351-7.965e-05i,0.0007654-0.00094432i,-0.00026675+0.00082125i,-8.975e-05-0.00096454i,0.00038856-0.0018614i,-6.5046e-05-0.0011147i,-0.00024482+0.00010788i,0.001107-0.00017997i,0.00052264-0.00022861i,0.00020521-0.00017639i,-0.00026405-0.00013677i,-2.4578e-05-2.8599e-05i,-0.00041483-0.0013021i,-7.2431e-05+8.9252e-05i,7.942e-05+0.00023475i,-0.00049386-0.00085872i,-0.00087831-0.0062729i,0.00034651-0.00046926i,-0.00039093-0.00055075i,-0.0001186-0.00043868i,-0.0033732+0.00065692i,9.4355e-05-0.00082402i,-0.0003059+0.00060703i,0.00086019+0.0016681i,0.00034149-0.00083584i,-0.0096417-0.0038569i,0.021835+0.00035686i,0.01998-0.028698i,0.0099755-0.033655i,0.012388-0.01007i,0.01991-0.033464i,0.034056-0.0078838i,0.024309-0.022004i,0.021286+0.0074434i,-3.6782e-05+0.0057375i,-0.0052209-0.0011278i,0.0001614+0.0070088i,-0.012202+0.0070324i,-0.00027692-0.0024353i,0.0033719+0.0013991i,0.0066509+0.0026866i,-0.00040918-0.0018913i,0.00089639+0.002161i,0.0023579+0.0017175i,0.0042192-0.0046799i,-0.00022092-0.0033348i,0.0015754+0.0011728i,-0.0082109-0.0049913i,0.0012463+0.0044213i,-0.0050169-0.0045361i,0.0019866+0.0025129i,-0.0040251+0.003727i,-0.0011921+0.00010386i,0.0035488-0.0023764i,-0.0027835+0.00030955i,-0.00010273+0.0042574i,-0.0043788+0.00062391i,-0.00048723+0.00054471i,-0.00073568+0.002083i,0.0011861+8.9875e-06i,-0.0050841-0.009139i,0.0020576+0.0022436i,-0.003981+0.0014939i,-0.0027794+0.0019542i,0.0031467+0.0037943i,-4.3183e-05-0.0015306i,0.0014108-0.0023704i,-0.0014698-0.0035715i,-0.00092685+0.0043045i,0.0018155+0.0025085i,0.0050689-0.0089664i,-0.017731+0.0195i,0.0013658+0.030255i,0.0033886+0.011907i,0.010295-0.0034785i,0.0025927-0.0015081i,-0.0021488+0.013203i
-0.0073191-0.0079612i,-0.024755-0.017515i,-0.020638+0.007332i,-0.014211+0.0021792i,-0.01934+0.0065948i,-0.015774+0.00083414i,-0.011974-0.016673i,-0.0076844-0.02106i,-0.0096016-0.00061094i,0.00017836-0.0022886i,0.00089531+0.00037102i,0.00066423-0.0012033i,0.00033326+7.8998e-05i,-0.00011087-0.00088324i,-0.00073692+0.00029259i,-0.0024355-0.0021851i,0.0014159+0.00076794i,0.0011381+0.0011221i,0.00018229+0.00021195i,0.0002717-0.00016502i,0.00012086-0.0010625i,4.9086e-05+0.00097572i,-0.00029552-0.00078873i,-0.00041324-0.0019971i,-0.00044711-0.00095197i,-0.00015453+0.00026365i,0.00075918-0.00048668i,0.00046826-0.00041642i,0.00012333-0.00012656i,-0.00030237+5.6129e-05i,-4.214e-05-2.2342e-05i,-0.00060413-0.00091507i,0.00021263+5.8942e-05i,0.00015903+7.6351e-05i,-0.00085476-0.00063997i,-0.0020836-0.0054449i,0.00015046-0.00066263i,-0.00047234-0.00027839i,-0.00025224-0.00026978i,-0.0031065+0.0018192i,-0.00037007-0.00071871i,-0.00012199+0.00056809i,0.0015938+0.0014241i,6.6566e-05-0.00055533i,-0.011052-0.0030111i,0.019484-0.0047818i,0.015076-0.03139i,0.0025711-0.03443i,0.012319-0.014508i,0.012434-0.036267i,0.032523-0.014159i,0.019886-0.027199i,0.02405+0.0041579i,0.00088072+0.0012101i,-0.0064509+0.00011975i,0.003062+0.0059218i,-0.0082917+0.011813i,-0.0010064-0.0019397i,0.0034502+0.0011717i,0.0070817+0.0014245i,-0.0011847-0.0016843i,0.00043487+0.0036303i,0.0031963+0.00051534i,0.0018447-0.0049909i,-0.0015356-0.0029697i,0.0021417-5.6735e-05i,-0.008287-0.0011759i,0.0033942+0.0030913i,-0.0060424-0.0022328i,0.0020235+0.0013035i,-0.0021599+0.0051888i,-0.0013661+0.00036906i,0.001368-0.0044111i,-0.002579+0.0010499i,0.00035944+0.0018983i,-0.0038352+0.0022512i,-0.0011111+0.00038863i,-0.00026157+0.0019242i,0.00030255-0.00035696i,-0.0078815-0.006304i,0.0018654+0.00089564i,-0.0034123+0.0019244i,-0.0017431+0.0025253i,0.0042105+0.0019198i,-0.00034897-0.0013694i,0.0019601-0.0023594i,-0.0018832-0.0026169i,0.00054509+0.006504i,0.0018389+0.0025767i,0.0033536-0.010767i,-0.015721+0.023435i,0.0050926+0.027374i,0.0017441+0.008951i,0.0067593-0.0053404i,0.0031882-0.0017143i,-0.0019115+0.011668i
-0.009025-0.0067365i,-0.026311-0.013724i,-0.01872+0.01037i,-0.013292+0.0036081i,-0.017592+0.0093756i,-0.01549+0.0030588i,-0.014565-0.014446i,-0.010891-0.01989i,-0.010272+7.2447e-05i,-9.3921e-05-0.0022692i,0.0013168+1.7461e-05i,0.00032868-0.0011069i,0.00054367+0.00010007i,-0.00021525-0.00073401i,-0.00064457+0.00032169i,-0.0022885-0.0018168i,0.0020712+0.00026285i,0.001482+0.00053871i,0.00019902-1.4723e-05i,0.0002599-0.00021869i,-0.00028485-0.00087228i,0.00054941+0.00084902i,-0.00035728-0.00071514i,-0.00095604-0.0019193i,-0.00081684-0.00069792i,2.9884e-05+0.00032057i,0.00054822-0.00045208i,0.00025694-0.00049346i,7.1902e-05-7.789e-05i,-0.00022189+0.00032624i,-3.7988e-05+6.1949e-05i,-0.0006876-0.00079902i,0.00027726-0.00016198i,9.3519e-05+5.258e-05i,-0.00091206-0.00011425i,-0.0028541-0.004522i,-0.00014907-0.00058282i,-0.00053547-7.5421e-06i,-0.00017553-0.00012764i,-0.0023513+0.0027946i,-0.00052634-0.00039092i,0.00012487+0.00057255i,0.0020702+0.00080718i,0.00014596-0.00040077i,-0.011928-0.0015046i,0.016817-0.0073468i,0.010314-0.033029i,-0.0041206-0.03339i,0.010341-0.01856i,0.0045391-0.036446i,0.029449-0.020198i,0.014784-0.03089i,0.025966-0.00042642i,-0.0010341-0.0029289i,-0.0070394+0.0025147i,0.0047554+0.0038058i,-0.0031879+0.014208i,-0.0018447-0.0012992i,0.0036654+0.0010384i,0.0071184-9.3977e-05i,-0.0015977-0.0013339i,0.0013435+0.0053203i,0.0029875-0.00093725i,0.00028056-0.0042504i,-0.0027224-0.0021924i,0.0019886-0.0010106i,-0.0069569+0.0016702i,0.00447+0.0010679i,-0.00606+0.0002869i,0.0016741+0.00094794i,0.00025361+0.0053628i,-0.001182+0.00092861i,-0.0010918-0.0050068i,-0.0020392+0.0012392i,-0.0007724+0.00073782i,-0.0027692+0.0035799i,-0.0015661+0.0010087i,-0.00026734+0.0017042i,-0.00022404-0.00030084i,-0.0091855-0.0032345i,0.001197+4.1801e-06i,-0.0032412+0.0021945i,-0.00074009+0.0025519i,0.0044121-0.00026566i,-1.7514e-05-0.0011798i,0.0023107-0.0032418i,-0.0020847-0.0025087i,0.0029476+0.0065721i,0.0023792+0.0028253i,0.0014706-0.011569i,-0.012068+0.028407i,0.0078149+0.024612i,-0.00062847+0.0082413i,0.0034206-0.0041498i,0.0030162-0.0024592i,-0.0019856+0.0108i
-0.01011-0.0051771i,-0.027935-0.010248i,-0.01637+0.012718i,-0.012417+0.0049682i,-0.015582+0.012059i,-0.014548+0.0051873i,-0.016719-0.011975i,-0.014102-0.018491i,-0.011106+0.0012614i,-0.00024818-0.002477i,0.0014879-0.00056508i,0.00027594-0.0010715i,0.00084503+6.2093e-05i,-5.7004e-05-0.00079297i,-0.00057699+0.00034125i,-0.0022452-0.0015778i,0.0023587-0.000777i,0.0014371-8.3382e-05i,0.00015773-0.00014539i,0.00035844-0.00032026i,-0.00056994-0.00061256i,0.00079101+0.00049908i,-0.00055516-0.0006805i,-0.0013223-0.0019599i,-0.0010743-0.00030298i,0.00022778+0.00029999i,0.00038325-0.00054285i,9.1805e-05-0.00042193i,0.00010433-3.9721e-05i,0.00012339+0.00052409i,6.0126e-06+0.00015014i,-0.00090021-0.00056611i,0.0003108-0.00037877i,0.00018465+4.0906e-05i,-0.0005715+0.00011771i,-0.0033655-0.0036136i,-0.00026365-0.00039852i,-0.00034861+0.00028374i,-0.00011191-0.0001984i,-0.0011564+0.0032637i,-0.00048489-0.00015444i,0.00031363+0.00030651i,0.0023457-4.8819e-05i,0.00028238-0.00047661i,-0.012702+2.6095e-05i,0.015438-0.009394i,0.0056303-0.034033i,-0.010123-0.030599i,0.0081005-0.021192i,-0.0025425-0.033863i,0.025224-0.025514i,0.0098424-0.033784i,0.026816-0.0061862i,-0.0042665-0.0049717i,-0.0061651+0.0054795i,0.0051936+0.0015308i,0.0016975+0.014032i,-0.0022817-0.00028542i,0.0044899+0.00064068i,0.0068338-0.0018513i,-0.0020082-0.0010185i,0.0037217+0.0059751i,0.0022311-0.0012438i,-0.00043796-0.0035074i,-0.0033657-0.00093014i,0.0017369-0.0017186i,-0.0055037+0.0034518i,0.004541-0.0012267i,-0.0051032+0.0023255i,0.0021078+0.001227i,0.0021078+0.0044637i,-0.00073361+0.0010981i,-0.0036374-0.0044389i,-0.0019011+0.0013733i,-0.001494+0.0012749i,-0.0011763+0.0043433i,-0.0012355+0.0017379i,-0.00026721+0.0021212i,-0.00047366-0.00034083i,-0.0095561-0.00041247i,0.00034795-0.00019453i,-0.0032706+0.0030855i,-0.00024365+0.0024749i,0.0038363-0.0024567i,8.651e-05-0.0018872i,0.0020188-0.0044066i,-0.0025974-0.0021639i,0.0050619+0.0055132i,0.0032956+0.0027848i,-0.00054241-0.012006i,-0.0049171+0.031389i,0.0105+0.021314i,-0.0022551+0.0091154i,0.0019739-0.0017682i,0.0021181-0.0025096i,-0.0020946+0.0104i
