-0.0007752-0.042083i,-6.421e-06-0.046475i,-0.0077429-0.048097i,-0.030944-0.02337i,-0.022968+0.010602i,-0.0368-0.033803i,-0.064309-0.058689i,-0.019226-0.071624i,-0.024319-0.04442i,-0.0010704+0.016756i,-0.010228+0.012727i,-0.014512+0.013399i,0.0035207+0.013732i,-0.0028039-0.0019092i,0.0017753+0.0059796i,0.00016572+0.033956i,0.019847+0.057036i,0.0012983-0.00051091i,-0.0030595-0.0095036i,0.0075492+0.004132i,0.0015362+0.0014712i,-0.00056929+0.0031643i,-6.9756e-05-0.00058928i,-0.038344-0.0098926i,-0.0027104-0.0074312i,-0.00097916+0.0045935i,0.0055577-0.00017934i,0.00010366+0.0003262i,0.00059597-0.00084589i,0.00035603-0.0023161i,-0.0015567-0.0057485i,-0.00333-0.0060994i,-0.00104-0.0070257i,0.0031702-0.00035945i,0.0032417-0.0016582i,-0.0018455+0.038979i,0.0066898-0.004041i,0.0031097-0.00084407i,0.0053928-0.00031112i,-0.012833-0.0061399i,-0.00089556+0.00010028i,0.0097399-0.00056328i,0.0038183+0.0014744i,-0.0043816+0.002342i,-0.00032056+0.0105i,-0.0051537+0.017745i,0.02582-0.082229i,-0.00059642-0.054254i,-0.023447-0.042538i,-0.020025-0.037459i,0.062892-0.016792i,0.03068-0.058718i,0.038772-0.044746i,0.033954-0.052625i,0.019516-0.015418i,0.0076594+0.011848i,0.023679-0.034911i,-0.00818-0.0051712i,0.0028667-0.0014775i,-0.002637-0.0053211i,0.004671-0.031787i,-0.025402+0.030749i,0.0088822-0.010123i,-0.012741-0.0027095i,-0.0044947-0.0018114i,0.00025161-0.014255i,-0.010527+0.0051689i,0.0032106+0.0065579i,-0.0143+0.030306i,0.005801+0.0065448i,-0.0059728-0.0018859i,-0.0012737-0.0026197i,-0.012092-0.0076715i,8.36e-05-0.0033369i,-0.036486+0.006478i,0.0016737-0.012516i,-0.0093838-0.0027089i,-0.0068085-0.0033399i,0.0062725+0.0019307i,-0.0092211+0.002138i,-0.0001517+0.0017999i,0.0058586+0.010269i,0.0047928+0.00056249i,-0.0093947-0.010547i,0.0023193+0.0084289i,-0.020351+0.0052546i,0.0061858+0.0030273i,-0.028037-0.0087961i,-0.036369-0.0019255i,0.026274-0.078537i,0.013767-0.008946i,-0.043554-0.028474i,-0.025029-0.0061359i,0.01747+0.012317i,-0.026942+0.011103i,-0.012152-0.0098412i
0.014203+0.013828i,0.051053+0.0051856i,0.021599-0.034513i,-0.0049288-0.0091623i,-0.010661-0.018183i,-0.017739-0.023907i,0.015339-0.013286i,0.037601-0.011791i,0.010469-0.012488i,0.0099366-0.002939i,0.0028073-0.0032932i,-0.0023536-0.0012352i,0.0013262-0.0019407i,0.00019579-0.001505i,-0.0012179-0.0013039i,0.0033675-0.0054744i,-0.0047899+0.00091812i,-0.0018208-0.00095913i,0.0012976-0.00038853i,0.00093072+0.00166i,0.00070472+0.0017594i,-0.00051246+0.00093389i,0.0019086+0.001286i,-0.00066254+0.0053055i,-0.0014448+0.0012769i,-0.00059314+0.00083398i,-0.0010755+0.00015545i,0.00035964-0.00058346i,-0.00013818+9.3532e-05i,-2.3596e-05-0.00055278i,0.0012118-0.00052167i,0.0021683+0.00039129i,0.0014062-0.0001405i,0.0003578-8.2593e-05i,0.0012562+0.00087436i,0.005504-0.0047453i,8.5134e-06+0.00067054i,0.00043508+0.00048297i,-0.00035848-0.00064824i,-0.0011017-0.0012375i,0.0012214+0.0016056i,0.0015968+0.0018955i,0.0018073-0.0055105i,0.003281+0.00013034i,0.0018578+0.019734i,0.010397+0.038084i,0.037843+0.027266i,0.029142+0.0023665i,-0.0014607-0.016049i,0.016951-0.0008659i,0.02271+0.014376i,0.01517+0.021424i,0.023272+0.024214i,-0.01093+0.032547i,0.0027508-0.0040198i,0.0017167-0.0044608i,0.0045438-0.0067374i,0.0092115-0.0015234i,0.0015258+0.0040214i,-0.010384+0.010092i,-0.0048831-0.0084715i,0.0026967+0.015214i,-0.0026826-0.0014697i,0.00082368+0.0024754i,-0.0010315+0.0011977i,0.0021345-0.0037322i,0.0069411-0.0024417i,-0.0038996-0.00068949i,0.0045151-0.0016921i,-0.0066986+0.00059967i,-0.0018831+0.00075195i,0.00043314+8.2339e-05i,-0.0057585-0.0023324i,-0.0037163-0.0022408i,-0.014861-0.009732i,0.0035998-0.0032998i,-0.0039986+0.002109i,-0.0015374+0.0018253i,-0.0051316+0.0033462i,0.0058831+0.0021555i,-0.0097014-0.0015485i,-0.0021979-0.0044185i,-0.0027436-0.00056415i,-0.0057578-0.0010385i,0.0054296-0.0039879i,0.0040082+0.0013349i,0.002451-0.0021515i,0.0025107+0.0089518i,0.0053932+0.002403i,0.025978+0.019121i,-0.022872-0.002951i,-0.027207+0.017383i,-0.0044702+0.015922i,0.0014329+0.0011679i,0.0061171-0.0083284i,-0.0096312+0.0027267i
0.015166+0.011618i,0.050919-0.0034983i,0.014803-0.037119i,-0.0064991-0.0075539i,-0.01502-0.016151i,-0.020961-0.02027i,0.011028-0.016676i,0.034482-0.017058i,0.0078046-0.013452i,0.0086688-0.0055857i,0.0014046-0.0044325i,-0.0024745-0.00033375i,0.00038645-0.0018528i,-1.5249e-05-0.0013022i,-0.0012215-0.00095544i,0.0024537-0.0060589i,-0.0036781+0.0022837i,-0.0024742-0.00028153i,0.0006139-0.00080488i,0.0015311+0.0011527i,0.001272+0.0016649i,-0.00028603+0.0011549i,0.0022154+0.00055631i,0.0021225+0.0046041i,-0.00043675+0.0017536i,-5.9828e-05+0.00074358i,-0.00076067+0.00081744i,0.00020861-0.00041413i,-2.9182e-05+0.00027309i,0.00012341-0.00014368i,0.00085678-0.0012476i,0.0024106-0.00057553i,0.0013786-0.00061625i,0.0002813-1.7691e-05i,0.0019592+0.00040328i,0.004081-0.0058037i,0.00034602+0.000838i,0.0005586+0.00019372i,-8.6018e-05-7.2269e-05i,-0.0019172-0.0015664i,0.0015747+0.0011496i,0.0020595+0.001195i,0.00024221-0.0049232i,0.0043615-0.00033598i,0.0060949+0.01878i,0.016281+0.035287i,0.040211+0.020261i,0.029384-0.004204i,-0.0051265-0.012678i,0.018837-0.0051447i,0.026445+0.0083406i,0.019932+0.014136i,0.025386+0.012478i,-0.0028292+0.030147i,0.0011724-0.004096i,-0.0020176-0.0038913i,0.0016432-0.008487i,0.0067455-0.0039769i,0.0021384+0.0033711i,-0.0048978+0.013406i,-0.006296-0.004207i,0.0055704+0.013176i,-0.0031453-0.00051658i,0.0025032+0.0029941i,5.9151e-05+0.0014054i,-8.5302e-05-0.0039652i,0.0067389-0.0061791i,-0.0044199+0.00047138i,0.0044896-0.004079i,-0.005633+0.0036153i,-0.0019833+0.00023527i,-2.8612e-06-0.00066776i,-0.0052173+0.0010936i,-0.0038371-0.0010413i,-0.015751-0.0030693i,0.0014936-0.0042523i,-0.002578+0.0030034i,-0.0016321+0.001281i,-0.0034266+0.0045975i,0.0074229-0.00032896i,-0.0091431+0.0024546i,-0.0034789-0.0033307i,-0.0024115-0.00021253i,-0.0056065+0.0011272i,0.0025343-0.0047118i,0.0045638-0.00056902i,0.0021646-0.0023643i,0.0047957+0.0074001i,0.0044935+0.0017895i,0.025864+0.011835i,-0.022355+0.0018631i,-0.024668+0.024176i,-0.0015323+0.012554i,0.0031657+0.0036953i,0.0034554-0.0077654i,-0.011519+0.0047217i
0.016628+0.0091674i,0.048847-0.012363i,0.0077993-0.037876i,-0.007236-0.0059578i,-0.019033-0.013084i,-0.023634-0.016358i,0.0064014-0.018763i,0.031318-0.021727i,0.005163-0.013922i,0.0065505-0.0074069i,-0.0006297-0.0046845i,-0.0022946+0.00063665i,-0.00022509-0.0013814i,-2.5664e-05-0.0011394i,-0.0014372-0.00063556i,0.001309-0.0064215i,-0.0021544+0.0027179i,-0.0028244+0.00087704i,-8.1942e-05-0.00044862i,0.0017399+0.00025612i,0.0018804+0.0010878i,-0.00019032+0.0012188i,0.00217-0.00022462i,0.0040616+0.0028432i,0.00082968+0.0016607i,0.00027354+0.00048656i,-0.00019198+0.0010716i,9.5384e-05-0.00024411i,9.4608e-05+0.00048967i,0.00034403-0.00015423i,0.00020588-0.0016439i,0.0019621-0.0016111i,0.0010007-0.0011881i,0.00034623+6.097e-05i,0.0023572-0.00088539i,0.0024129-0.006514i,0.0010684+0.00056463i,0.00053317-3.1284e-05i,0.00025766-0.00010583i,-0.0027679-0.0011537i,0.0019051+0.0005071i,0.0021579+0.00037764i,-0.00087997-0.0041325i,0.0046743-0.001749i,0.010037+0.016549i,0.022428+0.030912i,0.041773+0.013137i,0.027941-0.0104i,-0.0066599-0.0088541i,0.019777-0.010325i,0.028091+0.0017322i,0.023067+0.0071449i,0.023063+0.0039717i,0.0030302+0.027527i,-0.00043082-0.003407i,-0.0046518-0.0014022i,-0.0024929-0.0088885i,0.0037784-0.0047832i,0.0022721+0.0026638i,0.00034085+0.01382i,-0.0053633-0.00082635i,0.0070321+0.010062i,-0.0033099+0.0016008i,0.0041098+0.0023738i,0.00067656+0.0010189i,-0.0018685-0.002936i,0.0045918-0.0085945i,-0.0037543+0.0016202i,0.003386-0.0057256i,-0.0024488+0.0051447i,-0.0024085+0.00031293i,-0.00068903-0.00062674i,-0.0034723+0.0030521i,-0.0034209-4.7432e-05i,-0.014258+0.0025848i,-0.00027079-0.0046173i,-0.0011244+0.0030446i,-0.0017182+0.0017325i,-0.001175+0.0045696i,0.0073989-0.0036156i,-0.0070402+0.0053886i,-0.0042828-0.0018427i,-0.0023934-0.00010673i,-0.0045254+0.0025536i,0.00091272-0.0041102i,0.0038967-0.0022198i,0.0022463-0.0028314i,0.0051497+0.0045504i,0.0039638+0.001664i,0.025347+0.0066572i,-0.020238+0.0056079i,-0.018918+0.030178i,-0.0010767+0.0096891i,0.0062004+0.004078i,0.0010892-0.005937i,-0.011167+0.0076358i
0.017586+0.0058864i,0.045118-0.020036i,0.0015721-0.037742i,-0.007388-0.005057i,-0.021886-0.0083773i,-0.0255-0.01208i,0.0014595-0.019433i,0.027471-0.026292i,0.0030541-0.013752i,0.0041468-0.0083874i,-0.0024396-0.0034114i,-0.0016063+0.0011382i,-0.0003682-0.00077374i,-0.00016686-0.0013281i,-0.001414+8.5586e-05i,-8.7987e-05-0.0064751i,-0.0014417+0.0025321i,-0.0024373+0.002336i,3.084e-05+0.00031141i,0.001506-0.00059591i,0.0020294+0.00026876i,-0.00019159+0.0013166i,0.0017655-0.00083322i,0.0048121+0.00020443i,0.0018824+0.00073859i,0.00025691+0.00020948i,0.00023295+0.0010183i,0.00023305-0.00015861i,0.00037065+0.00054624i,0.00030631-0.00031894i,-0.00052881-0.0017528i,0.0011608-0.0021623i,0.00049915-0.0014159i,0.00038161-0.00013237i,0.0017295-0.0025401i,0.00069061-0.0068072i,0.0014509-0.00016108i,0.00055457-0.00014912i,0.00037623-0.00034566i,-0.0033898-0.00026777i,0.0018579-0.00016031i,0.0019594-0.0001515i,-0.001604-0.0031287i,0.0042287-0.0027385i,0.013044+0.012691i,0.027459+0.0241i,0.042402+0.0056631i,0.025606-0.015618i,-0.0057077-0.0049856i,0.018766-0.016674i,0.028302-0.0049745i,0.024647-0.0011752i,0.020349-0.0022709i,0.0092984+0.023901i,-0.0010668-0.0021437i,-0.0056307+0.0018904i,-0.0069072-0.0077162i,0.0016474-0.0046718i,0.0021652+0.0025285i,0.0046283+0.012625i,-0.0036887+0.0011535i,0.0068047+0.0069786i,-0.0012526+0.0035188i,0.0054959+0.00096282i,0.001589+0.00072531i,-0.0027482-0.0013413i,0.0019962-0.010268i,-0.0029104+0.0021494i,0.0017465-0.007371i,-4.7136e-05+0.0039905i,-0.0030246+0.00089461i,-0.00085789-0.00041672i,-0.0013057+0.0043132i,-0.0029093+0.00038553i,-0.010774+0.0070412i,-0.0023402-0.004608i,0.00023105+0.0024885i,-0.0015632+0.0017235i,0.00049617+0.0035012i,0.0058513-0.0069475i,-0.0036201+0.0071392i,-0.0038663-0.00025986i,-0.0027683+0.00021665i,-0.0033916+0.0038405i,-9.0354e-05-0.0036561i,0.0027635-0.0027952i,0.0020519-0.0037786i,0.0043195+0.0036229i,0.0039367+0.0016378i,0.024387+0.0016173i,-0.01836+0.0064861i,-0.010859+0.032901i,-0.00057471+0.008854i,0.0082717+0.0031911i,0.00053993-0.0035147i,-0.0093923+0.009624i
0.017662+0.0024002i,0.040355-0.026414i,-0.0045799-0.036816i,-0.0082118-0.0047018i,-0.022395-0.003675i,-0.026619-0.007669i,-0.0028347-0.018619i,0.02311-0.029939i,0.0016717-0.013777i,0.0016209-0.0085003i,-0.0029526-0.0017123i,-0.001149+0.0013885i,-0.00020184-0.00045154i,-0.0008177-0.0010269i,-0.00074303+0.00072139i,-0.0015952-0.0060597i,-0.00090308+0.0027825i,-0.0011468+0.0032925i,0.00051163+0.00038158i,0.00083464-0.0011922i,0.0018913-0.00042698i,0.00012594+0.0013628i,0.0013595-0.0012045i,0.0036404-0.0021561i,0.0017815-0.0005847i,0.00015016+6.0618e-05i,0.00065757+0.00096072i,0.00039428-0.00025916i,0.00061236+0.00027171i,5.828e-05-0.00048252i,-0.0012308-0.0015341i,0.00042356-0.0023313i,-0.00018895-0.0014631i,0.00027728-0.00021667i,-0.00010535-0.002969i,-0.00086024-0.006592i,0.0012435-0.00091779i,0.00056045-0.00045881i,0.00054089-0.00063957i,-0.003795+0.00077517i,0.0015864-0.00081229i,0.0017603-0.00040531i,-0.0020207-0.0020719i,0.0035698-0.0033987i,0.015484+0.0082386i,0.029905+0.01621i,0.041565-0.001752i,0.023043-0.021218i,-0.0028072-0.0021638i,0.01538-0.022808i,0.027181-0.010889i,0.022963-0.0088916i,0.016088-0.0058332i,0.014407+0.018325i,-0.0008797-0.0020607i,-0.0046749+0.0055999i,-0.011018-0.0042344i,-7.8304e-05-0.0043403i,0.0024028+0.0024424i,0.0081972+0.010132i,-0.0015023+0.0015682i,0.0056588+0.0052719i,0.0014518+0.0027693i,0.0064566-0.0015016i,0.0022521-0.00028533i,-0.0024371+0.0006713i,-0.0015504-0.01161i,-0.0026889+0.0031078i,-0.00069982-0.0083615i,0.00032153+0.0031882i,-0.0031842+0.0021096i,-0.00094194-0.00024345i,0.0018257+0.0043555i,-0.0026308+0.00025255i,-0.0058529+0.0092431i,-0.0046469-0.0034402i,0.0010433+0.0014101i,-0.0011932+0.0017766i,0.0011752+0.0022818i,0.0029354-0.0093958i,-0.00029928+0.0068578i,-0.0026877+0.0004407i,-0.0025698+0.00082842i,-0.0017273+0.004978i,-0.0012113-0.0030002i,0.0017054-0.0030858i,0.00092217-0.0044797i,0.0038209+0.0031353i,0.0040935+0.0012325i,0.022496-0.0026468i,-0.020231+0.0065965i,-0.0037927+0.0314i,0.0006062+0.0072251i,0.0096997+0.0011119i,0.0011653-0.0021525i,-0.0070068+0.011009i
0.017279-0.00089689i,0.035199-0.031745i,-0.010287-0.03486i,-0.0090932-0.003677i,-0.022198+0.00011859i,-0.02684-0.0033495i,-0.006115-0.017422i,0.018448-0.033399i,0.000322-0.014312i,-0.00023174-0.0078741i,-0.0026058-0.00039024i,-0.0005261+0.0016816i,-0.00011901-0.00020188i,-0.00079963-0.0003435i,-7.8248e-06+0.00061762i,-0.0028291-0.0050122i,0.00016496+0.0029603i,0.00018736+0.0033323i,0.00073268+0.00018299i,9.837e-05-0.0012426i,0.0015459-0.0010453i,0.00044656+0.0012938i,0.00080795-0.0015404i,0.0019931-0.0033431i,0.0010838-0.0012123i,2.6938e-05+0.00021526i,0.0011782+0.00067802i,0.00037316-0.00046612i,0.00070717+2.0368e-05i,-0.00035944-0.00033043i,-0.0018668-0.00098453i,-0.00038641-0.0022831i,-0.00078713-0.00098792i,0.00037404-0.00032788i,-0.00097069-0.0024004i,-0.0024046-0.0060953i,0.00087253-0.0011507i,0.00023285-0.0006533i,0.0003144-0.001004i,-0.0036378+0.0022002i,0.0011532-0.0011745i,0.0016829-0.00085711i,-0.0021246-0.00091664i,0.0028862-0.0043434i,0.016144+0.0027238i,0.03001+0.0082852i,0.039428-0.0088242i,0.018046-0.026923i,0.0016674-0.0025329i,0.0094477-0.027382i,0.025366-0.016167i,0.020287-0.014441i,0.01296-0.0061911i,0.017121+0.011603i,-0.0015378-0.00211i,-0.0013847+0.0080491i,-0.013101+0.0010161i,-0.001804-0.0035804i,0.0026206+0.0023421i,0.0097766+0.0065821i,-9.975e-05+0.0005379i,0.0047059+0.0044411i,0.0017225+0.0012986i,0.0056932-0.0043942i,0.0019907-0.0019879i,-0.0003679+0.0020138i,-0.006703-0.0099638i,-0.0012611+0.0049315i,-0.0044896-0.0081982i,0.0015798+0.0029457i,-0.0025548+0.0035683i,-0.00095114-2.052e-05i,0.0048056+0.0012996i,-0.0025692+0.00049877i,-0.00057803+0.0081501i,-0.0060973-0.0010059i,0.00092653+0.00020245i,-0.001336+0.0015445i,0.0014509+0.0011537i,-0.0011432-0.010599i,0.0022927+0.0051062i,-0.0023319+0.00048815i,-0.0024542+0.0014329i,0.00088156+0.0049711i,-0.0014431-0.0016057i,0.00082408-0.0028448i,-0.00029307-0.0047603i,0.003324+0.0028645i,0.0040037+0.00068922i,0.020272-0.0055113i,-0.022767+0.010529i,0.0011412+0.028999i,0.00084137+0.0043562i,0.010056-0.0015977i,0.0016854-0.0021048i,-0.0040357+0.011024i
0.016109-0.0043119i,0.02972-0.036294i,-0.015301-0.032101i,-0.0096427-0.0027365i,-0.021404+0.0037763i,-0.026443+0.00085376i,-0.0091816-0.016266i,0.012995-0.036355i,-0.0013205-0.015364i,-0.00151-0.007089i,-0.0019784+0.00050227i,0.00018307+0.001788i,0.00021487+5.2041e-06i,-0.00042741+4.6007e-05i,0.00037025+0.00033258i,-0.0034443-0.0038031i,0.0010778+0.0025783i,0.0013169+0.0029989i,0.00085826+8.5916e-06i,-0.00039608-0.00093751i,0.0009882-0.0014864i,0.00068184+0.0014015i,0.00021882-0.0014243i,0.00037452-0.003475i,0.00063165-0.0013752i,0.00015935+0.00041888i,0.0013737+9.4542e-05i,0.00031091-0.00062025i,0.00070414-0.00020643i,-0.0004817+0.00011433i,-0.0021644-0.00021244i,-0.001085-0.0018121i,-0.00099287-0.00050631i,0.00039565-0.00052731i,-0.0014232-0.002169i,-0.0035464-0.0050374i,0.00066239-0.0014882i,-0.00013317-0.00058084i,-0.00025371-0.0011132i,-0.0029876+0.003561i,0.00066685-0.0015004i,0.0013473-0.0012857i,-0.0016914+9.6586e-05i,0.0017071-0.004742i,0.014354-0.0019152i,0.028086+0.0015398i,0.035927-0.015061i,0.011049-0.030328i,0.0042933-0.0057125i,0.0028419-0.029448i,0.023198-0.021517i,0.01784-0.019727i,0.012758-0.0062204i,0.018506+0.0054443i,-0.0027887-0.0020625i,0.0024667+0.0081272i,-0.012131+0.0070659i,-0.0031074-0.0024456i,0.0030609+0.0023125i,0.010005+0.0039106i,8.0473e-05-0.00082986i,0.0032636+0.0044592i,0.0020908+0.00085388i,0.0030718-0.0062908i,0.00033922-0.0029223i,0.0013445+0.0012761i,-0.0093106-0.0053512i,0.0019115+0.0050319i,-0.0074322-0.0054156i,0.0024+0.0017028i,-0.001001+0.0047081i,-0.0007883-5.6861e-06i,0.0044689-0.0027105i,-0.0026704+0.00097705i,0.0018664+0.0047719i,-0.0057741+0.0014071i,0.00019495-0.00068054i,-0.0014311+0.0020745i,0.0011347+2.0166e-05i,-0.0059031-0.0094995i,0.0031392+0.0024482i,-0.0024575+0.00053483i,-0.0020135+0.0023509i,0.0028851+0.0037956i,-0.0008009-0.0012817i,0.0004815-0.0021939i,-0.0015615-0.0046663i,0.0024852+0.0032417i,0.0038902+0.00022523i,0.019303-0.0078541i,-0.022833+0.0163i,0.0048343+0.026094i,-0.00071357+0.0014797i,0.0087698-0.0046073i,0.0015925-0.0016429i,-0.0019432+0.009282i
0.013928-0.0070676i,0.023897-0.040107i,-0.019901-0.028777i,-0.010245-0.0019675i,-0.019934+0.0068076i,-0.025361+0.0048174i,-0.012222-0.014582i,0.0067965-0.03814i,-0.0039472-0.016411i,-0.002662-0.0064839i,-0.0011189+0.001015i,0.00096062+0.0015055i,0.00058155-1.5821e-05i,-5.6455e-05+0.0002052i,0.00061182-5.3825e-06i,-0.0036003-0.0027976i,0.0018456+0.0021252i,0.0023054+0.0022865i,0.00098089-0.00039727i,-0.00053797-0.00061091i,0.00023836-0.00151i,0.0013293+0.0012989i,-9.9628e-05-0.0012131i,-0.00065156-0.0031735i,0.00018031-0.0015651i,0.00032527+0.00034559i,0.001118-0.00045354i,0.00014951-0.0007788i,0.00062092-0.00029452i,-0.00032258+0.00044041i,-0.0022395+0.00068174i,-0.0013223-0.0012432i,-0.0007976-3.092e-05i,0.00020026-0.00079567i,-0.0023035-0.0015451i,-0.0042568-0.0036741i,-0.00011004-0.0017144i,-0.00035273-0.00035352i,-0.00063088-0.00072361i,-0.001822+0.004603i,-5.0238e-05-0.0015319i,0.00079433-0.0016123i,-0.0007939+0.00070979i,0.00072519-0.0044297i,0.011857-0.0050174i,0.024807-0.0035489i,0.031422-0.019801i,0.0037609-0.031112i,0.0045791-0.0086432i,-0.0040951-0.02971i,0.020144-0.027241i,0.014232-0.025022i,0.013448-0.0078267i,0.018171-0.0018922i,-0.0045556-0.0012491i,0.0054891+0.0063781i,-0.0083387+0.011395i,-0.0038001-0.0012225i,0.0034578+0.0021839i,0.0098578+0.0013862i,-0.00074019-0.0014251i,0.0030794+0.0056871i,0.0026205-0.00029512i,0.00045226-0.0061694i,-0.00095926-0.0025967i,0.0019592+6.5431e-05i,-0.0091743-0.00094063i,0.0043481+0.0033233i,-0.0087719-0.0020025i,0.0019265+0.00051788i,0.0011156+0.0048079i,-0.0010458-1.0375e-05i,0.0019032-0.0054728i,-0.0023883+0.0015695i,0.0017557+0.0017113i,-0.0046838+0.0032732i,-0.00090741-0.00069589i,-0.0010909+0.0023946i,0.00011703-0.00049095i,-0.0087968-0.0063512i,0.0026162+0.00061905i,-0.0024508+0.00052006i,-0.00092124+0.0026249i,0.0040702+0.0019658i,-0.00068998-0.001052i,0.00093218-0.0018424i,-0.0023907-0.0037278i,0.0033832+0.0046241i,0.0034239-3.2067e-05i,0.017337-0.011291i,-0.020878+0.022095i,0.0075262+0.022919i,-0.0040715-4.7242e-05i,0.0051658-0.0059639i,0.0021507-0.0016832i,-0.0017485+0.00733i
0.011646-0.0087989i,0.017672-0.043495i,-0.02361-0.024603i,-0.011144-0.00093825i,-0.018617+0.0089751i,-0.0237+0.0086216i,-0.014661-0.012324i,0.00076575-0.038692i,-0.0072476-0.016682i,-0.0036227-0.0056584i,-0.00024182+0.00084386i,0.0014958+0.0011603i,0.00087836-0.00012215i,0.00039028+0.00020391i,0.00064733-0.00042661i,-0.0034905-0.0022107i,0.0029536+0.0012372i,0.0028746+0.0012731i,0.00063419-0.0010109i,-0.00051165-0.00031242i,-0.00025919-0.001297i,0.0020761+0.00064797i,-0.00020904-0.0011374i,-0.0013244-0.002879i,-0.00051115-0.0017141i,0.00050732+0.0002342i,0.00077902-0.00067806i,-8.3493e-05-0.00067633i,0.00049078-0.00044731i,0.00010927+0.00079407i,-0.0018923+0.0016259i,-0.0014525-0.00084896i,-0.00068337+0.0002239i,-0.0001575-0.00077309i,-0.0025936-0.00018427i,-0.0044021-0.0023031i,-0.00085346-0.0014051i,-0.00051144-9.8344e-05i,-0.00060519-0.00049142i,-0.0002717+0.0051338i,-0.00040466-0.0013131i,0.00029196-0.0017001i,4.4142e-05+0.00082797i,0.00036065-0.0040663i,0.0098687-0.0070291i,0.02176-0.0062959i,0.02697-0.023114i,-0.0026939-0.029635i,0.0035756-0.010922i,-0.010924-0.027345i,0.015425-0.03248i,0.0097054-0.028811i,0.013886-0.009868i,0.014639-0.0082362i,-0.0060965+0.00097648i,0.0070747+0.0036963i,-0.0036116+0.01359i,-0.0043906+0.00030619i,0.0041798+0.0020907i,0.0090019-0.00082189i,-0.0014829-0.0015107i,0.0041659+0.0068018i,0.0020278-0.0015423i,-0.0009898-0.0052647i,-0.0020823-0.0018256i,0.0019296-0.00081195i,-0.0073558+0.0019928i,0.0055722+0.0008748i,-0.0084959+0.001659i,0.0013132+0.00068517i,0.0029983+0.0036387i,-0.001045+0.00039523i,-0.0013156-0.0062913i,-0.0018791+0.0015509i,0.00021321+0.00040601i,-0.0032739+0.0044691i,-0.0016552+0.00014507i,-0.00087621+0.0025762i,-0.00059356-0.00025516i,-0.01005-0.002851i,0.0016931-0.00038667i,-0.0027089+0.00061883i,8.471e-06+0.0023731i,0.0043969-0.00016986i,-0.00026846-0.00084352i,0.0014278-0.0023269i,-0.0031199-0.003422i,0.0051652+0.0042964i,0.0033524-0.00012837i,0.014816-0.013652i,-0.016921+0.028648i,0.0093652+0.020062i,-0.0077841+0.00087137i,0.0016792-0.0044868i,0.0020377-0.0024209i,-0.0024233+0.0061854i
0.0097272-0.010268i,0.010491-0.046588i,-0.026539-0.020522i,-0.011847+0.00078219i,-0.017379+0.01173i,-0.021009+0.011997i,-0.016696-0.0097961i,-0.0054997-0.038938i,-0.010947-0.016041i,-0.0043344-0.0048404i,0.00017383+0.0004282i,0.0020019+0.00041791i,0.0011905-0.00030837i,0.00092651-0.00036424i,0.00042336-0.00081135i,-0.0036275-0.0017104i,0.003437-0.00050933i,0.0029718+0.00029066i,-1.9363e-05-0.001137i,-0.00022921-0.00017571i,-0.0006509-0.0010146i,0.0021759-0.00036241i,-0.00053032-0.001119i,-0.0016698-0.0028916i,-0.0010805-0.0015117i,0.0006261+5.0281e-05i,0.00046227-0.00087585i,-0.00021512-0.0004872i,0.00036932-0.00041349i,0.00084196+0.00081429i,-0.0011026+0.0023566i,-0.0016821-0.00040067i,-0.00027867+0.00038984i,-0.00037484-0.00067061i,-0.0019145+0.00064479i,-0.0042922-0.0012035i,-0.0011572-0.00081849i,-0.0003943+0.00021298i,-0.00073811-0.00040618i,0.0015299+0.004879i,-0.00060725-0.0010312i,-0.00020637-0.0018593i,0.00072757+0.0003496i,0.00032193-0.0042224i,0.0075156-0.0089861i,0.019858-0.0087079i,0.022573-0.025758i,-0.0079727-0.02635i,0.003019-0.012249i,-0.016356-0.022321i,0.0095509-0.036916i,0.005168-0.032578i,0.014204-0.013478i,0.0093726-0.01179i,-0.0059954+0.0043462i,0.0073303+0.00073336i,0.0008081+0.013429i,-0.0043079+0.0021099i,0.005425+0.0014736i,0.0076512-0.002524i,-0.0024712-0.0015419i,0.0068287+0.0070525i,0.0010515-0.001508i,-0.0020112-0.0044327i,-0.0025827-0.00071074i,0.0018794-0.0015175i,-0.0057379+0.0036314i,0.0055016-0.002059i,-0.0067797+0.004533i,0.002115+0.0011648i,0.0038287+0.0020609i,-0.0009341+0.00036303i,-0.004612-0.0055467i,-0.001841+0.0015939i,-0.00072168+0.001081i,-0.0016093+0.0051242i,-0.0015069+0.0009523i,-0.00054312+0.0031787i,-0.00086709-9.0709e-05i,-0.010154+0.00028155i,0.00069302-0.00077247i,-0.0033232+0.0014646i,0.00022923+0.0020138i,0.0038115-0.0025301i,-0.00014226-0.001442i,0.0014619-0.0031328i,-0.0040353-0.0025804i,0.0064955+0.0029849i,0.0035535-0.00049434i,0.01199-0.01528i,-0.009173+0.032848i,0.011039+0.016806i,-0.010048+0.0037009i,7.8914e-05-0.0016407i,0.0013492-0.0023723i,-0.0031579+0.0057015i
