-0.0011354-0.041796i,-0.00094535-0.046748i,-0.0081938-0.047711i,-0.030372-0.023906i,-0.022755+0.010824i,-0.036692-0.033413i,-0.064049-0.058181i,-0.019069-0.070902i,-0.026817-0.04781i,-0.00023271+0.015974i,-0.011085+0.012367i,-0.014471+0.013325i,0.0047754+0.014637i,-0.002649-0.0019321i,0.0018324+0.0059775i,-0.00011583+0.033795i,0.01701+0.057644i,0.0011702-0.00075662i,-0.003829-0.0095756i,0.0076004+0.0050229i,0.0016316+0.0011504i,-0.0010115+0.0031775i,-6.0683e-05-0.00062497i,-0.036948-0.01086i,-0.0033407-0.0075384i,-0.001464+0.0043441i,0.0027292-0.00017942i,-0.00015275+0.00054735i,0.00082049-0.00076099i,3.9971e-05-0.0021847i,-0.0016248-0.0055597i,-0.0030225-0.0064848i,-0.0010308-0.0073159i,0.0033171-0.00010076i,0.0030116-0.0016308i,-0.0038331+0.040189i,0.0065494-0.0042423i,0.0033058-0.00081207i,0.0047131-0.00035536i,-0.011311-0.0029542i,-0.0010998-5.0919e-05i,0.0098109+0.0027168i,0.003488+0.0013476i,-0.0042601+0.0017233i,-0.0004999+0.0089667i,-0.0052169+0.017869i,0.026422-0.082385i,-0.0010063-0.052611i,-0.022939-0.04159i,-0.019597-0.037625i,0.062801-0.016905i,0.030737-0.058263i,0.038917-0.044239i,0.0338-0.052483i,0.018974-0.01613i,0.0074541+0.011833i,0.024325-0.033169i,-0.0081384-0.0052803i,0.0031357-0.0013088i,-0.0026734-0.0052908i,0.0047956-0.03228i,-0.025361+0.029929i,0.0083675-0.010242i,-0.012242-0.0025421i,-0.0045308-0.0017837i,0.00024543-0.014301i,-0.010576+0.0052714i,0.0031692+0.0067842i,-0.013744+0.030383i,0.005596+0.0064348i,-0.005666-0.0021456i,-0.0014781-0.0025774i,-0.011499-0.0075202i,2.0971e-05-0.0035181i,-0.03086+0.0023755i,0.0016515-0.012762i,-0.00943-0.0026682i,-0.0068171-0.00318i,0.0060637+0.0019705i,-0.0088936+0.0020543i,-7.1534e-07+0.002033i,0.0058503+0.010182i,0.0050941+0.0006321i,-0.0090586-0.0092684i,0.0017349+0.0085832i,-0.019289+0.0050214i,0.0062154+0.0036696i,-0.028317-0.008705i,-0.036271-0.0018326i,0.026097-0.078212i,0.014321-0.0092904i,-0.042779-0.027947i,-0.024718-0.006584i,0.017531+0.012015i,-0.027332+0.010502i,-0.012118-0.0098106i
0.013698+0.01436i,0.050296+0.0046149i,0.021379-0.034543i,-0.0048654-0.0089893i,-0.010581-0.01786i,-0.017923-0.023639i,0.014836-0.013219i,0.037211-0.011663i,0.0098571-0.012197i,0.0099931-0.0030978i,0.0027938-0.0032469i,-0.0022902-0.0012569i,0.0013042-0.0019681i,0.00034055-0.0014372i,-0.0012724-0.0012996i,0.0033346-0.0053522i,-0.0045827+0.00096078i,-0.0016608-0.00076544i,0.0014592-0.00025073i,0.00092944+0.001517i,0.00080761+0.0016839i,-0.00055164+0.00086352i,0.0019475+0.0012132i,-9.1565e-05+0.0048204i,-0.0018456+0.0011447i,-0.00048287+0.00079429i,-0.0010652+0.00013875i,0.0002049-0.00052717i,-0.00017243+9.7172e-05i,2.4356e-05-0.00050352i,0.0012194-0.00026406i,0.0020304+0.00045073i,0.0016411-0.00030903i,0.00037226-3.1932e-05i,0.0015626+0.00038454i,0.0035736-0.003515i,-1.6048e-05+0.0009652i,0.00037543+0.00051813i,-0.00050217-0.00036297i,-0.0010514-0.0013894i,0.0013165+0.0015251i,0.0013462+0.0015017i,0.0028616-0.0047837i,0.0033897-0.00023311i,0.0034407+0.018954i,0.0099075+0.038322i,0.037316+0.026999i,0.028175+0.0020843i,-0.0014457-0.016036i,0.016888-0.00067138i,0.022608+0.014499i,0.014698+0.021398i,0.02247+0.025087i,-0.0099915+0.031624i,0.0021819-0.0042007i,0.0016128-0.0042813i,0.0045212-0.0064092i,0.0090638-0.0013472i,0.0015511+0.0041055i,-0.010167+0.01013i,-0.0048977-0.0086058i,0.0028249+0.015046i,-0.0031515-0.0015989i,0.00095666+0.0023059i,-0.0011767+0.0010688i,0.0021611-0.0035555i,0.0068737-0.0026942i,-0.0040185-0.00089761i,0.0044129-0.0016099i,-0.0067443+0.00097174i,-0.0015118+0.00089964i,0.00037092+0.00014367i,-0.005805-0.002273i,-0.0037308-0.0022553i,-0.014794-0.0097378i,0.0035953-0.0032935i,-0.004227+0.0024529i,-0.0015903+0.0018084i,-0.0050007+0.0030184i,0.0057851+0.0020217i,-0.0095148-0.001792i,-0.0022555-0.0042548i,-0.0027902-0.00062917i,-0.0056897-0.0012832i,0.0054781-0.0041257i,0.0036982+0.0016773i,0.0025559-0.0021041i,0.0024764+0.0095388i,0.0051609+0.0029043i,0.026081+0.018889i,-0.02338-0.0029258i,-0.027275+0.017342i,-0.0043371+0.016i,0.0013403+0.00095079i,0.0075834-0.010115i,-0.0095787+0.002644i
0.01494+0.01225i,0.050127-0.0037997i,0.014376-0.037091i,-0.0063845-0.0074908i,-0.014848-0.0159i,-0.021018-0.019984i,0.010639-0.016558i,0.034227-0.016831i,0.0072888-0.013008i,0.008877-0.0057956i,0.0013539-0.0043244i,-0.0024409-0.0003156i,0.00035525-0.0018784i,0.00014436-0.0012617i,-0.001256-0.00091337i,0.0023908-0.0059365i,-0.0033984+0.0021799i,-0.0022573-7.2113e-05i,0.00075715-0.00075678i,0.0014917+0.0010868i,0.0012714+0.0016296i,-0.00030218+0.0010872i,0.0022464+0.00049477i,0.0021608+0.0041749i,-0.00091446+0.0018424i,2.1355e-06+0.0006508i,-0.00074933+0.00080686i,0.00013712-0.00043151i,5.068e-06+0.00031599i,0.00022216-0.00011866i,0.00094811-0.00092682i,0.0022713-0.00046907i,0.0013228-0.00091209i,0.00031441+2.327e-05i,0.0022162-0.00026026i,0.0029059-0.0045909i,0.00033571+0.0011489i,0.00024899+0.00032246i,-0.00012687+9.4958e-05i,-0.0018999-0.0017494i,0.0016771+0.0010523i,0.0016462+0.00091065i,0.0011497-0.0048454i,0.0043356-0.00078075i,0.0072793+0.017278i,0.015958+0.035651i,0.039658+0.019919i,0.02828-0.0040223i,-0.005256-0.012775i,0.018726-0.0049817i,0.026388+0.0085689i,0.019464+0.01399i,0.024954+0.013513i,-0.0022081+0.029015i,0.00064561-0.0039915i,-0.0018982-0.0038385i,0.0017865-0.008148i,0.0067208-0.0037781i,0.0022674+0.003424i,-0.0047164+0.013536i,-0.0062853-0.004357i,0.0055708+0.013024i,-0.0035193-0.0003782i,0.0025518+0.0027476i,-0.00010704+0.0014312i,-1.6602e-05-0.0039078i,0.0065637-0.0064057i,-0.0045692+0.00035059i,0.0043724-0.0038042i,-0.0052758+0.0036114i,-0.0022144+0.0004406i,1.4784e-05-0.00059834i,-0.0052176+0.0010884i,-0.0038217-0.001189i,-0.015683-0.0030247i,0.0014458-0.0042373i,-0.0025318+0.0032804i,-0.0016732+0.0012934i,-0.0034233+0.0043468i,0.0074931-0.00029794i,-0.009171+0.002131i,-0.0036286-0.0031563i,-0.0024631-0.00024367i,-0.0056619+0.00096375i,0.0024967-0.0048486i,0.0046928-0.00014267i,0.0021819-0.0022384i,0.0049612+0.0076989i,0.0042682+0.0022236i,0.025872+0.01182i,-0.022941+0.0020751i,-0.024787+0.024002i,-0.0015574+0.012604i,0.002976+0.0036905i,0.0032067-0.0083808i,-0.011427+0.0047356i
0.016602+0.0097418i,0.048152-0.012485i,0.007162-0.037742i,-0.0071306-0.0059363i,-0.018797-0.012921i,-0.023588-0.015993i,0.0061235-0.018608i,0.031095-0.021476i,0.0047018-0.013366i,0.0067316-0.0077781i,-0.00059987-0.0045288i,-0.0022265+0.00070722i,-0.00028644-0.0013959i,0.00013022-0.0011422i,-0.0014369-0.00058598i,0.0013997-0.0062629i,-0.0019877+0.0025207i,-0.0023869+0.0013652i,-4.9125e-06-0.00042028i,0.0017238+0.00026792i,0.0019089+0.001086i,-0.00018741+0.0011703i,0.0021721-0.00027857i,0.0037819+0.002596i,0.00039288+0.0020432i,0.00027617+0.00037381i,-0.00022657+0.00098561i,8.3767e-05-0.00027861i,0.0001102+0.00049552i,0.00045441-0.00018776i,0.00039962-0.0013619i,0.001847-0.0014852i,0.00082039-0.0012926i,0.00037507+0.00012217i,0.0023586-0.0017742i,0.0016405-0.0055372i,0.0011921+0.00092796i,0.0006129-0.00037242i,0.00021676-8.3432e-05i,-0.0028465-0.0013168i,0.0020296+0.00036801i,0.0017002+0.00025672i,-0.00023808-0.0043639i,0.0045054-0.0021334i,0.010423+0.014806i,0.022381+0.031248i,0.041168+0.012864i,0.027074-0.0097466i,-0.0069338-0.0088547i,0.019632-0.010129i,0.028017+0.0019736i,0.022892+0.0070712i,0.022749+0.0045829i,0.0033323+0.026359i,-0.0007867-0.0031889i,-0.0044717-0.0015104i,-0.0021805-0.0087373i,0.0037949-0.0046699i,0.0024229+0.0026486i,0.00052982+0.013935i,-0.0054494-0.00095964i,0.0069159+0.0098699i,-0.003573+0.0019752i,0.0039776+0.0019944i,0.00057173+0.0012028i,-0.0017915-0.0029439i,0.0044384-0.0086974i,-0.0039117+0.0015858i,0.0033403-0.0051711i,-0.0023007+0.0049446i,-0.0027433+0.00056706i,-0.00061334-0.00058231i,-0.0033431+0.0030313i,-0.0034266-0.00016684i,-0.014213+0.0024652i,-0.0002794-0.00456i,-0.00092821+0.0031824i,-0.0017345+0.0017369i,-0.0012136+0.0045163i,0.0074397-0.0036572i,-0.0071646+0.005192i,-0.004449-0.0016555i,-0.0025294-5.8426e-05i,-0.0044445+0.0022996i,0.00089266-0.0042867i,0.0040711-0.0020985i,0.0022174-0.0026885i,0.0053293+0.004548i,0.0038094+0.0023289i,0.025404+0.0067517i,-0.020699+0.0058713i,-0.01902+0.030076i,-0.0011355+0.0096756i,0.0060863+0.0040573i,0.00087871-0.0061033i,-0.010969+0.0077782i
0.017514+0.006464i,0.04446-0.020172i,0.0010253-0.037347i,-0.0073005-0.0050423i,-0.021669-0.008275i,-0.025262-0.011728i,0.0012137-0.019338i,0.027478-0.026081i,0.0025855-0.013123i,0.0041621-0.0088025i,-0.0023874-0.0032457i,-0.0015686+0.0011564i,-0.00043521-0.0007448i,-3.6503e-05-0.0013491i,-0.0014028+0.00012153i,9.2983e-05-0.0063988i,-0.0013433+0.0023044i,-0.003266+0.0024268i,8.1342e-05+0.0003578i,0.0014906-0.00057826i,0.0020618+0.00024698i,-0.00015089+0.0012905i,0.0017431-0.00088868i,0.0044958+0.00020503i,0.0016091+0.00098587i,0.00024081+0.00017847i,0.00016912+0.0010909i,0.0001973-0.00019808i,0.00040314+0.00051871i,0.00039106-0.00036245i,-0.00027608-0.0015303i,0.0010921-0.0019745i,0.00043821-0.0013974i,0.00043109-8.7087e-05i,0.0011873-0.0034068i,0.00013578-0.0060754i,0.0017109-2.3837e-05i,0.00054027-0.00024718i,0.00030532-0.00044996i,-0.0036456-0.00036168i,0.0018802-0.00038866i,0.0015299-0.00012942i,-0.0012032-0.0035629i,0.003848-0.0031335i,0.012716+0.011244i,0.0275+0.024381i,0.041948+0.0054186i,0.025119-0.014519i,-0.0060095-0.0048186i,0.018636-0.016361i,0.028226-0.0048068i,0.024762-0.0014196i,0.019902-0.0016758i,0.0091031+0.02273i,-0.0013235-0.00189i,-0.0054945+0.0017508i,-0.0065921-0.0079074i,0.0017337-0.0045878i,0.0022919+0.002456i,0.0047777+0.012508i,-0.0038045+0.0010339i,0.0066883+0.0068344i,-0.0011675+0.0039705i,0.005241+0.00089145i,0.0015827+0.00092988i,-0.0026745-0.0013871i,0.001895-0.010325i,-0.0030681+0.0022378i,0.0021723-0.0066205i,3.2968e-05+0.0039281i,-0.0032226+0.0013378i,-0.00077431-0.0004211i,-0.0013098+0.0041411i,-0.0028821+0.00031831i,-0.01083+0.0068258i,-0.0022521-0.0046245i,0.00037334+0.002383i,-0.0015438+0.0017598i,0.00040485+0.0035921i,0.005854-0.0069162i,-0.003873+0.0070877i,-0.0038395-9.1005e-05i,-0.0028853+0.00039068i,-0.0034369+0.0034237i,-0.00027118-0.0038094i,0.0028935-0.0028708i,0.0018956-0.0034309i,0.0044347+0.0034602i,0.0039119+0.0027058i,0.024548+0.0018059i,-0.018586+0.0069907i,-0.011375+0.033042i,-0.00061916+0.0087711i,0.0083298+0.0033332i,0.00037088-0.0034678i,-0.0092281+0.0096392i
0.017659+0.003065i,0.039626-0.026492i,-0.0048435-0.036388i,-0.0081339-0.0046703i,-0.022184-0.0035911i,-0.0262-0.0073528i,-0.0030808-0.018504i,0.023159-0.029801i,0.0011521-0.013023i,0.0014357-0.008829i,-0.0027398-0.0016351i,-0.0010729+0.0014568i,-0.00023468-0.00040467i,-0.0007173-0.0010957i,-0.00072521+0.00074605i,-0.0014702-0.0060708i,-0.00092351+0.0024016i,-0.0014494+0.0034992i,0.00055821+0.00040801i,0.00085348-0.0011646i,0.0019303-0.00047435i,0.00017786+0.0013066i,0.0013127-0.0012679i,0.0034424-0.0020499i,0.0011483-0.00042188i,0.00016941+5.9469e-05i,0.00069663+0.0010345i,0.00034861-0.00030527i,0.00065267+0.00023387i,0.00010727-0.00052746i,-0.00090594-0.0014432i,0.00041514-0.0021708i,-0.00024077-0.0013532i,0.00033678-0.00020543i,-0.00099555-0.0031956i,-0.0013066-0.0060811i,0.0014487-0.00081699i,0.00044696-0.00051525i,0.00044482-0.00094265i,-0.0041019+0.00080819i,0.0014642-0.00095493i,0.0014173-0.00035029i,-0.0019361-0.0025291i,0.0031213-0.0036717i,0.01464+0.0071126i,0.030071+0.016234i,0.04119-0.0019555i,0.023217-0.01948i,-0.0030806-0.0018126i,0.015277-0.022491i,0.027159-0.010709i,0.022811-0.0093128i,0.015831-0.0052418i,0.013787+0.017359i,-0.0010446-0.0017176i,-0.0046728+0.0053367i,-0.010806-0.0045313i,4.708e-05-0.0043257i,0.0024824+0.0023591i,0.008174+0.009492i,-0.0016733+0.0015616i,0.0053811+0.0052697i,0.0016466+0.0030157i,0.0062341-0.001449i,0.0023314-0.00011549i,-0.0024111+0.00060876i,-0.0015063-0.011683i,-0.0027223+0.0032393i,4.3137e-06-0.0077341i,0.00037685+0.0031141i,-0.00304+0.0024611i,-0.00090133-0.00027375i,0.0017455+0.0043299i,-0.0024991+0.00023119i,-0.0060257+0.00916i,-0.0045292-0.0036796i,0.0010352+0.0012704i,-0.0011814+0.0018495i,0.001069+0.0023785i,0.0028746-0.009401i,-0.00068395+0.0069761i,-0.0026917+0.00053618i,-0.002611+0.00099346i,-0.0020048+0.0045878i,-0.0014348-0.0028807i,0.0018105-0.0032416i,0.00077972-0.0040327i,0.0038782+0.0028502i,0.0047944+0.0022042i,0.022783-0.0024088i,-0.020137+0.0070974i,-0.0041275+0.031865i,0.00058656+0.0071091i,0.0099899+0.00064861i,0.0011288-0.0020484i,-0.006963+0.010956i
0.017398-0.00020634i,0.034463-0.031679i,-0.010494-0.034441i,-0.0089672-0.0036438i,-0.021944+0.00016002i,-0.026428-0.0031032i,-0.0063258-0.01727i,0.018448-0.033453i,-0.00028542-0.013459i,-0.00067425-0.0080947i,-0.002436-0.00039887i,-0.00026956+0.0016798i,-0.00012249-0.00016699i,-0.00071592-0.00040574i,1.9447e-05+0.00062684i,-0.0025712-0.0050737i,2.539e-05+0.0024783i,-1.1345e-05+0.0037523i,0.00076738+0.00012093i,0.00012425-0.0012239i,0.0015564-0.0010385i,0.00043678+0.0012456i,0.0007541-0.001598i,0.0017848-0.0032308i,0.0010185-0.00010874i,3.3414e-05+0.00018589i,0.0012204+0.00076335i,0.00030386-0.0004817i,0.00084921-6.7149e-05i,-0.0002789-0.00033006i,-0.0015294-0.0010349i,-0.00040738-0.0021058i,-0.00075428-0.0008698i,0.0004604-0.00034134i,-0.0016566-0.0022908i,-0.0028135-0.0056359i,0.0011616-0.0010992i,0.00012595-0.0006235i,-5.751e-05-0.0015309i,-0.0040099+0.0023064i,0.0010076-0.0012283i,0.0013357-0.00071582i,-0.0023227-0.0013834i,0.0023422-0.0043346i,0.014915+0.0022427i,0.03026+0.0081154i,0.039026-0.0089148i,0.018132-0.027228i,0.0015364-0.0019702i,0.00945-0.027028i,0.025365-0.015955i,0.019869-0.014765i,0.01274-0.005744i,0.016402+0.011023i,-0.001495-0.0016938i,-0.001525+0.0078054i,-0.013006+0.00070075i,-0.0017622-0.003723i,0.0026549+0.0022479i,0.0085144+0.0051798i,-0.00017783+0.00063322i,0.0043092+0.0044545i,0.0019217+0.0013582i,0.0056394-0.0043225i,0.0020863-0.0019365i,-0.0004257+0.0019493i,-0.0066941-0.010112i,-0.0012566+0.0049727i,-0.0032346-0.0078268i,0.0015829+0.0028585i,-0.0021356+0.0037532i,-0.00090451-7.5843e-05i,0.0049898+0.001256i,-0.0024045+0.00046267i,-0.00070695+0.0081406i,-0.0061046-0.0014215i,0.00088153+0.00016697i,-0.0012334+0.0017365i,0.0012942+0.0012795i,-0.0012864-0.010534i,0.002236+0.0054246i,-0.0022832+0.00054349i,-0.0025484+0.0014979i,0.00057854+0.0048235i,-0.0015207-0.0014439i,0.00076441-0.0030307i,-0.00026645-0.0041837i,0.0032201+0.0026171i,0.004937+0.00125i,0.020638-0.0053294i,-0.022673+0.010865i,0.00087493+0.029813i,0.00086291+0.0042346i,0.0098341-0.0019408i,0.0017161-0.0020132i,-0.0040396+0.010948i
0.016387-0.0036218i,0.028985-0.036163i,-0.015297-0.031647i,-0.0095291-0.0027219i,-0.021162+0.0037513i,-0.026003+0.00099127i,-0.0093535-0.016063i,0.012927-0.036443i,-0.0021136-0.014254i,-0.0021682-0.007076i,-0.0018882+0.00045558i,-3.6443e-05+0.0017995i,0.00020138-3.1854e-07i,-0.00041878+1.9845e-06i,0.00038362+0.00032688i,-0.0033246-0.0039165i,0.00067629+0.0019903i,0.0013442+0.00337i,0.00087468-4.6263e-05i,-0.00036883-0.00094478i,0.0010031-0.001518i,0.00062992+0.0013365i,0.00014693-0.0014842i,0.00025651-0.0033247i,0.00088926-0.00063332i,0.00014858+0.00036833i,0.0014983+0.00011695i,0.00021104-0.00058096i,0.00088865-0.00027877i,-0.00039972+0.00010676i,-0.0019281-0.00047196i,-0.0010457-0.0016156i,-0.00091286-0.00042904i,0.00047078-0.00056542i,-0.0020163-0.0019471i,-0.003597-0.0045165i,0.0011267-0.0015046i,-0.00021034-0.00048948i,-0.0010596-0.0012725i,-0.0033188+0.0038596i,0.0005361-0.0014542i,0.0011208-0.0010558i,-0.0021306-0.000204i,0.0012284-0.0045625i,0.013149-0.0017117i,0.028186+0.0012637i,0.035551-0.015068i,0.010835-0.029911i,0.0043398-0.0051297i,0.0029249-0.029134i,0.023175-0.021354i,0.017506-0.019877i,0.012328-0.0058944i,0.017782+0.0051906i,-0.0026464-0.0017657i,0.0022179+0.0080172i,-0.012166+0.0067804i,-0.0030921-0.0025403i,0.0030854+0.0022419i,0.010591+0.0041779i,-3.1218e-05-0.00078086i,0.0027725+0.0047007i,0.0021878+0.00079709i,0.0031638-0.0061795i,0.00040352-0.0029363i,0.0012877+0.001261i,-0.0092488-0.0053725i,0.0019307+0.0050485i,-0.0065083-0.0063398i,0.0023497+0.0016762i,-0.00084586+0.004633i,-0.00075521-3.5528e-05i,0.0045222-0.0028106i,-0.0025539+0.00098643i,0.0018175+0.0048055i,-0.005378+0.0010614i,0.00015923-0.00070101i,-0.0012966+0.0024022i,0.0010788+0.00017177i,-0.0062517-0.0094888i,0.00328+0.0025469i,-0.0024163+0.00054117i,-0.0020661+0.0024073i,0.0026143+0.0037665i,-0.00074795-0.0010891i,0.0003935-0.0022773i,-0.0013071-0.0040631i,0.002525+0.0031544i,0.0045184+0.00041563i,0.019719-0.007829i,-0.022658+0.016506i,0.0061273+0.027059i,-0.00067734+0.001436i,0.0088567-0.0047301i,0.0015329-0.0015277i,-0.0020364+0.0091919i
0.014426-0.0064223i,0.023172-0.039882i,-0.019755-0.028404i,-0.010159-0.0019284i,-0.019705+0.0067733i,-0.024923+0.0048484i,-0.012346-0.01435i,0.0066408-0.038181i,-0.0046632-0.014815i,-0.0037095-0.0060313i,-0.0011312+0.00092815i,0.00088948+0.0014905i,0.00058438-7.6498e-05i,-0.00010506+0.00017881i,0.00061576-1.4108e-05i,-0.0034755-0.002893i,0.0012242+0.0014058i,0.002353+0.0025983i,0.00095918-0.00051941i,-0.00053469-0.00063469i,0.00023688-0.0014771i,0.0012567+0.0012282i,-0.00017132-0.0012669i,-0.00069478-0.0030087i,0.00062891-0.00097829i,0.00031487+0.0003527i,0.0012021-0.0005424i,8.5025e-05-0.00065277i,0.00074509-0.0003718i,-0.00027497+0.00043141i,-0.0021283+0.00036061i,-0.0012622-0.0010521i,-0.0007575-4.1474e-05i,0.00023203-0.00083462i,-0.0027954-0.0011416i,-0.0041808-0.0033913i,0.0003524-0.0019557i,-0.00040157-0.0002229i,-0.00114-0.00039093i,-0.0021174+0.0050212i,-0.00019658-0.0014076i,0.00066805-0.0013331i,-0.0013408+0.00078086i,0.00024947-0.0041713i,0.010918-0.0044306i,0.024668-0.0036873i,0.03111-0.019785i,0.0038841-0.030418i,0.0047314-0.0081569i,-0.0038793-0.029422i,0.020089-0.027115i,0.013809-0.025072i,0.012882-0.0074038i,0.017537-0.0019219i,-0.0044017-0.0010458i,0.005245+0.0064434i,-0.0086502+0.011288i,-0.0037515-0.0012479i,0.0034572+0.0021407i,0.0097079+0.0016691i,-0.00089629-0.0012875i,0.0027145+0.0059602i,0.0026938-0.00042221i,0.00057716-0.0060405i,-0.00094289-0.002673i,0.0019528+0.00010212i,-0.0091328-0.0009436i,0.0043631+0.0033357i,-0.0093389-0.0032582i,0.002083+0.00055348i,0.0012358+0.0047957i,-0.0010197-5.2566e-05i,0.0018499-0.0053956i,-0.0023698+0.0015861i,0.0017818+0.0017708i,-0.0043038+0.0030457i,-0.00093376-0.00074291i,-0.0013618+0.0026036i,5.754e-05-0.00044805i,-0.0091687-0.0061956i,0.0026465+0.00060744i,-0.0023722+0.00047715i,-0.00088059+0.0026333i,0.0034814+0.0022004i,-0.00054945-0.00091007i,0.00093419-0.001853i,-0.0021079-0.003451i,0.0035645+0.0043746i,0.0037336+0.00012635i,0.017837-0.011289i,-0.0207+0.022279i,0.0077984+0.022868i,-0.0040289+4.115e-05i,0.0050838-0.0062299i,0.0020979-0.0015688i,-0.0018994+0.0071911i
0.012406-0.0083491i,0.017008-0.043118i,-0.023528-0.024374i,-0.010991-0.00092957i,-0.018408+0.00886i,-0.023281+0.0086145i,-0.014689-0.012033i,0.00037041-0.03873i,-0.0076196-0.0146i,-0.0052491-0.0045272i,-0.00029614+0.00078655i,0.0014506+0.0012043i,0.00093087-0.00021041i,0.00032668+0.00020738i,0.00065014-0.00044445i,-0.0033242-0.0022013i,0.0020607+0.00023277i,0.0029274+0.001503i,0.00051345-0.001112i,-0.00050721-0.0003211i,-0.00023736-0.0012795i,0.0019596+0.00063587i,-0.00027801-0.0011732i,-0.0013367-0.0026659i,0.00016584-0.0013577i,0.00050832+0.00023678i,0.00081646-0.00082315i,-8.6377e-05-0.00054637i,0.00058249-0.00051496i,0.00016603+0.00072201i,-0.0019288+0.0012621i,-0.0013984-0.00067695i,-0.00066879+0.00021548i,-0.00014282-0.00080508i,-0.0027584+0.00035271i,-0.0042866-0.0020676i,-0.00050677-0.0016798i,-0.00049902+1.3696e-05i,-0.00082857-0.0001685i,-0.00015155+0.0055749i,-0.00045278-0.001178i,0.00025187-0.0014727i,-0.00039528+0.0012049i,2.8106e-05-0.0036527i,0.0091476-0.006208i,0.021586-0.0064297i,0.026698-0.023039i,-0.002423-0.029023i,0.0037348-0.010507i,-0.01068-0.027143i,0.01539-0.032295i,0.0091682-0.028627i,0.013266-0.0094914i,0.01422-0.007978i,-0.005908+0.0011516i,0.0069642+0.0038091i,-0.0038087+0.013633i,-0.0043343+0.00026736i,0.004217+0.0020807i,0.0090107-0.00066448i,-0.0015713-0.0013149i,0.0037617+0.007117i,0.0019993-0.0017185i,-0.00081106-0.0052977i,-0.0021202-0.0018694i,0.0019632-0.00077351i,-0.0073884+0.002009i,0.005569+0.00079949i,-0.0099574+0.0027588i,0.0014886+0.00051828i,0.0029802+0.0036122i,-0.001062+0.00037709i,-0.0013736-0.0063486i,-0.001732+0.0015825i,0.00026469+0.00044907i,-0.0031423+0.0042507i,-0.0017293+0.0001626i,-0.00084495+0.0025131i,-0.00064691-0.00028504i,-0.010283-0.0025726i,0.0016816-0.00038963i,-0.0027328+0.00061814i,-9.3814e-06+0.0023087i,0.0042249+0.00067252i,-0.00014011-0.00075464i,0.0015047-0.0022878i,-0.0027929-0.0031183i,0.005294+0.0039333i,0.0035252-7.8533e-06i,0.015368-0.013703i,-0.016895+0.028697i,0.0095735+0.019911i,-0.0076714+0.00096962i,0.0015819-0.0045256i,0.002021-0.0022536i,-0.0025059+0.0060628i
0.010605-0.010055i,0.0098796-0.046123i,-0.02641-0.020306i,-0.011699+0.00071384i,-0.017185+0.011598i,-0.020658+0.011904i,-0.016603-0.009512i,-0.0057541-0.038781i,-0.010872-0.013514i,-0.0072226-0.0021676i,7.1005e-05+0.00043426i,0.0020117+0.00041495i,0.0012254-0.00034054i,0.00086932-0.00029522i,0.00041891-0.00084564i,-0.0035024-0.0016019i,0.0023473-0.0018786i,0.0030589+0.00049825i,-0.00017442-0.0010021i,-0.00023488-0.00017452i,-0.00063737-0.0010087i,0.0020745-0.00033716i,-0.00057219-0.0011249i,-0.0016616-0.002604i,-0.00031994-0.0014567i,0.00063779+2.1819e-05i,0.00037876-0.00099932i,-0.00015091-0.00038918i,0.0004316-0.0004302i,0.00086728+0.00064992i,-0.0012728+0.0020886i,-0.0016542-0.00022991i,-0.00022192+0.00035782i,-0.00034753-0.00073212i,-0.0018645+0.001038i,-0.0041922-0.0010053i,-0.00085452-0.0011094i,-0.00035265+0.0003024i,-0.00088074-8.212e-05i,0.0019952+0.0052017i,-0.00054412-0.0009959i,-0.00022469-0.0016395i,0.0005482+0.00079426i,3.1855e-05-0.0037556i,0.0070834-0.007968i,0.019669-0.008672i,0.022214-0.025626i,-0.0075965-0.025897i,0.0031487-0.011913i,-0.016034-0.022211i,0.0094713-0.036767i,0.0046788-0.032195i,0.013351-0.013227i,0.0092853-0.011354i,-0.005699+0.004444i,0.0073364+0.0008265i,0.00057384+0.013498i,-0.0042963+0.0020486i,0.0054168+0.0014377i,0.0077619-0.0025574i,-0.0024356-0.0013616i,0.006565+0.0074945i,0.0010066-0.0016505i,-0.0018275-0.0045391i,-0.002637-0.00080537i,0.001929-0.0014832i,-0.0057728+0.0036987i,0.0053786-0.0020995i,-0.0068429+0.0050341i,0.0021013+0.00098574i,0.0038282+0.0021573i,-0.00092335+0.00037879i,-0.0047134-0.005249i,-0.0019355+0.0015894i,-0.00069982+0.0011421i,-0.0015043+0.0048954i,-0.0015494+0.00098298i,-0.00060439+0.0032529i,-0.0008587-0.00012122i,-0.010324+0.00047672i,0.00065706-0.00071665i,-0.0033256+0.0015972i,0.00012657+0.0019688i,0.0041806-0.0020477i,-5.7961e-05-0.0014562i,0.0016555-0.0030876i,-0.0036517-0.0022718i,0.0063858+0.0024769i,0.0037656-0.00032832i,0.012473-0.015587i,-0.0092623+0.032897i,0.011261+0.016667i,-0.009952+0.0036139i,6.6008e-05-0.00163i,0.0013511-0.0021084i,-0.0032149+0.0057092i
