-0.0010981-0.041644i,-2.375e-05-0.046605i,-0.0075363-0.046861i,-0.030944-0.022436i,-0.023019+0.01066i,-0.036962-0.032944i,-0.063051-0.057315i,-0.019786-0.070262i,-0.026274-0.048558i,-0.00024464+0.015985i,-0.010716+0.012288i,-0.014857+0.012509i,0.0038718+0.014077i,-0.0027271-0.0018891i,0.0019999+0.0064698i,-0.0011453+0.033643i,0.023318+0.053387i,0.0012365-0.00070432i,-0.0031613-0.0097503i,0.0073688+0.0048484i,0.0018031+0.0011197i,-0.00019646+0.0040012i,-0.00020471-0.00048508i,-0.035888-0.010708i,-0.0029647-0.0069406i,-0.0012028+0.0048699i,0.0032994+0.00057788i,-0.00035524+0.00046695i,0.00075046-0.0006619i,9.4524e-05-0.0024157i,-0.0016538-0.005799i,-0.0030993-0.0061339i,-0.0017905-0.0065664i,0.0033046-0.00030688i,0.0031161-0.0018135i,-0.0052997+0.038373i,0.0066174-0.0044788i,0.0035443-0.00054307i,0.004662-0.00016755i,-0.015733-0.0034968i,-0.00086891-1.2417e-05i,0.010614+0.0012557i,0.0034993+0.0014025i,-0.0045277+0.0013745i,-0.0003116+0.0096795i,-0.0057532+0.017748i,0.025316-0.081037i,-0.00019393-0.054736i,-0.022639-0.042478i,-0.01859-0.037931i,0.063485-0.015449i,0.029988-0.056882i,0.03871-0.044543i,0.032772-0.052401i,0.019171-0.015918i,0.00744+0.011998i,0.025945-0.033716i,-0.006944-0.0052804i,0.0031266-0.0010817i,-0.0028114-0.0053797i,0.0056472-0.032458i,-0.025358+0.031267i,0.0091862-0.010515i,-0.011965-0.0022602i,-0.0046738-0.0014348i,-0.00048885-0.014937i,-0.0093699+0.0046689i,0.0034123+0.0066848i,-0.013194+0.029545i,0.0055631+0.0067428i,-0.0064513-0.0035069i,-0.0012105-0.0020748i,-0.01149-0.0064451i,0.00031827-0.0038533i,-0.035769+0.0030426i,0.0013514-0.012584i,-0.009455-0.0029165i,-0.0071092-0.0032666i,0.0068152+0.0021028i,-0.0092611+0.0021369i,0.00020517+0.0016913i,0.0059805+0.009896i,0.004798+0.00086273i,-0.0086176-0.010946i,0.0016031+0.008434i,-0.019461+0.0033993i,0.0071165+0.0031025i,-0.028088-0.0082582i,-0.037719-0.001374i,0.025145-0.078773i,0.013934-0.009262i,-0.042389-0.030965i,-0.024056-0.0066056i,0.017598+0.0122i,-0.02727+0.011001i,-0.01241-0.010556i
0.013865+0.014643i,0.049631+0.0040424i,0.022003-0.034517i,-0.004901-0.0087118i,-0.010172-0.017853i,-0.017798-0.023283i,0.014209-0.012978i,0.037131-0.013052i,0.010245-0.012757i,0.010189-0.0025997i,0.0026307-0.0036807i,-0.0020604-0.0011563i,0.0013507-0.0021055i,0.00041463-0.0014489i,-0.0013054-0.0012213i,0.0028916-0.005197i,-0.0041969+0.00090179i,-0.0016113-0.00067576i,0.0016018-0.0003029i,0.00085996+0.0016022i,0.00093291+0.0017314i,-0.00048547+0.00081239i,0.0018735+0.0012726i,7.7343e-05+0.0039415i,-0.0017205+0.001319i,-0.00050276+0.00075742i,-0.00095253-5.9505e-05i,-2.2119e-05-0.00071036i,-0.00026277+9.9034e-05i,-4.3178e-05-0.00045033i,0.0011741-0.00014987i,0.0016826+0.00038493i,0.0015315-7.1557e-05i,0.00032061-5.0484e-05i,0.001489+9.6117e-06i,0.0022126-0.0028311i,-0.00017491+0.0010244i,0.00030451+0.00029525i,-0.00037858-0.00031146i,-0.001109-0.0011526i,0.0010899+0.001272i,0.0011623+0.0014727i,0.0036784-0.0052874i,0.0033093+1.8392e-05i,0.0043428+0.018751i,0.0095076+0.037552i,0.037035+0.029261i,0.030017+0.00098107i,-0.0020778-0.016093i,0.016931-0.00042354i,0.022181+0.013816i,0.013119+0.019705i,0.019961+0.023759i,-0.0098871+0.032561i,0.0031982-0.0041638i,0.0015166-0.0046523i,0.0048752-0.0057437i,0.0094174-0.0012932i,0.0013395+0.0043575i,-0.010451+0.010206i,-0.0045363-0.0088774i,0.0031125+0.014697i,-0.0032327-0.0018564i,0.0010434+0.0021343i,-0.0014438+0.0013441i,0.0022197-0.0036092i,0.0065677-0.0025308i,-0.0034345-0.00079688i,0.0042376-0.0012782i,-0.0064156+5.7818e-05i,-0.0016812+0.00060289i,0.00050617+0.00019882i,-0.0057577-0.0021862i,-0.0037876-0.0023064i,-0.01482-0.0093899i,0.003595-0.0032608i,-0.0037607+0.0024563i,-0.0016053+0.0014737i,-0.0054199+0.0034902i,0.0056976+0.0019827i,-0.0092553-0.0015566i,-0.0025489-0.0044727i,-0.0028773-0.00062685i,-0.0058289-0.0011776i,0.0053122-0.0043314i,0.0041148+0.0012035i,0.0027222-0.0019656i,0.0028848+0.009069i,0.0056795+0.0016676i,0.026397+0.019198i,-0.023041-0.0029681i,-0.02812+0.016961i,-0.0051837+0.016971i,0.001439+0.0012014i,0.0060876-0.0083569i,-0.0096358+0.0032629i
0.015056+0.012483i,0.049387-0.004247i,0.014912-0.037496i,-0.0064023-0.0071413i,-0.014502-0.01604i,-0.020682-0.01948i,0.010063-0.016222i,0.033589-0.018454i,0.0072847-0.013592i,0.0091683-0.0055997i,0.00087449-0.0046137i,-0.0021892-0.00032237i,0.00033663-0.0020079i,0.00021305-0.0013148i,-0.0012233-0.00081584i,0.0021082-0.0056242i,-0.0031824+0.0017769i,-0.0020031+7.9757e-05i,0.00087164-0.00085803i,0.0014425+0.0011709i,0.0014747+0.0015209i,-0.00023921+0.0010128i,0.0021728+0.0006365i,0.0017538+0.003673i,-0.00061324+0.0018414i,-2.1482e-05+0.00065645i,-0.00099805+0.0005093i,1.1781e-06-0.0004838i,-2.7551e-06+0.00050009i,0.00018431-6.2486e-05i,0.00098313-0.00089193i,0.0019511-0.00030706i,0.0015585-0.0004543i,0.00024948-1.0997e-05i,0.0019292-0.0006316i,0.002579-0.0035685i,0.00025561+0.0012527i,0.00044235-0.00035573i,-0.00010965+6.3005e-05i,-0.0017228-0.0014818i,0.0013675+0.0008192i,0.001572+0.000963i,0.0016327-0.0052743i,0.0041703-0.00056491i,0.0081957+0.017043i,0.015236+0.034995i,0.040219+0.021774i,0.030043-0.0057251i,-0.0057308-0.012478i,0.018818-0.0046772i,0.025382+0.0079145i,0.017439+0.013504i,0.022495+0.013949i,-0.0017606+0.029776i,0.0015445-0.0045194i,-0.0022907-0.0038754i,0.0025408-0.0079554i,0.0069783-0.0037423i,0.0021307+0.0036515i,-0.0048283+0.013702i,-0.0062718-0.0047679i,0.005603+0.012365i,-0.0036314-0.00043878i,0.002442+0.0020843i,-0.00024648+0.0018037i,-6.9121e-05-0.0038761i,0.0064754-0.006141i,-0.0041691+7.9235e-05i,0.0043763-0.0034941i,-0.0060264+0.0027701i,-0.0020054+0.00023731i,0.00013985-0.00064392i,-0.0051698+0.0012771i,-0.0039582-0.0012074i,-0.015551-0.0026052i,0.0015329-0.004217i,-0.0020951+0.0031068i,-0.0019292+0.00080797i,-0.0035656+0.0049174i,0.007203-0.00047818i,-0.0087078+0.0020543i,-0.0037721-0.003045i,-0.0024629-0.00024481i,-0.0056311+0.0012465i,0.0023618-0.0050425i,0.0045347-0.00071647i,0.0025144-0.0024264i,0.0053502+0.0074126i,0.0044255+0.0013213i,0.026297+0.011864i,-0.022481+0.0019353i,-0.026281+0.024367i,-0.0013772+0.013401i,0.0032354+0.003989i,0.0034595-0.0079024i,-0.011365+0.0050992i
0.016698+0.0099743i,0.047339-0.012745i,0.0072197-0.037896i,-0.0070528-0.0055945i,-0.018584-0.013122i,-0.023062-0.015535i,0.0056832-0.018149i,0.029842-0.022842i,0.0044823-0.013772i,0.0069943-0.0077152i,-0.0012265-0.0044712i,-0.0019938+0.00054477i,-0.00029315-0.0014377i,0.0001654-0.0012158i,-0.00134-0.00049037i,0.0012451-0.0060928i,-0.0020881+0.0021709i,-0.0017747+0.0015405i,7.2119e-05-0.00060843i,0.0017037+0.00034881i,0.0019008+0.0008282i,-0.00020041+0.0010611i,0.0021702-0.00013468i,0.0033361+0.0024075i,0.00068405+0.0017761i,0.00023952+0.00039544i,-0.00068106+0.0011513i,2.4644e-05-0.00030749i,0.00014475+0.00054378i,0.00046154-0.00012482i,0.00045413-0.0013682i,0.0016586-0.0012314i,0.0011523-0.0013019i,0.000328+5.9115e-05i,0.0017395-0.0018786i,0.0014549-0.0049134i,0.001126+0.0010175i,0.00085522+0.0002698i,0.00017158-0.00011763i,-0.0025501-0.0011495i,0.0016219+0.00025018i,0.0016378+0.00030213i,0.00024178-0.0047492i,0.0043436-0.0019852i,0.011399+0.014411i,0.021537+0.030934i,0.042355+0.013902i,0.028451-0.012356i,-0.0070637-0.0084581i,0.019771-0.0098822i,0.026674+0.0016298i,0.020591+0.0077007i,0.021544+0.0066388i,0.0040849+0.026821i,-0.00043809-0.0040373i,-0.0048108-0.00129i,-0.0014454-0.0090396i,0.0040816-0.0049084i,0.0022888+0.0028937i,0.00072922+0.014061i,-0.0056104-0.0013448i,0.0065555+0.0092655i,-0.0036626+0.0020054i,0.003458+0.0010938i,0.00062126+0.0015713i,-0.0018787-0.0028179i,0.0045027-0.0082156i,-0.003757+0.0011422i,0.0034874-0.0049107i,-0.0031805+0.0049285i,-0.0025719+0.00021326i,-0.00055384-0.00064249i,-0.0033361+0.0031496i,-0.0035561-0.00021232i,-0.013751+0.0026652i,-0.00020401-0.0045083i,-0.00082016+0.0030465i,-0.0022281+0.0014221i,-0.0010938+0.0049432i,0.0072457-0.0035984i,-0.0068681+0.0049719i,-0.0040726-0.0017525i,-0.0024562-0.00022717i,-0.0043427+0.0027011i,0.00080322-0.0042923i,0.0037107-0.0022785i,0.0023946-0.0029055i,0.0055665+0.0042376i,0.0037904+0.0013812i,0.025739+0.0066352i,-0.02033+0.0056784i,-0.020789+0.031599i,-0.00059145+0.010165i,0.006452+0.0043662i,0.00093472-0.0061688i,-0.010992+0.0078618i
0.017749+0.0066503i,0.043659-0.020107i,0.00079329-0.037396i,-0.0071325-0.0047353i,-0.021501-0.0085359i,-0.024696-0.011301i,0.00094469-0.018813i,0.025404-0.026635i,0.0024337-0.013243i,0.0044515-0.0088695i,-0.0030439-0.0028514i,-0.0013894+0.00089129i,-0.00042436-0.00079426i,7.5282e-05-0.0014592i,-0.0012591+0.00013868i,5.6672e-06-0.0063596i,-0.0015591+0.0020643i,-0.007472-9.633e-05i,0.00010224+0.00013161i,0.0014837-0.00051611i,0.0019509+0.00019256i,-0.00019517+0.0012349i,0.0017919-0.0007971i,0.0041046+0.00024267i,0.0015718+0.0007373i,0.00022005+0.00019455i,0.00018773+0.0014176i,0.0001978-0.0002707i,0.00046492+0.00058449i,0.00040499-0.00034037i,-0.00014081-0.0015681i,0.0010628-0.0017074i,0.00053723-0.0014371i,0.00039427-0.00014809i,0.00052439-0.0030908i,-0.00020181-0.0056173i,0.0016814+0.00020647i,0.00080548-3.0408e-05i,0.00015124-0.00046479i,-0.0032108-0.00028858i,0.0015134-0.00030173i,0.0014696-8.8133e-05i,-0.00076292-0.0040837i,0.0037052-0.0029516i,0.013623+0.010403i,0.026745+0.024358i,0.043193+0.0057103i,0.025699-0.018538i,-0.0058677-0.0044471i,0.018723-0.016285i,0.026743-0.0045909i,0.022848+0.00039745i,0.020457+0.00059381i,0.010039+0.022881i,-0.0013078-0.0027788i,-0.0056211+0.0021996i,-0.0062927-0.0086449i,0.0016347-0.004948i,0.0022373+0.0028103i,0.0053545+0.012902i,-0.0041206+0.00086547i,0.0060638+0.0064267i,-0.001111+0.0040712i,0.0048715-3.3644e-07i,0.0017302+0.0011446i,-0.0027289-0.0013379i,0.0023919-0.0096445i,-0.0032131+0.0018919i,0.002506-0.0067694i,-0.00051579+0.0042588i,-0.0032858+0.00085419i,-0.00076223-0.00048423i,-0.0014066+0.004164i,-0.00311+0.00027938i,-0.010387+0.0068615i,-0.0020755-0.0044753i,0.0001463+0.0025907i,-0.0020141+0.0017945i,0.00077231+0.0036513i,0.00575-0.0070204i,-0.0038738+0.0064612i,-0.0037046-0.00026638i,-0.0028104+6.1629e-05i,-0.0032985+0.0039466i,-4.5855e-05-0.0035635i,0.0026459-0.0026807i,0.0021904-0.0037365i,0.0045371+0.003472i,0.0037369+0.0015677i,0.024745+0.0016316i,-0.018402+0.0065253i,-0.011621+0.035274i,-3.5546e-05+0.0089796i,0.0087542+0.0031854i,0.00027885-0.0036874i,-0.0090459+0.0097447i
0.017973+0.0031652i,0.039028-0.026253i,-0.005273-0.036215i,-0.0078539-0.0044444i,-0.02209-0.0038206i,-0.025509-0.0070684i,-0.0032539-0.017985i,0.021269-0.029621i,0.0013096-0.012936i,0.0017727-0.0089586i,-0.0030681-0.00098628i,-0.0011366+0.0010787i,-0.00027708-0.00044419i,-0.00058934-0.0012225i,-0.00065561+0.00068673i,-0.001563-0.0058819i,-0.001134+0.002358i,-0.0028929+0.0032387i,0.00046995+0.00021323i,0.00082354-0.0011021i,0.0018619-0.00037965i,0.00015328+0.0012932i,0.0013835-0.0012073i,0.0033758-0.00179i,0.0010362-0.00046561i,0.0001595+9.6676e-05i,0.0008932+0.0012264i,0.00032982-0.0003506i,0.00070246+0.00024117i,0.00015217-0.00056942i,-0.00074309-0.0015315i,0.00041715-0.0019067i,-0.00011677-0.0014674i,0.00026901-0.00023216i,-0.0012361-0.0026191i,-0.0016169-0.0056323i,0.0015273-0.00068073i,0.00065405-0.00057565i,0.00013579-0.00080341i,-0.0035234+0.00087165i,0.0012548-0.00071952i,0.0014077-0.00031279i,-0.0017328-0.0032566i,0.0030236-0.0034823i,0.01541+0.0059634i,0.029454+0.016589i,0.04225-0.0023906i,0.019576-0.028472i,-0.0026369-0.0016699i,0.015259-0.022339i,0.025717-0.010135i,0.022114-0.0068254i,0.017515-0.0036023i,0.014456+0.017218i,-0.001351-0.002488i,-0.00445+0.0059237i,-0.011313-0.0054435i,-0.0002438-0.004566i,0.0024758+0.0026718i,0.0092936+0.0097608i,-0.002085+0.0016796i,0.0046147+0.0048279i,0.0019288+0.0029789i,0.0057419-0.0019399i,0.0024549-8.2259e-05i,-0.0024371+0.00063063i,-0.00094545-0.011414i,-0.0031094+0.002997i,0.00014086-0.0084805i,9.4667e-05+0.0036475i,-0.0033441+0.0020334i,-0.00098675-0.00030277i,0.0015657+0.0043996i,-0.0028003+0.00033519i,-0.0056809+0.0088938i,-0.0040712-0.0033768i,0.0010102+0.0015581i,-0.0016524+0.0020532i,0.0014278+0.0020834i,0.002734-0.009794i,-0.0012186+0.0063552i,-0.0026964+0.00043606i,-0.0026943+0.00076641i,-0.0016882+0.0050576i,-0.00091574-0.0028349i,0.0017778-0.0028657i,0.0012667-0.0044529i,0.0039935+0.0031474i,0.0038715+0.001393i,0.022851-0.0026922i,-0.020309+0.0065656i,-0.0034358+0.034104i,0.001076+0.007124i,0.0098683+0.00029787i,0.0009244-0.0021355i,-0.0067449+0.010695i
0.017644-0.0001471i,0.034046-0.031408i,-0.010874-0.033679i,-0.0086955-0.0036031i,-0.021935-2.5493e-05i,-0.025602-0.0030226i,-0.0064183-0.016764i,0.01699-0.032865i,0.00019771-0.013236i,-0.00048194-0.0083489i,-0.0023837+6.9907e-05i,-0.00091226+0.0014274i,-0.00022141-0.00014527i,-0.00064496-0.00056837i,2.7481e-05+0.00056734i,-0.0027533-0.0047816i,-0.00022299+0.0025688i,-0.0010802+0.0038588i,0.00061793+1.0609e-05i,0.00018105-0.0011823i,0.0016047-0.00095982i,0.00044519+0.0011756i,0.00080861-0.0015983i,0.0019912-0.002985i,0.0010519-0.00031396i,6.5437e-05+0.00024431i,0.001503+0.00074507i,0.00029512-0.00046811i,0.00084495-0.00012489i,-0.00023293-0.00043657i,-0.0014396-0.001167i,-0.00027872-0.0018196i,-0.00072448-0.0011178i,0.00037965-0.00029905i,-0.0016123-0.0017798i,-0.0026951-0.0052035i,0.0012393-0.0010419i,0.0001993-0.00073793i,-0.00019715-0.0012034i,-0.0033283+0.0021543i,0.00091286-0.00099117i,0.0013299-0.00065394i,-0.0024303-0.0019407i,0.0024651-0.004243i,0.015418+0.00088357i,0.029765+0.0086901i,0.039867-0.01002i,0.014399-0.017841i,0.0021799-0.0021865i,0.0094431-0.026648i,0.024002-0.014848i,0.020675-0.012404i,0.015149-0.0052615i,0.016603+0.010731i,-0.0021766-0.002399i,-0.0011063+0.0081655i,-0.014185+0.00022099i,-0.0021381-0.0036143i,0.002791+0.0026298i,0.01085+0.0035709i,-0.00036425+0.00084904i,0.0036476+0.0044539i,0.0021401+0.0011958i,0.0047985-0.00423i,0.0022921-0.0021503i,-0.00039355+0.0019257i,-0.0063562-0.01018i,-0.001725+0.0050674i,-0.0032697-0.0095634i,0.0016126+0.0034433i,-0.0030867+0.003598i,-0.0009706+4.4513e-05i,0.0049117+0.0014075i,-0.0025537+0.0006747i,-0.00072406+0.0078401i,-0.0047816-0.001282i,0.00097318+0.00036874i,-0.0018407+0.0019973i,0.0014766+0.00080799i,-0.0015757-0.010954i,0.0013467+0.0056831i,-0.0024253+0.00037618i,-0.0026013+0.001424i,0.00089672+0.0051492i,-0.0010859-0.0015016i,0.0011083-0.0028328i,0.0003492-0.0047744i,0.0036725+0.0028246i,0.0037681+0.00091654i,0.020534-0.0056013i,-0.022854+0.010541i,0.0041914+0.031929i,0.0011206+0.0041173i,0.0090289-0.0023286i,0.00168-0.0018973i,-0.0039842+0.010667i
0.016635-0.0034838i,0.028712-0.035821i,-0.015362-0.030878i,-0.0092993-0.0027808i,-0.02122+0.0036314i,-0.025251+0.00088165i,-0.0093157-0.015524i,0.011503-0.035539i,-0.0011825-0.014264i,-0.0019762-0.0073285i,-0.0016346+0.00065521i,0.00069915+0.0010908i,8.4759e-05+1.0312e-05i,-0.00040305-0.0001265i,0.00036946+0.00027998i,-0.0033036-0.0035402i,0.00048801+0.0022354i,0.00092584+0.0040244i,0.00067773-7.097e-05i,-0.00029599-0.00095754i,0.0011145-0.0014844i,0.00057575+0.0012392i,0.0001638-0.0015344i,0.00053022-0.0033077i,0.00078686-0.00079676i,0.00022212+0.00039902i,0.0016284-7.3416e-05i,0.00021997-0.00055032i,0.00089341-0.00028791i,-0.00042043-8.518e-07i,-0.0018814-0.00055375i,-0.00076344-0.0014676i,-0.00099471-0.00061489i,0.00045792-0.00050804i,-0.0018626-0.0014519i,-0.0034894-0.0045126i,0.0010999-0.0014827i,-0.00018133-0.00061277i,-0.00096459-0.0010034i,-0.0027844+0.0035841i,0.00053931-0.0011843i,0.0010626-0.0010081i,-0.0024372-0.00058755i,0.0014016-0.0045436i,0.013278-0.0032914i,0.028019+0.0018433i,0.035857-0.016516i,0.011234-0.025779i,0.0049432-0.0058351i,0.0031334-0.028752i,0.022256-0.019644i,0.019368-0.018536i,0.014609-0.0067413i,0.017782+0.0050202i,-0.0035278-0.0020441i,0.0026797+0.0080763i,-0.013477+0.0071763i,-0.0034093-0.0021792i,0.0033648+0.0026304i,0.010625+0.0082355i,2.2074e-06-0.00058743i,0.0025041+0.0049702i,0.0022003+0.0006627i,0.00232-0.0056774i,0.00061907-0.0033846i,0.0013384+0.0011779i,-0.0091157-0.0057209i,0.0016544+0.0053709i,-0.0083855-0.007399i,0.0027251+0.0021093i,-0.0013467+0.0053733i,-0.00079579+8.3699e-05i,0.0044652-0.0027728i,-0.0024091+0.001126i,0.001593+0.0045841i,-0.0034347+0.0015415i,0.00030892-0.0006121i,-0.0020594+0.0027079i,0.00095801-0.00016769i,-0.0064882-0.0096609i,0.0031443+0.0033192i,-0.0026015+0.00050765i,-0.0021547+0.0022431i,0.0029848+0.003829i,-0.00044237-0.0012047i,0.00085763-0.0023398i,-0.00084587-0.0049489i,0.003045+0.0031165i,0.0036922+0.00062707i,0.019517-0.0080193i,-0.023015+0.016355i,0.013177+0.017676i,-0.00057095+0.0011942i,0.007337-0.0035091i,0.0017743-0.0015306i,-0.002181+0.0089582i
0.014759-0.0062804i,0.023033-0.039538i,-0.019649-0.027877i,-0.0099427-0.0020373i,-0.019792+0.0066323i,-0.024209+0.0046512i,-0.01222-0.013818i,0.005382-0.037125i,-0.0038226-0.015229i,-0.0031087-0.0066066i,-0.0008151+0.00092686i,0.00078722+0.0012779i,0.00045111-0.00022398i,-0.0001259+0.0001159i,0.00056423-3.0368e-05i,-0.0033986-0.0025717i,0.00097437+0.0017762i,0.0025279+0.0031302i,0.00076866-0.00040464i,-0.00047799-0.00069473i,0.00037389-0.0015111i,0.0011911+0.0012221i,-0.00020998-0.0012931i,-0.0004623-0.0030671i,0.00050039-0.0010664i,0.00040121+0.00032523i,0.0012669-0.00062344i,0.00011824-0.00064012i,0.00079796-0.00032903i,-0.00030968+0.00036081i,-0.002148+0.00025365i,-0.00088502-0.00095472i,-0.00082275-0.00015171i,0.00025068-0.00084197i,-0.0023678-0.0007071i,-0.0043275-0.0032348i,0.000344-0.0018441i,-0.00042661-0.00034948i,-0.0010084-0.00026394i,-0.0014214+0.0048695i,-5.057e-05-0.0011617i,0.00059663-0.0012907i,-0.0017796+0.00063251i,0.00045542-0.004163i,0.0106-0.0058976i,0.024746-0.0033296i,0.030716-0.021165i,0.0053184-0.027918i,0.0050529-0.0092029i,-0.0037086-0.029218i,0.020007-0.024944i,0.015712-0.025085i,0.01407-0.0092196i,0.017422-0.0018481i,-0.0050977-0.00077167i,0.0055971+0.0062174i,-0.0095294+0.012197i,-0.0038463-0.00085404i,0.0040567+0.0024169i,0.010513+0.0022607i,-0.00077581-0.0011533i,0.0027874+0.0063297i,0.0026961-0.00038976i,0.00019677-0.0052461i,-0.0008641-0.0031417i,0.0020124-6.7673e-05i,-0.0090561-0.0013143i,0.0043417+0.0037638i,-0.010579-0.0030538i,0.0023174+0.00073067i,0.0015811+0.0050655i,-0.001045+6.8593e-05i,0.0019955-0.0054668i,-0.0020044+0.0014964i,0.0014562+0.0016809i,-0.0030349+0.0033826i,-0.00086585-0.00084666i,-0.0020311+0.0021343i,-0.00013346-0.00051256i,-0.0094946-0.0062469i,0.0029138+0.00098466i,-0.0025865+0.00066425i,-0.0010755+0.0024446i,0.0041067+0.0019034i,-0.00055999-0.00099854i,0.0012452-0.0021389i,-0.0019995-0.0041766i,0.0039044+0.0040146i,0.0035196+0.000488i,0.017513-0.011342i,-0.021069+0.02219i,0.0045551+0.021788i,-0.0040878-0.0003647i,0.0051249-0.0049724i,0.0024274-0.001716i,-0.0021088+0.0072142i
0.01275-0.008242i,0.016867-0.042847i,-0.023238-0.023784i,-0.010897-0.001109i,-0.018477+0.0087502i,-0.022563+0.0082076i,-0.014579-0.011546i,-0.00030938-0.037449i,-0.007026-0.015509i,-0.0044003-0.0057383i,-7.3296e-05+0.00065045i,0.0012967+0.0011071i,0.00098595-0.00022894i,0.00024949+0.00017491i,0.00062693-0.00039022i,-0.0033164-0.0020488i,0.0017555+0.0010366i,0.0034114+0.0018951i,0.00039312-0.00082726i,-0.0005003-0.00040046i,-0.00018283-0.0013337i,0.0019585+0.00061569i,-0.00033563-0.0011648i,-0.0011047-0.0026884i,-4.6632e-06-0.0013798i,0.00054334+0.000159i,0.00088345-0.00085634i,-5.8083e-05-0.00059866i,0.00063133-0.00040217i,0.00015738+0.00072211i,-0.0020194+0.0012135i,-0.0010204-0.00070906i,-0.00074445+0.00013569i,-0.00010913-0.0008285i,-0.0023075+0.00050752i,-0.0044412-0.0018476i,-0.00053808-0.0015697i,-0.00057875-5.1916e-05i,-0.00073295-0.00012906i,0.00049053+0.0050217i,-0.00030791-0.00095881i,0.00021885-0.0013516i,-0.00079037+0.0013647i,0.00020505-0.0037132i,0.0085752-0.0073851i,0.021737-0.0062483i,0.025651-0.024221i,-0.00070318-0.028243i,0.0035579-0.011564i,-0.010629-0.026931i,0.016332-0.030258i,0.010526-0.029747i,0.013037-0.011422i,0.014138-0.0075627i,-0.0064366+0.00157i,0.00707+0.003498i,-0.0039991+0.015097i,-0.004239+0.00052001i,0.0050096+0.0019736i,0.0097603-0.001162i,-0.0013709-0.0013257i,0.00421+0.0072024i,0.0019572-0.001542i,-0.00088775-0.0045425i,-0.0022478-0.0022753i,0.001914-0.00094389i,-0.0074001+0.0016986i,0.0057609+0.0012206i,-0.0099086+0.0028185i,0.0016819+0.00059432i,0.0034824+0.0035477i,-0.0010663+0.00044753i,-0.0013556-0.0064948i,-0.0017712+0.00022764i,2.3515e-05+0.00042855i,-0.0022456+0.0041451i,-0.0017632+0.000104i,-0.0011045+0.0020867i,-0.00081052-0.00011092i,-0.010646-0.0022676i,0.0020055-0.00043262i,-0.0026983+0.00081954i,-0.00017936+0.0022703i,0.0045423+2.704e-05i,-0.000259-0.00077544i,0.001476-0.0026647i,-0.0029272-0.0039186i,0.0052419+0.0034736i,0.0036158+0.00028094i,0.015054-0.013625i,-0.017436+0.028547i,0.0081929+0.020455i,-0.0080554+0.00063624i,0.0021642-0.0042305i,0.0022193-0.0024741i,-0.0027066+0.0062619i
0.011-0.010019i,0.0098021-0.045802i,-0.025967-0.01987i,-0.011694+0.00055008i,-0.017277+0.011436i,-0.020114+0.011313i,-0.016451-0.0089972i,-0.0061517-0.037516i,-0.010721-0.014725i,-0.0062844-0.0060203i,0.00020654+0.00020564i,0.0019122+0.00055227i,0.0013454-0.00027215i,0.00076036-0.00029919i,0.00047472-0.00077585i,-0.0034374-0.0016042i,0.0018257-0.00063048i,0.0034384+0.00069679i,-0.00011917-0.00080613i,-0.000235-0.00023534i,-0.00062021-0.0010619i,0.002016-0.00041909i,-0.00062842-0.001076i,-0.0014048-0.0026192i,-0.00045495-0.0014394i,0.0005996-3.568e-05i,0.00053166-0.0011493i,-0.00015144-0.00043222i,0.00050082-0.00044409i,0.00089585+0.00065399i,-0.0013772+0.0020721i,-0.0010977-0.00021055i,-0.00032728+0.00038504i,-0.00028139-0.00076606i,-0.0015584+0.0010351i,-0.0041725-0.00052833i,-0.0010252-0.0010205i,-0.0003879+0.00034227i,-0.0007484-7.178e-05i,0.0019403+0.0042033i,-0.00044203-0.00081194i,-0.00022344-0.0014244i,0.0003996+0.0012028i,0.0002653-0.0038583i,0.0061786-0.0088252i,0.01978-0.0087103i,0.020611-0.026358i,-0.0062571-0.025946i,0.0028069-0.012848i,-0.01614-0.021928i,0.011259-0.035242i,0.0050866-0.033961i,0.012052-0.014348i,0.0093896-0.010699i,-0.0060822+0.0051718i,0.0072257+0.00060337i,0.0014518+0.014758i,-0.0040576+0.0020867i,0.0063266+0.00069956i,0.007547-0.003153i,-0.0022493-0.0014178i,0.007101+0.0071736i,0.00091205-0.0013143i,-0.0015399-0.0039235i,-0.0029959-0.0009754i,0.001775-0.001587i,-0.0059857+0.0033033i,0.0058259-0.0017866i,-0.0072288+0.0045845i,0.002297+0.00088493i,0.004243+0.0015705i,-0.00085637+0.00037974i,-0.0052475-0.0056803i,-0.0024114+0.0015471i,-0.00093855+0.0010783i,-0.00089102+0.0045422i,-0.0014595+0.0010288i,-0.00099904+0.0030393i,-0.00097636+0.00021878i,-0.010432+0.0012281i,0.00072289-0.00091215i,-0.0032155+0.0014437i,8.9297e-05+0.0019159i,0.0042342-0.0026867i,-0.00028432-0.0014458i,0.0012928-0.0034812i,-0.0040787-0.0029059i,0.0063949+0.002096i,0.0038321-0.00020157i,0.012452-0.015343i,-0.010123+0.033151i,0.010664+0.017507i,-0.010641+0.0038304i,0.00036212-0.0016896i,0.0013984-0.0025656i,-0.003353+0.0058581i
