-0.024862-0.018362i,-0.032163-0.033424i,-0.02244-0.020028i,-0.032191-0.020598i,-0.023953+0.0040364i,-0.028932-0.018037i,-0.055955-0.046659i,-0.039894-0.044078i,-0.029366-0.023999i,0.0055291+0.0064054i,-0.0036355+0.0063041i,-0.01126+0.011461i,0.0040074+0.0070903i,-0.0038401-0.0028171i,0.0029458+0.0017398i,0.0020436+0.027934i,0.025382+0.034023i,-0.00013571+8.4821e-05i,-0.0028399-0.0030049i,0.0076736+0.0039864i,0.0020613+0.00071974i,-0.0002488+0.0027014i,-0.00049815+0.00026342i,-0.03161-0.0012852i,-0.0032281-0.0049868i,0.00020081+0.0024675i,0.0035015-0.001087i,0.00081952-0.00033581i,-0.00053323-0.00063967i,-0.0010204-0.0019257i,-0.0021559-0.00059833i,-0.0041622-0.0041691i,-0.0028033-0.0053214i,0.00053366-0.0010007i,0.00058572-0.0032225i,-0.0017118+0.026363i,0.0020219-0.003156i,0.0021831-0.0037539i,0.0043558-0.0023372i,-0.0063251-0.001629i,0.0012452+0.0014485i,0.010511-0.00038217i,-0.0010351+0.0004779i,-0.00328+0.0020932i,-0.0085112-0.0015592i,-0.018989+0.021528i,-0.0078715-0.086973i,-0.0022539-0.061134i,-0.021117-0.053676i,-0.011464-0.046037i,0.054201-0.026936i,0.024238-0.067332i,0.04155-0.054544i,0.018378-0.038629i,0.026165-0.019726i,0.012053+0.011887i,0.025402-0.028975i,-0.011633-0.0009831i,-0.0013812-0.0013891i,-0.0082695-0.002404i,-0.0046078-0.029042i,-0.020553+0.026345i,0.0073756-0.0093663i,-0.010676-0.0034415i,-0.0025214-0.0018889i,-0.00064478-0.0147i,-0.0081904+0.0051411i,0.0061825+0.011035i,-0.01024+0.030687i,0.0063412+0.0074471i,-0.0032944-0.0015911i,-0.0024262-0.001509i,-0.012781-0.0054098i,0.00080125-0.0046175i,-0.03294+0.0031308i,0.0036758-0.0086087i,-0.0072256-0.0020547i,-0.0052534-0.0029943i,0.0068889+0.0013745i,-0.010188+0.00045836i,0.0027712-0.00022341i,0.0061857+0.0075905i,0.0054459+0.0007874i,-0.007973-0.010162i,0.0027544+0.0080462i,-0.019265+0.0079205i,0.0035807+0.0058036i,-0.021224-0.0086982i,-0.027459-0.0039215i,0.009128-0.061777i,0.018937-0.015361i,-0.051008-0.028177i,-0.022221+0.0033575i,0.019501+0.010192i,-0.027141+0.011776i,-0.013027-0.0076351i
0.0023225-0.0072802i,0.0076735-0.032221i,-0.015188-0.016822i,-0.010503-0.015288i,-0.011067-0.016514i,-0.010768-0.012324i,0.014915-0.014557i,0.013454-0.016659i,-0.0056209-0.0073938i,0.0036732+0.00048789i,0.00011754+0.00062857i,-0.00088354+0.00065359i,0.0011474-0.00069041i,0.00080714-0.0007367i,-0.0012079-0.001628i,0.0029382-0.0053151i,-0.0023671+0.00097073i,-0.00055565+0.00029521i,0.00013126-0.00049702i,7.831e-05+0.0012827i,-0.00015749+0.0012227i,-0.00049433-9.5086e-05i,0.0012396+0.00060759i,-0.002773+0.0026059i,5.5653e-05+0.00048817i,9.285e-05+0.00020641i,-0.00076401+0.00036763i,1.5637e-05+0.00017731i,0.0002057+3.5797e-05i,0.0003647-0.00033525i,0.00042065-0.00012627i,0.0010426+0.00044295i,0.00015151-0.00016043i,-2.8237e-05-0.00059101i,0.00036667+0.00056347i,0.0063127-0.00045565i,0.00035639-0.00012503i,0.00094284+0.00024241i,0.00020429-0.00061972i,0.00055517-0.0011987i,0.00043551+0.0009383i,0.0001109-0.00012079i,-0.00027413-0.001064i,-0.00066517+0.00076524i,-0.0076462-0.0082986i,0.00070372+0.021592i,0.030028-0.0003039i,0.030442-0.0036427i,0.0082862-0.017085i,0.030134+0.0073537i,0.02288+0.029477i,0.027774+0.019515i,0.017814+0.031394i,-0.02422+0.014669i,2.1281e-05-0.008827i,0.002378-0.005076i,0.0061088-0.0063813i,0.0096809+0.0017161i,0.0030592+0.0053719i,-0.0058337+0.0058741i,-0.0018492-0.0051472i,0.0038388+0.009345i,-0.0033078-0.0015863i,0.00049861+0.0031861i,-2.0134e-05+0.00062802i,0.0016998-0.0035542i,0.0063208-0.0015097i,-0.0027748-0.00020647i,0.0045395-0.0011943i,-0.0066683-0.00055993i,-0.0015178-0.00082737i,0.00013207+0.00011762i,-0.0048359-0.0020433i,-0.0028783-0.0020114i,-0.011611-0.010405i,0.0026165-0.0017924i,-0.0043845+0.00012315i,-0.0014506+0.0017046i,-0.0052507+0.0025178i,0.0051246+0.0014448i,-0.0083842-0.0015087i,-0.0024699-0.0063483i,-0.0026317-0.0016811i,-0.0059579-0.00041729i,0.0059333-0.0034599i,0.00475+0.0015859i,0.0026912-0.0024235i,0.0012702+0.0055766i,0.0030889+0.0013432i,0.011406+0.0067407i,-0.025522+0.0019138i,-0.031672+0.015697i,-0.014156+0.022646i,0.0024476+0.0018167i,0.0071057-0.0066251i,-0.014631+0.00865i
0.00085736-0.0075336i,0.0020619-0.033082i,-0.017971-0.013792i,-0.013015-0.012505i,-0.014296-0.014485i,-0.012065-0.010485i,0.010731-0.01781i,0.010433-0.018086i,-0.0074196-0.0066625i,0.003745-0.0008485i,0.00054225+0.00028742i,-0.00027897+0.0010658i,0.00068061-0.00089364i,0.00079234-0.00075052i,-0.0012795-0.0012799i,0.0018313-0.0054107i,-0.0016718+0.0016093i,-0.00060499+0.00024752i,-0.00014716-0.00049699i,0.00045557+0.001149i,0.00029602+0.0013768i,-0.00043734+0.00011847i,0.0013275+0.00016025i,-0.00097047+0.0030902i,0.00031085+0.00054154i,0.00024625+0.00012616i,-0.00033975+0.0009443i,7.4015e-05+0.00030755i,0.00023127+2.5934e-05i,0.00039885-0.00023418i,0.00022119-0.00029655i,0.0013723+1.1445e-05i,0.00020417-0.00020682i,-0.00029615-0.00037529i,0.00086742+0.00042093i,0.0059659-0.0020582i,0.00016586-3.0037e-05i,0.00091347-9.7617e-05i,0.00016248-0.00044396i,7.1581e-05-0.0018205i,0.00061975+0.00070228i,7.2197e-05-0.00035131i,-0.00063001-0.00034219i,0.00036235+0.00081689i,-0.0087185-0.006523i,0.0040533+0.022615i,0.029941-0.0046381i,0.029283-0.0097704i,0.0032363-0.014381i,0.033059+0.0017197i,0.028422+0.023898i,0.030314+0.011498i,0.019645+0.023596i,-0.018593+0.014704i,-0.0022378-0.0077495i,-0.0010813-0.0052008i,0.0030184-0.0085812i,0.0079491-0.0012274i,0.0039039+0.0040196i,-0.0024866+0.0082003i,-0.0025682-0.0024934i,0.0049366+0.0074718i,-0.003853-0.00051764i,0.0019077+0.003847i,0.00092809+0.00056699i,-0.00046044-0.0034516i,0.0066994-0.0051242i,-0.003155+0.00023819i,0.0042674-0.0033325i,-0.006278+0.0025987i,-0.001629-0.0015594i,-2.4607e-05-0.00054143i,-0.0043602+0.00087152i,-0.0030645-0.0012429i,-0.013045-0.0048961i,0.0010347-0.0024881i,-0.0037427+0.0012763i,-0.0015962+0.0011575i,-0.0037131+0.0041044i,0.0062922-0.00061396i,-0.0078286+0.0018137i,-0.0043027-0.0052407i,-0.0024602-0.0011487i,-0.0054288+0.0017027i,0.0030575-0.0043608i,0.0051264-0.0003858i,0.0022687-0.0027454i,0.002753+0.0043727i,0.0018581+0.0010547i,0.010794+0.0020106i,-0.024411+0.0073632i,-0.030056+0.023182i,-0.010015+0.022076i,0.0037698+0.0045669i,0.0046164-0.0063173i,-0.014359+0.010871i
-0.00012338-0.0077479i,-0.003985-0.032997i,-0.019881-0.010359i,-0.014473-0.0093823i,-0.017272-0.011897i,-0.013183-0.0087188i,0.0062645-0.01981i,0.0076896-0.019263i,-0.0092026-0.0052443i,0.0032247-0.0019938i,0.00046157-0.00019229i,0.00044137+0.0012311i,0.00019767-0.00080559i,0.00088795-0.00086892i,-0.0014364-0.0010296i,0.00084767-0.0053126i,-0.0007962+0.0018001i,-0.00084813+0.00032818i,-0.00037007-0.00030886i,0.00074274+0.00078604i,0.00094063+0.0010937i,-0.00045583+0.00015516i,0.001274-0.00030776i,0.00069565+0.0026975i,0.00072453+0.00044176i,0.00035068-3.7565e-05i,0.00029229+0.00096813i,0.00017177+0.00035216i,0.00023567+1.0976e-05i,0.00039799-0.00034101i,1.2499e-05-0.00032319i,0.0013452-0.00061806i,6.8482e-05-0.00028969i,-0.00035077-7.3654e-05i,0.0011911-0.00028535i,0.0051866-0.0035964i,0.00032365+2.5062e-05i,0.00081025-0.00035321i,0.00021658-0.00049302i,-0.00067065-0.0020138i,0.00087126+0.00042695i,-0.00021127-0.00048107i,-0.00054622+0.00016569i,0.00085781+0.0001998i,-0.0093388-0.0049942i,0.0096091+0.022534i,0.029687-0.0092598i,0.026676-0.015205i,0.00054593-0.010773i,0.035061-0.0048579i,0.031742+0.017328i,0.031694+0.0042836i,0.019383+0.018053i,-0.014651+0.014989i,-0.0041706-0.0060809i,-0.0041823-0.0033988i,-0.0013592-0.0093603i,0.0054883-0.0026454i,0.0038651+0.0026929i,0.00048853+0.0085023i,-0.0018394-0.0008003i,0.0051284+0.0054612i,-0.0042168+0.0018331i,0.0035613+0.0037163i,0.0012738-0.0001445i,-0.00184-0.0023045i,0.0050216-0.0077131i,-0.0027678+0.0010246i,0.0032927-0.0045613i,-0.0032869+0.0044617i,-0.0025318-0.0018041i,-0.00053068-0.00063512i,-0.0028252+0.0023687i,-0.0026665-0.00055044i,-0.012552-0.0001082i,8.0716e-05-0.0026689i,-0.0027646+0.0019924i,-0.0017212+0.001556i,-0.0015114+0.0043639i,0.0062841-0.0032864i,-0.0061257+0.0042369i,-0.0056269-0.0034764i,-0.0025804-0.0010001i,-0.0043017+0.0029038i,0.0018416-0.0038541i,0.004431-0.0019475i,0.0021453-0.0030931i,0.0023117+0.0019859i,0.0010759+0.0011708i,0.010126-0.00098753i,-0.021149+0.011838i,-0.024766+0.030498i,-0.0071279+0.021322i,0.0068249+0.0051168i,0.0024721-0.0049415i,-0.012579+0.013438i
-0.0012703-0.0081617i,-0.0097743-0.031343i,-0.021115-0.0071271i,-0.015032-0.006584i,-0.019643-0.0082421i,-0.014093-0.0068533i,0.0013769-0.020545i,0.0047181-0.020231i,-0.010098-0.0032215i,0.0023264-0.0027013i,7.503e-05-0.00015446i,0.001285+0.00068802i,1.8216e-05-0.00050409i,0.00081373-0.0012697i,-0.0015513-0.00055294i,-0.00012351-0.0050784i,-0.0003312+0.0015761i,-0.0010179+0.00083441i,-0.00032997+1.3962e-05i,0.00082906+0.0002874i,0.0012129+0.00053308i,-0.00059953+0.00027143i,0.00097552-0.00068313i,0.0018317+0.0012618i,0.0011448-7.8797e-06i,0.00024697-0.00024326i,0.00057622+0.00075355i,0.00036393+0.00032619i,0.00024264-2.0028e-05i,0.00025349-0.00037643i,-0.00012251-0.0002779i,0.0010361-0.00099074i,3.8721e-05-0.00025508i,-0.00025057-5.1247e-06i,0.0009325-0.001168i,0.0040769-0.0048911i,0.00052094-0.00015774i,0.00068386-0.0005945i,9.5063e-05-0.00053758i,-0.0014912-0.0019324i,0.00098302+8.2938e-06i,-0.00051163-0.00023011i,-0.00039942+0.0006224i,0.00079465-0.00022413i,-0.0094372-0.0037292i,0.01562+0.018998i,0.02877-0.014182i,0.023924-0.019249i,0.00090747-0.0064991i,0.035236-0.013062i,0.033606+0.010679i,0.031753-0.0034113i,0.019393+0.014132i,-0.0097447+0.014701i,-0.0050255-0.0037221i,-0.0059856-0.00035862i,-0.0061657-0.0086299i,0.0036365-0.0029081i,0.0035855+0.0021477i,0.0029216+0.0082188i,-0.00092574-0.00010532i,0.0046432+0.0033626i,-0.0020021+0.004285i,0.0052553+0.0026333i,0.0016-0.00062022i,-0.0024472-0.00086314i,0.002626-0.0096258i,-0.0022039+0.0013898i,0.0020079-0.0056959i,-0.001007+0.003596i,-0.0037301-0.0013582i,-0.00074703-0.00062086i,-0.0013982+0.0033953i,-0.0023651-0.00038879i,-0.01032+0.0040914i,-0.0010202-0.0030555i,-0.0016237+0.0020798i,-0.0014505+0.0016388i,0.00026314+0.003689i,0.0051382-0.0060033i,-0.0034106+0.0056569i,-0.0055995-0.0012934i,-0.0031769-0.00061954i,-0.0032301+0.0039846i,0.0007817-0.003603i,0.0035165-0.0025194i,0.0016583-0.0037708i,0.00075752+0.0016071i,0.00073014+0.0018915i,0.0089486-0.0040674i,-0.017806+0.012867i,-0.016735+0.034315i,-0.0037081+0.021357i,0.008793+0.004289i,0.0018461-0.0032702i,-0.0097894+0.014793i
-0.0027699-0.008451i,-0.014797-0.028511i,-0.022022-0.0036255i,-0.015289-0.0042864i,-0.020546-0.004355i,-0.014793-0.0048899i,-0.0029896-0.01968i,0.0017357-0.020661i,-0.0098805-0.0013051i,0.0012475-0.0028367i,6.5492e-05+0.00011468i,0.001478-0.00010565i,4.194e-05-0.00032515i,0.00022092-0.0013016i,-0.0013163-7.9989e-06i,-0.001211-0.0045744i,-2.7015e-05+0.0016697i,-0.00059961+0.0013973i,-0.00028935+6.5253e-05i,0.00054461-0.00010034i,0.0012108-3.0695e-05i,-0.00057156+0.00050751i,0.00064971-0.00088006i,0.0016919-0.00021855i,0.0010623-0.00081772i,1.5485e-05-0.00034784i,0.00084523+0.00058377i,0.0005208+0.00014384i,0.0002207-8.2955e-05i,7.822e-05-0.00039515i,-0.00015675-0.00010344i,0.00074895-0.0013209i,-8.7938e-05-0.00025767i,-0.0002796+0.00010446i,-5.4026e-05-0.0014304i,0.0026207-0.0059761i,0.00047001-0.00045033i,0.00042854-0.00093868i,6.4995e-05-0.00054425i,-0.0023735-0.0014839i,0.00076325-0.00047336i,-0.00056306+0.00013732i,-0.00019742+0.00085234i,0.00075917-0.00050386i,-0.0089125-0.0029275i,0.019471+0.013421i,0.027016-0.01921i,0.021674-0.024116i,0.0042256-0.0035476i,0.032637-0.021555i,0.034152+0.004478i,0.029481-0.010586i,0.019161+0.011304i,-0.0050443+0.012446i,-0.0046468-0.0023956i,-0.0058051+0.0033984i,-0.010949-0.0051046i,0.0022203-0.0029682i,0.0033909+0.0018049i,0.0053526+0.0073047i,3.5734e-05-0.00019773i,0.0033122+0.0022884i,0.0012628+0.0037173i,0.0066208+0.00051751i,0.0017159-0.0015232i,-0.0020385+0.00094517i,-0.0009201-0.011185i,-0.0021729+0.0021403i,0.0003643-0.0066717i,-0.00093786+0.0031407i,-0.0046911-3.3446e-05i,-0.0010455-0.00053552i,0.0013608+0.0036363i,-0.0024885-0.00060628i,-0.0066201+0.0066632i,-0.0029304-0.0028112i,-0.00088981+0.0017173i,-0.0010112+0.0018698i,0.0012154+0.002542i,0.0030344-0.0083429i,-0.00073173+0.0053854i,-0.0046179-3.3977e-06i,-0.0032825+0.00016306i,-0.0015164+0.0051303i,-0.00032526-0.0029306i,0.0026702-0.0028593i,0.00061548-0.0041372i,-0.00011807+0.0021464i,0.00096665+0.0023028i,0.0071921-0.0064114i,-0.017978+0.01256i,-0.0093003+0.03395i,0.00029956+0.019601i,0.010298+0.0025581i,0.0021782-0.0020226i,-0.0069288+0.015224i
-0.004073-0.0083527i,-0.018893-0.025053i,-0.022128+4.4768e-05i,-0.015286-0.0018867i,-0.020901-0.00076488i,-0.015133-0.0028998i,-0.0062561-0.018318i,-0.001213-0.021009i,-0.0091046-0.00021071i,0.00064468-0.0025581i,0.00028737+0.00028434i,0.0013049-0.00065998i,1.1433e-05-0.00020179i,6.1128e-06-0.00099527i,-0.0009694+0.00011004i,-0.0018879-0.0036812i,0.00068325+0.0017017i,2.667e-06+0.0015039i,-0.00023577+0.00018562i,0.00032276-0.00011555i,0.0010427-0.00051563i,-0.00039542+0.0006812i,0.00028228-0.0010485i,0.0011018-0.0012652i,0.00040948-0.0012461i,-0.00026135-0.00017205i,0.0011207+0.00030743i,0.00054473-6.8379e-05i,0.00021062-0.00013349i,-0.00016769-0.00034382i,-9.6434e-05-4.5284e-05i,0.00019654-0.0015321i,-0.00011863-6.0576e-05i,-0.00013517+0.00024361i,-0.00039917-0.00101i,0.00083449-0.0064917i,0.00032687-0.00043401i,-2.5735e-05-0.00099755i,-4.9128e-05-0.0005383i,-0.0030393-0.00057501i,0.00041566-0.00063515i,-0.00040845+0.00036943i,0.00015954+0.0012045i,0.00062534-0.00088916i,-0.0088353-0.0031815i,0.021339+0.0070795i,0.024072-0.02421i,0.016795-0.029774i,0.0092762-0.004839i,0.02692-0.028738i,0.034114-0.0012415i,0.026523-0.015827i,0.020054+0.0098041i,-0.0023341+0.0087894i,-0.0046745-0.0017148i,-0.0032397+0.0063134i,-0.013397+0.0007649i,0.00091909-0.0029352i,0.0033295+0.0016394i,0.0068519+0.0054278i,0.00038393-0.0010337i,0.0021181+0.0018883i,0.0018626+0.0020818i,0.0064458-0.0024712i,0.0011966-0.0027675i,4.695e-05+0.0019487i,-0.0059321-0.0096036i,-0.0013549+0.0035594i,-0.0025191-0.0067696i,0.00050913+0.003688i,-0.0049356+0.001903i,-0.0012677-0.00017546i,0.0038336+0.00088177i,-0.0027353-0.00023916i,-0.0022528+0.0065507i,-0.0045778-0.0012063i,-0.00054312+0.0011953i,-0.0008611+0.0019082i,0.0016868+0.0012294i,-0.00054179-0.010085i,0.0012515+0.0040809i,-0.0041697+0.00043808i,-0.0032804+0.00095397i,0.0011301+0.0052091i,-0.000459-0.0019468i,0.0018249-0.0026678i,-0.00047748-0.0041229i,-0.00053566+0.0031377i,0.0012051+0.0025979i,0.0053309-0.0076638i,-0.019046+0.015278i,-0.0038606+0.03259i,0.0029445+0.016121i,0.011257+5.6409e-05i,0.0026029-0.0019033i,-0.0041915+0.014584i
-0.0055026-0.008381i,-0.02207-0.02105i,-0.02156+0.0034702i,-0.014722+0.00023662i,-0.020524+0.0030083i,-0.015287-0.00093928i,-0.0092061-0.01703i,-0.004489-0.021089i,-0.0084748+5.2964e-05i,0.0004715-0.0023306i,0.00054585+0.00038483i,0.00098995-0.00093036i,0.00013342+2.2526e-06i,1.2846e-05-0.00084048i,-0.00081612+0.00014951i,-0.0021514-0.0028345i,0.0013651+0.0013496i,0.00054959+0.001395i,-5.2091e-05+0.00028198i,0.00026306-8.785e-05i,0.0007071-0.00089374i,-0.00030369+0.00087458i,-8.0108e-05-0.00091807i,0.00026581-0.0017669i,-8.8103e-05-0.0011998i,-0.00027278+0.000113i,0.0010882-0.00017382i,0.00050072-0.00023357i,0.00015408-0.00019504i,-0.00032265-9.2582e-05i,-4.8436e-05-3.6916e-05i,-0.00031969-0.0012748i,-2.295e-05+4.1191e-05i,4.8022e-05+0.00018846i,-0.00048847-0.00087483i,-0.00081124-0.0062118i,0.00040494-0.00054709i,-0.00041317-0.00074089i,-0.00017835-0.00048209i,-0.0033184+0.00059103i,0.00017086-0.00076483i,-0.00026389+0.00056489i,0.00067312+0.0013248i,0.00016597-0.0010154i,-0.0098153-0.0032642i,0.020895+0.00091116i,0.019852-0.028361i,0.0096734-0.033098i,0.012221-0.0093695i,0.020082-0.033363i,0.033637-0.0071535i,0.023697-0.020784i,0.022482+0.0074526i,-0.0005172+0.0055706i,-0.0053623-0.0011266i,0.00011383+0.0070978i,-0.012386+0.0073686i,-0.00024214-0.0025013i,0.0035459+0.0014701i,0.0077586+0.0037521i,6.5802e-05-0.0017205i,0.00072656+0.0024976i,0.0021981+0.0015727i,0.0042969-0.0047618i,-0.00035514-0.0033734i,0.0016526+0.0011062i,-0.0086513-0.0053207i,0.00096085+0.0040454i,-0.0048397-0.0047366i,0.0019599+0.0026922i,-0.0040383+0.0040272i,-0.0013049+0.00010286i,0.0033774-0.0023415i,-0.0027753+0.00048006i,0.00016968+0.0040747i,-0.0046201+0.00076107i,-0.00066119+0.00066956i,-0.00054749+0.0021785i,0.0012021-6.7629e-05i,-0.0051791-0.009324i,0.0018865+0.0022537i,-0.0041173+0.001084i,-0.0028361+0.0021393i,0.0032178+0.0039074i,-3.9414e-05-0.0017884i,0.0017957-0.0021842i,-0.0014022-0.003694i,-0.00067181+0.0045408i,0.0016672+0.0026054i,0.0046179-0.0086822i,-0.018339+0.019558i,0.0010955+0.030508i,0.0034941+0.012038i,0.010481-0.0033189i,0.002431-0.0014823i,-0.0023852+0.012973i
-0.0074116-0.0079408i,-0.02418-0.017005i,-0.020503+0.006785i,-0.013954+0.0019132i,-0.019255+0.006448i,-0.015247+0.0010149i,-0.012068-0.015414i,-0.0079411-0.020465i,-0.0084212-0.00012234i,0.00023415-0.0024409i,0.00097338+0.00036988i,0.00071811-0.0011745i,0.00034547+8.2172e-05i,-5.3617e-05-0.00079527i,-0.00067376+0.00019711i,-0.0021786-0.0022423i,0.0019113+0.00083353i,0.0011475+0.0011166i,0.0001294+0.00018448i,0.00026977-0.0001527i,8.9243e-05-0.0009724i,3.3504e-05+0.0010319i,-0.00028172-0.00073647i,-0.00053542-0.0018265i,-0.00046712-0.00098308i,-0.00016834+0.00026432i,0.000749-0.0004566i,0.00046259-0.00040163i,6.8644e-05-0.00010228i,-0.00038065+0.00012085i,-4.4149e-05-2.4122e-05i,-0.00047134-0.00092582i,0.00023782+9.3965e-06i,0.00013476+1.6702e-05i,-0.00087312-0.00067969i,-0.0020177-0.0054283i,0.00016047-0.00073577i,-0.00056909-0.00038898i,-0.00030514-0.00026239i,-0.0031322+0.0017383i,-0.00029022-0.00072437i,-0.0001205+0.00054961i,0.0012374+0.0012495i,-0.00019442-0.00071954i,-0.011097-0.0025253i,0.018537-0.0040795i,0.014924-0.031174i,0.0023979-0.033741i,0.012188-0.013938i,0.012489-0.03627i,0.03234-0.013465i,0.019816-0.025625i,0.024887+0.0032062i,0.0003426+0.0011077i,-0.0064942+0.0001374i,0.0030445+0.0060261i,-0.0083099+0.012219i,-0.0010378-0.001973i,0.0036059+0.0012062i,0.0085406+0.0017252i,-0.00075647-0.0018843i,0.00057143+0.0039426i,0.0030581+0.00057207i,0.0017674-0.0050916i,-0.0016216-0.0029591i,0.0021789-0.00015186i,-0.0089403-0.0010506i,0.0030053+0.0030534i,-0.0058926-0.0024692i,0.0019976+0.0014151i,-0.0019681+0.0053762i,-0.0014704+0.00045895i,0.0012563-0.0043074i,-0.0025768+0.0011544i,0.00040765+0.001559i,-0.0038889+0.0024192i,-0.0011534+0.00057836i,-6.2469e-05+0.0019794i,0.000251-0.00040764i,-0.0079652-0.0063657i,0.0016772+0.0010697i,-0.0038295+0.0018066i,-0.0017069+0.0026402i,0.0043494+0.0019705i,-0.00055761-0.0014881i,0.0022967-0.002357i,-0.0018699-0.0027714i,0.00078127+0.0064467i,0.0017577+0.002874i,0.0030224-0.010424i,-0.016292+0.023771i,0.0049383+0.027562i,0.0019531+0.0089849i,0.006945-0.0053365i,0.003011-0.0015988i,-0.0021517+0.011448i
-0.0090993-0.0067153i,-0.02566-0.013331i,-0.018701+0.0098112i,-0.013117+0.0032861i,-0.017553+0.0091858i,-0.014959+0.0031431i,-0.014425-0.013303i,-0.011008-0.01918i,-0.0091157-7.7323e-05i,-9.3515e-05-0.0024326i,0.0014358-7.9094e-06i,0.00038963-0.0010829i,0.00056224+0.00012814i,-0.00014205-0.00064377i,-0.00062372+0.00020041i,-0.0021306-0.0019748i,0.0025331+5.5201e-05i,0.0015098+0.00054486i,0.00014749-1.3861e-05i,0.00024713-0.00017237i,-0.00027564-0.00079022i,0.00054417+0.00094918i,-0.00033441-0.00064222i,-0.00099529-0.0017716i,-0.00085783-0.00076603i,1.0269e-05+0.00032295i,0.00055044-0.000425i,0.00028796-0.00046582i,8.9997e-05-2.4492e-05i,-0.00029419+0.00039942i,-3.939e-05+5.8403e-05i,-0.00057069-0.00085985i,0.00025767-0.00019895i,4.455e-05+1.3712e-05i,-0.00098233-0.00012872i,-0.0027978-0.0045532i,-0.00016744-0.00065648i,-0.00064053-2.9898e-05i,-0.00017635-0.00014671i,-0.0024132+0.0027931i,-0.00052295-0.00038592i,0.00010622+0.0005687i,0.0017499+0.00088503i,-0.00017772-0.00041407i,-0.011885-0.0010976i,0.016022-0.0065278i,0.010137-0.032842i,-0.0041414-0.032705i,0.010192-0.017912i,0.0044048-0.036477i,0.029495-0.019632i,0.015483-0.029451i,0.025905-0.0018215i,-0.001574-0.0027333i,-0.0072231+0.0024875i,0.0048104+0.0038761i,-0.003024+0.01458i,-0.0018494-0.0013181i,0.003825+0.0011422i,0.0084791-0.00076992i,-0.0013895-0.0016803i,0.0015999+0.0053451i,0.0029307-0.00080895i,0.00023006-0.0043471i,-0.0027635-0.0021769i,0.0019942-0.0011093i,-0.0072001+0.0020898i,0.0042797+0.0013458i,-0.0060047-4.1768e-05i,0.0016666+0.0011158i,0.00044977+0.0053559i,-0.0011636+0.0010759i,-0.0011031-0.0049238i,-0.0021839+0.0013268i,-0.00097201+0.00039867i,-0.0027585+0.003641i,-0.0015008+0.0011568i,-0.00010593+0.0016979i,-0.00024599-0.00033303i,-0.009137-0.0032999i,0.001174+0.00021341i,-0.0035984+0.0023692i,-0.00073793+0.0026246i,0.004492-0.00027295i,-0.00023018-0.001203i,0.0024535-0.0034172i,-0.0020574-0.0027111i,0.0030862+0.0064006i,0.0024306+0.0029555i,0.001302-0.01116i,-0.01248+0.028858i,0.0077611+0.024718i,-0.00043584+0.008182i,0.0034596-0.0041585i,0.0028879-0.0022259i,-0.0022378+0.010624i
-0.010132-0.0051948i,-0.027241-0.0099273i,-0.016511+0.012106i,-0.012291+0.0046076i,-0.015592+0.011894i,-0.014031+0.0052152i,-0.016409-0.010963i,-0.01405-0.017713i,-0.010341+0.00067919i,-0.00028435-0.002634i,0.001564-0.00063596i,0.00034143-0.0010686i,0.00086901+8.5471e-05i,2.0047e-05-0.0007755i,-0.00065485+0.00023899i,-0.0022161-0.0018514i,0.0026242-0.0011361i,0.0014383-6.4107e-05i,0.00011147-7.8672e-05i,0.00035956-0.00028006i,-0.000529-0.00056556i,0.00085466+0.00056903i,-0.00050034-0.00061724i,-0.001382-0.0018101i,-0.0011577-0.00034958i,0.00020241+0.00032489i,0.000359-0.00047783i,0.00012954-0.00039973i,0.0001684-2.1541e-05i,0.00010833+0.00064232i,1.9886e-06+0.00015251i,-0.00083259-0.00068481i,0.00026679-0.00040641i,0.00014447+2.7902e-05i,-0.00062016+0.00011307i,-0.003354-0.0036881i,-0.00030272-0.0004298i,-0.00040133+0.00034268i,-0.00012663-0.00022864i,-0.0011906+0.0033232i,-0.00047839-8.8515e-05i,0.00026424+0.00032498i,0.0021445+0.00016014i,-8.623e-06-0.00034647i,-0.012523+0.00033385i,0.014812-0.0086212i,0.0053539-0.033909i,-0.010015-0.029924i,0.0081306-0.020473i,-0.0028103-0.03384i,0.025409-0.025138i,0.011083-0.03303i,0.025854-0.0073662i,-0.004639-0.0046187i,-0.0063822+0.0056383i,0.0052977+0.0015763i,0.0020386+0.014299i,-0.0023407-0.00030982i,0.0046934+0.00067095i,0.0074408-0.0033062i,-0.0020034-0.0013916i,0.0038779+0.0057662i,0.0021568-0.0011269i,-0.00055278-0.003599i,-0.0033494-0.00096454i,0.0016834-0.0018008i,-0.0054394+0.0036169i,0.0046044-0.00087562i,-0.0052874+0.0019677i,0.0022601+0.001353i,0.0022259+0.0042984i,-0.00061344+0.001171i,-0.0035461-0.0044016i,-0.0019935+0.0015045i,-0.0019052+0.0010852i,-0.0010969+0.0043239i,-0.0010258+0.0017939i,-0.00015657+0.0020904i,-0.00055473-0.00029213i,-0.0095548-0.00052588i,0.00041387-5.1461e-05i,-0.0033025+0.0033933i,-0.00024275+0.0025262i,0.0039192-0.0024808i,-9.3124e-05-0.0017968i,0.0019647-0.0045671i,-0.0027253-0.0023247i,0.0051654+0.0053411i,0.0033695+0.0028782i,-0.00067571-0.011609i,-0.0051949+0.031924i,0.010562+0.021454i,-0.0022694+0.0089044i,0.0019029-0.0017954i,0.0021082-0.0023458i,-0.0023349+0.010336i
