-0.023715-0.019142i,-0.031976-0.033812i,-0.022378-0.019893i,-0.03229-0.020803i,-0.024053+0.0039207i,-0.029055-0.018197i,-0.055512-0.047794i,-0.041067-0.04465i,-0.029687-0.023713i,0.0055087+0.0057576i,-0.0036508+0.0065786i,-0.010741+0.011208i,0.0041615+0.0068257i,-0.0036349-0.0028889i,0.0029271+0.0017755i,0.0017392+0.028334i,0.02519+0.031488i,4.7447e-05+0.00015419i,-0.0029439-0.0027021i,0.007807+0.003708i,0.0020822+0.00054387i,-9.7954e-05+0.0024647i,-0.00054662+0.00017901i,-0.031729-0.0012697i,-0.0032784-0.0051508i,4.2223e-05+0.0024458i,0.0037885-0.00062943i,0.00091568-0.00029802i,-0.00065925-0.00048564i,-0.00075965-0.0020528i,-0.0022118-0.0006778i,-0.0040331-0.0037149i,-0.0027008-0.0050396i,0.00040761-0.0012647i,0.00062658-0.0031804i,-0.0014161+0.025912i,0.0020539-0.0028839i,0.0022425-0.0040307i,0.0044821-0.0024208i,-0.0056609-0.001751i,0.00070766+0.0013876i,0.010773-0.00028134i,-0.0013246+0.0001272i,-0.003197+0.0017133i,-0.0083306-0.0020979i,-0.01862+0.020968i,-0.0084236-0.08689i,-0.0023253-0.061419i,-0.020959-0.05408i,-0.011454-0.045794i,0.053606-0.026985i,0.024079-0.067125i,0.040772-0.054804i,0.018657-0.039567i,0.025912-0.019586i,0.012146+0.011788i,0.025589-0.028792i,-0.011391-0.00091185i,-0.0014799-0.00065211i,-0.0083438-0.0016026i,-0.0047453-0.0299i,-0.021316+0.026232i,0.0070663-0.0095621i,-0.010695-0.0032586i,-0.0026649-0.0019117i,-0.00028004-0.014769i,-0.0084039+0.0052611i,0.0061122+0.01067i,-0.010506+0.029875i,0.0064534+0.0075916i,-0.0034195-0.0016463i,-0.00231-0.0013252i,-0.012859-0.0057528i,0.00064694-0.0042626i,-0.033304+0.0029268i,0.0032199-0.0089788i,-0.0073647-0.002214i,-0.0050132-0.0032472i,0.0067498+0.0019379i,-0.010339+0.0003908i,0.0024668-0.0003116i,0.0058702+0.0075898i,0.0053828+0.00088777i,-0.0073911-0.009972i,0.0027983+0.0081562i,-0.019474+0.0074715i,0.0034272+0.0058722i,-0.021096-0.0093696i,-0.027246-0.0052828i,0.0098429-0.061539i,0.018907-0.015181i,-0.050171-0.028884i,-0.021285+0.0016081i,0.019175+0.010225i,-0.027106+0.011581i,-0.012652-0.0080456i
0.0023217-0.0069089i,0.0076974-0.032068i,-0.015338-0.016809i,-0.010692-0.015316i,-0.011181-0.016511i,-0.010783-0.012435i,0.015011-0.014328i,0.013625-0.016657i,-0.0060928-0.0071331i,0.0036105+0.00062351i,0.00011189+0.00045955i,-0.00087817+0.00077695i,0.0011594-0.00063788i,0.00077497-0.00072257i,-0.0012613-0.0016205i,0.0026195-0.0053805i,-0.0024416+0.0010559i,-0.00054715+0.00028697i,0.00019596-0.00054335i,0.00012556+0.001289i,-0.00014178+0.0011377i,-0.0004834-9.1842e-05i,0.0011879+0.00059518i,-0.0027568+0.0026317i,6.6933e-05+0.00046683i,1.2527e-05+0.00010881i,-0.00068751+0.00032048i,1.8517e-05+0.00017505i,0.00021207+0.000104i,0.00039193-0.00036395i,0.00039715-0.00014291i,0.0011558+0.00040767i,0.00018478-0.00013136i,2.2373e-05-0.00062511i,0.00032951+0.0006206i,0.0063587-0.00038948i,0.00039131-0.00010428i,0.0010214+0.00029093i,0.00040931-0.0006147i,0.00065503-0.0012089i,0.0004659+0.001176i,0.00016259-8.8466e-05i,-0.00035923-0.00093777i,-0.00071153+0.0010608i,-0.0076641-0.0079221i,0.0013878+0.02173i,0.029801-0.0006976i,0.030631-0.0038305i,0.0085081-0.017104i,0.030225+0.0073092i,0.022594+0.029373i,0.027+0.019189i,0.018091+0.032672i,-0.024111+0.015079i,-0.00017668-0.0086721i,0.0022909-0.0050918i,0.0060787-0.0065222i,0.0097338+0.0016515i,0.0030573+0.0055675i,-0.0064743+0.0066248i,-0.0019378-0.004901i,0.0037395+0.0094033i,-0.0031415-0.0015159i,0.00035303+0.0031763i,0.00010405+0.00051879i,0.0017417-0.0034816i,0.0064828-0.0015109i,-0.0026211-0.00050581i,0.0045237-0.0010382i,-0.0066211-0.00044632i,-0.0016884-0.00089843i,0.00018014-4.6134e-05i,-0.0046956-0.0020943i,-0.0028944-0.0020477i,-0.011557-0.010416i,0.0024859-0.0019153i,-0.0043618-4.6992e-05i,-0.0014841+0.0014166i,-0.0051872+0.0024414i,0.0051939+0.0012936i,-0.0081021-0.0015893i,-0.0022736-0.0063363i,-0.0026588-0.0016178i,-0.0058339-0.00045588i,0.0061341-0.0035723i,0.0045282+0.0015075i,0.002499-0.0026167i,0.0011282+0.0055791i,0.0030798+0.001533i,0.010939+0.0061665i,-0.025492+0.0022706i,-0.031426+0.015987i,-0.014199+0.023391i,0.0023631+0.0020267i,0.0069842-0.0068952i,-0.014503+0.0085679i
0.00091637-0.0072371i,0.0021604-0.03296i,-0.018153-0.013798i,-0.013195-0.012484i,-0.014348-0.01445i,-0.012089-0.010603i,0.010919-0.017554i,0.010466-0.018165i,-0.0075782-0.006187i,0.0037252-0.00067028i,0.00044081+0.00017873i,-0.0001879+0.0011739i,0.0007403-0.00088832i,0.00078563-0.00072828i,-0.0013102-0.0012684i,0.001517-0.0053385i,-0.001649+0.0016776i,-0.00057861+0.00026674i,-0.00013716-0.0005611i,0.0004815+0.0011136i,0.00025948+0.001329i,-0.0004096+0.00011414i,0.0013037+0.00013624i,-0.00097567+0.002991i,0.00033661+0.00053485i,0.00013283+9.0182e-05i,-0.00032043+0.00087617i,9.1984e-05+0.00028224i,0.00024472+9.5057e-05i,0.00038621-0.00027099i,0.0002217-0.00028961i,0.001452-3.7785e-05i,0.00028187-0.00015453i,-0.00026361-0.00047603i,0.00087406+0.00049808i,0.006019-0.0019906i,0.00021299-5.2584e-05i,0.0010301-0.00012943i,0.00035494-0.00047501i,0.00018101-0.0018507i,0.00074199+0.00093366i,0.00011515-0.00026158i,-0.00057494-0.00033174i,0.00037544+0.0011107i,-0.0086048-0.0059736i,0.0047366+0.022322i,0.029752-0.0048581i,0.029349-0.010047i,0.0034868-0.014522i,0.033108+0.001644i,0.028059+0.02402i,0.029465+0.011705i,0.020726+0.024435i,-0.01832+0.014716i,-0.0023609-0.0075753i,-0.0011854-0.0052072i,0.0030091-0.0085784i,0.0079761-0.0012107i,0.004005+0.0041541i,-0.0026805+0.0092222i,-0.0024935-0.0022246i,0.0049513+0.0077256i,-0.0037526-0.00042694i,0.0018273+0.0039668i,0.00096267+0.00041512i,-0.00042002-0.0033732i,0.0067784-0.0052137i,-0.0032392-0.00017898i,0.0043684-0.0031705i,-0.0062648+0.0025838i,-0.0017791-0.0014981i,-7.1328e-05-0.00068931i,-0.0042705+0.00065156i,-0.0030972-0.0012506i,-0.013019-0.0049501i,0.00086497-0.0024461i,-0.0038122+0.0011076i,-0.0018015+0.0010254i,-0.003706+0.004152i,0.0062851-0.00074993i,-0.0077525+0.0016803i,-0.0041852-0.0053674i,-0.0024579-0.0011369i,-0.0054066+0.0016326i,0.0031002-0.0045951i,0.0048831-0.00021309i,0.0020468-0.0027825i,0.0026291+0.0044366i,0.0019094+0.0012268i,0.010141+0.0015847i,-0.024165+0.0076859i,-0.029702+0.023431i,-0.0097655+0.022631i,0.0040419+0.0047083i,0.0044706-0.006567i,-0.014328+0.010887i
-7.2026e-05-0.0074733i,-0.0037995-0.032963i,-0.020073-0.010285i,-0.014572-0.0093443i,-0.017267-0.011826i,-0.013207-0.0088647i,0.0066066-0.019583i,0.0076158-0.019262i,-0.009078-0.004739i,0.00327-0.0018056i,0.00035685-0.00019562i,0.00058654+0.0012663i,0.00024932-0.0008596i,0.00088341-0.00085888i,-0.0014623-0.001028i,0.00065456-0.0051543i,-0.00071311+0.0019023i,-0.0007715+0.00033475i,-0.00039088-0.00034214i,0.00073291+0.00073367i,0.00090195+0.0010897i,-0.0004224+0.00011521i,0.0012246-0.00033268i,0.0006218+0.0026148i,0.00074691+0.00042714i,0.00028843-2.4223e-05i,0.00030645+0.00093829i,0.00014826+0.00031749i,0.00027321+5.2044e-05i,0.00037684-0.00038377i,3.1543e-05-0.00030464i,0.001409-0.00069551i,0.00021136-0.00029989i,-0.00038574-0.00022764i,0.0012713-0.00025466i,0.0052513-0.0035601i,0.00036497+4.5264e-05i,0.00087528-0.00044247i,0.00032435-0.00056752i,-0.00059954-0.0020648i,0.0010926+0.0005272i,-0.00012115-0.00038027i,-0.00046768+9.0102e-05i,0.00093122+0.00050407i,-0.0089475-0.004418i,0.0098677+0.022102i,0.029537-0.009463i,0.026607-0.015447i,0.00072858-0.011014i,0.035075-0.0049865i,0.031528+0.017611i,0.031087+0.0050022i,0.020871+0.017979i,-0.014436+0.014641i,-0.004138-0.0058217i,-0.0043054-0.0032668i,-0.00136-0.0093015i,0.0055138-0.0026352i,0.0040629+0.0027776i,0.00086754+0.0095578i,-0.0016325-0.00068415i,0.0053934+0.005697i,-0.0040475+0.0020492i,0.0034815+0.0039058i,0.0012166-0.00026401i,-0.0018206-0.0022568i,0.004939-0.007775i,-0.0030809+0.00072902i,0.0034672-0.0045091i,-0.0034235+0.0045779i,-0.0025959-0.0016972i,-0.00062934-0.00077932i,-0.0029332+0.00218i,-0.002706-0.0004509i,-0.012533-0.00021051i,6.1676e-05-0.0025491i,-0.0029607+0.0019244i,-0.0019449+0.0016557i,-0.0014525+0.0044384i,0.0062139-0.0032631i,-0.006081+0.0041147i,-0.0055448-0.003568i,-0.0026081-0.00096179i,-0.0043175+0.0029175i,0.0018173-0.0040212i,0.0044399-0.0016354i,0.0018779-0.0030751i,0.0021765+0.0020236i,0.0012728+0.0013771i,0.0095731-0.001152i,-0.020828+0.012046i,-0.024541+0.030494i,-0.0065568+0.021632i,0.00717+0.0050358i,0.0021773-0.0051388i,-0.012643+0.013413i
-0.0011612-0.0078711i,-0.009586-0.03145i,-0.021258-0.006948i,-0.015035-0.006574i,-0.019641-0.0081724i,-0.014161-0.0070025i,0.0018293-0.020461i,0.0046533-0.020123i,-0.009591-0.0028286i,0.0024076-0.0025482i,2.2892e-05-0.00013913i,0.0014066+0.00066305i,-4.416e-06-0.00056687i,0.00078017-0.0012734i,-0.0015757-0.00055939i,-0.0001815-0.0049302i,-0.00017346+0.0016257i,-0.00093219+0.00082365i,-0.00033265+3.6498e-06i,0.00076842+0.00023596i,0.0011757+0.00053101i,-0.00065405+0.00023309i,0.00090396-0.00067956i,0.0018249+0.0012471i,0.0011615-1.176e-05i,0.00022183-0.00022815i,0.00056519+0.0007366i,0.00031815+0.00034228i,0.0002947-1.6022e-05i,0.0002146-0.00045522i,-8.7975e-05-0.00025528i,0.0011226-0.0010919i,0.00012718-0.00034821i,-0.00036136-0.00011375i,0.00098833-0.0012051i,0.0041731-0.0048982i,0.00061115-0.00017284i,0.00066012-0.00067063i,0.00012241-0.00067735i,-0.0014343-0.0019827i,0.0011826-1.5279e-05i,-0.00038288-0.00020132i,-0.00038712+0.00049432i,0.0010122+0.00014245i,-0.0087937-0.0033325i,0.015682+0.018758i,0.028541-0.014358i,0.023824-0.019428i,0.00097901-0.0067071i,0.035188-0.013183i,0.033562+0.011109i,0.031583-0.0025019i,0.020704+0.013146i,-0.0097389+0.014254i,-0.0048735-0.0035518i,-0.0059978-0.00017238i,-0.0061404-0.0084905i,0.0036422-0.0029209i,0.0037621+0.00216i,0.0039005+0.0089366i,-0.00073757-0.00013672i,0.0049753+0.0034247i,-0.0018768+0.0044223i,0.0052796+0.002849i,0.001546-0.00065608i,-0.0023758-0.00089086i,0.0024962-0.0096365i,-0.0026641+0.0012886i,0.0021336-0.0057539i,-0.0010379+0.0037465i,-0.0037381-0.0012237i,-0.00092406-0.0006685i,-0.00148+0.0033684i,-0.0023095-0.00029651i,-0.01036+0.0039413i,-0.00096339-0.0030123i,-0.0017975+0.0021683i,-0.0015158+0.0018809i,0.00029214+0.0036217i,0.0051377-0.0058897i,-0.0035843+0.0055176i,-0.0055466-0.0014822i,-0.003155-0.00053807i,-0.0033353+0.0039999i,0.00073048-0.0037319i,0.003708-0.0023225i,0.0014951-0.0037482i,0.00074476+0.0018947i,0.00097278+0.0018993i,0.0084959-0.0041581i,-0.017398+0.012881i,-0.016539+0.034175i,-0.003179+0.02124i,0.009087+0.0040487i,0.0015977-0.0031158i,-0.0099927+0.014792i
-0.0025838-0.008212i,-0.014745-0.028741i,-0.022104-0.0034042i,-0.015316-0.0042921i,-0.020549-0.0042693i,-0.014874-0.0050465i,-0.0025564-0.019801i,0.0017278-0.020461i,-0.0091261-0.0013477i,0.0013471-0.0027183i,1.2351e-05+0.0001121i,0.0015229-0.00016432i,-1.7466e-05-0.00034592i,0.00019849-0.0013109i,-0.0013509-1.8326e-05i,-0.0011549-0.0045249i,0.00015262+0.0015652i,-0.00053473+0.0013642i,-0.00024723+5.4824e-05i,0.00048039-0.00012091i,0.0011813-3.4691e-05i,-0.00063297+0.00051398i,0.00062001-0.00083744i,0.0016815-0.0002472i,0.001068-0.00079221i,8.0794e-06-0.00034899i,0.00080229+0.0005601i,0.00051046+0.0002003i,0.00026914-9.9963e-05i,1.3115e-07-0.00044632i,-0.00010949-0.00010474i,0.00079327-0.0014275i,-9.5248e-05-0.00035815i,-0.0003821+7.0566e-05i,1.8912e-05-0.0014898i,0.0027039-0.0060114i,0.00049486-0.00051041i,0.0003398-0.00092102i,1.41e-05-0.0006285i,-0.0023596-0.0015274i,0.00092408-0.00049332i,-0.00041911+6.7791e-05i,-0.000276+0.0008215i,0.0011132-0.00023087i,-0.0082468-0.0027921i,0.01957+0.01306i,0.026772-0.019277i,0.02162-0.024164i,0.0042227-0.0037113i,0.032633-0.021695i,0.03436+0.0048445i,0.029792-0.0096296i,0.019621+0.0096248i,-0.0052544+0.011961i,-0.004402-0.0022841i,-0.0057384+0.0035392i,-0.01081-0.0049387i,0.0022089-0.0029662i,0.003532+0.0017429i,0.0067092+0.0073212i,0.00020836-0.00038687i,0.0035384+0.0022127i,0.0013576+0.0038071i,0.0066899+0.00061962i,0.0016834-0.0014654i,-0.0020649+0.00080722i,-0.0010636-0.01113i,-0.0026486+0.0022795i,0.00035204-0.0068331i,-0.00092203+0.003298i,-0.0045324+0.00012813i,-0.0012017-0.00047147i,0.0012604+0.0036492i,-0.0023479-0.00065601i,-0.0067755+0.0064277i,-0.0028331-0.0027341i,-0.00092965+0.0019105i,-0.00092676+0.0020106i,0.0011074+0.0024468i,0.0029973-0.0082562i,-0.0010359+0.0054858i,-0.0047543-0.00010339i,-0.0031827+0.00018603i,-0.0015902+0.005184i,-0.0004107-0.0029295i,0.0028454-0.002879i,0.00047478-0.004085i,7.1811e-06+0.0024428i,0.0011764+0.0021634i,0.0068147-0.006458i,-0.017665+0.012516i,-0.0092078+0.033769i,0.00069093+0.019364i,0.010527+0.0021011i,0.002204-0.0018167i,-0.0071836+0.015342i
-0.0038405-0.0082032i,-0.018927-0.025261i,-0.022145+0.00032076i,-0.015335-0.0019071i,-0.020896-0.00071536i,-0.015275-0.0029976i,-0.0058277-0.018642i,-0.0011054-0.020789i,-0.0084777-0.00068037i,0.00077161-0.0024735i,0.00023571+0.00026057i,0.0012998-0.00073221i,-3.5952e-05-0.00017779i,-3.2523e-06-0.0010252i,-0.00099259+0.00013582i,-0.0018246-0.0037152i,0.0007591+0.0014314i,6.7269e-05+0.0014465i,-0.00019274+0.00019684i,0.00025407-0.00012809i,0.0010378-0.00051188i,-0.00042478+0.00068598i,0.00026324-0.0010382i,0.0011644-0.001328i,0.00044842-0.0012031i,-0.00027099-0.00020118i,0.0010772+0.00026338i,0.00055145-1.9851e-05i,0.0002222-0.00016403i,-0.00023176-0.00034091i,-5.3935e-05-6.9723e-05i,0.00017597-0.0016265i,-0.0001892-0.00015731i,-0.00019829+0.0002545i,-0.00033705-0.0011567i,0.00087053-0.006589i,0.00030831-0.00047399i,-7.5639e-05-0.00090029i,-5.3969e-05-0.00061191i,-0.0030779-0.00061538i,0.0005539-0.00071581i,-0.00034012+0.00029798i,3.9687e-05+0.0013054i,0.0010138-0.00074164i,-0.008258-0.0031928i,0.021161+0.0066546i,0.023877-0.024031i,0.016859-0.0298i,0.0092346-0.0050153i,0.026855-0.028883i,0.034539-0.0010077i,0.027229-0.015019i,0.019557+0.0080648i,-0.0028022+0.0084581i,-0.0043429-0.0016653i,-0.0031235+0.0063603i,-0.013247+0.00074842i,0.00084152-0.0028776i,0.0033639+0.0015317i,0.0079715+0.0046029i,0.00034885-0.0013843i,0.0024014+0.0017917i,0.0019384+0.0021797i,0.0065075-0.0023988i,0.0012363-0.0026139i,-0.00010781+0.0018681i,-0.0059375-0.0094376i,-0.0017081+0.0040114i,-0.0026635-0.0069222i,0.0004799+0.0037742i,-0.0046063+0.001928i,-0.0013885-1.8304e-05i,0.0037955+0.0010565i,-0.0027334-0.00032737i,-0.0025753+0.0063896i,-0.0043881-0.0011664i,-0.00040605+0.0013888i,-0.00071751+0.0019003i,0.0015757+0.0012407i,-0.00050349-0.0098705i,0.001207+0.0044377i,-0.0044433+0.00055343i,-0.00318+0.0009769i,0.0010427+0.0052948i,-0.00054486-0.0018646i,0.0019339-0.0028641i,-0.00055736-0.004074i,-0.00028124+0.0032031i,0.0013344+0.0024581i,0.0049506-0.0076668i,-0.01873+0.015093i,-0.0038283+0.032546i,0.0032091+0.015689i,0.011032-0.00049444i,0.0027579-0.0017588i,-0.0043154+0.014875i
-0.0052727-0.0082455i,-0.022148-0.021205i,-0.021451+0.0037618i,-0.014812+0.00026491i,-0.020555+0.0030535i,-0.01544-0.00098435i,-0.0088167-0.017518i,-0.0042066-0.020888i,-0.0082299-0.0006365i,0.00060676-0.0022874i,0.00045571+0.0003523i,0.00093837-0.0010229i,0.00010426+4.9026e-05i,-1.2468e-05-0.00086075i,-0.00083962+0.00016228i,-0.0021151-0.0029335i,0.0012601+0.001067i,0.00059186+0.0013348i,1.3941e-05+0.00025665i,0.00019829-6.7427e-05i,0.00072064-0.00092275i,-0.00027647+0.00085692i,-9.7964e-05-0.00091757i,0.00039-0.0018598i,-4.3769e-05-0.0012013i,-0.00032346+7.0331e-05i,0.0010391-0.00021363i,0.00052519-0.00019423i,0.00015849-0.00022485i,-0.00034337-9.9524e-05i,-4.4651e-05-8.1393e-05i,-0.00034809-0.0013651i,-0.00010942+3.5561e-05i,3.3068e-05+0.00023149i,-0.00053192-0.00103i,-0.00088024-0.0062963i,0.00038968-0.00055103i,-0.00039069-0.00063848i,-0.0002247-0.00059893i,-0.003389+0.00060328i,0.00027566-0.00088252i,-0.00018625+0.0004765i,0.00060717+0.0015576i,0.00059441-0.0010034i,-0.0094013-0.0034242i,0.020434+0.00079485i,0.019743-0.028127i,0.0098798-0.033187i,0.01206-0.0095095i,0.020047-0.033515i,0.034151-0.0072357i,0.024874-0.020537i,0.021187+0.0062927i,-0.0010061+0.0055341i,-0.0051268-0.001289i,0.00020499+0.0071364i,-0.012353+0.0072326i,-0.00026749-0.0024014i,0.003428+0.0014276i,0.0081427+0.0023684i,-0.00028564-0.0020377i,0.00097741+0.0021941i,0.0023743+0.0016859i,0.0043588-0.0047078i,-0.00019957-0.0032606i,0.0015237+0.0011807i,-0.0085083-0.005027i,0.00091333+0.0046863i,-0.00499-0.0048482i,0.0020509+0.0028144i,-0.003814+0.0037634i,-0.0012844+0.00027399i,0.0035379-0.0021518i,-0.0028361+0.00038883i,-0.00014482+0.004153i,-0.0044044+0.00069886i,-0.00041534+0.00073146i,-0.00047287+0.0020854i,0.0012207-0.00010583i,-0.0050303-0.0091113i,0.0021117+0.002353i,-0.0042091+0.0013319i,-0.0027493+0.0020796i,0.0031872+0.0040764i,-1.7011e-05-0.0016863i,0.0017229-0.0023778i,-0.0013985-0.0036396i,-0.00066511+0.0044368i,0.0017016+0.002461i,0.0042784-0.0086148i,-0.018172+0.01918i,0.0011003+0.03037i,0.0035118+0.011515i,0.010018-0.0035908i,0.0026449-0.0013772i,-0.0022739+0.013167i
-0.0071262-0.0078769i,-0.024297-0.017054i,-0.020296+0.0070086i,-0.01406+0.0020177i,-0.019289+0.0064846i,-0.015378+0.0010117i,-0.011881-0.015963i,-0.0075244-0.020366i,-0.0085662-0.00075645i,0.00035687-0.002424i,0.00086338+0.00036826i,0.00060765-0.0012313i,0.00034913+0.00013648i,-8.342e-05-0.0008125i,-0.00073331+0.00023339i,-0.0021998-0.0023911i,0.0015942+0.00062589i,0.0011585+0.0010706i,0.00014936+0.00010569i,0.00025219-0.00012158i,7.7536e-05-0.0010404i,4.0115e-05+0.0010165i,-0.00028779-0.00075157i,-0.00037174-0.0020456i,-0.00044556-0.0010309i,-0.00028194+0.00024268i,0.00073116-0.00049227i,0.00050279-0.00039765i,9.1358e-05-0.00012147i,-0.00039166+0.00011186i,-7.257e-05-5.0015e-05i,-0.00049297-0.0009681i,0.00017376+4.4808e-05i,0.00015894+6.8105e-05i,-0.00095987-0.00074497i,-0.0021223-0.0054176i,0.00015324-0.00072308i,-0.00049521-0.00032728i,-0.0003537-0.00039378i,-0.0031524+0.001791i,-0.00023946-0.00082909i,-4.6886e-05+0.0004416i,0.0013067+0.0014914i,0.00019781-0.00080987i,-0.010842-0.0026865i,0.018121-0.003949i,0.014906-0.030922i,0.0026429-0.033995i,0.011992-0.014018i,0.012408-0.036367i,0.032674-0.013785i,0.020971-0.026206i,0.023286+0.0028835i,7.0214e-05+0.0012621i,-0.0063864-7.2227e-05i,0.0031407+0.0059818i,-0.0083325+0.012001i,-0.00099096-0.0019055i,0.0035083+0.001243i,0.0081062+0.00037193i,-0.0012859-0.0019097i,0.0005476+0.0035726i,0.0032554+0.00053819i,0.001898-0.0050455i,-0.0014576-0.0029936i,0.0021681-1.1147e-05i,-0.0084696-0.00089574i,0.0032485+0.0035616i,-0.0060951-0.0025582i,0.0022577+0.0013376i,-0.0019522+0.0050651i,-0.0013414+0.00057676i,0.0015158-0.004267i,-0.0026766+0.0010345i,0.00020147+0.0017798i,-0.0038286+0.0022402i,-0.00090593+0.00046606i,-2.3682e-05+0.0018661i,0.00024151-0.00052176i,-0.0078459-0.0063198i,0.0018856+0.00096257i,-0.0036961+0.0019577i,-0.0016662+0.002568i,0.0043574+0.0020595i,-0.00041221-0.0014464i,0.0020906-0.0024636i,-0.0017644-0.0027444i,0.00079186+0.0065085i,0.001701+0.0026237i,0.0026984-0.010398i,-0.016346+0.023338i,0.0048897+0.027494i,0.0016013+0.008585i,0.0066787-0.0052088i,0.0032823-0.0016132i,-0.001917+0.011472i
-0.0088313-0.0067509i,-0.025718-0.013302i,-0.018512+0.0099877i,-0.013229+0.0034426i,-0.017595+0.0092331i,-0.015069+0.0031632i,-0.014405-0.013773i,-0.010574-0.019296i,-0.0094906-0.00044377i,3.0934e-05-0.0024517i,0.0013316+3.7678e-05i,0.00028332-0.0010945i,0.00061769+0.00015626i,-0.00016981-0.00066829i,-0.00065651+0.00027609i,-0.0021996-0.0021204i,0.0021149+8.2993e-05i,0.0015102+0.0004729i,0.00010745-0.00011255i,0.00025414-0.00014121i,-0.00031582-0.00082534i,0.00059054+0.00091058i,-0.00032632-0.00068178i,-0.0009223-0.0020486i,-0.00085407-0.00078074i,-0.00011873+0.00036722i,0.00055718-0.00046038i,0.00032675-0.0004869i,0.0001011-6.4983e-05i,-0.00029221+0.00040168i,-7.2383e-05+5.4507e-05i,-0.00059166-0.000885i,0.00025566-0.00012939i,7.1359e-05+3.3579e-05i,-0.0010226-0.00014334i,-0.0029018-0.0044606i,-0.00015698-0.00060856i,-0.00052075-6.4141e-05i,-0.0002462-0.00022284i,-0.0023886+0.0028177i,-0.00046148-0.0004637i,0.00017227+0.00046981i,0.0019088+0.001061i,9.6551e-05-0.00063923i,-0.011788-0.0012191i,0.015812-0.0063978i,0.010231-0.032576i,-0.0040543-0.033032i,0.0099808-0.017936i,0.0043894-0.036473i,0.029521-0.020046i,0.016017-0.03056i,0.024479-0.0013064i,-0.0017095-0.0028142i,-0.0071386+0.0022824i,0.0047837+0.0038332i,-0.0032352+0.014369i,-0.0018123-0.0012481i,0.0037645+0.0011216i,0.0073055-0.0015649i,-0.0018039-0.0014274i,0.0013724+0.0050751i,0.0031431-0.00096946i,0.00036965-0.0043078i,-0.0026625-0.0022832i,0.0020446-0.0009854i,-0.0067573+0.0018989i,0.0046583+0.0015754i,-0.0062218+1.6571e-05i,0.0017589+0.00090673i,0.00033188+0.0051321i,-0.0010046+0.0010505i,-0.00089424-0.0050191i,-0.0023087+0.0012832i,-0.00093904+0.00075944i,-0.0028768+0.0035086i,-0.001366+0.00095005i,-0.00011114+0.0015658i,-0.00028464-0.00038093i,-0.0091219-0.0032743i,0.0012817+6.4226e-05i,-0.0034311+0.0023637i,-0.00076365+0.0025503i,0.004557-0.00020633i,-0.00011699-0.001206i,0.0022537-0.0032863i,-0.0019603-0.0026645i,0.0031238+0.0064618i,0.0022984+0.0028403i,0.00087822-0.011134i,-0.012731+0.028583i,0.0076497+0.024777i,-0.00095182+0.0080817i,0.0034507-0.0040203i,0.0031659-0.0024224i,-0.0020349+0.010514i
-0.0099257-0.0052582i,-0.027215-0.0099672i,-0.016296+0.012267i,-0.012355+0.0047732i,-0.015645+0.011933i,-0.014145+0.0052207i,-0.016424-0.011365i,-0.013674-0.01802i,-0.010695+0.00062413i,-0.00017233-0.0026659i,0.0015311-0.00056862i,0.00026897-0.0010824i,0.00092868+7.5105e-05i,-6.9435e-06-0.00078896i,-0.00061759+0.00031818i,-0.0023375-0.0018718i,0.0022855-0.0009126i,0.0014277-0.00015452i,6.8334e-06-0.00017502i,0.00039547-0.00023639i,-0.00056434-0.00054585i,0.00087616+0.00049915i,-0.00049015-0.00066478i,-0.0014008-0.0021015i,-0.0011343-0.00035639i,0.00012642+0.0003993i,0.00036184-0.00056818i,0.00013472-0.00044634i,0.00012199-8.3447e-05i,0.00011065+0.00061417i,-1.7699e-05+0.00015004i,-0.00085054-0.00067805i,0.00037713-0.00037383i,0.00012367+4.4027e-05i,-0.00067684+8.3e-05i,-0.0033895-0.0035505i,-0.0002321-0.00042146i,-0.00029757+0.00019737i,-0.00019795-0.00026191i,-0.0011426+0.003298i,-0.00044893-0.00023231i,0.00033233+0.00021378i,0.0024012+0.00023939i,0.00013797-0.00057537i,-0.012513+0.0003696i,0.014673-0.0083148i,0.0055117-0.033656i,-0.010098-0.030266i,0.0079743-0.020457i,-0.0027527-0.033851i,0.025245-0.025361i,0.010745-0.034248i,0.025072-0.0062602i,-0.0048109-0.0048585i,-0.0063834+0.0053369i,0.0052545+0.0015795i,0.0016631+0.014244i,-0.0022667-0.00020191i,0.0046164+0.00067592i,0.0059747-0.0031109i,-0.0022227-0.00099299i,0.0036609+0.0057348i,0.0022773-0.0013651i,-0.00034947-0.0035295i,-0.0033174-0.0011016i,0.0017959-0.0016975i,-0.0053301+0.003386i,0.0050081-0.00093859i,-0.0054002+0.0022776i,0.0022166+0.0011099i,0.0019979+0.0042392i,-0.00051355+0.0010451i,-0.0034259-0.0045935i,-0.0020614+0.0015721i,-0.0015777+0.0014537i,-0.0013058+0.004319i,-0.0011088+0.0016159i,-0.00025018+0.0019852i,-0.00052503-0.00033518i,-0.0095003-0.00040574i,0.00041934-0.00024721i,-0.003192+0.0032774i,-0.00029904+0.0025657i,0.0039795-0.002519i,-2.5977e-05-0.0018018i,0.0018865-0.004329i,-0.0025645-0.0022957i,0.005171+0.0053577i,0.0031702+0.0028577i,-0.0011331-0.011465i,-0.0053967+0.031781i,0.01059+0.021437i,-0.0027576+0.0091135i,0.0019633-0.0017043i,0.0021856-0.00259i,-0.0021665+0.010148i
