-0.030493-0.040393i,-0.021-0.020583i,-0.012736-0.036433i,-0.03032-0.02078i,-0.022105-0.0007384i,-0.01437-0.0066757i,-0.055843-0.061385i,-0.047399-0.018722i,-0.038243-0.01236i,0.011383+0.011385i,-0.0079494+0.0049097i,-0.020401+0.019005i,0.0028049+0.01169i,-0.0058434-0.0029903i,0.00011285+0.0015096i,-0.0025489+0.031633i,0.026489+0.025833i,0.0027724-0.0022668i,-0.0024137-0.0070426i,0.0084494+0.0028178i,0.0025421+0.0011291i,-0.00039215+0.0036233i,-0.00032803+0.00028494i,-0.034943-0.012837i,-0.00056674-0.0083377i,0.0011441+0.0021899i,0.0066303+0.00076824i,0.0021639+0.0011586i,0.0010902-0.00039263i,-0.00062408-0.0027408i,0.0014823-0.0025074i,-0.0022173-0.0065066i,-0.00084455-0.0048207i,0.0030378-0.00064194i,0.004435-0.0030044i,0.0010909+0.031358i,0.0041778-0.003852i,0.0032226-0.0016021i,0.0082523-0.0015343i,-0.0064002-0.0032039i,-0.00020796+0.00089583i,0.0089553+0.00028173i,0.0044528-0.0025152i,-0.0017871+0.0093728i,-0.017426-0.0076021i,-0.019077+0.016431i,-0.0010676-0.061649i,-0.0040546-0.027236i,-0.0257-0.032892i,-0.010549-0.026956i,0.057411-0.018154i,0.017952-0.042103i,0.024469-0.046881i,0.0056359-0.053997i,0.027146-0.020654i,0.0082924+0.0061519i,0.026053-0.033653i,-0.0078563-0.0074327i,0.0037313-0.0046452i,-0.0044322-0.007469i,-0.00090729-0.033658i,-0.018464+0.028995i,0.0086045-0.01157i,-0.0094149-0.0041034i,-0.0042741-0.0016817i,0.00091803-0.012988i,-0.011194+0.0038252i,0.0021829+0.010361i,-0.0054656+0.026687i,0.0049074+0.0030546i,-0.0058901-0.0021634i,-0.0019239-0.0021073i,-0.012088-0.0076647i,-0.00044183-0.004172i,-0.035154+0.0055391i,0.0013073-0.010725i,-0.0086657+4.7297e-05i,-0.0064306-0.0021808i,0.0051752+0.0012971i,-0.0078882-0.00046168i,0.0022055+0.00040349i,0.0043933+0.0077003i,0.0041007+0.00053879i,-0.007368-0.012214i,0.0023041+0.0096762i,-0.014884+0.0038623i,0.0070347+0.00023159i,-0.022217-0.0010832i,-0.018226+0.0065421i,-0.0072384-0.065875i,0.0085331-0.012533i,-0.049442-0.024085i,-0.021286+2.0228e-05i,0.017156+0.012093i,-0.023609+0.014561i,-0.019927-0.006145i
0.023836-0.027609i,0.011085-0.015734i,0.011154-0.019812i,0.0030366-0.011082i,0.0012131-0.019461i,-0.0051329-0.0041711i,0.014005-0.016541i,-0.0068942-0.013609i,-0.010798-0.0099503i,0.0036909-0.0013892i,-0.00044084-0.00045202i,-0.0013578+0.0011263i,0.0025592-0.00058259i,9.6693e-05-0.00089303i,-0.0003146-0.0011889i,0.0021059-0.00388i,-0.005428+0.0007305i,-0.00019973-0.00028216i,0.00018602-0.0002215i,9.8675e-05+0.0018417i,-0.00052147+0.0024007i,-0.00087576+0.0008895i,0.0011548+0.0004855i,-0.0023426+0.0034833i,-0.00013532-0.0025683i,-0.00045919-0.00011687i,-0.00036995+0.00067228i,0.00089692-0.0007163i,0.0011617-5.8652e-05i,0.00032321-0.00099891i,0.0022231-0.0017204i,0.0032708-0.00016822i,0.0016617+0.00056018i,0.00018817-0.00084138i,0.0026234-0.00028091i,0.0054605-0.0028908i,-0.0071396-0.0082881i,2.0514e-05-1.2014e-05i,0.00021146-0.0014267i,0.00075742-0.0012892i,0.0012916+0.0019452i,0.0011958+0.0025337i,0.0013326-0.0016451i,0.0045815+0.0027826i,-0.0010247-0.025724i,0.0069427+0.0032009i,0.019858+0.0054067i,0.0049501+0.0070875i,-0.0088443-0.022221i,0.0075784+0.0078177i,0.012301+0.017569i,0.0017502+0.017293i,0.018942+0.012277i,0.0024103+0.0054976i,2.6522e-06-0.0087876i,0.0018368-0.0028973i,0.0012717-0.0054006i,0.0085085+1.0638e-05i,0.0011796+0.0045261i,-0.0075926+0.012109i,-0.004377-0.0068633i,0.0058637+0.009952i,-0.0034476-0.0010188i,-2.7774e-05+0.00171i,-8.4264e-05+0.0017231i,-0.0024517-0.0028597i,0.0056443-0.003016i,-0.0064145-0.0021555i,0.0033545-0.00021256i,-0.0063719+0.0035305i,-0.0019376+9.6503e-05i,0.0010292-0.00087664i,-0.00556-0.0017714i,-0.0035237-0.00098387i,-0.010636-0.0080522i,0.0039475-0.0029393i,-0.0032765-0.0007168i,-0.0012479+0.0014635i,-0.0031884+0.0034149i,0.0092721+0.0030855i,-0.0057131+0.001367i,-0.0016601-0.0049087i,-0.0027703-0.0007236i,-0.0027023-0.00062836i,0.0034275-0.0044073i,0.0027638+0.00094031i,0.0017298-0.0017195i,0.0015119+0.0070738i,0.0003597+0.0044475i,0.020726-0.0070706i,-0.024541-0.0023127i,-0.03215+0.020774i,-0.0052744+0.011679i,0.0011704+0.0022964i,0.0069653-0.0035i,-0.013124-0.001525i
0.018391-0.029947i,0.0080498-0.018127i,0.0073537-0.021166i,0.00083737-0.010733i,-0.0030855-0.019567i,-0.0052479-0.0034117i,0.0093039-0.020077i,-0.0088341-0.011569i,-0.012244-0.0078104i,0.0031884-0.0023119i,-0.0005015-0.00067928i,-0.00055984+0.0016304i,0.0018676-0.0013194i,0.0002421-0.00048572i,-0.00040754-0.0011261i,0.0014481-0.0039304i,-0.0050318+0.0022955i,-0.00067756+7.3868e-05i,-8.617e-05-0.00034115i,0.00055142+0.0016737i,0.00033977+0.0024405i,-0.00053696+0.0010785i,0.0012687+5.0414e-05i,-0.00011019+0.0035492i,-0.0010858-0.0021033i,-0.00036397+5.5624e-05i,4.5377e-05+0.0012734i,0.00057354-0.00081976i,0.0010577-0.00030136i,7.3504e-05-0.00083834i,0.0014353-0.0024895i,0.0033696-0.0013585i,0.0018694+7.0063e-05i,-0.00020316-0.00078097i,0.0028537-0.0013337i,0.0050188-0.0039897i,-0.00053945-0.0028251i,-1.6008e-05-8.9538e-05i,5.8741e-05-0.001187i,0.00025272-0.001902i,0.0019602+0.0013479i,0.0020135+0.0015718i,0.00071679-0.0016051i,0.0058172+0.0017495i,-0.0051196-0.024258i,0.0074127+0.0031341i,0.020568+0.0024758i,0.0073548+0.0034555i,-0.013922-0.017811i,0.01173+0.0044366i,0.016038+0.013124i,0.0051347+0.01263i,0.017081+0.0040136i,0.005118+0.0018703i,-0.002827-0.0085094i,-0.00093549-0.0034555i,-0.00094972-0.0065748i,0.0062789-0.0026999i,0.0022495+0.0037313i,-0.0017483+0.014349i,-0.0058894-0.0033679i,0.0068732+0.0074432i,-0.0035648+0.00057405i,0.00099427+0.0025709i,0.0011893+0.0017098i,-0.0041567-0.0018665i,0.0053901-0.0064858i,-0.0069785-0.0003311i,0.0037933-0.0018008i,-0.00422+0.0065145i,-0.0013765-0.00061551i,0.00025452-0.0015957i,-0.0048071+0.0017316i,-0.0031389-9.0144e-05i,-0.011839-0.0027745i,0.0018591-0.0036095i,-0.0027963+0.0004402i,-0.0015956+0.00092879i,-0.0016804+0.0040995i,0.011281-0.00051177i,-0.0046313+0.0039435i,-0.0032241-0.0040817i,-0.0023684-6.793e-05i,-0.0025906+0.00068414i,0.00048683-0.0041319i,0.0031202-9.2985e-05i,0.0016081-0.0014862i,0.0026199+0.004644i,0.00014175+0.004426i,0.01735-0.012047i,-0.023565+0.0029384i,-0.028382+0.027836i,-0.0037536+0.0091681i,0.003031+0.0044207i,0.0046089-0.0040657i,-0.014404+0.0012551i
0.013415-0.031258i,0.0041295-0.020129i,0.0033252-0.021749i,-0.00079324-0.0099439i,-0.0072858-0.018695i,-0.005211-0.003002i,0.0042813-0.02221i,-0.010149-0.0096448i,-0.013345-0.0054467i,0.0024142-0.0031801i,-0.00090817-0.00078862i,0.00036933+0.0017939i,0.0011039-0.00091393i,0.00077967-0.00029146i,-0.0006531-0.001102i,0.00084385-0.0039403i,-0.004021+0.0034587i,-0.0010162+0.0005306i,-0.000413-0.000219i,0.00084899+0.0012521i,0.001296+0.0018832i,-0.00032856+0.0010786i,0.0011621-0.00045137i,0.0017154+0.0025709i,-0.0018249-0.0015664i,-0.00019398+0.00015315i,0.00085705+0.0012847i,0.0001952-0.00083844i,0.00089742-0.00048423i,-0.00018437-0.00083185i,0.00046323-0.0029701i,0.0027699-0.0026726i,0.0017794-0.00067551i,-0.00047324-0.00051439i,0.0025405-0.0027345i,0.0042764-0.0055448i,0.00013527-0.001762i,-0.00012535-5.5227e-05i,-0.00012203-0.0012418i,-0.00061692-0.0021438i,0.0023898+0.00047042i,0.0021483+0.00054745i,0.00026418-0.0015294i,0.0064098+5.0982e-05i,-0.0084588-0.022544i,0.0094732+0.0028478i,0.021532-0.00056933i,0.008119-0.00020596i,-0.01626-0.01247i,0.014975-0.00027126i,0.018173+0.0080914i,0.0075408+0.0085441i,0.014135-0.0025094i,0.00605-0.00075946i,-0.0057015-0.0067053i,-0.0036933-0.0022763i,-0.0045084-0.0068005i,0.0032789-0.0036702i,0.0024473+0.0026733i,0.0031617+0.01399i,-0.0054927-0.00047595i,0.0072294+0.0044948i,-0.0031261+0.0028146i,0.00222+0.0027655i,0.001812+0.0010527i,-0.0050973+0.00015023i,0.0033457-0.0083145i,-0.0061977+0.0017384i,0.0035818-0.0030334i,0.00013502+0.0072067i,-0.0017538-0.001106i,-0.00059813-0.0013561i,-0.0029999+0.0035997i,-0.0023688+0.00061073i,-0.010976+0.0019292i,0.00087375-0.003995i,-0.0019763+0.00088163i,-0.0015756+0.0015882i,0.0002209+0.0038519i,0.01084-0.0054424i,-0.0023916+0.0055377i,-0.0043217-0.0026424i,-0.0020313+0.0002047i,-0.0018888+0.0014174i,-0.00020328-0.0029142i,0.0030726-0.0013173i,0.0017598-0.001521i,0.0014634+0.003132i,0.00039104+0.0046774i,0.015032-0.015236i,-0.020665+0.0065734i,-0.022109+0.033615i,-0.0038464+0.0071507i,0.0059417+0.0042504i,0.0027005-0.0028608i,-0.013857+0.0040363i
0.0085973-0.032281i,-0.00011651-0.020728i,-0.00044515-0.021936i,-0.0016906-0.0094862i,-0.011078-0.016418i,-0.005414-0.0028107i,-0.0012207-0.022685i,-0.010991-0.0077832i,-0.013554-0.0026816i,0.0013019-0.0036594i,-0.0015204-0.00031595i,0.0012417+0.0012029i,0.0010822-0.00068448i,0.0011157-0.00082254i,-0.00092159-0.00085686i,8.7775e-05-0.0037802i,-0.0029546+0.0039786i,-0.001036+0.0011949i,-0.00054078+0.00022878i,0.00091812+0.00076653i,0.0016312+0.00086707i,-0.00031092+0.0011421i,0.00084989-0.00088372i,0.002813+0.000431i,-0.001903-0.00063258i,-0.00015173+0.0001406i,0.0012636+0.00084973i,-1.9668e-05-0.00072397i,0.00081121-0.0007657i,-0.00065532-0.0006339i,-0.00069189-0.0031086i,0.0015888-0.0034428i,0.0014704-0.0013969i,-0.00051404-0.00033873i,0.0012897-0.0041693i,0.0027917-0.0070405i,0.0011254-0.0015842i,-0.00013164+0.00013046i,-0.00040746-0.00114i,-0.0014714-0.0020996i,0.0022691-0.00050277i,0.0019487-2.5688e-05i,-0.00022104-0.0013922i,0.0062457-0.0012718i,-0.011308-0.020663i,0.012134+0.00042027i,0.022308-0.0039163i,0.0079919-0.0032563i,-0.015791-0.0071413i,0.01618-0.0068869i,0.018965+0.0033543i,0.0089208+0.0036619i,0.011607-0.0067799i,0.0070211-0.0033718i,-0.0069493-0.0037242i,-0.0054826+0.00017383i,-0.0084638-0.0055795i,0.0010484-0.0037089i,0.002247+0.0022422i,0.0071392+0.012282i,-0.0042989+0.0015747i,0.0055736+0.0016253i,-0.00044291+0.0045925i,0.0036241+0.0024022i,0.0025842+0.00047898i,-0.0048527+0.0023746i,0.00074964-0.0096155i,-0.0051629+0.0028401i,0.0028654-0.0045817i,0.0032005+0.0050803i,-0.0027944-0.001068i,-0.0009014-0.0010221i,-0.001073+0.0047733i,-0.0015887+0.00085824i,-0.0082407+0.0057167i,-0.00070394-0.0047836i,-0.0010754+0.00093258i,-0.0012773+0.001514i,0.0013987+0.0026481i,0.0082941-0.0097373i,0.00074113+0.0058159i,-0.0042609-0.001004i,-0.0019831+0.00044838i,-0.0012851+0.0017915i,-0.00038411-0.0022688i,0.0021944-0.0020121i,0.0020508-0.0020098i,0.00076414+0.0032826i,0.00088948+0.0051181i,0.011827-0.018668i,-0.01822+0.0073844i,-0.013974+0.036351i,-0.0040478+0.0068855i,0.007305+0.0032138i,0.0023709-0.0013074i,-0.012464+0.0060012i
0.0034825-0.032699i,-0.0041121-0.019987i,-0.0044693-0.021484i,-0.0029297-0.0095842i,-0.013579-0.013741i,-0.0058534-0.0026625i,-0.0060182-0.021274i,-0.011451-0.0061753i,-0.012885-0.00021397i,-2.2773e-06-0.0034384i,-0.0015942+0.00063401i,0.0015347+0.00046812i,0.0011966-0.00071438i,0.00058086-0.0010577i,-0.00098564-0.00044834i,-0.00076226-0.0033739i,-0.0021289+0.0041987i,-0.0003308+0.0015602i,-0.00038786+0.00048112i,0.00069139+0.0003722i,0.0014434+6.0676e-05i,2.3069e-05+0.0011632i,0.00050219-0.0010788i,0.0022174-0.0016262i,-0.0015305-1.4729e-05i,-0.00015822+0.00017135i,0.0015055+0.00040335i,-7.3737e-05-0.00057941i,0.00048835-0.0010525i,-0.00089333-7.0541e-05i,-0.0019077-0.0027091i,0.00039152-0.0037998i,0.00078674-0.0019888i,-0.0005485-0.00011653i,-0.00086076-0.0044407i,0.00093267-0.0080828i,0.0031666-0.0039553i,2.7789e-05+7.393e-05i,-0.0004436-0.00086851i,-0.0024605-0.0015358i,0.0017913-0.0011599i,0.0018451-0.00055428i,-0.00061924-0.0011066i,0.0062622-0.0024303i,-0.013548-0.018808i,0.013421-0.0037024i,0.022853-0.0081867i,0.0078102-0.006989i,-0.012849-0.0028348i,0.014556-0.014087i,0.018715-0.00083836i,0.0082509-0.00094765i,0.0082471-0.0092354i,0.0073859-0.0065416i,-0.0069185-0.0020549i,-0.0057743+0.0034678i,-0.012251-0.0018452i,-0.00076342-0.0031251i,0.0023032+0.0021723i,0.010438+0.0098321i,-0.0026471+0.0025891i,0.0032303+0.0010354i,0.0025766+0.0033408i,0.0053514+0.0010872i,0.0030738-0.00064823i,-0.0034287+0.0047676i,-0.002652-0.010707i,-0.0045503+0.0042749i,0.001415-0.0057164i,0.0037625+0.0031161i,-0.0037508-0.00020072i,-0.0011759-0.00078702i,0.002629+0.0046251i,-0.0011871+0.00039712i,-0.0040284+0.0075668i,-0.0040369-0.0040595i,-0.0005528+0.00043124i,-0.0010717+0.0013872i,0.0014847+0.0012418i,0.0045028-0.012918i,0.0035473+0.004325i,-0.0034825-8.8667e-05i,-0.0018556+0.00067826i,-0.00053575+0.002477i,-0.00083545-0.0015289i,0.0013568-0.0022384i,0.0017948-0.0028573i,0.00058868+0.0035736i,0.001773+0.0053596i,0.0075281-0.020893i,-0.019021+0.0076163i,-0.0066934+0.035142i,-0.0033257+0.0063236i,0.0081341+0.0019727i,0.0030423-0.00058699i,-0.010537+0.0070086i
-0.0010491-0.03212i,-0.007554-0.018491i,-0.0082152-0.020072i,-0.0043989-0.0091765i,-0.01578-0.011326i,-0.0065028-0.0023938i,-0.0093316-0.019415i,-0.011831-0.0048212i,-0.011619+0.0015206i,-0.00078166-0.0027552i,-0.0010779+0.0013977i,0.0014369-2.6695e-05i,0.0011396-0.00080151i,0.00038127-0.0007498i,-0.00090233-0.00024896i,-0.0013718-0.0025876i,-0.001323+0.0040474i,0.00015137+0.0014684i,-0.00017893+0.0006942i,0.00049665+0.00032575i,0.0010838-0.0004996i,0.00024852+0.00098934i,9.0133e-05-0.0012077i,0.00081845-0.0029655i,-0.0015504-0.00026564i,-0.00017093+0.00033914i,0.0017699-3.4433e-05i,-0.00023345-0.00054171i,6.5125e-05-0.0010647i,-0.00081661+0.0004132i,-0.0028394-0.0018317i,-0.0011623-0.0037721i,-4.2368e-06-0.0020944i,-0.00039067+8.5702e-05i,-0.0023578-0.0035636i,-0.0012372-0.008199i,-0.0019062-0.0049593i,-3.8638e-06+5.1996e-05i,-0.00045312-0.00080599i,-0.0030988-0.00043974i,0.0012189-0.001492i,0.001652-0.0010188i,-0.00090729-0.00058013i,0.0059061-0.0042249i,-0.015778-0.017142i,0.012771-0.0081067i,0.022116-0.012971i,0.0053184-0.010982i,-0.0080944-0.0021422i,0.0093913-0.01995i,0.018243-0.0044061i,0.0068675-0.0039295i,0.0056262-0.0091115i,0.0064444-0.0098221i,-0.0071398-0.00054498i,-0.0038312+0.0064569i,-0.013751+0.0035959i,-0.0024467-0.002267i,0.002616+0.0021667i,0.011639+0.0063198i,-0.00095908+0.0023267i,0.0019431+0.0012902i,0.0029552+0.0012172i,0.0057957-0.0014446i,0.0028277-0.0024909i,-0.00022832+0.006016i,-0.0073887-0.0087129i,-0.0028546+0.0065682i,-0.00062104-0.0053039i,0.0048163+0.0019658i,-0.0042457+0.0014543i,-0.001289-0.00045455i,0.0053618+0.00034646i,-0.0010555+1.9414e-05i,0.00050797+0.0068299i,-0.0043376-0.0013415i,-0.00057762-0.00011531i,-0.0011673+0.001179i,0.0013958+0.00032977i,-0.0007241-0.014625i,0.0050928+0.001482i,-0.0031881+0.00022084i,-0.0017583+0.0011545i,0.0010649+0.0025753i,-0.0005334-0.00062454i,0.00057624-0.0019764i,0.0007302-0.0036241i,0.00057916+0.0038044i,0.0026366+0.0051319i,0.0029349-0.021362i,-0.020315+0.010685i,-0.0019469+0.033105i,-0.0030553+0.0049403i,0.0089786+0.00032938i,0.0035148-0.00082601i,-0.0087699+0.0068151i
-0.0053041-0.031351i,-0.010162-0.01654i,-0.01134-0.018064i,-0.0056272-0.0084835i,-0.017636-0.008161i,-0.0072317-0.0018307i,-0.01215-0.017893i,-0.012382-0.0034915i,-0.010209+0.0022271i,-0.00096556-0.0019705i,-0.00039587+0.0018272i,0.0012654-0.00033885i,0.0012614-0.00085455i,0.00058342-0.00062648i,-0.00085911-9.7285e-05i,-0.0015661-0.0017747i,-0.00068963+0.0029221i,0.00054556+0.0013253i,0.00014727+0.00081687i,0.0004955+0.00038851i,0.00044059-0.00081179i,0.00029971+0.00097473i,-0.00034069-0.0010117i,-0.00063457-0.0032785i,-0.0017426+0.00019893i,2.7851e-05+0.00049585i,0.0016994-0.00084276i,-0.00028418-0.00037902i,-0.00022243-0.00097418i,-0.00051707+0.00079469i,-0.0033193-0.00075009i,-0.0024352-0.0028266i,-0.00054753-0.0021777i,-0.00019626+0.00013886i,-0.003303-0.0025862i,-0.0030455-0.0075654i,-0.00062001-0.0021169i,3.2142e-05+0.00014548i,-0.00069524-0.00066708i,-0.003263+0.00082021i,0.00061144-0.0016955i,0.0011935-0.0014652i,-0.00095804+6.1553e-05i,0.0046328-0.0057574i,-0.018291-0.015033i,0.010614-0.011682i,0.020015-0.017468i,0.0013663-0.013004i,-0.0055429-0.0048196i,0.0032071-0.022674i,0.018161-0.0083998i,0.0059528-0.006591i,0.0052808-0.0087412i,0.0052328-0.012134i,-0.0076702+0.0007852i,-0.00083879+0.0075728i,-0.012842+0.0099621i,-0.0036998-0.00085953i,0.0030007+0.0019579i,0.01153+0.0036707i,-0.00036849+0.0018176i,0.000855+0.0020875i,0.0028397+0.00027041i,0.0042823-0.003698i,0.0011224-0.0038008i,0.0026975+0.0050562i,-0.0095311-0.0038845i,0.00087114+0.0071147i,-0.0030168-0.0054347i,0.0052992-0.00031895i,-0.0037162+0.0034254i,-0.0013328-0.00028668i,0.0039716-0.0032158i,-0.0014018-2.0544e-05i,0.0027907+0.0039148i,-0.0048436-0.00016324i,-0.0010233-0.00061084i,-0.0010823+0.0013454i,0.00090299-0.00047406i,-0.0067366-0.013278i,0.0046736-0.0014931i,-0.0031928+0.00068684i,-0.0014394+0.0018828i,0.0023381+0.0017044i,-1.0966e-05-0.00093898i,0.00033667-0.0012464i,-0.00037186-0.0037989i,0.00060556+0.0045627i,0.0035417+0.0046069i,0.00014331-0.020767i,-0.020239+0.014813i,0.0023654+0.031222i,-0.003717+0.003144i,0.0085011-0.0023776i,0.0033554-0.00078288i,-0.007968+0.0058996i
-0.0097589-0.030196i,-0.012007-0.014523i,-0.013907-0.015888i,-0.0067214-0.0079322i,-0.018639-0.0047866i,-0.0080205-0.00099392i,-0.015072-0.015909i,-0.012741-0.0018333i,-0.0092686+0.0023575i,-0.00091958-0.0014819i,0.00047797+0.0020646i,0.0011-0.00060097i,0.0012903-0.0011278i,0.00073011-0.00079913i,-0.00077723+5.7799e-05i,-0.0013994-0.0011252i,-0.00029514+0.0016836i,0.00099441+0.00092729i,0.00053415+0.00063958i,0.00071184+0.00035197i,-0.00040812-0.00056589i,0.00064242+0.00090392i,-0.00060206-0.00070826i,-0.0018081-0.0028758i,-0.0014773+0.00071069i,0.00021503+0.00047395i,0.00087756-0.001374i,-0.00029046-0.00030292i,-0.00046308-0.0007768i,-0.00017631+0.00095024i,-0.0034808+0.00046214i,-0.0029705-0.0015631i,-0.002007-0.0025641i,-7.7506e-05+4.4361e-05i,-0.0040585-0.0012787i,-0.0047301-0.0061217i,-0.00060401-0.0010546i,0.00011794+0.00022906i,-0.00079687-0.00022822i,-0.0027612+0.0021118i,-4.7245e-05-0.001674i,0.00060531-0.0019064i,-0.00064451+0.00062034i,0.0030415-0.006478i,-0.020362-0.012064i,0.0072641-0.013993i,0.016841-0.020991i,-0.002449-0.013259i,-0.0056954-0.007012i,-0.0033839-0.02354i,0.017333-0.013168i,0.0044057-0.0094931i,0.0056852-0.0096054i,0.0033798-0.015038i,-0.0082584+0.0026684i,0.002022+0.0071067i,-0.0081047+0.014987i,-0.0041752+0.0006433i,0.0031872+0.001687i,0.011734+0.00099031i,-2.7955e-05+0.0014014i,0.00089925+0.003464i,0.0031097-0.00080704i,0.0021911-0.0043417i,-0.00045885-0.0038345i,0.004383+0.0032166i,-0.0091374+0.00043346i,0.0040616+0.0054269i,-0.0047686-0.0037229i,0.0041113-0.0023914i,-0.0019491+0.0047681i,-0.0016801-0.00010105i,0.0011664-0.0053094i,-0.0017641+0.00014852i,0.0026706+0.0011451i,-0.0045879+0.0017061i,-0.0018656-0.00060564i,-0.0004194+0.0014334i,-5.0686e-05-0.00074482i,-0.01067-0.0096801i,0.0029361-0.0033926i,-0.0028814+0.0011616i,-0.00054322+0.0023046i,0.002855+0.0003441i,-0.00012935-0.00091007i,0.00086122-0.00077356i,-0.00097494-0.0035626i,0.001899+0.0053167i,0.0038619+0.004204i,-0.0031047-0.020435i,-0.018996+0.019349i,0.0056733+0.028502i,-0.0056496+0.0021698i,0.0058503-0.004065i,0.0036793-0.00096117i,-0.008472+0.0053263i
-0.013987-0.028032i,-0.013636-0.012972i,-0.016071-0.013173i,-0.0079107-0.0072711i,-0.019138-0.0016645i,-0.0085778+0.00027457i,-0.017414-0.013463i,-0.012701-0.00011371i,-0.0090155+0.0022984i,-0.00076493-0.0010995i,0.001577+0.0017619i,0.0010293-0.00056654i,0.001252-0.0013387i,0.00068276-0.00089341i,-0.00076133+0.00014634i,-0.0010775-0.00098458i,0.00035829+4.4092e-05i,0.0012052+0.0004376i,0.00067321+0.00021317i,0.0009724+0.00031313i,-0.000625-1.5769e-05i,0.0010443+0.00052454i,-0.00064016-0.00043821i,-0.0025096-0.0024361i,-0.0012925+0.0010151i,0.00044289+0.00039588i,0.00037342-0.0012042i,-0.00036395-4.0862e-05i,-0.00063154-0.00054881i,0.0003287+0.0010659i,-0.0031924+0.0017851i,-0.0029981-0.00057083i,-0.0016178-0.001238i,-0.00010444+0.00011081i,-0.0041966+0.00041521i,-0.0056929-0.0042221i,-0.00051863-0.00061942i,0.00019476+0.00024176i,-0.0005337-2.4729e-05i,-0.0016971+0.0030119i,-0.00042223-0.0013683i,0.00017132-0.0019639i,-5.111e-05+0.00083918i,0.0017262-0.0072292i,-0.021408-0.0087693i,0.0042989-0.014222i,0.013412-0.023379i,-0.0059445-0.012566i,-0.0072232-0.008041i,-0.010134-0.021459i,0.01491-0.018132i,0.0024981-0.01203i,0.005556-0.010756i,0.00015827-0.017087i,-0.0084489+0.0052444i,0.0040335+0.0055064i,-0.0019387+0.017278i,-0.0042301+0.0022004i,0.0036146+0.0017127i,0.011858-0.0017204i,4.043e-05+0.00092423i,0.0022278+0.0047099i,0.002493-0.0019712i,0.00087673-0.0039886i,-0.0019803-0.0032672i,0.0050606+0.0012249i,-0.0069013+0.003377i,0.0061321+0.0028729i,-0.0051581-0.0019648i,0.0024131-0.0031537i,0.00039136+0.0049628i,-0.0017154+0.00052431i,-0.0017372-0.0055065i,-0.0017977-7.5826e-05i,0.0011969-3.1019e-05i,-0.003675+0.0032463i,-0.002525+0.00013i,-0.00025631+0.0018626i,-0.00058426-0.00037071i,-0.012607-0.0052759i,0.00075192-0.0042428i,-0.0026098+0.0014904i,0.00036565+0.002211i,0.0027612-0.00087184i,-0.00027736-0.00089941i,0.0014897-0.0010321i,-0.001776-0.0038228i,0.0030662+0.0049293i,0.0044913+0.0037935i,-0.0053928-0.019312i,-0.015708+0.024723i,0.0085369+0.026327i,-0.0079002+0.0026646i,0.0028436-0.003178i,0.0036979-0.0016353i,-0.0092395+0.0055624i
-0.017365-0.025318i,-0.015783-0.011589i,-0.01744-0.010567i,-0.0089862-0.0062342i,-0.019062+0.0020261i,-0.008613+0.0017389i,-0.019398-0.010799i,-0.012484+0.0014848i,-0.0093433+0.0025893i,-0.00037594-0.0011166i,0.0021588+0.00082328i,0.0011788-0.00083544i,0.0011774-0.0015354i,0.0008651-0.0014491i,-0.00073544+0.00026685i,-0.0010141-0.0010356i,0.00038474-0.0018796i,0.0010795+9.4962e-05i,0.00061471-0.00015925i,0.0014169-3.9025e-05i,-0.00057925+0.00037318i,0.00099478+0.00010624i,-0.0006859-0.00024642i,-0.0030111-0.0020946i,-0.00099868+0.001244i,0.00062802+0.00018226i,7.5659e-05-0.001039i,-0.00031749+0.00021844i,-0.0006861-0.00022376i,0.00088884+0.00084703i,-0.0023578+0.0028937i,-0.0029459+0.00031985i,-0.0013207-0.00094807i,1.662e-05+0.00013225i,-0.0035535+0.0017211i,-0.0055567-0.0023991i,-0.00019368-0.00054532i,0.00035572+0.00034441i,-0.00046629-7.5618e-05i,-0.00040493+0.0030472i,-0.00062135-0.0011154i,-0.00044008-0.0021089i,0.00049511+0.00065654i,-0.00095307-0.0071695i,-0.021906-0.0056302i,0.0028365-0.01398i,0.0099035-0.025027i,-0.0088904-0.010323i,-0.0080917-0.0076047i,-0.015181-0.016407i,0.0111-0.022433i,0.00033426-0.014472i,0.0056616-0.012514i,-0.0033384-0.017431i,-0.0069984+0.0087252i,0.0050192+0.0034724i,0.0035821+0.0162i,-0.003771+0.0037133i,0.0046007+0.0013549i,0.011576-0.0068841i,-7.6699e-05+0.00059118i,0.0044003+0.004568i,0.0015424-0.0020893i,4.2124e-05-0.0038359i,-0.0029004-0.0022613i,0.0050581-0.00069377i,-0.0050181+0.0046578i,0.006773-0.00050757i,-0.0054968+0.00040633i,0.0015562-0.0031268i,0.0022067+0.004118i,-0.001382+0.00086742i,-0.0041911-0.0042886i,-0.0028999+0.00056595i,0.00041963+0.00052469i,-0.0020007+0.0041217i,-0.0024979+0.0011352i,0.00036378+0.0022588i,-0.00049339-0.00014127i,-0.013204-0.0010869i,-0.001372-0.0040685i,-0.002553+0.0021767i,0.00088447+0.0019907i,0.0026019-0.0020013i,-0.00037365-0.0013435i,0.0017469-0.0017498i,-0.0029101-0.0033299i,0.0041595+0.0042764i,0.0051747+0.0032596i,-0.0073547-0.01796i,-0.0089572+0.028017i,0.011649+0.023288i,-0.0096812+0.0041207i,0.0014984-0.0011579i,0.00353-0.0017544i,-0.0098485+0.0064433i
