-0.032614-0.040691i,-0.022323-0.019802i,-0.014108-0.03591i,-0.030542-0.020483i,-0.022263-3.0184e-06i,-0.014144-0.0057725i,-0.057614-0.059842i,-0.049139-0.017333i,-0.03946-0.01686i,0.012477+0.010947i,-0.0074815+0.0047608i,-0.018851+0.019091i,0.0025225+0.011015i,-0.0056403-0.0024092i,0.00022802+0.0013699i,-0.00081885+0.03093i,0.025348+0.025737i,0.0025627-0.0023579i,-0.0025162-0.0068575i,0.0093141+0.0023212i,0.0023542+0.00079198i,-0.00085004+0.0042508i,-0.00031863+0.00037839i,-0.035553-0.012405i,-0.0001725-0.0081891i,0.0012656+0.0021981i,0.0064161+2.8736e-05i,0.0020775+0.00095943i,0.0010956-0.0003576i,-0.00057281-0.002616i,0.0014523-0.0024501i,-0.0020552-0.0063162i,-0.0012941-0.0046465i,0.00279-0.00064488i,0.0046713-0.0034317i,0.0011906+0.030572i,0.0042283-0.0037748i,0.0028798-0.0015293i,0.0082346-0.0017415i,-0.0068381-0.0024544i,-0.00015975+0.00084959i,0.0082427-0.00039942i,0.0047907-0.0032558i,-0.0017891+0.0088473i,-0.01877-0.0092858i,-0.018428+0.014908i,-0.0061353-0.058948i,-0.0057371-0.024565i,-0.027224-0.033007i,-0.012028-0.026457i,0.054381-0.022246i,0.016095-0.043508i,0.022365-0.048991i,0.003528-0.055505i,0.023987-0.020362i,0.0084894+0.0058172i,0.020213-0.032589i,-0.0082763-0.0064031i,0.0034234-0.0049147i,-0.0042169-0.0073072i,-0.0026481-0.032697i,-0.017532+0.029033i,0.0082994-0.012827i,-0.0093651-0.0043466i,-0.0037982-0.0011844i,0.00046218-0.013267i,-0.010319+0.004012i,0.0025751+0.0099557i,-0.0039864+0.02494i,0.0053987+0.0018021i,-0.0056055-0.0016296i,-0.0020267-0.0018127i,-0.013145-0.006417i,-0.00070123-0.0041974i,-0.034081+0.012754i,0.00069071-0.011444i,-0.0087543+0.00030835i,-0.0056947-0.0015183i,0.0055566+0.0015599i,-0.0072598+0.00011051i,0.0017748+7.0584e-06i,0.003467+0.0071155i,0.0038656+0.00024014i,-0.0083663-0.012543i,0.0026456+0.0099377i,-0.013808+0.0056782i,0.0060861-0.00014967i,-0.022211+0.00054145i,-0.017093+0.0073952i,-0.0092122-0.065306i,0.0072839-0.013337i,-0.049497-0.02195i,-0.021417+0.00022377i,0.017566+0.010617i,-0.022697+0.014367i,-0.02038-0.0049713i
0.024722-0.029537i,0.010489-0.015911i,0.010431-0.020335i,0.0027312-0.011355i,0.00093491-0.019947i,-0.0053951-0.0041212i,0.013173-0.017101i,-0.0070667-0.013728i,-0.011056-0.010802i,0.0048553-0.0017613i,-0.00042425-0.0003989i,-0.0014097+0.0010522i,0.0020118-0.00041491i,6.3385e-05-0.00075178i,-0.00029611-0.00118i,0.0020633-0.003556i,-0.0060432+0.0011103i,-0.00034716-0.00021195i,0.00026099-0.00018904i,0.00010426+0.0016299i,-0.00041097+0.0022862i,-0.00081486+0.000919i,0.0011537+0.00049244i,-0.002472+0.0035493i,-0.00061966-0.0029311i,-0.00047542-3.8803e-06i,-0.00028887+0.00063387i,0.00092255-0.00069355i,0.00086071-0.00020169i,0.00032435-0.0009649i,0.0022794-0.0017991i,0.003191-0.00027456i,0.0018168+0.00038204i,0.00020935-0.00079254i,0.0023772-0.0004866i,0.0059566-0.0014056i,0.0024249+0.0023684i,-8.1699e-05+2.467e-05i,0.00018876-0.0014233i,0.00082165-0.0013478i,0.0015324+0.0019799i,0.001238+0.0028436i,0.00074497-0.001704i,0.0050803+0.0027833i,0.00054664-0.028645i,0.0069708+0.0020377i,0.019982+0.003204i,0.0047068+0.0062711i,-0.0085571-0.02153i,0.0084581+0.0068421i,0.013113+0.01497i,0.0023287+0.016231i,0.019602+0.00883i,0.0041024+0.0051967i,-2.611e-05-0.0085062i,0.0017188-0.0027302i,0.001488-0.0043373i,0.0080666+0.00017374i,0.0012086+0.0043107i,-0.0072916+0.01203i,-0.0042895-0.0064737i,0.0053405+0.0092636i,-0.0037354-0.00049855i,4.7774e-05+0.0014183i,-6.0592e-05+0.0015211i,-0.0024875-0.0024847i,0.0053037-0.0029581i,-0.0058856-0.00056493i,0.0031889-0.00017548i,-0.0062978+0.0037711i,-0.0018904+0.00012494i,0.00093876-0.00074708i,-0.0053832-0.0015662i,-0.003411-0.00086283i,-0.0086013-0.0081671i,0.0036849-0.0029837i,-0.0030022-0.00085193i,-0.00095253+0.0012847i,-0.0028802+0.0030532i,0.009016+0.0027785i,-0.0050914+0.0014084i,-0.0015244-0.0050103i,-0.0025911-0.0010759i,-0.0024261-0.00077992i,0.0031384-0.0041978i,0.0029209+0.00093575i,0.0020079-0.001319i,0.0015204+0.0069147i,0.00052018+0.0040967i,0.024907-0.009789i,-0.024049-0.0022388i,-0.031689+0.020712i,-0.0054502+0.010533i,0.0014372+0.0021902i,0.0085071-0.0034307i,-0.012784-0.0015206i
0.018565-0.031741i,0.0075213-0.018181i,0.0064765-0.021542i,0.00056464-0.010945i,-0.0034801-0.020011i,-0.0054959-0.0033365i,0.0083663-0.02055i,-0.0091306-0.011758i,-0.012576-0.0085896i,0.0035294-0.0031038i,-0.00048241-0.00062502i,-0.00065109+0.0016158i,0.0014001-0.00053223i,0.00026408-0.00037848i,-0.00043788-0.0011525i,0.0014373-0.003605i,-0.0056704+0.0029569i,-0.00068109+0.00010662i,2.1513e-05-0.00030303i,0.00054044+0.0014754i,0.00049762+0.0023882i,-0.00046808+0.0010792i,0.0012955+0.00010275i,-0.00021942+0.0035025i,-0.0017163-0.0023795i,-0.00037005+0.00011843i,0.00013362+0.0012308i,0.00058559-0.00081638i,0.0006859-0.00034668i,9.9335e-05-0.00082796i,0.0014226-0.0026073i,0.0032434-0.0013448i,0.0019633-0.00018453i,-0.0001635-0.00073532i,0.0025509-0.0014363i,0.0055353-0.003389i,0.0035587-0.00072403i,-8.267e-05-1.195e-05i,7.3257e-05-0.0011263i,0.00030826-0.0020366i,0.0021545+0.0013792i,0.0022708+0.0017413i,0.00025911-0.0015358i,0.0062931+0.0016948i,-0.0040454-0.027301i,0.007306+0.0022999i,0.020776+0.00054953i,0.0068492+0.0030423i,-0.013341-0.017539i,0.012273+0.0032883i,0.01632+0.010428i,0.0053448+0.011705i,0.018449+0.00077295i,0.0065814+0.0012837i,-0.0031937-0.0081556i,-0.00080568-0.0032085i,-0.00039842-0.0055146i,0.0060255-0.0023504i,0.0022182+0.0034681i,-0.0013321+0.014313i,-0.0055546-0.0031388i,0.0066092+0.0071078i,-0.0034184+0.00072415i,0.00085112+0.0022949i,0.0010768+0.0015356i,-0.00401-0.0015387i,0.0052317-0.0063888i,-0.0060939+0.00088697i,0.0032808-0.0017583i,-0.0034433+0.0068469i,-0.0014059-0.00060187i,0.00025406-0.0012822i,-0.0045974+0.0015976i,-0.0029613+1.8149e-05i,-0.010159-0.0035458i,0.0016824-0.0035951i,-0.0025714+0.00028531i,-0.0013266+0.0007978i,-0.0015482+0.0037047i,0.010462-0.00079239i,-0.0040992+0.003722i,-0.0031583-0.0042423i,-0.002228-0.00037103i,-0.002482+0.00046596i,0.00040186-0.0041012i,0.0034231-0.00027552i,0.0018394-0.0014488i,0.0026827+0.0046611i,0.00022255+0.0039882i,0.019533-0.015887i,-0.022959+0.0029653i,-0.02889+0.027664i,-0.0040635+0.0082132i,0.0028951+0.0043285i,0.0049579-0.0040094i,-0.01421+0.0010227i
0.01325-0.032743i,0.0036716-0.020064i,0.0024795-0.022011i,-0.0010743-0.010085i,-0.0078832-0.019059i,-0.005459-0.0029411i,0.0031813-0.022407i,-0.01052-0.0098066i,-0.013774-0.0062538i,0.0022658-0.0036983i,-0.00089216-0.00074933i,0.00030131+0.0018401i,0.0013561-0.00063826i,0.00078968-0.00023569i,-0.00068831-0.001103i,0.00080147-0.0036879i,-0.0041329+0.004434i,-0.0012349+0.00045471i,-0.00026989-0.00021235i,0.00087008+0.0011106i,0.0014099+0.0016375i,-0.00027634+0.0011239i,0.0012632-0.00042281i,0.0016843+0.0025296i,-0.002579-0.0020484i,-0.00020977+0.00018848i,0.00090565+0.0011992i,0.00019853-0.00084502i,0.00058985-0.00045722i,-0.00015282-0.00082454i,0.00040376-0.0030424i,0.0026917-0.0027275i,0.0017426-0.0008125i,-0.00041683-0.00050621i,0.0021744-0.0026867i,0.0045792-0.0050692i,0.0019937-0.0010005i,-0.00014822+3.6649e-05i,-0.00011364-0.0011957i,-0.00058272-0.0023492i,0.0024896+0.00045634i,0.002405+0.0005282i,-4.9703e-05-0.0013852i,0.0068832-0.0001653i,-0.0080372-0.025634i,0.0094672+0.0022195i,0.021383-0.0022608i,0.0075756-0.00019014i,-0.015686-0.012551i,0.014988-0.001405i,0.01796+0.0055318i,0.0075875+0.0078011i,0.015181-0.0047275i,0.0072261-0.0016873i,-0.005874-0.0061307i,-0.0033832-0.0021811i,-0.0035804-0.0056102i,0.0033284-0.0034482i,0.0023631+0.0024427i,0.0036815+0.013658i,-0.0050896-0.00051876i,0.0067597+0.0043713i,-0.0030569+0.0027236i,0.0019577+0.0024574i,0.0016672+0.00092809i,-0.0047835+0.0003883i,0.0029932-0.0083288i,-0.0052437+0.0023026i,0.0027375-0.0025853i,0.0006738+0.0067634i,-0.0018058-0.0012287i,-0.00042283-0.0011327i,-0.0027654+0.0033457i,-0.0021601+0.00061033i,-0.0098413+0.0004761i,0.00055141-0.003888i,-0.0018944+0.00069755i,-0.0013718+0.0012817i,0.00021458+0.0034547i,0.010104-0.0052115i,-0.0020602+0.0050948i,-0.0043538-0.0026121i,-0.0019793-0.00030238i,-0.0017204+0.0013254i,-0.00034289-0.0030173i,0.0030866-0.0014452i,0.001905-0.0016286i,0.0016749+0.0029879i,0.00019143+0.0042896i,0.015811-0.018262i,-0.020194+0.0067578i,-0.022306+0.034051i,-0.0042121+0.0064284i,0.0053668+0.0046619i,0.0028665-0.0027373i,-0.01369+0.0038299i
0.0082093-0.033649i,-0.00060196-0.020593i,-0.0013856-0.0221i,-0.0019786-0.0095805i,-0.011791-0.016545i,-0.0056838-0.0027341i,-0.0022992-0.022647i,-0.01137-0.0078316i,-0.014103-0.0034759i,0.0010504-0.0039999i,-0.0014987-0.00031552i,0.0012537+0.0012395i,0.0011849-0.00061859i,0.0011053-0.00079774i,-0.00092707-0.00085107i,0.00010925-0.0035884i,-0.0027191+0.0047014i,-0.0014548+0.0012122i,-0.00041559+0.00011844i,0.00095208+0.00063621i,0.0014532+0.0007675i,-0.00016763+0.0012011i,0.00092669-0.00080015i,0.0028618+0.00042078i,-0.0031342-0.00079419i,-0.00017016+0.00020017i,0.0011935+0.00083179i,-6.1434e-05-0.00074307i,0.00049221-0.0006806i,-0.00060753-0.00061273i,-0.00080571-0.0031805i,0.0015531-0.0034913i,0.0015261-0.0013012i,-0.00047711-0.00031904i,0.00099366-0.0039483i,0.0031641-0.0063138i,0.0016394-0.00069953i,-0.0001101+0.00023025i,-0.0003513-0.0010414i,-0.0015889-0.0023107i,0.0022937-0.00032732i,0.0021838-0.00012995i,-0.00043978-0.0011705i,0.0065875-0.0016415i,-0.011449-0.023747i,0.012316-0.00010025i,0.02172-0.0054663i,0.0076505-0.0027938i,-0.015063-0.0075188i,0.015817-0.0078445i,0.018536+0.00099796i,0.0087179+0.0028909i,0.012115-0.0083276i,0.0079735-0.0044142i,-0.0069186-0.0030438i,-0.0051464+0.00010334i,-0.0070121-0.0044204i,0.0010529-0.0035454i,0.0021399+0.0020594i,0.007357+0.011635i,-0.0041321+0.0013556i,0.0054101+0.0016735i,-0.00043773+0.0045627i,0.0030944+0.0021171i,0.0023684+0.00041008i,-0.0044909+0.0024106i,0.00031869-0.0093352i,-0.0042787+0.0030887i,0.0024591-0.0035303i,0.0032197+0.0046089i,-0.0028735-0.0013301i,-0.00070223-0.00089746i,-0.00051755+0.0043869i,-0.0015679+0.0007605i,-0.0075832+0.0041648i,-0.0011013-0.0041607i,-0.0011271+0.00080804i,-0.0010963+0.0011168i,0.0012716+0.0022807i,0.007814-0.0096433i,0.00090198+0.0054257i,-0.0044423-0.0010037i,-0.0020751-0.0002184i,-0.0010973+0.0016895i,-0.00074169-0.0023698i,0.0022848-0.0020678i,0.0019909-0.0020085i,0.00097446+0.0030793i,0.00053605+0.0049302i,0.012177-0.020997i,-0.017776+0.007663i,-0.014128+0.03632i,-0.0044422+0.0062788i,0.0073473+0.004183i,0.0024245-0.0011487i,-0.012192+0.0054574i
0.0029255-0.033735i,-0.0047072-0.019795i,-0.0054375-0.021456i,-0.0032025-0.0096146i,-0.014171-0.013604i,-0.0061279-0.0025335i,-0.0070575-0.021126i,-0.011959-0.0061038i,-0.013653-0.00095847i,-0.00035241-0.0036612i,-0.0015525+0.00059128i,0.0015408+0.00046136i,0.0013119-0.00058853i,0.00051721-0.0010542i,-0.0010036-0.00047681i,-0.00067141-0.00322i,-0.0018249+0.0049143i,-0.00061484+0.0016781i,-0.00038207+0.00033468i,0.00072821+0.00028693i,0.0012782+5.5213e-05i,0.00017303+0.0011893i,0.00051238-0.001i,0.0023032-0.0016812i,-0.0027743+0.0005603i,-0.00013525+0.00024889i,0.0013844+0.00051575i,-0.0001419-0.00056226i,0.00023459-0.00089352i,-0.00081409-5.8491e-05i,-0.0020392-0.0026777i,0.00036331-0.0038535i,0.00082403-0.0018729i,-0.00052346-0.00011291i,-0.0010645-0.0041542i,0.0015795-0.0073353i,0.0015742-0.001599i,2.9492e-05+0.00017613i,-0.00044538-0.00085285i,-0.0026114-0.0017149i,0.0018469-0.0010143i,0.0019441-0.00069954i,-0.00073819-0.00083753i,0.0064514-0.002822i,-0.014243-0.021705i,0.013631-0.0042728i,0.02161-0.0091155i,0.0077346-0.0059107i,-0.012253-0.0034979i,0.013926-0.014724i,0.018262-0.0031444i,0.0078863-0.0014946i,0.0088345-0.010307i,0.0080134-0.0077002i,-0.0066745-0.0011268i,-0.0053908+0.0032807i,-0.010329-0.0010682i,-0.00076695-0.0030118i,0.0021622+0.0019764i,0.010334+0.0090557i,-0.002622+0.0024977i,0.0033284+0.0010245i,0.0025136+0.0031836i,0.004732+0.0011617i,0.0027568-0.00060369i,-0.0031528+0.0046091i,-0.0029366-0.010121i,-0.0035175+0.0042729i,0.0015132-0.0047762i,0.0036913+0.002826i,-0.0038534-0.00030219i,-0.00093856-0.00076372i,0.0021979+0.0038375i,-0.0012004+0.00040714i,-0.0038315+0.0059696i,-0.0031128-0.0027934i,-0.00065623+0.00038927i,-0.00098227+0.0010663i,0.0013962+0.0010684i,0.004014-0.012764i,0.0036611+0.0039362i,-0.0037101-1.1887e-05i,-0.0018857+0.00023974i,-0.00052604+0.0024464i,-0.0011531-0.0016128i,0.0013059-0.0022954i,0.0016206-0.0026043i,0.00086714+0.0033769i,0.0013167+0.0053208i,0.0077187-0.02296i,-0.018548+0.0079765i,-0.0072542+0.034981i,-0.0037496+0.0058444i,0.0085671+0.0023248i,0.003033-0.00043217i,-0.010603+0.0065176i
-0.0016002-0.032953i,-0.0081295-0.018206i,-0.0091455-0.019862i,-0.0046896-0.0091717i,-0.016194-0.011076i,-0.0067315-0.0022104i,-0.010313-0.018997i,-0.012408-0.0046216i,-0.012523+0.0010384i,-0.0010487-0.002793i,-0.0009802+0.0013074i,0.0014498-6.3182e-05i,0.0012776-0.00072702i,0.00038216-0.00074134i,-0.00093672-0.00025164i,-0.0012499-0.0025418i,-0.00079241+0.0050865i,8.1771e-05+0.0015797i,-0.00019686+0.00058822i,0.00052708+0.00030357i,0.00093563-0.0004874i,0.00035205+0.00093545i,8.5898e-05-0.0011727i,0.00095815-0.0029349i,-0.0020471+0.00060085i,-9.0227e-05+0.00036208i,0.0017881+9.099e-05i,-0.0002789-0.00049142i,-8.0849e-05-0.00081901i,-0.00071598+0.00038424i,-0.0029133-0.0017324i,-0.0011698-0.0037829i,4.7913e-05-0.0019219i,-0.00038633+8.242e-05i,-0.0024723-0.0032301i,-0.0004498-0.0077593i,0.00085685-0.0022186i,2.2763e-05+0.00014821i,-0.00053838-0.00073583i,-0.0033602-0.00064585i,0.0013138-0.0014561i,0.0016589-0.0011865i,-0.00086526-0.00032055i,0.0060816-0.0046017i,-0.017032-0.019795i,0.013093-0.0087555i,0.020657-0.013044i,0.0063724-0.0094561i,-0.0077352-0.0029895i,0.0086837-0.020082i,0.017697-0.0064111i,0.006582-0.0042233i,0.0062829-0.010006i,0.0069108-0.011062i,-0.0064281+0.00038671i,-0.0035869+0.0060808i,-0.011585+0.003757i,-0.002376-0.0021391i,0.0023942+0.0019274i,0.011591+0.0051779i,-0.0010287+0.00239i,0.0018913+0.001217i,0.0027496+0.0011302i,0.0051695-0.0011793i,0.0025548-0.002188i,-0.00017206+0.0058136i,-0.0074177-0.0080688i,-0.0018031+0.0060834i,0.00045828-0.0049257i,0.0045776+0.0015981i,-0.0044464+0.0012685i,-0.0010816-0.00050863i,0.0052384+0.00073417i,-0.00098652+0.00010932i,7.224e-05+0.005427i,-0.0029518-0.0021214i,-0.00066372-0.00012519i,-0.0011602+0.0010165i,0.0012687+0.00021663i,-0.0012421-0.014335i,0.0050641+0.0010854i,-0.0033673+0.00039821i,-0.0017184+0.00062444i,0.0010065+0.0027534i,-0.00070237-0.00058739i,0.00042285-0.0019178i,0.00086692-0.003211i,0.00090724+0.0035874i,0.0020759+0.0053468i,0.003023-0.022914i,-0.01959+0.010814i,-0.0021644+0.033086i,-0.0035749+0.0046169i,0.009118+0.00072543i,0.0035926-0.00068179i,-0.0090219+0.0066168i
-0.0058963-0.032076i,-0.010684-0.016192i,-0.012001-0.017693i,-0.0059309-0.0084638i,-0.017916-0.0078218i,-0.0074239-0.001639i,-0.012909-0.017232i,-0.01294-0.0029812i,-0.011162+0.0019268i,-0.0011788-0.0020072i,-0.00033607+0.0016288i,0.0012818-0.00039525i,0.0013655-0.00092968i,0.00061848-0.00066678i,-0.00086917-6.211e-05i,-0.0015043-0.0017625i,0.00038801+0.0043111i,0.00054892+0.0013494i,0.0001352+0.00069964i,0.00054972+0.00040665i,0.00035177-0.00070533i,0.00036182+0.00090214i,-0.00034629-0.0009888i,-0.00043863-0.0032347i,-0.0018193+0.00084388i,8.1195e-05+0.00046705i,0.00165-0.00065963i,-0.00032367-0.00032234i,-0.00027583-0.00074301i,-0.00045085+0.00074318i,-0.0033257-0.00061686i,-0.0024601-0.0029059i,-0.00037487-0.0019756i,-0.00020835+0.00013633i,-0.0033219-0.0022387i,-0.0025222-0.0073708i,0.00040844-0.001808i,9.4644e-05+0.00022492i,-0.0007783-0.00060341i,-0.0036697+0.00074864i,0.00073742-0.001781i,0.0011735-0.0015776i,-0.00080604+0.00016297i,0.0048663-0.0061668i,-0.020062-0.017241i,0.010899-0.012586i,0.01869-0.016826i,0.0032148-0.012914i,-0.0052144-0.0056319i,0.0025839-0.022426i,0.017388-0.0098672i,0.0058245-0.0070224i,0.0060112-0.0094817i,0.0054909-0.01382i,-0.0064013+0.0014755i,-0.00080828+0.0072087i,-0.010648+0.0090844i,-0.0035289-0.00069651i,0.0026697+0.0018215i,0.012+0.0021126i,-0.00018067+0.0016939i,0.00073515+0.0020559i,0.0026288+0.00037801i,0.0039291-0.0034455i,0.0011308-0.0033397i,0.0027319+0.0048652i,-0.0092564-0.0034646i,0.0016028+0.0062034i,-0.0025111-0.006791i,0.0047928-0.00040372i,-0.0039009+0.0036573i,-0.0011235-0.00040322i,0.0037161-0.0032696i,-0.0013711+2.0221e-05i,0.0020172+0.00295i,-0.0047414-0.0010091i,-0.0010013-0.00058954i,-0.0013249+0.0013071i,0.00073725-0.00047718i,-0.0071957-0.012714i,0.0044217-0.0018476i,-0.0032999+0.00086864i,-0.0015656+0.0013427i,0.0023123+0.0019265i,-0.00020439-0.00084733i,0.00018322-0.0011262i,4.5253e-05-0.0032876i,0.00097317+0.004279i,0.0032527+0.0052251i,0.00030557-0.02204i,-0.019394+0.014739i,0.0019044+0.030886i,-0.0041707+0.0030046i,0.0087981-0.0018939i,0.0035153-0.00076168i,-0.0082619+0.005889i
-0.010356-0.030731i,-0.012524-0.01419i,-0.01453-0.015427i,-0.0069765-0.0078888i,-0.01875-0.0043806i,-0.0081667-0.00078448i,-0.015584-0.015318i,-0.013163-0.0010883i,-0.010205+0.0023165i,-0.0010998-0.0014837i,0.00040404+0.0017671i,0.0010849-0.00066794i,0.0012688-0.0012707i,0.00071661-0.00084567i,-0.00080166+0.00010618i,-0.001317-0.0011131i,0.00083563+0.0030944i,0.0010639+0.0010548i,0.00047459+0.00054752i,0.00079759+0.00039396i,-0.00030685-0.00045233i,0.0006452+0.00081059i,-0.00061642-0.00068699i,-0.0015703-0.0029061i,-0.0012835+0.0013279i,0.00025119+0.00045714i,0.001021-0.0011836i,-0.00030047-0.00022331i,-0.00041966-0.00052545i,-0.00012604+0.00089023i,-0.0034269+0.00061238i,-0.0029458-0.0015617i,-0.0012473-0.0022042i,-0.00011379+7.9226e-05i,-0.0039986-0.00098793i,-0.0040636-0.0062935i,-0.00014112-0.0013075i,0.00018336+0.00027003i,-0.00088126-0.0001398i,-0.0033733+0.0022141i,3.2111e-05-0.0018185i,0.0005617-0.0019202i,-0.00051326+0.00057853i,0.0032124-0.0068277i,-0.02244-0.013795i,0.0074727-0.015219i,0.01576-0.019807i,-0.0012357-0.013623i,-0.0054523-0.0079325i,-0.0036833-0.023102i,0.016438-0.014263i,0.0041518-0.0099612i,0.0063518-0.010393i,0.0032721-0.016813i,-0.0067343+0.0027996i,0.0018805+0.0068013i,-0.0068778+0.013347i,-0.0039131+0.00078794i,0.0028561+0.0016057i,0.011622-0.0016575i,8.9825e-05+0.0012742i,0.0009015+0.0034713i,0.0030375-0.00061011i,0.0019952-0.0040722i,-0.00034867-0.0034346i,0.0044239+0.0029686i,-0.0085934+0.00057901i,0.00427+0.0044237i,-0.004907-0.0048401i,0.0037582-0.002108i,-0.0018265+0.0050043i,-0.0015042-0.00025207i,0.0011759-0.0049i,-0.0017821+0.00025548i,0.0020029+0.00085945i,-0.004751+0.001371i,-0.0017179-0.00062957i,-0.0011441+0.0010464i,-0.00022012-0.00068432i,-0.010809-0.0087676i,0.0026018-0.0036363i,-0.002912+0.0013175i,-0.00079016+0.0019023i,0.0028673+0.00039086i,-0.00022563-0.00084872i,0.00071205-0.00077849i,-0.00063506-0.0032129i,0.0020569+0.005019i,0.004099+0.0045775i,-0.0028713-0.021562i,-0.01804+0.018883i,0.0054798+0.028803i,-0.0059874+0.0020809i,0.0061585-0.0037639i,0.0039077-0.0010164i,-0.0088521+0.005418i
-0.014542-0.028372i,-0.014108-0.012546i,-0.016532-0.012568i,-0.0081566-0.007167i,-0.019107-0.0012746i,-0.0086699+0.00049605i,-0.017846-0.012821i,-0.012997+0.00075628i,-0.0099053+0.0024627i,-0.00087563-0.0011316i,0.0013251+0.0015725i,0.00096213-0.00062843i,0.0011575-0.0013839i,0.00061509-0.00098276i,-0.00077827+0.00023852i,-0.00096622-0.0010176i,0.0013042+0.0018313i,0.0013929+0.0004778i,0.00065167+0.00021862i,0.00098638+0.00032457i,-0.00051517+3.5568e-06i,0.00095967+0.00043147i,-0.00063547-0.00041995i,-0.0022553-0.0025386i,-0.00087228+0.0015412i,0.00046914+0.00032446i,0.00057833-0.0010387i,-0.00031657+4.2221e-05i,-0.00052227-0.00034451i,0.00035706+0.0009785i,-0.0029965+0.0019433i,-0.0030642-0.00049407i,-0.0020122-0.0011841i,-0.00013234+0.00012385i,-0.0040752+0.00059962i,-0.0051162-0.0049935i,-0.00040513-0.00088981i,0.00020057+0.00023606i,-0.00062296+7.1108e-05i,-0.0022433+0.0033803i,-0.0004461-0.0015417i,0.00012003-0.0019386i,-4.2355e-05+0.00071991i,0.0018-0.0075554i,-0.023717-0.010038i,0.0042388-0.015626i,0.012538-0.021948i,-0.0048646-0.012902i,-0.0071066-0.0089697i,-0.010013-0.021036i,0.013925-0.018774i,0.0022809-0.012247i,0.0062655-0.01169i,-0.00040272-0.018754i,-0.0068891+0.0048719i,0.003848+0.005322i,-0.0017472+0.015252i,-0.0039553+0.0023163i,0.0032436+0.0016319i,0.0094886-0.0050693i,0.00017343+0.00089187i,0.0021561+0.0047038i,0.0024511-0.0019056i,0.0009341-0.0037752i,-0.0017901-0.0028569i,0.0050979+0.0010262i,-0.0064226+0.0031506i,0.0057114+0.0017192i,-0.0070422-0.0013397i,0.002451-0.0028313i,0.00053531+0.005075i,-0.0016107+0.00037689i,-0.0011763-0.0053216i,-0.0022099+0.00021392i,0.00081169-7.5504e-05i,-0.0037554+0.0029765i,-0.0024516+3.0971e-06i,-0.0010225+0.0011824i,-0.00070596-0.00029487i,-0.012472-0.0044672i,0.00038847-0.0043539i,-0.0025926+0.0016283i,-4.9171e-06+0.001859i,0.0024727-0.0010282i,-0.000125-0.00080055i,0.0013026-0.0010735i,-0.0015475-0.0032335i,0.0032914+0.0047239i,0.0048687+0.0039199i,-0.0050018-0.020328i,-0.014894+0.023878i,0.0087875+0.026184i,-0.008246+0.0025147i,0.0031953-0.0028341i,0.0038821-0.0018225i,-0.0095574+0.0058349i
-0.017936-0.025647i,-0.016125-0.011156i,-0.017651-0.0099053i,-0.009189-0.0061112i,-0.019069+0.0023392i,-0.0086286+0.0019618i,-0.019641-0.010049i,-0.012502+0.0023799i,-0.0102+0.0029567i,-0.00048226-0.0012305i,0.0018775+0.00081006i,0.001063-0.00087224i,0.00098384-0.0015113i,0.0007839-0.0015141i,-0.00070633+0.00036984i,-0.0008894-0.001046i,0.0013954+0.00030247i,0.0012285+3.5645e-05i,0.00064656-0.0001375i,0.0013596+0.00010427i,-0.00046645+0.00034252i,0.00088241+2.755e-05i,-0.00066322-0.000278i,-0.0027794-0.0022769i,-0.00043892+0.0015201i,0.00058308+0.00011143i,0.00017533-0.00096867i,-0.00025846+0.00026628i,-0.00056304-8.2063e-05i,0.00086321+0.00077903i,-0.0021023+0.0029421i,-0.0029104+0.00047078i,-0.0015942-0.0007617i,-1.524e-06+0.00016588i,-0.0033824+0.0018751i,-0.0055402-0.0032984i,-0.00016744-0.00070321i,0.00035318+0.00034715i,-0.00056713+2.4142e-05i,-0.00072791+0.003641i,-0.00067162-0.0012857i,-0.0003978-0.0020205i,0.00041324+0.00054745i,-0.00092156-0.007262i,-0.024244-0.0064041i,0.0025927-0.015349i,0.0093361-0.023432i,-0.0079069-0.010831i,-0.0080358-0.0085272i,-0.014727-0.016184i,0.010129-0.022539i,0.0001875-0.014925i,0.006106-0.013579i,-0.0041403-0.018858i,-0.0057268+0.0076189i,0.004839+0.0033975i,0.0031454+0.014502i,-0.0033812+0.0037155i,0.0042213+0.0013457i,0.0050844-0.0078277i,-3.1399e-05+0.00059238i,0.0043627+0.0046059i,0.0014279-0.0019673i,0.00018125-0.0038102i,-0.0025994-0.0019078i,0.0052129-0.00084024i,-0.0046588+0.0040878i,0.0057877-0.0015336i,-0.0054185+0.0010156i,0.0018051-0.0029702i,0.0022584+0.0040306i,-0.0013118+0.00073697i,-0.0039178-0.0041763i,-0.0024051+0.0014i,0.00025223+0.00039703i,-0.0022693+0.0039259i,-0.0025025+0.0010702i,-0.0012505+0.0017815i,-0.00065454-6.1889e-05i,-0.01272-0.00053567i,-0.0018263-0.0038914i,-0.0024723+0.0022874i,0.00045278+0.0017778i,0.002019-0.0020467i,-0.00025168-0.0013085i,0.0015435-0.0017338i,-0.0023559-0.0025163i,0.004469+0.0040149i,0.0056324+0.003141i,-0.0069223-0.019173i,-0.0089292+0.026881i,0.011754+0.022859i,-0.010116+0.0040285i,0.0019656-0.0010347i,0.0034616-0.0021824i,-0.0099922+0.0066828i
