-0.031334-0.040787i,-0.021214-0.021511i,-0.012959-0.037i,-0.029876-0.02078i,-0.022476-0.0012629i,-0.014624-0.0066102i,-0.056037-0.061628i,-0.047742-0.018541i,-0.03829-0.012547i,0.012446+0.01251i,-0.0075764+0.0047615i,-0.020303+0.019624i,0.0015221+0.011795i,-0.0058412-0.0023682i,0.00016706+0.0015849i,-0.0025899+0.031766i,0.025912+0.027647i,0.0023592-0.0021418i,-0.0023293-0.0075759i,0.0091164+0.0028608i,0.0025064+0.00096539i,-0.00015833+0.0030904i,-0.00035707+0.00027362i,-0.035572-0.011545i,0.00058135-0.0083711i,0.0015882+0.0021881i,0.0075319+0.00092022i,0.0021909+0.00079145i,0.0010766-0.00029662i,-0.00057383-0.0028613i,0.0014475-0.0024024i,-0.0024272-0.0068276i,-0.00084009-0.0050457i,0.0029683-0.00055614i,0.0047235-0.00321i,-6.2617e-05+0.031843i,0.0047023-0.0039469i,0.0031468-0.0016781i,0.0082694-0.0014716i,-0.0079012-0.0030106i,-0.00020902+0.00073629i,0.0093406+8.8788e-05i,0.0048754-0.0025629i,-0.001791+0.0090542i,-0.017722-0.0080375i,-0.018359+0.015798i,-0.00090052-0.063047i,-0.0046675-0.027106i,-0.026287-0.032747i,-0.010304-0.027171i,0.056716-0.018861i,0.018256-0.042886i,0.023529-0.047557i,0.0055952-0.054303i,0.027301-0.019677i,0.0086405+0.0062234i,0.02604-0.033961i,-0.0075201-0.0062093i,0.0043013-0.0051931i,-0.0043875-0.0068261i,-0.0014764-0.033835i,-0.018139+0.028681i,0.0090747-0.011734i,-0.0092961-0.0046338i,-0.0042384-0.0016737i,0.0013756-0.013023i,-0.011263+0.0045121i,0.0026605+0.01038i,-0.0056123+0.026626i,0.004907+0.0023666i,-0.0051975-0.002586i,-0.0020494-0.0022583i,-0.014143-0.0086858i,-0.00034968-0.0040774i,-0.034755-7.3628e-05i,0.0015826-0.010922i,-0.0088823-9.4595e-05i,-0.0069728-0.0021881i,0.0051662+0.0016386i,-0.0078236-0.0001412i,0.0025562+4.542e-05i,0.0040471+0.0077435i,0.0042022+0.00080805i,-0.0071276-0.012417i,0.002327+0.0093508i,-0.016533+0.0055139i,0.0067898-0.00037942i,-0.022443-0.0003312i,-0.018223+0.0069289i,-0.008587-0.068288i,0.0079078-0.012531i,-0.047757-0.024295i,-0.02129+0.00054739i,0.017418+0.011546i,-0.024039+0.014681i,-0.019843-0.0061265i
0.025833-0.028069i,0.01149-0.01619i,0.011038-0.020034i,0.0033203-0.011229i,0.0013856-0.019907i,-0.0051452-0.0043013i,0.01418-0.016957i,-0.0067493-0.013887i,-0.010839-0.0097733i,0.0045147-0.0008488i,-0.00042008-0.00043255i,-0.0014059+0.0010201i,0.0024162-0.00066278i,0.00016267-0.0009291i,-0.00030881-0.0012335i,0.0020488-0.003736i,-0.0063635+0.00096654i,-0.0008682-0.00052646i,0.00014785-0.00023307i,0.00010271+0.001817i,-0.00059655+0.0024652i,-0.00080024+0.00090201i,0.0011349+0.00045518i,-0.0026625+0.0037168i,0.00071971-0.0034486i,-0.00041885-0.00012293i,-0.00026206+0.00064717i,0.00093986-0.00067897i,0.0012564-2.4589e-05i,0.00035605-0.0010216i,0.0024147-0.0017489i,0.0034313-0.00040769i,0.0016314+0.00062672i,0.00025974-0.00082618i,0.0027721-0.00032062i,0.0062261-0.0019353i,0.0044904-0.00010149i,-2.6989e-05-3.4337e-05i,0.00030522-0.0014106i,0.00091777-0.0014653i,0.0011156+0.0024221i,0.00090946+0.002346i,0.001138-0.0018132i,0.0041941+0.0030055i,-0.00046156-0.026916i,0.007248+0.0028807i,0.021518+0.0055863i,0.0048028+0.0068833i,-0.0086048-0.02175i,0.0078702+0.0078473i,0.012696+0.0174i,0.0019073+0.017059i,0.018233+0.0093298i,0.0031257+0.005668i,0.00062445-0.0090551i,0.0017304-0.0029062i,0.001375-0.0049611i,0.0088989-5.2321e-05i,0.0011728+0.0043963i,-0.0072909+0.011874i,-0.0040138-0.0066242i,0.0051609+0.0099104i,-0.0036517-0.00070787i,0.00013921+0.0016074i,-0.00026274+0.001756i,-0.0024048-0.0029307i,0.0054016-0.0030783i,-0.0057795-0.0017148i,0.003217-9.7872e-05i,-0.0065474+0.0033111i,-0.0017604+0.00012908i,0.0010567-0.00090268i,-0.0057414-0.0016809i,-0.0035551-0.0010633i,-0.010974-0.0073165i,0.0040874-0.0029802i,-0.0028758-0.00085344i,-0.0011434+0.0016284i,-0.0032849+0.0031888i,0.0090282+0.0031567i,-0.0054428+0.0012416i,-0.0016812-0.0051345i,-0.0026728-0.00050126i,-0.0024117-0.00061279i,0.0034212-0.0038638i,0.0029807+0.00069158i,0.0018817-0.0011484i,0.00038302+0.0076693i,0.00072005+0.0042744i,0.024855-0.0062805i,-0.024448-0.0022325i,-0.032544+0.020575i,-0.0054219+0.011446i,0.0014241+0.0022524i,0.0070412-0.0026399i,-0.012878-0.0015423i
0.019977-0.03075i,0.0083264-0.018735i,0.0071451-0.021255i,0.0010786-0.010917i,-0.0029819-0.019985i,-0.0053028-0.0035318i,0.0094455-0.020467i,-0.0087705-0.011954i,-0.012247-0.0076328i,0.0039417-0.0025507i,-0.00051241-0.00067772i,-0.00070838+0.0015337i,0.001744-0.0010552i,0.00029753-0.00052491i,-0.00045828-0.0012037i,0.0014165-0.0038015i,-0.005804+0.0029336i,-0.0010461-0.00030236i,-0.00011348-0.00033617i,0.00053501+0.0016127i,0.00030002+0.0025865i,-0.00042982+0.0010693i,0.0012669+5.3779e-05i,-0.00021522+0.0037709i,-0.00048445-0.0032113i,-0.00035709+2.2836e-05i,0.00020926+0.0011993i,0.00063919-0.00077502i,0.001186-0.00026184i,0.00010057-0.00087136i,0.00158-0.0026369i,0.0034415-0.0015217i,0.0018145+0.00019769i,-0.00014833-0.00080018i,0.003002-0.0013937i,0.0059142-0.0033867i,0.0011307-0.0015427i,-3.7148e-05-9.894e-05i,0.00015405-0.0010876i,0.00036208-0.0022031i,0.0018805+0.0019735i,0.0017994+0.0015589i,0.00046653-0.0016699i,0.0054269+0.0022009i,-0.0047934-0.025467i,0.0076264+0.002956i,0.02236+0.0024306i,0.007192+0.0033705i,-0.013382-0.017501i,0.012039+0.0044377i,0.016383+0.0129i,0.005337+0.012426i,0.016846+0.0011346i,0.005857+0.001843i,-0.0024451-0.0088234i,-0.001005-0.0033984i,-0.00058936-0.0061802i,0.0065202-0.0026818i,0.0022581+0.0035895i,-0.0015543+0.014173i,-0.0054339-0.0035002i,0.0066961+0.007804i,-0.0034404+0.0006901i,0.0010661+0.0023429i,0.0010769+0.0017006i,-0.0041202-0.0018854i,0.0051831-0.0065022i,-0.0062113-0.00014213i,0.0035899-0.0017303i,-0.0044917+0.0062702i,-0.0013188-0.00051814i,0.0002597-0.0015533i,-0.0048064+0.0017401i,-0.0032762-3.4423e-05i,-0.012078-0.0021439i,0.0020774-0.0036308i,-0.0026519+0.00026257i,-0.0015517+0.0010343i,-0.0018424+0.0040203i,0.011336-0.00036077i,-0.0044209+0.0037077i,-0.0033065-0.0042371i,-0.0022961+0.00022142i,-0.0024066+0.00065498i,0.00071168-0.0038418i,0.0033427-0.0004832i,0.0017776-0.0012904i,0.0020843+0.0055526i,0.00048458+0.0042823i,0.021199-0.013016i,-0.023288+0.0032633i,-0.029445+0.028092i,-0.0039057+0.0088468i,0.0030355+0.0042272i,0.0048186-0.0037643i,-0.014281+0.0010154i
0.014741-0.032413i,0.0042465-0.020727i,0.0032521-0.021771i,-0.00063738-0.010125i,-0.0073367-0.019002i,-0.0053064-0.003128i,0.0043853-0.02254i,-0.010195-0.010049i,-0.013227-0.0052868i,0.002803-0.0034473i,-0.00096105-0.00076195i,0.00016508+0.0017868i,0.0012263-0.00089815i,0.00077467-0.00030886i,-0.00071328-0.0011434i,0.00078388-0.0038639i,-0.0043793+0.0045115i,-0.0012795+6.3322e-06i,-0.00041204-0.00020679i,0.0008299+0.0011998i,0.0013316+0.0019321i,-0.00031521+0.001069i,0.0012099-0.00046439i,0.0017086+0.0026927i,-0.0010452-0.0029847i,-0.00021516+0.00013627i,0.00088135+0.0010796i,0.00031112-0.00078317i,0.0010557-0.00046507i,-0.00019214-0.0008662i,0.0005544-0.0031376i,0.0028439-0.0028429i,0.001811-0.000415i,-0.00042802-0.00053375i,0.0027126-0.002858i,0.0052085-0.0050838i,0.00085916-0.001265i,-0.00014054-7.8471e-05i,-5.8735e-06-0.0010983i,-0.00051915-0.0025301i,0.0024961+0.0011286i,0.0019361+0.00062276i,0.0001008-0.0015008i,0.0060762+0.00063906i,-0.0084608-0.023692i,0.0096383+0.0026563i,0.02319-0.00098151i,0.0079633-0.00017837i,-0.015834-0.012472i,0.015159-0.00035834i,0.01822+0.0078572i,0.0077556+0.0083626i,0.014188-0.0041999i,0.0066607-0.00089063i,-0.005311-0.0072033i,-0.0036929-0.0021567i,-0.004039-0.0065689i,0.003516-0.0037295i,0.002444+0.0025284i,0.0034219+0.013563i,-0.0049432-0.00078727i,0.0072187+0.0048171i,-0.00305+0.0027299i,0.0021981+0.0024891i,0.0017179+0.001057i,-0.0050446+0.00011056i,0.0030965-0.0084195i,-0.0054906+0.0016367i,0.0031634-0.0028662i,-0.00013747+0.0071589i,-0.0017274-0.0010402i,-0.00062716-0.0013546i,-0.0030058+0.0032381i,-0.0024427+0.00067929i,-0.011037+0.0024171i,0.0011367-0.0041633i,-0.001956+0.00083599i,-0.0015311+0.0015877i,-6.4107e-05+0.0038495i,0.011177-0.0052726i,-0.0021876+0.0053474i,-0.004539-0.0026703i,-0.0019791+0.00033299i,-0.0016109+0.0014386i,7.0846e-05-0.0027271i,0.0028898-0.0016424i,0.0019292-0.0016488i,0.0016574+0.0036136i,0.00047367+0.0045674i,0.017941-0.016623i,-0.020433+0.0069045i,-0.022515+0.034121i,-0.0041042+0.0070335i,0.0057322+0.0042528i,0.0028272-0.002748i,-0.013669+0.0038775i
0.0096563-0.033672i,-0.00023083-0.021239i,-0.0005451-0.022016i,-0.001525-0.0096291i,-0.011205-0.016733i,-0.0055567-0.0029133i,-0.0011118-0.023027i,-0.011193-0.008205i,-0.013391-0.0026389i,0.0015107-0.0039321i,-0.0015114-0.00022905i,0.0010631+0.0012599i,0.0011595-0.00063398i,0.0011048-0.0008347i,-0.00096379-0.00087641i,2.6928e-05-0.0037481i,-0.0028179+0.004919i,-0.0014826+0.00073371i,-0.00046279+0.00018226i,0.00090546+0.00067612i,0.0015677+0.00095422i,-0.00025729+0.0011441i,0.00091485-0.0008599i,0.0028887+0.00049156i,-0.0017426-0.0023257i,-0.00019197+0.00014089i,0.0012294+0.00072809i,8.4287e-05-0.00067447i,0.00089275-0.00072691i,-0.00068093-0.00063595i,-0.00068415-0.0033139i,0.0016332-0.0037128i,0.0015917-0.001073i,-0.00049868-0.00036574i,0.0013948-0.0044052i,0.0036079-0.0066895i,0.0016072-0.0012158i,-0.00014919+0.00012212i,-0.00027049-0.0010183i,-0.0015566-0.0024804i,0.0025857+0.00018955i,0.0019074-1.5545e-05i,-0.00030256-0.0013246i,0.0060137-0.00073632i,-0.01154-0.021839i,0.012235+0.00020674i,0.02371-0.0047301i,0.0080085-0.0031664i,-0.015352-0.0071486i,0.016292-0.007034i,0.018928+0.0030954i,0.009076+0.003362i,0.011454-0.0081856i,0.0075429-0.0036184i,-0.0069161-0.0044665i,-0.005334+0.00037163i,-0.0081372-0.0053389i,0.0011821-0.0037421i,0.0022166+0.0021527i,0.0071774+0.011864i,-0.0041614+0.0010078i,0.0055983+0.0016208i,-0.00047114+0.0045635i,0.003546+0.0020944i,0.0024901+0.00050741i,-0.0047727+0.0024016i,0.00059201-0.0096259i,-0.0045402+0.0025718i,0.0024376-0.0040454i,0.0031455+0.0050727i,-0.0027129-0.0011475i,-0.00092093-0.0010315i,-0.00107+0.0042789i,-0.0017368+0.00078466i,-0.0079808+0.0063326i,-0.0005691-0.005259i,-0.0010958+0.00085477i,-0.0012206+0.0014697i,0.0011764+0.0025323i,0.0089186-0.0099814i,0.00072931+0.0057284i,-0.0044283-0.00092977i,-0.0020293+0.00050255i,-0.00094608+0.0019082i,-0.00023884-0.0023561i,0.0020934-0.0019817i,0.0019507-0.0023654i,0.0010778+0.0036841i,0.00095261+0.0051249i,0.014025-0.020371i,-0.018047+0.0076331i,-0.014411+0.03616i,-0.0042108+0.0069096i,0.0072099+0.0032961i,0.0025285-0.0012608i,-0.012166+0.0057834i
0.0041947-0.034166i,-0.0044171-0.020423i,-0.0044417-0.021554i,-0.0028016-0.0097415i,-0.013626-0.013975i,-0.0060315-0.0027612i,-0.0059867-0.021638i,-0.011786-0.0065182i,-0.012705-0.00040682i,-6.7624e-06-0.0037274i,-0.0015896+0.00065937i,0.001402+0.00055321i,0.0012932-0.00067173i,0.00054299-0.0010587i,-0.0010401-0.00047147i,-0.00078706-0.0033986i,-0.0017742+0.0051333i,-0.00093768+0.0013647i,-0.00035189+0.00037835i,0.00064329+0.00028708i,0.0014689+0.00014739i,7.8471e-05+0.0011658i,0.00056929-0.0010883i,0.0022191-0.0016819i,-0.0022391-0.0017793i,-0.00020303+0.00020733i,0.0014697+0.00039504i,-2.0817e-06-0.00058069i,0.00060246-0.0009739i,-0.00089994-9.4939e-05i,-0.0019904-0.0028816i,0.00034008-0.0040053i,0.0010653-0.0018874i,-0.00052558-0.00014102i,-0.00091831-0.0046915i,0.0020813-0.0078568i,0.0024159-0.002456i,1.1929e-05+0.00010969i,-0.00039827-0.00087924i,-0.0026943-0.0020389i,0.0022876-0.00071724i,0.0017515-0.00058451i,-0.0006706-0.00097761i,0.0059113-0.0017245i,-0.013869-0.019949i,0.013515-0.0037855i,0.023575-0.0092512i,0.0080036-0.0068923i,-0.012565-0.0030395i,0.014691-0.014201i,0.018825-0.0011864i,0.0082374-0.0012037i,0.0081481-0.01004i,0.0077779-0.0069298i,-0.007168-0.0025399i,-0.005455+0.0035426i,-0.011986-0.0017329i,-0.00074125-0.0031536i,0.0022862+0.0021287i,0.010081+0.0094834i,-0.0028018+0.0022593i,0.003327+0.00094894i,0.0025838+0.0032663i,0.0050112+0.00093206i,0.0030303-0.00063992i,-0.0033723+0.0047625i,-0.0026818-0.01053i,-0.0039679+0.0039695i,0.0012066-0.0048426i,0.0036597+0.0030087i,-0.0036413-0.00022305i,-0.0011583-0.00082391i,0.0023516+0.0043976i,-0.0011908+0.00033533i,-0.003763+0.0082369i,-0.0043615-0.0048579i,-0.00062712+0.00039909i,-0.00098205+0.0013219i,0.0014734+0.0012593i,0.0051332-0.013366i,0.0034628+0.0043138i,-0.0035356+0.00015777i,-0.001808+0.00095505i,-0.00029677+0.0025098i,-0.00089361-0.0017853i,0.0012727-0.0021085i,0.0016048-0.0031323i,0.00082273+0.0039955i,0.0017093+0.0052913i,0.0089754-0.022761i,-0.019161+0.0077286i,-0.0076458+0.035015i,-0.0034379+0.0063927i,0.0082258+0.0019007i,0.0030532-0.0004259i,-0.010327+0.006844i
-0.00070275-0.033587i,-0.0078197-0.018892i,-0.0081089-0.020219i,-0.004361-0.0093081i,-0.015827-0.011486i,-0.0066488-0.0024648i,-0.0094017-0.019822i,-0.01239-0.0050402i,-0.011526+0.0011757i,-0.00085741-0.0027987i,-0.0010914+0.0013902i,0.0014026+2.5594e-05i,0.0012325-0.00081438i,0.00040303-0.00079478i,-0.00095225-0.00025892i,-0.0014516-0.0026271i,-0.00049281+0.0050574i,-0.00029308+0.0014526i,-0.00019227+0.00057135i,0.000502+0.00026186i,0.0010596-0.00046254i,0.00026956+0.00097461i,0.00016455-0.0012211i,0.00086732-0.0030333i,-0.0024838-0.0010769i,-0.00019514+0.00043114i,0.0017569-4.5402e-05i,-0.00015369-0.00051751i,0.00022791-0.00099266i,-0.0008226+0.00036599i,-0.0029387-0.0019704i,-0.001238-0.0038425i,0.00031841-0.0022086i,-0.0003853+4.0486e-05i,-0.0025107-0.0038085i,-1.2041e-06-0.0085062i,0.0013511-0.003577i,1.1221e-05+8.2515e-05i,-0.00053324-0.00083067i,-0.0036685-0.00090184i,0.0017304-0.0013607i,0.0015356-0.0010619i,-0.00088983-0.00045012i,0.0058715-0.003193i,-0.016341-0.018139i,0.012986-0.0081885i,0.022392-0.013822i,0.0056281-0.010805i,-0.007934-0.0023539i,0.0094122-0.019918i,0.018395-0.0047615i,0.0068533-0.0041675i,0.0057128-0.0096593i,0.0066529-0.010361i,-0.0074464-0.00066793i,-0.0035506+0.0062727i,-0.013939+0.0039341i,-0.0023335-0.0022465i,0.0025204+0.0021179i,0.011426+0.0058312i,-0.0012066+0.0026328i,0.001963+0.0012071i,0.0028293+0.00099914i,0.0054347-0.0013775i,0.0027356-0.0024923i,-0.00026767+0.006072i,-0.0074567-0.0086681i,-0.0023171+0.0059202i,-0.00031922-0.004594i,0.0045874+0.0018867i,-0.0041025+0.0012307i,-0.001285-0.00053428i,0.0049067+0.00046119i,-0.0010716+5.1355e-05i,0.00083362+0.0072405i,-0.0052299-0.001281i,-0.00062614-0.00018142i,-0.0012734+0.0011778i,0.0013916+0.00031473i,-0.00025528-0.015202i,0.0051433+0.0014515i,-0.003126+0.00041548i,-0.001789+0.0014101i,0.0013289+0.0024848i,-0.00051991-0.00075231i,0.00042359-0.0018145i,0.00053186-0.0037695i,0.00095367+0.0042404i,0.0024265+0.0052213i,0.0039614-0.022962i,-0.020506+0.010704i,-0.0023196+0.033422i,-0.0030751+0.0050302i,0.0088983+0.00027507i,0.0035766-0.00070829i,-0.0085415+0.0067948i
-0.005279-0.032813i,-0.010396-0.016842i,-0.011306-0.018422i,-0.0056083-0.0086041i,-0.017644-0.008341i,-0.0073848-0.0018873i,-0.012272-0.01823i,-0.013005-0.0034271i,-0.010292+0.0018495i,-0.0010445-0.0019215i,-0.00038038+0.0018013i,0.00128-0.00030024i,0.0012492-0.00093406i,0.00062142-0.00059303i,-0.00090168-6.5587e-05i,-0.0016744-0.0017202i,0.00043435+0.0042776i,0.00019255+0.0013493i,0.00010128+0.00071777i,0.00051824+0.00031486i,0.00044595-0.00077834i,0.00032855+0.00096462i,-0.0002659-0.0010319i,-0.00070104-0.0033584i,-0.0025845-0.00018524i,4.2596e-05+0.00061364i,0.0015588-0.00065731i,-0.00030802-0.00037515i,-5.8518e-05-0.00093264i,-0.00053241+0.00074708i,-0.00344-0.00082881i,-0.0025644-0.0029317i,-0.00028836-0.002437i,-0.00019783+8.686e-05i,-0.0035308-0.0027909i,-0.0021604-0.008357i,5.3959e-05-0.0020156i,6.5054e-06+0.00017046i,-0.00081102-0.00076338i,-0.00414+0.00062314i,0.0010611-0.0017879i,0.0011381-0.0014701i,-0.00084249+8.879e-05i,0.0053508-0.0046037i,-0.018989-0.015843i,0.010871-0.011894i,0.01997-0.018115i,0.0020997-0.013017i,-0.0054678-0.0050674i,0.0031999-0.022569i,0.018161-0.0085917i,0.0057772-0.0068938i,0.0055345-0.0091452i,0.0054332-0.012761i,-0.007862+0.00077043i,-0.0007273+0.0073946i,-0.012302+0.0106i,-0.0035197-0.0010446i,0.002857+0.0019002i,0.011687+0.0026037i,-0.00017125+0.0018963i,0.00085383+0.0021158i,0.0027056+0.0002632i,0.004102-0.0036147i,0.0011295-0.0037124i,0.0027087+0.0050653i,-0.0096072-0.0039027i,0.0011106+0.0062339i,-0.0031411-0.0054715i,0.005086-0.00026704i,-0.0038144+0.0031761i,-0.0012904-0.00038907i,0.0040873-0.0030052i,-0.001453+3.1665e-06i,0.0030807+0.0040713i,-0.005096+0.00030129i,-0.0010235-0.00066751i,-0.0013178+0.0015116i,0.00092967-0.00046468i,-0.0067629-0.014011i,0.0045964-0.0014658i,-0.0031285+0.00093537i,-0.0014905+0.0021144i,0.0025697+0.0013926i,2.5927e-05-0.0011763i,0.00022476-0.0010578i,-0.00053656-0.0037295i,0.0012521+0.0050329i,0.0033112+0.004834i,0.00089321-0.022151i,-0.020359+0.014586i,0.0020918+0.031319i,-0.0036816+0.0033515i,0.0086079-0.002485i,0.0034441-0.0006964i,-0.0078191+0.0060748i
-0.010056-0.03146i,-0.012302-0.014873i,-0.014133-0.016082i,-0.006689-0.0081229i,-0.018649-0.0050369i,-0.0081744-0.0010099i,-0.015146-0.016379i,-0.013281-0.0015163i,-0.0095448+0.0021145i,-0.00098461-0.0014738i,0.00048588+0.0019256i,0.0011951-0.00059169i,0.0012411-0.0011362i,0.00074187-0.00078268i,-0.00080687+0.00013452i,-0.0014445-0.0010432i,0.000959+0.0027556i,0.00069148+0.0011754i,0.00045859+0.00056069i,0.00080141+0.00026866i,-0.00037315-0.00053132i,0.00065018+0.00089782i,-0.00053914-0.00073512i,-0.0018554-0.0029882i,-0.0023995+0.00078034i,0.00029017+0.00057462i,0.0010658-0.0011224i,-0.00039067-0.00029301i,-0.00027517-0.00073769i,-0.00017167+0.00090778i,-0.0036153+0.00045585i,-0.003125-0.001507i,-0.0014795-0.0035587i,-8.4984e-05+3.887e-05i,-0.0044236-0.0014051i,-0.0039903-0.0071186i,-0.0002636-0.0013403i,7.1602e-05+0.00023759i,-0.00094241-0.00034657i,-0.0038151+0.0021978i,0.00026812-0.0018736i,0.00061882-0.0017919i,-0.00051559+0.00057872i,0.0043196-0.0055239i,-0.021089-0.012781i,0.0076471-0.01433i,0.016574-0.021376i,-0.0019218-0.013834i,-0.0056104-0.0071979i,-0.0032643-0.023347i,0.017378-0.013302i,0.0040866-0.009722i,0.0059067-0.010166i,0.0034104-0.015715i,-0.0085069+0.0027069i,0.0020912+0.0069034i,-0.0077261+0.015015i,-0.0041586+0.00047199i,0.0030541+0.0016755i,0.011731-8.2687e-05i,5.5959e-05+0.0014356i,0.0009012+0.0035437i,0.0030257-0.00066591i,0.0020863-0.0043182i,-0.00043667-0.0037723i,0.0044512+0.0031318i,-0.0092841+0.00038381i,0.0039425+0.0047449i,-0.0047161-0.0032562i,0.0040122-0.0023296i,-0.0020305+0.004915i,-0.0016089-0.0001849i,0.0013994-0.0053878i,-0.0017746+0.00022425i,0.002964+0.0012052i,-0.0045914+0.0021031i,-0.001815-0.00065339i,-0.00094602+0.0014803i,-3.1688e-05-0.00080131i,-0.011063-0.010073i,0.0028314-0.0032895i,-0.0028084+0.0013683i,-0.00056858+0.0025294i,0.0029482-7.9316e-05i,-0.00043841-0.00097686i,0.00082964-0.00068616i,-0.0014097-0.0036684i,0.0025635+0.0057771i,0.003964+0.0043151i,-0.0024458-0.021884i,-0.019054+0.019113i,0.00551+0.028814i,-0.0056459+0.0022644i,0.0057669-0.0040463i,0.0038043-0.00092629i,-0.0081957+0.0054822i
-0.014538-0.029042i,-0.013937-0.01331i,-0.016299-0.013174i,-0.0079562-0.0075507i,-0.019166-0.0018672i,-0.0087039+0.00027146i,-0.017669-0.013924i,-0.013074+0.00035469i,-0.0093336+0.002148i,-0.0007522-0.0011299i,0.0014454+0.0016059i,0.001137-0.00058624i,0.0011401-0.001385i,0.00074809-0.00090285i,-0.00072723+0.00022459i,-0.0010148-0.00091707i,0.0015292+0.0010923i,0.0010924+0.00074921i,0.00058425+0.00021203i,0.0010883+0.0002286i,-0.00058777-3.7796e-07i,0.001073+0.00054442i,-0.00058989-0.00047715i,-0.0025846-0.0024719i,-0.0019522+0.0013261i,0.0005674+0.00045638i,0.0004853-0.0011245i,-0.00045002-6.0892e-05i,-0.000479-0.00051079i,0.00031194+0.0010169i,-0.0032416+0.0018336i,-0.0031398-0.00048707i,-0.001771-0.0019539i,-9.8166e-05+0.00010231i,-0.0045511+0.00041252i,-0.0049886-0.0052669i,-0.00028095-0.00084638i,0.00014105+0.00027521i,-0.00068444-0.00011487i,-0.0027158+0.0034615i,-0.00021507-0.0016776i,9.0144e-05-0.0018476i,9.4638e-06+0.00076669i,0.0033948-0.0067102i,-0.022184-0.0093514i,0.0047296-0.014734i,0.01315-0.023679i,-0.0058349-0.013026i,-0.0071787-0.0082715i,-0.0099002-0.021389i,0.015042-0.018304i,0.0022626-0.011752i,0.0058993-0.011317i,0.00012262-0.01754i,-0.0086317+0.0055282i,0.0039768+0.0052785i,-0.0019696+0.017276i,-0.004288+0.0021852i,0.0034213+0.001735i,0.011685-0.0032961i,0.00024185+0.00089336i,0.0022059+0.0048323i,0.0024062-0.0018647i,0.00089996-0.0038797i,-0.0020142-0.003156i,0.0050781+0.0011572i,-0.0070606+0.003308i,0.0057239+0.0023746i,-0.005461-0.00068341i,0.0022811-0.0030001i,0.0004249+0.0051246i,-0.001685+0.00048831i,-0.0017571-0.0057459i,-0.001882+0.00016256i,0.0012673-8.2482e-05i,-0.0035335+0.0034443i,-0.0025067+7.0639e-05i,-0.00071871+0.0017862i,-0.00053223-0.00042439i,-0.013139-0.0053027i,0.00074053-0.0041616i,-0.0026129+0.001597i,0.00033361+0.0024161i,0.0025464-0.0015951i,-0.00027816-0.00083939i,0.0014887-0.0011272i,-0.0027402-0.0037783i,0.0039277+0.005172i,0.0046951+0.003863i,-0.0050187-0.02079i,-0.015879+0.024666i,0.0085923+0.026432i,-0.0080465+0.0027637i,0.0029709-0.003169i,0.0036263-0.0016066i,-0.0089501+0.0055991i
-0.018054-0.026159i,-0.016113-0.011957i,-0.017651-0.010493i,-0.0091186-0.0065065i,-0.019227+0.0018147i,-0.0087033+0.0017619i,-0.019714-0.011201i,-0.012636+0.0019954i,-0.0097203+0.0026155i,-0.0003695-0.0011769i,0.0020675+0.00075636i,0.0012426-0.00089133i,0.0010726-0.0015375i,0.00096913-0.0014284i,-0.00066474+0.00035811i,-0.00091826-0.00093421i,0.0015891-0.00074505i,0.0011124+0.00042026i,0.0005634-0.00012604i,0.0014528-8.8897e-05i,-0.00055687+0.00037629i,0.0010561+5.8681e-05i,-0.00066648-0.00030238i,-0.0030062-0.0021469i,-0.0014558+0.0018334i,0.00078816+0.00021642i,3.9072e-05-0.0009911i,-0.00037052+0.00023506i,-0.00056199-0.00025212i,0.00087614+0.0008462i,-0.0023394+0.0029059i,-0.0030419+0.00047785i,-0.0014908-0.0011862i,-9.9028e-06+0.00012062i,-0.0038339+0.0018662i,-0.0056663-0.0034165i,-0.00011473-0.00076576i,0.0002969+0.00038087i,-0.00061924-0.00011426i,-0.0010152+0.0040953i,-0.00045728-0.0014131i,-0.00046261-0.0018648i,0.00051531+0.00057373i,0.0011945-0.0078802i,-0.022776-0.0060546i,0.0031909-0.014536i,0.0095742-0.025292i,-0.0091329-0.010748i,-0.0079173-0.0078282i,-0.015074-0.016501i,0.01105-0.02261i,0.00030192-0.014266i,0.0056744-0.013371i,-0.0033189-0.017658i,-0.007139+0.0089378i,0.0049682+0.0033634i,0.0035774+0.016497i,-0.003712+0.0037572i,0.0044524+0.0013893i,0.0089506-0.0091183i,-3.4569e-05+0.00055388i,0.0045276+0.0046055i,0.0014805-0.0019488i,0.00017391-0.0037537i,-0.0029622-0.0021628i,0.0051279-0.00069075i,-0.0050504+0.0044952i,0.0061026-0.00091384i,-0.0048011+0.0013845i,0.0016555-0.0027373i,0.0022454+0.004187i,-0.0013851+0.00082463i,-0.0043412-0.0044034i,-0.0027447+0.00106i,0.0003294+0.00049604i,-0.0018106+0.0042302i,-0.0024326+0.0011418i,-0.00052029+0.0023281i,-0.0006058-0.00027523i,-0.013614-0.0011123i,-0.0014414-0.0038486i,-0.0025693+0.0021882i,0.0007656+0.0022199i,0.0016246-0.0025844i,-0.00029591-0.001327i,0.0017156-0.001858i,-0.0040855-0.0026042i,0.005173+0.0041789i,0.0055672+0.0032603i,-0.0072917-0.019543i,-0.0091432+0.027962i,0.011788+0.023223i,-0.0098257+0.004172i,0.0017564-0.0010852i,0.0032016-0.0021297i,-0.009538+0.0063739i
