-0.027496-0.042425i,-0.020808-0.022615i,-0.012508-0.037737i,-0.029583-0.021372i,-0.024691-0.0018765i,-0.01321-0.0037557i,-0.05217-0.053807i,-0.046972-0.01688i,-0.037579-0.012383i,0.01155+0.01341i,-0.0088495+0.0051493i,-0.019786+0.019542i,0.0016608+0.012322i,-0.0042034-0.002118i,0.00090206+0.0010133i,-0.00050666+0.028977i,0.02438+0.025571i,0.0026381-0.0021104i,-0.0024369-0.0072645i,0.0079299+0.0025151i,0.0027449+0.00090332i,-0.00061039+0.0031927i,-0.00042272+6.7542e-05i,-0.033402-0.0098354i,0.00064507-0.008587i,0.0015794+0.0022439i,0.0061294+0.00061656i,0.0021226+0.00044634i,0.0012425-0.00039353i,-0.00035031-0.0027503i,0.0015169-0.0020929i,-0.0022875-0.0063125i,-0.00076979-0.0044766i,0.0033733-0.00042435i,0.0049701-0.00295i,0.0012996+0.029271i,0.0041538-0.0035474i,0.0030268-0.0014643i,0.0083453-0.00088699i,-0.0076746-0.0023427i,-0.00035166+0.0006666i,0.0095412+0.00082889i,0.0051379-0.0019114i,-0.0028868+0.008501i,-0.016635-0.0093219i,-0.018048+0.016138i,0.00037167-0.062741i,-0.0044479-0.027181i,-0.025413-0.03448i,-0.009999-0.027031i,0.052225-0.024273i,0.016796-0.043381i,0.026009-0.046437i,0.0080873-0.053996i,0.028453-0.019701i,0.0088091+0.0063728i,0.025973-0.033767i,-0.0084021-0.0063579i,0.0029349-0.0039675i,-0.0049031-0.0068276i,-0.001042-0.033337i,-0.019944+0.028908i,0.0093526-0.01197i,-0.0093818-0.004035i,-0.0040538-0.0017318i,0.00033121-0.012984i,-0.011218+0.00417i,0.0023752+0.010687i,-0.0054207+0.026563i,0.004833+0.0027386i,-0.0053097-0.0020121i,-0.0020785-0.002026i,-0.013585-0.0081687i,-9.9765e-05-0.0044265i,-0.030674-0.00060093i,0.0015214-0.011043i,-0.0087744+7.1364e-05i,-0.0073677-0.002238i,0.0052366+0.0014727i,-0.0080662-0.00070637i,0.0022518+0.00027007i,0.0042691+0.0078194i,0.0043753+0.00064816i,-0.0074525-0.013665i,0.0027403+0.0097343i,-0.015741+0.0051967i,0.0070665+0.00034386i,-0.02285-0.0019491i,-0.01846+0.0062521i,-0.0060133-0.06861i,0.0080497-0.012397i,-0.047172-0.025392i,-0.019734-0.001463i,0.016703+0.0131i,-0.023942+0.013789i,-0.019689-0.0054074i
0.026576-0.024131i,0.012306-0.015982i,0.011288-0.019077i,0.003475-0.011867i,0.0026954-0.020164i,-0.0054095-0.0056624i,0.011145-0.02037i,-0.0075289-0.014027i,-0.0099651-0.010284i,0.0040809-0.001604i,-0.00030652-0.00057535i,-0.0014271+0.0010365i,0.0032397+0.00020351i,0.00014262-0.00042523i,-0.00051844-0.0011248i,0.0017722-0.003704i,-0.0058387+0.0012293i,-0.00045514-0.00049986i,0.00020317-0.00033655i,-7.1141e-05+0.0015973i,-0.00040438+0.0019634i,-0.00044993+0.00097403i,0.0013331+0.00050638i,-0.0014064+0.0033304i,0.0006498-0.0024984i,-0.00071162-0.00021137i,-7.6269e-05+0.00050881i,0.00082801-0.00060786i,0.0012232-0.00011733i,0.00060502-0.0010249i,0.0026864-0.0017868i,0.0035471+9.6132e-06i,0.0016499+0.00056212i,0.00028299-0.00076341i,0.0028854-0.00015637i,0.0054039-0.0016321i,0.00042285+0.00063423i,-0.00019214-0.00012171i,0.00049025-0.0015171i,0.0010168-0.0014849i,0.00084208+0.0028141i,0.00097794+0.00299i,0.0012045-0.0018392i,0.0046827+0.0027334i,0.0038056-0.025947i,0.0076153+0.003764i,0.019966+0.0069222i,0.004734+0.0069715i,-0.0085088-0.021852i,0.0085713+0.0083604i,0.01498+0.016641i,0.003948+0.014687i,0.017613+0.011975i,0.0014413+0.0067078i,0.00092916-0.009288i,0.0014341-0.0030393i,0.0014687-0.0052439i,0.0080551-2.3849e-05i,0.00085476+0.004181i,-0.0077684+0.010794i,-0.0044269-0.0063402i,0.0049956+0.01052i,-0.0037521-0.0010469i,0.00028879+0.0014579i,-0.00021498+0.0017757i,-0.0026303-0.0021866i,0.0054398-0.0030629i,-0.0055448-0.0016218i,0.0031045-3.6651e-06i,-0.0061873+0.0034477i,-0.0014917-1.9347e-05i,0.0011951-0.0008331i,-0.0055928-0.0013915i,-0.0037555-0.0011851i,-0.011753-0.0080316i,0.0038865-0.0029006i,-0.0024446-0.0004381i,-0.0012037+0.0016444i,-0.0034035+0.0030909i,0.0092798+0.0039034i,-0.0045763+0.001186i,-0.0016742-0.0050201i,-0.0032072-0.0003577i,-0.0030535-0.00059943i,0.0032277-0.0040273i,0.0029057+0.00065928i,0.0019269-0.0016267i,-0.00022073+0.007277i,0.00087017+0.0044203i,0.022527-0.0035681i,-0.02501-0.0029089i,-0.032925+0.020218i,-0.0060005+0.012257i,0.00124+0.0014559i,0.0075481-0.0038325i,-0.013181-0.0014872i
0.021356-0.026966i,0.0089876-0.018593i,0.007644-0.02044i,0.0011056-0.011539i,-0.0015005-0.020739i,-0.0058245-0.0047062i,0.0066993-0.02309i,-0.0094688-0.01203i,-0.011503-0.0083823i,0.0034949-0.0026077i,-0.00046022-0.00090418i,-0.00071772+0.0016144i,0.0023776-0.00096266i,0.00028939-9.8035e-05i,-0.00061357-0.0010379i,0.00097262-0.0036868i,-0.0049199+0.0029078i,-0.00063978-0.00038308i,-7.6504e-05-0.00044458i,0.00032266+0.0014788i,0.00023624+0.0020805i,-5.7253e-05+0.0010571i,0.0014596+6.8065e-05i,0.00056965+0.003047i,-0.00021671-0.002282i,-0.00059807+9.276e-05i,0.00025622+0.00092818i,0.0005965-0.0006788i,0.001128-0.00038908i,0.00031417-0.00097712i,0.001877-0.0027973i,0.0035926-0.0012244i,0.0019856+4.5367e-05i,-0.00010074-0.00073423i,0.0031875-0.0012391i,0.0050608-0.0030458i,0.00062631+0.00038134i,-0.00024105-0.00010676i,0.00034749-0.0012792i,0.00050802-0.0021625i,0.001702+0.0024359i,0.002123+0.0021036i,0.00056098-0.0017301i,0.005973+0.0018883i,-0.00062963-0.025322i,0.0081895+0.0036068i,0.020758+0.0037872i,0.007086+0.003392i,-0.013542-0.017692i,0.01266+0.0050419i,0.018117+0.012124i,0.0063103+0.0099891i,0.015134+0.0046597i,0.0047528+0.0028071i,-0.0021784-0.0091323i,-0.001251-0.0032136i,-0.00068136-0.0066256i,0.0058076-0.0025133i,0.0018816+0.0035991i,-0.0025928+0.013241i,-0.0056524-0.0030308i,0.0065688+0.0084219i,-0.0037179+0.00072207i,0.0011483+0.0022499i,0.0010511+0.0017264i,-0.004035-0.0011979i,0.0052218-0.0062983i,-0.0059491-9.6834e-05i,0.0035261-0.0015374i,-0.0044908+0.0060724i,-0.001141-0.00061491i,0.00042765-0.0015879i,-0.0045379+0.0017707i,-0.0034179-8.7374e-05i,-0.012942-0.0026701i,0.0020095-0.0035211i,-0.0020504+0.000358i,-0.0015308+0.0010114i,-0.0020045+0.0040016i,0.01154+0.00022271i,-0.0036487+0.0033388i,-0.0033208-0.003907i,-0.0027269+0.00044765i,-0.0029942+0.00089089i,0.00069482-0.003896i,0.0033545-0.00050933i,0.00184-0.0016726i,0.0016287+0.0057376i,0.00056638+0.0043442i,0.019765-0.0097113i,-0.023938+0.0022693i,-0.029679+0.027683i,-0.0042298+0.010204i,0.0027085+0.0038145i,0.0050702-0.0043493i,-0.014479+0.001351i
0.016659-0.028813i,0.0047665-0.020584i,0.0038426-0.021197i,-0.00068926-0.010706i,-0.0057249-0.020344i,-0.0060183-0.0039907i,0.0018534-0.024607i,-0.010831-0.010161i,-0.012776-0.006247i,0.0025354-0.0035295i,-0.0010216-0.00099481i,0.00020511+0.0018848i,0.0016788-0.00055747i,0.00073219+4.0257e-05i,-0.00081185-0.00096213i,0.00029383-0.003532i,-0.0034451+0.0039982i,-0.00098719-5.3634e-05i,-0.00037563-0.0003516i,0.0006682+0.0012106i,0.0010745+0.0016163i,0.00012476+0.00095412i,0.0014213-0.0004747i,0.0020582+0.0019003i,-0.00068547-0.0018868i,-0.00037778+0.00026878i,0.00078326+0.00084731i,0.00028996-0.00073159i,0.00095932-0.00058695i,-5.9733e-05-0.0010721i,0.00079013-0.0034169i,0.0030419-0.0026741i,0.0019079-0.00068038i,-0.00036995-0.00048028i,0.0029241-0.0027365i,0.0044151-0.0042352i,0.00086544+7.1823e-05i,-0.00029011+5.3598e-06i,0.00016714-0.0013706i,-0.0002663-0.0024989i,0.0025603+0.0016046i,0.0024337+0.00099077i,0.00017936-0.0015594i,0.0066544+0.00025926i,-0.0044974-0.024299i,0.01032+0.0032487i,0.021799+0.00049736i,0.0077504-0.00026519i,-0.016188-0.012635i,0.015858+0.00032185i,0.01956+0.0072587i,0.0077405+0.0062249i,0.012132-0.00074486i,0.0058237-0.00010737i,-0.0053305-0.0074817i,-0.0038404-0.0019034i,-0.0043963-0.0069788i,0.0030088-0.0034479i,0.0021981+0.00273i,0.0018929+0.012875i,-0.0049693-0.0004324i,0.0074923+0.0055978i,-0.003257+0.0029979i,0.0022479+0.0023943i,0.0017028+0.0011212i,-0.0046934+0.00070222i,0.0032426-0.0081722i,-0.0053187+0.0015018i,0.0030475-0.0026558i,-0.00036716+0.0072265i,-0.0016638-0.0010847i,-0.00042253-0.0013994i,-0.002778+0.0032615i,-0.0025027+0.0005751i,-0.01215+0.0022388i,0.00096958-0.0039818i,-0.0014659+0.00061831i,-0.0015496+0.0015218i,-0.00010801+0.003951i,0.011696-0.0046151i,-0.0017688+0.0046186i,-0.0042806-0.0024527i,-0.0022822+0.00057214i,-0.0020905+0.0017702i,-8.9415e-05-0.0026915i,0.0028839-0.0017545i,0.0020314-0.001783i,0.0012966+0.0037107i,0.00053669+0.0046127i,0.017194-0.013515i,-0.021231+0.0058934i,-0.023128+0.034107i,-0.0038747+0.0084817i,0.0053754+0.0040067i,0.0029013-0.0032575i,-0.013738+0.0042642i
0.012057-0.030256i,0.00027058-0.021029i,7.299e-05-0.021548i,-0.001715-0.010157i,-0.0098162-0.018708i,-0.0063485-0.0034781i,-0.0033743-0.024871i,-0.011814-0.0082408i,-0.013331-0.0036863i,0.0012107-0.0040153i,-0.0017005-0.00037902i,0.0011353+0.0013251i,0.0016691-0.00039499i,0.0010743-0.00039516i,-0.0010258-0.00073449i,-0.00039575-0.0031633i,-0.0020848+0.0042085i,-0.0010268+0.0007145i,-0.00052414+2.7609e-05i,0.00082894+0.00077155i,0.0013591+0.00082519i,0.00015735+0.000847i,0.0010716-0.00094045i,0.0028789-6.3865e-05i,-0.00086905-0.0014881i,-0.00026834+0.00029448i,0.0010259+0.00056441i,5.4957e-05-0.00065445i,0.00083329-0.00081043i,-0.00066129-0.00090404i,-0.00054012-0.003668i,0.0018224-0.0035837i,0.0016982-0.0012015i,-0.00042379-0.00033084i,0.0016719-0.0042966i,0.0036132-0.0053648i,0.0013088-0.00025183i,-0.00020841+0.00026718i,-0.00015213-0.0012634i,-0.001261-0.0025621i,0.0028805+0.0005726i,0.0023909+0.00012662i,-0.00015267-0.0013907i,0.0065999-0.0012406i,-0.0078694-0.023035i,0.013031+0.00067416i,0.022482-0.0033102i,0.007832-0.0032643i,-0.015723-0.0071533i,0.017044-0.0063577i,0.019928+0.0027332i,0.0084051+0.0018338i,0.010302-0.0048722i,0.0069837-0.0031506i,-0.0070179-0.0045744i,-0.0053331+0.00059062i,-0.0086277-0.005851i,0.0008083-0.0033365i,0.00222+0.0023488i,0.0053751+0.011676i,-0.0041584+0.0013951i,0.0062385+0.0022546i,-0.00050293+0.0046914i,0.0034891+0.0018621i,0.0025319+0.00060498i,-0.0042638+0.0027996i,0.00083375-0.0094764i,-0.00433+0.0024385i,0.0021653-0.0038641i,0.0029307+0.005225i,-0.0026873-0.0010395i,-0.00073617-0.0011702i,-0.00066118+0.0044075i,-0.0017975+0.00056247i,-0.0090696+0.0063816i,-0.00095051-0.0047672i,-0.00078163+0.00050915i,-0.0012295+0.0014642i,0.0011891+0.0026408i,0.009419-0.0095564i,0.00088158+0.0049989i,-0.0042785-0.00081531i,-0.002359+0.0007319i,-0.0013479+0.0021666i,-0.00031768-0.0021832i,0.0019962-0.0022952i,0.0021147-0.0022253i,0.00053103+0.0037i,0.0010833+0.0052162i,0.013772-0.017467i,-0.018922+0.0068417i,-0.014652+0.036926i,-0.0035754+0.0084325i,0.0068706+0.0031902i,0.0024453-0.0016296i,-0.011988+0.0058283i
0.0071131-0.031098i,-0.0039223-0.020194i,-0.0038764-0.021249i,-0.0030445-0.010171i,-0.012812-0.016391i,-0.006734-0.0030118i,-0.0082314-0.023497i,-0.012396-0.0065118i,-0.012945-0.0013146i,-0.0002116-0.0037472i,-0.0017627+0.0006857i,0.0014777+0.00060443i,0.0017882-0.00058027i,0.00065571-0.00072387i,-0.0011416-0.00028253i,-0.0010045-0.0026333i,-0.0012478+0.0040465i,-0.0005402+0.0012251i,-0.00041326+0.00025327i,0.00062508+0.00042463i,0.0012747+0.00010023i,0.00034961+0.00080353i,0.00067619-0.0011605i,0.0021256-0.0019943i,-0.001051-0.0013201i,-0.00020477+0.00033818i,0.0011637+0.00039501i,-3.1188e-05-0.00054035i,0.00054284-0.0010521i,-0.001005-0.00031427i,-0.0019435-0.0032788i,0.00046696-0.0040121i,0.0010031-0.0018909i,-0.00048513-0.00014403i,-0.00062278-0.0047524i,0.0025437-0.0064611i,0.0013527-0.0011878i,1.4509e-06+0.00025717i,-0.00036645-0.0010393i,-0.0024032-0.0021745i,0.0027434-0.00051147i,0.0022321-0.000568i,-0.00053826-0.0011529i,0.006432-0.0024704i,-0.010596-0.021612i,0.014198-0.0035835i,0.022743-0.0077043i,0.0078866-0.0071726i,-0.012666-0.0027606i,0.01544-0.013511i,0.019609-0.0012864i,0.0074116-0.001922i,0.0078307-0.0070099i,0.007205-0.006995i,-0.0071579-0.0026758i,-0.0052842+0.0035928i,-0.012719-0.0020928i,-0.00090423-0.0027871i,0.0024038+0.0021974i,0.0085788+0.0098851i,-0.0027178+0.0025141i,0.0040291+0.0012151i,0.002425+0.0033943i,0.0048205+0.00060238i,0.0030507-0.00053365i,-0.0027145+0.0048577i,-0.0025947-0.010598i,-0.0038266+0.0036886i,0.0011253-0.004852i,0.0036292+0.0032865i,-0.0035919-9.7322e-05i,-0.0010247-0.0010267i,0.0025294+0.0037638i,-0.0015581+8.1863e-05i,-0.0046764+0.0083314i,-0.0033414-0.0030845i,-0.00046376+8.0038e-05i,-0.00096951+0.001343i,0.0014282+0.0013565i,0.0056992-0.013369i,0.0032951+0.0035081i,-0.0034605+0.00020652i,-0.0021151+0.0011341i,-0.00060819+0.0028812i,-0.00096697-0.0015356i,0.0011195-0.0023027i,0.0017976-0.0030751i,0.00021117+0.0041927i,0.0019428+0.0053084i,0.0092734-0.020326i,-0.020148+0.0070042i,-0.0072851+0.035583i,-0.0023557+0.0076955i,0.0079268+0.0020732i,0.0029273-0.00073972i,-0.010185+0.0066111i
0.0026425-0.031027i,-0.0072974-0.018688i,-0.0076416-0.020057i,-0.0046666-0.009674i,-0.01553-0.014053i,-0.0071673-0.0025041i,-0.011917-0.021492i,-0.012894-0.0049852i,-0.011991+0.00046715i,-0.00099794-0.002928i,-0.0010798+0.001513i,0.001479+5.8329e-05i,0.0016732-0.00085954i,0.00046763-0.00051073i,-0.0010337+1.0537e-05i,-0.0014164-0.0018359i,-0.00046415+0.003702i,6.3745e-06+0.0012343i,-0.00029522+0.000511i,0.00043215+0.00042522i,0.00098147-0.00039426i,0.00046402+0.0005727i,0.00021692-0.0013317i,0.00079728-0.0030208i,-0.0015429-0.0011924i,-0.00017273+0.00054136i,0.0013871-5.1427e-06i,-0.00015085-0.0004877i,0.00017432-0.0010658i,-0.0010056+0.00025318i,-0.0030689-0.0023441i,-0.001093-0.0039341i,0.00018798-0.0020425i,-0.00035838+5.1085e-05i,-0.0023252-0.0039411i,0.00068187-0.0072177i,0.00070576-0.0016047i,3.4663e-05+0.00018773i,-0.00049995-0.00094271i,-0.0033146-0.0011938i,0.0022382-0.0013562i,0.0019776-0.0012255i,-0.00086255-0.00065936i,0.0060181-0.0041015i,-0.013481-0.020316i,0.013501-0.0081406i,0.021759-0.012426i,0.005432-0.011358i,-0.0076911-0.0021067i,0.010406-0.019269i,0.019059-0.004543i,0.006106-0.0042279i,0.006188-0.0070503i,0.0057636-0.010903i,-0.0074656-0.00084109i,-0.0033887+0.0061646i,-0.014538+0.0039829i,-0.0024864-0.0020056i,0.0027196+0.0020096i,0.010424+0.0069974i,-0.00093541+0.0027153i,0.0025876+0.0011745i,0.0027636+0.0012404i,0.0049722-0.001649i,0.0028341-0.0023301i,0.00032013+0.0059047i,-0.007266-0.0087183i,-0.0023108+0.0056448i,-0.00068628-0.0043352i,0.0049052+0.0021665i,-0.0039648+0.0015447i,-0.0012199-0.00074701i,0.0046493+0.00030165i,-0.0014436-1.1037e-05i,-1.6497e-05+0.0073826i,-0.0040884-0.0027686i,-0.00060549-0.0004152i,-0.0011991+0.0012848i,0.0012876+0.00048338i,5.0853e-05-0.015446i,0.0045499+0.0009386i,-0.0030221+0.00058037i,-0.0019707+0.0016429i,0.001203+0.0030857i,-0.00049974-0.00046311i,0.00036968-0.0018508i,0.00082533-0.0038788i,0.00030815+0.0047583i,0.0025918+0.005135i,0.0044318-0.02086i,-0.021751+0.010199i,-0.0019358+0.033725i,-0.0016825+0.0059066i,0.0089978+0.0003054i,0.0033671-0.00087884i,-0.0086125+0.0063844i
-0.0017151-0.030759i,-0.0097916-0.016825i,-0.01089-0.018199i,-0.0059157-0.0088987i,-0.017824-0.010957i,-0.0077304-0.0018729i,-0.014998-0.019361i,-0.01343-0.0033761i,-0.010858+0.0014684i,-0.0011879-0.0021385i,-0.00026209+0.0019229i,0.0013301-0.00032742i,0.0016205-0.00095555i,0.00057417-0.00043375i,-0.00088418+0.00021891i,-0.0013893-0.00098336i,-0.00013293+0.0028353i,0.00040107+0.0011088i,6.8361e-05+0.00069776i,0.00045714+0.00051476i,0.0005607-0.00074061i,0.00035718+0.00050728i,-0.00027797-0.001191i,-0.00048256-0.0031453i,-0.0018814-0.00055424i,8.9114e-05+0.00069974i,0.0012337-0.00057131i,-0.00026104-0.00033401i,-8.3489e-05-0.00096285i,-0.00074545+0.00072571i,-0.0037303-0.0011243i,-0.0024034-0.0031142i,-0.00038883-0.0019186i,-0.00016013+0.0001156i,-0.0034226-0.0029298i,-0.0010598-0.0069568i,0.00025164-0.0013649i,5.6072e-05+0.00025643i,-0.00083364-0.00081123i,-0.0038136+0.00010232i,0.0015477-0.001993i,0.0014443-0.0017386i,-0.0008845-9.5972e-05i,0.0049277-0.0055323i,-0.016769-0.018437i,0.011311-0.011841i,0.019412-0.016776i,0.0014867-0.013632i,-0.0049913-0.0049007i,0.0044757-0.02198i,0.018923-0.0083563i,0.0054319-0.0064343i,0.0066024-0.0071967i,0.0039028-0.013338i,-0.0079285+0.00055405i,-0.00061942+0.0071983i,-0.013182+0.010897i,-0.0036961-0.00079766i,0.0029754+0.0016074i,0.011514+0.00457i,0.00011071+0.0017093i,0.0011058+0.0019108i,0.0027798+0.00029244i,0.0036028-0.0036692i,0.0013554-0.0035108i,0.0031212+0.0048037i,-0.0094667-0.0041636i,0.00092835+0.0060251i,-0.0028474-0.0064383i,0.005479-0.00028087i,-0.0034455+0.0034837i,-0.0013004-0.00054922i,0.0037229-0.0034128i,-0.0017036+1.3481e-05i,0.0023461+0.0043683i,-0.0050924-0.00051199i,-0.0010806-0.00078035i,-0.0011261+0.0016236i,0.00091821-0.00034938i,-0.006425-0.014212i,0.0039189-0.0017822i,-0.0028866+0.00097653i,-0.0014902+0.002383i,0.0027668+0.0022617i,0.00014174-0.00087339i,0.00025057-0.0010721i,-0.00010603-0.0041484i,0.00059522+0.0056678i,0.0034963+0.0048566i,0.0014323-0.020155i,-0.021743+0.01466i,0.0023411+0.03137i,-0.0022326+0.0036019i,0.0084639-0.002433i,0.0032783-0.00084411i,-0.0082422+0.0055193i
-0.0062121-0.029986i,-0.01168-0.01502i,-0.013706-0.015925i,-0.0069857-0.0082723i,-0.019342-0.0075271i,-0.0083397-0.0010329i,-0.017789-0.017076i,-0.013682-0.0015031i,-0.010042+0.0020374i,-0.0011635-0.0016921i,0.00066538+0.0019784i,0.001184-0.00066083i,0.0016336-0.0011724i,0.00061341-0.00057439i,-0.00074897+0.00035239i,-0.0009323-0.00037422i,-0.00010101+0.0013634i,0.00094027+0.00087431i,0.0003966+0.00053122i,0.00074931+0.00047397i,-0.00018773-0.00064173i,0.0005247+0.00048006i,-0.0005891-0.00091969i,-0.0013606-0.0027778i,-0.0019367+0.00019268i,0.00033615+0.00063604i,0.00081005-0.0010171i,-0.00025704-0.00027298i,-0.00031623-0.00078465i,-0.00038917+0.0010097i,-0.0040397+0.0002805i,-0.0031253-0.0017611i,-0.0012274-0.0034407i,-4.8811e-05+1.6441e-05i,-0.00429-0.0016134i,-0.0025156-0.0062376i,-0.00010196-0.00091703i,7.8786e-05+0.00033299i,-0.001007-0.0003023i,-0.003784+0.0014774i,0.00055028-0.0021702i,0.00068862-0.0021288i,-0.00057688+0.00038496i,0.0033777-0.0063338i,-0.019514-0.015518i,0.0079182-0.014397i,0.016147-0.019916i,-0.0026779-0.014298i,-0.0050598-0.0072289i,-0.0018546-0.02303i,0.018088-0.01296i,0.0041699-0.0090913i,0.0070444-0.0090391i,0.0013655-0.016192i,-0.0086732+0.0024607i,0.0021102+0.0067695i,-0.0082953+0.015654i,-0.0042836+0.00067685i,0.0030578+0.0013151i,0.012804+0.0014047i,3.8669e-05+0.0010901i,0.00091828+0.0034018i,0.0031866-0.00086884i,0.0016287-0.0042803i,-4.442e-05-0.0036375i,0.0046777+0.0028631i,-0.009378+0.00015602i,0.0036085+0.0045993i,-0.0050215-0.0046183i,0.0042927-0.0025018i,-0.0015183+0.0048458i,-0.0016474-0.00030127i,0.00082581-0.0053844i,-0.0019845+0.00020362i,0.0024156+0.0014524i,-0.0046941+0.0014873i,-0.0018975-0.0007016i,-0.00060266+0.0017491i,-2.4336e-06-0.00072745i,-0.010662-0.010497i,0.0022345-0.0034476i,-0.0025204+0.0012681i,-0.00048872+0.0027122i,0.003681+0.00063756i,-9.6156e-05-0.00093823i,0.00090186-0.00067067i,-0.00098512-0.0041323i,0.0020658+0.0066023i,0.0041527+0.0042393i,-0.0016169-0.020007i,-0.020368+0.019502i,0.0058795+0.028655i,-0.004342+0.0022277i,0.0056953-0.0041169i,0.0036187-0.0010175i,-0.0089685+0.00511i
-0.010516-0.028293i,-0.013422-0.013668i,-0.015836-0.01304i,-0.0081125-0.0075876i,-0.020261-0.0042378i,-0.0087736+0.00016482i,-0.020213-0.014221i,-0.013549+0.00035961i,-0.0095905+0.0023049i,-0.00098807-0.0013663i,0.0016203+0.0015488i,0.0010731-0.00065086i,0.0015177-0.0014669i,0.00057341-0.0006668i,-0.00067321+0.00050671i,-0.00028313-0.00043207i,0.00043796-0.00051298i,0.0011421+0.00025168i,0.0005504+0.00024024i,0.0010574+0.00031938i,-0.00046672-0.00022752i,0.00079977+0.00026227i,-0.00066194-0.00062627i,-0.0018356-0.0024345i,-0.0017699+0.00072218i,0.00060157+0.00051655i,0.00025685-0.00097543i,-0.00029614-0.0001028i,-0.00051236-0.00057509i,0.00011921+0.001218i,-0.003762+0.0018319i,-0.0032236-0.00057983i,-0.0019907-0.0015923i,-8.4707e-05+6.11e-05i,-0.0045183+9.5426e-05i,-0.003685-0.0052991i,-0.0001353-0.00059337i,0.00014755+0.00036485i,-0.00072449-6.2312e-05i,-0.0031021+0.0027984i,-8.8217e-05-0.0019631i,1.0149e-05-0.0021365i,-8.8649e-05+0.00057929i,0.0019384-0.0068707i,-0.021193-0.012166i,0.0047966-0.014814i,0.012793-0.022127i,-0.006573-0.01355i,-0.0067897-0.0084244i,-0.008352-0.021175i,0.015694-0.017761i,0.0026809-0.011112i,0.0069187-0.010702i,-0.002639-0.017511i,-0.008861+0.0052988i,0.0040579+0.0051995i,-0.0022271+0.018088i,-0.0044745+0.0024096i,0.0033146+0.001358i,0.01317-0.0029748i,5.4265e-05+0.00062302i,0.0021356+0.004808i,0.0024898-0.0020672i,0.0004606-0.0037362i,-0.0015819-0.0032403i,0.0051844+0.00087394i,-0.0072673+0.0034181i,0.0052843+0.0023649i,-0.0062821-0.0021547i,0.0025224-0.0032264i,0.00070352+0.0047476i,-0.001717+0.00039126i,-0.0018503-0.0055259i,-0.0021503+2.9559e-05i,0.00082116-1.8505e-06i,-0.0037148+0.0029499i,-0.0025876+0.00018126i,-0.00045612+0.0019503i,-0.00055111-0.00044095i,-0.012981-0.005848i,9.6865e-05-0.0041043i,-0.0023052+0.001494i,0.0004756+0.0025333i,0.0036042-0.0010901i,-1.4201e-05-0.00085543i,0.0015195-0.0010985i,-0.0022396-0.004307i,0.003708+0.0061279i,0.0046886+0.0036295i,-0.0038859-0.019129i,-0.017131+0.025044i,0.0085858+0.025913i,-0.0067187+0.0025117i,0.0027994-0.0031704i,0.0034311-0.0017454i,-0.0099189+0.0055641i
-0.014007-0.02609i,-0.01573-0.012546i,-0.017122-0.010441i,-0.0091982-0.0065534i,-0.02073-0.00035131i,-0.0087772+0.0016166i,-0.022025-0.011016i,-0.013185+0.0020601i,-0.0095931+0.0028345i,-0.00067423-0.0014217i,0.0022438+0.00064294i,0.0011406-0.00089736i,0.0013924-0.001646i,0.0007796-0.00094499i,-0.00045026+0.00052839i,-7.5413e-05-0.0007665i,0.0012433-0.0032117i,0.001036-0.00010831i,0.00055803-0.00013094i,0.0015407-2.5829e-06i,-0.0004666+8.5346e-05i,0.0007529-0.00011966i,-0.00075606-0.00042999i,-0.0021174-0.0023079i,-0.0014733+0.0012317i,0.00081585+0.00026372i,-7.9469e-05-0.00093274i,-0.00024559+8.0169e-05i,-0.00061179-0.00028713i,0.00077574+0.0011393i,-0.0029004+0.0031009i,-0.0030737+0.00047581i,-0.002018-0.0014351i,-1.392e-05+6.9488e-05i,-0.0039426+0.0016437i,-0.0046516-0.0037595i,-9.025e-06-0.00063444i,0.00035202+0.00050377i,-0.00065113-5.8757e-05i,-0.001739+0.0035638i,-0.00046007-0.0016803i,-0.00064823-0.0021173i,0.0003583+0.00035136i,0.00025453-0.0069291i,-0.022381-0.0088048i,0.0032231-0.01469i,0.0094728-0.023666i,-0.0099594-0.010908i,-0.007746-0.008101i,-0.013253-0.016438i,0.011914-0.021829i,0.00097021-0.01369i,0.0062527-0.012819i,-0.0064265-0.016931i,-0.0072939+0.0089243i,0.005006+0.0032622i,0.0036862+0.017401i,-0.003912+0.0040458i,0.0042152+0.0010206i,0.0081189-0.0078552i,-0.00032533+0.00045795i,0.0044094+0.0049721i,0.0015431-0.0022292i,-9.0434e-05-0.0034904i,-0.0025771-0.0023345i,0.0050901-0.0010212i,-0.005136+0.0047532i,0.0056724-0.00060852i,-0.0058467+0.0008551i,0.0017081-0.003052i,0.0023561+0.0037013i,-0.0014065+0.00073952i,-0.0043551-0.0046343i,-0.0023052+0.0013628i,-0.00023676+0.00067365i,-0.0021782+0.0039024i,-0.0023571+0.0011567i,-9.399e-05+0.0022621i,-0.00060173-0.00028163i,-0.01359-0.001504i,-0.0018174-0.0036445i,-0.0023912+0.0021835i,0.00090911+0.0022679i,0.0030965-0.0027748i,-2.1943e-05-0.0013701i,0.001707-0.001847i,-0.0035788-0.0034404i,0.0052822+0.0051199i,0.005368+0.003071i,-0.0060058-0.017997i,-0.01043+0.028551i,0.01148+0.022947i,-0.0085196+0.003851i,0.0015702-0.0011221i,0.0029726-0.00201i,-0.010571+0.0066377i
