-0.023447-0.01865i,-0.03275-0.033703i,-0.022512-0.019599i,-0.032655-0.020359i,-0.023844+0.0041274i,-0.028674-0.017148i,-0.057919-0.044492i,-0.040371-0.040668i,-0.030715-0.019037i,0.0050725+0.0048571i,-0.0042554+0.0066386i,-0.01085+0.010866i,0.0039612+0.0071481i,-0.0037998-0.0025338i,0.0028541+0.0016168i,0.0042194+0.028516i,0.032819+0.024231i,-0.00013348+0.00010029i,-0.0034321-0.0027264i,0.0079483+0.0041766i,0.0019145+0.00063428i,-0.00049486+0.0026159i,-0.00055709+0.00039404i,-0.031274-0.00067626i,-0.0041108-0.0045371i,-0.00024962+0.0024483i,0.0047107-0.00053358i,0.00064214-0.00022438i,-0.00040111-0.00052463i,-0.0012416-0.0018363i,-0.0023018-0.00052528i,-0.0036407-0.0041097i,-0.0029262-0.0046555i,0.00059385-0.0013056i,0.00039891-0.0027782i,-0.0025851+0.02557i,0.0020744-0.0031268i,0.0024037-0.0039406i,0.0041513-0.0024873i,-0.0067343-0.00080428i,0.00065204+0.001235i,0.0044001-0.02005i,-0.0027535-0.00012145i,-0.0032917+0.0010475i,-0.0088627-0.003822i,-0.018668+0.021189i,-0.0083459-0.086621i,-0.0025572-0.061131i,-0.021434-0.054086i,-0.010754-0.046164i,0.053377-0.026668i,0.024063-0.067736i,0.041102-0.052833i,0.018828-0.039753i,0.025619-0.020011i,0.012147+0.012069i,0.025814-0.03005i,-0.011488-0.0040578i,-0.0010924-0.00093674i,-0.007182-0.0015188i,-0.005769-0.02875i,-0.021125+0.02676i,0.0076525-0.0097996i,-0.010555-0.0034548i,-0.0024562-0.0019121i,-0.00071305-0.014793i,-0.0081549+0.0047011i,0.0052925+0.010127i,-0.010103+0.030548i,0.0065566+0.0072273i,-0.0038491-0.001572i,-0.002449-0.0015384i,-0.012602-0.0065288i,0.00027366-0.003802i,-0.032693+0.0013686i,0.0029361-0.0092532i,-0.0069708-0.001649i,-0.005152-0.0028877i,0.0070137+0.0019861i,-0.010152+0.0001774i,0.0024309-0.00043683i,0.0064112+0.0080057i,0.0058189+0.0011646i,-0.007975-0.01003i,0.0025566+0.0081778i,-0.019166+0.0077768i,0.0028215+0.0060319i,-0.021458-0.0086657i,-0.027036-0.005255i,0.0092106-0.0615i,0.018611-0.014526i,-0.052047-0.026459i,-0.024294+0.0011074i,0.01929+0.010494i,-0.027111+0.011775i,-0.012595-0.0075748i
0.0019286-0.007093i,0.007285-0.031616i,-0.015274-0.016626i,-0.010664-0.015111i,-0.011017-0.016077i,-0.01067-0.01213i,0.014076-0.014235i,0.012408-0.016635i,-0.0061902-0.0069359i,0.0033533+8.2343e-05i,0.00014709+0.00059907i,-0.00075287+0.00065071i,0.0012171-0.00064779i,0.00075914-0.00066776i,-0.0011242-0.0017522i,0.002285-0.0050039i,-0.0044176+0.00023091i,-0.00058442+0.00028872i,0.00018559-0.00049121i,6.8011e-05+0.0012055i,-0.00015458+0.0012045i,-0.00043969-0.0001005i,0.0012172+0.00057516i,-0.0030174+0.0028317i,1.8804e-05+0.00039443i,5.841e-05+0.00019645i,-0.00066172+0.00026314i,3.7014e-05+0.00022082i,0.00023476+6.0211e-05i,0.00040183-0.00028044i,0.00042806-8.3852e-05i,0.0015051+0.00046473i,0.00017239-9.55e-05i,3.2947e-05-0.0007362i,0.00038118+0.00050822i,0.0084079-0.00017047i,0.0002778-0.00010329i,0.0010131+0.00033218i,0.00015499-0.00063087i,0.000613-0.001233i,0.00031123+0.00070706i,5.086e-05-0.00015851i,-0.00026649-0.00071791i,-0.00076984+0.00099546i,-0.0072356-0.0077341i,0.0010387+0.022116i,0.030194-0.00071928i,0.030494-0.0038659i,0.0083478-0.017194i,0.030088+0.0076414i,0.022499+0.029822i,0.027871+0.01851i,0.017751+0.033507i,-0.022796+0.014075i,-0.00041992-0.0086975i,0.002512-0.0050358i,0.0058141-0.0066674i,0.0099249+0.0015427i,0.0034488+0.0050028i,-0.0068585+0.0065355i,-0.0021815-0.0052614i,0.0038669+0.0096592i,-0.0035774-0.0014836i,0.00011953+0.0028744i,0.00016679+0.0005305i,0.00162-0.0034658i,0.0073723-0.0016147i,-0.0029428-0.00040064i,0.0045211-0.00089388i,-0.0069436+0.00034185i,-0.0008444-0.00050965i,6.9989e-05+7.7485e-05i,-0.0046736-0.0023251i,-0.0029169-0.0020712i,-0.011279-0.01046i,0.0027022-0.0018887i,-0.0047356-6.333e-06i,-0.0015665+0.001433i,-0.0051242+0.0025533i,0.0047674+0.0011719i,-0.0081396-0.0018019i,-0.0021461-0.0063422i,-0.0025187-0.0016296i,-0.0058984-0.00047394i,0.0063566-0.0031943i,0.0043706+0.0017292i,0.0026492-0.0025262i,0.00083836+0.0058809i,0.0030213+0.0016175i,0.011123+0.0064604i,-0.025574+0.0018696i,-0.03125+0.015789i,-0.014588+0.02207i,0.0025086+0.0020542i,0.0074423-0.0064469i,-0.014578+0.0085016i
0.00059765-0.0072793i,0.0018325-0.032488i,-0.017997-0.013534i,-0.013104-0.012348i,-0.014135-0.014131i,-0.011946-0.010284i,0.010176-0.017248i,0.0094653-0.01774i,-0.0076931-0.0058336i,0.003315-0.001296i,0.00050383+0.0002883i,-0.00012371+0.00099905i,0.00076271-0.00091284i,0.00076724-0.00065968i,-0.0012931-0.0014423i,0.0014331-0.0050074i,-0.0046139+0.0013022i,-0.00065182+0.00018801i,-0.00012442-0.00056203i,0.00043052+0.001112i,0.00028395+0.0013555i,-0.00039103+9.1601e-05i,0.0013216+0.0001135i,-0.00099305+0.0033518i,0.00031895+0.00044478i,0.00017076+0.00014052i,-0.00037023+0.00082849i,0.00014607+0.00033357i,0.00023005+4.2969e-05i,0.00043016-0.00016787i,0.00024229-0.00027745i,0.0016608-0.00028375i,0.00026237-0.00012812i,-0.00034008-0.00052451i,0.00078416+0.00039528i,0.009962-0.0062475i,0.00010889-1.4636e-05i,0.001104-1.9528e-06i,4.0186e-05-0.000407i,0.00016327-0.0018959i,0.00055787+0.00070936i,-7.4404e-05-0.00031265i,-0.00044881-0.00017551i,0.00028163+0.0010909i,-0.0082115-0.0060056i,0.004633+0.022822i,0.029884-0.0051683i,0.029307-0.0098991i,0.0033828-0.014516i,0.033229+0.0019656i,0.02824+0.024337i,0.02997+0.010605i,0.020826+0.025152i,-0.017441+0.014223i,-0.0022918-0.0074218i,-0.00096598-0.0053089i,0.0026347-0.0086215i,0.0081295-0.0013822i,0.0041435+0.0036284i,-0.0033087+0.009322i,-0.0027951-0.0023324i,0.0049102+0.0076217i,-0.0040518-0.00023862i,0.0013225+0.0038527i,0.00098917+0.0004038i,-0.0004637-0.0034526i,0.0074483-0.0058965i,-0.0033399+0.00014855i,0.0043726-0.0030279i,-0.0056476+0.0031191i,-0.0021718-0.0014747i,-3.8131e-05-0.00058109i,-0.0043836+0.00058542i,-0.0030133-0.0014225i,-0.012735-0.0050868i,0.001028-0.0025629i,-0.0037506+0.0012245i,-0.0018141+0.0012221i,-0.0035773+0.0042091i,0.005774-0.00057803i,-0.0078202+0.001652i,-0.0039215-0.0053767i,-0.0024551-0.0013041i,-0.0054327+0.0016733i,0.0033348-0.0045927i,0.005021+1.1917e-05i,0.0022033-0.0027292i,0.002819+0.0048444i,0.0018092+0.0013187i,0.010411+0.0021033i,-0.024426+0.0074737i,-0.029689+0.022998i,-0.010593+0.021709i,0.0039792+0.0045098i,0.0047058-0.0064691i,-0.014322+0.010681i
-0.00027816-0.0074643i,-0.0040661-0.032539i,-0.019834-0.010028i,-0.014522-0.0092586i,-0.017017-0.011645i,-0.013024-0.0085287i,0.0059627-0.019285i,0.0070419-0.018605i,-0.0089976-0.0043574i,0.0025718-0.0022567i,0.00049845-0.00014664i,0.00051262+0.0010961i,0.00024723-0.00086695i,0.00088271-0.00077648i,-0.0015633-0.0011477i,0.0005761-0.0049282i,-0.0040305+0.0024001i,-0.00092301+0.00028755i,-0.00037421-0.00034346i,0.00069875+0.00077379i,0.00098506+0.0011523i,-0.00043757+0.00010162i,0.0012262-0.00039488i,0.00085946+0.0028006i,0.00071947+0.00031003i,0.00028811+1.1188e-05i,0.00017246+0.0010031i,0.00025076+0.00038122i,0.00024138+1.9318e-05i,0.00047359-0.00030324i,4.514e-05-0.00031929i,0.0014179-0.0010726i,0.00016879-0.00022827i,-0.0004537-0.00020086i,0.0011111-0.00024385i,0.0052634-0.0058624i,0.00025174+5.95e-05i,0.0010072-0.00045493i,9.6877e-05-0.00042948i,-0.00052743-0.0021928i,0.00076297+0.00034941i,-0.00031643-0.00036151i,-0.00035813+0.00010828i,0.00087554+0.00048978i,-0.0085716-0.0045924i,0.010039+0.022437i,0.029444-0.0097499i,0.026555-0.015447i,0.00071702-0.010873i,0.035341-0.0047167i,0.031931+0.017811i,0.030751+0.0035905i,0.021053+0.018609i,-0.01378+0.014434i,-0.0041776-0.0057654i,-0.0040033-0.0035569i,-0.0017701-0.0092377i,0.0055005-0.0026819i,0.0040249+0.0022729i,-2.7539e-05+0.010616i,-0.0018385-0.00057599i,0.0052023+0.0056883i,-0.0041245+0.0021708i,0.002834+0.0039973i,0.0012364-0.00029536i,-0.0018719-0.0022663i,0.0052274-0.0089225i,-0.00291+0.00098009i,0.0033881-0.0044263i,-0.002714+0.0043732i,-0.0028818-0.0014045i,-0.00054053-0.0006949i,-0.0030679+0.0023451i,-0.0026201-0.00059207i,-0.012457-0.00030432i,0.00010386-0.002772i,-0.0028565+0.0018741i,-0.0017356+0.0017833i,-0.0012825+0.0043766i,0.0058646-0.0030168i,-0.0062058+0.0039858i,-0.0054575-0.0037446i,-0.0027612-0.0011132i,-0.0042864+0.002897i,0.0017585-0.0042892i,0.0045343-0.0014861i,0.0020688-0.0031138i,0.0024432+0.002074i,0.0011101+0.0014648i,0.009936-0.00069844i,-0.021096+0.011767i,-0.024644+0.030211i,-0.0077478+0.021293i,0.006723+0.0050598i,0.0023706-0.0048904i,-0.012751+0.013187i
-0.0013345-0.0078486i,-0.0098298-0.03101i,-0.02097-0.0068017i,-0.015023-0.0064574i,-0.01939-0.0080565i,-0.013891-0.0066965i,0.0012248-0.020024i,0.0045586-0.019535i,-0.0094356-0.0025176i,0.0012878-0.0025218i,0.00014302-0.00017633i,0.0012415+0.00064817i,3.3531e-06-0.0005501i,0.00079602-0.0012066i,-0.0017318-0.00058371i,-0.00033594-0.0045255i,-0.0014424+0.0019897i,-0.0010553+0.00079637i,-0.00033041-2.5215e-05i,0.00077323+0.00034474i,0.0013089+0.00047495i,-0.00063564+0.00022913i,0.00089375-0.00078702i,0.0020676+0.0012085i,0.001077-0.00015431i,0.00023598-0.00016399i,0.00051754+0.00079705i,0.00042383+0.00036864i,0.00025328-3.4474e-05i,0.00031657-0.00041437i,-9.2402e-05-0.00025255i,0.00079785-0.0013508i,0.000135-0.00027593i,-0.00039428-2.8338e-05i,0.0010179-0.0011511i,0.0036566-0.0057795i,0.00052676-7.2091e-05i,0.00078478-0.0006957i,-2.3089e-05-0.0004418i,-0.0013222-0.002168i,0.00078026-9.1234e-05i,-0.0005633-0.00016106i,-0.00039258+0.00058265i,0.00087528+7.4045e-05i,-0.0085954-0.0036351i,0.016101+0.018919i,0.028396-0.014486i,0.02324-0.019228i,0.0012125-0.0065147i,0.035611-0.013164i,0.034017+0.011029i,0.030422-0.0036986i,0.02106+0.013746i,-0.0090242+0.014249i,-0.005028-0.0034266i,-0.0058378-0.00071753i,-0.0067032-0.0081135i,0.0035926-0.0028477i,0.0036427+0.0016823i,0.0026767+0.011299i,-0.00079998+9.6781e-05i,0.0047616+0.0034282i,-0.0018423+0.0045765i,0.0048541+0.0030062i,0.0015569-0.00074216i,-0.0023688-0.00086808i,0.0020229-0.011164i,-0.0023596+0.0014038i,0.0022029-0.0055561i,-0.0008079+0.0034303i,-0.0038348-0.00083181i,-0.00087074-0.00064738i,-0.0015728+0.0035452i,-0.0023753-0.00042653i,-0.010287+0.0038618i,-0.0011655-0.0032633i,-0.001675+0.0020585i,-0.0014056+0.0018462i,0.00028843+0.0035761i,0.004861-0.0056479i,-0.0035455+0.0056533i,-0.0057054-0.0017862i,-0.0033177-0.00056305i,-0.0033559+0.0039888i,0.00039095-0.003897i,0.0038949-0.0021884i,0.0015213-0.0037775i,0.00092699+0.0018225i,0.00087926+0.0020867i,0.0089987-0.0037907i,-0.017735+0.01293i,-0.016679+0.03402i,-0.0041401+0.021826i,0.0089179+0.0048955i,0.0019234-0.0029896i,-0.010212+0.014521i
-0.0027209-0.0081176i,-0.014953-0.028221i,-0.021776-0.0033117i,-0.015245-0.0041787i,-0.020309-0.0042035i,-0.01459-0.0048103i,-0.0030061-0.019225i,0.0019163-0.020209i,-0.0089888-0.0010104i,0.0032647-0.00048706i,8.1782e-05+1.0199e-05i,0.0014603-6.1154e-05i,9.6698e-06-0.0003509i,0.0001825-0.001262i,-0.0014725+5.2401e-05i,-0.0011874-0.0039644i,-0.00017416+0.0021513i,-0.00067207+0.001208i,-0.00028983+7.671e-05i,0.00054031-4.0014e-05i,0.0012697-0.00013032i,-0.00060217+0.00048385i,0.0005644-0.00096668i,0.0018359-0.00050452i,0.00090583-0.0010164i,6.0827e-05-0.00026865i,0.00074455+0.00062337i,0.0005848+0.00015137i,0.00022909-0.00012322i,9.5733e-05-0.00043377i,-0.00010895-7.8735e-05i,0.00041708-0.0016194i,-4.7095e-05-0.00035127i,-0.00037338+0.00016533i,0.00029473-0.0018102i,0.0021612-0.006191i,0.00052712-0.00039886i,0.00044673-0.0011189i,1.6456e-05-0.00036023i,-0.0022543-0.0020014i,0.00053055-0.00050928i,-0.00062837+0.00015495i,-0.00027954+0.00091238i,0.00088604-0.00018914i,-0.008257-0.0030668i,0.020007+0.013028i,0.026581-0.019453i,0.021611-0.023235i,0.0047383-0.0036888i,0.032911-0.021884i,0.034777+0.0046037i,0.028137-0.010169i,0.020256+0.010199i,-0.0046682+0.012111i,-0.0045147-0.0020923i,-0.0058866+0.0030502i,-0.011087-0.0040146i,0.002165-0.0028328i,0.0033041+0.0012969i,0.0077054+0.0006461i,0.00024881-0.00020471i,0.0032781+0.0021811i,0.0015594+0.0038438i,0.006498+0.0010369i,0.0017011-0.0015276i,-0.0019695+0.00085816i,-0.002399-0.011984i,-0.002338+0.0022517i,0.00052784-0.0065087i,-0.00073901+0.0030062i,-0.0043707+0.00030535i,-0.001164-0.00048973i,0.0013588+0.0037621i,-0.0024195-0.00064098i,-0.006737+0.0063774i,-0.0032812-0.0026415i,-0.00097463+0.0016459i,-0.00099525+0.0020298i,0.0010443+0.0024911i,0.0028772-0.0078349i,-0.00084526+0.0055083i,-0.004999-0.00026303i,-0.00323+0.0002157i,-0.001717+0.0050488i,-0.0007223-0.0030145i,0.0030081-0.002912i,0.00038141-0.0041i,6.6689e-05+0.0023672i,0.0011558+0.0024548i,0.0074216-0.0061899i,-0.0178+0.012409i,-0.0091753+0.03361i,0.0006118+0.020225i,0.011165+0.0029395i,0.0022846-0.0019529i,-0.0077017+0.015308i
-0.0039578-0.0080538i,-0.019097-0.024695i,-0.021726+0.00025352i,-0.015209-0.0017718i,-0.02068-0.00062641i,-0.014975-0.0028368i,-0.0061811-0.018056i,-0.00090099-0.020715i,-0.0082638-0.00033907i,0.001422-0.0029371i,0.00023329+0.00017353i,0.0012893-0.00058546i,-3.4649e-06-0.00021462i,5.5829e-06-0.00097138i,-0.0010478+0.00021706i,-0.0016718-0.0032352i,0.00074891+0.0017157i,-0.00011588+0.0013311i,-0.00020601+0.00023989i,0.00031485-9.2961e-05i,0.0010541-0.00062323i,-0.00043833+0.00062516i,0.00020525-0.0011175i,0.0010252-0.0016295i,0.00019505-0.0013424i,-0.0001846-0.00016397i,0.0010703+0.00031692i,0.00060657-0.00015328i,0.00020464-0.00015445i,-0.00014075-0.00037359i,-4.5343e-05-2.5584e-05i,-0.00054987-0.0017435i,-0.00012949-0.00015051i,-0.00010456+0.00036311i,-0.00017944-0.0021886i,0.00058508-0.0063355i,0.00038818-0.00041536i,-0.0002059-0.0010186i,6.0745e-05-0.00040923i,-0.0032272-0.0011609i,0.00021411-0.00064604i,-0.00051805+0.00040468i,5.3592e-05+0.0014589i,0.00078053-0.00062696i,-0.0084027-0.0033834i,0.021454+0.0064358i,0.023717-0.024253i,0.01704-0.029444i,0.0097705-0.0052497i,0.026988-0.029238i,0.034752-0.001403i,0.02561-0.014692i,0.020121+0.0082926i,-0.0021637+0.0087559i,-0.0044389-0.0015018i,-0.0034761+0.0061891i,-0.012746+0.0015918i,0.00094127-0.0027142i,0.0030551+0.0011583i,0.0077365+0.0028727i,0.00047556-0.0011684i,0.0020419+0.0019071i,0.0021161+0.0020269i,0.0067481-0.0019621i,0.0012365-0.0025878i,6.8146e-05+0.0018258i,-0.0072547-0.009441i,-0.0012895+0.003821i,-0.002187-0.0066317i,0.00040124+0.0034966i,-0.0044377+0.001976i,-0.0013823-9.0039e-05i,0.0038526+0.0010749i,-0.0028304-0.00029758i,-0.0024086+0.0063586i,-0.0043865-0.00043093i,-0.00062987+0.0012238i,-0.00095284+0.0019554i,0.0015063+0.0012633i,-0.00016679-0.0095271i,0.0013995+0.0041166i,-0.0046291+0.00039139i,-0.0031493+0.00099118i,0.0009914+0.0050265i,-0.0009223-0.0018257i,0.0020734-0.0030776i,-0.00056467-0.0040624i,-0.00030442+0.0030426i,0.0014639+0.002709i,0.0055664-0.0075977i,-0.019029+0.015085i,-0.0039785+0.03197i,0.0037416+0.016225i,0.011951-0.00024367i,0.0025652-0.0019244i,-0.0047384+0.014965i
-0.005383-0.0080968i,-0.022111-0.020656i,-0.021132+0.0036506i,-0.01464+0.00031771i,-0.020288+0.0030823i,-0.015174-0.00090535i,-0.0091607-0.016832i,-0.0041643-0.021062i,-0.0079085-0.00048417i,0.00057047-0.0027517i,0.00043139+0.00030998i,0.0011915-0.0010055i,0.0001028-5.0933e-06i,2.578e-05-0.000843i,-0.00084381+0.00025086i,-0.0018966-0.0026604i,0.0012791+0.0011618i,0.0004151+0.001296i,1.3458e-05+0.00032836i,0.00024368-8.8205e-05i,0.00066278-0.00098305i,-0.00034625+0.00080993i,-0.00014336-0.00097354i,-1.125e-05-0.0019685i,-0.00031875-0.0013559i,-0.00022081+6.2033e-05i,0.00099683-0.00017388i,0.00052477-0.00029606i,0.00015981-0.00021386i,-0.0002912-0.00016488i,5.9132e-06-3.9911e-05i,-0.0014287-0.0013506i,-7.8727e-05-1.1587e-05i,0.00016131+0.00024888i,-0.0014263-0.0009457i,-0.00072465-0.0061796i,0.00049843-0.00046435i,-0.00052733-0.00058823i,-5.6532e-05-0.00048804i,-0.0038002+0.00025093i,-3.478e-05-0.00074805i,-0.00031985+0.00061777i,0.00063779+0.0017545i,0.00038235-0.00083559i,-0.0095544-0.0034227i,0.020837+0.00038468i,0.019503-0.028299i,0.0097648-0.032847i,0.012442-0.0099708i,0.019849-0.033768i,0.034288-0.0076197i,0.023689-0.019476i,0.021437+0.0061218i,-0.00032925+0.0056176i,-0.0052362-0.0011906i,8.4037e-06+0.0071757i,-0.011427+0.0076523i,-0.00012515-0.0023685i,0.0030337+0.00118i,0.0076434+0.0015133i,5.1518e-05-0.0017787i,0.0009814+0.0025731i,0.0024894+0.0015096i,0.004799-0.0045096i,-0.00020439-0.0031926i,0.0015279+0.0010012i,-0.0093049-0.0044775i,0.0012589+0.0042237i,-0.0049611-0.0051443i,0.0018745+0.0026857i,-0.0036573+0.0036284i,-0.0013037+0.00019303i,0.0035739-0.0021646i,-0.0030728+0.00058643i,3.3594e-05+0.0039811i,-0.0033378+0.00075624i,-0.00063445+0.00075726i,-0.00072665+0.0021601i,0.001123+5.4581e-07i,-0.0045409-0.0091332i,0.0019358+0.0020539i,-0.0045956+0.0013411i,-0.0026899+0.0020702i,0.0028642+0.0037043i,-0.00022639-0.0014375i,0.0016845-0.0027197i,-0.001414-0.0036041i,-0.00083803+0.0040754i,0.0018734+0.0025665i,0.0048661-0.0085725i,-0.018431+0.019294i,0.00024386+0.030146i,0.0040859+0.011631i,0.010688-0.004059i,0.0023093-0.0014545i,-0.0026479+0.013528i
-0.0072116-0.0077345i,-0.0241-0.016528i,-0.020053+0.0068861i,-0.013847+0.0020188i,-0.018972+0.0064986i,-0.015189+0.0010067i,-0.012034-0.015172i,-0.0079181-0.020643i,-0.0082737-0.00067554i,0.00015341-0.0027395i,0.00076827+0.00032341i,0.00062652-0.0012165i,0.00030486+0.00011698i,-7.5618e-05-0.00083195i,-0.00068022+0.0002981i,-0.0019756-0.0022683i,0.0015837+0.0007245i,0.00096466+0.0010062i,0.00017762+0.00021009i,0.00027322-0.00017381i,2.1777e-05-0.0010255i,-1.1488e-05+0.0010161i,-0.00032602-0.00075257i,-0.00082579-0.0018233i,-0.00072795-0.0010797i,-0.00016552+0.00018584i,0.00064888-0.00043329i,0.00038473-0.0004981i,0.00012394-0.00012033i,-0.00037161+6.9962e-05i,-2.0835e-05-2.5859e-05i,-0.00051266-0.0012876i,6.9946e-05+3.4182e-05i,0.00024034+3.9385e-05i,-0.0009806-0.00052553i,-0.0019529-0.0052847i,0.0003957-0.00070078i,-0.00056918-0.00025495i,-0.00025775-0.00034069i,-0.0038739+0.0015646i,-0.0003783-0.00057348i,-0.00011828+0.00060296i,0.0014342+0.0020082i,4.4162e-05-0.00059867i,-0.010899-0.002538i,0.01853-0.004468i,0.014678-0.03084i,0.0024701-0.033515i,0.012161-0.014621i,0.012133-0.036481i,0.032608-0.014312i,0.020714-0.024894i,0.021949+0.0033344i,0.00059985+0.0012482i,-0.0064679+9.0886e-05i,0.0030358+0.0060619i,-0.0073156+0.011846i,-0.0008867-0.0019275i,0.0029828+0.0011443i,0.0072497-0.00014137i,-0.00091499-0.0019562i,0.0008485+0.0038059i,0.0032517+0.00040639i,0.0023886-0.0050971i,-0.0013432-0.0028165i,0.0021007-0.00016891i,-0.0087437-0.00033204i,0.0033893+0.0030391i,-0.0064799-0.002545i,0.0020347+0.0014045i,-0.0020436+0.0048272i,-0.0014251+0.00048355i,0.0013818-0.0043229i,-0.0031555+0.0019017i,0.00020036+0.0015253i,-0.0035209+0.0013327i,-0.0010602+0.00062173i,-3.1807e-05+0.0019743i,0.00020101-0.00035518i,-0.0074181-0.0067224i,0.001614+0.00099994i,-0.0039217+0.0022658i,-0.0017049+0.0025362i,0.003814+0.0020492i,-0.00019632-0.0011933i,0.0018815-0.0026503i,-0.0018171-0.0027576i,0.00048771+0.0061728i,0.0018487+0.002702i,0.003351-0.010413i,-0.016362+0.023711i,0.003547+0.028258i,0.0022236+0.0083259i,0.0064068-0.0055983i,0.0030012-0.0015509i,-0.0021244+0.011921i
-0.0088692-0.0065849i,-0.025487-0.012821i,-0.018304+0.0098088i,-0.013002+0.0033629i,-0.017277+0.0091548i,-0.014985+0.0031578i,-0.014346-0.013019i,-0.011273-0.019167i,-0.0092706-0.00040123i,-0.00017544-0.002542i,0.0012342+6.2542e-05i,0.00032742-0.001053i,0.00055079+0.00017162i,-0.00017601-0.00064668i,-0.00057845+0.00029307i,-0.0020378-0.0021235i,0.0020832+0.0002117i,0.0011786+0.00022797i,0.00016141+2.5824e-05i,0.0002638-0.00019338i,-0.00035773-0.00080552i,0.00050883+0.00095157i,-0.0003594-0.00067439i,-0.0012368-0.0015306i,-0.0011219-0.00080544i,-2.2412e-06+0.00028334i,0.00051446-0.00033881i,0.0001047-0.00050417i,0.00013037-7.1789e-05i,-0.00026366+0.0003786i,-3.2511e-05+4.5117e-05i,-0.00068508-0.00101i,9.361e-05+8.4454e-05i,0.0001269+5.3897e-06i,-0.0016235-0.0007643i,-0.0025118-0.0044299i,4.6485e-05-0.00075166i,-0.00059241+8.3622e-05i,-0.00017341-0.00018076i,-0.0035261+0.0030736i,-0.00049775-0.00028311i,0.00014789+0.00064781i,0.0028396+0.0010091i,0.0001367-0.0004206i,-0.011683-0.00097935i,0.015849-0.0068626i,0.010094-0.032463i,-0.0040493-0.032298i,0.0099759-0.01857i,0.0041627-0.036376i,0.029138-0.020586i,0.016661-0.029528i,0.025961-0.0030203i,-0.0010547-0.0025631i,-0.0070336+0.0024137i,0.004802+0.0039546i,-0.002291+0.013706i,-0.0017243-0.0013083i,0.0031897+0.0012915i,0.0064464-0.0015183i,-0.0016414-0.0017073i,0.0016474+0.0049853i,0.0030552-0.0010467i,0.00070109-0.0045248i,-0.0024208-0.0022279i,0.0019138-0.0010524i,-0.0067197+0.0023271i,0.0045862+0.0010791i,-0.0067356+0.00043598i,0.0016262+0.0010416i,0.00010829+0.0049814i,-0.0011229+0.0010377i,-0.001056-0.0050116i,-0.0013699+0.0016327i,-0.0011268+0.00078882i,-0.0032028+0.0030014i,-0.001349+0.0011406i,-0.0002045+0.001959i,-0.00029587-0.00027074i,-0.008866-0.0037307i,0.001123+0.00025426i,-0.003338+0.0026916i,-0.00080057+0.0025824i,0.0043801+0.00021958i,0.00016038-0.0011849i,0.0020187-0.0032823i,-0.0019427-0.0025263i,0.002606+0.0063223i,0.0023803+0.0028913i,0.0016025-0.011404i,-0.01248+0.028886i,0.0078349+0.026595i,-0.00061579+0.0073958i,0.0030045-0.0041932i,0.0029255-0.0021971i,-0.0020789+0.011057i
-0.0099478-0.0051073i,-0.02695-0.0095398i,-0.016139+0.012072i,-0.012168+0.0046738i,-0.015384+0.011742i,-0.01402+0.0053391i,-0.01628-0.010704i,-0.014265-0.017501i,-0.010499+0.00066472i,-0.0004198-0.0027591i,0.0014168-0.00051468i,0.00033208-0.0010303i,0.00084311+8.6905e-05i,-4.7238e-06-0.00075445i,-0.00053913+0.000301i,-0.0022804-0.0019037i,0.0022678-0.00077004i,0.0010058-0.00044688i,0.00011993-5.0219e-05i,0.00039041-0.00028572i,-0.00059633-0.00051324i,0.00085648+0.00057583i,-0.00050311-0.00068661i,-0.0014276-0.001453i,-0.0013162-0.00036233i,0.00020202+0.00026145i,0.00046934-0.00043537i,6.19e-05-0.00024876i,0.00013267-5.4887e-05i,0.00012566+0.00057523i,-9.8423e-06+0.00015145i,-0.0010156-0.00064298i,0.00039295-0.00012438i,0.00020945+2.4854e-05i,-0.00059404+4.109e-05i,-0.0031029-0.0038127i,-9.7612e-05-0.0005696i,-0.0002438+0.0002782i,-0.00012149-0.00024046i,-0.0021169+0.0043259i,-0.00043885-6.0075e-05i,0.00036737+0.00038301i,0.0026231-0.00049823i,0.00026922-0.00051011i,-0.012213+0.00053945i,0.014646-0.0088143i,0.0055132-0.033443i,-0.0098506-0.029432i,0.0076902-0.02101i,-0.0028049-0.033813i,0.024476-0.025645i,0.011876-0.033814i,0.025951-0.0077204i,-0.0038543-0.0046446i,-0.006196+0.0054423i,0.0053245+0.0016097i,0.0020571+0.013139i,-0.0021637-0.00033874i,0.0040223+0.0012282i,0.0057027-0.0026916i,-0.0022596-0.0012281i,0.0036122+0.0054658i,0.0020392-0.0013397i,-0.00019153-0.0039007i,-0.0031116-0.0011965i,0.0016355-0.0017183i,-0.0050427+0.0037088i,0.0046664-0.0012573i,-0.005491+0.0021811i,0.0020698+0.0013192i,0.0015787+0.0043566i,-0.00060733+0.0010786i,-0.0036307-0.0043157i,-0.0014862+0.0013379i,-0.0015304+0.0018255i,-0.00174+0.0042096i,-0.00095642+0.0017384i,-0.00019502+0.0023816i,-0.00045098-0.00026895i,-0.0095643-0.0010018i,0.00051592-8.7541e-05i,-0.0028583+0.0034986i,-0.00038882+0.0026072i,0.0042953-0.0021722i,0.00016113-0.0019432i,0.0018857-0.0040622i,-0.0024456-0.0021778i,0.0048583+0.0054131i,0.0032497+0.0028986i,-0.00058398-0.011939i,-0.0050951+0.031869i,0.01202+0.022084i,-0.0028879+0.0083356i,0.0015938-0.0018065i,0.0023362-0.00219i,-0.0018797+0.010638i
