-0.00094516-0.042567i,-0.00012522-0.047496i,-0.0084046-0.048317i,-0.031232-0.02345i,-0.02289+0.010482i,-0.037175-0.033218i,-0.065005-0.058134i,-0.019321-0.07146i,-0.024339-0.045888i,-0.0010789+0.016653i,-0.010711+0.012613i,-0.014089+0.013854i,0.0039855+0.013588i,-0.0027948-0.001892i,0.0019911+0.0060759i,0.00029063+0.033553i,0.02161+0.060336i,0.0012848-0.00060618i,-0.0037472-0.0094855i,0.0064266+0.0037697i,0.0015624+0.0015621i,-1.9568e-05+0.0028502i,-0.00017354-0.00050585i,-0.038415-0.0086473i,-0.0028389-0.0076269i,-0.001018+0.0045312i,0.0039973-0.00019507i,-7.546e-05+0.00045376i,0.00069963-0.00074992i,-2.4844e-05-0.0023372i,-0.0017719-0.0056451i,-0.0031274-0.0062681i,-0.001185-0.0073025i,0.0031341-0.00014423i,0.0027892-0.0017471i,-0.0011013+0.037912i,0.0065718-0.0040318i,0.0029464-0.00094894i,0.0048876-0.00056441i,-0.013183-0.0050088i,-0.00089563+3.4686e-05i,0.0088866-0.001805i,0.0035595+0.0011857i,-0.004345+0.001826i,-0.00015731+0.0091809i,-0.0041893+0.016437i,0.024737-0.083127i,-0.00058435-0.05538i,-0.023937-0.044331i,-0.019941-0.037445i,0.061876-0.017723i,0.03047-0.059019i,0.03927-0.045077i,0.033835-0.053486i,0.019269-0.015662i,0.0075876+0.012015i,0.023435-0.035736i,-0.0081653-0.0052231i,0.0029765-0.0013402i,-0.002586-0.0049176i,0.0041141-0.031766i,-0.025327+0.031122i,0.0086279-0.010312i,-0.012071-0.0021053i,-0.0046614-0.0017359i,0.00064571-0.014572i,-0.010599+0.0056634i,0.0032638+0.006509i,-0.013698+0.030366i,0.0057267+0.0066108i,-0.0057963-0.0014827i,-0.0012077-0.0025758i,-0.011878-0.0076763i,6.5563e-05-0.0034922i,-0.034967+0.010237i,0.0019781-0.012696i,-0.0088738-0.0022278i,-0.0070207-0.0034669i,0.006517+0.0017996i,-0.0085807+0.0025687i,0.00011168+0.0018528i,0.0050729+0.010085i,0.0049071+0.00060061i,-0.0097283-0.010197i,0.0018949+0.0085957i,-0.0206+0.0055576i,0.0063421+0.0028621i,-0.028138-0.008216i,-0.036469-0.0012974i,0.026614-0.07981i,0.013925-0.009243i,-0.043344-0.027818i,-0.025264-0.0056195i,0.017571+0.012054i,-0.027043+0.011632i,-0.012288-0.0098349i
0.013892+0.014589i,0.051324+0.0047677i,0.021715-0.035165i,-0.0049519-0.0093248i,-0.01091-0.018024i,-0.018153-0.024046i,0.015375-0.013516i,0.038258-0.011711i,0.010817-0.012685i,0.010348-0.0030551i,0.0028466-0.0034009i,-0.0023633-0.0013344i,0.0012976-0.0018192i,0.00021623-0.0014962i,-0.0013389-0.001269i,0.0034009-0.0055382i,-0.0048637+0.00078959i,-0.0019837-0.00099807i,0.0014096-0.00026304i,0.0010142+0.0015099i,0.00083769+0.0017687i,-0.00052882+0.00087465i,0.001944+0.0012822i,-0.00051449+0.0054234i,-0.0017704+0.0012135i,-0.00052287+0.00077115i,-0.00109+0.00018786i,0.00038402-0.00060404i,-0.00014546+8.7825e-05i,2.4633e-05-0.00046591i,0.0012788-0.00023059i,0.002287+0.00040453i,0.0013281-9.2936e-05i,0.00040221-6.8239e-05i,0.0013259+0.00085948i,0.0050617-0.0043688i,-0.00012613+0.00085238i,0.00040521+0.00046802i,-0.00052483-0.00056255i,-0.0010673-0.0014636i,0.0011851+0.0015445i,0.0014976+0.0018818i,0.0017816-0.0057819i,0.0035769-0.00019675i,0.0021943+0.020653i,0.011022+0.037418i,0.038924+0.027128i,0.030036+0.0016518i,-0.0012102-0.016218i,0.01718-0.0010375i,0.023308+0.013969i,0.015511+0.02094i,0.023539+0.024674i,-0.009867+0.033455i,0.002873-0.0039279i,0.0017764-0.0043573i,0.0043273-0.006393i,0.0094667-0.0015425i,0.0015375+0.0040293i,-0.010396+0.0098228i,-0.0048862-0.0084256i,0.0028105+0.015079i,-0.0027965-0.0015118i,0.0010014+0.0023833i,-0.0012011+0.0011649i,0.0020585-0.003878i,0.0070723-0.0024985i,-0.0037977-0.00078276i,0.0044844-0.0015837i,-0.0065254+0.0005979i,-0.0020559+0.0010442i,0.00037081+0.00014116i,-0.0057356-0.0024075i,-0.003773-0.0021518i,-0.014628-0.0096551i,0.003558-0.0032909i,-0.0038691+0.0021547i,-0.0015257+0.0016195i,-0.004902+0.0032581i,0.0058218+0.0021078i,-0.0096218-0.0014513i,-0.0022782-0.0046245i,-0.0026535-0.00059096i,-0.0059038-0.00089379i,0.0056095-0.0043047i,0.0038645+0.0013526i,0.0024349-0.0021764i,0.0027152+0.0088489i,0.0055881+0.0022092i,0.027435+0.019624i,-0.023154-0.0028248i,-0.027028+0.017344i,-0.004408+0.015877i,0.0016106+0.0010637i,0.0059704-0.0086593i,-0.0096087+0.0026756i
0.015134+0.01246i,0.051153-0.0038295i,0.014721-0.037729i,-0.0065801-0.0077773i,-0.015182-0.015895i,-0.021338-0.020384i,0.01105-0.016895i,0.035125-0.017071i,0.0080855-0.013653i,0.0090608-0.0057893i,0.0013918-0.004502i,-0.0025382-0.00031364i,0.00037387-0.0017396i,-2.771e-07-0.0012546i,-0.0013124-0.00089393i,0.0024728-0.0061029i,-0.003728+0.0021905i,-0.0026641-0.00019703i,0.00076519-0.00071561i,0.0015627+0.0010339i,0.00137+0.001684i,-0.00026688+0.0011076i,0.0022543+0.00056395i,0.0021255+0.0047342i,-0.00076169+0.0018029i,-5.8646e-05+0.00068666i,-0.00075498+0.00082623i,0.00025559-0.00048943i,-1.8329e-05+0.00028093i,0.00019518-9.074e-05i,0.0010317-0.00097057i,0.0024697-0.00059434i,0.001504-0.00051737i,0.00028468-2.8434e-05i,0.0019984+0.00037463i,0.0039328-0.00564i,0.00030977+0.0010794i,0.00042918+0.00013511i,-0.00017772+7.8411e-05i,-0.0019792-0.0016705i,0.0015414+0.0011063i,0.0018821+0.0011872i,0.00013665-0.0052277i,0.0045991-0.0007951i,0.0066783+0.019586i,0.016623+0.034609i,0.041334+0.020145i,0.030018-0.0049173i,-0.0048851-0.012897i,0.018938-0.0052618i,0.026974+0.0078128i,0.020228+0.013591i,0.02556+0.013024i,-0.0017843+0.030845i,0.0013241-0.0040329i,-0.0018673-0.0038811i,0.0016773-0.0081102i,0.0068057-0.0040399i,0.0022154+0.0033909i,-0.0049466+0.013286i,-0.0062824-0.0041986i,0.0055398+0.012889i,-0.0031683-0.00060287i,0.0027537+0.0028099i,-8.093e-05+0.0014542i,-0.00020148-0.0040752i,0.0067086-0.0061942i,-0.0043501+0.00038115i,0.0045919-0.0039642i,-0.005402+0.0034741i,-0.0020373+6.393e-05i,3.3745e-05-0.00062976i,-0.0052391+0.0010722i,-0.0038603-0.0010939i,-0.015632-0.0029113i,0.0014772-0.00422i,-0.0023195+0.0029472i,-0.0016653+0.0010749i,-0.0032628+0.0045525i,0.0073852-0.00023004i,-0.0089457+0.0026371i,-0.0035241-0.0033511i,-0.0023836-0.00028304i,-0.0057354+0.0013632i,0.0024335-0.0048921i,0.0044315-0.00048803i,0.0022474-0.0024557i,0.0048195+0.007384i,0.0046528+0.0016666i,0.027452+0.012186i,-0.022789+0.0020041i,-0.02448+0.023974i,-0.0015737+0.012468i,0.0032909+0.0036425i,0.0033572-0.0078159i,-0.011471+0.0047355i
0.016785+0.0099296i,0.049093-0.012677i,0.0076457-0.03835i,-0.0073243-0.0061755i,-0.019108-0.012818i,-0.02398-0.016377i,0.0064353-0.018982i,0.031994-0.021738i,0.0053267-0.014132i,0.0069572-0.0076053i,-0.00063452-0.0047204i,-0.0024318+0.00071517i,-0.00019513-0.0012115i,-2.1392e-06-0.0011145i,-0.0014873-0.00056235i,0.0013252-0.0065223i,-0.0022332+0.002658i,-0.0031676+0.0012659i,6.3136e-05-0.00040454i,0.0017668+0.00017029i,0.0020282+0.0010665i,-0.00015488+0.0011657i,0.0022286-0.00024903i,0.004027+0.0029521i,0.00047192+0.0017411i,0.00024878+0.00041569i,-0.00022223+0.00087685i,0.00011674-0.00029842i,0.00012839+0.00051422i,0.0004364-0.00013911i,0.00050524-0.0014195i,0.0019811-0.0015716i,0.0010284-0.001228i,0.00036225+9.7301e-05i,0.0022838-0.00085302i,0.0025986-0.0064469i,0.0010909+0.0008191i,0.00056037-4.7166e-05i,0.00024263+2.9462e-05i,-0.0028674-0.0012342i,0.0018267+0.00041096i,0.0019729+0.00040509i,-0.0010181-0.0043753i,0.0047742-0.0023396i,0.010649+0.017255i,0.022676+0.030243i,0.042928+0.012934i,0.028437-0.01127i,-0.0064087-0.0090744i,0.019794-0.010412i,0.028476+0.0011354i,0.0232+0.0064932i,0.023405+0.0046417i,0.0040308+0.028069i,-0.00028642-0.003392i,-0.0044855-0.0014777i,-0.0023068-0.0086823i,0.0038701-0.0048484i,0.002345+0.0026438i,0.00022166+0.014059i,-0.0052322-0.00080006i,0.0068652+0.009782i,-0.0033496+0.001542i,0.0041799+0.0020562i,0.00060563+0.0011382i,-0.0019772-0.0030045i,0.0046078-0.0085667i,-0.003681+0.0014925i,0.0035684-0.0057911i,-0.0023859+0.0048869i,-0.0023626+0.00016423i,-0.00065623-0.00063606i,-0.0034553+0.0030787i,-0.0034255-7.7944e-05i,-0.014093+0.0026385i,-0.00022178-0.0045122i,-0.0010137+0.0029894i,-0.0018031+0.001521i,-0.00097788+0.0045862i,0.0073256-0.0036736i,-0.0068286+0.0053176i,-0.0042912-0.0019802i,-0.0024358-0.00011622i,-0.0045857+0.0029425i,0.00091434-0.0040882i,0.003743-0.002203i,0.0023238-0.0029642i,0.0052062+0.0044832i,0.0041899+0.0015938i,0.027028+0.0067791i,-0.020526+0.0057694i,-0.019261+0.02984i,-0.0010216+0.0096045i,0.0063485+0.003987i,0.0011704-0.005934i,-0.011074+0.0076681i
0.017777+0.006573i,0.045367-0.020319i,0.0015153-0.037929i,-0.0075096-0.0052709i,-0.021872-0.0081181i,-0.025907-0.012021i,0.0014922-0.019694i,0.028159-0.026467i,0.0031522-0.013927i,0.0045024-0.0086949i,-0.0024592-0.0035242i,-0.0017368+0.0012961i,-0.00031378-0.00066199i,-0.00015499-0.0013029i,-0.0014242+0.00015772i,-9.0046e-05-0.0066334i,-0.0014733+0.0024709i,-0.0019817+0.0022314i,0.00015034+0.00033485i,0.0015121-0.0006452i,0.0021815+0.00021358i,-0.00012363+0.0012555i,0.0017918-0.00085874i,0.0048432+0.00027403i,0.0015892+0.0009385i,0.00021695+0.0001943i,-1.675e-05+0.001027i,0.00021265-0.0002125i,0.00042154+0.00058116i,0.00039669-0.0003302i,-0.000178-0.0016445i,0.0012087-0.0021238i,0.0004952-0.0014232i,0.00045448-6.0081e-05i,0.0016184-0.0023591i,0.0010949-0.006548i,0.001541+7.9425e-05i,0.0005841-8.84e-05i,0.00039008-0.00017053i,-0.0035121-0.00030106i,0.0017645-0.00019864i,0.0017379-7.661e-05i,-0.0019185-0.0033657i,0.0041045-0.003321i,0.013564+0.013437i,0.027569+0.023542i,0.043536+0.005427i,0.025894-0.016577i,-0.0054054-0.0051991i,0.018777-0.01666i,0.028645-0.0056007i,0.024699-0.0017506i,0.020793-0.0017277i,0.010373+0.024277i,-0.0010541-0.0022642i,-0.0054873+0.0018134i,-0.0066296-0.0076659i,0.0016485-0.0046804i,0.0022261+0.0024672i,0.0046236+0.012926i,-0.0035764+0.0010518i,0.0064923+0.0067624i,-0.0011913+0.0035357i,0.0053665+0.00079637i,0.0015862+0.00083213i,-0.0028096-0.0013542i,0.0018503-0.01035i,-0.0028732+0.0020806i,0.0019687-0.0074269i,-9.4522e-05+0.0038185i,-0.0029874+0.00080058i,-0.00079626-0.0003934i,-0.0013395+0.004299i,-0.0028695+0.00029589i,-0.010694+0.0069065i,-0.0022463-0.0044387i,0.00026887+0.0023945i,-0.0016722+0.0015448i,0.00066868+0.0035394i,0.0057361-0.0068227i,-0.0036663+0.0070599i,-0.0039408-0.00026404i,-0.002691+0.0002796i,-0.0033962+0.004256i,-0.00010214-0.0035848i,0.0026061-0.0027725i,0.0020436-0.0037747i,0.0043714+0.0036081i,0.0040407+0.0014617i,0.026013+0.0016561i,-0.018411+0.0068596i,-0.011218+0.032661i,-0.00058825+0.0087887i,0.0082639+0.0031875i,0.00055321-0.003542i,-0.0093296+0.0095977i
0.017909+0.003022i,0.040643-0.026736i,-0.0046875-0.03712i,-0.0083674-0.0048569i,-0.022316-0.0034032i,-0.026967-0.0074832i,-0.0028409-0.018904i,0.023693-0.030323i,0.0017795-0.01387i,0.0017592-0.0088736i,-0.0030189-0.001808i,-0.0012679+0.0016624i,-0.0001544-0.00038273i,-0.00083584-0.0010402i,-0.00073235+0.0007741i,-0.0016383-0.0061923i,-0.00091807+0.0027802i,-0.0010855+0.0030938i,0.00063395+0.00035184i,0.00081085-0.0012107i,0.0019414-0.00050351i,0.00017025+0.0013127i,0.0013863-0.0012437i,0.0037201-0.002048i,0.0016207-0.00029631i,0.00013632+7.2842e-05i,0.00061024+0.00099331i,0.00036941-0.00029228i,0.0006911+0.00032907i,0.00014788-0.00051014i,-0.00086408-0.0015453i,0.00047742-0.0022791i,-5.5996e-05-0.0014808i,0.00034993-0.00019863i,-0.00012481-0.0026953i,-0.00046407-0.006325i,0.0013415-0.00068911i,0.00055936-0.00047465i,0.00058092-0.00036643i,-0.0038925+0.00072683i,0.0014551-0.00079123i,0.0015899-0.00031372i,-0.0024019-0.0022406i,0.0032923-0.0039119i,0.016086+0.0090572i,0.029999+0.015827i,0.042746-0.0021732i,0.022425-0.022851i,-0.0024961-0.0024504i,0.015333-0.022725i,0.027371-0.011597i,0.022803-0.0093924i,0.016683-0.0053897i,0.015441+0.018462i,-0.00097648-0.002057i,-0.004511+0.0054803i,-0.010905-0.0043933i,-4.8851e-05-0.0043135i,0.0024298+0.002343i,0.0081016+0.01056i,-0.0014977+0.0014385i,0.0052274+0.0051692i,0.0015102+0.0027281i,0.0062018-0.0015317i,0.0022939-0.00017095i,-0.0024729+0.00068927i,-0.0018402-0.01151i,-0.0026739+0.0030614i,-0.00017274-0.0085696i,0.00024876+0.0030823i,-0.003109+0.0019116i,-0.00090273-0.00022103i,0.0017208+0.0042981i,-0.0025817+0.00021671i,-0.0059064+0.0089602i,-0.004572-0.0032615i,0.0010121+0.0013032i,-0.0013766+0.0016722i,0.0012515+0.0022446i,0.0028247-0.0092531i,-0.00034755+0.0069732i,-0.0028204+0.00057813i,-0.0024246+0.00089697i,-0.0018006+0.0052185i,-0.0012755-0.0027868i,0.0015557-0.0029986i,0.00079917-0.0044163i,0.0037686+0.0029561i,0.0041229+0.00093806i,0.024154-0.0027431i,-0.020044+0.0069626i,-0.0041576+0.031134i,0.00057153+0.0071597i,0.0096817+0.0012404i,0.0011143-0.0020351i,-0.0069541+0.010955i
0.017613-0.00028139i,0.035457-0.032085i,-0.0106-0.035133i,-0.0092239-0.0037917i,-0.022092+0.00037356i,-0.027085-0.0030273i,-0.0061339-0.01774i,0.01897-0.033991i,0.00048949-0.014465i,-0.00026744-0.0082268i,-0.0026224-0.00048124i,-0.00049733+0.0019057i,-8.2245e-05-0.00018249i,-0.00085922-0.00035687i,8.8678e-06+0.00065378i,-0.0028515-0.0050009i,0.00015828+0.0029374i,9.569e-06+0.0031164i,0.00082081+6.3562e-05i,6.1186e-05-0.0012196i,0.0015139-0.0010353i,0.00047394+0.0012538i,0.00079748-0.0015711i,0.0021422-0.0032279i,0.00099576-0.00088625i,7.7828e-06+0.00023165i,0.0011461+0.00060938i,0.0003533-0.00049037i,0.00081797+0.00010625i,-0.0002736-0.00034319i,-0.0015005-0.0011433i,-0.00035241-0.002195i,-0.00076928-0.0011138i,0.00041745-0.00031516i,-0.00090924-0.0021256i,-0.0019386-0.0058247i,0.0010826-0.00098196i,0.00024937-0.00061576i,0.00041281-0.00081087i,-0.0037509+0.0022734i,0.0010428-0.0010896i,0.0015804-0.0007124i,-0.0025772-0.00098576i,0.0024085-0.004655i,0.016785+0.0035233i,0.030153+0.0080102i,0.040581-0.0093203i,0.017923-0.026063i,0.0020063-0.0028579i,0.0094039-0.027287i,0.025463-0.016835i,0.02003-0.01485i,0.013562-0.0058849i,0.01825+0.011684i,-0.0015376-0.0020576i,-0.0012877+0.0079076i,-0.013034+0.00084752i,-0.0017885-0.00353i,0.0025788+0.0022386i,0.0096779+0.008168i,-0.00013944+0.00048134i,0.0042622+0.0043979i,0.0017772+0.001212i,0.0053683-0.0042587i,0.002073-0.0018949i,-0.00035661+0.0020012i,-0.0069552-0.0098244i,-0.001283+0.0048803i,-0.0038629-0.0090515i,0.0014582+0.0028426i,-0.0024974+0.0032718i,-0.00093515-1.5121e-05i,0.0046365+0.0012181i,-0.0025289+0.00053831i,-0.00081242+0.0079727i,-0.0061182-0.00088189i,0.00087309+0.00014289i,-0.0015301+0.0015747i,0.0014565+0.0011096i,-0.0011802-0.010371i,0.0023339+0.0051309i,-0.0023337+0.00059183i,-0.002352+0.0014125i,0.00084537+0.0053001i,-0.0014496-0.0012986i,0.00071807-0.0028292i,-0.00042438-0.0045261i,0.003316+0.0027618i,0.0038364+0.00041719i,0.021893-0.0058924i,-0.022497+0.010785i,0.00087042+0.028774i,0.00077914+0.0042924i,0.010003-0.0016197i,0.0016991-0.0019065i,-0.0039583+0.010971i
0.016583-0.0036943i,0.029993-0.036741i,-0.015784-0.032268i,-0.0097355-0.0027908i,-0.021273+0.0039508i,-0.026665+0.0012249i,-0.0092214-0.016571i,0.013406-0.037037i,-0.0011946-0.01561i,-0.0016834-0.0073317i,-0.002+0.00036722i,0.00022412+0.0019689i,0.00022372-3.4225e-05i,-0.00045454+2.1561e-05i,0.00039899+0.00036331i,-0.0034924-0.0037761i,0.0010324+0.0025542i,0.0011291+0.002947i,0.00088604-8.4624e-05i,-0.0004111-0.00093076i,0.0010044-0.0015072i,0.00067393+0.0013456i,0.00020044-0.0014757i,0.00058356-0.0033761i,0.000841-0.00093724i,0.00019685+0.00041066i,0.0013663+7.4773e-05i,0.00027981-0.000629i,0.00084186-0.00011455i,-0.00041822+8.8588e-05i,-0.0018765-0.00047621i,-0.0010195-0.0017728i,-0.0010199-0.00055118i,0.00042892-0.00049612i,-0.0012958-0.0019707i,-0.0031934-0.0049623i,0.00088792-0.0013882i,-0.00012651-0.00052317i,-0.00014322-0.0010084i,-0.0030737+0.0035538i,0.00062203-0.0013851i,0.0013224-0.0011131i,-0.0021038+0.00017191i,0.0011676-0.0048785i,0.015104-0.0011178i,0.028307+0.0013427i,0.03691-0.015738i,0.011416-0.030539i,0.0045635-0.0061184i,0.0029084-0.029329i,0.023179-0.022097i,0.017436-0.020004i,0.01339-0.0060932i,0.019637+0.0053482i,-0.0027955-0.002066i,0.0024633+0.0079988i,-0.011993+0.0068316i,-0.003162-0.0024862i,0.0029909+0.0022166i,0.0095766+0.0036285i,2.1994e-06-0.00085373i,0.0029569+0.0045576i,0.0019602+0.00077633i,0.0028401-0.0061387i,0.000476-0.0028293i,0.0013775+0.0012291i,-0.0094294-0.0052675i,0.0018107+0.0049487i,-0.0078816-0.006611i,0.0023064+0.0016303i,-0.0011727+0.0045575i,-0.00080075-2.7755e-06i,0.0043495-0.0026121i,-0.0026011+0.0011236i,0.0016569+0.0047495i,-0.0054841+0.0012228i,9.1736e-05-0.00067798i,-0.0015305+0.0022124i,0.0011026-2.0024e-05i,-0.0058247-0.0093043i,0.0030819+0.0024617i,-0.0024055+0.00052183i,-0.0019198+0.0022777i,0.0029524+0.0041019i,-0.00071445-0.0010488i,0.00040855-0.0021565i,-0.0017376-0.0044053i,0.0025124+0.0030269i,0.0038001+6.4628e-05i,0.020769-0.0083874i,-0.022538+0.016429i,0.0057031+0.025924i,-0.00077369+0.0014135i,0.0090812-0.0046817i,0.0015332-0.0014575i,-0.0018599+0.0092458i
0.014618-0.006506i,0.024107-0.040626i,-0.020261-0.028903i,-0.010371-0.001966i,-0.019776+0.0069636i,-0.025569+0.0052202i,-0.012288-0.014879i,0.0069702-0.038863i,-0.0038374-0.016718i,-0.0028865-0.0067758i,-0.0012068+0.00086148i,0.00093708+0.0016025i,0.00062441+4.9568e-05i,-9.1186e-05+0.00020365i,0.00065219+1.0722e-05i,-0.0036567-0.0028131i,0.0018698+0.0020622i,0.0022214+0.0024162i,0.00095597-0.00048319i,-0.00057569-0.00061491i,0.00023719-0.0015432i,0.001312+0.0012509i,-0.00013706-0.0012777i,-0.00044531-0.0031026i,0.0006393-0.0012302i,0.00039401+0.00035346i,0.0011999-0.00047257i,0.0001121-0.00077719i,0.00068395-0.00026525i,-0.00031473+0.0004318i,-0.0020921+0.00035792i,-0.001215-0.0012314i,-0.00080598-7.2455e-05i,0.00023295-0.00079352i,-0.0021285-0.001407i,-0.0041634-0.0037214i,6.9719e-05-0.0017063i,-0.00032837-0.00028909i,-0.00051347-0.00062373i,-0.0019693+0.0047089i,-1.1167e-05-0.0013796i,0.00080713-0.0014765i,-0.0011802+0.00088692i,0.0001619-0.0043518i,0.012829-0.0042875i,0.025078-0.0036213i,0.03223-0.020627i,0.0040451-0.03163i,0.0047827-0.0091019i,-0.0038919-0.029634i,0.020003-0.027698i,0.013762-0.025233i,0.014015-0.0078667i,0.019284-0.0019465i,-0.0045682-0.0011742i,0.0054064+0.0063115i,-0.0083902+0.011206i,-0.0038269-0.0011704i,0.0033801+0.0020911i,0.0095267+0.0014082i,-0.0007989-0.0013815i,0.0027823+0.005887i,0.0025575-0.0002863i,0.00028772-0.0059061i,-0.00085975-0.0025437i,0.0020045+2.6733e-05i,-0.0092796-0.00093116i,0.0041829+0.0032835i,-0.0090352-0.0022411i,0.0019457+0.00050093i,0.0010029+0.0047913i,-0.0010379-1.0665e-05i,0.0017948-0.0053916i,-0.0022659+0.0016681i,0.0016931+0.0017253i,-0.0044982+0.0032139i,-0.00097833-0.00069323i,-0.00077939+0.0022569i,7.0904e-05-0.00052795i,-0.008614-0.0061416i,0.0025522+0.00065738i,-0.0023606+0.00047605i,-0.00084104+0.002492i,0.0044321+0.0020487i,-0.00062009-0.0008562i,0.00092803-0.0017649i,-0.0023774-0.0034552i,0.0033079+0.0042649i,0.0033447-0.00017216i,0.018767-0.011985i,-0.020663+0.022254i,0.0076232+0.022147i,-0.0041413-0.00020035i,0.0053729-0.0060561i,0.0020913-0.0016009i,-0.0016318+0.007319i
0.012573-0.0083592i,0.017761-0.044017i,-0.023998-0.024777i,-0.011199-0.00089977i,-0.01845+0.0090989i,-0.023789+0.0090821i,-0.014752-0.012597i,0.00086432-0.039406i,-0.0071297-0.017056i,-0.0041456-0.0061477i,-0.00036567+0.00076204i,0.0015138+0.0012728i,0.00076273-3.4223e-05i,0.00034771+0.00022302i,0.00068596-0.00042504i,-0.003568-0.00223i,0.002848+0.0010801i,0.0029035+0.0012827i,0.00059729-0.0010795i,-0.00053296-0.00031426i,-0.00030513-0.0013223i,0.0020313+0.00062146i,-0.00023755-0.0011859i,-0.0011399-0.0028466i,7.386e-05-0.0015702i,0.00059914+0.00018499i,0.00081081-0.00078044i,-9.7504e-05-0.00066928i,0.00054068-0.00045696i,0.0001009+0.00078067i,-0.0018676+0.0012884i,-0.0014067-0.00082386i,-0.00070261+0.00019574i,-0.00013889-0.00079462i,-0.0023999-0.00014914i,-0.0044178-0.002443i,-0.00070986-0.0014785i,-0.00045599-3.0479e-05i,-0.0004319-0.00043687i,-0.00042992+0.0052387i,-0.00029436-0.001224i,0.00033347-0.0016094i,-0.00028435+0.0011039i,-0.0001232-0.0038731i,0.011165-0.0066216i,0.022042-0.006412i,0.027677-0.024182i,-0.0025816-0.030143i,0.0036724-0.011397i,-0.010703-0.027342i,0.015205-0.03296i,0.0093328-0.028801i,0.014444-0.0099828i,0.015803-0.0086037i,-0.0060318+0.0010916i,0.0070172+0.0036524i,-0.0038095+0.013541i,-0.0044167+0.00035377i,0.0040576+0.0020617i,0.0087427-0.00048083i,-0.0015945-0.0014545i,0.0039205+0.0070605i,0.0020199-0.0015605i,-0.0011204-0.0050874i,-0.0020107-0.0018305i,0.0019668-0.00083812i,-0.0073949+0.0020123i,0.0054067+0.00087099i,-0.0084978+0.001457i,0.0013776+0.00054837i,0.0027851+0.0038599i,-0.0010119+0.0003788i,-0.001385-0.0062413i,-0.0017287+0.001504i,0.00020162+0.0004613i,-0.0031078+0.0044102i,-0.0017198+0.00014849i,-0.00055323+0.0025853i,-0.00062255-0.00030702i,-0.0097975-0.0027101i,0.0016721-0.0003963i,-0.0026694+0.00058375i,1.2505e-05+0.0021593i,0.0046109-3.3483e-05i,-0.00023756-0.00070397i,0.0013885-0.0022789i,-0.0029464-0.0031413i,0.005065+0.0039843i,0.0032216-0.00024204i,0.016217-0.014565i,-0.01675+0.028558i,0.0093662+0.019802i,-0.0079209+0.00072375i,0.001895-0.0045653i,0.0019653-0.0024096i,-0.0022643+0.0061414i
0.010817-0.0099735i,0.010408-0.047047i,-0.027034-0.02075i,-0.011893+0.00079599i,-0.017175+0.011853i,-0.021046+0.012414i,-0.016815-0.010043i,-0.0054162-0.039539i,-0.010995-0.016492i,-0.0052291-0.0052693i,4.0257e-05+0.00040411i,0.0020688+0.00052134i,0.0011294-0.00025691i,0.00088583-0.00031964i,0.00046281-0.00081572i,-0.0036856-0.0017097i,0.0032451-0.00069246i,0.0029143+0.00046667i,-0.00011786-0.0011541i,-0.00023682-0.00018375i,-0.00068823-0.00099704i,0.0021368-0.00041414i,-0.0005713-0.0011472i,-0.0014789-0.0029068i,-0.00048686-0.0015764i,0.00070939-4.7048e-05i,0.00049392-0.00096599i,-0.0002163-0.00046207i,0.00040058-0.00045099i,0.0008454+0.00078438i,-0.0011932+0.0020379i,-0.0016154-0.00036445i,-0.00028426+0.00039065i,-0.00034353-0.00068291i,-0.0017598+0.00061078i,-0.0043169-0.0014462i,-0.0010709-0.0008982i,-0.00031598+0.00025962i,-0.00052566-0.00044481i,0.0013304+0.0051461i,-0.00048303-0.0010335i,-0.00015869-0.00179i,0.00048622+0.00070218i,-0.00010344-0.0039697i,0.008895-0.0090032i,0.020149-0.0089629i,0.023008-0.026898i,-0.0077674-0.027098i,0.0030453-0.01283i,-0.016119-0.022349i,0.009256-0.037323i,0.00499-0.032519i,0.014776-0.013664i,0.01039-0.0123i,-0.0058352+0.0044101i,0.0072643+0.00070669i,0.0008172+0.013391i,-0.0043453+0.0021686i,0.0052919+0.0015251i,0.007498-0.002453i,-0.0024965-0.0014647i,0.0067757+0.0073507i,0.001033-0.0015293i,-0.0020795-0.0042804i,-0.0024959-0.00074097i,0.001913-0.0015547i,-0.0057115+0.0036173i,0.0053803-0.0020491i,-0.0064994+0.0046442i,0.0021057+0.0010227i,0.0036812+0.0024239i,-0.00085362+0.00037629i,-0.0045274-0.0054409i,-0.001928+0.0014985i,-0.00054056+0.00097584i,-0.0014522+0.0050468i,-0.0015707+0.00093895i,-0.00042372+0.0033557i,-0.0008585-0.00013459i,-0.0098924+0.0004491i,0.00069078-0.00073752i,-0.0032457+0.0013596i,0.00017485+0.0018559i,0.0039717-0.0025792i,-0.00012424-0.00133i,0.0014195-0.0030782i,-0.0038039-0.0023349i,0.0064372+0.0026769i,0.0033661-0.00052534i,0.013181-0.016428i,-0.0089519+0.032729i,0.011043+0.016644i,-0.010219+0.0035774i,0.00017564-0.0016894i,0.0013918-0.0023029i,-0.0029711+0.0056869i
