-0.024244-0.0388i,-0.011587-0.049534i,-0.017821-0.045147i,-0.031147-0.035385i,-0.030124-0.016567i,-0.050759-0.028027i,-0.05831-0.025939i,-0.045017-0.038553i,-0.029661-0.037002i,0.0079629+0.013051i,-0.0051717+0.015915i,-0.0047855+0.014409i,0.0097826+0.021546i,0.00037888+0.0046766i,0.0034493+0.003028i,0.0065045+0.018007i,0.027317+0.038898i,-0.0024731-0.00066096i,-0.0041879-0.0058679i,0.0078116+0.001487i,-3.5729e-05-0.00081986i,-0.00098704+0.0015401i,0.00013855-0.00036754i,-0.030479-0.0025354i,-0.001206-0.0057639i,0.0017608+0.0046114i,0.003829-0.00014551i,-0.00027512+0.00052496i,0.00046317-0.00056759i,-0.00030849-0.0026896i,-0.00158-0.0060805i,-0.0045494-0.0041665i,-0.0018416-0.0049785i,0.00231-0.00069671i,0.0024081-0.0028075i,0.0025214+0.026067i,0.0018587-0.0030762i,0.0027982+0.00078147i,0.0061926+0.0009359i,-0.010252-0.0033747i,-0.0032917+0.00056423i,0.0067359+0.0013251i,0.0056+0.00029205i,-0.0035055+0.0057329i,0.0016439-0.0083795i,-0.011375+0.017729i,0.035636-0.09096i,0.012059-0.070254i,-0.01582-0.060207i,-0.016813-0.055682i,0.038623-0.047143i,0.016758-0.062906i,0.034203-0.05613i,0.031406-0.060004i,0.015848-0.013717i,0.0044518+0.016966i,0.016702-0.026255i,-0.011153+0.0060936i,-0.00073544+0.0054383i,-0.0054822-0.00089962i,-0.0024991-0.029002i,-0.023557+0.031512i,0.010314-0.011214i,-0.013121-0.0028046i,-0.00025832-0.0051047i,-0.0010825-0.016111i,-0.0079128+0.0048309i,0.0050758+0.0061043i,-0.0084067+0.031021i,0.004922+0.0057618i,-0.0050679-0.00054969i,-0.0031044-0.0004188i,-0.01243-0.0073439i,-0.00084063-0.0044491i,-0.029702+0.0062416i,0.00022801-0.010075i,-0.0094451-0.0018942i,-0.0065779-0.0027203i,0.0067972+0.0029466i,-0.0076789+0.0014884i,7.3899e-05+0.00057715i,0.0057605+0.010936i,0.0038718+0.0013783i,-0.0093978-0.01004i,0.0031696+0.0082587i,-0.021376+0.0062086i,0.008538+4.9497e-05i,-0.029117-0.0035848i,-0.042308+0.0027581i,0.020264-0.097402i,-0.0017883-0.012235i,-0.053138-0.021603i,-0.022973+0.0013731i,0.018125+0.011041i,-0.024774+0.013007i,-0.018656-0.013245i
0.014118-0.0088235i,0.044061-0.012399i,0.022898-0.027176i,0.011158-0.021743i,0.013982-0.040518i,-0.018717-0.02304i,-0.0085041-0.015161i,-0.0022125-0.028444i,0.0072602-0.018003i,0.0044261-0.0023323i,0.0020082-0.0047892i,-2.4124e-05-0.0052591i,-0.0010275-0.0057971i,-0.00090561-0.0028405i,-0.0012144+0.0010258i,0.0015262-0.0030732i,-0.0034599+0.0016995i,-0.00061716+0.0013786i,0.00021158+0.00011532i,0.00063885+0.0021834i,0.0014239+0.0017943i,0.0010887-0.00098809i,0.0020054+0.00043851i,-0.00096768+0.0027749i,-0.00072558+0.00048794i,-0.00060481+0.00039624i,-0.0013988+0.00017987i,-0.00060349+0.0003706i,0.00010614+0.00013698i,-0.00013545-0.00035631i,0.0021063-0.0019416i,0.0014061-4.6165e-05i,0.00043902-0.00075318i,0.00054619-0.0010656i,0.00086387+0.00065064i,0.0047249-0.0017664i,7.9174e-06+1.1712e-05i,-0.00016497+0.001395i,7.5028e-05-0.00016704i,0.00054096+0.00046207i,0.00099128+0.00051828i,0.00044044+0.0005727i,-0.00027611-0.0028993i,0.00014503-0.002953i,0.019763+0.0051034i,0.029607+0.03979i,0.036089+0.040045i,0.047741+0.028694i,0.015918-0.00076914i,0.036164-0.00046797i,0.038351+0.012363i,0.014839+0.0064439i,0.029471+0.022531i,-0.0034395+0.033555i,0.0064182-0.0045999i,0.0047043-0.0033372i,0.0067414-0.0037962i,0.007763+0.0038261i,0.0037365+0.0063555i,-0.0061838+0.0041941i,-0.0039427-0.0061249i,0.003813+0.013428i,-0.0037031+0.00049965i,-0.00016879+0.0053225i,-0.00050534+0.0014735i,0.0026689-0.0031919i,0.0063987-0.00077926i,-0.0027805-0.00041379i,0.0044278-0.0025362i,-0.0059049-0.00068586i,-0.0014918+0.00057014i,0.00034026+4.7958e-05i,-0.0046336-0.0025516i,-0.0043078-0.0021466i,-0.0075433-0.0092685i,0.0030724-0.0020128i,-0.0048542+0.0018075i,-0.0016486+0.0011779i,-0.0040713+0.0028044i,0.007092+0.00096362i,-0.0070084-0.0015849i,-0.0043714-0.0073453i,-0.0028219-0.0012642i,-0.0055514-0.00061334i,0.0042446-0.0031456i,0.0060144+0.00062465i,0.0029673-0.0013138i,0.0054802+0.0084489i,0.0065817+0.0056503i,0.042421+0.028623i,-0.031561-0.0045742i,-0.036572+0.018289i,-0.010176+0.020614i,0.0019287+0.0023169i,0.0092045-0.0061373i,-0.011194+1.815e-05i
0.011847-0.01075i,0.04078-0.01968i,0.017518-0.030342i,0.0072044-0.02235i,0.0056354-0.042295i,-0.021206-0.019299i,-0.011573-0.014307i,-0.006901-0.027158i,0.0038311-0.01861i,0.0037852-0.0033686i,0.0006883-0.0054875i,-0.0011395-0.0045724i,-0.0027487-0.0047256i,-0.0014937-0.0022417i,-0.00071098+0.0012566i,0.0010481-0.0032926i,-0.0021319+0.0027408i,-0.00052779+0.0014721i,1.3675e-05+0.00013546i,0.0012651+0.0018898i,0.002034+0.0014838i,0.00089368-0.0011491i,0.0019694-0.00024205i,0.00091465+0.0023831i,-0.00033892+0.00069414i,-0.00023996+0.00039909i,-0.0011343+0.000978i,-0.00043342+0.00059157i,0.0001612+0.00017081i,5.7871e-05-3.6109e-05i,0.0011613-0.0027425i,0.0014245-0.00055816i,0.00020978-0.00077887i,1.8514e-05-0.0010261i,0.0014469+0.00041134i,0.0041435-0.0026664i,-6.3325e-05+0.00017934i,0.00028658+0.001325i,0.00035938+0.00012243i,0.00047617-0.00020319i,0.0010269+0.00024527i,0.00055125+0.00033761i,-0.00094758-0.002107i,0.00046142-0.002629i,0.020257+0.0023912i,0.03511+0.034924i,0.041045+0.033246i,0.050957+0.019808i,0.013114-0.00023038i,0.036487-0.0065646i,0.040273+0.0052238i,0.015877+0.00029955i,0.029901+0.012365i,0.0041802+0.030458i,0.0044915-0.0055849i,0.00070737-0.0036677i,0.0043916-0.0064631i,0.0069852+0.0010584i,0.0051841+0.0048199i,-0.0035479+0.0066163i,-0.0045562-0.0028956i,0.0059046+0.011328i,-0.0036965+0.0014401i,0.0027977+0.006022i,0.00044869+0.0016958i,0.00047618-0.0035054i,0.007181-0.0043257i,-0.0028988+1.7157e-05i,0.0037776-0.0042305i,-0.0055303+0.0023045i,-0.0014153-0.00018044i,0.00011808-0.00055817i,-0.0044361+0.00033836i,-0.0041867-0.00084449i,-0.0091808-0.0057023i,0.0016251-0.0029273i,-0.0035041+0.0028575i,-0.0016142+0.00075216i,-0.0026962+0.0038891i,0.0081634-0.001838i,-0.0067786+0.0013811i,-0.0066204-0.0054012i,-0.0025285-0.00074742i,-0.004944+0.0012663i,0.0018479-0.0037054i,0.0060581-0.0022467i,0.0028858-0.0017228i,0.007215+0.0062389i,0.0057954+0.0047228i,0.043522+0.018876i,-0.030705+0.0021414i,-0.034423+0.02623i,-0.0063162+0.018886i,0.003262+0.0048423i,0.0066802-0.0064087i,-0.012795+0.0022544i
0.010057-0.012367i,0.035992-0.026233i,0.011675-0.03209i,0.0037406-0.022161i,-0.0029438-0.042453i,-0.023152-0.015541i,-0.014371-0.012685i,-0.010893-0.025507i,0.00036787-0.018765i,0.0028275-0.004045i,-0.0011425-0.0054859i,-0.0019378-0.0037132i,-0.0038203-0.0030951i,-0.0017991-0.0015668i,-0.0003929+0.0012238i,0.00055694-0.0034047i,-0.0006046+0.0028753i,-0.00044358+0.0017427i,-7.9195e-06+0.00041029i,0.0017156+0.0012048i,0.0026448+0.00065413i,0.0005812-0.001435i,0.0017167-0.00086393i,0.0021299+0.0012743i,0.00021198+0.00069624i,-1.6235e-05+0.00018338i,-0.00049727+0.001413i,-0.00030362+0.0007531i,0.00029306+0.00018291i,0.00018282+4.0418e-05i,-4.0756e-05-0.0030526i,0.0011779-0.0010766i,-0.0001574-0.00078648i,-0.00028957-0.00084686i,0.001848-0.00046932i,0.0034539-0.0035947i,0.00017383+0.00030815i,0.00074685+0.0011953i,0.00065807-0.00014442i,0.00010354-0.00051762i,0.0011398-0.00014065i,0.00062038-9.2665e-08i,-0.0010727-0.0014009i,0.00049152-0.002927i,0.020576-0.00071546i,0.041406+0.028454i,0.045066+0.025799i,0.052324+0.010867i,0.01195+0.00072195i,0.036143-0.012869i,0.040331-0.0017086i,0.01578-0.0046707i,0.027644+0.0052171i,0.0097703+0.027305i,0.0022469-0.0056916i,-0.002157-0.0016846i,0.00062563-0.007929i,0.0052735-0.00070982i,0.005644+0.0030331i,-0.0010226+0.0073548i,-0.0038254-0.00074134i,0.0067601+0.0085732i,-0.0035226+0.0034652i,0.0055269+0.0049928i,0.0011134+0.001238i,-0.0011137-0.002673i,0.0060809-0.0069125i,-0.0025807+0.0005527i,0.0025197-0.0052415i,-0.0027496+0.0040548i,-0.0019784-0.00031499i,-0.00033822-0.0005993i,-0.003188+0.0019078i,-0.0035205+0.00049074i,-0.0098447-0.0022483i,0.00063554-0.0033442i,-0.00213+0.0032291i,-0.0017905+0.0010961i,-0.00073361+0.0037469i,0.0076992-0.0053766i,-0.0052643+0.0037178i,-0.0077991-0.0027181i,-0.0024559-0.00053567i,-0.0039915+0.0023852i,0.0007127-0.0030202i,0.0046029-0.0043452i,0.0030177-0.0023335i,0.00699+0.0026729i,0.0055551+0.0045247i,0.044004+0.011329i,-0.027597+0.0074223i,-0.028874+0.03347i,-0.0041343+0.016983i,0.0062546+0.0055202i,0.0041541-0.005424i,-0.012601+0.0049613i
0.0081236-0.014292i,0.030227-0.031172i,0.0063475-0.033051i,0.00095698-0.022145i,-0.011263-0.040261i,-0.024511-0.011715i,-0.016957-0.010366i,-0.014701-0.023305i,-0.0027261-0.017992i,0.0017701-0.0044506i,-0.0027958-0.0042858i,-0.002234-0.0030139i,-0.003994-0.0014235i,-0.0019658-0.0010843i,-5.3783e-05+0.0014074i,-2.5123e-05-0.0033938i,0.00022518+0.0023838i,4.717e-05+0.0022352i,0.00030227+0.00076588i,0.0018575+0.00039086i,0.002704-0.00043332i,-9.4851e-06-0.001637i,0.0011839-0.0012576i,0.00252-0.00062538i,0.00075298+0.00047753i,-0.00012737+4.6102e-05i,8.8258e-05+0.001439i,4.7474e-05+0.00089159i,0.00043757+2.9575e-05i,0.00025917+4.9675e-06i,-0.0012315-0.0028348i,0.00074939-0.0013819i,-0.00037761-0.00058777i,-0.00049043-0.00068427i,0.0015323-0.0016189i,0.0025621-0.0044287i,0.0004684+0.00015593i,0.0011705+0.00085779i,0.00066396-0.00039959i,-0.00037661-0.00076796i,0.00098835-0.00051562i,0.00037969-4.1864e-05i,-0.0010939-0.00080338i,9.5311e-05-0.0029834i,0.02056-0.0042255i,0.045994+0.018837i,0.048088+0.017719i,0.052554+0.0026405i,0.012622+0.0021224i,0.034286-0.020104i,0.039495-0.0084783i,0.014748-0.0098664i,0.025521+0.00018669i,0.015502+0.023135i,0.00064306-0.0049609i,-0.0033484+0.001018i,-0.0037923-0.0078849i,0.0036597-0.0015617i,0.0054441+0.0018168i,0.0011363+0.0074515i,-0.0027336+0.00060952i,0.0066203+0.0058712i,-0.0010848+0.005451i,0.0079268+0.0026122i,0.0017363+0.00091078i,-0.0019446-0.0013595i,0.0040055-0.0094395i,-0.0021968+0.00066012i,0.0010506-0.0062331i,-0.00074138+0.0033487i,-0.0027522+3.8028e-06i,-0.00043874-0.00053358i,-0.0017273+0.0031435i,-0.0026115+0.0011464i,-0.0090638+0.0012405i,-0.00068818-0.0038577i,-0.00074514+0.002896i,-0.0016228+0.0011615i,0.00058497+0.0027704i,0.005661-0.008849i,-0.0027322+0.004968i,-0.0070588+5.4566e-05i,-0.0027033-0.00033049i,-0.0030579+0.0034662i,8.1931e-05-0.002312i,0.002834-0.004879i,0.0028857-0.0033895i,0.0053305+0.0011235i,0.0059013+0.0044414i,0.043611+0.0038433i,-0.024345+0.0091164i,-0.020856+0.037829i,-0.0019014+0.016205i,0.0084027+0.0048168i,0.0033654-0.0037005i,-0.011364+0.0068981i
0.0054059-0.016099i,0.024121-0.034534i,0.00076416-0.033338i,-0.0021394-0.022296i,-0.01789-0.036671i,-0.025392-0.0079329i,-0.018819-0.0072018i,-0.017857-0.020498i,-0.0050521-0.016892i,0.00049222-0.0043331i,-0.0033446-0.0027764i,-0.0026724-0.0024719i,-0.0036441-0.00015773i,-0.0023601-0.00040974i,0.00059536+0.0015448i,-0.00076372-0.0031709i,0.0006141+0.0021605i,0.0010885+0.0023426i,0.0006957+0.00060692i,0.0015329-0.00034188i,0.0022892-0.0013806i,-0.00054117-0.0016194i,0.00072425-0.0014558i,0.0014402-0.0019544i,0.00092082-0.00018521i,-0.00029219+3.1007e-05i,0.00062886+0.0013422i,0.00049176+0.00081659i,0.00039847-0.00015565i,0.00028327-0.0001303i,-0.002136-0.0021544i,0.00035709-0.0015373i,-0.00059744-0.00040709i,-0.00069509-0.00040407i,0.00033922-0.002182i,0.0014404-0.0050616i,0.00049488-0.00012517i,0.0014432+0.00020972i,0.00060918-0.00061776i,-0.00095529-0.0006639i,0.0006485-0.00088705i,0.00031627+0.00014939i,-0.00097629-0.00042035i,-0.00029343-0.0027761i,0.020463-0.0082386i,0.047346+0.0085239i,0.049415+0.0091798i,0.052409-0.0061972i,0.015292+0.0029591i,0.030441-0.027084i,0.037423-0.014713i,0.011849-0.014381i,0.02279-0.0034128i,0.020231+0.017005i,-0.00015657-0.0047926i,-0.0028264+0.0041905i,-0.0084305-0.0053558i,0.0020168-0.0019704i,0.0051595+0.00083647i,0.003326+0.0070114i,-0.001552+0.0010387i,0.0054679+0.0042451i,0.0021057+0.0045018i,0.0092747-0.0012402i,0.0023175+0.00018199i,-0.0018266+0.00035629i,0.00038195-0.011721i,-0.0024752+0.0011447i,-0.00082522-0.0067695i,-0.00042256+0.0030043i,-0.0033461+0.00095306i,-0.00062826-0.00053074i,0.0011989+0.0033724i,-0.0019573+0.00076908i,-0.0067596+0.003904i,-0.0026657-0.0037489i,0.00010878+0.0020394i,-0.0014052+0.0013192i,0.0010644+0.0015343i,0.0020618-0.01144i,-0.00028459+0.004629i,-0.0055892+0.0013147i,-0.0026853+8.5848e-05i,-0.0014283+0.0047114i,-0.00043379-0.0016244i,0.0012346-0.0048378i,0.0018571-0.0043233i,0.0039652+0.00059453i,0.0065159+0.0035836i,0.041852-0.0030763i,-0.024718+0.0091969i,-0.013312+0.038232i,0.000765+0.014237i,0.010213+0.0030599i,0.0038179-0.0026459i,-0.0095046+0.0082399i
0.0026185-0.0173i,0.018274-0.036852i,-0.0046567-0.032547i,-0.0055022-0.02176i,-0.024045-0.032585i,-0.025706-0.0042255i,-0.019646-0.0038588i,-0.020524-0.017594i,-0.0069152-0.016003i,-0.00014369-0.0038161i,-0.0032921-0.001576i,-0.0029946-0.0015476i,-0.0031361+0.000921i,-0.0021984+0.00060801i,0.0012624+0.0011336i,-0.0012889-0.0025572i,0.0013118+0.001999i,0.0019515+0.0016955i,0.00084442+0.00041855i,0.001101-0.00063278i,0.0016739-0.0021183i,-0.0011169-0.001477i,0.00019658-0.0016509i,0.00028928-0.0024447i,0.00049215-0.00063429i,-0.00045138+0.00030919i,0.0012235+0.00097732i,0.00072926+0.00052047i,0.00029687-0.00027947i,5.8471e-05-0.00019396i,-0.0027553-0.0012499i,-0.00016677-0.0015725i,-0.00068007+7.3907e-05i,-0.00062995-0.00011092i,-0.00040496-0.0018131i,0.00011796-0.0053659i,0.00043579-8.89e-05i,0.0012523-0.00034961i,0.0004448-0.00086511i,-0.0014354-0.00022221i,0.00023511-0.00099973i,0.00046325+0.00015074i,-0.00074836-4.1912e-05i,-0.0006625-0.0027563i,0.019067-0.013243i,0.046302-0.0016381i,0.049253+0.00087328i,0.049769-0.015923i,0.019559+0.00053417i,0.024381-0.032735i,0.034532-0.020209i,0.0086875-0.017069i,0.021008-0.0046344i,0.022332+0.0096809i,-0.0016019-0.0046145i,8.3047e-06+0.0062366i,-0.011105-0.00071603i,0.00054422-0.0019308i,0.0046589-2.8885e-05i,0.0048356+0.0057561i,-0.00067013+0.00063931i,0.004562+0.0031704i,0.0028059+0.002641i,0.0078866-0.0052093i,0.0024309-0.0011051i,-0.00018112+0.0014307i,-0.0049617-0.010489i,-0.002327+0.0024972i,-0.0035366-0.0063752i,0.0010697+0.0032421i,-0.0033986+0.0024767i,-0.00076491-0.00039804i,0.0037273+0.00043639i,-0.0018379+0.00053145i,-0.0035849+0.0045073i,-0.0045103-0.002331i,0.00026331+0.001055i,-0.0014887+0.0013716i,0.0011784+0.00045774i,-0.0030396-0.012381i,0.0015271+0.0032371i,-0.0049266+0.0018513i,-0.0028981+0.00055155i,0.0010162+0.0048828i,-0.00025138-0.00079847i,-2.5287e-05-0.0042541i,0.00067253-0.0047953i,0.0028321+0.00065421i,0.006667+0.0027203i,0.039271-0.0086883i,-0.026569+0.012228i,-0.0072492+0.037727i,0.0020894+0.01091i,0.010963+0.0007492i,0.0041604-0.0027134i,-0.0074524+0.0083523i
-0.00060365-0.018354i,0.012573-0.038465i,-0.009694-0.031013i,-0.0084405-0.020719i,-0.029216-0.026997i,-0.025599-0.00052898i,-0.019827-0.00079763i,-0.022881-0.014293i,-0.0088196-0.015636i,-0.00043698-0.0034759i,-0.0030319-0.00060411i,-0.0029298-0.00050251i,-0.0022484+0.0018087i,-0.0015852+0.0012871i,0.0015863+0.00057065i,-0.0014565-0.0019747i,0.0019582+0.0014334i,0.0023535+0.00084423i,0.0010335+0.00029709i,0.000857-0.00069263i,0.00079132-0.0025708i,-0.0017083-0.00093895i,-0.00032405-0.0014429i,-0.00055291-0.0022546i,0.00014651-0.00072276i,-0.00027975+0.00066006i,0.0014537+0.00030396i,0.00089489+0.00023342i,0.00015418-0.00035063i,3.2743e-05+1.3468e-05i,-0.003026-0.00022891i,-0.00063409-0.0012661i,-0.00039273+0.00043076i,-0.00046012+4.5811e-05i,-0.00075067-0.0015648i,-0.0012361-0.0051353i,0.00058258-0.00023185i,0.00095006-0.00064548i,7.0424e-05-0.00089399i,-0.0016403+0.0004206i,-0.00011925-0.0010795i,0.00045701-1.2853e-05i,-0.00043029+0.0001801i,-0.0011764-0.002491i,0.015597-0.017673i,0.042707-0.010477i,0.047611-0.007108i,0.044433-0.02416i,0.021635-0.0046417i,0.01762-0.036392i,0.031389-0.025202i,0.0059382-0.019414i,0.021581-0.0060642i,0.02284+0.0030584i,-0.0035233-0.0040924i,0.0032151+0.0059191i,-0.011022+0.0049946i,-0.0007273-0.0014863i,0.0042188-0.00054038i,0.0059047+0.0046889i,-0.0004077+0.00012397i,0.0030194+0.0030418i,0.0031364+0.0018914i,0.0044245-0.0076791i,0.0015098-0.002228i,0.001226+0.00086766i,-0.0080112-0.0064127i,-0.0008025+0.003482i,-0.0055201-0.0043204i,0.0022199+0.0019478i,-0.002376+0.0042088i,-0.00086427-0.00039574i,0.0030834-0.0029062i,-0.0020593+0.00070357i,-0.0016036+0.0033013i,-0.0050539-0.0004792i,-0.00028354+0.00037518i,-0.0015331+0.0017576i,0.00059496-0.00062974i,-0.0084232-0.010243i,0.0019798+0.001213i,-0.0046728+0.0025438i,-0.0028424+0.0016444i,0.0030604+0.0038625i,0.00029517-0.00086111i,-0.00018483-0.0030833i,-0.00047237-0.0048352i,0.0018447+0.0013605i,0.0068307+0.0016868i,0.037604-0.013475i,-0.027051+0.017346i,-0.0016182+0.036396i,0.0014809+0.0076i,0.010516-0.002306i,0.0037971-0.0026005i,-0.0063072+0.0073654i
-0.0044944-0.018598i,0.0069629-0.039454i,-0.014489-0.028708i,-0.011287-0.019638i,-0.032664-0.020652i,-0.025002+0.0029948i,-0.019623+0.0020752i,-0.024578-0.010562i,-0.011127-0.015015i,-0.00081601-0.0034117i,-0.0024428+0.00013362i,-0.0024382+0.00027961i,-0.0011461+0.0022916i,-0.00092419+0.0015949i,0.0017427-1.6773e-05i,-0.001377-0.0015986i,0.0023559+0.00088879i,0.0025245-4.4573e-05i,0.0011521-9.0947e-05i,0.00073442-0.00088857i,-0.00035301-0.0025217i,-0.0018563-0.00020839i,-0.00064051-0.0011858i,-0.0010916-0.0019145i,-9.3241e-05-0.00068228i,5.0442e-05+0.00079543i,0.0012542-0.00027606i,0.00098559-0.00012555i,-4.2406e-05-0.0002702i,8.397e-05+8.3505e-05i,-0.0028919+0.00087699i,-0.0008041-0.00084336i,8.0949e-05+0.00048481i,-0.00040416+0.00013387i,-0.0012841-0.0011648i,-0.0023589-0.0043551i,0.00041851-0.00048029i,0.00058626-0.00082524i,-0.00012161-0.00049145i,-0.0016179+0.0010069i,-0.00067446-0.00089634i,0.00026705-0.00016582i,-0.0001314+0.00024113i,-0.0015987-0.0018776i,0.011152-0.02068i,0.037353-0.017227i,0.044536-0.014113i,0.037703-0.030166i,0.021211-0.0093284i,0.01033-0.038527i,0.027747-0.030196i,0.002576-0.021591i,0.022508-0.0094686i,0.021854-0.0041237i,-0.0054868-0.0026454i,0.0054933+0.0039016i,-0.0080698+0.0095508i,-0.0015811-0.00076083i,0.0036496-0.00094953i,0.0071627+0.0033068i,-0.00055947-9.4522e-05i,0.0026971+0.0043196i,0.00386+0.000625i,0.0010098-0.0076782i,0.00047127-0.002524i,0.0017642-0.00010741i,-0.0086571-0.0023934i,0.00092262+0.0033034i,-0.0064109-0.0019295i,0.0019167+0.00071171i,-0.00029733+0.004981i,-0.0012384-0.0003195i,0.00057694-0.0048865i,-0.0020966+0.0010137i,-0.00098398+0.0018873i,-0.0049833+0.0012875i,-0.0010385+0.00050586i,-0.0011903+0.0019904i,-0.00059552-0.00077323i,-0.011301-0.0059055i,0.0013671-7.8853e-05i,-0.0043274+0.0032158i,-0.0018765+0.0024222i,0.0044649+0.0018325i,-4.7147e-05-0.00090727i,0.00036902-0.0028852i,-0.0014008-0.0043934i,0.0024102+0.0029676i,0.0065916+0.00092873i,0.034483-0.019218i,-0.026044+0.023268i,0.0031574+0.034239i,-0.00054688+0.0055396i,0.00753-0.0043588i,0.0041594-0.0030154i,-0.0066479+0.0066869i
-0.0082513-0.0176i,0.0014616-0.03996i,-0.018534-0.025482i,-0.014056-0.018057i,-0.034836-0.014629i,-0.023997+0.0066071i,-0.018867+0.0049751i,-0.025473-0.0068373i,-0.013612-0.013938i,-0.0012273-0.0031781i,-0.0017338+0.00033629i,-0.0018712+0.00082412i,5.3311e-06+0.0024626i,-0.00033462+0.0017753i,0.0015761-0.00063248i,-0.0013018-0.0015664i,0.0030223+6.7087e-05i,0.0022321-0.00088351i,0.00099012-0.00058128i,0.00051451-0.00099397i,-0.0011798-0.0020851i,-0.0015548+0.00044165i,-0.00076573-0.0010219i,-0.0011336-0.0015606i,-0.00041837-0.00076162i,0.00039486+0.00070811i,0.00095841-0.00054432i,0.00085497-0.00037266i,-0.000158-0.00012726i,0.00022361+0.00019918i,-0.0023604+0.0018616i,-0.00086126-0.0005887i,0.00027126+0.00028578i,-0.00036248+0.00029225i,-0.0014612-0.00044288i,-0.0030029-0.0032774i,0.00013424-0.00049875i,0.00020653-0.00083197i,3.3472e-05-0.00038373i,-0.0012493+0.0017198i,-0.00090201-0.00044757i,0.00027404-0.00012249i,0.00019294+0.00015436i,-0.0015995-0.0013004i,0.0067035-0.022418i,0.032677-0.021151i,0.040856-0.019975i,0.03067-0.034093i,0.019382-0.013244i,0.0029048-0.038592i,0.023037-0.03461i,-0.00071085-0.022852i,0.022267-0.013925i,0.017798-0.010307i,-0.0069372-0.00014396i,0.0061532+0.001138i,-0.0038366+0.012028i,-0.0023401+0.00026837i,0.0033241-0.00094904i,0.0079707+0.0014057i,-0.00077534-0.00032764i,0.0039466+0.0056851i,0.0034684-0.00087338i,-0.0011705-0.0065404i,-0.00065282-0.0024488i,0.0017699-0.00094933i,-0.0074322+0.00083974i,0.0024031+0.0025199i,-0.0062649+0.00062762i,0.001429+0.00061421i,0.0019439+0.0044848i,-0.0014037+0.00014559i,-0.0021725-0.0052877i,-0.0020032+0.0011379i,-0.0016784+0.0013116i,-0.0043137+0.0029309i,-0.001269+0.0012857i,-0.0011627+0.0021584i,-0.0013019-0.00024417i,-0.011931-0.0014775i,0.00048933-0.00068368i,-0.0040042+0.0041367i,-0.00095988+0.0025527i,0.0048367-0.00061458i,-6.4014e-05-0.00087516i,0.00049234-0.0037448i,-0.0022604-0.0042771i,0.0036691+0.0027416i,0.0067213+0.00026244i,0.030746-0.02347i,-0.022574+0.03063i,0.0070132+0.031963i,-0.0030491+0.0053632i,0.0044143-0.0037939i,0.0034695-0.0040728i,-0.0070719+0.0067599i
-0.011199-0.015961i,-0.0045293-0.040501i,-0.021751-0.022254i,-0.016614-0.016052i,-0.036214-0.0080529i,-0.022029+0.010019i,-0.017582+0.0076531i,-0.026038-0.0032664i,-0.016268-0.01243i,-0.0014564-0.0031952i,-0.0013864+0.00034152i,-0.001068+0.0011085i,0.0012227+0.0021649i,0.00050444+0.001638i,0.0011929-0.001106i,-0.0014873-0.0016638i,0.0032681-0.0012957i,0.0016021-0.001444i,0.00066576-0.00083978i,0.00045366-0.0011119i,-0.0017503-0.0013923i,-0.0011692+0.00081304i,-0.0010592-0.0009059i,-0.0011122-0.0017349i,-0.0008153-0.0005924i,0.00066802+0.00054912i,0.00057918-0.00080628i,0.00066462-0.00054117i,-0.00016068+1.5579e-06i,0.00054469+0.00024056i,-0.0015424+0.0026072i,-0.00097901-0.00031805i,0.00043223+9.7108e-05i,-0.00016474+0.0004017i,-0.0010727+5.4938e-05i,-0.0032873-0.0022627i,9.775e-05-0.00037138i,1.2489e-06-0.00064605i,4.009e-05-0.00058292i,-0.00056793+0.0020174i,-0.0007996-1.5973e-05i,0.00029906-0.00037284i,0.00035409-0.00018115i,-0.0013928-0.0010266i,0.0019079-0.02333i,0.029279-0.024865i,0.036788-0.025233i,0.023825-0.036005i,0.017772-0.015983i,-0.0041143-0.036445i,0.01772-0.038466i,-0.0035137-0.0241i,0.020932-0.018533i,0.012339-0.013384i,-0.0068308+0.0034223i,0.0054923-0.0014773i,0.00026892+0.012274i,-0.0025601+0.0015947i,0.0035892-0.0010659i,0.0081591-0.0010366i,-0.0011864-0.00042257i,0.0064018+0.0055073i,0.002483-0.0011693i,-0.0024914-0.0051078i,-0.0014671-0.0018687i,0.0016982-0.0016581i,-0.0059582+0.0026643i,0.0034168+0.0011653i,-0.0052354+0.002624i,0.001849+0.00099025i,0.0034058+0.0031653i,-0.0012478+0.00037202i,-0.0049434-0.0042133i,-0.0020304+0.0014964i,-0.002052+0.0019409i,-0.0030144+0.0042474i,-0.00064019+0.0018921i,-0.0010157+0.0028777i,-0.0013823+0.00032964i,-0.011218+0.0021065i,-0.00031827-0.00072192i,-0.0030873+0.0054866i,-0.00049059+0.0026351i,0.0041234-0.0032888i,2.5724e-05-0.0013051i,-0.0001636-0.0045755i,-0.0033969-0.0037194i,0.0047117+0.001845i,0.007128-0.00084403i,0.0267-0.02712i,-0.014611+0.035945i,0.011381+0.02908i,-0.0047313+0.0063831i,0.0026623-0.0020173i,0.0019491-0.0041256i,-0.0075354+0.0072087i
