-0.0075366-0.039516i,-0.012423-0.043551i,0.0023184-0.045754i,-0.026329-0.028234i,-0.020674+0.013982i,-0.032576-0.032842i,-0.060611-0.061709i,-0.021837-0.072335i,-0.034138-0.051768i,0.0012889+0.014648i,-0.007223+0.010809i,-0.015009+0.014087i,0.0017775+0.016692i,-0.0034507-0.0034566i,0.00047258+0.0065797i,0.00028775+0.039008i,0.019502+0.06017i,0.00068291-0.00075138i,-0.0051039-0.0084629i,0.0087059+0.0049954i,0.0016803+0.001138i,-0.0010582+0.0034465i,0.00013515-0.001296i,-0.036404-0.0096696i,-0.0024621-0.0075919i,-0.00022426+0.0044562i,0.0047496-1.8119e-05i,0.00018122+0.00088613i,-7.2537e-05-0.0010155i,-8.4775e-05-0.0027526i,-0.001311-0.0060745i,-0.0023642-0.004161i,-0.00055924-0.0078274i,0.0032071-0.0013779i,0.0030261-0.0023611i,-0.0015542+0.033554i,0.0060292-0.0040795i,0.0038001-0.0023642i,0.0049081+0.00019433i,-0.013745-0.0048045i,-0.00026913+0.0004565i,0.0099216-0.00098237i,0.0056469-0.0006016i,-0.0037286+0.0035941i,0.0035248+0.0023999i,-0.003129+0.008388i,0.015216-0.087215i,-0.0064051-0.048061i,-0.023964-0.038968i,-0.019079-0.042032i,0.062968-0.014844i,0.028004-0.060721i,0.038864-0.045136i,0.029902-0.056529i,0.019587-0.015674i,0.00834+0.0095764i,0.024965-0.031289i,-0.0072898-0.0050337i,0.0024353-0.0023448i,-0.0045253-0.0066663i,0.0013272-0.032397i,-0.024687+0.030707i,0.0077639-0.010225i,-0.010909-0.0016142i,-0.0052379-0.0012933i,-0.0011285-0.013819i,-0.0096842+0.0040208i,0.0034029+0.0080544i,-0.011313+0.031115i,0.0053329+0.0076567i,-0.0055164-0.0013535i,-0.0019969-0.0024478i,-0.01122-0.0075839i,0.00053396-0.0035118i,-0.035123+0.0048518i,0.0022438-0.012869i,-0.009098-0.0021302i,-0.006375-0.0028517i,0.0061885+0.0015384i,-0.0096035+0.0014446i,0.0011653+0.00078415i,0.005659+0.0090947i,0.0045333+0.00057966i,-0.0086411-0.0090493i,0.0026943+0.00887i,-0.01906+0.0066881i,0.0065906+0.0032575i,-0.02883-0.0086284i,-0.034097+0.0026209i,0.025908-0.077473i,0.012656-0.01076i,-0.042595-0.027446i,-0.023269-0.0039461i,0.017985+0.012695i,-0.026446+0.011859i,-0.011878-0.0082239i
0.0094969+0.012633i,0.040512-0.0095208i,0.025549-0.032675i,-0.0025279-0.013058i,-0.0084391-0.016914i,-0.0080015-0.023259i,0.016549-0.016i,0.028563-0.011917i,0.0092827-0.015929i,0.0065287-0.00025214i,0.0021116-0.0032367i,-0.0017529-0.0016188i,0.0016601-0.002836i,-6.2908e-05-0.0017853i,-0.0018885-0.0019261i,0.0051693-0.0052455i,-0.0050587+0.00068777i,-0.0017999-0.00036088i,0.0011197+0.00054567i,0.0014038+0.0013944i,0.00016684+0.0024411i,-0.00063507+0.00070233i,0.0014216+0.0019577i,-0.00046042+0.0050653i,-0.00026638+0.00016812i,-0.0005484+0.0014616i,-0.0012825+0.0001856i,0.00058773-0.00033607i,-0.00020479+0.00021925i,-0.00046763-0.0005492i,0.0012027-0.0012588i,0.0020183+0.00011075i,0.001553+2.5994e-05i,8.6978e-05-0.00075977i,0.0010102+0.0007394i,0.0050246-0.0028593i,-0.0011683+0.0011844i,0.00050199+0.0001736i,-0.00028409-0.00038836i,-0.000254-0.00079006i,0.0021818+0.0010659i,0.0018465+0.00081233i,0.0023628-0.0074736i,0.0023897+0.0023135i,0.0098371+0.012585i,0.015668+0.02675i,0.041428+0.018496i,0.025609+0.0031683i,0.00037236-0.016077i,0.019056-0.0021832i,0.021271+0.01747i,0.016531+0.019762i,0.017197+0.02577i,-0.0078474+0.03219i,0.0013894-0.0061591i,0.0020906-0.0035685i,0.0051285-0.0059812i,0.009295-0.0016349i,0.0015876+0.0041978i,-0.010079+0.0084998i,-0.0052498-0.007617i,0.0032381+0.014848i,-0.0032199-0.0018138i,0.00075358+0.0021322i,-0.00088818+0.0010001i,0.0016915-0.0034221i,0.0067171-0.0025362i,-0.0036742-0.00085962i,0.0049562-0.0014863i,-0.0065879+0.00043583i,-0.0020239+0.00084619i,0.00031605+4.1823e-05i,-0.0057711-0.0022545i,-0.0035553-0.0023517i,-0.014528-0.011274i,0.0032705-0.0026948i,-0.0035366+0.0010584i,-0.0011194+0.0018283i,-0.0047588+0.0030112i,0.0056827+0.0018775i,-0.0088922-0.0014651i,-0.00093685-0.0049921i,-0.0026869-0.00065446i,-0.0050753-0.00061361i,0.0055856-0.0044304i,0.0035942+0.0022i,0.0024143-0.0022579i,0.0026798+0.0097953i,0.0057745+0.0014352i,0.027373+0.022493i,-0.022684-0.0021494i,-0.026866+0.016221i,-0.0049813+0.014735i,0.00064014+0.0003461i,0.0058846-0.0079126i,-0.0096766+0.0033167i
0.010679+0.011444i,0.038147-0.016051i,0.018934-0.036092i,-0.0052224-0.011737i,-0.012557-0.015468i,-0.011612-0.021326i,0.011807-0.019769i,0.026138-0.016004i,0.0056575-0.016165i,0.0062431-0.0020643i,0.0008703-0.0040633i,-0.0018982-0.00079199i,0.00032595-0.0027647i,-0.00019951-0.0015133i,-0.0022002-0.001257i,0.0040895-0.0064276i,-0.003877+0.0023148i,-0.0021953+0.00022694i,0.00083911+0.00017202i,0.0017579+0.00079829i,0.0010148+0.0024265i,-0.00040471+0.0011734i,0.0020536+0.0014209i,0.0021651+0.0043457i,0.00017594+0.00028244i,0.0002135+0.0014068i,-0.00099113+0.00093863i,0.00050192-0.00027649i,-3.3382e-05+0.00050009i,-0.0002429+4.9566e-05i,0.00053941-0.0017896i,0.0020471-0.00073801i,0.0016335-0.00048111i,-0.00027824-0.00047644i,0.0016635+0.0003085i,0.0040219-0.0038179i,-0.00054638+0.001721i,0.00042514-0.00011283i,9.2483e-05+0.00014571i,-0.0010184-0.0014326i,0.002186+0.00021841i,0.0018805-8.3233e-05i,0.00050585-0.0068021i,0.0038715+0.0014521i,0.011752+0.011112i,0.019478+0.024294i,0.042728+0.011762i,0.025785-0.002744i,-0.0036803-0.01264i,0.021323-0.0064461i,0.02565+0.011882i,0.021074+0.011926i,0.019363+0.016141i,0.00016797+0.029337i,-0.00056862-0.0058977i,-0.001027-0.0036123i,0.0025108-0.0079378i,0.0066261-0.0043977i,0.0024184+0.0034263i,-0.0050549+0.011812i,-0.0061907-0.0035521i,0.005814+0.012652i,-0.0039842-0.00066621i,0.0019521+0.0025928i,0.00019273+0.0013463i,-0.0003987-0.0034837i,0.0064285-0.0061961i,-0.0042296+0.00013309i,0.0047377-0.0037594i,-0.0056763+0.0033299i,-0.001667+0.00027543i,-1.3028e-05-0.00068234i,-0.0053767+0.0012809i,-0.0038272-0.0012577i,-0.015924-0.0044171i,0.0014-0.0035471i,-0.0024879+0.0019102i,-0.0012444+0.001112i,-0.0030673+0.0042435i,0.0070029-0.00055859i,-0.008281+0.0021537i,-0.0025098-0.004401i,-0.0022375-0.00015705i,-0.0047167+0.0013906i,0.0024521-0.0052742i,0.0043624+0.00047738i,0.0019718-0.0024582i,0.0049483+0.0080069i,0.004546+0.00049528i,0.02792+0.014988i,-0.021988+0.0025188i,-0.024768+0.023131i,-0.0022394+0.012017i,0.0020236+0.0034404i,0.003391-0.0073144i,-0.011186+0.005289i
0.012353+0.0097416i,0.034289-0.022435i,0.011716-0.037885i,-0.0069588-0.0099022i,-0.016478-0.013058i,-0.014786-0.018852i,0.0065922-0.02209i,0.023573-0.019911i,0.0023976-0.015801i,0.0052243-0.0035385i,-0.00080471-0.0042519i,-0.0017545+2.9139e-05i,-0.00067777-0.0021251i,-0.00025368-0.0013625i,-0.0025955-0.00054298i,0.002579-0.0072614i,-0.0020437+0.0029114i,-0.0024015+0.0010853i,0.00051849+0.00024952i,0.0017429-6.3587e-05i,0.0018941+0.0018053i,-0.00022844+0.0012562i,0.0023738+0.00063256i,0.0040396+0.0026179i,0.00078586+7.4036e-05i,0.00073405+0.00104i,-0.00035401+0.0013333i,0.00034733-0.00024345i,0.00024938+0.00063466i,0.00016956+0.00014586i,-0.00024624-0.0019015i,0.0015606-0.0016366i,0.0012816-0.0011954i,-0.00030442-0.00014474i,0.0020239-0.00086433i,0.0029326-0.0045591i,0.00049094+0.0017508i,0.00029535-0.00021921i,0.00041809-8.0073e-06i,-0.0019173-0.0012076i,0.0020107-0.00059656i,0.0014562-0.00076701i,-0.00086851-0.0060473i,0.004469-0.00025186i,0.013625+0.0087661i,0.024042+0.020921i,0.043347+0.004887i,0.024338-0.0083263i,-0.0054609-0.0085519i,0.022744-0.011819i,0.028177+0.0053669i,0.023806+0.0045405i,0.018028+0.0086425i,0.0055353+0.026619i,-0.0025661-0.0047663i,-0.0036128-0.0018027i,-0.0014672-0.0086438i,0.0032351-0.0052201i,0.002523+0.0025892i,-0.00034625+0.012209i,-0.0052363-0.00056233i,0.0069576+0.0096485i,-0.0042956+0.0018973i,0.0032635+0.002328i,0.00080118+0.0009332i,-0.0018418-0.0024399i,0.0043977-0.0081944i,-0.0038278+0.0013095i,0.0035697-0.0053284i,-0.0027828+0.0047702i,-0.0020052+5.7332e-05i,-0.00063401-0.00066434i,-0.0036684+0.0032198i,-0.0034653-4.5735e-06i,-0.014913+0.0014747i,-4.3391e-05-0.0039144i,-0.0013624+0.0021721i,-0.0013651+0.0013345i,-0.00085167+0.0041867i,0.0068755-0.0036762i,-0.0063524+0.0049048i,-0.0038822-0.0032095i,-0.002212+8.8209e-06i,-0.0036046+0.0024544i,0.00091291-0.0044841i,0.0039932-0.0011094i,0.0019321-0.0027141i,0.0053266+0.0048986i,0.0035682+8.015e-06i,0.027952+0.0093937i,-0.019579+0.0063955i,-0.019284+0.029222i,-0.0015571+0.0096144i,0.0050329+0.0042154i,0.0011176-0.0056523i,-0.01074+0.0080042i
0.013498+0.007217i,0.029304-0.02748i,0.0050732-0.038415i,-0.0077738-0.0085313i,-0.019542-0.0091116i,-0.017396-0.016012i,0.00096634-0.02279i,0.020267-0.023935i,0.00039059-0.015117i,0.0038922-0.0045107i,-0.0025002-0.003155i,-0.001297+0.00040012i,-0.0010533-0.0011848i,-0.00041222-0.0014964i,-0.0024933+0.00061852i,0.00073513-0.0075829i,-0.0011317+0.0025871i,-0.0020294+0.0023787i,0.00067957+0.00067396i,0.0013228-0.000696i,0.0023224+0.00088949i,-0.00024196+0.0014538i,0.0022378-0.00014182i,0.0047536-9.0057e-05i,0.0012365-0.00065957i,0.00096359+0.00066773i,0.00022544+0.0013708i,0.00049909-0.00025011i,0.00054438+0.00055435i,0.00034317-9.5965e-05i,-0.00093715-0.001756i,0.00073436-0.0020195i,0.00072692-0.0015455i,-0.0002339-0.00014352i,0.0014681-0.002306i,0.001747-0.0050073i,0.0013524+0.0011975i,0.00026946-0.00020208i,0.00050613-0.00021133i,-0.0026516-0.00054616i,0.001547-0.0010732i,0.00084685-0.00099963i,-0.001945-0.0049552i,0.0041406-0.0015915i,0.01505+0.0054547i,0.028258+0.015138i,0.043058-0.0020119i,0.02212-0.012734i,-0.0044718-0.0042899i,0.022134-0.018791i,0.029011-0.0014667i,0.024876-0.0038461i,0.015925+0.0032984i,0.011765+0.02287i,-0.0034653-0.0029457i,-0.0049137+0.00087445i,-0.0057659-0.0078995i,0.00079053-0.0048377i,0.0023695+0.0024138i,0.0034156+0.011044i,-0.0036424+0.001251i,0.0068755+0.0065724i,-0.0019974+0.0042912i,0.0046576+0.0013731i,0.0016291+0.00063759i,-0.0025857-0.0010498i,0.0020224-0.0097241i,-0.003046+0.0019795i,0.0019276-0.0070305i,-0.000681+0.0040219i,-0.0026148+0.00023559i,-0.00076252-0.00044712i,-0.0016902+0.0047133i,-0.0028971+0.0005747i,-0.011822+0.0063436i,-0.0016595-0.004225i,-0.00024442+0.0018682i,-0.0013134+0.0012894i,0.00051586+0.0030643i,0.0054199-0.0067526i,-0.0032061+0.0065043i,-0.0040706-0.0016037i,-0.0024192+0.00031271i,-0.0027333+0.0033051i,-0.00017825-0.0038425i,0.003217-0.0018452i,0.0016887-0.0035147i,0.0042776+0.0039503i,0.0029308-2.9637e-05i,0.027188+0.0039993i,-0.017366+0.0073154i,-0.011428+0.032147i,-0.00068417+0.0088426i,0.0071478+0.0036143i,0.00052614-0.0034387i,-0.009002+0.010007i
0.013879+0.0045452i,0.023621-0.031184i,-0.0014937-0.038034i,-0.0088959-0.0077399i,-0.020595-0.0049075i,-0.019608-0.01283i,-0.0040113-0.021906i,0.016164-0.027012i,-0.00066237-0.014675i,0.0023288-0.004803i,-0.003055-0.001555i,-0.0010874+0.00059984i,-0.0009911-0.00043537i,-0.001053-0.0012676i,-0.0016415+0.0015631i,-0.0013006-0.0071383i,-0.00037038+0.002667i,-0.00071976+0.0032959i,0.0010833+0.00051804i,0.00069585-0.0010569i,0.0023186-9.5158e-05i,0.00015216+0.0015723i,0.0019714-0.0008034i,0.0035851-0.0024759i,0.00085986-0.0016854i,0.0010882+0.00031546i,0.00077901+0.0012491i,0.00061153-0.00046092i,0.00069863+0.00028815i,0.00010107-0.00030752i,-0.0015514-0.0013458i,4.8695e-06-0.0019996i,-1.559e-05-0.0016788i,-0.00028751-1.0414e-05i,-0.00020159-0.0027641i,0.00063825-0.0051399i,0.0016521+0.00038774i,0.00022169-0.00044877i,0.00073435-0.00050525i,-0.0031342+0.00037099i,0.0010068-0.0014362i,0.0004089-0.00093054i,-0.0027503-0.0037236i,0.0036685-0.0024637i,0.016241+0.0018452i,0.030283+0.0079175i,0.041755-0.0088236i,0.019941-0.017366i,-0.0010093-0.0011233i,0.018832-0.025827i,0.028358-0.0076785i,0.022872-0.011613i,0.012799+0.00046054i,0.016757+0.017328i,-0.0033193-0.0021959i,-0.0046185+0.0042077i,-0.0099211-0.0046997i,-0.0010551-0.0041005i,0.0025027+0.0022823i,0.0062122+0.0090908i,-0.0016661+0.0015814i,0.0056902+0.0048194i,0.0012602+0.0037317i,0.0057821-0.00062954i,0.0022326-0.00032149i,-0.002347+0.00084351i,-0.0012889-0.011063i,-0.0028105+0.002958i,-0.00049855-0.0079482i,-0.00023846+0.0033521i,-0.0031056+0.0010252i,-0.00082067-0.00031271i,0.0018896+0.0050189i,-0.0025702+0.00042413i,-0.0070249+0.0093042i,-0.0038893-0.0036363i,0.00042523+0.00099598i,-0.0012141+0.0013838i,0.001116+0.0019624i,0.0029296-0.0092311i,-7.211e-05+0.005986i,-0.0034621-0.00053813i,-0.0021797+0.0007825i,-0.0013505+0.0043179i,-0.0011171-0.0028983i,0.0024212-0.0022988i,0.00064766-0.004155i,0.0037495+0.0034924i,0.0025294-0.00012258i,0.025599-0.00065497i,-0.018583+0.0071878i,-0.0045229+0.030909i,0.00078187+0.0070886i,0.0088133+0.0019847i,0.00098162-0.0019849i,-0.0062577+0.011112i
0.013867+0.0020858i,0.017935-0.033618i,-0.0076997-0.03652i,-0.0099929-0.0064051i,-0.020961-0.001285i,-0.021037-0.0093537i,-0.0079923-0.02036i,0.011691-0.029875i,-0.0015934-0.015331i,0.0012564-0.0044515i,-0.0027002-0.00019895i,-0.00076681+0.00096499i,-0.00080435+0.00022117i,-0.0012514-0.00049764i,-0.00063435+0.0017021i,-0.0027527-0.0058301i,0.0007952+0.0025065i,0.00078786+0.0030882i,0.0013112+0.00018886i,0.0001354-0.00098045i,0.0019886-0.00094046i,0.00055529+0.0015193i,0.0013895-0.001426i,0.0018513-0.0036099i,-0.00021423-0.0020158i,0.0010688+5.856e-06i,0.0013886+0.0008836i,0.00046495-0.00070198i,0.00074754+6.3352e-05i,-0.00021077-0.00017173i,-0.0020001-0.0006597i,-0.00071774-0.0017943i,-0.00066799-0.001344i,-3.4885e-05+3.0687e-05i,-0.00096135-0.0021273i,-0.00042178-0.0051048i,0.0017066-8.2948e-05i,-6.5777e-05-0.00053273i,0.00062829-0.00098836i,-0.0031397+0.0015239i,0.00043578-0.0015149i,0.00021915-0.00074158i,-0.0030132-0.0023309i,0.0029667-0.0033429i,0.015919-0.0031125i,0.030233+0.00080084i,0.039363-0.015471i,0.015583-0.022074i,0.0041443-0.001835i,0.012601-0.031274i,0.026905-0.013141i,0.019689-0.017238i,0.010879+0.0003334i,0.019273+0.010053i,-0.0038724-0.0018063i,-0.0021477+0.0067208i,-0.012112+0.00032156i,-0.0026339-0.0030681i,0.0026027+0.0021677i,0.0073198+0.0065658i,-0.0003922+0.0006834i,0.0045219+0.0039124i,0.0020394+0.0021422i,0.0053266-0.0033333i,0.0020394-0.0019437i,-0.00037627+0.0020757i,-0.0061984-0.0093738i,-0.0014917+0.0047207i,-0.0041608-0.0076714i,0.0010062+0.0032859i,-0.0032599+0.0023919i,-0.00085992-0.00014287i,0.0051679+0.001747i,-0.0024866+0.00051647i,-0.0013352+0.0087658i,-0.0057381-0.0014574i,0.00037806-2.4253e-05i,-0.0014803+0.0013501i,0.0013486+0.00097957i,-0.00096598-0.010722i,0.0022713+0.0041838i,-0.0031461-0.00017281i,-0.0020763+0.0012572i,0.00093416+0.0043165i,-0.0011353-0.0015968i,0.0016155-0.0022306i,-0.00044293-0.004294i,0.0031637+0.0034098i,0.0020272-0.00023056i,0.023645-0.0040533i,-0.020865+0.010465i,0.00053833+0.028652i,0.0011022+0.0040518i,0.009513-0.00054866i,0.0015956-0.0017953i,-0.0032691+0.010637i
0.013351-0.00040958i,0.012364-0.035122i,-0.013346-0.034109i,-0.01055-0.0052112i,-0.020681+0.0024404i,-0.021849-0.0058582i,-0.011492-0.018647i,0.0064072-0.032081i,-0.0033737-0.016973i,0.00065356-0.0040752i,-0.0020146+0.00078999i,-0.00021286+0.00127i,-0.00022038+0.00069383i,-0.00093368+9.0652e-05i,5.8095e-05+0.0015469i,-0.0033611-0.004412i,0.001628+0.0018039i,0.001897+0.0024335i,0.0014304-4.964e-05i,-0.00020544-0.0006873i,0.0013224-0.0015724i,0.00087973+0.0015277i,0.00070942-0.001491i,0.00025423-0.003634i,-0.00092029-0.0017052i,0.0010044-0.0002444i,0.0016952+0.00021433i,0.00027994-0.00081641i,0.0007128-0.00017348i,-0.00023614+0.00014082i,-0.0020674+0.0001018i,-0.0012517-0.0012276i,-0.00093683-0.00096715i,0.00015623-0.00013461i,-0.00136-0.0018006i,-0.0013807-0.0047246i,0.0018388-0.00074366i,-0.00029733-0.00036303i,-1.3248e-05-0.0011344i,-0.002731+0.0026992i,5.3571e-05-0.0015127i,9.5249e-05-0.00061713i,-0.002826-0.0010618i,0.0020089-0.003773i,0.013469-0.0072738i,0.028236-0.0056548i,0.035582-0.021368i,0.0097511-0.024703i,0.0070973-0.0057036i,0.0053174-0.034169i,0.025168-0.018604i,0.016673-0.022557i,0.011495+0.00029464i,0.020067+0.0034898i,-0.0050886-0.0012769i,0.001168+0.0072191i,-0.011404+0.0061912i,-0.0036225-0.0017354i,0.0029506+0.002105i,0.0077263+0.0049985i,-0.00037816-0.00040446i,0.0032663+0.0039389i,0.0025+0.0014293i,0.0033197-0.0052267i,0.00038108-0.0029228i,0.0013506+0.0013368i,-0.0086269-0.0049662i,0.0015077+0.0048639i,-0.0068179-0.0050523i,0.002077+0.0021638i,-0.0025126+0.0039571i,-0.00080056-0.00012679i,0.0049259-0.0025164i,-0.0024835+0.00098209i,0.0016704+0.0054024i,-0.0057631+0.00093815i,-0.00029331-0.00086555i,-0.00158+0.0019019i,0.0010453-0.00025622i,-0.0058632-0.0098098i,0.0027325+0.0016158i,-0.0031302+8.6296e-05i,-0.0015678+0.0019991i,0.0027915+0.0032873i,-0.0005482-0.0013624i,0.0013516-0.0017697i,-0.0015117-0.0041361i,0.0025604+0.0039347i,0.0016047-0.00029778i,0.022902-0.0070537i,-0.020872+0.015618i,0.0042+0.02561i,-0.00027086+0.0010726i,0.0085565-0.0036032i,0.0015116-0.0014099i,-0.0016638+0.008676i
0.01219-0.0024736i,0.0071121-0.035912i,-0.018507-0.030919i,-0.011152-0.0044575i,-0.019386+0.005725i,-0.02208-0.0024928i,-0.014793-0.016384i,0.0004642-0.033184i,-0.0066689-0.018325i,0.00021353-0.0040401i,-0.0010746+0.0013363i,0.00055024+0.0011251i,0.00046338+0.00080739i,-0.00048524+0.00041675i,0.00069387+0.0012381i,-0.0034615-0.003362i,0.0021357+0.0011123i,0.0027164+0.0015221i,0.0015434-0.00055465i,-0.00022377-0.00043111i,0.00039876-0.0017137i,0.0015059+0.0014064i,0.00024501-0.0014304i,-0.00083116-0.0032218i,-0.0014114-0.001277i,0.0008822-0.00057731i,0.0015359-0.00049918i,0.00010187-0.00086495i,0.00056498-0.00015974i,-0.00019112+0.00033104i,-0.0019514+0.00076788i,-0.0013287-0.00055404i,-0.00092442-0.00058007i,7.0777e-05-0.00040049i,-0.0021471-0.0012415i,-0.002183-0.0040404i,0.0013904-0.0014976i,-0.00039061-0.00011993i,-0.0003862-0.00073275i,-0.0019718+0.0035858i,-0.00048216-0.0012693i,-9.5539e-05-0.00062826i,-0.0020972-0.00022317i,0.0011747-0.0035859i,0.010198-0.0097057i,0.024798-0.010712i,0.030917-0.025873i,0.0039436-0.02518i,0.0075086-0.0094339i,-0.0025067-0.035012i,0.022548-0.024473i,0.012386-0.027473i,0.013105-0.0012529i,0.019361-0.0039079i,-0.0065346-2.3931e-05i,0.0039721+0.0060477i,-0.0078353+0.010529i,-0.0039688-0.00051955i,0.003208+0.0019335i,0.0085165+0.0033639i,-0.000921-0.00076192i,0.0031695+0.0050004i,0.0031965+0.00012475i,0.00089582-0.0054499i,-0.00097762-0.0025499i,0.0020669+0.00019342i,-0.0085879-0.0010182i,0.0038541+0.0033894i,-0.0079107-0.0020066i,0.0020838+0.0011543i,-0.00065628+0.0049098i,-0.0010828-0.00011619i,0.0023699-0.0053514i,-0.002217+0.0014748i,0.0019563+0.0020604i,-0.0048929+0.0029118i,-0.0014484-0.0010159i,-0.0011709+0.0022752i,-4.3379e-05-0.00074548i,-0.0089348-0.0066779i,0.0020093-4.9446e-05i,-0.0030676+0.00023366i,-0.00048585+0.0020805i,0.0037778+0.0015608i,-0.00063668-0.0012737i,0.0017798-0.0015547i,-0.0022367-0.0033682i,0.0036614+0.005374i,0.0010796-3.3074e-05i,0.020952-0.010828i,-0.019251+0.020826i,0.0068371+0.022477i,-0.0034492-0.00071784i,0.0052194-0.0050302i,0.0021625-0.0013969i,-0.0017921+0.0069517i
0.01102-0.0039032i,0.0019053-0.036276i,-0.022773-0.026754i,-0.012084-0.003642i,-0.018046+0.0080874i,-0.021895+0.00093545i,-0.017318-0.013492i,-0.0052253-0.032848i,-0.010927-0.018322i,-0.0002933-0.0039431i,-2.8168e-05+0.0012006i,0.0011203+0.00085456i,0.0010752+0.00069408i,-3.4766e-05+0.00056139i,0.001023+0.00069872i,-0.0033638-0.0027311i,0.0029782+0.00025987i,0.0029642+0.0003101i,0.0012168-0.0012949i,-8.3346e-05-0.0002339i,-0.00026737-0.0015198i,0.0022415+0.00071037i,-1.6645e-05-0.0013863i,-0.001358-0.0026846i,-0.0018723-0.00079316i,0.0006608-0.00089304i,0.0012043-0.00090555i,-0.00012513-0.00061091i,0.0005035-0.00012441i,8.8872e-06+0.00061096i,-0.0016396+0.001424i,-0.0012227-0.00012484i,-0.0010717-0.00031944i,-0.00018751-0.00033149i,-0.0023654-9.312e-05i,-0.0025986-0.0031961i,0.00066699-0.0018157i,-0.00042912+0.00012996i,-0.00030768-0.00048355i,-0.0009111+0.0042058i,-0.00068836-0.00094061i,-0.00012235-0.00058231i,-0.0014312+0.00011646i,0.00077434-0.0034941i,0.0075007-0.010918i,0.021418-0.013598i,0.026159-0.029291i,-0.00099856-0.02411i,0.0062253-0.012555i,-0.010249-0.033015i,0.018302-0.030026i,0.0074984-0.031027i,0.014499-0.0036452i,0.015493-0.0099587i,-0.0075977+0.0024832i,0.0056746+0.0039085i,-0.0032809+0.012732i,-0.0043389+0.00087712i,0.0037332+0.0018293i,0.0087244+0.0015411i,-0.0013949-0.00099783i,0.0041636+0.0061226i,0.0027464-0.0012881i,-0.00074207-0.0047087i,-0.0020968-0.0017754i,0.0021055-0.00075727i,-0.0070386+0.0017877i,0.0051259+0.0010812i,-0.0075482+0.0014112i,0.0019154+0.00091282i,0.0014513+0.0046193i,-0.0011519+0.00025749i,-0.00084716-0.0063267i,-0.0017195+0.0013882i,0.00043507+0.00047287i,-0.0037193+0.0044457i,-0.0023515-0.0001417i,-0.00093253+0.0024369i,-0.00068481-0.00046939i,-0.010098-0.0031479i,0.00093701-0.00083103i,-0.0035169+0.00059018i,0.00025561+0.0016868i,0.0040163-0.00042397i,-0.00041798-0.0011103i,0.0022983-0.0020335i,-0.0028299-0.0031177i,0.0056589+0.0049317i,0.00097609+0.0006585i,0.018529-0.013687i,-0.01564+0.026802i,0.0086005+0.019566i,-0.0072299-0.00013274i,0.0021286-0.0037533i,0.0020165-0.0021386i,-0.0023859+0.0059185i
0.010153-0.0052209i,-0.0034497-0.036438i,-0.026028-0.022633i,-0.013075-0.0023918i,-0.016798+0.010837i,-0.020686+0.0042937i,-0.019243-0.010366i,-0.010881-0.032193i,-0.015296-0.016815i,-0.00077136-0.0040115i,0.00056038+0.00065243i,0.0016534+0.00021136i,0.0016827+0.00035454i,0.0006516+0.00032164i,0.0010508+0.00018728i,-0.0034185-0.002274i,0.0031301-0.0013804i,0.002552-0.00069525i,0.00054587-0.0015367i,0.00022219-0.00025446i,-0.00081573-0.0011798i,0.0023694-0.00031496i,-0.00043244-0.0013i,-0.0015723-0.0025573i,-0.0021099-0.00018416i,0.0002807-0.0011339i,0.00075778-0.0012317i,-0.0001927-0.0003586i,0.0005933-5.7517e-05i,0.00057351+0.00068034i,-0.0010551+0.0019547i,-0.0011817+0.00021538i,-0.00092342+3.4712e-05i,-0.00017208-0.0002447i,-0.0017554+0.00069614i,-0.0028603-0.0024902i,4.9105e-05-0.0018215i,-0.0002156+0.00042107i,-0.00035124-0.00044025i,0.00041681+0.0042784i,-0.00074093-0.00069929i,-0.0002511-0.00067795i,-0.00085573-0.00023667i,0.00030763-0.0037619i,0.0047466-0.012045i,0.019081-0.015918i,0.021175-0.031931i,-0.0050841-0.021813i,0.0049928-0.014561i,-0.016961-0.028369i,0.012725-0.034844i,0.0027154-0.034435i,0.015532-0.0074973i,0.0099938-0.013443i,-0.007088+0.005968i,0.0063177+0.001356i,0.0010843+0.01255i,-0.0040909+0.00241i,0.004738+0.0014016i,0.0086764-0.00059382i,-0.0021953-0.0012275i,0.0067729+0.0064648i,0.0017061-0.0014625i,-0.0017001-0.0037449i,-0.0026152-0.00062658i,0.0020484-0.0015238i,-0.0057635+0.0034679i,0.0051936-0.0015427i,-0.0059358+0.0039128i,0.0025057+0.0010497i,0.0029454+0.0034736i,-0.0010009+0.00031285i,-0.0041781-0.0056966i,-0.001721+0.0013413i,-0.00057904+0.00080568i,-0.0018475+0.0054366i,-0.0023545+0.0010305i,-0.00071032+0.0030868i,-0.00091745-0.00019406i,-0.010422+2.1311e-05i,-0.00022472-0.00085561i,-0.0039818+0.0016181i,0.00034405+0.0013596i,0.0034046-0.0026167i,-0.00053345-0.0017802i,0.0024209-0.0031565i,-0.0036729-0.0022933i,0.0071711+0.0033043i,0.0014472+0.0010491i,0.015806-0.015948i,-0.0084074+0.030618i,0.010276+0.016253i,-0.0097404+0.0024715i,0.00063549-0.0012791i,0.0012878-0.0021023i,-0.0033297+0.0055586i
