-0.024296-0.037994i,-0.012087-0.048835i,-0.018103-0.044334i,-0.030568-0.034993i,-0.029973-0.015782i,-0.050251-0.027206i,-0.057063-0.025303i,-0.044242-0.035431i,-0.028322-0.030593i,0.0078318+0.012617i,-0.0048861+0.015213i,-0.0046546+0.014323i,0.0093257+0.02035i,0.00052209+0.0043938i,0.0033039+0.0034203i,0.0067321+0.018638i,0.024664+0.034671i,-0.0025025-0.0011494i,-0.0050973-0.0061242i,0.0060714+0.0038086i,-0.00038483-0.00067312i,-0.001247+0.0017272i,0.00010899-0.00024069i,-0.029682-0.0036336i,-0.0019458-0.0057058i,0.0015138+0.0040563i,0.0035515-0.00083218i,-0.00057197+0.0005117i,0.00062778-0.00049834i,-0.00090369-0.002787i,-0.0020551-0.0062053i,-0.0044375-0.0045816i,-0.0018702-0.004451i,0.0022365-0.00054162i,0.0019879-0.002828i,-0.0004119+0.024733i,0.0017988-0.0030175i,0.0026229+0.0007288i,0.0055767+0.0010034i,-0.010648-0.0037359i,-0.0033786+0.00047093i,0.0051277+0.00039366i,0.0057398-0.00060728i,-0.003371+0.0048049i,0.0012753-0.0086687i,-0.012124+0.018446i,0.035969-0.090056i,0.011967-0.069792i,-0.015549-0.059558i,-0.015573-0.055357i,0.040035-0.044914i,0.01746-0.061352i,0.03436-0.054977i,0.02932-0.05921i,0.016301-0.013882i,0.0047573+0.016494i,0.017266-0.026194i,-0.01169+0.0052034i,-0.00014021+0.0053945i,-0.0045954-0.0016428i,-0.0023381-0.029586i,-0.023471+0.031662i,0.010578-0.012157i,-0.01307-0.0028475i,-1.7569e-06-0.0049759i,-0.00044866-0.015918i,-0.0077537+0.0046468i,0.0046093+0.0062944i,-0.0075894+0.030357i,0.0045329+0.0063152i,-0.0053285-0.00074516i,-0.0032324-0.00080453i,-0.012282-0.0085596i,-0.00077445-0.0041201i,-0.013697+0.0031691i,0.00020249-0.0099705i,-0.0095095-0.0017661i,-0.0069851-0.0030776i,0.0070993+0.003081i,-0.0075414+0.0016081i,2.1405e-05+0.00056531i,0.0063302+0.01105i,0.0040767+0.0014948i,-0.0085462-0.0096063i,0.0030998+0.008241i,-0.022816+0.0059975i,0.0077117+0.000239i,-0.028485-0.0042234i,-0.042019+0.0028083i,0.022767-0.095546i,-0.00092608-0.012789i,-0.051644-0.022078i,-0.023828-0.0022084i,0.017865+0.010728i,-0.024944+0.013199i,-0.017699-0.012047i
0.013471-0.0096463i,0.043084-0.012412i,0.02212-0.026746i,0.010716-0.021397i,0.013484-0.039788i,-0.018107-0.022239i,-0.0087447-0.014447i,-0.0032289-0.027604i,0.0051622-0.016927i,0.0041723-0.0013424i,0.0016408-0.0046746i,-1.0941e-05-0.0051038i,-0.00079922-0.005887i,-0.00096458-0.0026229i,-0.0011414+0.00089636i,0.0010279-0.002599i,-0.0036063+0.0020515i,-0.00018356+0.0010766i,0.00020979+0.00036196i,0.00069853+0.0022842i,0.0013575+0.0018074i,0.0011035-0.0011388i,0.0019962+0.00042105i,-0.0013205+0.0027414i,-0.00070996+0.00036915i,-0.00058249+0.00046162i,-0.0013471+0.00019709i,-0.00081486+0.00046279i,1.9537e-05+8.5708e-05i,-0.00027106-0.00025977i,0.0023141-0.0017053i,0.0016348-1.8835e-05i,0.00036711-0.0006389i,0.00063641-0.0010546i,0.00079299+0.00039892i,0.0056973-0.0070999i,-5.9829e-05+7.9096e-05i,-0.0003999+0.00040497i,-0.00018882-0.00036999i,0.00033402+0.00048169i,0.00063526+0.00055398i,0.00061427+0.00056017i,0.00037774-0.0021436i,0.00013196-0.0033345i,0.017535+0.0031524i,0.027853+0.039497i,0.034829+0.039338i,0.046803+0.028222i,0.015507-0.00095225i,0.035723+0.00041274i,0.036825+0.013195i,0.012653+0.0070668i,0.027683+0.023854i,-0.0045278+0.031549i,0.0062926-0.0048429i,0.0043805-0.0032702i,0.0067564-0.0039633i,0.0079303+0.0036456i,0.0037066+0.0063679i,-0.0072627+0.0052493i,-0.0041946-0.0060154i,0.0034229+0.013259i,-0.003776+0.00054622i,-7.1467e-05+0.0052184i,-0.00042489+0.0014923i,0.0026373-0.0029817i,0.0072224-0.00077361i,-0.0027549-0.0011385i,0.0041466-0.0016417i,-0.0057282-0.00010047i,-0.0017018+0.00039323i,0.00037975+7.5764e-06i,-0.0047021-0.0028121i,-0.0042881-0.0021827i,-0.0070021-0.0092804i,0.0033787-0.0019114i,-0.0050147+0.0017036i,-0.0019001+0.0010593i,-0.0040529+0.0026765i,0.0068351+0.00018887i,-0.007145-0.0014987i,-0.0040504-0.0075357i,-0.0026099-0.0011293i,-0.00601-0.0013489i,0.0043039-0.0035105i,0.005898+0.00074845i,0.0028795-0.0013113i,0.0050924+0.0074009i,0.0068497+0.0053237i,0.041947+0.026025i,-0.032403-0.0047322i,-0.036488+0.018341i,-0.0094321+0.020325i,0.0021465+0.0024286i,0.0093216-0.0049004i,-0.010658+0.00032216i
0.011062-0.011473i,0.040075-0.019773i,0.016821-0.029766i,0.0067911-0.021907i,0.0052523-0.041498i,-0.020561-0.018633i,-0.011474-0.013466i,-0.0078534-0.026027i,0.0022562-0.016927i,0.0038733-0.0024899i,0.00038278-0.0051898i,-0.0011038-0.0043963i,-0.0025616-0.0048669i,-0.0015149-0.0020322i,-0.00064507+0.0011423i,0.00089208-0.0026198i,-0.0022087+0.0028845i,-0.00027036+0.00089463i,0.00011895+0.00030385i,0.0013543+0.0019606i,0.0020144+0.0014827i,0.00086764-0.0012589i,0.0019231-0.00024267i,0.00045394+0.003004i,-0.00041+0.00053845i,-0.00020196+0.00045709i,-0.0011452+0.00099128i,-0.00056748+0.0008223i,0.00010416-0.00013781i,-4.6094e-05+0.0001404i,0.001478-0.0025929i,0.0015963-0.00058347i,0.00019217-0.00068489i,4.8407e-05-0.0010483i,0.0012697+0.00011767i,0.0044371-0.004001i,-5.3363e-05+0.00029813i,-0.0095049+0.0054765i,1.9895e-05-3.9165e-05i,0.0004-3.8492e-05i,0.00073101+0.00038191i,0.00086241+0.00030368i,-5.9442e-05-0.0018831i,0.00061437-0.0029271i,0.017704+0.00081061i,0.033489+0.034552i,0.039728+0.032784i,0.049637+0.019269i,0.012678-0.00029093i,0.03631-0.0056316i,0.03841+0.0063103i,0.014145+0.0016747i,0.029344+0.013465i,0.0027238+0.028684i,0.0042386-0.0059437i,0.00068369-0.0035181i,0.0042464-0.006495i,0.0069207+0.00085068i,0.0051684+0.0049391i,-0.0039914+0.0080473i,-0.0047665-0.0026416i,0.0055215+0.011382i,-0.003847+0.0014073i,0.0027922+0.0056688i,0.00048607+0.0016563i,0.00050606-0.003358i,0.0076121-0.0049451i,-0.0032145-0.00057377i,0.0040661-0.0030777i,-0.0051349+0.0026012i,-0.0017585-0.0002294i,0.00011796-0.00066666i,-0.0045252+0.00016204i,-0.0042228-0.00086743i,-0.0087829-0.0057981i,0.0019017-0.0027925i,-0.0037372+0.0028966i,-0.0020519+0.00085069i,-0.0025582+0.0039571i,0.0075257-0.0027339i,-0.0068705+0.001528i,-0.0062555-0.0060185i,-0.0023566-0.00071497i,-0.0055884+0.001057i,0.001726-0.0041533i,0.0061685-0.0020973i,0.0029546-0.0016886i,0.0065892+0.0057708i,0.0060645+0.0043259i,0.042589+0.01653i,-0.031202+0.0023253i,-0.034366+0.02601i,-0.0059796+0.018451i,0.0035716+0.0051203i,0.0069515-0.0061099i,-0.012315+0.0021184i
0.0091849-0.012945i,0.03522-0.026454i,0.011187-0.031421i,0.0034239-0.021604i,-0.0031093-0.041677i,-0.022387-0.015045i,-0.013963-0.011897i,-0.011592-0.024077i,-0.00062676-0.016643i,0.0032124-0.003295i,-0.0012598-0.0050879i,-0.001841-0.003558i,-0.0036876-0.0032702i,-0.0018393-0.0014161i,-0.00038299+0.0011134i,0.0007125-0.0027977i,-0.00073603+0.0029958i,-0.00044393+0.0011817i,6.9636e-05+0.00051068i,0.0017901+0.0011904i,0.0025871+0.00064141i,0.00052929-0.0015844i,0.0017297-0.00084198i,0.0019831+0.0019313i,-6.4619e-05+0.00065042i,-4.2198e-06+0.0002853i,-0.00045063+0.0014268i,-0.00038133+0.00090035i,0.00030181-3.1071e-05i,0.00018053+0.0002048i,0.00037085-0.0030768i,0.0012453-0.0010571i,-0.00019158-0.00074563i,-0.00028948-0.00082291i,0.0014705-0.00077353i,0.0039582-0.0038126i,0.00032341+0.00038351i,0.00083108+0.0023872i,0.00025566-0.00023045i,0.00022715-0.00040249i,0.00089858-1.9489e-05i,0.0008944-0.00024i,-0.00034609-0.001624i,0.0005587-0.0035018i,0.017771-0.0018678i,0.03968+0.02787i,0.043828+0.025549i,0.050523+0.011121i,0.011579+0.00067467i,0.036161-0.012044i,0.038808-0.00016855i,0.014669-0.0030048i,0.02786+0.0059811i,0.0079892+0.025625i,0.0019911-0.0062839i,-0.0021097-0.0017099i,0.00045585-0.0078651i,0.0051913-0.00079626i,0.0056018+0.0030521i,-0.00049303+0.0088614i,-0.0038295-0.00057845i,0.0062508+0.0087684i,-0.0036584+0.0036145i,0.0052023+0.0048175i,0.0011199+0.0012489i,-0.0010007-0.002559i,0.0058974-0.0077574i,-0.0031+0.00016748i,0.0035885-0.0039928i,-0.002387+0.0042813i,-0.0024629-0.00024299i,-0.00036212-0.00068652i,-0.0031614+0.0017228i,-0.003481+0.00046292i,-0.0095578-0.0024951i,0.00087404-0.0033671i,-0.0023619+0.0032583i,-0.0020668+0.0013661i,-0.00047925+0.0037954i,0.0067133-0.0061668i,-0.005247+0.0037492i,-0.0077334-0.0034785i,-0.0023394-0.00051565i,-0.0046601+0.0022641i,0.00041583-0.0036477i,0.0047067-0.0040056i,0.0031102-0.0023533i,0.0064576+0.0027199i,0.0055192+0.0039138i,0.042403+0.0092471i,-0.028017+0.0076498i,-0.028685+0.033179i,-0.0042595+0.016713i,0.0067352+0.0057069i,0.004149-0.0050933i,-0.012423+0.0047517i
0.0071455-0.014683i,0.029171-0.031424i,0.0060143-0.032419i,0.00079851-0.021548i,-0.011305-0.039437i,-0.023799-0.011402i,-0.016349-0.0097965i,-0.015024-0.021644i,-0.0030276-0.015763i,0.0023957-0.0038925i,-0.0027557-0.00392i,-0.0021316-0.0028839i,-0.0039227-0.0016442i,-0.0019921-0.00097812i,-9.7251e-05+0.001315i,0.00034381-0.0029001i,0.0001927+0.002434i,-0.00019419+0.0017978i,0.00041649+0.00077393i,0.0019012+0.00038735i,0.0026677-0.00044878i,-0.00016344-0.001741i,0.0012215-0.0012856i,0.0026982+6.9083e-06i,0.00040993+0.00043296i,-0.00010125+0.0001682i,0.00010686+0.0014014i,9.2525e-05+0.0010181i,0.00043385-0.00010003i,0.00029676+0.00010365i,-0.00087726-0.0030495i,0.00076361-0.0013845i,-0.0003981-0.0005494i,-0.00050682-0.0007084i,0.0009451-0.0017558i,0.0032751-0.0043769i,0.00064058+7.1906e-05i,0.0017013+0.0012768i,0.0002624-0.00041567i,-0.00011716-0.0006606i,0.0006526-0.00026672i,0.00051121-0.00046499i,-0.00065095-0.0012622i,-9.5486e-05-0.0034915i,0.017573-0.0049275i,0.044248+0.018615i,0.046895+0.017619i,0.051424+0.003499i,0.012098+0.002078i,0.034365-0.019384i,0.03838-0.0069847i,0.014177-0.0081438i,0.026216+0.00010283i,0.013347+0.021636i,0.00043244-0.0052476i,-0.0033911+0.0010037i,-0.0040098-0.0077221i,0.0037156-0.0016223i,0.0053913+0.0018269i,0.0025629+0.0084052i,-0.0026782+0.00065654i,0.0059348+0.0060853i,-0.001127+0.0056626i,0.0077598+0.0025906i,0.0017367+0.00093077i,-0.0017756-0.0014227i,0.0032841-0.0099251i,-0.0029238+0.00065051i,0.0028889-0.0050459i,-0.0003267+0.0032872i,-0.0030951+0.00037743i,-0.0005356-0.00060379i,-0.0019699+0.0029197i,-0.0026088+0.0011056i,-0.0088416+0.00074577i,-0.00058201-0.0039916i,-0.0008625+0.0031379i,-0.001729+0.0013592i,0.00078408+0.0026238i,0.0045982-0.0092803i,-0.0027561+0.0051229i,-0.0073324-0.00072292i,-0.0025474-0.00031347i,-0.0044494+0.0036512i,-0.00045085-0.0031397i,0.0030002-0.0044824i,0.0030108-0.0035353i,0.005058+0.0011658i,0.0055394+0.0037955i,0.041679+0.0019279i,-0.02485+0.0093714i,-0.020738+0.03738i,-0.0020469+0.016224i,0.0089204+0.0049793i,0.0031915-0.0031203i,-0.011225+0.006679i
0.0043759-0.016306i,0.022857-0.034684i,0.00050161-0.032631i,-0.0022073-0.021769i,-0.017828-0.035894i,-0.024666-0.0077424i,-0.018147-0.006868i,-0.017816-0.018864i,-0.0046978-0.014901i,0.0011667-0.0040559i,-0.0032401-0.0024762i,-0.0025502-0.0023625i,-0.0036493-0.00026664i,-0.0022619-0.0003363i,0.00057648+0.00151i,-0.00022408-0.0030189i,0.00069557+0.0021006i,0.00064155+0.0021393i,0.00074417+0.00050847i,0.0016188-0.00032918i,0.0022913-0.0013304i,-0.00073315-0.0016449i,0.00079935-0.0014767i,0.0018938-0.0015871i,0.00054465+0.00011064i,-0.00021128+0.00014794i,0.00061899+0.0013465i,0.00054153+0.00092611i,0.00038029-0.00028785i,0.00030601-3.6889e-05i,-0.0018123-0.0024355i,0.0002397-0.0014991i,-0.00060086-0.00042692i,-0.00074726-0.00038046i,-0.00024953-0.0019947i,0.0021257-0.0050897i,0.00056696-0.00030794i,0.0018101+7.5922e-05i,0.00035506-0.00050453i,-0.00062001-0.00069699i,0.00042728+8.4287e-05i,0.00025895-0.00041439i,-0.0008329-0.00088035i,-0.00061214-0.0032889i,0.017242-0.0083211i,0.045617+0.0085119i,0.048384+0.0090833i,0.051779-0.0054922i,0.014645+0.0031097i,0.030569-0.026471i,0.036688-0.013194i,0.011828-0.012789i,0.022996-0.0042012i,0.017476+0.016084i,-0.00030343-0.0049791i,-0.0029412+0.0042603i,-0.008591-0.0049547i,0.0020906-0.0021504i,0.0052204+0.00075259i,0.0050583+0.0071574i,-0.0012456+0.0010285i,0.0049801+0.0045378i,0.0021848+0.0046195i,0.0089383-0.0014003i,0.0023154+0.00022929i,-0.001754+0.00012872i,-0.00047544-0.011828i,-0.0031421+0.0016455i,0.0018714-0.0059568i,-5.579e-05+0.0027265i,-0.003321+0.0015346i,-0.00069884-0.00054891i,0.00091416+0.0039041i,-0.0019067+0.00071902i,-0.0068355+0.0032246i,-0.0027117-0.0037611i,6.8892e-05+0.0022554i,-0.0015263+0.0014371i,0.0011199+0.0013431i,0.0012448-0.011495i,-0.00028198+0.0048261i,-0.0060969+0.0008282i,-0.0025689+0.00019615i,-0.0028291+0.0062779i,-0.0013339-0.0021974i,0.0015974-0.0048331i,0.001986-0.0045911i,0.003955+0.0008818i,0.0060742+0.003125i,0.039429-0.0049042i,-0.025075+0.0094953i,-0.013007+0.037758i,0.0008761+0.01438i,0.010809+0.0029892i,0.0037821-0.0019787i,-0.0098324+0.0079665i
0.0014407-0.017181i,0.016743-0.036745i,-0.0046841-0.031848i,-0.0055429-0.02128i,-0.023884-0.031879i,-0.024956-0.0041904i,-0.019017-0.0037952i,-0.019999-0.015896i,-0.0062844-0.01449i,0.00051127-0.0036415i,-0.0031564-0.0013246i,-0.0028785-0.0014902i,-0.0032455+0.00091537i,-0.0021028+0.00058946i,0.0012429+0.0010777i,-0.00084865-0.0027483i,0.0011067+0.0018716i,0.0016855+0.0017902i,0.00075616+0.00034091i,0.0011728-0.00066132i,0.0017479-0.0021082i,-0.0012711-0.0013776i,0.00029895-0.0017i,0.00074981-0.002389i,0.00037827-0.00035112i,-0.00030527+0.00039282i,0.001189+0.0010154i,0.00088951+0.00061694i,0.00014089-0.00048412i,0.0001634-7.0716e-05i,-0.0025218-0.0016842i,-0.00037503-0.0015489i,-0.00070129+8.8803e-06i,-0.00063206-5.5786e-05i,-0.00078794-0.0014815i,0.00078611-0.0056516i,0.00040557-0.00029736i,0.0014172-0.00058471i,0.00038834-0.00079553i,-0.0010931-0.00041679i,0.0008912-0.00013039i,0.00021728-0.00040476i,-0.00085295-0.00031227i,-0.0011655-0.0033332i,0.015937-0.01251i,0.044479-0.0014442i,0.048203+0.00086268i,0.049034-0.015519i,0.019005+0.00094295i,0.024496-0.032304i,0.034321-0.018584i,0.0090125-0.015675i,0.020314-0.005902i,0.019464+0.0098204i,-0.0017645-0.0048096i,-5.2364e-05+0.0064661i,-0.010896-9.4478e-05i,0.00047211-0.0020723i,0.004729-0.00023399i,0.0064968+0.0050631i,-0.00044686+0.0004229i,0.003979+0.0035254i,0.0029361+0.002748i,0.0075603-0.0053966i,0.0025011-0.000949i,-0.000236+0.0012369i,-0.0057288-0.010433i,-0.0024181+0.0033314i,0.00068013-0.0065429i,0.0014437+0.0028523i,-0.0030671+0.0028458i,-0.00084332-0.00034835i,0.0039738+0.00060127i,-0.0019555+0.00040234i,-0.0039761+0.0041492i,-0.0046106-0.0022576i,0.00026661+0.0013335i,-0.001655+0.0012845i,0.001056+0.00024209i,-0.0037756-0.012429i,0.0015231+0.0034372i,-0.0055308+0.0018944i,-0.0026308+0.00067308i,0.00041+0.0063002i,-0.0012342-0.00085558i,0.00012639-0.0043818i,0.00071815-0.0051576i,0.0029564+0.00067559i,0.0061771+0.002409i,0.036229-0.0098397i,-0.026807+0.012479i,-0.0069162+0.037405i,0.0025597+0.010683i,0.011441+0.00015455i,0.0044289-0.0022006i,-0.0080717+0.0084942i
-0.0017248-0.017853i,0.010959-0.037893i,-0.0095702-0.030397i,-0.0084087-0.020223i,-0.028869-0.026349i,-0.024884-0.00061472i,-0.019331-0.00090157i,-0.021892-0.012798i,-0.0081202-0.014331i,0.00019691-0.0034235i,-0.0028125-0.00039037i,-0.0028445-0.00052063i,-0.0023217+0.0018425i,-0.001511+0.0012552i,0.0015007+0.0005204i,-0.0012003-0.0024017i,0.0013453+0.0017193i,0.0021465+0.00089339i,0.00088937+0.00028148i,0.00091866-0.00074528i,0.00079055-0.0026212i,-0.0018017-0.00083112i,-0.00024075-0.001506i,-0.0003303-0.0024835i,0.00014874-0.00045821i,-0.00014196+0.00065923i,0.0014461+0.00039959i,0.001056+0.00016834i,-9.9463e-05-3.9923e-05i,0.00015615+0.00010776i,-0.0030189-0.00076038i,-0.00085211-0.0011027i,-0.00048267+0.00042101i,-0.00047248+7.6967e-05i,-0.0010332-0.0011493i,-0.00098923-0.0056048i,0.00042871-0.00040751i,0.0011949-0.00085395i,-1.4126e-06-0.00084976i,-0.0014868+0.00016967i,0.00082412-0.00043438i,5.6306e-05-0.00042506i,-0.00063393+0.00022716i,-0.0019862-0.0028069i,0.01282-0.016191i,0.041011-0.0098272i,0.046664-0.0068742i,0.043602-0.023584i,0.02131-0.0042179i,0.017741-0.036127i,0.031556-0.023895i,0.006707-0.018311i,0.019676-0.0072837i,0.020334+0.003885i,-0.0037632-0.0043656i,0.0032733+0.006165i,-0.010724+0.0052535i,-0.00084975-0.0015121i,0.004217-0.00073223i,0.0063489+0.0034416i,-0.00052432-0.00016153i,0.0029387+0.003674i,0.0033138+0.0018971i,0.0042696-0.0077293i,0.0015985-0.0019592i,0.0011377+0.00080659i,-0.008449-0.0057472i,-0.00027332+0.0041691i,-0.0032784-0.010056i,0.0023787+0.0015311i,-0.0019779+0.0041858i,-0.00085703-0.00027461i,0.0031173-0.0027519i,-0.0024077+0.00064884i,-0.0021508+0.0032656i,-0.0050101-0.00017701i,3.4714e-05+0.00065138i,-0.001694+0.0013726i,0.0004033-0.0006262i,-0.0094317-0.01003i,0.0020761+0.0013932i,-0.0049368+0.0031267i,-0.0025417+0.0014972i,0.0030093+0.0051735i,-0.00048157-0.00064593i,-0.00033185-0.0033808i,-0.00058514-0.0052913i,0.0017971+0.00118i,0.0061183+0.0018063i,0.034293-0.013953i,-0.027419+0.017462i,-0.0014163+0.035756i,0.0019905+0.0069854i,0.010753-0.0034308i,0.0041764-0.0022374i,-0.0067128+0.0077878i
-0.0055329-0.017812i,0.0055591-0.03847i,-0.014376-0.028211i,-0.011147-0.019197i,-0.032203-0.020089i,-0.02429+0.0028024i,-0.019208+0.0019437i,-0.023405-0.0093964i,-0.010332-0.014017i,-0.00025354-0.0034692i,-0.0022027+0.00027091i,-0.0024254+0.00023527i,-0.0011688+0.0022884i,-0.00086341+0.0015489i,0.0016449+2.9217e-07i,-0.0013741-0.0021012i,0.0015553+0.0016084i,0.0022622+0.00010302i,0.0010601-2.4408e-05i,0.00076057-0.00093865i,-0.00031536-0.0025341i,-0.0019257-7.8306e-05i,-0.00060708-0.0012i,-0.0011662-0.0021786i,4.5533e-08-0.00048742i,0.0001436+0.00072035i,0.0012707-0.00022104i,0.0010786-0.00037388i,3.9434e-05+3.7314e-06i,0.00018603+0.00015999i,-0.003213+0.00044929i,-0.0010122-0.00061224i,-1.4493e-05+0.00047028i,-0.00042486+0.00010446i,-0.0014241-0.00065448i,-0.0020182-0.0046342i,0.00019617-0.00055499i,0.00080691-0.0013759i,-0.0001679-0.00044032i,-0.0015268+0.00079529i,0.00043456-0.0004536i,-0.00016795-0.0004128i,-0.00017789+0.00048142i,-0.0021479-0.0016866i,0.0089178-0.018488i,0.035995-0.016008i,0.043808-0.013881i,0.036854-0.029595i,0.020964-0.0089802i,0.010327-0.038321i,0.0279-0.029165i,0.0037028-0.021033i,0.019578-0.0098313i,0.019751-0.0027383i,-0.0059222-0.0028453i,0.0056164+0.0041536i,-0.0080207+0.0099028i,-0.0016916-0.00071244i,0.0035469-0.0010234i,0.0072517+0.0025362i,-0.00086366-0.00011462i,0.0027685+0.0042814i,0.0039617+0.00061895i,0.0011913-0.0078145i,0.00060494-0.0024064i,0.0017557-9.7119e-05i,-0.0085461-0.0018146i,0.0017469+0.003549i,-0.0067737-0.0088963i,0.0018966+0.00031151i,2.0259e-05+0.0046732i,-0.0011308-0.0002792i,0.00082052-0.0047355i,-0.0025096+0.0013799i,-0.0015486+0.0022557i,-0.004376+0.0010003i,-0.00053627+0.00050262i,-0.0011706+0.0019777i,-0.00068764-0.00065756i,-0.01196-0.0052013i,0.0015079+0.00017384i,-0.0038653+0.0036848i,-0.0017967+0.0021232i,0.004939+0.003476i,-0.0004789-0.00038902i,8.9948e-06-0.0031915i,-0.0016741-0.0046119i,0.0024617+0.0027655i,0.0061211+0.0011492i,0.031303-0.018989i,-0.026057+0.023265i,0.002359+0.03349i,-0.00031713+0.0045781i,0.0073042-0.0052647i,0.0045175-0.0026959i,-0.0069241+0.0071551i
-0.0091174-0.016568i,0.00043884-0.038758i,-0.018323-0.024838i,-0.013913-0.017748i,-0.034254-0.014164i,-0.023199+0.0063126i,-0.018516+0.004822i,-0.024232-0.0060538i,-0.012975-0.013091i,-0.0006637-0.0032734i,-0.0015233+0.00039233i,-0.0018759+0.00083737i,-1.5197e-05+0.0024298i,-0.000243+0.0017116i,0.0015138-0.00058139i,-0.0015501-0.0020492i,0.0017137+0.0006974i,0.0021043-0.00064729i,0.0009514-0.0005037i,0.00051405-0.0010325i,-0.0011343-0.0020815i,-0.0014922+0.00053484i,-0.00071536-0.0010056i,-0.0014363-0.0017859i,-0.00023648-0.00058465i,0.00042485+0.000679i,0.00095403-0.00050886i,0.00086991-0.00060109i,7.3779e-05-7.8421e-05i,0.0003813+0.00033759i,-0.0027138+0.0017428i,-0.0010047-0.00030656i,0.00014041+0.00034154i,-0.00039698+0.00028834i,-0.0014119-9.6975e-06i,-0.0025846-0.0037527i,-4.5747e-05-0.00046725i,-3.4063e-05-0.0010113i,7.9066e-05-0.00040737i,-0.0011593+0.0013698i,0.00065136-0.00096517i,-9.562e-05-0.00023587i,0.00033884+0.00042732i,-0.0017101-0.0010844i,0.0051863-0.019721i,0.03151-0.019833i,0.040175-0.019781i,0.029986-0.033445i,0.019208-0.012969i,0.0028398-0.038259i,0.023239-0.033583i,0.00020953-0.023075i,0.019157-0.012472i,0.016647-0.0083313i,-0.0073252-0.00014866i,0.0063061+0.001356i,-0.0036068+0.012387i,-0.002533+0.00041368i,0.0031521-0.0009341i,0.0075783+0.000517i,-0.00091886-2.4703e-05i,0.0032578+0.0055484i,0.0034672-0.00078074i,-0.0011646-0.0068114i,-0.0005609-0.0024174i,0.001767-0.00085455i,-0.0069212+0.00076377i,0.0031646+0.0022121i,-0.044775+0.024729i,0.0013873+0.00031268i,0.001919+0.0040715i,-0.0012546+0.00013237i,-0.0017839-0.0052042i,-0.0020445+0.0016484i,-0.0021818+0.0021266i,-0.0040582+0.002392i,-0.00087229+0.00094736i,-0.0012446+0.002132i,-0.0013167-7.0023e-05i,-0.012211-0.0007772i,0.0007024-0.00050509i,-0.0034039+0.0042804i,-0.0010497+0.0022927i,0.0067745+0.00019691i,5.259e-05-8.8351e-05i,0.00019726-0.0036711i,-0.0025795-0.0043834i,0.003574+0.0028919i,0.0066222+0.00053501i,0.027922-0.022743i,-0.022536+0.030254i,0.0068037+0.03211i,-0.0033437+0.0041708i,0.0038803-0.0043577i,0.0041324-0.0036676i,-0.0072478+0.0073298i
-0.011822-0.014697i,-0.0052012-0.039195i,-0.021379-0.021723i,-0.016478-0.015768i,-0.035554-0.0076833i,-0.021301+0.009531i,-0.017211+0.0074078i,-0.024734-0.0027671i,-0.015846-0.011446i,-0.00080992-0.0033949i,-0.0011523+0.00033801i,-0.0010796+0.0011189i,0.0011661+0.0021642i,0.00053643+0.0015006i,0.0011389-0.0010304i,-0.0020035-0.0019307i,0.0019212-0.00088723i,0.0015697-0.0012004i,0.00068832-0.00077935i,0.00043089-0.0011036i,-0.0017136-0.0014771i,-0.0010686+0.00085589i,-0.00096037-0.00093303i,-0.0015118-0.0016509i,-0.00047961-0.00044383i,0.00072307+0.00054518i,0.00061-0.00078932i,0.00062028-0.00084682i,1.4804e-06-0.00010467i,0.00083507+0.0002651i,-0.0018621+0.0024984i,-0.001038-2.0766e-05i,0.00038341+0.00024076i,-0.00019057+0.00039142i,-0.00099062+0.00030531i,-0.0033338-0.0033783i,-4.5023e-05-0.00025784i,-2.0912e-06-0.00074002i,2.1816e-05-0.00063263i,-0.00060331+0.0015679i,-0.00066124-0.00083473i,-2.5454e-05-0.00044926i,0.00076963-0.00024029i,-0.0012657-0.00096654i,0.0013645-0.020584i,0.028203-0.023743i,0.035949-0.024926i,0.023302-0.035261i,0.01759-0.015735i,-0.0040442-0.036039i,0.017984-0.037449i,-0.0032297-0.024679i,0.019204-0.01643i,0.012401-0.011592i,-0.0071316+0.0035717i,0.0056609-0.0013252i,0.00056719+0.012624i,-0.0027107+0.001932i,0.0033686-0.00091426i,0.0067083-0.0013411i,-0.0011396-2.1419e-05i,0.0054287+0.0061518i,0.0025664-0.0010818i,-0.0025042-0.0051726i,-0.001453-0.0019388i,0.0017735-0.0015263i,-0.0058953+0.0022556i,0.0038387+0.00046769i,-0.0062389+0.0075556i,0.0017758+0.00070143i,0.0030745+0.0028802i,-0.0011226+0.00030694i,-0.0044352-0.0042624i,-0.0019228+0.0019282i,-0.0020426+0.0027509i,-0.0033396+0.0036658i,-0.00056293+0.0013775i,-0.0010716+0.0029825i,-0.0012791+0.00045922i,-0.011309+0.0030032i,-0.00010039-0.00067845i,-0.002714+0.0052633i,-0.00062722+0.002503i,0.005339-0.0042216i,0.00045357-0.00065958i,-0.00024824-0.0044755i,-0.0038099-0.0034728i,0.0046792+0.0021185i,0.0070389-0.00043594i,0.024413-0.025778i,-0.014881+0.035781i,0.011239+0.029453i,-0.0056749+0.0054722i,0.0021793-0.0021894i,0.0030234-0.0042495i,-0.0074005+0.0078163i
