-0.023391-0.018912i,-0.032307-0.032825i,-0.022295-0.019551i,-0.032531-0.020117i,-0.023995+0.0042893i,-0.02871-0.017567i,-0.058106-0.043723i,-0.04131-0.041172i,-0.030864-0.023754i,0.0050096+0.0056912i,-0.0034868+0.0062432i,-0.011119+0.010991i,0.0039762+0.0069202i,-0.0038243-0.0026928i,0.0027981+0.0016627i,0.00413+0.028382i,0.026263+0.032025i,-2.838e-05+0.00031992i,-0.0028995-0.0029673i,0.0075261+0.0039777i,0.0020435+0.000702i,-5.3411e-05+0.0025923i,-0.00057013+0.00036283i,-0.032622-0.0006753i,-0.003151-0.004767i,3.8153e-05+0.0026125i,0.0040678-0.0011219i,0.00062321-0.00039893i,-0.00047406-0.00058897i,-0.0010153-0.0019048i,-0.0021361-0.00064015i,-0.0037637-0.0037617i,-0.0029683-0.0052353i,0.00030008-0.0012336i,0.00059838-0.0029617i,-0.0014077+0.025281i,0.0021274-0.0030564i,0.0021714-0.0039818i,0.0043161-0.0024203i,-0.0064527-0.0017862i,0.00087776+0.0012512i,0.0099976-0.00043756i,-0.0019762-0.00026364i,-0.0032277+0.0014823i,-0.0088454-0.0024834i,-0.018889+0.021555i,-0.0077601-0.086137i,-0.0025647-0.06094i,-0.021409-0.053591i,-0.010947-0.045743i,0.054128-0.025962i,0.024729-0.067134i,0.04119-0.053464i,0.018584-0.039031i,0.026137-0.019724i,0.012341+0.011805i,0.025549-0.029221i,-0.011389-0.0013097i,-0.00071231-0.00097057i,-0.0072858-0.0016738i,-0.0052398-0.029292i,-0.02086+0.0275i,0.0074831-0.009381i,-0.01043-0.0033868i,-0.0024481-0.0018323i,-0.00066221-0.014491i,-0.0081085+0.0049697i,0.0050917+0.010422i,-0.010536+0.030867i,0.0064773+0.0076186i,-0.0036428-0.0016505i,-0.002437-0.0017698i,-0.012779-0.0057416i,0.00022213-0.0039661i,-0.033252+0.0032611i,0.0030186-0.0087943i,-0.0071712-0.0017545i,-0.0051703-0.0030775i,0.0069368+0.0019114i,-0.01041+0.0008037i,0.0024508-0.000173i,0.0060552+0.0080112i,0.0058398+0.0010257i,-0.0080868-0.0096616i,0.0023827+0.0081315i,-0.019856+0.0075311i,0.0030384+0.005885i,-0.021231-0.0092868i,-0.027582-0.0050411i,0.009961-0.061342i,0.018669-0.014897i,-0.051138-0.028955i,-0.023874+0.0016267i,0.018935+0.010012i,-0.027284+0.012118i,-0.012592-0.008388i
0.0056214+0.0048705i,0.036552+0.014798i,0.019512-0.0042583i,0.013088+0.0021313i,0.0085068-0.0019394i,0.015807-0.007485i,0.012153+0.014199i,0.018395+0.020105i,0.0007655-0.0023852i,0.0011546+0.00082324i,0.0024051-0.0011821i,0.0011457-0.0038356i,8.7228e-05-0.001203i,0.0021186-7.3663e-05i,0.0051653-0.0012276i,0.0057475+0.00064045i,0.0055006-0.0051044i,7.2726e-05-0.00099574i,-0.0021327-0.00012834i,0.0004721+0.00075606i,0.00018263-0.00020176i,-0.0021133-0.00049902i,-0.001564-9.6916e-05i,0.0061249+0.0074943i,-0.00063557+0.00024107i,0.00035408+0.00082522i,0.00098616+0.00094626i,-3.0793e-05+0.0013299i,-0.00038523-0.00035745i,-0.0011333-1.5845e-05i,0.00050107-0.0011281i,-0.00053467+0.00035842i,9.1067e-05+0.00070493i,1.0437e-05+0.00057816i,-0.00032133-0.0010285i,-0.0089145+0.0068689i,0.00049038+0.00034792i,-0.00048218+7.3231e-06i,-0.00039636+0.0015647i,-0.00032961-0.002917i,-0.00064235+0.00018114i,-0.00046852-0.00018972i,0.00072897+0.0013684i,0.0034072-0.0023554i,0.00039226+0.0029594i,-0.04998+0.008793i,-0.0035898+0.029052i,-0.013967+0.040948i,-0.0089436+0.065005i,-0.017113+0.044289i,-0.0061169+0.019431i,-0.0088979+0.013569i,-0.046238+0.0047029i,-0.024492-0.0077623i,0.015112+0.026017i,0.00050448+0.0053661i,-0.0072411+0.001802i,-0.0139-0.0021791i,0.0039085-0.00021231i,0.0068684+0.014237i,-0.0059066+0.0068208i,-0.0053521-0.0062909i,0.0056079-0.0026552i,-0.006631-0.0052939i,0.0036387-0.0066931i,0.0042318-0.0022123i,-0.0023679+0.010254i,0.011818-0.0055303i,0.0062794-0.0048064i,0.0054607-0.00828i,0.0029689+0.00069244i,-0.0018385-0.0059838i,-0.0035862-0.0016243i,0.0021571-0.0017388i,-0.010468+0.031253i,-0.0041708-0.0052511i,0.0033228+0.00014616i,-0.00033675-0.0070986i,0.003279-0.0017533i,-0.013341-0.0059361i,0.00082415+0.00093677i,0.0039609-0.0017396i,0.0024372-0.0010174i,0.0013403-0.0055341i,-0.0019576+0.0056501i,-0.00019206+0.0059227i,-0.004873+0.0068494i,-0.0052644+0.0021653i,-0.0058731-2.7052e-05i,-0.023391+0.019326i,-0.0088632+0.014467i,-0.022373-0.011336i,-0.009021-0.0094691i,0.0087355+0.020652i,-0.00028083+0.019886i,-0.0087124-0.0038017i
0.0060066+0.0029219i,0.038168+0.0072075i,0.018425-0.0079617i,0.01369+0.00073805i,0.0092556-0.0033626i,0.014265-0.010647i,0.012935+0.011297i,0.021237+0.016278i,9.315e-05-0.0024606i,0.0014748+0.00029611i,0.0022796-0.0015794i,-0.00041841-0.002597i,-6.8716e-05-0.0006609i,0.0020146-7.2852e-05i,0.0044569-0.0023204i,0.0053115-9.4282e-06i,0.003166-0.0054362i,0.0001134-0.00085801i,-0.0022718+0.00017579i,0.00092282+0.00015004i,3.9209e-05-0.00057131i,-0.0022102+6.7933e-05i,-0.0015443+0.00011183i,0.0096075+0.0043566i,-0.00099648+0.0010316i,0.00090732+0.00049245i,0.0010808+0.00032308i,0.00051369+0.0011395i,-0.00085027+0.00024137i,-0.0011912+0.00048829i,-0.00014239-0.0011718i,-0.00062577+3.1567e-07i,0.00016495+0.00061276i,0.00026157+0.00050922i,-0.00077301+1.7913e-05i,-0.0060034+0.0088489i,0.00022777+0.00012694i,-0.00035124+0.00039664i,0.00025304+0.0012406i,-0.0011631-0.0022603i,-0.00045693+0.00011937i,-0.00058537+0.00010909i,0.00087491+0.0012984i,0.0022659-0.0025085i,0.0016387+0.0029495i,-0.044862+0.016833i,-0.000695+0.030078i,-0.0052084+0.041252i,0.007618+0.062023i,-0.0059265+0.043565i,-0.0080806+0.015823i,-0.011944+0.011339i,-0.047333+0.0081818i,-0.020853-0.0096102i,0.020966+0.020348i,0.00045812+0.0051216i,-0.0060766+0.0070209i,-0.013594+0.0025362i,0.0023905-0.0019719i,0.010072+0.012119i,-0.0018751+0.011065i,-0.0087978-0.004689i,0.00255-0.0043028i,-0.0066894-0.0019052i,-0.00078802-0.0065048i,0.0026626-0.0039522i,0.0024829+0.008156i,0.0074244-0.0085015i,0.0024873-0.0061016i,0.0010301-0.0056219i,0.0040807-0.00022089i,-0.0031331-0.0048761i,-0.0020841+0.00070281i,0.0020766-0.0018752i,0.0058041+0.031487i,-0.0056427-0.0045181i,0.0035658-0.0018136i,-0.0035737-0.0062309i,0.0032533-0.002637i,-0.01354+0.00046641i,0.0017404+0.001371i,0.0031249-0.0019077i,0.0026297-0.0019056i,-0.00014316-0.0057899i,-0.00029312+0.0029574i,0.0020342+0.0046758i,-0.0011405+0.0081696i,-0.0039327+0.0044786i,-0.0066666+0.0009622i,-0.018041+0.018019i,-0.0065448+0.016697i,-0.025203-0.0059012i,-0.011926-0.0122i,0.01182+0.020177i,0.0036182+0.021436i,-0.011579-0.0036027i
0.0056645+0.0013767i,0.037853-0.0011144i,0.017061-0.012296i,0.01499-0.0021257i,0.010108-0.0055295i,0.011861-0.013747i,0.012928+0.0084792i,0.023544+0.011812i,-0.00015678-0.0021899i,0.0012117-0.00023281i,0.001799-0.0025012i,-0.00044243-0.0012364i,-5.4049e-05-0.00065121i,0.0020334-0.0004481i,0.0034909-0.0031338i,0.0048011-0.00069237i,0.0015008-0.005229i,-8.581e-05-0.0010427i,-0.0023089+0.0010569i,0.00079196-0.00075714i,-0.0006298-0.00089929i,-0.0019542+0.0006885i,-0.0016193+0.00041286i,0.010158-0.0005023i,-0.00022717+0.0015088i,0.00086607-0.00012514i,0.00084143-7.2434e-05i,0.00095154+0.00062272i,-0.00047473+0.00072987i,-0.0010291+0.00094436i,-0.00071561-0.00089402i,-0.0011317+0.00057994i,0.00042693+0.00054464i,0.00039286+0.00029345i,-0.00035575+0.00070369i,-0.0029418+0.0098373i,7.2782e-05+0.00020528i,-9.0856e-05+0.00035959i,0.00049334+0.00090888i,-0.0018256-0.001371i,-0.0003637-2.2021e-05i,-0.00036364+0.00034593i,0.0011593+0.0013692i,0.0017421-0.002501i,0.0036537+0.0019745i,-0.038851+0.023159i,0.003832+0.031065i,0.0034865+0.038309i,0.022776+0.053635i,0.003933+0.042309i,-0.011191+0.015032i,-0.014575+0.012062i,-0.047629+0.01456i,-0.01991-0.012947i,0.024102+0.012143i,0.00063238+0.0049761i,-0.0034987+0.0086671i,-0.012909+0.005984i,2.593e-05-0.003812i,0.012856+0.0089904i,0.0034463+0.011756i,-0.011242-0.001874i,0.00064041-0.0030707i,-0.006026+0.00085797i,-0.0029211-0.0041842i,0.00064705-0.0038524i,0.0049085+0.0070521i,0.0042573-0.0090171i,-0.0011926-0.0050104i,0.00077384-0.0030423i,0.004407-0.002436i,-0.0052403-0.0034225i,-0.00072262+0.00063906i,0.00099769-0.0023748i,0.018991+0.023862i,-0.0074996-0.0023716i,0.0030092-0.0032317i,-0.0037937-0.0043737i,0.003485-0.0040783i,-0.010535+0.0057907i,0.0035356+0.00084639i,0.0022343-0.0023599i,0.0017179-0.002261i,-0.0020079-0.0048741i,-0.0012876+0.002703i,0.0030234+0.0028945i,0.0023555+0.0081264i,-0.0023569+0.0049457i,-0.0073206+0.0029359i,-0.015599+0.016322i,3.5497e-05+0.017657i,-0.025714-0.0014367i,-0.015861-0.01306i,0.016853+0.017141i,0.0088786+0.022248i,-0.013898-0.0014967i
0.0051051+0.00049343i,0.034679-0.008011i,0.013706-0.016497i,0.014872-0.0062907i,0.0098727-0.00863i,0.0085276-0.015858i,0.012662+0.0066497i,0.024281+0.0070213i,-6.623e-05-0.0024975i,0.00067416-0.00022723i,0.00066418-0.0027409i,-8.7034e-05-0.00066461i,-0.00049499-0.000391i,0.0017296-0.00065672i,0.0022758-0.0035845i,0.0043316-0.0010004i,0.00019841-0.004548i,-0.00032357-0.00097489i,-0.0013637+0.0019299i,9.138e-05-0.0011203i,-0.0011375-0.00039059i,-0.0015722+0.0013526i,-0.001507+0.00092582i,0.0080842-0.0042422i,0.00035606+0.0013863i,0.00051879-0.00026351i,0.00068403-0.00015482i,0.00081315+9.535e-05i,-5.095e-05+0.00064056i,-0.00069837+0.0014345i,-0.0010961-0.00033768i,-0.00064572+0.0012753i,0.00055926+0.0002204i,0.0003274+8.0213e-05i,0.00024253+0.00077302i,0.00022976+0.0098488i,0.00016512+0.00021941i,-7.5394e-05+0.00021919i,0.00057607+0.00081279i,-0.0018835-0.00038088i,-0.00045738-4.5996e-05i,-0.00017427+0.00033285i,0.0015551+0.0013114i,0.0013702-0.0025109i,0.0052453-0.00032925i,-0.031616+0.027927i,0.0092196+0.030995i,0.008686+0.034472i,0.03486+0.040237i,0.013635+0.036924i,-0.014787+0.017345i,-0.017505+0.015168i,-0.046082+0.021894i,-0.021893-0.016008i,0.024732+0.0032985i,0.0010695+0.0054385i,-0.00086149+0.011252i,-0.011078+0.0097329i,-0.0043003-0.002853i,0.015317+0.003764i,0.0085467+0.009804i,-0.01237+0.0020587i,-0.00013789-0.0024731i,-0.0043098+0.0026648i,-0.0036004-0.0013294i,-0.00033572-0.0032783i,0.0069938+0.0036304i,0.0012074-0.0090059i,-0.0034134-0.0018793i,0.0015025-0.0018521i,0.0030956-0.0044605i,-0.0058672-0.00030773i,0.00033406+0.00097386i,0.00040869-0.0020606i,0.026348+0.0118i,-0.0077406+0.0012647i,0.0021491-0.0045464i,-0.0041836-0.0026528i,0.00201-0.0062731i,-0.0058213+0.0078747i,0.0046514-0.0012235i,0.0013505-0.001895i,0.0011995-0.0023507i,-0.0026464-0.003131i,-0.0015043+0.0036758i,0.0030655+0.0012012i,0.0058193+0.0067043i,-0.0011538+0.0045697i,-0.0073128+0.0052629i,-0.013942+0.017327i,0.0090718+0.012883i,-0.024321+0.0034537i,-0.021264-0.011819i,0.018981+0.012107i,0.01516+0.020408i,-0.013509+0.0005185i
0.0050114-8.4383e-05i,0.03137-0.012687i,0.0095725-0.01907i,0.013544-0.01027i,0.0083811-0.011642i,0.0053121-0.017004i,0.012672+0.00552i,0.024206+0.002818i,3.4378e-05-0.0030063i,0.00029317-8.3338e-05i,-0.00035326-0.0024077i,0.00027333-0.00058699i,-0.0006276+0.00025794i,0.0014566-0.00090026i,0.0011742-0.0034851i,0.0042188-0.0010712i,-0.00052471-0.0037352i,-0.00076927-0.00084426i,-0.00050977+0.0018381i,-0.00056475-0.0010019i,-0.0012414+0.00010147i,-0.00083792+0.0017294i,-0.0011476+0.0014259i,0.005174-0.0063563i,0.00074018+0.0010978i,0.00034269-0.00027887i,0.00052206-0.00033983i,0.00052354-8.2739e-05i,4.346e-05+0.00057992i,9.9618e-07+0.0016768i,-0.0010359+0.00020895i,-2.5646e-05+0.0013852i,0.00050154-9.818e-05i,0.00033191+0.00021107i,0.00079295+0.00068418i,0.0029651+0.0090248i,0.0001076+0.00026446i,-0.00021392+0.00024949i,0.00093104+0.00071846i,-0.0015706+0.00028097i,-0.00060339-0.00018491i,-9.3557e-05+0.00034641i,0.0018882+0.00084503i,0.00067588-0.0027968i,0.0051171-0.0033378i,-0.023368+0.030432i,0.015612+0.029321i,0.01421+0.032018i,0.039529+0.024497i,0.019216+0.029863i,-0.015746+0.023261i,-0.017852+0.021997i,-0.043224+0.030499i,-0.026698-0.016729i,0.020558-0.0039964i,0.0023674+0.0057425i,0.0042093+0.011016i,-0.0079208+0.012629i,-0.0059653+0.00075714i,0.01449-0.0031666i,0.012191+0.0058446i,-0.012066+0.0061888i,-0.00046273-0.00087359i,-0.0026206+0.0035298i,-0.0019104+0.0005663i,-0.0019927-0.0022201i,0.006798+0.00080957i,-0.0014333-0.0078422i,-0.0030312+0.0013846i,0.0027628-0.0022107i,0.0011162-0.0054144i,-0.0041153+0.0016918i,0.001689+0.0003338i,0.00026729-0.001616i,0.027031-0.00085131i,-0.0056079+0.004124i,0.00048497-0.0053532i,-0.0034923-0.0017733i,-0.00034569-0.0069452i,-0.0020657+0.0076042i,0.0040405-0.0033669i,0.0013743-0.00092616i,0.0013574-0.0021281i,-0.0017231-0.0023483i,4.6033e-05+0.0045054i,0.0020234+6.3619e-05i,0.0074925+0.0032671i,-0.00077581+0.0034147i,-0.005519+0.0080851i,-0.010775+0.018449i,0.012298+0.0015813i,-0.020176+0.005374i,-0.026376-0.0089731i,0.020046+0.0070787i,0.020066+0.014259i,-0.013998+0.00099089i
0.005089-0.0010341i,0.028437-0.016974i,0.0057361-0.020663i,0.011227-0.014168i,0.0062478-0.014061i,0.0019197-0.01774i,0.013654+0.0044928i,0.02385-0.0012501i,-9.9666e-05-0.0039431i,-0.00014838+0.00024727i,-0.00079785-0.0017311i,0.00045589-0.00058647i,-0.00019078+0.00087988i,0.0011055-0.00095384i,0.00039154-0.0032107i,0.0045091-0.0014427i,-0.00083074-0.0033814i,-0.00082739-0.0004915i,0.00011861+0.0016649i,-0.0009843-0.00065411i,-0.00092812+0.00040356i,0.00010566+0.0015314i,-0.00054217+0.0017041i,0.0019449-0.0071701i,0.00123+0.00077349i,0.00019538-0.00035417i,0.00034473-0.00048978i,0.00035762-0.00017887i,0.00022374+0.00056051i,0.00065736+0.0013908i,-0.00078306+0.00055346i,0.00056749+0.0012215i,0.00030338-0.00020302i,0.00053791+1.3488e-05i,0.0010312-3.2823e-05i,0.0047867+0.0074071i,0.00021839+0.00028752i,-0.00012588+0.00041367i,0.00095159+0.0003737i,-0.0010222+0.00062026i,-0.00092187-9.9798e-05i,3.6097e-05+0.0002861i,0.0019943+0.00041894i,-9.1084e-05-0.0025787i,0.0041978-0.0058948i,-0.015737+0.030457i,0.021471+0.025223i,0.020034+0.028059i,0.039303+0.010198i,0.02222+0.023231i,-0.012579+0.029964i,-0.013611+0.029568i,-0.036504+0.040513i,-0.031832-0.013996i,0.015516-0.0076908i,0.0037578+0.00489i,0.007706+0.0085978i,-0.0039441+0.014782i,-0.0053309+0.0035362i,0.010117-0.0093608i,0.01336+0.0001326i,-0.010308+0.0091036i,0.0005811-5.117e-05i,-0.00082741+0.0033569i,-0.00039644+0.00051825i,-0.0021352+6.8413e-05i,0.005537-0.00082474i,-0.0031214-0.0057467i,-0.0008956+0.003257i,0.0028797-0.0040468i,-0.0011042-0.0050616i,-0.0027792+0.0019223i,0.0020513-0.0010985i,0.00078381-0.0015116i,0.022393-0.011624i,-0.0026712+0.0052203i,-0.0012388-0.004873i,-0.0033808-0.0011158i,-0.0028039-0.0064981i,0.00052895+0.0066691i,0.0031726-0.0047432i,0.0022297-0.0011915i,0.0012833-0.0031385i,-0.0011932-0.0027153i,0.0013788+0.0045792i,0.0009404+0.0003366i,0.0070148+0.00070044i,-0.001181+0.0026692i,-0.0022738+0.009653i,-0.0072696+0.018317i,0.0081098-0.0077503i,-0.017869+0.0029439i,-0.03168-0.0030722i,0.018661+0.00029732i,0.020905+0.0076478i,-0.015012+0.0026967i
0.0049744-0.0019364i,0.024624-0.021258i,0.0013453-0.022272i,0.0071558-0.017869i,0.0035286-0.016265i,-0.0016822-0.01755i,0.015341+0.0026261i,0.022821-0.0054309i,-0.00078939-0.0047545i,-0.00031453+0.0011436i,-0.0011851-0.0012274i,0.00054077-0.0011788i,0.00033839+0.0010157i,0.00076444-0.00089766i,-0.000178-0.0027621i,0.0046759-0.0023865i,-0.0013468-0.0032265i,-0.0010515-0.00032951i,0.00084267+0.0012283i,-0.0014011-0.00014437i,-0.00094423+0.00044438i,0.00064895+0.00084906i,-2.7385e-05+0.0017007i,-0.0013621-0.0065916i,0.0013271-0.0002604i,-1.4502e-05-0.00021474i,-0.00015134-0.00057529i,0.00015892-0.00015879i,0.00053629+0.00033085i,0.00098893+0.00085422i,-0.00032555+0.00071178i,0.00078321+0.00094263i,6.2024e-05-0.00014522i,0.00043431-0.00023514i,0.00054287-0.00080727i,0.0058912+0.005774i,0.00032103+0.00023042i,-9.2796e-05+0.00044124i,0.0009889+0.00021463i,-0.00036108+0.00066905i,-0.0011143+0.00030601i,0.00011567+0.00029769i,0.0020273-0.00011937i,-0.00072421-0.0021314i,0.0022263-0.0081616i,-0.0093087+0.028816i,0.025643+0.019686i,0.025232+0.022833i,0.034952-0.0014284i,0.023258+0.017985i,-0.0063102+0.034244i,-0.0044162+0.034163i,-0.024972+0.047256i,-0.035693-0.0085982i,0.010611-0.009283i,0.004586+0.0035681i,0.0093575+0.0047528i,0.00058537+0.015001i,-0.004368+0.0051808i,0.0022236-0.011426i,0.011153-0.0049155i,-0.0080792+0.011672i,0.0016345-0.0011073i,0.00045005+0.0024846i,-1.0876e-05-0.00022827i,-0.00038287+0.0014773i,0.0044016-0.0010794i,-0.0035404-0.0042381i,0.0016326+0.0033713i,0.0015624-0.0061233i,-0.0025584-0.0039471i,-0.0017434+0.0022627i,0.001379-0.0024295i,0.00082699-0.0023005i,0.014132-0.017828i,-5.7219e-05+0.0050281i,-0.0022197-0.004124i,-0.0029381-0.00091708i,-0.0046443-0.0054279i,0.0021507+0.0052274i,0.0016862-0.0065272i,0.0024568-0.0021169i,9.4543e-05-0.0037504i,-0.0020832-0.0031575i,0.0035912+0.0045043i,0.00056173+0.0014247i,0.0064129-0.0010573i,-0.0020353+0.0028037i,0.00074831+0.0089546i,-0.0039677+0.018273i,0.0010548-0.013782i,-0.020143+0.00011189i,-0.033103+0.0054338i,0.0127-0.0041064i,0.020808+0.0022508i,-0.014334+0.0046695i
0.0049699-0.0030021i,0.020561-0.024071i,-0.003977-0.022442i,0.0015669-0.019558i,-0.00011512-0.017627i,-0.0045768-0.016341i,0.016961-0.00035003i,0.020795-0.0092141i,-0.0013874-0.0056031i,0.00042491+0.0021433i,-0.001402-0.00032925i,-0.00032762-0.0015114i,0.00088641+0.0010426i,0.00068524-0.00063856i,-0.00039926-0.0023441i,0.0043051-0.0031656i,-0.0024544-0.0027097i,-0.0011673+0.0001673i,0.0011141+0.00044614i,-0.0014098+0.0007516i,-0.0008456+0.00081061i,0.00053084+6.076e-05i,0.00043985+0.0015933i,-0.0036891-0.0044535i,0.00042632-0.00073459i,-6.5029e-05-7.3282e-05i,-0.00046672-0.00028913i,5.9665e-05-3.0262e-05i,0.00045991-7.0438e-05i,0.0010649+0.00043839i,2.1103e-05+0.00062602i,0.00089583+0.00061053i,6.0308e-05+2.04e-05i,0.00027107-0.00024501i,-0.00021492-0.00054646i,0.0065025+0.0040175i,0.00043593+0.00015513i,1.5291e-06+0.00064382i,0.0010812+4.4215e-05i,0.00023514+0.00027246i,-0.00096663+0.00090002i,0.00022702+0.00021586i,0.001693-0.00076237i,-0.0011304-0.0014083i,-0.00037507-0.0093255i,-0.0044587+0.026097i,0.027939+0.014138i,0.029514+0.016273i,0.028856-0.0091722i,0.023466+0.01392i,0.0010341+0.036184i,0.0049859+0.033798i,-0.011859+0.049314i,-0.036536-0.0016152i,0.0074168-0.0091777i,0.0054134+0.0022944i,0.0089371+0.0014197i,0.0052408+0.013423i,-0.002893+0.0070676i,-0.0044983-0.0086012i,0.0076157-0.0071744i,-0.0048835+0.013573i,0.0011876-0.0029848i,0.00071447+0.0015553i,-0.00028122-0.00026404i,0.0016917+0.0013812i,0.0039576-0.0013524i,-0.0042657-0.0029626i,0.003206+0.0019947i,-0.0018406-0.0071016i,-0.0031811-0.0024951i,-0.00022254+0.0017381i,0.00069947-0.003198i,0.00033123-0.0033935i,0.0056399-0.01933i,0.0015648+0.0039195i,-0.0029638-0.00344i,-0.0036028-0.0008111i,-0.0060745-0.003565i,0.0026787+0.0040697i,-0.0010508-0.0076447i,0.0024945-0.0031993i,-0.00091233-0.0032769i,-0.0028076-0.0028646i,0.0050421+0.0032502i,0.0011285+0.0021149i,0.0047662-0.0026343i,-0.0022081+0.0038437i,0.0029345+0.0072638i,0.0004117+0.018074i,-0.0087643-0.016497i,-0.024251+0.0004259i,-0.030386+0.013658i,0.007441-0.0035819i,0.018564-0.0037357i,-0.013097+0.0047092i
0.0047684-0.0046574i,0.016651-0.026807i,-0.0085137-0.020793i,-0.0034357-0.018907i,-0.0038486-0.017929i,-0.0067116-0.015109i,0.017765-0.0045463i,0.018375-0.012344i,-0.0023439-0.0064677i,0.0018129+0.0022108i,-0.00090705+0.00041268i,-0.0010061-0.00090755i,0.0014488+0.0005442i,0.00071674-0.0005834i,-0.00056165-0.0021008i,0.003883-0.0036957i,-0.0030216-0.0014906i,-0.00076815+0.00036701i,0.00085294-0.0002217i,-0.00089478+0.0012658i,-0.00052843+0.00097364i,0.00013882-0.0003172i,0.00085349+0.0013233i,-0.0047506-0.0017596i,-0.00018186-0.00038425i,-3.8673e-05-1.2465e-05i,-0.00050515-0.00011786i,5.6357e-05+4.5284e-05i,0.00014411-1.9035e-05i,0.0010463-6.774e-05i,0.00032622+0.00045619i,0.00074461+0.00039557i,0.00021129+3.1451e-05i,0.00035136-0.00015345i,-0.00034081+5.7593e-05i,0.0065583+0.0023459i,0.00036635+0.0001041i,0.000376+0.00075186i,0.0011229-0.00044421i,0.00043747-0.00027298i,-0.00044319+0.0011562i,0.00023089-1.5111e-05i,0.0010704-0.0012367i,-0.0013109-0.00075908i,-0.0031388-0.0097143i,-0.0016986+0.022892i,0.029176+0.0090048i,0.031529+0.0082561i,0.022178-0.014304i,0.023522+0.01195i,0.008856+0.035991i,0.012948+0.031401i,-1.4681e-06+0.047218i,-0.035017+0.0053042i,0.0048128-0.0093783i,0.0060477+0.00022041i,0.008531-0.00091188i,0.0090031+0.010033i,-2.342e-05+0.0074849i,-0.0079907-0.0037805i,0.0039217-0.0080365i,-0.00061991+0.013703i,-0.00068205-0.0037801i,9.3204e-05+0.0014266i,-0.00035222-8.4696e-07i,0.0028122+9.806e-05i,0.0036054-0.00092026i,-0.0042722-0.0012518i,0.0035454+0.0004647i,-0.0048559-0.0052803i,-0.0027841-0.0012874i,0.00017135+0.00049033i,-0.00021667-0.0039188i,-0.00086418-0.0037687i,-0.0014566-0.017806i,0.0028741+0.0023211i,-0.0039267-0.0026021i,-0.0038733+0.00064107i,-0.0064613-0.0013094i,0.0033591+0.0032522i,-0.0044551-0.0072242i,0.0020339-0.004677i,-0.0015192-0.0030045i,-0.0032405-0.0028714i,0.0061227+0.0019641i,0.0020462+0.0022837i,0.0030799-0.0025125i,-0.0018457+0.0046022i,0.0041525+0.0052584i,0.0052091+0.015722i,-0.019278-0.014047i,-0.028038+0.0035053i,-0.025346+0.018225i,0.0049177-0.0023837i,0.013502-0.0072566i,-0.014447+0.0052959i
0.0037116-0.0061822i,0.012327-0.029419i,-0.011986-0.01863i,-0.007444-0.017168i,-0.0075478-0.017423i,-0.0088886-0.013955i,0.017144-0.0096785i,0.015633-0.015046i,-0.0040886-0.0071622i,0.0029645+0.0016247i,-0.00023208+0.00069057i,-0.0011844+3.5929e-05i,0.0014807-0.00012057i,0.00079238-0.00062949i,-0.00086139-0.0019973i,0.0035162-0.004306i,-0.003111-0.00029741i,-0.00055884+0.00027184i,0.00057542-0.00045764i,-0.00030181+0.0014412i,-0.00026669+0.001081i,-0.00021543-0.00032065i,0.0011013+0.00090558i,-0.0043711+0.00091207i,-0.00015896+0.00013164i,-3.0071e-06+7.566e-05i,-0.00053565+0.00010725i,7.6105e-05+8.363e-05i,0.00017451+0.00011281i,0.00069311-0.0004562i,0.0004811+0.00012389i,0.00083557+0.00051256i,0.00026147-5.3447e-06i,0.00040824-0.00048996i,-3.7255e-05+0.0004308i,0.0064874+0.001029i,0.00045944+4.8582e-05i,0.00075812+0.00064716i,0.00061414-0.00083024i,0.00061485-0.00060039i,0.00010894+0.0012731i,9.9191e-05-9.8699e-05i,0.00031424-0.0011088i,-0.0012404+0.0001866i,-0.0056773-0.0091213i,-0.00074696+0.021229i,0.029808+0.0040324i,0.030613+0.0017977i,0.015023-0.017599i,0.025977+0.010781i,0.016318+0.033253i,0.020961+0.026894i,0.010745+0.041669i,-0.030545+0.011109i,0.0023711-0.0091617i,0.0052678-0.0030062i,0.0079583-0.0036726i,0.010226+0.0054539i,0.0017828+0.0064389i,-0.0087503+0.0018881i,0.00028495-0.0074359i,0.0025587+0.011423i,-0.0027575-0.0029942i,-0.00020603+0.0021692i,-0.00030042+0.00027096i,0.0033237-0.0015609i,0.0045631-0.00024607i,-0.003244-0.00027031i,0.0035622+7.9574e-05i,-0.005764-0.0028788i,-0.0021781-0.00078635i,-0.00023538+0.00013256i,-0.0022223-0.0043688i,-0.0021974-0.0031076i,-0.0070705-0.015012i,0.0033534+0.00020834i,-0.0045135-0.0013382i,-0.0029376+0.0016391i,-0.0061573+0.0005955i,0.004141+0.0024348i,-0.0070159-0.004734i,0.00022838-0.0062829i,-0.0024593-0.002438i,-0.004807-0.0023669i,0.0071219-0.00041088i,0.0030465+0.0022941i,0.0027264-0.0021984i,-0.00061054+0.005687i,0.0041068+0.003051i,0.0089525+0.011514i,-0.025096-0.0057299i,-0.03103+0.0090167i,-0.020104+0.021832i,0.0031631-0.00069267i,0.0092186-0.0072707i,-0.014597+0.00725i
