-0.030746-0.040661i,-0.021362-0.019826i,-0.012449-0.036021i,-0.029653-0.020168i,-0.022227-0.0004305i,-0.013884-0.0059106i,-0.05503-0.058834i,-0.047464-0.017632i,-0.036553-0.0099735i,0.012322+0.012092i,-0.0076342+0.004861i,-0.020195+0.018841i,0.0022216+0.012096i,-0.0064809-0.002567i,8.9762e-05+0.0012825i,-0.0021673+0.030765i,0.025774+0.024435i,0.002613-0.0024555i,-0.0023179-0.0070173i,0.0091505+0.0028638i,0.0025261+0.00080507i,0.0004188+0.0041743i,-0.00035252+0.00016804i,-0.037219-0.011331i,-0.00047067-0.0080277i,0.0013824+0.0021986i,0.0068803+0.0011128i,0.0020702+0.00044914i,0.00099174-0.00037248i,-0.00054369-0.0026095i,0.0014615-0.002498i,-0.0018521-0.005864i,-0.0010076-0.0049465i,0.0030157-0.00052492i,0.004581-0.0033161i,0.001022+0.030902i,0.0041548-0.0036907i,0.002967-0.0015716i,0.0080375-0.0013081i,-0.0072278-0.0041553i,-0.00023079+0.00073545i,0.0077474-5.136e-05i,0.0047497-0.0025875i,-0.0018042+0.0085768i,-0.017418-0.0085137i,-0.019209+0.014846i,-0.0031149-0.061325i,-0.0051963-0.026873i,-0.026418-0.032823i,-0.010836-0.02697i,0.054869-0.02078i,0.017195-0.042561i,0.023137-0.048145i,0.0050083-0.053127i,0.026258-0.020782i,0.0082644+0.0063155i,0.024274-0.035019i,-0.0090579-0.0068339i,0.0036661-0.0045248i,-0.0046731-0.0070749i,-0.0011032-0.032255i,-0.018409+0.028417i,0.0085384-0.011581i,-0.0090134-0.0034288i,-0.0041646-0.0017516i,0.0011594-0.012714i,-0.011412+0.0045015i,0.0026594+0.010153i,-0.0057509+0.026435i,0.0050147+0.0031229i,-0.0048275-0.0015805i,-0.0020231-0.0019954i,-0.01155-0.0069762i,-0.00049798-0.0045276i,-0.030826+0.011394i,0.0014013-0.010305i,-0.0080977-9.0319e-05i,-0.0069394-0.0017906i,0.0053345+0.0014233i,-0.0086471-0.00047322i,0.0022443+0.00033011i,0.0037773+0.0074353i,0.0043295+0.00033796i,-0.0087023-0.012199i,0.0030423+0.0095898i,-0.014876+0.0040839i,0.0069167-0.00027306i,-0.021647-0.0009436i,-0.017672+0.0068002i,-0.010076-0.067773i,0.0077933-0.011964i,-0.049288-0.022899i,-0.020192+0.00023443i,0.01707+0.011272i,-0.023753+0.014261i,-0.021342-0.0053788i
0.024141-0.027861i,0.010224-0.01541i,0.010684-0.019166i,0.0026942-0.010913i,0.00084465-0.018848i,-0.0052053-0.0042828i,0.012062-0.01675i,-0.0065013-0.013167i,-0.0097654-0.0098689i,0.0033407-0.00097519i,-0.0004607-0.00045074i,-0.001347+0.0011079i,0.0026256-0.00051446i,0.00016186-0.00081044i,-0.00028427-0.0011887i,0.0019317-0.0042142i,-0.0061442+0.00046899i,-1.4466e-05-0.00035679i,0.00021185-0.00025303i,-5.0815e-06+0.0017268i,-0.00051555+0.0023391i,-0.00068773+0.00077204i,0.0011714+0.00040671i,-0.0018812+0.0031258i,-0.0006904-0.0021027i,-0.00048579-6.8038e-05i,-0.00026269+0.00059166i,0.00086193-0.00066685i,0.00073016-0.00016046i,0.00036254-0.00099632i,0.0022371-0.0016958i,0.0031178-0.00016001i,0.0015942+0.0005367i,0.00020921-0.0007834i,0.0021633-0.00060277i,0.0044409-0.0021764i,0.0022613+0.0013314i,-0.00011481+1.187e-05i,0.00011631-0.0015797i,0.00061274-0.0013009i,0.0017165+0.0016484i,0.0012251+0.0028459i,0.00077787-0.0010942i,0.0052009+0.0034003i,-0.0016493-0.026755i,0.0057813+0.0020844i,0.019991+0.0050548i,0.0051386+0.0067474i,-0.0088662-0.021904i,0.0077738+0.0076539i,0.012735+0.016507i,0.0026604+0.015109i,0.019054+0.0086406i,0.002639+0.0056976i,0.00024683-0.0087106i,0.0019837-0.0028727i,0.0013324-0.0049634i,0.0084286-4.704e-05i,0.00093041+0.0043162i,-0.0079623+0.011443i,-0.0043166-0.0064335i,0.0052891+0.0091457i,-0.0037369-0.00080525i,0.00032924+0.0016197i,-5.5372e-05+0.0017738i,-0.0023942-0.002611i,0.0055216-0.0028318i,-0.0060064-0.00065666i,0.0031391+2.0761e-05i,-0.0062317+0.0031994i,-0.0017843+0.00016856i,0.0010835-0.00081357i,-0.0055084-0.0014837i,-0.0035404-0.00084061i,-0.0099594-0.0091065i,0.0035749-0.0029795i,-0.0032851-0.00096267i,-0.00090513+0.0013838i,-0.0028992+0.0029482i,0.0090798+0.0030436i,-0.0050948+0.001531i,-0.0012876-0.0054502i,-0.0029303-0.00075094i,-0.0027705-0.00094022i,0.0033159-0.0039798i,0.0030141+0.0013823i,0.0021572-0.0013637i,0.00084333+0.0060699i,0.00070922+0.0046722i,0.024111-0.0059394i,-0.023722-0.0017972i,-0.03179+0.021505i,-0.0057058+0.010556i,0.0015315+0.0023478i,0.0084052-0.0027854i,-0.013269-0.0015468i
0.018511-0.030239i,0.0073025-0.01761i,0.0068654-0.020577i,0.0005427-0.010491i,-0.0033905-0.019011i,-0.005363-0.0034807i,0.0074943-0.019839i,-0.0084488-0.011418i,-0.011153-0.0081254i,0.0032931-0.0020659i,-0.00051707-0.00071581i,-0.00059118+0.0015882i,0.001859-0.0010967i,0.0002678-0.00042344i,-0.0004234-0.0011642i,0.0010391-0.0040627i,-0.0059083+0.0021383i,-0.00030117-0.00011116i,-0.00010589-0.00036886i,0.00047248+0.0016102i,0.00030887+0.0025025i,-0.00040561+0.00089204i,0.0012661-1.7732e-05i,4.4029e-05+0.0030647i,-0.0014407-0.001233i,-0.00040154+6.7698e-05i,0.00012257+0.0011635i,0.00055268-0.00076753i,0.00054353-0.00020736i,9.0567e-05-0.00087238i,0.0014467-0.0025177i,0.0030911-0.0013263i,0.0018701+3.0686e-05i,-0.00015716-0.00071414i,0.0022315-0.0015279i,0.0043058-0.0031513i,0.0029012+0.00020056i,-0.00011203+2.3174e-05i,-4.7551e-05-0.0012846i,0.00014758-0.001836i,0.0022428+0.0010588i,0.0021925+0.0017751i,0.000392-0.0011242i,0.0063684+0.0022685i,-0.0060305-0.025044i,0.0062045+0.0024618i,0.020893+0.0022584i,0.0074484+0.0030542i,-0.013418-0.017529i,0.011925+0.0044009i,0.016014+0.012051i,0.0051577+0.010497i,0.017065+0.0010153i,0.0056166+0.0021562i,-0.0026308-0.0083685i,-0.00079633-0.0034689i,-0.00077413-0.0062908i,0.0061105-0.0026725i,0.0019831+0.003639i,-0.0025166+0.013962i,-0.0055464-0.00318i,0.0066042+0.0070599i,-0.0037512+0.00061042i,0.0011831+0.0023138i,0.0012398+0.0016222i,-0.0040634-0.0016011i,0.0054858-0.0061758i,-0.0062625+0.00083065i,0.0034447-0.0015027i,-0.0046461+0.0066007i,-0.0014261-0.00054791i,0.00037237-0.0015322i,-0.0044696+0.0018629i,-0.0031312+0.00010556i,-0.011357-0.0040174i,0.0016736-0.0035702i,-0.0027749+0.00036407i,-0.0014172+0.00079808i,-0.0016278+0.0037215i,0.011041-0.00082154i,-0.00408+0.0039311i,-0.0029189-0.0045761i,-0.0023613-0.00020484i,-0.0027921+0.00049407i,0.00076445-0.0038581i,0.003831+5.0437e-05i,0.0019408-0.0014458i,0.0017328+0.0042978i,0.00050367+0.0044039i,0.019907-0.012443i,-0.022759+0.0031571i,-0.027908+0.028667i,-0.0043799+0.0082805i,0.0032599+0.004291i,0.0053838-0.0039993i,-0.014496+0.0011825i
0.013369-0.031518i,0.0035812-0.019411i,0.002893-0.021213i,-0.0010019-0.0095975i,-0.0075904-0.018107i,-0.0053109-0.0030076i,0.0027097-0.021616i,-0.0097959-0.0097611i,-0.012396-0.0062147i,0.0026667-0.0030263i,-0.0010139-0.00076812i,0.00028863+0.0017846i,0.0012809-0.00088684i,0.00076434-0.00024888i,-0.00064514-0.0011428i,0.00031871-0.0038787i,-0.0049076+0.0036908i,-0.00071286+0.0001801i,-0.0004188-0.00022672i,0.00084695+0.0012285i,0.0013109+0.0018377i,-0.00026193+0.00088161i,0.001195-0.00048729i,0.001647+0.0021129i,-0.002038-0.00059423i,-0.00021216+0.0001876i,0.00079472+0.0011632i,0.00018816-0.00078447i,0.00047621-0.0002344i,-0.0002079-0.00085377i,0.00046264-0.002968i,0.0025961-0.0025245i,0.0018368-0.00071272i,-0.00037339-0.00048303i,0.0018107-0.0026731i,0.0040832-0.0046474i,0.0022861-0.001129i,-0.00013462+7.3679e-05i,-0.00025154-0.001307i,-0.00063236-0.0020436i,0.0025572+0.00010521i,0.0023251+0.0005862i,6.9502e-05-0.0010341i,0.0070508+0.00044179i,-0.0096186-0.022968i,0.0083773+0.002529i,0.021793-0.0010609i,0.0080604-0.00063149i,-0.015716-0.012637i,0.015152-0.00031628i,0.017776+0.0073176i,0.0068537+0.0067525i,0.013884-0.0039956i,0.0066726-0.00065221i,-0.0054022-0.0067003i,-0.0036357-0.0023924i,-0.0043916-0.0067522i,0.0030537-0.003597i,0.002283+0.0026943i,0.0023539+0.013847i,-0.0051516-0.00049493i,0.0069901+0.0043929i,-0.003274+0.0030889i,0.0021093+0.0024183i,0.001866+0.00096089i,-0.004877+0.00034859i,0.0033479-0.0080546i,-0.0052555+0.0023547i,0.0033084-0.0024307i,0.00016308+0.0075505i,-0.0019378-0.0011533i,-0.00051139-0.0013885i,-0.0023456+0.0033168i,-0.0023077+0.00068688i,-0.010724+0.00037722i,0.00048491-0.0039883i,-0.001905+0.00072428i,-0.0015709+0.0013896i,0.00017208+0.003582i,0.010359-0.0054461i,-0.0019548+0.0053162i,-0.0039479-0.0031615i,-0.0021469-0.0002778i,-0.0019767+0.0014772i,6.8119e-05-0.002812i,0.0035708-0.0015734i,0.002113-0.0016519i,0.0010396+0.0029157i,0.00045452+0.0045271i,0.01685-0.015902i,-0.019825+0.0066833i,-0.02145+0.033673i,-0.0044681+0.0067239i,0.0057525+0.0042268i,0.0031709-0.0027782i,-0.01401+0.0039136i
0.0085631-0.032482i,-0.00057553-0.019899i,-0.00091018-0.021203i,-0.0017809-0.0091521i,-0.011166-0.015845i,-0.0055049-0.002737i,-0.0025-0.021855i,-0.010781-0.0080467i,-0.013025-0.0038433i,0.0014998-0.0036039i,-0.0016299-0.000222i,0.0011485+0.0012263i,0.0012301-0.00071377i,0.0010858-0.00077535i,-0.00093897-0.00093976i,-0.00034132-0.0034759i,-0.0037079+0.0042111i,-0.00091611+0.00099978i,-0.00051363+0.00019579i,0.00093458+0.00071439i,0.001522+0.00091283i,-0.00024594+0.00092253i,0.00088354-0.00087236i,0.0024892+0.00013261i,-0.0020035+0.00047423i,-0.00013354+0.00017908i,0.0011598+0.00085331i,-1.9634e-05-0.00069624i,0.00040012-0.00048774i,-0.00067855-0.00061816i,-0.00068836-0.0031362i,0.0015199-0.0033694i,0.0016204-0.0015246i,-0.00042783-0.00035026i,0.00062262-0.003743i,0.003141-0.0062622i,0.0018238-0.0013036i,-6.971e-05+0.00019956i,-0.00051379-0.0011481i,-0.0014672-0.0019943i,0.0022569-0.00079331i,0.0021502-7.771e-05i,-0.00021729-0.00089267i,0.0069528-0.0010157i,-0.012472-0.02067i,0.011085+0.0002654i,0.022535-0.0047904i,0.0079271-0.003621i,-0.015196-0.0074936i,0.016305-0.0069671i,0.018169+0.0028069i,0.0077407+0.0024825i,0.011465-0.0075209i,0.007802-0.0034353i,-0.006794-0.0038657i,-0.0054852+8.5955e-05i,-0.0086254-0.0055738i,0.00095935-0.0034981i,0.0022051+0.0023565i,0.0064553+0.012429i,-0.0041539+0.001478i,0.0056254+0.0015516i,-0.00044095+0.0048494i,0.0033635+0.0020552i,0.0026048+0.00040578i,-0.0045274+0.0025466i,0.00093271-0.0094105i,-0.0042777+0.0031691i,0.0028511-0.0040649i,0.0032867+0.0050808i,-0.0030055-0.0010672i,-0.0008358-0.0010907i,-0.00046306+0.0041724i,-0.0015395+0.0008346i,-0.0081728+0.0043626i,-0.0012839-0.0042303i,-0.0010597+0.00065075i,-0.0014032+0.0015018i,0.001271+0.0024236i,0.0080536-0.0097399i,0.00106+0.0055199i,-0.0043217-0.0015519i,-0.0022217-0.00016108i,-0.001278+0.0020062i,-0.00012177-0.0023586i,0.0024159-0.0021757i,0.0022826-0.0022249i,0.0003319+0.0029596i,0.00091977+0.0050818i,0.013269-0.019609i,-0.017682+0.007122i,-0.013662+0.035748i,-0.0045951+0.006688i,0.0071384+0.0033656i,0.0027085-0.0012357i,-0.012436+0.0058527i
0.0035063-0.032848i,-0.0044409-0.019105i,-0.0046904-0.020724i,-0.0029958-0.0092461i,-0.013513-0.013263i,-0.0059052-0.0025541i,-0.0070374-0.020319i,-0.011495-0.0064469i,-0.012853-0.0015294i,0.00015217-0.0034451i,-0.001713+0.00066779i,0.0014193+0.00047539i,0.001361-0.00077944i,0.00055651-0.0010244i,-0.0010714-0.00052021i,-0.00097225-0.002954i,-0.0027849+0.0047175i,-0.00025447+0.0013543i,-0.00040188+0.00043088i,0.00068221+0.00033885i,0.0014209+0.00010868i,-1.202e-05+0.00095622i,0.00049163-0.0010486i,0.0018093-0.0016653i,-0.00078085+0.0013216i,-0.00011692+0.00019989i,0.001411+0.00054286i,-9.5155e-05-0.00055305i,0.00014244-0.00067792i,-0.00088307-5.6251e-05i,-0.0019035-0.0027124i,0.00032309-0.0037454i,0.00079845-0.0021679i,-0.0005271-0.00017307i,-0.0012728-0.0037178i,0.0014702-0.0071752i,0.0020407-0.0024432i,6.561e-05+0.00013201i,-0.00056964-0.00083433i,-0.0024305-0.0014663i,0.0017358-0.0014527i,0.0019142-0.00067731i,-0.00041773-0.00072267i,0.0069213-0.0022657i,-0.014649-0.018488i,0.012427-0.0035175i,0.022606-0.0090198i,0.0078212-0.0074414i,-0.012456-0.0034156i,0.014633-0.014167i,0.017697-0.0010257i,0.006831-0.0014881i,0.0086242-0.0096181i,0.0080472-0.006726i,-0.0069091-0.0019495i,-0.0056995+0.0032919i,-0.012569-0.0017302i,-0.00082781-0.0030617i,0.0022981+0.002257i,0.0099858+0.0098458i,-0.0027247+0.0027822i,0.0034072+0.0010142i,0.0026018+0.0034807i,0.0047918+0.00074875i,0.0030734-0.00070314i,-0.0031096+0.0046238i,-0.0023876-0.010669i,-0.0035619+0.0042927i,0.0013807-0.0055579i,0.0038402+0.0030124i,-0.0038538-6.7882e-06i,-0.0011305-0.00087691i,0.0027066+0.0034865i,-0.0011956+0.00029046i,-0.0042083+0.0063062i,-0.0028786-0.0030308i,-0.00068432+0.00030219i,-0.0011346+0.0015152i,0.0014129+0.0011907i,0.0044822-0.012746i,0.0037697+0.004009i,-0.0038136-0.00029919i,-0.0021681+0.0003993i,-0.00060153+0.002624i,-0.00071659-0.0017479i,0.0014477-0.0023514i,0.0018059-0.0029764i,0.00013781+0.0032671i,0.0017766+0.005319i,0.0083697-0.02211i,-0.018983+0.0072635i,-0.0065076+0.034426i,-0.0038668+0.0062502i,0.0081292+0.0023371i,0.0032395-0.0005185i,-0.010442+0.0068537i
-0.000973-0.032178i,-0.007675-0.017612i,-0.0081418-0.019381i,-0.004463-0.0087962i,-0.015637-0.010884i,-0.0064866-0.002286i,-0.010097-0.018334i,-0.012202-0.0050662i,-0.012085+0.00031797i,-0.0005952-0.0026524i,-0.0011284+0.0014799i,0.0013615+1.2339e-05i,0.0012522-0.00086179i,0.0003799-0.00073539i,-0.0010231-0.00023735i,-0.0014158-0.0021573i,-0.001943+0.0047075i,0.00027625+0.0011049i,-0.00024739+0.00071854i,0.00049245+0.0003152i,0.0010704-0.00053219i,0.00014353+0.00083866i,7.5393e-05-0.0011473i,0.00063994-0.0027849i,-0.00054164+3.0027e-05i,-0.00011303+0.00037121i,0.0016323+3.1147e-05i,-0.00023558-0.00048295i,-0.00012814-0.00064705i,-0.00078774+0.00040701i,-0.0027956-0.0018149i,-0.0011375-0.0037159i,-5.4998e-05-0.002029i,-0.00042808+4.281e-05i,-0.0024757-0.0027798i,-0.00062402-0.0070026i,0.00060419-0.0040807i,4.2829e-05+8.0599e-05i,-0.00060382-0.00075033i,-0.0031087-0.00041735i,0.0010586-0.0017765i,0.0017208-0.0011354i,-0.00061264-0.00040362i,0.0068152-0.0041331i,-0.016703-0.016502i,0.0122-0.0078555i,0.021523-0.013776i,0.0049626-0.011558i,-0.007911-0.0028724i,0.0093713-0.019935i,0.017331-0.0043852i,0.0054427-0.0037534i,0.0065274-0.0093593i,0.0071063-0.010089i,-0.0071932-0.00024677i,-0.0038736+0.0061899i,-0.014215+0.0034838i,-0.0025422-0.0020404i,0.0026019+0.0022125i,0.011727+0.0060882i,-0.0007651+0.0027379i,0.0021532+0.0011834i,0.0029046+0.0012102i,0.0051595-0.001475i,0.0027474-0.0024686i,-0.00011557+0.005901i,-0.0071704-0.008855i,-0.0019031+0.0061592i,-0.00037238-0.0054473i,0.0048461+0.0018018i,-0.0041542+0.0016701i,-0.0012931-0.00052862i,0.0039043+0.00025973i,-0.0011127-1.9552e-06i,-7.1464e-06+0.0058269i,-0.0038794-0.002733i,-0.00067543-0.00012454i,-0.0013351+0.001434i,0.0013159+0.00031899i,-0.00078629-0.014525i,0.0050339+0.00098756i,-0.0035299+0.0001688i,-0.0019934+0.00095658i,0.0010046+0.0028508i,-0.00050299-0.00062424i,0.00057505-0.0019807i,0.00099433-0.0035592i,0.00020733+0.003581i,0.0022945+0.0050901i,0.0034639-0.022107i,-0.020349+0.01043i,-0.0022273+0.032241i,-0.003484+0.0049806i,0.0090048+0.0003502i,0.0037079-0.00061623i,-0.0088005+0.0065931i
-0.005165-0.031326i,-0.010107-0.015715i,-0.011063-0.017628i,-0.0056215-0.0080838i,-0.017388-0.0078724i,-0.0071608-0.0017444i,-0.012653-0.016684i,-0.012914-0.0034168i,-0.011082+0.0013561i,-0.00083974-0.0019163i,-0.00028853+0.0019587i,0.0012198-0.00024063i,0.0013424-0.00096261i,0.00058982-0.0006687i,-0.00091648-2.138e-05i,-0.0014509-0.0013917i,-0.0010528+0.0039073i,0.00052907+0.00086693i,0.000182+0.00083975i,0.00051669+0.00038812i,0.00046977-0.00078005i,0.00020334+0.0008664i,-0.00032281-0.00092905i,-0.00061985-0.0030156i,-0.00081224-1.152e-05i,9.1853e-05+0.00052602i,0.001561-0.00070535i,-0.0002665-0.00029289i,-0.00024949-0.00057121i,-0.00045155+0.00078649i,-0.0032252-0.0007685i,-0.0023229-0.0028183i,-0.00064485-0.0018523i,-0.00024593+0.00013065i,-0.0031129-0.0018209i,-0.002113-0.0067202i,-0.0011214-0.0023413i,3.0829e-05+0.00014705i,-0.00084963-0.00055033i,-0.0033408+0.0008075i,0.00035945-0.001972i,0.0012631-0.0016551i,-0.0006588-2.3878e-05i,0.0061784-0.0061312i,-0.018988-0.014146i,0.010219-0.011526i,0.019045-0.018253i,0.00080193-0.012982i,-0.0056174-0.0055767i,0.003253-0.022643i,0.017479-0.0081427i,0.0047979-0.0059082i,0.0064437-0.0093607i,0.0060694-0.012747i,-0.0076775+0.001099i,-0.00098303+0.0073836i,-0.012666+0.010461i,-0.0036028-0.00085338i,0.0029657+0.001907i,0.013173+0.0033931i,0.00026237+0.0016045i,0.00086962+0.0018484i,0.0027304+0.00026531i,0.0038366-0.003526i,0.0011782-0.0036011i,0.0028349+0.0049076i,-0.0096016-0.0041728i,0.00153+0.0062975i,-0.0027484-0.0072262i,0.0052477-0.00055222i,-0.0036198+0.0036226i,-0.0013542-0.00029301i,0.003585-0.0025062i,-0.0014448+2.2558e-05i,0.0021856+0.0031988i,-0.0049668-0.00064085i,-0.0010901-0.0005601i,-0.0013419+0.0018479i,0.00084031-0.00042188i,-0.0069681-0.01325i,0.0042274-0.001857i,-0.0034671+0.00076515i,-0.001622+0.0016974i,0.0023135+0.0020189i,8.8956e-05-0.00097069i,0.00032373-0.0010804i,0.00029088-0.003753i,0.00026579+0.0043713i,0.0030935+0.0048372i,0.00053747-0.021319i,-0.020227+0.014489i,0.0013496+0.030373i,-0.0040343+0.0031685i,0.0085576-0.0022118i,0.0034936-0.0005603i,-0.0082226+0.0059018i
-0.0094955-0.030168i,-0.011893-0.013816i,-0.013834-0.01542i,-0.0066528-0.0075974i,-0.01827-0.0045976i,-0.0079444-0.00096569i,-0.015225-0.014694i,-0.013305-0.001441i,-0.010214+0.0019127i,-0.00083161-0.001509i,0.0007117+0.0019371i,0.0011419-0.0005114i,0.0013318-0.0011804i,0.00063237-0.00084285i,-0.00080948+0.00012589i,-0.0011337-0.00078094i,-0.0006698+0.0025761i,0.00093995+0.00065626i,0.00056675+0.00062494i,0.00076604+0.00033885i,-0.00031218-0.00056281i,0.00049904+0.00084365i,-0.00055361-0.00066555i,-0.0016352-0.0026597i,-0.00077065+0.00021766i,0.00028948+0.00048292i,0.00094024-0.0011986i,-0.00022925-0.00020957i,-0.0003051-0.00042256i,-7.9556e-05+0.00091252i,-0.0033409+0.00041463i,-0.0029197-0.00169i,-0.0010048-0.0017339i,-0.00012662+8.9296e-05i,-0.0036575-0.00069378i,-0.0038333-0.0058094i,-0.00092254-0.00079573i,4.959e-05+0.00023634i,-0.00090487-2.241e-05i,-0.0030383+0.0021967i,-0.00032228-0.0018054i,0.00055851-0.0020369i,-0.00047+0.00031927i,0.0045597-0.0074571i,-0.02079-0.011082i,0.0070662-0.013993i,0.015595-0.021548i,-0.002651-0.013151i,-0.0059037-0.007658i,-0.0032621-0.023515i,0.016897-0.012965i,0.0037685-0.008483i,0.0065969-0.010863i,0.0041301-0.015727i,-0.0082871+0.0028986i,0.0018925+0.0069541i,-0.0078832+0.015428i,-0.0042048+0.00059698i,0.0030635+0.0016586i,0.014113-0.00034132i,0.00027874+0.0010395i,0.00086844+0.0030443i,0.002964-0.00078895i,0.0020253-0.0041582i,-0.00033613-0.0036332i,0.0044454+0.0029871i,-0.0094593+9.1823e-05i,0.0041802+0.0045279i,-0.0057832-0.0051739i,0.0040278-0.0025904i,-0.0017118+0.0050815i,-0.0016718-7.5846e-05i,0.0011711-0.0048548i,-0.0018258+0.00022169i,0.0021924+0.00083716i,-0.0045504+0.0014734i,-0.0018596-0.00060062i,-0.00096709+0.0015434i,-2.5938e-05-0.0007213i,-0.011136-0.0096333i,0.0024475-0.0035391i,-0.0030405+0.0012228i,-0.00072275+0.0021613i,0.0028845+0.00060481i,-0.00027182-0.00096828i,0.00097537-0.00070726i,-0.00070365-0.0039021i,0.0011879+0.0053909i,0.0036973+0.0044064i,-0.0026953-0.02096i,-0.018927+0.018816i,0.0050715+0.028706i,-0.0059392+0.0020012i,0.0058423-0.0038518i,0.003951-0.00075656i,-0.0087281+0.0055952i
-0.013642-0.028003i,-0.013404-0.012318i,-0.015854-0.012605i,-0.0078468-0.0070177i,-0.018741-0.0015307i,-0.0084668+0.00026711i,-0.017313-0.012415i,-0.013156+0.00060447i,-0.0098233+0.002198i,-0.00066998-0.0011951i,0.0016606+0.0014429i,0.0011103-0.00053699i,0.0012082-0.0013651i,0.00058974-0.00089544i,-0.00075924+0.00027303i,-0.00066182-0.00077952i,-0.0001952+0.001002i,0.0012531+0.00012417i,0.00066609+0.000197i,0.0010057+0.00027626i,-0.00057464-5.7008e-05i,0.00088651+0.00058777i,-0.00060509-0.00043929i,-0.0021177-0.0022739i,-0.00076637+0.00049606i,0.00049407+0.00035912i,0.0004428-0.00089339i,-0.00025663+3.6994e-05i,-0.00041872-0.000292i,0.00039462+0.00098136i,-0.0030021+0.0017288i,-0.0030806-0.00062151i,-0.0015542-0.00089769i,-0.00012782+0.00011821i,-0.0036569+0.00071297i,-0.0048569-0.0042086i,-0.00061835-0.00039454i,8.5224e-05+0.00027667i,-0.00056773+0.00013953i,-0.0019067+0.003308i,-0.0006595-0.0014174i,-0.00012258-0.0021439i,-0.00016677+0.00052297i,0.0027174-0.0085895i,-0.021696-0.0078239i,0.0042363-0.014436i,0.011902-0.023828i,-0.0060407-0.012483i,-0.0075195-0.0086039i,-0.0098756-0.021435i,0.014564-0.017885i,0.002383-0.010778i,0.006138-0.012322i,0.0007945-0.017862i,-0.0082534+0.0056527i,0.0039302+0.0053737i,-0.0018407+0.017396i,-0.0043861+0.0023547i,0.0034692+0.0016887i,0.012568-0.0053172i,0.00018313+0.00061352i,0.00194+0.0042969i,0.0023536-0.0019005i,0.00091646-0.0037388i,-0.0018406-0.0030684i,0.0049513+0.0010635i,-0.0072823+0.0033191i,0.0057859+0.0019194i,-0.0071566-0.0014321i,0.0023056-0.0030227i,0.00067791+0.0050237i,-0.0016673+0.00056252i,-0.0015417-0.0051336i,-0.0021138+9.8963e-05i,0.00085027-0.00017449i,-0.0035484+0.0029712i,-0.0026188+0.00014421i,-0.00092677+0.0014992i,-0.00058914-0.00039838i,-0.013204-0.0049312i,0.00014141-0.0042211i,-0.0027673+0.0015366i,9.0995e-05+0.0020322i,0.0028138-0.00082727i,-0.00015598-0.00079322i,0.0017323-0.0010941i,-0.0019581-0.0041254i,0.0024891+0.0054102i,0.0043019+0.0040893i,-0.0049916-0.019636i,-0.015854+0.02414i,0.0081837+0.026303i,-0.0082642+0.002415i,0.0030759-0.0029081i,0.004049-0.0014664i,-0.0094128+0.0058594i
-0.016956-0.02535i,-0.015447-0.01108i,-0.017169-0.010067i,-0.0089328-0.0059771i,-0.018754+0.002008i,-0.0084877+0.0016946i,-0.019058-0.009843i,-0.012629+0.0023912i,-0.0099437+0.0026701i,-0.00035463-0.0012904i,0.0021118+0.00053602i,0.0012362-0.0008549i,0.001086-0.0015005i,0.00081816-0.0013434i,-0.00062179+0.0003949i,-0.00048158-0.0010239i,-4.5008e-05-0.00069469i,0.0011127-0.00026947i,0.00058495-0.0001269i,0.0014365-5.2335e-05i,-0.0005342+0.0003454i,0.00091+0.00018009i,-0.0006706-0.0002825i,-0.0024883-0.002167i,-0.00065783+0.00069038i,0.00061022+0.00013064i,0.00019401-0.0007824i,-0.0001913+0.00024379i,-0.00045999-9.1702e-05i,0.00092554+0.00081921i,-0.0021695+0.0027255i,-0.0030329+0.0002772i,-0.0013216-0.00067578i,1.1999e-05+0.00013759i,-0.0029693+0.0018093i,-0.0049655-0.0027549i,-0.00018817-0.00046779i,0.00025365+0.00048734i,-0.00049856+5.5493e-05i,-0.00037159+0.0034381i,-0.00083331-0.0010728i,-0.00078216-0.002139i,0.00020117+0.00052159i,-0.00040305-0.0086976i,-0.021954-0.0046184i,0.0027661-0.014435i,0.0083339-0.025258i,-0.0090097-0.010164i,-0.0083895-0.008119i,-0.014799-0.016491i,0.010782-0.022221i,0.00085226-0.013392i,0.0055871-0.014104i,-0.0027617-0.018488i,-0.0066224+0.0087806i,0.0049665+0.003404i,0.00354+0.016488i,-0.0036659+0.0039517i,0.00453+0.0013438i,0.0047298-0.0095896i,-0.00014165+0.00036326i,0.0039751+0.0043375i,0.0013853-0.0019978i,0.0003458-0.0036048i,-0.0028178-0.0021498i,0.0050276-0.0006322i,-0.0052053+0.0047042i,0.0060288-0.0012908i,-0.0055833+0.00094296i,0.0016099-0.0027273i,0.0023904+0.0039009i,-0.0012862+0.00086954i,-0.0040027-0.0042209i,-0.0022445+0.0013967i,0.00015159+0.00040798i,-0.0021167+0.0040087i,-0.0024936+0.0011547i,-0.00081902+0.0021375i,-0.00060163-0.0001888i,-0.013193-0.00090978i,-0.0018067-0.003597i,-0.0027387+0.0023194i,0.00059364+0.0019092i,0.0025256-0.0022157i,-0.0002415-0.0014119i,0.0019242-0.001944i,-0.0032207-0.0033311i,0.0039351+0.0047435i,0.0053031+0.0035491i,-0.0067887-0.018223i,-0.0093026+0.027484i,0.011196+0.023335i,-0.010215+0.0039453i,0.0017307-0.0010672i,0.0039057-0.0020712i,-0.0099858+0.0067022i
