-0.023505-0.038402i,-0.0093522-0.049814i,-0.017111-0.046167i,-0.031001-0.035776i,-0.029539-0.017503i,-0.050545-0.028776i,-0.059628-0.026449i,-0.04506-0.039442i,-0.029881-0.037058i,0.0074316+0.013349i,-0.0052849+0.015875i,-0.0049381+0.015015i,0.0098757+0.021992i,0.00027068+0.0049926i,0.0036009+0.003407i,0.0067832+0.018448i,0.027755+0.039371i,-0.0026734-0.00068781i,-0.0040754-0.0060516i,0.0083048+0.0017733i,-0.00011045-0.00098143i,-0.00099921+0.0014421i,0.00012061-0.0004612i,-0.030653-0.0024331i,-0.0013538-0.0057526i,0.0019845+0.0047374i,0.004015+4.8735e-05i,-0.00031793+0.00052214i,0.00059724-0.0007033i,-9.8933e-05-0.0025348i,-0.0014491-0.0063734i,-0.0046742-0.0043068i,-0.0019623-0.0049914i,0.0022233-0.000851i,0.0027799-0.0028361i,0.0025956+0.026969i,0.0019003-0.0028732i,0.0027745+0.00043334i,0.0061883+0.0011442i,-0.010509-0.0030703i,-0.0030613+0.00072493i,0.0068801+0.0017564i,0.0052993+0.0001435i,-0.0037012+0.0057622i,0.0018722-0.0084553i,-0.011615+0.018014i,0.036547-0.091081i,0.012631-0.070754i,-0.015507-0.059642i,-0.016624-0.055999i,0.038764-0.047459i,0.016694-0.063186i,0.034623-0.055985i,0.032004-0.059102i,0.015132-0.01386i,0.0042178+0.016428i,0.016575-0.026628i,-0.011654+0.0062667i,-8.8496e-05+0.0055001i,-0.0055101-0.00063535i,-0.0026556-0.028636i,-0.024+0.031438i,0.010941-0.011011i,-0.013276-0.0025835i,-3.1233e-06-0.0049637i,-0.0012462-0.015864i,-0.0079791+0.0048402i,0.0051806+0.0061491i,-0.0080976+0.031308i,0.0048497+0.0056552i,-0.0050894-0.00072434i,-0.0032173-0.00040114i,-0.012193-0.0072635i,-0.00062401-0.004324i,-0.029419+0.0065482i,-8.4144e-05-0.010128i,-0.0091747-0.0022571i,-0.0068249-0.0028145i,0.0068039+0.0027587i,-0.0075957+0.0013967i,0.00037853+0.00025843i,0.0060229+0.01074i,0.0038583+0.0014631i,-0.0092803-0.010288i,0.0037982+0.0081184i,-0.021441+0.0059121i,0.0082829-1.8925e-05i,-0.029066-0.0036111i,-0.04244+0.0026506i,0.019171-0.096022i,-0.0020752-0.012994i,-0.052637-0.022173i,-0.02345+0.0011863i,0.017616+0.010868i,-0.024852+0.0129i,-0.018825-0.013028i
0.013546-0.0076142i,0.044505-0.011685i,0.023732-0.026956i,0.011676-0.021887i,0.015099-0.041072i,-0.018923-0.02343i,-0.0083781-0.015756i,-0.0016852-0.029i,0.0065674-0.017533i,0.0048815-0.0028482i,0.0020959-0.004842i,1.2853e-05-0.0053523i,-0.001123-0.00588i,-0.00090317-0.0029746i,-0.0012616+0.0010256i,0.0015213-0.0029656i,-0.0035018+0.0016758i,-0.00051844+0.0015134i,0.00021236+0.00025602i,0.0005904+0.0021976i,0.0014186+0.0017679i,0.0011244-0.00093922i,0.0020643+0.00048661i,-0.00093674+0.0028088i,-0.00067466+0.00045137i,-0.00055782+0.00029146i,-0.0014239+0.0001146i,-0.00060127+0.00035178i,0.00013092+0.00011863i,-6.4733e-05-0.00043928i,0.0021368-0.0017507i,0.0015432-0.00016349i,0.00036625-0.00081152i,0.00052622-0.0011534i,0.00082194+0.00066153i,0.0047388-0.001906i,-3.0591e-05-2.9445e-06i,-0.00015806+0.0012843i,0.0001481-0.00015963i,0.0004386+0.00043541i,0.0010281+0.00055478i,0.00027779+0.00079005i,4.476e-06-0.0032475i,0.00060203-0.0029656i,0.019006+0.0059243i,0.029278+0.039724i,0.036053+0.040509i,0.048253+0.028976i,0.016288-0.00062279i,0.036484-0.00056618i,0.038789+0.012224i,0.015163+0.0064134i,0.029713+0.02255i,-0.0037767+0.0335i,0.0067491-0.0045676i,0.0048199-0.0032714i,0.0067728-0.0037296i,0.0077591+0.003811i,0.0037762+0.0064351i,-0.0060821+0.0041131i,-0.0039325-0.0059556i,0.0039842+0.013501i,-0.0036259+0.00025977i,2.6522e-05+0.0055634i,-0.00044623+0.0014853i,0.0026493-0.0031194i,0.0063817-0.00079836i,-0.0028961-0.0005218i,0.0043688-0.0025644i,-0.0063593-0.00079193i,-0.0014194+0.00042461i,0.00034354-4.7613e-05i,-0.0046748-0.0025213i,-0.0043872-0.0021131i,-0.007425-0.0091266i,0.0029628-0.0018183i,-0.0046655+0.0018335i,-0.0017145+0.0011086i,-0.0040528+0.0029197i,0.0068964+0.0011354i,-0.0069412-0.0016616i,-0.0043411-0.0074187i,-0.0028187-0.0012813i,-0.0056297-0.00074968i,0.0043619-0.0027743i,0.0061168+0.00047293i,0.0032003-0.0012489i,0.0051872+0.008268i,0.006256+0.0050752i,0.040932+0.027931i,-0.032083-0.0047923i,-0.036871+0.018311i,-0.0099403+0.020524i,0.0018161+0.0024964i,0.0092455-0.0063098i,-0.010733+0.00011368i
0.01149-0.0095112i,0.041211-0.019052i,0.018464-0.030276i,0.0075973-0.022591i,0.0065629-0.043048i,-0.021449-0.01962i,-0.011594-0.014899i,-0.0064801-0.027773i,0.0033569-0.018084i,0.0040027-0.0039986i,0.00072844-0.0055566i,-0.001132-0.0046731i,-0.0027844-0.0047382i,-0.0015369-0.0023915i,-0.00074771+0.0012741i,0.0010984-0.0032107i,-0.002253+0.0027262i,-0.00038025+0.0015214i,0.00010399+0.00025651i,0.0011912+0.0019149i,0.0020432+0.0014747i,0.00095253-0.0011134i,0.0020642-0.00021697i,0.00094022+0.0025238i,-0.00029715+0.00063074i,-0.00020954+0.00028483i,-0.0011698+0.00093735i,-0.00044612+0.00057338i,0.0001558+0.00014138i,9.3084e-05-0.00016897i,0.0012486-0.0026101i,0.001526-0.00065351i,0.00015232-0.00080691i,-1.4006e-05-0.0010818i,0.001436+0.00038796i,0.0041434-0.0027956i,-0.00010687+0.00022082i,0.00024383+0.0012425i,0.0003618+0.0001005i,0.0003775-0.00016848i,0.0010926+0.0002914i,0.00044913+0.00061183i,-0.0008578-0.0025142i,0.00088596-0.0026527i,0.019646+0.003436i,0.034779+0.03476i,0.041069+0.033707i,0.051497+0.020003i,0.013565-9.7987e-05i,0.036841-0.0066829i,0.040741+0.0050045i,0.016223+0.0003031i,0.030308+0.012208i,0.0038264+0.030247i,0.0048183-0.0056277i,0.00091135-0.0035992i,0.004422-0.0064355i,0.0069517+0.0010966i,0.0052911+0.0047709i,-0.0033441+0.0065522i,-0.0046146-0.0029254i,0.0058445+0.011473i,-0.0037179+0.0012702i,0.002967+0.006087i,0.00046941+0.0016576i,0.00048363-0.0034659i,0.0070635-0.0043497i,-0.0030586-1.0581e-05i,0.0036799-0.0042262i,-0.0059843+0.0024592i,-0.0014242-0.00027802i,0.00010266-0.00058232i,-0.0044796+0.00042971i,-0.0042787-0.00073801i,-0.0090973-0.0056505i,0.0015703-0.0026525i,-0.003389+0.0028275i,-0.0018128+0.00071659i,-0.0024978+0.0039593i,0.0081872-0.0015163i,-0.0067497+0.0012654i,-0.0066864-0.0055666i,-0.0024442-0.00068816i,-0.0050344+0.0011856i,0.001985-0.0033577i,0.0061967-0.0022893i,0.0031086-0.0016659i,0.0068279+0.0060727i,0.005523+0.0044131i,0.041918+0.018732i,-0.031114+0.0022074i,-0.034777+0.026228i,-0.0062325+0.018662i,0.0032656+0.0051699i,0.0067636-0.0064365i,-0.012557+0.0021869i
0.0099547-0.011063i,0.036412-0.025681i,0.012669-0.0322i,0.0041012-0.022422i,-0.0022069-0.043328i,-0.023389-0.015789i,-0.014531-0.013238i,-0.0106-0.026163i,0.0001227-0.018264i,0.0028353-0.0046616i,-0.0011076-0.0055809i,-0.001952-0.003817i,-0.0037977-0.0031432i,-0.0019105-0.0017024i,-0.00041774+0.0012613i,0.00060256-0.0033319i,-0.00063861+0.002834i,-0.00026871+0.0017492i,7.6932e-05+0.00050242i,0.0016956+0.0012608i,0.0026789+0.00063023i,0.0006311-0.0014482i,0.0018142-0.00089448i,0.0022104+0.0013398i,0.0002073+0.00063127i,-5.7877e-05+5.9827e-05i,-0.0005263+0.001378i,-0.00029575+0.00074374i,0.00025131+0.00014352i,0.0001724-0.00013287i,9.5523e-05-0.0029837i,0.0012175-0.0011697i,-0.00023633-0.00083866i,-0.00034501-0.00084253i,0.0017853-0.0004451i,0.0034188-0.0037562i,0.00016562+0.00039264i,0.00069143+0.0011463i,0.00060667-0.00017918i,1.7949e-05-0.0004641i,0.001246-0.0001398i,0.00059618+0.00036403i,-0.0012199-0.001728i,0.00083536-0.0030799i,0.020287+0.00032675i,0.04096+0.028012i,0.045245+0.026211i,0.052862+0.011031i,0.012477+0.00079242i,0.036489-0.013017i,0.040795-0.0019653i,0.016111-0.0047972i,0.027799+0.0048342i,0.0091474+0.027084i,0.0024931-0.005959i,-0.001976-0.0017853i,0.00057044-0.0079139i,0.0053254-0.00066185i,0.0055858+0.0029691i,-0.00082462+0.0072707i,-0.0039223-0.00087168i,0.0067906+0.0089135i,-0.0035259+0.0033204i,0.0057081+0.0049829i,0.0011187+0.0012237i,-0.0011388-0.0026643i,0.005955-0.0069685i,-0.0027892+0.00065469i,0.002522-0.0052171i,-0.0030841+0.0043944i,-0.0020691-0.00039806i,-0.00033889-0.00058882i,-0.0031868+0.0020528i,-0.003513+0.00054919i,-0.0097627-0.0022655i,0.00066642-0.0031004i,-0.0020015+0.0031328i,-0.0019426+0.0011396i,-0.00047496+0.0036484i,0.0077235-0.0051886i,-0.0053789+0.0035448i,-0.0079923-0.0027183i,-0.0023434-0.0005312i,-0.0041041+0.0023494i,0.0010474-0.0030569i,0.0046191-0.004232i,0.0032027-0.0023533i,0.006758+0.0029211i,0.0051667+0.0042323i,0.042323+0.011555i,-0.02776+0.0075731i,-0.029293+0.033541i,-0.0042283+0.016776i,0.0062205+0.005686i,0.00435-0.0053091i,-0.012596+0.0049707i
0.0082305-0.013032i,0.030632-0.030613i,0.0072228-0.033453i,0.001337-0.022443i,-0.01071-0.041216i,-0.024746-0.011905i,-0.017234-0.010808i,-0.014546-0.023937i,-0.0027388-0.017611i,0.0016262-0.0050139i,-0.0027615-0.0044879i,-0.002299-0.0030566i,-0.0039799-0.0014977i,-0.0020929-0.0011545i,-7.0008e-05+0.0014682i,3.7211e-05-0.003345i,0.00030748+0.0022703i,0.00019884+0.0022248i,0.00036324+0.00076088i,0.0018142+0.00043784i,0.0027626-0.000464i,2.0356e-05-0.001652i,0.001277-0.0013148i,0.0025401-0.0005748i,0.00069835+0.00041929i,-0.00024118-3.2686e-05i,6.7695e-05+0.0014635i,4.1249e-05+0.00089511i,0.00034701+3.6028e-05i,0.00020928-0.00016618i,-0.0011218-0.002775i,0.00076109-0.0014265i,-0.00043125-0.00063347i,-0.00058923-0.00069094i,0.0015134-0.001549i,0.0024632-0.0046324i,0.00047179+0.00023456i,0.0011271+0.0008431i,0.00057087-0.00045818i,-0.00044741-0.00067496i,0.0010901-0.00053231i,0.00042623+0.00024328i,-0.0012515-0.0010178i,0.00033553-0.0032557i,0.020452-0.0030925i,0.04536+0.018443i,0.048272+0.018052i,0.05316+0.0027901i,0.013166+0.002183i,0.034591-0.020273i,0.039884-0.0087851i,0.015057-0.010129i,0.02536-7.7655e-05i,0.014891+0.02304i,0.00070851-0.0052085i,-0.0032165+0.00097738i,-0.003826-0.0079086i,0.0037816-0.0015891i,0.0053356+0.0018287i,0.0012562+0.0073683i,-0.0028733+0.00052226i,0.0068354+0.0059706i,-0.0011408+0.0052362i,0.0081529+0.0026396i,0.0017228+0.00093589i,-0.0019837-0.0013814i,0.0038255-0.0093169i,-0.0022934+0.00086734i,0.0011293-0.0062449i,-0.00096937+0.0038371i,-0.0028887-6.6395e-05i,-0.00042858-0.00051498i,-0.0016829+0.0032763i,-0.002592+0.0010793i,-0.0090163+0.0012403i,-0.00053909-0.0036349i,-0.00070568+0.002821i,-0.0016644+0.001275i,0.00076398+0.0027221i,0.0055867-0.0087767i,-0.0029284+0.0049339i,-0.0072588+5.3473e-05i,-0.0026585-0.00024673i,-0.003183+0.0035044i,0.0002991-0.0030272i,0.0028548-0.004635i,0.0030321-0.0034783i,0.0052279+0.0013154i,0.0055291+0.0041089i,0.041818+0.004408i,-0.024397+0.0091148i,-0.02127+0.038142i,-0.0021323+0.01605i,0.0084613+0.0050675i,0.0036716-0.0035562i,-0.011356+0.0070748i
0.0058184-0.01495i,0.024584-0.033961i,0.0014089-0.033888i,-0.0017981-0.022653i,-0.017578-0.037687i,-0.025662-0.0080629i,-0.019178-0.00756i,-0.017807-0.021158i,-0.0050179-0.016659i,0.00019793-0.0048379i,-0.0034149-0.0029708i,-0.0027511-0.0024875i,-0.0036287-0.00019713i,-0.0024564-0.00045657i,0.00059768+0.001623i,-0.00071123-0.0032117i,0.00072649+0.0020372i,0.0012066+0.0023356i,0.00067926+0.00053166i,0.0015249-0.00027957i,0.0023855-0.0014061i,-0.00049081-0.0016168i,0.00077994-0.0015013i,0.0015669-0.0019639i,0.00084364-0.00017149i,-0.00042173+1.1161e-05i,0.00061908+0.0013617i,0.00048689+0.00084414i,0.00033874-0.00015435i,0.00017205-0.00027034i,-0.0020215-0.0021335i,0.0003612-0.001575i,-0.00064629-0.00040268i,-0.00077078-0.00035638i,0.00035534-0.0021295i,0.0013053-0.0051933i,0.00047228-8.1537e-05i,0.0013683+0.00022394i,0.00053589-0.00060158i,-0.001013-0.00059275i,0.00075122-0.00094035i,0.00046847+0.00032905i,-0.0011307-0.00055573i,-0.00018595-0.0030802i,0.020486-0.0069486i,0.046488+0.0082281i,0.049665+0.0094678i,0.053132-0.0061717i,0.015932+0.0029146i,0.030607-0.027313i,0.037743-0.015061i,0.012055-0.014782i,0.022386-0.0034032i,0.019712+0.01688i,-0.00014462-0.004994i,-0.0027778+0.0043069i,-0.0084908-0.0053741i,0.0020721-0.002047i,0.0051681+0.00079733i,0.0033831+0.006919i,-0.0015536+0.001016i,0.0057016+0.0041878i,0.0019125+0.0043836i,0.0094525-0.0013301i,0.0022669+0.00015874i,-0.0018464+0.00031557i,0.00019658-0.011491i,-0.0023955+0.0012992i,-0.00079799-0.006824i,-0.00051109+0.0035536i,-0.0034292+0.001051i,-0.00059171-0.0005513i,0.0012204+0.0033991i,-0.0020355+0.00075956i,-0.0066712+0.0038526i,-0.0023786-0.0035899i,8.0801e-05+0.0020144i,-0.001377+0.0014529i,0.0011015+0.0015223i,0.0020723-0.011301i,-0.00046365+0.0047373i,-0.0059333+0.0012592i,-0.0026496+0.00019875i,-0.0015753+0.0047576i,-0.00063531-0.0022923i,0.0013062-0.0048554i,0.001991-0.0044705i,0.0038391+0.00077343i,0.0062541+0.0035695i,0.040319-0.002143i,-0.024791+0.0091572i,-0.013503+0.038645i,0.00047884+0.014156i,0.010229+0.0030077i,0.0040067-0.0026274i,-0.0094815+0.0084962i
0.0031984-0.016308i,0.018949-0.036295i,-0.0041819-0.033217i,-0.0052286-0.02216i,-0.023906-0.033555i,-0.025975-0.0043194i,-0.020084-0.004134i,-0.020593-0.018228i,-0.006958-0.015893i,-0.00053637-0.0041534i,-0.0033791-0.0017159i,-0.0030657-0.0015774i,-0.0031645+0.00087468i,-0.0023566+0.00058965i,0.0012517+0.0012169i,-0.0013221-0.0026623i,0.0014042+0.0018847i,0.0020547+0.0016665i,0.00080732+0.00034298i,0.0011425-0.00052137i,0.0017389-0.0021398i,-0.0010286-0.001514i,0.00021565-0.0016912i,0.00041-0.0024839i,0.00043673-0.0006157i,-0.0006129+0.00036534i,0.0012237+0.0010146i,0.00073872+0.00054795i,0.00025087-0.0002785i,-5.0087e-06-0.00018925i,-0.0026616-0.0012938i,-0.00022657-0.0016175i,-0.00068829+9.2965e-05i,-0.00063556-1.6513e-05i,-0.00042549-0.0017526i,-1.3625e-05-0.0054308i,0.00040666-6.3939e-05i,0.0011487-0.00031754i,0.00035571-0.00085869i,-0.0014394-8.9044e-05i,0.00032094-0.0010673i,0.00071376+0.00019588i,-0.00091468-8.63e-05i,-0.00061541-0.0030866i,0.019539-0.011962i,0.045181-0.0014731i,0.049541+0.0010006i,0.050464-0.016015i,0.02+0.00025733i,0.024482-0.032916i,0.034835-0.020578i,0.0088243-0.017557i,0.020541-0.004518i,0.021905+0.0094855i,-0.0017435-0.0048821i,0.00014399+0.0063258i,-0.011157-0.00060254i,0.00058267-0.0019139i,0.0045155-0.00010963i,0.0047773+0.0055973i,-0.00068966+0.00065617i,0.0045951+0.0032243i,0.0025756+0.0027773i,0.0077117-0.0054174i,0.0023419-0.0011282i,-0.00021266+0.0013811i,-0.0050584-0.010341i,-0.0021664+0.0025401i,-0.0034458-0.0064115i,0.0013009+0.0038359i,-0.0034478+0.0026545i,-0.00074169-0.00045275i,0.0036712+0.00044823i,-0.0019247+0.00049429i,-0.0035662+0.0044242i,-0.0042371-0.0022478i,0.00018934+0.0010623i,-0.0014365+0.0014642i,0.001287+0.00045938i,-0.0027943-0.012347i,0.0014471+0.0035614i,-0.0051477+0.0018874i,-0.0028409+0.00060771i,0.00093091+0.0049183i,-0.00051461-0.0013728i,8.2312e-06-0.004178i,0.00078566-0.0049717i,0.0027157+0.0010189i,0.0063452+0.0026664i,0.03806-0.0073982i,-0.026638+0.01213i,-0.0073557+0.038054i,0.0018448+0.011035i,0.010908+0.00060475i,0.0043812-0.0027921i,-0.0073656+0.0085997i
0.00017338-0.017579i,0.013463-0.038033i,-0.0094275-0.031697i,-0.0082066-0.021146i,-0.029218-0.027917i,-0.025855-0.00057865i,-0.020286-0.00094989i,-0.023047-0.014879i,-0.0089315-0.01539i,-0.00081593-0.0036779i,-0.0030815-0.00070392i,-0.0030362-0.0005456i,-0.0023393+0.0017433i,-0.00174+0.001345i,0.0015866+0.00065399i,-0.0015189-0.0019909i,0.0020302+0.0013006i,0.0024611+0.00081692i,0.00093965+0.0002167i,0.00099029-0.00061017i,0.00080531-0.0026072i,-0.001665-0.0010156i,-0.00029799-0.0014667i,-0.000511-0.0023392i,0.00011555-0.00065774i,-0.00038966+0.00079169i,0.0014854+0.00035708i,0.00089734+0.00023887i,0.00010885-0.00036714i,-4.4087e-05+5.5982e-05i,-0.0028958-0.00032205i,-0.00072662-0.0012536i,-0.00035575+0.0004094i,-0.0004681+0.00011431i,-0.00076273-0.0015078i,-0.0013541-0.0051587i,0.00059558-0.0002299i,0.00088339-0.00059771i,-2.1867e-06-0.00085014i,-0.0016228+0.00054752i,-5.6719e-05-0.0011397i,0.00072683-7.2337e-05i,-0.00055156+0.00021635i,-0.0013586-0.0028377i,0.016528-0.016538i,0.041676-0.009727i,0.047837-0.0071135i,0.044993-0.024374i,0.021929-0.0048078i,0.017691-0.036571i,0.031602-0.025634i,0.0059214-0.020015i,0.021028-0.0058122i,0.022308+0.0028308i,-0.0037087-0.0041903i,0.0033526+0.0059216i,-0.010986+0.0051431i,-0.0006603-0.0014774i,0.0040834-0.00044226i,0.0057078+0.0046556i,-0.000324+0.00017298i,0.0032061+0.0030907i,0.0030603+0.0021816i,0.0041546-0.0077093i,0.0014485-0.0021667i,0.0011974+0.00086758i,-0.0080647-0.0064215i,-0.00063025+0.0033961i,-0.0054762-0.0044478i,0.0027122+0.002279i,-0.0023568+0.0043581i,-0.00083953-0.00046711i,0.0030668-0.0029864i,-0.0021567+0.00075545i,-0.0015949+0.0033025i,-0.004768-0.00044973i,-0.0003134+0.0004645i,-0.0013998+0.0018121i,0.00073767-0.00069121i,-0.0083066-0.010466i,0.0020257+0.0016487i,-0.0047387+0.0026887i,-0.0028342+0.0016714i,0.0029601+0.0039366i,-0.0001382-0.0013893i,-0.00022416-0.0029938i,-0.00037058-0.0051115i,0.0019612+0.0018502i,0.006416+0.001891i,0.036817-0.012177i,-0.027193+0.017216i,-0.001724+0.036758i,0.0013823+0.0078467i,0.010303-0.0025526i,0.004094-0.0028069i,-0.0060392+0.0075685i
-0.0036808-0.018049i,0.0079135-0.039233i,-0.014392-0.029379i,-0.011119-0.020131i,-0.032791-0.021566i,-0.025262+0.0029901i,-0.020048+0.0020504i,-0.024842-0.011152i,-0.011246-0.014662i,-0.0011696-0.0034847i,-0.0025207+6.5051e-05i,-0.0025612+0.00024311i,-0.0012774+0.0022864i,-0.00098782+0.0016676i,0.0017708+5.9265e-05i,-0.0014197-0.001599i,0.0023676+0.00083889i,0.0025917-0.00015576i,0.0010871-0.0001058i,0.00086486-0.00087555i,-0.00035652-0.0025366i,-0.0018279-0.00027555i,-0.00063004-0.0011984i,-0.001118-0.0019016i,-7.9302e-05-0.00059528i,3.5832e-05+0.00092087i,0.0012783-0.00022462i,0.00097812-0.00013328i,-8.5622e-05-0.00029942i,9.9569e-06+0.0001815i,-0.002836+0.00071768i,-0.00085017-0.00083528i,8.7183e-05+0.000466i,-0.00037621+0.00013175i,-0.0012627-0.0011383i,-0.0024497-0.0043336i,0.00044328-0.00053496i,0.00057494-0.0007694i,-0.00019299-0.00046058i,-0.0015552+0.0011497i,-0.00065542-0.00096937i,0.00047647-0.00031744i,-0.00012859+0.00027915i,-0.0018483-0.0020997i,0.012319-0.019841i,0.036769-0.01588i,0.044645-0.014238i,0.038194-0.030392i,0.021483-0.0096568i,0.010409-0.038746i,0.027905-0.030665i,0.0023759-0.022064i,0.022187-0.0090289i,0.021161-0.0044459i,-0.0056136-0.0027066i,0.0055446+0.0039315i,-0.0079758+0.0096379i,-0.0015306-0.00078388i,0.0036375-0.00082171i,0.0070027+0.0034247i,-0.00043196-0.00011618i,0.0027607+0.0040817i,0.0038569+0.00098703i,0.00082299-0.0076346i,0.00044038-0.0024738i,0.0017964-0.00011208i,-0.0087009-0.0023955i,0.0010439+0.0032542i,-0.0064315-0.002019i,0.0023283+0.00065587i,-0.00024552+0.0051409i,-0.0012383-0.00038959i,0.00060678-0.0049942i,-0.0021632+0.001078i,-0.00093414+0.0018814i,-0.0047124+0.0012572i,-0.0010027+0.00058293i,-0.0010703+0.0020015i,-0.00057017-0.00076443i,-0.011321-0.0061436i,0.0016242+0.00032161i,-0.0041646+0.0032416i,-0.0019144+0.0023679i,0.0044191+0.0020658i,-0.00032263-0.0011612i,0.00042094-0.0027905i,-0.0013973-0.0046505i,0.0026689+0.0032079i,0.0063181+0.0011904i,0.034011-0.017887i,-0.026196+0.023347i,0.0031862+0.03451i,-0.00054768+0.0057824i,0.0073292-0.0044073i,0.0042425-0.0033051i,-0.0062649+0.006649i
-0.0073657-0.017238i,0.0024803-0.039931i,-0.018491-0.026036i,-0.014026-0.018584i,-0.035129-0.015509i,-0.024269+0.0066434i,-0.019315+0.004988i,-0.025871-0.0074227i,-0.013721-0.013505i,-0.0014755-0.0031393i,-0.0018749+0.00031062i,-0.0019864+0.0008417i,-0.00011722+0.0024864i,-0.00037618+0.0017793i,0.0016216-0.00058967i,-0.0013478-0.0015564i,0.0029996+0.00010506i,0.0022399-0.0010616i,0.00099519-0.00052419i,0.00064391-0.0010015i,-0.0012082-0.0020816i,-0.0015022+0.00035327i,-0.00075145-0.0010395i,-0.0011587-0.0015649i,-0.000365-0.00065031i,0.00039272+0.00076074i,0.0010003-0.00052073i,0.00083534-0.0003701i,-0.00020254-0.00016386i,0.00018256+0.00032471i,-0.0023482+0.0016508i,-0.00091076-0.00058282i,0.00026064+0.00032049i,-0.00033176+0.00028555i,-0.0014555-0.00043847i,-0.0030965-0.0032143i,0.00016383-0.00059386i,0.00023979-0.00078195i,1.3943e-05-0.00031654i,-0.0011399+0.00184i,-0.00089358-0.00050403i,0.0004897-0.00035701i,0.00016643+0.00015403i,-0.0018047-0.0014109i,0.0078747-0.022005i,0.032792-0.019632i,0.040903-0.020055i,0.03116-0.034358i,0.019455-0.013613i,0.0029103-0.038783i,0.023163-0.035094i,-0.0010123-0.023123i,0.022209-0.013222i,0.017153-0.010516i,-0.0070237-0.00024478i,0.0061729+0.0012103i,-0.0037327+0.012029i,-0.0023588+0.00027496i,0.0033416-0.0008716i,0.0079373+0.0015408i,-0.00060488-0.00045815i,0.0036813+0.0054187i,0.0035878-0.00047883i,-0.0013033-0.0064923i,-0.00068847-0.0023904i,0.0017874-0.00090589i,-0.0074479+0.00080703i,0.0024642+0.0024409i,-0.0061629+0.00055445i,0.0017224+0.00043895i,0.0020268+0.004591i,-0.0014238+7.5869e-05i,-0.0021371-0.0052825i,-0.0020011+0.0012287i,-0.0015255+0.0012416i,-0.0040678+0.0028759i,-0.0011512+0.0013999i,-0.0010909+0.0020807i,-0.0012567-0.00020997i,-0.011953-0.0016124i,0.00085884-0.00045923i,-0.0037648+0.0040622i,-0.0010064+0.0024815i,0.004927-0.00046146i,-0.00012747-0.00091485i,0.00059799-0.0037933i,-0.0023573-0.0045693i,0.0040678+0.0030657i,0.006568+0.00064297i,0.030749-0.022141i,-0.022425+0.030694i,0.0070312+0.032122i,-0.0029752+0.0055762i,0.0043056-0.0037549i,0.0034093-0.0042219i,-0.0067676+0.0065679i
-0.01032-0.01583i,-0.0034686-0.040626i,-0.021688-0.022815i,-0.016708-0.016575i,-0.03667-0.0088729i,-0.022262+0.010122i,-0.018014+0.0077163i,-0.026596-0.0037523i,-0.016293-0.011931i,-0.0016442-0.0030468i,-0.0015468+0.00033883i,-0.0011714+0.0011506i,0.0011224+0.0022171i,0.00043834+0.0016803i,0.0012408-0.0011022i,-0.0015253-0.0016264i,0.003229-0.0012564i,0.0015367-0.0016213i,0.00077909-0.00075443i,0.00055844-0.0011331i,-0.0018002-0.0013758i,-0.0011569+0.00067827i,-0.001042-0.00093682i,-0.0011114-0.0017087i,-0.00071255-0.00051287i,0.00064715+0.00057897i,0.00065836-0.00076474i,0.00066455-0.00053183i,-0.00019377+2.1852e-05i,0.00055676+0.00036484i,-0.0015894+0.0023654i,-0.0010382-0.00031024i,0.00046864+0.00013152i,-0.00013271+0.00036307i,-0.0011169+6.2962e-05i,-0.003356-0.0022046i,0.00010891-0.00047073i,8.4223e-05-0.00060086i,2.5783e-05-0.00056154i,-0.00038845+0.0021555i,-0.00082337-7.0113e-05i,0.00031757-0.00060983i,0.00029755-0.00025619i,-0.0015782-0.0010845i,0.0030675-0.023244i,0.030012-0.023625i,0.036786-0.025252i,0.024206-0.036337i,0.017715-0.016284i,-0.0041082-0.036585i,0.017796-0.038937i,-0.0037557-0.024263i,0.021375-0.018333i,0.011721-0.013527i,-0.0068745+0.0033155i,0.005574-0.0014743i,0.00032136+0.012305i,-0.0025558+0.0016154i,0.0035784-0.0010356i,0.0081875-0.001043i,-0.001202-0.00066177i,0.0061262+0.0054469i,0.0026829-0.00084457i,-0.0025658-0.005052i,-0.0014933-0.0017912i,0.0017611-0.0016041i,-0.0060857+0.0026678i,0.0033353+0.0011444i,-0.0051052+0.0025269i,0.002148+0.00072962i,0.0034952+0.0031559i,-0.0013051+0.00032424i,-0.0047809-0.0042135i,-0.001995+0.0015444i,-0.0019864+0.0018364i,-0.0027788+0.0040921i,-0.00047298+0.0019484i,-0.0010623+0.0027847i,-0.0012928+0.00036696i,-0.011207+0.002039i,-1.1457e-05-0.00075681i,-0.0028615+0.0053911i,-0.00048549+0.0025168i,0.0041616-0.0031212i,8.7486e-05-0.0013679i,-0.00011993-0.0046038i,-0.0035961-0.0039521i,0.0051513+0.0021132i,0.0070788-0.00043669i,0.027028-0.025813i,-0.014524+0.035937i,0.011316+0.029224i,-0.0045664+0.006592i,0.0027105-0.0017632i,0.0020433-0.0041956i,-0.007321+0.0068846i
