-0.023595-0.019233i,-0.031216-0.034556i,-0.022689-0.019823i,-0.032103-0.020657i,-0.024216+0.003793i,-0.028833-0.018177i,-0.055307-0.048353i,-0.040346-0.044452i,-0.030448-0.015741i,0.0054993+0.0055185i,-0.0034318+0.0061523i,-0.010362+0.011319i,0.0038604+0.0072424i,-0.003755-0.0024964i,0.0028828+0.0019283i,0.0017656+0.028839i,0.018156+0.013894i,-0.00017334+0.00022023i,-0.003073-0.0027579i,0.0080724+0.0036229i,0.0017202+0.00057888i,-0.00068536+0.0023823i,-0.0006143+0.00031795i,-0.028662-0.0023535i,-0.0035745-0.0046902i,-0.000113+0.0025135i,0.0049865-0.0011222i,0.00093368-0.00016853i,-0.00062552-0.00045066i,-0.0012059-0.0019505i,-0.0022801-0.00045541i,-0.0037394-0.0041556i,-0.0032435-0.0056694i,0.00056054-0.0012359i,0.00044425-0.002862i,-0.0044651+0.024744i,0.001882-0.0031823i,0.0024572-0.0037278i,0.0043912-0.0023208i,-0.0076468-0.0015586i,0.00047793+0.0013414i,0.0086653-0.0016859i,-0.002086+0.00059122i,-0.0032721+0.00087231i,-0.0086922-0.003625i,-0.018349+0.021777i,-0.0080109-0.08679i,-0.0027688-0.06102i,-0.02074-0.054145i,-0.011323-0.045811i,0.053545-0.026819i,0.023583-0.067186i,0.039957-0.054069i,0.019141-0.039848i,0.026593-0.020116i,0.012124+0.011784i,0.025235-0.028262i,-0.011064-0.0024517i,-0.0013301-0.00047666i,-0.0086742-0.0016467i,-0.0050399-0.030207i,-0.021408+0.025438i,0.0071224-0.0095311i,-0.010727-0.0030894i,-0.0028125-0.001842i,0.00016086-0.014787i,-0.0083039+0.0054571i,0.0062386+0.010683i,-0.012683+0.029381i,0.0068623+0.0079188i,-0.0033565-0.0014162i,-0.0021842-0.0015568i,-0.013039-0.005389i,0.00067275-0.0043843i,-0.030801+0.0016039i,0.0035943-0.0090052i,-0.0077624-0.0019422i,-0.0048868-0.003109i,0.0074734+0.002035i,-0.0097981+0.00064234i,0.002263-0.00037464i,0.0063681+0.007462i,0.0054047+0.0013714i,-0.0073953-0.0095648i,0.0031635+0.0075568i,-0.019011+0.0087172i,0.0029673+0.006045i,-0.021488-0.0093728i,-0.026448-0.0050855i,0.010265-0.060618i,0.019066-0.014946i,-0.050051-0.028574i,-0.021912+0.0015788i,0.018681+0.009846i,-0.027791+0.011507i,-0.012586-0.0077751i
0.0021162-0.0070684i,0.0070792-0.03233i,-0.015234-0.016583i,-0.010626-0.015422i,-0.011129-0.01654i,-0.010734-0.012536i,0.014845-0.014195i,0.013577-0.016624i,-0.006191-0.007329i,0.0031745-0.00029018i,8.2061e-05+0.00054966i,-0.0008856+0.00064572i,0.0012251-0.00068904i,0.00075554-0.0007117i,-0.0012361-0.0016301i,0.0025879-0.0053543i,-0.0024356+0.00077754i,-0.00063914+0.00029548i,0.00015653-0.00044391i,0.0001566+0.001271i,-0.00014778+0.0012553i,-0.00042695-0.00011084i,0.0012127+0.00059309i,-0.0028155+0.002722i,-3.3571e-05+0.00022352i,9.6529e-05+0.00019409i,-0.00064371+0.0001728i,2.7708e-05+0.00020191i,0.00019887+5.3884e-05i,0.0003909-0.00029985i,0.00044879-8.941e-05i,0.0012209-0.00010849i,0.00017206-3.7742e-05i,-6.4253e-05-0.00068723i,0.00032782+0.00056347i,0.0086993+0.00058983i,0.00032067-0.00011815i,0.00092917+0.00064809i,1.3822e-05-0.00056765i,0.00079771-0.0012072i,-0.00022073+0.00055727i,8.9846e-05-0.00023737i,-0.0004298-0.00082869i,-0.0008434+0.001028i,-0.0075704-0.0080413i,0.0012783+0.022087i,0.029775-0.00041133i,0.0305-0.0036047i,0.0084036-0.017094i,0.030166+0.0074583i,0.022333+0.029526i,0.026862+0.018874i,0.017859+0.03333i,-0.022465+0.014559i,-0.00013688-0.0088279i,0.0023162-0.0049865i,0.0060057-0.0065001i,0.0098191+0.0015401i,0.0029628+0.0055958i,-0.0066241+0.0064873i,-0.0021053-0.0049829i,0.0037099+0.009417i,-0.0031878-0.0017326i,0.00030768+0.0032873i,7.4085e-05+0.00059108i,0.0014622-0.0034918i,0.0066312-0.0014773i,-0.0026495-0.00058961i,0.00444-0.0011009i,-0.0065965-0.00069891i,-0.001059-0.00050535i,0.00015904+2.6243e-05i,-0.004786-0.0021817i,-0.0029575-0.0019185i,-0.011568-0.010417i,0.0024234-0.0019531i,-0.0044042-0.00042206i,-0.0014131+0.0014663i,-0.0049633+0.0025684i,0.0053253+0.0015553i,-0.0079742-0.0016868i,-0.0024974-0.0066286i,-0.0025091-0.0014994i,-0.0057931-0.00045656i,0.0059883-0.0032209i,0.0042971+0.0015368i,0.0027489-0.0024021i,0.0012086+0.0054918i,0.003089+0.0016144i,0.010737+0.0064757i,-0.025588+0.0019168i,-0.031824+0.015882i,-0.013879+0.023835i,0.0027047+0.0020409i,0.0069373-0.0068215i,-0.014464+0.0083737i
0.00074445-0.0072927i,0.0014737-0.032983i,-0.017936-0.013595i,-0.013198-0.012564i,-0.014307-0.01456i,-0.012075-0.010702i,0.010806-0.017389i,0.010429-0.01802i,-0.0078766-0.0064456i,0.003681-0.0014535i,0.00045779+0.00020279i,-0.00026737+0.0010833i,0.00073792-0.00096637i,0.00076388-0.00068124i,-0.0013008-0.0012755i,0.0014337-0.0053245i,-0.0015063+0.0014516i,-0.0006112+0.0002117i,-0.0001161-0.00050635i,0.00050067+0.0011074i,0.00032034+0.0014572i,-0.00037294+9.3504e-05i,0.001341+0.00011986i,-0.00095257+0.003057i,0.00016568+0.00036914i,0.0002327+9.3008e-05i,-0.00035216+0.00083169i,8.8236e-05+0.00038838i,0.00021609+2.7713e-05i,0.00042004-0.00020202i,0.00024603-0.00026787i,0.0012754-0.00030311i,0.00031617-5.4352e-05i,-0.0003985-0.00049406i,0.0008197+0.00044554i,0.010792-0.0054282i,0.00013902-2.328e-05i,0.0012556+0.00039919i,-1.046e-05-0.00039905i,0.00041014-0.0019733i,0.00026101+0.00056136i,-1.9844e-05-0.00038692i,-0.00071033-0.00020912i,0.00025922+0.0010647i,-0.0085235-0.006057i,0.0049+0.022685i,0.029756-0.0044329i,0.02935-0.0097478i,0.0034162-0.014452i,0.033113+0.0017609i,0.027836+0.0242i,0.029238+0.011391i,0.020867+0.025087i,-0.016926+0.014135i,-0.0023137-0.0078386i,-0.0010744-0.0051076i,0.0029862-0.0084791i,0.0079491-0.0011573i,0.0040423+0.0042093i,-0.0029877+0.009263i,-0.0025869-0.0021854i,0.005125+0.0078521i,-0.0038371-0.00054924i,0.0019064+0.0036148i,0.00097456+0.00050562i,-0.00056364-0.0032972i,0.0070075-0.0051742i,-0.0032459-0.00021639i,0.0042809-0.003129i,-0.006411+0.0024977i,-0.0018617-0.0013715i,-2.7462e-05-0.0005698i,-0.004342+0.000713i,-0.0031382-0.0011192i,-0.012894-0.004884i,0.00078976-0.0023154i,-0.0040786+0.0010152i,-0.0016911+0.0010579i,-0.0035618+0.0041478i,0.0064697-0.00047427i,-0.0077785+0.0016411i,-0.004156-0.0052186i,-0.0023522-0.0011343i,-0.0054482+0.0017889i,0.0031977-0.0043491i,0.0048971-0.00010018i,0.0023893-0.0026786i,0.0027798+0.004038i,0.001856+0.0012281i,0.010243+0.0020708i,-0.024324+0.0074505i,-0.029933+0.023415i,-0.0095083+0.022977i,0.0042039+0.0047605i,0.0043865-0.0062917i,-0.014183+0.010615i
-0.00015924-0.0075324i,-0.0045204-0.032697i,-0.019762-0.010183i,-0.014652-0.009407i,-0.01723-0.011951i,-0.013204-0.0089089i,0.0065633-0.019363i,0.0075888-0.019094i,-0.0095007-0.0048272i,0.0031228-0.0025364i,0.00038472-0.00019185i,0.00054677+0.0011988i,0.00020587-0.00084381i,0.00090968-0.00080412i,-0.0014681-0.0010294i,0.00047688-0.0051211i,-0.00057351+0.0016222i,-0.0007701+0.00024713i,-0.00034488-0.00034786i,0.00071627+0.00075085i,0.00096276+0.0012813i,-0.00038201+0.00012892i,0.001283-0.00036517i,0.00062246+0.0026153i,0.00060142+0.00040285i,0.00031559-5.7157e-05i,0.00013792+0.0009367i,0.00029708+0.00046281i,0.00019075+5.9182e-06i,0.00043464-0.00031356i,4.2907e-05-0.00029302i,0.0011639-0.00087731i,0.00025963-0.00023574i,-0.00048315-0.0001611i,0.0011632-0.00024639i,0.0035455-0.0053131i,0.00029503+0.00015277i,0.0013866-0.00037867i,6.6392e-05-0.00043613i,-0.00036199-0.0023786i,0.00062388+0.00029585i,-0.00031812-0.00042974i,-0.00062332+0.00021516i,0.00082631+0.00044399i,-0.0088032-0.0044304i,0.010253+0.022236i,0.029673-0.0089815i,0.026555-0.015105i,0.00062406-0.010991i,0.035089-0.0048863i,0.031282+0.017771i,0.0307+0.0047933i,0.021066+0.018458i,-0.013223+0.014377i,-0.0043488-0.0060929i,-0.004142-0.0033501i,-0.0013435-0.0092796i,0.0054639-0.002557i,0.0041573+0.0028612i,0.00032302+0.0095563i,-0.0017137-0.0006103i,0.0055483+0.0058098i,-0.0040343+0.0019404i,0.0033915+0.0033264i,0.0012485-0.00017476i,-0.0018287-0.0022343i,0.0052016-0.0078071i,-0.0030913+0.00075581i,0.0036266-0.0046076i,-0.0033654+0.004478i,-0.0028448-0.0016487i,-0.00051222-0.0006406i,-0.0030189+0.0022264i,-0.00267-0.00037755i,-0.012484-0.00034597i,2.6681e-05-0.0023955i,-0.0031932+0.0020147i,-0.0017658+0.0015987i,-0.001421+0.0044973i,0.006382-0.0032958i,-0.0062331+0.0040618i,-0.0055205-0.0036391i,-0.0025106-0.0010024i,-0.0043466+0.0029335i,0.0015895-0.0038791i,0.0045367-0.0015706i,0.0021798-0.0030831i,0.0022641+0.0018696i,0.0010894+0.0014089i,0.0098369-0.00067853i,-0.020908+0.01208i,-0.024754+0.03056i,-0.0063619+0.021707i,0.0074393+0.0049248i,0.0022946-0.004889i,-0.012507+0.012935i
-0.0012182-0.0080156i,-0.010087-0.030945i,-0.02101-0.0068836i,-0.015124-0.0066317i,-0.019651-0.008271i,-0.014147-0.007073i,0.001855-0.020244i,0.0046595-0.019811i,-0.010033-0.0027752i,0.0015852-0.0039429i,5.7647e-05-0.00015113i,0.0012838+0.00052122i,1.0142e-05-0.00053713i,0.00082155-0.0012232i,-0.0016154-0.00055636i,-0.00039454-0.0047748i,-0.00011547+0.0014651i,-0.00099281+0.0006098i,-0.00033869-1.9869e-05i,0.00076761+0.00029383i,0.001313+0.00059767i,-0.00058049+0.00023439i,0.00096295-0.00072303i,0.0017721+0.0012644i,0.0010771-7.0081e-05i,0.00020313-0.0002356i,0.00047847+0.00083847i,0.00052922+0.00025415i,0.00023306+1.0711e-05i,0.0002857-0.00041334i,-7.5731e-05-0.00025471i,0.00091302-0.001208i,0.00017257-0.00029256i,-0.00037887-2.99e-05i,0.00096342-0.0010734i,0.0029821-0.0055913i,0.0006762+4.2855e-06i,0.0010582-0.0008916i,-1.0749e-05-0.00048489i,-0.0012754-0.0024316i,0.00066814-0.00011696i,-0.00057097-0.00013891i,-0.00049008+0.00077285i,0.00081816+6.7813e-05i,-0.0086258-0.0033262i,0.016127+0.0187i,0.028851-0.013906i,0.023682-0.018876i,0.00089826-0.0066367i,0.035232-0.013073i,0.033426+0.011281i,0.031106-0.002515i,0.020725+0.013808i,-0.0085919+0.01401i,-0.0051575-0.0036234i,-0.0058946-0.00032796i,-0.006058-0.0084949i,0.0036868-0.0029053i,0.0038112+0.0021781i,0.0029359+0.0099067i,-0.00073731-6.186e-05i,0.0049719+0.003115i,-0.0019376+0.0043366i,0.0048946+0.0025065i,0.0015799-0.00068285i,-0.002315-0.00092634i,0.002441-0.009608i,-0.0026969+0.0013954i,0.0024781-0.0059217i,-0.00098343+0.0036631i,-0.0038964-0.0010669i,-0.00081724-0.00059038i,-0.0015844+0.0033714i,-0.0023221-0.00027429i,-0.010282+0.0037726i,-0.0010436-0.0028171i,-0.0019015+0.0022978i,-0.0014385+0.0017417i,0.00032623+0.0036681i,0.0053598-0.0058527i,-0.0036895+0.0057116i,-0.0056059-0.0015413i,-0.0030439-0.00068709i,-0.0034662+0.0039294i,0.00056706-0.0035359i,0.0037519-0.0022719i,0.0014894-0.0036806i,0.00065244+0.0017963i,0.00088508+0.0020917i,0.0088167-0.0038134i,-0.017432+0.013035i,-0.01664+0.03449i,-0.0030403+0.02125i,0.0091272+0.0039367i,0.0016297-0.0030559i,-0.010154+0.014348i
-0.0026943-0.0083439i,-0.014993-0.028062i,-0.021933-0.0034027i,-0.015324-0.0042954i,-0.020539-0.0043486i,-0.014876-0.0050797i,-0.0024735-0.019622i,0.0018854-0.020056i,-0.0095377-0.0011082i,0.0024084-0.0020265i,4.9637e-05+9.5094e-05i,0.0012325-0.00018389i,1.2035e-05-0.00035366i,0.00025355-0.0012728i,-0.0013888+1.2305e-05i,-0.0012393-0.0042843i,0.00021962+0.0014541i,-0.00095074+0.0010822i,-0.0002862+6.4918e-05i,0.00051474-9.3253e-05i,0.0013288-5.0994e-05i,-0.00058064+0.00049077i,0.00063823-0.00089527i,0.0016565-0.00017222i,0.00099737-0.00089021i,-2.2756e-05-0.00031856i,0.0007591+0.00069047i,0.0005855+1.2933e-05i,0.00026311-6.7355e-05i,9.7562e-05-0.00043009i,-0.00010503-8.7381e-05i,0.00070975-0.001404i,-4.0414e-05-0.00032724i,-0.0004042+0.00010008i,9.2736e-05-0.0014114i,0.0020766-0.006313i,0.00067039-0.00041751i,0.00043494-0.0013088i,-8.6474e-06-0.00046499i,-0.0022442-0.0022591i,0.00045424-0.00046986i,-0.00056385+0.00019934i,-0.00029042+0.0011761i,0.00086521-0.00021799i,-0.0081012-0.0028732i,0.019979+0.013032i,0.027165-0.018981i,0.021756-0.023667i,0.0042103-0.0035552i,0.032673-0.02167i,0.034361+0.0050744i,0.029268-0.0095484i,0.019839+0.010356i,-0.0043706+0.011658i,-0.0045871-0.002269i,-0.0056968+0.0033095i,-0.010823-0.0051656i,0.0021714-0.0030611i,0.00357+0.0017684i,0.0068262+0.0057173i,0.00022166-0.00035278i,0.0034749+0.0022895i,0.001251+0.0038002i,0.0065025+0.00048618i,0.0016198-0.0015299i,-0.0020113+0.00073619i,-0.0010862-0.011057i,-0.002676+0.0023939i,0.00063217-0.0069551i,-0.00093358+0.0031811i,-0.0044804+0.00028106i,-0.0011234-0.00043792i,0.0012416+0.0036762i,-0.0023933-0.00059741i,-0.006719+0.006147i,-0.0027049-0.0023155i,-0.0009029+0.0021018i,-0.00097667+0.0018626i,0.0011712+0.0024612i,0.0033175-0.0084989i,-0.0008864+0.0056849i,-0.0047157-0.0001646i,-0.0031532+7.2596e-05i,-0.0016405+0.0053537i,-0.00054894-0.002842i,0.0029271-0.0028343i,0.00033579-0.0038022i,-1.8823e-05+0.0023365i,0.0012186+0.0024861i,0.0072142-0.0061212i,-0.017749+0.012652i,-0.0090299+0.033911i,0.00071506+0.019244i,0.010321+0.002119i,0.0022022-0.0017332i,-0.0073834+0.015289i
-0.0039958-0.0082992i,-0.018987-0.024499i,-0.022033+0.0002455i,-0.015357-0.0018826i,-0.020853-0.00082545i,-0.015309-0.0029988i,-0.0057216-0.018493i,-0.00057127-0.020478i,-0.0087462-0.00031847i,0.00093013-0.002532i,0.00024331+0.0002587i,0.0010351-0.00053029i,-1.2637e-05-0.0002093i,6.0026e-05-0.00099296i,-0.0010229+0.00016069i,-0.001933-0.0036135i,0.0007513+0.0013099i,-0.00032397+0.0011823i,-0.00029899+0.0002289i,0.00027549-0.00014038i,0.0011383-0.00053954i,-0.00038517+0.00067027i,0.00025948-0.0010715i,0.0011529-0.0012464i,0.00041358-0.0012616i,-0.0002845-0.00012503i,0.0010471+0.00037532i,0.00059807-0.00021513i,0.00025721-0.00015885i,-0.00013449-0.00034671i,-3.6315e-05-3.7427e-05i,0.00014777-0.0015636i,-0.00015248-0.00013635i,-0.00021863+0.00031123i,-0.00068224-0.0013458i,0.00030973-0.0065947i,0.00046627-0.00042717i,-0.00038359-0.0012302i,1.8211e-05-0.00042556i,-0.003157-0.0015769i,0.00017-0.00058776i,-0.00043326+0.00041923i,0.00012647+0.0016388i,0.00077307-0.00063619i,-0.0081311-0.0032252i,0.021544+0.006544i,0.024278-0.024088i,0.016718-0.029565i,0.0093437-0.0047996i,0.026982-0.028848i,0.034598-0.0008932i,0.026757-0.01482i,0.019686+0.0087874i,-0.0021938+0.0082549i,-0.0044801-0.0015772i,-0.003191+0.0061939i,-0.013549+0.00058158i,0.00080113-0.0029465i,0.0033945+0.0014802i,0.0076648+0.0042314i,0.00043899-0.0013819i,0.0024835+0.0018242i,0.001885+0.0021355i,0.0063574-0.0025335i,0.001216-0.0027104i,-8.52e-05+0.0017936i,-0.0060345-0.0094937i,-0.0016815+0.004102i,-0.0020682-0.0072914i,0.00053175+0.003679i,-0.0045732+0.0018599i,-0.0013514-2.4281e-06i,0.0037704+0.0010238i,-0.0027051-0.00029169i,-0.0025944+0.0062677i,-0.0038535-0.00090178i,-0.00034681+0.0015134i,-0.0007349+0.0018627i,0.0015224+0.0012448i,-0.00033595-0.010609i,0.0014202+0.0045282i,-0.0043183+0.00039985i,-0.0031292+0.0009425i,0.0010506+0.0053362i,-0.00071206-0.001773i,0.0019564-0.0028776i,-0.0004128-0.0037358i,-0.0003005+0.0030322i,0.0014417+0.0027659i,0.0053821-0.0073715i,-0.018766+0.015196i,-0.0036918+0.032622i,0.0031963+0.015603i,0.010908-0.00025784i,0.0027665-0.0016909i,-0.0043749+0.014864i
-0.0054806-0.0082689i,-0.021965-0.020594i,-0.021468+0.0036598i,-0.014771+0.00028566i,-0.020495+0.0029365i,-0.015458-0.00096185i,-0.0087421-0.017421i,-0.003558-0.020956i,-0.008316-0.00024749i,0.00050108-0.0023404i,0.00047324+0.00038481i,0.0014469-0.00087237i,0.00010515-5.5729e-06i,3.9099e-05-0.00086107i,-0.00087241+0.00018098i,-0.0021908-0.0028579i,0.0011689+0.00096258i,0.0001598+0.0010254i,-2.1706e-05+0.00041255i,0.00021423-7.6674e-05i,0.00081252-0.00093964i,-0.0002443+0.00083275i,-9.7846e-05-0.00095322i,0.00033404-0.0017865i,-7.8004e-06-0.0011752i,-0.00028023+0.00015748i,0.0010273-9.2483e-05i,0.00048019-0.00041032i,0.00019098-0.00025005i,-0.00027226-0.00013768i,-1.8871e-06-4.1202e-05i,-0.00033284-0.0010354i,-0.00011679+1.6552e-05i,7.6557e-05+0.0002642i,-0.00098928-0.0004908i,-0.0013113-0.0059279i,0.00059158-0.00049935i,-0.00077392-0.00062517i,-5.9438e-05-0.00044399i,-0.0038267-0.00029586i,-3.6588e-05-0.00072285i,-0.00025305+0.00058835i,0.00099454+0.001873i,0.00043504-0.00076749i,-0.0092833-0.0034383i,0.020948+0.00051473i,0.019926-0.028438i,0.0099428-0.032889i,0.012189-0.009421i,0.020133-0.033547i,0.034188-0.0071853i,0.024544-0.020054i,0.021023+0.0074477i,-0.00053783+0.0054656i,-0.0052337-0.0010504i,5.9578e-05+0.007059i,-0.012547+0.0073074i,-0.00036207-0.0025205i,0.0034379+0.0013802i,0.0079801+0.0021053i,-0.00032901-0.002133i,0.0010361+0.0021375i,0.0022674+0.0016632i,0.0042633-0.0047393i,-0.00019017-0.0033705i,0.0015281+0.0010817i,-0.0085967-0.0050644i,0.00094494+0.0047354i,-0.0052302-0.0056686i,0.0020168+0.002679i,-0.0037624+0.0035547i,-0.0012565+0.00025569i,0.0035719-0.0021189i,-0.0028115+0.00045859i,-0.00015421+0.0040473i,-0.0039726+0.00047308i,-0.0002931+0.00079886i,-0.00027922+0.0021389i,0.0011641+3.0008e-05i,-0.0052484-0.0096744i,0.0022307+0.0023489i,-0.0042197+0.0010527i,-0.0026644+0.0020505i,0.0032442+0.0039358i,-0.00011428-0.0016107i,0.0017761-0.0023834i,-0.0012315-0.0035342i,-0.00079999+0.0041609i,0.0018433+0.0027373i,0.0046677-0.0083326i,-0.018183+0.019355i,0.00085899+0.030505i,0.0035821+0.011294i,0.010111-0.0034986i,0.0026882-0.0013501i,-0.0024808+0.0132i
-0.0073486-0.0077386i,-0.024017-0.016733i,-0.020361+0.0070003i,-0.013977+0.002006i,-0.019229+0.0063408i,-0.015357+0.0010385i,-0.011799-0.015921i,-0.007003-0.020751i,-0.008529-0.0004257i,0.00018922-0.002452i,0.00084635+0.00039103i,0.00076464-0.0013612i,0.00031658+8.7792e-05i,-6.6659e-05-0.00081844i,-0.00074297+0.00026146i,-0.0021305-0.0022421i,0.001479+0.00061282i,0.00054509+0.00076462i,0.00018536+0.00026369i,0.00026336-0.00012374i,0.00012593-0.0011099i,5.5768e-05+0.00095689i,-0.00030603-0.00079133i,-0.000399-0.0019358i,-0.00030322-0.0010718i,-0.00014614+0.0003144i,0.00074006-0.00041896i,0.00018117-0.0004696i,0.00016301-0.00014362i,-0.0003373+4.4498e-05i,-2.3123e-05-4.892e-05i,-0.00067583-0.00077291i,0.00013642+7.5936e-05i,0.00020118+5.7317e-05i,-0.00094024+0.00042301i,-0.0022647-0.0050762i,0.00042897-0.00078619i,-0.00071494-0.00018836i,-0.00021711-0.00031355i,-0.003696+0.0010353i,-0.00038974-0.00054496i,-7.1646e-05+0.0005931i,0.0021666+0.0017362i,0.00015138-0.00056883i,-0.010814-0.0027199i,0.018558-0.0044754i,0.014786-0.031205i,0.0028139-0.033898i,0.012147-0.013947i,0.012419-0.036415i,0.03272-0.013782i,0.020784-0.025725i,0.02215+0.0096952i,0.00038046+0.0010706i,-0.0063874+0.00020381i,0.0030072+0.0060563i,-0.0082376+0.012205i,-0.0011323-0.0019755i,0.0034697+0.0012086i,0.0078826+0.00018277i,-0.0013345-0.0019161i,0.00070753+0.0034792i,0.00316+0.00059957i,0.0018389-0.0050247i,-0.0014449-0.0030555i,0.0021295-0.00010776i,-0.0085323-0.00085187i,0.0033124+0.0035843i,-0.0065678-0.0026965i,0.002019+0.001345i,-0.0022173+0.0047963i,-0.0013425+0.0005281i,0.0015978-0.0043451i,-0.0025334+0.0011317i,0.00018093+0.0017737i,-0.0041462+0.0021857i,-0.00076182+0.00045884i,0.00055388+0.0016268i,0.0003073-0.00043165i,-0.0080804-0.0065616i,0.0019506+0.00090397i,-0.0039192+0.0017281i,-0.0016065+0.002554i,0.0044083+0.0019331i,-0.00028684-0.0014249i,0.0022296-0.0024806i,-0.0017573-0.0026408i,0.00011754+0.0060599i,0.0019941+0.0028508i,0.0033716-0.010274i,-0.016262+0.023372i,0.0046208+0.02764i,0.0016248+0.0084344i,0.0065023-0.0053369i,0.0034632-0.0016078i,-0.002153+0.011726i
-0.0089655-0.0064742i,-0.025512-0.013102i,-0.018553+0.0099495i,-0.013124+0.0033993i,-0.017556+0.0090842i,-0.015006+0.0031993i,-0.014343-0.013792i,-0.010404-0.019818i,-0.0093879-0.00021447i,-0.00015922-0.0023854i,0.00129+0.00010073i,0.00031104-0.0011864i,0.00052964+0.00013474i,-0.00016789-0.00068905i,-0.00064439+0.00028912i,-0.0021527-0.0019944i,0.0020224+8.6482e-05i,0.0006432+0.00018078i,0.00020829+2.4752e-05i,0.00026993-0.00015739i,-0.00028487-0.00087725i,0.00055575+0.00086931i,-0.00035487-0.00070398i,-0.00095656-0.0019287i,-0.00072982-0.00097567i,6.9154e-05+0.00035684i,0.00053524-0.00040613i,0.00012157-0.00031508i,0.00016303-0.00013338i,-0.0002609+0.00034447i,-4.2262e-05+7.1171e-05i,-0.00076641-0.00075675i,0.00013745-6.7233e-05i,0.00011137+1.7589e-05i,-0.0010035-0.00013337i,-0.0027834-0.0040845i,-9.8666e-06-0.0008146i,-0.00064848+0.00010645i,-0.00015505-0.00016273i,-0.0031919+0.0020257i,-0.00047546-0.00024654i,0.00019906+0.00062805i,0.0027444+0.00029937i,0.00018603-0.00041791i,-0.011735-0.0011892i,0.015824-0.0068082i,0.009981-0.032817i,-0.0038107-0.032997i,0.01018-0.017994i,0.0043999-0.036497i,0.02955-0.020021i,0.015928-0.030163i,0.024851-0.0041401i,-0.0015671-0.0027965i,-0.0070467+0.0024942i,0.0047862+0.0039603i,-0.0031839+0.014554i,-0.0019674-0.0012478i,0.0037605+0.0011605i,0.0070585-0.0015827i,-0.0018368-0.0013972i,0.0015802+0.0049092i,0.0030831-0.00084866i,0.00044649-0.0043157i,-0.0027463-0.0022347i,0.0019747-0.00099933i,-0.0067212+0.0018813i,0.004773+0.0014672i,-0.0058776+0.00043222i,0.0017272+0.001115i,-2.1448e-05+0.00511i,-0.0010434+0.0010438i,-0.00094811-0.0052041i,-0.0020638+0.0012107i,-0.0010099+0.00066482i,-0.0028565+0.0036813i,-0.0012744+0.00083574i,0.00033188+0.0016189i,-0.00019769-0.00033668i,-0.0093696-0.0034547i,0.0012953-7.3397e-05i,-0.0035663+0.0023406i,-0.00077852+0.0025962i,0.0042324+3.8365e-06i,3.6753e-06-0.0013135i,0.0023708-0.0034742i,-0.0019961-0.0024664i,0.0025066+0.0066904i,0.0025303+0.0028873i,0.0016995-0.011421i,-0.012616+0.028481i,0.0075898+0.025051i,-0.00092217+0.0078977i,0.0032449-0.0038527i,0.0033047-0.0026974i,-0.0021445+0.010855i
-0.0099514-0.0049838i,-0.027135-0.0098834i,-0.016292+0.01227i,-0.012309+0.0046949i,-0.015587+0.011848i,-0.014054+0.0051924i,-0.016414-0.011356i,-0.013724-0.018467i,-0.01057+0.00074664i,-0.00033207-0.0025636i,0.0015291-0.00051001i,0.00028304-0.0011096i,0.0008262+0.00011384i,-1.1356e-05-0.0007914i,-0.00061007+0.00032336i,-0.0023363-0.0018112i,0.002158-0.00086966i,0.00064982-8.1978e-07i,0.00015492-9.3755e-05i,0.00036442-0.00025041i,-0.00053916-0.0006101i,0.00088017+0.0004818i,-0.000509-0.00068377i,-0.001411-0.0019641i,-0.0010547-0.00062624i,0.00029167+0.00026916i,0.00038615-0.00052013i,5.1472e-05-0.00031209i,0.00015364-0.00011401i,0.00011958+0.00057284i,2.3755e-05+0.00019116i,-0.00089336-0.00043311i,0.00024031-0.00017449i,0.00022223+4.7773e-05i,-0.00056929+4.0882e-05i,-0.0029074-0.0033021i,-0.00014815-0.00059429i,-0.00028518+0.00043634i,-0.00011727-0.00021628i,-0.0021807+0.0028787i,-0.00041628-2.4911e-05i,0.00039436+0.00036726i,0.0020201-0.00078267i,0.00030189-0.0004898i,-0.012415+0.00041063i,0.014734-0.0086406i,0.0052216-0.033821i,-0.0098335-0.030358i,0.0080376-0.020612i,-0.002729-0.033837i,0.02527-0.025436i,0.010746-0.033799i,0.025303-0.0074066i,-0.004636-0.0045268i,-0.00627+0.0055099i,0.0053603+0.0016312i,0.0015188+0.014495i,-0.0023653-0.00014575i,0.0046529+0.00070265i,0.0060345-0.0029016i,-0.0021967-0.00090837i,0.0036971+0.0055177i,0.002392-0.0012182i,-0.00035935-0.0035989i,-0.0033369-0.00095727i,0.0017681-0.0016516i,-0.0053816+0.0033249i,0.00504-0.0011235i,-0.0053985+0.0022119i,0.002381+0.0013302i,0.0018007+0.0042302i,-0.00055837+0.0010591i,-0.0034241-0.0046989i,-0.0018939+0.0014345i,-0.0018982+0.0014127i,-0.0012029+0.0043215i,-0.0011773+0.0015275i,0.00011264+0.0020759i,-0.00043021-0.00035226i,-0.0097729-0.00044112i,0.00043289-0.00033228i,-0.0033042+0.0031856i,-0.00026087+0.0025803i,0.003892-0.0019097i,-1.6306e-05-0.0018598i,0.0018395-0.0045306i,-0.0023802-0.002049i,0.0049508+0.0057395i,0.0033675+0.002834i,-0.00067134-0.011999i,-0.005251+0.03164i,0.010587+0.021805i,-0.0026942+0.0088756i,0.0019122-0.0015193i,0.0021583-0.0030436i,-0.0021882+0.010398i
