-0.024421-0.0029392i,-0.024849+0.0016175i,-0.018172-0.0095036i,-0.032292-0.012109i,-0.029862+0.0038206i,-0.038306+1.6503e-05i,-0.061909-0.023612i,-0.032998-0.016803i,-0.032401-0.0030663i,0.0061572+0.0036213i,-0.0035653+0.0061407i,-0.0062874+0.015901i,0.0057099+0.010338i,-0.00057476+0.004125i,0.0054888+0.0037196i,0.0045696+0.023626i,0.022839+0.021214i,0.00075632-0.00070403i,0.00069508-0.005478i,0.0061979-0.00097775i,0.0045045+8.8561e-05i,0.002184+0.0013412i,0.00087031-0.00074695i,-0.02988-0.00025233i,-0.0053092-0.0055828i,-0.0010308+0.0028304i,0.002483-0.0023i,-0.0012713-4.9516e-05i,-0.001329+0.0011224i,-0.0020926-0.0030222i,-0.0044713-0.0012084i,-0.007447-0.0051845i,-0.0054831-0.0024312i,-0.00063694-2.4762e-06i,0.0014411-0.003776i,0.0023537+0.018968i,0.00030999-0.0027372i,6.6642e-07-0.0028209i,0.004167-0.0023599i,-0.002637-0.00094581i,0.00067341-3.9462e-05i,0.0067892-0.0028899i,0.0039646-0.00241i,-0.0004387+0.0023202i,-0.014309+0.015929i,-0.028446+0.060015i,-0.0020805-0.039062i,-0.014275-0.018983i,-0.037826-0.017581i,-0.027932-0.014051i,0.040457-0.0056613i,0.0081038-0.03083i,0.012961-0.039748i,-0.011665-0.030686i,0.024262-0.019696i,0.014372+0.0081229i,0.028493-0.032783i,-0.0027206-0.0045043i,0.006077-0.0078386i,-0.0022221-0.0070506i,0.0026144-0.035069i,-0.01324+0.029837i,0.0087208-0.011539i,-0.0096239-0.0047397i,-0.0030238-0.0018043i,0.00054576-0.014954i,-0.0084177+0.0054414i,0.0033123+0.0068991i,-0.00187+0.02832i,0.002084-2.7457e-05i,-0.007676-0.0052451i,-0.0031568-0.0064659i,-0.015029-0.0095929i,-0.0025351-0.0064466i,-0.036843+0.0065885i,-0.0041238-0.0092777i,-0.013102-0.0023734i,-0.0098618-0.0060201i,0.0016363-0.0016363i,-0.013765+0.0015065i,-0.0011027+4.4314e-05i,0.0063626+0.0072924i,0.0045989-0.0055191i,-0.013983-0.013496i,0.0081854+0.009118i,-0.017914+0.0062387i,0.0052979-2.6039e-05i,-0.019873-0.0020987i,-0.01858-0.0045154i,-0.016372-0.034272i,0.019557-0.0078794i,-0.038428-0.023827i,-0.0085936+0.0022873i,0.017796+0.015887i,-0.0225+0.016685i,-0.0041435-0.0038734i
-0.0084617-0.0057812i,-0.006278-0.0074184i,-0.0037062-0.0091484i,-0.0048482-0.01312i,-0.012857-0.02303i,-0.018563-0.0077235i,-0.0035427-0.019513i,0.0018393-0.013398i,-0.011068-0.007762i,0.004091+0.00061795i,0.0022437+0.0009235i,0.0024867-0.0011939i,0.0043131-0.0015338i,0.0041589-0.00047334i,0.0022073-0.0018522i,0.003785-0.0020731i,-5.7379e-05+0.0012105i,-0.0019582+0.001976i,-0.0018541+0.0017258i,0.00036402+0.0033061i,-0.0025719+0.0031598i,-0.0016766+0.0022581i,0.00084998+0.0026487i,-0.0019778+0.0048058i,0.0017021-0.002655i,-7.6334e-05-0.00267i,0.0012251-0.0035862i,0.0027953-0.0024521i,0.0029933-0.0019623i,0.0012649-0.0041466i,0.00017294-0.000932i,0.001122-0.0011114i,0.00055043-0.00078819i,0.00096119-0.00087828i,0.0010594-0.001568i,0.0067484-0.0038058i,0.0028382-0.0025785i,0.0019651-0.0016321i,0.0029111-0.0029282i,-0.000226+0.0011353i,-0.0012099+0.0018868i,-0.00090516+0.0016201i,0.0023335-0.0010595i,0.00084265-0.0013652i,-0.019182-0.0076727i,-0.014414-0.0015893i,0.0026543-0.014451i,-0.0027071-0.0051906i,-0.020939-0.035124i,-0.00037201-0.0088954i,-0.0013214-0.00019578i,-0.0083593+0.010033i,0.013776-0.012025i,-0.013743-0.010349i,0.00030967-0.0093627i,-0.0014201-0.0036222i,0.0024728-0.0029479i,0.0052472+0.00038829i,0.00053634+0.0066674i,-0.0087726+0.010048i,-0.005416-0.0024812i,0.0040182+0.0083807i,-0.004604+0.00099978i,-0.00068989+0.0050135i,-0.0014444+0.0041535i,-0.00050138+0.00055509i,0.0050456-0.00027799i,-0.0047733+0.0012952i,0.00068359-0.0005335i,-0.00276-0.00026213i,0.0021476+0.00051714i,0.0040512-8.083e-05i,-0.0012708-0.0022515i,0.0011696-0.00049404i,-0.0087404-0.0065988i,0.0065376-0.0075801i,6.1892e-05-0.0012855i,0.0019418-0.00068323i,0.00071106-0.0022693i,0.0068186-0.0036682i,-0.0040554-0.0032496i,0.0014744-0.0069326i,0.0015345-0.0020664i,-0.00058755-0.0038i,0.0032798-0.002913i,0.0047873+0.00087041i,0.001684-0.0024643i,0.0018862+0.0065326i,0.00080328+0.00094421i,-0.007537-0.020141i,-0.027609-0.00076223i,-0.027305+0.017964i,-0.0065295+0.013072i,-0.00022301+0.0029701i,0.0070754-0.0056363i,-0.014265+0.0056527i
-0.0090305-0.0046537i,-0.0069842-0.0066338i,-0.0049875-0.0084596i,-0.0069321-0.011494i,-0.017037-0.020365i,-0.018656-0.0045023i,-0.0070279-0.019152i,-0.00044969-0.01319i,-0.012287-0.0059343i,0.0041143-0.00058256i,0.0024751+0.00012364i,0.0020848-0.0015964i,0.0034531-0.0024586i,0.00374-0.0013468i,0.0018072-0.0023591i,0.0032511-0.0024773i,0.0005472+0.0015094i,-0.0011571+0.0023202i,-0.0012044+0.0021236i,0.0013499+0.0030148i,-0.0014513+0.0039951i,-0.00072445+0.0028357i,0.0016762+0.0022323i,0.00029817+0.0048794i,0.00068716-0.0029344i,-0.00092004-0.0024521i,-0.0002314-0.0034984i,0.0017152-0.0032564i,0.0019841-0.0026636i,-0.00032847-0.0041561i,-0.0003212-0.0011727i,0.00083212-0.0016208i,0.00022942-0.0010411i,0.00054361-0.0012625i,0.00086409-0.0019895i,0.0049614-0.0053638i,0.0015643-0.0033393i,0.0012879-0.0024297i,0.0016087-0.003615i,0.00038502+0.00071406i,-0.00060352+0.0020737i,-0.00037785+0.001731i,0.0016051-0.00099438i,0.00099074-0.0014391i,-0.019824-0.0043098i,-0.013376+0.0017718i,0.001327-0.014488i,-0.0018725-0.0069056i,-0.02653-0.028332i,0.0006842-0.0097914i,3.7038e-05-0.0013354i,-0.0062436+0.0078532i,0.009791-0.017835i,-0.013063-0.011267i,-0.002902-0.0085274i,-0.0045733-0.0021179i,0.0012604-0.0046252i,0.0040613-0.0011495i,0.0020452+0.0060863i,-0.0042146+0.012256i,-0.005157+0.00030463i,0.0052401+0.006363i,-0.0039642+0.0026545i,0.0015997+0.0056184i,0.00052487+0.0043795i,-0.0010207+0.00053674i,0.0056538-0.0033071i,-0.0043689+0.0025631i,0.00077906-0.0012227i,-0.0025457+0.0017166i,0.0019398-0.00078235i,0.0032926-0.0018191i,-0.0010185-0.00050141i,0.0010674-0.0010191i,-0.0093153-0.0022495i,0.002924-0.0089157i,9.8835e-05-0.0016393i,0.0007728-0.0022701i,-0.0003852-0.0021966i,0.0060522-0.0058033i,-0.0048466-0.00093922i,-0.0011863-0.0067143i,0.0011183-0.0026441i,-0.0016864-0.0029357i,0.0012992-0.0028839i,0.0043805-0.00080893i,0.0014128-0.0024302i,0.0029419+0.0045426i,-0.00057602+0.0014258i,-0.012209-0.020568i,-0.026578+0.0049401i,-0.024223+0.024278i,-0.0052873+0.010896i,0.0014638+0.0051262i,0.0042191-0.0057428i,-0.014216+0.0082996i
-0.0092353-0.0034115i,-0.007657-0.0058686i,-0.0059473-0.0075963i,-0.0082368-0.0095645i,-0.020742-0.017012i,-0.018273-0.0016417i,-0.010414-0.018116i,-0.0023893-0.01261i,-0.013054-0.0037876i,0.0036328-0.0016139i,0.0022432-0.00076741i,0.0016544-0.0018113i,0.002447-0.0029112i,0.0032632-0.0019747i,0.0011331-0.0027554i,0.0028337-0.0027895i,0.0013675+0.0013517i,-0.00043293+0.0023292i,-0.00059137+0.0023601i,0.0021478+0.0023074i,-1.3516e-06+0.0043595i,0.0002599+0.0029368i,0.0022295+0.0015017i,0.0022218+0.0040106i,-0.0001425-0.002895i,-0.0015455-0.0019922i,-0.0014177-0.0029843i,0.00043562-0.0036443i,0.00091802-0.00293i,-0.0017894-0.0037363i,-0.00082651-0.001094i,0.00019015-0.002114i,-0.00027431-0.0011954i,3.6402e-05-0.0013881i,0.00034967-0.0026579i,0.0029262-0.0062726i,0.00035065-0.0035153i,0.00028185-0.0028525i,0.00023179-0.0038477i,0.00063963+0.00014175i,9.7316e-05+0.0021117i,0.00011493+0.0017312i,0.0014081-0.00078695i,0.00072791-0.0018168i,-0.019769-0.0010667i,-0.01033+0.0034506i,0.00069301-0.014618i,-0.002085-0.0084287i,-0.029155-0.020732i,0.0015332-0.011381i,0.00076178-0.0029297i,-0.0045094+0.0066424i,0.0046091-0.019931i,-0.013185-0.010576i,-0.0056292-0.00623i,-0.0065949+0.00089619i,-0.001749-0.0056733i,0.0022739-0.001736i,0.0028317+0.0053051i,-0.00023909+0.0124i,-0.003623+0.0019604i,0.0051723+0.0040436i,-0.0030022+0.0046706i,0.0038155+0.0049883i,0.0021263+0.0038402i,-0.0012214+0.0012512i,0.0047216-0.0054795i,-0.0032328+0.0035328i,0.00058668-0.0014493i,-0.00040627+0.0025539i,0.0011848-0.0016455i,0.0020595-0.0024968i,-0.00024685-8.6024e-05i,0.0010325-0.0015659i,-0.0083381+0.0015016i,-0.00026666-0.0091671i,-0.00021127-0.0021396i,-0.00065459-0.0023991i,-0.00090036-0.0020433i,0.0041255-0.0080149i,-0.0043052+0.0011248i,-0.0033225-0.0055929i,0.00014447-0.0032846i,-0.0022228-0.0022528i,0.00059403-0.0025006i,0.0032888-0.0017795i,0.00155-0.0026165i,0.0019705+0.002384i,-0.0012168+0.0026839i,-0.015351-0.018825i,-0.023801+0.0094844i,-0.018076+0.029356i,-0.0055042+0.0096411i,0.0041699+0.005475i,0.0014252-0.0043614i,-0.012678+0.010881i
-0.0093158-0.0021998i,-0.0084307-0.00501i,-0.0067691-0.0068824i,-0.0089101-0.0078843i,-0.023724-0.01255i,-0.017606+0.00095823i,-0.013791-0.016232i,-0.0039618-0.011802i,-0.013155-0.0013251i,0.0029302-0.0023298i,0.0014984-0.0012238i,0.0013225-0.0020847i,0.001654-0.0029385i,0.0027118-0.0026388i,0.00040307-0.0027592i,0.002308-0.0030621i,0.0017838+0.00062535i,6.0194e-05+0.0022771i,0.0001716+0.0026046i,0.0026161+0.0013798i,0.0015+0.004098i,0.0011133+0.002611i,0.0023998+0.00067516i,0.0033919+0.0021536i,-0.00087056-0.0027345i,-0.002133-0.0014594i,-0.0023663-0.0021592i,-0.00093658-0.0034793i,-0.00011552-0.0029837i,-0.0031513-0.0027316i,-0.0013983-0.00088582i,-0.00077863-0.0021241i,-0.00074238-0.0010276i,-0.00041156-0.0014115i,-0.00082345-0.0032022i,0.00095753-0.0066231i,-0.00077178-0.0033402i,-0.00078991-0.0028172i,-0.0011021-0.0035984i,0.00045715-0.00052719i,0.00070803+0.0019229i,0.00058885+0.001617i,0.0012246-0.0007791i,0.00026287-0.0017611i,-0.018736+0.0017676i,-0.0071743+0.0028226i,0.00058374-0.015159i,-0.002638-0.0092692i,-0.028396-0.013369i,0.001293-0.014199i,0.00075769-0.0046498i,-0.0028689+0.0044823i,0.00056518-0.020828i,-0.012183-0.010199i,-0.0062621-0.0030715i,-0.006956+0.0047873i,-0.0055084-0.0050256i,0.0010018-0.0015826i,0.0035167+0.0049545i,0.0030037+0.011887i,-0.0023621+0.0029567i,0.0040639+0.002128i,-0.00013042+0.006093i,0.00575+0.0032735i,0.0037205+0.002802i,-0.00071685+0.002075i,0.0030383-0.0073709i,-0.0020103+0.0039072i,0.00033277-0.0019277i,0.0011159+0.001416i,0.00013229-0.0019526i,0.0011239-0.0029109i,0.00014028+0.0003737i,0.00065825-0.0023396i,-0.0055992+0.0042366i,-0.0034589-0.0086705i,-0.00076888-0.0026308i,-0.0018572-0.0024875i,-0.0015225-0.0022323i,0.0011338-0.009424i,-0.002748+0.0026776i,-0.0040881-0.0040188i,-0.0011106-0.0033885i,-0.0031162-0.0012178i,-0.00016648-0.0024653i,0.0024962-0.0018132i,0.0015481-0.0034153i,0.00052124+0.0024744i,-0.00091086+0.0040559i,-0.018181-0.016888i,-0.020803+0.011313i,-0.01025+0.030172i,-0.005225+0.010199i,0.0056974+0.0051726i,0.00029811-0.0018399i,-0.0099507+0.012335i
-0.0089812-0.0010512i,-0.0091238-0.0036078i,-0.0076132-0.0060561i,-0.0094324-0.0066173i,-0.025001-0.0077443i,-0.016553+0.0032395i,-0.016493-0.013242i,-0.0050579-0.010986i,-0.012277+0.00093874i,0.002073-0.0027073i,0.00090414-0.0010232i,0.0008553-0.0023136i,0.0010488-0.0029577i,0.001731-0.0029498i,-9.9514e-05-0.0024297i,0.0017706-0.0032276i,0.00175+0.00014217i,0.00063837+0.0022504i,0.0010252+0.0023766i,0.0026015+0.00045832i,0.0027125+0.0032781i,0.0018538+0.0020996i,0.0023784-3.7725e-06i,0.0031413+0.0004121i,-0.0017181-0.0025471i,-0.0025948-0.00070837i,-0.0028886-0.00098927i,-0.0020619-0.0028147i,-0.0012039-0.0026813i,-0.0038638-0.0011747i,-0.0018674-0.00014828i,-0.0016628-0.0017588i,-0.0011656-0.0007845i,-0.000942-0.0012985i,-0.002527-0.0027616i,-0.00084976-0.0063505i,-0.0019031-0.0029045i,-0.0018033-0.0024493i,-0.0021962-0.0029643i,-0.0001946-0.00094068i,0.0012005+0.0015133i,0.0010236+0.0013903i,0.0010502-0.00075262i,-4.4546e-05-0.0016191i,-0.017015+0.0039862i,-0.005507+0.00076383i,0.00016151-0.016443i,-0.0025496-0.010913i,-0.024878-0.0076189i,-0.00054941-0.017262i,0.00046683-0.0057746i,-0.0025117+0.0024898i,-0.0034654-0.020331i,-0.01139-0.010815i,-0.0055243-0.0014431i,-0.0050777+0.008833i,-0.0091255-0.0021944i,0.00047258-0.0012841i,0.004408+0.0043486i,0.0062288+0.010802i,-0.00073322+0.0031759i,0.0026006+0.00161i,0.0029115+0.0046415i,0.0070135+0.00052736i,0.0047008+0.0010318i,0.00032906+0.0027774i,0.00036203-0.0092119i,-0.0011072+0.0044784i,-0.00023624-0.0024358i,0.00095455+0.00062333i,-0.00089208-0.0015366i,0.00017589-0.0029285i,0.0018306+0.0005629i,-0.00051005-0.0029495i,-0.002003+0.0049875i,-0.0069241-0.0067272i,-0.0017534-0.0028097i,-0.002914-0.0019131i,-0.0024128-0.0019103i,-0.0019915-0.0096007i,-0.00081238+0.0028713i,-0.0042495-0.0029545i,-0.0021254-0.0030392i,-0.0032766+0.00070839i,-0.0011164-0.001761i,0.002025-0.001887i,0.00070049-0.0043474i,-0.00012542+0.0033828i,4.106e-05+0.0049419i,-0.020652-0.013921i,-0.020492+0.012117i,-0.004665+0.027675i,-0.0038245+0.010115i,0.007079+0.00441i,0.0010516+0.00033394i,-0.0068653+0.012509i
-0.0082593-8.6713e-05i,-0.0092524-0.0020773i,-0.0083279-0.0050142i,-0.0099976-0.0051911i,-0.025549-0.0035036i,-0.015262+0.0050933i,-0.017916-0.010037i,-0.006032-0.010371i,-0.010762+0.0026752i,0.0014319-0.0026897i,0.00080556-0.00064615i,0.00037651-0.0023719i,0.00046025-0.002887i,0.0011252-0.0027601i,-0.00029598-0.0023106i,0.0011543-0.0031543i,0.0018594-0.00013927i,0.0012473+0.0019929i,0.0016835+0.0019418i,0.0024035-0.00019089i,0.003503+0.0021621i,0.0022923+0.0012758i,0.002171-0.00071252i,0.0025689-0.00063585i,-0.0027604-0.0018467i,-0.0028933+0.00028016i,-0.0027924+0.00022482i,-0.0028797-0.0018238i,-0.0019699-0.0019703i,-0.0038863+0.00039223i,-0.001866+0.00073944i,-0.0024391-0.00090645i,-0.0015828-0.00022104i,-0.0014173-0.00091733i,-0.0033884-0.0013872i,-0.0024286-0.0056186i,-0.0028107-0.0018339i,-0.0027201-0.0016446i,-0.002991-0.0019051i,-0.0010397-0.0007247i,0.001518+0.0010787i,0.0014927+0.00097527i,0.00088901-0.00059189i,-0.00023803-0.0015496i,-0.015085+0.0051181i,-0.0054663-0.0015989i,-0.00096416-0.018175i,-0.0044279-0.013335i,-0.019988-0.0059408i,-0.0042482-0.019163i,0.00017189-0.0065368i,-0.002337+0.0014963i,-0.0061894-0.017893i,-0.011573-0.011959i,-0.0050806-0.00033063i,-0.00085841+0.011069i,-0.0109+0.0024268i,-0.00031285-0.00095165i,0.0052189+0.0036612i,0.0085403+0.008595i,0.0004937+0.0028032i,0.0015017+0.0018375i,0.0034057+0.0023347i,0.0064641-0.0025055i,0.0047011-0.0013849i,0.0021929+0.0027941i,-0.004206-0.0085684i,0.00038311+0.0053131i,-0.0016359-0.0027042i,0.0014232+0.00021266i,-0.0013465-0.00068453i,-0.00054078-0.0027621i,0.0033554-0.0021555i,-0.0016102-0.0026549i,0.0013704+0.0033912i,-0.0088795-0.003099i,-0.0029651-0.0025468i,-0.0041378-0.0010268i,-0.002902-0.0011548i,-0.0052576-0.0088428i,0.00077699+0.0019855i,-0.0047479-0.0021875i,-0.0031743-0.002337i,-0.0019028+0.0019042i,-0.00097835-0.00078482i,0.0015834-0.0017374i,-0.00082207-0.0047127i,-0.00022665+0.004348i,0.0012489+0.0056448i,-0.021342-0.0099345i,-0.020363+0.014984i,-0.001313+0.024957i,-0.0026465+0.0090222i,0.0084389+0.0028178i,0.0022498+0.0011104i,-0.0043561+0.011309i
-0.0073943+0.00033885i,-0.008753-0.00060965i,-0.0087967-0.0039767i,-0.010165-0.0038102i,-0.025443+0.00087196i,-0.013994+0.0066222i,-0.018829-0.0071479i,-0.0070874-0.0097259i,-0.008897+0.0033874i,0.0010474-0.0026526i,0.00094198-0.00043113i,-7.832e-05-0.0022671i,-4.6602e-06-0.0026616i,0.00083279-0.0026741i,-0.0005703-0.0022894i,0.0008391-0.0029741i,0.0018444-0.00062926i,0.0016994+0.0015936i,0.0021275+0.001423i,0.0022182-0.00068901i,0.0038329+0.00095177i,0.0022899+0.00057259i,0.0017455-0.0010813i,0.0019831-0.0012055i,-0.003224-0.00070013i,-0.0026313+0.0014712i,-0.0023407+0.001115i,-0.0032656-0.00064066i,-0.0023354-0.0010892i,-0.0033484+0.0017769i,-0.0014601+0.0014903i,-0.0026123+0.00037549i,-0.0016219+0.00056333i,-0.0016774-0.00037154i,-0.0034898-0.00015551i,-0.0036286-0.0042931i,-0.0029878-0.00060611i,-0.0032172-0.00044703i,-0.0033012-0.00073526i,-0.0016199-9.0956e-05i,0.0018262+0.00051859i,0.0017117+0.00044842i,0.0010237-0.00045945i,-0.00046763-0.0013389i,-0.013812+0.0055068i,-0.0064804-0.0028877i,-0.0029634-0.019522i,-0.0075966-0.014341i,-0.017326-0.0073163i,-0.0079769-0.019266i,0.00026817-0.0076828i,-0.0012459+0.00022943i,-0.0065431-0.016061i,-0.011873-0.012678i,-0.0051285+6.8153e-05i,0.0036546+0.010759i,-0.0099498+0.0081989i,-0.000846-0.00042358i,0.0059706+0.0027067i,0.010221+0.0063692i,0.0013117+0.0019345i,0.00091265+0.002826i,0.0031759+0.0012196i,0.0042105-0.0045544i,0.0031702-0.0032127i,0.0035886+0.0013888i,-0.0066198-0.0052541i,0.0028267+0.0049625i,-0.002873-0.0016057i,0.0014458-0.00088392i,-0.0012243+0.0001108i,-0.0011586-0.0025655i,0.0019238-0.0050596i,-0.0024236-0.0019555i,0.0023197+0.00033306i,-0.0087814+0.00026714i,-0.004151-0.001736i,-0.0046686+0.00092251i,-0.0032642-0.00033079i,-0.0085671-0.0064559i,0.0011427+0.00042659i,-0.005432-0.0012025i,-0.0038942-0.0011058i,-0.00032864+0.0022561i,-0.00070212-0.00090148i,0.0016002-0.0013778i,-0.0023637-0.0043525i,0.00028902+0.0057698i,0.0028716+0.0055447i,-0.02002-0.0071972i,-0.019234+0.01822i,0.00093119+0.022256i,-0.0023344+0.0071143i,0.0087016+0.0001665i,0.003405+0.0015561i,-0.0033843+0.0095456i
-0.0068626+0.0003545i,-0.0079491+0.0002864i,-0.0091861-0.002846i,-0.010113-0.0025919i,-0.024507+0.0050628i,-0.012754+0.0079657i,-0.019293-0.0043131i,-0.0080241-0.0089347i,-0.0073655+0.0032599i,0.00069073-0.002818i,0.001273-0.00037898i,-0.00034607-0.0021423i,-0.00032988-0.0024405i,0.00050493-0.0027939i,-0.00095687-0.002206i,0.00069394-0.0029058i,0.0017005-0.0010463i,0.0020836+0.0011877i,0.0024877+0.00080251i,0.0021155-0.0012291i,0.0036793-0.00017261i,0.0022392+9.1703e-05i,0.0014009-0.001328i,0.0015482-0.0015267i,-0.0032499+0.00049173i,-0.0019208+0.002351i,-0.0018011+0.0017239i,-0.0031792+0.00055504i,-0.0024256-0.00021615i,-0.0024693+0.0028136i,-0.00092296+0.0021095i,-0.0020646+0.0015787i,-0.0011805+0.0012889i,-0.0017444+0.00021188i,-0.0034222+0.0010361i,-0.004146-0.0026867i,-0.0028947+0.00029238i,-0.0032059+0.00079378i,-0.0032293+0.0004712i,-0.0017397+0.00075327i,0.0017027-0.00011902i,0.0016486-0.00016361i,0.0012012-0.0005193i,-0.00052755-0.00097593i,-0.0131+0.0058217i,-0.0081976-0.0029391i,-0.0054337-0.020174i,-0.010972-0.01385i,-0.017036-0.0083394i,-0.011682-0.018744i,0.00011262-0.0094341i,-0.00079051-0.0021042i,-0.0068016-0.015685i,-0.012872-0.013992i,-0.0059123+0.00075179i,0.0073571+0.0086845i,-0.0060003+0.012272i,-0.00084823+6.9644e-05i,0.0063716+0.0015585i,0.011517+0.0035673i,0.001493+0.0013109i,0.0014264+0.004027i,0.0034049+0.00036738i,0.0018557-0.0046451i,0.0014572-0.003801i,0.003857-0.00037005i,-0.0070486-0.0018646i,0.0048608+0.0033948i,-0.0034811-8.5334e-05i,0.00044485-0.0015951i,-0.00069088+0.00051695i,-0.0019277-0.0022593i,-0.0010504-0.0062402i,-0.0030157-0.0011929i,0.0013559-0.0021835i,-0.0076532+0.0031563i,-0.0049313-9.6131e-05i,-0.0041665+0.0024468i,-0.0035069+0.00071433i,-0.0099123-0.0027102i,0.00048586-0.00052956i,-0.0058966-2.8318e-05i,-0.0038586+0.00015349i,0.0011033+0.001657i,-0.0010597-0.00042135i,0.002097-0.0016027i,-0.00355-0.0030815i,0.0026447+0.0070851i,0.0039573+0.0050307i,-0.01971-0.0058748i,-0.0174+0.021447i,0.0021898+0.019736i,-0.0033285+0.0056381i,0.0067898-0.0014801i,0.0052378+0.00090924i,-0.003695+0.0081939i
-0.0065423+0.00033017i,-0.0071299+0.00068522i,-0.0093059-0.0016888i,-0.0099298-0.0016214i,-0.023033+0.0086282i,-0.011417+0.0093547i,-0.019322-0.0014177i,-0.0088195-0.0081645i,-0.00638+0.0025127i,0.00022847-0.0029267i,0.00168-0.00070759i,-0.00058981-0.0019278i,-0.0006422-0.0021861i,6.0934e-05-0.0028932i,-0.0014242-0.0020567i,0.00065166-0.0032255i,0.0017074-0.0013215i,0.0024278+0.00061404i,0.0026394+1.9196e-05i,0.0018501-0.0017292i,0.0033522-0.0010353i,0.0023001-0.00034504i,0.0012155-0.0015038i,0.001374-0.0017634i,-0.0028735+0.0015124i,-0.00088842+0.0029149i,-0.001089+0.0021901i,-0.0026053+0.0015945i,-0.0022059+0.00065958i,-0.0012462+0.0035377i,-2.5795e-05+0.0025597i,-0.0010845+0.0022088i,-0.00062426+0.0016116i,-0.0017228+0.00091825i,-0.0028161+0.0023241i,-0.0040108-0.001118i,-0.0026927+0.0011593i,-0.0028176+0.0019701i,-0.0026929+0.0014626i,-0.0014176+0.0016635i,0.0016413-0.00055334i,0.001521-0.00054812i,0.001307-0.00074825i,-0.00047426-0.00085315i,-0.012665+0.0065036i,-0.0088888-0.0015992i,-0.0079517-0.020216i,-0.013979-0.012237i,-0.018045-0.0084996i,-0.015749-0.016615i,-0.00075797-0.011458i,-0.00075293-0.0041798i,-0.0069434-0.015294i,-0.015146-0.014664i,-0.006901+0.0025619i,0.009662+0.0054321i,-0.00092536+0.01402i,-0.00071675+0.00040206i,0.0066535+0.00053925i,0.011733+0.00036905i,0.0015639+0.00050338i,0.0030562+0.0045051i,0.0030153-0.00051931i,0.00076414-0.0040625i,-0.00036319-0.003608i,0.0031795-0.0016935i,-0.0058552+0.00030372i,0.006099+0.0011762i,-0.0033092+0.0017629i,-0.00081916-0.00085673i,-0.00018057+0.00027257i,-0.0023349-0.0014251i,-0.0037344-0.0058214i,-0.0032706-0.00054679i,-0.00091359-0.0030021i,-0.00589+0.0053557i,-0.0048323+0.0019345i,-0.0036017+0.003627i,-0.003008+0.0018619i,-0.0095388+0.00053111i,-0.00045029-0.00099814i,-0.0060984+0.0014566i,-0.0034787+0.0013595i,0.0020802+0.00049877i,-0.00052449+0.00021674i,0.0023151-0.0022781i,-0.0042131-0.0019681i,0.0052731+0.0062356i,0.0053181+0.0041906i,-0.019318-0.0043088i,-0.014785+0.025706i,0.0027303+0.018285i,-0.0049699+0.0054151i,0.0051191-0.0012166i,0.0062158-0.0013233i,-0.0046097+0.007758i
-0.0063815+0.0002642i,-0.0067847+0.00046089i,-0.0092826-0.00064406i,-0.0098877-0.00068386i,-0.021139+0.0123i,-0.0097019+0.010525i,-0.018774+0.0013398i,-0.0097408-0.0074565i,-0.0063626+0.0017144i,-0.0001466-0.0029972i,0.0018025-0.0014069i,-0.00075555-0.0018222i,-0.00077663-0.0018437i,-0.00031074-0.0030862i,-0.0018864-0.0017788i,0.00018715-0.0037093i,0.0016995-0.001948i,0.0025513-0.00011271i,0.0025574-0.00078622i,0.0015626-0.0022582i,0.0029026-0.0018055i,0.0022099-0.00096605i,0.00094792-0.001814i,0.0013569-0.0023936i,-0.0022339+0.002322i,0.00025774+0.0029687i,-0.00029125+0.0023082i,-0.0017957+0.0022384i,-0.0016575+0.0013022i,0.00021246+0.0036934i,0.0010589+0.0025052i,-5.7823e-05+0.0024441i,7.5795e-05+0.0018366i,-0.0013307+0.0016702i,-0.0016168+0.0031841i,-0.0034288+4.4991e-05i,-0.0020527+0.0020201i,-0.0018639+0.00305i,-0.0019608+0.0020976i,-0.0003839+0.0022553i,0.0015092-0.0010065i,0.0013599-0.00094193i,0.0013705-0.0012616i,-0.00031835-0.00079324i,-0.012239+0.0073338i,-0.0080843-0.00069015i,-0.010554-0.019924i,-0.016607-0.009226i,-0.018699-0.0073555i,-0.018853-0.012389i,-0.0025147-0.013508i,-0.0012381-0.0069185i,-0.0073551-0.015612i,-0.017789-0.01372i,-0.0064804+0.0056995i,0.010532+0.0015701i,0.0037021+0.013052i,-0.00064937+0.00051414i,0.0071358-0.0006221i,0.01085-0.0027014i,0.0013207+0.00012165i,0.0051619+0.0038003i,0.0024484-0.00056653i,9.2879e-05-0.0036726i,-0.0016456-0.0028123i,0.0024016-0.0024212i,-0.0052654+0.0012771i,0.0059275-0.0015666i,-0.0022789+0.0032112i,-0.00061974+0.00059229i,-0.00013438-4.1264e-05i,-0.0024688-0.00099637i,-0.0060534-0.0044317i,-0.0033028+0.00023307i,-0.0025839-0.0018659i,-0.0032455+0.0066968i,-0.0034661+0.0035499i,-0.0025686+0.0051441i,-0.0020338+0.0024338i,-0.0083926+0.003229i,-0.0013654-0.00078386i,-0.0059313+0.0035229i,-0.0030077+0.002349i,0.0022667-0.0013542i,3.0796e-06-6.3933e-05i,0.0019501-0.0030829i,-0.0046149-0.00024223i,0.0072143+0.0041641i,0.0066801+0.0028227i,-0.019229-0.0027345i,-0.0094309+0.028771i,0.0038553+0.016857i,-0.0063394+0.0061853i,0.0046694-0.00066662i,0.0053331-0.0036265i,-0.0051746+0.0084911i
