-0.0015909-0.042192i,-0.00018788-0.046259i,-0.0081833-0.047778i,-0.030288-0.022458i,-0.023129+0.010895i,-0.03673-0.032915i,-0.062655-0.058436i,-0.02097-0.06901i,-0.022377-0.07821i,-0.0012868+0.016744i,-0.010365+0.012424i,-0.015308+0.013135i,0.0032948+0.015345i,-0.0026438-0.0019738i,0.0020714+0.0063139i,-0.00037969+0.035007i,0.028151+0.05133i,0.001231-0.0005684i,-0.0035561-0.0098043i,0.0063788+0.0041578i,0.0017349+0.0014066i,0.0012779+0.0037602i,-0.00038212-0.0004966i,-0.036485-0.011279i,-0.0027722-0.0073566i,-0.0010294+0.004785i,0.0039187-0.0065773i,-0.00033174+0.00018941i,0.0007168-0.0005522i,4.5618e-05-0.0024185i,-0.0018433-0.0055111i,-0.0035481-0.0063716i,-0.0015599-0.0067192i,0.0031741+0.00021026i,0.0030378-0.0016035i,-0.0026517+0.040837i,0.0067823-0.0045557i,0.0031461-0.00036246i,0.0052932-0.00041928i,-0.018009+0.0015948i,-0.00088982+6.4972e-05i,0.0074861-0.0017788i,0.0043425+0.0014374i,-0.0043747+0.0016224i,-3.6473e-05+0.0093374i,-0.0057457+0.017873i,0.027568-0.080587i,0.00016552-0.054835i,-0.023314-0.043486i,-0.018663-0.03762i,0.063021-0.016183i,0.030526-0.058918i,0.038771-0.043776i,0.033491-0.05272i,0.01974-0.015748i,0.0080668+0.012302i,0.022245-0.034034i,-0.0067094-0.0052114i,0.002862-0.0011772i,-0.0024341-0.0044521i,0.0053343-0.032128i,-0.025923+0.031321i,0.0091954-0.010258i,-0.012311-0.0027794i,-0.0046379-0.0013725i,0.00029996-0.014729i,-0.0099324+0.0055185i,0.003597+0.0061497i,-0.014133+0.030471i,0.0048469+0.0066306i,-0.0053446-0.0027769i,-0.0010275-0.0025078i,-0.013255-0.0083331i,0.00027989-0.0034583i,-0.043324+0.0081127i,0.0013199-0.012803i,-0.0092433-0.0028893i,-0.0071189-0.0033849i,0.0064501+0.0026571i,-0.0094726+0.0023906i,0.00019906+0.0017528i,0.0049739+0.010466i,0.0049721+0.0009081i,-0.0093188-0.0092927i,0.0015871+0.0083253i,-0.020273+0.0050963i,0.0064625+0.003243i,-0.028086-0.0089235i,-0.035989-0.0024123i,0.024004-0.077614i,0.014321-0.008961i,-0.042505-0.028411i,-0.025217-0.0075748i,0.017265+0.012517i,-0.027218+0.011191i,-0.012074-0.010014i
0.01361+0.014435i,0.050451+0.0042802i,0.02072-0.034242i,-0.0049625-0.0090117i,-0.010229-0.017825i,-0.017451-0.023502i,0.014103-0.01329i,0.037276-0.013118i,0.0080736-0.013744i,0.01007-0.0030433i,0.0025605-0.0033464i,-0.002229-0.0011674i,0.0013241-0.0019289i,0.0003666-0.0014005i,-0.0010951-0.0012196i,0.0029611-0.0055845i,-0.0040392+0.0006611i,-0.0019332-0.00076713i,0.0014417-0.00028403i,0.00088349+0.0015928i,0.0005886+0.0017696i,-0.00045688+0.00082447i,0.0017925+0.0011876i,-1.6988e-05+0.0037946i,-0.0019193+0.0013367i,-0.00049752+0.00073035i,-0.00089626+2.8802e-05i,-0.00013314-0.00069875i,-0.0001684+0.00012751i,-4.4375e-05-0.00049537i,0.0012211-0.00019883i,0.0017751+0.00038714i,0.0012226-0.00015996i,0.00038917+3.3151e-06i,0.0016227-0.00012503i,0.0027872-0.0023441i,-0.00011646+0.00096523i,0.00055681+0.00055267i,-0.00041558-0.00016684i,-0.0009715-0.0014894i,0.0011446+0.0013483i,0.0010085+0.0013982i,0.002984-0.0049144i,0.0032971-0.00021751i,0.0039008+0.017788i,0.0096373+0.038256i,0.03477+0.027406i,0.030772+0.0018057i,-0.0019429-0.016905i,0.016826-0.0001059i,0.022619+0.014169i,0.013424+0.019362i,0.019386+0.02307i,-0.010126+0.033051i,0.0030885-0.0038931i,0.0013625-0.0047851i,0.0044021-0.0063118i,0.010154-0.0021192i,0.0012929+0.0041369i,-0.011441+0.009023i,-0.0050898-0.0082115i,0.0029503+0.014424i,-0.003007-0.0015596i,0.0010297+0.0020107i,-0.0012409+0.0011643i,0.0022019-0.0038484i,0.0067168-0.0024362i,-0.0037109-0.00024706i,0.0038795-0.0016222i,-0.0066493+0.00045968i,-0.0015658+0.000795i,0.00048752+0.00020724i,-0.0058702-0.002285i,-0.0037131-0.0022516i,-0.01462-0.010059i,0.0039323-0.0031959i,-0.0044113+0.002708i,-0.0012483+0.0015368i,-0.0052828+0.0031234i,0.0058313+0.0018584i,-0.0097047-0.0021948i,-0.0025614-0.0043712i,-0.0029097-0.0005158i,-0.0061182-0.0013103i,0.005206-0.0039203i,0.0039139+0.0011851i,0.0026223-0.0017272i,0.0024912+0.0081827i,0.0054765+0.0024968i,0.026602+0.018578i,-0.022826-0.0031312i,-0.028297+0.017539i,-0.0057572+0.016624i,0.0013636+0.0010884i,0.0049343-0.0079705i,-0.0098159+0.0033834i
0.01488+0.012223i,0.050124-0.0042229i,0.013806-0.036738i,-0.0065924-0.0073901i,-0.014525-0.015956i,-0.020483-0.019841i,0.0099291-0.016361i,0.033408-0.018379i,0.0050725-0.013993i,0.0087821-0.005765i,0.0011899-0.0043412i,-0.0023498-0.00020638i,0.00038203-0.0018425i,0.00020266-0.0012554i,-0.00107-0.00091584i,0.002007-0.0059027i,-0.0031699+0.0015401i,-0.002586+0.00012346i,0.00076057-0.00075369i,0.0014715+0.0011471i,0.001358+0.0018252i,-0.00023634+0.00099967i,0.0021241+0.00054781i,0.0016443+0.0035928i,-0.0007927+0.0020087i,-8.484e-05+0.00063435i,-0.00076097+0.00056968i,3.8244e-05-0.00054696i,6.2384e-05+0.00040001i,0.00016693-0.00012522i,0.001003-0.0009517i,0.0020553-0.00033656i,0.0011808-0.00041823i,0.00028616-3.3554e-05i,0.0021033-0.00081848i,0.0024289-0.0034286i,0.00025869+0.0013318i,0.00092365+0.00082107i,-2.2103e-05+0.00015167i,-0.0017714-0.0015827i,0.0014084+0.00097138i,0.0014217+0.00096986i,0.0013343-0.0047218i,0.0040515-0.00082027i,0.0073817+0.016384i,0.015624+0.03558i,0.037619+0.021093i,0.030762-0.0059024i,-0.0058794-0.013352i,0.018874-0.0042825i,0.025806+0.0082308i,0.017618+0.013237i,0.021787+0.013783i,-0.002022+0.030251i,0.0013883-0.0040163i,-0.0023454-0.0038801i,0.0018927-0.0082366i,0.0071914-0.0047613i,0.0020642+0.0034719i,-0.006558+0.012954i,-0.0060932-0.0040996i,0.0054671+0.012326i,-0.0034711-0.00053935i,0.0026841+0.0023719i,-0.00013411+0.001492i,-0.0001315-0.0039722i,0.0066239-0.0057643i,-0.0041712+0.00039386i,0.0038814-0.0039143i,-0.0058209+0.0029697i,-0.0022536+0.00036738i,0.00017258-0.00065793i,-0.0053813+0.00131i,-0.0039379-0.0011754i,-0.015673-0.0034283i,0.0018696-0.004299i,-0.002145+0.0035635i,-0.0015313+0.00088318i,-0.0036583+0.0046457i,0.007214-0.00073914i,-0.0093315+0.0018979i,-0.0039384-0.0027245i,-0.0025274-0.00012697i,-0.0058774+0.0011267i,0.0026617-0.0045315i,0.0043814-0.00055243i,0.0025111-0.0022586i,0.0042903+0.0072676i,0.0044296+0.0018922i,0.026313+0.011158i,-0.022514+0.0018632i,-0.025859+0.024969i,-0.0021664+0.013694i,0.0031494+0.0038232i,0.0037885-0.0078962i,-0.011188+0.0053365i
0.016488+0.0097654i,0.047866-0.012951i,0.0067334-0.037015i,-0.0073245-0.0056931i,-0.018529-0.013089i,-0.022961-0.016046i,0.0055118-0.018298i,0.029671-0.02265i,0.0023437-0.013622i,0.0065205-0.0076452i,-0.00064967-0.0044908i,-0.0020414+0.00073722i,-0.00021618-0.0013618i,0.00014565-0.0011595i,-0.0012666-0.00065597i,0.0009031-0.0061474i,-0.0021324+0.0019728i,-0.0027557+0.0021313i,2.9119e-05-0.00045962i,0.0017384+0.00030694i,0.0019387+0.0010322i,-0.00020156+0.0010235i,0.0021483-0.00018026i,0.0031935+0.0023123i,0.00065656+0.0019986i,0.0001857+0.00043444i,-0.00056622+0.00092699i,3.6444e-05-0.00031037i,0.00020569+0.00044753i,0.00038711-0.00013046i,0.00046185-0.0014174i,0.0017737-0.0012519i,0.0013341-0.00096205i,0.00031705+2.7583e-05i,0.0018673-0.0022664i,0.0013968-0.0048013i,0.0011537+0.0011251i,0.00037154+0.00035682i,0.00024815-0.00019421i,-0.0025255-0.0011353i,0.0018262+0.0004066i,0.0015241+0.00038863i,0.00033644-0.0042742i,0.004178-0.0021633i,0.010488+0.01404i,0.021993+0.031151i,0.039722+0.014215i,0.028429-0.013463i,-0.0076329-0.0091068i,0.020095-0.0094808i,0.02711+0.0020552i,0.020797+0.0072631i,0.020772+0.006844i,0.0038861+0.02745i,-0.00027956-0.0034377i,-0.0048019-0.0012788i,-0.0023376-0.0090837i,0.0037799-0.0053556i,0.0023225+0.0028133i,-0.0012424+0.013934i,-0.0053857-0.0010468i,0.0062609+0.0091272i,-0.0036959+0.0017438i,0.0039785+0.0018686i,0.0006296+0.0011508i,-0.0018664-0.0028396i,0.0048239-0.0082552i,-0.0036711+0.0012888i,0.0026184-0.0051883i,-0.002998+0.004865i,-0.0029874+0.00040279i,-0.00053657-0.00072735i,-0.0033205+0.0031704i,-0.0035236-0.00011907i,-0.01463+0.0024548i,1.0571e-05-0.0047946i,-0.00080288+0.0032381i,-0.001716+0.0012913i,-0.0012615+0.0048589i,0.0070341-0.0037949i,-0.0073009+0.0048287i,-0.0041944-0.0010692i,-0.0024552-3.4344e-05i,-0.0045545+0.0026754i,0.0013902-0.0038816i,0.0037797-0.00231i,0.0024154-0.0027481i,0.0048635+0.0045163i,0.0038813+0.0017664i,0.025727+0.005916i,-0.020209+0.0055571i,-0.019839+0.031755i,-0.00093569+0.010759i,0.006255+0.0042205i,0.0011266-0.0064948i,-0.010686+0.0080711i
0.017492+0.0065449i,0.043918-0.020416i,0.00079151-0.036359i,-0.0073993-0.0047024i,-0.021445-0.0085089i,-0.024747-0.011857i,0.00069349-0.018928i,0.025536-0.026385i,0.00045935-0.012714i,0.003984-0.0086429i,-0.0023445-0.0033208i,-0.0012998+0.0011124i,-0.000357-0.00081927i,-2.2643e-06-0.0014129i,-0.0012727-1.006e-05i,-0.00031242-0.0061106i,-0.0016039+0.0020157i,-0.0041975+0.00019141i,0.00013537+0.00029785i,0.0015378-0.00055097i,0.0020177+0.00017288i,-0.00026492+0.0011815i,0.0017333-0.00074181i,0.0040281+0.00036089i,0.0018058+0.0010007i,0.00020705+0.00022279i,3.5673e-05+0.0014079i,0.00016505-0.00025192i,0.00041482+0.00041366i,0.00038261-0.00032184i,-0.00017234-0.0016465i,0.0010349-0.0017867i,0.001058-0.0014106i,0.00033235-0.00017195i,0.00036414-0.0034683i,-2.2046e-05-0.0055642i,0.0017709+0.00022764i,0.00050679+0.00011522i,0.00015494-0.00070601i,-0.0031849-0.00032137i,0.001787-0.000328i,0.0014349+1.7865e-05i,-0.00053401-0.0038936i,0.0035161-0.003017i,0.012657+0.010338i,0.027138+0.024207i,0.04098+0.0069635i,0.023807-0.019765i,-0.0065898-0.0047103i,0.019245-0.016095i,0.027379-0.004258i,0.023197+0.00046063i,0.019914+0.0012598i,0.009914+0.023666i,-0.001057-0.0023082i,-0.0057286+0.0020538i,-0.0070205-0.0080181i,0.0015106-0.0050162i,0.0024032+0.002649i,0.0029904+0.012805i,-0.0040012+0.00098991i,0.005643+0.0062996i,-0.0014092+0.0039619i,0.0053597+0.00061392i,0.0016486+0.00079736i,-0.0026587-0.001307i,0.0026071-0.010202i,-0.0031602+0.0018583i,0.0010966-0.0063773i,-0.00039407+0.004021i,-0.003631+0.0013243i,-0.00074539-0.0005379i,-0.0011354+0.0043864i,-0.0030067+0.00029413i,-0.011017+0.0073554i,-0.0022049-0.0048701i,0.00039731+0.0025609i,-0.0016998+0.001268i,0.0006412+0.003859i,0.0056637-0.0068069i,-0.0043809+0.0067132i,-0.0032875-4.7689e-05i,-0.0027914+0.00019238i,-0.0035264+0.0039596i,0.00040055-0.0036236i,0.002751-0.002761i,0.002161-0.0033131i,0.0038938+0.0039173i,0.0039587+0.001874i,0.024705+0.00096563i,-0.018562+0.0063448i,-0.010425+0.034758i,-0.00018384+0.0095572i,0.0082687+0.003311i,0.00018065-0.004073i,-0.0087093+0.0096994i
0.01771+0.0030998i,0.039053-0.026486i,-0.0046242-0.035374i,-0.0080757-0.0042956i,-0.022036-0.0038817i,-0.025782-0.0074843i,-0.0035445-0.017967i,0.021335-0.02936i,-0.00029721-0.012107i,0.0013907-0.0087174i,-0.0027848-0.0016267i,-0.00088518+0.0013348i,-0.00017966-0.00049383i,-0.00065671-0.001135i,-0.00068724+0.00061331i,-0.0016073-0.0057035i,-0.0011072+0.0022709i,-0.0023708+0.002684i,0.00055134+0.00029548i,0.00088538-0.0011469i,0.0018621-0.00056567i,1.552e-05+0.0012935i,0.0013659-0.0011124i,0.0033925-0.0016839i,0.00158-0.00070509i,0.00015634+8.229e-05i,0.00083863+0.0013643i,0.00029219-0.00035252i,0.00070159+0.00024142i,0.00014136-0.00054456i,-0.000805-0.0015357i,0.00030961-0.0019516i,0.00042313-0.0016714i,0.00020317-0.00022674i,-0.0015799-0.0027831i,-0.001381-0.0056458i,0.0015721-0.00064629i,0.0006632-0.00032502i,8.1028e-05-0.0011245i,-0.0035967+0.00067985i,0.0013099-0.00087068i,0.0014133-0.00020774i,-0.0014392-0.0033048i,0.0028266-0.0034413i,0.014487+0.0062831i,0.029573+0.016164i,0.040586-0.00052357i,0.016427-0.02937i,-0.0032492-0.001501i,0.015846-0.022335i,0.026253-0.0099507i,0.022803-0.007343i,0.017506-0.0027159i,0.014516+0.018179i,-0.0010589-0.0020321i,-0.004747+0.0058012i,-0.011295-0.0044109i,-0.0002158-0.0045832i,0.0026389+0.0024403i,0.006233+0.0098645i,-0.0020033+0.0015903i,0.0044996+0.0050402i,0.0016333+0.0031073i,0.0063054-0.0018459i,0.0023491-0.00024238i,-0.0023317+0.00072919i,-0.0010138-0.012127i,-0.0031174+0.0029405i,-0.00077473-0.0073875i,0.00015642+0.0032679i,-0.0033754+0.0026379i,-0.00098745-0.0003279i,0.0021179+0.0041329i,-0.0027898+0.00018048i,-0.0056766+0.0096055i,-0.0046991-0.0037894i,0.0011119+0.0014189i,-0.0013765+0.0014458i,0.0014756+0.0024068i,0.0029483-0.0092729i,-0.0015261+0.0070358i,-0.0023973+0.00014346i,-0.0026227+0.0009038i,-0.0018141+0.0052128i,-0.00073459-0.0031171i,0.0019138-0.0028532i,0.0011881-0.0036999i,0.003674+0.0037008i,0.0042005+0.0014044i,0.022729-0.0033714i,-0.020593+0.0065021i,-0.0021382+0.032392i,0.0011803+0.0077233i,0.0099059+0.0016203i,0.000683-0.0022554i,-0.0064706+0.010551i
0.017419-0.00018669i,0.03403-0.031504i,-0.0099274-0.033515i,-0.0087873-0.0033414i,-0.021901-0.00014443i,-0.025986-0.0032369i,-0.0066295-0.01659i,0.017169-0.032487i,-0.0013138-0.012366i,-0.00071409-0.0080781i,-0.0024321-0.00033442i,-0.00035731+0.0015789i,-0.00015426-0.00026357i,-0.00057424-0.00045707i,1.9284e-05+0.00055079i,-0.0028023-0.0049581i,-0.00028051+0.0024437i,-0.00081039+0.0035362i,0.00074067+0.00010826i,0.00016192-0.0011982i,0.0014685-0.0010875i,0.00028513+0.0012531i,0.00084375-0.0014734i,0.0020855-0.0029663i,0.00074573-0.00040695i,2.9064e-05+0.00022692i,0.0014802+0.00088037i,0.00021275-0.00051161i,0.00099825-7.8867e-06i,-0.00022725-0.00036502i,-0.0014708-0.0011782i,-0.00040545-0.0018717i,-0.00065145-0.0013441i,0.00032509-0.00022608i,-0.0019296-0.0017858i,-0.0026188-0.0050375i,0.0012342-0.001006i,0.00035939-0.00070489i,-0.00047598-0.0015846i,-0.0034616+0.0020236i,0.00092232-0.0010944i,0.0013665-0.00061423i,-0.0022125-0.0021174i,0.0022634-0.0040922i,0.014611+0.0014775i,0.029702+0.0082732i,0.03883-0.0077018i,0.017329-0.013593i,0.0017805-0.0018493i,0.0098792-0.027004i,0.02472-0.014832i,0.020756-0.013559i,0.015807-0.0043982i,0.017171+0.011515i,-0.0016439-0.0019552i,-0.0013361+0.0082539i,-0.013357+0.0011025i,-0.0019432-0.0038198i,0.0028729+0.0023174i,0.0026077+0.0034639i,-0.00031398+0.00078056i,0.0036069+0.0047081i,0.0019785+0.0013835i,0.005385-0.0047196i,0.0021043-0.0018975i,-0.00015548+0.0020154i,-0.006644-0.010441i,-0.0017518+0.0050835i,-0.0033938-0.0079193i,0.0014138+0.0031367i,-0.002392+0.0039509i,-0.0010632-1.2971e-05i,0.004636+0.0008688i,-0.0027146+0.00055244i,-6.9778e-05+0.0082086i,-0.0064872-0.001735i,0.000868+0.00023966i,-0.0015367+0.0012799i,0.0016683+0.0010345i,-0.0011656-0.010634i,0.0018508+0.0059716i,-0.002331-0.00010424i,-0.0025044+0.001573i,0.0010561+0.0052704i,-0.0010532-0.0017648i,0.0012889-0.0027208i,0.00042997-0.0040206i,0.0037931+0.0032219i,0.0038841+0.00081069i,0.020234-0.0060944i,-0.023082+0.010643i,0.0035945+0.028991i,0.0016725+0.0044811i,0.010373-0.0014838i,0.0014063-0.0018431i,-0.0039648+0.010309i
0.016445-0.0035098i,0.028619-0.035934i,-0.014644-0.031015i,-0.0092473-0.002507i,-0.021215+0.0034843i,-0.025523+0.00084305i,-0.0094578-0.015344i,0.012199-0.035452i,-0.0026659-0.013289i,-0.0022078-0.0070587i,-0.0018102+0.00047525i,0.00057251+0.0011858i,7.3508e-05-1.6709e-05i,-0.00029484-4.859e-05i,0.0003892+0.00026815i,-0.0035494-0.0038912i,0.00033581+0.0021443i,0.0005701+0.0036815i,0.0008524-6.323e-05i,-0.00031622-0.00092759i,0.00092134-0.0013592i,0.00047966+0.0014204i,0.00023143-0.0014087i,0.00060248-0.0033773i,0.00071375-0.0007331i,0.00018299+0.00039637i,0.0016946+3.5565e-05i,0.00010859-0.00058622i,0.0011835-0.00017393i,-0.00035739+6.7576e-06i,-0.0019293-0.00059806i,-0.0009452-0.0014366i,-0.00098529-0.00072055i,0.00044135-0.00041254i,-0.0021788-0.0014075i,-0.0032533-0.0042052i,0.001113-0.0014812i,-7.2137e-05-0.00072859i,-0.0015252-0.00105i,-0.0027508+0.0031743i,0.00050574-0.001367i,0.001061-0.001i,-0.0023272-0.00083651i,0.0012996-0.0043601i,0.012668-0.002528i,0.027692+0.0016013i,0.035529-0.014218i,0.012723-0.02685i,0.004628-0.0053657i,0.0033936-0.02919i,0.023147-0.02014i,0.018048-0.018964i,0.015765-0.0063417i,0.01863+0.0053016i,-0.0027716-0.0019262i,0.0025561+0.0082856i,-0.012388+0.0072684i,-0.0033412-0.0025441i,0.0032486+0.0021603i,0.022569+0.0008608i,0.00012561-0.00069063i,0.0024537+0.0051931i,0.0021304+0.00087391i,0.0027563-0.0063388i,0.00051684-0.0028851i,0.001556+0.0011543i,-0.0097276-0.0058242i,0.0016116+0.0054924i,-0.0054198-0.006817i,0.0023864+0.0019549i,-0.00073436+0.0050267i,-0.00091162+5.6577e-05i,0.0039655-0.0026891i,-0.0026154+0.0011326i,0.0021245+0.0044611i,-0.0049944+5.2502e-05i,0.0001069-0.00049361i,-0.0017318+0.0020414i,0.0011543-0.00014917i,-0.0061242-0.0095615i,0.0031438+0.0029848i,-0.0028745-7.2617e-05i,-0.0017843+0.0023452i,0.0032882+0.004068i,-0.00062801-0.0015017i,0.0010469-0.0023386i,-0.00070824-0.0042922i,0.0033087+0.003166i,0.0038593+0.00045845i,0.019227-0.0082843i,-0.023029+0.01626i,0.0093459+0.021683i,2.513e-05+0.0010939i,0.0087466-0.0049193i,0.0015761-0.0011769i,-0.0024476+0.0087161i
0.01452-0.0063358i,0.022881-0.039591i,-0.019113-0.028108i,-0.0098076-0.0017843i,-0.019825+0.0065306i,-0.024397+0.0047123i,-0.012277-0.013581i,0.0061191-0.037327i,-0.005291-0.013928i,-0.0035842-0.0059848i,-0.0010334+0.000896i,0.00075939+0.0011975i,0.00020593+2.6209e-05i,-8.0516e-05+0.00013549i,0.00060965-8.4858e-05i,-0.0037463-0.0028183i,0.00071005+0.00176i,0.0021266+0.002947i,0.0009259-0.00050937i,-0.00049329-0.00065129i,0.00033197-0.0013978i,0.0012013+0.00142i,-0.00014208-0.0012207i,-0.00044443-0.0031482i,0.0005445-0.0010452i,0.00036894+0.00032575i,0.0012551-0.00066343i,-2.363e-05-0.00061352i,0.0010499-0.00028183i,-0.00028207+0.00029068i,-0.0022106+0.00023145i,-0.0011952-0.00096036i,-0.0008724-0.00021221i,0.00030667-0.00073608i,-0.0027415-0.00055938i,-0.0039981-0.0031511i,0.00037749-0.0019378i,-0.0004065-0.00052502i,-0.0013544-6.2556e-05i,-0.0016369+0.0041028i,-0.00016657-0.0012981i,0.00058093-0.0013141i,-0.0018932+0.00036781i,0.00036965-0.0039361i,0.010201-0.0050591i,0.024392-0.0033087i,0.031089-0.019137i,0.0054269-0.029767i,0.0050134-0.0086038i,-0.0036156-0.029659i,0.02052-0.026081i,0.01462-0.024196i,0.015522-0.0095738i,0.018144-0.0018433i,-0.0046234-0.0011096i,0.0055637+0.0064912i,-0.0080947+0.011909i,-0.0040666-0.0012255i,0.0035705+0.0019645i,0.016843-0.00043386i,-0.00077204-0.0013411i,0.0029078+0.006614i,0.0027447-0.00024357i,0.00030644-0.0060362i,-0.00082471-0.0026045i,0.0021142-8.6897e-05i,-0.0098832-0.0010047i,0.0043701+0.0038413i,-0.0075056-0.0060046i,0.0020882+0.00068789i,0.001714+0.0050356i,-0.0011036+9.1925e-05i,0.0018148-0.0049442i,-0.0022719+0.00157i,0.0017407+0.0013458i,-0.0039584+0.0027694i,-0.00089647-0.00049649i,-0.0014775+0.0020317i,4.1599e-06-0.00060811i,-0.009164-0.0062629i,0.0027769+0.0009156i,-0.0030793+0.0002856i,-0.00069512+0.0023201i,0.0047388+0.0020751i,-0.00087285-0.0011221i,0.0012547-0.0022058i,-0.0018218-0.0035697i,0.004261+0.0037035i,0.0034391+0.00019711i,0.017334-0.011424i,-0.021354+0.021994i,0.0064065+0.023039i,-0.003583-0.00060066i,0.0050525-0.0061084i,0.002438-0.0013394i,-0.0024573+0.0071266i
0.012498-0.0083095i,0.016824-0.042819i,-0.023011-0.024415i,-0.010579-0.00089637i,-0.018515+0.008708i,-0.022771+0.0083047i,-0.014483-0.011293i,0.00021778-0.038024i,-0.0082688-0.013923i,-0.005163-0.0046524i,-0.00020223+0.00074495i,0.0012086+0.0010901i,0.00077878-0.00016847i,0.00025219+0.00014584i,0.00059629-0.00047173i,-0.0035948-0.0023742i,0.001166+0.0010574i,0.0029734+0.0017626i,0.00044832-0.0010645i,-0.00050262-0.00033541i,-0.00015044-0.0012591i,0.0021047+0.00071819i,-0.00023939-0.0011181i,-0.0012327-0.0027877i,2.6439e-05-0.0013389i,0.00051979+0.00020278i,0.00082378-0.00092699i,-9.6247e-05-0.00049472i,0.0007129-0.00037156i,8.3372e-05+0.00067266i,-0.0020918+0.001249i,-0.0012117-0.00059797i,-0.00083966+8.7998e-05i,9.7549e-07-0.000791i,-0.0025146+0.00074894i,-0.0041424-0.0018235i,-0.00047376-0.0017316i,-0.00074025-0.00029953i,-0.00086954+6.1581e-05i,-6.1769e-05+0.0045984i,-0.00039749-0.0010216i,0.00012539-0.0013884i,-0.0010284+0.00123i,0.00015214-0.0034575i,0.0083994-0.0064902i,0.021403-0.0060579i,0.026517-0.022672i,-0.0016845-0.029573i,0.0037985-0.011204i,-0.010673-0.027354i,0.016046-0.031749i,0.0095523-0.028302i,0.014341-0.012191i,0.014811-0.0079413i,-0.0061114+0.0010907i,0.0072252+0.0037973i,-0.0033529+0.01388i,-0.0045959+0.00051227i,0.0041714+0.0019065i,0.012591-0.005102i,-0.0014497-0.0015076i,0.0045454+0.0076611i,0.0021015-0.0015482i,-0.0010238-0.0051345i,-0.0019856-0.0018771i,0.0019671-0.00096739i,-0.0078686+0.0021506i,0.0059873+0.0011626i,-0.012954-0.0022917i,0.0015654+0.00070476i,0.0034551+0.0034731i,-0.0010597+0.00052828i,-0.00087359-0.0060464i,-0.0016576+0.0014409i,-0.00016041+0.00024332i,-0.0028732+0.0041i,-0.0015059+0.00030881i,-0.00059441+0.0019805i,-0.00076338-0.0003046i,-0.010468-0.0026139i,0.0019384-0.00024389i,-0.0034537+0.00070057i,4.1252e-05+0.0020594i,0.0047864-0.00076411i,-0.0004039-0.00081214i,0.0013273-0.0027444i,-0.0025335-0.0032812i,0.0051801+0.0023635i,0.0034457+0.00010913i,0.014873-0.01365i,-0.017469+0.028782i,0.0090763+0.020501i,-0.0075997+0.00016749i,0.0016128-0.0047078i,0.002517-0.0022621i,-0.0030756+0.0063293i
0.010667-0.010007i,0.0098056-0.045858i,-0.02603-0.020325i,-0.011353+0.00058136i,-0.017307+0.011446i,-0.020136+0.011396i,-0.016209-0.0088725i,-0.0059765-0.038141i,-0.011625-0.013082i,-0.0074652-0.0038234i,0.00019784+0.00034453i,0.0017844+0.00053269i,0.0012204-0.00024112i,0.00071815-0.0003059i,0.00035299-0.00079096i,-0.003762-0.0020225i,0.00087465-0.00011241i,0.0032491+0.00054543i,-0.00011282-0.00097019i,-0.00022599-0.0001892i,-0.00058561-0.0010255i,0.0022163-0.0003537i,-0.00050421-0.001138i,-0.0015468-0.0026059i,-0.00044037-0.0013816i,0.00060837+1.4427e-05i,0.00031299-0.0011661i,-0.00012347-0.00035904i,0.000487-0.00037929i,0.0008356+0.00072356i,-0.0014787+0.0021375i,-0.0013231-6.1226e-07i,-0.00044501+0.00041313i,-0.00019017-0.00078916i,-0.0015813+0.0012336i,-0.0039189-0.00071018i,-0.00078119-0.0011512i,-0.0006483+0.00049421i,-0.00088613+7.7258e-05i,0.0013697+0.0041334i,-0.00048445-0.00082328i,-0.00032828-0.0014239i,0.00012376+0.0011824i,0.00026871-0.0036636i,0.006318-0.0079914i,0.019598-0.0083851i,0.022034-0.025334i,-0.0073493-0.026513i,0.0029862-0.012698i,-0.016232-0.022306i,0.010071-0.036434i,0.005399-0.031888i,0.013005-0.015516i,0.0098415-0.011355i,-0.00599+0.0043267i,0.0075433+0.00071118i,0.00092933+0.013484i,-0.0043091+0.0024254i,0.0053173+0.0013957i,0.0082737-0.0068905i,-0.0022497-0.0013959i,0.0077066+0.0074504i,0.0010399-0.0014509i,-0.0020523-0.0041584i,-0.0025141-0.00095425i,0.001755-0.0017077i,-0.0060547+0.0037391i,0.0059215-0.0022037i,-0.0093148+0.0041056i,0.0022372+0.0011304i,0.0039623+0.0016946i,-0.00079511+0.00048478i,-0.0040919-0.0057955i,-0.0019788+0.0016311i,-0.00072012+0.0014388i,-0.0014766+0.0047802i,-0.0011942+0.0010066i,-0.00030795+0.0024881i,-0.0010612+3.1342e-05i,-0.010639+0.00056714i,0.00094084-0.00076479i,-0.0041813+0.0019916i,0.0002039+0.0016893i,0.003729-0.0028135i,-0.00037337-0.0015002i,0.0009781-0.003382i,-0.003428-0.0025733i,0.0054824+0.0010791i,0.0037006-0.00031576i,0.012192-0.015245i,-0.0094654+0.033116i,0.011099+0.017244i,-0.010497+0.002868i,7.0564e-05-0.001771i,0.0016027-0.0027453i,-0.003582+0.0061855i
