-0.024691-0.038742i,-0.012165-0.048894i,-0.018133-0.044284i,-0.03099-0.034999i,-0.030156-0.01581i,-0.050365-0.026904i,-0.057356-0.026038i,-0.045496-0.037725i,-0.028924-0.03708i,0.0076468+0.012726i,-0.004691+0.015357i,-0.004774+0.013988i,0.0099779+0.021261i,0.00074039+0.0043223i,0.0031817+0.0034684i,0.0053668+0.01858i,0.026706+0.038705i,-0.0026022-0.00075489i,-0.0040649-0.0061411i,0.0078768+0.0014352i,-0.00040838-0.0007896i,-0.0010108+0.001363i,-6.7331e-05-0.00055931i,-0.030285-0.0030259i,-0.0016835-0.005557i,0.0015798+0.0044574i,0.0035558-5.7828e-05i,-0.00062773+0.00054178i,0.00046987-0.00040199i,-0.0011003-0.0025339i,-0.0020454-0.0062503i,-0.0043976-0.0039502i,-0.0020346-0.004958i,0.0019477-0.00085243i,0.0021245-0.0030493i,0.0027212+0.025216i,0.0017582-0.0025954i,0.0029894+0.00045237i,0.0060945+0.00083692i,-0.010031-0.0040331i,-0.0028596+0.00081965i,0.006565+0.0017981i,0.0053369-0.00015576i,-0.0031041+0.0055643i,0.00036346-0.0091964i,-0.011461+0.018008i,0.035998-0.090686i,0.011772-0.069757i,-0.015799-0.059978i,-0.016431-0.054911i,0.038673-0.045111i,0.017409-0.062209i,0.03413-0.055532i,0.029755-0.060256i,0.016599-0.013683i,0.0046562+0.016304i,0.016759-0.025753i,-0.011069+0.0058881i,-0.00012853+0.0059421i,-0.0049275-0.0014148i,-0.0018605-0.029701i,-0.024066+0.031882i,0.010545-0.011476i,-0.012723-0.002785i,5.8003e-05-0.0049435i,-0.0011256-0.016158i,-0.0073316+0.0048999i,0.0051012+0.0062767i,-0.009356+0.029697i,0.0050849+0.0057656i,-0.0050418-0.00069415i,-0.0030253-0.00073128i,-0.012215-0.0077306i,-0.0012556-0.0046769i,-0.030334+0.0064373i,-8.4082e-06-0.010128i,-0.0096783-0.0019646i,-0.0064416-0.0027833i,0.0071799+0.0024873i,-0.0079477+0.0013081i,4.3832e-05+0.00029036i,0.0057701+0.010786i,0.0043159+0.0014602i,-0.0094907-0.010077i,0.0030563+0.0080468i,-0.021908+0.0058685i,0.0080819+0.00062724i,-0.028846-0.0042514i,-0.042691+0.0022968i,0.019259-0.096588i,-0.0019848-0.012641i,-0.052151-0.020983i,-0.022576-0.0016506i,0.017802+0.01108i,-0.025086+0.013107i,-0.01844-0.01302i
0.013576-0.0094705i,0.043178-0.01233i,0.022226-0.026769i,0.010644-0.021445i,0.013203-0.040068i,-0.018424-0.02239i,-0.0086573-0.014538i,-0.00225-0.02824i,0.0064022-0.017971i,0.0044146-0.0023943i,0.0019499-0.0048087i,6.7977e-06-0.0051622i,-0.00085911-0.0056981i,-0.00090652-0.002697i,-0.0010934+0.0009633i,0.0013577-0.0031368i,-0.0036835+0.0015486i,-0.0005132+0.0013932i,0.00017188+0.00026797i,0.0006663+0.0021239i,0.0013905+0.0017594i,0.001068-0.0010526i,0.0020246+0.00048201i,-0.0010325+0.0027027i,-0.0005841+0.00044956i,-0.00058518+0.00035057i,-0.0013371+0.00016023i,-0.00058157+0.00037926i,0.00014913+0.0001086i,-0.00010075-0.00015595i,0.0014299-0.0019694i,0.0014049-6.9393e-05i,0.00033119-0.00072782i,0.00059494-0.0011283i,0.00071282+0.00063324i,0.0047014-0.0014728i,-5.0888e-06+0.00011519i,-0.00012491+0.0013173i,-7.7852e-06-0.00034042i,0.00050086+0.00032187i,0.00084137+0.00051205i,0.00028821+0.00077779i,-0.00017771-0.0028407i,0.0005067-0.0032403i,0.0191+0.0040557i,0.028847+0.039566i,0.035486+0.039358i,0.046891+0.028403i,0.015484-0.00097444i,0.035772-0.00013652i,0.037342+0.012724i,0.014161+0.0066318i,0.028005+0.022199i,-0.0032819+0.032944i,0.0062061-0.0049314i,0.0045778-0.0035447i,0.0067967-0.0038116i,0.0077015+0.0037288i,0.0036824+0.0063667i,-0.0067375+0.0041312i,-0.0036292-0.0059201i,0.0044588+0.01325i,-0.0036277+0.00051867i,-8.5972e-05+0.0051046i,-0.00053516+0.0014882i,0.0025786-0.0030749i,0.0066462-0.00047252i,-0.0026067-0.00069974i,0.0044837-0.0024056i,-0.006152-0.00060949i,-0.0015244+0.00043403i,0.00034747-4.9834e-05i,-0.004727-0.0027506i,-0.0043925-0.0022084i,-0.0077191-0.0091689i,0.0029488-0.0020676i,-0.0047314+0.0017997i,-0.0014693+0.0011911i,-0.0040692+0.0027185i,0.0066616+0.00090753i,-0.0069949-0.0014914i,-0.0044372-0.0074121i,-0.0029508-0.0013334i,-0.005212-0.00051153i,0.0045793-0.0031247i,0.0062549+0.00019892i,0.002586-0.0016331i,0.0057891+0.0080842i,0.0063947+0.0054764i,0.041677+0.027316i,-0.031774-0.0048462i,-0.036611+0.018199i,-0.010734+0.020462i,0.002053+0.0023074i,0.0091904-0.006413i,-0.011047-0.0001409i
0.011151-0.011298i,0.040025-0.019521i,0.016959-0.029806i,0.0068024-0.021928i,0.004953-0.041685i,-0.020811-0.018733i,-0.011519-0.01366i,-0.0069748-0.026983i,0.0030642-0.018518i,0.0037569-0.0034439i,0.00060365-0.0055017i,-0.0010774-0.0044651i,-0.0025379-0.004705i,-0.0014634-0.0021094i,-0.00062671+0.0011856i,0.00091577-0.0031895i,-0.0025683+0.0024885i,-0.00044939+0.0014105i,3.4177e-05+0.00028063i,0.0012772+0.0018325i,0.0019986+0.0014746i,0.00087027-0.0011742i,0.0019952-0.0001742i,0.00069244+0.0024095i,-0.00020912+0.00060844i,-0.00026755+0.00036268i,-0.0011012+0.0009099i,-0.00041232+0.00054184i,0.00018345+0.00011635i,0.00022514+0.00014647i,0.00048209-0.0025344i,0.0013804-0.0004701i,9.1254e-05-0.00073194i,-1.1465e-05-0.001111i,0.0012416+0.0003983i,0.0042427-0.0024238i,-8.902e-05+0.0003002i,0.0003023+0.0012282i,0.00023744+5.5018e-05i,0.00043335-0.00035329i,0.00089788+0.0002851i,0.00061985+0.00062303i,-0.00072682-0.0020847i,0.00066148-0.0029064i,0.019475+0.0016095i,0.034374+0.034936i,0.040286+0.032681i,0.050042+0.019666i,0.012743-0.00036257i,0.036235-0.0061849i,0.039371+0.0057834i,0.015025+0.00065217i,0.028754+0.012751i,0.0041791+0.029269i,0.0041833-0.005877i,0.00059924-0.0035528i,0.0044443-0.0065462i,0.0068664+0.00092863i,0.00508+0.004959i,-0.0040853+0.0069557i,-0.0043772-0.0028954i,0.0063878+0.010738i,-0.0036389+0.0013692i,0.0028705+0.0059744i,0.00042424+0.0017219i,0.00041194-0.0033962i,0.0073824-0.0044102i,-0.0028982-0.00031937i,0.0038113-0.0042641i,-0.005767+0.0024236i,-0.0015347-0.00021442i,9.4438e-05-0.00062996i,-0.0044939+0.0002104i,-0.004279-0.00075737i,-0.0093853-0.0054436i,0.0014582-0.0028674i,-0.0035104+0.0028489i,-0.0015675+0.00069589i,-0.0028015+0.0039477i,0.0078337-0.0018374i,-0.0067449+0.0014775i,-0.0066663-0.0053718i,-0.0025883-0.00062745i,-0.004754+0.0013579i,0.0020949-0.0038584i,0.0061079-0.0023981i,0.002354-0.0017662i,0.0074256+0.0056694i,0.0056206+0.0046435i,0.042763+0.017955i,-0.031117+0.0018717i,-0.034596+0.026185i,-0.0069898+0.018982i,0.0033959+0.0050104i,0.006778-0.0064731i,-0.012588+0.0019164i
0.0092979-0.012831i,0.035362-0.025968i,0.011331-0.031502i,0.0034525-0.021682i,-0.0034731-0.041705i,-0.022667-0.015078i,-0.014131-0.012114i,-0.01106-0.025308i,-0.00060691-0.018359i,0.0028235-0.0041798i,-0.0012659-0.0054886i,-0.0018469-0.0036134i,-0.0036748-0.0031805i,-0.0017384-0.001485i,-0.00032158+0.0011405i,0.00050402-0.0031504i,-0.0011887+0.0029463i,-0.00037141+0.0016867i,2.415e-05+0.00049625i,0.0017225+0.0011536i,0.0026054+0.00068933i,0.00057261-0.0014976i,0.0017361-0.00080686i,0.0018826+0.0015434i,0.00020299+0.00056726i,-3.0067e-05+0.00021565i,-0.00046098+0.0013557i,-0.00032316+0.00074749i,0.00027451+0.00011642i,0.00042677+8.1586e-05i,-0.00064093-0.002593i,0.0011778-0.00098038i,-0.00022931-0.00075466i,-0.00036769-0.00081806i,0.0016544-0.0004504i,0.0036623-0.0034106i,0.00019906+0.00040962i,0.0007154+0.0010819i,0.0005539-0.00013894i,9.2194e-05-0.00070644i,0.0010689-5.501e-05i,0.00072348+0.00028561i,-0.00090371-0.0015055i,0.00047923-0.003059i,0.019773-0.0013633i,0.040645+0.028353i,0.044288+0.025365i,0.051429+0.010918i,0.011545+0.0006221i,0.035928-0.012556i,0.039511-0.0009992i,0.014921-0.0041445i,0.026976+0.0060081i,0.0094115+0.025987i,0.0017862-0.005944i,-0.0021663-0.0015535i,0.00065696-0.0080194i,0.005137-0.00073242i,0.0055771+0.0031246i,-0.0012638+0.007969i,-0.0037566-0.00080874i,0.0070698+0.0081097i,-0.0034948+0.0035219i,0.0056629+0.0049433i,0.0011028+0.0012936i,-0.0011016-0.0025624i,0.006032-0.007267i,-0.0027089+0.00028518i,0.0025762-0.0053189i,-0.0030641+0.0042653i,-0.0022298-0.00035128i,-0.00033998-0.0006857i,-0.0030659+0.0017921i,-0.0036012+0.00044684i,-0.0098212-0.0020137i,0.0004002-0.0032913i,-0.0021577+0.0032018i,-0.0018192+0.0011025i,-0.00072553+0.0040146i,0.0073688-0.0051882i,-0.0051417+0.0037206i,-0.0078362-0.0026932i,-0.0023469-0.00042721i,-0.0038158+0.0023643i,0.00088501-0.0033654i,0.0045939-0.0043574i,0.0026607-0.0021266i,0.0067589+0.0020395i,0.0051856+0.004191i,0.042988+0.010457i,-0.027982+0.0074295i,-0.028797+0.033514i,-0.0047641+0.017367i,0.0064316+0.0057139i,0.0043043-0.0054293i,-0.012483+0.0045943i
0.0072863-0.014574i,0.029705-0.030915i,0.0060844-0.032535i,0.00078268-0.021658i,-0.011589-0.039452i,-0.023962-0.011341i,-0.016572-0.0099284i,-0.014867-0.022944i,-0.0034849-0.01734i,0.0016811-0.0045824i,-0.002882-0.004206i,-0.0021667-0.0029376i,-0.003943-0.0014905i,-0.0018923-0.00098735i,-2.3179e-05+0.0013179i,5.6007e-05-0.0030859i,-0.00022322+0.0027309i,8.0339e-05+0.0021786i,0.00037439+0.00083511i,0.0018478+0.0003888i,0.0026796-0.00038993i,-2.7438e-05-0.0016998i,0.0012099-0.0012181i,0.0024856-7.6903e-05i,0.00062629+0.00042341i,-8.5357e-05+8.0502e-05i,7.7998e-05+0.0013852i,6.0631e-05+0.00091823i,0.0003695-4.0882e-06i,0.0004894-7.7858e-05i,-0.0016389-0.0022087i,0.0007764-0.0013202i,-0.000425-0.0005812i,-0.00051744-0.0006465i,0.0013666-0.0015357i,0.0027875-0.004335i,0.00057373+0.00019823i,0.0011038+0.0007447i,0.00054512-0.00042517i,-0.00040108-0.00088246i,0.00096185-0.00047077i,0.00062905+5.4054e-05i,-0.00096001-0.00096635i,2.4325e-05-0.0030568i,0.019763-0.0049406i,0.045125+0.018802i,0.047208+0.017344i,0.051775+0.0028116i,0.012069+0.0020575i,0.034112-0.019751i,0.038833-0.0076778i,0.01405-0.0090236i,0.025537+0.0012303i,0.014788+0.021718i,0.0001317-0.0050856i,-0.0034504+0.0011764i,-0.0038164-0.0078733i,0.0036236-0.0016063i,0.0053871+0.0019002i,0.0013+0.0082204i,-0.0027448+0.0004721i,0.0066611+0.0055303i,-0.0010891+0.005518i,0.0079803+0.0025753i,0.0017386+0.00097682i,-0.001843-0.0013491i,0.0038089-0.0096418i,-0.0024652+0.00051914i,0.00113-0.0062475i,-0.00094073+0.003732i,-0.0030031+0.00010599i,-0.0005253-0.00064575i,-0.0016915+0.0029924i,-0.0028083+0.0010241i,-0.0089639+0.0014456i,-0.0009652-0.0037654i,-0.00081332+0.0028548i,-0.0015747+0.0012167i,0.00069265+0.0030798i,0.005525-0.0084789i,-0.0026328+0.0048725i,-0.0070685-3.9493e-05i,-0.002499-0.00034727i,-0.0031906+0.0032995i,1.5953e-07-0.0027522i,0.0026321-0.0048534i,0.0027174-0.0031642i,0.004744+0.00082334i,0.0055165+0.004272i,0.042435+0.003118i,-0.024879+0.0092921i,-0.020644+0.037576i,-0.0022641+0.016824i,0.0085858+0.0050665i,0.0033858-0.0036723i,-0.011343+0.0063851i
0.0045521-0.016164i,0.023626-0.034323i,0.0005528-0.032804i,-0.002235-0.021823i,-0.018049-0.03587i,-0.024802-0.007699i,-0.018405-0.0069058i,-0.017955-0.020034i,-0.0054264-0.016136i,0.00038482-0.0044125i,-0.0033629-0.0026522i,-0.0026343-0.0024152i,-0.0036291-0.00015672i,-0.0022602-0.0003141i,0.00061536+0.0014571i,-0.00050911-0.0029089i,0.00046547+0.0026186i,0.0010834+0.0023105i,0.00076845+0.00067068i,0.0015307-0.00030838i,0.002275-0.001293i,-0.00060336-0.001656i,0.00078464-0.0014094i,0.0017163-0.0015343i,0.00077305-0.00019408i,-0.00023567+5.0017e-05i,0.00056155+0.0013019i,0.00048097+0.0008034i,0.00031475-0.00016359i,0.00040589-0.00029509i,-0.002275-0.0013838i,0.00034544-0.0014931i,-0.00063824-0.00040256i,-0.00070776-0.00036608i,0.00022929-0.002021i,0.0016041-0.0050493i,0.00058454-0.00015923i,0.0013041+0.00012943i,0.00054409-0.00061761i,-0.0010328-0.00078034i,0.0006445-0.00086605i,0.00056236+1.6538e-05i,-0.0010196-0.00054962i,-0.00042781-0.0029137i,0.019464-0.0088387i,0.046724+0.0085639i,0.048541+0.008846i,0.051898-0.0058927i,0.01475+0.003092i,0.0303-0.026804i,0.036883-0.013834i,0.011423-0.013398i,0.023257-0.0026453i,0.019127+0.015874i,-0.00060477-0.0047738i,-0.0029683+0.0043081i,-0.0083752-0.005325i,0.0020537-0.0020448i,0.0051552+0.00092188i,0.0039017+0.0076278i,-0.001503+0.00089643i,0.0053486+0.0039884i,0.0021709+0.0046594i,0.0090638-0.0012381i,0.0023047+0.00018278i,-0.001723+0.00022455i,0.00018157-0.011872i,-0.0028057+0.0012137i,-0.00071281-0.0068504i,-0.0005317+0.0035024i,-0.0034596+0.001198i,-0.00071935-0.00056872i,0.0010437+0.0033956i,-0.0021452+0.00092687i,-0.0066726+0.003968i,-0.002889-0.0035041i,3.5388e-05+0.0020588i,-0.0013795+0.0013384i,0.0012495+0.0017679i,0.0022061-0.011125i,-0.00027294+0.0044848i,-0.0057396+0.0011947i,-0.0026378-3.8964e-05i,-0.0017953+0.0047132i,-0.00060659-0.0018439i,0.0011103-0.0047815i,0.0019241-0.0041971i,0.0033509+0.00064744i,0.0060925+0.0036089i,0.040545-0.0037258i,-0.02529+0.0094458i,-0.013169+0.037936i,0.00078009+0.014826i,0.010382+0.0034569i,0.0038531-0.0025807i,-0.009898+0.0077701i
0.0017799-0.017201i,0.017798-0.036666i,-0.0047623-0.032002i,-0.0055372-0.021348i,-0.02403-0.031768i,-0.025118-0.0040916i,-0.01917-0.0037306i,-0.020493-0.017018i,-0.0070555-0.015444i,-0.00036313-0.0038897i,-0.0032081-0.0014086i,-0.0029592-0.0015211i,-0.00314+0.00092788i,-0.0020657+0.00061077i,0.0012444+0.0010424i,-0.00092652-0.0024664i,0.0014537+0.0025557i,0.0019434+0.0016898i,0.00093427+0.00043365i,0.00112-0.00056897i,0.0016903-0.0020463i,-0.0011374-0.0014622i,0.00024314-0.0016086i,0.00065649-0.0022049i,0.00027764-0.00060506i,-0.00039491+0.00034969i,0.0011317+0.0010105i,0.00071249+0.00052488i,0.00024484-0.00023443i,0.00010782-0.00030713i,-0.0026016-0.00047502i,-0.00017489-0.0015234i,-0.00072872+3.8966e-05i,-0.00062416-1.6697e-05i,-0.00036828-0.0016361i,0.00023354-0.0053833i,0.00049267-0.00018956i,0.0011146-0.00034327i,0.0004389-0.00088874i,-0.0015734-0.00029609i,0.00023951-0.00098296i,0.00056164-8.9861e-05i,-0.00087026-7.79e-05i,-0.00085988-0.0027662i,0.017659-0.013667i,0.045724-0.0015641i,0.048338+0.0006232i,0.049439-0.01561i,0.019024+0.0007623i,0.024283-0.032456i,0.034229-0.019289i,0.0085435-0.016024i,0.021692-0.004599i,0.020901+0.0090235i,-0.0019473-0.0045589i,-0.00018317+0.0064006i,-0.011098-0.00064387i,0.00049165-0.0020231i,0.004754+4.9881e-05i,0.0056382+0.0060607i,-0.00059654+0.00045728i,0.0043929+0.0031915i,0.0028262+0.0027733i,0.0076359-0.0051091i,0.0023736-0.0011i,-0.00015902+0.001312i,-0.0051988-0.010532i,-0.0025209+0.0028321i,-0.003484-0.0065427i,0.0012739+0.0036986i,-0.003337+0.0027372i,-0.00086078-0.00038355i,0.0036302+0.00063904i,-0.0018687+0.00063672i,-0.0035425+0.004557i,-0.0045524-0.0019808i,0.00025031+0.0011699i,-0.0014447+0.0013658i,0.0013809+0.00045171i,-0.0028473-0.012076i,0.0014525+0.0032335i,-0.0051516+0.0018844i,-0.0029294+0.00056654i,0.00073592+0.005165i,-0.00038841-0.0010418i,-7.0944e-05-0.0041505i,0.00074302-0.0047657i,0.0023673+0.00098317i,0.0064473+0.0029405i,0.037852-0.0089103i,-0.026952+0.01268i,-0.0071896+0.037554i,0.0026003+0.011147i,0.011612+0.00079751i,0.0041315-0.0027322i,-0.0079456+0.0080878i
-0.001323-0.018049i,0.01206-0.038273i,-0.0096981-0.0305i,-0.008439-0.020327i,-0.029055-0.026244i,-0.025005-0.00050734i,-0.019353-0.00079106i,-0.022677-0.013713i,-0.0088744-0.01499i,-0.00066967-0.003425i,-0.002893-0.00044392i,-0.0029443-0.00049525i,-0.0022627+0.0018228i,-0.0014929+0.0012747i,0.0015518+0.00049559i,-0.0011298-0.0020565i,0.0024521+0.0018864i,0.0023748+0.00084203i,0.0010857+0.0002592i,0.00090117-0.00068436i,0.00080307-0.0025406i,-0.0016778-0.00090962i,-0.00026057-0.0014339i,-0.00020027-0.0022109i,-4.7092e-05-0.00056478i,-0.00020837+0.000655i,0.0014192+0.00041354i,0.00088157+0.00027396i,0.00013077-0.0002687i,-2.7153e-05-0.00010984i,-0.00261+0.00044968i,-0.00063084-0.0012527i,-0.00046621+0.00039529i,-0.0004254+0.00012648i,-0.00069389-0.0013813i,-0.0011782-0.0051162i,0.00062835-0.00036505i,0.00082377-0.00059168i,-2.2812e-05-0.001i,-0.0018725+0.00043792i,-0.00011981-0.0010525i,0.00040643-0.00024832i,-0.00063523+0.00019783i,-0.0013166-0.0024182i,0.014078-0.017722i,0.042127-0.010519i,0.04675-0.007193i,0.044097-0.023929i,0.021202-0.0042445i,0.017561-0.036123i,0.0313-0.024322i,0.0061821-0.018389i,0.021625-0.0067164i,0.021505+0.0031098i,-0.0037508-0.0040178i,0.0031366+0.0061567i,-0.01095+0.0051062i,-0.00083016-0.0014625i,0.0042658-0.00055103i,0.0067741+0.0045054i,-0.00063485-4.9405e-05i,0.0030084+0.0032641i,0.0033622+0.0020505i,0.0042607-0.0074797i,0.0014698-0.0021165i,0.001236+0.00081031i,-0.008143-0.0061963i,-0.00068953+0.0038622i,-0.0054826-0.0045211i,0.0026121+0.0021434i,-0.0021864+0.0042281i,-0.00091102-0.00035786i,0.0031599-0.0027627i,-0.0020458+0.00065531i,-0.0016109+0.0033745i,-0.0049073-0.00020089i,-0.00012707+0.00050532i,-0.0014392+0.0016792i,0.00064149-0.00078873i,-0.0082079-0.0099032i,0.0018634+0.0012771i,-0.0048002+0.0027592i,-0.002858+0.0017805i,0.0031134+0.00421i,8.9613e-05-0.0011763i,-0.00026464-0.0031675i,-0.00042271-0.0049461i,0.0014638+0.0017984i,0.006716+0.0018861i,0.036131-0.013631i,-0.027277+0.017903i,-0.0016223+0.036193i,0.0020706+0.0073512i,0.011036-0.0028422i,0.0037922-0.0025001i,-0.006945+0.0073381i
-0.0051316-0.018102i,0.0063763-0.039197i,-0.014441-0.028195i,-0.011213-0.019241i,-0.032353-0.020014i,-0.024421+0.0028893i,-0.0192+0.0020595i,-0.024169-0.01004i,-0.010928-0.014494i,-0.0010438-0.0031995i,-0.0022675+0.00026447i,-0.0024446+0.00028798i,-0.0011474+0.0023353i,-0.00085768+0.0015771i,0.0016735-4.9202e-05i,-0.0011951-0.001824i,0.003004+0.00087242i,0.002487-7.28e-05i,0.0012003-0.00012067i,0.00078418-0.00090853i,-0.00034092-0.0025348i,-0.0018119-0.00015522i,-0.00059146-0.0011908i,-0.00079256-0.0020332i,-0.00021159-0.00044358i,7.7715e-05+0.00071622i,0.0012563-0.00021164i,0.0010066-0.00012572i,-1.1458e-05-0.00018887i,-1.3275e-05-1.1348e-05i,-0.0022754+0.0013549i,-0.00081519-0.00082692i,8.6351e-06+0.00051692i,-0.00034108+0.00014445i,-0.0012269-0.0010522i,-0.002311-0.0042929i,0.00042442-0.00061681i,0.00052425-0.00073528i,-0.00025783-0.00057192i,-0.0018756+0.0011588i,-0.00068174-0.00089216i,0.00019742-0.00040315i,-0.00029197+0.00031797i,-0.0015559-0.001809i,0.0096934-0.020189i,0.036787-0.017014i,0.043699-0.014082i,0.037292-0.029964i,0.020947-0.0090342i,0.010254-0.038269i,0.027831-0.029452i,0.0032671-0.020822i,0.021796-0.010164i,0.020978-0.003789i,-0.0056813-0.0025958i,0.0054703+0.0040999i,-0.0079997+0.0095743i,-0.0017156-0.00070586i,0.0036261-0.00091184i,0.0076844+0.002624i,-0.00097096-3.3456e-05i,0.0027916+0.0041097i,0.0040661+0.00067642i,0.0010627-0.0073674i,0.00049952-0.0024528i,0.0017615-0.00014884i,-0.0086361-0.0021113i,0.001253+0.0035768i,-0.0064263-0.0022658i,0.0022415+0.00060373i,-0.00012921+0.0049353i,-0.001247-0.00027311i,0.00072126-0.004729i,-0.0021729+0.00099735i,-0.0010878+0.0020312i,-0.0046703+0.0014903i,-0.00075241+0.00051514i,-0.0012018+0.0018451i,-0.00067294-0.00094104i,-0.01099-0.0056095i,0.001324+6.431e-05i,-0.0041442+0.0035261i,-0.0019052+0.0025167i,0.0046491+0.0021245i,-0.00041641-0.00095686i,0.00028562-0.0029973i,-0.0015971-0.004422i,0.0024193+0.0034627i,0.0067813+0.0012313i,0.033231-0.018962i,-0.026319+0.023595i,0.0029438+0.033989i,-0.00030435+0.0049005i,0.0077444-0.0049612i,0.0043249-0.0029464i,-0.0072359+0.0067591i
-0.0087175-0.017055i,0.00088471-0.039591i,-0.018363-0.024954i,-0.013914-0.017688i,-0.034425-0.014026i,-0.023466+0.0063816i,-0.018491+0.004965i,-0.024901-0.0065276i,-0.013414-0.013654i,-0.0013242-0.0028744i,-0.0015852+0.00042562i,-0.0018617+0.0008525i,6.0203e-05+0.0024658i,-0.00027609+0.0017317i,0.0015108-0.00062861i,-0.0012327-0.0018187i,0.003461-0.00019367i,0.0021316-0.00092138i,0.0010125-0.00062998i,0.00055032-0.0010436i,-0.0011885-0.0020701i,-0.0015053+0.00048992i,-0.00072911-0.0010276i,-0.0011216-0.0019002i,-0.00043725-0.00052928i,0.00034694+0.0006426i,0.00099313-0.00050818i,0.0008632-0.00040718i,-6.307e-05-6.8146e-05i,0.0001002+0.00017781i,-0.0016109+0.0021216i,-0.00089169-0.00055241i,0.00020929+0.00035805i,-0.00031011+0.00028083i,-0.0014256-0.00035337i,-0.0028932-0.0032028i,8.2379e-05-0.00058484i,0.00018816-0.00073953i,-9.5364e-05-0.00033425i,-0.0014585+0.0018983i,-0.00087843-0.00040107i,0.0001517-0.00027839i,1.7225e-05+0.00028131i,-0.0014458-0.0012845i,0.0054945-0.021562i,0.032166-0.020823i,0.040142-0.019807i,0.030183-0.033824i,0.019192-0.01303i,0.0027788-0.038269i,0.023148-0.033977i,0.00013072-0.022509i,0.020825-0.013952i,0.017478-0.0096228i,-0.0070419-4.3542e-05i,0.0061846+0.0013404i,-0.0038918+0.011996i,-0.0024949+0.00038916i,0.0032582-0.00087351i,0.0078816+0.00050562i,-0.00099777+0.0001222i,0.0036495+0.005205i,0.0035642-0.00079785i,-0.00091513-0.0062939i,-0.00061189-0.0024213i,0.0016949-0.00088063i,-0.0072177+0.00094327i,0.0027137+0.0026643i,-0.0064064+0.00027144i,0.0016387+0.00039458i,0.0019538+0.0043573i,-0.0013133+0.00024874i,-0.0019232-0.0051836i,-0.0019957+0.0011603i,-0.0016558+0.0015585i,-0.0039371+0.0030283i,-0.00097661+0.0011226i,-0.0012459+0.0020488i,-0.0013886-0.00035125i,-0.011528-0.0014044i,0.0005217-0.00055207i,-0.0036742+0.0043044i,-0.00094418+0.0025856i,0.0050244-0.00043586i,-0.00017355-0.00074763i,0.00036347-0.0036182i,-0.0025109-0.0042128i,0.004026+0.003121i,0.0070493+0.00033962i,0.029647-0.023074i,-0.022844+0.030863i,0.0068761+0.032052i,-0.0032369+0.0046819i,0.0045042-0.0043117i,0.0038029-0.0040179i,-0.0078036+0.0068926i
-0.011529-0.015407i,-0.0050269-0.040009i,-0.021504-0.021771i,-0.016468-0.015725i,-0.035695-0.0075313i,-0.021531+0.0096961i,-0.017137+0.0075725i,-0.025437-0.0030933i,-0.016304-0.012132i,-0.0014419-0.0028788i,-0.0012586+0.00040364i,-0.0010268+0.0011676i,0.0012804+0.0021143i,0.00053999+0.001585i,0.0011521-0.001083i,-0.001582-0.0018753i,0.0034418-0.0016358i,0.0014676-0.0014184i,0.00072357-0.00089677i,0.00047241-0.0011645i,-0.0017322-0.0013884i,-0.0010952+0.00085877i,-0.001026-0.00091466i,-0.0013533-0.0019583i,-0.00072439-0.000352i,0.00062631+0.0005248i,0.00063832-0.0007642i,0.00068953-0.00059306i,-4.179e-05-1.9314e-05i,0.00052494+0.00023179i,-0.00073182+0.002589i,-0.00097501-0.00027003i,0.00041211+0.00020965i,-0.00010289+0.00037661i,-0.0010455+0.00013778i,-0.0030791-0.0021935i,2.9003e-05-0.00039654i,4.206e-05-0.0005623i,1.1989e-06-0.00043739i,-0.00065879+0.0022646i,-0.00079815+6.1504e-06i,0.00010044-0.00046909i,0.00032029-8.3523e-05i,-0.00114-0.0011159i,0.0010741-0.022279i,0.028767-0.024694i,0.036158-0.024888i,0.023264-0.035676i,0.017658-0.015783i,-0.0042044-0.035957i,0.017877-0.037858i,-0.0027547-0.024301i,0.019685-0.017889i,0.012659-0.013246i,-0.006942+0.0035391i,0.005596-0.0012459i,0.00015385+0.012295i,-0.0027161+0.0017978i,0.0035174-0.00095523i,0.0074409-0.0017429i,-0.0010438+0.00011718i,0.0057884+0.0053648i,0.0026724-0.001083i,-0.002125-0.0051137i,-0.001484-0.0018773i,0.001694-0.0015292i,-0.0058244+0.0026633i,0.0037276+0.0010425i,-0.0056008+0.002492i,0.0020146+0.00074181i,0.0032644+0.0030868i,-0.0010976+0.00041015i,-0.0046338-0.0043581i,-0.0020638+0.0014444i,-0.0018351+0.0022433i,-0.0026361+0.0041916i,-0.00052135+0.001654i,-0.0011221+0.0028297i,-0.0015477+0.00034433i,-0.010939+0.0021237i,-0.00033891-0.00064771i,-0.0026845+0.0055717i,-0.00037413+0.0026811i,0.0043254-0.0033198i,3.8359e-05-0.0011123i,-0.00012907-0.0044376i,-0.0037218-0.0035785i,0.0051291+0.0019874i,0.0074283-0.00087436i,0.025703-0.026453i,-0.014891+0.03629i,0.011276+0.029196i,-0.0052772+0.0059068i,0.002777-0.0025292i,0.0021881-0.004231i,-0.0080461+0.0075494i
