-0.032293-0.038297i,-0.021422-0.01965i,-0.01269-0.035748i,-0.03012-0.019959i,-0.022087+8.8365e-05i,-0.013793-0.0058069i,-0.056416-0.058453i,-0.047695-0.017269i,-0.038014-0.014574i,0.012104+0.01195i,-0.0075136+0.0048253i,-0.019663+0.019414i,0.0022879+0.011074i,-0.0060379-0.0025139i,0.00013632+0.0012814i,-0.0019278+0.030313i,0.023925+0.024364i,0.0023783-0.0024093i,-0.0021387-0.0071559i,0.0076897+0.0034174i,0.0026607+0.00076191i,-0.00051737+0.0039753i,-0.00034386+0.00019315i,-0.037029-0.012672i,0.0004785-0.0078596i,0.0015116+0.0020913i,0.0062509+0.0012276i,0.0020655+0.00050857i,0.0010269-0.00062441i,-0.00043214-0.0025277i,0.0013526-0.0024981i,-0.0020914-0.0061752i,-0.0010032-0.0047378i,0.0029262-0.00059131i,0.0045422-0.0033764i,2.2111e-05+0.030126i,0.0039342-0.0037627i,0.0029731-0.0016958i,0.0080377-0.0016346i,-0.0061821-0.0029263i,-0.00014178+0.0008177i,0.0083335+0.00052542i,0.0047112-0.0023057i,-0.0012722+0.0080346i,-0.017992-0.0073854i,-0.018425+0.015925i,-0.0038371-0.061302i,-0.0050967-0.027203i,-0.026623-0.032064i,-0.011396-0.026481i,0.05509-0.020604i,0.016496-0.042692i,0.0226-0.048873i,0.0041492-0.054397i,0.026372-0.021451i,0.0083652+0.0060131i,0.02425-0.035465i,-0.0077239-0.0068913i,0.0037583-0.0048966i,-0.004963-0.0070447i,-0.0019796-0.032998i,-0.018113+0.028905i,0.0084338-0.011934i,-0.0085691-0.0041605i,-0.004146-0.0010478i,0.00071768-0.013269i,-0.011296+0.0047108i,0.002356+0.010027i,-0.0046723+0.027041i,0.0053666+0.0026656i,-0.0053172-0.0017632i,-0.001969-0.0020319i,-0.012494-0.0082169i,-0.0007143-0.0043743i,-0.030595+0.0028063i,0.0010458-0.010592i,-0.008523-0.00045364i,-0.0066554-0.0024669i,0.0051738+0.0014081i,-0.0082436+0.00032587i,0.0023422+9.1305e-05i,0.003735+0.0070813i,0.0043611+0.00043192i,-0.007508-0.012565i,0.002674+0.0092551i,-0.015571+0.0051303i,0.0065063-0.00026733i,-0.022352-9.9799e-05i,-0.017424+0.006521i,-0.0069014-0.067532i,0.0083882-0.012567i,-0.049792-0.023675i,-0.020714+0.00039237i,0.017517+0.011551i,-0.022155+0.014255i,-0.019254-0.0042315i
0.022641-0.027308i,0.010101-0.015256i,0.01052-0.019527i,0.0024708-0.010682i,0.0007823-0.019019i,-0.0052884-0.0040552i,0.011997-0.016916i,-0.0067934-0.013019i,-0.010571-0.0099283i,0.0046334+0.00050412i,-0.00043133-0.00035093i,-0.001327+0.0011016i,0.0022147-0.00053731i,0.00017788-0.00089066i,-0.00028842-0.0011523i,0.0020541-0.0042296i,-0.0054409+0.0016981i,2.8897e-05-0.00012076i,0.00012723-0.00027101i,5.3935e-05+0.0017544i,-0.00048647+0.0024535i,-0.00069374+0.00077319i,0.0011586+0.00045984i,-0.0022105+0.0030882i,-0.00082643-0.0025182i,-0.00040824-0.00010149i,-0.00025236+0.00064887i,0.00079296-0.0006258i,0.0010069-0.00026939i,0.0003092-0.00090208i,0.0022599-0.0016727i,0.0031032-0.00015041i,0.001771+0.00051712i,0.00019727-0.00072486i,0.0023701-0.00040795i,0.0047315-0.0020536i,0.00064257+0.0019184i,-9.4153e-05+3.0559e-05i,1.4045e-05-0.0014375i,0.00088619-0.0015023i,0.0014049+0.0020333i,0.0010869+0.001927i,0.00090947-0.0014323i,0.0043702+0.0025115i,-0.0012082-0.02549i,0.0059769+0.0022458i,0.020279+0.0033142i,0.0046712+0.0066598i,-0.0097657-0.021755i,0.0078096+0.0071074i,0.012306+0.015869i,0.0025536+0.015404i,0.018792+0.0050519i,0.0024792+0.0059187i,0.00068731-0.0083855i,0.0015165-0.0030664i,0.0013857-0.004976i,0.0084032-5.7696e-05i,0.00096123+0.004288i,-0.0079656+0.011407i,-0.0046985-0.0060435i,0.0048802+0.0092525i,-0.0040748-0.00049815i,-4.0025e-05+0.0014565i,2.3616e-05+0.0018486i,-0.0023237-0.0025995i,0.0051976-0.0029494i,-0.0058266-0.0012991i,0.0033411-0.0002543i,-0.0063196+0.0034934i,-0.0018119+0.00012597i,0.0010571-0.00081959i,-0.0053969-0.0013596i,-0.0035283-0.00089547i,-0.010573-0.0081679i,0.0036658-0.0029459i,-0.0029553-0.00069763i,-0.0010082+0.0014474i,-0.0029615+0.0030073i,0.0091135+0.0029056i,-0.0050332+0.0015251i,-0.0013651-0.0053154i,-0.0029827-0.00090656i,-0.0026261-0.00074606i,0.0032458-0.0039279i,0.0034046+0.0010117i,0.0020688-0.0013358i,0.00051836+0.0070554i,0.00076799+0.0045118i,0.022218-0.011153i,-0.024038-0.0020017i,-0.031519+0.019938i,-0.0062463+0.011163i,0.0015842+0.0025079i,0.0074152-0.0045445i,-0.013049-0.0011266i
0.017209-0.029603i,0.0071989-0.017547i,0.0067326-0.020783i,0.00038842-0.010304i,-0.0033411-0.019031i,-0.0053881-0.0032586i,0.0073391-0.01999i,-0.008661-0.0112i,-0.012002-0.0079489i,0.0046081-0.0020792i,-0.00044944-0.00061431i,-0.00057658+0.001594i,0.0015806-0.00087269i,0.00026385-0.00049385i,-0.0004116-0.0011406i,0.0010738-0.0041293i,-0.0046361+0.0032426i,-0.00039322+0.00012961i,-0.00013853-0.00033678i,0.00047965+0.0015854i,0.00044977+0.0025095i,-0.00042019+0.00089504i,0.0012601+2.7864e-05i,-0.00018732+0.0031001i,-0.0016741-0.00196i,-0.00033259+6.303e-05i,0.0001198+0.0011621i,0.00052419-0.00072741i,0.00075571-0.00041802i,6.5124e-05-0.00084041i,0.001474-0.0024832i,0.003238-0.0012402i,0.0019619-1.8883e-05i,-0.00016258-0.00069783i,0.0025398-0.0013827i,0.0044553-0.0034311i,0.0024668+0.0013884i,-8.3554e-05+1.0301e-05i,-0.00013044-0.0011642i,0.00037747-0.0022004i,0.0020097+0.0015446i,0.0016743+0.0011619i,0.00041986-0.0013279i,0.0054271+0.0016386i,-0.0053302-0.02396i,0.0063741+0.0024637i,0.0212+0.00035825i,0.0069096+0.0031899i,-0.01423-0.017479i,0.01173+0.0036652i,0.015485+0.011406i,0.0050193+0.010796i,0.017268-0.0016319i,0.0054944+0.002136i,-0.0022884-0.0083528i,-0.0012286-0.003261i,-0.00068886-0.0061251i,0.0061247-0.0025802i,0.0019822+0.003655i,-0.0025168+0.013727i,-0.0056425-0.0026782i,0.0063173+0.0071774i,-0.0036095+0.0010423i,0.00092204+0.0024329i,0.0012029+0.0016319i,-0.0039478-0.0016583i,0.0052854-0.0062324i,-0.0062757+0.0003423i,0.0037357-0.0019086i,-0.0041603+0.0064685i,-0.001333-0.00060666i,0.00031205-0.0015526i,-0.004331+0.0019027i,-0.0031014-4.4958e-05i,-0.011622-0.0029247i,0.0018175-0.0034522i,-0.0025185+0.00033639i,-0.0014758+0.00083092i,-0.001652+0.0038248i,0.0107-0.0007097i,-0.0040366+0.0038435i,-0.0031499-0.0043947i,-0.0024742-0.0001651i,-0.0026997+0.00056267i,0.00062675-0.0038815i,0.003884-0.00062071i,0.0019685-0.0013148i,0.0020967+0.0053254i,0.00048653+0.0042946i,0.016481-0.015879i,-0.023018+0.0030939i,-0.028353+0.026963i,-0.0047056+0.0087993i,0.003249+0.0044496i,0.0049549-0.0044668i,-0.01418+0.0017831i
0.012438-0.030791i,0.0034551-0.019378i,0.0027574-0.021392i,-0.0011259-0.0094598i,-0.0074916-0.018211i,-0.0053341-0.0028062i,0.002522-0.021616i,-0.010032-0.0095087i,-0.013108-0.0058059i,0.0032939-0.0032618i,-0.0008986-0.00071932i,0.00032716+0.0017992i,0.0012597-0.0007181i,0.00077887-0.00031703i,-0.00066257-0.0010899i,0.00034634-0.0038706i,-0.0032454+0.0043101i,-0.00069539+0.00043103i,-0.00042975-0.00020351i,0.00081465+0.0011946i,0.0013544+0.001817i,-0.00026221+0.00089644i,0.0011783-0.00047343i,0.0014467+0.0022352i,-0.0023377-0.0016848i,-0.00015824+0.00017066i,0.00084084+0.0010701i,0.00023479-0.00072297i,0.00063315-0.00054894i,-0.0002322-0.00083099i,0.00050629-0.0029965i,0.0026962-0.0025315i,0.0018603-0.00073833i,-0.00042784-0.0004525i,0.0021464-0.0026233i,0.0040128-0.0047969i,0.002199+1.1249e-05i,-0.00012212+4.7532e-05i,-0.0003578-0.0010703i,-0.00055563-0.0025211i,0.0024773+0.00069319i,0.0017944+0.00042731i,8.3974e-05-0.0011625i,0.0059389+0.00012411i,-0.008692-0.022141i,0.0084708+0.0024329i,0.021948-0.0028485i,0.0075662-0.00017267i,-0.016405-0.012383i,0.014739-0.0010654i,0.017007+0.0068457i,0.0067115+0.0071967i,0.013789-0.0060092i,0.00658-0.00082429i,-0.005115-0.0067172i,-0.003789-0.0019371i,-0.0041589-0.0064495i,0.0031671-0.0036861i,0.0022709+0.0027672i,0.0023482+0.01351i,-0.0049762-0.00024225i,0.0066879+0.0043921i,-0.0030266+0.0032089i,0.002067+0.0025152i,0.0018004+0.0010112i,-0.0048281+0.00021236i,0.0034167-0.0081232i,-0.0052928+0.0021311i,0.0033139-0.0033851i,0.00026488+0.0070953i,-0.0018119-0.0011253i,-0.00050591-0.0014254i,-0.0024321+0.0033142i,-0.0022525+0.00065996i,-0.010831+0.0015976i,0.00076903-0.003848i,-0.0017434+0.00073143i,-0.0016325+0.0013541i,0.00022439+0.0035831i,0.010467-0.0049877i,-0.0019541+0.0051366i,-0.0044387-0.0029248i,-0.0021789+2.1158e-05i,-0.0019604+0.0012953i,-7.0625e-05-0.0027199i,0.0030522-0.0019702i,0.002187-0.001539i,0.001404+0.0034576i,0.00039583+0.0045822i,0.013663-0.017593i,-0.020281+0.0067245i,-0.022233+0.032477i,-0.004763+0.0071126i,0.0056651+0.0044918i,0.0029055-0.003218i,-0.013327+0.0045948i
0.0077531-0.031703i,-0.00075972-0.019885i,-0.0010143-0.021602i,-0.0019137-0.0089584i,-0.011256-0.015971i,-0.0054904-0.0025605i,-0.0026957-0.021717i,-0.010925-0.0077802i,-0.013562-0.0032581i,0.0019028-0.003855i,-0.0014862-0.00023028i,0.0012023+0.001182i,0.0012184-0.00056039i,0.0011027-0.00085758i,-0.00094783-0.00085721i,-0.00032799-0.0034459i,-0.0018648+0.0045896i,-0.00075127+0.0011511i,-0.00051436+0.00018651i,0.00093674+0.0006933i,0.0015754+0.00088082i,-0.00026493+0.0009419i,0.00085528-0.00084271i,0.0025369+0.00030069i,-0.0026344-0.00042972i,-0.0001022+0.00015738i,0.0010977+0.00071491i,1.8668e-05-0.00068051i,0.00053155-0.00079337i,-0.00064383-0.00060123i,-0.00064163-0.0031568i,0.001541-0.0033979i,0.0014702-0.0016258i,-0.00046195-0.00033652i,0.00093736-0.0038949i,0.0028076-0.0064412i,0.0017611-0.00023658i,-8.6428e-05+0.00021207i,-0.00053982-0.00088447i,-0.0015504-0.002491i,0.0024317-0.00022012i,0.0017444+5.658e-05i,-0.00021345-0.0009846i,0.005794-0.00097987i,-0.011364-0.020015i,0.011237+0.00012728i,0.02236-0.006195i,0.0075976-0.0029878i,-0.015755-0.0072032i,0.015719-0.0075928i,0.017835+0.002397i,0.0076608+0.0029247i,0.011144-0.0088284i,0.0076236-0.0037075i,-0.0066684-0.0040455i,-0.0053219+0.00050055i,-0.0079525-0.0053393i,0.0008104-0.0036467i,0.0022069+0.0023698i,0.006246+0.012256i,-0.0038358+0.0014828i,0.0054168+0.0018504i,-0.00011166+0.0048619i,0.0031943+0.0022312i,0.00252+0.00039981i,-0.0045318+0.0023994i,0.00097469-0.0094703i,-0.0042959+0.0029126i,0.0022726-0.0046202i,0.0032785+0.0048153i,-0.0029004-0.001183i,-0.00085526-0.0011066i,-0.00060828+0.0040498i,-0.0014416+0.00084597i,-0.0080769+0.0055098i,-0.0010201-0.0042862i,-0.001017+0.00061609i,-0.0014535+0.0015005i,0.0012782+0.002408i,0.0084301-0.0093286i,0.00089886+0.0053399i,-0.0045948-0.001189i,-0.0022895+0.00010776i,-0.001313+0.0017517i,-0.00040711-0.0022793i,0.0020764-0.0022896i,0.0022395-0.0022284i,0.0006175+0.0033683i,0.0008898+0.005194i,0.010638-0.020733i,-0.017875+0.0073925i,-0.014568+0.035115i,-0.0049249+0.0070453i,0.0071132+0.0040778i,0.0025104-0.0015448i,-0.011718+0.0062823i
0.0026482-0.031917i,-0.0046838-0.019114i,-0.0049622-0.020906i,-0.0030545-0.0090724i,-0.013607-0.013208i,-0.0058747-0.0023976i,-0.0071786-0.020099i,-0.011625-0.0061422i,-0.013107-0.00082725i,0.0004002-0.0037882i,-0.0015774+0.00061326i,0.0014566+0.00044785i,0.0013222-0.00054634i,0.00054221-0.0010686i,-0.0010405-0.00045353i,-0.00097322-0.0029305i,-0.00069255+0.0046011i,-0.00013379+0.0015615i,-0.0003596+0.00040205i,0.00069891+0.00033754i,0.0014164+0.00010008i,-1.7022e-05+0.00098772i,0.00050544-0.00099203i,0.0018397-0.0016003i,-0.0017117+0.00069414i,-0.00010317+0.00018318i,0.0013533+0.00037866i,-5.1369e-05-0.00050579i,0.00023327-0.0010274i,-0.00081245-7.7518e-05i,-0.0018597-0.0027701i,0.00026771-0.0036695i,0.00056174-0.0021162i,-0.00053614-0.00015578i,-0.0011204-0.0040505i,0.0010212-0.0074735i,0.002186-0.0006386i,0.00011625+0.00012491i,-0.00056561-0.00072992i,-0.0026773-0.0019962i,0.0020403-0.001041i,0.0016425-0.00040698i,-0.00044362-0.00080755i,0.0057876-0.0019201i,-0.013347-0.018136i,0.01254-0.0037969i,0.022165-0.0099562i,0.0075723-0.0064616i,-0.012921-0.0030395i,0.013928-0.014536i,0.017653-0.0017616i,0.0069454-0.0010909i,0.0078893-0.010214i,0.0079295-0.0071415i,-0.0069377-0.0022304i,-0.0054149+0.0035785i,-0.011758-0.0017328i,-0.00088306-0.002847i,0.0023433+0.0023235i,0.009921+0.010217i,-0.002273+0.0023623i,0.0035648+0.0010934i,0.0029135+0.00333i,0.0048058+0.0012126i,0.0029457-0.0007467i,-0.0030947+0.0046099i,-0.0023519-0.010664i,-0.0036329+0.0040716i,0.0005715-0.0057918i,0.0037036+0.0027349i,-0.0039128-0.00012582i,-0.0011309-0.00086651i,0.0024725+0.0036031i,-0.0011096+0.00025288i,-0.0038652+0.0073487i,-0.0030183-0.0033855i,-0.00063841+0.00027376i,-0.0010233+0.0014363i,0.0014922+0.0011479i,0.0046616-0.012774i,0.0035112+0.0037802i,-0.0037717-7.7543e-05i,-0.002211+0.00070749i,-0.0006336+0.0024103i,-0.00094487-0.0015838i,0.0011116-0.002352i,0.0016972-0.0030288i,0.00040381+0.0036731i,0.0017396+0.0054278i,0.0061156-0.022834i,-0.018927+0.0075086i,-0.0078718+0.034389i,-0.0041061+0.0066903i,0.0087812+0.0025578i,0.0031465-0.00080465i,-0.0098251+0.0071181i
-0.0017238-0.031166i,-0.0078907-0.017572i,-0.0084463-0.019576i,-0.004504-0.0086345i,-0.01576-0.010829i,-0.0064159-0.0021178i,-0.010229-0.018087i,-0.012205-0.0047141i,-0.012091+0.0010339i,-0.00049619-0.0030564i,-0.0010238+0.001363i,0.0014175-2.774e-05i,0.0013092-0.0006519i,0.00036433-0.00075686i,-0.00095876-0.0002149i,-0.0014137-0.0020892i,0.00027088+0.00424i,0.00035748+0.0013487i,-0.00018121+0.00065389i,0.00051962+0.00032386i,0.0010241-0.00048816i,0.00014472+0.00087755i,9.2071e-05-0.0011524i,0.00064209-0.0026699i,-0.0011763+5.3964e-05i,-0.00014306+0.0003424i,0.0016403-0.00013443i,-0.00017406-0.00044165i,-0.00014014-0.00098347i,-0.00072518+0.00035076i,-0.0028057-0.0018544i,-0.0011743-0.003625i,-0.00040872-0.0019712i,-0.00041468+5.3067e-05i,-0.002494-0.0030857i,-0.00096528-0.0073151i,0.0034668-0.0023717i,7.2854e-05+2.7491e-05i,-0.00066274-0.00069457i,-0.0035819-0.00088311i,0.0015359-0.0015888i,0.0014085-0.00081336i,-0.00064615-0.00041716i,0.0056734-0.003351i,-0.015337-0.016533i,0.012119-0.0081307i,0.021126-0.014163i,0.005552-0.010239i,-0.0082224-0.0025014i,0.0087222-0.020085i,0.017243-0.0050784i,0.0057024-0.003522i,0.0058385-0.0095101i,0.0069241-0.010755i,-0.0071673-0.00045388i,-0.0035949+0.0062925i,-0.013494+0.0038957i,-0.0023124-0.0020727i,0.0026973+0.0022352i,0.011813+0.0064173i,-0.00070373+0.0021976i,0.002215+0.0011306i,0.0029221+0.0010191i,0.0053986-0.0011421i,0.0025554-0.0024523i,-7.4815e-05+0.0057507i,-0.0071125-0.0088418i,-0.0020219+0.0060206i,-0.0035664-0.0057098i,0.0046808+0.0015429i,-0.004394+0.0015872i,-0.0012956-0.00048955i,0.0040419+0.00020578i,-0.0010629-0.00014566i,0.00049733+0.0064897i,-0.0042051-0.0018318i,-0.00063271-0.00018684i,-0.0011304+0.0012554i,0.0013706+0.00020461i,-0.00069358-0.014648i,0.0047245+0.0011621i,-0.0034401+0.00039028i,-0.0019394+0.0011785i,0.0009709+0.0025981i,-0.00056638-0.00057201i,0.00038331-0.0018207i,0.00072385-0.0036585i,0.00055725+0.0040718i,0.0023953+0.0053137i,0.0015443-0.022524i,-0.020001+0.010562i,-0.0026404+0.033192i,-0.0036378+0.0054292i,0.00949+0.00033099i,0.0035801-0.00094596i,-0.008265+0.0068606i
-0.0058712-0.030194i,-0.010351-0.015602i,-0.011497-0.017664i,-0.0055972-0.0079207i,-0.017633-0.0077463i,-0.0070793-0.001589i,-0.012708-0.016399i,-0.012819-0.0030803i,-0.010853+0.0019658i,-0.00076643-0.0022721i,-0.00027636+0.0017554i,0.0012413-0.00030408i,0.0014181-0.00087246i,0.00058188-0.00064385i,-0.00087691+2.7135e-05i,-0.0013863-0.0012807i,0.00096521+0.0031906i,0.00068909+0.0011614i,0.0002075+0.00076149i,0.00054342+0.00040199i,0.00045232-0.00075864i,0.00015828+0.00090178i,-0.00034408-0.00099834i,-0.00049547-0.0028309i,-0.0014112+0.00029909i,3.0697e-05+0.00049451i,0.0015245-0.00074636i,-0.00023265-0.00028459i,-0.00028353-0.000836i,-0.00044368+0.00073557i,-0.0032926-0.0007518i,-0.0024314-0.0028451i,-0.00092565-0.0015266i,-0.00024199+0.0001318i,-0.0032387-0.002108i,-0.0025251-0.0068023i,2.2463e-05-0.0025187i,5.4241e-05+0.00011928i,-0.00087021-0.00046727i,-0.003946+0.00057366i,0.00089754-0.0019954i,0.0010415-0.0011444i,-0.00066653+2.5654e-05i,0.0050331-0.0047545i,-0.017594-0.014587i,0.010061-0.011717i,0.018925-0.018165i,0.0022949-0.012978i,-0.0057638-0.0051176i,0.0025539-0.022527i,0.017267-0.0087054i,0.0051593-0.0058232i,0.0060111-0.0092963i,0.0055027-0.013344i,-0.0076095+0.00091902i,-0.00070598+0.0073703i,-0.011791+0.010278i,-0.0035352-0.0008733i,0.003019+0.0018899i,0.013072+0.0038569i,-2.9326e-05+0.0013847i,0.00091667+0.0018234i,0.0026657+0.0001803i,0.004107-0.0034146i,0.00099089-0.0035377i,0.0028331+0.0047145i,-0.009567-0.0043105i,0.0013714+0.0062523i,-0.0037431-0.0032459i,0.0048933-0.00062142i,-0.0037707+0.0038696i,-0.0012849-0.00026177i,0.0034364-0.0027862i,-0.0014132-7.2214e-05i,0.0025424+0.003626i,-0.0048668-0.00021568i,-0.0010406-0.00063717i,-0.0011957+0.0016132i,0.00084765-0.00057956i,-0.0067766-0.013303i,0.0041742-0.0016716i,-0.0032964+0.00084027i,-0.0015087+0.0019241i,0.0022962+0.0017772i,-9.267e-06-0.00097178i,0.00030343-0.00098653i,-0.00015166-0.003947i,0.00063733+0.0047582i,0.0032636+0.0050911i,-0.0012251-0.021652i,-0.019831+0.014419i,0.0015171+0.031438i,-0.0041302+0.0036471i,0.0086078-0.0026849i,0.0033662-0.00079385i,-0.0076124+0.0060016i
-0.010124-0.028925i,-0.012106-0.013628i,-0.014119-0.015342i,-0.0066186-0.0074524i,-0.018483-0.0043326i,-0.0078053-0.00081094i,-0.015312-0.014447i,-0.013068-0.0011737i,-0.0099175+0.002409i,-0.00075704-0.0018396i,0.00060672+0.0018192i,0.0011195-0.0005534i,0.0013559-0.0010998i,0.00067328-0.00084108i,-0.00073294+0.00016326i,-0.0010537-0.00068426i,0.0015142+0.0018962i,0.0010982+0.00084243i,0.00058191+0.00053962i,0.00073103+0.0003745i,-0.00035735-0.00055826i,0.00048189+0.00089454i,-0.00057333-0.00070992i,-0.0014238-0.0025853i,-0.0011976+0.0006936i,0.00017987+0.00048391i,0.00097896-0.0010964i,-0.00023128-0.00022568i,-0.00042171-0.00061032i,-8.6453e-05+0.00087529i,-0.0034536+0.00051509i,-0.0030439-0.0015627i,-0.001243-0.0014713i,-0.00010222+7.5736e-05i,-0.0038353-0.00089631i,-0.0039285-0.0056061i,-0.00048296-0.001117i,0.00010741+0.00023681i,-0.00082958-4.0356e-05i,-0.0036819+0.0021103i,0.00014274-0.002027i,0.00056057-0.001454i,-0.00043651+0.00036266i,0.0037845-0.0056881i,-0.019574-0.011847i,0.0068038-0.014054i,0.015681-0.021206i,-0.0020256-0.013932i,-0.0058132-0.007245i,-0.0038028-0.023233i,0.016558-0.013235i,0.0040453-0.0086432i,0.0061755-0.010657i,0.0034596-0.016247i,-0.0081615+0.0026208i,0.0020877+0.0068599i,-0.007197+0.014546i,-0.004083+0.00063088i,0.0031051+0.0015903i,0.013698+0.00048396i,9.2168e-05+0.00097351i,0.00090162+0.0032244i,0.0029334-0.00080249i,0.0021568-0.0041554i,-0.00045385-0.0035784i,0.0044251+0.0028677i,-0.0094605+1.2847e-05i,0.0039821+0.0045249i,-0.004818-0.0016941i,0.0036706-0.0024306i,-0.0016703+0.0051101i,-0.0015927-4.8803e-05i,0.00096274-0.0049281i,-0.0017322+0.00013145i,0.0024248+0.0010036i,-0.0045941+0.0016348i,-0.0018135-0.00065206i,-0.00086389+0.0015094i,-0.00011395-0.00080775i,-0.010857-0.0096365i,0.0023573-0.0033512i,-0.0029206+0.0012268i,-0.00062981+0.002344i,0.0029746+0.00040057i,-0.00029007-0.000836i,0.00097636-0.00072992i,-0.0012028-0.0039806i,0.0019475+0.0056233i,0.0039892+0.0046015i,-0.0043452-0.021198i,-0.018632+0.018821i,0.0059115+0.029181i,-0.0060862+0.0025844i,0.0057274-0.0040701i,0.0037647-0.0009967i,-0.0081779+0.0054501i
-0.014241-0.026718i,-0.013494-0.012073i,-0.016141-0.012419i,-0.0077503-0.0068719i,-0.018818-0.0012326i,-0.0083225+0.00038932i,-0.017416-0.012195i,-0.012876+0.00069804i,-0.0095008+0.0026347i,-0.00064792-0.0014664i,0.0014718+0.0014876i,0.0010808-0.00057589i,0.0011513-0.0012834i,0.00060963-0.00092408i,-0.00064329+0.0002424i,-0.00057465-0.00074559i,0.002326+9.0451e-05i,0.0013392+0.0003212i,0.00067626+0.0001154i,0.00098684+0.00030087i,-0.00055261-2.5304e-05i,0.0008804+0.00066768i,-0.00060464-0.00046605i,-0.0019927-0.0022772i,-0.0010381+0.00098061i,0.00039632+0.00042514i,0.00060003-0.001045i,-0.00023524+9.4377e-06i,-0.00054033-0.00041172i,0.00035804+0.00095027i,-0.0030642+0.0018403i,-0.0031417-0.00054299i,-0.0015279-0.00076858i,-9.8694e-05+0.00011789i,-0.0039086+0.00064394i,-0.0048057-0.003858i,-0.0003721-0.00060302i,0.00022687+0.00026246i,-0.00052772+7.7928e-05i,-0.0027354+0.0034802i,-0.00039921-0.0017467i,0.00014007-0.0015269i,-0.00011179+0.00052528i,0.0028268-0.0066408i,-0.020668-0.0088326i,0.0038803-0.014394i,0.012393-0.023364i,-0.0058348-0.013077i,-0.0073208-0.0083203i,-0.010292-0.021098i,0.014259-0.018134i,0.0025037-0.011061i,0.0056412-0.012023i,0.00022668-0.018317i,-0.0083886+0.0052795i,0.003982+0.0052783i,-0.0016724+0.016809i,-0.0042846+0.0021917i,0.0033906+0.001613i,0.012846-0.0047782i,9.638e-06+0.00060564i,0.0021649+0.004369i,0.0022772-0.0019298i,0.0010574-0.0038369i,-0.0018918-0.0030489i,0.0049476+0.00093134i,-0.007252+0.0031341i,0.0057373+0.002039i,-0.0043835+0.00043229i,0.0020508-0.0029218i,0.00067042+0.0050155i,-0.0016113+0.00056867i,-0.0016287-0.0051271i,-0.0018785-0.00010019i,0.00093257-0.0001458i,-0.0036486+0.0031375i,-0.0025423+0.00015549i,-0.00066437+0.0019196i,-0.00060733-0.00039121i,-0.012946-0.0052464i,0.00036207-0.0039351i,-0.0026425+0.0015762i,0.00019001+0.0022228i,0.0027681-0.0010737i,-0.00015921-0.00077871i,0.0016335-0.0011843i,-0.002454-0.0041071i,0.0033499+0.0053445i,0.0047073+0.0040535i,-0.0068278-0.01976i,-0.015458+0.024243i,0.0086841+0.025968i,-0.0084135+0.0032183i,0.0028615-0.0030858i,0.0038581-0.0017231i,-0.0089551+0.0056663i
-0.017353-0.023919i,-0.015423-0.010812i,-0.017304-0.0099288i,-0.0088146-0.0058911i,-0.018766+0.0023612i,-0.008322+0.0017798i,-0.019215-0.0095428i,-0.012366+0.0022931i,-0.0095422+0.0031205i,-0.00029713-0.0015508i,0.0020652+0.00068263i,0.0011844-0.00089169i,0.0010629-0.0014541i,0.0007923-0.0014498i,-0.00056658+0.00033483i,-0.00044896-0.0010145i,0.002611-0.0017736i,0.0013012-4.0449e-05i,0.00054061-0.00020805i,0.0014056+2.3206e-06i,-0.00049533+0.00034728i,0.00094706+0.00021731i,-0.00066978-0.00030643i,-0.0023734-0.0022069i,-0.00080026+0.001301i,0.00054969+0.00022844i,0.00022172-0.0010051i,-0.00018164+0.00017364i,-0.00061069-0.00014469i,0.00083904+0.00079562i,-0.002171+0.0028951i,-0.0030768+0.00041601i,-0.0015591-0.00060676i,8.6623e-06+0.00010863i,-0.0032261+0.0018997i,-0.0049103-0.0024658i,-8.7805e-05-0.00062457i,0.00040099+0.00034168i,-0.00046513+8.116e-05i,-0.0012027+0.0041528i,-0.00074089-0.0014338i,-0.00023912-0.0016058i,0.0002728+0.00046944i,0.00076864-0.0074153i,-0.021197-0.0058835i,0.0024199-0.014211i,0.0090617-0.024932i,-0.0090964-0.010812i,-0.0080795-0.0079179i,-0.015267-0.016193i,0.010369-0.022201i,0.00097059-0.013708i,0.0052566-0.013761i,-0.003636-0.018712i,-0.0068953+0.0087072i,0.0049296+0.003345i,0.0036319+0.016224i,-0.003762+0.0037898i,0.0044163+0.0013005i,0.0072314-0.0081369i,-0.00020898+0.00040779i,0.0041111+0.0042465i,0.0013014-0.0019623i,0.0002779-0.0038014i,-0.0027847-0.0021324i,0.0049248-0.00089131i,-0.0051999+0.0045192i,0.0060112-0.00099379i,-0.0040603+0.0012455i,0.0014347-0.0026162i,0.0023596+0.0039186i,-0.0012741+0.00086723i,-0.0041345-0.0041652i,-0.003081+0.0011136i,0.00012679+0.00045142i,-0.0021479+0.0040265i,-0.0024133+0.0012127i,-0.00029982+0.0025467i,-0.00063857-0.0001735i,-0.013402-0.0010009i,-0.0014987-0.0035675i,-0.0026104+0.0022501i,0.00072655+0.0020423i,0.002126-0.0022228i,-0.0002231-0.0012662i,0.0017566-0.0020185i,-0.003646-0.0032825i,0.004715+0.004504i,0.0055654+0.0034325i,-0.008792-0.018112i,-0.0090366+0.027369i,0.011425+0.022803i,-0.010136+0.0048538i,0.001633-0.0010664i,0.0033673-0.0025222i,-0.0094759+0.0064997i
