-0.024411-0.0030276i,-0.024579+0.0016625i,-0.018311-0.0096021i,-0.032341-0.012071i,-0.029898+0.0039034i,-0.038305-0.00015419i,-0.061789-0.023367i,-0.03311-0.01707i,-0.032528-0.003197i,0.0060446+0.00371i,-0.0035349+0.0061837i,-0.0062156+0.015884i,0.0060622+0.0099934i,-0.00071242+0.0041164i,0.0055134+0.0038047i,0.0046103+0.023597i,0.02315+0.02101i,0.00073447-0.00071659i,0.00069722-0.0054779i,0.0060437-0.00098449i,0.0044819+0.00011027i,0.0024844+0.0014081i,0.00083084-0.00067669i,-0.029425-0.0010339i,-0.0052377-0.0055725i,-0.0010646+0.0028159i,0.0023358-0.002286i,-0.0012241-1.2596e-05i,-0.0014485+0.0010715i,-0.0022539-0.0031276i,-0.0045154-0.0011974i,-0.0074029-0.005023i,-0.0048498-0.0020858i,-0.00071036-2.9631e-05i,0.0014363-0.0038801i,0.0022357+0.018355i,0.00025163-0.0028576i,2.9721e-05-0.0027593i,0.0042327-0.0023603i,-0.0028448-0.0005247i,0.00067061+5.8895e-05i,0.0067152-0.0026805i,0.0042456-0.0023566i,-0.0003411+0.0022338i,-0.014073+0.015933i,-0.028278+0.060102i,-0.0018694-0.039023i,-0.014343-0.019078i,-0.037925-0.017482i,-0.027662-0.013896i,0.040602-0.0058332i,0.0083661-0.030829i,0.012441-0.039871i,-0.011181-0.03082i,0.024097-0.019752i,0.01438+0.0082063i,0.027687-0.033246i,-0.0025345-0.0045123i,0.0059273-0.008162i,-0.0021362-0.0071371i,0.0027071-0.034721i,-0.013451+0.029574i,0.0085053-0.011079i,-0.010274-0.0049153i,-0.0028868-0.0017471i,0.000575-0.014574i,-0.008403+0.0054514i,0.0033053+0.007042i,-0.0019492+0.029063i,0.0021586-0.00019731i,-0.0076266-0.0050305i,-0.0028792-0.0066005i,-0.01496-0.009869i,-0.0027442-0.0062557i,-0.033898+0.013484i,-0.0041626-0.0096065i,-0.012996-0.0024721i,-0.0084993-0.006761i,0.0015-0.0019289i,-0.013507+0.0017201i,-0.0011327-0.00020705i,0.0064041+0.0072113i,0.0046959-0.0055289i,-0.012742-0.013736i,0.008074+0.0089388i,-0.016752+0.0063404i,0.0057173+6.5048e-05i,-0.020578-0.0026525i,-0.018199-0.0038752i,-0.016586-0.03422i,0.019288-0.007741i,-0.03863-0.023912i,-0.008554+0.0023999i,0.017286+0.015712i,-0.022827+0.017246i,-0.0041366-0.0039718i
-0.0085122-0.0057464i,-0.0062587-0.0074121i,-0.0037083-0.00918i,-0.0048799-0.013126i,-0.012847-0.02307i,-0.018515-0.0075753i,-0.0035839-0.019529i,0.0020589-0.013477i,-0.011163-0.0074871i,0.0041519+0.00055751i,0.0022302+0.00093833i,0.0024824-0.0011948i,0.0043362-0.0015637i,0.0041295-0.00043911i,0.0022206-0.001848i,0.0037837-0.0020647i,-3.4787e-05+0.0012613i,-0.0020134+0.0020247i,-0.0018007+0.0016555i,0.00038087+0.0033329i,-0.0025844+0.0031428i,-0.001691+0.002249i,0.00091024+0.0026613i,-0.0020171+0.0047438i,0.0017253-0.0026587i,-0.00010112-0.0026699i,0.0012244-0.0035841i,0.0027974-0.0023976i,0.0030165-0.002002i,0.0012698-0.0041338i,0.000138-0.00093001i,0.0011551-0.0011144i,0.00053369-0.00076153i,0.00097398-0.00089106i,0.0011062-0.0015621i,0.0067454-0.0038417i,0.0028549-0.0025751i,0.0019665-0.0016115i,0.0028693-0.0029449i,-0.00022504+0.0011587i,-0.0012166+0.0018281i,-0.00087213+0.0016361i,0.0023845-0.0008517i,0.00072857-0.0013633i,-0.01896-0.0079787i,-0.014334-0.0015823i,0.002639-0.014486i,-0.002678-0.0052217i,-0.021008-0.035006i,-1.96e-05-0.0091155i,-0.0013052-0.00015074i,-0.0082048+0.0099937i,0.01413-0.012019i,-0.013892-0.010101i,0.00026252-0.0094097i,-0.0013733-0.0036016i,0.0024538-0.0029461i,0.0052696+0.00039795i,0.00058465+0.0066244i,-0.0088219+0.0099657i,-0.005458-0.0025903i,0.0038789+0.0081579i,-0.0046239+0.00094223i,-0.00064451+0.0050027i,-0.0012025+0.0039768i,-0.00057734+0.00057002i,0.0050141-0.00025001i,-0.0042091+0.0016805i,0.00076332-0.00046612i,-0.0025207-0.00022156i,0.0021767+0.00056494i,0.003999-3.6519e-05i,-0.0013051-0.0023597i,0.0011332-0.00052048i,-0.0084584-0.0063953i,0.0064642-0.0079883i,8.2123e-05-0.0012452i,0.0019891-0.00067397i,0.00068987-0.0021828i,0.0069753-0.0037601i,-0.0041741-0.0033323i,0.0015641-0.0067568i,0.0016252-0.0021139i,-0.00074668-0.0039858i,0.003406-0.0030792i,0.0048228+0.00090036i,0.0016085-0.0024636i,0.0020124+0.0072012i,0.00077354+0.00086117i,-0.0074684-0.020007i,-0.027736-0.00091543i,-0.027457+0.017658i,-0.0064252+0.013059i,-0.00021669+0.0029966i,0.0070286-0.0055702i,-0.014216+0.0057945i
-0.009093-0.0045598i,-0.0069409-0.0066386i,-0.0050151-0.0084757i,-0.0069248-0.011547i,-0.017093-0.020388i,-0.018572-0.0043934i,-0.007023-0.01916i,-0.00026308-0.013402i,-0.012196-0.0055881i,0.0041991-0.00067915i,0.0024155+0.00015304i,0.0020991-0.0016177i,0.0034511-0.0024791i,0.0037189-0.0013153i,0.0018643-0.0023855i,0.0032477-0.0023627i,0.00069529+0.0014903i,-0.0011535+0.0023527i,-0.0011793+0.0020895i,0.0013565+0.0030274i,-0.001459+0.003953i,-0.00072251+0.0028836i,0.0016945+0.0022285i,0.00015817+0.0048611i,0.00068552-0.0029334i,-0.00092893-0.0024534i,-0.00022447-0.0034892i,0.0017803-0.0032059i,0.0019388-0.0027297i,-0.00030419-0.0041558i,-0.00032909-0.0011412i,0.00086691-0.0016665i,0.0002337-0.0010481i,0.00054116-0.0012547i,0.00086636-0.0019693i,0.0049468-0.0053099i,0.0015719-0.0033838i,0.0012883-0.0024031i,0.0015778-0.003633i,0.00040262+0.00069063i,-0.00065962+0.0020816i,-0.0003717+0.0017351i,0.0017141-0.0008445i,0.00090687-0.0014117i,-0.019754-0.0046621i,-0.013343+0.0017288i,0.0013763-0.014542i,-0.0018525-0.0069286i,-0.026518-0.028329i,0.00055362-0.0098986i,7.2508e-05-0.001312i,-0.0061527+0.0079878i,0.0099611-0.018009i,-0.013114-0.011051i,-0.0027675-0.0083953i,-0.0045721-0.0021964i,0.0011901-0.0047178i,0.0040009-0.0011154i,0.0020596+0.0060653i,-0.0044876+0.012145i,-0.0052756+0.00040589i,0.0047815+0.0061722i,-0.0040863+0.0026497i,0.0016746+0.0055369i,0.00046891+0.0042772i,-0.0010716+0.00053996i,0.005528-0.0033972i,-0.0041475+0.0026888i,0.00078633-0.0011165i,-0.0024576+0.0016586i,0.0019425-0.00080909i,0.0034807-0.0016946i,-0.0010088-0.00050244i,0.00099609-0.0010601i,-0.0090237-0.002124i,0.0027325-0.0089188i,8.3e-05-0.0016423i,0.00084528-0.0022818i,-0.00037788-0.0021215i,0.0062319-0.005913i,-0.0049842-0.00091151i,-0.0009776-0.0067594i,0.0011197-0.0026658i,-0.0017299-0.0029919i,0.0014527-0.0031229i,0.0046435-0.00090967i,0.0012908-0.0022578i,0.0037523+0.0043787i,-0.00069492+0.0013442i,-0.012113-0.020428i,-0.026694+0.0049253i,-0.024346+0.024108i,-0.0052571+0.01095i,0.0014829+0.0050368i,0.0043307-0.0057952i,-0.014104+0.0082936i
-0.0092668-0.0032527i,-0.0076031-0.005911i,-0.0059888-0.0075407i,-0.0082393-0.0096606i,-0.020823-0.01708i,-0.018132-0.0015392i,-0.010506-0.018171i,-0.0022168-0.012816i,-0.012835-0.0035255i,0.0037037-0.0017888i,0.0021848-0.000676i,0.0016608-0.001834i,0.0024468-0.0029155i,0.0032644-0.001954i,0.0011277-0.002801i,0.0028782-0.0027311i,0.0014245+0.0012831i,-0.00042844+0.0023315i,-0.00057484+0.002354i,0.0021411+0.0023124i,-8.8223e-06+0.0043459i,0.00029016+0.0029563i,0.0022523+0.001526i,0.0021299+0.0040035i,-0.00013366-0.0029002i,-0.0015531-0.0019929i,-0.001397-0.0029811i,0.0005178-0.0036278i,0.00085922-0.0029563i,-0.001806-0.0037439i,-0.00082267-0.0010863i,0.00016473-0.0021492i,-0.00028857-0.0012013i,6.9706e-05-0.0013763i,0.00034672-0.0026341i,0.0029167-0.0061978i,0.00033226-0.0035484i,0.00030685-0.0028436i,0.00018633-0.0038471i,0.00062248+0.00014248i,0.00012399+0.0021987i,0.00011744+0.0017021i,0.0014687-0.00073952i,0.00069559-0.0017629i,-0.019898-0.001418i,-0.010369+0.003521i,0.00081214-0.014803i,-0.0021253-0.0083745i,-0.02926-0.020737i,0.001474-0.011476i,0.00083729-0.002861i,-0.0043916+0.0067491i,0.0044141-0.020165i,-0.013092-0.010525i,-0.0054424-0.0062824i,-0.006636+0.00083559i,-0.0018442-0.0056445i,0.0022519-0.0017046i,0.0028727+0.0053054i,-0.00060902+0.012476i,-0.0035706+0.0020819i,0.00483+0.0044733i,-0.0028972+0.0046787i,0.0038135+0.0049843i,0.0020971+0.0037657i,-0.0012678+0.0012566i,0.0047172-0.0055201i,-0.002936+0.0034829i,0.00064956-0.0013491i,-0.00039428+0.0027439i,0.0011472-0.0015925i,0.0025997-0.0022458i,-0.00025077-4.722e-05i,0.0009712-0.0015548i,-0.0079543+0.0014699i,-0.00021658-0.0092162i,-0.0002652-0.0020963i,-0.00061942-0.0024287i,-0.00088821-0.002029i,0.0041975-0.0081016i,-0.0043974+0.0011424i,-0.0034057-0.0056657i,0.00025332-0.0031564i,-0.0022365-0.0022247i,0.00064508-0.002804i,0.0033209-0.0020533i,0.0015777-0.0023919i,0.0022966+0.0021374i,-0.0012986+0.002602i,-0.014931-0.018736i,-0.023785+0.0094628i,-0.018118+0.029165i,-0.0055355+0.0097668i,0.0038878+0.0053155i,0.0014005-0.0045863i,-0.012585+0.010831i
-0.0092769-0.0020525i,-0.008394-0.005045i,-0.0067962-0.0068077i,-0.0089101-0.0079587i,-0.023809-0.012625i,-0.017484+0.0010479i,-0.013917-0.016226i,-0.0037967-0.012056i,-0.012844-0.00122i,0.002925-0.0024692i,0.0014748-0.0011442i,0.0013411-0.0021063i,0.001659-0.0029473i,0.002693-0.0026277i,0.00040021-0.0027708i,0.0023262-0.0029962i,0.0018681+0.00058889i,7.0969e-05+0.0022409i,0.00017661+0.0026195i,0.0026324+0.0013885i,0.0014667+0.0040797i,0.0011405+0.0026221i,0.0024173+0.00068991i,0.0033586+0.0021158i,-0.00088717-0.0027536i,-0.0021184-0.0014527i,-0.0023383-0.0021691i,-0.0008948-0.003518i,-0.00015726-0.0029715i,-0.0031867-0.0027331i,-0.0014205-0.00085839i,-0.00078078-0.0021258i,-0.0007674-0.0010346i,-0.00036606-0.0014097i,-0.0008008-0.003173i,0.00093533-0.006524i,-0.00078318-0.0033508i,-0.00075872-0.0028609i,-0.0011314-0.0035572i,0.00046391-0.00051734i,0.00076754+0.0019696i,0.00056079+0.0015895i,0.0012479-0.00078317i,0.00028205-0.0016889i,-0.019061+0.0016438i,-0.0070797+0.002771i,0.00052287-0.0152i,-0.0026153-0.0092734i,-0.028412-0.013334i,0.001077-0.014261i,0.00091139-0.0046129i,-0.0028102+0.0045101i,0.00024489-0.020859i,-0.012033-0.010188i,-0.0062934-0.0031514i,-0.0070089+0.004805i,-0.0054864-0.0051387i,0.00096532-0.0015624i,0.0035673+0.0049443i,0.0026387+0.012073i,-0.002254+0.0030466i,0.0045499+0.0022967i,9.0194e-06+0.0059429i,0.0057814+0.0033416i,0.0037201+0.002836i,-0.00071617+0.0020443i,0.0030779-0.0072828i,-0.0018912+0.0038443i,0.00031142-0.0019345i,0.0012002+0.0014849i,0.00013462-0.0019494i,0.0011946-0.0027154i,0.00015181+0.00039309i,0.00058117-0.002333i,-0.0053324+0.0042886i,-0.0035724-0.008708i,-0.00075671-0.0026029i,-0.0018457-0.0024416i,-0.0015382-0.0022716i,0.0012368-0.0094274i,-0.002906+0.0027086i,-0.0040834-0.003876i,-0.000956-0.0035418i,-0.0029349-0.0010663i,-0.00014009-0.002709i,0.0023351-0.0018469i,0.0017202-0.0033286i,0.00052199+0.0022126i,-0.0010506+0.0039542i,-0.018435-0.017296i,-0.020841+0.011164i,-0.010248+0.030064i,-0.005267+0.010312i,0.0052337+0.0049721i,0.00027308-0.001968i,-0.0098217+0.012326i
-0.0089023-0.00094008i,-0.0090743-0.0036646i,-0.0076251-0.0059817i,-0.0094529-0.0066763i,-0.025035-0.0078493i,-0.016482+0.0033435i,-0.016486-0.013211i,-0.0049659-0.011241i,-0.012045+0.00094165i,0.0020468-0.0027647i,0.00087486-0.0010034i,0.00086992-0.0023293i,0.0010825-0.0029746i,0.0017144-0.0029198i,-6.8716e-05-0.0024625i,0.0017013-0.0031286i,0.0018046+3.7342e-05i,0.00067259+0.0022194i,0.0010035+0.0024153i,0.0026238+0.00045007i,0.0026832+0.0032922i,0.0018916+0.0020849i,0.0023618+1.0216e-05i,0.0030718+0.00037227i,-0.0017176-0.0025678i,-0.0025898-0.00071181i,-0.002854-0.00097752i,-0.0020619-0.0028527i,-0.0012294-0.0026617i,-0.003878-0.0011829i,-0.0018871-0.00013669i,-0.0016371-0.0017345i,-0.0011875-0.00080271i,-0.00091985-0.0013014i,-0.0025287-0.0027171i,-0.00085471-0.0062783i,-0.0018945-0.0029045i,-0.0018011-0.0025242i,-0.0022257-0.0028999i,-0.00017954-0.00096775i,0.0012569+0.0015183i,0.00097038+0.0013716i,0.0010909-0.00080145i,7.2141e-05-0.0015486i,-0.017295+0.0040829i,-0.005481+0.00063683i,0.00025798-0.016456i,-0.0026034-0.010944i,-0.024788-0.007562i,-0.00070967-0.01724i,0.00056694-0.0058i,-0.0025113+0.0024781i,-0.0037398-0.020142i,-0.011301-0.010826i,-0.0056178-0.0015163i,-0.0050359+0.0087602i,-0.0092262-0.0029094i,0.00037665-0.0012731i,0.0044392+0.0043428i,0.0060727+0.010756i,-0.00056497+0.0032347i,0.0026397+0.0015339i,0.0028996+0.0046348i,0.0069104+0.00053528i,0.0047469+0.00095529i,0.00026907+0.0027632i,0.00037412-0.0091869i,-0.001024+0.0044537i,-0.00019885-0.0023347i,0.00098919+0.00060913i,-0.00084983-0.0015435i,0.00017345-0.0030881i,0.001724+0.00060796i,-0.00061364-0.0028828i,-0.0018975+0.0049467i,-0.0070457-0.0066753i,-0.0017187-0.0028724i,-0.002911-0.0017873i,-0.0024118-0.0019896i,-0.0019308-0.0094994i,-0.00086416+0.0029811i,-0.0041948-0.002843i,-0.0020782-0.0032626i,-0.0031144+0.00072821i,-0.0013835-0.0019355i,0.0019723-0.0017017i,0.00076059-0.0043478i,-0.00025154+0.0033881i,-9.2665e-05+0.0048758i,-0.021265-0.013662i,-0.02058+0.011844i,-0.0046947+0.02759i,-0.0038493+0.010227i,0.0068028+0.0046076i,0.0010793+0.0002984i,-0.006684+0.012526i
-0.0081445-3.7051e-05i,-0.0092024-0.0021172i,-0.0083553-0.0049615i,-0.010002-0.0052527i,-0.025527-0.0035685i,-0.015205+0.0052119i,-0.017913-0.010164i,-0.0060544-0.010599i,-0.010596+0.0025094i,0.0014623-0.002775i,0.00075088-0.00061741i,0.00039171-0.0023882i,0.00047571-0.0028923i,0.0011274-0.0027566i,-0.00030861-0.0023416i,0.0012396-0.0030758i,0.0017472-0.00015608i,0.0012838+0.0019658i,0.0016571+0.0019793i,0.0024089-0.00020607i,0.0034578+0.0022215i,0.0023383+0.0012538i,0.0021448-0.00068544i,0.0024589-0.0006262i,-0.0027491-0.0018588i,-0.0028891+0.0002959i,-0.0027349+0.00023311i,-0.0028924-0.0018927i,-0.0020092-0.0019531i,-0.0038828+0.00036597i,-0.0018688+0.00075352i,-0.0024174-0.00090464i,-0.0016018-0.00020608i,-0.0013878-0.00095002i,-0.0033953-0.0013457i,-0.0024485-0.0055584i,-0.0028164-0.001848i,-0.0027009-0.0016891i,-0.0030325-0.0018781i,-0.0010779-0.00076523i,0.0015594+0.0010534i,0.0014561+0.00099334i,0.0008749-0.00071795i,-9.9492e-05-0.0016024i,-0.01523+0.0054542i,-0.0054437-0.0016503i,-0.00097764-0.018122i,-0.0044803-0.013444i,-0.019895-0.0059127i,-0.0043717-0.019186i,0.0002901-0.0064634i,-0.0023638+0.001536i,-0.0062977-0.017605i,-0.011341-0.011926i,-0.0051487-0.00042559i,-0.0008787+0.011097i,-0.011053+0.00184i,-0.00036489-0.0009264i,0.0052562+0.0037i,0.0085655+0.0085864i,0.00046395+0.0025055i,0.0016872+0.0019441i,0.0034903+0.0023318i,0.0064172-0.0025458i,0.004631-0.001346i,0.00219+0.0028063i,-0.0042989-0.0084989i,0.00035953+0.0053405i,-0.0014079-0.0028056i,0.0014834+0.0001841i,-0.0012943-0.00074959i,-0.00055281-0.0027969i,0.0034104-0.0021113i,-0.0017196-0.0025341i,0.0011777+0.0033696i,-0.0088112-0.0030839i,-0.0030124-0.0026109i,-0.0040916-0.00088719i,-0.0029078-0.0012756i,-0.0052909-0.0086949i,0.00088283+0.0020253i,-0.0046962-0.0021252i,-0.0031484-0.0025402i,-0.0017236+0.0018716i,-0.0011714-0.00067295i,0.0015706-0.0015219i,-0.00066709-0.0047547i,-0.00031078+0.004464i,0.0011933+0.0055313i,-0.021815-0.0098454i,-0.020581+0.014831i,-0.0013889+0.024813i,-0.0026093+0.0091239i,0.0080191+0.0027688i,0.0023712+0.0011405i,-0.0042533+0.011258i
-0.0073196+0.0003143i,-0.0087353-0.00069101i,-0.0087874-0.0039333i,-0.010188-0.0038249i,-0.025445+0.00078029i,-0.013952+0.0067443i,-0.018853-0.0072514i,-0.007192-0.0098668i,-0.0089202+0.0031794i,0.0010288-0.0027349i,0.0008956-0.00039997i,-6.9523e-05-0.0022799i,2.0819e-05-0.0026732i,0.00082836-0.0026737i,-0.00059776-0.0023206i,0.00093795-0.0030099i,0.0017739-0.00047445i,0.0017198+0.0015966i,0.0021094+0.0014173i,0.0022264-0.00068071i,0.0038012+0.0010288i,0.0023438+0.00054651i,0.0017195-0.0010545i,0.0019135-0.0011484i,-0.0032186-0.00073917i,-0.0026185+0.0014909i,-0.002294+0.001101i,-0.0033181-0.00067856i,-0.0023494-0.001064i,-0.0033719+0.0017509i,-0.0014694+0.0014992i,-0.0026206+0.00038353i,-0.0015988+0.00057891i,-0.0016888-0.00041356i,-0.0034494-0.00013055i,-0.00367-0.0042532i,-0.0029813-0.00063263i,-0.0031887-0.00047447i,-0.0033317-0.0006888i,-0.0016806-8.8076e-05i,0.0018368+0.00047499i,0.0017097+0.00046742i,0.00094906-0.00062461i,-0.00038702-0.0014131i,-0.013625+0.0059139i,-0.0064512-0.0029347i,-0.0030669-0.019432i,-0.0076406-0.01448i,-0.017209-0.007318i,-0.0082115-0.019378i,0.00030119-0.0075972i,-0.0012619+0.00022982i,-0.0065826-0.015806i,-0.011457-0.012824i,-0.0052784-3.1054e-05i,0.0037049+0.010866i,-0.0094172+0.008268i,-0.00085539-0.00046209i,0.0059809+0.0027023i,0.010509+0.00641i,0.0010557+0.0018564i,0.0011951+0.0028891i,0.0033583+0.0012612i,0.0040828-0.0045261i,0.003155-0.0031246i,0.0036408+0.0014136i,-0.0066472-0.0051736i,0.0029305+0.0049958i,-0.0028247-0.0017901i,0.0016142-0.00094173i,-0.0011633+4.9114e-05i,-0.0011862-0.0025635i,0.0020499-0.0050435i,-0.0024665-0.0018063i,0.0021808+0.00039394i,-0.0087956+0.00010093i,-0.0041482-0.0016765i,-0.0045946+0.0010376i,-0.0033198-0.00047457i,-0.0086381-0.00623i,0.0012359+0.00042762i,-0.0054266-0.0011636i,-0.0039472-0.001142i,-0.00021286+0.0021327i,-0.00079839-0.00083006i,0.0016033-0.001196i,-0.0022913-0.0043066i,0.00017443+0.0058515i,0.0029113+0.0052773i,-0.020452-0.0069124i,-0.01941+0.018037i,0.00066948+0.022258i,-0.0022103+0.0071339i,0.0084591+0.00054557i,0.0035647+0.0014378i,-0.003349+0.0095876i
-0.0068451+0.00030519i,-0.0079652+0.0002156i,-0.0091683-0.0028157i,-0.010142-0.0025837i,-0.024496+0.0049713i,-0.012726+0.0080589i,-0.019238-0.0043685i,-0.0082318-0.0090268i,-0.0075263+0.0031464i,0.00067288-0.0028181i,0.001245-0.00036434i,-0.00035952-0.0021649i,-0.00031246-0.0024499i,0.00049827-0.0027879i,-0.00098625-0.0022236i,0.00074081-0.0030034i,0.0017324-0.00081507i,0.0021268+0.0011717i,0.0024669+0.00080334i,0.0021208-0.001211i,0.0036452-9.7232e-05i,0.0023039+3.8566e-05i,0.0013947-0.0013024i,0.0015205-0.0014536i,-0.0032514+0.00048684i,-0.0018968+0.0023649i,-0.0017774+0.0017122i,-0.0032068+0.00053935i,-0.0024321-0.0002071i,-0.0024843+0.0028032i,-0.00092281+0.00215i,-0.0020628+0.0015902i,-0.0011279+0.0012373i,-0.0018082+0.00019165i,-0.0033879+0.0010333i,-0.0041483-0.0026492i,-0.0028946+0.00026453i,-0.0031707+0.00077174i,-0.0032853+0.0004903i,-0.0017832+0.000785i,0.0016837-0.00017643i,0.0016594-0.00012082i,0.0010839-0.0006963i,-0.0004879-0.001027i,-0.012603+0.0059949i,-0.008022-0.0030428i,-0.0055609-0.020047i,-0.010973-0.014009i,-0.01698-0.0083145i,-0.011873-0.018792i,0.00015672-0.009392i,-0.00080901-0.0020989i,-0.0066398-0.015553i,-0.012576-0.014412i,-0.0060274+0.00079948i,0.0074028+0.008807i,-0.0052174+0.011819i,-0.00089322+4.3606e-05i,0.0063722+0.001588i,0.011927+0.0038985i,0.001378+0.0012754i,0.0016318+0.0038868i,0.0035178+0.00040151i,0.001763-0.0045672i,0.0014791-0.0038019i,0.0038319-0.00035802i,-0.0071662-0.0018303i,0.0049308+0.0034427i,-0.0034483-0.00015237i,0.00053129-0.0018824i,-0.00064713+0.00046092i,-0.0019283-0.0022179i,-0.0009671-0.0063807i,-0.0028857-0.0010769i,0.0013657-0.0020152i,-0.0077687+0.0030986i,-0.0048816-9.1902e-05i,-0.0040617+0.0025469i,-0.0036089+0.00061283i,-0.0098044-0.0025265i,0.00052142-0.0006016i,-0.0057385+7.6688e-05i,-0.0039097+0.00015688i,0.0010335+0.0015286i,-0.001114-0.00033177i,0.0021263-0.0013612i,-0.0035657-0.0030516i,0.0024635+0.0073769i,0.0039459+0.0048484i,-0.020266-0.0051902i,-0.017755+0.021378i,0.0019577+0.020063i,-0.0031615+0.0055719i,0.0070179-0.0013335i,0.0051173+0.00074718i,-0.0036353+0.0082257i
-0.0066066+0.0002857i,-0.0071242+0.00063917i,-0.009272-0.0016579i,-0.0099827-0.0016207i,-0.023034+0.0085607i,-0.011391+0.0094199i,-0.019281-0.0014428i,-0.0089833-0.0081474i,-0.0065407+0.0025434i,0.00024187-0.0028929i,0.0016456-0.00070091i,-0.00061382-0.0019304i,-0.00061742-0.0021972i,5.6619e-05-0.002912i,-0.0014428-0.0020692i,0.00062337-0.0033247i,0.0017471-0.0010951i,0.0024886+0.00061139i,0.0026088+3.9952e-05i,0.0018571-0.0017249i,0.0033429-0.00098658i,0.0023375-0.0003885i,0.0012119-0.0015043i,0.0013899-0.0016913i,-0.0028393+0.0015176i,-0.00088433+0.0029103i,-0.0010697+0.0022017i,-0.0026209+0.0015966i,-0.0022319+0.00063403i,-0.0012136+0.0035375i,1.1808e-05+0.0026067i,-0.0010946+0.0021968i,-0.00059812+0.0015628i,-0.0017874+0.00092476i,-0.0027788+0.0022908i,-0.0039634-0.0010869i,-0.0027009+0.0011631i,-0.0028441+0.0019278i,-0.0027196+0.0014831i,-0.0014643+0.0017165i,0.0015725-0.00062213i,0.0015188-0.00050348i,0.0012307-0.00084873i,-0.00048997-0.00088367i,-0.012146+0.0062946i,-0.0087865-0.001718i,-0.0079664-0.02013i,-0.014054-0.012386i,-0.018011-0.0084966i,-0.015813-0.016646i,-0.00073602-0.011498i,-0.00074946-0.0041258i,-0.0068909-0.015331i,-0.015136-0.015146i,-0.0069148+0.0025568i,0.0097782+0.0054456i,-0.00060183+0.013466i,-0.00075263+0.00040163i,0.0066186+0.00056002i,0.012118+0.0011863i,0.0015085+0.0003987i,0.003102+0.0043944i,0.0030801-0.00037951i,0.0006549-0.0040951i,-0.00038487-0.0035994i,0.0031618-0.0016455i,-0.0059861+0.00029762i,0.0061157+0.0010999i,-0.0034534+0.001475i,-0.00069682-0.0010873i,-0.00012324+0.00030181i,-0.0023292-0.0014318i,-0.0037372-0.0059055i,-0.0031692-0.00045326i,-0.00096577-0.0029793i,-0.0058985+0.0053347i,-0.0048079+0.0019699i,-0.0035261+0.0036677i,-0.0030849+0.0018277i,-0.0094819+0.00050883i,-0.00043842-0.0010542i,-0.0059124+0.0014597i,-0.0036389+0.0013588i,0.0018661+0.00044522i,-0.00048314+0.00026027i,0.0024125-0.0022537i,-0.0042017-0.0018443i,0.0051868+0.0066401i,0.0054232+0.0039816i,-0.01938-0.0035766i,-0.014904+0.025675i,0.0027803+0.018547i,-0.0049237+0.0052812i,0.0052993-0.0012179i,0.0060054-0.0013256i,-0.0045323+0.0078283i
-0.0064789+0.00028121i,-0.0067739+0.00043791i,-0.0092422-0.00061144i,-0.0099345-0.00069273i,-0.021198+0.012296i,-0.009641+0.010553i,-0.018734+0.0013246i,-0.0098973-0.0073885i,-0.0064883+0.0017725i,-0.00013259-0.0029821i,0.0017594-0.0013518i,-0.00075035-0.0018229i,-0.00079518-0.0018716i,-0.00030767-0.0031159i,-0.0018943-0.0017626i,0.00017155-0.0037923i,0.0018266-0.001773i,0.0026141-7.4552e-05i,0.0025425-0.00079978i,0.0015495-0.0022518i,0.0028745-0.0017708i,0.002254-0.00096543i,0.0009335-0.001834i,0.0013714-0.0022815i,-0.0021802+0.0023224i,0.00025029+0.0029639i,-0.00028648+0.0023175i,-0.0017863+0.0022817i,-0.0016921+0.0012507i,0.00027997+0.0037i,0.0011353+0.0025394i,-9.1291e-05+0.0024372i,5.5829e-05+0.0018042i,-0.0013317+0.001704i,-0.001612+0.0031293i,-0.003401+5.15e-05i,-0.002053+0.0019936i,-0.0018895+0.0030672i,-0.0019799+0.0020995i,-0.00035676+0.0024008i,0.0014025-0.00099854i,0.0013781-0.00091801i,0.0013633-0.0011817i,-0.00042223-0.00078057i,-0.011903+0.0068224i,-0.0080546-0.00071436i,-0.010677-0.019783i,-0.016636-0.0093775i,-0.018667-0.0074013i,-0.018943-0.012412i,-0.0025792-0.013484i,-0.0011765-0.0068925i,-0.0072934-0.015639i,-0.018105-0.014203i,-0.0065382+0.0057055i,0.010489+0.0015891i,0.0036587+0.012865i,-0.00065448+0.00052048i,0.0071517-0.00062167i,0.01222-0.0016601i,0.00118-5.0668e-06i,0.0051069+0.0037763i,0.0025604-0.0005882i,0.0001193-0.0036006i,-0.00168-0.0027606i,0.0024661-0.0024317i,-0.0053013+0.0012592i,0.005832-0.0016591i,0.00013261+0.00098371i,-0.00059637+0.00092435i,-0.00010214-5.4226e-05i,-0.0024894-0.0010182i,-0.0060394-0.0044182i,-0.0033105+0.00027399i,-0.002602-0.001853i,-0.0032995+0.0066629i,-0.0034364+0.0036312i,-0.0024708+0.0050653i,-0.0020566+0.002481i,-0.0084331+0.0030517i,-0.0013664-0.00080489i,-0.0057129+0.0034274i,-0.0032753+0.0024241i,0.0020662-0.0011837i,0.00017986-0.00017091i,0.0020186-0.0031738i,-0.0044783-0.00024801i,0.0073967+0.0045253i,0.0067214+0.002499i,-0.018898-0.002334i,-0.0094091+0.028787i,0.0039232+0.016922i,-0.0064741+0.006085i,0.0047424-0.00074887i,0.005292-0.0034855i,-0.0050081+0.0084988i
