-0.021686-0.037472i,-0.010476-0.050494i,-0.017574-0.045779i,-0.030732-0.036226i,-0.029841-0.017384i,-0.050665-0.028831i,-0.060019-0.025922i,-0.045081-0.039248i,-0.028434-0.035291i,0.0074961+0.012182i,-0.0065509+0.016193i,-0.0051201+0.014888i,0.010106+0.022763i,6.5768e-06+0.0048377i,0.0035817+0.0032599i,0.0069062+0.018535i,0.025703+0.038711i,-0.0026238-0.0017974i,-0.0052542-0.0056976i,0.0062721+0.0011797i,-6.6153e-05-0.00092996i,-0.0011392+0.0011039i,0.00017282-0.00040298i,-0.029727-0.0021671i,-0.0024809-0.0063958i,0.0013363+0.0041792i,0.0038952-0.00018835i,-0.0007141+0.00051996i,0.00048019-0.0005471i,-0.00085842-0.0028018i,-0.0015734-0.0060698i,-0.0048762-0.0044116i,-0.0024128-0.0049632i,0.0024081-0.0004839i,0.0024326-0.0028164i,0.0022023+0.027511i,0.0014319-0.0031735i,0.0025262+0.001059i,0.0052986+0.00091628i,-0.011225-0.0029606i,-0.0033504+0.00066599i,0.0058688+0.00026615i,0.0064352+0.00053179i,-0.0028428+0.004718i,0.0022399-0.0090956i,-0.011941+0.018028i,0.035929-0.091362i,0.012633-0.071346i,-0.01566-0.059523i,-0.016668-0.05626i,0.037675-0.048082i,0.016732-0.062885i,0.035149-0.055835i,0.031569-0.059913i,0.014816-0.014149i,0.0035125+0.016424i,0.016166-0.026973i,-0.011915+0.00784i,-0.00087303+0.0064461i,-0.0050385-0.00070931i,-0.0024151-0.028178i,-0.024456+0.031296i,0.01064-0.012285i,-0.012879-0.0031179i,-6.2446e-05-0.0048864i,-0.00099534-0.016175i,-0.0074252+0.0046375i,0.0053151+0.0061446i,-0.0075393+0.031272i,0.0056414+0.0070049i,-0.0042489-0.00043955i,-0.0032581-0.00054589i,-0.012148-0.0061389i,-0.00059396-0.0046272i,-0.026049-0.010236i,0.00063617-0.0096049i,-0.0093981-0.0015325i,-0.0066055-0.002543i,0.0070715+0.0030663i,-0.0091378+0.00059538i,0.00043286+0.00034506i,0.005499+0.0097974i,0.0039593+0.0012637i,-0.010478-0.0097495i,0.0031125+0.0081062i,-0.021985+0.0049949i,0.0086979-0.00015234i,-0.029494-0.0033856i,-0.044032+0.0026934i,0.022674-0.10423i,-0.0021861-0.012203i,-0.052401-0.022818i,-0.022932+0.0016824i,0.017743+0.0098577i,-0.025616+0.013699i,-0.020845-0.014761i
0.013721-0.009376i,0.045033-0.011611i,0.023409-0.027031i,0.011886-0.021875i,0.015077-0.041044i,-0.018834-0.02347i,-0.0084015-0.015853i,-0.0019045-0.028688i,0.0072366-0.017385i,0.0044592-0.0016161i,0.0017007-0.0049942i,9.1569e-05-0.0053814i,-0.00096875-0.0060353i,-0.00087248-0.0030804i,-0.0012476+0.0010628i,0.0013846-0.0031412i,-0.0034677+0.0012756i,-0.00021012+0.00094877i,0.00029572+0.0003823i,0.00058151+0.0023861i,0.0015147+0.0019172i,0.0010832-0.00093321i,0.002058+0.00039512i,-0.00059545+0.0032466i,-0.00075042+0.0003336i,-0.00059555+0.00034042i,-0.001752+4.9336e-05i,-0.0006828+0.00053383i,4.8023e-05+8.6397e-05i,-0.00029759-0.00027465i,0.0022905-0.0016825i,0.0015675-0.00016653i,0.00048129-0.00077943i,0.00055523-0.0010932i,0.00099775+0.00052423i,0.0010034+0.001699i,-5.2872e-05+1.4075e-06i,-0.00080697+0.0001917i,-0.00026166-0.0003751i,0.00034535+0.00050265i,0.00065716+0.00081217i,0.00097266+0.00059282i,0.00013727-0.0027389i,-6.1306e-05-0.0034377i,0.01916+0.005749i,0.02895+0.040128i,0.035823+0.040338i,0.04864+0.029018i,0.01638-0.00058901i,0.03629-0.00076762i,0.039042+0.012021i,0.015203+0.0057507i,0.028923+0.022574i,-0.0036078+0.03315i,0.0064167-0.0044681i,0.0049234-0.0031533i,0.0064926-0.00401i,0.0078099+0.0039679i,0.0037505+0.0060577i,-0.0059968+0.003917i,-0.0037915-0.0062691i,0.0035958+0.01302i,-0.0034076+0.00061912i,-5.9013e-05+0.0057326i,-0.00050287+0.0014488i,0.0026981-0.0032054i,0.0068252-0.00075769i,-0.0029658-0.00045807i,0.0040999-0.0020096i,-0.0055741-0.00027669i,-0.001476+0.00073153i,0.00030352+0.0001383i,-0.0047839-0.0026103i,-0.0043027-0.002018i,-0.0074271-0.0099452i,0.0032193-0.0017142i,-0.0051664+0.001813i,-0.0015616+0.0010897i,-0.0039356+0.0027808i,0.007033+0.00085478i,-0.0071353-0.0011841i,-0.0050407-0.0076254i,-0.0026435-0.0013816i,-0.0060093-0.0010812i,0.0041591-0.0041082i,0.0067895-0.00035948i,0.0029702-0.0015054i,0.0051657+0.0099854i,0.0065276+0.0055781i,0.041218+0.026553i,-0.031748-0.0040152i,-0.036612+0.018602i,-0.0090341+0.019954i,0.0026438+0.0022409i,0.0083979-0.0053488i,-0.011312-0.00011043i
0.01128-0.01115i,0.041712-0.019212i,0.018149-0.030178i,0.0077698-0.022597i,0.00669-0.043009i,-0.02143-0.019697i,-0.011593-0.015019i,-0.0066519-0.02745i,0.0040508-0.018063i,0.0040685-0.0026991i,0.00034819-0.0055714i,-0.001131-0.0047341i,-0.0028528-0.0048975i,-0.0016096-0.0024817i,-0.00070672+0.0012623i,0.00096181-0.0031685i,-0.002458+0.0023746i,-0.00050601+0.0010951i,0.00014791+0.00029706i,0.0012976+0.002056i,0.002131+0.0015655i,0.000947-0.0011106i,0.0020259-0.0002604i,0.00137+0.0028504i,-0.00039011+0.0004741i,-0.00030302+0.00038166i,-0.0013418+0.0010951i,-0.00049407+0.0006192i,3.9565e-05-2.4253e-05i,-8.5244e-05+0.00012386i,0.0015205-0.0025405i,0.0016229-0.00052542i,0.00017512-0.00081964i,1.2113e-05-0.001092i,0.001557+0.00012931i,0.0040971-0.0011492i,-7.8361e-05+0.00021888i,0.0026848-0.0059872i,-7.9696e-05+2.4225e-05i,0.00032294-7.8819e-05i,0.00080923+0.00057472i,0.0010628+0.00014924i,-0.00082727-0.0021956i,0.00040676-0.0030308i,0.019683+0.0029378i,0.034561+0.035314i,0.040883+0.033725i,0.051624+0.01915i,0.013655+0.00011626i,0.036616-0.0067488i,0.040853+0.0049001i,0.016145-0.00019652i,0.029672+0.012582i,0.0038411+0.029847i,0.0042749-0.0054892i,0.0010955-0.0035772i,0.0040749-0.0065337i,0.0070366+0.00096251i,0.0051754+0.0047597i,-0.0034618+0.0063981i,-0.0046713-0.0030352i,0.0054709+0.011156i,-0.0034815+0.001356i,0.0030181+0.006316i,0.0003838+0.0016788i,0.00049522-0.0035809i,0.0071139-0.0045691i,-0.0030297+3.092e-05i,0.0038879-0.0035741i,-0.0050832+0.0027039i,-0.0017861+0.00017621i,0.00013241-0.00047295i,-0.0046145+0.00039014i,-0.0040696-0.00070297i,-0.0091266-0.0062263i,0.0019527-0.0025783i,-0.0038349+0.0031068i,-0.0017433+0.00066863i,-0.0025262+0.0038736i,0.008037-0.0022276i,-0.0065682+0.001837i,-0.0070091-0.0054555i,-0.0023915-0.00079419i,-0.0054068+0.00097734i,0.0014886-0.0043852i,0.0058114-0.0034957i,0.0028764-0.0019577i,0.0083332+0.0079183i,0.0057696+0.0044806i,0.042063+0.017208i,-0.030611+0.0020719i,-0.034405+0.026457i,-0.0059788+0.018332i,0.0036338+0.004614i,0.0067631-0.0060472i,-0.013009+0.0022433i
0.0093812-0.012643i,0.036778-0.02613i,0.012371-0.031929i,0.0043036-0.022457i,-0.0020258-0.043462i,-0.023443-0.015844i,-0.014531-0.01332i,-0.01076-0.025787i,0.00049561-0.018302i,0.0033088-0.00354i,-0.0013873-0.0053934i,-0.0020584-0.0038559i,-0.0038318-0.0032014i,-0.0019993-0.0015989i,-0.00043459+0.0012728i,0.00063435-0.0032898i,-0.0011408+0.0026079i,-0.00032149+0.0015907i,8.5635e-05+0.00049063i,0.0018274+0.0013533i,0.0028368+0.0007547i,0.00063276-0.0013922i,0.0018092-0.00093053i,0.0021701+0.0013398i,-0.00015526+0.00028478i,-9.2637e-05+0.00025144i,-0.00046996+0.0015181i,-0.00045789+0.00080573i,0.00025335+5.1157e-06i,0.0001442+0.00022086i,0.00038373-0.00297i,0.0015119-0.001152i,-0.00020936-0.00084995i,-0.00028605-0.00083939i,0.0017657-0.0008127i,0.004084-0.0029194i,0.00024483+0.00031982i,0.0017238+0.004143i,0.00022322-6.4362e-05i,4.3775e-05-0.00043294i,0.00093465+0.00035899i,0.00098184-0.000319i,-0.0010468-0.0013146i,0.00034436-0.0034507i,0.019968-0.00015287i,0.041113+0.028645i,0.045124+0.026304i,0.051876+0.010858i,0.012721+0.00096931i,0.036238-0.012965i,0.040958-0.002269i,0.016069-0.0051108i,0.027413+0.0052155i,0.0090991+0.026674i,0.0020497-0.0058591i,-0.0018728-0.0018134i,0.00024248-0.0077904i,0.0052523-0.00070444i,0.0056458+0.0028915i,-0.0011277+0.0073474i,-0.0038519-0.00075307i,0.0062179+0.0088252i,-0.0034179+0.0034158i,0.006028+0.0050718i,0.0010504+0.001268i,-0.0011485-0.0027124i,0.0058848-0.0068472i,-0.0027201+0.00064781i,0.0031923-0.004761i,-0.0022207+0.0043756i,-0.0021336+0.0001042i,-0.00031039-0.00057548i,-0.003126+0.0020695i,-0.0034804+0.00046763i,-0.0099061-0.0026676i,0.0011988-0.0032481i,-0.002114+0.0035565i,-0.0018841+0.0011868i,-0.00059012+0.0036242i,0.0070197-0.0060001i,-0.0050139+0.0039397i,-0.009152-0.0023067i,-0.0022207-0.00059303i,-0.0044368+0.0022819i,-6.333e-05-0.0036129i,0.0037428-0.0046634i,0.0029413-0.0024591i,0.0088204+0.003008i,0.0053359+0.0042954i,0.042202+0.010137i,-0.027688+0.007081i,-0.028852+0.033792i,-0.0041462+0.01652i,0.0062177+0.0054498i,0.00413-0.0050568i,-0.012927+0.0052453i
0.0072678-0.01442i,0.030616-0.031258i,0.0072089-0.033078i,0.0014538-0.022551i,-0.010534-0.041414i,-0.024875-0.012006i,-0.017252-0.010876i,-0.014613-0.023571i,-0.0024782-0.017583i,0.0023069-0.0041381i,-0.002887-0.0042232i,-0.0024186-0.0030181i,-0.0039263-0.0015038i,-0.002125-0.0011155i,-7.7772e-05+0.0015157i,4.4937e-05-0.0033374i,-0.00043562+0.0022089i,0.00017377+0.0018779i,0.00034446+0.00076884i,0.0020014+0.00049878i,0.0028644-0.00040651i,4.5222e-06-0.001647i,0.0013242-0.0013737i,0.0025538-0.00049481i,4.4652e-05+0.00082276i,-0.00015282+0.0001477i,0.00014179+0.0014392i,-6.1864e-05+0.0010543i,0.00023324-5.5743e-05i,0.0003315+0.0001694i,-0.00071854-0.0029036i,0.00089916-0.0014738i,-0.00043789-0.00062331i,-0.00048692-0.00071069i,0.0012101-0.0019309i,0.00358-0.0040529i,0.00051081+0.00010443i,0.0018525+0.0027467i,0.00027573-0.00029001i,-0.00035609-0.00067225i,0.00094475+0.00043805i,0.00053768-0.00054737i,-0.0010257-0.00066033i,-0.00017885-0.0034661i,0.019929-0.0034306i,0.045826+0.018778i,0.048277+0.018166i,0.052494+0.0036305i,0.013436+0.0021462i,0.034548-0.020085i,0.039788-0.0092765i,0.014981-0.010519i,0.024955+0.00059792i,0.01476+0.022693i,0.00079443-0.005093i,-0.0032516+0.00093028i,-0.0040598-0.0076684i,0.0037188-0.0014716i,0.0053143+0.0016168i,0.0010383+0.0074298i,-0.0027933+0.00043888i,0.0062624+0.0058998i,-0.00097106+0.0055607i,0.0081321+0.0025494i,0.0017349+0.00099339i,-0.0019686-0.0014124i,0.0040403-0.009284i,-0.0022554+0.00083567i,0.0015413-0.006149i,-0.00020941+0.0032955i,-0.0025178+0.00035876i,-0.00040954-0.00054797i,-0.001474+0.0031826i,-0.0026557+0.0010565i,-0.0091552+0.00099753i,-4.83e-05-0.0041502i,-0.00053567+0.0031253i,-0.0016138+0.0012202i,0.00066757+0.002682i,0.0047831-0.0090227i,-0.0024387+0.0051368i,-0.0075324+0.0012234i,-0.0024858-0.00039496i,-0.003582+0.0037277i,-0.00076926-0.0027429i,0.0021833-0.0045725i,0.0027968-0.0033605i,0.0063806+0.00068517i,0.0058214+0.0041672i,0.041734+0.0029171i,-0.024593+0.0088859i,-0.020781+0.0383i,-0.002157+0.015815i,0.0082652+0.0045337i,0.0035475-0.0032784i,-0.011452+0.0073458i
0.0045447-0.015988i,0.024393-0.034519i,0.00169-0.033681i,-0.001765-0.022727i,-0.017436-0.037955i,-0.025872-0.008119i,-0.019165-0.0076051i,-0.017851-0.020824i,-0.0047718-0.016646i,0.0011027-0.0041731i,-0.003453-0.0028082i,-0.0028948-0.0024192i,-0.0036697-0.00023083i,-0.0025403-0.00044292i,0.00063834+0.0016689i,-0.00081426-0.0030788i,-0.00042695+0.0025436i,0.00098548+0.0019463i,0.00065712+0.00054816i,0.0017198-0.00031673i,0.002333-0.0013918i,-0.00054817-0.0016533i,0.00080917-0.0015492i,0.0016071-0.0018723i,0.00079411+0.00030268i,-0.00024729+0.00015614i,0.00064824+0.0013863i,0.00044814+0.00087015i,0.000191-0.00016993i,0.00038099+2.0393e-05i,-0.0016806-0.0024696i,0.00036107-0.0015724i,-0.0006073-0.00040698i,-0.00070349-0.000424i,-0.00018027-0.0022115i,0.0024312-0.0049846i,0.00043807-0.00019729i,0.0024292+0.00014363i,0.0004288-0.0003924i,-0.00089666-0.00062168i,0.001613+0.00021222i,0.00024869-0.00041335i,-0.0007824-0.00027038i,-0.00065497-0.0031748i,0.019738-0.0073i,0.046974+0.0081344i,0.049795+0.009594i,0.052896-0.0057876i,0.016098+0.0028307i,0.030715-0.027171i,0.037503-0.015466i,0.011858-0.015093i,0.022195-0.0028224i,0.019264+0.016716i,-0.00012899-0.0049891i,-0.002919+0.0042988i,-0.0087309-0.0049542i,0.0021961-0.0018307i,0.0049571+0.00066158i,0.003205+0.0069796i,-0.0017378+0.00094331i,0.0049809+0.0040408i,0.0022861+0.0044844i,0.009355-0.0013345i,0.002363+0.00021086i,-0.0018166+0.00031777i,0.00013396-0.0117i,-0.0024619+0.0012515i,-0.00013442-0.0061425i,-4.0806e-05+0.002858i,-0.0028753+0.00096619i,-0.00061211-0.00059601i,0.0012947+0.0032178i,-0.001983+0.00067692i,-0.0069409+0.0038613i,-0.0023357-0.004351i,0.00033522+0.0020976i,-0.001416+0.0015036i,0.0010708+0.0014594i,0.0016073-0.011604i,-1.4216e-05+0.0046978i,-0.0053027+0.0023241i,-0.0026376+6.1413e-05i,-0.0017871+0.0049659i,-0.0012374-0.001821i,0.00094143-0.0044755i,0.0017662-0.0041861i,0.0045881+0.00010303i,0.0065177+0.0031551i,0.040068-0.0035749i,-0.025107+0.0088798i,-0.013157+0.038715i,0.00030242+0.014037i,0.0097433+0.0032893i,0.0039661-0.002481i,-0.009396+0.0083805i
0.001745-0.016944i,0.018497-0.036789i,-0.0039559-0.033181i,-0.0051677-0.022253i,-0.023881-0.033789i,-0.026182-0.0043246i,-0.020101-0.0041663i,-0.020477-0.017857i,-0.0067483-0.015754i,0.00047549-0.0038433i,-0.0033871-0.0014895i,-0.003176-0.0014405i,-0.003328+0.00089653i,-0.0023901+0.00064783i,0.0012922+0.001212i,-0.0012695-0.0025234i,-0.00062139+0.0034688i,0.0018759+0.0015046i,0.00073834+0.00038476i,0.0012337-0.00068459i,0.0016744-0.0020991i,-0.001128-0.0014822i,0.00027042-0.0016752i,0.00041263-0.002473i,0.00045705-0.00032703i,-0.00038158+0.00043922i,0.0013757+0.0010174i,0.00072273+0.00065063i,-4.8647e-05-0.00018916i,0.00023656-2.3794e-05i,-0.0024646-0.0016695i,-0.00019695-0.0015751i,-0.00071395+7.9587e-06i,-0.00065181-0.0001203i,-0.00077464-0.0016188i,0.0009229-0.0054817i,0.00033813-0.00019017i,0.0013743-0.00045395i,0.0005203-0.00089535i,-0.0013395-0.00022006i,0.0016563-0.00081226i,0.00019125-0.00035738i,-0.00039849+9.1192e-05i,-0.0011212-0.0029877i,0.018543-0.012107i,0.04577-0.0019734i,0.049683+0.001051i,0.050208-0.015597i,0.020198+0.00019521i,0.024719-0.032899i,0.034544-0.021055i,0.0084824-0.017692i,0.020557-0.0041697i,0.021371+0.0094756i,-0.0016864-0.0049108i,7.8356e-05+0.0064896i,-0.011048-1.9256e-05i,0.00072194-0.0019135i,0.0045319-3.4498e-05i,0.0047225+0.0060282i,-0.00079492+0.00078325i,0.003585+0.0032868i,0.0028585+0.0026726i,0.0078597-0.0052877i,0.0024246-0.0011078i,-0.00020639+0.0014109i,-0.0052275-0.01034i,-0.0021886+0.0025525i,-0.00014405-0.0055861i,0.0013615+0.003001i,-0.0030751+0.0022922i,-0.00073192-0.00047073i,0.0035317+0.00026875i,-0.0019302+0.0004052i,-0.0035729+0.0046067i,-0.0052923-0.0027761i,0.00036278+0.00099342i,-0.0015643+0.0012425i,0.0012793+0.00040812i,-0.0035636-0.012583i,0.0017581+0.0031465i,-0.0043829+0.0021634i,-0.0029061+0.00063608i,0.00059221+0.0050342i,-0.0010886-0.00069186i,-8.116e-05-0.0036769i,0.00055941-0.0047361i,0.0032798+0.00016659i,0.0063856+0.0021792i,0.037568-0.0085649i,-0.027318+0.012279i,-0.0074128+0.037931i,0.001646+0.011152i,0.011064+0.0013694i,0.0042791-0.0027373i,-0.0075728+0.0084112i
-0.0014036-0.017792i,0.012915-0.038405i,-0.0092071-0.031741i,-0.0081906-0.021268i,-0.029356-0.028183i,-0.026026-0.00054625i,-0.02033-0.0009384i,-0.022917-0.014589i,-0.0085909-0.015258i,0.00021322-0.0036969i,-0.0030383-0.00047572i,-0.0030724-0.0004182i,-0.0023742+0.0018962i,-0.0016702+0.0013468i,0.0016236+0.00066512i,-0.0014133-0.002011i,-0.0060299+0.0049632i,0.0021352+0.00065988i,0.00093608+0.00029842i,0.0009465-0.00078291i,0.00087014-0.002526i,-0.0017345-0.00096691i,-0.00027602-0.0014502i,-0.00047264-0.0023043i,0.00023594-0.00043024i,-0.00015891+0.00076223i,0.0015346+0.00023495i,0.0010291+0.00040898i,9.8729e-05-6.7522e-06i,0.00021708+0.00015938i,-0.0029221-0.00073835i,-0.00068238-0.001314i,-0.00045647+0.00037688i,-0.00053715+3.7437e-05i,-0.0010239-0.0012783i,-0.00057519-0.0056874i,0.00044987-0.00032545i,0.0011156-0.00082405i,8.5287e-05-0.00092472i,-0.0016124+0.00030829i,0.0013533-0.001672i,7.2857e-05-0.00033477i,-2.0449e-05+0.00012187i,-0.0017798-0.0024392i,0.015295-0.016301i,0.042096-0.010826i,0.047971-0.007041i,0.045011-0.023704i,0.022009-0.0050677i,0.017953-0.03668i,0.031256-0.026168i,0.005607-0.019864i,0.021167-0.0056764i,0.021751+0.0032055i,-0.0038419-0.0043316i,0.0033408+0.0060876i,-0.011102+0.0057201i,-0.00054525-0.0014314i,0.0041507-0.00063715i,0.0064495+0.0045687i,-0.00033445+0.00025908i,0.0023883+0.0036676i,0.0031659+0.0021024i,0.0042998-0.0078749i,0.0014294-0.002167i,0.0012183+0.00089839i,-0.0081289-0.006234i,-0.00063693+0.0033914i,-0.00056634-0.0099821i,0.0023944+0.0016096i,-0.0024613+0.0039934i,-0.00081996-0.00044459i,0.002741-0.0028309i,-0.0022805+0.00058142i,-0.0017055+0.0033837i,-0.0041388+0.0024008i,-0.00028414+0.00033942i,-0.001637+0.0017503i,0.00068367-0.00071705i,-0.008955-0.01052i,0.0020425+0.0010778i,-0.0042167+0.0024836i,-0.0027122+0.0018594i,0.0025383+0.0043924i,-0.00059598-0.00048064i,-0.00017199-0.0025612i,-0.00068342-0.0046107i,0.0021616+0.0008972i,0.0061393+0.0015451i,0.036308-0.013019i,-0.027533+0.018054i,-0.0017213+0.036589i,0.0015358+0.0078713i,0.011392-0.0025889i,0.0039112-0.0026046i,-0.0066949+0.0075845i
-0.005174-0.017806i,0.0073419-0.039433i,-0.014131-0.029613i,-0.011194-0.020205i,-0.032943-0.02174i,-0.025346+0.0030534i,-0.02008+0.0020612i,-0.02472-0.010944i,-0.010779-0.014643i,-0.0002309-0.0038443i,-0.0024237+0.00020447i,-0.0025345+0.0003853i,-0.0012909+0.002355i,-0.00097811+0.001598i,0.0018291+1.9871e-05i,-0.001438-0.0015851i,-0.00057817-0.0011653i,0.0022189-8.1002e-05i,0.0011128-8.2274e-05i,0.0007717-0.00099305i,-0.00029555-0.0024984i,-0.001928-0.00027326i,-0.00059903-0.0011501i,-0.0010787-0.0019222i,7.8224e-05-0.00044906i,0.00021445+0.00082285i,0.0012625-0.00029262i,0.0012744-9.0131e-05i,5.2674e-05-8.0266e-05i,0.00029356+0.00016914i,-0.0031253+0.00038647i,-0.00092804-0.0010525i,5.4222e-05+0.00049042i,-0.00045043+8.9794e-05i,-0.0013931-0.00082543i,-0.0023438-0.0050738i,0.00025017-0.0005353i,0.00064285-0.0013922i,-7.1285e-06-0.00045746i,-0.001576+0.00082848i,0.0004077-0.0019291i,-0.00013724-0.000344i,0.00029659+5.5443e-05i,-0.0019467-0.001506i,0.011172-0.019119i,0.036437-0.017192i,0.045024-0.014144i,0.038479-0.029933i,0.021306-0.0098536i,0.010661-0.038958i,0.027454-0.031022i,0.002191-0.0219i,0.022263-0.0092227i,0.020895-0.0036138i,-0.0058847-0.002732i,0.0057503+0.0039964i,-0.0080444+0.0099777i,-0.0013928-0.00077317i,0.0034886-0.00095226i,0.0056747+0.0018345i,-0.00041897-0.00013081i,0.0023975+0.0047979i,0.0040811+0.00081174i,0.00073188-0.007634i,0.00045183-0.0024395i,0.0018099-0.00011572i,-0.0087513-0.0025239i,0.0010641+0.0032497i,-0.0062731-0.008698i,0.001994+0.00028794i,-0.00069314+0.0051144i,-0.001191-0.00035272i,0.00065492-0.0046272i,-0.0022931+0.001004i,-0.0012299+0.0022163i,-0.0033122+0.0012925i,-0.0010047+0.0005208i,-0.0015839+0.0021406i,-0.00061935-0.00078748i,-0.011881-0.0058595i,0.0012767-7.3001e-05i,-0.0036799+0.0028508i,-0.0017547+0.0024293i,0.004283+0.0027225i,-0.00048067-0.00039545i,0.00046376-0.0024549i,-0.0012126-0.0042522i,0.0028849+0.0019433i,0.0060628+0.0010693i,0.033902-0.018683i,-0.02609+0.02404i,0.0028184+0.034714i,-0.00032583+0.0055829i,0.0077492-0.0052845i,0.0042209-0.0029147i,-0.0069015+0.0071619i
-0.0087057-0.016597i,0.0019491-0.040148i,-0.018448-0.026353i,-0.014066-0.018589i,-0.035268-0.0157i,-0.024288+0.0067325i,-0.019317+0.0050303i,-0.025724-0.0072783i,-0.013224-0.013596i,-0.00073806-0.0037269i,-0.0017513+0.00038653i,-0.0018798+0.0009297i,-0.00015766+0.0025671i,-0.00039154+0.0017412i,0.0016393-0.00063246i,-0.0013086-0.0014937i,0.00069097-0.0008178i,0.0020261-0.00075208i,0.00098823-0.00053468i,0.00052586-0.0010801i,-0.0011219-0.0019867i,-0.0016057+0.00039901i,-0.00076259-0.0010164i,-0.0012032-0.0015604i,-0.00017191-0.00057446i,0.00049087+0.0007568i,0.00098965-0.00053325i,0.001203-0.00039403i,-5.6481e-05-8.3002e-05i,0.00040679+0.00024429i,-0.0027632+0.0015137i,-0.0011382-0.00071648i,0.0002269+0.00028539i,-0.00042154+0.00026385i,-0.0014858-0.00010896i,-0.0035236-0.0037359i,1.2645e-05-0.00050392i,-0.00022814-0.001001i,0.00030126-0.0003635i,-0.0012874+0.0014258i,-0.00069491-0.0029466i,-6.4209e-05-0.00016595i,0.00062484-0.00017407i,-0.0016004-0.00091315i,0.0070773-0.020853i,0.031554-0.02053i,0.041362-0.020117i,0.031397-0.03431i,0.019324-0.01362i,0.0029991-0.039096i,0.022536-0.03528i,-0.0010597-0.022796i,0.022094-0.013813i,0.017163-0.0095856i,-0.0071415-0.00011174i,0.0064574+0.0010209i,-0.0035712+0.012287i,-0.0023141+0.00013811i,0.0031375-0.00085483i,0.0079427+0.0016203i,-0.00061883-0.00045604i,0.0036504+0.0063913i,0.0036302-0.00088665i,-0.0012946-0.0064081i,-0.00061923-0.0023584i,0.0017803-0.00096012i,-0.0075761+0.00084467i,0.0024005+0.0024329i,-0.0084477-0.009943i,0.0015214+0.00016313i,0.0015942+0.0048041i,-0.0013697+0.00010951i,-0.0022109-0.0052452i,-0.002033+0.0011748i,-0.0025233+0.0022289i,-0.0034592+0.0022466i,-0.001213+0.0012529i,-0.0014412+0.0025403i,-0.0012708-0.00018454i,-0.012537-0.0011038i,0.00038367-0.00049217i,-0.0033303+0.0035316i,-0.00097814+0.0024742i,0.0049242+0.00031361i,-0.00032421-0.00014738i,0.00081007-0.0033014i,-0.0019039-0.0043989i,0.0035698+0.0016355i,0.0064397+0.00050957i,0.031044-0.023499i,-0.02253+0.031056i,0.0074619+0.032327i,-0.0028061+0.00537i,0.0042654-0.0046125i,0.0036854-0.0036991i,-0.007105+0.0073138i
-0.011381-0.014813i,-0.0042208-0.040801i,-0.021835-0.023026i,-0.0167-0.016566i,-0.036849-0.0090753i,-0.022191+0.010182i,-0.018032+0.0077431i,-0.026508-0.0036238i,-0.015717-0.01211i,-0.0010661-0.0039244i,-0.0014457+0.00038107i,-0.0010132+0.0011764i,0.0011425+0.0024518i,0.00043481+0.0016005i,0.0012429-0.0011359i,-0.0014129-0.001609i,0.0013751-0.0013477i,0.001408-0.0012815i,0.00070578-0.00080666i,0.0004624-0.0011865i,-0.0016304-0.0013626i,-0.0012205+0.00079711i,-0.0010042-0.00091219i,-0.0012-0.0016894i,-0.00045615-0.00043807i,0.00081428+0.00059199i,0.00063413-0.00077104i,0.00099657-0.00048791i,-7.1804e-05+1.5927e-05i,0.00077676+0.00019514i,-0.002+0.0023576i,-0.0012608-0.00030208i,0.00038804+0.00014744i,-0.00025292+0.00035447i,-0.0010514+0.00036645i,-0.0033337-0.0025696i,-3.2304e-05-0.00036094i,-8.5586e-05-0.00073873i,0.00026482-0.00066457i,-0.0008135+0.0018317i,-0.0013018-0.00075685i,-6.2419e-05-0.00036996i,0.000637-0.00083794i,-0.0012194-0.00079866i,0.002864-0.021871i,0.028297-0.023782i,0.037273-0.025504i,0.024301-0.036384i,0.017695-0.016285i,-0.0041556-0.036827i,0.01738-0.038945i,-0.0036524-0.023938i,0.020408-0.018559i,0.01228-0.012639i,-0.0068736+0.0032401i,0.0055623-0.0018238i,0.00042931+0.012478i,-0.0025823+0.0016112i,0.0035138-0.00092758i,0.0086285-0.001191i,-0.0011838-0.00053228i,0.0063869+0.0064323i,0.0025594-0.0011386i,-0.0026255-0.0049251i,-0.0014483-0.0018604i,0.0016585-0.0016898i,-0.0061377+0.002618i,0.0033322+0.0011794i,-0.0081844+0.0057337i,0.0017673+0.00040333i,0.0033403+0.0035692i,-0.0012309+0.0003357i,-0.0048814-0.0038492i,-0.0020836+0.0015496i,-0.0034379+0.0029658i,-0.0029271+0.0032783i,-0.00066605+0.0019251i,-0.0010652+0.0034367i,-0.0012901+0.00041381i,-0.011543+0.002882i,-0.00035089-0.00043762i,-0.0029573+0.0046431i,-0.00050351+0.002541i,0.0055734-0.0028317i,0.00011528-0.00053021i,0.00029771-0.0043535i,-0.00319-0.0040485i,0.0040109+0.0010356i,0.0070056-0.00055345i,0.026924-0.028055i,-0.014315+0.036615i,0.011283+0.029086i,-0.0043388+0.0061958i,0.0022624-0.0026462i,0.0028813-0.0034472i,-0.0073896+0.0078389i
