-0.030784-0.040246i,-0.021973-0.01868i,-0.012965-0.035751i,-0.029839-0.02014i,-0.022232-7.1297e-05i,-0.013814-0.0056963i,-0.055644-0.058454i,-0.047653-0.017481i,-0.038005-0.013462i,0.010157+0.011714i,-0.0077246+0.005444i,-0.019694+0.019121i,0.0025677+0.011425i,-0.0062066-0.0031803i,0.0002092+0.0011303i,-0.0017742+0.030064i,0.027075+0.027104i,0.0025477-0.0019658i,-0.0021705-0.0064898i,0.0079197+0.00265i,0.0027577+0.0012547i,0.00013884+0.0038518i,-0.0003573+0.00014387i,-0.037866-0.011262i,-0.00010828-0.0077324i,0.0013084+0.002222i,0.0056185+0.001499i,0.0020678+0.00042691i,0.0010916-0.00070217i,-0.00052933-0.0025564i,0.0014812-0.0027907i,-0.0027097-0.0058442i,-0.00044591-0.0045522i,0.0029386-0.00084968i,0.0045301-0.002793i,0.002194+0.029973i,0.003925-0.0034668i,0.0030005-0.0016942i,0.0085239-0.0013504i,-0.0048287-0.0025574i,-0.00011387+0.0010385i,0.009262+2.4418e-05i,0.0040706-0.0021546i,-0.0015302+0.008694i,-0.018118-0.0075046i,-0.019051+0.015115i,-0.003961-0.060896i,-0.0053048-0.027151i,-0.026524-0.032595i,-0.011358-0.02668i,0.054305-0.021009i,0.016179-0.042957i,0.022529-0.049165i,0.0050254-0.055324i,0.02606-0.021351i,0.0083579+0.0059991i,0.025057-0.034375i,-0.0081472-0.006249i,0.0038334-0.0047814i,-0.0050096-0.0072579i,-0.0018987-0.033256i,-0.018308+0.029414i,0.0084068-0.012219i,-0.0089951-0.0035489i,-0.0039891-0.0013367i,0.00054428-0.013037i,-0.011228+0.0046544i,0.0027296+0.010078i,-0.0055266+0.026752i,0.0048861+0.0027818i,-0.0053913-0.0017268i,-0.0019274-0.0020554i,-0.012255-0.0074924i,-0.00067504-0.0045632i,-0.035897+0.0010432i,0.0009239-0.010621i,-0.0082813+2.7387e-05i,-0.0068607-0.0025394i,0.0051241+0.0012951i,-0.0083473-0.00039483i,0.0019854-6.5787e-05i,0.0038357+0.0069976i,0.0043821+0.00056014i,-0.008619-0.012965i,0.0027399+0.0092998i,-0.015242+0.0051613i,0.006608-2.1156e-05i,-0.022165+0.00049846i,-0.017653+0.0057227i,-0.0091891-0.065823i,0.0076643-0.012739i,-0.04983-0.02227i,-0.021346+0.00018414i,0.017011+0.011224i,-0.022807+0.014681i,-0.018894-0.0053628i
0.021924-0.025791i,0.010077-0.015614i,0.010665-0.019463i,0.002493-0.010804i,0.00070065-0.018727i,-0.0053401-0.0041538i,0.011812-0.016848i,-0.0070324-0.013277i,-0.010139-0.0091038i,0.0045653-0.0010619i,-0.00043149-0.00056245i,-0.0013606+0.00094189i,0.002357-0.0003942i,0.00011994-0.00088298i,-0.00028243-0.0011189i,0.0020208-0.004224i,-0.005159+0.0025828i,-0.00072765-0.0006643i,4.3008e-05-3.3341e-06i,-1.0763e-05+0.0016852i,-0.00051262+0.0022435i,-0.00077957+0.00080397i,0.0011445+0.00044557i,-0.0019647+0.0033686i,6.8828e-05-0.0024791i,-0.00046218+0.00013291i,-0.00020791+0.00065948i,0.00079819-0.00067569i,0.0011395+0.00011832i,-1.7264e-05-0.0008257i,0.0016293-0.0015789i,0.0033888-0.00018484i,0.0014871+0.00033198i,0.00035923-0.00088629i,0.0025857-0.00022525i,0.0073054-0.00189i,-0.00014696+0.00039014i,-0.00011046+0.00028154i,0.00048484-0.0013888i,0.0010273-0.0014021i,0.00078906+0.0022887i,0.001584+0.0013108i,0.0012445-0.0018245i,0.0024615+0.0019258i,-0.00064817-0.027293i,0.0068365+0.0010455i,0.020058+0.004241i,0.0051032+0.0063929i,-0.0090717-0.02193i,0.0078433+0.0072031i,0.012606+0.015727i,0.0026378+0.015325i,0.018629+0.0047526i,0.0029944+0.0063428i,0.00038098-0.008531i,0.0017704-0.0029405i,0.0010354-0.0048884i,0.0085727-1.5839e-05i,0.00092245+0.0041841i,-0.0078316+0.011265i,-0.0046761-0.0061187i,0.0043494+0.0094796i,-0.0030349-0.00099397i,0.00013681+0.0018646i,-9.408e-05+0.0016927i,-0.0025271-0.0027718i,0.0050026-0.0029449i,-0.0043172-0.0013996i,0.0042984-0.00023701i,-0.0060991+0.0029216i,-0.0015559+6.2244e-05i,0.0012254-0.00096051i,-0.0051082-0.0012192i,-0.0036635-0.00090105i,-0.013351-0.0090106i,0.0036176-0.0029782i,-0.0027077-0.00063511i,-0.0010697+0.0015874i,-0.0033384+0.0027263i,0.0092113+0.0021485i,-0.0044239+0.00076679i,-0.0016308-0.0049033i,-0.0034397-0.00025241i,-0.0025113-0.0012042i,0.00322-0.0043709i,0.0034044+0.00043744i,0.0021005-0.0014635i,-0.0011594+0.006765i,0.0021799+0.0043523i,0.020706-0.0041312i,-0.024004-0.0020328i,-0.031512+0.020286i,-0.0061135+0.011328i,0.0016822+0.0029763i,0.0062333-0.0042534i,-0.012895-0.001397i
0.016914-0.027995i,0.0070631-0.01789i,0.0069032-0.020843i,0.00034369-0.010354i,-0.0032925-0.018834i,-0.0054612-0.0033175i,0.0071761-0.019787i,-0.0089803-0.011415i,-0.011407-0.0072725i,0.004176-0.0023852i,-0.00058504-0.00083015i,-0.00064417+0.0014688i,0.0018528-0.00075387i,0.00019073-0.00047264i,-0.00041059-0.0011166i,0.0011158-0.0041578i,-0.0038389+0.0040983i,-0.0010013-0.0004769i,-0.00013906-5.7871e-05i,0.00038949+0.0015921i,0.00032421+0.0023266i,-0.00047539+0.00093349i,0.0012518+2.9992e-05i,0.00011878+0.0031405i,-0.00064749-0.0021251i,-0.00028832+0.00030933i,0.00020497+0.001175i,0.00050779-0.00073036i,0.0011076-0.00013035i,-0.00017943-0.00060681i,0.00095206-0.0022369i,0.0034218-0.0013756i,0.0016792-0.00015703i,-8.0502e-05-0.00084872i,0.0029076-0.0012301i,0.0065401-0.0036164i,-4.7373e-05+0.00055136i,-8.8971e-06+0.00029725i,0.00036417-0.0011602i,0.00061488-0.0021454i,0.0015167+0.0018708i,0.0019293+0.00050853i,0.00068211-0.0016329i,0.0034417+0.0014957i,-0.0051486-0.025721i,0.0068468+0.0010486i,0.020732+0.0014192i,0.0072981+0.0028129i,-0.013764-0.017563i,0.01177+0.0038546i,0.015833+0.011311i,0.0049749+0.010735i,0.016896-0.0021027i,0.0061237+0.0022445i,-0.0024407-0.0082686i,-0.0010844-0.0034277i,-0.00089483-0.0058818i,0.0062136-0.0027618i,0.0018431+0.0035516i,-0.0023108+0.013659i,-0.0056299-0.0028358i,0.0055686+0.0072504i,-0.0032556+0.00032186i,0.0011784+0.0026785i,0.0011072+0.0016064i,-0.0041265-0.0016776i,0.0049668-0.006086i,-0.0050388-0.00023582i,0.004658-0.0022304i,-0.0040263+0.0055634i,-0.0012456-0.00057564i,0.00037542-0.0017069i,-0.004128+0.0016766i,-0.0031992+8.3881e-05i,-0.014346-0.0029379i,0.0017175-0.0035296i,-0.0024075+7.2346e-05i,-0.001415+0.0010854i,-0.0021001+0.0036178i,0.010565-0.0012067i,-0.0036461+0.0028583i,-0.0032144-0.0041523i,-0.002736+0.00042436i,-0.0027847+0.0001847i,0.00040663-0.004072i,0.003537-0.0010102i,0.0020515-0.0016164i,0.00067718+0.0062637i,0.0018298+0.0037802i,0.017992-0.0099873i,-0.022881+0.0032861i,-0.028469+0.027334i,-0.0045564+0.0090007i,0.0035683+0.0048865i,0.0045116-0.0040672i,-0.014026+0.0012474i
0.012402-0.029245i,0.0032735-0.019675i,0.0029525-0.021479i,-0.0012142-0.0094864i,-0.0072933-0.018063i,-0.0054217-0.0028409i,0.0024353-0.021393i,-0.010364-0.0095789i,-0.012478-0.0053111i,0.0032132-0.0034152i,-0.0011273-0.00086665i,0.00022209+0.0016965i,0.0013715-0.00077265i,0.00071998-0.00028767i,-0.00066151-0.0010974i,0.00035022-0.0039169i,-0.0020272+0.0048455i,-0.0013131-0.00015577i,-0.00030855+8.4143e-05i,0.00072053+0.0012619i,0.0012145+0.0017372i,-0.00030136+0.0009153i,0.0011815-0.00044389i,0.0017221+0.0020572i,-0.00088476-0.001683i,-1.1012e-05+0.0003544i,0.00094849+0.001109i,0.00016988-0.00071372i,0.0010334-0.00034422i,-0.00037177-0.00052407i,0.00011175-0.0026166i,0.0028075-0.0027012i,0.0015181-0.00090762i,-0.00036833-0.00060449i,0.0025953-0.002661i,0.0054172-0.0052655i,0.00026263+0.00065032i,6.7825e-05+0.0002951i,0.00018139-0.0012396i,-0.00022061-0.0025401i,0.0021262+0.0011503i,0.0018661-0.0002418i,0.00032714-0.0014513i,0.0039933+0.00044288i,-0.0087866-0.023759i,0.0086192+0.0010828i,0.021588-0.0016473i,0.0077973-0.00072066i,-0.016015-0.0125i,0.014846-0.00080763i,0.017459+0.0066518i,0.0066086+0.0071091i,0.013609-0.0062986i,0.0071765-0.00095805i,-0.0052038-0.0067234i,-0.0038221-0.0021515i,-0.0042145-0.0061228i,0.0031412-0.0037895i,0.0021504+0.0027222i,0.0024445+0.013311i,-0.0050482-0.00028037i,0.0057132+0.0048931i,-0.0030047+0.0024713i,0.0024612+0.0027234i,0.0016912+0.00099051i,-0.0049419+0.00027242i,0.0032728-0.007885i,-0.00463+0.0012137i,0.0041412-0.0039299i,-0.00023569+0.0062318i,-0.0017591-0.0010612i,-0.0005314-0.0015477i,-0.002493+0.0030047i,-0.0022347+0.00080359i,-0.013201+0.0022989i,0.00077703-0.0038293i,-0.0018611+0.0005983i,-0.0013187+0.0016137i,-0.00029203+0.0035769i,0.010143-0.0053394i,-0.0019262+0.0040784i,-0.0044174-0.0027663i,-0.0023328+0.00057306i,-0.0022132+0.0010785i,-0.00027942-0.0026942i,0.0026639-0.0021397i,0.0023509-0.0018903i,0.00080152+0.0045624i,0.0016471+0.0036312i,0.015352-0.01362i,-0.019879+0.0068416i,-0.022387+0.033341i,-0.0045978+0.0072138i,0.0062687+0.0046721i,0.0027745-0.0028941i,-0.013468+0.0040058i
0.0080393-0.030262i,-0.00095526-0.020108i,-0.00087616-0.021632i,-0.0020201-0.0089723i,-0.011016-0.015989i,-0.0055634-0.002565i,-0.0027258-0.021574i,-0.011288-0.0077241i,-0.012844-0.0029334i,0.0020157-0.0039999i,-0.0017853-0.00018733i,0.0010712+0.001147i,0.0012626-0.0005899i,0.001085-0.00079472i,-0.00094884-0.00086134i,-0.00035452-0.0035054i,-0.00048614+0.004708i,-0.0014836+0.00049108i,-0.00026264+0.0004576i,0.00085462+0.00079868i,0.0014515+0.00081322i,-0.00033484+0.00096981i,0.00083202-0.00081758i,0.0026031+4.6544e-05i,-0.00103-0.0014915i,0.00011888+0.00023446i,0.0012507+0.00067383i,-2.1147e-06-0.00062641i,0.00096052-0.00064332i,-0.00066184-0.00027818i,-0.00091951-0.0027226i,0.001604-0.003506i,0.0010653-0.001459i,-0.00049581-0.00048536i,0.0013479-0.0041286i,0.0038838-0.0066783i,0.00072577+0.00042154i,0.00021644+0.00033051i,-5.2579e-05-0.0012474i,-0.0011784-0.0026462i,0.0023399+0.00030188i,0.0016197-0.00062776i,-5.1831e-05-0.0012979i,0.0040219-0.00031664i,-0.011684-0.021569i,0.01121-0.0012054i,0.022222-0.0052135i,0.0076733-0.0035276i,-0.015442-0.0072869i,0.015914-0.0073272i,0.018016+0.0022571i,0.0076458+0.0028073i,0.011019-0.0089603i,0.0084198-0.0041521i,-0.006681-0.0040813i,-0.0054919+0.00040768i,-0.0080029-0.0049836i,0.0008354-0.0036107i,0.0021471+0.0023383i,0.0061942+0.011956i,-0.0039232+0.0015039i,0.0049223+0.0026403i,-0.00043278+0.0042261i,0.0037282+0.0021962i,0.0023716+0.00046932i,-0.0046452+0.0025017i,0.00094765-0.0092394i,-0.0039696+0.0020873i,0.0029242-0.0057748i,0.0024965+0.0043139i,-0.0027664-0.0010165i,-0.00089728-0.0012318i,-0.00084891+0.0039246i,-0.0013503+0.00095084i,-0.010141+0.0066262i,-0.00067445-0.0044719i,-0.0010782+0.00070673i,-0.0010473+0.0015283i,0.0008931+0.0026398i,0.0079654-0.0095819i,0.00053315+0.0043432i,-0.0046052-0.00096669i,-0.0024067+0.00071931i,-0.0017335+0.0016178i,-0.00042355-0.0020994i,0.0016102-0.0023334i,0.0026315-0.0026227i,0.00034277+0.0043107i,0.0018206+0.0039172i,0.012067-0.016959i,-0.017574+0.0073259i,-0.014035+0.036105i,-0.0048014+0.0071085i,0.007716+0.0036315i,0.0025255-0.0012863i,-0.011957+0.005787i
0.0033369-0.030719i,-0.0049198-0.019183i,-0.0048712-0.021068i,-0.0031513-0.009029i,-0.013517-0.013376i,-0.0058914-0.0023804i,-0.0072208-0.02i,-0.011945-0.0059989i,-0.012386-0.00066783i,0.00055938-0.0039392i,-0.0017886+0.00082321i,0.0013469+0.0004912i,0.0014181-0.0006329i,0.00054032-0.00095964i,-0.001059-0.00046636i,-0.00097824-0.0029481i,0.0007064+0.0044872i,-0.001059+0.0011629i,-1.4791e-05+0.00056985i,0.0006508+0.00044524i,0.0012875+9.2945e-05i,-7.131e-05+0.0010552i,0.00048359-0.00095896i,0.0017579-0.0018106i,-0.0014882-0.0013955i,0.00013171+0.00012353i,0.001425+0.00029637i,-5.3161e-05-0.00048621i,0.00065682-0.00094144i,-0.00071243+0.00021309i,-0.0020315-0.0022823i,0.00039986-0.0038256i,0.00028997-0.0017543i,-0.00061982-0.00026571i,-0.00085597-0.0043873i,0.002077-0.0076103i,0.00077841-2.6662e-05i,0.00039458+0.00013323i,-0.00029676-0.0010826i,-0.0022945-0.0022606i,0.0022292-0.00061241i,0.0013245-0.0010004i,-0.00037482-0.0011097i,0.0040826-0.00098861i,-0.01389-0.01959i,0.012245-0.0051561i,0.022315-0.0093288i,0.0075808-0.0070528i,-0.012465-0.0031587i,0.014172-0.014415i,0.017803-0.0015645i,0.0068517-0.0012374i,0.0077893-0.010417i,0.0087695-0.0080203i,-0.0068886-0.0023294i,-0.0055923+0.0035846i,-0.011716-0.0015302i,-0.00088642-0.0028814i,0.0022555+0.0022521i,0.0095032+0.0096078i,-0.0024602+0.0024744i,0.0032488+0.0016289i,0.0024241+0.0029494i,0.0052087+0.00087896i,0.0028526-0.00057702i,-0.0031407+0.0048255i,-0.0023768-0.010379i,-0.0035332+0.0032546i,0.0010534-0.007107i,0.002862+0.0024911i,-0.0036772-5.7221e-05i,-0.0012445-0.00095397i,0.0019303+0.0038565i,-0.0010266+0.00041579i,-0.0056157+0.0087826i,-0.0032175-0.0041861i,-0.00062909+0.00029228i,-0.00069181+0.0013929i,0.0012866+0.0013558i,0.0040578-0.012726i,0.0027933+0.0030498i,-0.0037645+0.00016215i,-0.0022406+0.0011086i,-0.00093215+0.0026522i,-0.00097318-0.0014466i,0.0008106-0.0021932i,0.0021294-0.0036459i,0.00030831+0.0046369i,0.0024101+0.0039681i,0.0078068-0.019141i,-0.018665+0.0073985i,-0.0069779+0.034953i,-0.0039851+0.0067574i,0.0087955+0.0021842i,0.0032051-0.00068445i,-0.010182+0.0066952i
-0.00090942-0.030307i,-0.0080943-0.017586i,-0.0084489-0.019607i,-0.0045495-0.0086165i,-0.015753-0.01098i,-0.0064187-0.0021138i,-0.010249-0.017977i,-0.012505-0.0044256i,-0.011403+0.0010107i,-0.00032072-0.0033207i,-0.0011247+0.0016317i,0.001327+2.5842e-05i,0.0014239-0.0008603i,0.0003753-0.00062364i,-0.0009911-0.00019965i,-0.0014041-0.002162i,0.0019668+0.004003i,-0.00043805+0.0012954i,0.0002321+0.00061742i,0.00049241+0.00044248i,0.00095634-0.00046721i,0.00012565+0.00092673i,0.00010633-0.0010845i,0.00045079-0.0029013i,-0.0021264-0.00089417i,4.3206e-05+0.00017809i,0.0016419-0.00021597i,-0.00017151-0.00045518i,0.00026749-0.00099391i,-0.00048823+0.00057328i,-0.00283-0.0013658i,-0.0011059-0.0037435i,-0.00045539-0.0015535i,-0.00051464+1.0461e-05i,-0.0023428-0.0034413i,5.0035e-05-0.0081013i,0.00066044-0.00011719i,0.00036545-4.1931e-05i,-0.000478-0.00098433i,-0.0032552-0.0013211i,0.0017456-0.0013272i,0.0010379-0.0013219i,-0.0006099-0.00067311i,0.0038911-0.0019951i,-0.016076-0.017951i,0.011533-0.0092786i,0.02132-0.013837i,0.0052894-0.011013i,-0.0078076-0.00267i,0.0089566-0.01998i,0.017515-0.0048361i,0.0056082-0.0036077i,0.0056413-0.0096938i,0.0076565-0.01207i,-0.0072317-0.00070771i,-0.0036423+0.0063842i,-0.013454+0.003792i,-0.0023845-0.0019572i,0.0025971+0.002288i,0.011223+0.0060728i,-0.00086034+0.0024014i,0.0020222+0.0013876i,0.0025019+0.00087911i,0.0054788-0.0015479i,0.0026174-0.002272i,3.9234e-05+0.0058982i,-0.0070277-0.008596i,-0.0021977+0.0051165i,-0.0021787-0.007393i,0.0037598+0.0015526i,-0.0040596+0.0015412i,-0.0014059-0.00055551i,0.0046517+0.00080944i,-0.00089794+2.715e-05i,-0.00065955+0.0080077i,-0.0053066-0.0021011i,-0.00062247-0.00017086i,-0.00091855+0.0011788i,0.0012667+0.00040887i,-0.0012275-0.014124i,0.0039109+0.00072686i,-0.0033441+0.00058868i,-0.0020935+0.0015491i,0.00097214+0.0028216i,-0.00067097-0.0003901i,0.00024098-0.0017722i,0.0010081-0.0045054i,0.00044546+0.0049631i,0.0028361+0.0036659i,0.0034105-0.019287i,-0.0199+0.010495i,-0.001864+0.033037i,-0.0035112+0.0055329i,0.009527+0.00017503i,0.0035829-0.00088369i,-0.0086567+0.0065197i
-0.0049043-0.029672i,-0.010501-0.015533i,-0.011452-0.017648i,-0.0056522-0.007909i,-0.017616-0.0078062i,-0.0070864-0.0015973i,-0.012701-0.016349i,-0.012982-0.0026691i,-0.0103+0.0018378i,-0.00066789-0.0026849i,-0.00023883+0.0020566i,0.0011642-0.00023089i,0.0013794-0.0010466i,0.00060961-0.00055216i,-0.00088822+2.0578e-05i,-0.0014681-0.0013335i,0.0028594+0.0030811i,1.8852e-05+0.0012344i,0.00053184+0.00055556i,0.00054708+0.00052782i,0.00042663-0.00074869i,0.00013771+0.000938i,-0.00031973-0.00093557i,-0.00072063-0.0029739i,-0.0022467-6.8553e-05i,0.00015426+0.00026688i,0.0014062-0.00084105i,-0.0002151-0.00031826i,-8.2675e-06-0.00095121i,-0.00015084+0.00077758i,-0.0031469-0.00027665i,-0.0024242-0.0028964i,-0.00087916-0.0011453i,-0.00032268+0.00010576i,-0.0032386-0.0024885i,-0.0021053-0.0078163i,0.00080782-0.00025996i,0.00032073-6.8555e-05i,-0.0008018-0.0008059i,-0.0038252-3.016e-05i,0.0011297-0.0017999i,0.00056252-0.0015476i,-0.00062625-0.00017145i,0.0033071-0.0027617i,-0.018652-0.015841i,0.0093609-0.012694i,0.019023-0.018065i,0.0015028-0.013253i,-0.0054548-0.0053959i,0.0028296-0.022491i,0.017423-0.008606i,0.0051256-0.0058881i,0.0057765-0.0093844i,0.0059355-0.015158i,-0.0078269+0.00066553i,-0.00072724+0.0075093i,-0.012127+0.010241i,-0.0034175-0.00069353i,0.0030074+0.0019784i,0.011709+0.003065i,-5.6985e-05+0.0016726i,0.00062858+0.001909i,0.0022946+0.00021028i,0.0040442-0.0037332i,0.0011304-0.0034278i,0.0029505+0.0047562i,-0.0093121-0.0040575i,0.00077194+0.0055719i,-0.0048341-0.0057222i,0.0041384-0.00030038i,-0.0034993+0.0034074i,-0.0014341-0.00027265i,0.0039491-0.0029458i,-0.0012263+6.745e-05i,0.0020491+0.0049389i,-0.005506+0.00027564i,-0.0010514-0.00065565i,-0.0011016+0.0016117i,0.00085474-0.00040689i,-0.0069805-0.012704i,0.0033372-0.0017308i,-0.0031487+0.0011251i,-0.001666+0.0023285i,0.0023836+0.0019049i,8.5873e-06-0.00072622i,5.0498e-05-0.00099899i,-0.00016943-0.0047674i,0.00042175+0.005748i,0.0033097+0.003263i,0.00090903-0.018603i,-0.01972+0.014397i,0.0023962+0.030766i,-0.0040168+0.0037227i,0.0086773-0.0025998i,0.0033418-0.00082788i,-0.0081752+0.0057392i
-0.0091421-0.028668i,-0.01222-0.01353i,-0.014111-0.015336i,-0.0066164-0.0074292i,-0.018562-0.0043354i,-0.0078051-0.00082086i,-0.015223-0.014466i,-0.013037-0.00069935i,-0.0094726+0.0022896i,-0.00080979-0.0022723i,0.00075642+0.0021023i,0.0010846-0.00049127i,0.0013346-0.0012496i,0.00068365-0.00073408i,-0.00074214+0.00017109i,-0.0010969-0.00072621i,0.0034039+0.0021409i,0.00046563+0.0010795i,0.00077915+0.00026463i,0.00076722+0.00048386i,-0.00036185-0.00052377i,0.00046857+0.00096596i,-0.00056728-0.00066566i,-0.0015921-0.0026191i,-0.0020059+0.0006963i,0.00022827+0.00021865i,0.00075825-0.0011796i,-0.0001859-0.00027377i,-0.00029276-0.00081998i,0.00015962+0.00076347i,-0.0031593+0.00090001i,-0.0030441-0.0015951i,-0.00098119-0.00067558i,-0.00020637+6.6836e-05i,-0.0039563-0.0012536i,-0.0039017-0.0065413i,0.00067533-0.00060238i,0.00028812-5.6676e-05i,-0.00088754-0.00030135i,-0.0038081+0.0013417i,0.00029909-0.0019291i,-2.2801e-05-0.0017352i,-0.00036024+0.00022112i,0.0026056-0.0029942i,-0.02083-0.012963i,0.0060168-0.014912i,0.015783-0.021341i,-0.0024834-0.013617i,-0.0057032-0.0075728i,-0.00354-0.023271i,0.016617-0.013174i,0.0039903-0.0087209i,0.0060191-0.010728i,0.0033896-0.018471i,-0.0085168+0.0026471i,0.0020797+0.0069884i,-0.0074977+0.014911i,-0.0038525+0.00063307i,0.0031535+0.0016216i,0.011813+6.7637e-05i,0.00011662+0.0011979i,0.00041003+0.0032866i,0.0026684-0.0007646i,0.0020208-0.0043429i,-0.00031825-0.0035427i,0.0045179+0.0028451i,-0.0091743+0.0001289i,0.0031958+0.0042162i,-0.0064973-0.0035181i,0.0031299-0.0019544i,-0.001725+0.0047698i,-0.001713-3.3284e-05i,0.0013162-0.0052351i,-0.0015224+0.00037159i,0.0023704+0.001934i,-0.0048747+0.0023179i,-0.0018539-0.00068068i,-0.00087598+0.0017504i,2.5259e-05-0.0006573i,-0.0108-0.0090661i,0.0017432-0.0031565i,-0.0026744+0.0015421i,-0.0007358+0.0027079i,0.0031214+0.00042765i,-0.00038821-0.00079838i,0.000682-0.00062138i,-0.0012473-0.0046032i,0.0019852+0.0069624i,0.0035767+0.0028361i,-0.0017189-0.018253i,-0.018698+0.018591i,0.0059865+0.028142i,-0.0059601+0.0027905i,0.0059262-0.0040217i,0.0036715-0.0010572i,-0.0087516+0.0053616i
-0.013217-0.02662i,-0.013674-0.011948i,-0.016059-0.012456i,-0.0077416-0.0068428i,-0.018919-0.0011716i,-0.008325+0.00036215i,-0.017329-0.012205i,-0.01262+0.001052i,-0.0091163+0.0025448i,-0.000858-0.0019443i,0.0017283+0.0016044i,0.0010666-0.00051639i,0.0011591-0.0014556i,0.00062603-0.00080926i,-0.00066688+0.00025123i,-0.00060031-0.00074213i,0.0040007+0.0011654i,0.00078583+0.00076892i,0.00074943-0.00017605i,0.0010272+0.00041099i,-0.00056084+1.6688e-05i,0.00091101+0.00070106i,-0.00059532-0.0004349i,-0.0020709-0.0023301i,-0.0016092+0.0012166i,0.00033988+0.00016878i,0.00028249-0.00099999i,-0.00025476-6.6226e-05i,-0.00053304-0.00059301i,0.00052512+0.00074979i,-0.0026643+0.0021444i,-0.003138-0.00048787i,-0.0010447-0.00035846i,-0.00019122+0.00015062i,-0.0041015+0.00034188i,-0.0049356-0.0048655i,0.00033897-0.00073791i,0.00024653-4.4482e-05i,-0.00060887-4.0527e-05i,-0.0032187+0.0027052i,-0.00027513-0.0017148i,-0.00049191-0.001575i,9.1808e-05+0.00035663i,0.002285-0.0031365i,-0.022235-0.0097328i,0.0029784-0.014952i,0.012339-0.023719i,-0.0060723-0.012791i,-0.0072353-0.0085813i,-0.010055-0.021235i,0.014309-0.017884i,0.0024563-0.011195i,0.0055213-0.012079i,-0.00088164-0.02064i,-0.0085772+0.0054647i,0.0040815+0.0053903i,-0.0018005+0.016982i,-0.004143+0.0021644i,0.0034285+0.0016656i,0.010774-0.0028731i,0.00011708+0.00074526i,0.0015042+0.0048351i,0.0020559-0.0018922i,0.00084892-0.0039308i,-0.0017178-0.0030717i,0.0050639+0.00084741i,-0.0070668+0.0031897i,0.004742+0.0021174i,-0.0070311-0.00058218i,0.0015882-0.0023429i,0.00057337+0.0048066i,-0.0017046+0.00057811i,-0.0015524-0.0057793i,-0.0015593+0.00040469i,0.001027+0.0003209i,-0.0036343+0.0037359i,-0.0025975+0.00014486i,-0.00087234+0.0019728i,-0.00051774-0.00036039i,-0.012783-0.0046563i,-0.00020171-0.0036392i,-0.0023346+0.001758i,0.00014455+0.0026164i,0.0031247-0.0011414i,-0.0002544-0.00061204i,0.0013509-0.001014i,-0.0025956-0.0047386i,0.003868+0.006685i,0.0038993+0.0024591i,-0.0036119-0.017457i,-0.015712+0.023926i,0.0086224+0.025532i,-0.0080816+0.0034171i,0.0032497-0.0030732i,0.0035161-0.0018559i,-0.0095241+0.0057086i
-0.016353-0.024048i,-0.015561-0.01063i,-0.017245-0.009944i,-0.0087895-0.0058663i,-0.018773+0.0024287i,-0.0083575+0.0017698i,-0.019092-0.0096212i,-0.012027+0.002495i,-0.0091485+0.0030232i,-0.00072907-0.0019713i,0.0022923+0.00070599i,0.0011908-0.00086115i,0.0010321-0.001563i,0.00086801-0.0013366i,-0.00057749+0.00036128i,-0.00045283-0.00099734i,0.004275-0.00023784i,0.00082159+0.00045572i,0.00057082-0.00049844i,0.0014298+0.00010861i,-0.00048655+0.00040844i,0.00098108+0.00023824i,-0.00065707-0.00027697i,-0.0024438-0.0022712i,-0.0011566+0.0015689i,0.00044481+3.09e-05i,-4.0072e-06-0.00082842i,-0.00025784+0.00014155i,-0.00063785-0.00026229i,0.00092942+0.0005416i,-0.0016973+0.0030875i,-0.0030275+0.00061691i,-0.00092435-0.00010742i,-5.868e-05+0.00018882i,-0.0034698+0.0016453i,-0.0053555-0.0032904i,0.00020019-0.00070409i,0.0004118+4.34e-05i,-0.00048216-9.8364e-05i,-0.0019838+0.0035864i,-0.00065934-0.0014409i,-0.0009066-0.0013969i,0.00047005+0.00012029i,0.0020804-0.0035593i,-0.023065-0.0064034i,0.001521-0.014548i,0.008749-0.025395i,-0.0090733-0.010414i,-0.0081164-0.008244i,-0.015045-0.016324i,0.010576-0.022075i,0.00079384-0.013849i,0.0051512-0.013769i,-0.0053834-0.020658i,-0.0069921+0.008911i,0.0050745+0.0033787i,0.0035878+0.016289i,-0.0036998+0.0037728i,0.0044427+0.0013336i,0.008926-0.0054731i,-6.615e-05+0.00047431i,0.0036427+0.0050324i,0.0011499-0.0018661i,0.00012516-0.0037296i,-0.002642-0.0022197i,0.005014-0.0010346i,-0.0050453+0.0046056i,0.0050563-0.00047675i,-0.0063183+0.0021425i,0.0010958-0.0017703i,0.0022181+0.0037894i,-0.0013281+0.00090775i,-0.0043333-0.0048896i,-0.0017822+0.00070421i,6.2424e-05+0.00074084i,-0.0019916+0.0044644i,-0.0024661+0.0012387i,-0.00063319+0.0027857i,-0.00053131-0.00014933i,-0.01319-0.00039301i,-0.0021177-0.003132i,-0.0022685+0.0022596i,0.00069933+0.0024512i,0.0025397-0.0030779i,-0.00014604-0.001082i,0.0014856-0.0017656i,-0.0041346-0.003814i,0.0056247+0.0056527i,0.0043943+0.0020472i,-0.0053009-0.016612i,-0.0093421+0.027193i,0.011296+0.022599i,-0.0096165+0.004934i,0.0020034-0.0013516i,0.0027478-0.0019948i,-0.010068+0.0066939i
