-0.023662-0.037839i,-0.012219-0.04986i,-0.018085-0.044027i,-0.030618-0.035169i,-0.029999-0.015957i,-0.050595-0.027424i,-0.057559-0.024588i,-0.044099-0.036948i,-0.027253-0.033557i,0.0086406+0.011825i,-0.0061617+0.01506i,-0.0046977+0.014278i,0.0093443+0.020458i,0.00024683+0.0044783i,0.0034899+0.0031944i,0.006809+0.017955i,0.026123+0.039839i,-0.0024913-0.0014957i,-0.0049586-0.0059512i,0.0065324+0.0012336i,-0.00033041-0.00092576i,-0.00060516+0.0010625i,0.00029051-0.00025298i,-0.030056-0.0029454i,-0.0022153-0.006542i,0.001463+0.00409i,0.0036024-0.0005725i,-0.00070459+0.0009208i,0.00056062-0.00046222i,-0.00095916-0.0026356i,-0.0019208-0.0059452i,-0.0043132-0.0044821i,-0.0024666-0.0047061i,0.0022904-0.00020607i,0.0020221-0.0031508i,0.00041048+0.027196i,0.0014721-0.0030837i,0.0025967+0.00078823i,0.0055209+0.0012063i,-0.010431-0.0033055i,-0.0033691+0.00039179i,0.0061788+0.00028076i,0.0055763+5.3466e-05i,-0.0031205+0.0049747i,0.001221-0.0090762i,-0.011727+0.018014i,0.035176-0.091039i,0.012148-0.070331i,-0.015673-0.059874i,-0.016171-0.05544i,0.039491-0.046181i,0.016652-0.062436i,0.034397-0.055704i,0.029117-0.060295i,0.015239-0.014507i,0.0044611+0.016493i,0.016782-0.026135i,-0.011692+0.0056051i,-0.0001994+0.0054i,-0.0048016-0.001557i,-0.002435-0.028827i,-0.024116+0.031582i,0.010304-0.011254i,-0.013226-0.0022856i,-0.00012434-0.0050134i,-0.0015246-0.016269i,-0.0073462+0.0042981i,0.005415+0.0068683i,-0.0076514+0.030754i,0.0050377+0.0063866i,-0.0053943-0.00042412i,-0.0033838-0.00054838i,-0.012811-0.0072895i,-0.00035934-0.0043351i,-0.034918-0.0097547i,-5.478e-05-0.010093i,-0.0094877-0.0018819i,-0.0069351-0.0025466i,0.0069594+0.0024944i,-0.0075737+0.0010823i,2.0185e-05+0.00047085i,0.0063482+0.010612i,0.0039487+0.0013067i,-0.0091041-0.0092414i,0.0032237+0.0082979i,-0.019507+0.0053773i,0.0088849+0.00088042i,-0.029404-0.003293i,-0.042269+0.0019451i,0.017153-0.091701i,-0.0021228-0.012624i,-0.054106-0.02213i,-0.022966-0.0002938i,0.017756+0.010853i,-0.024815+0.013355i,-0.017226-0.011658i
0.013638-0.0096345i,0.043236-0.012759i,0.022522-0.026748i,0.010861-0.021384i,0.013732-0.03987i,-0.018331-0.02248i,-0.0086726-0.014453i,-0.0032456-0.02745i,0.0066157-0.017144i,0.0041846-0.0011149i,0.0014448-0.0047895i,-3.0896e-05-0.005109i,-0.00071247-0.0057879i,-0.00088717-0.0026611i,-0.0010863+0.00095476i,0.0015165-0.0027571i,-0.0034369+0.0020596i,-0.00015312+0.00074016i,0.00025649+0.00033124i,0.00065861+0.0023088i,0.0013597+0.001882i,0.0010598-0.0011241i,0.0019582+0.00046811i,-0.0011497+0.0027801i,-0.00077355+0.00038519i,-0.0005809+0.00045826i,-0.001428+8.4138e-05i,-0.00058395+0.00063644i,5.4811e-06+8.4009e-05i,-0.00028617-0.00035594i,0.0023527-0.0017145i,0.001519-5.4539e-05i,0.00033505-0.00075212i,0.00048445-0.0010029i,0.00079228+0.0005162i,0.0073204+0.002552i,2.6758e-05+3.3116e-05i,-0.00062457+0.00056035i,-0.00023478-0.00031908i,0.00044169+0.00046389i,0.00033932+0.00085501i,0.00093547+0.00057211i,0.00038691-0.0028639i,-0.00027666-0.0031679i,0.017792+0.0046677i,0.029366+0.039588i,0.035051+0.039554i,0.046627+0.028624i,0.015711-0.0010165i,0.035837-0.00033612i,0.036866+0.012039i,0.014087+0.0073092i,0.030397+0.022435i,-0.0038786+0.033798i,0.0064083-0.0045324i,0.0046521-0.0032925i,0.0064638-0.0040112i,0.0078286+0.0038682i,0.0039281+0.0065973i,-0.0062552+0.0047309i,-0.0039557-0.0056656i,0.0041584+0.013374i,-0.003871+0.00052602i,-0.00025692+0.0053257i,-0.00049994+0.0014092i,0.0026699-0.0031799i,0.0068692-0.0011893i,-0.0027117-0.00090984i,0.0042742-0.002019i,-0.0058088-0.00021894i,-0.0016234+0.00029419i,0.00036376-1.9787e-05i,-0.0050036-0.002914i,-0.0039817-0.0020483i,-0.0068382-0.0090661i,0.0032409-0.0017534i,-0.0053229+0.0016545i,-0.0016686+0.0011624i,-0.0038249+0.0027016i,0.0070745+0.00044193i,-0.0073003-0.0016645i,-0.0041908-0.0073316i,-0.0026991-0.0012296i,-0.0061454-0.0011671i,0.0041113-0.0032052i,0.0060643+0.0010446i,0.00295-0.0014739i,0.0053669+0.0074724i,0.0063411+0.0055348i,0.041549+0.025064i,-0.031795-0.0046016i,-0.035727+0.017961i,-0.010152+0.019754i,0.0022855+0.0021133i,0.010474-0.0042597i,-0.011636+0.00010111i
0.011234-0.011497i,0.040006-0.019844i,0.01721-0.029844i,0.0069726-0.021915i,0.0055318-0.041625i,-0.020792-0.018808i,-0.011463-0.013547i,-0.007602-0.02596i,0.0035239-0.017847i,0.0040438-0.002178i,0.00012048-0.005194i,-0.0010893-0.004459i,-0.0024366-0.0048129i,-0.0015028-0.0021204i,-0.00061059+0.0011442i,0.0012105-0.0029645i,-0.0020671+0.0029823i,-0.00045402+0.0006045i,0.00017323+0.00030466i,0.001301+0.0019506i,0.002058+0.0015342i,0.00082079-0.0012081i,0.0019556-0.0001484i,0.0008076+0.0026228i,-0.0004317+0.00060826i,-0.00021054+0.00048034i,-0.0012552+0.00091643i,-0.00022501+0.00068771i,-7.5395e-05-0.00025481i,-7.9339e-05+3.4904e-05i,0.0014142-0.0026014i,0.00154-0.00056325i,0.00016092-0.00074127i,8.6074e-05-0.00098712i,0.0013486+0.00016691i,0.0057236-0.0038873i,1.4452e-05+0.00020337i,0.0069159-0.002281i,-9.4371e-06+4.6751e-05i,0.00044007-9.4525e-05i,0.00058862+0.00066881i,0.0011189+0.00020922i,-0.00058577-0.0023368i,0.00021515-0.0028112i,0.018341+0.0022715i,0.034688+0.034743i,0.039992+0.03308i,0.050037+0.020001i,0.012945-0.00040541i,0.036232-0.0063469i,0.038802+0.0052633i,0.015615+0.0013884i,0.031121+0.011683i,0.003786+0.030404i,0.0046184-0.0053312i,0.00075902-0.0035619i,0.0040745-0.0065797i,0.0070582+0.0010288i,0.0053987+0.0049921i,-0.0032624+0.0071516i,-0.0045218-0.0025019i,0.0059087+0.011121i,-0.0039184+0.0014331i,0.002652+0.0058541i,0.00037159+0.0016441i,0.0004433-0.0035814i,0.0071857-0.0050165i,-0.0031217-0.00036432i,0.0036674-0.0033903i,-0.0050111+0.0027875i,-0.0016338-7.2652e-05i,0.0001095-0.00062903i,-0.0047662+0.00026499i,-0.0040872-0.00096135i,-0.0086727-0.0058737i,0.0018999-0.0026483i,-0.0036851+0.0030797i,-0.0017366+0.0008302i,-0.002454+0.0038254i,0.0080353-0.0027341i,-0.0069354+0.0014524i,-0.0067826-0.005772i,-0.002398-0.00066013i,-0.0056585+0.00082485i,0.0017367-0.0039932i,0.0064261-0.0020778i,0.0027706-0.0018317i,0.0067676+0.005148i,0.0056519+0.0046922i,0.042289+0.015922i,-0.030907+0.0019573i,-0.033914+0.025552i,-0.0067628+0.018167i,0.0033832+0.004764i,0.0074908-0.0062319i,-0.013126+0.0025548i
0.0092633-0.013077i,0.035192-0.026434i,0.011482-0.031513i,0.0036087-0.02172i,-0.002912-0.041792i,-0.022625-0.015131i,-0.014035-0.012057i,-0.011281-0.024096i,0.00017645-0.018101i,0.003476-0.0031331i,-0.0015058-0.0050148i,-0.0018739-0.0036499i,-0.0036037-0.0032985i,-0.0017918-0.0013955i,-0.00035622+0.0011235i,0.00080682-0.0031879i,-0.00042088+0.0031024i,-0.00063058+0.001269i,0.00012522+0.00044353i,0.0017603+0.00123i,0.0026827+0.0006665i,0.00053554-0.0014881i,0.0017393-0.00081045i,0.0021419+0.001564i,8.3527e-05+0.00061732i,2.5664e-05+0.00030414i,-0.00058296+0.0013976i,-0.00023103+0.0008371i,0.00043065+3.3604e-05i,0.00012283+0.0001316i,0.00020647-0.0030025i,0.0013141-0.0010903i,-0.00013557-0.00073885i,-0.00029134-0.00085357i,0.0015271-0.00071954i,0.0045011-0.0041656i,0.00027577+0.00026696i,0.001769+0.0023001i,0.00020797-7.3329e-05i,0.00015719-0.00043474i,0.0007685+0.00031926i,0.0010537-0.00046454i,-0.00090885-0.0015914i,0.00018383-0.0032179i,0.018689-0.0004577i,0.040781+0.027933i,0.044284+0.025959i,0.051664+0.010848i,0.011713+0.00053914i,0.035997-0.012579i,0.038957-0.0011329i,0.016023-0.0038516i,0.028656+0.0040988i,0.0090968+0.027004i,0.0023295-0.0055397i,-0.0021909-0.0017521i,0.00029456-0.0078951i,0.00531-0.00071031i,0.0058527+0.0030464i,-0.00033218+0.0077214i,-0.0035843-0.00061591i,0.0065642+0.00872i,-0.0036398+0.0035342i,0.0055554+0.0049618i,0.001+0.0012651i,-0.0011025-0.0026777i,0.0056544-0.0074431i,-0.0029836+0.00045176i,0.0030133-0.0041136i,-0.0023032+0.0042243i,-0.0022436-0.00017307i,-0.00040742-0.0006471i,-0.0032883+0.0018648i,-0.0034676+0.00032488i,-0.0095082-0.0025427i,0.0010166-0.0032766i,-0.0020985+0.0034101i,-0.0017741+0.0013063i,-0.00068005+0.0036826i,0.0069699-0.0063991i,-0.0053847+0.0037613i,-0.0083638-0.0027436i,-0.0022862-0.00047031i,-0.0047203+0.0020702i,0.00035078-0.003702i,0.0049767-0.0043673i,0.0029576-0.0022616i,0.0061893+0.0020859i,0.0053244+0.0046046i,0.042378+0.0088153i,-0.028089+0.0074028i,-0.028459+0.032641i,-0.0050439+0.016708i,0.0062386+0.0055797i,0.0044024-0.0053005i,-0.012667+0.0052873i
0.007118-0.014874i,0.029309-0.031362i,0.006239-0.032489i,0.00099683-0.021679i,-0.011122-0.03969i,-0.023953-0.011439i,-0.016512-0.0098898i,-0.014657-0.021794i,-0.0025945-0.01741i,0.0026046-0.0038681i,-0.0029044-0.0037789i,-0.0021926-0.0029716i,-0.0039258-0.0015827i,-0.0018984-0.00098595i,-3.3865e-05+0.0013368i,0.00025918-0.0032823i,0.0006805+0.0024971i,-0.00024931+0.0018822i,0.00041031+0.00072897i,0.0018818+0.00040588i,0.0027262-0.00043882i,-0.00010131-0.0016891i,0.0012499-0.0012297i,0.0026196-0.0003789i,0.00036199+0.00033368i,-7.2832e-05+0.00016165i,4.5328e-05+0.0014174i,3.4914e-05+0.0010289i,0.00047703-9.8043e-05i,0.00023943+8.9168e-05i,-0.00094265-0.0028311i,0.00084707-0.001495i,-0.00034672-0.0006156i,-0.00053592-0.000654i,0.0010551-0.0016742i,0.0033385-0.0050156i,0.00050637+5.9718e-05i,0.0022789+0.0012058i,0.00024541-0.00020416i,-0.00029058-0.0007297i,0.00081487+0.00023529i,0.0004976-0.00064183i,-0.0010406-0.0010409i,-0.00027693-0.0031892i,0.018785-0.0036256i,0.045225+0.018281i,0.047502+0.017811i,0.051583+0.0027528i,0.012286+0.0019929i,0.034254-0.019907i,0.038434-0.0077013i,0.015236-0.0093881i,0.02603-0.001265i,0.01486+0.022764i,0.00067971-0.0048295i,-0.0035813+0.00099802i,-0.004117-0.0077007i,0.0037286-0.0015741i,0.0055892+0.0016761i,0.0021384+0.007269i,-0.0024973+0.00042503i,0.0065533+0.0061313i,-0.0010576+0.0054645i,0.0080009+0.0025774i,0.0016224+0.00098257i,-0.0019108-0.0014245i,0.0035614-0.0097625i,-0.0026936+0.00087416i,0.0024463-0.0053009i,-0.00036341+0.0033878i,-0.0030513+0.00027051i,-0.00053012-0.00050691i,-0.0017656+0.0032037i,-0.0026694+0.00094246i,-0.0089368+0.0007769i,-0.00028021-0.0038692i,-0.0005982+0.0030206i,-0.0014764+0.0013213i,0.00053065+0.0028184i,0.0042909-0.009439i,-0.0027999+0.0051268i,-0.0075533+0.00018329i,-0.0025196-0.00034139i,-0.0039189+0.0033042i,-0.00047286-0.0030264i,0.002981-0.0049853i,0.0028594-0.0033415i,0.0047608+0.001076i,0.0057295+0.004226i,0.04178+0.0018615i,-0.024944+0.0092172i,-0.020852+0.036968i,-0.0027198+0.01644i,0.0084262+0.004919i,0.0036036-0.0034491i,-0.011194+0.0071398i
0.0042131-0.016407i,0.023146-0.034457i,0.00067097-0.032809i,-0.0020223-0.021926i,-0.017723-0.036175i,-0.024873-0.0078043i,-0.018331-0.0068922i,-0.017404-0.019145i,-0.0048635-0.016591i,0.0014416-0.004109i,-0.0032787-0.0023017i,-0.0025746-0.0024169i,-0.0036395-0.00026002i,-0.0022557-0.00036798i,0.00060645+0.0014773i,-0.00051166-0.0031742i,0.0011575+0.0021556i,0.00078961+0.0021829i,0.00076662+0.00054902i,0.0015815-0.00030234i,0.0022599-0.0014331i,-0.00060038-0.001613i,0.0008073-0.0014446i,0.00178-0.0018643i,0.00065006+0.00030789i,-0.00020043+0.00014574i,0.00060696+0.0013512i,0.00055582+0.00093795i,0.00033547-0.00030014i,0.00031201+8.0167e-06i,-0.001842-0.0023142i,0.00035517-0.001703i,-0.00056746-0.00041866i,-0.00072514-0.00034222i,-0.00012498-0.0019883i,0.0022579-0.0058007i,0.00046156-0.00024159i,0.0019438-0.00026514i,0.0003305-0.00032967i,-0.00082427-0.00064759i,0.0012782+0.00041398i,0.00017715-0.00042671i,-0.0010678-0.0005519i,-0.00064507-0.0028939i,0.018687-0.0072538i,0.046448+0.0080247i,0.048965+0.0092305i,0.051909-0.00602i,0.014882+0.0029752i,0.030418-0.02697i,0.036686-0.013879i,0.012409-0.014311i,0.02238-0.0048224i,0.019373+0.016774i,-0.00024231-0.0047374i,-0.0030447+0.0043236i,-0.0086857-0.0050021i,0.0020511-0.0020252i,0.0052353+0.00059711i,0.0038971+0.0060001i,-0.0014367+0.00069786i,0.0053574+0.0044894i,0.0021933+0.0043769i,0.0092006-0.0013397i,0.0022125+0.00031452i,-0.0018824+0.00024831i,-0.00018961-0.011814i,-0.0028041+0.0016081i,0.0010684-0.0064884i,-0.00011715+0.0029841i,-0.0035223+0.0012374i,-0.00066223-0.0004665i,0.0011503+0.0035085i,-0.002129+0.00062256i,-0.0069297+0.003414i,-0.0022698-0.0038169i,0.00023827+0.0020809i,-0.0013006+0.0013337i,0.001007+0.001667i,0.000622-0.011475i,-0.00018534+0.0048098i,-0.0058478+0.0016301i,-0.0024704-4.7944e-06i,-0.0021067+0.0050372i,-0.0011504-0.0020239i,0.0012158-0.0050901i,0.0019158-0.0042006i,0.0036374+0.00059319i,0.006045+0.0035007i,0.040103-0.004956i,-0.025253+0.0094039i,-0.013649+0.037716i,0.00047902+0.014767i,0.010336+0.0033462i,0.0039065-0.0024367i,-0.0093577+0.0081907i
0.0012838-0.017368i,0.017226-0.036646i,-0.0046356-0.031965i,-0.0054125-0.021458i,-0.023784-0.032182i,-0.025238-0.0041167i,-0.019112-0.0037498i,-0.019788-0.016531i,-0.0069014-0.015916i,0.00070544-0.0039346i,-0.0030338-0.0011736i,-0.0028899-0.0015351i,-0.0031829+0.00084062i,-0.0021109+0.00064179i,0.0012272+0.0010771i,-0.0011037-0.002776i,0.0019286+0.0020235i,0.0017577+0.0017605i,0.00080954+0.00035218i,0.001187-0.00063462i,0.0016142-0.0020983i,-0.0011309-0.0014165i,0.00028647-0.001706i,0.00057336-0.0025244i,0.00047072-0.00026853i,-0.0002914+0.00038632i,0.0012353+0.0010206i,0.00079279+0.00062648i,7.2056e-05-0.00039681i,0.00020755-7.0102e-05i,-0.0025731-0.0015088i,-0.00017137-0.001705i,-0.00064184+6.2358e-05i,-0.00060802-7.6749e-05i,-0.00076911-0.0015021i,0.001037-0.0061357i,0.00033147-0.00023628i,0.0014157-0.00053619i,0.00023751-0.00077107i,-0.0012813-0.00024728i,0.0023729-0.00038071i,0.00012554-0.00027547i,-0.00077037+2.2579e-05i,-0.0010922-0.0027614i,0.017698-0.011885i,0.045279-0.0018432i,0.048818+0.00084955i,0.049275-0.015711i,0.01915+0.00061888i,0.024394-0.032644i,0.034112-0.019294i,0.008975-0.01729i,0.020014-0.0055086i,0.021573+0.0097393i,-0.0017414-0.0046224i,-0.00015569+0.0064456i,-0.011326-0.0001514i,0.00049719-0.0019214i,0.0046407-0.00028843i,0.0041326+0.0045625i,-0.00089572+0.00027668i,0.0044951+0.0033087i,0.002933+0.0026713i,0.0079691-0.005352i,0.0022913-0.00093665i,-0.00028567+0.0014278i,-0.0053306-0.01025i,-0.0022739+0.0031075i,-0.00016645-0.0068169i,0.0013885+0.0030406i,-0.0033348+0.0028039i,-0.00074023-0.00031533i,0.0037874+0.00065977i,-0.0021984+0.00055543i,-0.0039353+0.0042194i,-0.0041721-0.0026433i,0.00044039+0.0011236i,-0.0014828+0.0013661i,0.0011803+0.00053739i,-0.0041278-0.012129i,0.0018615+0.0033275i,-0.004981+0.0020814i,-0.0027035+0.00046906i,0.00057202+0.0053504i,-0.0010517-0.00090188i,-0.00019566-0.0042829i,0.00062193-0.0045128i,0.0024333+0.00067124i,0.0062964+0.0027268i,0.037311-0.010322i,-0.027008+0.012787i,-0.0074346+0.037745i,0.0023191+0.011161i,0.011465+0.00061091i,0.0042379-0.0024576i,-0.0074773+0.0081269i
-0.001932-0.0181i,0.011499-0.038099i,-0.0094796-0.030413i,-0.0083513-0.020482i,-0.028967-0.026615i,-0.025091-0.00052332i,-0.019402-0.00081737i,-0.022051-0.013392i,-0.008996-0.015515i,0.00034011-0.00381i,-0.0026227-0.00031958i,-0.0029141-0.00051741i,-0.002302+0.0017503i,-0.0015+0.0013217i,0.0015276+0.00054272i,-0.0014639-0.0022553i,0.0028653+0.0023375i,0.0023024+0.001051i,0.00090694+0.00022129i,0.00092321-0.00073307i,0.00075971-0.0025425i,-0.0016746-0.00087308i,-0.00028934-0.0015271i,-0.0004506-0.0025334i,0.0002645-0.00040558i,-9.5879e-05+0.00064102i,0.0015208+0.00032376i,0.00089377+0.00036198i,-3.8693e-05-0.00011265i,0.00020786+7.6529e-05i,-0.0029235-0.00054674i,-0.00077193-0.0013992i,-0.00038879+0.00036514i,-0.00049209+4.3722e-05i,-0.0010337-0.0011792i,-0.00064653-0.0058564i,0.00041215-0.00034478i,0.0010818-0.00084761i,-0.00015657-0.00079946i,-0.0015346+0.00029765i,0.001735-0.001019i,2.2828e-05-0.00033849i,-0.00030329+0.00034205i,-0.0015539-0.0023093i,0.014619-0.016179i,0.04159-0.01048i,0.047228-0.0072241i,0.04401-0.023887i,0.021183-0.0045012i,0.017662-0.036366i,0.031244-0.024342i,0.0059605-0.019795i,0.020081-0.0061915i,0.022333+0.0032775i,-0.0037993-0.0041902i,0.0031577+0.0061649i,-0.011298+0.0057844i,-0.00073209-0.0013579i,0.0040531-0.00069799i,0.004914+0.0042765i,-0.0009492-4.2264e-05i,0.0029874+0.0033462i,0.003405+0.0020247i,0.0045357-0.0078352i,0.0014398-0.0020054i,0.0011522+0.00091771i,-0.0079033-0.0060366i,-0.00030669+0.0039235i,-0.0028032-0.010474i,0.002408+0.0016078i,-0.0022128+0.0042313i,-0.00075804-0.00031717i,0.0034155-0.0026765i,-0.0023274+0.0010316i,-0.0019356+0.003286i,-0.0047869-0.0012797i,2.7102e-06+0.00035862i,-0.0016077+0.00153i,0.00060414-0.00061479i,-0.0093546-0.0096073i,0.0022739+0.0011645i,-0.0044101+0.0027578i,-0.0027341+0.0015298i,0.0027438+0.0045309i,-0.00046967-0.00065928i,-0.00029134-0.0029912i,-0.0004088-0.004504i,0.0015648+0.0015397i,0.0062497+0.0018062i,0.035458-0.014748i,-0.027304+0.017961i,-0.0019169+0.036518i,0.0017814+0.0074068i,0.011051-0.0029494i,0.0038557-0.0024164i,-0.0065168+0.0071675i
-0.005747-0.01804i,0.0060218-0.038806i,-0.014198-0.028259i,-0.011146-0.019384i,-0.032317-0.020379i,-0.024475+0.0028845i,-0.019253+0.0020288i,-0.023655-0.0099794i,-0.011362-0.014815i,-6.7443e-05-0.003953i,-0.0020174+0.00026783i,-0.0024289+0.00026225i,-0.0011867+0.0022739i,-0.00083121+0.001548i,0.0016945-1.6009e-05i,-0.0015245-0.0018934i,0.0021536+0.0029675i,0.0024861+7.25e-05i,0.0010121-8.7577e-05i,0.00078169-0.00095109i,-0.00033984-0.0025177i,-0.0017979-0.00013508i,-0.00061578-0.0012517i,-0.0012026-0.0021683i,8.5004e-05-0.00044099i,0.00019299+0.00068337i,0.0013105-0.00027748i,0.0010671-0.00011073i,3.2018e-05-9.3057e-05i,0.00026788+0.00013458i,-0.0028896+0.00054665i,-0.00094726-0.00094426i,5.4293e-05+0.000471i,-0.00043932+9.8099e-05i,-0.0013539-0.00070799i,-0.0018836-0.0051713i,0.00021665-0.00049469i,0.00065033-0.0013045i,-0.00022443-0.00038156i,-0.0014923+0.00084437i,0.0008569-0.0012692i,-0.00017311-0.0003465i,0.00019194+0.00031345i,-0.0017261-0.0015377i,0.010542-0.019044i,0.036312-0.01671i,0.044065-0.014349i,0.037523-0.029749i,0.020778-0.0092784i,0.010294-0.038553i,0.027957-0.029665i,0.00238-0.021726i,0.021326-0.0087662i,0.021392-0.0037828i,-0.005858-0.0026323i,0.0056113+0.004118i,-0.0081993+0.01022i,-0.0014988-0.00060967i,0.0034395-0.0009269i,0.0060595+0.003384i,-0.0011007+0.00017132i,0.0025257+0.0041926i,0.0042036+0.00063682i,0.001014-0.0078624i,0.00049702-0.002356i,0.0017693-4.3232e-05i,-0.0083857-0.0022181i,0.0015669+0.003332i,-0.0068674-0.011245i,0.0020466+0.0002846i,-0.00033499+0.0047153i,-0.0011047-0.0003679i,0.00095699-0.0051029i,-0.0021799+0.0015046i,-0.001258+0.0019448i,-0.0048978+0.0012891i,-0.00081942+0.00030713i,-0.0010862+0.0018374i,-0.00054471-0.00071441i,-0.011882-0.0050239i,0.0014824-0.00016759i,-0.0039586+0.0031419i,-0.0018628+0.0022898i,0.0043521+0.0029229i,-0.00044434-0.00026206i,0.0004143-0.0026879i,-0.0012654-0.0040969i,0.0023685+0.0031885i,0.0058889+0.0011106i,0.032531-0.020052i,-0.026143+0.023647i,0.0024252+0.03481i,-0.00036219+0.00501i,0.0078473-0.0052813i,0.0040155-0.002721i,-0.0070643+0.0066182i
-0.0093786-0.016713i,0.00072297-0.039184i,-0.01818-0.025021i,-0.013922-0.017881i,-0.034439-0.014405i,-0.023476+0.0063847i,-0.018529+0.0049414i,-0.024561-0.0065245i,-0.014022-0.013649i,-0.00071171-0.004103i,-0.0013292+0.00031218i,-0.0018661+0.00083969i,-9.9819e-06+0.002442i,-0.00027797+0.001696i,0.0015166-0.00064635i,-0.0015661-0.0017785i,0.002455+0.0016614i,0.0022433-0.00078105i,0.00087151-0.00050435i,0.00056695-0.0010729i,-0.0011864-0.002061i,-0.0014621+0.00044989i,-0.00076174-0.0011129i,-0.0014412-0.0016903i,-0.00015158-0.00060314i,0.00045279+0.00061122i,0.0010102-0.00053101i,0.00096608-0.00047092i,7.4223e-06-0.00013545i,0.00038942+0.00025537i,-0.0025689+0.0015089i,-0.0010594-0.00058047i,0.00025505+0.00031634i,-0.00040761+0.00028879i,-0.0013657-9.3251e-05i,-0.0029633-0.0038938i,9.5116e-07-0.00045064i,-9.8518e-05-0.00093352i,5.7209e-05-0.00036309i,-0.0011581+0.001419i,-0.00019864-0.001966i,-9.2878e-05-0.0002463i,0.00056947+4.43e-06i,-0.0014342-0.00095016i,0.0065379-0.020844i,0.031836-0.02018i,0.040227-0.020038i,0.030474-0.033962i,0.018964-0.013157i,0.0027675-0.038497i,0.023275-0.034413i,-0.00088468-0.022876i,0.021843-0.0125i,0.017689-0.0099231i,-0.0072468-4.6965e-06i,0.0063984+0.0011868i,-0.0037077+0.012294i,-0.0022616+0.00038508i,0.0030772-0.00083821i,0.0069799+0.001879i,-0.0010819+0.00020715i,0.0032815+0.0056809i,0.0037737-0.00094554i,-0.0013803-0.0066316i,-0.00057495-0.002346i,0.0018049-0.00084283i,-0.0073435+0.00076403i,0.0028307+0.0021778i,-0.025792+0.0090319i,0.0014063+5.4182e-05i,0.0016746+0.004232i,-0.001302+2.7476e-05i,-0.002029-0.0056021i,-0.0016648+0.001447i,-0.0019033+0.0014415i,-0.0042724+0.0026194i,-0.0012188+0.0010151i,-0.0011043+0.0020267i,-0.0011824-0.00021809i,-0.012016-0.00068131i,0.00044732-0.00067743i,-0.0038851+0.0039431i,-0.001016+0.0024302i,0.0059421+0.00078881i,-1.6146e-06-0.00019313i,0.00080912-0.0037038i,-0.0019617-0.004072i,0.0038163+0.0029308i,0.0061482+0.00098706i,0.028951-0.024291i,-0.022669+0.031005i,0.0072183+0.032403i,-0.0031414+0.0047167i,0.0041827-0.0045982i,0.0035313-0.0034381i,-0.0076581+0.0068945i
-0.012048-0.014795i,-0.0051561-0.039749i,-0.021266-0.0219i,-0.016466-0.01585i,-0.035783-0.0078518i,-0.021541+0.0096321i,-0.017227+0.0075563i,-0.025211-0.0030355i,-0.016695-0.011867i,-0.0015946-0.0042625i,-0.0010618+0.00018115i,-0.0010355+0.0011031i,0.0011922+0.0021493i,0.00050665+0.0015639i,0.0011541-0.0011091i,-0.0018121-0.0016845i,0.0027738-6.8609e-05i,0.0014917-0.0013765i,0.00061165-0.00074199i,0.00047427-0.0011896i,-0.0017217-0.0013487i,-0.0011402+0.00079005i,-0.0010804-0.0010009i,-0.0014513-0.0015605i,-0.00048507-0.00052274i,0.00070018+0.00048383i,0.00063819-0.00083409i,0.00076494-0.00062657i,-8.1543e-05-6.4746e-05i,0.00073701+0.00021082i,-0.001917+0.0023137i,-0.0011522-0.00017849i,0.00040739+0.00018337i,-0.00019945+0.00041294i,-0.00097458+0.0002426i,-0.0035483-0.0027606i,-1.8561e-05-0.00027884i,-7.5198e-05-0.00069711i,3.8721e-05-0.00062049i,-0.00061741+0.0016094i,-0.0011694-0.000621i,-7.3918e-05-0.00051736i,0.0005797-0.00061813i,-0.0010755-0.00088061i,0.0022024-0.022036i,0.02882-0.023852i,0.036144-0.025134i,0.0233-0.035793i,0.017427-0.015865i,-0.0040994-0.036279i,0.017723-0.038357i,-0.0037252-0.024166i,0.021696-0.017469i,0.012812-0.013211i,-0.0069602+0.0036024i,0.0056689-0.0016036i,0.00039604+0.012386i,-0.0024978+0.0016943i,0.003364-0.00085952i,0.0072928-0.00040737i,-0.0012251+8.786e-05i,0.0059978+0.0059037i,0.0027426-0.0012461i,-0.0026539-0.0050897i,-0.0014228-0.0018628i,0.0018211-0.0015477i,-0.0059507+0.0027283i,0.0035081+0.00070231i,-0.0057736+0.006522i,0.0016265+0.00043179i,0.0030793+0.0031491i,-0.0012192+0.00021518i,-0.0049892-0.0042415i,-0.0017609+0.0016354i,-0.0022415+0.0018817i,-0.0031924+0.0038364i,-0.00079528+0.0017028i,-0.001055+0.0026594i,-0.0012508+0.00025383i,-0.011423+0.0028509i,-0.00038719-0.00061165i,-0.0031477+0.005433i,-0.00056162+0.0025317i,0.0056445-0.0032865i,0.00025147-0.00080155i,0.000168-0.004838i,-0.0030945-0.0037228i,0.0049167+0.0019263i,0.0068795+0.0001751i,0.024701-0.027719i,-0.014546+0.036596i,0.011769+0.029472i,-0.0050698+0.0057188i,0.0021952-0.0024612i,0.0026055-0.0036968i,-0.0079889+0.0077064i
