-0.030346-0.03884i,-0.021858-0.018669i,-0.013174-0.035574i,-0.029861-0.019948i,-0.022196-4.8752e-05i,-0.013583-0.0055425i,-0.055311-0.05821i,-0.046763-0.017367i,-0.038061-0.014022i,0.010824+0.011564i,-0.0078413+0.0053532i,-0.019435+0.018788i,0.0026002+0.011439i,-0.0061396-0.0031671i,0.00020478+0.0012202i,-0.0014988+0.030412i,0.027806+0.027778i,0.0026295-0.002366i,-0.0023577-0.0066089i,0.0080396+0.0024139i,0.0029251+0.0012089i,0.00026048+0.0037093i,-0.0003028+0.00031572i,-0.03745-0.011059i,-8.9474e-05-0.0078222i,0.0014111+0.0022087i,0.0062007+0.0017942i,0.0020088+0.00046318i,0.0011115-0.0005496i,-0.00031106-0.0025591i,0.0016131-0.0026362i,-0.0024124-0.00586i,-0.00027794-0.004878i,0.0028507-0.00082601i,0.0046573-0.0028899i,0.0022002+0.029875i,0.003906-0.0034334i,0.0030068-0.0017523i,0.0082092-0.001406i,-0.0050585-0.0024343i,-0.00018048+0.0011295i,0.0093985+0.0001923i,0.0038402-0.0027064i,-0.0014392+0.008936i,-0.018069-0.0063008i,-0.018613+0.015285i,-0.0035581-0.060897i,-0.0051411-0.027142i,-0.02686-0.032852i,-0.011079-0.026931i,0.054974-0.020396i,0.01656-0.04311i,0.022729-0.049065i,0.0053826-0.054812i,0.026373-0.021236i,0.0082935+0.0059651i,0.024748-0.034335i,-0.0081183-0.0066428i,0.0039552-0.004806i,-0.0043781-0.0072662i,-0.002193-0.033463i,-0.018613+0.029754i,0.0081404-0.011883i,-0.0091616-0.0039825i,-0.0041012-0.001705i,0.00079447-0.012931i,-0.011153+0.0047882i,0.0024389+0.010244i,-0.0051628+0.027227i,0.0050881+0.0025524i,-0.0052622-0.0018801i,-0.002167-0.0019609i,-0.012587-0.0072968i,-0.00048627-0.0040273i,-0.035997+0.0011569i,0.00061293-0.010925i,-0.0083515+0.00020034i,-0.0066819-0.002335i,0.0052487+0.0011687i,-0.0082284-0.00067912i,0.0021547-0.00029771i,0.0036728+0.0070585i,0.0043603+0.00050292i,-0.0081016-0.013324i,0.0026791+0.0090408i,-0.015137+0.0047916i,0.0070713+0.0001254i,-0.022213+0.00038027i,-0.017339+0.0055547i,-0.0093041-0.065554i,0.0081498-0.012873i,-0.049537-0.022421i,-0.021059+0.0011773i,0.017449+0.011352i,-0.022838+0.014552i,-0.018762-0.0054537i
0.022807-0.026379i,0.010436-0.015644i,0.010658-0.019553i,0.0024119-0.010914i,0.00072761-0.018665i,-0.0052816-0.0041466i,0.011833-0.016406i,-0.0072978-0.01337i,-0.010528-0.0092411i,0.0046729-0.00070771i,-0.00049875-0.000566i,-0.0012877+0.000964i,0.0023646-0.00038044i,0.00021771-0.00081446i,-0.00033611-0.0010823i,0.0022111-0.0036129i,-0.0050925+0.0023908i,-0.00055446-0.00088248i,3.9558e-05-0.00024498i,3.7891e-05+0.0016869i,-0.00047337+0.0021545i,-0.00082733+0.00080436i,0.0011752+0.00048369i,-0.0022695+0.0037559i,0.00046607-0.0025746i,-0.00060773+4.5915e-05i,-0.00026948+0.00067078i,0.00080548-0.00068351i,0.0011929+0.00013582i,8.2794e-05-0.00087287i,0.0017725-0.0018282i,0.0035335-0.00026607i,0.0015643+0.00024704i,0.00034989-0.00087922i,0.0026397-0.00010391i,0.0076322-0.001884i,-0.00018305+0.00050442i,-6.6159e-05+0.0003028i,0.00060014-0.0014064i,0.00097569-0.0013817i,0.00091345+0.0022934i,0.0015574+0.0014893i,0.0015357-0.0017462i,0.0029927+0.0016048i,-0.00029405-0.026082i,0.007127+0.0020498i,0.019998+0.0042743i,0.0052438+0.006612i,-0.0089811-0.021989i,0.008045+0.0072341i,0.012334+0.01615i,0.0019762+0.016784i,0.019602+0.0056392i,0.0024175+0.0072627i,0.00049238-0.0082794i,0.0018021-0.0029254i,0.0011889-0.0048768i,0.0084748+5.4929e-05i,0.0010738+0.0041956i,-0.0074581+0.011777i,-0.0043697-0.0063273i,0.004557+0.0097124i,-0.00297-0.0010083i,6.3528e-05+0.0019054i,-7.5993e-05+0.0015126i,-0.002445-0.0028246i,0.0053876-0.0030768i,-0.0043992-0.001366i,0.0045072-0.00015076i,-0.0060256+0.0029901i,-0.0015671+9.6093e-05i,0.0011793-0.00095198i,-0.0051815-0.0014187i,-0.0035089-0.00090483i,-0.013291-0.0091923i,0.0035696-0.0028262i,-0.002846-0.00075707i,-0.0011519+0.0016377i,-0.0033034+0.0028453i,0.0091407+0.0023383i,-0.0043167+0.0007825i,-0.0015045-0.0049965i,-0.003313-0.00030525i,-0.0022985-0.00095897i,0.0034678-0.004036i,0.0034301+0.00049566i,0.0020323-0.0011682i,-0.0012739+0.0071798i,0.0024246+0.0048478i,0.018999-0.0042993i,-0.023761-0.0024322i,-0.031416+0.020125i,-0.0061958+0.011625i,0.00095184+0.0029123i,0.0062979-0.0045161i,-0.012657-0.000549i
0.017679-0.028752i,0.0073557-0.017934i,0.006828-0.020893i,0.00025606-0.010422i,-0.0032669-0.018758i,-0.0054142-0.0033321i,0.0074191-0.019496i,-0.0092575-0.011365i,-0.011772-0.0072172i,0.0043706-0.0021164i,-0.00064238-0.00077413i,-0.0005782+0.0014612i,0.0018683-0.0007499i,0.00032238-0.00045632i,-0.00043593-0.0010369i,0.0015758-0.0037399i,-0.0039046+0.0039059i,-0.00091274-0.00069883i,-0.00021686-0.00025563i,0.0004249+0.0015524i,0.00031406+0.0022663i,-0.00050939+0.00099306i,0.0012849+5.0145e-05i,0.00016679+0.0036713i,-0.00032363-0.0023842i,-0.0004347+0.00027523i,0.00013683+0.0012857i,0.00047537-0.0007578i,0.0011811-0.00011519i,-6.8101e-05-0.00065408i,0.00099571-0.0025139i,0.0034874-0.0015057i,0.0016642-0.00028325i,-5.1815e-05-0.00084761i,0.0030327-0.0011554i,0.0068132-0.0037145i,-4.9842e-05+0.00064273i,1.8931e-05+0.0002635i,0.0003872-0.0011967i,0.00053799-0.0021673i,0.0016461+0.0017979i,0.0020247+0.00064744i,0.00094099-0.0017374i,0.0038088+0.0010795i,-0.0042992-0.024592i,0.0073652+0.0019718i,0.020675+0.0014375i,0.0074146+0.0029642i,-0.013751-0.017569i,0.011922+0.0037705i,0.015802+0.011808i,0.0052784+0.012203i,0.018069-0.0021062i,0.0057476+0.0031587i,-0.0021958-0.0080685i,-0.001098-0.0034269i,-0.00077531-0.0059947i,0.0061852-0.00268i,0.0020433+0.0034537i,-0.0018053+0.013998i,-0.0055275-0.0031288i,0.0059457+0.0075592i,-0.0032403+0.00025177i,0.0011808+0.0026881i,0.0010728+0.0015633i,-0.0041212-0.0017173i,0.005172-0.0062834i,-0.0050501-0.00016471i,0.0048209-0.0022097i,-0.004008+0.0056091i,-0.0012364-0.00056762i,0.00032712-0.0016313i,-0.0043158+0.0015833i,-0.0031656+8.4486e-05i,-0.014318-0.0031116i,0.0016643-0.0034749i,-0.0025843+0.00012441i,-0.0015477+0.0011523i,-0.0019918+0.0036591i,0.010573-0.0010375i,-0.0036465+0.002851i,-0.0031134-0.0043001i,-0.0026815+0.0004016i,-0.0023683+0.00027443i,0.00066492-0.003913i,0.003607-0.00098733i,0.0021782-0.0012341i,0.00052561+0.0065321i,0.0021543+0.004128i,0.016239-0.0098213i,-0.022878+0.0026071i,-0.028394+0.027112i,-0.0045348+0.0093276i,0.0027176+0.0050078i,0.0042882-0.004372i,-0.013648+0.0020662i
0.013002-0.030147i,0.0034743-0.019719i,0.0028695-0.021473i,-0.0012727-0.0094907i,-0.0072431-0.018012i,-0.0053514-0.0028706i,0.0027787-0.021307i,-0.010611-0.0093597i,-0.01274-0.0050371i,0.0034748-0.0032672i,-0.0011513-0.0008015i,0.0002883+0.0016566i,0.0013887-0.00077309i,0.00079845-0.00032129i,-0.0006425-0.0010161i,0.00089291-0.0038816i,-0.0022181+0.0047127i,-0.0013156-0.00034547i,-0.00046349-9.8109e-05i,0.00074007+0.0012063i,0.0012155+0.0016745i,-0.00036361+0.00097634i,0.0011968-0.00045666i,0.0019892+0.0024909i,-0.00067419-0.0020898i,-0.00014621+0.00037956i,0.00097928+0.0012074i,0.00013884-0.00071827i,0.0011364-0.00036896i,-0.00027361-0.00058418i,4.5335e-05-0.0028597i,0.0028145-0.0028121i,0.0014443-0.00097859i,-0.00032908-0.00060221i,0.0027631-0.0026618i,0.0056089-0.0054641i,0.00028786+0.00070791i,5.1459e-05+0.00028402i,0.0002006-0.0012966i,-0.00033527-0.0025626i,0.002227+0.0010539i,0.0019809-0.00018765i,0.00050028-0.0016352i,0.0042971-0.00012721i,-0.0075794-0.022886i,0.0092081+0.0016937i,0.021545-0.0016507i,0.0079953-0.00060946i,-0.016074-0.012423i,0.014882-0.0009139i,0.017634+0.0070078i,0.007561+0.0080792i,0.014363-0.0069901i,0.0070753-3.6142e-05i,-0.0048497-0.0065685i,-0.0038174-0.0020959i,-0.0042332-0.0062328i,0.003152-0.0037536i,0.0022003+0.0024736i,0.0031389+0.0133i,-0.005051-0.00053198i,0.0062757+0.0049718i,-0.0030122+0.002271i,0.0024466+0.0027094i,0.0016712+0.00098326i,-0.0049348+0.00031627i,0.0030881-0.0080887i,-0.0046624+0.0012535i,0.0043142-0.0039909i,-5.1915e-05+0.0063652i,-0.0017253-0.0010078i,-0.00055632-0.0014391i,-0.0026442+0.0030846i,-0.0022648+0.00081713i,-0.013284+0.0022118i,0.00068318-0.00377i,-0.0019865+0.00070017i,-0.0014933+0.0018204i,-0.00013897+0.0035206i,0.010255-0.0051999i,-0.0019719+0.004124i,-0.0044334-0.0029592i,-0.0022975+0.0005675i,-0.0018362+0.001092i,2.0878e-05-0.0027273i,0.0027726-0.0021401i,0.0025991-0.0016051i,0.00079539+0.0049168i,0.0020061+0.0038843i,0.013738-0.013293i,-0.020096+0.0061636i,-0.022214+0.033165i,-0.0044688+0.0076084i,0.0053251+0.0051395i,0.0025883-0.0031732i,-0.01277+0.0046507i
0.0085181-0.03136i,-0.00082051-0.020145i,-0.00092801-0.021609i,-0.0020664-0.0089575i,-0.010969-0.015958i,-0.0055234-0.0026319i,-0.0024095-0.021656i,-0.01144-0.0073781i,-0.012874-0.0025325i,0.0022634-0.0040132i,-0.001767-0.00015645i,0.0010973+0.0011097i,0.0012857-0.00060436i,0.0010778-0.00084394i,-0.00089171-0.00079649i,9.881e-05-0.0037561i,-0.00082361+0.0046206i,-0.0014985+0.00041484i,-0.00049588+0.00038022i,0.00084804+0.0007426i,0.0014165+0.00075848i,-0.00035726+0.0010626i,0.00084192-0.00084119i,0.0031465+0.00020571i,-0.00096395-0.0019391i,5.7073e-06+0.00030125i,0.0013528+0.00068932i,-1.7402e-05-0.0006045i,0.0010344-0.00070374i,-0.00059275-0.00036942i,-0.0010531-0.0029304i,0.0015489-0.0036346i,0.00098883-0.0015076i,-0.00043808-0.00042376i,0.0015451-0.0041544i,0.0039996-0.0068643i,0.00071783+0.00050589i,0.0001743+0.00038422i,-0.00011615-0.0012471i,-0.0012874-0.0026774i,0.0023783+0.00016669i,0.0017089-0.00068467i,-1.8252e-05-0.0015086i,0.0041046-0.0010467i,-0.010379-0.021127i,0.011702-0.00068965i,0.022141-0.005166i,0.0079259-0.0035992i,-0.015456-0.0072535i,0.015927-0.0073832i,0.018313+0.002433i,0.0087734+0.0032577i,0.01108-0.0099666i,0.0084347-0.0034099i,-0.0061328-0.003992i,-0.0054445+0.00043015i,-0.0080702-0.0050248i,0.0007498-0.0035947i,0.0020528+0.002145i,0.0068256+0.011501i,-0.0039838+0.0013214i,0.0053597+0.0023151i,-0.00061874+0.0040197i,0.0037387+0.0021839i,0.0024369+0.00050836i,-0.004633+0.0025371i,0.00077737-0.0092695i,-0.0039426+0.0021242i,0.0030495-0.0058816i,0.0026859+0.0044126i,-0.0026988-0.00097018i,-0.00087574-0.0010989i,-0.00089936+0.0040749i,-0.0014836+0.00097561i,-0.01028+0.0067119i,-0.00064491-0.0042941i,-0.0011665+0.0008429i,-0.0010047+0.0017411i,0.0009838+0.0024756i,0.0082241-0.0094895i,0.00050449+0.0043968i,-0.0045984-0.0010632i,-0.0023137+0.00078858i,-0.0014446+0.0015669i,-0.00017912-0.002148i,0.0017043-0.002372i,0.0028688-0.0024075i,0.00057436+0.0047598i,0.0023299+0.0040748i,0.010401-0.016538i,-0.017891+0.0067422i,-0.013952+0.035889i,-0.004417+0.0074669i,0.0071669+0.0042825i,0.0022234-0.0015444i,-0.011019+0.0060777i
0.0035661-0.031994i,-0.0048598-0.019206i,-0.0049316-0.021037i,-0.003185-0.0090149i,-0.013454-0.013395i,-0.0059106-0.0024199i,-0.0068946-0.020171i,-0.011906-0.0056255i,-0.012223-0.00037481i,0.0007746-0.0040584i,-0.0017665+0.00084022i,0.0013361+0.00044842i,0.0014251-0.00064168i,0.00050118-0.0010556i,-0.00097693-0.00044527i,-0.00072284-0.0033446i,0.00033541+0.004559i,-0.0010695+0.0011361i,-0.00021926+0.00062683i,0.00065296+0.00038555i,0.0012311+4.735e-05i,-4.9096e-05+0.0011203i,0.00047981-0.0010019i,0.0023575-0.0019756i,-0.0015263-0.0018151i,6.4235e-05+0.00023261i,0.0015257+0.00028653i,-3.3731e-05-0.00045213i,0.00070315-0.0010413i,-0.00067009+0.00014118i,-0.0022314-0.0024109i,0.00026182-0.003885i,0.00018479-0.001778i,-0.00053769-0.00023984i,-0.00066779-0.0045321i,0.0021789-0.007787i,0.0007819+7.2955e-05i,0.00035299+0.0002255i,-0.00035151-0.0010248i,-0.0024313-0.0022685i,0.0021525-0.00072778i,0.0014291-0.0010899i,-0.000412-0.0012328i,0.0038755-0.0018263i,-0.01259-0.019534i,0.012709-0.0046845i,0.022147-0.0092972i,0.0076931-0.0072145i,-0.012552-0.0031798i,0.014172-0.014414i,0.018133-0.0016401i,0.0079413-0.0012774i,0.0073339-0.011295i,0.0088414-0.0073109i,-0.0062819-0.0024738i,-0.0055327+0.003672i,-0.011819-0.0015352i,-0.00098916-0.0028291i,0.0021183+0.0021649i,0.0098861+0.0088533i,-0.0026021+0.0023253i,0.0034142+0.0013121i,0.0022456+0.0028979i,0.005263+0.00085118i,0.0028989-0.00057549i,-0.0031857+0.0047772i,-0.0024754-0.0104i,-0.0035546+0.0032304i,0.00099555-0.0071989i,0.0030596+0.0026263i,-0.0035722-0.00014589i,-0.0011443-0.0009185i,0.0020457+0.0040131i,-0.0011203+0.00048353i,-0.0056504+0.0091621i,-0.0029864-0.0042127i,-0.00062674+0.00045122i,-0.00065301+0.0015419i,0.001234+0.0012763i,0.0043788-0.012745i,0.0026848+0.0030884i,-0.0038072+9.6334e-05i,-0.0020996+0.0011283i,-0.00076837+0.0024811i,-0.00070638-0.0014392i,0.00085195-0.0023219i,0.0024855-0.0035235i,0.00053696+0.0047835i,0.0029227+0.0039128i,0.0062163-0.018354i,-0.019051+0.0067779i,-0.0070163+0.034735i,-0.0034964+0.0068272i,0.0085177+0.0027025i,0.0028153-0.00066484i,-0.0091477+0.0066337i
-0.0009615-0.031628i,-0.0081359-0.017514i,-0.0085167-0.019586i,-0.0045947-0.0085669i,-0.015709-0.011025i,-0.0064327-0.0021151i,-0.0099453-0.018293i,-0.012286-0.004101i,-0.011102+0.0011868i,-0.0002147-0.0034208i,-0.0011079+0.0015988i,0.0013013+1.4744e-05i,0.0014296-0.00086349i,0.00029964-0.0007111i,-0.00089564-0.00023793i,-0.0013205-0.0025872i,0.0017104+0.0043421i,-0.00045768+0.0013212i,7.0618e-05+0.00076677i,0.00049678+0.00039712i,0.00089187-0.00045705i,0.00017717+0.00096894i,7.1898e-05-0.0011513i,0.0008713-0.0032559i,-0.0022667-0.0012809i,3.3261e-05+0.00029432i,0.001705-0.00022233i,-0.00010807-0.00043094i,0.00027185-0.0011492i,-0.00051549+0.00049569i,-0.0030741-0.0013977i,-0.0012371-0.0037135i,-0.00055978-0.0014639i,-0.00046374-4.0806e-05i,-0.0021887-0.003666i,2.8825e-05-0.0083301i,0.00068721-1.0569e-05i,0.00036953+7.4453e-05i,-0.00049862-0.00096031i,-0.0034436-0.0013011i,0.0016316-0.0013705i,0.001088-0.0014287i,-0.00066762-0.00074294i,0.0034026-0.0028037i,-0.014961-0.01812i,0.011961-0.0088774i,0.021151-0.013705i,0.005294-0.011104i,-0.0079633-0.0026083i,0.0088675-0.019997i,0.017642-0.0051196i,0.0065716-0.0040925i,0.004863-0.010226i,0.0078246-0.011371i,-0.0068012-0.0009534i,-0.0035523+0.0064082i,-0.013542+0.0037757i,-0.0024589-0.0018635i,0.002444+0.0022339i,0.011089+0.005102i,-0.0011122+0.0024027i,0.0019375+0.0012486i,0.0024536+0.00084516i,0.0054866-0.0015423i,0.0027059-0.0022769i,-8.4539e-05+0.0059719i,-0.007134-0.0084655i,-0.0023033+0.0051545i,-0.0022689-0.0073986i,0.0039126+0.0016621i,-0.0040162+0.001364i,-0.0012782-0.00058951i,0.0047775+0.0008999i,-0.00096592+0.00013216i,-0.00042084+0.0084151i,-0.0051753-0.0023155i,-0.00052016-0.00013324i,-0.00085596+0.0013702i,0.0012422+0.00049704i,-0.00093302-0.014273i,0.0038148+0.0007567i,-0.0033501+0.00051928i,-0.0019553+0.0014756i,0.00092803+0.0026997i,-0.00029964-0.00058625i,0.00011668-0.0018788i,0.0014227-0.0045693i,0.0005687+0.0050248i,0.0031996+0.0034586i,0.0021781-0.018346i,-0.020552+0.0098022i,-0.0019053+0.033014i,-0.0032573+0.0053622i,0.0093512+0.00070342i,0.0034106-0.00079433i,-0.0076002+0.0060886i
-0.0052875-0.031025i,-0.010482-0.015415i,-0.011478-0.01762i,-0.005683-0.0079029i,-0.017588-0.0078763i,-0.0070811-0.0015984i,-0.012541-0.016698i,-0.012638-0.0024447i,-0.0099265+0.0018444i,-0.0005991-0.0027275i,-0.00026541+0.0019932i,0.0011697-0.00023685i,0.0013787-0.0010508i,0.0005241-0.00060391i,-0.00085481-7.9529e-05i,-0.0015217-0.0017469i,0.0029038+0.0035234i,3.4794e-05+0.0012887i,0.00042798+0.00074116i,0.00053189+0.00049683i,0.00036662-0.00073774i,0.00017219+0.00092033i,-0.00038091-0.00097091i,-0.00059315-0.0034042i,-0.0024928-0.00037124i,0.00016562+0.00038599i,0.00143-0.00092685i,-0.00013629-0.00033213i,-7.317e-05-0.0010855i,-0.00022678+0.00074783i,-0.0033946-0.00022529i,-0.0024949-0.0028032i,-0.00092679-0.0010196i,-0.00033073+3.8585e-05i,-0.0031793-0.0027325i,-0.0021595-0.0080113i,0.00085109-0.00016092i,0.00038073+2.8486e-05i,-0.00076371-0.00078142i,-0.004006+0.00010448i,0.001039-0.0017843i,0.00056718-0.0015937i,-0.00068844-0.00018812i,0.0026576-0.0034147i,-0.01768-0.016207i,0.0097459-0.012281i,0.018964-0.017774i,0.0015038-0.013286i,-0.0055562-0.0053821i,0.0027883-0.022452i,0.017362-0.0089027i,0.0056293-0.0067766i,0.0049265-0.0093304i,0.0062511-0.014531i,-0.0074676+0.00038327i,-0.0006579+0.0074918i,-0.01229+0.01025i,-0.0034059-0.00055287i,0.0028623+0.0021003i,0.010997+0.0022906i,-0.00022158+0.0018218i,0.00044915+0.0019283i,0.0022491+0.00014625i,0.0040252-0.0036789i,0.0011712-0.0034828i,0.0028415+0.0049586i,-0.0092269-0.0037817i,0.00077454+0.0056413i,-0.0048605-0.0056677i,0.0042491-0.0002567i,-0.0036119+0.0032249i,-0.0013365-0.00040885i,0.0041728-0.0028589i,-0.0012214+0.00013697i,0.0023275+0.0051971i,-0.0054765+3.8356e-05i,-0.00089869-0.00072488i,-0.00087664+0.0016768i,0.0008742-0.00025328i,-0.0068257-0.013005i,0.0032857-0.0017229i,-0.0031769+0.0010166i,-0.0016896+0.0021834i,0.0022188+0.0018726i,0.00025573-0.0010697i,-3.1251e-05-0.00097731i,5.9755e-05-0.0050014i,0.00059973+0.005962i,0.0036669+0.0030392i,-8.2458e-06-0.01767i,-0.02054+0.013739i,0.0023116+0.030928i,-0.0039898+0.0036392i,0.0087705-0.0021186i,0.0033691-0.00077605i,-0.0072039+0.0049172i
-0.0098648-0.02997i,-0.012101-0.013403i,-0.01409-0.015291i,-0.0066637-0.0073968i,-0.018526-0.0044321i,-0.0078207-0.00080872i,-0.015195-0.014792i,-0.012603-0.00068785i,-0.0091314+0.0020804i,-0.00077098-0.0022954i,0.00068556+0.0020458i,0.0010964-0.00050095i,0.0013386-0.0012612i,0.00064099-0.00073759i,-0.00078266+0.00010099i,-0.0013033-0.0011254i,0.0037299+0.0024994i,0.00051858+0.0011278i,0.00075076+0.00049431i,0.00072227+0.00046794i,-0.00041776-0.00050944i,0.00048781+0.0009327i,-0.00063001-0.0006583i,-0.0016885-0.0030546i,-0.0023559+0.00052106i,0.00029277+0.00031048i,0.00072611-0.0012567i,-0.00012782-0.00033074i,-0.00039066-0.00086846i,0.00010471+0.00079018i,-0.0033836+0.0010248i,-0.0030708-0.0014955i,-0.00095042-0.00058497i,-0.00025367+5.9422e-06i,-0.0039746-0.0014602i,-0.0039272-0.0066994i,0.00077207-0.00052813i,0.00038632+1.4476e-06i,-0.00090403-0.00030997i,-0.0039363+0.00158i,0.00022087-0.0019095i,-5.9201e-06-0.0017419i,-0.00038276+0.00018565i,0.0017625-0.0033787i,-0.019993-0.013449i,0.0065371-0.014551i,0.015792-0.021066i,-0.0025005-0.013699i,-0.0057655-0.0075317i,-0.0035207-0.023198i,0.016441-0.013295i,0.0039724-0.0096699i,0.005533-0.010214i,0.0038328-0.017964i,-0.0083123+0.0022529i,0.002102+0.0069789i,-0.0076549+0.014945i,-0.0037836+0.00070964i,0.0031481+0.0018343i,0.010721-0.00020303i,0.00011894+0.001357i,0.00029349+0.0036012i,0.0025957-0.00068249i,0.0020321-0.0043031i,-0.00032295-0.0035705i,0.0045346+0.0030139i,-0.0088029+0.00034192i,0.0032994+0.0042593i,-0.0065093-0.0033846i,0.0031657-0.001953i,-0.0019392+0.0046667i,-0.0017131-0.00019246i,0.0016152-0.0052881i,-0.0015223+0.00038911i,0.0026538+0.0020609i,-0.0048858+0.0021268i,-0.0017937-0.00081194i,-0.00074026+0.0016277i,1.2593e-05-0.00054029i,-0.010818-0.0094542i,0.0016895-0.0032371i,-0.0027243+0.0014072i,-0.00075209+0.002664i,0.0029403+0.00046165i,-0.0002632-0.0010947i,0.00063513-0.00057376i,-0.0011202-0.0047501i,0.0022103+0.0072389i,0.0038292+0.0025715i,-0.0027394-0.017346i,-0.019529+0.018223i,0.0057804+0.028355i,-0.005901+0.0027688i,0.0062252-0.0037457i,0.0037217-0.0011136i,-0.0081481+0.0042728i
-0.014285-0.027788i,-0.01342-0.011876i,-0.016064-0.012425i,-0.007809-0.0067974i,-0.018883-0.0012547i,-0.0083335+0.00040643i,-0.01733-0.012462i,-0.012214+0.00089027i,-0.0089233+0.002143i,-0.00085537-0.0019097i,0.0016379+0.0015951i,0.0010521-0.00051593i,0.0011659-0.0014538i,0.00064436-0.00082908i,-0.00072011+0.0002079i,-0.00097133-0.0010389i,0.0044992+0.0013104i,0.00082635+0.00077595i,0.0008379+2.4718e-05i,0.00098626+0.00043792i,-0.00060923+5.2003e-05i,0.00090624+0.0006443i,-0.00064505-0.00037355i,-0.0024026-0.0026372i,-0.0020058+0.0011799i,0.00043014+0.00020726i,0.00016634-0.0010296i,-0.00027674-0.00012153i,-0.00060682-0.00061128i,0.00050476+0.00080699i,-0.0028479+0.0023422i,-0.0030972-0.00037141i,-0.00099986-0.00025093i,-0.0002677+0.00011368i,-0.0042111+0.00017057i,-0.0049828-0.0050923i,0.00051351-0.00074633i,0.00036562-6.4671e-05i,-0.00060705-9.64e-05i,-0.0032702+0.0030179i,-0.00032106-0.00166i,-0.00044141-0.001602i,6.1022e-05+0.00031818i,0.0014211-0.0032789i,-0.021413-0.010339i,0.0035531-0.014752i,0.012377-0.023362i,-0.0061611-0.012853i,-0.0072892-0.0085418i,-0.010019-0.021221i,0.014104-0.017875i,0.0021367-0.01196i,0.0055601-0.011463i,-0.000293-0.020247i,-0.0086331+0.0049832i,0.004089+0.0054297i,-0.0019121+0.016946i,-0.0039776+0.002145i,0.0035714+0.0017405i,0.0097296-0.002558i,0.00015436+0.00088114i,0.0015234+0.0051381i,0.0020644-0.0017164i,0.00088084-0.0038891i,-0.0017962-0.0030135i,0.0051372+0.0009793i,-0.0067142+0.0031573i,0.0048642+0.0020288i,-0.0070342-0.00048316i,0.0016662-0.0024065i,0.00040395+0.0048518i,-0.0017737+0.00046131i,-0.001332-0.0059691i,-0.0015308+0.00045388i,0.001264+0.0003162i,-0.0036768+0.0035848i,-0.0025806-4.7189e-06i,-0.00092942+0.0018813i,-0.00040796-0.00025149i,-0.012986-0.0050125i,-0.00032202-0.0038027i,-0.0024549+0.0016715i,0.00013264+0.0025671i,0.0029936-0.0011249i,-0.00022859-0.00087349i,0.0013307-0.00093947i,-0.0024041-0.0048767i,0.0040964+0.0069397i,0.0041165+0.0022391i,-0.004547-0.016265i,-0.016515+0.023728i,0.0085584+0.025831i,-0.0081204+0.003422i,0.0034374-0.0029667i,0.0034794-0.001997i,-0.009301+0.0044998i
-0.01777-0.024953i,-0.015285-0.010692i,-0.017245-0.0098923i,-0.0088451-0.0058126i,-0.018751+0.0023825i,-0.0083498+0.0017938i,-0.019156-0.0098645i,-0.01172+0.002228i,-0.0092323+0.0025938i,-0.00070997-0.0018604i,0.002228+0.00071273i,0.0011871-0.00084388i,0.0010386-0.001558i,0.00087122-0.0013183i,-0.00064255+0.00032733i,-0.0009039-0.0010933i,0.0047675-0.00038406i,0.00083775+0.00043918i,0.00066616-0.00036952i,0.0014015+0.00017158i,-0.00051354+0.00040588i,0.00093555+0.00018396i,-0.00064488-0.00021306i,-0.0028937-0.0023732i,-0.0015409+0.001628i,0.00052977+4.5472e-05i,-0.00012839-0.00087069i,-0.00032029+0.00012208i,-0.00070507-0.00026426i,0.00093289+0.00057093i,-0.0017921+0.003303i,-0.0029671+0.00065267i,-0.00083539-3.1306e-05i,-0.00012319+0.00019648i,-0.0036208+0.0014983i,-0.0054877-0.0034969i,0.00036332-0.00077803i,0.00047755-5.0968e-05i,-0.00049178-0.0002081i,-0.0018981+0.0038777i,-0.00064009-0.0013492i,-0.00083571-0.0014354i,0.00039548+4.5017e-05i,0.0011737-0.0034255i,-0.022368-0.0072107i,0.0021151-0.014412i,0.0089415-0.024983i,-0.009162-0.010448i,-0.0081483-0.0080865i,-0.01495-0.016329i,0.010451-0.021893i,0.00021147-0.014464i,0.0055447-0.013498i,-0.0047083-0.020337i,-0.0072828+0.0084276i,0.0050853+0.0034261i,0.0034206+0.016214i,-0.0035429+0.0036071i,0.004549+0.0013197i,0.0081714-0.0045695i,-5.8609e-05+0.00051543i,0.003923+0.005327i,0.0011336-0.0017186i,0.00021833-0.0037815i,-0.0026494-0.0021014i,0.0051537-0.0009011i,-0.0049315+0.0044447i,0.0051594-0.00065957i,-0.0063191+0.0021281i,0.001036-0.0020458i,0.00213+0.0038942i,-0.001423+0.00084942i,-0.0043077-0.0050887i,-0.0017355+0.00073467i,0.00020761+0.00057952i,-0.0020012+0.0043657i,-0.0025123+0.0011105i,-0.00071598+0.0028415i,-0.00034595-0.00013703i,-0.013505-0.0006091i,-0.0022835-0.0032557i,-0.0023592+0.0022624i,0.0006445+0.0023731i,0.0024239-0.0029699i,-0.00027012-0.0014286i,0.0015326-0.001712i,-0.0040058-0.0040395i,0.005988+0.0058841i,0.004644+0.001827i,-0.0061007-0.015248i,-0.010182+0.027207i,0.011474+0.022837i,-0.009568+0.0050971i,0.0021172-0.0012451i,0.0026147-0.0020646i,-0.010219+0.0054032i
