-0.0078371-0.039657i,-0.013148-0.043304i,0.0010453-0.045969i,-0.027296-0.027163i,-0.020416+0.014105i,-0.033389-0.03101i,-0.06075-0.059467i,-0.023026-0.071604i,-0.033915-0.050464i,0.0015946+0.014938i,-0.0067409+0.010722i,-0.014564+0.013657i,0.0018699+0.016066i,-0.0037126-0.0034232i,0.00079746+0.0063668i,0.00088996+0.037077i,0.020277+0.057929i,0.00080636-0.00020406i,-0.004767-0.0082303i,0.0081962+0.0045796i,0.0016821+0.0010041i,-0.0010588+0.0036133i,-7.5055e-05-0.0012066i,-0.036274-0.0091691i,-0.0024518-0.0070734i,-6.5179e-06+0.004498i,0.0049536+0.00023422i,0.00029048+0.0008507i,-0.00012331-0.0010893i,1.0084e-05-0.00271i,-0.0012362-0.0057096i,-0.0023888-0.0038635i,-0.00080496-0.0079668i,0.0031157-0.0013356i,0.0032494-0.0025241i,-0.0010416+0.034002i,0.0058701-0.0046132i,0.0034068-0.0021994i,0.0049482-0.00012108i,-0.0134-0.0040639i,-0.00014131+0.00036064i,0.0096136-0.00073169i,0.0061915-0.00044736i,-0.0033819+0.0037386i,0.0030147+0.0018539i,-0.0029874+0.0072833i,0.01312-0.088117i,-0.007599-0.047953i,-0.024726-0.039216i,-0.020905-0.041784i,0.06176-0.019381i,0.025721-0.06237i,0.038123-0.046641i,0.028629-0.057378i,0.018995-0.015817i,0.0087716+0.009549i,0.023829-0.031687i,-0.0074616-0.0047179i,0.0024379-0.0028309i,-0.0049539-0.0058781i,0.00034253-0.031994i,-0.024042+0.031525i,0.0078288-0.010399i,-0.011139-0.0013303i,-0.0053056-0.001153i,-0.0014848-0.013573i,-0.010231+0.0045554i,0.0038727+0.0080918i,-0.0098944+0.030972i,0.0055548+0.007394i,-0.0052455-0.0012643i,-0.0019726-0.0019256i,-0.011423-0.0073771i,0.00061482-0.0036256i,-0.034983+0.0049943i,0.0021709-0.012394i,-0.0090515-0.001878i,-0.0063471-0.0027687i,0.0063831+0.0013165i,-0.0095868+0.0018749i,0.0012596+0.00092214i,0.0053461+0.0091339i,0.0044333+0.00027577i,-0.009021-0.0093209i,0.0031631+0.0085553i,-0.019+0.0068727i,0.006432+0.0028531i,-0.029381-0.0080725i,-0.034015+0.0035182i,0.024628-0.078137i,0.012286-0.010421i,-0.043608-0.026499i,-0.023362-0.0029742i,0.018317+0.012502i,-0.026583+0.013078i,-0.011822-0.0085455i
0.0097529+0.014328i,0.040144-0.0098203i,0.025057-0.032478i,-0.0027357-0.013079i,-0.008623-0.016458i,-0.0088605-0.02287i,0.015361-0.01667i,0.028395-0.013285i,0.008964-0.016349i,0.0061258-0.00062003i,0.0020431-0.0031691i,-0.0018297-0.0015518i,0.0016583-0.0025923i,-6.296e-05-0.0017315i,-0.0019239-0.0016375i,0.0053754-0.0053704i,-0.0049204+0.00084453i,-0.0022605-0.00022904i,0.0010577+0.00035882i,0.0014082+0.0013361i,0.00017492+0.0023392i,-0.00053552+0.00068883i,0.0014855+0.0019067i,-0.00026722+0.0050553i,-0.00051771+0.00070318i,-0.00064389+0.0014778i,-0.0012704+0.00027224i,0.00056671-0.00036118i,-0.00026675+0.00024202i,-0.00042888-0.00058494i,0.0014389-0.00092569i,0.0019956-9.1367e-06i,0.0014431-8.2986e-05i,6.7203e-06-0.00075226i,0.0012071+0.00067821i,0.004699-0.002927i,-0.00098725+0.0012381i,0.00031512+0.0002042i,-0.00020308-0.00034041i,-0.00053596-0.0011851i,0.0020944+0.0010463i,0.0019379+0.00098703i,0.0021946-0.0076044i,0.0023032+0.0015187i,0.0085997+0.012726i,0.016176+0.025395i,0.04238+0.017922i,0.025834+0.0026769i,0.0010237-0.015951i,0.019031-0.0030582i,0.022586+0.015286i,0.017969+0.017392i,0.018497+0.024711i,-0.0070259+0.032091i,0.0017099-0.0056427i,0.0018808-0.0035692i,0.0047246-0.0061791i,0.0088702-0.0015942i,0.0013586+0.004029i,-0.0099373+0.0077046i,-0.0051171-0.0075029i,0.0032867+0.014772i,-0.0027794-0.0017878i,0.00065028+0.002079i,-0.00085077+0.0010477i,0.0017151-0.003351i,0.0064137-0.0023347i,-0.0035018-0.00040466i,0.0045803-0.0017382i,-0.0067212+0.00032903i,-0.0019653+0.00086635i,0.00037891+4.0717e-05i,-0.0057171-0.0020395i,-0.0035336-0.0025196i,-0.014267-0.010732i,0.0031504-0.0025901i,-0.0034173+0.00081626i,-0.00099962+0.001598i,-0.0044004+0.0030657i,0.0057828+0.0018624i,-0.0088194-0.0013255i,-0.0010005-0.0049957i,-0.0025441-0.00055049i,-0.0052222-0.0005837i,0.0051939-0.0044393i,0.0034913+0.0019952i,0.0023824-0.0021538i,0.0030869+0.0094843i,0.0058995+0.0018241i,0.02766+0.021867i,-0.022551-0.0019717i,-0.026475+0.016077i,-0.0054109+0.01391i,0.0011183+0.00045954i,0.0058968-0.0073376i,-0.0095818+0.0034428i
0.011355+0.012965i,0.037708-0.01634i,0.01848-0.035836i,-0.0054014-0.011705i,-0.012562-0.014947i,-0.012311-0.020759i,0.010572-0.020165i,0.025654-0.017408i,0.0053293-0.016458i,0.0057211-0.0022388i,0.00082873-0.0040565i,-0.001961-0.00073935i,0.00035866-0.0025878i,-0.00022626-0.0014767i,-0.0021604-0.0010338i,0.0041066-0.00665i,-0.0035494+0.0023858i,-0.0025735+0.0004499i,0.00071354+4.9442e-05i,0.0017282+0.00074869i,0.00095824+0.0023382i,-0.00031555+0.0011221i,0.0020687+0.0013121i,0.0023412+0.0042915i,0.00021095+0.00086261i,8.8214e-05+0.0014506i,-0.00096393+0.00098747i,0.00046223-0.00020189i,-0.00012636+0.00046151i,-0.00027099-4.6519e-05i,0.00087349-0.001646i,0.0019627-0.00083811i,0.0015111-0.00054513i,-0.00032085-0.00047235i,0.0018194+0.00020441i,0.0036995-0.0037644i,-0.00036528+0.0017473i,0.00028808+4.0424e-06i,0.0001387+0.0003026i,-0.0014396-0.0015705i,0.0021353+0.00021567i,0.0019903+6.2795e-05i,0.00019849-0.0067551i,0.003532+0.00073081i,0.010565+0.011483i,0.019598+0.022831i,0.043541+0.01103i,0.025948-0.0033347i,-0.0028297-0.012814i,0.021108-0.0072742i,0.026432+0.0096038i,0.02172+0.0094585i,0.019942+0.015082i,0.00096363+0.029298i,-5.0517e-05-0.0054657i,-0.001151-0.0034642i,0.0020395-0.0079762i,0.0062048-0.0041569i,0.002058+0.0033242i,-0.0053506+0.011048i,-0.0059512-0.0035518i,0.0057819+0.012718i,-0.0034883-0.00068814i,0.0017604+0.0025726i,0.00026862+0.0013715i,-0.00032625-0.0034422i,0.0062629-0.0056764i,-0.0039007+0.00041201i,0.0044055-0.0037958i,-0.0059196+0.0032957i,-0.0015693+0.00028535i,-3.9758e-05-0.00068479i,-0.0052367+0.0013358i,-0.0038218-0.0013386i,-0.015576-0.0041412i,0.0014371-0.0033523i,-0.0024441+0.0016652i,-0.0011485+0.00091132i,-0.0027661+0.0042365i,0.0070916-0.00055915i,-0.0081748+0.0022487i,-0.0025628-0.0044322i,-0.0020988-9.9152e-05i,-0.0046642+0.0014444i,0.0022796-0.0049074i,0.0042051+0.00016312i,0.001893-0.0024874i,0.0050717+0.0076903i,0.0048847+0.00065357i,0.028016+0.014207i,-0.021701+0.002833i,-0.024406+0.022866i,-0.0028738+0.011633i,0.002251+0.0031138i,0.0036073-0.0069033i,-0.010997+0.0054685i
0.013311+0.011039i,0.03374-0.022723i,0.011329-0.037547i,-0.0071906-0.0098485i,-0.016334-0.012622i,-0.015369-0.018236i,0.0053324-0.022245i,0.022725-0.021292i,0.002015-0.016075i,0.0046753-0.0035697i,-0.00087598-0.0042267i,-0.001851+9.2212e-05i,-0.00065635-0.0019832i,-0.00031222-0.0012996i,-0.002518-0.00035635i,0.0024983-0.0073977i,-0.0017523+0.0027831i,-0.0026736+0.0014378i,0.00041494+0.00018258i,0.0016882-7.1686e-05i,0.0018257+0.0017258i,-0.00018312+0.0012375i,0.0023537+0.00052202i,0.004172+0.002537i,0.0010797+0.00057361i,0.00064367+0.0011412i,-0.00032958+0.0013335i,0.00032794-0.00013882i,0.00013308+0.00060634i,0.00010299+7.3202e-05i,7.5408e-05-0.0019184i,0.0014684-0.0016671i,0.0011725-0.0011885i,-0.00023656-0.00017498i,0.0021113-0.0010275i,0.0027018-0.0044164i,0.00068644+0.0017071i,0.00021503-7.2643e-05i,0.00056416+5.675e-05i,-0.0022797-0.0011956i,0.0020075-0.00052234i,0.0016401-0.00070692i,-0.001054-0.0057825i,0.0039741-0.00081272i,0.012481+0.0094731i,0.023834+0.019447i,0.044139+0.004088i,0.024373-0.0087643i,-0.0045439-0.0090364i,0.022365-0.012518i,0.028383+0.0031294i,0.023867+0.0021806i,0.018196+0.0079291i,0.0063318+0.026386i,-0.0020703-0.0046617i,-0.0036067-0.0017054i,-0.0018427-0.0085436i,0.002951-0.0048697i,0.0022113+0.0026238i,-0.0009148+0.011583i,-0.0049634-0.00074388i,0.007066+0.0098902i,-0.0039261+0.0016512i,0.0030769+0.0025012i,0.00092814+0.00090101i,-0.0017817-0.0023951i,0.0043593-0.007676i,-0.0033419+0.0014433i,0.0032902-0.0052838i,-0.002754+0.0047532i,-0.0018462+7.943e-05i,-0.00063087-0.00055221i,-0.0035658+0.0031648i,-0.0034331-0.00025984i,-0.014559+0.0016045i,0.00015405-0.0037433i,-0.0014182+0.001999i,-0.0013696+0.0011378i,-0.00065318+0.0040793i,0.0070227-0.0035975i,-0.0061468+0.0048137i,-0.0038301-0.0032397i,-0.002108-8.3475e-05i,-0.0035503+0.0024613i,0.00078336-0.004251i,0.0038377-0.0013699i,0.0018456-0.002759i,0.0052543+0.0046273i,0.0038872+0.0001002i,0.027855+0.0087335i,-0.019268+0.0065104i,-0.019034+0.028785i,-0.0020781+0.0095986i,0.005015+0.0042028i,0.0014111-0.005462i,-0.010475+0.0081221i
0.014685+0.008264i,0.028671-0.027681i,0.0048549-0.038107i,-0.0079557-0.0084334i,-0.019305-0.0087162i,-0.017849-0.015319i,-0.00018211-0.022736i,0.019013-0.025073i,-6.9961e-05-0.01522i,0.0033484-0.0043824i,-0.0025191-0.0031612i,-0.0013363+0.00048992i,-0.0010163-0.0011195i,-0.00046787-0.0014199i,-0.0023471+0.00076232i,0.00061557-0.0076043i,-0.00090502+0.0024325i,-0.0021992+0.0028289i,0.00058404+0.00057989i,0.0013011-0.00070095i,0.0022374+0.00082909i,-0.0001715+0.0013849i,0.0022178-0.00022858i,0.0048433-0.00023446i,0.0016794-0.00020091i,0.00094106+0.00078293i,0.00025096+0.0013568i,0.00051417-0.00012702i,0.00046777+0.00053703i,0.0002418-0.00017391i,-0.00062236-0.0019136i,0.00060824-0.0020287i,0.00062995-0.001523i,-0.00015564-0.00026237i,0.0014505-0.0024872i,0.0016126-0.0048561i,0.0014676+0.0010772i,0.00023967-4.4392e-05i,0.00066443-0.00025105i,-0.003042-0.00046548i,0.0015361-0.0010365i,0.0010209-0.0010075i,-0.0020446-0.0046172i,0.0034989-0.0019354i,0.014159+0.0062794i,0.027679+0.014119i,0.043731-0.0029088i,0.022087-0.013134i,-0.0037041-0.0050759i,0.021632-0.019352i,0.0288-0.0035055i,0.024264-0.0059151i,0.015797+0.0034084i,0.012334+0.022534i,-0.0030847-0.0029233i,-0.0048814+0.00091969i,-0.0060754-0.0075737i,0.00066619-0.0044182i,0.002148+0.0024565i,0.002485+0.01092i,-0.0034163+0.00093274i,0.0070585+0.0067126i,-0.0018696+0.0039195i,0.0046229+0.0015512i,0.0016179+0.00050687i,-0.0024457-0.00097046i,0.0021195-0.009316i,-0.0024766+0.0019149i,0.001692-0.0067866i,-0.00055909+0.0038215i,-0.0024485+0.00017655i,-0.00070436-0.00039769i,-0.0015272+0.0045126i,-0.0028811+0.0004321i,-0.011454+0.0063948i,-0.0014772-0.0041731i,-0.00025948+0.0016612i,-0.0013795+0.0010389i,0.00063347+0.0029522i,0.0056205-0.0067151i,-0.0030729+0.0062347i,-0.0040522-0.0014601i,-0.0023181+0.00032985i,-0.0027712+0.0033841i,-0.0002157-0.0034162i,0.0028418-0.0020868i,0.0016424-0.0036356i,0.0041163+0.00364i,0.0033649+3.8183e-05i,0.027197+0.0033665i,-0.017196+0.0075392i,-0.011263+0.031434i,-0.0011065+0.0090011i,0.0071751+0.0037212i,0.00076482-0.0034397i,-0.0085668+0.010188i
0.015157+0.0051904i,0.022978-0.031224i,-0.0016093-0.037766i,-0.0090828-0.0075981i,-0.020327-0.0045863i,-0.019849-0.012035i,-0.005047-0.021715i,0.014748-0.027818i,-0.0011852-0.014666i,0.0018962-0.0044904i,-0.0031027-0.0015578i,-0.001077+0.00063649i,-0.00093298-0.00046364i,-0.0011207-0.0011848i,-0.0014771+0.0016198i,-0.0013437-0.0070615i,-0.00026487+0.002441i,-0.00067895+0.0037525i,0.0010046+0.00045463i,0.00066481-0.0010889i,0.0022461-8.967e-05i,0.00016769+0.0015042i,0.0019044-0.00088762i,0.0036283-0.0025832i,0.0014559-0.0014459i,0.0010977+0.00036764i,0.00079037+0.0012351i,0.0006245-0.00039854i,0.00065276+0.00023583i,3.7406e-05-0.00034364i,-0.0013514-0.0016414i,-9.5744e-05-0.0019988i,-6.0559e-05-0.0016351i,-0.00023204-0.00013619i,-0.00032281-0.0028853i,0.00057156-0.0050062i,0.0016992+0.00024913i,0.00026527-0.00033894i,0.0008284-0.0005018i,-0.0034337+0.00052554i,0.0010432-0.0013852i,0.00055637-0.00091859i,-0.0026992-0.0034689i,0.0030003-0.0026474i,0.015492+0.0027048i,0.029658+0.0074211i,0.042176-0.0097425i,0.019773-0.017647i,-0.00044758-0.0022544i,0.018269-0.026167i,0.027741-0.0094859i,0.021785-0.013312i,0.012965+0.0011283i,0.017269+0.016934i,-0.0029978-0.0021461i,-0.0044797+0.0042112i,-0.010013-0.0043472i,-0.00093124-0.0036922i,0.0023289+0.0022893i,0.0054286+0.0094675i,-0.0016929+0.0013571i,0.0057439+0.0048638i,0.0011784+0.0033764i,0.0058323-0.00055543i,0.0020752-0.00037995i,-0.0021792+0.00081932i,-0.0011623-0.010889i,-0.0023553+0.0026349i,-0.00058598-0.0076902i,-0.00026728+0.0031977i,-0.0030476+0.00092561i,-0.00078839-0.00036392i,0.0019972+0.0047683i,-0.0025682+0.00033486i,-0.0067416+0.0091361i,-0.0039083-0.0035869i,0.00036382+0.00080629i,-0.0013275+0.0011662i,0.0010894+0.001906i,0.00312-0.0091553i,-9.3058e-05+0.0057482i,-0.0032325-0.00043693i,-0.0020116+0.00077071i,-0.001277+0.0043888i,-0.0010188-0.002411i,0.001916-0.002174i,0.00048468-0.0041893i,0.0034775+0.0033477i,0.002965-0.0001632i,0.025586-0.0013235i,-0.018272+0.0075706i,-0.0045+0.030162i,0.00051814+0.0072747i,0.0088009+0.0019388i,0.0011039-0.0020404i,-0.0057683+0.011123i
0.015155+0.0023736i,0.017302-0.033568i,-0.0077637-0.036286i,-0.010079-0.0061622i,-0.020642-0.0010446i,-0.02105-0.0085819i,-0.0090278-0.020008i,0.010248-0.03031i,-0.0020583-0.015158i,0.00096484-0.004091i,-0.0027733-0.00018356i,-0.00071274+0.00098699i,-0.00074888+0.00010049i,-0.0013174-0.00039008i,-0.00049541+0.0017043i,-0.0027534-0.0057496i,0.00087943+0.0023584i,0.0010055+0.0034452i,0.0011901+0.00020681i,8.2795e-05-0.0010252i,0.0019464-0.00091462i,0.00056272+0.0014435i,0.0013153-0.0014529i,0.0018331-0.0036706i,0.00038138-0.0020301i,0.0011179+6.6749e-05i,0.0014104+0.00088043i,0.00044792-0.00064525i,0.00069923+2.3575e-05i,-0.00028191-0.00017633i,-0.0019166-0.00097219i,-0.00077612-0.0017648i,-0.00066554-0.0012907i,-1.7239e-05-6.8887e-05i,-0.0010994-0.0022263i,-0.00044717-0.0049755i,0.0017152-0.00024099i,8.6449e-06-0.00047969i,0.0006794-0.00097186i,-0.0034283+0.0017164i,0.00052077-0.0015096i,0.00034589-0.00082035i,-0.0028856-0.002227i,0.0023723-0.0033634i,0.015302-0.0020641i,0.029709+0.00049011i,0.039571-0.016269i,0.015379-0.022321i,0.0042897-0.0030581i,0.012076-0.03147i,0.025978-0.014659i,0.018313-0.018648i,0.011456+0.0012862i,0.019683+0.0096972i,-0.0036312-0.0018539i,-0.001944+0.0066849i,-0.011987+0.00063796i,-0.0023671-0.0027367i,0.0024996+0.0021834i,0.0068422+0.0074281i,-0.00051638+0.00061891i,0.0046703+0.0038784i,0.0018568+0.0018986i,0.0053732-0.003261i,0.001835-0.0019194i,-0.00026984+0.0020196i,-0.0061194-0.0092984i,-0.0012571+0.0042092i,-0.0040875-0.0074086i,0.0011516+0.0032747i,-0.003227+0.0022888i,-0.00086514-0.0001911i,0.0050993+0.0014037i,-0.0025334+0.00050481i,-0.0012155+0.0084949i,-0.0056759-0.0014231i,0.00029692-8.6249e-05i,-0.0015975+0.0012559i,0.0014144+0.00093138i,-0.00086696-0.010764i,0.0021967+0.0040517i,-0.0027974-0.00028509i,-0.0019572+0.001185i,0.0010585+0.0043731i,-0.00092658-0.0013643i,0.0013705-0.0019174i,-0.00060257-0.0042329i,0.0030589+0.0034437i,0.0023887-0.00031079i,0.023528-0.0046357i,-0.020395+0.010625i,0.00040257+0.027873i,0.0010016+0.0043237i,0.0092417-0.00043804i,0.0015651-0.0018411i,-0.0030253+0.010433i
0.014576-0.00039434i,0.011742-0.03497i,-0.013307-0.033864i,-0.010579-0.0049983i,-0.020402+0.0025832i,-0.021706-0.005148i,-0.012449-0.018097i,0.0050092-0.032233i,-0.0038629-0.016584i,0.00050458-0.0036982i,-0.0020727+0.00085143i,-0.00017973+0.0012992i,-0.0002162+0.00051706i,-0.00095383+0.00018904i,0.00019834+0.0015277i,-0.0032508-0.0043152i,0.0016261+0.0017615i,0.0021281+0.0027174i,0.0013199+1.8325e-05i,-0.00025618-0.00073982i,0.0013127-0.0015157i,0.00090987+0.0014531i,0.00066145-0.0015149i,0.00025595-0.0037125i,-0.00044716-0.0019084i,0.0010729-0.00020631i,0.0017102+0.00020468i,0.0002237-0.00079647i,0.00070192-0.00018581i,-0.00024064+0.00014812i,-0.0020949-0.0001996i,-0.0012741-0.0011978i,-0.0009504-0.00090079i,0.00010202-0.00019056i,-0.0015369-0.0018488i,-0.0013524-0.0046029i,0.0018381-0.00095372i,-0.00024762-0.00035412i,-5.1812e-05-0.0011826i,-0.0029265+0.0029149i,8.9397e-05-0.0014804i,0.00021038-0.00073593i,-0.0026836-0.0011776i,0.0014572-0.0036353i,0.01306-0.0061749i,0.027936-0.0057184i,0.035729-0.022098i,0.0095263-0.024762i,0.0069616-0.0067655i,0.0048853-0.034114i,0.024013-0.019762i,0.01495-0.023457i,0.012713+0.0012516i,0.020245+0.003153i,-0.0049506-0.0013537i,0.0012441+0.0071154i,-0.011085+0.006377i,-0.0032846-0.0015629i,0.0028862+0.0021671i,0.0079208+0.0059206i,-0.00040181-0.00028888i,0.0033282+0.0039016i,0.0023419+0.0012781i,0.0033787-0.005161i,0.00021162-0.0027612i,0.0013942+0.0013481i,-0.0085643-0.005077i,0.001379+0.004335i,-0.006639-0.0048864i,0.0022328+0.0021101i,-0.0024978+0.0039051i,-0.00082514-0.00018734i,0.0047224-0.0026377i,-0.0024922+0.0010968i,0.0016886+0.0051504i,-0.0056189+0.0008601i,-0.00038071-0.00089514i,-0.0016837+0.0018912i,0.0010555-0.00029708i,-0.0057902-0.0098841i,0.0026711+0.0015452i,-0.0029646-0.00023007i,-0.0015089+0.0020076i,0.0028326+0.0032803i,-0.00043188-0.0014203i,0.0013117-0.0013047i,-0.0015246-0.0038708i,0.0027446+0.0039849i,0.0018908-0.00035228i,0.022716-0.0074894i,-0.020558+0.015623i,0.003963+0.025118i,-0.00027015+0.0012915i,0.0083959-0.0032291i,0.0013941-0.0013311i,-0.0015762+0.0086081i
0.013371-0.0027222i,0.0065344-0.035624i,-0.018425-0.030708i,-0.011081-0.0042677i,-0.019169+0.0058366i,-0.021805-0.0017972i,-0.015596-0.015677i,-0.00080312-0.033031i,-0.0069461-0.017751i,0.00020386-0.0036748i,-0.0010503+0.0014195i,0.00060892+0.001186i,0.00040451+0.00066219i,-0.00048192+0.00044844i,0.00085369+0.001191i,-0.0033099-0.0033033i,0.0021819+0.0011177i,0.0029987+0.0016993i,0.0014443-0.00045066i,-0.00028714-0.00047709i,0.00038962-0.0016556i,0.0015069+0.0012741i,0.0002077-0.0014549i,-0.00086552-0.0033568i,-0.0010727-0.0015958i,0.0009575-0.00052324i,0.001553-0.00049897i,5.4028e-05-0.00088938i,0.00058984-0.00015362i,-0.00018707+0.0002983i,-0.0020776+0.00052077i,-0.0013754-0.00054672i,-0.00094511-0.00050529i,1.6102e-05-0.00041224i,-0.0022839-0.0011753i,-0.0021536-0.0039138i,0.0013014-0.0016985i,-0.00034789-0.00010707i,-0.00053749-0.00071425i,-0.0020925+0.0038292i,-0.00046352-0.0012773i,-5.3801e-05-0.00077445i,-0.0021792-0.00036145i,0.0006715-0.0033898i,0.010074-0.0087405i,0.024707-0.010692i,0.030956-0.026606i,0.0038196-0.025117i,0.0071829-0.010394i,-0.0027592-0.034973i,0.021306-0.025279i,0.010491-0.027766i,0.014905-0.00074193i,0.019343-0.004015i,-0.0064042-1.8305e-05i,0.0039676+0.0059794i,-0.0075512+0.010567i,-0.0036329-0.00044799i,0.0031395+0.0019196i,0.0091173+0.0040632i,-0.00083979-0.0006992i,0.0031308+0.0050244i,0.0030271+0.00011071i,0.0010034-0.0054649i,-0.0010344-0.0023798i,0.0020573+0.00014434i,-0.0086729-0.0012165i,0.0034267+0.003001i,-0.0076975-0.0018553i,0.0018973+0.0010318i,-0.00063195+0.0048681i,-0.001105-0.00020681i,0.002176-0.005285i,-0.0020617+0.0015236i,0.0018787+0.0018149i,-0.0048607+0.0027084i,-0.001573-0.00098258i,-0.0012301+0.002189i,-4.4723e-05-0.00061877i,-0.0088192-0.0067452i,0.0019269-9.3403e-06i,-0.0031698-3.4313e-05i,-0.00038697+0.0021396i,0.0038816+0.0014882i,-0.00056356-0.0013046i,0.0019019-0.0011218i,-0.0020644-0.0030855i,0.0038982+0.0052597i,0.0013113-0.00012706i,0.020769-0.011387i,-0.018983+0.020747i,0.0066771+0.022037i,-0.0034213-0.00056676i,0.0052792-0.0047809i,0.0019318-0.0013117i,-0.0017974+0.0068712i
0.012103-0.0044319i,0.0013401-0.035879i,-0.022631-0.026587i,-0.012015-0.0035152i,-0.017839+0.0081888i,-0.02152+0.0015775i,-0.018019-0.012715i,-0.0063661-0.032522i,-0.010901-0.017728i,-0.00019376-0.0036351i,1.2097e-05+0.0012572i,0.0011797+0.00084747i,0.00099387+0.00061809i,-3.1058e-05+0.00058888i,0.0011377+0.00059593i,-0.0031729-0.0027933i,0.0029818+0.00017969i,0.003276+0.00040813i,0.0011316-0.001102i,-0.00018036-0.00023944i,-0.00025767-0.0014791i,0.0021431+0.00064453i,-6.0268e-05-0.001419i,-0.0014253-0.0028409i,-0.0016825-0.0012727i,0.00076099-0.00085542i,0.001176-0.0009254i,-0.00020582-0.00067758i,0.0005383-0.00013579i,6.2755e-06+0.00060726i,-0.0018464+0.0012536i,-0.0012418-0.00012335i,-0.0010563-0.00021344i,-0.00023421-0.00033701i,-0.0024641+1.7577e-05i,-0.0025411-0.003053i,0.000505-0.0019777i,-0.00038759+0.00010265i,-0.00044098-0.00041313i,-0.00091993+0.0044316i,-0.00063943-0.00098222i,-0.00016635-0.00073069i,-0.0016139+1.0117e-05i,0.00043163-0.0032607i,0.0074566-0.0099417i,0.021473-0.013644i,0.026161-0.029959i,-0.0010474-0.023967i,0.0057699-0.013452i,-0.010382-0.032968i,0.017051-0.030523i,0.0057857-0.030692i,0.016362-0.0040384i,0.015381-0.0099301i,-0.0074871+0.0024221i,0.0056665+0.00387i,-0.0029695+0.012682i,-0.0040019+0.00078314i,0.0035624+0.0018212i,0.0096859+0.0017604i,-0.001319-0.00099556i,0.0042639+0.0064241i,0.002515-0.00123i,-0.00064654-0.0048146i,-0.0020085-0.0016145i,0.0020304-0.00078723i,-0.0072602+0.0017858i,0.0045895+0.0010251i,-0.0072748+0.0013517i,0.0015091+0.0010418i,0.0015069+0.0046012i,-0.0011976+0.00019196i,-0.0009957-0.0061432i,-0.0015832+0.0013003i,0.00015948+0.00026241i,-0.0036259+0.0042985i,-0.0024885-2.83e-05i,-0.0010896+0.0024033i,-0.00061458-0.00034156i,-0.01011-0.0031983i,0.00095441-0.00071687i,-0.0036358+0.00031238i,0.00032245+0.0016694i,0.0041116-0.00061918i,-0.00052239-0.0012081i,0.0026435-0.0018205i,-0.0025635-0.0028733i,0.005794+0.0046322i,0.0012664+0.00039064i,0.018284-0.014299i,-0.015253+0.02654i,0.0083244+0.019109i,-0.006976+0.0001386i,0.0022265-0.0036568i,0.0019051-0.001934i,-0.0025245+0.0058292i
0.011035-0.0059361i,-0.0039672-0.036011i,-0.02587-0.022458i,-0.013015-0.0022176i,-0.016527+0.010922i,-0.020262+0.0048432i,-0.019792-0.0094736i,-0.011892-0.03168i,-0.015054-0.016283i,-0.00058654-0.0037496i,0.00059786+0.00067068i,0.0016595+0.00024027i,0.0016054+0.00031484i,0.00068774+0.00034792i,0.0011379+4.4817e-05i,-0.0032972-0.0024145i,0.0030901-0.0014524i,0.0028933-0.00071022i,0.00052928-0.0012866i,0.00012888-0.000233i,-0.00080018-0.0011472i,0.0022933-0.00032212i,-0.00046429-0.0013249i,-0.0016918-0.002702i,-0.0020826-0.0006175i,0.00036753-0.0010797i,0.00073721-0.001274i,-0.00028274-0.0003527i,0.00060476-0.00010825i,0.00055351+0.00072639i,-0.00128+0.0018897i,-0.0011732+0.00024204i,-0.00093117+0.00011674i,-0.00025556-0.00021949i,-0.0017975+0.00082798i,-0.0027858-0.0023547i,-0.00020478-0.0018826i,-0.00020047+0.00035494i,-0.00043482-0.00046999i,0.00047589+0.0045059i,-0.00069031-0.00072021i,-0.00034569-0.00080903i,-0.0010472-0.00014922i,0.00017122-0.0034368i,0.0048201-0.011076i,0.019169-0.016153i,0.021232-0.032679i,-0.004963-0.021728i,0.0044403-0.015263i,-0.016954-0.02835i,0.011528-0.035079i,0.0015839-0.033591i,0.017064-0.0086439i,0.0099384-0.013104i,-0.0070827+0.0058602i,0.0062331+0.0013207i,0.0013453+0.012351i,-0.0038891+0.0021476i,0.004542+0.0014367i,0.0095723-0.00091137i,-0.0021991-0.0013406i,0.0070938+0.0065185i,0.0014884-0.0012338i,-0.001738-0.0038933i,-0.0024394-0.00054639i,0.0019044-0.0014986i,-0.0057229+0.0036085i,0.0047541-0.0013398i,-0.005648+0.0037953i,0.0022107+0.0014534i,0.0029989+0.0034317i,-0.0010826+0.00030047i,-0.0042967-0.0054578i,-0.0016337+0.0012978i,-0.00094071+0.00068042i,-0.001715+0.0053298i,-0.0023547+0.0011793i,-0.00078828+0.0031103i,-0.00085103-0.00018484i,-0.010431-4.636e-05i,-0.00013327-0.00082883i,-0.0042048+0.0014393i,0.00039659+0.0012744i,0.0033806-0.0027894i,-0.00062382-0.0017833i,0.0028219-0.003105i,-0.0032829-0.0022468i,0.0072935+0.0029713i,0.0016918+0.00068124i,0.015428-0.016493i,-0.0082471+0.030094i,0.0098387+0.016009i,-0.0092846+0.0025159i,0.00089916-0.0012003i,0.0013099-0.0019852i,-0.0034241+0.0055908i
