-0.00061178-0.041367i,-0.00057719-0.046252i,-0.0072742-0.0479i,-0.030292-0.023731i,-0.022669+0.010473i,-0.036191-0.033811i,-0.062896-0.059041i,-0.018827-0.071274i,-0.024285-0.043726i,-0.00086437+0.016268i,-0.010545+0.013154i,-0.014384+0.013266i,0.0034899+0.013754i,-0.0028105-0.0021961i,0.001749+0.0058411i,-0.00016703+0.033818i,0.019474+0.056796i,0.0013196-0.00073584i,-0.0034477-0.0092848i,0.0075447+0.0042779i,0.0018012+0.0014229i,-0.0004806+0.003025i,1.0299e-06-0.00065062i,-0.037759-0.0094188i,-0.0023372-0.0076294i,-0.0012063+0.0044202i,0.0055441-0.0004057i,7.4855e-05+0.00024934i,0.00062273-0.00085273i,0.00050103-0.0022219i,-0.0013708-0.0059558i,-0.003189-0.0059784i,-0.00080181-0.007118i,0.0032925-0.00047247i,0.0033092-0.0017116i,-0.0022661+0.038622i,0.0066866-0.0037445i,0.0032506-0.00085564i,0.0054269-0.00034988i,-0.012451-0.0062435i,-0.0010552+0.00025527i,0.0097241-0.00028254i,0.0033404+0.0015327i,-0.0048295+0.0021007i,-8.9854e-05+0.010491i,-0.0056044+0.018358i,0.026747-0.081744i,0.00027964-0.054721i,-0.023026-0.043447i,-0.019394-0.037403i,0.063315-0.015732i,0.030848-0.057989i,0.038985-0.044252i,0.034234-0.051804i,0.019852-0.015886i,0.0076721+0.012146i,0.024283-0.033905i,-0.0083959-0.0054876i,0.0030424-0.0014219i,-0.0029465-0.0057983i,0.0054071-0.032125i,-0.025754+0.030429i,0.0088636-0.010212i,-0.012674-0.0026602i,-0.0046622-0.0016817i,0.00052141-0.01472i,-0.010632+0.0049749i,0.0032132+0.0069317i,-0.01489+0.030421i,0.0052464+0.0069377i,-0.0060346-0.0019429i,-0.0012116-0.0026015i,-0.011968-0.0078186i,0.00031615-0.0035435i,-0.036438+0.0057938i,0.0017649-0.012574i,-0.0093564-0.0029075i,-0.0071844-0.003341i,0.0063066+0.0021236i,-0.0091953+0.0020398i,-7.2584e-05+0.0017175i,0.0058394+0.010227i,0.0049741+0.00058263i,-0.0088311-0.010366i,0.0018056+0.0084455i,-0.020288+0.0052323i,0.0064872+0.0032107i,-0.027795-0.0089605i,-0.035986-0.0027316i,0.027322-0.077019i,0.014144-0.0093714i,-0.042319-0.028554i,-0.02443-0.0062694i,0.017091+0.012158i,-0.02704+0.010833i,-0.01159-0.010073i
0.013894+0.010681i,0.05118+0.0043333i,0.021498-0.03429i,-0.0048028-0.0088652i,-0.010591-0.018083i,-0.017478-0.023525i,0.014952-0.013175i,0.037227-0.012117i,0.010308-0.012939i,0.0094928-0.0020185i,0.002621-0.003425i,-0.0021562-0.0011712i,0.0013787-0.0020501i,0.00026269-0.0015277i,-0.0011657-0.001391i,0.0034199-0.0053751i,-0.0047451+0.0008787i,-0.0011977-0.0009261i,0.0010301-0.00042401i,0.00098819+0.0016157i,0.00063287+0.0017407i,-0.00042823+0.00089503i,0.0018884+0.0012251i,-0.00064361+0.0053057i,-0.00086735+0.00092457i,-0.00052198+0.00096907i,-0.0010692+0.00012131i,0.00038792-0.00058312i,-6.5394e-05+0.00012826i,8.1209e-05-0.00050185i,0.00072918-0.0010574i,0.0022151+0.00052096i,0.0012566-0.0001435i,0.00034111-0.00012043i,0.00118+0.00096798i,0.0054681-0.0049362i,-0.00017511+0.00064555i,0.00049248+0.00053539i,-0.00040146-0.00056374i,-0.00034146-0.001064i,0.0010894+0.0013812i,0.0016505+0.0015628i,0.0022397-0.0048408i,0.0036921+0.00094174i,0.0012339+0.017921i,0.0099166+0.038044i,0.036761+0.027376i,0.029123+0.0021943i,-0.0020547-0.016432i,0.01701-0.00045943i,0.02197+0.015188i,0.014621+0.022186i,0.02295+0.024122i,-0.011852+0.032065i,0.0032055-0.0037621i,0.0016054-0.0044967i,0.0043329-0.0062088i,0.00957-0.0016043i,0.0015474+0.0040947i,-0.010145+0.010184i,-0.0049134-0.0086323i,0.0026933+0.015149i,-0.0028091-0.0014959i,0.0007778+0.0028489i,-0.0011983+0.0010368i,0.0021508-0.0038852i,0.0069612-0.0025341i,-0.0039523-0.0007596i,0.0046329-0.0016454i,-0.0066394+0.00042391i,-0.0018384+0.00092233i,0.00035465+9.7463e-05i,-0.0059177-0.002416i,-0.0037439-0.0022315i,-0.015249-0.0098923i,0.0034366-0.0033272i,-0.0041326+0.0021717i,-0.0016099+0.0019855i,-0.0051613+0.0033887i,0.0058134+0.0022121i,-0.0097107-0.0016544i,-0.0022101-0.004507i,-0.0028326-0.00057693i,-0.0058509-0.0011379i,0.0055938-0.0040517i,0.0038667+0.0015303i,0.0023719-0.0017912i,0.0024004+0.0089585i,0.0056784+0.0022005i,0.025422+0.019345i,-0.023083-0.0029646i,-0.027434+0.017466i,-0.0043779+0.016447i,0.0015218+0.0011566i,0.0062733-0.0085309i,-0.0097294+0.0024733i
0.013916+0.0087017i,0.050763-0.004328i,0.014739-0.036867i,-0.006338-0.007346i,-0.014921-0.016065i,-0.020605-0.01998i,0.010736-0.016508i,0.034041-0.017293i,0.0075047-0.013729i,0.0085469-0.0044884i,0.0011718-0.0044432i,-0.0022986-0.00031465i,0.00038215-0.0019611i,3.0231e-05-0.0013066i,-0.0012014-0.0010161i,0.0025028-0.005965i,-0.0036605+0.0022336i,-0.0018402-0.00044073i,0.00038321-0.00074891i,0.001556+0.0011119i,0.0012135+0.0017078i,-0.00024075+0.0010436i,0.0021675+0.00052998i,0.0020817+0.0045971i,4.6825e-05+0.0012075i,7.4163e-05+0.00080334i,-0.00076428+0.00077002i,0.00026435-0.00039522i,3.6338e-05+0.00026142i,0.00021308-0.00019961i,0.00022531-0.0015382i,0.0024926-0.00047566i,0.0012461-0.00053895i,0.00027806-3.6979e-05i,0.0019637+0.00052192i,0.0039302-0.0059296i,0.00018099+0.00085444i,0.00060845+0.00024923i,-1.3766e-05+2.8229e-05i,-0.0011221-0.0016628i,0.0013509+0.00093065i,0.0020071+0.00089628i,0.00088453-0.0044612i,0.0049632+0.00021526i,0.0051021+0.017345i,0.015767+0.035312i,0.03926+0.020606i,0.029302-0.0042242i,-0.0058787-0.012858i,0.018949-0.0048068i,0.025935+0.0092885i,0.019576+0.014844i,0.025063+0.012394i,-0.0037919+0.029932i,0.0017081-0.0041125i,-0.0022149-0.0039031i,0.0017905-0.0079105i,0.006984-0.0041688i,0.0022506+0.0034352i,-0.0046796+0.013533i,-0.0063394-0.0043053i,0.005436+0.013207i,-0.0032596-0.0004487i,0.0026119+0.0033128i,-8.9822e-05+0.0013829i,-0.00014814-0.0041298i,0.0066728-0.0061629i,-0.004471+0.00036234i,0.004597-0.0041192i,-0.0056012+0.0033813i,-0.0018839+0.00036304i,-5.7424e-05-0.00066579i,-0.0053673+0.0010471i,-0.003864-0.0010504i,-0.016115-0.0030087i,0.0013618-0.0042455i,-0.002666+0.0031222i,-0.0015832+0.0014776i,-0.0034135+0.0046787i,0.0075183-0.00027308i,-0.0092299+0.0023607i,-0.0035835-0.0034524i,-0.0025106-0.00017203i,-0.0057905+0.0011878i,0.002606-0.0047508i,0.0045016-0.00046606i,0.0022861-0.0021568i,0.0046054+0.0074253i,0.0046143+0.0015055i,0.025331+0.012081i,-0.022616+0.0018763i,-0.024873+0.024322i,-0.001326+0.012919i,0.003153+0.0036051i,0.0035371-0.0080025i,-0.011778+0.0044922i
0.014602+0.0067621i,0.048477-0.013122i,0.0077357-0.037643i,-0.0071042-0.0058455i,-0.018936-0.013015i,-0.023217-0.016116i,0.0061984-0.018561i,0.030881-0.021895i,0.0048367-0.014106i,0.0068082-0.006358i,-0.00081638-0.0046022i,-0.0021397+0.00063368i,-0.00032254-0.0014446i,1.7776e-05-0.0011406i,-0.0014336-0.00065737i,0.0013972-0.0063727i,-0.0022402+0.0026866i,-0.002232+0.00048762i,-0.00026823-0.00029507i,0.0017536+0.00023849i,0.001854+0.0011517i,-0.00020251+0.0011153i,0.0021325-0.00022419i,0.0039802+0.0028815i,0.0011437+0.00094473i,0.00041104+0.00042678i,-0.00022813+0.00099381i,0.00016162-0.00023392i,0.00015376+0.00044862i,0.00039825-0.00025641i,-0.00047298-0.0016829i,0.0020938-0.0015388i,0.00092368-0.0010597i,0.00032605+3.6815e-05i,0.0024481-0.00077088i,0.0022159-0.0065415i,0.00090237+0.00061382i,0.00060851+2.2781e-05i,0.00043709-7.7323e-05i,-0.0020854-0.0014902i,0.001643+0.00039437i,0.0020162+9.8375e-05i,-0.00013031-0.0039072i,0.0054426-0.0014123i,0.0087403+0.015563i,0.022011+0.031076i,0.040939+0.013647i,0.027828-0.010296i,-0.0074376-0.0086997i,0.019925-0.010041i,0.027848+0.0026532i,0.022873+0.0078254i,0.022705+0.0038332i,0.0020571+0.027587i,1.6145e-05-0.0036626i,-0.0048852-0.0013372i,-0.0020334-0.0085775i,0.0038871-0.0049917i,0.0024522+0.0026451i,0.00056737+0.013847i,-0.005413-0.00084824i,0.0069441+0.010097i,-0.0033905+0.0017957i,0.0043874+0.002638i,0.00058072+0.0010707i,-0.0019903-0.0029974i,0.0045867-0.0085026i,-0.003828+0.0015259i,0.0034367-0.0058237i,-0.0025524+0.0047954i,-0.0023501+0.00040599i,-0.00071406-0.00062172i,-0.0036207+0.0031573i,-0.0034266-2.2428e-05i,-0.014551+0.0026809i,-0.00036895-0.004589i,-0.0011659+0.0032204i,-0.0015497+0.0018833i,-0.0011355+0.0046976i,0.007476-0.0036593i,-0.0071722+0.0053031i,-0.0044767-0.001931i,-0.0024446-5.6423e-05i,-0.0045867+0.0026992i,0.0011171-0.0039738i,0.0038542-0.0022884i,0.0023447-0.0027368i,0.0050233+0.0045909i,0.0040276+0.0013992i,0.024939+0.0068441i,-0.020446+0.0056895i,-0.019189+0.030391i,-0.00077973+0.0099367i,0.0062425+0.0038847i,0.0010842-0.0061416i,-0.01142+0.0075449i
0.014998+0.0042057i,0.044495-0.020657i,0.0015842-0.037522i,-0.0072954-0.0049621i,-0.021781-0.0083058i,-0.02505-0.011912i,0.001288-0.019206i,0.027007-0.026388i,0.0027045-0.013868i,0.004732-0.00752i,-0.002599-0.0033068i,-0.0014717+0.0011008i,-0.00047513-0.00075256i,-0.00013214-0.0013159i,-0.001395+8.2703e-05i,-2.1885e-05-0.0064871i,-0.0015789+0.0025519i,-0.001969+0.0017303i,-4.5043e-06+0.00055504i,0.0014891-0.00060427i,0.0020253+0.00032874i,-0.00020496+0.001257i,0.0017046-0.00083039i,0.0047965+0.00024831i,0.001907-0.00015046i,0.00035086+9.743e-05i,0.00016552+0.00096883i,0.00029594-0.00016998i,0.00042208+0.00047262i,0.00033851-0.00044795i,-0.0011336-0.0015207i,0.0013102-0.00214i,0.00045522-0.0013032i,0.00035819-0.00017376i,0.0018212-0.0024623i,0.00050307-0.0067596i,0.0013173-4.3539e-05i,0.0006256-0.00014721i,0.00048861-0.00037159i,-0.0028704-0.00077657i,0.0015894-0.00017551i,0.0017353-0.00035079i,-0.00089172-0.0032024i,0.0050194-0.0026376i,0.01163+0.012146i,0.027133+0.024275i,0.041769+0.0062706i,0.025654-0.015387i,-0.0064101-0.0045487i,0.018911-0.016451i,0.028245-0.0041451i,0.024665-0.00055225i,0.019847-0.0023534i,0.0082991+0.024151i,-0.00078496-0.0025496i,-0.0058364+0.0021442i,-0.0064034-0.0078159i,0.0016721-0.0048619i,0.002315+0.0025103i,0.0047454+0.012521i,-0.0037211+0.0011644i,0.0068194+0.0069903i,-0.0011558+0.003692i,0.0058277+0.0010719i,0.0015616+0.00081778i,-0.0028586-0.0013764i,0.0020601-0.010233i,-0.0029621+0.0021598i,0.0017109-0.0075578i,-0.00023613+0.0038216i,-0.0029036+0.0009892i,-0.00086511-0.00035834i,-0.0014122+0.0044819i,-0.0028359+0.00039476i,-0.011047+0.0071618i,-0.0023493-0.0045742i,0.00022363+0.0026557i,-0.0013281+0.0017512i,0.0005066+0.0036804i,0.0058433-0.0069461i,-0.0038047+0.0071214i,-0.0040167-0.00026389i,-0.0027643+0.00020294i,-0.0034645+0.0039831i,0.0001368-0.0035294i,0.0027182-0.0027996i,0.0021966-0.003692i,0.0042979+0.0036698i,0.0039994+0.0013932i,0.02393+0.0019119i,-0.018426+0.0066847i,-0.011003+0.033142i,-0.00031154+0.0090075i,0.0081211+0.0030542i,0.00047005-0.0037369i,-0.0096799+0.0096477i
0.014746+0.0014933i,0.039547-0.026843i,-0.0045225-0.036614i,-0.0081195-0.0045848i,-0.022265-0.0036387i,-0.026137-0.0075762i,-0.0029807-0.018368i,0.02265-0.029986i,0.0013189-0.013726i,0.0024417-0.0078872i,-0.0030862-0.001567i,-0.0010169+0.0013252i,-0.00027551-0.00037768i,-0.00078576-0.0010107i,-0.00073123+0.00072377i,-0.0015502-0.0060577i,-0.0010097+0.0028533i,-0.00089355+0.00258i,0.00057438+0.00057606i,0.00080611-0.0011852i,0.0019124-0.00036747i,0.00012396+0.0012974i,0.0013168-0.0011902i,0.0036262-0.0021517i,0.0014838-0.00151i,0.00015881-9.0203e-05i,0.00058357+0.00092786i,0.00044023-0.00030703i,0.00063362+0.00014563i,6.2793e-05-0.00065328i,-0.0016493-0.0010962i,0.00053078-0.0023753i,-0.00018643-0.0013538i,0.00027137-0.00026086i,4.8951e-05-0.0028641i,-0.00098492-0.006431i,0.0011494-0.00074595i,0.00061942-0.00048436i,0.00061258-0.00058252i,-0.0034321+0.00016625i,0.0013134-0.00068932i,0.0015211-0.00051247i,-0.0014147-0.0024397i,0.004381-0.0035276i,0.014115+0.0080289i,0.029593+0.016374i,0.0411-0.0011629i,0.023289-0.020992i,-0.003243-0.0014581i,0.01551-0.022717i,0.027264-0.010142i,0.023057-0.0083294i,0.015631-0.0058018i,0.013444+0.018659i,-0.00078686-0.0024507i,-0.0047546+0.0059577i,-0.010649-0.0045542i,-2.7148e-05-0.0045493i,0.0025157+0.0024223i,0.0082205+0.010028i,-0.0015292+0.0015066i,0.0056336+0.0052504i,0.0015858+0.0027807i,0.0067321-0.0015396i,0.0022904-0.00018354i,-0.002521+0.00069306i,-0.0015454-0.011699i,-0.002775+0.0031582i,-0.00083503-0.008559i,0.00015826+0.0031654i,-0.0030614+0.0021124i,-0.00093945-0.00019015i,0.0018383+0.0044958i,-0.0025249+0.00023688i,-0.0060396+0.0094352i,-0.0046905-0.0034412i,0.001054+0.0015554i,-0.0010419+0.0016385i,0.0011803+0.0024378i,0.0029417-0.0093434i,-0.00043166+0.0068749i,-0.0028886+0.00050401i,-0.0025418+0.00078267i,-0.0017632+0.0050114i,-0.0010268-0.0028146i,0.0017396-0.0030422i,0.0010369-0.004487i,0.0037198+0.0031407i,0.0041277+0.00098127i,0.022104-0.0022644i,-0.020202+0.006704i,-0.0039222+0.031612i,0.00087106+0.0072818i,0.0094726+0.00099086i,0.0010813-0.0022813i,-0.0071833+0.011126i
0.014325-0.00095846i,0.034317-0.031908i,-0.010271-0.034652i,-0.0089504-0.0035667i,-0.022016+0.0001158i,-0.026396-0.0033395i,-0.0062288-0.017171i,0.017973-0.0334i,8.8353e-05-0.014176i,0.00072838-0.0075408i,-0.0026436-0.00016537i,-0.0004538+0.001559i,-0.00014693-0.00013391i,-0.00075245-0.00032788i,4.9503e-06+0.00063246i,-0.0027748-0.0050081i,0.00010104+0.0030798i,0.00024186+0.0025623i,0.00089428+0.00028438i,7.8166e-05-0.0012187i,0.0015904-0.0010129i,0.00040179+0.0012488i,0.00076989-0.0015094i,0.0019924-0.0033368i,0.00040389-0.0020109i,-0.00010433+8.3967e-05i,0.0011042+0.00067827i,0.00041271-0.00053909i,0.00065056-0.00010359i,-0.00040689-0.000469i,-0.0020633-0.0004149i,-0.00032421-0.0023461i,-0.00073834-0.00091164i,0.00037002-0.00035882i,-0.00074291-0.0024098i,-0.0023951-0.0058973i,0.00084877-0.00099614i,0.00029163-0.00069951i,0.00042162-0.00099089i,-0.0034749+0.001498i,0.00096597-0.00099097i,0.0014437-0.00083791i,-0.0016967-0.001455i,0.0037091-0.0046111i,0.014741+0.0029011i,0.029769+0.008572i,0.039105-0.0081949i,0.018373-0.02687i,0.0015463-0.0016937i,0.0094468-0.027325i,0.025558-0.015463i,0.020409-0.013885i,0.01247-0.0061287i,0.016311+0.011964i,-0.0015477-0.0024466i,-0.0012985+0.0083932i,-0.01304+0.00057247i,-0.0018397-0.0038122i,0.0027159+0.0023381i,0.0096859+0.0064829i,-0.00011367+0.00044574i,0.0047342+0.0044516i,0.0017607+0.0012317i,0.0058112-0.0044659i,0.0020843-0.0018948i,-0.0004083+0.0020771i,-0.0067927-0.010039i,-0.0013574+0.005016i,-0.0046695-0.0083133i,0.0015013+0.0030509i,-0.0024811+0.0035524i,-0.00092697+4.56e-05i,0.0048664+0.0013611i,-0.0025227+0.00049731i,-0.00061729+0.0083404i,-0.0061725-0.00097951i,0.0010101+0.00034052i,-0.0013316+0.0013824i,0.0014711+0.0012911i,-0.0011311-0.010569i,0.00227+0.0050936i,-0.0024424+0.00060276i,-0.0025284+0.0013573i,0.00082556+0.0050146i,-0.0012387-0.0015078i,0.00092108-0.0028981i,-0.0003098-0.0047778i,0.0032074+0.0028729i,0.0039535+0.00052083i,0.019966-0.0051111i,-0.022715+0.01062i,0.0011728+0.029161i,0.0010634+0.0043061i,0.00987-0.0016122i,0.0016114-0.0021563i,-0.0039827+0.011122i
0.013381-0.0035806i,0.028872-0.036197i,-0.015244-0.031897i,-0.009493-0.0026639i,-0.0212+0.0036702i,-0.026033+0.00076749i,-0.0092527-0.016003i,0.012552-0.036296i,-0.001514-0.015318i,-0.00053337-0.0070592i,-0.0019389+0.0007179i,0.00018515+0.0016481i,0.00021499+6.7888e-05i,-0.00037985+5.1691e-05i,0.00040138+0.00034715i,-0.0034027-0.0038498i,0.0010586+0.0026985i,0.0011403+0.0022383i,0.0010526+9.4597e-06i,-0.00042257-0.00092953i,0.0010412-0.0014913i,0.0006543+0.0014111i,0.00019453-0.001389i,0.00039501-0.003483i,-0.00035108-0.0018843i,-2.2659e-05+0.00033884i,0.00132+0.00012701i,0.00030391-0.0007043i,0.00062735-0.00026244i,-0.00054696+2.5545e-05i,-0.0021243+0.0003857i,-0.0010494-0.0018994i,-0.0008946-0.00047878i,0.00035164-0.00057856i,-0.0012579-0.0022298i,-0.0034154-0.0048943i,0.00068406-0.0013251i,-8.4512e-05-0.00065617i,-0.00020643-0.0011656i,-0.0030346+0.0028451i,0.000619-0.0012614i,0.0011404-0.0011871i,-0.0015221-0.00052722i,0.0024666-0.0051979i,0.013023-0.0014373i,0.02782+0.0019288i,0.03573-0.014475i,0.011366-0.030484i,0.0044421-0.0050215i,0.0028366-0.029374i,0.023484-0.020945i,0.018049-0.019245i,0.012241-0.0060131i,0.017811+0.0057266i,-0.0028948-0.00245i,0.0026444+0.0083182i,-0.012352+0.0067157i,-0.0032338-0.0026064i,0.003117+0.002295i,0.0098287+0.0038366i,-1.4959e-06-0.00090577i,0.0033911+0.0043826i,0.0018885+0.00084885i,0.0031624-0.006355i,0.00048498-0.0029261i,0.0013712+0.0013357i,-0.0093604-0.0054816i,0.0018683+0.0051259i,-0.0076306-0.0054006i,0.0023749+0.0017872i,-0.00096193+0.0046781i,-0.00074218+5.8739e-05i,0.0045279-0.0026988i,-0.0026165+0.0010285i,0.0019267+0.004875i,-0.0058652+0.0014916i,0.0002544-0.00060226i,-0.0014832+0.0019673i,0.0011674+0.00013579i,-0.0059622-0.0094728i,0.0031315+0.0024084i,-0.0024829+0.00063375i,-0.0021461+0.0022641i,0.002864+0.0038705i,-0.00062438-0.0013099i,0.00056473-0.0021625i,-0.0015329-0.0046197i,0.0023746+0.0033787i,0.0038302+0.00010242i,0.019177-0.0074497i,-0.022852+0.016256i,0.0049018+0.026246i,-0.00051635+0.0013521i,0.0087697-0.0045547i,0.0014845-0.0017208i,-0.0018442+0.0093331i
0.01159-0.005708i,0.023163-0.039793i,-0.019832-0.028551i,-0.010126-0.0018607i,-0.019742+0.0066578i,-0.024998+0.0046625i,-0.01224-0.014329i,0.0063442-0.038055i,-0.0042052-0.016314i,-0.0017511-0.0067059i,-0.00099967+0.0011876i,0.0008837+0.0013739i,0.00063347+4.8028e-05i,-4.0111e-05+0.0002269i,0.00065863+4.9478e-06i,-0.003594-0.0028328i,0.0018913+0.0022289i,0.0019052+0.0016329i,0.0011541-0.00054436i,-0.00057503-0.00059497i,0.00028947-0.0015263i,0.0013037+0.0013312i,-0.00010689-0.0011935i,-0.00060145-0.0032079i,-0.00091394-0.0016844i,0.00015316+0.00037453i,0.0011131-0.00039037i,9.6492e-05-0.00087204i,0.0005355-0.00035091i,-0.00041097+0.00038873i,-0.0019679+0.0012417i,-0.0013527-0.0013506i,-0.00071001-6.6836e-05i,0.00015661-0.00082494i,-0.0021648-0.0016087i,-0.0040521-0.0036096i,-1.6837e-05-0.0015359i,-0.00034784-0.00043993i,-0.0006029-0.00069281i,-0.002073+0.0038868i,-2.8079e-05-0.0013287i,0.00063062-0.0014566i,-0.0008635+9.9925e-05i,0.0012424-0.005092i,0.010753-0.0042718i,0.024536-0.0030572i,0.031306-0.019303i,0.0039425-0.031385i,0.0048658-0.0080731i,-0.0041213-0.029673i,0.020443-0.026724i,0.014415-0.024667i,0.01296-0.0074842i,0.017506-0.0016131i,-0.0048723-0.0015109i,0.0056962+0.0064837i,-0.0087137+0.011284i,-0.0039413-0.0013043i,0.0035052+0.0021827i,0.0096959+0.0013924i,-0.00083442-0.0014112i,0.0032075+0.0055537i,0.002424-0.00019057i,0.00047089-0.0061972i,-0.00090607-0.0026694i,0.0020311+8.2737e-05i,-0.0092797-0.001056i,0.0044057+0.003405i,-0.0089169-0.0019185i,0.0020388+0.0006518i,0.0011603+0.0048032i,-0.00097006+2.8725e-05i,0.0018739-0.0055309i,-0.0023756+0.001613i,0.001848+0.0017577i,-0.0047149+0.0034235i,-0.00088026-0.00069032i,-0.00111+0.0022742i,6.9888e-05-0.00041225i,-0.0088328-0.0062898i,0.0025841+0.00058344i,-0.0024382+0.00057857i,-0.00099792+0.0025985i,0.0040812+0.0020203i,-0.00068456-0.0011651i,0.0011065-0.0017651i,-0.0022413-0.0038307i,0.0032943+0.0047841i,0.003292-0.00018792i,0.017187-0.01078i,-0.021122+0.02214i,0.0076667+0.023051i,-0.0039881-0.00020144i,0.005204-0.0059141i,0.0020199-0.0018321i,-0.0016572+0.0072398i
0.0098128-0.0069528i,0.017098-0.043038i,-0.023542-0.024407i,-0.010976-0.0008167i,-0.018459+0.0087263i,-0.023392+0.0083757i,-0.014624-0.012067i,0.00036373-0.038569i,-0.0074717-0.016508i,-0.0028521-0.00609i,-3.447e-05+0.00094782i,0.0013893+0.0010986i,0.00090796-9.6505e-05i,0.00040608+0.00022677i,0.00068872-0.00041889i,-0.0034796-0.0021957i,0.0030703+0.0012912i,0.0022879+0.00077815i,0.00068195-0.0011945i,-0.00053845-0.00026283i,-0.00020463-0.0013047i,0.0020514+0.00070984i,-0.00019248-0.0011183i,-0.0012915-0.0029113i,-0.0015155-0.0013973i,0.00037229+0.0002779i,0.0008011-0.00061922i,-0.00016322-0.00073436i,0.00036631-0.00046465i,-2.0429e-05+0.00078082i,-0.0014344+0.0020328i,-0.0015392-0.00095213i,-0.00059812+0.00016969i,-0.00020417-0.00081413i,-0.0024236-0.00031737i,-0.0041622-0.0023202i,-0.00066048-0.0012429i,-0.00051395-0.00016926i,-0.00046452-0.00048198i,-0.00077181+0.0044759i,-0.00032245-0.0011276i,0.00021666-0.0015028i,-0.00020344+0.00028522i,0.00058171-0.0048867i,0.0090093-0.0059585i,0.021613-0.0058105i,0.026843-0.022765i,-0.0026776-0.029946i,0.0039515-0.010505i,-0.010985-0.027259i,0.015746-0.032042i,0.0098489-0.028525i,0.013666-0.0094184i,0.014041-0.0079338i,-0.00649+0.00086889i,0.0073759+0.0036663i,-0.0039534+0.013708i,-0.0045568+0.00031662i,0.0042385+0.0020801i,0.0088981-0.00071807i,-0.0015698-0.0014831i,0.0041741+0.0066997i,0.0019282-0.0013978i,-0.00099688-0.0052693i,-0.0020827-0.0018888i,0.0020007-0.00080476i,-0.0075064+0.0019927i,0.0056793+0.00092837i,-0.0086053+0.0017586i,0.0014468+0.00065568i,0.0029814+0.0036422i,-0.00098604+0.00039197i,-0.0013881-0.0064216i,-0.0018943+0.001592i,0.00031893+0.00038751i,-0.0032105+0.0046306i,-0.0016646+0.00013481i,-0.00093438+0.0024878i,-0.00062248-0.00019352i,-0.010021-0.0028245i,0.0017424-0.00040421i,-0.0027627+0.00074601i,-3.3116e-05+0.0024222i,0.0043855-0.00014837i,-0.00033173-0.00091256i,0.0015616-0.002338i,-0.00301-0.0036668i,0.0049451+0.0043433i,0.0031512-0.00022361i,0.01473-0.01303i,-0.017239+0.028849i,0.0095662+0.020196i,-0.0077778+0.0007447i,0.0017662-0.0044827i,0.0019355-0.0025039i,-0.0023387+0.0060328i
0.0085398-0.008057i,0.010041-0.046073i,-0.02643-0.020344i,-0.011649+0.00080552i,-0.01728+0.011468i,-0.020751+0.011672i,-0.01656-0.0095464i,-0.0058585-0.038712i,-0.011079-0.015754i,-0.0037521-0.0054192i,0.0004007+0.00044709i,0.0018803+0.00038758i,0.0012359-0.00030935i,0.00095347-0.0003554i,0.00047096-0.0008125i,-0.0035612-0.0016842i,0.003599-0.00049128i,0.0022442-2.0604e-06i,-1.8285e-05-0.0013035i,-0.00022061-0.00011114i,-0.00062023-0.0010264i,0.0021508-0.00026117i,-0.00049937-0.0010956i,-0.0016336-0.0028958i,-0.001874-0.00084692i,0.00054297+0.00011408i,0.00049812-0.00081699i,-0.00031121-0.00046935i,0.00024863-0.00033461i,0.00069523+0.00085162i,-0.00054375+0.002567i,-0.0018074-0.00046141i,-0.00021603+0.00030076i,-0.00043738-0.0007053i,-0.0018666+0.00040702i,-0.0040597-0.0013064i,-0.00089738-0.00077994i,-0.00041016+0.00014902i,-0.00056977-0.00048975i,0.00081666+0.0043873i,-0.00047352-0.00092438i,-0.00020883-0.0016466i,0.00036882-1.5257e-05i,0.00020839-0.0050478i,0.0069032-0.0076943i,0.019849-0.0082516i,0.022313-0.025377i,-0.0080559-0.026626i,0.0034736-0.012034i,-0.016458-0.022187i,0.0098607-0.036543i,0.0053308-0.032354i,0.014182-0.012943i,0.0088291-0.011369i,-0.0063266+0.0043524i,0.0075978+0.00053213i,0.00058028+0.013631i,-0.004449+0.0021825i,0.0055137+0.0014825i,0.0076154-0.0023991i,-0.0024929-0.0014825i,0.0068585+0.0069964i,0.00099933-0.0014106i,-0.0019525-0.0044399i,-0.0026268-0.00081506i,0.0019252-0.0015211i,-0.0058639+0.0038039i,0.005652-0.0020759i,-0.0068521+0.0046876i,0.0020124+0.0011546i,0.0038113+0.0020651i,-0.00089136+0.00035282i,-0.0047474-0.0056647i,-0.0018298+0.0016007i,-0.00063037+0.0010116i,-0.0014838+0.0052679i,-0.0014919+0.00097005i,-0.00063462+0.0031587i,-0.00086618+1.3603e-06i,-0.010199+0.00027549i,0.0007794-0.0007998i,-0.0033421+0.0015771i,0.00020303+0.0021597i,0.0038471-0.002505i,-0.00015854-0.001616i,0.0014654-0.0032186i,-0.004044-0.0028375i,0.0063833+0.0029903i,0.0033367-0.00046702i,0.012126-0.0147i,-0.009386+0.033166i,0.011312+0.016881i,-0.010105+0.0036533i,0.00015972-0.0015543i,0.0012429-0.0024117i,-0.0031587+0.0055307i
