-0.028472-0.043385i,-0.021992-0.021502i,-0.013302-0.037745i,-0.029775-0.022089i,-0.022797-0.0016386i,-0.014653-0.0064064i,-0.055157-0.060802i,-0.048157-0.01874i,-0.03883-0.015963i,0.010847+0.012876i,-0.0082894+0.005431i,-0.020328+0.019466i,0.002385+0.012244i,-0.0058693-0.0034401i,0.00043568+0.0012496i,-0.0021386+0.031333i,0.027114+0.028166i,0.0028133-0.0024735i,-0.0021282-0.0072231i,0.008054+0.0027186i,0.002703+0.0011662i,5.2142e-06+0.003868i,-0.00037842+0.00010036i,-0.038267-0.012504i,0.00035155-0.0083887i,0.001529+0.0023058i,0.0062761+0.0017077i,0.0022372+0.00044573i,0.0011094-0.00074262i,-0.00039916-0.0027871i,0.0015285-0.0027237i,-0.0028069-0.0062283i,-0.00072098-0.0047281i,0.0031625-0.00093131i,0.0047678-0.0029334i,0.0019127+0.031612i,0.00413-0.0039248i,0.0030071-0.0016219i,0.0087243-0.0010188i,-0.0050492-0.0026181i,-0.00028446+0.00090443i,0.0096152-5.2642e-05i,0.0047344-0.0024862i,-0.0021578+0.00909i,-0.016939-0.0077547i,-0.01768+0.015464i,-0.0017098-0.062928i,-0.0047893-0.026885i,-0.0253-0.03307i,-0.010651-0.027226i,0.054999-0.020601i,0.017431-0.043246i,0.023075-0.049195i,0.0071186-0.055463i,0.026957-0.020247i,0.0084751+0.0061468i,0.025639-0.033499i,-0.0078641-0.006403i,0.0033527-0.0044982i,-0.004786-0.0070158i,-0.0019074-0.033872i,-0.019138+0.029344i,0.0086106-0.011774i,-0.0093029-0.0040412i,-0.0041363-0.0017398i,0.0008198-0.012885i,-0.011075+0.0042486i,0.0024686+0.010028i,-0.0055014+0.026889i,0.0047431+0.0020465i,-0.0054964-0.0018076i,-0.0020537-0.0023381i,-0.012791-0.0073781i,-0.00060178-0.0043085i,-0.036586+0.00026565i,0.0012341-0.010626i,-0.0086185-1.4762e-05i,-0.0067969-0.0024211i,0.004964+0.0012033i,-0.0083244-0.00059035i,0.0019583-6.9643e-05i,0.004108+0.0075872i,0.0042029+0.00034091i,-0.0082073-0.013326i,0.0030592+0.0095501i,-0.015523+0.0049897i,0.0064937-0.0001753i,-0.022676+1.2644e-05i,-0.017768+0.0057735i,-0.0088116-0.065437i,0.0082287-0.012507i,-0.049365-0.023656i,-0.021039+0.00036622i,0.017724+0.011929i,-0.023301+0.01432i,-0.019594-0.0059027i
0.027097-0.02607i,0.012314-0.016899i,0.012143-0.020248i,0.0036815-0.011735i,0.0019512-0.020071i,-0.0052531-0.0049486i,0.014358-0.018552i,-0.0070066-0.014174i,-0.010355-0.0097764i,0.0046773-0.0018017i,-0.0006327-0.00057801i,-0.0013905+0.00096054i,0.0023801-0.00036858i,6.5265e-05-0.00093914i,-0.00041347-0.0011941i,0.0021248-0.0041733i,-0.005652+0.0023244i,-0.00080497-0.00083282i,1.2719e-06-0.00021304i,0.00011747+0.0016302i,-0.00042544+0.0022443i,-0.00072827+0.00093065i,0.0012412+0.00051624i,-0.0021248+0.0037196i,0.00061674-0.0023483i,-0.00056798+3.724e-05i,-0.00023674+0.00080745i,0.00085257-0.00068913i,0.0013014+0.000152i,0.00031409-0.00091777i,0.0020582-0.0015093i,0.0036308-0.00019417i,0.0014741+0.00034054i,0.00035955-0.0008999i,0.0029813+7.5655e-05i,0.0076063-0.0020709i,-0.00031497+0.00042841i,4.1078e-05+0.00038312i,0.0005199-0.0012963i,0.0010538-0.0013994i,0.00064244+0.0020487i,0.0015842+0.001341i,0.001699-0.0018414i,0.0033428+0.0020768i,0.0015284-0.026983i,0.0084704+0.0023942i,0.021103+0.0059721i,0.0051217+0.006746i,-0.0087632-0.021434i,0.0082353+0.0081111i,0.013089+0.016768i,0.0030697+0.016104i,0.019306+0.0060397i,0.0020507+0.0079785i,0.00046529-0.008551i,0.0015741-0.0029646i,0.0013417-0.0050388i,0.0085349+0.00021498i,0.00074235+0.0040649i,-0.0076056+0.011123i,-0.004654-0.0064094i,0.0042063+0.0099211i,-0.0031202-0.00085419i,0.00013205+0.0018626i,-0.0001322+0.0016636i,-0.0026123-0.0027171i,0.0053124-0.0030454i,-0.0043448-0.001296i,0.0039388-0.00072263i,-0.006887+0.002846i,-0.0015442+7.3513e-05i,0.0013325-0.00086736i,-0.0051149-0.0012332i,-0.0038684-0.00095068i,-0.014108-0.0091624i,0.0035202-0.0028682i,-0.0025393-0.00057516i,-0.0012393+0.0016295i,-0.0034098+0.00289i,0.008659+0.002477i,-0.0044866+0.00049318i,-0.0015947-0.0048403i,-0.0034178-0.0002426i,-0.0026673-0.0010466i,0.0031072-0.0038551i,0.0034027+4.1544e-05i,0.0021899-0.001294i,-0.0010645+0.0070004i,0.0027087+0.0039073i,0.019413-0.0038167i,-0.024051-0.0027813i,-0.032336+0.019828i,-0.0057495+0.011534i,0.00077414+0.002547i,0.0062956-0.0044863i,-0.012033-0.00049798i
0.021818-0.02917i,0.0088887-0.019493i,0.0082641-0.021766i,0.0013233-0.011472i,-0.002373-0.020334i,-0.0055107-0.0040983i,0.0093996-0.021968i,-0.009138-0.012241i,-0.011682-0.0078128i,0.0040745-0.0031252i,-0.00077707-0.00082003i,-0.00069335+0.0015005i,0.0018556-0.00070895i,0.00014603-0.0004467i,-0.00053251-0.0011377i,0.0012533-0.0042272i,-0.0043501+0.0040294i,-0.0011554-0.00061279i,-0.00026079-0.00024475i,0.00050507+0.0014671i,0.00035767+0.0023213i,-0.00039819+0.001071i,0.0013466+6.0242e-05i,0.00028917+0.0034903i,-3.4078e-05-0.0022061i,-0.0003888+0.00024105i,0.00024574+0.0013619i,0.00057007-0.00077892i,0.0012857-0.00014166i,0.00010827-0.00077176i,0.0014177-0.0023421i,0.0036608-0.001477i,0.0016864-0.00016734i,-6.2373e-05-0.00085562i,0.0033903-0.0011104i,0.0067807-0.0038765i,-0.00018573+0.00061472i,0.00013072+0.00030677i,0.00036158-0.0010133i,0.00059141-0.0021846i,0.0012956+0.0017197i,0.0019372+0.00050467i,0.0010856-0.0018405i,0.0043566+0.00139i,-0.0029298-0.025837i,0.0088105+0.0021582i,0.021895+0.0028828i,0.007391+0.0031765i,-0.013501-0.017102i,0.012422+0.0046134i,0.016571+0.012408i,0.005799+0.011262i,0.017928-0.0014087i,0.0055966+0.0038132i,-0.0022799-0.0082577i,-0.0012181-0.0032769i,-0.00062262-0.006278i,0.0062672-0.0024926i,0.0017296+0.0035711i,-0.0022921+0.013531i,-0.0058123-0.0030071i,0.0056508+0.0078036i,-0.0033085+0.00037755i,0.0011366+0.0027223i,0.0010909+0.0015754i,-0.0042253-0.0016192i,0.0051107-0.00622i,-0.0048519-7.6125e-05i,0.0041465-0.0025241i,-0.0048843+0.005898i,-0.0012303-0.00056168i,0.00054382-0.0016695i,-0.0042393+0.0016539i,-0.0035007+0.00017791i,-0.015035-0.0028667i,0.0016996-0.003432i,-0.0022557+0.00018419i,-0.0015324+0.0011341i,-0.0020793+0.0037507i,0.01026-0.0007749i,-0.0038237+0.0026458i,-0.0031599-0.0040497i,-0.0027451+0.00049308i,-0.0027507+0.00033051i,0.00059278-0.0035868i,0.0034402-0.001387i,0.0022534-0.0014876i,0.00076086+0.0063112i,0.0022046+0.0032865i,0.016628-0.0095626i,-0.02316+0.0025052i,-0.029173+0.027146i,-0.0041176+0.0090818i,0.0025791+0.0045108i,0.0044532-0.0042252i,-0.013065+0.0018503i
0.016906-0.031259i,0.0045998-0.021532i,0.0041252-0.022631i,-0.00047585-0.010633i,-0.0066771-0.019679i,-0.0055795-0.0035643i,0.0042312-0.023904i,-0.01062-0.010262i,-0.012711-0.0056762i,0.0029023-0.0041034i,-0.0012857-0.00082424i,0.00020138+0.0017467i,0.0013883-0.00067296i,0.00068138-0.00023139i,-0.0007517-0.0010947i,0.0005035-0.0041067i,-0.0025443+0.0049505i,-0.0014801-0.00013254i,-0.00052961-4.6553e-05i,0.00078678+0.0011112i,0.0012607+0.001711i,-0.0002497+0.001071i,0.0012642-0.00043331i,0.0019667+0.0022181i,-0.00034841-0.0019996i,-0.00013984+0.00033086i,0.0010474+0.0012386i,0.00022687-0.00076143i,0.0011585-0.00044699i,-0.00013624-0.00079288i,0.00054151-0.0028684i,0.003013-0.0028881i,0.0015741-0.00089587i,-0.00032896-0.00063559i,0.0031587-0.0027643i,0.0055489-0.0055141i,0.00020837+0.00073554i,0.00018866+0.00026348i,0.00027826-0.0010694i,-0.0002232-0.002585i,0.0018604+0.0010681i,0.0017808-0.00024473i,0.00062235-0.0018251i,0.0048349+0.00015259i,-0.0067181-0.024327i,0.010705+0.0017788i,0.022834-0.00048795i,0.0080594-0.00033069i,-0.015715-0.01213i,0.015638-0.0002597i,0.018297+0.0075828i,0.0075874+0.007266i,0.014512-0.0059823i,0.0069875+0.00078634i,-0.0050651-0.0067648i,-0.0038529-0.00195i,-0.0042117-0.006663i,0.0032371-0.0036318i,0.0020521+0.0028289i,0.0024452+0.013035i,-0.0050844-0.00026129i,0.0060422+0.0052686i,-0.0031636+0.0023009i,0.0024137+0.0028162i,0.001683+0.0010069i,-0.0050827+0.00042451i,0.0032525-0.0080484i,-0.0044909+0.0011561i,0.0035329-0.0039039i,-0.00068233+0.0068691i,-0.0017402-0.0010378i,-0.00039225-0.0015692i,-0.0026049+0.0029544i,-0.0025281+0.00095549i,-0.013857+0.0025069i,0.0006551-0.0037848i,-0.001728+0.00064997i,-0.0014301+0.0016509i,-0.00031387+0.0038135i,0.01011-0.004851i,-0.0021747+0.0039676i,-0.0044017-0.0026798i,-0.0023832+0.00054783i,-0.0021264+0.0011445i,-2.1146e-05-0.0023546i,0.0025153-0.0024272i,0.0025394-0.0018763i,0.0011139+0.0046407i,0.0019146+0.0032054i,0.014032-0.013004i,-0.020281+0.0060408i,-0.023065+0.033418i,-0.0042218+0.0071842i,0.0052342+0.0045874i,0.0026553-0.0030464i,-0.012383+0.0043125i
0.012071-0.033048i,-5.6058e-05-0.02203i,2.2613e-05-0.022991i,-0.0014466-0.010113i,-0.010694-0.017632i,-0.0058619-0.0032458i,-0.0013724-0.024364i,-0.011617-0.008295i,-0.013029-0.0032036i,0.0014669-0.0045632i,-0.0018676-0.00016096i,0.0010765+0.0011561i,0.0013086-0.00047508i,0.00098794-0.00072303i,-0.00099949-0.00085833i,-0.00034365-0.0037973i,-0.00091796+0.0050271i,-0.0015615+0.00067046i,-0.00053986+0.00045372i,0.00085469+0.00066538i,0.0014658+0.00077656i,-0.000224+0.0010819i,0.00091933-0.00083624i,0.0028903+5.0813e-05i,-0.00062922-0.0019611i,-2.2781e-05+0.00027947i,0.0014206+0.00076061i,6.9811e-06-0.00065292i,0.0010124-0.00074378i,-0.00059668-0.00060373i,-0.00059395-0.0031542i,0.0017721-0.0037428i,0.0011675-0.0014475i,-0.00044312-0.00050927i,0.0018357-0.0044452i,0.0039931-0.0069491i,0.00072531+0.00051075i,0.00033245+0.00029649i,-4.3941e-05-0.0011164i,-0.0012295-0.0026963i,0.0020509+0.00033507i,0.001509-0.00067337i,0.00011029-0.0017313i,0.0047785-0.00091941i,-0.0098828-0.022673i,0.013199-0.00077973i,0.023507-0.0042834i,0.0081232-0.0032943i,-0.015087-0.0069919i,0.016777-0.0070147i,0.018962+0.0030108i,0.0085+0.0025692i,0.01142-0.0090829i,0.0085829-0.0023943i,-0.0065465-0.0041433i,-0.0053547+0.00061725i,-0.0082947-0.0053857i,0.00089743-0.003518i,0.0021134+0.0025114i,0.0062006+0.011534i,-0.0040354+0.0015376i,0.0051768+0.0027456i,-0.00083858+0.0040588i,0.0037901+0.0022205i,0.0024353+0.0004645i,-0.0046989+0.0027138i,0.00091767-0.0093078i,-0.0038531+0.0020148i,0.0024382-0.0054888i,0.0023371+0.0049526i,-0.0027306-0.00096934i,-0.00081665-0.0013404i,-0.00088062+0.0039208i,-0.0015516+0.0010625i,-0.0106+0.0070739i,-0.00077686-0.0043007i,-0.00095881+0.00071081i,-0.0010619+0.0015573i,0.00096104+0.0026855i,0.0082061-0.0090966i,0.00022791+0.0044694i,-0.0044751-0.00092577i,-0.0024995+0.00072757i,-0.0016867+0.0016367i,-0.00019749-0.0019356i,0.001449-0.0025455i,0.0027265-0.0026332i,0.00080608+0.00445i,0.0020918+0.0035687i,0.010777-0.016458i,-0.018118+0.0067965i,-0.014835+0.03633i,-0.0044457+0.0070978i,0.0068978+0.0038168i,0.0023781-0.0013743i,-0.010802+0.0057522i
0.0066658-0.03423i,-0.0044147-0.021201i,-0.0042335-0.022577i,-0.0027255-0.01021i,-0.013408-0.015028i,-0.0063062-0.0029971i,-0.0064367-0.022976i,-0.012264-0.006561i,-0.012462-0.0010702i,-8.009e-05-0.0043364i,-0.001799+0.00081947i,0.0013084+0.00047367i,0.0015172-0.00049395i,0.0004535-0.00088599i,-0.0011006-0.00045532i,-0.0011129-0.0032068i,0.00042716+0.0049253i,-0.0010199+0.0013818i,-0.00026722+0.00069847i,0.00059247+0.00036618i,0.0013066+6.298e-05i,7.4855e-05+0.0011206i,0.00055326-0.0010347i,0.0019881-0.0019718i,-0.0012208-0.0019744i,4.1853e-05+0.00023983i,0.0015781+0.0003225i,-6.366e-05-0.00054289i,0.00069219-0.0010567i,-0.0008158-9.307e-05i,-0.001898-0.0028314i,0.00043343-0.0041434i,0.00040558-0.0018286i,-0.00059178-0.00026902i,-0.00052676-0.0049007i,0.0021566-0.0079346i,0.00082379+7.7356e-05i,0.00046958+8.4786e-05i,-0.00024232-0.0010529i,-0.0024005-0.0023661i,0.0019275-0.00043552i,0.0012627-0.0010082i,-0.00033029-0.0014726i,0.004624-0.0017854i,-0.012307-0.021012i,0.014153-0.0050352i,0.023564-0.0087092i,0.0081256-0.0070747i,-0.012186-0.002952i,0.01519-0.014376i,0.018924-0.0010157i,0.0074748-0.0015606i,0.0080815-0.010247i,0.0093149-0.0064815i,-0.0066549-0.0024823i,-0.0052954+0.0036823i,-0.0122-0.0017027i,-0.00083972-0.0028584i,0.0023477+0.0024536i,0.0092742+0.0092826i,-0.002504+0.0024622i,0.0035803+0.0019166i,0.0019719+0.0030422i,0.0052158+0.00080768i,0.0028926-0.00063921i,-0.003186+0.004934i,-0.0022493-0.010455i,-0.0034962+0.0032297i,0.00057705-0.0066686i,0.0029335+0.0032736i,-0.0035883+2.1053e-05i,-0.0012141-0.0011258i,0.0019999+0.0039293i,-0.001048+0.00041855i,-0.0057968+0.0094628i,-0.0031822-0.0040145i,-0.00047892+0.0003093i,-0.00079624+0.0014148i,0.0013383+0.001471i,0.0046937-0.012368i,0.00245+0.0033866i,-0.0037142+0.00021253i,-0.0022439+0.0011831i,-0.0010668+0.0026102i,-0.00066374-0.0013683i,0.00063973-0.0023819i,0.0023106-0.0035909i,0.00075363+0.0045385i,0.0026152+0.003482i,0.00653-0.018672i,-0.019302+0.0068458i,-0.0076753+0.035366i,-0.0037021+0.0067181i,0.0081069+0.0024736i,0.0029666-0.00053441i,-0.0089752+0.0063232i
0.0015936-0.03427i,-0.0080347-0.019553i,-0.0081465-0.021217i,-0.0043589-0.0098054i,-0.015884-0.012616i,-0.0069054-0.0026388i,-0.010012-0.020984i,-0.012872-0.0049714i,-0.011471+0.00044317i,-0.0010594-0.0034641i,-0.001141+0.0016184i,0.0012859+3.9518e-06i,0.0015812-0.00075423i,0.0003812-0.00056665i,-0.001041-0.00018619i,-0.0016049-0.0023295i,0.0019446+0.0045292i,-0.00032397+0.0015168i,5.235e-05+0.00084214i,0.00039986+0.00041708i,0.00096119-0.00044802i,0.00023921+0.00091219i,0.00014096-0.0011922i,0.00055308-0.0030649i,-0.0020539-0.0014876i,2.6942e-05+0.00032093i,0.0017097-0.00024516i,-0.00018173-0.00045827i,0.00021887-0.0011203i,-0.00073807+0.00034519i,-0.0029073-0.0019303i,-0.0011964-0.0041111i,-0.00040969-0.0016401i,-0.00052722-3.188e-05i,-0.002215-0.0041143i,-2.6753e-06-0.0084523i,0.00075559-4.1718e-05i,0.00043174-9.2913e-05i,-0.00039636-0.00099738i,-0.0034253-0.0013998i,0.0015309-0.0010206i,0.00096513-0.0012754i,-0.00070865-0.0010179i,0.004231-0.0028832i,-0.01494-0.019566i,0.013252-0.0095019i,0.022508-0.013437i,0.0057671-0.011164i,-0.0074915-0.0023752i,0.0098793-0.020231i,0.018611-0.0044523i,0.0060973-0.0040469i,0.006016-0.0095692i,0.008365-0.010904i,-0.0070066-0.00087687i,-0.0033328+0.0062427i,-0.014016+0.0039054i,-0.0023159-0.0020149i,0.0028174+0.0023279i,0.010769+0.0059787i,-0.0010221+0.0024997i,0.0025255+0.0016301i,0.0021801+0.0010151i,0.0053891-0.0016176i,0.0026403-0.0023737i,-7.0752e-05+0.0061231i,-0.0069765-0.008755i,-0.0021335+0.0050642i,-0.0024215-0.0068487i,0.0040938+0.0023811i,-0.0039118+0.0016239i,-0.0014329-0.00072475i,0.0046516+0.00075794i,-0.00093472+0.00011763i,-0.00051462+0.0086069i,-0.0050971-0.0020468i,-0.00051753-0.00027179i,-0.00098069+0.0012598i,0.0013509+0.00055231i,-0.00045611-0.014087i,0.0037072+0.0011492i,-0.0033096+0.0006449i,-0.0021375+0.001619i,0.00074102+0.0029827i,-0.00025131-0.00042997i,-0.00010229-0.0017902i,0.0012559-0.0045444i,0.00080095+0.0047899i,0.0029152+0.0031764i,0.0021996-0.018735i,-0.020819+0.0097719i,-0.0024145+0.033709i,-0.0032465+0.0054968i,0.0089228+0.00052268i,0.0034366-0.00074274i,-0.0075027+0.0058813i
-0.0032679-0.033965i,-0.010735-0.017424i,-0.011462-0.019269i,-0.0056592-0.0090477i,-0.018015-0.0094028i,-0.0076242-0.0020612i,-0.013049-0.019231i,-0.013399-0.0032114i,-0.010477+0.001155i,-0.0014044-0.002517i,-0.00025355+0.0020346i,0.0011639-0.00028362i,0.0015693-0.00099388i,0.00061579-0.00049763i,-0.00094235+3.7239e-05i,-0.0016198-0.0014025i,0.0030266+0.0035597i,0.00023628+0.0014163i,0.00042569+0.00081395i,0.00043749+0.00058287i,0.00044397-0.00074865i,0.00024492+0.00092641i,-0.00030756-0.0010255i,-0.00089658-0.0031572i,-0.0023775-0.00062245i,0.00018184+0.00042071i,0.0014208-0.00094799i,-0.00028326-0.00031545i,-0.00010451-0.0010093i,-0.00044935+0.00067946i,-0.0034306-0.00077008i,-0.0026361-0.0031774i,-0.0008878-0.0012454i,-0.00035917+8.6257e-05i,-0.0033173-0.0031378i,-0.0021947-0.0080753i,0.0009297-0.00022635i,0.00036732-0.00013992i,-0.00067862-0.00097227i,-0.004012-6.1075e-05i,0.0010037-0.0014638i,0.0005538-0.0014228i,-0.00082971-0.00049902i,0.0034089-0.0036496i,-0.017885-0.017626i,0.010947-0.013015i,0.020165-0.017788i,0.0019082-0.013572i,-0.0049371-0.0050455i,0.0036946-0.022922i,0.018504-0.0083684i,0.0053759-0.0064022i,0.0060963-0.009314i,0.0067302-0.01415i,-0.0075647+0.00043694i,-0.00050133+0.0071761i,-0.012724+0.010603i,-0.003423-0.0008551i,0.0032238+0.0018697i,0.011245+0.0032488i,-9.122e-05+0.0018826i,0.0011504+0.0021609i,0.0020271+0.00039923i,0.0039747-0.0037721i,0.0011363-0.0035188i,0.0029123+0.005087i,-0.0093381-0.0042196i,0.00082764+0.0053618i,-0.0047963-0.0051249i,0.0047091+0.00028614i,-0.0033573+0.003444i,-0.0015104-0.00047829i,0.0041102-0.0029782i,-0.0012034+8.944e-05i,0.0023174+0.0053493i,-0.0052879+0.00021658i,-0.00097342-0.00076858i,-0.0010531+0.0017153i,0.00094836-0.00028269i,-0.0063955-0.012934i,0.003275-0.0013083i,-0.0031358+0.0011584i,-0.001743+0.0024003i,0.0023349+0.0021709i,0.00041241-0.00084914i,-0.0001823-0.00094801i,-6.9592e-05-0.0049748i,0.00080757+0.0056371i,0.0033227+0.0028012i,-0.00027401-0.017888i,-0.02095+0.013804i,0.0020947+0.031605i,-0.0037341+0.0037197i,0.0083493-0.002022i,0.0033692-0.00069725i,-0.007152+0.0048209i
-0.0084504-0.03308i,-0.012698-0.015266i,-0.014387-0.016863i,-0.0067796-0.0085384i,-0.019221-0.0058765i,-0.0084224-0.0012219i,-0.016061-0.017196i,-0.013533-0.0012383i,-0.0099474+0.0015487i,-0.0014586-0.0019006i,0.0007171+0.0020536i,0.0010581-0.00055714i,0.0015326-0.0012884i,0.00069682-0.00067765i,-0.0008161+0.0002229i,-0.001287-0.00076724i,0.0037327+0.0024886i,0.00074311+0.0011554i,0.00079062+0.00056683i,0.00069153+0.00060521i,-0.00036553-0.00056475i,0.00054979+0.00090764i,-0.00056508-0.00074606i,-0.0018073-0.0027354i,-0.0023163+0.0002418i,0.00034257+0.00033877i,0.00069411-0.0012852i,-0.00029675-0.00025725i,-0.00034028-0.00080619i,-0.00013789+0.00081426i,-0.0036266+0.00052797i,-0.0033404-0.0018137i,-0.00098778-0.00075359i,-0.00022885+8.9632e-05i,-0.0042837-0.0018052i,-0.0039588-0.0068287i,0.00080557-0.00059426i,0.0002789-0.000181i,-0.00089003-0.00059517i,-0.0040345+0.0013976i,0.00028156-0.0015456i,-2.5186e-05-0.00153i,-0.00064573+4.5413e-05i,0.0025031-0.0038747i,-0.020372-0.01474i,0.0074685-0.015452i,0.016888-0.02115i,-0.0022159-0.014098i,-0.0050862-0.0071869i,-0.0028682-0.023786i,0.017625-0.013166i,0.004043-0.0092281i,0.0062709-0.010647i,0.0042518-0.017839i,-0.008277+0.0022607i,0.0021886+0.0066125i,-0.0079552+0.015508i,-0.0038956+0.00047097i,0.0033134+0.0014627i,0.011484+0.00052664i,0.00015392+0.0013563i,0.00092758+0.0034456i,0.0025359-0.00033527i,0.0019752-0.0044724i,-0.00031596-0.0035929i,0.0046907+0.0030997i,-0.0093466+0.00011073i,0.0032423+0.0040904i,-0.0062199-0.0029351i,0.0037625-0.0016523i,-0.0015817+0.0047615i,-0.0018777-0.00022625i,0.0014925-0.0053229i,-0.001472+0.00029899i,0.0027234+0.0020127i,-0.0046338+0.0021629i,-0.001812-0.00072406i,-0.00084553+0.0018429i,6.1102e-05-0.00064452i,-0.0103-0.0093536i,0.0018178-0.0028151i,-0.0026073+0.0015425i,-0.00068856+0.0027853i,0.0032026+0.00067706i,4.6879e-05-0.0010755i,0.00043057-0.00052982i,-0.0012295-0.0047721i,0.0021683+0.0068935i,0.0033855+0.0023582i,-0.0030596-0.017556i,-0.020074+0.018483i,0.0057034+0.028909i,-0.0056299+0.0026979i,0.0057621-0.0034215i,0.0037125-0.00091818i,-0.0079588+0.0041355i
-0.01351-0.030926i,-0.014392-0.013573i,-0.016607-0.013868i,-0.0080854-0.0079203i,-0.019868-0.0025958i,-0.0089978+6.5955e-05i,-0.018603-0.014621i,-0.013246+0.00055698i,-0.0098244+0.0018533i,-0.0012764-0.0013747i,0.001629+0.0015767i,0.0010059-0.00052482i,0.001351-0.0015185i,0.00073437-0.00080303i,-0.0007345+0.00030047i,-0.00077182-0.00072127i,0.0044061+0.0013167i,0.0010648+0.0006685i,0.00088154+5.9329e-05i,0.00099425+0.00056856i,-0.00059945-3.0128e-05i,0.00098205+0.00063759i,-0.00060744-0.00047177i,-0.0023154-0.0023495i,-0.0020469+0.00086525i,0.0005026+0.00022397i,0.00015613-0.001106i,-0.00035298-7.1969e-05i,-0.00054455-0.00059318i,0.00027375+0.00091883i,-0.0032723+0.0019842i,-0.0035496-0.00062606i,-0.0011025-0.00042668i,-0.00021942+0.00019916i,-0.0045427-5.267e-05i,-0.0050258-0.0051722i,0.00045726-0.00073764i,0.00018251-0.00017125i,-0.00068322-0.000286i,-0.0033863+0.0028299i,-0.0001273-0.0013471i,-0.00045017-0.0013936i,-0.0002107+0.00031403i,0.0019502-0.0039263i,-0.02201-0.011472i,0.0043952-0.015781i,0.013384-0.023504i,-0.0059815-0.013196i,-0.0066162-0.0082781i,-0.0095612-0.021795i,0.015157-0.018118i,0.002447-0.011296i,0.0061311-0.011761i,0.00011644-0.020183i,-0.0085403+0.0049418i,0.0040114+0.0050013i,-0.001866+0.017654i,-0.0041496+0.0020054i,0.0035284+0.0014602i,0.010709-0.0023641i,0.00034969+0.00081693i,0.0020148+0.004735i,0.0021102-0.0014224i,0.00068333-0.004025i,-0.0017713-0.0030955i,0.0052915+0.00096088i,-0.0072699+0.0032555i,0.0047606+0.0019898i,-0.0067022-0.0001487i,0.0022207-0.0022275i,0.00066168+0.0047697i,-0.0019138+0.00055369i,-0.0014615-0.0059149i,-0.0015551+0.00038733i,0.0012722+0.00024925i,-0.0033498+0.0034471i,-0.0025284+5.7722e-05i,-0.00086769+0.0020381i,-0.00040259-0.0003575i,-0.012411-0.0051168i,-5.6524e-05-0.0034219i,-0.00224+0.0018175i,0.00024543+0.0026685i,0.0032701-0.00086048i,0.0001564-0.00095684i,0.0010755-0.0008433i,-0.002522-0.0049567i,0.0040582+0.0066404i,0.0036094+0.0021348i,-0.0050848-0.016399i,-0.017048+0.024088i,0.0084312+0.026278i,-0.0078589+0.0032519i,0.0032391-0.002459i,0.0035468-0.0017256i,-0.0090245+0.0043046i
-0.017504-0.028029i,-0.016573-0.012074i,-0.018019-0.011142i,-0.0093348-0.0068685i,-0.020003+0.0012226i,-0.009041+0.0015899i,-0.020652-0.011716i,-0.012809+0.0021666i,-0.010092+0.0025856i,-0.00088399-0.0012422i,0.0022015+0.00072893i,0.0011295-0.00079921i,0.0012173-0.0016707i,0.00097757-0.0013198i,-0.00063173+0.00042899i,-0.00060652-0.00084427i,0.0045729-0.00032662i,0.0010438+0.00023816i,0.00071551-0.00035825i,0.0014768+0.00027404i,-0.00054578+0.00036368i,0.0010253+0.00016753i,-0.00067783-0.00029326i,-0.0025869-0.002218i,-0.0017138+0.0013503i,0.00056986+3.18e-05i,-0.00013353-0.00096135i,-0.00029665+0.00016105i,-0.00065454-0.00028617i,0.00079581+0.00078555i,-0.0023315+0.0031343i,-0.0034861+0.00064596i,-0.00094663-6.8327e-05i,-5.9658e-05+0.00025283i,-0.0040122+0.001418i,-0.0055471-0.0035789i,0.0003317-0.00075619i,0.00026888-6.7738e-05i,-0.00063232-0.00026793i,-0.0020237+0.0038005i,-0.00036185-0.0011384i,-0.00082471-0.001255i,0.00018109+0.00017816i,0.0015778-0.0042122i,-0.023239-0.0081412i,0.0028469-0.015574i,0.0098389-0.025199i,-0.009096-0.01076i,-0.0074215-0.0079877i,-0.01474-0.016792i,0.011269-0.022359i,0.00068626-0.013871i,0.0057968-0.013719i,-0.0044155-0.020276i,-0.0072888+0.008393i,0.0049136+0.0031065i,0.0037354+0.016818i,-0.0037258+0.0035947i,0.0044301+0.0011219i,0.0091603-0.0050408i,8.6379e-05+0.00053146i,0.0041664+0.0048244i,0.0012807-0.0014842i,-1.8506e-05-0.0036998i,-0.002704-0.0022056i,0.005201-0.00099941i,-0.005268+0.0046446i,0.0050075-0.00071364i,-0.0059857+0.002303i,0.0017713-0.0020048i,0.0023094+0.0036918i,-0.0015481+0.0009468i,-0.0043459-0.0049926i,-0.0018784+0.00070483i,0.00024378+0.0005473i,-0.0016973+0.0041497i,-0.0024199+0.0011445i,-0.00059873+0.0028537i,-0.00040634-0.00022936i,-0.013078-0.00088339i,-0.0019077-0.0029299i,-0.0021627+0.0023845i,0.00070661+0.0024219i,0.0028534-0.0026768i,8.2252e-05-0.0015954i,0.0012956-0.0014727i,-0.0041993-0.004158i,0.0058782+0.0056049i,0.0041119+0.001877i,-0.0067919-0.015182i,-0.010535+0.027619i,0.011313+0.023334i,-0.0094246+0.0047932i,0.002216-0.00070522i,0.0028766-0.0019701i,-0.010014+0.005159i
