-0.023894-0.03793i,-0.012401-0.048845i,-0.017856-0.044543i,-0.030902-0.035252i,-0.030104-0.016161i,-0.050092-0.027039i,-0.05764-0.025287i,-0.044276-0.036683i,-0.029797-0.036125i,0.0073859+0.012613i,-0.0054505+0.015725i,-0.0045419+0.013983i,0.0099611+0.021491i,0.00043731+0.0042874i,0.0032977+0.0031825i,0.0069277+0.018065i,0.026619+0.038373i,-0.002447-0.0012718i,-0.0043958-0.0057521i,0.0078978+0.0016765i,-0.00032362-0.00097121i,-0.00102+0.0012969i,0.00012344-0.00032969i,-0.030992-0.0032131i,-0.0012584-0.0057377i,0.0014025+0.0046093i,0.0039283-0.00025058i,-0.00057171+0.00069839i,0.00055127-0.00066302i,-0.00019246-0.0024829i,-0.0013811-0.0061855i,-0.0044901-0.0039929i,-0.0016914-0.0048172i,0.0022821-0.00067732i,0.0023296-0.0028593i,0.0025452+0.025643i,0.0019422-0.0027456i,0.0027056+0.00060475i,0.0062524+0.0011819i,-0.010542-0.0041101i,-0.0031571+0.00071295i,0.0066425+0.0014522i,0.0056165+4.6884e-06i,-0.0033692+0.0054383i,0.00096572-0.0082394i,-0.011806+0.018744i,0.036228-0.090496i,0.012217-0.069929i,-0.015962-0.059554i,-0.016512-0.055541i,0.040078-0.04579i,0.017486-0.062158i,0.034605-0.055375i,0.029807-0.059853i,0.015645-0.014075i,0.0045444+0.016531i,0.016785-0.026552i,-0.011508+0.0055543i,-0.00022469+0.0056124i,-0.0047997-0.001836i,-0.0023698-0.029337i,-0.023781+0.031941i,0.01021-0.01151i,-0.013109-0.0022765i,-1.9247e-05-0.0049674i,-0.0010845-0.016211i,-0.0075289+0.0047261i,0.0050194+0.0068058i,-0.0089261+0.03113i,0.0048791+0.0063251i,-0.0050482-0.00083136i,-0.0032499-0.00064479i,-0.011842-0.007664i,-0.00050346-0.0046176i,-0.030014+0.006508i,-8.1807e-05-0.010044i,-0.0095935-0.0023057i,-0.0067347-0.0026831i,0.0073055+0.0026825i,-0.0078587+0.0011055i,-2.9374e-05+0.00038476i,0.0058899+0.010566i,0.004176+0.0015794i,-0.0093505-0.0097555i,0.0030541+0.0085337i,-0.02167+0.0060596i,0.0083923+0.0007256i,-0.028838-0.0037467i,-0.041619+0.0017823i,0.019429-0.09637i,-0.0015455-0.012796i,-0.053011-0.021779i,-0.023388-0.00068365i,0.01765+0.010833i,-0.024631+0.0134i,-0.017871-0.012514i
0.013236-0.0092114i,0.042986-0.012555i,0.022458-0.026878i,0.010768-0.021502i,0.013513-0.04004i,-0.018329-0.022242i,-0.008651-0.014506i,-0.0029496-0.0277i,0.0061462-0.017551i,0.0045827-0.0021026i,0.0019428-0.0047419i,0.00012219-0.0051363i,-0.00089388-0.005751i,-0.00090184-0.0026822i,-0.0011343+0.00098789i,0.0014542-0.0026781i,-0.0032683+0.001839i,-0.00054618+0.0013502i,0.00016964+0.00019202i,0.00067645+0.0020995i,0.0014013+0.0017801i,0.0010719-0.0010884i,0.0019699+0.00044585i,-0.0010344+0.0027i,-0.00066542+0.00052289i,-0.00059736+0.00048042i,-0.0013201+0.00017516i,-0.00057786+0.00037659i,0.00010294+9.5619e-05i,-8.8789e-05-0.00022764i,0.0017081-0.0022303i,0.0014526-6.8364e-05i,0.0004105-0.0007365i,0.00052649-0.0011018i,0.00073301+0.00065599i,0.0047965-0.0016555i,-1.3586e-05+0.00016232i,-0.00010125+0.0013708i,6.0455e-05-0.00028014i,0.00057429+0.00056529i,0.00091343+0.00052762i,0.0003651+0.00057838i,9.4201e-05-0.002911i,0.00031014-0.0025525i,0.018808+0.0036757i,0.028608+0.039726i,0.034833+0.039657i,0.047174+0.028511i,0.015563-0.00094431i,0.03599-0.00014515i,0.037168+0.012792i,0.013689+0.0073401i,0.029562+0.022522i,-0.0037619+0.032754i,0.0064712-0.0047167i,0.0044715-0.0034363i,0.0065477-0.0038421i,0.0078239+0.0038125i,0.0037428+0.0065218i,-0.0064014+0.0049848i,-0.0040448-0.0059152i,0.004081+0.013377i,-0.0035824+0.00047336i,-3.1681e-06+0.0054931i,-0.00048742+0.0014504i,0.0026501-0.0031309i,0.0067935-0.0010273i,-0.002903-0.00086969i,0.0045282-0.0022789i,-0.0061714-0.00094684i,-0.001751+0.00049972i,0.00031525-8.6996e-06i,-0.0047792-0.0028717i,-0.0042292-0.0022931i,-0.0076215-0.009352i,0.0029257-0.0022059i,-0.004915+0.00169i,-0.0017773+0.0012243i,-0.0041162+0.0029889i,0.0067879+0.00096741i,-0.0069922-0.001547i,-0.0042869-0.007413i,-0.0027703-0.0013211i,-0.0056319-0.0007558i,0.0043241-0.0031233i,0.0060217+0.00069073i,0.0029248-0.001326i,0.0052277+0.0083456i,0.0062678+0.0055822i,0.040479+0.026876i,-0.031636-0.0046928i,-0.03638+0.017815i,-0.010605+0.020282i,0.0016501+0.0024749i,0.009218-0.0063669i,-0.010888+0.00030839i
0.010905-0.01103i,0.039804-0.019601i,0.017071-0.029962i,0.0068532-0.022033i,0.0052694-0.041776i,-0.020698-0.01864i,-0.011451-0.013609i,-0.007487-0.026188i,0.0028193-0.017957i,0.0039928-0.0032459i,0.00058677-0.0053832i,-0.001009-0.0045086i,-0.0025923-0.0047178i,-0.0014336-0.0020952i,-0.00061859+0.0011921i,0.0012098-0.0028701i,-0.0020424+0.0026989i,-0.00047038+0.0014029i,-8.9343e-07+0.00021566i,0.0012569+0.0018148i,0.001996+0.0014856i,0.00084934-0.0012073i,0.0019195-0.00022019i,0.00073596+0.0025499i,-0.00026205+0.00068705i,-0.00018562+0.00048471i,-0.0010912+0.00091813i,-0.00045476+0.00056917i,0.00012072+0.00016454i,0.00012048+7.908e-05i,0.00071027-0.0028857i,0.0014285-0.00050433i,0.00019568-0.00074963i,5.3595e-06-0.0010371i,0.0013074+0.00044569i,0.0042445-0.0026627i,-4.183e-05+0.00030939i,0.00034093+0.0012734i,0.00034751+2.4966e-05i,0.00059742-0.00018075i,0.00099024+0.00022812i,0.00051647+0.00040243i,-0.00061743-0.002315i,0.00084517-0.0023535i,0.019068+0.0011841i,0.033914+0.034923i,0.039799+0.033151i,0.050301+0.019779i,0.012717-0.00032211i,0.036414-0.0061728i,0.039313+0.0059641i,0.015016+0.0013963i,0.030262+0.011971i,0.0036686+0.029646i,0.0044468-0.0055953i,0.00051095-0.0036261i,0.0042539-0.0063503i,0.0069736+0.00097778i,0.0052158+0.0049839i,-0.0032251+0.0075252i,-0.0046149-0.0027283i,0.006036+0.01112i,-0.0035394+0.0014461i,0.0030204+0.0061202i,0.00041254+0.0016352i,0.0004363-0.0034448i,0.0071465-0.0048314i,-0.0032232-0.00032619i,0.0038897-0.0041972i,-0.0059539+0.0020781i,-0.0015992-8.7081e-05i,2.8179e-05-0.00061839i,-0.0046047+0.00014402i,-0.0041899-0.00098075i,-0.009372-0.0057445i,0.0014247-0.0029766i,-0.0036051+0.0028087i,-0.0018377+0.00098332i,-0.0024804+0.0040519i,0.0078817-0.0018548i,-0.0066864+0.0013477i,-0.0065714-0.0058705i,-0.0025285-0.00078941i,-0.0050871+0.0013202i,0.0017718-0.0036187i,0.0062856-0.0020795i,0.0029115-0.0017696i,0.0069126+0.006052i,0.0056851+0.004779i,0.041586+0.017812i,-0.030665+0.0019523i,-0.034589+0.025776i,-0.0067604+0.018861i,0.0031713+0.005264i,0.0067188-0.0065325i,-0.012346+0.0023583i
0.009089-0.012432i,0.035095-0.025987i,0.011349-0.031602i,0.0034871-0.02179i,-0.0031344-0.041874i,-0.022575-0.015004i,-0.013995-0.01211i,-0.011296-0.024356i,-0.00046388-0.017928i,0.003084-0.0040223i,-0.0012078-0.0053433i,-0.0018087-0.0036846i,-0.0036828-0.0031619i,-0.0017325-0.0014602i,-0.00033554+0.0011573i,0.00092545-0.0030769i,-0.00059535+0.0028303i,-0.00041119+0.0017089i,-3.6749e-05+0.00045182i,0.0016816+0.0011308i,0.0025951+0.00069839i,0.00054035-0.0014889i,0.0016481-0.00085302i,0.002076+0.0015625i,0.00022256+0.00065295i,3.827e-05+0.00027898i,-0.00047187+0.0013647i,-0.00036099+0.00077242i,0.00023995+0.00020636i,0.00029847+3.8504e-05i,-0.00047405-0.0030191i,0.0011832-0.0010368i,-0.00015982-0.00082526i,-0.00032447-0.00082468i,0.0017113-0.00043844i,0.0035368-0.0036477i,0.00026223+0.00036692i,0.00073402+0.0010713i,0.00063877-0.00018438i,0.00028824-0.00063161i,0.0010989-0.00023302i,0.00056846+0.00012216i,-0.00095044-0.0017334i,0.00088434-0.0028805i,0.019274-0.001705i,0.040168+0.028461i,0.043981+0.025863i,0.051621+0.010952i,0.011481+0.00068262i,0.036158-0.012544i,0.039645-0.00083471i,0.015228-0.00351i,0.027795+0.0045141i,0.0090721+0.026444i,0.002228-0.0057575i,-0.0023628-0.0016526i,0.00064865-0.0077927i,0.0052287-0.00076198i,0.0056723+0.0030577i,-0.00012701+0.0081305i,-0.0037044-0.00061938i,0.0066501+0.0083614i,-0.0034725+0.0034179i,0.0058047+0.0050401i,0.0010199+0.0012697i,-0.0011242-0.0026576i,0.0056074-0.0073113i,-0.003021+0.00042832i,0.0026576-0.0053368i,-0.0032786+0.0039541i,-0.0020864-0.00016109i,-0.00045381-0.00062598i,-0.0032434+0.0017279i,-0.0034017+0.00028087i,-0.0099477-0.0022492i,0.00037362-0.0033279i,-0.0021697+0.0032141i,-0.0018709+0.0013737i,-0.0005515+0.0037926i,0.0073769-0.0053552i,-0.0052217+0.0035718i,-0.0081457-0.0031749i,-0.0024863-0.00053977i,-0.0040223+0.0025182i,0.00071131-0.0032497i,0.0049138-0.0041345i,0.0029968-0.0023935i,0.0065998+0.0026071i,0.005353+0.0044284i,0.041945+0.010455i,-0.027714+0.0071904i,-0.028921+0.033263i,-0.0045279+0.017296i,0.0063558+0.0058735i,0.004268-0.005475i,-0.012246+0.0049665i
0.0071436-0.014174i,0.029359-0.030818i,0.0061125-0.032567i,0.00083053-0.021695i,-0.011356-0.039665i,-0.023913-0.011318i,-0.016444-0.0099529i,-0.014815-0.022053i,-0.0031777-0.017053i,0.0020153-0.0045318i,-0.0027895-0.0041387i,-0.0021502-0.0030014i,-0.0039387-0.0015218i,-0.0019168-0.00098755i,-5.011e-05+0.001343i,0.00042651-0.003312i,0.00027048+0.0022684i,2.9745e-05+0.0022529i,0.00026328+0.00079946i,0.0017756+0.00037187i,0.0026702-0.00038272i,-5.9233e-05-0.0016848i,0.0011503-0.0012388i,0.0026943-0.00032452i,0.00070154+0.00043642i,-6.0416e-05+0.00011226i,4.2729e-05+0.0013793i,1.5153e-05+0.00092892i,0.00038852+0.0001059i,0.00039787-5.3559e-05i,-0.001618-0.0026416i,0.000789-0.0013589i,-0.00041829-0.00062264i,-0.00051543-0.00063484i,0.0014306-0.0015599i,0.0026229-0.0045074i,0.00056342+0.00013589i,0.0011325+0.00076114i,0.00055156-0.00044455i,-0.00023866-0.00092204i,0.00092248-0.00063299i,0.00034783+1.0428e-05i,-0.0011793-0.0011261i,0.00032625-0.0031313i,0.019125-0.0050115i,0.044937+0.019126i,0.04715+0.017809i,0.051842+0.0029153i,0.012159+0.0022862i,0.034351-0.019872i,0.039052-0.0075228i,0.014544-0.0087067i,0.025525-0.0009539i,0.014753+0.022189i,0.00062954-0.0050698i,-0.0035846+0.0011005i,-0.0037492-0.0077871i,0.0036683-0.0016169i,0.0054211+0.0017618i,0.0023488+0.0076739i,-0.002524+0.00054444i,0.0063383+0.0057953i,-0.00096701+0.005435i,0.0082108+0.0026265i,0.0016746+0.0009871i,-0.0019181-0.0014776i,0.0035588-0.0094359i,-0.0026665+0.0008186i,0.0011893-0.0063241i,-0.0012193+0.0034326i,-0.0027531+0.00017222i,-0.0005892-0.00050389i,-0.0018673+0.0030763i,-0.0026087+0.0008491i,-0.0091431+0.0012265i,-0.00093712-0.003708i,-0.00072436+0.0029441i,-0.0015002+0.0013744i,0.00063422+0.0027469i,0.005427-0.0086527i,-0.0027593+0.004895i,-0.0075951-6.6676e-05i,-0.0026543-0.00025334i,-0.0031669+0.0035288i,-0.00019226-0.0026519i,0.0030431-0.0048095i,0.0028638-0.0035383i,0.0050853+0.0012615i,0.0057691+0.004239i,0.041271+0.0031741i,-0.02441+0.0090134i,-0.020861+0.037625i,-0.0020417+0.016724i,0.0084426+0.0049931i,0.0034663-0.0037228i,-0.011056+0.0069073i
0.0044992-0.01582i,0.023348-0.034099i,0.00057505-0.032869i,-0.0022319-0.021873i,-0.01791-0.036102i,-0.024776-0.0076406i,-0.018303-0.0069762i,-0.017721-0.019267i,-0.0051919-0.016161i,0.00066374-0.004481i,-0.0032942-0.0026427i,-0.0026187-0.0024421i,-0.003596-0.0001902i,-0.0022513-0.00031451i,0.00059301+0.0014809i,-0.00037039-0.003312i,0.00076938+0.0019737i,0.0010754+0.0023583i,0.00067134+0.00065322i,0.0014547-0.00028826i,0.0022839-0.0013202i,-0.00059213-0.001623i,0.00073212-0.0014155i,0.0018238-0.0019411i,0.00085728-0.0001761i,-0.00021675+5.0671e-05i,0.0005726+0.001314i,0.00044315+0.00084565i,0.0003923-0.00010292i,0.00033699-0.0002072i,-0.0024061-0.0018124i,0.00036775-0.0014672i,-0.00064356-0.00042102i,-0.0006849-0.00031432i,0.0002798-0.0021361i,0.0014254-0.0051163i,0.00054709-0.00021487i,0.0013348+0.00016777i,0.00048238-0.00056008i,-0.00091252-0.00084672i,0.00054849-0.00093264i,0.00025998+0.00014969i,-0.0012164-0.00054305i,-0.00019267-0.0030091i,0.018854-0.0086803i,0.046237+0.0088029i,0.048562+0.0092766i,0.051908-0.0058413i,0.014865+0.0032204i,0.030474-0.02692i,0.037214-0.013811i,0.011967-0.013298i,0.022047-0.0045361i,0.019112+0.016169i,-0.00029201-0.0049421i,-0.0029977+0.0044102i,-0.008324-0.0053017i,0.0020041-0.0021172i,0.0051778+0.00075645i,0.0044166+0.0064803i,-0.001208+0.0007877i,0.0053614+0.0042749i,0.0022689+0.0044225i,0.0094697-0.0012534i,0.0022725+0.0002617i,-0.0019112+0.00017814i,4.8679e-05-0.011543i,-0.0028013+0.0015622i,-0.0006691-0.0069634i,-0.00085793+0.0032476i,-0.0032153+0.0011013i,-0.00071177-0.00044672i,0.0010719+0.0036395i,-0.0020581+0.00060825i,-0.0069665+0.0038206i,-0.0028006-0.0034474i,0.00022125+0.0021569i,-0.0013244+0.001407i,0.0010339+0.0015624i,0.001944-0.011234i,-0.00029849+0.0045827i,-0.0060263+0.0014925i,-0.002596+0.00018973i,-0.0015462+0.0047368i,-0.0007907-0.0017526i,0.0013441-0.0051085i,0.001787-0.0044613i,0.0038397+0.0007607i,0.0064432+0.0035576i,0.039475-0.0033451i,-0.024578+0.0091715i,-0.013433+0.038131i,0.0010178+0.014662i,0.010092+0.0032329i,0.0037755-0.0025389i,-0.0092654+0.0081182i
0.0017664-0.016833i,0.017591-0.036333i,-0.0047933-0.032037i,-0.0055416-0.021367i,-0.024017-0.031999i,-0.025033-0.0040367i,-0.019184-0.0038094i,-0.020107-0.01644i,-0.0069832-0.01548i,-7.3e-05-0.0039484i,-0.003214-0.0014793i,-0.0029692-0.001531i,-0.0031084+0.00092031i,-0.0021231+0.00059618i,0.0012308+0.0010607i,-0.0010361-0.0028764i,0.0013206+0.0017635i,0.0019039+0.0017135i,0.00084634+0.00047643i,0.0010907-0.00056646i,0.0016968-0.0020445i,-0.0011346-0.0014284i,0.00021001-0.0016196i,0.00069541-0.0026026i,0.00039418-0.00060513i,-0.00037154+0.0003057i,0.0011767+0.00099708i,0.00072766+0.00054621i,0.0003318-0.00022581i,0.00014445-0.00022793i,-0.0028788-0.00080785i,-0.0001399-0.0014885i,-0.00075841+6.3235e-05i,-0.0005735-4.4521e-05i,-0.00042174-0.0017558i,3.1298e-05-0.0053331i,0.00042394-0.0002173i,0.0011515-0.00034345i,0.00043431-0.00084313i,-0.0014441-0.00036325i,0.00014744-0.0010053i,0.00039827+7.983e-05i,-0.00099164+2.3763e-05i,-0.00059835-0.0029837i,0.017335-0.013308i,0.045203-0.0011928i,0.048395+0.00096749i,0.049411-0.015507i,0.019215+0.00086478i,0.02438-0.032595i,0.034557-0.01944i,0.0091028-0.01612i,0.019657-0.0055549i,0.021024+0.0090458i,-0.0017403-0.0047815i,3.7037e-05+0.0065382i,-0.011029-0.00065357i,0.00044035-0.0020146i,0.004639-0.00013353i,0.0053638+0.0047676i,-0.00056218+0.00031654i,0.0046529+0.003378i,0.0028698+0.0025035i,0.0079323-0.0053746i,0.0024257-0.0010324i,-0.00029092+0.0013367i,-0.0052649-0.010162i,-0.0022007+0.0030148i,-0.0034978-0.0066783i,0.00088133+0.0037407i,-0.0031475+0.0024934i,-0.00079657-0.00027326i,0.0040218+0.00082781i,-0.0020501+0.00043443i,-0.0038162+0.0046236i,-0.0044289-0.0020434i,0.0004685+0.0012063i,-0.0014799+0.0013498i,0.0011792+0.00046031i,-0.0030337-0.012216i,0.0015551+0.0033656i,-0.005116+0.0021937i,-0.002699+0.00065682i,0.00088497+0.0049235i,-0.00044319-0.00083665i,-0.00016489-0.004378i,0.00049058-0.0048727i,0.0025878+0.00080427i,0.0066525+0.0027402i,0.036933-0.0086527i,-0.02649+0.012191i,-0.0073662+0.03787i,0.0025965+0.010982i,0.01112+0.00084377i,0.0042341-0.0026321i,-0.0072722+0.0082071i
-0.0013027-0.01772i,0.011952-0.037891i,-0.0096787-0.030485i,-0.0084374-0.020337i,-0.029107-0.026367i,-0.024907-0.00045091i,-0.019454-0.00084757i,-0.022208-0.013279i,-0.0089043-0.015158i,-0.00044705-0.0036124i,-0.002915-0.0004962i,-0.0029386-0.00051406i,-0.0022266+0.0017984i,-0.0015393+0.0012572i,0.0015125+0.00051527i,-0.0014019-0.0023537i,0.001891+0.0012924i,0.0023258+0.00091944i,0.0010507+0.00030677i,0.00088062-0.0006477i,0.00079876-0.0025354i,-0.0016796-0.00092447i,-0.0003025-0.0014213i,-0.00033922-0.0026261i,5.5297e-05-0.00067084i,-0.00021525+0.00063771i,0.0014306+0.00036611i,0.00092508+0.00023539i,0.0002245-0.00033074i,8.0802e-05-7.6726e-05i,-0.0029789+0.00025293i,-0.0005923-0.001229i,-0.00045452+0.00045915i,-0.00043324+7.7389e-05i,-0.00077987-0.0014879i,-0.0012718-0.0049879i,0.0005327-0.00032207i,0.00086714-0.0006263i,-6.6082e-06-0.00091208i,-0.0017366+0.0003821i,-0.00019639-0.001011i,0.00039763-0.00010493i,-0.00057011+0.00040366i,-0.0012293-0.0026225i,0.013861-0.017298i,0.041812-0.0099054i,0.046836-0.0069621i,0.04416-0.023801i,0.021399-0.0042424i,0.017616-0.036301i,0.03144-0.0246i,0.0067407-0.018871i,0.019646-0.0063836i,0.021475+0.0027189i,-0.0037026-0.0043905i,0.0034378+0.0061624i,-0.011002+0.0049932i,-0.00084021-0.0014266i,0.0041075-0.00055605i,0.0057262+0.0035856i,-0.0005633-0.00020073i,0.0032947+0.0028382i,0.0031274+0.0017888i,0.004414-0.007784i,0.001603-0.0021358i,0.0011373+0.00085187i,-0.0079656-0.0059751i,-0.00035908+0.0037678i,-0.0056214-0.0046446i,0.0023571+0.0024676i,-0.0022753+0.0039853i,-0.00080357-0.00026816i,0.0034914-0.0028242i,-0.0023017+0.00078632i,-0.0017686+0.0036221i,-0.0048701-0.00029395i,6.6188e-05+0.00039399i,-0.0015043+0.001729i,0.00056827-0.00060545i,-0.0083605-0.010021i,0.0020654+0.0013437i,-0.0045023+0.003012i,-0.0027065+0.001621i,0.0029919+0.0038644i,0.00011975-0.00092199i,-0.0005933-0.0031208i,-0.00060934-0.004858i,0.0015586+0.0016356i,0.0067278+0.0018526i,0.035265-0.013319i,-0.027104+0.017154i,-0.0016366+0.036483i,0.0019232+0.0073576i,0.01071-0.0024732i,0.0040934-0.0027516i,-0.0061051+0.0070332i
-0.0050178-0.017893i,0.0063865-0.038753i,-0.01441-0.028267i,-0.011207-0.019265i,-0.032468-0.020063i,-0.024304+0.002946i,-0.019321+0.0020673i,-0.023696-0.0097685i,-0.011222-0.014531i,-0.00090028-0.00349i,-0.0022885+0.00023037i,-0.0024717+0.00025388i,-0.001121+0.0022626i,-0.00088591+0.0015499i,0.0016404-7.8774e-06i,-0.00157-0.0019491i,0.0022677+0.00085691i,0.0025153+2.9326e-05i,0.0011768-7.5028e-05i,0.00078139-0.00084625i,-0.00033938-0.0025157i,-0.0018271-0.00019662i,-0.00058157-0.0011407i,-0.0011234-0.0022625i,-0.00019627-0.00058647i,7.0784e-05+0.00073099i,0.0012383-0.00024166i,0.0010142-0.00017977i,4.363e-05-0.00030957i,8.3191e-05-4.4167e-06i,-0.0027103+0.0013348i,-0.000761-0.00081475i,6.17e-05+0.00056967i,-0.00038647+0.00011255i,-0.0012938-0.0010886i,-0.0022882-0.0041466i,0.00035573-0.00050905i,0.00055684-0.00075735i,-0.00025311-0.00050716i,-0.0017137+0.0010788i,-0.00066178-0.00076265i,0.00025257-0.00024283i,-2.775e-05+0.00046781i,-0.0015899-0.0018815i,0.0095658-0.019816i,0.036585-0.016297i,0.04385-0.013977i,0.037474-0.029846i,0.021103-0.0090348i,0.01028-0.038432i,0.027729-0.029649i,0.003423-0.021692i,0.02039-0.0086268i,0.020439-0.0041431i,-0.0058091-0.002942i,0.0057453+0.0040823i,-0.0081207+0.0095412i,-0.0016812-0.000622i,0.003589-0.0008648i,0.0062949+0.0025013i,-0.00095354-0.00017989i,0.0026802+0.003602i,0.0038486+0.00063934i,0.0011006-0.0076567i,0.00058888-0.0025484i,0.0017851-6.3741e-05i,-0.0082766-0.0023106i,0.0015145+0.0032937i,-0.006677-0.0022532i,0.0021817+0.0009798i,-0.00043115+0.0047592i,-0.0011126-0.00028794i,0.0008799-0.0049239i,-0.0023161+0.0012897i,-0.0010327+0.0023212i,-0.0047746+0.0013865i,-0.00077028+0.00028328i,-0.0011251+0.0019334i,-0.0006193-0.00064725i,-0.011165-0.0057519i,0.0015225+4.1558e-05i,-0.0036978+0.003447i,-0.0019395+0.0023458i,0.0043481+0.0019354i,-8.9686e-05-0.00067793i,5.855e-05-0.002763i,-0.0014644-0.0044004i,0.0024272+0.0032589i,0.0066076+0.0010407i,0.032103-0.018606i,-0.02618+0.023118i,0.0030163+0.03421i,-0.00042766+0.0051121i,0.0076847-0.0045402i,0.0043137-0.0031744i,-0.0065569+0.0061988i
-0.0086023-0.016796i,0.0010135-0.039197i,-0.018365-0.025052i,-0.013938-0.017762i,-0.034515-0.014096i,-0.023288+0.0064098i,-0.018582+0.0049801i,-0.024482-0.0063268i,-0.013855-0.013422i,-0.0013032-0.0031888i,-0.0015672+0.00039048i,-0.001897+0.00085879i,2.4582e-05+0.0023957i,-0.00027835+0.0016865i,0.0015225-0.00059483i,-0.0016631-0.0017425i,0.0029179+0.00020506i,0.0022355-0.00084265i,0.0010332-0.00056536i,0.00059143-0.00099485i,-0.0011916-0.002065i,-0.0015274+0.00041251i,-0.00070497-0.0010091i,-0.0014401-0.0017862i,-0.00049408-0.00061181i,0.00036667+0.00066017i,0.00097418-0.0005165i,0.00083616-0.00045163i,-8.3962e-05-0.0002261i,0.00016202+0.00017362i,-0.0020446+0.0022287i,-0.00082699-0.00057239i,0.00028681+0.00036232i,-0.00037902+0.00027833i,-0.001436-0.00039866i,-0.0028264-0.0031228i,0.00010711-0.00050372i,0.00021519-0.00077714i,1.2225e-05-0.00032392i,-0.0012953+0.0017812i,-0.00080742-0.0003454i,0.00028706-0.00021908i,0.00035862+0.00019618i,-0.001403-0.0013872i,0.005447-0.021221i,0.031966-0.020148i,0.040181-0.019777i,0.030454-0.033789i,0.019301-0.01305i,0.0028244-0.038314i,0.023046-0.034047i,-0.00032696-0.023371i,0.02083-0.011873i,0.016699-0.0098654i,-0.0073504-0.00026661i,0.0064447+0.0013085i,-0.0039777+0.012061i,-0.002417+0.00043673i,0.0032466-0.00086645i,0.0066905+0.0012719i,-0.001084-3.7078e-05i,0.003165+0.0048572i,0.0035233-0.00081829i,-0.0010741-0.0065565i,-0.0005911-0.0024986i,0.0018473-0.00086307i,-0.0072335+0.00055924i,0.002769+0.0021692i,-0.0066241+0.00048662i,0.0017067+0.0006614i,0.0016372+0.0043515i,-0.0012611+8.6637e-05i,-0.0018642-0.0053736i,-0.0019457+0.0014101i,-0.0014434+0.0017431i,-0.0041233+0.0030033i,-0.0011599+0.0009631i,-0.0011505+0.0020715i,-0.0012196-0.00010045i,-0.011742-0.0015084i,0.00059821-0.0005609i,-0.0034867+0.0038522i,-0.0010748+0.0025419i,0.0047804-0.00044222i,0.00017952-0.00084216i,0.00042126-0.003449i,-0.0024503-0.0043437i,0.0039571+0.0030191i,0.006816+0.0004799i,0.028663-0.022352i,-0.022728+0.03055i,0.0069637+0.032091i,-0.0033646+0.0050599i,0.0045477-0.0038764i,0.0035102-0.0041103i,-0.0073464+0.006196i
-0.011408-0.015095i,-0.0047707-0.039667i,-0.021505-0.021882i,-0.016456-0.015784i,-0.035796-0.0076088i,-0.021367+0.0096442i,-0.017257+0.0075981i,-0.02503-0.002988i,-0.01652-0.011605i,-0.0014806-0.0031478i,-0.001197+0.00033963i,-0.0010737+0.0011252i,0.0011868+0.0020957i,0.00050424+0.0015212i,0.0011783-0.0010586i,-0.0018731-0.0016025i,0.0032678-0.0011103i,0.0015649-0.0013577i,0.00073354-0.00085722i,0.00050881-0.0011119i,-0.0017552-0.0013697i,-0.0011933+0.00074522i,-0.00099452-0.00091644i,-0.0014653-0.0016111i,-0.00079148-0.00042191i,0.00065663+0.00049285i,0.00065244-0.0008045i,0.00062101-0.0006162i,-0.0001422-9.2499e-05i,0.00052948+0.00017174i,-0.0010669+0.0028472i,-0.00093612-0.0003155i,0.0004967+0.00014427i,-0.00015483+0.00039069i,-0.0011062+2.0071e-05i,-0.0030167-0.0021958i,7.3716e-05-0.00036268i,2.9012e-05-0.00066162i,7.9447e-05-0.00053127i,-0.00056786+0.0020769i,-0.00073713-5.7596e-07i,0.00029234-0.0005379i,0.00045973-0.00032826i,-0.0011379-0.0013104i,0.00099867-0.022041i,0.028767-0.02409i,0.036094-0.024876i,0.023494-0.035679i,0.017715-0.01583i,-0.0040582-0.036152i,0.017811-0.037795i,-0.0038001-0.024659i,0.020769-0.01641i,0.011772-0.013053i,-0.0071363+0.0034596i,0.0057619-0.0014444i,0.00015971+0.012416i,-0.0026186+0.0017918i,0.0034963-0.00094261i,0.0069829-0.00040649i,-0.0013234+1.3328e-05i,0.0053438+0.0053771i,0.0024705-0.0011245i,-0.0023734-0.0052468i,-0.0014897-0.0019166i,0.001832-0.0015652i,-0.0061022+0.0024376i,0.0034983+0.00057693i,-0.0056211+0.0028651i,0.0020091+0.00090574i,0.0031084+0.0032509i,-0.0011675+0.00024759i,-0.0047302-0.0045945i,-0.0019258+0.0016539i,-0.0015108+0.0022201i,-0.0028403+0.0042564i,-0.0007596+0.0016389i,-0.0011004+0.0027372i,-0.0012564+0.00034643i,-0.011035+0.0021612i,-0.00026309-0.00067206i,-0.0028815+0.0049538i,-0.00058748+0.0027124i,0.004038-0.0030607i,0.00022712-0.0015497i,5.9638e-05-0.004425i,-0.0036453-0.0036904i,0.0050141+0.0020475i,0.0072958-0.00049723i,0.025021-0.025741i,-0.014872+0.036023i,0.011446+0.029155i,-0.0052373+0.0065164i,0.0028593-0.0020601i,0.0019793-0.0041619i,-0.007882+0.0067945i
