-0.029608-0.040528i,-0.021545-0.019465i,-0.012798-0.035845i,-0.029804-0.020492i,-0.02221-0.00035614i,-0.013652-0.0059451i,-0.055701-0.059246i,-0.047318-0.018019i,-0.037887-0.014094i,0.010255+0.012064i,-0.0078185+0.0053628i,-0.019948+0.019207i,0.0024322+0.01168i,-0.0063585-0.0034644i,0.00021435+0.0012386i,-0.0020681+0.030574i,0.027368+0.028647i,0.0023081-0.0019185i,-0.0020292-0.006794i,0.0080041+0.0025719i,0.00308+0.001137i,0.00026285+0.0038153i,-0.00035088+0.00020336i,-0.037136-0.011105i,9.3669e-05-0.0077292i,0.0014911+0.0021799i,0.005844+0.0018319i,0.002182+0.00040271i,0.0010719-0.00055663i,-0.00052874-0.0025181i,0.0015275-0.0027711i,-0.0026942-0.0057843i,-0.00036643-0.0046039i,0.0029927-0.00075591i,0.0046968-0.0026732i,0.0022958+0.030601i,0.0040496-0.0035347i,0.0030116-0.0015921i,0.0083548-0.001289i,-0.0051075-0.0025395i,-0.00029101+0.0010737i,0.0095521+4.0971e-05i,0.0042349-0.0023939i,-0.001282+0.0091546i,-0.017319-0.0064473i,-0.018744+0.015298i,-0.0025959-0.061005i,-0.004929-0.027285i,-0.026458-0.032396i,-0.011079-0.026597i,0.055337-0.020321i,0.016668-0.043064i,0.022893-0.048907i,0.0059766-0.055327i,0.026209-0.020964i,0.0084098+0.0060471i,0.025576-0.034099i,-0.0080376-0.006478i,0.0035222-0.0050853i,-0.0046764-0.007342i,-0.001844-0.033236i,-0.018567+0.028695i,0.0086482-0.011971i,-0.0091712-0.0038524i,-0.0042037-0.0013809i,0.0013666-0.012663i,-0.011062+0.0043546i,0.0027672+0.010379i,-0.0054305+0.026605i,0.0050545+0.0023918i,-0.0051225-0.0019849i,-0.0018993-0.0019666i,-0.01229-0.0070395i,-0.00053809-0.0042075i,-0.035977+0.0010501i,0.0015019-0.010871i,-0.0081744-5.3957e-05i,-0.0065403-0.0023059i,0.0053321+0.00093539i,-0.008556-0.00049236i,0.0020296-0.00036835i,0.0036633+0.0072993i,0.0043532+0.0004981i,-0.0087068-0.013241i,0.0026221+0.0093911i,-0.015444+0.0046649i,0.0066314+4.7769e-05i,-0.022014-8.5487e-05i,-0.017353+0.0050386i,-0.0078265-0.064618i,0.0081899-0.013197i,-0.049312-0.022766i,-0.020868+0.00061911i,0.017015+0.011648i,-0.023325+0.014538i,-0.018766-0.0055897i
0.022445-0.027828i,0.010089-0.015833i,0.010853-0.019488i,0.0026012-0.010802i,0.0009703-0.018911i,-0.0052176-0.0041995i,0.01221-0.016779i,-0.00699-0.013219i,-0.0098698-0.0094953i,0.0054667-0.0011292i,-0.00046827-0.00036878i,-0.0014485+0.0009719i,0.0023624-0.00040678i,0.00012812-0.00094295i,-0.00027619-0.001128i,0.0021637-0.004137i,-0.0051269+0.002722i,-0.00080168-0.0010615i,0.00013172-2.6611e-05i,-8.8573e-05+0.0017423i,-0.00049515+0.0021757i,-0.00079986+0.00076248i,0.0011386+0.00042582i,-0.0018024+0.0033859i,0.00023226-0.002644i,-0.00040004+0.00014209i,-0.00023169+0.00070996i,0.00081719-0.00066386i,0.0012254+0.00012756i,3.8118e-06-0.00060067i,0.0013912-0.0016828i,0.0033211-0.00026039i,0.0014339+0.00031272i,0.000371-0.00089854i,0.0025851-8.8813e-05i,0.0077467-0.0019667i,-0.00012238+0.00038675i,4.1045e-05+0.0004691i,0.00043629-0.0013556i,0.00088411-0.0014136i,0.00081733+0.0018128i,0.0017984+0.00096087i,0.0018519-0.0017058i,0.0018277+0.001555i,0.0013446-0.026869i,0.0063044+0.0021562i,0.019951+0.0046266i,0.0048175+0.0067516i,-0.009184-0.022015i,0.007784+0.0073888i,0.012379+0.01631i,0.0025757+0.015707i,0.018685+0.004848i,0.0027177+0.0071875i,0.00039789-0.0087934i,0.0018375-0.0030261i,0.0014608-0.0047845i,0.0085524-1.6773e-05i,0.00096504+0.0041861i,-0.0080545+0.011257i,-0.0045673-0.0060299i,0.0040241+0.010042i,-0.0030441-0.0010281i,0.00029836+0.0017334i,4.9572e-05+0.0017984i,-0.0024991-0.002879i,0.0051513-0.0028789i,-0.0042708-0.0013443i,0.0044088-0.000643i,-0.0064989+0.0029098i,-0.001559+1.3951e-05i,0.0011864-0.00097561i,-0.0050083-0.0012526i,-0.0037103-0.00091452i,-0.013618-0.0090596i,0.0036139-0.0028636i,-0.0026564-0.00059742i,-0.0011296+0.0017519i,-0.003344+0.0027022i,0.0089701+0.00234i,-0.0044209+0.00040909i,-0.0016304-0.0050665i,-0.0034563-0.00036423i,-0.0025383-0.0011376i,0.0033473-0.0039734i,0.0033176+0.00052743i,0.0023521-0.0010442i,-0.0009295+0.0068034i,0.0020891+0.0037762i,0.02047-0.0026261i,-0.02395-0.0026659i,-0.031678+0.020375i,-0.006009+0.011552i,0.00090509+0.0031349i,0.0062039-0.0043987i,-0.012351-0.00090978i
0.016953-0.030039i,0.0070224-0.017961i,0.0070601-0.020878i,0.00041339-0.010371i,-0.0031117-0.019055i,-0.0054007-0.0033956i,0.0074963-0.019927i,-0.008889-0.011405i,-0.011273-0.0077084i,0.0049798-0.0027306i,-0.00056823-0.00064867i,-0.0007384+0.0015456i,0.0018564-0.00074172i,0.00019782-0.00051111i,-0.00038766-0.0011033i,0.0012848-0.0041548i,-0.003801+0.0041138i,-0.0011719-0.00077863i,-5.7017e-05-0.00011075i,0.00036668+0.0016615i,0.00032995+0.0023101i,-0.00052543+0.00093608i,0.0012359+2.5653e-05i,0.00029216+0.0031574i,-0.00054653-0.0023522i,-0.00018941+0.00028515i,0.00017907+0.0012703i,0.0005323-0.00075417i,0.0011755-0.00015972i,-5.3813e-05-0.00039763i,0.00070461-0.0022294i,0.003311-0.0014497i,0.0016003-0.00021899i,-6.1738e-05-0.00084586i,0.0029106-0.0011263i,0.0069583-0.003842i,-5.8174e-05+0.0005303i,0.00018631+0.00040458i,0.0002868-0.0010929i,0.00045428-0.0021164i,0.0013686+0.0014569i,0.0020085+9.708e-05i,0.0012594-0.0017036i,0.0026926+0.0012795i,-0.0030027-0.025665i,0.0065726+0.0023211i,0.02067+0.0018167i,0.0071716+0.0032451i,-0.013936-0.017635i,0.011773+0.0041289i,0.015747+0.011946i,0.0050494+0.011045i,0.016898-0.0020189i,0.0062766+0.0030019i,-0.0024571-0.0084475i,-0.001033-0.0034623i,-0.00050187-0.0061123i,0.0062515-0.0027318i,0.0019574+0.0034901i,-0.0024942+0.013899i,-0.0055417-0.0028176i,0.005441+0.0080225i,-0.00326+0.00023573i,0.0011311+0.0025202i,0.0012522+0.0015628i,-0.0042091-0.0017733i,0.0050636-0.0062022i,-0.0049623-0.000187i,0.0046134-0.0025848i,-0.0043988+0.0058487i,-0.0013359-0.00061863i,0.00039169-0.0017408i,-0.0040915+0.0016111i,-0.0032447+0.00020183i,-0.014623-0.0029176i,0.001714-0.0035621i,-0.0024177+0.00013907i,-0.0014812+0.0012225i,-0.0021554+0.0036029i,0.010396-0.0011097i,-0.0038379+0.002503i,-0.0033548-0.0042871i,-0.0027477+0.00023102i,-0.0026046+6.8212e-05i,0.00062905-0.0037331i,0.0034414-0.00092611i,0.0023537-0.0013i,0.00086319+0.006149i,0.0015185+0.0031563i,0.017899-0.0083807i,-0.022907+0.0024382i,-0.028639+0.027411i,-0.0044382+0.0091564i,0.0029329+0.0051886i,0.004339-0.0042396i,-0.01339+0.0015247i
0.01196-0.03122i,0.003174-0.019599i,0.0030803-0.021536i,-0.001132-0.0094694i,-0.0072008-0.018291i,-0.0053668-0.0028836i,0.0026815-0.021579i,-0.010289-0.0096338i,-0.01245-0.0057856i,0.0038152-0.004032i,-0.0010597-0.00073886i,0.00021374+0.0018275i,0.0014053-0.00073914i,0.00071731-0.00033904i,-0.00063461-0.0010817i,0.00051685-0.0039922i,-0.0020412+0.0048343i,-0.0015794-0.00034398i,-0.0002881-1.0381e-05i,0.00075781+0.0013104i,0.0012577+0.0017182i,-0.00033631+0.00095237i,0.0011561-0.00043446i,0.0018168+0.0020286i,-0.0008508-0.0019598i,6.7808e-05+0.00028393i,0.00096821+0.0012093i,0.00020656-0.00075032i,0.0010953-0.00039522i,-0.00013325-0.00035202i,-0.00010878-0.0024975i,0.0027087-0.0027039i,0.0014464-0.00092508i,-0.00030896-0.00061422i,0.0027182-0.0025687i,0.0057375-0.0056447i,0.00022804+0.0006681i,0.00031218+0.00032577i,0.00016045-0.0011973i,-0.00039045-0.0024843i,0.0018656+0.00085604i,0.0017443-0.00066742i,0.00082733-0.0016686i,0.0032217+0.00042204i,-0.0066593-0.024178i,0.008693+0.0023233i,0.021602-0.0012521i,0.0078476-0.00035967i,-0.016264-0.012545i,0.014974-0.00051851i,0.017467+0.0072059i,0.0068261+0.0072762i,0.013583-0.0063899i,0.007456-0.00028543i,-0.0052631-0.0067327i,-0.0037371-0.0022308i,-0.0040711-0.0066035i,0.0032374-0.0038685i,0.0021182+0.0025706i,0.0024543+0.013484i,-0.0050303-0.00032214i,0.0059932+0.0055821i,-0.0031324+0.0023018i,0.0023767+0.0026156i,0.0017999+0.00094729i,-0.005013+0.00031298i,0.0031848-0.0079909i,-0.0045347+0.0012342i,0.0040401-0.0041233i,-0.00023911+0.0067173i,-0.001844-0.0010833i,-0.00057321-0.001574i,-0.0025162+0.0030167i,-0.0022157+0.00084736i,-0.013382+0.0024939i,0.00065747-0.0038949i,-0.0018517+0.00068632i,-0.0013823+0.0017055i,-0.00026621+0.0037172i,0.0099464-0.0053396i,-0.0022657+0.0037958i,-0.0046247-0.0028604i,-0.0023231+0.00023917i,-0.0021902+0.00088338i,0.00014171-0.0025285i,0.0026707-0.0020515i,0.0027387-0.0016965i,0.0010407+0.0044554i,0.0011945+0.003168i,0.015639-0.011975i,-0.020257+0.0058232i,-0.022504+0.033435i,-0.0045141+0.0073837i,0.0055177+0.0052269i,0.0026302-0.0029598i,-0.012725+0.0040077i
0.007217-0.03213i,-0.00095185-0.019916i,-0.00076621-0.021734i,-0.001899-0.0089221i,-0.010971-0.016216i,-0.0054978-0.0026123i,-0.0025615-0.021808i,-0.011215-0.0078014i,-0.012978-0.0033383i,0.0023568-0.0047534i,-0.0016796-0.0001188i,0.0011384+0.0012517i,0.0013255-0.00057364i,0.0010195-0.00085255i,-0.00091635-0.00085315i,-0.00020381-0.003641i,-0.00057352+0.0047427i,-0.0017663+0.00052343i,-0.00031535+0.00040585i,0.00090759+0.00082139i,0.001449+0.00078235i,-0.00036867+0.00097525i,0.00080389-0.00079623i,0.0026216-1.9932e-05i,-0.0010945-0.0017418i,0.00015998+0.00016044i,0.0013625+0.00070679i,2.8577e-05-0.00066119i,0.0010098-0.00071131i,-0.0004044-0.00020091i,-0.0010549-0.0025177i,0.0015434-0.003485i,0.0010261-0.0014606i,-0.00043766-0.00052988i,0.0015351-0.0040601i,0.0040717-0.0071314i,0.00070671+0.00045926i,0.00043719+0.00027839i,-6.3804e-05-0.0011851i,-0.0013294-0.0025714i,0.0020278+0.00010344i,0.0013412-0.0010268i,0.00037576-0.0016429i,0.0032163-0.00022546i,-0.0097051-0.022513i,0.011418-0.00011032i,0.022305-0.0048431i,0.0078415-0.0032704i,-0.015701-0.0072242i,0.016055-0.0071193i,0.018059+0.0027455i,0.0077605+0.0028896i,0.01084-0.0091029i,0.0089059-0.0036482i,-0.0066278-0.0039718i,-0.0054239+0.0002939i,-0.0081718-0.0054955i,0.00081082-0.0037297i,0.0020014+0.0023835i,0.006172+0.012094i,-0.003943+0.0015724i,0.0053541+0.0030688i,-0.00071411+0.0041977i,0.0036351+0.0021313i,0.0025536+0.00043541i,-0.0046801+0.002569i,0.0008312-0.0092564i,-0.0038869+0.0021213i,0.0028202-0.0059938i,0.0026501+0.0047195i,-0.0028116-0.0010038i,-0.00093439-0.0012075i,-0.00085+0.0040025i,-0.001401+0.00097757i,-0.010165+0.0068748i,-0.00082831-0.0044563i,-0.0010255+0.00071477i,-0.0010541+0.00161i,0.0010343+0.002737i,0.0077723-0.0094556i,0.00014944+0.0041756i,-0.004737-0.00092768i,-0.0024547+0.00046857i,-0.0017904+0.0014642i,1.805e-05-0.0021748i,0.0017179-0.0022383i,0.0029858-0.0024682i,0.00059112+0.0042404i,0.0014005+0.0035537i,0.012687-0.015419i,-0.01822+0.0064931i,-0.01423+0.036308i,-0.0046602+0.0073137i,0.0072765+0.0044373i,0.0023714-0.0014061i,-0.011176+0.0054579i
0.0021095-0.032372i,-0.0047628-0.019043i,-0.0047889-0.021143i,-0.0030049-0.0090515i,-0.013472-0.013592i,-0.0058741-0.0024424i,-0.0071122-0.020291i,-0.011867-0.0060873i,-0.01259-0.00098673i,0.00066516-0.0047185i,-0.0016368+0.00084269i,0.001424+0.00053871i,0.0014518-0.0006222i,0.00047126-0.0010504i,-0.0010388-0.00046215i,-0.00091674-0.0031248i,0.00063083+0.0045504i,-0.0012252+0.0013405i,-7.8943e-05+0.00052966i,0.0007072+0.00043876i,0.0012619+8.9139e-05i,-9.6927e-05+0.0010561i,0.00046543-0.00093271i,0.0017907-0.0019069i,-0.0015921-0.0015708i,0.00015934+2.372e-05i,0.0015432+0.00027094i,-2.6229e-05-0.0005201i,0.00069301-0.0010373i,-0.00045333+0.00016211i,-0.0020533-0.0020156i,0.000353-0.0037554i,0.00028862-0.0018019i,-0.00062678-0.00034027i,-0.00062422-0.0043987i,0.0021068-0.0081125i,0.00077103+1.1002e-05i,0.00055476+1.4756e-05i,-0.00022018-0.0010031i,-0.0024219-0.0021411i,0.0018651-0.00072252i,0.00099123-0.0013012i,-3.9548e-05-0.001531i,0.0033059-0.00071519i,-0.01214-0.021049i,0.012555-0.004125i,0.022376-0.0090427i,0.0078198-0.0069172i,-0.012841-0.0031769i,0.014312-0.014296i,0.017927-0.0011624i,0.0069444-0.0011105i,0.0076719-0.010455i,0.009446-0.0077496i,-0.0067921-0.0022545i,-0.0055052+0.0035316i,-0.012111-0.0018149i,-0.00096147-0.0029781i,0.0022388+0.0024052i,0.0095721+0.0097965i,-0.0024313+0.002498i,0.0038015+0.002026i,0.0021737+0.003046i,0.0049576+0.00093338i,0.00297-0.000757i,-0.0031885+0.0048208i,-0.0022788-0.010391i,-0.0035296+0.0032279i,0.00082648-0.0072596i,0.0030594+0.0030019i,-0.003687-4.9413e-05i,-0.0012385-0.00093732i,0.0019668+0.0039149i,-0.0010432+0.00050878i,-0.005475+0.0091178i,-0.00325-0.0042035i,-0.00058082+0.00023441i,-0.00064836+0.0015143i,0.0013857+0.0014987i,0.0041188-0.01255i,0.0022883+0.0030129i,-0.0039549+0.00017786i,-0.0023323+0.00098623i,-0.0011219+0.0025136i,-0.00064509-0.0016436i,0.00097411-0.0021796i,0.0026376-0.0036222i,0.00044198+0.0043731i,0.001914+0.0036151i,0.0086817-0.01787i,-0.019468+0.0067694i,-0.0070782+0.035103i,-0.0037446+0.0068676i,0.0087225+0.0029371i,0.002953-0.00060986i,-0.0095384+0.0061003i
-0.0024796-0.031593i,-0.0078705-0.01747i,-0.0084072-0.01968i,-0.0044016-0.0086557i,-0.015699-0.011155i,-0.0064191-0.0021791i,-0.010183-0.018273i,-0.012448-0.00457i,-0.011658+0.00071291i,-0.00047371-0.0039842i,-0.00096561+0.0015108i,0.0014128+3.7584e-05i,0.0014262-0.00083778i,0.00033361-0.00067384i,-0.0009751-0.00019794i,-0.0014487-0.0023045i,0.0019769+0.0040696i,-0.00051549+0.0015378i,0.00016526+0.00057588i,0.00055448+0.00042203i,0.00093531-0.00040494i,0.00010738+0.00095369i,8.4055e-05-0.0010582i,0.00045721-0.0029537i,-0.0022861-0.00098789i,2.7542e-05+8.1197e-05i,0.0017127-0.00028639i,-0.00015473-0.00047503i,0.00026596-0.0010832i,-0.00029642+0.00040392i,-0.0027363-0.0011086i,-0.0010812-0.0036749i,-0.00046431-0.001584i,-0.00054016-7.2554e-05i,-0.0020652-0.0035849i,-0.0001564-0.0085706i,0.0006527-8.22e-05i,0.00045518-0.00018572i,-0.00032323-0.00090395i,-0.0033644-0.0011974i,0.0013758-0.0013036i,0.00063894-0.0014574i,-0.00040707-0.0011791i,0.0032737-0.0015447i,-0.014775-0.019814i,0.011993-0.0083221i,0.021365-0.013641i,0.0054908-0.010982i,-0.0081938-0.0025318i,0.0090488-0.019886i,0.017642-0.0045685i,0.0057408-0.0035029i,0.0056232-0.0097234i,0.0082469-0.011979i,-0.007038-0.00076514i,-0.0036491+0.0063402i,-0.013801+0.0037998i,-0.0024238-0.0020241i,0.0026339+0.0023109i,0.011333+0.0061374i,-0.00089525+0.002427i,0.0025266+0.0016146i,0.002339+0.0010789i,0.0053694-0.0013965i,0.0026059-0.0024493i,-9.8564e-05+0.0060071i,-0.0070224-0.008683i,-0.0022884+0.0051447i,-0.0024168-0.0075194i,0.0041261+0.0019507i,-0.0040894+0.0015298i,-0.0013657-0.00055678i,0.0046155+0.00081117i,-0.0008659+0.0001162i,-0.00031969+0.008316i,-0.0053294-0.0021356i,-0.00061966-0.00032029i,-0.00078587+0.0012785i,0.0013658+0.00056311i,-0.0010035-0.014134i,0.0034518+0.00085171i,-0.0034812+0.00068493i,-0.0022068+0.0014575i,0.00064911+0.0029017i,-0.00032294-0.00055586i,0.00031663-0.0018007i,0.001565-0.0047835i,0.00047057+0.0047091i,0.0022665+0.0033913i,0.0044344-0.018366i,-0.02087+0.0098658i,-0.0019871+0.033211i,-0.0033756+0.0054785i,0.0096198+0.00079911i,0.0034329-0.00072771i,-0.0082054+0.0057056i
-0.006738-0.030546i,-0.01018-0.015519i,-0.011431-0.017724i,-0.0054974-0.0080249i,-0.017592-0.0079765i,-0.0070654-0.0016774i,-0.012661-0.016564i,-0.013002-0.0028241i,-0.010631+0.0016095i,-0.00099592-0.0032188i,-0.00012847+0.0018514i,0.0012962-0.0002541i,0.0013838-0.0010211i,0.00060278-0.0005962i,-0.00089281-4.4171e-06i,-0.0014965-0.0014197i,0.002957+0.0032i,7.2833e-05+0.0015107i,0.00042487+0.00051023i,0.00058512+0.00048364i,0.00044279-0.00070899i,0.00015097+0.00093772i,-0.00034159-0.00089555i,-0.00072918-0.0029984i,-0.0024011-7.6543e-05i,6.8348e-05+0.00016405i,0.0014341-0.00091661i,-0.00022952-0.00032995i,-2.7614e-05-0.0010083i,-6.3223e-05+0.00054023i,-0.0029701-9.5475e-05i,-0.0022924-0.002831i,-0.00088528-0.0011263i,-0.00037782+6.5267e-05i,-0.0029725-0.0027036i,-0.0024127-0.0081634i,0.00082778-0.00022909i,0.00034914-0.00021084i,-0.00055661-0.00079424i,-0.0038701+0.00012045i,0.0008299-0.0016808i,0.00012364-0.0015231i,-0.00061483-0.00070667i,0.0028363-0.002195i,-0.017854-0.018042i,0.0099558-0.011851i,0.019009-0.017869i,0.001551-0.013265i,-0.0057332-0.0051115i,0.0029661-0.022533i,0.017612-0.0083921i,0.0052649-0.0058485i,0.0056652-0.0095185i,0.0064269-0.015188i,-0.0076233+0.00058559i,-0.00080742+0.0074447i,-0.012402+0.010297i,-0.0034989-0.00076137i,0.0029615+0.0020829i,0.01182+0.0029878i,-3.1408e-05+0.0018402i,0.0010978+0.0019597i,0.0021025+0.00041349i,0.0040444-0.003601i,0.0010959-0.0035102i,0.0028661+0.0049807i,-0.0093302-0.0041171i,0.00072606+0.005574i,-0.005112-0.0057707i,0.004523-6.6608e-05i,-0.0035522+0.0034867i,-0.0014087-0.00031147i,0.0040287-0.002935i,-0.0011911+5.8682e-05i,0.002408+0.0051579i,-0.0054809+0.00026993i,-0.0010831-0.00074497i,-0.00097715+0.0016367i,0.00094317-0.00030826i,-0.0068469-0.012731i,0.0029111-0.0014984i,-0.0032047+0.0011427i,-0.0018039+0.0023659i,0.0020774+0.0021406i,0.00045723-0.0010349i,0.00016427-0.0010116i,0.00014758-0.0052975i,0.0003741+0.0055302i,0.0028006+0.0031435i,0.0021964-0.018065i,-0.020954+0.014011i,0.0023368+0.031027i,-0.0039828+0.0036398i,0.0088838-0.0020535i,0.0033711-0.00063038i,-0.0079166+0.0048457i
-0.011115-0.029082i,-0.011859-0.013649i,-0.014064-0.015377i,-0.0065599-0.0076029i,-0.018543-0.00452i,-0.0078039-0.00093226i,-0.0152-0.014684i,-0.013082-0.00087567i,-0.0098083+0.0021881i,-0.0012621-0.0026104i,0.00076394+0.0018709i,0.0011696-0.00056025i,0.0013412-0.001245i,0.000691-0.00079602i,-0.00075219+0.00014544i,-0.0011565-0.00081312i,0.0035839+0.0022683i,0.00065621+0.001318i,0.00070034+0.00025822i,0.00077658+0.00046218i,-0.0003606-0.00052842i,0.0004439+0.0009389i,-0.00057407-0.00063337i,-0.0016398-0.0026428i,-0.0021485+0.00077054i,0.00012284+0.00014347i,0.00075125-0.001241i,-0.0002119-0.0002536i,-0.00034244-0.00083956i,9.7092e-05+0.00051415i,-0.0029464+0.00097609i,-0.0028746-0.0015939i,-0.00096796-0.00067138i,-0.00026528+4.1977e-05i,-0.0037908-0.0015276i,-0.0042182-0.0067565i,0.00072838-0.00062432i,0.00027179-0.00017434i,-0.00068862-0.00035431i,-0.0038145+0.0015291i,4.9982e-05-0.0017493i,-0.00043527-0.0015316i,-0.00052356-0.00023711i,0.002248-0.0022973i,-0.020534-0.015325i,0.0067408-0.014251i,0.015753-0.021118i,-0.0025124-0.013638i,-0.005836-0.0072733i,-0.0034958-0.023365i,0.016871-0.013069i,0.0041496-0.00872i,0.005945-0.010754i,0.0038604-0.018687i,-0.0082972+0.0023999i,0.0020014+0.0070318i,-0.0077098+0.015004i,-0.0039972+0.00059522i,0.0032145+0.0018175i,0.011847+6.6235e-05i,0.00027367+0.001308i,0.0008448+0.0032381i,0.0025843-0.00043792i,0.001984-0.0042147i,-0.00032319-0.003585i,0.0045627+0.0029869i,-0.0091333+0.00012036i,0.0031503+0.0042301i,-0.0067743-0.0034938i,0.0034017-0.0018567i,-0.0017011+0.0048534i,-0.0017219-5.5038e-05i,0.0014449-0.0052899i,-0.0015283+0.00032688i,0.0027447+0.001965i,-0.0048216+0.0022992i,-0.0018883-0.00070361i,-0.00079043+0.0017661i,0.00012394-0.00060713i,-0.010704-0.0090694i,0.0014432-0.0028147i,-0.0027742+0.0015776i,-0.0007973+0.0028247i,0.002887+0.00074268i,-0.00012591-0.0012708i,0.00080532-0.00063482i,-0.0011956-0.0050905i,0.0018556+0.0068462i,0.0030188+0.0028413i,-0.00055421-0.018073i,-0.019826+0.018709i,0.0059111+0.028309i,-0.0059511+0.0026591i,0.0063288-0.0035851i,0.0037434-0.00098188i,-0.0087718+0.0044542i
-0.015219-0.026547i,-0.01331-0.012186i,-0.016024-0.012526i,-0.0077466-0.007031i,-0.018959-0.0013567i,-0.0083565+0.00025168i,-0.017268-0.012389i,-0.012711+0.00093986i,-0.0093979+0.0025203i,-0.0013469-0.00208i,0.0016167+0.0013782i,0.0011138-0.00061001i,0.0011782-0.0014271i,0.0006879-0.00088528i,-0.00067954+0.00023069i,-0.00072534-0.00080124i,0.0042404+0.0011667i,0.0010764+0.00090392i,0.00071016-0.00020908i,0.00102+0.00039838i,-0.00056915-4.8423e-06i,0.00093112+0.00070989i,-0.00059957-0.00039047i,-0.0021117-0.0023439i,-0.0016715+0.001338i,0.00021705+0.00011014i,0.00021714-0.0010364i,-0.00024181-3.0652e-05i,-0.00057889-0.00058051i,0.00037873+0.000548i,-0.0024493+0.0021062i,-0.0029956-0.00051648i,-0.001039-0.0003554i,-0.00025313+0.00014632i,-0.0040275+1.5307e-05i,-0.0052174-0.0049832i,0.00037722-0.0007724i,0.00023837-0.00015744i,-0.00043599-0.00019409i,-0.0031766+0.0029022i,-0.00047006-0.0014313i,-0.00079232-0.0012765i,-0.00020241+2.0716e-05i,0.0021082-0.0023214i,-0.022443-0.012093i,0.0038425-0.014455i,0.01229-0.023357i,-0.0061804-0.012765i,-0.0073613-0.0083389i,-0.010102-0.021306i,0.014534-0.017904i,0.0026869-0.011157i,0.0055528-0.012087i,-0.00045892-0.020944i,-0.0085302+0.0050973i,0.0040281+0.0054495i,-0.0018004+0.017119i,-0.0042367+0.0021597i,0.0036538+0.0017243i,0.010902-0.0028978i,0.0003022+0.00074617i,0.0017974+0.0046523i,0.002116-0.0015514i,0.00085588-0.0037819i,-0.001788-0.0030846i,0.0051012+0.00090484i,-0.0070368+0.0031183i,0.0047022+0.0020854i,-0.0073062-0.00047277i,0.0018465-0.0022241i,0.00059419+0.0048791i,-0.001681+0.00058296i,-0.0014913-0.00594i,-0.0015261+0.00033087i,0.00129+0.00022651i,-0.0035492+0.0036729i,-0.0026268+0.00013836i,-0.00082241+0.0019814i,-0.00036059-0.0004171i,-0.012643-0.0047238i,-0.00038249-0.0032758i,-0.0023527+0.0018963i,0.00012738+0.0027047i,0.0030095-0.00081158i,-0.00013-0.0010134i,0.0014636-0.0010087i,-0.0025102-0.0051653i,0.0037362+0.0066466i,0.0033079+0.0026444i,-0.002584-0.017378i,-0.016651+0.024249i,0.0084035+0.025651i,-0.0081588+0.0032891i,0.0036957-0.0028601i,0.0035197-0.0016842i,-0.0097268+0.0048624i
-0.018299-0.023504i,-0.015297-0.010952i,-0.017252-0.010012i,-0.0088612-0.0060119i,-0.018866+0.0023002i,-0.0084039+0.0016526i,-0.019032-0.0098094i,-0.012148+0.0024015i,-0.00941+0.0030371i,-0.0012023-0.0019096i,0.0020731+0.00057312i,0.0011751-0.00095444i,0.0010871-0.0015296i,0.00092214-0.0013738i,-0.0005979+0.00032658i,-0.00055723-0.0010048i,0.004509-0.00032507i,0.001138+0.00042886i,0.00050302-0.00051661i,0.0014087+0.00012189i,-0.0005104+0.00040439i,0.00099664+0.00021619i,-0.00064766-0.00024615i,-0.0024744-0.0022536i,-0.0011367+0.0016277i,0.00027401+4.052e-05i,-0.00012116-0.00084234i,-0.00024001+0.00014517i,-0.00068419-0.00023596i,0.00070413+0.00041484i,-0.0015138+0.0029065i,-0.0029078+0.00052239i,-0.00091191-0.00010149i,-7.7764e-05+0.00021297i,-0.0035342+0.0012645i,-0.0056252-0.0033188i,0.0002365-0.0007233i,0.00034526-5.1563e-05i,-0.00038791-0.0003305i,-0.0018947+0.0037252i,-0.00074679-0.0010516i,-0.0010393-0.0010091i,9.4659e-05-8.9299e-05i,0.002128-0.0027306i,-0.023722-0.0086265i,0.0024718-0.014138i,0.0088384-0.024981i,-0.0092101-0.010344i,-0.0081802-0.00793i,-0.015076-0.01629i,0.010739-0.02208i,0.0010518-0.013912i,0.0051139-0.013818i,-0.0050277-0.021034i,-0.0070494+0.0085071i,0.0050353+0.0034524i,0.0036313+0.016257i,-0.0037288+0.0037725i,0.0045905+0.0012777i,0.0090111-0.0055976i,6.2214e-05+0.00039919i,0.0039598+0.0048704i,0.0012484-0.0016303i,0.00026476-0.0036605i,-0.0026865-0.0021588i,0.0050914-0.00099142i,-0.005201+0.0044354i,0.0050246-0.00055424i,-0.0065527+0.002346i,0.0014502-0.0019341i,0.0022353+0.0038262i,-0.0012952+0.00089093i,-0.0043494-0.004941i,-0.0017708+0.00064877i,0.00017244+0.0006146i,-0.0019201+0.004292i,-0.0025221+0.0012634i,-0.00065975+0.0027841i,-0.00040399-0.00025697i,-0.013075-0.00046966i,-0.0022303-0.0026888i,-0.002176+0.0023916i,0.00072177+0.0024925i,0.0025367-0.0027619i,-7.2315e-05-0.0015063i,0.001612-0.0018015i,-0.0041626-0.0042529i,0.0055153+0.0055394i,0.0039317+0.002356i,-0.0042512-0.016733i,-0.010248+0.027796i,0.011242+0.022747i,-0.009743+0.0048857i,0.0023335-0.0012018i,0.0028948-0.0018334i,-0.010535+0.0058939i
