-0.03129-0.038866i,-0.021478-0.019137i,-0.013484-0.035589i,-0.029818-0.020031i,-0.022366+3.8275e-05i,-0.013679-0.0055783i,-0.054944-0.058035i,-0.046828-0.017464i,-0.038749-0.012066i,0.011371+0.010713i,-0.0079373+0.0045705i,-0.019471+0.018985i,0.0018494+0.010988i,-0.0064728-0.0024742i,0.00015095+0.0013987i,-0.0016878+0.030464i,0.025448+0.030312i,0.0024903-0.0022186i,-0.002562-0.0070416i,0.0072502+0.0024575i,0.0026767+0.00097925i,0.00038226+0.0045006i,-0.00031344+0.00025183i,-0.033337-0.011622i,-0.00057145-0.0082279i,0.0012852+0.0021049i,0.0077164+0.00094i,0.0016974+0.0009236i,0.0010981-0.00028476i,-0.00062824-0.0025742i,0.001525-0.0025086i,-0.0024452-0.0063062i,-0.00050886-0.0047746i,0.0029561-0.00057519i,0.0045836-0.0027977i,0.00070194+0.031142i,0.0038895-0.0035098i,0.0031199-0.0016495i,0.0075159-0.0014258i,-0.0068481-0.002329i,-0.00020722+0.0008487i,0.0093617-8.9229e-05i,0.0043791-0.0027863i,-0.0013775+0.0089135i,-0.017899-0.0073366i,-0.018441+0.015284i,-0.00349-0.061182i,-0.0049715-0.026908i,-0.027128-0.032234i,-0.010647-0.026823i,0.055205-0.020009i,0.016483-0.042804i,0.022942-0.047904i,0.0047831-0.05499i,0.026386-0.021711i,0.0081675+0.0059362i,0.025359-0.033249i,-0.0077147-0.0066233i,0.0039449-0.0050412i,-0.0044782-0.0073233i,-0.0015247-0.033247i,-0.017525+0.029815i,0.0090196-0.012017i,-0.0092774-0.0043663i,-0.0042789-0.0012961i,0.00084674-0.013163i,-0.010813+0.0041756i,0.0025723+0.010455i,-0.0037013+0.02587i,0.0048911+0.0026216i,-0.0057015-0.0017239i,-0.0021779-0.0022273i,-0.012866-0.0077065i,-0.00061022-0.0039081i,-0.036001+0.006757i,0.00083457-0.010861i,-0.0085652+0.00039765i,-0.0068676-0.0024963i,0.0049843+0.0012646i,-0.0079379-0.00027503i,0.0022017+0.00019862i,0.0039995+0.0071569i,0.0043158+0.00059177i,-0.0088546-0.012493i,0.002522+0.0096319i,-0.014848+0.0063119i,0.0065685+0.00066199i,-0.022418-2.7389e-05i,-0.017525+0.0063074i,-0.0096227-0.068005i,0.0080964-0.013519i,-0.0487-0.022746i,-0.021646+0.00068112i,0.018004+0.011183i,-0.023053+0.013855i,-0.01927-0.0051718i
0.023095-0.027025i,0.0097591-0.01503i,0.010584-0.019696i,0.0024362-0.010789i,0.000907-0.018959i,-0.0052757-0.0041052i,0.01206-0.016404i,-0.0071136-0.013601i,-0.010623-0.0094984i,0.004169-0.00045182i,-0.00040362-0.00029463i,-0.0013351+0.0010297i,0.0024352-0.00047623i,0.00019209-0.00076754i,-0.00033716-0.0011675i,0.0021107-0.0036717i,-0.004989+0.0020234i,-0.00091364-0.00034848i,0.00022542-0.00020481i,4.9424e-05+0.0017252i,-0.00038446+0.0023634i,-0.00078671+0.00080312i,0.0011252+0.0005287i,-0.0024464+0.0036666i,0.00087889-0.0025633i,-0.00043189-9.893e-05i,-0.00024147+0.0005874i,0.00096683-0.00063232i,0.0012587-3.2626e-05i,0.00034827-0.00090843i,0.0023283-0.0017809i,0.0032292-0.00017225i,0.0016354+0.0004535i,0.00021823-0.00087025i,0.0028085-0.00035263i,0.0063118-0.002076i,0.00012339+0.0015431i,-8.7037e-05+2.9207e-05i,0.00040868-0.001503i,0.00091143-0.001504i,0.0010234+0.0026905i,0.00072708+0.0020639i,0.00093374-0.0019244i,0.0034417+0.0025719i,-0.00074171-0.026411i,0.0055753+0.0021789i,0.01984+0.003833i,0.0049166+0.0068855i,-0.0087732-0.022156i,0.0079315+0.0071571i,0.012575+0.016313i,0.0016632+0.016695i,0.017046+0.0084042i,0.0035777+0.0056596i,-0.00014024-0.0096228i,0.0016121-0.002805i,0.0016698-0.004984i,0.0083376+0.00013619i,0.0011331+0.0043434i,-0.0076278+0.011609i,-0.0043738-0.006127i,0.00491+0.010639i,-0.0035837-0.0013863i,7.3684e-05+0.0013473i,-1.0806e-05+0.0017016i,-0.002412-0.0026545i,0.0053987-0.0030788i,-0.0052306-0.0017337i,0.0033883+9.1134e-05i,-0.0062528+0.0042315i,-0.001781-1.9072e-05i,0.0010153-0.00087349i,-0.0052928-0.0014796i,-0.0035018-0.0008943i,-0.011372-0.0075829i,0.0038694-0.0027701i,-0.0025784-0.0010486i,-0.00099638+0.0017286i,-0.0032448+0.0029802i,0.0092716+0.0029074i,-0.0050492+0.0010942i,-0.0014631-0.0051413i,-0.0029542-0.00044065i,-0.0026281-0.00038793i,0.0036037-0.0041727i,0.002665+0.00084287i,0.0019032-0.001747i,-0.0011741+0.0077857i,0.00069555+0.0040828i,0.023405-0.0069913i,-0.023818-0.0019964i,-0.031893+0.021221i,-0.0055006+0.011449i,0.0016209+0.0020358i,0.0070791-0.0034422i,-0.013082-0.001158i
0.017594-0.029249i,0.0069687-0.017188i,0.0067635-0.021089i,0.0003278-0.010299i,-0.0031865-0.019061i,-0.0053759-0.0033109i,0.0075251-0.019598i,-0.0090591-0.011574i,-0.01196-0.0073707i,0.0039529-0.0019933i,-0.00048939-0.00056963i,-0.00055027+0.0015693i,0.0019331-0.00071391i,0.00028429-0.00042514i,-0.00046016-0.0010907i,0.0014277-0.0036968i,-0.003945+0.003414i,-0.0011585-0.00017485i,-2.3247e-05-0.00031389i,0.00045365+0.0015593i,0.00053907+0.0024545i,-0.00047397+0.00096762i,0.0012964+8.9935e-05i,-4.0522e-05+0.0036047i,0.00020944-0.0023754i,-0.00035574+9.4421e-05i,0.00012843+0.0010992i,0.00065941-0.00077096i,0.0011921-0.00029868i,0.00011827-0.00077886i,0.0014633-0.0025846i,0.0033594-0.0012654i,0.0018847-0.00012752i,-0.00017459-0.00076947i,0.003035-0.0014169i,0.0057579-0.0036516i,0.0016948+0.00095725i,-7.0413e-05-1.8129e-05i,9.9739e-05-0.0012544i,0.00044015-0.002283i,0.0018158+0.0022347i,0.0015647+0.001293i,0.00039134-0.0017229i,0.0046182+0.0019034i,-0.004887-0.024821i,0.0060789+0.002678i,0.020444+0.00067766i,0.0072521+0.0033381i,-0.013652-0.01774i,0.011915+0.0037333i,0.016092+0.0119i,0.0048755+0.012089i,0.015504+0.00060066i,0.0063685+0.0015474i,-0.0034682-0.0088956i,-0.00092165-0.003287i,-0.00045508-0.0063355i,0.0060829-0.0025894i,0.0021863+0.0035351i,-0.0019842+0.013974i,-0.0054447-0.0030139i,0.0065165+0.0080807i,-0.0037874+0.00028991i,0.00098516+0.0022788i,0.0011656+0.0016361i,-0.0040682-0.001687i,0.0052427-0.0064321i,-0.005902-0.00027382i,0.0036236-0.0016097i,-0.0041119+0.0063801i,-0.0013122-0.00057966i,0.0002181-0.0015139i,-0.0045337+0.0017864i,-0.0030927-7.0335e-05i,-0.012378-0.0025044i,0.0019819-0.0035309i,-0.0025441-5.7716e-06i,-0.0014201+0.0010987i,-0.0018031+0.0037593i,0.010804-0.00058945i,-0.0041468+0.0034108i,-0.0031775-0.0043373i,-0.002486+0.00011223i,-0.0025441+0.00090016i,0.00080373-0.00421i,0.0031936-0.00014784i,0.0016354-0.0016983i,0.0013398+0.0067603i,0.0002058+0.0038567i,0.018883-0.013001i,-0.022741+0.0029309i,-0.027956+0.028216i,-0.0041372+0.0090842i,0.0031701+0.0041564i,0.0045958-0.0040067i,-0.014319+0.0015261i
0.012694-0.03077i,0.0033888-0.018915i,0.0027638-0.021679i,-0.0011696-0.0094306i,-0.0073093-0.018192i,-0.0053184-0.0028925i,0.002787-0.02145i,-0.01039-0.0096843i,-0.012909-0.0050524i,0.0029684-0.0028706i,-0.00094527-0.00071111i,0.00038707+0.0017355i,0.001465-0.00081805i,0.00074714-0.00024107i,-0.00067132-0.0010339i,0.00079903-0.0037659i,-0.0024005+0.0042027i,-0.0013712+2.1249e-05i,-0.00032755-0.00021756i,0.00079615+0.0011881i,0.0014117+0.0017627i,-0.0003413+0.00099143i,0.0012173-0.00048673i,0.0017086+0.0025247i,-0.0002207-0.0019885i,-0.00018562+0.00018675i,0.0008016+0.0010445i,0.00028211-0.00078528i,0.0010571-0.00050321i,-0.00014855-0.00080087i,0.00046685-0.0030242i,0.0028264-0.0026498i,0.0017612-0.00085699i,-0.00038788-0.00048815i,0.0027583-0.002898i,0.0048689-0.005427i,0.0014078+0.00054593i,-0.00014596+2.9296e-05i,-0.00012078-0.0012012i,-0.00041212-0.0026731i,0.0025398+0.001335i,0.0016873+0.00046231i,4.0149e-06-0.0015339i,0.0053001+0.00049669i,-0.0082785-0.02314i,0.0082956+0.002718i,0.021066-0.0023645i,0.0079663-0.00029707i,-0.016078-0.012717i,0.014865-0.00094634i,0.017925+0.0069695i,0.0071814+0.0081022i,0.012976-0.0046919i,0.0070788-0.0017915i,-0.0065178-0.0067886i,-0.0034839-0.0021625i,-0.0040616-0.006508i,0.0030446-0.0037276i,0.0023179+0.002522i,0.0029236+0.013464i,-0.0051052-0.00059348i,0.0067279+0.0052289i,-0.0034688+0.0027239i,0.0021588+0.0024093i,0.001797+0.00099318i,-0.0048212+0.00026809i,0.0030959-0.0083646i,-0.0054075+0.001415i,0.0031221-0.0027507i,0.00020512+0.007146i,-0.0016956-0.0011283i,-0.00058564-0.0012921i,-0.0025306+0.0034346i,-0.0022833+0.00052533i,-0.011521+0.0022338i,0.00087623-0.0039091i,-0.0019619+0.00067413i,-0.0014961+0.0015631i,-1.0348e-06+0.0036152i,0.010597-0.004738i,-0.0023115+0.0048312i,-0.0043722-0.0027465i,-0.0022065+0.00027619i,-0.0016825+0.0017901i,0.00012888-0.0032863i,0.0028322-0.001279i,0.0018195-0.0018758i,0.0014087+0.0044661i,-8.5334e-05+0.00419i,0.015989-0.015749i,-0.020135+0.0065116i,-0.021079+0.033054i,-0.0042765+0.0074363i,0.0055634+0.0041519i,0.0027101-0.0029565i,-0.013666+0.0044114i
0.0078568-0.031759i,-0.00064312-0.019468i,-0.0010776-0.021755i,-0.0019126-0.008957i,-0.011036-0.015954i,-0.0055186-0.0026819i,-0.0025113-0.021715i,-0.011283-0.007694i,-0.012972-0.0025431i,0.0017908-0.0035283i,-0.0015208-0.00019438i,0.0011688+0.0011293i,0.001283-0.00062466i,0.0011102-0.00075977i,-0.0009182-0.00081529i,0.0001118-0.0036686i,-0.001198+0.0040243i,-0.0012661+0.00069411i,-0.00046553+0.00016983i,0.00088832+0.00065866i,0.0016436+0.0008336i,-0.00033875+0.0010562i,0.00088379-0.00092111i,0.0028034+0.0004282i,-0.00055592-0.0017296i,-0.00014299+0.00017153i,0.0011009+0.00069841i,6.1993e-05-0.00066841i,0.00098301-0.00077245i,-0.00062278-0.00059369i,-0.0007276-0.0032134i,0.0015555-0.0035095i,0.00137-0.0015259i,-0.00042752-0.00036113i,0.0013923-0.0044016i,0.0033098-0.0069459i,0.0014453+0.00049602i,-0.00011538+0.00024948i,-0.00034782-0.0011047i,-0.0014381-0.0027599i,0.0027122+0.00031434i,0.0016524-7.3602e-05i,-0.00048596-0.0012666i,0.0053375-0.00067323i,-0.011206-0.021256i,0.01114+0.00061648i,0.021524-0.005507i,0.0079893-0.0032757i,-0.01562-0.007439i,0.015857-0.0074581i,0.018658+0.0023866i,0.0085124+0.0033884i,0.01068-0.0081551i,0.0078099-0.0049283i,-0.0077331-0.0036696i,-0.0051067+0.00017357i,-0.0079644-0.0051814i,0.00081919-0.0034932i,0.0021429+0.0021496i,0.006615+0.012019i,-0.0040416+0.0014179i,0.0057064+0.0023116i,-0.0006456+0.004657i,0.0032849+0.0020286i,0.0025406+0.00046455i,-0.0046149+0.0024181i,0.00044268-0.0095189i,-0.004607+0.0024381i,0.0025222-0.0038827i,0.0030576+0.0050855i,-0.0026907-0.0012029i,-0.00088804-0.00097582i,-0.00061125+0.0043183i,-0.0015551+0.0007303i,-0.0086592+0.0061723i,-0.00056045-0.0044598i,-0.0011334+0.00082376i,-0.0012571+0.001426i,0.0011858+0.0025795i,0.0086981-0.0094228i,0.00035251+0.0054613i,-0.0041822-0.00093491i,-0.0022093+0.00061008i,-0.00092462+0.0021375i,-0.00026167-0.00279i,0.0020202-0.0018889i,0.0018787-0.0024867i,0.00074254+0.0043734i,0.00031845+0.0048819i,0.012496-0.019431i,-0.017937+0.0073132i,-0.013443+0.034977i,-0.0043378+0.0074291i,0.006833+0.0030802i,0.0024601-0.0014088i,-0.011928+0.0061686i
0.0028307-0.031908i,-0.004508-0.018751i,-0.0048895-0.021074i,-0.0030745-0.0090284i,-0.013549-0.013353i,-0.0059127-0.002488i,-0.006999-0.020171i,-0.011738-0.0059166i,-0.012327-0.00032152i,0.00037411-0.0034702i,-0.0015079+0.00068353i,0.0014303+0.00050396i,0.0012982-0.00062352i,0.00057781-0.0010346i,-0.0010189-0.00043801i,-0.00068023-0.0032636i,-0.00030372+0.0037666i,-0.00048685+0.0012882i,-0.00037342+0.00035078i,0.00065725+0.00029076i,0.0014259+3.7757e-05i,-1.2244e-05+0.0010815i,0.00054747-0.0010913i,0.0022236-0.0017092i,-0.00076377-0.0015083i,-0.00012615+0.00023428i,0.0012635+0.00052014i,-8.9349e-06-0.0005052i,0.00067453-0.001039i,-0.00085425-3.1869e-05i,-0.0020333-0.0027869i,0.00022925-0.0037475i,0.0004838-0.0019491i,-0.00051315-0.00017112i,-0.00088715-0.0047102i,0.0017266-0.0076954i,0.001744-0.00017381i,7.8219e-05+0.00017032i,-0.00046245-0.00093512i,-0.0026596-0.0022613i,0.0024806-0.00059163i,0.0015511-0.00056565i,-0.00083052-0.00090795i,0.0053292-0.0017316i,-0.013566-0.01935i,0.012774-0.0033056i,0.021855-0.0094014i,0.0078174-0.0069654i,-0.01289-0.0033419i,0.013954-0.014404i,0.018403-0.0016865i,0.0077949-0.0011737i,0.0074587-0.010115i,0.0079142-0.008528i,-0.0076736-0.0017411i,-0.0053543+0.0032215i,-0.011639-0.0016437i,-0.0008166-0.0029273i,0.0022067+0.0020169i,0.0098619+0.0096782i,-0.002585+0.0024861i,0.0035237+0.0012476i,0.0026058+0.003283i,0.0048287+0.001058i,0.0029842-0.0006804i,-0.0032245+0.0046257i,-0.0028765-0.010461i,-0.0040356+0.0037161i,0.0016351-0.0050842i,0.0037324+0.0031614i,-0.0036587-0.0003172i,-0.0011181-0.0007755i,0.0022344+0.0039016i,-0.0011722+0.00037518i,-0.0044249+0.0081923i,-0.0031425-0.0039926i,-0.00066878+0.00034419i,-0.00099994+0.0014279i,0.0014117+0.0013002i,0.0049447-0.012957i,0.0030766+0.0042614i,-0.003384+4.6411e-05i,-0.0020146+0.00099627i,-8.0326e-05+0.0026731i,-0.0010143-0.0018988i,0.0012027-0.002032i,0.0015547-0.0033405i,0.00031487+0.0046314i,0.0012303+0.0051202i,0.007707-0.021538i,-0.018972+0.0076106i,-0.0070968+0.034055i,-0.0034154+0.0069412i,0.0080492+0.0021449i,0.0029255-0.00070892i,-0.0098943+0.006908i
-0.0015492-0.031167i,-0.0077217-0.017321i,-0.0083633-0.019619i,-0.0045221-0.0086057i,-0.015714-0.010848i,-0.0064926-0.0022037i,-0.010037-0.018198i,-0.012167-0.0044197i,-0.011136+0.0012307i,-0.00046698-0.002723i,-0.00092613+0.0013146i,0.0014304+2.3207e-05i,0.0013128-0.00073574i,0.00032226-0.00070683i,-0.00094712-0.00021282i,-0.001285-0.0024907i,0.00065027+0.0033672i,0.0001032+0.0012533i,-0.0002223+0.00052475i,0.00051705+0.00027514i,0.0010164-0.00053626i,0.00015953+0.00090981i,0.00017391-0.0012322i,0.0008332-0.0030728i,-0.0014641-0.0015663i,-9.6728e-05+0.00037724i,0.0015531+0.00016108i,-0.00017525-0.00048802i,0.00026335-0.0010588i,-0.00077997+0.0004227i,-0.0030167-0.0018111i,-0.0012104-0.0036949i,-0.00025091-0.0017664i,-0.00039847+4.691e-05i,-0.0024904-0.0037257i,-0.00014261-0.0083177i,0.0020959-0.0016511i,3.418e-05+7.794e-05i,-0.00054189-0.00080404i,-0.003647-0.0011813i,0.0019463-0.001319i,0.001341-0.00099215i,-0.0010125-0.00030806i,0.0051113-0.0031134i,-0.015835-0.017577i,0.012432-0.0077134i,0.021025-0.014016i,0.0055353-0.010899i,-0.0083169-0.0026039i,0.0088141-0.019786i,0.018012-0.0052578i,0.006388-0.0039874i,0.0051411-0.0094704i,0.0065824-0.012382i,-0.0075961+0.00011254i,-0.0037147+0.0060209i,-0.013337+0.0037997i,-0.0023765-0.0020724i,0.0024507+0.0020181i,0.011309+0.0057132i,-0.00099365+0.0026174i,0.0020488+0.0013102i,0.0028904+0.0012824i,0.0052088-0.0012641i,0.002704-0.0024276i,-0.00017922+0.0058735i,-0.0073634-0.0085727i,-0.0023731+0.0056738i,-0.00026911-0.0056626i,0.0047085+0.0017009i,-0.0042572+0.0012318i,-0.0012065-0.00046478i,0.0048547+0.0007721i,-0.0010171+4.7283e-05i,0.00024503+0.0072955i,-0.004471-0.0020827i,-0.00065708-0.00017044i,-0.0011713+0.0015452i,0.0012371+0.00032409i,-0.00021354-0.014617i,0.0048271+0.0014884i,-0.0031036+0.00034021i,-0.0018696+0.0013692i,0.0014635+0.002619i,-0.00053943-0.00072985i,0.00046967-0.0017811i,0.00041972-0.0039493i,0.00039316+0.0049419i,0.0020456+0.005072i,0.002948-0.02167i,-0.020402+0.010631i,-0.0020453+0.032567i,-0.0030143+0.005586i,0.009072+3.1415e-05i,0.0033722-0.00080242i,-0.0082443+0.0066162i
-0.0054967-0.030234i,-0.010174-0.015415i,-0.011384-0.017672i,-0.0056259-0.0079474i,-0.017541-0.0077222i,-0.0071431-0.0016641i,-0.012575-0.016572i,-0.012625-0.0028258i,-0.0098917+0.0018493i,-0.00071654-0.0020053i,-0.00022698+0.0016849i,0.0012778-0.00030347i,0.0013478-0.00099157i,0.00053821-0.00055007i,-0.00088584-5.0665e-05i,-0.0014726-0.0017048i,0.0015629+0.0022836i,0.00054676+0.0010504i,2.1009e-05+0.00067865i,0.00053955+0.00034742i,0.00035315-0.00077788i,0.00018083+0.00091207i,-0.00033398-0.001094i,-0.00059881-0.0032937i,-0.0020961-0.00087396i,8.5883e-05+0.00047797i,0.0014344-0.00044917i,-0.00025484-0.00033852i,-4.6522e-05-0.00097522i,-0.00050955+0.00078747i,-0.0034729-0.00062192i,-0.0024779-0.0028666i,-0.00049816-0.0015819i,-0.00022649+0.00011241i,-0.0034746-0.0027172i,-0.0021142-0.0079999i,0.00085048-0.0015517i,5.7956e-05+0.00018354i,-0.00067709-0.00067319i,-0.0041152+0.00032899i,0.0013851-0.0019011i,0.00089578-0.0012194i,-0.00089323+0.00028409i,0.0042606-0.0042176i,-0.018479-0.015497i,0.010462-0.011412i,0.018789-0.018153i,0.0018863-0.013191i,-0.0058583-0.005192i,0.0027924-0.022286i,0.017598-0.0088748i,0.005492-0.0066868i,0.0050125-0.0089918i,0.0045327-0.015148i,-0.0076348+0.001627i,-0.0010237+0.007372i,-0.012272+0.010176i,-0.0035154-0.00069941i,0.0027378+0.0019283i,0.011357+0.0031267i,-4.7532e-05+0.0017829i,0.00074163+0.0020987i,0.0028116+0.00052177i,0.0039682-0.0034004i,0.0011295-0.0036265i,0.0028017+0.004878i,-0.0094933-0.0038825i,0.00093376+0.0059885i,-0.0025662-0.0062573i,0.0048453-0.00048235i,-0.003923+0.0033424i,-0.0012526-0.00034995i,0.0043643-0.0030353i,-0.0013179+3.4948e-05i,0.0026761+0.0042918i,-0.0049878-0.00029941i,-0.0010858-0.00069276i,-0.0011703+0.0019449i,0.00069702-0.0003878i,-0.006094-0.013314i,0.0044112-0.0015832i,-0.0030783+0.00070878i,-0.0015482+0.0020998i,0.0028271+0.0016043i,2.4457e-05-0.0012103i,0.0002455-0.0010232i,-0.00083362-0.0041366i,0.00040998+0.0058417i,0.0030605+0.0047702i,4.2391e-05-0.020933i,-0.020218+0.014796i,0.0018418+0.030878i,-0.0035748+0.0038392i,0.0082057-0.0024402i,0.003309-0.0008354i,-0.0077025+0.0057833i
-0.0097174-0.028852i,-0.011957-0.013465i,-0.014069-0.015355i,-0.0066336-0.0074601i,-0.018449-0.0043943i,-0.0078737-0.00085749i,-0.015157-0.014631i,-0.012802-0.0010223i,-0.0090444+0.0019813i,-0.00071385-0.0015515i,0.00055524+0.0017943i,0.0011504-0.00062849i,0.0013247-0.0011342i,0.00068869-0.0007489i,-0.00078888+0.00012247i,-0.0012602-0.0010664i,0.0021969+0.0010364i,0.00092706+0.00075427i,0.00039877+0.00060263i,0.0007652+0.0002994i,-0.00039246-0.00052999i,0.00054393+0.00090897i,-0.00064127-0.00075871i,-0.0016281-0.0029713i,-0.0022626-1.6595e-06i,0.00024258+0.00043009i,0.001034-0.00091342i,-0.00023973-0.00025341i,-0.0003268-0.00079902i,-0.00016007+0.00096465i,-0.0036033+0.00064592i,-0.0030678-0.0015187i,-0.00095687-0.0018406i,-0.0001358+5.3618e-05i,-0.0043472-0.0013471i,-0.0039255-0.0067501i,0.00024838-0.0012494i,0.00014663+0.00024684i,-0.00082325-0.0003342i,-0.0040039+0.0018888i,0.00047369-0.0020464i,0.00047061-0.001499i,-0.00048509+0.00070484i,0.0032984-0.0047755i,-0.020679-0.012518i,0.0074038-0.013996i,0.015581-0.021213i,-0.0022851-0.013902i,-0.0059061-0.0073148i,-0.0035585-0.023029i,0.016669-0.013331i,0.0037935-0.0095466i,0.0054225-0.0097888i,0.0018576-0.017939i,-0.0077827+0.0033432i,0.0017884+0.0070048i,-0.0076857+0.014631i,-0.0039179+0.00072437i,0.0029971+0.0017391i,0.011575+0.0002908i,0.00014581+0.0012727i,0.0007616+0.0036895i,0.003259-0.00064795i,0.0019986-0.0039847i,-0.00043214-0.0036999i,0.0044539+0.002949i,-0.0090896+0.00034874i,0.0036318+0.0045145i,-0.0049409-0.0043275i,0.0037437-0.0021153i,-0.0019468+0.0048688i,-0.0016333-0.00023654i,0.0014484-0.0056601i,-0.0017291+0.00021816i,0.0027231+0.0014081i,-0.0047551+0.0017258i,-0.0019775-0.00066901i,-0.00089166+0.0019029i,-0.00014517-0.00064701i,-0.010061-0.0098727i,0.0026106-0.0034325i,-0.0028458+0.0011546i,-0.0006324+0.0024538i,0.0033639-0.00032015i,-0.00033717-0.0010275i,0.00092835-0.00069878i,-0.0016204-0.0037654i,0.0018871+0.0070896i,0.0037338+0.0043568i,-0.0032363-0.02032i,-0.018647+0.019194i,0.0056603+0.028862i,-0.0054325+0.0028207i,0.0055177-0.0040689i,0.0036407-0.0010231i,-0.0082154+0.0053166i
-0.013663-0.026716i,-0.013342-0.011862i,-0.016084-0.012581i,-0.007831-0.0068561i,-0.01882-0.0013232i,-0.0083874+0.00038954i,-0.017232-0.012333i,-0.01253+0.00067032i,-0.0088709+0.0019668i,-0.00056333-0.0012814i,0.001423+0.0015386i,0.0010627-0.00065014i,0.0012128-0.0012926i,0.00062373-0.00090373i,-0.00075479+0.00022623i,-0.00092183-0.00094398i,0.0030046-0.00030665i,0.0010591+0.00030534i,0.00063704+0.0002563i,0.0010043+0.00027611i,-0.00062698-2.6396e-05i,0.00099817+0.0005752i,-0.00066842-0.00045531i,-0.0023262-0.0026072i,-0.0020554+0.0006658i,0.00049207+0.00036221i,0.00052732-0.00093069i,-0.00028761-2.638e-05i,-0.00055795-0.00057087i,0.00031245+0.0010477i,-0.0031964+0.0019929i,-0.0030491-0.0003741i,-0.0011776-0.0010095i,-0.00016032+0.00013338i,-0.0044663+0.00045198i,-0.0049606-0.005002i,-0.0001246-0.00097196i,0.00022255+0.00026956i,-0.00062222-9.3865e-05i,-0.0031171+0.003392i,-0.00010967-0.0018257i,7.3465e-05-0.0015518i,0.00014055+0.00077794i,0.002474-0.0053243i,-0.021876-0.0091859i,0.0044892-0.014707i,0.012151-0.0234i,-0.0061412-0.012935i,-0.0073611-0.0084307i,-0.010028-0.02098i,0.014283-0.017935i,0.0019879-0.011652i,0.0054646-0.011052i,-0.0025296-0.019673i,-0.0078079+0.0057325i,0.0037731+0.005492i,-0.0018514+0.016912i,-0.0040718+0.002167i,0.0034755+0.0017133i,0.011018-0.003182i,0.00014977+0.00085869i,0.0018315+0.0051041i,0.0026042-0.0019588i,0.00091957-0.0035402i,-0.0019934-0.0031285i,0.0050277+0.0010207i,-0.0067479+0.0032583i,0.0053724+0.0022334i,-0.0068783-0.0011873i,0.0024397-0.0027221i,0.00045802+0.0050567i,-0.001731+0.00039565i,-0.0016022-0.006079i,-0.0019745+0.00023746i,0.0011055+1.903e-05i,-0.0036679+0.0032307i,-0.0026093+0.00014945i,-0.0008861+0.0019234i,-0.00065402-0.00038012i,-0.012308-0.0053883i,0.0004076-0.0041289i,-0.002723+0.001418i,0.00026113+0.0023496i,0.0028282-0.0019949i,-0.00017072-0.00087693i,0.0016032-0.0011395i,-0.0025377-0.004016i,0.0039337+0.0067464i,0.0043745+0.0039975i,-0.0051925-0.018731i,-0.01529+0.024163i,0.0089353+0.02618i,-0.0075264+0.0032271i,0.0028204-0.0029947i,0.0033065-0.0018908i,-0.008959+0.0055859i
-0.016753-0.024142i,-0.015258-0.010623i,-0.01736-0.0099991i,-0.0088935-0.0058679i,-0.018671+0.0022535i,-0.0084073+0.0018142i,-0.019015-0.0097163i,-0.012112+0.0021173i,-0.009214+0.0022781i,-0.00026689-0.0013967i,0.0019733+0.00077395i,0.0011235-0.00095725i,0.0011395-0.0014483i,0.00082122-0.0013923i,-0.00065968+0.00033679i,-0.00084884-0.0010231i,0.0032292-0.0020746i,0.00088809-9.4497e-05i,0.00063393-0.00010609i,0.0013594+4.1873e-05i,-0.00053832+0.00038827i,0.00098156+0.0001259i,-0.0007099-0.00028492i,-0.0028865-0.0023068i,-0.001759+0.001105i,0.00071625+0.0001162i,0.00017028-0.00078585i,-0.00028701+0.00022007i,-0.00065261-0.00025292i,0.00086361+0.00086128i,-0.0022553+0.0030648i,-0.0028435+0.00065048i,-0.00091488-0.00072976i,-1.88e-05+0.00016407i,-0.0038252+0.0018626i,-0.0053855-0.0036321i,7.2974e-05-0.0007866i,0.00050772+0.00035854i,-0.00056698-9.5667e-05i,-0.0015709+0.0041613i,-0.00047252-0.0016074i,-0.0003107-0.0015898i,0.00060262+0.0004341i,0.0012508-0.0057656i,-0.02246-0.0059932i,0.0027496-0.014699i,0.0086781-0.02503i,-0.0089361-0.010417i,-0.0083759-0.0080885i,-0.014807-0.016096i,0.010486-0.022111i,0.00029131-0.013943i,0.0054621-0.013068i,-0.0069081-0.019046i,-0.0062056+0.0088751i,0.0047517+0.0036227i,0.0036109+0.015935i,-0.0035581+0.0037317i,0.004474+0.0014011i,0.0077413-0.0072595i,-0.00012305+0.00055912i,0.0042148+0.0052222i,0.0013985-0.0019103i,0.00033053-0.0035007i,-0.0029185-0.0020437i,0.0051119-0.00067423i,-0.0048027+0.0045079i,0.0057642-0.00069546i,-0.0056052+0.0017952i,0.0018795-0.0027434i,0.0023761+0.0040438i,-0.0014013+0.00075777i,-0.0047604-0.0047016i,-0.0021047+0.0010683i,0.00013977+0.00049164i,-0.0020544+0.0040488i,-0.0025108+0.0012816i,-0.0004392+0.002747i,-0.00063359-0.00018125i,-0.012912-0.0011333i,-0.0016384-0.0037994i,-0.0026385+0.0021211i,0.00083339+0.0021521i,0.0018238-0.0032757i,-0.00018717-0.0014441i,0.0018119-0.0018399i,-0.0043773-0.0032402i,0.0057183+0.0055518i,0.005293+0.0035784i,-0.0066827-0.017622i,-0.0090079+0.027253i,0.011831+0.022767i,-0.0090412+0.0046173i,0.0015807-0.0012008i,0.0026966-0.0017341i,-0.0095939+0.0064647i
