-0.023867-0.03756i,-0.012097-0.049818i,-0.018079-0.044597i,-0.030667-0.035471i,-0.030002-0.01565i,-0.050221-0.02723i,-0.057755-0.025588i,-0.044016-0.03613i,-0.033546-0.030834i,0.0079994+0.012628i,-0.0050958+0.01505i,-0.0044511+0.014228i,0.0092678+0.021131i,0.00055633+0.0041375i,0.0033687+0.003532i,0.0072647+0.018017i,0.022593+0.044008i,-0.0025768-0.0010266i,-0.0046337-0.0061309i,0.0083597+0.003036i,-0.00031394-0.00072983i,-0.0010126+0.0015053i,0.00014613-0.00033116i,-0.029722-0.0019622i,-0.0014732-0.0059091i,0.0016642+0.0045635i,0.0032289-9.5062e-06i,-0.0003352+0.00090232i,0.00076737-0.00025939i,-0.00074239-0.0027557i,-0.0017224-0.0058975i,-0.0046036-0.0045314i,-0.0021-0.0044103i,0.0025528-0.00031695i,0.0020421-0.0027464i,-0.0011525+0.026161i,0.0014546-0.0032711i,0.002586+0.00070841i,0.0058953+0.0013574i,-0.011171-0.0036399i,-0.0034149+0.00037069i,0.0060053+0.0015876i,0.0056887-0.00078138i,-0.0033353+0.0048782i,0.0021578-0.0082425i,-0.011848+0.018166i,0.035869-0.090277i,0.012142-0.06997i,-0.01575-0.059598i,-0.016697-0.055402i,0.040499-0.04518i,0.016862-0.062801i,0.035124-0.05501i,0.029234-0.059433i,0.016103-0.013539i,0.0046798+0.016577i,0.01663-0.026478i,-0.012063+0.0056144i,-3.6046e-05+0.005297i,-0.0049458-0.0020199i,-0.0021996-0.029088i,-0.023642+0.031586i,0.010218-0.011662i,-0.012985-0.0024047i,5.6881e-05-0.0049634i,-0.0012889-0.016266i,-0.0075108+0.0046179i,0.0049876+0.0069125i,-0.0096082+0.031405i,0.0050992+0.0061183i,-0.0053679-0.00073298i,-0.0029821-0.00066202i,-0.012362-0.0086511i,-0.00069064-0.0043573i,-0.024971+0.022417i,0.00056526-0.010211i,-0.0095777-0.001947i,-0.0066114-0.0028798i,0.00717+0.00281i,-0.0077985+0.0017494i,-0.00018932+0.00029178i,0.0061948+0.011705i,0.0038123+0.0014312i,-0.0091386-0.010511i,0.0032047+0.008224i,-0.02223+0.0061325i,0.0082767+0.0005385i,-0.028628-0.0038905i,-0.041697+0.003475i,0.0184-0.09979i,-0.0012278-0.012327i,-0.052896-0.022059i,-0.023029-0.0013462i,0.017637+0.010953i,-0.024504+0.013494i,-0.019562-0.012141i
0.013705-0.0097145i,0.043412-0.013088i,0.022522-0.026805i,0.010826-0.021421i,0.013402-0.039969i,-0.018296-0.022228i,-0.0086487-0.014538i,-0.0027702-0.027643i,0.0058455-0.017344i,0.0041503-0.0014607i,0.0017594-0.0046222i,-8.7975e-05-0.0051712i,-0.0007562-0.0057889i,-0.00098045-0.0028052i,-0.0011151+0.00095305i,0.0014154-0.0025603i,-0.0036177+0.001923i,-0.00011285+0.00080287i,0.00021674+0.00031929i,0.00067418+0.0022278i,0.001425+0.0018408i,0.0010446-0.0011281i,0.0019429+0.00049509i,-0.0011805+0.0029269i,-0.00078233+0.00038287i,-0.00060317+0.00046979i,-0.0013421+0.0001831i,-0.00070388+0.00037393i,5.4112e-05+5.3816e-05i,-0.00020364-0.00034293i,0.0023648-0.0018342i,0.0014868-5.9304e-05i,0.00040258-0.00068584i,0.00048688-0.0010367i,0.00091662+0.00044411i,0.0065609-0.0026823i,3.2105e-06+0.00010642i,-0.00072639+0.00044935i,-0.00033284-0.00030463i,0.00043315+0.00041945i,0.00046107+0.00074733i,0.00091242+0.00062916i,0.00032056-0.0025917i,-0.00015309-0.0031347i,0.018184+0.0038706i,0.028075+0.039557i,0.035523+0.039482i,0.046945+0.028393i,0.015632-0.00092157i,0.035841-0.00016325i,0.037115+0.012868i,0.013693+0.0074606i,0.029268+0.02261i,-0.0041525+0.032359i,0.006328-0.0050092i,0.004423-0.0032471i,0.0067549-0.0038943i,0.0078415+0.0036996i,0.0036723+0.0064912i,-0.0065661+0.0049842i,-0.0039728-0.0059719i,0.003842+0.013177i,-0.003792+0.0004877i,-0.00015258+0.0051308i,-0.00052324+0.0015026i,0.0026456-0.0031965i,0.0068761-0.0010066i,-0.0028941-0.0008732i,0.0043463-0.0016678i,-0.005778+6.7589e-05i,-0.0017647+0.00051933i,0.00031318+1.423e-05i,-0.0047934-0.0028849i,-0.0042723-0.0022411i,-0.0071159-0.0092924i,0.0033748-0.0018386i,-0.0048459+0.0018242i,-0.0017596+0.0012417i,-0.0039606+0.0027426i,0.0069427+8.3052e-05i,-0.0070369-0.0014275i,-0.0043125-0.0077859i,-0.0026601-0.001257i,-0.0061186-0.0013722i,0.0042831-0.0038442i,0.005592+0.00045096i,0.0030402-0.0013764i,0.005731+0.0080199i,0.0060721+0.0058639i,0.041959+0.026353i,-0.031927-0.0045848i,-0.036566+0.017865i,-0.0096711+0.019549i,0.0021618+0.0022518i,0.0097169-0.0044234i,-0.011281+2.4337e-05i
0.01133-0.011582i,0.039936-0.020299i,0.017192-0.029972i,0.006935-0.02197i,0.0051854-0.041619i,-0.020681-0.018622i,-0.011438-0.013613i,-0.0072534-0.026173i,0.002677-0.017691i,0.0038221-0.0024797i,0.0005062-0.0052022i,-0.0012181-0.0044704i,-0.0024636-0.0047349i,-0.0015551-0.0021822i,-0.00061391+0.0011468i,0.001255-0.0028252i,-0.0023298+0.002921i,-0.00047904+0.00066004i,0.00010648+0.00030266i,0.0013103+0.0019004i,0.0020764+0.0015636i,0.0007647-0.0012135i,0.0020131-0.00016368i,0.00067922+0.0027972i,-0.00040044+0.00066162i,-0.00021559+0.00047863i,-0.0011736+0.00086819i,-0.00051951+0.00068425i,0.00055069-4.4428e-05i,4.6585e-06+4.479e-05i,0.001362-0.0025602i,0.001495-0.00051657i,0.00020229-0.0007014i,1.3515e-05-0.0010598i,0.0014066+5.8418e-05i,0.0056944-0.0030667i,9.0645e-06+0.00023296i,0.0089428-0.0057497i,-1.0156e-05+1.8906e-05i,0.00043133-0.00012322i,0.00063732+0.00056i,0.0010913+0.00017719i,-0.00045856-0.0022104i,0.00049584-0.0027467i,0.018493+0.0013194i,0.033563+0.035046i,0.04037+0.032856i,0.050018+0.01956i,0.012763-0.00027737i,0.036419-0.0062062i,0.039001+0.0060479i,0.015147+0.0014536i,0.030087+0.012184i,0.0032058+0.029231i,0.0040681-0.0060506i,0.00069231-0.0035072i,0.0043094-0.0065214i,0.0068785+0.00099298i,0.005313+0.0048938i,-0.0036685+0.0074869i,-0.0046915-0.0027111i,0.0058241+0.010662i,-0.0038557+0.0015132i,0.0027507+0.0056185i,0.00038824+0.0016992i,0.00036304-0.0034768i,0.0074817-0.0048444i,-0.0031801-0.00032375i,0.0036971-0.003324i,-0.0047772+0.0027193i,-0.0017232-0.00010052i,5.0009e-05-0.00062235i,-0.0046541+0.00010502i,-0.0042062-0.0009188i,-0.0088711-0.0057938i,0.0019078-0.0028215i,-0.0035854+0.0029915i,-0.0017545+0.00095971i,-0.002571+0.003794i,0.0076868-0.0030951i,-0.0068503+0.0014204i,-0.0065053-0.0058641i,-0.0024445-0.0009031i,-0.0056019+0.0010396i,0.0015408-0.0043656i,0.00602-0.0018874i,0.0028536-0.0018485i,0.0074423+0.0058677i,0.0052588+0.0049747i,0.042755+0.017076i,-0.03108+0.0020616i,-0.03424+0.026177i,-0.0063101+0.018046i,0.0034975+0.0049806i,0.0072284-0.0061063i,-0.012826+0.0021493i
0.0093785-0.013089i,0.03499-0.026766i,0.011526-0.03173i,0.0035711-0.021689i,-0.0032078-0.041742i,-0.022571-0.015034i,-0.013949-0.012093i,-0.010977-0.024498i,-0.00061849-0.017661i,0.0031273-0.0032626i,-0.0011787-0.0052078i,-0.0019833-0.0035663i,-0.0035924-0.0032474i,-0.0018302-0.0014615i,-0.00035612+0.0011311i,0.00098858-0.0031102i,-0.00070398+0.0031739i,-0.00068393+0.0011721i,9.2003e-05+0.00046442i,0.0017881+0.0012403i,0.0026755+0.00068916i,0.00044033-0.0014698i,0.0017776-0.00079426i,0.002104+0.0018215i,0.00010834+0.0006668i,8.3452e-06+0.00029887i,-0.00056032+0.0014414i,-0.00037792+0.00089369i,0.00027517+0.00010222i,0.00024306+0.00012281i,0.00024624-0.0028781i,0.001319-0.0011341i,-0.00013057-0.00075511i,-0.00032792-0.00084296i,0.0015722-0.00091041i,0.0044342-0.0037476i,0.00026927+0.00026635i,0.001168+0.0031651i,0.00019023-0.00016934i,0.00019992-0.00047745i,0.0007858+0.00026429i,0.0010159-0.00040219i,-0.00079116-0.001613i,0.00047808-0.0032788i,0.01863-0.0014008i,0.039944+0.028672i,0.044415+0.025466i,0.051178+0.011018i,0.011541+0.00067832i,0.036182-0.012615i,0.039582-0.00057045i,0.015265-0.0035404i,0.02755+0.0046883i,0.0086008+0.026311i,0.0016904-0.0063188i,-0.0020792-0.0017368i,0.00056626-0.0079683i,0.0051798-0.00078736i,0.0057286+0.0029373i,-0.00077571+0.0081621i,-0.003771-0.00045765i,0.0064304+0.0082153i,-0.0036998+0.0036743i,0.0053621+0.0047814i,0.00105+0.0013043i,-0.0011037-0.0026452i,0.0056299-0.0075566i,-0.0030605+0.0004216i,0.0029164-0.0042275i,-0.0021102+0.003932i,-0.0023181-6.9938e-05i,-0.00039591-0.00063698i,-0.0032903+0.001821i,-0.0034353+0.00033694i,-0.0094927-0.0024498i,0.00089297-0.0033443i,-0.0021284+0.0034118i,-0.0017773+0.0012725i,-0.00059952+0.003653i,0.0067114-0.0065093i,-0.0053835+0.0037155i,-0.0083-0.0032338i,-0.0023228-0.00060184i,-0.0047014+0.0020887i,0.00028123-0.0037761i,0.0047382-0.0039342i,0.0029896-0.0024361i,0.0068624+0.0022543i,0.0048897+0.0047297i,0.042851+0.0096235i,-0.027886+0.0073524i,-0.028262+0.033161i,-0.0043735+0.016706i,0.006767+0.0055152i,0.00456-0.0051541i,-0.012802+0.0049878i
0.0072784-0.014895i,0.029089-0.031461i,0.0062265-0.032787i,0.00091346-0.021608i,-0.01137-0.039542i,-0.023952-0.011261i,-0.016391-0.010018i,-0.014493-0.022209i,-0.0032771-0.016821i,0.0023019-0.0038591i,-0.0027337-0.0040621i,-0.0022725-0.002882i,-0.0039363-0.00157i,-0.0019651-0.00097714i,-7.6323e-05+0.0013362i,0.00048378-0.003298i,0.00024577+0.0026334i,-0.000326+0.0018906i,0.0003685+0.00070176i,0.0019447+0.00039613i,0.0027372-0.00036842i,-0.00016876-0.0016553i,0.0012726-0.0012361i,0.002731-0.00012331i,0.00034571+0.00047705i,-5.6808e-05+0.00014682i,5.6623e-05+0.00147i,9.2106e-05+0.0010209i,0.00037052-2.1516e-05i,0.00037138+9.0676e-05i,-0.00085136-0.002799i,0.00079254-0.0014911i,-0.00040218-0.00059579i,-0.00046978-0.00067516i,0.00094804-0.0019455i,0.0033091-0.0046192i,0.0005216+4.2573e-05i,0.0019287+0.0015451i,0.00024768-0.00034775i,-0.00021109-0.00073011i,0.00066345+0.00018778i,0.00047204-0.00059253i,-0.0010486-0.0010245i,-0.0001387-0.0033683i,0.018512-0.0045505i,0.044875+0.019371i,0.04731+0.017549i,0.051954+0.0031831i,0.012132+0.0022077i,0.034356-0.019878i,0.038983-0.0074159i,0.01458-0.0086639i,0.025405-0.00091213i,0.014217+0.022178i,0.00021785-0.0053491i,-0.003388+0.00092089i,-0.0039062-0.0078806i,0.0035809-0.001665i,0.0053911+0.0017819i,0.0017844+0.007835i,-0.0025227+0.00071365i,0.0062311+0.0060055i,-0.0010716+0.0057018i,0.0079502+0.0026494i,0.0016938+0.0010386i,-0.001897-0.0014303i,0.0035559-0.009731i,-0.0026394+0.00083987i,0.0018032-0.0050417i,-0.00036543+0.0031797i,-0.002974+0.00043921i,-0.00052523-0.00053779i,-0.0017794+0.0031268i,-0.0026689+0.00091526i,-0.0086642+0.00094624i,-0.00048661-0.003873i,-0.00055277+0.0030462i,-0.0015527+0.0012339i,0.00058751+0.0026169i,0.0043395-0.0096362i,-0.00285+0.005118i,-0.007614+9.1275e-05i,-0.0025414-0.00042447i,-0.0041457+0.0031329i,-0.00063184-0.0030376i,0.0029759-0.0047422i,0.0027622-0.0036263i,0.0050388+0.00085949i,0.0053568+0.0049753i,0.042019+0.002299i,-0.024701+0.009287i,-0.020452+0.037288i,-0.0018974+0.016154i,0.0090726+0.004733i,0.0035074-0.003386i,-0.011528+0.0069649i
0.0044255-0.016476i,0.022996-0.034639i,0.00056792-0.033074i,-0.0021452-0.021799i,-0.017891-0.036006i,-0.024821-0.0075685i,-0.018316-0.0070455i,-0.017409-0.019538i,-0.005303-0.015916i,0.0011474-0.0039607i,-0.0032646-0.0026092i,-0.0026542-0.0022989i,-0.0036614-0.00022967i,-0.0022322-0.00026445i,0.00058061+0.0015047i,-0.00030857-0.0033552i,0.00074784+0.0023981i,0.00058878+0.0022174i,0.00067462+0.00051059i,0.0016069-0.00037486i,0.002341-0.0013768i,-0.00063824-0.001574i,0.00087848-0.0015049i,0.0017958-0.0017291i,0.00068044+0.00018041i,-0.00019479+0.00010346i,0.00060774+0.0013453i,0.00062732+0.00097257i,0.00026433-0.0002268i,0.00038408-1.9238e-05i,-0.0017452-0.0022499i,0.00026087-0.0015364i,-0.00067327-0.00040411i,-0.00063079-0.00041432i,-0.00036718-0.0021304i,0.0023214-0.0051365i,0.0004759-0.00030368i,0.0020564+0.00011304i,0.00036071-0.00044915i,-0.00074716-0.00067055i,0.00080689+0.00058808i,0.00014631-0.00040196i,-0.0010917-0.00043878i,-0.00067022-0.0030933i,0.018411-0.0080024i,0.046367+0.0090595i,0.048674+0.0090706i,0.052058-0.0057088i,0.014837+0.0031638i,0.030472-0.026931i,0.037104-0.013782i,0.01195-0.013149i,0.02218-0.0045785i,0.018492+0.016275i,-0.00062262-0.0049036i,-0.0029519+0.004171i,-0.0085189-0.0053082i,0.0019557-0.0020836i,0.0052104+0.00073658i,0.003747+0.006449i,-0.001241+0.00095162i,0.0050087+0.0044856i,0.0021983+0.0047373i,0.0092938-0.0010662i,0.0022633+0.00028882i,-0.0019085+0.00022519i,1.3549e-05-0.011702i,-0.0027672+0.0015747i,0.00064033-0.0053918i,-0.00012494+0.0028423i,-0.003223+0.0013527i,-0.00067343-0.00050301i,0.0011332+0.0036092i,-0.0020947+0.00067308i,-0.0065942+0.0032882i,-0.0024079-0.0035816i,0.00028528+0.0022068i,-0.0014351+0.0013892i,0.00095642+0.0014588i,0.00066852-0.011851i,-0.00013708+0.0048364i,-0.0060783+0.0015002i,-0.0025012+9.9947e-05i,-0.0029383+0.0051138i,-0.0014152-0.0020009i,0.0012559-0.0050424i,0.0015879-0.0045029i,0.0038718+0.00043918i,0.006284+0.0043127i,0.039953-0.0043318i,-0.024818+0.0094577i,-0.01307+0.037939i,0.00090374+0.013957i,0.010573+0.002839i,0.0037673-0.0022806i,-0.009765+0.0083992i
0.0015263-0.017405i,0.017109-0.03674i,-0.0048548-0.032206i,-0.005476-0.021333i,-0.023959-0.031889i,-0.025092-0.003951i,-0.019195-0.003896i,-0.01986-0.01679i,-0.0070368-0.015235i,0.00058489-0.0036209i,-0.0031919-0.0013654i,-0.002903-0.0014206i,-0.0032683+0.00085546i,-0.0020455+0.0006617i,0.0012256+0.001075i,-0.00096555-0.0029482i,0.0013143+0.0025369i,0.0015508+0.0017969i,0.0007825+0.00034958i,0.0011825-0.00065051i,0.0017031-0.0021089i,-0.0011806-0.0013758i,0.00038153-0.0017025i,0.00066914-0.002404i,0.00038606-0.00031707i,-0.00032766+0.00039376i,0.0011819+0.0009867i,0.00097092+0.00064733i,5.0898e-05-0.00036343i,0.0002325-3.2858e-05i,-0.0024087-0.001483i,-0.00024176-0.0015614i,-0.00073586+0.00015696i,-0.00056206-0.00017032i,-0.00092636-0.0015311i,0.0012-0.0059303i,0.00033442-0.00028357i,0.0015101-0.00047534i,0.00039689-0.00084203i,-0.0011692-0.00029864i,0.0015783-0.00012323i,0.00012136-0.0003221i,-0.00077499+0.00013952i,-0.0011745-0.0030225i,0.017146-0.012542i,0.045428-0.0010631i,0.048544+0.00083269i,0.049627-0.015678i,0.019088+0.00086931i,0.024455-0.032581i,0.034427-0.019363i,0.0091753-0.01607i,0.019582-0.0056069i,0.020611+0.0093243i,-0.001996-0.0046901i,-0.00015895+0.0062878i,-0.01128-0.00064214i,0.00040047-0.0019983i,0.0046166-0.00014446i,0.0048926+0.0053853i,-0.00053162+0.0004068i,0.0040395+0.0039602i,0.0028983+0.0029361i,0.0076955-0.0050415i,0.0023754-0.00097416i,-0.00026314+0.0013973i,-0.0051655-0.010186i,-0.0022043+0.0030929i,0.00019639-0.0053876i,0.0012023+0.0029601i,-0.0030357+0.0027207i,-0.00078781-0.00033729i,0.0039978+0.00085684i,-0.0021047+0.00056923i,-0.0038511+0.0041563i,-0.0042033-0.0023615i,0.0004557+0.0011526i,-0.0017061+0.0015395i,0.0010226+0.00042045i,-0.0043846-0.012473i,0.00177+0.0033838i,-0.0051432+0.0021996i,-0.0026385+0.00048402i,0.00033269+0.0059403i,-0.0010525-0.00069753i,-0.00030109-0.004499i,0.00016976-0.0046654i,0.0026151+0.00047415i,0.006605+0.0031337i,0.037171-0.0095209i,-0.026767+0.012403i,-0.0067606+0.037619i,0.0022133+0.010527i,0.011269+0.00042416i,0.0042828-0.0024418i,-0.0075411+0.0086509i
-0.0017232-0.018133i,0.011408-0.038072i,-0.0098259-0.030668i,-0.0083724-0.020289i,-0.028995-0.026343i,-0.024952-0.000358i,-0.019479-0.00092573i,-0.02208-0.013713i,-0.0089277-0.014896i,0.00027456-0.0035864i,-0.00284-0.00043365i,-0.0028391-0.0004332i,-0.0023818+0.0017911i,-0.0014678+0.001276i,0.0015068+0.00051706i,-0.0014381-0.0023923i,0.0015152+0.0022863i,0.0021912+0.0010488i,0.0009123+0.00023683i,0.00092125-0.00074238i,0.00077684-0.0026089i,-0.0016696-0.00086716i,-0.00022604-0.0015494i,-0.00031284-0.0024292i,0.000199-0.00040388i,-0.0001219+0.00068776i,0.0014937+0.00037398i,0.0011768+0.00019716i,-7.7161e-05-0.00010857i,0.00022441+0.00013333i,-0.0027694-0.00065116i,-0.00078844-0.0012832i,-0.00033376+0.00042851i,-0.00050538-1.624e-05i,-0.0011768-0.001168i,-0.0010033-0.0058861i,0.00042247-0.00036605i,0.001207-0.00088131i,-0.00011469-0.00089743i,-0.0014468+0.00023394i,0.001301-0.0011013i,6.0296e-05-0.0003268i,-0.00033314+0.00047981i,-0.0018073-0.002429i,0.014009-0.016555i,0.042006-0.0098532i,0.046978-0.0070733i,0.044286-0.023892i,0.021292-0.0042151i,0.017636-0.03632i,0.031318-0.024454i,0.0067805-0.018793i,0.01956-0.0064374i,0.021323+0.0031363i,-0.0039297-0.0040567i,0.0031435+0.0060926i,-0.010934+0.0049241i,-0.00089003-0.0014196i,0.0040949-0.00054048i,0.0058577+0.0036832i,-0.00057748-0.00015194i,0.0030612+0.0039996i,0.0033862+0.0020754i,0.004483-0.007406i,0.0014857-0.0021654i,0.0011459+0.00090519i,-0.0079747-0.0061951i,-0.00028978+0.0037849i,-0.00072561-0.010181i,0.0023115+0.0017324i,-0.0019217+0.0041334i,-0.00080559-0.00033055i,0.0034772-0.0027445i,-0.0024062+0.00099454i,-0.0018477+0.003252i,-0.0049869+0.00022755i,-6.2575e-06+0.00037191i,-0.0018177+0.0017746i,0.00047609-0.00058695i,-0.0097569-0.0097318i,0.0021765+0.0013033i,-0.004656+0.0029711i,-0.0026761+0.00146i,0.0027976+0.0049519i,-0.0004-0.00050171i,-0.0006958-0.0031284i,-0.00064318-0.0045375i,0.0015343+0.0012422i,0.0066639+0.0023059i,0.035292-0.014193i,-0.027317+0.017641i,-0.0016537+0.036049i,0.0016108+0.0069884i,0.010885-0.003269i,0.0041225-0.0023987i,-0.0063049+0.0075785i
-0.0055427-0.018066i,0.0058621-0.038833i,-0.014579-0.028289i,-0.011179-0.019298i,-0.032348-0.020104i,-0.024294+0.0030796i,-0.019373+0.0019772i,-0.023658-0.010154i,-0.011178-0.014323i,-0.00022496-0.0037087i,-0.0022147+0.0002276i,-0.0023432+0.00028165i,-0.0012657+0.0023245i,-0.00082181+0.0015281i,0.0016612-1.6153e-05i,-0.001596-0.0019338i,0.0014136+0.0014903i,0.002415+8.5016e-05i,0.0010382-4.1189e-05i,0.00077216-0.00095378i,-0.00037041-0.002549i,-0.0017598-0.00017612i,-0.00055235-0.0012625i,-0.0011221-0.0021056i,5.3567e-05-0.00039502i,0.00016813+0.00072148i,0.0013059-0.00032508i,0.0013423-0.00039959i,-1.5533e-05-6.3961e-05i,0.00024428+0.0001314i,-0.0028602+0.00030664i,-0.001021-0.0007866i,6.4213e-05+0.0004544i,-0.0004528+5.9406e-05i,-0.0015641-0.0006452i,-0.0019922-0.004783i,0.0002242-0.00052802i,0.00094122-0.0014001i,-0.0002819-0.00038778i,-0.0014536+0.0007939i,0.00041651-0.0011221i,-0.00012891-0.00038384i,0.00018582+0.00053043i,-0.0019835-0.0014999i,0.0099901-0.019247i,0.03683-0.016393i,0.043996-0.014053i,0.037569-0.029891i,0.021027-0.0089841i,0.010172-0.038382i,0.027703-0.029556i,0.0035056-0.021389i,0.020433-0.0087796i,0.020388-0.0038023i,-0.0058902-0.0025861i,0.0054824+0.0041496i,-0.0081941+0.0093989i,-0.0017231-0.00056543i,0.0035373-0.00081464i,0.006462+0.0028328i,-0.0009101-7.6402e-05i,0.0026937+0.0043696i,0.0040634+0.00083498i,0.0011096-0.0075188i,0.00052506-0.0026409i,0.0017689-7.9648e-06i,-0.0084289-0.0023493i,0.0015605+0.0032326i,-0.0032085-0.0082278i,0.0018404+0.00037269i,-0.00025713+0.0046357i,-0.0011394-0.00031051i,0.0010852-0.0049246i,-0.0023277+0.0017144i,-0.0011311+0.0019356i,-0.0046242+0.00055801i,-0.00072753+0.00034258i,-0.0010378+0.0018963i,-0.00062639-0.00071932i,-0.012347-0.0049368i,0.0016392-2.4641e-05i,-0.0038953+0.00338i,-0.0019121+0.0021343i,0.0049673+0.0034477i,-0.00044896-0.00027175i,0.00013977-0.0028213i,-0.001511-0.004125i,0.0023997+0.0028491i,0.0066358+0.0016002i,0.032117-0.019303i,-0.026319+0.023758i,0.0029004+0.034295i,-0.00060225+0.0047127i,0.0075761-0.0048688i,0.0043905-0.0029836i,-0.0067156+0.0068268i
-0.0091394-0.016815i,0.00047422-0.039246i,-0.018469-0.024978i,-0.01396-0.017806i,-0.034384-0.014182i,-0.023255+0.0065258i,-0.018652+0.004913i,-0.024496-0.0066083i,-0.013777-0.013288i,-0.0007491-0.0035423i,-0.0015383+0.00037957i,-0.0017935+0.00082991i,-9.4931e-05+0.0025001i,-0.00022462+0.001674i,0.0015252-0.00061079i,-0.0016249-0.0017046i,0.0018139+0.00060026i,0.0021421-0.00077592i,0.00096596-0.0004781i,0.00052501-0.0010582i,-0.0011908-0.0021231i,-0.0014563+0.00041735i,-0.00069983-0.0011032i,-0.0014397-0.0016578i,-0.0001512-0.00051827i,0.0004606+0.00062619i,0.00097941-0.00057859i,0.0010731-0.00052608i,-1.5443e-06-9.39e-05i,0.00037969+0.0002255i,-0.0026821+0.0013401i,-0.00093582-0.00047091i,0.0002734+0.00031591i,-0.00044274+0.00024901i,-0.0014779+4.5463e-05i,-0.0027651-0.0038936i,-8.5058e-06-0.00046509i,-2.4329e-05-0.001153i,5.3232e-05-0.0003137i,-0.0011839+0.0013974i,-0.00015354-0.0017128i,-5.049e-05-0.00024045i,0.00064266+0.00021395i,-0.0015936-0.00093194i,0.006017-0.020768i,0.032166-0.020353i,0.040356-0.019951i,0.030515-0.033648i,0.019243-0.013021i,0.0027362-0.03826i,0.02302-0.033903i,-6.1908e-05-0.02325i,0.020419-0.012222i,0.016928-0.0093522i,-0.0074196-7.2331e-05i,0.0062009+0.0014055i,-0.0039325+0.012038i,-0.0024084+0.00052523i,0.0032461-0.00078578i,0.0071042+0.0008763i,-0.0010022-4.7373e-05i,0.003169+0.0055413i,0.003659-0.00068705i,-0.001212-0.0064406i,-0.00062072-0.0026276i,0.001813-0.00081998i,-0.007317+0.00051595i,0.002786+0.0021046i,-0.027549-0.00026452i,0.0013062+0.00021916i,0.0017071+0.0041786i,-0.0013071+6.7871e-05i,-0.0018022-0.0053543i,-0.0017671+0.0016825i,-0.0013965+0.0012791i,-0.0042761+0.0023987i,-0.0010997+0.0009285i,-0.0010149+0.002243i,-0.0012078-0.00020049i,-0.012409-0.00021803i,0.00070424-0.00071709i,-0.0037129+0.0037861i,-0.0011104+0.0023977i,0.0065128+0.00050786i,2.461e-05-0.00020072i,0.00044453-0.0035253i,-0.002432-0.0041206i,0.0038874+0.0027583i,0.0068225+0.00081157i,0.028608-0.023134i,-0.022641+0.03103i,0.007192+0.032552i,-0.0034773+0.00443i,0.0041907-0.0040279i,0.0038556-0.0040038i,-0.0072947+0.0070208i
-0.011855-0.01499i,-0.0053843-0.0396i,-0.021526-0.021802i,-0.016519-0.015805i,-0.035636-0.0076968i,-0.02134+0.0097344i,-0.017311+0.0075617i,-0.025063-0.0032722i,-0.016469-0.011447i,-0.0010631-0.0035833i,-0.0012216+0.00034075i,-0.0010011+0.001076i,0.0011447+0.0021948i,0.00052086+0.001502i,0.0011606-0.0010794i,-0.0018314-0.0015885i,0.0021603-0.00083614i,0.0014999-0.0013374i,0.00069136-0.00075355i,0.00045677-0.0011397i,-0.0017348-0.0014328i,-0.0011307+0.00076816i,-0.001032-0.00098378i,-0.0014201-0.0015555i,-0.00045239-0.00039358i,0.00076659+0.00047632i,0.00059539-0.00082598i,0.0009368-0.0006934i,-7.08e-05-4.6873e-05i,0.000719+0.00016832i,-0.0020142+0.0022923i,-0.0010536-8.0809e-05i,0.00040515+0.00012334i,-0.00026299+0.00042758i,-0.0010002+0.00033611i,-0.0036339-0.0033262i,-1.9559e-05-0.00030299i,2.7529e-05-0.00075529i,0.00011079-0.00063853i,-0.00063882+0.0016684i,-0.0011006-0.00057738i,-2.9304e-05-0.00048821i,0.00083394-0.00050906i,-0.0011263-0.00090105i,0.001709-0.021859i,0.028753-0.024005i,0.036216-0.025124i,0.023668-0.035532i,0.017656-0.015825i,-0.004175-0.036057i,0.017859-0.037616i,-0.0035986-0.024657i,0.020117-0.016722i,0.01225-0.012595i,-0.0071981+0.0036479i,0.0056042-0.0013038i,0.00020353+0.01231i,-0.0025636+0.0018933i,0.0034972-0.00088206i,0.0073965-0.0006833i,-0.0012054+6.0712e-06i,0.0056182+0.0059343i,0.0026712-0.0010226i,-0.0025365-0.0050968i,-0.0014872-0.001934i,0.0018642-0.0015866i,-0.0061434+0.0023822i,0.0035103+0.00055467i,-0.0085948+0.0063872i,0.0016614+0.00057334i,0.0029243+0.0031151i,-0.0012373+0.00025624i,-0.0047606-0.0043887i,-0.0017471+0.0018018i,-0.0014014+0.0019135i,-0.0032505+0.0038276i,-0.00076138+0.0015478i,-0.00092997+0.0029299i,-0.0012428+0.00028126i,-0.011241+0.00352i,-0.00025621-0.00080709i,-0.0029601+0.0050828i,-0.00063148+0.0026015i,0.0053122-0.0034767i,0.00028288-0.00086416i,9.1845e-06-0.004383i,-0.0035861-0.0034441i,0.0049081+0.0019925i,0.0073328-0.00027178i,0.024874-0.026769i,-0.014819+0.036485i,0.011682+0.029538i,-0.005476+0.0057833i,0.0023755-0.0021321i,0.0026628-0.0043357i,-0.0075462+0.0075294i
