-0.023241-0.018826i,-0.03217-0.034205i,-0.022526-0.019628i,-0.032285-0.020195i,-0.023974+0.0039935i,-0.029054-0.017519i,-0.05939-0.04106i,-0.039873-0.043383i,-0.032307-0.019848i,0.0055844+0.0054394i,-0.0037398+0.0060113i,-0.010786+0.011249i,0.0039308+0.0072178i,-0.0038968-0.0026434i,0.0026436+0.0017612i,0.0049055+0.030251i,0.02225+0.027264i,-5.8067e-05+0.00017378i,-0.0030553-0.0027478i,0.0078626+0.004506i,0.0019456+0.00050629i,-0.00035862+0.0022668i,-0.00062557+0.0004748i,-0.031814-0.00090817i,-0.0033001-0.005253i,7.1146e-05+0.0024836i,0.0042605-0.00036311i,0.00084-0.00051928i,-0.00036927-0.000579i,-0.001216-0.001552i,-0.0023692-0.00089553i,-0.0038759-0.0040605i,-0.0027076-0.0052413i,0.00022601-0.0014168i,0.00031151-0.0025982i,-0.0044943+0.025349i,0.0019891-0.0030477i,0.0022145-0.0045457i,0.0040621-0.002274i,-0.0085598-0.0028412i,0.00084236+0.00099928i,0.0037082+0.0038306i,-0.0026866-3.731e-05i,-0.0030221+0.00094683i,-0.0090511-0.0030782i,-0.018975+0.021397i,-0.0077991-0.085937i,-0.0018541-0.06075i,-0.021799-0.054075i,-0.01039-0.045476i,0.053741-0.025902i,0.02441-0.067509i,0.04117-0.053073i,0.018598-0.039431i,0.026168-0.019757i,0.012248+0.011924i,0.024643-0.028613i,-0.012976-0.0017233i,-0.00078334-0.00094766i,-0.0070703-0.0018829i,-0.0050535-0.029078i,-0.02116+0.027202i,0.0078368-0.0091662i,-0.0098776-0.0029157i,-0.0023227-0.0018532i,-0.00066024-0.014377i,-0.0079643+0.0049456i,0.0051084+0.010377i,-0.010331+0.031164i,0.0064679+0.0072895i,-0.003369-0.001735i,-0.0024002-0.0017625i,-0.012707-0.0063699i,5.4749e-05-0.0038494i,-0.030185+0.0047047i,0.0037295-0.0088487i,-0.0077096-0.0017267i,-0.0053558-0.002718i,0.0064623+0.0020688i,-0.010391+0.00084763i,0.0024595-0.00034593i,0.0070457+0.0080798i,0.0052535+0.0015563i,-0.0079298-0.0099355i,0.0025205+0.0078074i,-0.01955+0.0080778i,0.0032051+0.0057765i,-0.021304-0.0088481i,-0.026957-0.0054008i,0.011034-0.061294i,0.018542-0.015027i,-0.051884-0.030089i,-0.02318+0.0021673i,0.01908+0.010345i,-0.026937+0.011532i,-0.012666-0.0078941i
0.0020708-0.0071452i,0.0068232-0.031587i,-0.015044-0.016384i,-0.010405-0.015153i,-0.01108-0.01631i,-0.01072-0.012385i,0.013852-0.014465i,0.012522-0.016536i,-0.0064584-0.006871i,0.0037809+0.00047039i,0.00013263+0.00056307i,-0.00088792+0.00066012i,0.0011492-0.00067481i,0.00081051-0.00065105i,-0.0014569-0.0016663i,0.0025956-0.0041177i,-0.0031439+0.00024666i,-0.00058245+0.00024869i,0.0001485-0.00044946i,6.683e-05+0.0012502i,-0.00020629+0.0012992i,-0.00047716-0.00010859i,0.0012027+0.00067716i,-0.0025663+0.0031108i,3.1514e-05+0.00047682i,4.1008e-05+0.00019193i,-0.00067922+0.00031173i,2.1795e-05+0.00020244i,0.00021798+9.0466e-05i,0.00035746-0.00030892i,0.00042412-0.000133i,0.0010126+0.00043877i,0.00018133-0.00015775i,6.6529e-05-0.0005888i,0.00040194+0.00054997i,0.00644+0.0017472i,0.00023031-0.0001891i,0.0007498+0.00041206i,3.1704e-05-0.00080525i,0.00050201-0.0010664i,0.0005242+0.00036935i,5.4448e-05-0.00016246i,-0.00025389-0.00059945i,-0.00097858+0.00091497i,-0.0073918-0.0076862i,0.00070211+0.021689i,0.029591-0.00028697i,0.029746-0.0035093i,0.0084782-0.01707i,0.03003+0.0075522i,0.022348+0.029342i,0.026874+0.019399i,0.018028+0.033855i,-0.023235+0.01304i,-0.00010926-0.0087703i,0.0023339-0.0051204i,0.0059748-0.0066943i,0.0096471+0.0017766i,0.0030157+0.0055439i,-0.0064938+0.006662i,-0.0024155-0.005214i,0.0038481+0.0096552i,-0.0034149-0.0019048i,0.00019726+0.003195i,0.0002027+0.00068102i,0.0017872-0.0034369i,0.0071787-0.0017535i,-0.0027206-0.00033766i,0.00457-0.00091812i,-0.0067341-0.00047714i,-0.0012325-0.0015645i,0.00014671+4.5625e-05i,-0.0046715-0.0020541i,-0.0029127-0.0020988i,-0.011611-0.010312i,0.0025821-0.0018161i,-0.0044679+0.0002847i,-0.001825+0.0012796i,-0.0048669+0.0025164i,0.0053043+0.0014421i,-0.0081825-0.0013548i,-0.0018121-0.0063194i,-0.0026236-0.0015873i,-0.0059917-0.00048227i,0.0062941-0.0035149i,0.0038166+0.0015827i,0.0025903-0.0025183i,0.0013892+0.0055294i,0.0031138+0.0015852i,0.010951+0.0065511i,-0.025521+0.0019008i,-0.031719+0.015562i,-0.013966+0.022699i,0.0026275+0.0022771i,0.0073369-0.0065127i,-0.01439+0.0079802i
0.00072813-0.0074012i,0.0013581-0.032407i,-0.017674-0.013421i,-0.012991-0.012399i,-0.01421-0.014255i,-0.012039-0.010488i,0.0098184-0.017384i,0.0096661-0.017677i,-0.0078536-0.0056556i,0.0037875-0.00093651i,0.00050609+0.00023394i,-0.00024924+0.0010662i,0.00067377-0.00090103i,0.00082129-0.00066527i,-0.0014944-0.0011601i,0.0021469-0.0044859i,-0.0022089+0.00085412i,-0.00062146+0.00020477i,-9.6532e-05-0.00050447i,0.00043207+0.0011334i,0.00020874+0.0014369i,-0.00043617+0.00010005i,0.001361+0.00021321i,-0.00051526+0.0032549i,0.00037935+0.00054282i,0.00017588+0.00013072i,-0.00028283+0.00085062i,0.00011369+0.00032901i,0.00024242+6.7989e-05i,0.00038465-0.00019821i,0.00023197-0.00028827i,0.0012528-6.0798e-05i,0.00030614-0.00018176i,-0.00026523-0.00042489i,0.00092644+0.00040338i,0.013844+0.00014606i,6.6745e-05-2.9388e-05i,0.00085078+0.00016999i,-5.5462e-05-0.00049172i,0.00016515-0.0016092i,0.00069247+0.00046534i,-1.7828e-05-0.00033945i,-0.00043703-8.575e-05i,0.00011746+0.0011302i,-0.0083747-0.0059005i,0.0042118+0.022506i,0.029555-0.0045849i,0.028523-0.0096295i,0.0034895-0.014528i,0.033061+0.0020537i,0.02779+0.023883i,0.029427+0.011729i,0.021335+0.025203i,-0.018127+0.013046i,-0.0023397-0.0077148i,-0.0011217-0.0052253i,0.0027401-0.0085752i,0.0080924-0.0010528i,0.0039212+0.0041106i,-0.0025229+0.0090795i,-0.0029359-0.002393i,0.0051943+0.0075926i,-0.0039153-0.000331i,0.0018861+0.0038365i,0.0010588+0.00048694i,-0.00030216-0.0035051i,0.0068258-0.0057858i,-0.0032293+0.00018306i,0.0043747-0.0030874i,-0.0064187+0.0028251i,-0.001751-0.0016229i,-6.8942e-05-0.00057966i,-0.0043143+0.00076388i,-0.00296-0.001418i,-0.012968-0.0045562i,0.00099854-0.0024579i,-0.0036938+0.0013505i,-0.0020227+0.0011767i,-0.0034932+0.0041272i,0.0063197-0.0006234i,-0.0074425+0.0016253i,-0.0039451-0.0055157i,-0.002523-0.0012577i,-0.0053822+0.001631i,0.0033069-0.0046201i,0.0046902+0.00026296i,0.0023185-0.0024808i,0.0028668+0.0040158i,0.0017825+0.0012365i,0.010256+0.0019736i,-0.024254+0.0072954i,-0.030103+0.02279i,-0.0098902+0.022078i,0.0042128+0.0047568i,0.0047157-0.006361i,-0.014455+0.010372i
-0.00020397-0.0076404i,-0.0045849-0.032114i,-0.019539-0.010065i,-0.014436-0.0092899i,-0.017125-0.01172i,-0.013124-0.0086671i,0.0056261-0.019165i,0.0070925-0.01872i,-0.0090717-0.0040778i,0.0031876-0.0020543i,0.00045869-0.00019035i,0.00051681+0.0012005i,0.00024134-0.0007999i,0.00088466-0.00081652i,-0.0015584-0.00081145i,0.0015999-0.0049456i,-0.00096515+0.0011941i,-0.00087644+0.00031087i,-0.00035016-0.0003115i,0.00073931+0.00078126i,0.00096557+0.0011157i,-0.00044658+8.5016e-05i,0.0013181-0.00029083i,0.0011084+0.0024937i,0.00081493+0.00046882i,0.00028568-2.3676e-05i,0.00028962+0.00095532i,0.00021149+0.00028246i,0.00022903+7.7335e-05i,0.00042038-0.00030702i,4.4393e-05-0.00030748i,0.0011126-0.00066268i,0.00025909-0.00028358i,-0.00039886-0.00010339i,0.0011939-0.00027602i,0.0059478-0.0039915i,0.00029792+4.373e-05i,0.0010697-0.00017551i,-1.8171e-05-0.00044912i,-0.00051408-0.0018958i,0.00095553+0.0001719i,-0.00021928-0.00040753i,-0.00033128+0.00018643i,0.00080446+0.00059525i,-0.008691-0.004581i,0.0094746+0.022247i,0.029371-0.009232i,0.025783-0.014822i,0.0006281-0.011037i,0.035184-0.0045153i,0.031175+0.017558i,0.030885+0.0047429i,0.021478+0.018271i,-0.014474+0.013818i,-0.0042185-0.0059325i,-0.004133-0.0034894i,-0.0015077-0.0093206i,0.00572-0.0025724i,0.0039578+0.0028194i,0.0010918+0.0090494i,-0.0020454-0.00062358i,0.0054104+0.0055236i,-0.0040636+0.0020196i,0.0037025+0.0035373i,0.001327-0.0002218i,-0.0018051-0.0024036i,0.0048053-0.0080135i,-0.0028908+0.0010105i,0.0034734-0.0045235i,-0.0032223+0.0045838i,-0.0028648-0.0018779i,-0.00053599-0.00063045i,-0.0028981+0.0024833i,-0.002503-0.00065846i,-0.012168+8.7571e-05i,6.1237e-05-0.0026526i,-0.0028206+0.0019239i,-0.0019274+0.0018881i,-0.0012839+0.004246i,0.0062838-0.003047i,-0.0060841+0.0038817i,-0.0058207-0.0038006i,-0.0026712-0.001006i,-0.0044294+0.0027114i,0.0017586-0.0041042i,0.0045078-0.0012416i,0.0022908-0.002999i,0.0020043+0.0016575i,0.0010423+0.0014808i,0.0096877-0.00083463i,-0.020947+0.011491i,-0.024935+0.030367i,-0.007103+0.021289i,0.0073175+0.005089i,0.002503-0.0048325i,-0.012917+0.013212i
-0.0013705-0.0080288i,-0.010004-0.030475i,-0.020775-0.0068683i,-0.014969-0.006491i,-0.019429-0.0081026i,-0.014081-0.0068085i,0.0010408-0.019649i,0.0044086-0.019619i,-0.0094335-0.0023565i,0.0027435-0.0027308i,0.00010009-0.00019765i,0.0012737+0.0005817i,2.9533e-05-0.0005364i,0.00079991-0.0012154i,-0.0015917-0.00035969i,0.00058258-0.0050238i,-0.00017435+0.001367i,-0.00096516+0.00073968i,-0.00035701-1.6153e-05i,0.00080371+0.00028487i,0.0011533+0.00051967i,-0.00064943+0.00022671i,0.0010254-0.00064563i,0.0020324+0.00085339i,0.0012406-0.00011002i,0.00023707-0.00019835i,0.00056323+0.00075914i,0.00035333+0.00027322i,0.00026797+5.4714e-05i,0.00027991-0.00040271i,-8.0994e-05-0.0002439i,0.00080532-0.00086282i,0.0002033-0.00028833i,-0.00033563+7.7696e-05i,0.00094353-0.0011467i,0.004252-0.0050592i,0.00056093-0.0001605i,0.00095817-0.00084675i,-3.2147e-05-0.00036711i,-0.0013217-0.0019184i,0.00088215-0.00023361i,-0.00050978-0.00024211i,-0.00022363+0.00053449i,0.00090199+8.2784e-05i,-0.0087119-0.0035363i,0.015367+0.018882i,0.02851-0.014142i,0.023117-0.018705i,0.00087869-0.0066215i,0.035376-0.012769i,0.03332+0.011027i,0.03134-0.0026538i,0.020982+0.012815i,-0.0096839+0.013898i,-0.0051853-0.0036926i,-0.0058866-0.00050073i,-0.0063459-0.0086382i,0.0036946-0.0029692i,0.0037452+0.0023075i,0.0042568+0.0079585i,-0.0009228+0.00012666i,0.0051781+0.0032022i,-0.0018272+0.0043063i,0.0053425+0.0026663i,0.0015465-0.0007363i,-0.0024363-0.00097557i,0.002294-0.009943i,-0.0023258+0.0013725i,0.0021658-0.0058649i,-0.00094817+0.0037302i,-0.003954-0.0012321i,-0.00080797-0.00063414i,-0.0012995+0.0035116i,-0.0023029-0.00053696i,-0.010016+0.0038083i,-0.0011307-0.003116i,-0.0017738+0.002052i,-0.0014514+0.0019786i,0.00026387+0.003599i,0.0053536-0.0057765i,-0.0036063+0.005463i,-0.0058401-0.0014481i,-0.0032039-0.00060352i,-0.0035838+0.0039635i,0.00075285-0.0037024i,0.0038593-0.0020722i,0.00171-0.0039479i,0.00055146+0.0016193i,0.00081804+0.0021449i,0.0088115-0.0038981i,-0.017627+0.01242i,-0.016634+0.034345i,-0.0036306+0.021497i,0.0094234+0.0040305i,0.0019484-0.002986i,-0.010305+0.014675i
-0.0028008-0.0082893i,-0.014842-0.027806i,-0.021662-0.0034536i,-0.015266-0.0041607i,-0.020285-0.0042231i,-0.014782-0.0048396i,-0.0029789-0.018807i,0.001772-0.020134i,-0.0090184-0.00089155i,-3.8954e-05-0.0026966i,2.0845e-05+4.9758e-05i,0.0012954-0.00010807i,1.3499e-05-0.00034087i,0.00020799-0.0012843i,-0.0013221+0.00012983i,-0.0004814-0.0046915i,0.00028124+0.001459i,-0.00076303+0.0010898i,-0.00034596+0.00010927i,0.00052069-8.4256e-05i,0.0012057-5.2285e-05i,-0.00062308+0.00049441i,0.00073333-0.000826i,0.0016088-0.00064767i,0.0010064-0.001021i,4.6538e-05-0.00028274i,0.00079037+0.00057009i,0.00053139+9.0669e-05i,0.00027129-7.4143e-05i,0.00010712-0.00041927i,-7.4404e-05-5.9062e-05i,0.00061697-0.0013075i,6.1709e-06-0.00034854i,-0.00030796+0.00023464i,9.8296e-05-0.002074i,0.0026907-0.0065055i,0.00050433-0.00043563i,0.00010616-0.0012873i,7.4099e-05-0.00034088i,-0.0023334-0.0015486i,0.000553-0.00058024i,-0.0006264+7.7128e-05i,-8.6755e-05+0.00086672i,0.00088369-0.00020929i,-0.0082534-0.0029599i,0.019381+0.013269i,0.026724-0.019155i,0.021123-0.022629i,0.00421-0.0037083i,0.032872-0.021347i,0.034067+0.0047026i,0.029333-0.0098052i,0.019528+0.0093678i,-0.005511+0.012195i,-0.0048736-0.0022606i,-0.0058127+0.0032587i,-0.011121-0.0050512i,0.0023177-0.0029757i,0.0036627+0.0018122i,0.0045871+0.010319i,0.00025856-8.9298e-05i,0.0033814+0.0021334i,0.001428+0.0037026i,0.0067566+0.0007834i,0.0015423-0.0015909i,-0.0020758+0.00082086i,-0.0014105-0.011429i,-0.0023428+0.0022001i,0.00032093-0.0066579i,-0.00086093+0.0032142i,-0.0046592+0.00012362i,-0.0011039-0.00044399i,0.0013463+0.0037023i,-0.0024679-0.00072021i,-0.0066051+0.0061137i,-0.0030655-0.0026592i,-0.00095842+0.0017394i,-0.00088331+0.0020761i,0.00098693+0.0025446i,0.003251-0.0083996i,-0.0009702+0.005382i,-0.0051062-4.4441e-05i,-0.0032113+0.00011945i,-0.0017333+0.0053096i,-0.00040953-0.0030448i,0.0032049-0.0027512i,0.00046348-0.0041868i,-0.0001193+0.0023412i,0.0010092+0.0025239i,0.0068789-0.006237i,-0.018007+0.012081i,-0.0091431+0.034104i,0.0008287+0.019775i,0.010151+0.0015841i,0.0024395-0.0019773i,-0.0077274+0.01526i
-0.0041161-0.0081781i,-0.018809-0.024392i,-0.021751+0.00015229i,-0.015215-0.0017505i,-0.02063-0.00069571i,-0.015153-0.0028037i,-0.0059436-0.017662i,-0.0011139-0.020735i,-0.0082825-0.00024729i,0.0006206-0.0024541i,0.00020948+0.00026152i,0.0011114-0.00047952i,-1.2839e-05-0.00021324i,2.6501e-06-0.00098322i,-0.00093362+0.00026158i,-0.0012747-0.0041523i,0.000836+0.0013154i,-0.00038792+0.0012852i,-0.00020561+0.00023587i,0.0003175-0.00010986i,0.0010571-0.00056788i,-0.00045854+0.00067167i,0.00041954-0.0010553i,0.00078277-0.0015705i,0.00041594-0.0014813i,-0.00018881-0.0001278i,0.0010672+0.00028995i,0.00059064-0.00015167i,0.00020975-0.00015296i,-0.00013699-0.00038109i,-3.6208e-06-1.8514e-05i,2.0711e-05-0.0014161i,-0.00015984-0.0001393i,-8.3828e-05+0.00038629i,-0.0018802-0.00076593i,0.00052331-0.0070804i,0.00037771-0.00043877i,-0.00046425-0.00091941i,0.00011173-0.00040714i,-0.0030731-0.00063822i,0.00024124-0.00064183i,-0.00049884+0.00035581i,0.0003224+0.0012455i,0.00085828-0.00062173i,-0.0082598-0.0033012i,0.021148+0.0069555i,0.023916-0.024133i,0.017198-0.02895i,0.0091213-0.0050116i,0.027214-0.028711i,0.034082-0.0010543i,0.026585-0.015232i,0.018965+0.0080522i,-0.0027553+0.009083i,-0.0047599-0.001592i,-0.0033173+0.0063396i,-0.013504+0.0010533i,0.00093913-0.0030255i,0.0034292+0.0015332i,0.0074025+0.0055175i,0.00067619-0.001042i,0.0021234+0.0017979i,0.001949+0.002153i,0.0066622-0.0022319i,0.00097218-0.0027167i,-4.9341e-05+0.0019509i,-0.0064345-0.0094567i,-0.0013333+0.0038749i,-0.0023084-0.0067814i,0.00063487+0.0037267i,-0.0045704+0.0019743i,-0.0013499-3.1935e-05i,0.0038746+0.0010878i,-0.002832-0.0003038i,-0.0025196+0.006228i,-0.0045434-0.00095961i,-0.00056459+0.0012556i,-0.00075288+0.0019665i,0.00151+0.0013525i,-0.00041073-0.0099565i,0.0010499+0.0042203i,-0.0046507+0.00074659i,-0.0031745+0.00095408i,0.00092224+0.0053449i,-0.00068077-0.0019154i,0.0023648-0.0030304i,-0.00062128-0.0039822i,-0.00034792+0.0031202i,0.0012583+0.0027906i,0.0049625-0.00745i,-0.019145+0.015022i,-0.0034341+0.032576i,0.0036316+0.015805i,0.010512-0.00040929i,0.0027137-0.0020058i,-0.0049478+0.015109i
-0.0055557-0.0081233i,-0.02173-0.020408i,-0.021233+0.0035367i,-0.014613+0.00036784i,-0.020282+0.0029996i,-0.015271-0.00082487i,-0.0087247-0.016618i,-0.0043996-0.021037i,-0.0078897-0.00035908i,0.00048064-0.0023804i,0.00046653+0.00038163i,0.0016824-0.00082115i,8.5331e-05-1.8673e-05i,-1.277e-05-0.00082506i,-0.00076246+0.00025203i,-0.0018777-0.0033039i,0.0012105+0.00099373i,0.00023016+0.0012401i,-5.2277e-05+0.00035606i,0.00025382-7.2382e-05i,0.00070454-0.00098366i,-0.00033287+0.00086619i,-2.6308e-05-0.0010106i,-7.8854e-05-0.0017213i,2.6151e-05-0.0013979i,-0.0001935+9.8872e-05i,0.0010128-0.00020021i,0.00055503-0.00037055i,0.00013171-0.00018787i,-0.00028835-0.00014609i,2.6923e-05-4.7211e-05i,-0.00033692-0.00075091i,-0.00010881+1.4877e-05i,0.00013883+0.00028819i,-0.00081625+3.8365e-05i,-0.0011341-0.0063003i,0.00050409-0.00054388i,-0.00060699-0.00048303i,-4.0857e-05-0.00050308i,-0.0036102+0.00033782i,1.575e-05-0.00069767i,-0.00033218+0.000601i,0.00081181+0.0014109i,0.00043394-0.00089059i,-0.0094798-0.0034824i,0.020696+0.00090159i,0.019647-0.028332i,0.010061-0.032763i,0.011954-0.0093715i,0.020174-0.033529i,0.033731-0.0069407i,0.024049-0.02037i,0.020042+0.0064398i,-0.00054251+0.0061319i,-0.0054808-0.0010999i,7.7361e-05+0.0072226i,-0.012357+0.0073229i,-0.00029541-0.0025322i,0.0035472+0.0014692i,0.0083938+0.0030945i,0.00021885-0.0018885i,0.00079209+0.0025512i,0.002241+0.0016214i,0.0044521-0.0047595i,-0.00043855-0.0032926i,0.0015929+0.0011414i,-0.0086313-0.0048924i,0.001248+0.0042903i,-0.0047143-0.00503i,0.0021979+0.0026229i,-0.0038329+0.0038571i,-0.001302+0.00022265i,0.00347-0.002172i,-0.0029386+0.00058344i,-4.2828e-05+0.0038779i,-0.004452+0.0011905i,-0.0006225+0.00076289i,-0.00047764+0.0020718i,0.0011866+4.5098e-05i,-0.004707-0.0091688i,0.0017819+0.0024839i,-0.0042177+0.0016883i,-0.0027995+0.0020762i,0.0029076+0.0040106i,-0.0002377-0.0015394i,0.0019597-0.0028252i,-0.0012646-0.0036988i,-0.00077474+0.0041185i,0.0018213+0.0028285i,0.0045101-0.0083475i,-0.018552+0.019204i,0.0013429+0.030326i,0.0039516+0.011449i,0.0096298-0.0031211i,0.0024921-0.0015419i,-0.0026889+0.013582i
-0.0073725-0.0076669i,-0.023699-0.016515i,-0.020102+0.0067664i,-0.013841+0.0020543i,-0.018976+0.0064533i,-0.015243+0.0010737i,-0.01159-0.015115i,-0.0078496-0.020492i,-0.0081957-0.00056245i,0.00024595-0.0024895i,0.00083068+0.00040008i,0.00064213-0.001353i,0.0003002+8.4757e-05i,-4.8305e-05-0.00075842i,-0.00062902+0.00026107i,-0.0020439-0.0026566i,0.0015003+0.00067293i,0.00072444+0.0010277i,0.00017217+0.00025811i,0.00029533-0.00015148i,4.5724e-05-0.0010392i,1.0663e-05+0.0010501i,-0.0002917-0.00081858i,-0.0006821-0.0016034i,-0.00037321-0.0011872i,-0.00013216+0.00022871i,0.00062625-0.00050627i,0.00041366-0.00055948i,0.00010646-7.4282e-05i,-0.00036901+7.9685e-05i,-8.5479e-06-3.0792e-05i,-0.00065763-0.0010604i,0.00012954+3.7032e-06i,0.00024781+8.4154e-05i,-0.0015238+0.00010222i,-0.0023083-0.0055075i,0.0003166-0.00078733i,-0.00055316-0.00012821i,-0.00021471-0.00038916i,-0.003472+0.0017075i,-0.00031733-0.00061628i,-0.00013527+0.00061174i,0.0015235+0.0014742i,6.0976e-07-0.00066497i,-0.010998-0.0025601i,0.018474-0.0040898i,0.014679-0.031051i,0.0027273-0.03344i,0.011981-0.013948i,0.012452-0.036458i,0.032447-0.013406i,0.020407-0.025563i,0.018844+0.003827i,0.00065343+0.0017227i,-0.0065903+0.00022419i,0.0030632+0.0062231i,-0.0082779+0.012125i,-0.0011328-0.0019612i,0.0035937+0.0012475i,0.0085073+0.00076616i,-0.00085057-0.0020872i,0.00074757+0.003972i,0.0031698+0.0006294i,0.0018424-0.0050032i,-0.001657-0.0029253i,0.0021765-0.00016049i,-0.0084533-0.00091183i,0.0033375+0.0030681i,-0.0058991-0.002454i,0.0020807+0.0012138i,-0.0017398+0.0051354i,-0.0014568+0.00049021i,0.0015232-0.0044119i,-0.0027739+0.0015336i,0.00011704+0.0015033i,-0.0036164+0.0024505i,-0.001016+0.00066785i,0.00020695+0.0017501i,0.00024446-0.00027237i,-0.0078049-0.0066821i,0.0018083+0.0012284i,-0.0034278+0.0022783i,-0.001749+0.0026003i,0.0040136+0.0023566i,-0.00033667-0.0013377i,0.0021275-0.0028327i,-0.0017895-0.0027404i,0.00055375+0.0062435i,0.0019824+0.0029094i,0.0031211-0.010118i,-0.016466+0.023677i,0.0048845+0.027058i,0.0021256+0.0083075i,0.0065455-0.0050228i,0.003147-0.0016404i,-0.0021464+0.011863i
-0.0089701-0.0064839i,-0.025152-0.01292i,-0.018291+0.009656i,-0.013005+0.0034046i,-0.017311+0.0091992i,-0.014936+0.0031707i,-0.014004-0.013159i,-0.011138-0.019249i,-0.00915-0.00028524i,-0.00012869-0.0024105i,0.001284+8.8793e-05i,0.00026918-0.001091i,0.00050352+9.7029e-05i,-0.00011705-0.00061604i,-0.00057001+0.00026054i,-0.0021474-0.0024927i,0.0020321+0.00017383i,0.0008305+0.00044853i,0.00019726+3.455e-05i,0.00026477-0.00018482i,-0.00032925-0.00084616i,0.00052966+0.00091879i,-0.00035611-0.0007258i,-0.00099259-0.0014945i,-0.00096397-0.00096855i,9.1194e-06+0.00029385i,0.00047972-0.00035433i,0.00024286-0.00058404i,0.00013548-6.537e-05i,-0.00026492+0.00039143i,-2.4207e-05+5.969e-05i,-0.00070469-0.00090439i,0.00017905-6.5323e-05i,0.00015732-8.9896e-06i,-0.00089841-0.00058579i,-0.003016-0.0047263i,-8.4891e-05-0.00074941i,-0.00041518+0.00012224i,-0.00017343-0.00028348i,-0.0025522+0.0027692i,-0.00047649-0.0003437i,0.00018762+0.00070295i,0.0028089+0.0005664i,9.4816e-05-0.00035882i,-0.01183-0.00093377i,0.015991-0.0066298i,0.0099119-0.032581i,-0.0038652-0.032423i,0.0099839-0.017955i,0.0043919-0.036545i,0.029519-0.019709i,0.016016-0.029851i,0.02704-0.0058983i,-0.00087205-0.0023554i,-0.007069+0.0025679i,0.0048941+0.0040623i,-0.0030769+0.014588i,-0.0019129-0.001287i,0.0038895+0.0011215i,0.007899-0.001498i,-0.0016337-0.0017429i,0.0015714+0.0051653i,0.0031252-0.00089239i,0.00035715-0.0042972i,-0.0027394-0.0021303i,0.0019627-0.001102i,-0.0068075+0.0018607i,0.0045487+0.0012175i,-0.0059054-0.00039006i,0.001639+0.0010178i,0.00044497+0.0050327i,-0.0011509+0.0010527i,-0.0010576-0.0052706i,-0.0019653+0.0016013i,-0.001145+0.00052649i,-0.0026668+0.0034788i,-0.0013102+0.0011983i,0.00034263+0.0017733i,-0.00018847-0.00025691i,-0.0093077-0.0035427i,0.0013391+0.00022417i,-0.0030479+0.0024932i,-0.00081807+0.0025623i,0.0044364+0.00010803i,-0.00010746-0.0012993i,0.0021702-0.0034408i,-0.0020138-0.0025129i,0.002859+0.0064062i,0.0025722+0.0030126i,0.001307-0.011077i,-0.012681+0.028911i,0.0073172+0.02465i,-0.00072694+0.0074002i,0.0034071-0.0040048i,0.0029769-0.0023619i,-0.0020832+0.010881i
-0.009974-0.0050043i,-0.026752-0.0096226i,-0.016124+0.011877i,-0.012163+0.0046694i,-0.015383+0.01182i,-0.013988+0.0052219i,-0.016043-0.010932i,-0.014304-0.017731i,-0.010277+0.00071125i,-0.00031851-0.0025941i,0.0014878-0.00050728i,0.00028315-0.0010602i,0.00076773+0.00013188i,3.2852e-05-0.00074402i,-0.00055849+0.00028139i,-0.0025402-0.0023719i,0.0021653-0.0007877i,0.00071172+0.00027628i,0.00017529-7.2799e-05i,0.00035822-0.00029069i,-0.00059119-0.00059802i,0.00081502+0.00053788i,-0.00054284-0.0006977i,-0.0011856-0.0016256i,-0.0013112-0.00038845i,0.00021583+0.00030048i,0.00040861-0.00043695i,0.00013564-0.00041175i,0.00015257-7.1889e-05i,0.00013507+0.00055234i,6.0294e-06+0.00014856i,-0.00089633-0.00062368i,0.00037665-0.0001813i,0.00021158-4.7916e-05i,-0.00068039+2.6067e-05i,-0.0037255-0.003567i,-0.0002-0.0005577i,-0.00021685+0.00022049i,-0.00018138-0.00029272i,-0.0011167+0.0032086i,-0.00041575-0.00012192i,0.00045846+0.00043232i,0.002044-0.00064325i,0.00028139-0.0004307i,-0.012372+0.00063325i,0.014731-0.0086648i,0.0051724-0.033487i,-0.0098202-0.029768i,0.0078231-0.020477i,-0.002796-0.033888i,0.025313-0.025179i,0.011367-0.033817i,0.025535-0.0084453i,-0.0037952-0.0046444i,-0.006125+0.0055418i,0.0054085+0.0016561i,0.0018978+0.014479i,-0.0024275-0.00020789i,0.0046594+0.00067789i,0.0066537-0.0035392i,-0.0022049-0.0012247i,0.0037573+0.0056452i,0.0022437-0.0012797i,-0.00046379-0.0036742i,-0.0032379-0.00094004i,0.0017019-0.0018152i,-0.0054048+0.0033774i,0.0047626-0.0010163i,-0.0055104+0.0020336i,0.0022518+0.0014135i,0.0019769+0.0040135i,-0.00060715+0.0011235i,-0.0037644-0.0046965i,-0.0017082+0.001623i,-0.0020765+0.0010176i,-0.0011738+0.0041292i,-0.00097762+0.0017603i,0.00012295+0.0023157i,-0.00034424-0.00024669i,-0.0098497-0.00056311i,0.0005328-0.00016548i,-0.0027727+0.0032184i,-0.00040728+0.0025901i,0.0038756-0.0021891i,-6.1622e-05-0.0018003i,0.001862-0.0043886i,-0.0024499-0.0021879i,0.0048571+0.0054604i,0.0034844+0.002962i,-0.00070094-0.011671i,-0.0051489+0.031844i,0.010453+0.021495i,-0.003052+0.0084529i,0.0019108-0.0016852i,0.0021106-0.002357i,-0.0018796+0.010421i
