-0.027651-0.041985i,-0.021136-0.022151i,-0.012448-0.037226i,-0.029819-0.021346i,-0.024221-0.0014984i,-0.013163-0.0037087i,-0.052263-0.053101i,-0.046928-0.016234i,-0.038143-0.01194i,0.011475+0.012854i,-0.0089431+0.0053513i,-0.019637+0.01928i,0.0024683+0.011944i,-0.0043844-0.0020468i,0.00092663+0.00097495i,-0.00039841+0.02875i,0.025528+0.023564i,0.0027565-0.0019434i,-0.0027863-0.0069689i,0.0078742+0.0031218i,0.002374+0.00050616i,0.00018109+0.0039876i,-0.0004232+7.9332e-05i,-0.032211-0.0090049i,-0.00023506-0.0089548i,0.0013911+0.0023139i,0.0064734+0.00048773i,0.0022525+0.00020815i,0.0012714-0.00033366i,-0.00042923-0.0027292i,0.0015855-0.0021455i,-0.002305-0.0061304i,-0.00070256-0.0047102i,0.0032421-0.00049917i,0.0049969-0.0033493i,0.001185+0.029522i,0.0042718-0.0035277i,0.0032595-0.0014883i,0.0082224-0.00087503i,-0.0072511-0.0023741i,-0.00050687+0.00080913i,0.0089241+0.00097153i,0.0049959-0.0019679i,-0.0030779+0.0086504i,-0.016866-0.0095884i,-0.018049+0.015669i,-0.0010682-0.062661i,-0.0044429-0.026886i,-0.025779-0.033559i,-0.010457-0.026917i,0.051452-0.024609i,0.016395-0.043868i,0.024706-0.046938i,0.0071649-0.05435i,0.028098-0.0204i,0.0086046+0.0060892i,0.026308-0.03327i,-0.008365-0.006084i,0.0030812-0.0041757i,-0.0048712-0.00707i,-0.0014109-0.032598i,-0.020002+0.028678i,0.0091551-0.012146i,-0.0096717-0.0038196i,-0.0041394-0.0017516i,0.00019348-0.012877i,-0.01085+0.004146i,0.0026263+0.010623i,-0.0054353+0.027121i,0.0049753+0.0025646i,-0.0055443-0.0018979i,-0.0020898-0.0021504i,-0.013627-0.0082573i,-0.00024284-0.0043223i,-0.030417+0.0045049i,0.0012227-0.011229i,-0.0088928+0.00028493i,-0.0072266-0.0021364i,0.0052892+0.0013431i,-0.0078687-0.00074194i,0.0023023-2.6593e-05i,0.0043865+0.0075049i,0.0043419+0.00054651i,-0.0079589-0.012522i,0.002626+0.0097923i,-0.014344+0.0056601i,0.007224+0.00039597i,-0.022771-0.0013786i,-0.018295+0.0062156i,-0.0069885-0.067801i,0.0080341-0.012615i,-0.047854-0.025414i,-0.019894-0.00080417i,0.016512+0.012558i,-0.024116+0.014704i,-0.020074-0.0059861i
0.026911-0.02456i,0.012157-0.015807i,0.011006-0.0195i,0.0031812-0.011659i,0.0026018-0.020168i,-0.0054721-0.0055868i,0.010827-0.02015i,-0.0073978-0.013739i,-0.010592-0.010291i,0.004249-0.0019136i,-0.00026931-0.0005146i,-0.0014024+0.0011034i,0.0030248-7.5528e-05i,0.00018748-0.00047343i,-0.00048429-0.0011028i,0.0018462-0.0035559i,-0.0064932+0.00052242i,-0.00034598-0.000428i,0.00019114-0.00029424i,-0.00010289+0.0014973i,-0.00048615+0.0019017i,-0.00033196+0.0010066i,0.0013323+0.00053588i,-0.0013804+0.0029099i,0.000125-0.0025639i,-0.00070606-0.00012801i,-6.6867e-05+0.00055675i,0.00077694-0.00066495i,0.0010924-8.6468e-06i,0.00058944-0.0010001i,0.0026043-0.0017571i,0.003407-7.9858e-05i,0.0018642+0.00053189i,0.00032414-0.00071949i,0.0025048-0.00012681i,0.0038729-0.0020215i,0.0016666+0.00024027i,-0.00015851-8.7124e-05i,0.00024977-0.0013579i,0.00087584-0.0011831i,0.00093312+0.0022423i,0.0019115+0.0032027i,0.0013245-0.0016461i,0.0053706+0.002846i,0.0037075-0.026266i,0.007972+0.0038425i,0.019722+0.0056909i,0.0046018+0.006913i,-0.008424-0.021991i,0.0086924+0.0080411i,0.015118+0.016103i,0.0039754+0.014722i,0.019498+0.01187i,0.0011461+0.0064644i,9.6507e-05-0.0090689i,0.0017394-0.0027297i,0.0013747-0.0055925i,0.0076235+0.00056651i,0.00090132+0.0041465i,-0.0074715+0.010775i,-0.0044001-0.0064364i,0.0054418+0.0095989i,-0.0038516-0.00056858i,-4.5954e-06+0.0014597i,-0.00012116+0.0017844i,-0.0025377-0.0020669i,0.0055109-0.0030844i,-0.0056169-0.00081403i,0.0031028-0.00021193i,-0.0062768+0.0032204i,-0.0017151+0.00012551i,0.0011292-0.00073318i,-0.0057504-0.0014073i,-0.0036516-0.0010071i,-0.010207-0.0099384i,0.0036582-0.0029572i,-0.0025426-0.00051794i,-0.0012094+0.0016814i,-0.0027732+0.0029678i,0.0088879+0.0036427i,-0.0045628+0.0012799i,-0.0018197-0.0049274i,-0.0034133-0.00061981i,-0.0028831-0.00082399i,0.00285-0.0038636i,0.0029822+0.00099911i,0.0017947-0.0018173i,0.0013464+0.0063121i,0.00082688+0.0044484i,0.02389-0.0045145i,-0.024969-0.0028384i,-0.032274+0.020536i,-0.0051807+0.011204i,0.0010909+0.0015138i,0.0087349-0.0032506i,-0.013039-0.0016791i
0.021394-0.027424i,0.008986-0.018461i,0.0072136-0.020693i,0.00088815-0.011303i,-0.0016375-0.020721i,-0.005851-0.0046204i,0.0064007-0.022914i,-0.0093272-0.011771i,-0.012046-0.0081446i,0.0035439-0.0029401i,-0.00035818-0.00078815i,-0.00064174+0.0016429i,0.002064-0.00087523i,0.0003399-0.00015955i,-0.0005779-0.0010168i,0.001098-0.0035852i,-0.0061075+0.0025881i,-0.00064443-0.00027259i,-6.0038e-05-0.00042164i,0.0002672+0.0013994i,0.0001987+0.0020514i,7.0012e-06+0.001047i,0.0014806+4.3885e-05i,0.00046717+0.0028858i,-0.00083596-0.0021909i,-0.0005805+0.00014647i,0.00029834+0.00095686i,0.00054902-0.00074365i,0.0010055-0.00019919i,0.00028288-0.00095544i,0.001823-0.0027226i,0.0033952-0.0012397i,0.0020908+9.3879e-05i,-8.8067e-05-0.00072663i,0.0028488-0.0010962i,0.0036429-0.0029139i,0.0014028-0.00064564i,-0.00018349-0.00010365i,0.00020745-0.0010827i,0.0005017-0.00177i,0.0016264+0.0018014i,0.0027813+0.001805i,0.00070241-0.00156i,0.0066951+0.0017028i,-0.00077657-0.025722i,0.0085944+0.0035643i,0.020397+0.0027153i,0.0070666+0.0033639i,-0.013525-0.017632i,0.012624+0.0046611i,0.018282+0.011465i,0.0063924+0.010061i,0.016927+0.0046307i,0.0045319+0.0028635i,-0.0027919-0.0086196i,-0.00094188-0.0032879i,-0.00089939-0.0068535i,0.0057924-0.001966i,0.0019156+0.0035672i,-0.0023363+0.013247i,-0.0056685-0.0031221i,0.0068205+0.0074848i,-0.0036557+0.00079509i,0.00087747+0.0023391i,0.0011463+0.0016769i,-0.0038674-0.0010712i,0.0051428-0.0063436i,-0.0057698+0.00069705i,0.0034405-0.0016112i,-0.0045642+0.0065212i,-0.001241-0.00067653i,0.00042297-0.0014695i,-0.0046495+0.0020176i,-0.0033142-8.2616e-05i,-0.012124-0.0047783i,0.0018359-0.0035495i,-0.0021592+0.00035271i,-0.0015314+0.0010531i,-0.0015937+0.0036545i,0.011023+8.2246e-05i,-0.0035781+0.0034819i,-0.003304-0.0039603i,-0.0027531+0.00014369i,-0.0029278+0.00062491i,0.00038612-0.0036952i,0.0035518-0.00024788i,0.0017656-0.0016806i,0.0023252+0.0044207i,0.00059968+0.00441i,0.020432-0.011064i,-0.023982+0.0024771i,-0.028859+0.027569i,-0.0037519+0.0091805i,0.0026437+0.0037708i,0.0052625-0.0043054i,-0.01429+0.0010229i
0.016484-0.029213i,0.0048765-0.020559i,0.0031582-0.021232i,-0.00081923-0.010486i,-0.0059396-0.020347i,-0.0060128-0.0039104i,0.0015921-0.024482i,-0.010624-0.0099006i,-0.013167-0.0058612i,0.0025565-0.0036862i,-0.00085021-0.00093375i,0.00026156+0.0018392i,0.0015829-0.00056878i,0.00075583-2.4588e-05i,-0.00075133-0.0009662i,0.00043804-0.0034942i,-0.004674+0.004238i,-0.00099496+0.00019721i,-0.00034451-0.00035782i,0.00061586+0.0011061i,0.0010262+0.0016236i,0.00018005+0.00093806i,0.0014049-0.00051898i,0.001925+0.0019051i,-0.0015744-0.0017736i,-0.00036456+0.00033115i,0.00081855+0.00084156i,0.00020557-0.00076214i,0.00091987-0.00039458i,-6.9069e-05-0.0010435i,0.00080454-0.0032987i,0.0029025-0.002528i,0.0021555-0.0005866i,-0.00037316-0.00048449i,0.0026597-0.0024845i,0.003377-0.004208i,0.0010183-0.000981i,-0.00026422-1.7685e-05i,5.115e-05-0.0011432i,-0.00016737-0.0020683i,0.0021095+0.0010296i,0.0028104+0.00052042i,0.00034049-0.0014469i,0.0072365-0.00019437i,-0.0047346-0.024685i,0.010694+0.0030027i,0.021395-0.00023455i,0.0078048-0.00031799i,-0.015991-0.012599i,0.015713-7.0361e-05i,0.019577+0.0064803i,0.0079048+0.0061908i,0.013654-0.00068557i,0.0056277+0.0001625i,-0.0057002-0.0068166i,-0.0036408-0.0021625i,-0.0045637-0.0069981i,0.0031947-0.0032959i,0.0021581+0.0026755i,0.0022116+0.012885i,-0.0050782-0.00042007i,0.0074401+0.0046447i,-0.003227+0.0029736i,0.0019901+0.0025618i,0.0017398+0.0010164i,-0.0045193+0.00071102i,0.0030834-0.0081359i,-0.004905+0.002137i,0.003023-0.0025463i,-6.8681e-05+0.0072451i,-0.0017421-0.0012865i,-0.00038425-0.0013352i,-0.0025926+0.0035522i,-0.0025019+0.00056081i,-0.011876-0.00011682i,0.00068592-0.0040369i,-0.0015112+0.00070922i,-0.0015255+0.0015301i,-2.0861e-05+0.0035326i,0.011144-0.0045572i,-0.0014734+0.004659i,-0.0042898-0.0025559i,-0.0023822+0.00019546i,-0.0021148+0.0015327i,-0.00033872-0.002516i,0.0032141-0.0015626i,0.0020329-0.0017736i,0.0015249+0.0027575i,0.00052332+0.0046515i,0.017495-0.01478i,-0.021173+0.0061327i,-0.02255+0.033605i,-0.0036272+0.0076025i,0.0051802+0.003981i,0.0030793-0.0030833i,-0.013714+0.0037391i
0.011762-0.030578i,0.00035501-0.021221i,-0.00067604-0.021305i,-0.0018125-0.0099988i,-0.010076-0.01858i,-0.0062931-0.0034077i,-0.0036589-0.02476i,-0.011466-0.0080292i,-0.013511-0.0032785i,0.0012877-0.004073i,-0.0015099-0.00042099i,0.0011917+0.0013134i,0.0015251-0.00045796i,0.0010673-0.00042716i,-0.0010009-0.00075987i,-0.00022743-0.0032345i,-0.0032995+0.0045798i,-0.00099823+0.0010017i,-0.00051549-1.2524e-05i,0.00074706+0.0006837i,0.0013303+0.0008402i,0.00019827+0.00083631i,0.0010463-0.00098248i,0.0028024+7.6521e-05i,-0.0021262-0.0010109i,-0.00021846+0.00033222i,0.001108+0.00054386i,-2.5158e-05-0.00062147i,0.00084994-0.00064444i,-0.00066557-0.00087065i,-0.0004542-0.0035701i,0.0017885-0.0033882i,0.0019231-0.0015389i,-0.00038635-0.0003478i,0.0015126-0.0039753i,0.0027613-0.0055715i,0.001196-0.001262i,-0.00021304+0.0002153i,-0.00020412-0.0010814i,-0.00094287-0.0021105i,0.0022376+0.00021585i,0.0025488-0.00032137i,-2.9564e-05-0.001344i,0.0069596-0.001835i,-0.0082402-0.023432i,0.013233+0.0002946i,0.022145-0.0037747i,0.0078015-0.0033483i,-0.015521-0.0072269i,0.016826-0.0066258i,0.019999+0.0019786i,0.0085587+0.0016675i,0.011387-0.0048008i,0.0068459-0.0025292i,-0.0069355-0.0039129i,-0.0053732+0.00032789i,-0.0086126-0.0055931i,0.00088348-0.0034321i,0.0021523+0.0023023i,0.0058106+0.011658i,-0.004207+0.0014146i,0.005901+0.0014806i,-0.00033682+0.0047601i,0.0033065+0.0021368i,0.0025144+0.00047606i,-0.0041747+0.0027594i,0.00053006-0.0092611i,-0.0038418+0.0028439i,0.002587-0.0034138i,0.0030327+0.0051624i,-0.0028176-0.0012904i,-0.00075205-0.0011316i,-0.00030016+0.0042371i,-0.0018385+0.0006792i,-0.0094482+0.0041712i,-0.0013531-0.0043794i,-0.00073638+0.00058565i,-0.0012961+0.0014891i,0.0010895+0.00239i,0.008937-0.0092805i,0.0012017+0.0047789i,-0.0042688-0.0008795i,-0.0024748+0.00041377i,-0.0015614+0.0020247i,-0.000624-0.001987i,0.0022739-0.0022848i,0.0021861-0.0021228i,0.00076968+0.0029263i,0.00095811+0.0052477i,0.014021-0.018681i,-0.018923+0.0069713i,-0.014351+0.036211i,-0.0033784+0.0075116i,0.0066101+0.0032575i,0.002583-0.0014182i,-0.012224+0.0053721i
0.0067367-0.031457i,-0.0039306-0.020385i,-0.0044523-0.020767i,-0.0031403-0.01001i,-0.012941-0.01617i,-0.0066896-0.0029325i,-0.0084973-0.023378i,-0.011883-0.006398i,-0.013028-0.00097555i,-0.00019566-0.0037855i,-0.0015535+0.00051456i,0.0015708+0.00056801i,0.0016626-0.00055621i,0.0006451-0.00072069i,-0.0011263-0.00032484i,-0.00089689-0.0027723i,-0.0026843+0.0047658i,-0.00018811+0.0014707i,-0.00047959+0.00018753i,0.00054636+0.00035719i,0.0012662+0.00013203i,0.00040241+0.00074897i,0.00066946-0.0011848i,0.0021677-0.001829i,-0.0019808+1.6604e-05i,-0.00014279+0.00034727i,0.0012817+0.00024698i,-5.7385e-05-0.00048044i,0.00055202-0.00090662i,-0.0010127-0.0002777i,-0.001827-0.003257i,0.00044904-0.0038124i,0.0010865-0.0023027i,-0.00042825-0.00016294i,-0.00062616-0.0043949i,0.0015646-0.0063669i,0.00076093-0.0023245i,-5.1237e-05+0.00021499i,-0.00034536-0.00093925i,-0.0018138-0.0018072i,0.0020441-0.00057123i,0.0023026-0.00097473i,-0.00041857-0.0011105i,0.0067416-0.0029828i,-0.011105-0.022036i,0.014284-0.0040332i,0.022294-0.0078582i,0.007714-0.0071607i,-0.012473-0.0030284i,0.015242-0.013707i,0.019613-0.0019374i,0.0074637-0.0022796i,0.0086514-0.0070132i,0.0071953-0.0059575i,-0.0067962-0.0022823i,-0.0055239+0.0035067i,-0.012418-0.0017986i,-0.0010121-0.0028678i,0.002312+0.0021927i,0.0089818+0.0098288i,-0.0027412+0.0026131i,0.0035611+0.00086786i,0.0026508+0.0033286i,0.0048403+0.00088863i,0.0030165-0.00065164i,-0.002723+0.0048103i,-0.0026004-0.010211i,-0.0032467+0.003911i,0.0015684-0.00449i,0.0036887+0.0032795i,-0.0038638-0.00023657i,-0.0010379-0.0009558i,0.0024918+0.0034015i,-0.0014495+0.00018198i,-0.0054444+0.0064271i,-0.003247-0.0017924i,-0.00041189+0.00012446i,-0.0010656+0.0014995i,0.0012881+0.0012326i,0.0050995-0.012766i,0.0034127+0.0032999i,-0.0034362+0.0001445i,-0.0022138+0.00083189i,-0.00087262+0.0029628i,-0.0010206-0.0013095i,0.001324-0.0024904i,0.0018064-0.0027486i,0.00050577+0.0032856i,0.0019055+0.0054021i,0.0093471-0.021417i,-0.020073+0.0072067i,-0.0070675+0.0351i,-0.0024259+0.0067591i,0.0078593+0.0023816i,0.0030549-0.00054501i,-0.01052+0.0063122i
0.0022407-0.031362i,-0.0074327-0.018823i,-0.0079415-0.019445i,-0.0046956-0.0095057i,-0.01554-0.013834i,-0.0071235-0.0024279i,-0.012105-0.021264i,-0.012321-0.0050339i,-0.012008+0.00078515i,-0.0010729-0.0029557i,-0.0010307+0.001253i,0.0015148-3.4233e-05i,0.0016088-0.00069678i,0.00047186-0.00053488i,-0.0010415-5.2584e-05i,-0.0014015-0.0019777i,-0.0018965+0.0050416i,0.00036646+0.0013773i,-0.00042307+0.00050897i,0.00036338+0.00037988i,0.0010134-0.00039569i,0.00043365+0.0004772i,0.00020986-0.0013445i,0.00089468-0.0029577i,-0.001479+2.2248e-05i,-0.00012414+0.00047662i,0.0014343-0.00016157i,-0.00017714-0.00041075i,0.00021198-0.00090437i,-0.00099179+0.0002676i,-0.0029488-0.0023628i,-0.0010883-0.0037191i,0.00010678-0.0024751i,-0.00033531+7.057e-07i,-0.0021964-0.0036678i,0.00022403-0.006549i,1.9847e-05-0.0023201i,4.1142e-06+0.00020925i,-0.00047682-0.00086114i,-0.0025342-0.0010364i,0.0016059-0.0011242i,0.0019754-0.0016171i,-0.00069529-0.00068857i,0.0063174-0.004745i,-0.014189-0.020627i,0.013424-0.0087i,0.021444-0.012328i,0.0055012-0.011134i,-0.0076633-0.0023464i,0.010193-0.019408i,0.018947-0.0052204i,0.0059732-0.004621i,0.0067069-0.0069682i,0.006266-0.009509i,-0.0071056-0.00079745i,-0.0035245+0.006281i,-0.014019+0.0039397i,-0.0026512-0.0019376i,0.0026585+0.0020556i,0.0107+0.0067592i,-0.0008271+0.0028374i,0.0022868+0.0010662i,0.0028458+0.0011273i,0.0051651-0.0015637i,0.0027633-0.0024313i,0.00030487+0.0058296i,-0.0071413-0.0084579i,-0.0017156+0.0056193i,0.00054765-0.0038294i,0.0048324+0.0021076i,-0.0042935+0.0014641i,-0.0012188-0.00068256i,0.0042392+0.00023262i,-0.0013655+2.1747e-06i,-0.00093404+0.0060678i,-0.0032705-0.002852i,-0.00056863-0.00038727i,-0.0012048+0.001303i,0.0012436+0.00039853i,-0.00043824-0.014587i,0.0045384+0.00064715i,-0.0030545+0.0004987i,-0.0021483+0.0012929i,0.00098572+0.0032575i,-0.00053425-0.00034421i,0.00032957-0.0020113i,0.00097017-0.0032341i,0.00043044+0.0036822i,0.0027135+0.0051633i,0.0044748-0.021696i,-0.021484+0.01037i,-0.0020015+0.033348i,-0.0019523+0.0051726i,0.009028+0.00044342i,0.0034617-0.00071052i,-0.008948+0.0061859i
-0.0019975-0.031057i,-0.010062-0.01683i,-0.010911-0.017669i,-0.0059172-0.0087315i,-0.01776-0.010756i,-0.0076805-0.0017962i,-0.015207-0.019142i,-0.012826-0.0037279i,-0.010847+0.0016904i,-0.0012974-0.002121i,-0.00038842+0.001634i,0.0012969-0.00040959i,0.0016442-0.00080631i,0.00055934-0.00043889i,-0.00093429+0.00016128i,-0.0014344-0.0011049i,-0.0014786+0.0043961i,0.00077683+0.001223i,-3.1372e-05+0.00079538i,0.00040163+0.00048822i,0.00057286-0.00074022i,0.00033333+0.00044668i,-0.00027518-0.0011734i,-0.0004566-0.0031362i,-0.001447+0.00031575i,7.5962e-05+0.0006164i,0.0013285-0.00066249i,-0.00026473-0.00023621i,-1.9212e-05-0.00082344i,-0.00071166+0.00071745i,-0.0036264-0.0011777i,-0.0023071-0.0029274i,-0.00028361-0.0026914i,-0.00016766+8.1787e-05i,-0.0032116-0.0027143i,-0.0011399-0.0064382i,-0.00057582-0.0017786i,3.936e-05+0.00026989i,-0.00078642-0.0007773i,-0.0029316+1.4717e-05i,0.0010667-0.0015143i,0.0014-0.0021001i,-0.00078097-0.00021751i,0.0050001-0.0062789i,-0.017536-0.018534i,0.010992-0.012333i,0.019217-0.016438i,0.001644-0.013727i,-0.0050984-0.0050598i,0.004307-0.022073i,0.018553-0.0088623i,0.0050818-0.006787i,0.00708-0.0069684i,0.0048121-0.011981i,-0.0077076+0.00043322i,-0.00056739+0.0072794i,-0.012627+0.010542i,-0.0037787-0.00054879i,0.0029481+0.0016863i,0.011868+0.0043594i,0.00029779+0.0017188i,0.00097553+0.001866i,0.002717+0.00024397i,0.0037781-0.0037601i,0.0012318-0.0035901i,0.0030385+0.0046946i,-0.0093289-0.0039133i,0.0013927+0.0056799i,-0.0020329-0.008424i,0.0053119-0.00031613i,-0.0037118+0.0036007i,-0.0013143-0.00051738i,0.0035054-0.0028668i,-0.0016999+0.0001152i,0.0014822+0.0035954i,-0.0047884-0.00095885i,-0.0010771-0.00075416i,-0.0013913+0.0015629i,0.00084669-0.00038338i,-0.0065122-0.013373i,0.003816-0.0020542i,-0.0029761+0.00094977i,-0.0018484+0.0020357i,0.0026052+0.0023875i,2.708e-05-0.00065714i,0.00016459-0.0011329i,0.0001865-0.0035707i,0.00049064+0.0045529i,0.003621+0.0047001i,0.0016262-0.021038i,-0.021498+0.014675i,0.0021965+0.030989i,-0.0024939+0.0031247i,0.0086364-0.0021389i,0.003295-0.00066562i,-0.0085746+0.0054268i
-0.0065779-0.030314i,-0.011922-0.014828i,-0.013537-0.015532i,-0.00697-0.0081365i,-0.019198-0.0073379i,-0.0082787-0.00098665i,-0.01799-0.016749i,-0.013261-0.0020811i,-0.010104+0.0021289i,-0.0012525-0.0016864i,0.00039109+0.0018387i,0.0011212-0.00069646i,0.0017051-0.0010328i,0.00058666-0.00058799i,-0.00085683+0.00034321i,-0.0010155-0.00045922i,-0.0022014+0.0028008i,0.0013222+0.00089486i,0.00040097+0.00063923i,0.00071311+0.00043567i,-0.00014041-0.00066116i,0.00048949+0.00043424i,-0.00056428-0.00088215i,-0.0013497-0.0027746i,-0.0010936+0.00084519i,0.00029961+0.00057601i,0.00086745-0.0011985i,-0.00022694-0.00017165i,-0.00021418-0.000699i,-0.00034988+0.00097387i,-0.0039543+0.00018831i,-0.0029805-0.0017354i,-0.0040612-0.0042393i,-4.2969e-05+1.3005e-05i,-0.004017-0.0014755i,-0.002709-0.0056353i,-0.00088823-0.00083104i,6.9195e-05+0.00031949i,-0.00090257-0.00032617i,-0.0027555+0.0012085i,0.00034226-0.0016225i,0.00051425-0.0024364i,-0.00056478+0.00028313i,0.0031686-0.0070398i,-0.020263-0.01541i,0.007425-0.014663i,0.016122-0.01967i,-0.0026743-0.014208i,-0.0052198-0.0072305i,-0.0020115-0.02301i,0.01755-0.013255i,0.003755-0.0093128i,0.0075903-0.0088359i,0.0026929-0.015007i,-0.0085196+0.0023418i,0.0021534+0.0067196i,-0.0083545+0.015353i,-0.0040932+0.00099717i,0.0030665+0.001409i,0.013327+0.00094284i,0.00019639+0.0011004i,0.00090952+0.0032551i,0.0031362-0.0007373i,0.0017728-0.0043124i,-0.00020013-0.0036831i,0.0046141+0.0028159i,-0.0091317+0.00031384i,0.0038705+0.0041084i,-0.0053622-0.0065209i,0.0041-0.0023677i,-0.0015992+0.0050198i,-0.0016879-0.00029833i,0.0010971-0.0049091i,-0.0020451+0.00037627i,0.0018127+0.0011946i,-0.0046359+0.00117i,-0.0018476-0.00059647i,-0.0010072+0.0014117i,-2.0682e-05-0.00068593i,-0.010512-0.009563i,0.0019863-0.0036165i,-0.0026416+0.0012975i,-0.00083318+0.0025149i,0.0035145+0.0008748i,-1.4822e-05-0.00067342i,0.00085028-0.00070798i,-0.00071515-0.0037573i,0.0015595+0.0054561i,0.0041724+0.0040252i,-0.0016613-0.021079i,-0.020177+0.019373i,0.0055967+0.02837i,-0.0043967+0.0017586i,0.0060924-0.0039064i,0.003529-0.00081242i,-0.0093327+0.0050837i
-0.010931-0.028503i,-0.013592-0.013294i,-0.015651-0.012827i,-0.0081168-0.0074455i,-0.020071-0.004137i,-0.0087345+0.0002433i,-0.020292-0.01394i,-0.013535-0.0003266i,-0.0097678+0.0024314i,-0.0010113-0.0013392i,0.0014071+0.001642i,0.00099949-0.00062322i,0.0016501-0.0013146i,0.00052298-0.00069675i,-0.00076039+0.00055939i,-0.00042144-0.00043787i,-0.0023789+0.00033053i,0.00165+0.00029134i,0.00057307+0.00023204i,0.0010828+0.00030634i,-0.00040952-0.00023559i,0.0007481+0.00021985i,-0.00061601-0.0005999i,-0.0018514-0.0024097i,-0.00072365+0.0010096i,0.00054763+0.00049218i,0.00035141-0.0010566i,-0.00024819-9.4903e-06i,-0.00039344-0.00054751i,0.00015153+0.0011568i,-0.0036874+0.0017163i,-0.0031266-0.00069826i,-0.0028688-0.0015016i,-7.9166e-05+4.9176e-05i,-0.0041809+0.00016131i,-0.0037248-0.0044101i,-0.00064221-0.00021773i,4.8459e-05+0.00032633i,-0.00064334-9.775e-05i,-0.0020241+0.0020448i,-8.833e-05-0.0014154i,-0.00023173-0.0024625i,-0.0001528+0.00055975i,0.00152-0.0073772i,-0.021916-0.011916i,0.0043385-0.014858i,0.012812-0.021977i,-0.0066284-0.013416i,-0.006765-0.0083495i,-0.0083989-0.021161i,0.015057-0.017814i,0.0022182-0.011172i,0.0075573-0.010582i,-0.00083652-0.016764i,-0.0088063+0.0051699i,0.0040153+0.005087i,-0.0022947+0.0179i,-0.0040369+0.002541i,0.0033077+0.001357i,0.01372-0.0035766i,0.00020798+0.00062399i,0.0021172+0.0044932i,0.0024722-0.0019993i,0.00063521-0.0038743i,-0.0017082-0.0031885i,0.0051986+0.00079738i,-0.007014+0.0032738i,0.0053015+0.0017989i,-0.0095537-0.0021683i,0.0024493-0.0029973i,0.00080402+0.0048865i,-0.0017484+0.00039145i,-0.0015906-0.0054649i,-0.0025428+0.00047525i,0.00064431+1.2974e-05i,-0.0037155+0.0027344i,-0.0024122+0.00017419i,-0.00069795+0.001616i,-0.00050752-0.00039118i,-0.012298-0.0049605i,-0.00010654-0.0041228i,-0.0024514+0.0015812i,0.00010815+0.0024222i,0.0036197-0.0007756i,0.00015545-0.00063379i,0.0014855-0.0011306i,-0.0018054-0.0040374i,0.002869+0.0051797i,0.0047324+0.0034971i,-0.004307-0.020011i,-0.01707+0.024827i,0.0084505+0.025749i,-0.0068616+0.0018207i,0.0031032-0.0031364i,0.0034547-0.0013343i,-0.010195+0.0055847i
-0.014334-0.026154i,-0.01582-0.012117i,-0.017057-0.010298i,-0.0091703-0.006413i,-0.020567-0.0003116i,-0.0087059+0.0016805i,-0.021999-0.010744i,-0.013536+0.0015158i,-0.0098461+0.0030543i,-0.00068964-0.0013966i,0.0021034+0.00085941i,0.001093-0.00083564i,0.0014966-0.0015974i,0.000704-0.00097811i,-0.00044062+0.00062364i,-0.000194-0.00067021i,-0.0023486-0.0029114i,0.0014074-0.00013798i,0.00058576-0.00016193i,0.0016303+1.6955e-05i,-0.00041435+7.5993e-05i,0.00067707-0.0001012i,-0.00069868-0.00045093i,-0.002117-0.0022403i,-0.00049201+0.0010414i,0.00079088+0.00026998i,7.0754e-07-0.00090548i,-0.00018962+0.00013086i,-0.00049369-0.00030611i,0.00078478+0.0010668i,-0.0028622+0.0029852i,-0.003052+0.00027441i,-0.0025862-0.00061847i,-4.1928e-05+6.3786e-05i,-0.0036183+0.0015087i,-0.0040989-0.0029865i,-0.00028045-0.00034364i,0.00022336+0.00057722i,-0.00058873-0.00011118i,-0.0012041+0.0023389i,-0.00032854-0.0012196i,-0.001066-0.0023881i,0.00033712+0.00041211i,-0.00034161-0.007223i,-0.022984-0.0083258i,0.0028209-0.014552i,0.0095573-0.023589i,-0.0098398-0.010869i,-0.0076773-0.0079828i,-0.013266-0.016482i,0.011398-0.021629i,0.0005102-0.013534i,0.0070303-0.012776i,-0.004392-0.016602i,-0.0073601+0.0087059i,0.0049303+0.0031323i,0.0036223+0.017022i,-0.0034131+0.0038479i,0.0041878+0.001034i,0.0070875-0.0092055i,-0.00019009+0.00047535i,0.0042897+0.0044583i,0.0014782-0.0020602i,-0.00013514-0.0036472i,-0.0026487-0.0022806i,0.0050534-0.001129i,-0.0051573+0.0045629i,0.0054717-0.0011397i,-0.007165+0.0013043i,0.0017271-0.0030433i,0.0024523+0.0036612i,-0.0014742+0.00078181i,-0.0041874-0.0045971i,-0.0014773+0.0014487i,-8.9774e-05+0.00051464i,-0.0022701+0.003708i,-0.0023236+0.0011201i,-0.00037242+0.0020803i,-0.00052254-0.00022992i,-0.012553-0.00095816i,-0.0020582-0.0036135i,-0.0024898+0.0022389i,0.0005892+0.0022209i,0.0032327-0.00248i,5.3856e-05-0.0012342i,0.0016857-0.0018491i,-0.0031496-0.0035742i,0.0042003+0.0045867i,0.0054478+0.0029556i,-0.0065428-0.018725i,-0.010448+0.028294i,0.011195+0.022779i,-0.008907+0.003024i,0.0017019-0.0011593i,0.0035349-0.0015561i,-0.010823+0.0066512i
