-0.00070089-0.042312i,-0.00098111-0.046177i,-0.0073578-0.047227i,-0.030485-0.022743i,-0.022572+0.011297i,-0.036389-0.033554i,-0.063446-0.058675i,-0.020177-0.069831i,-0.023954-0.043727i,-0.0012305+0.016108i,-0.01099+0.012447i,-0.014576+0.013168i,0.0028695+0.014107i,-0.0031276-0.0022021i,0.00169+0.0059273i,-0.00057054+0.035139i,0.020769+0.057213i,0.00099915-0.00061116i,-0.0031128-0.0093108i,0.0073427+0.0045016i,0.0013672+0.0013905i,-0.00032147+0.0035705i,-0.00065177-0.00029013i,-0.038706-0.0098084i,-0.002412-0.0080196i,-0.0010449+0.0044701i,0.0056442-0.00049987i,-6.3507e-05+0.00057861i,0.00070789-0.0005966i,0.00012016-0.0022242i,-0.0014559-0.0059311i,-0.0031198-0.0061701i,-0.0015212-0.0067956i,0.0033997-0.00080057i,0.0029536-0.00097683i,-0.0017555+0.039018i,0.0064294-0.004045i,0.0034202-0.00075833i,0.0051439-0.00015517i,-0.011978-0.0071661i,-0.00087357+0.00069754i,0.0092474-0.0011012i,0.0039942+0.0005256i,-0.0050192+0.0018261i,-0.0030864+0.014881i,-0.005331+0.017744i,0.026461-0.080766i,0.000623-0.054413i,-0.023522-0.043449i,-0.01905-0.037201i,0.06386-0.015275i,0.030284-0.057683i,0.039244-0.045076i,0.033682-0.052712i,0.019855-0.01555i,0.0076904+0.012099i,0.023916-0.035255i,-0.0080078-0.0049895i,0.0027245-0.00069071i,-0.002542-0.0042482i,0.0043774-0.032369i,-0.025008+0.031472i,0.0087368-0.010286i,-0.01266-0.0029476i,-0.0045283-0.001357i,0.00047031-0.014551i,-0.0099254+0.005242i,0.0037959+0.0062964i,-0.014314+0.029959i,0.005357+0.0064567i,-0.0055534-0.0022512i,-0.00069261-0.0024987i,-0.011626-0.0077751i,0.00010603-0.0039361i,-0.036298+0.0060396i,0.0017128-0.013035i,-0.0090672-0.0025472i,-0.0071584-0.0034438i,0.0066402+0.0020093i,-0.0096881+0.0015002i,0.00023455+0.0020935i,0.005659+0.0099838i,0.0047677+0.0012041i,-0.0093738-0.010248i,0.0020251+0.0082514i,-0.020597+0.0043633i,0.0065272+0.0032823i,-0.027861-0.0092926i,-0.036307-0.002264i,0.026218-0.077965i,0.014452-0.0092085i,-0.042043-0.028495i,-0.025074-0.0072661i,0.017349+0.01221i,-0.027512+0.010864i,-0.011973-0.010163i
0.014057+0.011721i,0.050234+0.0044814i,0.021396-0.034034i,-0.0052545-0.0087659i,-0.010242-0.017942i,-0.017375-0.023222i,0.014556-0.013236i,0.03728-0.012932i,0.01022-0.014026i,0.0093155-0.0025057i,0.0027044-0.0032575i,-0.0022378-0.00094992i,0.0014378-0.0019587i,0.00023628-0.0014542i,-0.0010045-0.0013113i,0.0025398-0.005296i,-0.0048034+0.00054085i,-0.0013511-0.00093364i,0.0012369-0.00036325i,0.0010684+0.0017325i,0.0005397+0.0017487i,-0.00044383+0.00087227i,0.0017516+0.001312i,-0.00083792+0.0049028i,-0.00091383+0.0011711i,-0.00054988+0.00092135i,-0.00097246+0.00010116i,0.00041225-0.00052043i,-2.447e-05+0.00018662i,4.9342e-05-0.0004717i,0.00090102-0.00090615i,0.0022387+0.00049736i,0.0011528-7.3796e-05i,0.00035781-8.6058e-05i,0.0010523+0.00093313i,0.0053614-0.0049013i,-4.4934e-05+0.0004726i,0.0004067+0.00051439i,-0.00071228-0.00041428i,-0.001024-0.00087837i,0.00077115+0.0016196i,0.0016689+0.0013264i,0.0014581-0.004556i,0.0037687+0.00059345i,0.0035966+0.017704i,0.010384+0.037924i,0.036761+0.027173i,0.028846+0.0028065i,-0.0026202-0.017504i,0.016626-0.00029572i,0.02205+0.015176i,0.014388+0.019522i,0.019121+0.022168i,-0.011168+0.03316i,0.0031812-0.004231i,0.0017387-0.0043408i,0.0041799-0.0065104i,0.0098545-0.0018586i,0.0014252+0.004294i,-0.011794+0.010205i,-0.0041082-0.0082228i,0.0035635+0.014607i,-0.0026329-0.0018309i,0.00083762+0.0026366i,-0.00085191+0.0010534i,0.0020424-0.0038829i,0.0073107-0.0022568i,-0.0032183-0.00076356i,0.003777-0.0025127i,-0.0069423+0.00036125i,-0.0018502+0.00054043i,0.00047159+0.00011072i,-0.0056254-0.0020946i,-0.0038096-0.0024349i,-0.015243-0.0093472i,0.0033743-0.0033782i,-0.0041075+0.0020912i,-0.0015167+0.0017445i,-0.0051449+0.0032993i,0.0059233+0.0020627i,-0.0096461-0.0018605i,-0.0022626-0.0043826i,-0.0030337-0.00066707i,-0.005842-0.00095124i,0.0053759-0.0041659i,0.0038664+0.00089277i,0.0026343-0.0019918i,0.0026865+0.0083793i,0.0051123+0.0021185i,0.025794+0.019169i,-0.022543-0.0030042i,-0.027332+0.017621i,-0.0058295+0.016657i,0.0012305+0.00083131i,0.0065293-0.008876i,-0.010212+0.0033101i
0.014542+0.0096084i,0.049922-0.0040422i,0.014741-0.036613i,-0.006809-0.0070595i,-0.014627-0.016037i,-0.020481-0.0197i,0.01031-0.016357i,0.03372-0.01813i,0.0067934-0.014641i,0.0082435-0.0049445i,0.0012123-0.0043411i,-0.0022647-0.00010832i,0.00049477-0.0019243i,1.8219e-05-0.0012311i,-0.0010257-0.0010452i,0.0018515-0.0054642i,-0.0038811+0.0019989i,-0.0019863-0.00041774i,0.00059103-0.00081774i,0.0016664+0.0011841i,0.0011392+0.0017461i,-0.00017441+0.001132i,0.0021061+0.00072456i,0.0017712+0.004527i,0.00015411+0.00148i,-7.9448e-06+0.0007891i,-0.00073492+0.00071189i,0.00026684-0.0003532i,6.8457e-05+0.00032203i,0.00016691-0.00018572i,0.00039234-0.0014736i,0.0025082-0.00046661i,0.0011824-0.00040954i,0.00025309-5.2729e-05i,0.0017948+0.00052252i,0.003877-0.0059083i,0.0002078+0.00071778i,0.00055581+0.00029819i,-0.0003436+0.00026962i,-0.0016404-0.0011234i,0.0011952+0.0012353i,0.0018525+0.00070622i,0.00045307-0.0038593i,0.0048669-5.2349e-05i,0.0073368+0.016609i,0.016259+0.035097i,0.039285+0.020269i,0.029115-0.0038106i,-0.0068605-0.013543i,0.018832-0.0044458i,0.025909+0.0090822i,0.018088+0.012946i,0.021272+0.013322i,-0.0026665+0.030743i,0.0014879-0.0044061i,-0.0018656-0.0038565i,0.001526-0.0081529i,0.0071526-0.0044174i,0.0021704+0.0035717i,-0.0061108+0.01434i,-0.005602-0.004383i,0.0055938+0.012455i,-0.0034656-0.0009314i,0.0025041+0.0030808i,6.6657e-05+0.0013017i,-0.00027842-0.0039953i,0.007131-0.0061173i,-0.003816-0.00016114i,0.0036863-0.0043723i,-0.00593+0.0033815i,-0.0020336-8.4065e-05i,0.00011809-0.00074955i,-0.0050728+0.0012959i,-0.004137-0.0012533i,-0.015968-0.0025597i,0.0012875-0.0042115i,-0.0026513+0.002999i,-0.0016583+0.0011153i,-0.003318+0.0046153i,0.0073696-0.00042847i,-0.0091893+0.002154i,-0.0034604-0.0032507i,-0.0025855-2.6665e-06i,-0.0055431+0.0014177i,0.0023137-0.0049053i,0.0041188-0.000659i,0.0024829-0.0023895i,0.0046936+0.0068435i,0.0041768+0.0017847i,0.025645+0.012025i,-0.022257+0.0019005i,-0.024632+0.024376i,-0.0023327+0.013996i,0.0028574+0.0037975i,0.0035855-0.0083967i,-0.011509+0.0053927i
0.015509+0.0073917i,0.047725-0.012625i,0.0077908-0.037415i,-0.0073783-0.0052887i,-0.018696-0.013124i,-0.023037-0.015852i,0.005886-0.018313i,0.030311-0.022502i,0.0036751-0.014392i,0.0063477-0.006712i,-0.00077341-0.0044971i,-0.0019737+0.00073297i,-0.00017528-0.0014393i,2.2143e-05-0.0010918i,-0.001306-0.00074242i,0.0011009-0.0056874i,-0.0024154+0.0027121i,-0.0024355+0.00052637i,-0.00015854-0.00047161i,0.0018845+0.00025761i,0.0018198+0.0011972i,-6.7739e-05+0.001064i,0.0022032+2.0795e-06i,0.0037746+0.003013i,0.0013969+0.0011185i,0.00032823+0.00048517i,-0.00026598+0.00096963i,0.00021378-0.00021229i,0.00021435+0.00047071i,0.000337-0.00016968i,-0.00032985-0.0016793i,0.0021014-0.001537i,0.00090262-0.00090731i,0.00036239+6.8561e-05i,0.0022595-0.00068318i,0.0021778-0.006518i,0.00087645+0.00056031i,0.00060863+0.00011788i,0.00026595+0.00017733i,-0.0022145-0.00075525i,0.0017026+0.00071688i,0.0017816+9.1582e-05i,-0.00018012-0.0033686i,0.0053112-0.0015352i,0.010801+0.014354i,0.022414+0.030702i,0.040985+0.013053i,0.027627-0.010055i,-0.0087071-0.0087855i,0.020074-0.0097606i,0.027689+0.0024095i,0.020812+0.0069756i,0.020377+0.0067562i,0.0035386+0.027843i,-0.00027871-0.0038326i,-0.0044846-0.00149i,-0.0023674-0.0085869i,0.0039227-0.0054208i,0.0023048+0.0028424i,-0.00024587+0.015353i,-0.0050027-0.0011976i,0.0067496+0.0096862i,-0.0038156+0.0014507i,0.0041763+0.0025175i,0.00061655+0.0010022i,-0.0020153-0.0027505i,0.0049309-0.0087152i,-0.0035622+0.00079069i,0.0026902-0.0055289i,-0.0027711+0.0049001i,-0.002784+8.0148e-05i,-0.00061002-0.00081886i,-0.0032106+0.003069i,-0.0036088-5.4896e-05i,-0.014253+0.0030707i,-0.00040414-0.0044923i,-0.0012329+0.0031569i,-0.0018746+0.0015497i,-0.0010534+0.0044529i,0.0072478-0.0036306i,-0.0072142+0.0052617i,-0.0041282-0.0019126i,-0.0023567+0.0001321i,-0.0042332+0.0028745i,0.00074863-0.0041395i,0.0033843-0.0019919i,0.0025125-0.0029845i,0.0045682+0.0040486i,0.0037477+0.0016563i,0.025334+0.0068548i,-0.020254+0.0055804i,-0.018833+0.030217i,-0.00096525+0.011174i,0.0061711+0.0043824i,0.00096965-0.0064998i,-0.010813+0.0081325i
0.015965+0.0045109i,0.043999-0.020022i,0.0015744-0.037276i,-0.0072945-0.0043316i,-0.021645-0.0084209i,-0.024811-0.011698i,0.0010518-0.018982i,0.026278-0.026787i,0.0017266-0.013351i,0.0042062-0.0076846i,-0.0025572-0.0032126i,-0.0012992+0.0010595i,-0.00035418-0.00083869i,-0.00011063-0.0013254i,-0.0013423-4.9549e-05i,3.4311e-05-0.0057901i,-0.0016045+0.0027364i,-0.0022284+0.0018825i,-9.3959e-05+0.00036906i,0.0016021-0.00064658i,0.002028+0.00035148i,-0.00011482+0.0011803i,0.001895-0.00067384i,0.004694+0.00049316i,0.0021978-0.00013135i,0.00031214+0.000196i,0.00010841+0.00095418i,0.00035149-0.00020464i,0.00046808+0.00046235i,0.00030621-0.00029734i,-0.0010554-0.0015907i,0.0012689-0.0020962i,0.00048498-0.0011805i,0.00044187-0.00014341i,0.0017251-0.0022367i,0.0004613-0.0067631i,0.0012916-0.00012193i,0.00067422-6.825e-05i,0.00050999-0.00018984i,-0.0026816-0.00022083i,0.0018673-2.7054e-05i,0.0015505-0.00024456i,-0.00073242-0.0029076i,0.0049345-0.0027441i,0.013385+0.01048i,0.027512+0.023852i,0.041684+0.0055844i,0.025325-0.015256i,-0.0073312-0.0038597i,0.019142-0.016467i,0.02794-0.0043289i,0.022707-0.00036046i,0.019921+0.0019072i,0.0098257+0.023905i,-0.0011421-0.0026123i,-0.0055216+0.0017105i,-0.0066046-0.0076341i,0.0014333-0.005297i,0.0022526+0.0027293i,0.0049352+0.014215i,-0.0035369+0.00068897i,0.0063382+0.0067584i,-0.0017016+0.003523i,0.0056545+0.0010673i,0.0015877+0.00073599i,-0.0027314-0.0011533i,0.0021982-0.010456i,-0.003264+0.0014234i,0.0012786-0.006915i,-0.00043772+0.0040064i,-0.0034674+0.0010014i,-0.00087373-0.00060371i,-0.0012056+0.0041642i,-0.0029958+0.00045712i,-0.010565+0.0074021i,-0.0023734-0.0045141i,0.00010906+0.0026452i,-0.0018426+0.0016922i,0.00039675+0.0033699i,0.0056846-0.0068234i,-0.0038328+0.0072095i,-0.0036174-0.0005598i,-0.0025734+0.00023032i,-0.0031971+0.0038959i,-0.00015337-0.003535i,0.0024823-0.0023385i,0.0022113-0.0040136i,0.0034039+0.0035204i,0.0039269+0.0017589i,0.024492+0.002052i,-0.018564+0.006459i,-0.010989+0.032813i,0.00013579+0.0099275i,0.0084142+0.0035611i,9.9441e-05-0.0039731i,-0.0088392+0.0097186i
0.015723+0.0015748i,0.039311-0.026152i,-0.0044985-0.036271i,-0.0078726-0.0040532i,-0.022176-0.0036861i,-0.025861-0.0074442i,-0.0032265-0.018121i,0.021704-0.030133i,0.00094688-0.012904i,0.0019298-0.0078823i,-0.0030026-0.0015105i,-0.00087612+0.001168i,-0.00023543-0.00052954i,-0.00070307-0.0010356i,-0.00072978+0.00055698i,-0.0012233-0.0054964i,-0.00080571+0.0031032i,-0.0010402+0.0028364i,0.00041406+0.00045745i,0.00086994-0.0012148i,0.0019082-0.00036431i,0.00017532+0.0012742i,0.0015437-0.0011197i,0.0037714-0.0019776i,0.001706-0.0015096i,0.00020184+1.0586e-05i,0.00052837+0.00095426i,0.00048966-0.00035777i,0.0006951+0.00019235i,0.00015709-0.00056607i,-0.0016362-0.0011619i,0.00050491-0.0022665i,-0.00011965-0.0012609i,0.0002999-0.00021337i,3.7311e-05-0.0026496i,-0.0010626-0.0065014i,0.0010863-0.0008255i,0.00069411-0.0005013i,0.00061094-0.00047376i,-0.0030942+0.00050656i,0.0015821-0.00075779i,0.0013933-0.00037216i,-0.0011953-0.0023118i,0.0043184-0.0035326i,0.015194+0.0060749i,0.029924+0.015819i,0.040832-0.0018952i,0.02288-0.020824i,-0.0037788-0.00048809i,0.015651-0.022881i,0.026768-0.010184i,0.021522-0.0075893i,0.018142-0.0022612i,0.014672+0.01798i,-0.0011649-0.002266i,-0.0047133+0.0053507i,-0.010806-0.0042813i,-0.00043092-0.0047302i,0.0024845+0.0026125i,0.0092338+0.011344i,-0.0015809+0.0011663i,0.0049681+0.0053434i,0.0010464+0.0028281i,0.0066291-0.0014686i,0.0022502-0.00025279i,-0.0023286+0.00087216i,-0.001588-0.01195i,-0.003447+0.0026965i,-0.000724-0.007825i,0.00014945+0.0033407i,-0.0034716+0.0024378i,-0.0010586-0.00032411i,0.0018665+0.0042645i,-0.0026461+0.00038921i,-0.0055284+0.0093458i,-0.0047444-0.0033327i,0.00094779+0.0016202i,-0.0013935+0.0018814i,0.0011272+0.0021296i,0.0028603-0.0092852i,-0.00031938+0.0070435i,-0.0027194-0.00013919i,-0.0025445+0.00069041i,-0.0016033+0.0049518i,-0.0010667-0.0028231i,0.0019038-0.0025064i,0.00093484-0.0047646i,0.0030763+0.0035544i,0.0042988+0.0012985i,0.022809-0.0020869i,-0.02052+0.0066119i,-0.0039662+0.031587i,0.0016626+0.0077703i,0.0099429+0.0013628i,0.00074116-0.0022379i,-0.0065595+0.010558i
0.015221-0.0011606i,0.034289-0.031241i,-0.010114-0.034278i,-0.0085454-0.0032106i,-0.021986+0.00011079i,-0.026061-0.0032699i,-0.0063915-0.016838i,0.017026-0.033176i,0.00016781-0.013325i,0.00024422-0.0073896i,-0.002579-0.0001566i,-0.00040536+0.0014024i,-0.00020899-0.00027446i,-0.00067197-0.00041289i,-6.4748e-05+0.00047748i,-0.0022949-0.0046749i,0.00055972+0.0032129i,0.00020406+0.0028314i,0.00073373+0.00027118i,0.00014444-0.0012539i,0.0015838-0.00097921i,0.00041235+0.0011707i,0.0010317-0.0015568i,0.0022163-0.0032923i,0.00060072-0.0021258i,9.0968e-06+0.00015397i,0.0010796+0.00071325i,0.00040664-0.00057582i,0.00071557-6.9174e-05i,-0.00030819-0.00049723i,-0.0020687-0.00047257i,-0.0003026-0.0022657i,-0.00063257-0.00089056i,0.00037811-0.00027161i,-0.00061513-0.0021903i,-0.0025355-0.0059735i,0.00075558-0.0010051i,0.00028586-0.00078786i,0.00054234-0.00089314i,-0.0031216+0.001618i,0.001095-0.0011155i,0.0013894-0.00067977i,-0.0015198-0.001586i,0.0035856-0.0046302i,0.015272+0.00073402i,0.029884+0.0079039i,0.038578-0.0089262i,0.017968-0.026564i,0.0015455-0.00079046i,0.0095149-0.027518i,0.024976-0.015218i,0.019271-0.012729i,0.016906-0.0044812i,0.016949+0.01115i,-0.0017402-0.0020625i,-0.0015084+0.0078413i,-0.013008+0.00092604i,-0.002274-0.0037253i,0.0027248+0.0025588i,0.011208+0.0073101i,-0.0001534+0.00020459i,0.0039492+0.0048208i,0.0014331+0.0015048i,0.0057472-0.0044487i,0.001972-0.0018701i,-9.7368e-05+0.0020561i,-0.0070805-0.010207i,-0.0021606+0.0050137i,-0.0042461-0.0078761i,0.0014816+0.0031071i,-0.0025715+0.0040401i,-0.0010923-9.4802e-06i,0.004677+0.0010809i,-0.0024928+0.00065891i,-0.00031807+0.0080019i,-0.0061624-0.00077814i,0.00091124+0.00043758i,-0.00144+0.0016696i,0.0013439+0.0010939i,-0.0012062-0.010505i,0.0024848+0.0052424i,-0.0027354-0.00017929i,-0.0026385+0.0012814i,0.00099652+0.0049395i,-0.0010902-0.0016863i,0.00144-0.0023334i,-0.00059651-0.005002i,0.0030383+0.0035793i,0.0041898+0.00052432i,0.020747-0.0051043i,-0.022983+0.01069i,0.0011342+0.029307i,0.0019943+0.004321i,0.010421-0.0014942i,0.0013999-0.0018334i,-0.0039119+0.010376i
0.01411-0.0039507i,0.028993-0.035675i,-0.015056-0.03155i,-0.0090294-0.0024334i,-0.021211+0.0037091i,-0.025681+0.00077205i,-0.0093137-0.015602i,0.011741-0.035799i,-0.00089566-0.014599i,-0.00099245-0.0067712i,-0.0018085+0.00068575i,0.00014672+0.0015207i,5.5649e-05-4.5572e-05i,-0.00035835-6.5479e-05i,0.00026329+0.00023227i,-0.0028724-0.0037405i,0.0015288+0.0025428i,0.0011921+0.0024974i,0.00092027+0.0001261i,-0.00038321-0.00094833i,0.0010693-0.0014501i,0.00051303+0.0012382i,0.00036698-0.0015685i,0.00057567-0.0035901i,-0.00030347-0.0020493i,0.00013359+0.00034971i,0.0012978+0.00012357i,0.00028657-0.0006993i,0.00064723-0.00032554i,-0.00056449-9.3881e-05i,-0.0021246+0.000329i,-0.00097555-0.0019i,-0.00081104-0.00048563i,0.00043606-0.00047749i,-0.0010942-0.002097i,-0.0036182-0.004923i,0.00060264-0.001321i,-0.00016407-0.00072016i,7.0898e-05-0.0012335i,-0.0027592+0.0027729i,0.0006013-0.001372i,0.0011089-0.0010719i,-0.001561-0.00080067i,0.0023129-0.0051814i,0.01304-0.0035754i,0.027722+0.0012985i,0.034931-0.015019i,0.011028-0.030029i,0.0047644-0.0044361i,0.0028158-0.029634i,0.023163-0.020405i,0.017471-0.017548i,0.016798-0.006986i,0.017965+0.0050885i,-0.0029136-0.0020017i,0.002229+0.0080102i,-0.012139+0.0069487i,-0.0035294-0.0023075i,0.0032118+0.002484i,0.011647+0.0037841i,-0.00013374-0.0011698i,0.002954+0.0050347i,0.0017882+0.0011554i,0.0030166-0.0062263i,0.00045427-0.0027438i,0.0016323+0.0011455i,-0.0098242-0.0054223i,0.0011893+0.0057259i,-0.0071754-0.0052106i,0.0024765+0.001917i,-0.00076301+0.0051051i,-0.00094837+6.097e-05i,0.0042322-0.0027819i,-0.0023369+0.0010241i,0.0020067+0.004441i,-0.0057673+0.0016879i,0.00021502-0.00038354i,-0.0014373+0.0023055i,0.001116-2.3165e-05i,-0.0059261-0.0093897i,0.0032629+0.0024998i,-0.0031655+4.5185e-06i,-0.002217+0.0022192i,0.0029733+0.0036232i,-0.00040074-0.0015136i,0.001357-0.0020629i,-0.0020661-0.0046035i,0.0025675+0.0040028i,0.0039618-0.00017847i,0.01994-0.0077567i,-0.022971+0.016529i,0.0047801+0.026292i,0.0002208+0.00094592i,0.009106-0.0046594i,0.0014998-0.0012143i,-0.0023462+0.0086261i
0.012142-0.0061653i,0.023311-0.039483i,-0.019602-0.02825i,-0.0096541-0.0018021i,-0.019707+0.0067643i,-0.024676+0.0045906i,-0.012228-0.013803i,0.0056879-0.037391i,-0.0032725-0.01605i,-0.0020807-0.0062649i,-0.00087717+0.0010624i,0.0007587+0.0013281i,0.00038664+3.7345e-06i,-5.4322e-05+7.4157e-05i,0.0005043-8.0319e-05i,-0.0031368-0.002875i,0.0021699+0.0018467i,0.0020691+0.0018532i,0.0010576-0.00038701i,-0.0005589-0.00062457i,0.00032484-0.001517i,0.0010663+0.0012809i,-0.00011763-0.0014184i,-0.00053881-0.0032912i,-0.0009318-0.0017997i,0.00032078+0.0003242i,0.0010667-0.00042193i,9.6742e-05-0.00080457i,0.00048403-0.00041648i,-0.00054328+0.00029559i,-0.0019735+0.0011488i,-0.0012942-0.0013819i,-0.00070751-9.236e-05i,0.00025656-0.00080615i,-0.0020366-0.0016409i,-0.0042994-0.0035591i,-0.00010948-0.0015839i,-0.00045557-0.00045612i,-0.00039682-0.00096158i,-0.0020544+0.003751i,-0.00014466-0.0013002i,0.00062548-0.001378i,-0.0011843-2.5057e-05i,0.0010491-0.0049933i,0.01005-0.0063218i,0.02439-0.0034714i,0.030404-0.019496i,0.0037456-0.030727i,0.0054714-0.0079607i,-0.0042739-0.029932i,0.02042-0.026208i,0.014848-0.02274i,0.016244-0.010587i,0.017491-0.0017826i,-0.0047439-0.0011061i,0.0051969+0.0063769i,-0.0084807+0.011379i,-0.0040727-0.00082015i,0.0036587+0.0023186i,0.011321+0.00043088i,-0.0011945-0.0017944i,0.0031447+0.0062784i,0.0025554+4.0031e-05i,0.00037716-0.0059815i,-0.00074997-0.0025515i,0.0021401-0.00015925i,-0.0096359-0.00054257i,0.004152+0.0043717i,-0.008427-0.0020079i,0.0022641+0.00070053i,0.001546+0.0049674i,-0.001184+0.00015604i,0.0017081-0.0052636i,-0.0022037+0.0012599i,0.001657+0.0012687i,-0.0044841+0.0035374i,-0.00075999-0.00050008i,-0.00088612+0.0026577i,0.00014324-0.00051512i,-0.0087604-0.0062895i,0.0026725+0.00064743i,-0.0032772+0.0004295i,-0.0010784+0.0025708i,0.0039058+0.0017639i,-0.00044504-0.0013816i,0.0017114-0.0021627i,-0.0027639-0.0034067i,0.0038025+0.0052105i,0.0032453-0.00047678i,0.017979-0.011186i,-0.020985+0.022443i,0.0073501+0.023225i,-0.0035287-0.00071917i,0.0053218-0.006238i,0.0023371-0.0013303i,-0.0025628+0.007003i
0.010282-0.0075239i,0.017186-0.04279i,-0.023215-0.024147i,-0.01059-0.00094116i,-0.018318+0.0088383i,-0.023066+0.0082719i,-0.014489-0.011522i,-8.3167e-05-0.037763i,-0.0066401-0.016852i,-0.0030349-0.0055872i,2.3928e-05+0.00080772i,0.0012618+0.0011095i,0.00068507+3.0916e-05i,0.00034003+0.00011887i,0.00050988-0.0004392i,-0.0031151-0.002368i,0.0030652+0.00091341i,0.0025415+0.00091269i,0.00066399-0.0010495i,-0.00053952-0.00027411i,-0.00019655-0.0013159i,0.0018843+0.0007557i,-0.00034331-0.0012553i,-0.001254-0.0029772i,-0.0015808-0.0014189i,0.00051296+0.00018181i,0.00074032-0.00058033i,-9.5923e-05-0.0007172i,0.00033929-0.00047208i,-0.00020209+0.00077843i,-0.0014791+0.0019846i,-0.0014941-0.0010016i,-0.00061231+0.00013937i,-8.066e-05-0.00083812i,-0.0024066-0.00045385i,-0.0043716-0.0021828i,-0.00082976-0.001244i,-0.00059563-0.00011885i,-0.00037383-0.0008009i,-0.00087814+0.0044809i,-0.00047902-0.00098473i,0.00021598-0.0014307i,-0.00056774+0.00040456i,0.00050281-0.0046017i,0.00794-0.0077372i,0.021379-0.0060432i,0.025967-0.0227i,-0.0026128-0.029328i,0.0042702-0.011043i,-0.011257-0.027365i,0.01588-0.031751i,0.011266-0.027187i,0.014246-0.013735i,0.01416-0.0075288i,-0.0061838+0.0012294i,0.0068576+0.0038386i,-0.0038485+0.013726i,-0.004412+0.00078334i,0.0044009+0.0022112i,0.0096899-0.0023582i,-0.0021628-0.0016463i,0.0044697+0.0071412i,0.0020192-0.0012484i,-0.0010207-0.0050977i,-0.0019044-0.0018978i,0.0019475-0.001012i,-0.0073989+0.0025079i,0.0060514+0.0018433i,-0.0082883+0.001509i,0.0017254+0.00055792i,0.0033098+0.0035102i,-0.0010934+0.00060487i,-0.0014288-0.0060372i,-0.002057+0.0012672i,-0.00014041+0.00018568i,-0.0029838+0.004672i,-0.0014621+0.0001802i,-0.00039963+0.002747i,-0.00053838-0.00026224i,-0.0099854-0.0028784i,0.0017147-0.00043971i,-0.0035036+0.001012i,-0.0002123+0.0024346i,0.0042505-0.00014782i,-0.00025872-0.00129i,0.0018754-0.0029167i,-0.0032355-0.0030483i,0.0055899+0.0045423i,0.0029115-0.00061029i,0.015465-0.013739i,-0.016924+0.028953i,0.0092917+0.020527i,-0.0075323+0.00015025i,0.0017245-0.0047868i,0.0024279-0.0022501i,-0.0032429+0.0063085i
0.0088198-0.0087241i,0.010084-0.045868i,-0.026043-0.020163i,-0.011368+0.00061298i,-0.017142+0.011511i,-0.020461+0.011499i,-0.016226-0.0090363i,-0.005978-0.037872i,-0.010633-0.016421i,-0.0038195-0.004917i,0.00040696+0.00030428i,0.0018206+0.00048952i,0.0011197-6.1581e-05i,0.00085337-0.00043371i,0.00030219-0.00071535i,-0.003342-0.0019921i,0.003328-0.00059152i,0.0025336+4.9682e-05i,8.1794e-06-0.0011651i,-0.00022845-0.00014684i,-0.00061412-0.0010497i,0.0020675-0.000248i,-0.00066812-0.0011452i,-0.0015853-0.003025i,-0.0019294-0.00091481i,0.00061016-2.3435e-05i,0.00050632-0.00075585i,-0.00024372-0.00053369i,0.00022797-0.00040823i,0.00058286+0.0010162i,-0.00056054+0.0025651i,-0.0017862-0.00051653i,-0.00023073+0.00035584i,-0.00032551-0.00080517i,-0.0018646+0.00029982i,-0.004174-0.0010769i,-0.0010556-0.00065115i,-0.000432+0.00030519i,-0.00060733-0.0008376i,0.000664+0.0045723i,-0.00052309-0.00072661i,-0.00019536-0.0015055i,4.1907e-05+0.00027454i,0.00032782-0.0047238i,0.0055031-0.0091294i,0.019645-0.0083343i,0.021529-0.025107i,-0.0078935-0.026164i,0.0034-0.012684i,-0.016677-0.022082i,0.0098831-0.036354i,0.0073235-0.031981i,0.012552-0.016635i,0.0093597-0.010708i,-0.0058601+0.0045441i,0.0072699+0.00093583i,0.00066167+0.013684i,-0.0040876+0.0024352i,0.0057387+0.0014548i,0.0073703-0.004047i,-0.0030421-0.0011958i,0.0072538+0.00691i,0.0010572-0.0012175i,-0.0020045-0.0042575i,-0.0024661-0.00083625i,0.0018026-0.0016353i,-0.0054741+0.0039493i,0.0064213-0.0015916i,-0.0067072+0.0044485i,0.002242+0.00093759i,0.0039382+0.0017944i,-0.00079563+0.00053238i,-0.0045972-0.0053443i,-0.002161+0.001447i,-0.0010676+0.0011957i,-0.0012725+0.0052152i,-0.0012997+0.0009101i,-5.0292e-05+0.0030915i,-0.00082427-1.9003e-05i,-0.010196+0.00029137i,0.00063715-0.0008232i,-0.003697+0.0021914i,8.6704e-05+0.0022077i,0.0037504-0.0024802i,-0.0003211-0.001792i,0.0014196-0.0038315i,-0.0039275-0.0022573i,0.0069639+0.0028843i,0.0028822-0.0008156i,0.012653-0.015548i,-0.0091543+0.033085i,0.01121+0.017237i,-0.010359+0.0029047i,2.675e-05-0.0018908i,0.0015672-0.002536i,-0.0037494+0.0061929i
