-0.025004-0.0047228i,-0.021137-0.0080097i,-0.013158-0.013957i,-0.036558-0.0088545i,-0.027132+0.0014413i,-0.03635-0.0030515i,-0.067556-0.035519i,-0.034173-0.014455i,-0.023279+0.002653i,0.0068386+0.0057794i,-0.005167+0.0072319i,-0.0076639+0.017431i,0.005492+0.0078332i,-0.0010472+0.0037291i,0.0041063+0.0043136i,0.0052742+0.02543i,0.021126+0.019053i,0.0012671-0.00066428i,0.00033122-0.0052942i,0.0088511+0.00035279i,0.0048986-0.0019733i,0.0027164+0.0019995i,0.0010585-0.00038802i,-0.022473+0.00078691i,-0.0061759-0.0030054i,-0.0013942+0.0032219i,0.0032819-0.0036205i,-0.001642+0.00010774i,-0.00065461+0.00098928i,-0.0025655-0.0017188i,-0.0041523-0.00057028i,-0.0070674-0.0084922i,-0.0058388-0.0052878i,-0.00062878-8.6204e-05i,-0.00062508-0.0022081i,-0.00083172+0.0205i,0.0027552-0.0041031i,0.0010272-0.0044589i,0.0025288-0.0021118i,-0.002304-0.0028653i,0.0010107-0.00015338i,0.0074417+8.2939e-05i,0.0040115-0.0020626i,0.00024384+0.0023252i,-0.014232+0.015355i,-0.026983+0.052793i,-0.0065665-0.036912i,-0.015107-0.019031i,-0.040593-0.01635i,-0.027414-0.0127i,0.035096-0.0105i,0.0057986-0.029737i,0.012813-0.037885i,-0.0084683-0.0296i,0.025682-0.023331i,0.013146+0.0073108i,0.031959-0.037488i,-0.0019907-0.0039682i,0.0061805-0.0089339i,-0.00042449-0.006132i,-7.0563e-05-0.034678i,-0.014486+0.029663i,0.0086539-0.01148i,-0.0083657-0.0044157i,-0.0025416-0.0020443i,0.00011624-0.014891i,-0.0082156+0.0062754i,0.0038366+0.0065364i,-0.00042595+0.027406i,0.0025099+0.00082481i,-0.0070751-0.0042443i,-0.004074-0.0060338i,-0.013324-0.010148i,-0.0026777-0.0058722i,-0.032945+0.016747i,-0.0054937-0.0090235i,-0.013075-0.00079558i,-0.0090177-0.006844i,0.0016525-0.0017237i,-0.013361+0.0014929i,-0.0013693-0.00078682i,0.0059465+0.0056133i,0.0037128-0.0052629i,-0.012854-0.014927i,0.0080144+0.0090064i,-0.014165+0.0055571i,0.0053143+0.0004462i,-0.019534-0.0020949i,-0.015836-0.0041972i,-0.015476-0.036127i,0.019803-0.0098002i,-0.040927-0.02437i,-0.010075+0.0060009i,0.017315+0.014672i,-0.022816+0.017621i,-0.0045385-0.0036867i
-0.0090615-0.0077916i,-0.0020827-0.010056i,-0.00064609-0.010077i,-0.0070894-0.014141i,-0.0058545-0.021973i,-0.015639-0.010956i,-0.0037811-0.013138i,-0.0030038-0.014202i,-0.0071175-0.0049172i,0.0049249+0.0023545i,0.003097+0.0016548i,0.0020298-0.00052769i,0.0036946-0.0015271i,0.0036089+7.2304e-05i,0.0018716-0.0017949i,0.0047342+0.0006342i,0.00040485+0.0013318i,-0.0029137+0.0030748i,-0.0012023+0.0018641i,-0.00061391+0.0031369i,-0.0022453+0.003217i,-0.0015967+0.0023538i,0.00011692+0.0029441i,-0.0040017+0.0019109i,0.0019323-0.0021116i,0.0012295-0.0028871i,0.0020813-0.0034038i,0.0029238-0.0016925i,0.0023644-0.0018386i,0.00097338-0.0026704i,0.00033318-0.00042943i,0.0016179-0.00084828i,0.0011514-0.00041229i,0.00017817-0.00014849i,-1.7582e-05+0.00031441i,0.0060642-0.0039232i,0.0019205-0.0022291i,0.0017213-0.0020086i,0.0010932-0.002407i,-0.00068877+0.000785i,-0.0017946+0.0015863i,-0.0023276+0.0015025i,0.0038099-0.00073964i,0.0011259-0.00097759i,-0.013444-0.0082566i,-0.014112-0.0064247i,0.002628-0.01461i,-0.0026156-0.0055759i,-0.021973-0.035188i,-4.5591e-05-0.0088857i,-0.00013496-0.0026409i,-0.010628+0.0094734i,0.012164-0.013061i,-0.015264-0.010042i,0.00071286-0.0086859i,-0.00072165-0.0018632i,0.0019103-0.0036335i,0.0046535+0.00068465i,0.0010061+0.0063961i,-0.0090614+0.0085218i,-0.0053987-0.0026911i,0.0032942+0.0093001i,-0.0047493+0.0010037i,-0.00024315+0.0042859i,-0.0018382+0.0031903i,-0.00092104+0.00042364i,0.0050688-0.00043373i,-0.0044741+0.00285i,0.0011602+0.00027426i,-0.0025815-0.00057795i,0.0020346+0.0004966i,0.0036611-0.0004179i,-0.0010068-0.0013199i,0.0010487-0.00046879i,-0.0070529-0.007812i,0.0048938-0.0070146i,0.00021545-0.0020099i,0.0011974-0.0015503i,0.00036478-0.0021656i,0.0062515-0.0045846i,-0.0039001-0.003352i,0.0021899-0.0065312i,0.0012499-0.0033197i,-0.0011269-0.0049097i,0.0035983-0.0033362i,0.0043214+0.0012425i,0.0020866-0.0022759i,-0.0032882+0.0069464i,0.0012121+0.00059733i,-0.0081763-0.018596i,-0.027243+0.00047348i,-0.027186+0.018199i,-0.0072584+0.013619i,-0.00056385+0.0027176i,0.0067629-0.0076982i,-0.013724+0.0059922i
-0.009953-0.006416i,-0.0040348-0.010496i,-0.0022175-0.010062i,-0.0091897-0.012142i,-0.009735-0.020722i,-0.016274-0.0079549i,-0.0066686-0.013221i,-0.0057693-0.013453i,-0.0079017-0.0040256i,0.0054226+0.00079964i,0.00352+0.00036602i,0.0020273-0.0008844i,0.002788-0.0022555i,0.003458-0.00073419i,0.0014779-0.0021309i,0.0048723-0.00049024i,0.0011196+0.0012776i,-0.0016308+0.0036898i,-0.00059872+0.0019986i,0.00025378+0.0031465i,-0.0010989+0.0040154i,-0.00058381+0.0027775i,0.0011102+0.0028694i,-0.0036209+0.0033672i,0.0012095-0.0025686i,0.00025448-0.0030964i,0.00077741-0.0033835i,0.0020889-0.0026002i,0.001496-0.0023724i,-3.9157e-05-0.002663i,0.00022936-0.00079167i,0.0015231-0.0014287i,0.00097728-0.00084079i,0.00043523-0.00024591i,0.00013097+6.5711e-06i,0.004267-0.0053759i,0.00076457-0.0026536i,0.00070869-0.0025672i,0.00016695-0.0023669i,-0.00028016+0.00062552i,-0.0012395+0.0019352i,-0.0017485+0.0020744i,0.0025763-0.0013135i,0.0013629-0.0012452i,-0.014373-0.0058966i,-0.014301-0.0031777i,0.0013979-0.014492i,-0.0019996-0.0076969i,-0.026979-0.028474i,0.0009327-0.009714i,0.0007238-0.0035841i,-0.008165+0.00817i,0.0077047-0.018471i,-0.01415-0.010674i,-0.0024804-0.0074782i,-0.0033869-0.0010007i,0.00021546-0.0048644i,0.0036209-0.00072256i,0.0023909+0.0056416i,-0.0048679+0.010918i,-0.0051484+8.146e-05i,0.0047439+0.0072986i,-0.0040193+0.0024986i,0.0018964+0.0049175i,-0.00027872+0.003976i,-0.0013541+0.00058115i,0.0055274-0.0036827i,-0.0045823+0.0032381i,0.00148-0.00057764i,-0.0026039+0.0013182i,0.0021487-0.000544i,0.0026991-0.0020701i,-0.00078427-0.00034968i,0.0010262-0.0010457i,-0.0079666-0.0040181i,0.0017995-0.0080887i,-0.00023712-0.0024183i,-0.00040351-0.0025324i,-0.00052596-0.0021009i,0.0051275-0.0065718i,-0.0046222-0.0012217i,-0.00044029-0.0068144i,0.0006568-0.0037085i,-0.0021197-0.0036422i,0.0014542-0.0035654i,0.0041217-0.00018782i,0.0018199-0.002242i,0.0055849+0.010209i,-0.00024701+0.00081191i,-0.01201-0.018462i,-0.02597+0.0059814i,-0.02381+0.024235i,-0.0059828+0.011639i,0.00086957+0.0051836i,0.0040106-0.0065199i,-0.013413+0.0085783i
-0.010311-0.0050151i,-0.0063555-0.010472i,-0.0037317-0.0098269i,-0.010404-0.0098331i,-0.013444-0.018841i,-0.016381-0.0053633i,-0.0095105-0.012635i,-0.0080103-0.012027i,-0.008491-0.0029063i,0.0051255-0.00058975i,0.0031558-0.0010982i,0.0019627-0.0012231i,0.0018214-0.0024509i,0.0033102-0.0014042i,0.00089961-0.002396i,0.0048875-0.0015223i,0.001639+0.00067229i,-0.00040082+0.0037237i,-0.00012695+0.0020547i,0.0011366+0.002816i,0.00036568+0.004165i,0.00038892+0.0027358i,0.0019709+0.0024035i,-0.0038593+0.0049845i,0.000484-0.0027738i,-0.00062368-0.0029601i,-0.00032444-0.0032846i,0.00098884-0.0031544i,0.00060386-0.0025776i,-0.00090289-0.0024054i,-0.00014213-0.0009764i,0.0009083-0.0021312i,0.00053137-0.001249i,0.0004233-0.00075189i,0.0001741-0.00023685i,0.0021398-0.0061583i,-0.0001871-0.0026214i,-0.00036378-0.0026294i,-0.00054868-0.0020602i,-7.7912e-06+0.00038108i,-0.00053591+0.0022516i,-0.0010601+0.0024912i,0.0021961-0.0012924i,0.0010833-0.0017454i,-0.014557-0.0034914i,-0.012528-0.00049903i,0.000856-0.014572i,-0.0027963-0.0092483i,-0.029455-0.021321i,0.0018136-0.011056i,0.0011154-0.0050175i,-0.0058123+0.007293i,0.0026196-0.01985i,-0.014115-0.010113i,-0.0051687-0.0049499i,-0.0051205+0.0013713i,-0.0027943-0.005092i,0.0021067-0.0013501i,0.0029718+0.0047825i,-0.0010945+0.011272i,-0.0037917+0.0019239i,0.0051282+0.0052577i,-0.0030728+0.0043814i,0.0039063+0.0040365i,0.0012216+0.0037316i,-0.001483+0.0013994i,0.0044246-0.0057873i,-0.0033753+0.0039662i,0.0015225-0.001213i,-0.00073926+0.002319i,0.0016836-0.0014545i,0.00088124-0.0024096i,-0.00045474-0.0001113i,0.0011859-0.0016577i,-0.0074838-0.00075036i,-0.00070418-0.0078574i,-0.00094949-0.0025652i,-0.0017075-0.0021945i,-0.0010463-0.0018749i,0.002822-0.0082384i,-0.0042382+0.00081116i,-0.0026661-0.0062683i,-0.0005467-0.0040494i,-0.0025229-0.0028689i,0.00074905-0.0031575i,0.0032546-0.001225i,0.0018994-0.0025572i,0.0032962+0.0032238i,-0.0011994+0.0018233i,-0.014507-0.016629i,-0.022955+0.010376i,-0.018252+0.028666i,-0.0058692+0.010457i,0.0030463+0.00581i,0.0014933-0.0049364i,-0.011633+0.010925i
-0.010585-0.0036504i,-0.0086916-0.0094443i,-0.0051637-0.009614i,-0.010879-0.0077533i,-0.016793-0.015904i,-0.016447-0.0030113i,-0.01242-0.011148i,-0.0095964-0.010166i,-0.0087939-0.001391i,0.0045455-0.0013905i,0.0018908-0.0016881i,0.0017489-0.0018619i,0.0011663-0.0022526i,0.003022-0.0022961i,0.00020942-0.0023321i,0.0047238-0.0024573i,0.0015737-0.00017631i,0.00048826+0.0035906i,0.00043359+0.0021573i,0.001798+0.0021045i,0.0016476+0.0036659i,0.0011617+0.0022773i,0.0025238+0.001717i,-0.021877+0.0081261i,-0.00029136-0.0028312i,-0.0015299-0.0026814i,-0.0015355-0.0028753i,-0.0002571-0.0032508i,-0.00027445-0.0025302i,-0.001704-0.0019407i,-0.00056588-0.001036i,-3.4999e-05-0.0023157i,-3.7601e-05-0.0014638i,8.315e-08-0.0011323i,2.3524e-05-0.0006246i,0.00023062-0.0061498i,-0.00098879-0.0023458i,-0.0013333-0.002306i,-0.00095884-0.0016127i,5.8812e-05+4.0108e-05i,0.00023307+0.0023191i,-0.00026102+0.0026955i,0.0017537-0.0013856i,0.00053549-0.0018983i,-0.014146-0.0015055i,-0.0098314+0.00020002i,0.00047989-0.014793i,-0.0035557-0.0099139i,-0.028996-0.014111i,0.0020152-0.013594i,0.00079697-0.0066046i,-0.0036781+0.0052443i,-0.00085142-0.020444i,-0.013377-0.00979i,-0.0054393-0.0015593i,-0.0056401+0.0046234i,-0.0061079-0.0036706i,0.00098824-0.0013438i,0.0034586+0.0044087i,0.0018224+0.010985i,-0.0024522+0.0031128i,0.0050894+0.0034843i,-0.00024672+0.0055832i,0.0054519+0.0024336i,0.0026548+0.0030553i,-0.0010044+0.00217i,0.0029819-0.0074472i,-0.0020856+0.004216i,0.0013078-0.002084i,0.00062441+0.0015544i,0.00081689-0.0021479i,-9.2816e-05-0.0034249i,-0.00023802+0.0003926i,0.00081064-0.0025808i,-0.0057153+0.0018435i,-0.0030101-0.0071368i,-0.0014715-0.0026505i,-0.0027187-0.0017447i,-0.0015585-0.0019753i,-7.4097e-05-0.0091253i,-0.0028983+0.0024046i,-0.0038739-0.0047017i,-0.0019072-0.0038144i,-0.0034914-0.0019707i,-0.00016162-0.0032458i,0.0023651-0.0012753i,0.0016982-0.0033656i,0.0013054+0.0028674i,-0.0010655+0.0031098i,-0.016422-0.015077i,-0.019652+0.012072i,-0.011034+0.030216i,-0.0055021+0.010789i,0.0042813+0.0071092i,0.00038198-0.002369i,-0.0090802+0.012275i
-0.010512-0.0022769i,-0.01042-0.0075549i,-0.0068485-0.0091016i,-0.011079-0.0062167i,-0.019029-0.012447i,-0.016152-0.00069757i,-0.014657-0.0085474i,-0.010565-0.0083695i,-0.0084443+0.00019675i,0.0044934-0.0016748i,0.0010358-0.0012792i,0.0011759-0.0022432i,0.00072539-0.0020861i,0.0020315-0.0029051i,-0.00023239-0.0018818i,0.004304-0.0038757i,0.0012125-0.00044359i,0.0015573+0.0033105i,0.0010385+0.0019254i,0.0019739+0.0013935i,0.0026305+0.0028184i,0.0016848+0.0016038i,0.0030173+0.0010086i,0.0024058-0.0036859i,-0.0011193-0.002792i,-0.002418-0.002072i,-0.0023711-0.0018393i,-0.0013878-0.002857i,-0.0010809-0.0021876i,-0.002316-0.0011958i,-0.0011362-0.00085477i,-0.00095655-0.0020704i,-0.00074454-0.0014837i,-0.00060846-0.0011079i,-0.00051137-0.00078976i,-0.0014777-0.0057502i,-0.0018282-0.0017982i,-0.0021574-0.0016026i,-0.0012234-0.001322i,-0.00013867-0.00030174i,0.00094417+0.0020231i,0.00056393+0.0025917i,0.001414-0.0014493i,0.0001316-0.0018883i,-0.013254+0.00016241i,-0.0080984-0.00084361i,0.00029479-0.015788i,-0.0037328-0.011472i,-0.025425-0.0083888i,0.00069602-0.01656i,3.5777e-05-0.00753i,-0.0029609+0.0030492i,-0.0045224-0.019941i,-0.012424-0.010054i,-0.0043201-0.00012066i,-0.0038307+0.0081976i,-0.0081835-0.00064747i,0.00038909-0.001169i,0.0041299+0.0038579i,0.0047212+0.010316i,-0.00065288+0.0033909i,0.0036738+0.0018262i,0.0024196+0.004163i,0.0063237-1.1342e-05i,0.0038055+0.0017643i,5.2821e-06+0.0030001i,0.00016382-0.0094308i,-0.0013323+0.0047035i,0.00076678-0.002659i,0.00060188+0.0010772i,-0.00022963-0.0022434i,0.00029017-0.0030752i,0.0012491+0.00085176i,-0.00026052-0.003474i,-0.0032804+0.0030774i,-0.0056765-0.0056555i,-0.0022774-0.0026674i,-0.0034112-0.00084606i,-0.0022929-0.0017048i,-0.0029262-0.008987i,-0.0010717+0.0026947i,-0.0041837-0.0035151i,-0.0027727-0.0032036i,-0.0043169+0.00029634i,-0.0016475-0.0024133i,0.0018368-0.0011386i,0.0007607-0.0041931i,9.864e-05+0.0037237i,-0.00036077+0.004067i,-0.018305-0.012735i,-0.019466+0.012812i,-0.0053737+0.028182i,-0.0041427+0.010729i,0.011931+0.0056195i,0.0011431-0.00018437i,-0.0061565+0.012436i
-0.00991-0.00092178i,-0.011176-0.0055264i,-0.0084186-0.0081247i,-0.011269-0.0046572i,-0.020544-0.0089964i,-0.015427+0.0013336i,-0.015705-0.0058545i,-0.011193-0.0068136i,-0.0074646+0.0015409i,0.0052274-0.0030642i,0.00096253-0.0007229i,0.00058266-0.0023014i,0.00042882-0.0018987i,0.0012497-0.0028661i,-0.00027936-0.0016909i,0.002735-0.0046322i,0.0011825-0.00088976i,0.0023284+0.0025947i,0.0014658+0.0015469i,0.0020694+0.00092589i,0.0032121+0.0016898i,0.0018491+0.00083302i,0.0032084-2.638e-05i,0.0019872-0.002352i,-0.0021769-0.0023974i,-0.0031907-0.0011487i,-0.0024154-0.0007853i,-0.002337-0.0021118i,-0.0016678-0.0016797i,-0.0025262-0.00026731i,-0.0015296-0.00028585i,-0.0017694-0.0014035i,-0.001486-0.00098252i,-0.00099627-0.00076856i,-0.0009649-0.00048304i,-0.0030215-0.00499i,-0.0022989-0.00071721i,-0.0025711-0.00060528i,-0.00157-0.00089871i,-0.0006136-0.00040641i,0.0014546+0.0016479i,0.0014189+0.0023025i,0.00096027-0.0014092i,-0.00032398-0.0018278i,-0.012034+0.0012896i,-0.0076733-0.0021988i,-0.00042605-0.017423i,-0.0059277-0.013468i,-0.020769-0.0068508i,-0.0023831-0.018608i,-0.00066718-0.0081722i,-0.0024789+0.0016856i,-0.0072798-0.017616i,-0.012253-0.011292i,-0.0034765+0.00064062i,-6.3062e-05+0.010163i,-0.01009+0.0035753i,-0.00028449-0.00082515i,0.0046903+0.0033713i,0.0069736+0.0085137i,0.00073033+0.0029253i,0.0024947+0.0015604i,0.0027441+0.0022933i,0.0056752-0.0027115i,0.0042659-0.00034081i,0.002009+0.003122i,-0.0043356-0.0085401i,-3.8824e-05+0.00586i,-0.00055252-0.0028868i,0.0014076+0.0010167i,-0.0010577-0.0018412i,-0.00030926-0.0027815i,0.002988-0.0011722i,-0.0011364-0.003457i,-0.00047936+0.0022061i,-0.0073076-0.0030724i,-0.0032498-0.0022356i,-0.0040016+0.00020187i,-0.0027984-0.0011196i,-0.0057951-0.0080169i,0.00059874+0.0018456i,-0.0046826-0.0027408i,-0.0038363-0.0023612i,-0.0023492+0.0019332i,-0.0016013-0.00078719i,0.0014969-0.00092853i,-0.00062037-0.0045517i,-0.00012813+0.0049774i,0.00062403+0.0047162i,-0.019334-0.0096809i,-0.01929+0.015527i,-0.0023499+0.025675i,-0.0028755+0.0099409i,0.010553+0.00071702i,0.0024441+0.0006574i,-0.0035038+0.011168i
-0.0090658-0.00020237i,-0.01108-0.0037288i,-0.0096445-0.0068571i,-0.011127-0.0033367i,-0.021329-0.0052809i,-0.014746+0.0030625i,-0.016191-0.0034617i,-0.011722-0.0052924i,-0.0060753+0.0022172i,0.0041432-0.0049986i,0.0012312-0.00048846i,8.4817e-05-0.0020854i,0.00027923-0.0017439i,0.00084972-0.002772i,-0.00045157-0.0016897i,0.0016186-0.0046903i,0.00050824-0.0012519i,0.0028772+0.001762i,0.0016889+0.0012007i,0.0022543+0.00052635i,0.0032521+0.00052687i,0.0016341+0.0002701i,0.0028171-0.00080176i,0.0013124-0.0024988i,-0.0028965-0.0015253i,-0.0035367+0.00019085i,-0.002338-7.1049e-05i,-0.0029285-0.0010509i,-0.0020563-0.0010591i,-0.0024075+0.00058255i,-0.0015642+0.00037443i,-0.0020933-0.00038642i,-0.0017391-0.00012614i,-0.0012116-0.00044416i,-0.001108-6.3848e-05i,-0.0040168-0.003429i,-0.0020471+0.0002296i,-0.0025078+0.00044386i,-0.0017066-0.00037759i,-0.0011307-0.00017354i,0.0020253+0.001203i,0.002004+0.0017343i,0.00077456-0.0012739i,-0.00063861-0.0015232i,-0.011172+0.001552i,-0.0080606-0.0029393i,-0.0020983-0.01888i,-0.0089802-0.013947i,-0.018478-0.0081704i,-0.0056521-0.019308i,-0.0012327-0.0085571i,-0.0016174-7.9217e-06i,-0.0075546-0.015636i,-0.012588-0.012151i,-0.0031707+0.00064768i,0.0040827+0.009783i,-0.010544+0.009323i,-0.0006612-0.00039481i,0.005446+0.002747i,0.0084344+0.0068067i,0.0013676+0.0018045i,0.00149+0.0022799i,0.0025568+0.0015935i,0.0034674-0.0046731i,0.003182-0.0021555i,0.0033839+0.001769i,-0.006559-0.0051595i,0.0027238+0.0058296i,-0.0018262-0.0023937i,0.0019722-0.00014844i,-0.0016105-0.0011889i,-0.00086658-0.0027285i,0.0021856-0.0039858i,-0.0013487-0.0027013i,0.00036725+0.00036388i,-0.0075071-0.00043197i,-0.0040548-0.0014263i,-0.0038885+0.0017602i,-0.0032208-0.00034699i,-0.0086924-0.0056373i,0.00098544+0.00033677i,-0.0051784-0.0016528i,-0.0047568-0.00093114i,-0.00078203+0.0022253i,-0.0013965-0.00053647i,0.0015626-0.00050425i,-0.0021035-0.0042366i,0.00032713+0.0069299i,0.0019228+0.0044693i,-0.018652-0.0071405i,-0.017911+0.01876i,-0.00054819+0.024222i,-0.0021093+0.0082926i,0.0091206-0.002039i,0.003551+0.0008356i,-0.0026488+0.0090416i
-0.0086+0.00020751i,-0.01065-0.0026275i,-0.010626-0.0054464i,-0.010931-0.0022296i,-0.021335-0.001759i,-0.01407+0.0047002i,-0.016449-0.0011647i,-0.012086-0.0036922i,-0.0047046+0.002208i,0.0024264-0.0059677i,0.0016202-0.00055106i,-0.00015026-0.0018894i,0.00019414-0.00167i,0.00036266-0.0028577i,-0.00075937-0.001609i,0.0007078-0.0045993i,-0.00033862-0.00098468i,0.0032641+0.00092559i,0.0020049+0.00081257i,0.0024324-3.7679e-05i,0.002874-0.00025093i,0.0014305-6.4159e-05i,0.0023635-0.0013737i,0.00065687-0.0027256i,-0.0032746-0.00046093i,-0.0032987+0.0015387i,-0.0023047+0.00063305i,-0.0029523+0.00010803i,-0.0022893-0.00031497i,-0.0021105+0.0012617i,-0.0013394+0.00087826i,-0.0017569+0.00057918i,-0.0013716+0.0007044i,-0.0014431-2.7799e-05i,-0.0012043+0.00033659i,-0.0041257-0.0017589i,-0.0017348+0.00082809i,-0.0021402+0.0013223i,-0.0017374+0.00015279i,-0.0014301+0.00020667i,0.0021746+0.00046793i,0.0023203+0.00097253i,0.0007438-0.0012742i,-0.0007097-0.0011528i,-0.010878+0.0017738i,-0.009002-0.0030815i,-0.0044859-0.019662i,-0.012139-0.013197i,-0.018559-0.008921i,-0.0091194-0.019393i,-0.00088001-0.0097185i,-0.0015653-0.0024134i,-0.0076887-0.015125i,-0.013535-0.013655i,-0.0037925+0.00089326i,0.007496+0.0077456i,-0.0063955+0.015083i,-0.00061521-4.3057e-05i,0.0060279+0.0017362i,0.01005+0.0044924i,0.0014299+0.0012977i,0.0016214+0.003425i,0.0029648+0.00091178i,0.0011035-0.0045762i,0.0018397-0.0029226i,0.0037684+0.0001259i,-0.0067857-0.0019799i,0.0049454+0.0040648i,-0.0022572-0.0011469i,0.0012042-0.0011713i,-0.0017081-0.00041782i,-0.0017585-0.0025635i,-0.00010854-0.0053866i,-0.0021822-0.0011602i,-0.0011822-0.0011683i,-0.00701+0.0019954i,-0.0045933-0.00013239i,-0.003219+0.0027406i,-0.0034666+0.00075532i,-0.0097396-0.0020805i,0.00034319-0.0006081i,-0.0055835-0.00045118i,-0.0043051+0.00040688i,0.00068501+0.0018031i,-0.0014684+0.00056638i,0.0022868-0.00029495i,-0.0032283-0.0029954i,0.0033956+0.0090571i,0.0025199+0.0039468i,-0.018474-0.0056404i,-0.015917+0.02182i,0.0016866+0.022771i,-0.002808+0.0068893i,0.0067093-0.0031282i,0.005073+0.00013913i,-0.003146+0.0075129i
-0.0081414+0.00065595i,-0.01049-0.0023948i,-0.011279-0.0038134i,-0.010669-0.00141i,-0.020956+0.0013428i,-0.013111+0.0064964i,-0.016303+0.0011329i,-0.012273-0.0020144i,-0.0035652+0.0014819i,0.00081848-0.0058031i,0.0020285-0.001071i,-0.00025418-0.0016047i,2.6941e-05-0.0015854i,-0.00021228-0.0028087i,-0.0010604-0.0014301i,2.4835e-05-0.0047456i,-0.00037955-0.00020204i,0.0034043-7.7643e-05i,0.0022527+0.00023025i,0.0024444-0.00059839i,0.0026543-0.00069761i,0.001324-0.00021789i,0.002059-0.001772i,4.8716e-05-0.0028082i,-0.0032413+0.00055751i,-0.0024691+0.0026774i,-0.001872+0.0014754i,-0.002567+0.0011461i,-0.002214+0.00048837i,-0.001676+0.0018818i,-0.00098323+0.001234i,-0.0011598+0.001053i,-0.00086123+0.0010941i,-0.0015041+0.00062189i,-0.0011195+0.00091499i,-0.0037919-0.0003668i,-0.0013443+0.0013963i,-0.0014413+0.0020659i,-0.001565+0.00066738i,-0.0015965+0.0008419i,0.0022989-0.00019036i,0.0025106+0.00036808i,0.00073539-0.0015653i,-0.00074348-0.00096734i,-0.010984+0.0022284i,-0.0095497-0.002087i,-0.0068706-0.020004i,-0.015004-0.011456i,-0.01976-0.0086672i,-0.013155-0.018108i,-0.0016309-0.011238i,-0.001957-0.0043908i,-0.0078455-0.014417i,-0.016367-0.014562i,-0.0047201+0.0021116i,0.0097386+0.0045504i,0.0018794+0.015573i,-0.00062012+8.8919e-05i,0.0063446+0.00076586i,0.010767+0.0015774i,0.0015723+0.00060246i,0.0028588+0.003989i,0.0029067+0.00020819i,-2.5644e-05-0.0037091i,0.0003402-0.0029494i,0.0033166-0.0011256i,-0.005782+1.9691e-05i,0.0061599+0.0018499i,-0.0017498+0.0003475i,8.7723e-05-0.00096385i,-0.001384+9.1698e-05i,-0.0023853-0.0019292i,-0.0025103-0.0055637i,-0.002763-0.00025561i,-0.0027934-0.0013919i,-0.0058465+0.004131i,-0.0045988+0.0015873i,-0.0027184+0.0035996i,-0.0028571+0.0019287i,-0.009177+0.0010482i,-0.0004019-0.00099944i,-0.0058089+0.0010965i,-0.0033384+0.0017287i,0.0013825+0.00078069i,-0.00060021+0.0011885i,0.0029929-0.00098348i,-0.0037185-0.0020075i,0.0073358+0.0077529i,0.0032203+0.0036755i,-0.017966-0.0041213i,-0.01345+0.025935i,0.0035421+0.021104i,-0.0041326+0.0065362i,0.0048775-0.0024996i,0.0056322-0.0021669i,-0.0040955+0.0071265i
-0.0076638+0.00091103i,-0.01145-0.0023127i,-0.011441-0.0023408i,-0.010675-0.00060171i,-0.020292+0.004758i,-0.011671+0.008083i,-0.015795+0.0033286i,-0.011753-0.00010871i,-0.0032768+0.00029047i,-8.1013e-06-0.0057173i,0.0019615-0.0019773i,-0.00012156-0.0015562i,-3.029e-05-0.0014189i,-0.00063812-0.0027714i,-0.0012859-0.001212i,-0.00089188-0.0047865i,0.00019683+7.3015e-05i,0.0032275-0.0010007i,0.0023258-0.00049211i,0.0024708-0.0012446i,0.0024051-0.001189i,0.0012628-0.00039127i,0.0015322-0.002313i,-0.0002592-0.0032005i,-0.0030142+0.0015207i,-0.001252+0.0033303i,-0.0012298+0.0019662i,-0.0019237+0.0019171i,-0.0018461+0.00111i,-0.0010078+0.0023945i,-0.00050893+0.0015238i,-0.00049849+0.0012436i,-0.00021305+0.0013248i,-0.0011776+0.0013015i,-0.000677+0.0014187i,-0.0031505+0.00071731i,-0.00060749+0.0017475i,-0.00040326+0.0024691i,-0.0012846+0.0011051i,-0.0013066+0.001833i,0.0021476-0.00083645i,0.0027389-0.00040484i,0.00031382-0.0021533i,-0.00079042-0.00085667i,-0.011262+0.0029216i,-0.0090249-0.00082922i,-0.0094398-0.019767i,-0.01724-0.0081879i,-0.020299-0.0072071i,-0.016616-0.014787i,-0.0030644-0.012805i,-0.0028622-0.0067994i,-0.0078619-0.014757i,-0.019838-0.013149i,-0.0044511+0.0045441i,0.010399+0.00077523i,0.0056917+0.012679i,-0.0006905+0.00018438i,0.0069071-0.00039716i,0.01054-0.0017468i,0.0014106+0.00017517i,0.004871+0.003375i,0.0027847-2.8292e-05i,-0.00049901-0.003008i,-0.00073737-0.0025266i,0.002818-0.0018958i,-0.0052237+0.0013036i,0.0062518-0.00073909i,0.0008687-0.00031245i,-5.709e-05+6.9581e-05i,-0.0011003+0.00034499i,-0.002849-0.0015174i,-0.0049591-0.0046791i,-0.0030087+0.00058486i,-0.0032953-0.00040466i,-0.0036076+0.0055429i,-0.0035741+0.0032623i,-0.001728+0.0048186i,-0.001848+0.0024035i,-0.0080676+0.003429i,-0.0013809-0.00086657i,-0.0054497+0.0029143i,-0.0024513+0.0027158i,-0.0041006+0.030837i,0.00020568+0.00066554i,0.002981-0.001935i,-0.0043003-0.00068346i,0.0095532+0.0043339i,0.0045373+0.0031045i,-0.017726-0.0029024i,-0.0078762+0.02861i,0.0055682+0.018875i,-0.0054681+0.0070831i,0.0041677-0.0019337i,0.004339-0.0039642i,-0.0047916+0.0076158i
