-0.008491-0.039508i,-0.013272-0.043722i,0.00082955-0.046233i,-0.027077-0.027827i,-0.01997+0.014366i,-0.032891-0.031166i,-0.061081-0.059199i,-0.023574-0.070961i,-0.044127-0.057627i,0.0022651+0.015143i,-0.0075608+0.010133i,-0.014147+0.012902i,0.0018794+0.016232i,-0.0037827-0.0032036i,0.00077599+0.0064545i,0.0017317+0.037619i,0.018673+0.059426i,0.0011052-0.0004384i,-0.0054292-0.0085893i,0.0070961+0.0044881i,0.0017864+0.00088955i,-0.001276+0.0035736i,2.5613e-06-0.0013371i,-0.033848-0.0083097i,-0.00233-0.0076336i,-2.4837e-05+0.0043838i,0.0045238+0.00023183i,0.00025503+0.00095439i,-4.8219e-05-0.00090422i,-0.00016662-0.0029602i,-0.00076011-0.0055115i,-0.0027567-0.0040105i,0.00010155-0.0078959i,0.0030479-0.001068i,0.0030086-0.0028651i,-0.0030135+0.035002i,0.0061858-0.0047442i,0.0030226-0.0020204i,0.0050726-0.00031822i,-0.010036+0.015707i,-0.00032292+0.00012929i,0.0080258+0.00020121i,0.0061363-0.00011731i,-0.0033428+0.0040188i,0.002935+0.0017599i,-0.0030534+0.0068825i,0.012783-0.088167i,-0.0077341-0.048872i,-0.025039-0.03935i,-0.020609-0.041235i,0.062189-0.018571i,0.026582-0.062344i,0.037693-0.04566i,0.02925-0.05762i,0.018584-0.015875i,0.0085227+0.0095405i,0.022408-0.032967i,-0.0069871-0.005561i,0.0020193-0.0034275i,-0.0043872-0.0059576i,0.00040671-0.031751i,-0.023739+0.030429i,0.0079738-0.01097i,-0.011338-0.0016471i,-0.0051764-0.001034i,-0.0014119-0.013807i,-0.010198+0.0044859i,0.0038014+0.0080462i,-0.0092739+0.029928i,0.0055673+0.0069611i,-0.0058833-0.0016079i,-0.0016859-0.0016312i,-0.012026-0.0062236i,0.00099858-0.0034425i,-0.041964+0.013212i,0.0019076-0.012244i,-0.0098345-0.0016368i,-0.0064818-0.00233i,0.0063579+0.0019272i,-0.0093137+0.0015605i,0.00086956+0.00072024i,0.0056799+0.0086942i,0.004461+0.00065946i,-0.008796-0.0093929i,0.0026434+0.0087655i,-0.017075+0.0075617i,0.006759+0.00312i,-0.029435-0.0084823i,-0.033939+0.0032912i,0.019564-0.081236i,0.011642-0.01006i,-0.044469-0.027702i,-0.023209-0.0035585i,0.018312+0.01232i,-0.026647+0.012169i,-0.012492-0.0087969i
0.008798+0.016761i,0.039909-0.0096445i,0.025949-0.032471i,-0.0029207-0.012979i,-0.0084625-0.016276i,-0.0087785-0.022782i,0.015272-0.016741i,0.028761-0.013243i,0.0079217-0.014702i,0.0069443-0.0018387i,0.0021584-0.0031946i,-0.0018803-0.0015628i,0.0016626-0.0025842i,-4.2638e-05-0.0017078i,-0.0019869-0.0015598i,0.0054732-0.0048723i,-0.0045496+0.00099024i,-0.0018411-0.00040666i,0.0012771+0.00053234i,0.0012599+0.0013973i,0.0002707+0.0022568i,-0.00066077+0.00073235i,0.0014445+0.001847i,0.00079685+0.0032664i,-0.0016219+0.00081451i,-0.00048021+0.0012557i,-0.0010984+0.00028023i,0.00053697-0.00040597i,-0.00023094+0.00021575i,-0.00049903-0.00065103i,0.0015563+4.2468e-05i,0.0018214+8.9895e-06i,0.0017756-0.00051758i,0.00022477-0.00063833i,0.0017498-5.5491e-05i,0.0037757-0.0022437i,-0.00085381+0.0022869i,0.00024231+0.00023414i,-0.00023198-0.00018067i,-0.0010535-0.0022372i,0.0023163+0.00081193i,0.0018756+0.00076295i,0.0049589-0.0069882i,0.0022623+0.00078903i,0.010885+0.013955i,0.015951+0.02556i,0.042533+0.017765i,0.025989+0.0029123i,0.001116-0.016227i,0.018887-0.0030441i,0.02225+0.015463i,0.017457+0.017772i,0.017584+0.024662i,-0.0057356+0.03231i,0.001059-0.0061165i,0.0021011-0.0033327i,0.0046434-0.0065104i,0.0090618-0.0017591i,0.0013655+0.0040487i,-0.010053+0.0079185i,-0.0049182-0.0075413i,0.0026755+0.014452i,-0.0029007-0.0019504i,0.00079949+0.0023875i,-0.00069791+0.0010742i,0.0014566-0.0032978i,0.0068991-0.0021595i,-0.003833-0.0004607i,0.0045967-0.0014868i,-0.0068833+0.00045975i,-0.0014447+0.0013527i,0.00034491+0.00012723i,-0.0061647-0.0019608i,-0.0033698-0.0025517i,-0.013991-0.010876i,0.0036647-0.0025356i,-0.0037003+0.0010992i,-0.0008238+0.0015106i,-0.0044718+0.0031205i,0.0057465+0.0016524i,-0.0086969-0.0017184i,-0.0014194-0.0048996i,-0.0024111-0.00069731i,-0.0052277-0.0004704i,0.0053083-0.0043475i,0.0032792+0.0020582i,0.0023474-0.0027019i,0.0031193+0.0098369i,0.0055011+0.002217i,0.02816+0.022765i,-0.022459-0.0020826i,-0.026806+0.016075i,-0.0054481+0.014057i,0.0010189+0.00033391i,0.0057694-0.0071749i,-0.0093217+0.0036667i
0.011014+0.015492i,0.037557-0.016072i,0.019151-0.035985i,-0.0055863-0.011609i,-0.012399-0.014858i,-0.01229-0.020711i,0.010472-0.020095i,0.02595-0.01766i,0.0050802-0.014758i,0.0061925-0.00374i,0.00095039-0.0039905i,-0.0020099-0.00074026i,0.00031782-0.0025893i,-0.00016921-0.0014734i,-0.0021543-0.00094924i,0.0043516-0.0058674i,-0.0032483+0.0025053i,-0.0020736+0.00017752i,0.00096238+6.2066e-05i,0.0016588+0.00087822i,0.00099082+0.0022874i,-0.00032027+0.0012016i,0.0020388+0.0012682i,0.0021966+0.0028003i,-0.00079685+0.0014273i,0.00015036+0.0012226i,-0.00077819+0.00073358i,0.00044058-0.00028821i,-0.00010107+0.00057543i,-0.00034891-3.7597e-05i,0.0013532-0.00073308i,0.0018817-0.00076458i,0.0020627-0.0011367i,-0.00014817-0.00042514i,0.0022769-0.00086334i,0.0030177-0.0030639i,3.6537e-05+0.0028993i,0.000209-0.00016216i,0.00018275+0.00016642i,-0.0023128-0.0024703i,0.0022881-1.8684e-05i,0.0018046-4.5053e-05i,0.0025317-0.0071328i,0.0031823+9.1963e-05i,0.013004+0.012039i,0.019456+0.023078i,0.043629+0.011072i,0.025804-0.0031189i,-0.0027791-0.013014i,0.021053-0.0071345i,0.026247+0.0097939i,0.021343+0.0098738i,0.019154+0.015033i,0.0020687+0.029067i,-0.00085777-0.0056627i,-0.00077923-0.0034642i,0.0016802-0.0082175i,0.0063109-0.0043649i,0.0020751+0.0033074i,-0.0053327+0.011384i,-0.0058454-0.0037272i,0.005374+0.012485i,-0.0036728-0.00092511i,0.0018652+0.0027785i,0.00045983+0.0014196i,-0.00036311-0.003268i,0.0065286-0.0059773i,-0.0042042+0.00055731i,0.0044208-0.0035246i,-0.0060315+0.0036249i,-0.0015654+5.0747e-05i,-4.0373e-05-0.00060961i,-0.0054977+0.0016023i,-0.0037401-0.0014939i,-0.015378-0.0042952i,0.001856-0.0037552i,-0.0020142+0.0021691i,-0.0012164+0.0007243i,-0.0027532+0.0042831i,0.0069237-0.00064911i,-0.0082349+0.0019011i,-0.0030275-0.0039976i,-0.0019748-0.00037493i,-0.0047144+0.0015132i,0.002244-0.0049i,0.0041975+0.00035318i,0.0016635-0.0028425i,0.0054844+0.0078029i,0.00481+0.0010932i,0.028896+0.015178i,-0.021744+0.0025777i,-0.024699+0.022738i,-0.0028099+0.011653i,0.0021107+0.0032191i,0.0036512-0.0072815i,-0.010766+0.0055765i
0.013565+0.013503i,0.03377-0.022441i,0.011718-0.037559i,-0.0073188-0.0097558i,-0.016182-0.012574i,-0.015308-0.018171i,0.0053605-0.022109i,0.022629-0.021759i,0.0024583-0.014589i,0.0046209-0.0049989i,-0.00074684-0.0040889i,-0.0018637+0.00012805i,-0.00064602-0.0019622i,-0.00022038-0.001328i,-0.0024301-0.00030218i,0.0029681-0.0066022i,-0.0014436+0.0028261i,-0.0019599+0.00055129i,0.00060821+0.0001239i,0.0017093+3.9294e-05i,0.0018314+0.0016699i,-0.00015533+0.0013163i,0.002329+0.00043533i,0.0034072+0.0015502i,0.00031175+0.0015099i,0.00064254+0.00096885i,-0.00046741+0.00085419i,0.0002573-0.00023611i,7.0212e-06+0.00072648i,4.1972e-05+0.00011721i,0.00089354-0.0012695i,0.0013494-0.0015258i,0.0018083-0.0028751i,-0.00013913-0.00015576i,0.0021128-0.0025307i,0.0021003-0.0038111i,0.002285+0.0029733i,0.0001948-0.00014288i,0.00050172-0.00018376i,-0.0036126-0.0017535i,0.0020371-0.00076334i,0.0014655-0.00062173i,0.00060751-0.0066325i,0.003402-0.0011897i,0.014982+0.0091671i,0.02389+0.019759i,0.044042+0.0041488i,0.024367-0.0081343i,-0.0045616-0.009223i,0.022389-0.012432i,0.028225+0.0032993i,0.023383+0.0025103i,0.017514+0.0078798i,0.0072558+0.026023i,-0.0027314-0.0046638i,-0.0033514-0.0019416i,-0.0021396-0.0085155i,0.0029672-0.0049339i,0.0022323+0.0025853i,-0.00073317+0.011979i,-0.0050913-0.0008721i,0.0063628+0.0096605i,-0.0041523+0.0017782i,0.0029582+0.0026785i,0.0011173+0.00081089i,-0.0017593-0.0023956i,0.0043345-0.0080162i,-0.0034885+0.0016183i,0.0034225-0.004989i,-0.0026658+0.0051351i,-0.001756-0.00020502i,-0.0006769-0.00048572i,-0.0036706+0.0032504i,-0.0035337-0.00035954i,-0.014438+0.0014618i,0.00030942-0.0042855i,-0.0009008+0.0018739i,-0.0016514+0.0010976i,-0.00060439+0.0040678i,0.0069525-0.0036112i,-0.0064499+0.0046984i,-0.0036605-0.0027635i,-0.0021328-0.00020576i,-0.003566+0.0024968i,0.00093325-0.0043021i,0.0037616-0.0012413i,0.001624-0.0029754i,0.00604+0.004581i,0.0037732+0.00045827i,0.028756+0.0096186i,-0.019324+0.0062076i,-0.019217+0.028276i,-0.0020456+0.0097159i,0.0048331+0.0042095i,0.0012055-0.0056439i,-0.010148+0.008157i
0.015479+0.01054i,0.028728-0.027452i,0.0052126-0.03808i,-0.0080354-0.0082415i,-0.019213-0.0087545i,-0.017774-0.015228i,-1.2077e-05-0.022644i,0.018688-0.025472i,0.00051263-0.014218i,0.0027895-0.0056715i,-0.0022451-0.0030343i,-0.0012941+0.00049213i,-0.00093109-0.0011491i,-0.00039557-0.0014543i,-0.0022683+0.00073856i,0.0013715-0.0070497i,-0.00066622+0.0023491i,-0.0027055+0.0014446i,0.00077782+0.00040294i,0.0013618-0.00063021i,0.002272+0.0007886i,-0.00011598+0.001476i,0.0021292-0.00034365i,0.003881-0.00054778i,0.0013307+0.00092412i,0.00086098+0.00065937i,0.00014412+0.0012679i,0.00039437-0.00022307i,0.00041136+0.00063094i,0.00018418-9.2911e-05i,0.00029827-0.0015746i,0.00055316-0.0018473i,-0.00010182-0.0021887i,-9.2287e-05-0.00027573i,0.00064117-0.0040712i,0.0010108-0.0042808i,0.0029976+0.00047918i,0.00024185-6.1953e-05i,0.0006362-0.00068866i,-0.0045827-0.00053275i,0.0014979-0.0013534i,0.00095762-0.00077126i,-0.0010188-0.0057719i,0.0028584-0.0020579i,0.016179+0.0053772i,0.027988+0.0144i,0.043761-0.0027065i,0.022014-0.012346i,-0.0036529-0.0052841i,0.021692-0.019329i,0.028676-0.0033474i,0.023912-0.0053115i,0.01538+0.0031519i,0.012984+0.022023i,-0.0036101-0.0026884i,-0.004801+0.00061994i,-0.0062088-0.007568i,0.00057618-0.0045305i,0.0021473+0.0024378i,0.0030721+0.011388i,-0.003583+0.00098137i,0.0061635+0.0067007i,-0.0018245+0.0042078i,0.0043961+0.001507i,0.0017356+0.00037185i,-0.0025798-0.0010246i,0.0020136-0.0094316i,-0.0025724+0.0020272i,0.0020149-0.0066157i,-0.00062778+0.0038337i,-0.0024495-0.00016693i,-0.00074984-0.00028578i,-0.0016865+0.004506i,-0.003077+0.00027483i,-0.011352+0.0062424i,-0.0012942-0.004801i,-2.3208e-05+0.0013136i,-0.0016716+0.0011212i,0.00063673+0.0030359i,0.0058186-0.0068633i,-0.0035166+0.0062075i,-0.0037378-0.0013017i,-0.0023618+0.00023494i,-0.0028257+0.0035385i,-0.00010447-0.0036994i,0.0028219-0.0018844i,0.0012497-0.0036217i,0.0052716+0.0035839i,0.0030737+0.0004575i,0.028065+0.004013i,-0.017075+0.007077i,-0.011827+0.031225i,-0.0010838+0.0092362i,0.0070156+0.0041616i,0.00057059-0.0033471i,-0.0083109+0.0099974i
0.016478+0.0072372i,0.023005-0.031032i,-0.0017171-0.037943i,-0.009034-0.0074601i,-0.020287-0.0046055i,-0.019812-0.012021i,-0.0048577-0.021654i,0.014275-0.027911i,-0.00073931-0.014016i,0.00089781-0.0055249i,-0.0027187-0.0015596i,-0.0010486+0.00065828i,-0.00090527-0.00051939i,-0.0010771-0.0011725i,-0.0014281+0.0015593i,-0.00073558-0.0067093i,-6.6109e-05+0.0023955i,-0.0018886+0.0030602i,0.0010402+0.00015031i,0.00078181-0.0010882i,0.0022059-0.00019288i,0.0002504+0.0015072i,0.0017916-0.0009466i,0.0028919-0.0024179i,0.0016095-0.00023356i,0.00099909+0.00037065i,0.00080179+0.0011776i,0.00048113-0.00040067i,0.00068679+0.000141i,3.9435e-05-0.00025746i,-0.00029099-0.0016476i,-8.2541e-05-0.0018123i,-0.00053536-0.0021736i,-0.00023536-0.00014403i,-0.0019117-0.0035671i,-6.495e-05-0.0044306i,0.0028459-7.4418e-05i,0.00021991-0.00032003i,0.00077322-0.0011577i,-0.0050716+0.0010008i,0.00074943-0.0016814i,0.00063602-0.00074731i,-0.0022783-0.004772i,0.0023741-0.0024785i,0.017008+0.0014525i,0.030106+0.0076523i,0.042418-0.009553i,0.021137-0.015717i,-0.00028559-0.0024539i,0.018401-0.026275i,0.027602-0.0091983i,0.021732-0.012736i,0.012376+0.00092362i,0.017504+0.016222i,-0.0033678-0.0018926i,-0.0045972+0.0038431i,-0.010443-0.0041533i,-0.0010175-0.0037152i,0.0023178+0.0022528i,0.0061148+0.0096109i,-0.001814+0.0014329i,0.0050805+0.0051797i,0.00125+0.0034345i,0.0055148-0.00039106i,0.0022225-0.00049572i,-0.0022279+0.00090081i,-0.0011495-0.011002i,-0.0024147+0.0027154i,-0.0003044-0.0077548i,-0.00035513+0.0032373i,-0.0032093+0.0007868i,-0.00079028-0.000252i,0.0018866+0.0047405i,-0.0028353+0.0001914i,-0.0067437+0.0089341i,-0.0031595-0.0051436i,0.00043949+0.00055889i,-0.0016017+0.0013344i,0.0012223+0.0018887i,0.0031788-0.0093978i,-0.00049923+0.0059716i,-0.0029334-0.00035988i,-0.0020509+0.00068298i,-0.0013183+0.0046894i,-0.0011034-0.0026918i,0.0020943-0.001999i,0.0001059-0.0041272i,0.0047048+0.0029038i,0.0028814+0.00039291i,0.026553-0.00082113i,-0.018418+0.0070234i,-0.0050973+0.030394i,0.00052234+0.0073683i,0.009333+0.0024348i,0.00095152-0.001897i,-0.0056671+0.010914i
0.016957+0.0040813i,0.017379-0.033446i,-0.0080984-0.036331i,-0.0099978-0.0061515i,-0.02067-0.0010281i,-0.021-0.0085766i,-0.0088903-0.02i,0.0097878-0.03008i,-0.0019626-0.01467i,-0.00021573-0.0047227i,-0.0024229-0.00038174i,-0.00056304+0.0011323i,-0.00076143+4.6316e-05i,-0.0012222-0.00039033i,-0.00046926+0.0016312i,-0.0023047-0.0054451i,0.0010313+0.0023112i,-0.00015091+0.0036251i,0.001089-5.3064e-05i,0.00017884-0.001061i,0.0019019-0.00098769i,0.00060536+0.0014256i,0.0012548-0.0014816i,0.0013163-0.0032933i,0.0011205-0.00098374i,0.00099172+9.1865e-05i,0.0013645+0.00083883i,0.00034083-0.00059441i,0.0009531-0.00021251i,-0.00018326-0.00010058i,-0.00095912-0.001425i,-0.00070756-0.0016132i,-0.0036967-3.1038e-05i,-2.0617e-06-5.0026e-05i,-0.002494-0.0022087i,-0.0010545-0.0044238i,0.0030777-0.00034925i,-4.1524e-05-0.00040204i,0.00028042-0.0017679i,-0.0050037+0.0027966i,5.795e-05-0.00154i,0.00052998-0.00069245i,-0.0029741-0.0034063i,0.0018716-0.0029249i,0.016225-0.0033708i,0.030332+0.00052151i,0.039807-0.016329i,0.016491-0.02227i,0.0043415-0.0035575i,0.012153-0.031735i,0.025926-0.014334i,0.018372-0.017611i,0.010972+0.0010838i,0.019393+0.0092069i,-0.0039918-0.0014541i,-0.0022491+0.006465i,-0.01232+0.00096113i,-0.0024348-0.0026035i,0.0024012+0.0021731i,0.0080272+0.0071244i,-0.00062236+0.00072762i,0.0043086+0.0042791i,0.001857+0.0019998i,0.0052929-0.0032152i,0.0019796-0.0021006i,-0.00023684+0.0019862i,-0.0062175-0.009641i,-0.0013083+0.0042615i,-0.003876-0.007221i,0.0010146+0.0032237i,-0.0030651+0.0023076i,-0.00085734-0.00016389i,0.0049081+0.0013904i,-0.0027568+0.00046544i,-0.0011803+0.0083053i,-0.0030465-0.0027364i,0.00024066-0.00029077i,-0.0018749+0.0015374i,0.0013678+0.00086297i,-0.0010224-0.010888i,0.0020921+0.0044664i,-0.0025094-0.00030691i,-0.0020186+0.0010683i,0.0011516+0.0047101i,-0.0010534-0.0014924i,0.0014708-0.0018505i,-0.0010405-0.0039339i,0.0041705+0.0024821i,0.0025917+0.00030864i,0.024647-0.0043401i,-0.020708+0.010362i,0.00034876+0.028484i,0.0009325+0.0044257i,0.0097423-0.00059709i,0.0015568-0.001676i,-0.0029459+0.010224i
0.016733+0.00081669i,0.011981-0.034961i,-0.013463-0.033673i,-0.010526-0.0049921i,-0.020407+0.0026521i,-0.021623-0.00511i,-0.012374-0.018143i,0.0047578-0.031718i,-0.0039688-0.016073i,-0.00074154-0.0039076i,-0.0019313+0.00055971i,-7.6659e-08+0.0014809i,-0.00020119+0.0004822i,-0.00093404+0.00016902i,0.00020935+0.0014141i,-0.0029023-0.0043209i,0.0017283+0.0014496i,0.0013213+0.003257i,0.0011998-0.00018573i,-0.00018113-0.00078526i,0.0012507-0.0015316i,0.00088496+0.001391i,0.00063617-0.001551i,-0.00011323-0.0032065i,0.0005873-0.001268i,0.0009979-0.0001356i,0.0016677+0.0002194i,0.00014032-0.00070715i,0.00094787-0.00010016i,-0.00015+0.00021224i,-0.0013866-0.0009862i,-0.0012176-0.0010876i,-0.00096164-0.00032291i,0.0001579-0.00019229i,-0.0028734-0.0015471i,-0.0018476-0.0039862i,0.0033511-0.00091449i,-0.00027103-0.00020777i,-0.00078152-0.0018825i,-0.004277+0.0047009i,-0.00038156-0.001309i,0.00042769-0.0006827i,-0.0032378-0.0020686i,0.0012432-0.0031846i,0.013558-0.0073719i,0.028557-0.0058816i,0.035916-0.022325i,0.0098254-0.024828i,0.0067429-0.007238i,0.0048345-0.034518i,0.023966-0.019382i,0.015499-0.022307i,0.012224+0.0008025i,0.020043+0.0029915i,-0.0051898-0.00083056i,0.00089842+0.0070504i,-0.011419+0.0068784i,-0.0032311-0.0013757i,0.0028374+0.0022548i,0.0069761+0.0029358i,-0.00050619-0.00013926i,0.0030037+0.0041961i,0.0023342+0.0014565i,0.0032587-0.0051123i,0.00014816-0.0031333i,0.0013007+0.0012593i,-0.0085504-0.0052972i,0.0013604+0.0044077i,-0.0063964-0.0048064i,0.0022123+0.002151i,-0.0024893+0.003459i,-0.00083371-0.00016001i,0.0044976-0.0026138i,-0.0026575+0.00097406i,0.0017982+0.0048507i,-0.0052295+0.00066724i,-0.00048565-0.00091427i,-0.0018296+0.0023475i,0.00095175-0.00028285i,-0.0059119-0.0098612i,0.0029098+0.0017475i,-0.0026594-0.00032532i,-0.0015653+0.0019391i,0.0030558+0.0032616i,-0.00058169-0.0014709i,0.0012771-0.0012835i,-0.0017191-0.0033315i,0.0038992+0.0030228i,0.0021092+0.00014244i,0.023672-0.0073612i,-0.020805+0.015651i,0.0033297+0.025143i,-0.00032992+0.0013395i,0.0085659-0.0031868i,0.0014309-0.00124i,-0.0015983+0.0082688i
0.015757-0.0021057i,0.0066985-0.035697i,-0.018416-0.030777i,-0.01105-0.0042085i,-0.019196+0.0058922i,-0.021741-0.001786i,-0.015567-0.015704i,-0.00072786-0.032457i,-0.0073302-0.016937i,-0.00092219-0.0035957i,-0.0010347+0.0012028i,0.00075106+0.0012686i,0.00037642+0.00057723i,-0.00047519+0.00046247i,0.00078137+0.001103i,-0.0029095-0.003328i,0.0020376+0.00072174i,0.0024835+0.0024093i,0.0011691-0.00065297i,-0.00023281-0.00054372i,0.00034875-0.0016182i,0.0015307+0.0011745i,0.00015908-0.0014572i,-0.00102-0.0028371i,0.00019583-0.0013906i,0.00089529-0.00047894i,0.0015892-0.00053299i,2.9487e-05-0.00063311i,0.00072503-4.9272e-05i,-7.3811e-05+0.00035798i,-0.0017148-0.00046014i,-0.0012622-0.00052299i,-0.0010319-0.00033335i,6.4751e-05-0.00040624i,-0.003539-0.00022505i,-0.002535-0.003285i,0.0029334-0.0015752i,-0.00029179+2.3232e-05i,-0.0013202-0.00077755i,-0.0028219+0.0061425i,-0.00073486-0.0010746i,0.00015525-0.00078443i,-0.0028954-0.00098065i,0.00045158-0.0030308i,0.010379-0.0095573i,0.025335-0.01112i,0.030924-0.026868i,0.0039683-0.02519i,0.0068885-0.010761i,-0.00293-0.035295i,0.021291-0.024866i,0.011516-0.027125i,0.014025-0.0012509i,0.019143-0.0039812i,-0.0065305+0.00046667i,0.0036305+0.0059892i,-0.0077612+0.011173i,-0.0035701-0.00028301i,0.0031364+0.0020529i,0.0076014+0.0035304i,-0.00084895-0.00044663i,0.0029756+0.0052675i,0.0031073+0.00026499i,0.0009971-0.0053694i,-0.0012342-0.0026197i,0.0020089+0.00014984i,-0.0085249-0.0013385i,0.0034702+0.0031479i,-0.0073574-0.0020446i,0.0019711+0.0010379i,-0.00087058+0.0048491i,-0.0010921-0.00016995i,0.0019401-0.0052595i,-0.0023207+0.0013252i,0.0017625+0.0016162i,-0.0045736+0.0027943i,-0.0015417-0.0010045i,-0.0011489+0.0022819i,-0.00010565-0.00068537i,-0.0089818-0.0067829i,0.0021078-8.4726e-05i,-0.0030256-0.00037529i,-0.00044217+0.0019644i,0.0039893+0.0013647i,-0.00079045-0.0012092i,0.0019947-0.00099339i,-0.0020551-0.0027245i,0.0048608+0.0031224i,0.0015969+0.00026759i,0.021681-0.011347i,-0.019083+0.020884i,0.0070949+0.022414i,-0.0035688-0.00054387i,0.0053908-0.004385i,0.00204-0.0013252i,-0.0018414+0.0066385i
0.014545-0.0043347i,0.0014812-0.036018i,-0.022769-0.026636i,-0.011887-0.0035495i,-0.017853+0.0082865i,-0.021492+0.0015886i,-0.017969-0.012689i,-0.0062147-0.032092i,-0.011091-0.016461i,-0.0010868-0.0033819i,-2.4156e-05+0.0011069i,0.0012872+0.00087075i,0.00084891+0.00058778i,-5.4643e-06+0.00062757i,0.0010637+0.00057329i,-0.0028332-0.0027556i,0.0025752-3.1084e-05i,0.0029721+0.001095i,0.00076249-0.0010036i,-0.0001428-0.0003447i,-0.00027379-0.0014469i,0.0021589+0.00046175i,-0.00011117-0.0013638i,-0.0015056-0.0023957i,-0.00033659-0.0015365i,0.00072923-0.00080054i,0.0010998-0.0010622i,-1.0066e-06-0.00045446i,0.0005631-6.9764e-05i,0.00013476+0.00060217i,-0.0018226+0.00021399i,-0.0011578-0.00013193i,-0.0011738+4.2416e-05i,-0.00015887-0.00034589i,-0.0031687+0.0014403i,-0.0028741-0.0023945i,0.0014851-0.0022599i,-0.00027991+0.00014169i,-0.0010791-0.00034627i,-0.00031758+0.0069332i,-0.00068831-0.00074011i,-1.8343e-05-0.00088789i,-0.0022731-0.00021646i,0.0002581-0.0028456i,0.007766-0.01071i,0.021735-0.014333i,0.025961-0.030189i,-0.0010134-0.024173i,0.0053807-0.01373i,-0.010651-0.033244i,0.017164-0.030008i,0.0065857-0.030608i,0.015311-0.0043797i,0.015337-0.0096849i,-0.007393+0.0029437i,0.0053435+0.0039676i,-0.0030513+0.013207i,-0.0039016+0.0010086i,0.0036384+0.0019531i,0.0094684+0.0021453i,-0.0012113-0.00073272i,0.0041838+0.0065884i,0.002628-0.001223i,-0.00058435-0.0047054i,-0.0022554-0.0016675i,0.0020187-0.00075903i,-0.0071324+0.0015225i,0.0046432+0.0010511i,-0.0071145+0.0013587i,0.0016618+0.00095375i,0.0014064+0.0047605i,-0.0011696+0.0002126i,-0.001222-0.0062718i,-0.0040468-0.0002446i,0.00010606+9.1893e-05i,-0.0033703+0.0041929i,-0.0024741-0.00024287i,-0.00076248+0.0023556i,-0.00069502-0.00044294i,-0.010403-0.0031703i,0.00095097-0.00087781i,-0.003801-4.046e-05i,0.00028386+0.0015182i,0.0039839-0.00056388i,-0.00049297-0.0010719i,0.0028537-0.0017354i,-0.0024229-0.0025191i,0.004726+0.00218i,0.001564+0.00075859i,0.019389-0.014248i,-0.015321+0.02662i,0.0085606+0.019603i,-0.0071901+0.0003191i,0.0022819-0.0033187i,0.0020039-0.0019594i,-0.0026276+0.0056925i
0.013397-0.0064333i,-0.0038045-0.036225i,-0.025773-0.022379i,-0.012988-0.0023319i,-0.016495+0.011046i,-0.020219+0.0048902i,-0.019738-0.0094665i,-0.011806-0.031402i,-0.014724-0.014952i,-0.0012633-0.0034875i,0.00050999+0.00056574i,0.0018052+0.00013538i,0.0014264+0.0003769i,0.00071776+0.0003468i,0.0010599+5.7937e-05i,-0.0029323-0.0023968i,0.0026162-0.0010398i,0.0028673+8.6636e-05i,0.00058008-0.00090523i,0.00011283-0.00032611i,-0.00078221-0.0010958i,0.0021917-0.00041762i,-0.0004835-0.0012625i,-0.0018189-0.0021697i,-0.00094183-0.001442i,0.0003627-0.0010521i,0.00052225-0.0013271i,-0.00012398-0.00036625i,0.00061146-5.9636e-05i,0.0006436+0.00068782i,-0.0017223+0.00090724i,-0.0011413+0.000194i,-0.00084619+0.00031298i,-0.00021038-0.0002923i,-0.0017914+0.0020472i,-0.0030328-0.0016247i,0.00045599-0.0023656i,-0.00011463+0.00037231i,-0.0009462-0.00045089i,0.0017683+0.0064129i,-0.00060898-0.00059322i,-0.00034753-0.0009237i,-0.0014718-0.00016567i,3.0046e-05-0.0030548i,0.0049651-0.011749i,0.019189-0.016787i,0.020985-0.03283i,-0.005128-0.021834i,0.0039788-0.015571i,-0.017264-0.028538i,0.011788-0.034613i,0.0020409-0.033739i,0.015824-0.0088985i,0.010276-0.012711i,-0.0066211+0.0061974i,0.0060579+0.0015752i,0.001606+0.012819i,-0.003705+0.0022834i,0.0047166+0.0015185i,0.0095086-0.0009264i,-0.0019558-0.0010284i,0.0069921+0.0068862i,0.0015416-0.0013206i,-0.001602-0.0038176i,-0.0026135-0.00053527i,0.0019183-0.0014722i,-0.005796+0.0034469i,0.0047843-0.0013843i,-0.0051861+0.0032265i,0.0023691+0.0013545i,0.0031072+0.0035208i,-0.0010737+0.00025842i,-0.0043865-0.0055529i,-0.001773+0.0015799i,-0.00088574+0.00060592i,-0.0016254+0.005077i,-0.0025239+0.00097223i,-0.00051614+0.0029066i,-0.00099066-0.00019071i,-0.010605+0.00013665i,-0.00025815-0.00093313i,-0.0049883+0.0013796i,0.0003079+0.0010892i,0.003459-0.0027985i,-0.00065773-0.001815i,0.0030961-0.0030459i,-0.0030904-0.0019375i,0.0052955+0.0016486i,0.0020799+0.0010652i,0.016646-0.016635i,-0.0083698+0.030073i,0.0099829+0.01643i,-0.0093463+0.0028559i,0.0010281-0.0011977i,0.0014649-0.0019856i,-0.0034863+0.0055i
