-0.022161-0.038256i,-0.010187-0.05037i,-0.017548-0.045306i,-0.03051-0.03556i,-0.029802-0.016977i,-0.050751-0.028477i,-0.057663-0.026517i,-0.043783-0.038183i,-0.029286-0.027977i,0.0073148+0.011513i,-0.006657+0.016292i,-0.0050022+0.014519i,0.010424+0.020423i,0.00021584+0.0045974i,0.0032999+0.0034802i,0.006953+0.018264i,0.016174+0.038031i,-0.0027451-0.0016851i,-0.0052298-0.0062155i,0.0054525+0.0023957i,-0.00034063-0.00086441i,-0.0019944+0.0021447i,0.00013053-0.000354i,-0.029034-0.001534i,-0.0023002-0.005938i,0.0014007+0.0046232i,0.002775-8.6959e-05i,-0.00019704+0.00098626i,0.00067158-0.00034124i,-0.00091149-0.0027446i,-0.0015259-0.0058899i,-0.0045206-0.0046499i,-0.0029113-0.0044347i,0.0026123-0.00046975i,0.0019389-0.002767i,-0.001642+0.02815i,0.00095682-0.0034101i,0.0029767+0.00093409i,0.0056421+0.0011163i,-0.0084662-0.00039571i,-0.003951+0.00012641i,0.0046159-3.7716e-05i,0.006814+0.00014513i,-0.0036676+0.0049941i,0.0024656-0.0097577i,-0.011865+0.017562i,0.035285-0.090475i,0.01305-0.070695i,-0.015214-0.059448i,-0.015969-0.056253i,0.038744-0.046456i,0.017262-0.062502i,0.033475-0.056756i,0.031105-0.059909i,0.014537-0.013024i,0.0036264+0.017057i,0.017415-0.025309i,-0.010776+0.0059598i,-0.00061995+0.005712i,-0.005216-0.0010593i,-0.0027532-0.028665i,-0.025147+0.032119i,0.010282-0.011494i,-0.013039-0.0023281i,-0.00019984-0.00501i,-0.0010379-0.01614i,-0.0080548+0.0045755i,0.0054676+0.0061267i,-0.0088158+0.030245i,0.0053602+0.0058601i,-0.0050695-0.00088027i,-0.0029937-0.00030558i,-0.011589-0.0077439i,-0.00079047-0.0044183i,-0.031012-0.017616i,0.00011322-0.0099073i,-0.009289-0.0021309i,-0.0065056-0.0023925i,0.0068165+0.0030704i,-0.007782+0.0013452i,0.0003148+0.0004158i,0.0070478+0.010738i,0.0040334+0.0015175i,-0.0086578-0.0095069i,0.0032326+0.0083523i,-0.020914+0.0038307i,0.0086495+0.00051147i,-0.029489-0.004i,-0.04339+0.0027268i,0.021687-0.098299i,-0.0023637-0.012008i,-0.052561-0.021585i,-0.023537+0.00072121i,0.018079+0.010954i,-0.025068+0.01317i,-0.018029-0.014285i
0.014148-0.0092487i,0.044262-0.012186i,0.023167-0.026729i,0.011373-0.021572i,0.014371-0.040466i,-0.018355-0.023219i,-0.0082789-0.014929i,-0.0023962-0.02788i,0.0083862-0.015916i,0.0044427-0.0015394i,0.0017056-0.0047221i,5.9022e-05-0.0053753i,-0.00086019-0.0058642i,-0.00085246-0.0027671i,-0.0012507+0.0010136i,0.0014121-0.0029996i,-0.0038122+0.0015507i,-0.00080739+0.00069453i,0.00023756+0.00028926i,0.0005744+0.0022869i,0.0013781+0.0018592i,0.0010973-0.00093751i,0.0020441+0.0004303i,-0.00084287+0.0017891i,-0.00044815-0.00010801i,-0.0005814+0.00046685i,-0.001529+0.00011601i,-0.00075935+0.00052825i,-9.4482e-05+0.00011663i,-0.00031005-0.00022483i,0.0023265-0.0017591i,0.0015311-0.00016056i,0.00032114-0.00076768i,0.00066448-0.00096836i,0.00056321+0.00037535i,-0.0052181-0.0067049i,-5.2395e-05+3.571e-05i,-0.00091731+0.00088606i,-0.0001764-0.00035757i,0.00036255+0.00044679i,0.00057554+0.0015172i,0.0011474+0.00048969i,0.00045835-0.0034174i,-0.00087967-0.0031821i,0.017797+0.0069053i,0.028653+0.039496i,0.035627+0.040358i,0.047472+0.027914i,0.015985-0.00040516i,0.035988+0.00016601i,0.038061+0.013294i,0.014734+0.0062585i,0.029457+0.022224i,-0.0030556+0.03381i,0.0067756-0.0048813i,0.0048804-0.0031116i,0.0065354-0.0038453i,0.0078478+0.00387i,0.0038891+0.0064309i,-0.0062199+0.0038951i,-0.0041723-0.0059353i,0.0033504+0.013573i,-0.0035696+0.00031894i,4.2416e-05+0.0054561i,-0.0005369+0.0015114i,0.0026681-0.0032428i,0.0068805-0.0007349i,-0.0027754-0.00050472i,0.0047907-0.0017777i,-0.0058209-5.2011e-05i,-0.0015028+0.00082221i,0.00027246+0.00012081i,-0.0048975-0.0025809i,-0.0044214-0.0019281i,-0.0074057-0.0098771i,0.0033408-0.0017912i,-0.0050163+0.0022099i,-0.0015596+0.0010579i,-0.003808+0.0023418i,0.0065967+0.00066425i,-0.0071749-0.0014016i,-0.0044398-0.0076004i,-0.0027073-0.0011716i,-0.0064085-0.00074192i,0.0043899-0.0036898i,0.0066137-0.00025981i,0.0031399-0.001374i,0.0054131+0.0073173i,0.0067207+0.0060298i,0.041784+0.026935i,-0.03186-0.0041341i,-0.036731+0.018687i,-0.0092789+0.019977i,0.0024211+0.0022462i,0.0094574-0.0046642i,-0.011379-0.00043526i
0.011811-0.011109i,0.040998-0.019476i,0.01787-0.030094i,0.007406-0.022184i,0.0060118-0.042305i,-0.020937-0.019542i,-0.011245-0.014137i,-0.0069867-0.0266i,0.0054284-0.017178i,0.0040869-0.0026358i,0.00048918-0.0052834i,-0.0011677-0.0047224i,-0.0025596-0.0047711i,-0.0014576-0.0022081i,-0.00071075+0.0012498i,0.0010842-0.0031989i,-0.0025489+0.0027228i,-0.00077611+0.0011822i,6.3152e-05+0.00030744i,0.0012492+0.0020034i,0.0020767+0.0016037i,0.00091875-0.0010987i,0.0020275-0.00024119i,0.0012977+0.0012803i,-0.00034077-0.00014189i,-0.00021067+0.00044501i,-0.0012085+0.0010081i,-0.00047285+0.00068072i,-0.0001956-0.00026761i,-0.00013446+0.00012099i,0.0014228-0.0027025i,0.0015076-0.00067179i,0.00013436-0.00077244i,0.00013037-0.0010924i,0.00094263+0.00014911i,0.0018554-0.0045019i,-3.0095e-05+0.00019073i,-0.0033808-0.0018684i,-5.1227e-05-3.05e-05i,0.00038266-8.0966e-05i,0.00087313+0.0012322i,0.0011782-7.9397e-05i,-0.00089254-0.0028103i,-0.00032492-0.0027859i,0.0186+0.0043919i,0.034055+0.034847i,0.04061+0.033621i,0.049558+0.018186i,0.013374+0.00015036i,0.036467-0.0058457i,0.040072+0.0059068i,0.015768+0.00022133i,0.029828+0.012131i,0.004481+0.03051i,0.0047256-0.0060288i,0.00094088-0.0036612i,0.0042321-0.0063913i,0.0070172+0.0010803i,0.0053853+0.0048841i,-0.0036006+0.0063776i,-0.0047372-0.0027044i,0.0052641+0.01148i,-0.0036899+0.0013217i,0.0030402+0.0059659i,0.00040898+0.0017543i,0.00045668-0.0035124i,0.0075359-0.004494i,-0.0029108+6.0849e-05i,0.0047846-0.0033619i,-0.0048176+0.0024984i,-0.0017968-0.00036228i,0.00010335-0.00045083i,-0.004669+0.00054417i,-0.0042-0.00061158i,-0.0092596-0.0061001i,0.001895-0.0027782i,-0.0032169+0.0030624i,-0.0017332+0.00060147i,-0.002548+0.003444i,0.0073202-0.002253i,-0.006827+0.0015523i,-0.0069292-0.0055793i,-0.0023611-0.00072213i,-0.0058048+0.0015965i,0.0016993-0.004155i,0.006198-0.0030826i,0.0031374-0.0017971i,0.0067462+0.0054576i,0.0060435+0.0050464i,0.043078+0.017504i,-0.03108+0.0024298i,-0.034334+0.026325i,-0.0058644+0.018248i,0.0037919+0.0045936i,0.0071685-0.0057747i,-0.013119+0.0018805i
0.0099579-0.012781i,0.036167-0.026193i,0.012067-0.031904i,0.0039429-0.022062i,-0.0025449-0.042518i,-0.022951-0.015786i,-0.013999-0.012649i,-0.011027-0.024814i,0.0021885-0.017972i,0.0033315-0.0034709i,-0.0012058-0.0052665i,-0.0020335-0.0037888i,-0.003714-0.0032627i,-0.0017831-0.0015387i,-0.00037063+0.0012109i,0.00066635-0.0034244i,-0.0009978+0.003018i,-0.00060072+0.0014416i,7.7579e-05+0.00054523i,0.001773+0.0013325i,0.002643+0.00064453i,0.00062961-0.0014397i,0.0018132-0.00092124i,0.0025474+0.00029311i,-0.00063989-0.00052046i,-3.005e-05+0.00023019i,-0.00045463+0.0014133i,-0.00039888+0.00090167i,0.00012241-0.00038217i,6.11e-05+0.00021024i,0.00027132-0.0030747i,0.0011902-0.0012464i,-0.00019288-0.00076812i,-0.0002527-0.00090418i,0.0011271-0.0004814i,0.0030014-0.0050233i,0.00022413+0.00027525i,0.0021571+0.003006i,0.00011892-5.2067e-05i,0.00012235-0.00041786i,0.0011626+0.00088612i,0.00091037-0.00064859i,-0.001337-0.0016703i,-0.00032345-0.0030236i,0.019314+0.0013738i,0.040399+0.028441i,0.044905+0.026164i,0.049406+0.010566i,0.012284+0.00098328i,0.036267-0.012134i,0.040195-0.0010839i,0.015615-0.0047579i,0.027382+0.0050204i,0.0098979+0.027343i,0.0025106-0.0061476i,-0.0020034-0.0017371i,0.00052073-0.0077592i,0.0052948-0.00072702i,0.0057228+0.0029864i,-0.0011442+0.0072641i,-0.0039106-0.000595i,0.0061637+0.0090313i,-0.0034137+0.0034043i,0.0058614+0.0046985i,0.0010641+0.0013302i,-0.0010838-0.0026554i,0.0063921-0.0072931i,-0.0025608+0.00068466i,0.0042666-0.0046141i,-0.0024427+0.0040148i,-0.0023436-0.0003778i,-0.00029622-0.00051914i,-0.0032947+0.0022909i,-0.0034507+0.00061374i,-0.0099449-0.0026493i,0.00089943-0.0033033i,-0.0018138+0.0031286i,-0.0019262+0.00095659i,-0.00069778+0.0034981i,0.0065066-0.0056061i,-0.0052247+0.0038924i,-0.0081859-0.0027657i,-0.0022421-0.00062309i,-0.0047504+0.0030908i,0.00049652-0.0034156i,0.0043989-0.0048227i,0.0032817-0.0023506i,0.0064479+0.0026134i,0.0058581+0.0044996i,0.043405+0.0099689i,-0.027962+0.0078471i,-0.029024+0.03332i,-0.0040243+0.016509i,0.0067802+0.0052764i,0.0044789-0.0049844i,-0.012873+0.004695i
0.0078436-0.014714i,0.030336-0.031225i,0.0067998-0.032905i,0.0011982-0.022064i,-0.010911-0.040392i,-0.024377-0.011981i,-0.016606-0.01039i,-0.014587-0.022449i,-0.00091047-0.017745i,0.0023939-0.0040638i,-0.0027982-0.0041406i,-0.0023291-0.0030345i,-0.0039255-0.0016115i,-0.0019461-0.0010767i,-1.9643e-05+0.0013842i,9.585e-05-0.0035166i,-7.3315e-05+0.0026615i,-0.00011373+0.0021586i,0.00035158+0.00079001i,0.0019678+0.00049475i,0.0026935-0.00043937i,3.712e-05-0.0016509i,0.0012945-0.0013369i,0.0024532-0.0012853i,-0.00082779+0.0016696i,-0.0001418+0.00013111i,9.9685e-05+0.0014354i,-2.276e-05+0.0011161i,0.00014301-0.00029216i,0.00027664+0.00018477i,-0.00087081-0.0029492i,0.00066146-0.0015707i,-0.00042385-0.00057822i,-0.00050583-0.00073022i,0.00078618-0.0012136i,0.0027843-0.0055995i,0.00044872+7.7239e-05i,0.0026025+0.0013378i,0.0001961-0.00015091i,-0.00027043-0.00070107i,0.0014116+0.00074544i,0.00037887-0.00065469i,-0.0013473-0.0008653i,-0.00078767-0.0029425i,0.019735-0.0019645i,0.04519+0.019005i,0.048025+0.018026i,0.050054+0.0042336i,0.012925+0.0022818i,0.0346-0.019421i,0.039401-0.0079128i,0.014519-0.0099624i,0.025234+0.00024102i,0.015582+0.023144i,0.00076531-0.00529i,-0.0032272+0.00096908i,-0.003938-0.007675i,0.0036648-0.0015732i,0.0054901+0.00176i,0.00099013+0.0075754i,-0.0026824+0.00078598i,0.0061338+0.0063412i,-0.00095213+0.0052506i,0.0081787+0.0023505i,0.0017129+0.00098702i,-0.0019525-0.0013734i,0.0039898-0.010013i,-0.0021444+0.00077076i,0.0035994-0.0064663i,-0.00047796+0.0034219i,-0.0029897+0.0001825i,-0.00037058-0.00051453i,-0.0016692+0.0035077i,-0.0024771+0.0012355i,-0.0092544+0.00080576i,-0.00035308-0.0038838i,-0.00059659+0.0026869i,-0.0017751+0.0010984i,0.00056365+0.002631i,0.0043195-0.0086567i,-0.002535+0.0050834i,-0.0074909+0.0001123i,-0.002457-0.00042117i,-0.0037787+0.0044372i,-0.00019624-0.0027624i,0.0025222-0.0050169i,0.0031862-0.0033655i,0.005065+0.0012781i,0.0061688+0.0041671i,0.04285+0.0026002i,-0.024537+0.0092683i,-0.020948+0.037999i,-0.0019301+0.015698i,0.0087801+0.0044976i,0.0036672-0.0034261i,-0.011648+0.0068685i
0.0050632-0.016432i,0.024211-0.034565i,0.0011306-0.033368i,-0.0018658-0.022269i,-0.017515-0.036831i,-0.025333-0.0081772i,-0.018547-0.0072881i,-0.017461-0.019715i,-0.0035683-0.017033i,0.0012082-0.0041955i,-0.0033418-0.0026289i,-0.0027514-0.0024758i,-0.0036459-0.00033223i,-0.0023185-0.00040851i,0.0005775+0.0015276i,-0.00068247-0.0033072i,0.00039246+0.0026685i,0.0010188+0.0024097i,0.00067659+0.00061805i,0.0016671-0.00027699i,0.0022992-0.0013853i,-0.00051034-0.001659i,0.00080234-0.0015336i,0.0013053-0.0022788i,0.0013179+0.0008135i,-0.00028287+0.00013841i,0.00065912+0.0013936i,0.00055379+0.001098i,1.8886e-05-0.00029553i,0.00037813+2.2028e-05i,-0.0018829-0.0024528i,0.00015736-0.0016689i,-0.00064664-0.00035491i,-0.00068346-0.00044602i,-7.047e-05-0.0014313i,0.0019131-0.0062099i,0.00043263-0.00018177i,0.0022769-0.00042251i,0.00026896-0.00026195i,-0.000769-0.00072608i,0.0026557+0.00068361i,0.00011929-0.00037957i,-0.0011105-0.00036186i,-0.0011606-0.0025806i,0.019951-0.0058255i,0.046635+0.0088075i,0.049407+0.0094226i,0.0509-0.0040363i,0.015677+0.0030912i,0.030806-0.026546i,0.037251-0.014307i,0.011596-0.014391i,0.022516-0.0032485i,0.020294+0.017138i,-0.00022943-0.0051749i,-0.0026968+0.0041819i,-0.0087516-0.0048089i,0.0021106-0.0018988i,0.0052198+0.00076121i,0.0033569+0.0070809i,-0.001455+0.0011507i,0.004989+0.0044959i,0.0020829+0.0044113i,0.0093459-0.0014402i,0.002343+0.00017424i,-0.0018434+0.00033296i,1.2582e-05-0.012136i,-0.0024447+0.0011941i,0.0029097-0.0077727i,-0.00014368+0.0030351i,-0.0034185+0.0010937i,-0.00058369-0.00055717i,0.001405+0.0033863i,-0.0019145+0.00093339i,-0.0069916+0.003429i,-0.0023806-0.0037949i,0.00015047+0.001906i,-0.0015541+0.001276i,0.0011038+0.0015232i,0.00082002-0.010861i,-3.756e-05+0.0046887i,-0.0057569+0.0013297i,-0.0026175-1.73e-05i,-0.0016384+0.0058365i,-0.0010097-0.001855i,0.0010076-0.0048359i,0.0020618-0.0043199i,0.0040148+0.00080472i,0.0063922+0.0034137i,0.04105-0.0045146i,-0.02485+0.0093387i,-0.013032+0.038493i,0.00061111+0.013809i,0.010651+0.0028364i,0.0038009-0.0023801i,-0.0098811+0.0082479i
0.0021309-0.01757i,0.018286-0.03687i,-0.0042543-0.032719i,-0.0052633-0.021806i,-0.023677-0.032794i,-0.025672-0.0044545i,-0.019426-0.0039906i,-0.019925-0.016954i,-0.0056716-0.016285i,0.00048817-0.0038803i,-0.0032722-0.0014866i,-0.0030564-0.0014795i,-0.0032177+0.00079262i,-0.0021637+0.00062672i,0.0011976+0.0011504i,-0.0013022-0.0027488i,0.0011163+0.003063i,0.0017975+0.0016752i,0.00084812+0.0004618i,0.0012682-0.00064004i,0.0016254-0.00216i,-0.0011139-0.0015627i,0.00024558-0.0017209i,6.0798e-05-0.0026816i,0.00084762-0.00035856i,-0.00038656+0.00041951i,0.0013363+0.0010229i,0.00080192+0.00056094i,-0.00042291-0.00031368i,0.00020763-4.8509e-05i,-0.0026177-0.001664i,-0.00038732-0.0017208i,-0.0006178+0.00013147i,-0.0006623-0.00015563i,-0.00048501-0.0011024i,-4.9716e-05-0.0067352i,0.00036093-0.00016901i,0.0015337-0.00071093i,0.00014255-0.00053318i,-0.0012342-0.00043762i,0.0027257-0.0020612i,0.00019373-0.00028384i,-0.00074906+0.00010216i,-0.0014265-0.0021917i,0.019346-0.010732i,0.045781-0.0012346i,0.049275+0.00099816i,0.04926-0.013671i,0.019903+0.00040972i,0.024854-0.032252i,0.034376-0.019769i,0.0084251-0.016961i,0.020775-0.0045743i,0.022464+0.009864i,-0.0018307-0.0049391i,9.4105e-05+0.0062034i,-0.01115+0.00027134i,0.0006517-0.0018912i,0.0047059-0.00012512i,0.0051009+0.0060612i,-0.00055797+0.00071579i,0.0039626+0.0038411i,0.002778+0.0027588i,0.007869-0.0054384i,0.0024177-0.0011319i,-0.00022185+0.0014279i,-0.0053473-0.010629i,-0.0022427+0.0025579i,0.0021418-0.010743i,0.001367+0.0031309i,-0.0034867+0.0026962i,-0.00073662-0.00045899i,0.0037469+0.00010485i,-0.0018894+0.00066422i,-0.0037722+0.004117i,-0.004143-0.0023908i,0.00026808+0.0010396i,-0.0016111+0.0012172i,0.00126+0.00040561i,-0.0041074-0.011621i,0.0017464+0.0031596i,-0.0050412+0.0017806i,-0.0028337+0.00054636i,0.0011825+0.0058293i,-0.0010007-0.00080919i,-9.7985e-05-0.0041831i,0.00082918-0.0047278i,0.0029087+0.00067376i,0.0065027+0.002631i,0.03823-0.010039i,-0.026802+0.012396i,-0.0069705+0.03739i,0.0019357+0.010546i,0.011283+0.00025947i,0.0042161-0.0024251i,-0.0078563+0.00851i
-0.0011881-0.018523i,0.012587-0.038458i,-0.0093045-0.031229i,-0.0082493-0.020849i,-0.02883-0.027252i,-0.025623-0.00077244i,-0.019649-0.00094269i,-0.022032-0.013912i,-0.0077082-0.015843i,0.00014878-0.0037192i,-0.0029734-0.00051057i,-0.002964-0.00041134i,-0.0023628+0.0016836i,-0.0015588+0.0012899i,0.0015703+0.00062553i,-0.0014813-0.0020499i,0.0014386+0.003389i,0.002068+0.00092985i,0.0010294+0.00030445i,0.0010036-0.00077119i,0.00069918-0.0026015i,-0.0017418-0.0010072i,-0.00029969-0.0015307i,-0.00079148-0.00242i,0.0004676-0.00057418i,-0.00015091+0.00075794i,0.001549+0.00032745i,0.00091538+0.00028347i,8.6688e-05+0.00031333i,0.00020949+0.00014929i,-0.0030252-0.00066389i,-0.00090303-0.0014257i,-0.00027071+0.00040267i,-0.00056199+1.3252e-05i,-0.00067814-0.00088873i,-0.0018733-0.0061349i,0.00043311-0.00028359i,0.0010187-0.0010523i,-9.3778e-05-0.00047869i,-0.0016013+4.485e-05i,0.0020201-0.0027341i,6.0119e-05-0.00031928i,-0.00032053+0.00035345i,-0.0016284-0.0016489i,0.016553-0.015545i,0.042425-0.01008i,0.047653-0.0070356i,0.044565-0.022405i,0.021715-0.0048132i,0.018112-0.036092i,0.03118-0.024796i,0.0057424-0.019172i,0.021326-0.0062462i,0.023159+0.003137i,-0.0036901-0.0043526i,0.0033467+0.0059182i,-0.011376+0.0063453i,-0.0006503-0.0014794i,0.0041921-0.00065341i,0.0059222+0.0048822i,-0.00029251+0.00016126i,0.0030945+0.0041655i,0.003147+0.0020673i,0.0041442-0.0078801i,0.0015461-0.0021992i,0.0012166+0.00086078i,-0.0083421-0.0063785i,-0.000677+0.003419i,-0.0087657-0.014484i,0.002468+0.0017514i,-0.0021807+0.0043983i,-0.00087267-0.00047747i,0.0028182-0.0030179i,-0.0020855+0.00097946i,-0.0017151+0.0029787i,-0.0044363-0.0010567i,-0.00022076+0.00043243i,-0.0014292+0.0016492i,0.00071737-0.00065242i,-0.0091643-0.0091949i,0.0021548+0.0012543i,-0.0046592+0.0024918i,-0.0027742+0.0016498i,0.0033923+0.0048294i,-0.00034626-0.00064982i,-0.00030995-0.003036i,-0.00040807-0.0048138i,0.0018903+0.0013802i,0.006545+0.0015746i,0.036041-0.014955i,-0.027194+0.017745i,-0.0018278+0.035978i,0.0013313+0.0072488i,0.010791-0.0028284i,0.0038853-0.0024187i,-0.0066658+0.0077279i
-0.0051711-0.018588i,0.0069538-0.0394i,-0.014122-0.029042i,-0.011121-0.019758i,-0.032325-0.021032i,-0.025024+0.0027681i,-0.019473+0.001928i,-0.023648-0.010542i,-0.010115-0.015321i,-0.00038144-0.0038257i,-0.0023475+0.00019104i,-0.0024233+0.00032577i,-0.0012498+0.0022775i,-0.0009364+0.0015696i,0.0017628+2.1733e-05i,-0.0013815-0.0016009i,-0.00019646+0.0026729i,0.002452+0.00013414i,0.0011065-7.9755e-05i,0.00083189-0.00099194i,-0.0003781-0.0024958i,-0.0019274-0.00021543i,-0.00063847-0.0013093i,-0.0013715-0.0019004i,0.00018669-0.0006155i,0.00021856+0.00083357i,0.0012826-0.00024268i,0.001016-0.00010118i,0.00020376+7.1805e-06i,0.0002821+0.00017209i,-0.0030393+0.00044584i,-0.0010336-0.00094905i,9.4086e-05+0.00035907i,-0.00051429+7.5341e-05i,-0.00096236-0.00055158i,-0.0032275-0.0055056i,0.00024234-0.00045963i,0.00012165-0.0014763i,-6.9364e-05-0.00017592i,-0.0016294+0.00062654i,0.0011105-0.0026217i,-0.00016919-0.00028112i,0.00016157+0.00031343i,-0.0016209-0.0010804i,0.012555-0.018914i,0.037146-0.016697i,0.044521-0.014039i,0.038285-0.028822i,0.02113-0.0095665i,0.010797-0.038428i,0.027561-0.029811i,0.0024477-0.021323i,0.022274-0.0097552i,0.022123-0.0042921i,-0.0057486-0.0028993i,0.0055908+0.003807i,-0.0082691+0.010734i,-0.0015501-0.00073304i,0.0036223-0.00095707i,0.0074067+0.0040318i,-0.00044723-7.9195e-05i,0.0029574+0.0049642i,0.0038354+0.00088703i,0.00061096-0.0076181i,0.00051693-0.0024993i,0.0018049-0.00011093i,-0.0090789-0.0022456i,0.00094503+0.0032254i,-0.012242-0.010256i,0.0020712+0.00037525i,-0.0001128+0.0050629i,-0.0012492-0.00038673i,0.00042709-0.0049022i,-0.0018475+0.0014256i,-0.0010283+0.0016606i,-0.0049291+0.0009577i,-0.00097675+0.00052467i,-0.0010215+0.0020868i,-0.00044528-0.00083545i,-0.011525-0.0047552i,0.0014859-4.2406e-05i,-0.0042439+0.003193i,-0.0019387+0.0023875i,0.0053834+0.0025727i,-0.00052714-0.00046359i,0.00023386-0.0028538i,-0.0015124-0.0045591i,0.0025049+0.0029971i,0.0063027+0.0010389i,0.032444-0.020378i,-0.026133+0.023832i,0.002917+0.034164i,-0.00065261+0.0051686i,0.0074582-0.0051948i,0.0042917-0.0027384i,-0.006905+0.0072053i
-0.0089304-0.017367i,0.0014178-0.039941i,-0.018276-0.025872i,-0.013874-0.018213i,-0.034593-0.015111i,-0.024+0.0063641i,-0.018727+0.0048291i,-0.024818-0.0071716i,-0.012669-0.014378i,-0.0010021-0.0036137i,-0.0016247+0.00032937i,-0.0018466+0.00089514i,-0.00011395+0.0025218i,-0.00034814+0.0017293i,0.0016143-0.00063144i,-0.0012993-0.0015859i,0.00082457+0.00074044i,0.0021811-0.00092389i,0.00095452-0.00047254i,0.00056258-0.0011173i,-0.0011812-0.0020476i,-0.0016227+0.00042753i,-0.00079625-0.0011221i,-0.0013497-0.0015556i,-8.4011e-05-0.00076482i,0.0005466+0.00068071i,0.0009954-0.00052219i,0.00092891-0.00023723i,2.819e-05-0.00013743i,0.00040247+0.00026473i,-0.0027075+0.001472i,-0.0011233-0.0005722i,0.00021034+0.00021374i,-0.00051312+0.0002578i,-0.00097106-5.1747e-05i,-0.0039846-0.0044483i,-5.1759e-06-0.00043459i,-0.00019442-0.00048707i,0.00011107-0.00026198i,-0.0013992+0.0012985i,0.00026191-0.0034168i,-0.0001543-0.00013948i,0.00058415-4.183e-05i,-0.0012685-0.00076757i,0.0083818-0.02114i,0.032462-0.020595i,0.040799-0.019909i,0.031222-0.033292i,0.0192-0.013401i,0.0032201-0.038637i,0.022925-0.034154i,-0.00076787-0.022562i,0.021803-0.014267i,0.018211-0.010543i,-0.0073394-0.00035363i,0.0061521+0.001019i,-0.0037624+0.012796i,-0.0023752+0.00033464i,0.003317-0.00092394i,0.008739+0.0016078i,-0.00063947-0.00035169i,0.0041151+0.0063338i,0.003569-0.00055835i,-0.0014469-0.0062912i,-0.00064189-0.002464i,0.0017967-0.00096296i,-0.0076205+0.0012245i,0.0023444+0.0025522i,-0.020048-0.0044061i,0.0014615+0.00016262i,0.0020985+0.0044134i,-0.0014393+8.0506e-05i,-0.0022121-0.0051769i,-0.0015719+0.0012261i,-0.0018228+0.0011436i,-0.0043465+0.0025838i,-0.0011459+0.0012715i,-0.0012427+0.0023432i,-0.0010795-0.00026592i,-0.011833-0.00031318i,0.00053107-0.00063899i,-0.003756+0.0041111i,-0.0011604+0.0024772i,0.0066033-0.00054066i,-0.0003462-0.00027219i,0.00039529-0.0037089i,-0.0024764-0.0044408i,0.0038959+0.0027135i,0.0064898+0.0005925i,0.02864-0.024294i,-0.022502+0.03129i,0.0066246+0.032143i,-0.0031172+0.0049433i,0.0041415-0.004497i,0.0037418-0.003786i,-0.0072605+0.0073584i
-0.011886-0.015539i,-0.0045762-0.040476i,-0.021583-0.022621i,-0.016475-0.016224i,-0.036115-0.0086137i,-0.022054+0.0097707i,-0.017426+0.0074435i,-0.02569-0.0036735i,-0.01536-0.013016i,-0.0013837-0.0035126i,-0.0013049+0.0002968i,-0.0010229+0.0011683i,0.0011593+0.0022843i,0.00046064+0.0016117i,0.0012208-0.0011333i,-0.0015051-0.0016998i,0.0015102-0.00077597i,0.0014083-0.0014878i,0.00068732-0.00071714i,0.00047971-0.0012188i,-0.0017875-0.0013689i,-0.0012122+0.00078802i,-0.0010831-0.00099378i,-0.001373-0.0017467i,-0.00046819-0.00067865i,0.00080358+0.00046132i,0.00062553-0.00081454i,0.00086737-0.00030993i,-8.9955e-05-3.3166e-05i,0.00073766+0.00027046i,-0.0019369+0.002413i,-0.0012059-0.00015621i,0.0003406+8.9832e-05i,-0.00030663+0.00041811i,-0.00066869+0.00024484i,-0.0051335-0.0033132i,-2.7702e-05-0.00027654i,-6.5875e-05-0.00051028i,6.5222e-05-0.0005415i,-0.00078864+0.0016363i,-0.0019436-0.0010106i,-0.00015776-0.00034167i,0.00054186-0.00074232i,-0.00093261-0.00071121i,0.0039102-0.022671i,0.029041-0.024416i,0.036729-0.025132i,0.024372-0.035519i,0.017459-0.016077i,-0.0038104-0.036492i,0.017696-0.037986i,-0.0034731-0.023859i,0.020247-0.018997i,0.012845-0.01378i,-0.0072536+0.003323i,0.0053638-0.0015269i,0.00068064+0.012672i,-0.0026264+0.0017489i,0.0035935-0.000981i,0.0087925-0.001263i,-0.0011164-0.00044088i,0.0068712+0.0062592i,0.0026136-0.00099634i,-0.0026056-0.0049013i,-0.001482-0.0019213i,0.0017232-0.0016611i,-0.0060611+0.0029974i,0.0033614+0.0012651i,-0.0059068+0.0096961i,0.0017045+0.00050691i,0.0035229+0.0031127i,-0.001277+0.00033116i,-0.0049171-0.0039519i,-0.0017523+0.0014545i,-0.0019053+0.001517i,-0.0031161+0.0037817i,-0.00059477+0.0018714i,-0.0010163+0.0030925i,-0.0011856+0.00024058i,-0.01083+0.003292i,-0.00031233-0.00069081i,-0.0029495+0.0054165i,-0.00066551+0.0025589i,0.0051947-0.0046776i,3.7784e-05-0.00079385i,-0.00027186-0.0045773i,-0.0034818-0.003991i,0.0048079+0.0018887i,0.0070769-0.00043741i,0.024622-0.027404i,-0.01447+0.036564i,0.011058+0.029235i,-0.0049045+0.0058991i,0.0022324-0.0024525i,0.0025995-0.0042017i,-0.0074689+0.0079559i
