-0.022686-0.019049i,-0.032267-0.032636i,-0.022319-0.019803i,-0.03238-0.020302i,-0.023789+0.0044088i,-0.028723-0.017528i,-0.058352-0.044063i,-0.040246-0.041622i,-0.031806-0.019012i,0.0050714+0.0053979i,-0.0035285+0.0062637i,-0.010756+0.010966i,0.0036782+0.006892i,-0.0038668-0.0026551i,0.0029019+0.0017486i,0.0045007+0.028082i,0.023062+0.026688i,7.8312e-05+0.00028584i,-0.0028174-0.0029592i,0.0077527+0.0040467i,0.0020619+0.00067244i,1.9708e-05+0.0023299i,-0.00059883+0.00041238i,-0.030549-0.0010988i,-0.003133-0.0047521i,-0.00015925+0.0027134i,0.0031691-0.0022186i,0.00057088-1.7662e-05i,-0.00044885-0.00064488i,-0.0012482-0.0017839i,-0.0019831-0.00047947i,-0.0042459-0.0041303i,-0.002811-0.005011i,0.00028687-0.0012505i,0.00037847-0.0028904i,-0.003161+0.024794i,0.0020703-0.0033824i,0.0023365-0.0038989i,0.0042021-0.0025672i,-0.0086793-0.00047324i,0.00043218+0.0012501i,0.0056725+0.0016355i,-0.0026581-5.0404e-05i,-0.0032652+0.001251i,-0.0094886-0.0030744i,-0.018856+0.021941i,-0.00789-0.085874i,-0.0026877-0.06132i,-0.021621-0.053059i,-0.011339-0.045717i,0.054599-0.025977i,0.023674-0.067622i,0.040931-0.053434i,0.019388-0.039026i,0.025968-0.019929i,0.012179+0.011898i,0.025832-0.030312i,-0.0092257+0.00026051i,-0.0007452-0.0012527i,-0.0074873-0.0019067i,-0.0047276-0.029266i,-0.02036+0.026615i,0.0076437-0.0090964i,-0.011192-0.003404i,-0.0023684-0.0019415i,-0.0001785-0.014467i,-0.0080366+0.0050733i,0.0054368+0.010445i,-0.010143+0.030344i,0.0070359+0.0075806i,-0.0038249-0.0015801i,-0.0023459-0.0014762i,-0.012395-0.0057052i,0.00038255-0.0039991i,-0.033133-0.00025424i,0.0034889-0.0088436i,-0.0071209-0.0022187i,-0.0055108-0.0026494i,0.0066081+0.0016688i,-0.010775+0.001214i,0.0023259-0.00046249i,0.0064899+0.0077552i,0.0052634+0.0014048i,-0.00816-0.0099331i,0.0026799+0.0078679i,-0.019151+0.0076042i,0.0034072+0.0059069i,-0.020973-0.0086129i,-0.027027-0.0045928i,0.0089956-0.061786i,0.018623-0.01494i,-0.051376-0.027878i,-0.023876+0.0034171i,0.018698+0.010379i,-0.027503+0.012791i,-0.012494-0.0078718i
0.001878-0.0070383i,0.0064922-0.031273i,-0.015101-0.016285i,-0.010633-0.01488i,-0.011147-0.016125i,-0.010894-0.012129i,0.014205-0.014143i,0.012848-0.016373i,-0.0056652-0.0069305i,0.003464+0.00030772i,0.00010652+0.00056394i,-0.00074802+0.00068072i,0.0012054-0.00066772i,0.00072367-0.00065224i,-0.0011539-0.0016068i,0.003084-0.0048113i,-0.0025568+0.0016458i,-0.00063928+0.00012246i,0.00011263-0.00048154i,8.3946e-05+0.0012063i,-0.00017502+0.0011882i,-0.00048127-0.00010527i,0.0011978+0.000616i,-0.0026342+0.0030454i,2.7872e-05+0.00038369i,5.2527e-05+0.00019883i,-0.00055089+0.000273i,4.2725e-05+0.00023798i,0.00021883+6.041e-05i,0.00036387-0.00028902i,0.00042877-7.827e-05i,0.0010313+0.00057597i,0.00022451-0.00012288i,-2.991e-06-0.00064862i,0.00039762+0.00046091i,0.006655+0.00037997i,0.00034587-0.00010704i,0.00088885+0.00033344i,8.0529e-05-0.0006732i,0.00061181-0.0011393i,5.2582e-06+0.0007927i,6.6916e-05-0.00017726i,-0.00011267-0.00073885i,-0.00080299+0.0010216i,-0.0080585-0.0082521i,0.00084557+0.02156i,0.029849-0.00094305i,0.030404-0.0037768i,0.007537-0.016922i,0.030272+0.0072059i,0.022599+0.029349i,0.027033+0.020292i,0.018599+0.032798i,-0.02363+0.013511i,2.8255e-05-0.0085339i,0.0024806-0.0050466i,0.0058276-0.0063196i,0.0096027+0.0014128i,0.0031473+0.0054203i,-0.0058456+0.0067145i,-0.0022483-0.0053075i,0.003864+0.0095882i,-0.0035044-0.0018375i,0.00077618+0.0024376i,3.537e-06+0.00055464i,0.0016577-0.0034789i,0.0068157-0.0018903i,-0.0028402-0.00047252i,0.0047887-0.00084753i,-0.0065156-0.00063619i,-0.0030208-0.0015001i,3.4492e-05+5.8124e-05i,-0.0047558-0.0023722i,-0.002954-0.0020629i,-0.011476-0.010737i,0.0024652-0.0018162i,-0.0045224-0.00014954i,-0.0016337+0.0016414i,-0.0051016+0.002632i,0.0048907+0.0012778i,-0.0080262-0.0017006i,-0.0021943-0.0064959i,-0.0025583-0.001534i,-0.0058622-0.00032267i,0.006165-0.0035617i,0.0040653+0.0013346i,0.0028452-0.0023644i,0.0012044+0.0056899i,0.0028526+0.0014354i,0.011103+0.0066145i,-0.025587+0.0021448i,-0.031408+0.015078i,-0.013733+0.022506i,0.0027934+0.0024237i,0.0061492-0.0054202i,-0.014244+0.0079226i
0.00058406-0.0072947i,0.0010959-0.03199i,-0.017771-0.013329i,-0.012986-0.012109i,-0.01427-0.01413i,-0.012117-0.010227i,0.010308-0.017257i,0.0099317-0.017479i,-0.0072268-0.0060476i,0.0036049-0.00098077i,0.00047985+0.00028233i,-0.00014639+0.0010025i,0.00067551-0.00090832i,0.00077695-0.00065075i,-0.0012458-0.0012695i,0.0022015-0.0051252i,-0.0011236+0.0026091i,-0.00069666+7.6527e-05i,-0.00016823-0.00050199i,0.00042794+0.0010945i,0.00030386+0.0013888i,-0.00041235+7.7498e-05i,0.0013273+0.00016563i,-0.0005804+0.003318i,0.00030126+0.00043046i,0.00018238+0.00015031i,-0.00029359+0.00076765i,9.7777e-05+0.00035897i,0.00020181+3.581e-05i,0.00042329-0.00018323i,0.00025415-0.00024858i,0.001287+4.1682e-05i,0.00032864-0.00016789i,-0.00033242-0.00044457i,0.00083873+0.00029042i,0.0064898-0.00074367i,0.00017132-3.7243e-05i,0.0010432-7.2089e-06i,1.4386e-05-0.00040007i,0.00024034-0.0017688i,0.00040001+0.00059746i,-7.4922e-05-0.0003691i,-0.00047462-0.00041967i,0.00032963+0.0010924i,-0.0090713-0.0062436i,0.0041277+0.022145i,0.029589-0.0051279i,0.0294-0.009759i,0.0027384-0.013967i,0.033243+0.0016173i,0.028239+0.023878i,0.030278+0.01251i,0.02122+0.024056i,-0.018597+0.013452i,-0.0020744-0.0074392i,-0.00097309-0.0052274i,0.0028773-0.0083201i,0.0079277-0.0013232i,0.0039749+0.0039195i,-0.0020218+0.0088155i,-0.0028466-0.0025306i,0.0052604+0.0073233i,-0.004116-0.00049297i,0.0020185+0.0034169i,0.00085203+0.00050381i,-0.00045403-0.0034506i,0.0065507-0.0055503i,-0.003379+0.00012889i,0.0046976-0.003174i,-0.0063506+0.0027175i,-0.0016876-0.0013344i,-0.00011668-0.00062002i,-0.0045761+0.00060652i,-0.002969-0.0014055i,-0.013032-0.0051185i,0.00089237-0.0024542i,-0.0039717+0.0011977i,-0.0016794+0.0012564i,-0.0035452+0.0042276i,0.0058463-0.00036332i,-0.0076588+0.0014126i,-0.0045575-0.0054164i,-0.0023259-0.0012722i,-0.0053944+0.0016252i,0.0030612-0.0045494i,0.0046539-0.00011027i,0.0023203-0.0027912i,0.0029848+0.004429i,0.0016763+0.0012904i,0.010484+0.0019588i,-0.02419+0.0074137i,-0.029881+0.02251i,-0.009822+0.021812i,0.0045554+0.0048286i,0.004672-0.0054877i,-0.014301+0.010217i
-0.00030096-0.007512i,-0.0046507-0.031807i,-0.019631-0.0099358i,-0.014355-0.0090592i,-0.01713-0.011633i,-0.013147-0.0084933i,0.0060486-0.019264i,0.0073769-0.018653i,-0.0085389-0.0047596i,0.0031571-0.0021689i,0.00043087-0.00013243i,0.00056138+0.0011529i,0.00022818-0.00080687i,0.00090709-0.00080154i,-0.0014301-0.0010045i,0.0013277-0.0052203i,0.00018917+0.002424i,-0.00097185+6.075e-05i,-0.00042694-0.00025451i,0.00072116+0.00077278i,0.001044+0.001102i,-0.00046346+6.5224e-05i,0.0012823-0.00032596i,0.0011071+0.0026275i,0.0006795+0.00038995i,0.00030365-1.4282e-06i,0.00017453+0.00089309i,0.00025452+0.00038373i,0.00019499+4.4793e-05i,0.00049624-0.00034348i,8.6176e-05-0.00027544i,0.0012838-0.00050186i,0.00020291-0.00030736i,-0.00044628-0.0001369i,0.0010732-0.00047707i,0.0056281-0.0043589i,0.00033204+5.0889e-05i,0.0009829-0.00048112i,5.6015e-05-0.00040001i,-0.00045455-0.0020172i,0.00071049+0.00030747i,-0.0002905-0.00039319i,-0.00061968-5.875e-05i,0.000896+0.00046692i,-0.0095098-0.0045667i,0.0092218+0.022084i,0.029347-0.0096139i,0.026963-0.014963i,0.00029075-0.010145i,0.035313-0.0050411i,0.031645+0.017436i,0.032089+0.0048976i,0.020794+0.017478i,-0.015199+0.014404i,-0.0040167-0.0057958i,-0.0040359-0.0034583i,-0.0013922-0.0091024i,0.0053211-0.0027523i,0.003884+0.002603i,0.0014665+0.0087878i,-0.002001-0.00083853i,0.0055115+0.0053042i,-0.0043336+0.0020293i,0.0036287+0.0032977i,0.001169-0.00012893i,-0.0018404-0.0022538i,0.0046782-0.0079348i,-0.0030403+0.0011111i,0.0038776-0.004868i,-0.0030534+0.0046524i,-0.0026017-0.0013967i,-0.00060573-0.00067556i,-0.0031037+0.0025034i,-0.0025761-0.00071548i,-0.01245-0.00035993i,1.5316e-05-0.0025862i,-0.0030444+0.0020761i,-0.0016243+0.0017019i,-0.0013887+0.0043622i,0.0060346-0.0028793i,-0.0061825+0.0037735i,-0.005886-0.0035056i,-0.0026497-0.0010744i,-0.0042858+0.0025982i,0.0016062-0.0039784i,0.0045608-0.0014896i,0.0020232-0.0031463i,0.002387+0.0021548i,0.0010089+0.0013566i,0.00973-0.00090561i,-0.020906+0.011631i,-0.024591+0.030057i,-0.0072687+0.021053i,0.0078386+0.0049997i,0.0027432-0.0042369i,-0.012834+0.012892i
-0.0013578-0.0079375i,-0.010133-0.030126i,-0.020843-0.0067363i,-0.014816-0.0063022i,-0.019486-0.0080793i,-0.014105-0.0066577i,0.0013175-0.020022i,0.0046788-0.019486i,-0.0092173-0.0031172i,0.0022154-0.0033824i,0.00012903-0.00013172i,0.0013249+0.00054116i,1.8718e-05-0.0005373i,0.00082337-0.0012369i,-0.0015495-0.00051714i,0.00031618-0.0052272i,0.00046431+0.0019263i,-0.0012029+0.00049593i,-0.00035922+4.625e-05i,0.00078406+0.00032842i,0.0013265+0.00054708i,-0.00067365+0.00024523i,0.00095337-0.00071861i,0.0021049+0.00099846i,0.0011525+5.4843e-05i,0.00024374-0.00019192i,0.00042342+0.00084621i,0.00049249+0.00025719i,0.00024648+3.044e-05i,0.00032461-0.00043433i,-3.9319e-05-0.00022345i,0.0010243-0.00094893i,0.00010512-0.00031088i,-0.00035722+3.3174e-05i,0.00073156-0.001419i,0.0039969-0.0057024i,0.00059906-0.00013417i,0.00076378-0.00072815i,-6.2975e-05-0.00037426i,-0.0012741-0.0020487i,0.00071471-7.122e-05i,-0.00052291-0.00018956i,-0.00057048+0.00056653i,0.00089792+8.4766e-05i,-0.0093711-0.0032772i,0.015149+0.018883i,0.02846-0.014316i,0.025052-0.019241i,0.0010864-0.005867i,0.035271-0.01336i,0.033772+0.010768i,0.032367-0.00315i,0.02028+0.012836i,-0.010189+0.014285i,-0.0048452-0.0035165i,-0.0059304-0.00048471i,-0.006015-0.0082104i,0.0034256-0.0029631i,0.0036088+0.0021409i,0.003891+0.0074044i,-0.001004-4.7032e-05i,0.0051411+0.0031715i,-0.0020119+0.0046295i,0.0051919+0.0025535i,0.0014921-0.0006105i,-0.0023916-0.00091198i,0.0021358-0.009566i,-0.0024389+0.0016121i,0.0024763-0.0064244i,-0.00080182+0.0038911i,-0.0035878-0.00095357i,-0.00084367-0.00059206i,-0.0013024+0.0036171i,-0.0024169-0.00050953i,-0.010318+0.0036729i,-0.001096-0.0030991i,-0.0017112+0.0023324i,-0.0012872+0.0017072i,0.00025663+0.0035513i,0.0051354-0.0055119i,-0.0035903+0.0054015i,-0.0058493-0.0013518i,-0.0031955-0.00053631i,-0.0035335+0.003659i,0.00059238-0.0036098i,0.0037932-0.0023874i,0.0016167-0.0039312i,0.00096643+0.0018384i,0.0006691+0.0019482i,0.0087663-0.0040277i,-0.017362+0.012671i,-0.016433+0.033869i,-0.0039515+0.021281i,0.009494+0.003826i,0.0024375-0.0028599i,-0.010612+0.01479i
-0.0027869-0.0082329i,-0.014874-0.02735i,-0.021646-0.0032825i,-0.015094-0.0040771i,-0.020314-0.0042196i,-0.014815-0.0046082i,-0.0028579-0.019279i,0.0021636-0.019982i,-0.0090932-0.0016336i,3.2335e-05-0.0016073i,7.0684e-05+7.8305e-05i,0.0012795-0.00022506i,5.8129e-06-0.00036297i,0.00024456-0.0012887i,-0.001318+3.8149e-05i,-0.0009281-0.00481i,0.00075865+0.0015482i,-0.00095116+0.001312i,-0.00029687+8.3131e-05i,0.00053818-6.3334e-05i,0.0013393-1.4944e-05i,-0.00060672+0.00053185i,0.00062322-0.00093715i,0.0016998-0.00059351i,0.001089-0.00077458i,3.0119e-05-0.000302i,0.00074992+0.00067114i,0.00058038+8.0395e-05i,0.00024188-0.00010954i,0.00011224-0.00042453i,-7.8635e-05-7.1882e-05i,0.00066793-0.0012444i,-9.8762e-05-0.00031225i,-0.00035957+0.000206i,-0.00031142-0.0017319i,0.0022258-0.0064441i,0.00052708-0.00047466i,0.00032806-0.0010433i,1.0405e-05-0.00034983i,-0.0022581-0.0017226i,0.00054776-0.00040811i,-0.00062435+0.00014425i,-0.00041149+0.0010017i,0.00093052-0.00022417i,-0.0087817-0.0025144i,0.019251+0.013177i,0.026709-0.019222i,0.021576-0.025165i,0.0048565-0.0032255i,0.032553-0.02185i,0.034488+0.0043119i,0.03006-0.010634i,0.019279+0.0097459i,-0.0056544+0.012398i,-0.0044679-0.0022398i,-0.0058562+0.0033403i,-0.010473-0.0048682i,0.0019884-0.0028845i,0.0034714+0.0016921i,0.0058718+0.0090642i,4.9527e-05-0.0002045i,0.0032478+0.0021943i,0.0015316+0.004034i,0.0066107+0.00073573i,0.0016119-0.001458i,-0.0020189+0.00081594i,-0.001095-0.010921i,-0.0022588+0.0025089i,0.0005854-0.0075881i,-0.00063289+0.0033368i,-0.0044169+0.00019229i,-0.0010508-0.00042076i,0.0014154+0.0036962i,-0.0024566-0.00058518i,-0.0068085+0.0062062i,-0.0029736-0.0027077i,-0.00081331+0.0019457i,-0.00086636+0.0018464i,0.0010016+0.0024453i,0.0031271-0.0081077i,-0.00097113+0.0053783i,-0.0050361+3.3673e-05i,-0.0030734+0.00018589i,-0.0020205+0.005182i,-0.00047991-0.0028208i,0.0028956-0.002967i,0.00039487-0.0042006i,0.00037965+0.0022299i,0.00077323+0.0024182i,0.0069803-0.0063062i,-0.017506+0.01209i,-0.0091421+0.033754i,0.00033514+0.0195i,0.01061+0.0020137i,0.0026123-0.0020871i,-0.007582+0.015779i
-0.0041036-0.0081469i,-0.018747-0.023984i,-0.021757+0.00029685i,-0.015068-0.0017471i,-0.020623-0.00065505i,-0.015069-0.0026283i,-0.0061125-0.018179i,-0.00042476-0.020912i,-0.0084962-0.00073381i,0.00064689-0.0020029i,0.00025411+0.00026898i,0.00096875-0.00056925i,-3.5019e-05-0.00022423i,3.5944e-05-0.0010259i,-0.00095317+0.00017526i,-0.0018819-0.0038509i,0.0010937+0.0012624i,-0.00017722+0.0013735i,-0.00024873+0.000194i,0.00032653-0.00012439i,0.0011788-0.0005491i,-0.0004394+0.00067089i,0.00026883-0.0011072i,0.0008804-0.0015501i,0.00047541-0.0013183i,-0.00020261-0.00014945i,0.0010244+0.0003243i,0.00065586-0.00018996i,0.00019528-0.00016442i,-0.0001037-0.0003557i,-2.7146e-05-1.6536e-05i,2.8568e-05-0.0015193i,-0.00018204-8.9917e-05i,-0.00010751+0.00034357i,-0.00083901-0.0020019i,0.00037477-0.0068628i,0.00033566-0.00043501i,-0.00017401-0.00097562i,2.4978e-07-0.00041378i,-0.0030019-0.00078641i,0.00025964-0.00050364i,-0.00049003+0.0004463i,9.6624e-05+0.0016701i,0.00079773-0.00065658i,-0.0087452-0.0028224i,0.020999+0.00691i,0.023935-0.023996i,0.016342-0.030188i,0.0099686-0.0049972i,0.026776-0.029019i,0.034383-0.0017353i,0.027031-0.01607i,0.019069+0.0083968i,-0.0027374+0.0088992i,-0.0044556-0.0017122i,-0.0033453+0.0063172i,-0.013123+0.00058948i,0.00065629-0.0026735i,0.0032541+0.0015273i,0.0070164+0.0038035i,0.00041793-0.0010995i,0.0021567+0.0019096i,0.0021759+0.0021809i,0.0063639-0.002191i,0.0012635-0.0026605i,-2.7435e-06+0.001815i,-0.0059567-0.0092452i,-0.0011128+0.0039804i,-0.0028572-0.0074769i,0.00066189+0.0037027i,-0.0045322+0.0019598i,-0.0012495-7.975e-05i,0.0039959+0.0009024i,-0.0026714-0.00034667i,-0.0024678+0.0064128i,-0.0045944-0.00098738i,-0.00032511+0.0012754i,-0.00075324+0.0018641i,0.0014605+0.0013322i,-0.0001349-0.0098796i,0.0012438+0.0042481i,-0.0044326+0.0008229i,-0.0030887+0.0008601i,0.00088286+0.0053971i,-0.00058242-0.0017211i,0.0019788-0.0031766i,-0.00075035-0.0042146i,-0.00014183+0.002929i,0.0011546+0.0026836i,0.0050331-0.0077468i,-0.018737+0.01463i,-0.003777+0.032654i,0.0029881+0.015676i,0.011021-0.00077884i,0.0028932-0.0020027i,-0.0043894+0.015317i
-0.0055456-0.0080762i,-0.021698-0.020075i,-0.02114+0.0037071i,-0.014532+0.00029927i,-0.020251+0.0030543i,-0.01525-0.00070908i,-0.0090328-0.016921i,-0.0039478-0.021724i,-0.0081031-0.00066524i,0.00055113-0.0020791i,0.00053731+0.00034264i,0.0017933-0.00077506i,7.7478e-05+6.5423e-06i,-4.7037e-06-0.00088703i,-0.00080035+0.00019379i,-0.0022735-0.002903i,0.001335+0.00084997i,0.00043764+0.0012144i,-5.1498e-05+0.00032523i,0.00024379-0.0001053i,0.00074414-0.0010059i,-0.00037578+0.00086599i,-0.00011117-0.00096191i,-5.7717e-05-0.0018362i,6.3431e-05-0.0012979i,-0.00022208+7.8449e-05i,0.00097707-0.00013872i,0.0005408-0.0004173i,0.00015659-0.00021214i,-0.00026519-0.00015521i,9.5439e-06-2.2976e-05i,-0.00056416-0.0012265i,-8.4348e-05+6.0328e-05i,0.00013829+0.00025145i,-0.0020734-6.4119e-05i,-0.0013155-0.0062938i,0.00047993-0.00051798i,-0.0004057-0.0006076i,-0.00014243-0.00047332i,-0.0034623+0.00046553i,8.2358e-05-0.00062488i,-0.00024242+0.00061443i,0.0011493+0.0020626i,0.00042032-0.00080227i,-0.0098104-0.0028545i,0.02055+0.00096481i,0.019776-0.028225i,0.0091553-0.033121i,0.01267-0.0098392i,0.019825-0.03356i,0.033632-0.0076857i,0.024113-0.021482i,0.020865+0.0070888i,-0.000562+0.005732i,-0.0052799-0.001366i,8.7256e-05+0.0071058i,-0.012355+0.00696i,-0.00034385-0.0021182i,0.0034506+0.0015117i,0.0070554+0.0023438i,-0.00015899-0.0018739i,0.00086199+0.0024079i,0.0024794+0.0015312i,0.0044067-0.0045483i,-0.00025226-0.00338i,0.0015244+0.0010103i,-0.0082987-0.0049411i,0.0014262+0.0042048i,-0.0054509-0.005122i,0.0020493+0.0027503i,-0.0036701+0.0037806i,-0.0012258+0.00017778i,0.0034532-0.0022466i,-0.002936+0.00040791i,7.6305e-05+0.0040975i,-0.0043488+0.0013047i,-0.00038694+0.00056022i,-0.00053075+0.0019955i,0.0011621+2.4487e-05i,-0.0046531-0.0095354i,0.0019805+0.0023418i,-0.0039669+0.0015557i,-0.0027626+0.0019694i,0.0031275+0.0040428i,-9.3765e-05-0.0014323i,0.0016369-0.0025975i,-0.0016288-0.0035791i,-0.00081152+0.004257i,0.00163+0.0025071i,0.0043026-0.0086336i,-0.018448+0.018913i,0.0010274+0.030568i,0.0034197+0.011721i,0.0095943-0.0036787i,0.0026146-0.0016932i,-0.002289+0.013289i
-0.0073869-0.0076238i,-0.023658-0.016146i,-0.020015+0.0069783i,-0.01376+0.0019736i,-0.019035+0.0064961i,-0.015167+0.0012486i,-0.011871-0.01531i,-0.0079254-0.021102i,-0.0084667-0.0007234i,0.0003762-0.002323i,0.00090656+0.0002863i,0.00088665-0.0012801i,0.00031337+0.00013355i,-8.8724e-05-0.00082044i,-0.00067187+0.00024873i,-0.0023452-0.0021519i,0.0015413+0.00055539i,0.00097372+0.0011272i,0.00011939+0.00018351i,0.00025717-0.0001825i,6.7028e-05-0.0010445i,-2.467e-05+0.0010694i,-0.00029889-0.00078531i,-0.0008332-0.0016739i,-0.00031837-0.0011311i,-0.00015566+0.00022435i,0.00066006-0.00038153i,0.00034384-0.00058312i,0.00011267-0.00011442i,-0.00034598+7.6771e-05i,-1.7053e-05-3.2708e-05i,-0.00057634-0.00094914i,0.00011534+5.4945e-05i,0.00023116+4.766e-05i,-0.0017027-0.00010394i,-0.0023091-0.0054102i,0.00024602-0.00074179i,-0.00045871-0.00033901i,-0.00029923-0.00032667i,-0.0032774+0.0018003i,-0.00023297-0.00056777i,-4.7856e-05+0.00057822i,0.0028467+0.0016169i,0.00014359-0.00056979i,-0.010981-0.0019538i,0.0183-0.0039358i,0.014812-0.031097i,0.0018964-0.033356i,0.012392-0.014639i,0.012191-0.036351i,0.032108-0.013971i,0.019794-0.026671i,0.02382+0.0099407i,0.0006687+0.001037i,-0.0065361-0.00012201i,0.0030687+0.0059763i,-0.0080873+0.011409i,-0.00087392-0.0016192i,0.0036392+0.0013086i,0.0071459+0.0010005i,-0.0011523-0.0016802i,0.00060865+0.0037105i,0.0031985+0.00035078i,0.0019809-0.0049456i,-0.0015321-0.0030132i,0.0020691-0.00018928i,-0.0083418-0.0010881i,0.0033689+0.0029006i,-0.0063246-0.0022346i,0.0019559+0.0014169i,-0.0018759+0.0048114i,-0.001378+0.00046836i,0.0015027-0.0043101i,-0.0028514+0.0012214i,0.00032547+0.0017092i,-0.0034812+0.0021715i,-0.00099431+0.0003274i,0.00024801+0.0014367i,0.00026201-0.00039356i,-0.0077249-0.0069299i,0.0018783+0.0010935i,-0.0033534+0.0019061i,-0.0017278+0.0025756i,0.0044335+0.002051i,-0.00021662-0.0012628i,0.0019911-0.0025336i,-0.0017194-0.0027763i,0.00068827+0.0061866i,0.0017069+0.0027587i,0.0028171-0.01029i,-0.016632+0.023373i,0.0045773+0.02778i,0.0017743+0.0086826i,0.0062754-0.0051654i,0.0030546-0.0018247i,-0.0020643+0.011515i
-0.009041-0.0063825i,-0.024994-0.012535i,-0.018168+0.0099303i,-0.012956+0.0032844i,-0.017332+0.009275i,-0.014817+0.0033505i,-0.014208-0.013219i,-0.011489-0.019758i,-0.0093254-0.00033634i,7.5138e-05-0.0023484i,0.0012714-5.434e-05i,0.00041561-0.0011431i,0.0005775+0.00021055i,-0.00021335-0.00065024i,-0.00061198+0.00025116i,-0.0023042-0.0017862i,0.0020495+0.00016671i,0.0010627+0.00036217i,0.00013765+3.4664e-05i,0.00023851-0.00019098i,-0.00033574-0.00081725i,0.00053818+0.00096394i,-0.00032296-0.00069464i,-0.0011959-0.0014652i,-0.00077068-0.0010427i,1.5814e-05+0.00032449i,0.0005396-0.00031077i,0.00015815-0.00048601i,0.00010503-0.00010984i,-0.00022505+0.00034746i,-3.7869e-05+6.4316e-05i,-0.00061753-0.00084143i,8.7608e-05+2.8668e-05i,0.00014461-2.4491e-06i,-0.0011006-0.00015784i,-0.0029816-0.0043431i,-9.025e-05-0.00068313i,-0.00051525-8.7091e-05i,-0.00020291-0.00018322i,-0.0024582+0.0031072i,-0.00038447-0.00031364i,0.00022471+0.00061161i,0.0033415-0.00050996i,0.00019912-0.00044168i,-0.011583-0.00045996i,0.015812-0.0064062i,0.010078-0.032785i,-0.004336-0.032021i,0.010002-0.018673i,0.0043233-0.036354i,0.029045-0.019962i,0.014836-0.030359i,0.023063-0.0015513i,-0.0010797-0.0030578i,-0.0072449+0.0020589i,0.0048361+0.0038574i,-0.0032512+0.013651i,-0.0015527-0.0010513i,0.0039534+0.0011219i,0.0069224-0.00056447i,-0.0015478-0.0012496i,0.0012742+0.0051419i,0.00284-0.0010476i,0.00046268-0.0043807i,-0.0026438-0.0022274i,0.0019164-0.0010593i,-0.0068196+0.0015794i,0.0044944+0.0010322i,-0.0056752+5.135e-05i,0.001604+0.0010342i,0.00010665+0.0049305i,-0.0011119+0.00093439i,-0.00088303-0.0052351i,-0.0022153+0.0016468i,-0.00077459+0.00067909i,-0.0027657+0.0032109i,-0.001457+0.0008732i,0.00057212+0.0020602i,-0.00022752-0.00028518i,-0.009341-0.0038207i,0.0013042+0.00017736i,-0.0031795+0.0021629i,-0.00075874+0.0025734i,0.0044465-0.00043581i,2.7153e-05-0.0013094i,0.0021738-0.0031877i,-0.0018668-0.0027242i,0.0030119+0.0065641i,0.0022562+0.0029134i,0.00094179-0.011135i,-0.012951+0.028636i,0.0079639+0.025361i,-0.00097201+0.0079597i,0.0030747-0.0039345i,0.0028121-0.0024337i,-0.0019979+0.010605i
-0.0099977-0.0048378i,-0.026504-0.0093397i,-0.01594+0.012149i,-0.012102+0.004576i,-0.015419+0.011981i,-0.013851+0.0053033i,-0.01628-0.010915i,-0.014874-0.017902i,-0.010351+0.00071755i,-0.00011406-0.0026122i,0.001361-0.00071039i,0.00036283-0.0011204i,0.00087283+0.00010223i,-5.2611e-05-0.00072715i,-0.00061103+0.00028797i,-0.002329-0.0015878i,0.0022858-0.00077738i,0.0011132-0.00012152i,0.00013189-3.9355e-05i,0.00034531-0.00029373i,-0.00060483-0.0005344i,0.00081502+0.00053691i,-0.00050627-0.0007073i,-0.0013617-0.0014676i,-0.0010886-0.00060967i,0.00027046+0.0002808i,0.00044908-0.00042039i,7.039e-05-0.0003552i,0.00010407-5.3431e-05i,0.00014374+0.00049289i,4.0675e-05+0.00013934i,-0.00084737-0.00066575i,0.00035468-0.00015651i,0.00022934-2.6167e-06i,-0.00055141-4.6746e-05i,-0.0030817-0.0035295i,-0.0002197-0.00055423i,-0.00038579+0.00018015i,-0.00013283-0.00019237i,-0.0010549+0.0036728i,-0.00040054-7.8496e-05i,0.00039442+0.00032631i,0.0019591-0.0015433i,0.00030712-0.00051395i,-0.012048+0.00093986i,0.014399-0.008322i,0.005337-0.033833i,-0.009823-0.029242i,0.0075211-0.021032i,-0.0027612-0.033781i,0.024952-0.025194i,0.0099695-0.033509i,0.024843-0.0061159i,-0.004253-0.0052392i,-0.0065916+0.005035i,0.005295+0.0014807i,0.0016311+0.014035i,-0.0018704-0.00022244i,0.0047519+0.00065385i,0.0063313-0.0022558i,-0.0019102-0.0009882i,0.0034354+0.0057757i,0.0019096-0.0012218i,-0.00051968-0.003724i,-0.0032262-0.0010947i,0.0016891-0.0017115i,-0.0056159+0.0031122i,0.0046215-0.0012413i,-0.0048802+0.0021961i,0.0020068+0.0013278i,0.0017085+0.0042549i,-0.00067788+0.0009968i,-0.0037397-0.0048479i,-0.0017849+0.0015321i,-0.0015907+0.00073511i,-0.0014603+0.0040219i,-0.0012716+0.0016434i,0.00051653+0.0023837i,-0.0003984-0.00028339i,-0.0097804-0.00074686i,0.00048908-0.00017543i,-0.0030934+0.0030866i,-0.00031129+0.0025702i,0.0035499-0.0025972i,5.1282e-05-0.0019326i,0.0019841-0.0042267i,-0.0023847-0.0024549i,0.0051978+0.0057117i,0.0031977+0.0028633i,-0.00085188-0.01165i,-0.0058518+0.031894i,0.010976+0.021238i,-0.0028605+0.0092705i,0.0017452-0.0013739i,0.001882-0.002596i,-0.0020299+0.010035i
