-0.023087-0.01871i,-0.032865-0.033244i,-0.022435-0.019333i,-0.032724-0.020135i,-0.02392+0.0042095i,-0.028831-0.017604i,-0.058337-0.043559i,-0.041165-0.041074i,-0.034185-0.018551i,0.0049398+0.0047582i,-0.0040244+0.0065561i,-0.011215+0.011192i,0.0039494+0.0066473i,-0.0038067-0.0027683i,0.0027631+0.0016169i,0.0043614+0.028462i,0.023995+0.021151i,-0.00022117+7.6995e-06i,-0.0033404-0.0026951i,0.0077029+0.0034622i,0.0018835+0.0005554i,-0.00053875+0.0026012i,-0.00052628+0.00045614i,-0.031711-0.00088219i,-0.0039439-0.004689i,-0.00026417+0.0025474i,0.0043809-0.0013551i,0.00067584-0.0004119i,-0.0003614-0.00060497i,-0.0014044-0.0018794i,-0.0022641-0.00066762i,-0.003807-0.0038339i,-0.0030657-0.0053578i,0.0004566-0.0011187i,0.00032506-0.0028713i,-0.0022256+0.025104i,0.0020096-0.0029878i,0.0019936-0.004331i,0.0042461-0.002206i,-0.0085188-0.0012278i,0.00050982+0.0010681i,-0.0041751-0.0097483i,-0.0025902-2.1084e-05i,-0.0034598+0.00079356i,-0.0085688-0.0040023i,-0.019008+0.021563i,-0.0082714-0.086444i,-0.0025867-0.060717i,-0.021396-0.053943i,-0.010777-0.045367i,0.053929-0.026401i,0.02389-0.06719i,0.041339-0.053349i,0.018882-0.039759i,0.025485-0.020294i,0.012111+0.011932i,0.026106-0.029178i,-0.010115-0.0011558i,-0.0010326-0.00098441i,-0.0071599-0.0014258i,-0.005616-0.02916i,-0.021371+0.027167i,0.0073936-0.0095061i,-0.010148-0.0031852i,-0.0024586-0.0018904i,-0.00010055-0.014649i,-0.0079327+0.0053495i,0.0052262+0.010339i,-0.009238+0.030984i,0.0062941+0.0077115i,-0.0037579-0.0013877i,-0.0023543-0.0017501i,-0.013072-0.0056484i,0.00024156-0.0040567i,-0.037591+0.006215i,0.0030919-0.0088066i,-0.0071421-0.0015012i,-0.0055691-0.0031624i,0.0068301+0.0017718i,-0.010652+0.0005738i,0.0023367-0.00026866i,0.0061169+0.0075705i,0.005916+0.0010682i,-0.0077187-0.0097293i,0.002743+0.007993i,-0.01873+0.0072802i,0.0032769+0.0058784i,-0.021126-0.0086354i,-0.026817-0.005096i,0.0088915-0.059945i,0.018476-0.014431i,-0.051642-0.028898i,-0.024002+0.0020518i,0.01915+0.010408i,-0.027107+0.012383i,-0.012682-0.0077071i
0.0018219-0.007019i,0.0071129-0.031382i,-0.01516-0.0163i,-0.010591-0.015195i,-0.011063-0.016209i,-0.010849-0.012204i,0.014139-0.014434i,0.012336-0.017063i,-0.0063051-0.0070193i,0.0037634+0.00079367i,0.00022234+0.00052958i,-0.00083135+0.00062596i,0.0011611-0.00071994i,0.000761-0.00067504i,-0.0012266-0.0015598i,0.0027628-0.0048365i,-0.0026412+0.00096823i,-0.00068079+0.00023726i,0.00014592-0.00047155i,0.00010041+0.0012369i,-0.00010211+0.001269i,-0.00042513-9.5053e-05i,0.0011522+0.00072584i,-0.002698+0.0031281i,4.9147e-05+0.0004216i,6.0157e-05+0.00020472i,-0.00077564+0.00024584i,4.8571e-05+0.00022113i,0.00022211+8.5298e-05i,0.00038212-0.00029093i,0.00038087-0.00010219i,0.0012553+0.00051967i,0.00016858-0.00011651i,-1.6794e-05-0.00063688i,0.00034706+0.00059245i,0.0073834+0.0013091i,0.00030006-0.00016379i,0.00086132+0.00017166i,0.00029326-0.00070611i,0.00055589-0.00097659i,0.00058857+0.0011717i,2.7317e-05-0.00014705i,-0.00015458-0.00077111i,-0.00073758+0.0010334i,-0.0074954-0.008204i,0.0010111+0.022047i,0.029744-0.00073953i,0.030068-0.0034386i,0.0083403-0.017289i,0.029925+0.0071735i,0.022478+0.029045i,0.027617+0.019179i,0.018231+0.032831i,-0.023191+0.013775i,-0.00029617-0.0086194i,0.0024397-0.0051049i,0.0058498-0.0069337i,0.0098031+0.0017066i,0.0028982+0.0054956i,-0.0066388+0.0064759i,-0.0025088-0.0052268i,0.0041853+0.0095918i,-0.0032994-0.0011455i,0.0001125+0.0033739i,0.0002206+0.00061431i,0.001826-0.0034773i,0.0071375-0.0017875i,-0.0026563-0.00022449i,0.0044688-0.000855i,-0.0066918-3.1552e-05i,-0.0017479-0.00054459i,0.0001208+0.00012134i,-0.0048268-0.0022814i,-0.0028917-0.0018721i,-0.011299-0.010419i,0.0025409-0.0018045i,-0.0043616+0.00011459i,-0.0016789+0.0013916i,-0.0052338+0.0024699i,0.005084+0.0014141i,-0.0081944-0.001504i,-0.0021203-0.0063632i,-0.0025041-0.0017148i,-0.0061018-0.0007531i,0.0061257-0.0033631i,0.0045876+0.0017383i,0.0026077-0.0025474i,0.0014808+0.0055259i,0.0032127+0.0016433i,0.011198+0.0065824i,-0.025494+0.0017987i,-0.031487+0.015482i,-0.013876+0.022851i,0.0025981+0.0022364i,0.006928-0.0063974i,-0.014534+0.0084144i
0.00051938-0.0072091i,0.0017179-0.032286i,-0.01781-0.013294i,-0.013115-0.012414i,-0.014202-0.014178i,-0.01208-0.010393i,0.010039-0.017548i,0.0092013-0.017919i,-0.0078736-0.0059012i,0.003533-0.00078616i,0.00053312+0.00020436i,-0.00019414+0.0010424i,0.00070011-0.00090919i,0.00076223-0.00069347i,-0.001286-0.0012058i,0.0019774-0.0050003i,-0.0013295+0.0016884i,-0.00069591+0.00021989i,-0.00011976-0.00053778i,0.00044214+0.0011074i,0.00036236+0.0014329i,-0.00037681+9.9961e-05i,0.0013135+0.00028918i,-0.00060561+0.0033799i,0.00029232+0.0005489i,0.00018742+0.00012824i,-0.00044053+0.00091373i,0.00012132+0.00032772i,0.00025659+6.0073e-05i,0.00039786-0.00017481i,0.00021385-0.00024924i,0.0014384-5.7391e-05i,0.00027568-0.00011548i,-0.0003404-0.00047717i,0.00088944+0.00041793i,0.010972-0.00062822i,9.3951e-05-3.4791e-05i,0.00085603-5.5207e-05i,8.4049e-05-0.00050129i,0.00028726-0.0016027i,0.00074619+0.00082881i,-5.7867e-05-0.00028406i,-0.00045242-0.00034693i,0.00037765+0.0010497i,-0.008569-0.0064792i,0.0046041+0.02273i,0.029439-0.0050015i,0.029223-0.0097097i,0.0033464-0.01461i,0.032826+0.0016993i,0.028045+0.023599i,0.030214+0.011284i,0.020939+0.024564i,-0.018174+0.013649i,-0.0021122-0.0074837i,-0.0011158-0.0053046i,0.0025383-0.0087817i,0.0079789-0.0012838i,0.0037389+0.0042722i,-0.0030253+0.0090099i,-0.0030035-0.0021203i,0.0052431+0.0074693i,-0.003592-0.00014796i,0.0014832+0.0041456i,0.0010836+0.00042894i,-0.00035223-0.0035196i,0.0069906-0.0055824i,-0.0031559+0.00019097i,0.0043352-0.0030107i,-0.0060195+0.0030451i,-0.0018137-0.0016276i,4.4007e-06-0.00053717i,-0.004415+0.00063431i,-0.0029262-0.0012731i,-0.012671-0.0048687i,0.0010147-0.0024325i,-0.0036474+0.001106i,-0.0018908+0.0012465i,-0.0035521+0.0040934i,0.0062692-0.00038582i,-0.0077129+0.0017067i,-0.0038891-0.0053305i,-0.0024667-0.0013498i,-0.0055992+0.0016669i,0.0032029-0.0044439i,0.0050791-0.00015743i,0.0023331-0.0027162i,0.0028553+0.0041673i,0.0019293+0.0011921i,0.010486+0.0018146i,-0.024356+0.0072921i,-0.029937+0.022891i,-0.0099949+0.022139i,0.0042495+0.0046119i,0.0047456-0.0062148i,-0.014301+0.010604i
-0.00034433-0.0074246i,-0.0041712-0.032204i,-0.01958-0.0099179i,-0.014554-0.0092959i,-0.017068-0.011642i,-0.013196-0.0086397i,0.0056575-0.019466i,0.0066606-0.018719i,-0.0091836-0.0042857i,0.0029153-0.0019276i,0.00045144-0.00022735i,0.00049962+0.0011841i,0.00021418-0.00083023i,0.00085884-0.00080288i,-0.0014397-0.00095213i,0.0013283-0.0052357i,-0.00025973+0.0016374i,-0.00094528+0.00029753i,-0.00035994-0.00029846i,0.00071026+0.00077269i,0.00098477+0.0011353i,-0.00040918+0.00011267i,0.0012787-0.00019678i,0.00116+0.002697i,0.00070641+0.00045969i,0.00029979-2.1756e-05i,0.00020246+0.0010863i,0.0002053+0.00034616i,0.00024195+7.8561e-06i,0.0004466-0.0002781i,4.5576e-05-0.00027063i,0.0013411-0.00065891i,0.00017514-0.00022553i,-0.00047041-0.00014637i,0.0012351-0.00034099i,0.0058667-0.0041788i,0.00030268+5.8356e-05i,0.00080205-0.00034051i,8.531e-05-0.00052743i,-0.00032334-0.0019309i,0.0010705+0.00029864i,-0.00023429-0.00035723i,-0.00044224-1.7251e-05i,0.00095448+0.00040004i,-0.0091317-0.0050443i,0.0099434+0.022347i,0.029106-0.0095023i,0.026671-0.015261i,0.0005264-0.011024i,0.034917-0.0048241i,0.031478+0.017275i,0.031604+0.0041154i,0.021057+0.018021i,-0.01443+0.014023i,-0.0039253-0.0059152i,-0.0041811-0.0034512i,-0.0017916-0.0092916i,0.0055297-0.0026258i,0.0039002+0.0029477i,0.00022071+0.009314i,-0.0019408-0.00038888i,0.0052779+0.0052285i,-0.0037543+0.0019065i,0.0032108+0.0041816i,0.0013105-0.00031738i,-0.0018658-0.0023666i,0.005085-0.0080086i,-0.0028222+0.00094906i,0.0033467-0.0044221i,-0.0031099+0.0045725i,-0.0026963-0.0016549i,-0.00047177-0.00069407i,-0.002996+0.0023152i,-0.0025782-0.00051443i,-0.01224-0.0001545i,8.6798e-05-0.0026358i,-0.0028249+0.0018078i,-0.0019125+0.0018637i,-0.0013666+0.0042652i,0.0063985-0.0030194i,-0.0060703+0.004046i,-0.0053791-0.0039115i,-0.0026778-0.0011373i,-0.004312+0.0029879i,0.0017565-0.0040134i,0.0045788-0.0014938i,0.0022735-0.0031763i,0.0020359+0.0017956i,0.0012588+0.0014122i,0.0099202-0.00099016i,-0.021091+0.011636i,-0.024896+0.030093i,-0.0071566+0.021543i,0.0070888+0.0047099i,0.0026929-0.0049389i,-0.012823+0.012986i
-0.0013962-0.0078355i,-0.0098664-0.03069i,-0.020723-0.0067319i,-0.01507-0.0064754i,-0.019402-0.0080831i,-0.014076-0.006747i,0.00091675-0.020066i,0.0039808-0.019455i,-0.009594-0.0024505i,0.0015536-0.0024804i,6.4652e-05-0.00019393i,0.0012681+0.00067149i,3.4447e-06-0.0005207i,0.00080197-0.0012153i,-0.0015449-0.00051187i,0.00028415-0.0051868i,0.00030537+0.0016328i,-0.0010866+0.00068476i,-0.0003016+1.5519e-05i,0.00077343+0.00030785i,0.0012528+0.00054937i,-0.00060955+0.00025407i,0.00099741-0.00056163i,0.0021968+0.00094654i,0.0011535+2.1307e-05i,0.00023136-0.00020114i,0.00051154+0.0008095i,0.00047305+0.00036918i,0.00023457-1.6048e-05i,0.00029715-0.00037396i,-7.1247e-05-0.00022773i,0.0010132-0.0010699i,0.00014295-0.0002218i,-0.00041331+4.2155e-05i,0.0010613-0.0011973i,0.0044903-0.0052649i,0.00057134-0.00013053i,0.00062019-0.00055059i,-6.4447e-05-0.00050716i,-0.0011146-0.001977i,0.00092771-0.00016018i,-0.00048855-0.0001865i,-0.0004172+0.00044403i,0.0008871-1.7896e-05i,-0.0092386-0.0038172i,0.015848+0.01879i,0.028142-0.014301i,0.023734-0.01949i,0.00082729-0.0066583i,0.03519-0.013081i,0.033566+0.010757i,0.031594-0.0037345i,0.020859+0.013364i,-0.0096422+0.014179i,-0.0047312-0.0037326i,-0.0059903-0.00045041i,-0.0066379-0.0083738i,0.0036942-0.0029467i,0.0037069+0.0023155i,0.0028811+0.0090193i,-0.00075083+0.00023872i,0.0045618+0.0032384i,-0.0017014+0.004164i,0.0053318+0.002987i,0.0015707-0.00077353i,-0.0024867-0.00093065i,0.0024861-0.0098662i,-0.0023695+0.001338i,0.0022033-0.0056726i,-0.00095604+0.0037035i,-0.0037741-0.0011143i,-0.00078335-0.00068754i,-0.0013978+0.0035492i,-0.0022628-0.00042883i,-0.010036+0.0038021i,-0.0010057-0.0030034i,-0.0017635+0.0020546i,-0.0015049+0.0019282i,0.00025357+0.0035761i,0.0053836-0.0059409i,-0.0034464+0.0055551i,-0.005775-0.0018825i,-0.0032656-0.00064493i,-0.0031719+0.0041593i,0.00068715-0.0037083i,0.0038097-0.0022205i,0.0018956-0.0039465i,0.00065142+0.0017623i,0.001025+0.002046i,0.0089728-0.0041815i,-0.017669+0.012802i,-0.01689+0.034133i,-0.003576+0.021632i,0.0088815+0.0041529i,0.0020141-0.0031269i,-0.010398+0.014485i
-0.0027785-0.0081367i,-0.014998-0.027814i,-0.021471-0.0032999i,-0.015353-0.0041641i,-0.020324-0.004206i,-0.014731-0.0048137i,-0.0033272-0.019117i,0.0014742-0.019783i,-0.009064-0.00097173i,0.0043087-0.0074576i,2.4505e-06+3.6069e-05i,0.0015165-7.8138e-05i,2.149e-05-0.00033071i,0.00018623-0.0012722i,-0.0013522+3.1542e-06i,-0.00087134-0.004641i,0.00068177+0.0016159i,-0.00081599+0.0010348i,-0.00027866+0.00012069i,0.00053244-8.3988e-05i,0.0012538-5.095e-06i,-0.00057206+0.00048599i,0.00076649-0.00073511i,0.0017688-0.00078076i,0.0010468-0.0008375i,3.2346e-05-0.00029527i,0.00079564+0.00059591i,0.00057627+0.00015919i,0.0002394-0.00012034i,0.00010936-0.00040923i,-9.1306e-05-7.4381e-05i,0.00070672-0.0014164i,-2.5799e-05-0.00030021i,-0.00038544+0.00021455i,0.00025402-0.001777i,0.002836-0.0065149i,0.00053123-0.00045311i,0.00053559-0.00086259i,-7.5267e-05-0.00037143i,-0.0020407-0.0017522i,0.00057989-0.00053999i,-0.00062545+0.00010831i,-0.00024979+0.00081998i,0.00086112-0.00021646i,-0.0088669-0.0030097i,0.019754+0.012874i,0.026394-0.01924i,0.02111-0.024051i,0.0041617-0.003651i,0.032655-0.02166i,0.034305+0.0045334i,0.029239-0.010887i,0.020061+0.01001i,-0.0050598+0.01211i,-0.0042899-0.0024792i,-0.0058939+0.0033695i,-0.011293-0.0044603i,0.0022916-0.0030209i,0.0035286+0.0018279i,0.0079685+0.0056023i,0.00040213-6.4215e-05i,0.0031157+0.0021539i,0.0014031+0.0034906i,0.0068974+0.00063473i,0.0016561-0.0015522i,-0.0020913+0.00083807i,-0.0012884-0.011106i,-0.0024029+0.0021641i,0.000592-0.0068784i,-0.00073453+0.0031735i,-0.0045341+0.00011488i,-0.0010937-0.00053795i,0.001424+0.0036084i,-0.0023591-0.00077927i,-0.0065517+0.0061608i,-0.0028604-0.0027348i,-0.00098352+0.0017627i,-0.000989+0.0019976i,0.0010336+0.0024758i,0.0030354-0.0082872i,-0.00083583+0.0054101i,-0.004998-0.00039072i,-0.0032701+0.00023621i,-0.0014893+0.0052856i,-0.00053088-0.0029972i,0.0029581-0.0028831i,0.00072614-0.0043566i,-3.9849e-05+0.0023351i,0.0012796+0.0023694i,0.0072064-0.0065574i,-0.017831+0.012398i,-0.0092568+0.033912i,0.00068606+0.019838i,0.010198+0.002013i,0.0023742-0.0020023i,-0.007734+0.015364i
-0.0040417-0.0081095i,-0.01905-0.024227i,-0.021516+0.00017376i,-0.015271-0.0017315i,-0.020695-0.00059755i,-0.015047-0.0028431i,-0.0063496-0.017841i,-0.0010857-0.020284i,-0.0082748-0.00022938i,0.00060754-0.0033058i,0.0001641+0.00024765i,0.0013411-0.00065036i,1.9151e-05-0.00021085i,-1.1314e-06-0.00096804i,-0.00098802+0.00015468i,-0.001531-0.0038894i,0.0012384+0.0011624i,-0.00016012+0.0012899i,-0.00020089+0.00025812i,0.00029423-0.00012139i,0.0011221-0.00055173i,-0.00043184+0.00063035i,0.00047189-0.00098676i,0.00082791-0.001756i,0.00037225-0.0012501i,-0.00021766-0.00016278i,0.0010508+0.00029878i,0.00057568-8.2376e-05i,0.00020636-0.00017751i,-0.00013045-0.00036964i,-1.6008e-05-3.9071e-05i,1.0805e-05-0.0017097i,-0.00015116-0.00010398i,-0.00013212+0.00036279i,-0.0015432-0.0015108i,0.0005714-0.0071734i,0.00039388-0.00045637i,4.9834e-05-0.0010261i,-4.0078e-05-0.00039131i,-0.0029367-0.0010761i,0.0002342-0.00063496i,-0.00050951+0.00038756i,0.00010042+0.0013247i,0.00081293-0.00059924i,-0.0088597-0.0032118i,0.021175+0.0063642i,0.023523-0.024033i,0.016409-0.029488i,0.0092045-0.0049919i,0.026965-0.028938i,0.034326-0.001231i,0.026106-0.016025i,0.020227+0.0080833i,-0.0024174+0.0087307i,-0.0043325-0.0018439i,-0.0033743+0.0064437i,-0.013388+0.0012815i,0.0008637-0.0029167i,0.0034101+0.001598i,0.0081778+0.0043187i,0.00069635-0.0011138i,0.0018752+0.0019238i,0.0019914+0.0019015i,0.0066903-0.0024762i,0.0011107-0.0025968i,-1.7739e-05+0.0019249i,-0.0060879-0.00929i,-0.0014271+0.0038096i,-0.0024392-0.0072744i,0.00053199+0.0034913i,-0.0047264+0.0019715i,-0.0013255-8.3512e-05i,0.0037538+0.0010213i,-0.0027701-0.00041819i,-0.0025431+0.0062482i,-0.0042991-0.0012334i,-0.00055063+0.0012916i,-0.00087211+0.001861i,0.0014902+0.0012782i,-0.00052058-0.0098521i,0.001264+0.0041697i,-0.0046756+0.0004651i,-0.0030936+0.00099268i,0.0012549+0.0053463i,-0.00073681-0.0018533i,0.0021087-0.0029768i,-0.00032651-0.0042724i,-0.00041978+0.0031176i,0.0015985+0.0025552i,0.0053077-0.0078157i,-0.018964+0.015038i,-0.0035041+0.032526i,0.0035722+0.016076i,0.010837-3.7592e-05i,0.0026227-0.0019657i,-0.0047442+0.014997i
-0.005476-0.0081368i,-0.022001-0.020148i,-0.020981+0.0034942i,-0.014642+0.00036175i,-0.020322+0.0031124i,-0.015221-0.00086387i,-0.009137-0.016601i,-0.0041293-0.020845i,-0.0078525-0.00036901i,0.00026229-0.0027201i,0.00040537+0.00041013i,0.0010505-0.00096206i,0.00012004-1.3101e-05i,2.5041e-06-0.00081347i,-0.00082407+0.00017143i,-0.0018127-0.0031724i,0.0014036+0.00065108i,0.00049256+0.0011982i,-1.9469e-05+0.0003892i,0.00023002-8.2062e-05i,0.00072647-0.00091604i,-0.00035238+0.00082535i,4.3936e-05-0.00095724i,-0.00015831-0.0019545i,-3.4203e-05-0.0012316i,-0.00023937+8.799e-05i,0.0010121-0.00017639i,0.0005478-0.00026667i,0.00012362-0.00021355i,-0.00029973-0.00016672i,4.2274e-05-6.3462e-05i,-0.00033332-0.0012911i,-0.00011051+2.4798e-05i,0.00012519+0.00027577i,-0.0008217-0.00019119i,-0.001021-0.0066928i,0.0004747-0.00058075i,-0.00044584-0.00069505i,-0.00011385-0.00043102i,-0.0035921+0.00011667i,2.4232e-06-0.00070713i,-0.00031783+0.00061778i,0.00073977+0.0016827i,0.0004192-0.00080551i,-0.0099409-0.0031435i,0.020444+0.00044202i,0.019344-0.02805i,0.0095169-0.032762i,0.011979-0.0094982i,0.020063-0.033661i,0.033846-0.0071619i,0.023453-0.020821i,0.022037+0.0054627i,-0.00051225+0.0056671i,-0.0052567-0.0014178i,0.00015045+0.0073186i,-0.012328+0.0075715i,-0.00022845-0.0025081i,0.0035536+0.0013704i,0.0082287+0.0023753i,0.00018299-0.0019857i,0.00079854+0.0025442i,0.0022897+0.0014036i,0.0045645-0.0048026i,-0.00033983-0.0031023i,0.0016624+0.0011237i,-0.0085732-0.0049176i,0.0011383+0.0042794i,-0.0053962-0.0047783i,0.0019025+0.0025273i,-0.0037597+0.0039111i,-0.0012868+0.00021083i,0.0034774-0.0020491i,-0.0029112+0.00047734i,-0.00015295+0.0040151i,-0.0044646+0.00050635i,-0.00056796+0.00075224i,-0.00068705+0.0020294i,0.0011556+2.9652e-05i,-0.0049892-0.0092379i,0.0019667+0.0022561i,-0.0044063+0.0014539i,-0.0026511+0.0021042i,0.0032798+0.0039031i,-0.00011107-0.0015479i,0.0017568-0.0026544i,-0.0013316-0.0039143i,-0.0008664+0.0042269i,0.0019285+0.0025415i,0.0046743-0.0087367i,-0.018441+0.019243i,0.0010724+0.030246i,0.004129+0.011653i,0.010566-0.0034817i,0.0023224-0.0013495i,-0.0026702+0.013424i
-0.0073432-0.0077091i,-0.023856-0.016132i,-0.019952+0.0067242i,-0.013821+0.0020184i,-0.019093+0.0065286i,-0.015173+0.0011142i,-0.011905-0.015021i,-0.0077912-0.020526i,-0.0081597-0.0006304i,1.7505e-05-0.0025885i,0.00083738+0.0004392i,0.00067047-0.0011728i,0.00033058+7.9969e-05i,-6.743e-05-0.00079278i,-0.00069543+0.00020509i,-0.0021724-0.0027011i,0.0014791+0.00040237i,0.0010801+0.00093504i,0.00016674+0.00023523i,0.00026417-0.00016579i,0.00013275-0.00098642i,-2.6853e-05+0.0010299i,-0.00021146-0.00079795i,-0.00091355-0.0017561i,-0.00042599-0.00097639i,-0.00017657+0.00023876i,0.00065835-0.00043578i,0.00040088-0.00047604i,8.5128e-05-0.00010028i,-0.00040181+5.3828e-05i,1.5546e-05-6.8247e-05i,-0.00060931-0.00077507i,0.00014495+6.7594e-05i,0.00023543+4.9473e-05i,-0.00088555+0.00010366i,-0.0020281-0.0057485i,0.00020634-0.00080155i,-0.00053528-0.00037985i,-0.00027518-0.00025341i,-0.0035452+0.00152i,-0.00034833-0.00055186i,-0.00013255+0.00061587i,0.0014784+0.0017743i,3.8428e-05-0.00062578i,-0.011215-0.0022067i,0.018051-0.0042791i,0.014556-0.030743i,0.0023775-0.03341i,0.011931-0.014045i,0.012335-0.036569i,0.032527-0.013654i,0.019791-0.025756i,0.025168+0.00033784i,0.00042891+0.0012431i,-0.0066185-0.00014764i,0.003152+0.006176i,-0.0082077+0.012187i,-0.0010545-0.0020128i,0.0034903+0.0011169i,0.0084552+0.00033303i,-0.00093009-0.0020642i,0.00084542+0.0038507i,0.0030799+0.00045666i,0.002074-0.0052133i,-0.001483-0.0027653i,0.0022374-0.00017914i,-0.0085221-0.00089835i,0.0032731+0.0031417i,-0.0058191-0.0023078i,0.0019335+0.0013097i,-0.00186+0.0051094i,-0.0014118+0.00054497i,0.0014309-0.0042375i,-0.0025985+0.0013076i,8.6985e-05+0.00159i,-0.0037574+0.0022111i,-0.00096998+0.00062064i,-0.00020773+0.0020971i,0.00020813-0.00032698i,-0.007837-0.0066065i,0.0017488+0.0010558i,-0.0037235+0.0022421i,-0.0016268+0.0025793i,0.004201+0.0019982i,-0.00023483-0.0013546i,0.001973-0.0027576i,-0.001881-0.0028261i,0.00039622+0.0062991i,0.0019248+0.0027154i,0.0031571-0.010695i,-0.016508+0.023598i,0.0046529+0.027697i,0.0022518+0.0083456i,0.0064583-0.0056011i,0.0031473-0.0013945i,-0.0020898+0.011809i
-0.0090092-0.0064783i,-0.025162-0.012582i,-0.018187+0.0095981i,-0.012936+0.0033426i,-0.017392+0.0092478i,-0.014879+0.0032591i,-0.014222-0.013012i,-0.011134-0.019252i,-0.0091353-0.00035006i,-0.00026277-0.0024938i,0.0012975+0.00011775i,0.00033345-0.0010919i,0.00053677+0.00012762i,-0.00016373-0.00064881i,-0.0006223+0.00021149i,-0.0022896-0.0023214i,0.001875+1.7994e-05i,0.0013782+5.1307e-06i,0.00013809+3.9893e-05i,0.00025658-0.0001921i,-0.00027409-0.00083393i,0.00052345+0.0009524i,-0.0002553-0.00072349i,-0.0012877-0.0014759i,-0.00083644-0.00078267i,-1.3562e-05+0.00032854i,0.00054082-0.0003062i,0.00020081-0.00044683i,0.00013156-8.8895e-05i,-0.0002885+0.00036121i,-2.3637e-05+2.1916e-05i,-0.00054586-0.00071817i,0.00021533-1.2494e-05i,0.00013992-2.2829e-05i,-0.0018831-0.00015758i,-0.0030122-0.0046842i,-0.00010054-0.00069512i,-0.00088568+2.2629e-05i,-0.00012959-0.00011514i,-0.0027245+0.00266i,-0.00046689-0.00029728i,0.00014783+0.00067507i,0.0026183+0.0008876i,9.939e-05-0.00038871i,-0.011917-0.00072405i,0.015518-0.006594i,0.010057-0.032359i,-0.004247-0.032453i,0.009941-0.017887i,0.0042181-0.036607i,0.029461-0.019859i,0.015551-0.029679i,0.023482-0.00057887i,-0.0013313-0.0027432i,-0.0074511+0.0022237i,0.0049591+0.0039772i,-0.0029091+0.01444i,-0.0018926-0.0012956i,0.0037453+0.00099606i,0.0077661-0.0017963i,-0.0017091-0.0016644i,0.0016492+0.0049506i,0.0029804-0.00093378i,0.00045314-0.0044844i,-0.0025435-0.0020402i,0.0020234-0.0011154i,-0.0068285+0.0018833i,0.0044968+0.0012477i,-0.0061183-0.00016199i,0.0016399+0.0010953i,0.00041459+0.0051264i,-0.0010716+0.0010699i,-0.0010166-0.0049862i,-0.002048+0.001467i,-0.0011929+0.00064227i,-0.0026609+0.0033791i,-0.0012704+0.0011062i,-0.00026375+0.0016496i,-0.00026775-0.00027984i,-0.0092858-0.0035542i,0.0012435+0.00018109i,-0.0031551+0.0026147i,-0.00076297+0.002661i,0.0042771+0.0001182i,3.9515e-05-0.0013134i,0.0021011-0.0034033i,-0.0020947-0.0025693i,0.0027657+0.0064967i,0.0024827+0.0027926i,0.0011948-0.011577i,-0.012788+0.028786i,0.007937+0.024749i,-0.00074146+0.007474i,0.0031584-0.0042054i,0.0030815-0.0023221i,-0.0020302+0.010841i
-0.010061-0.0049597i,-0.026602-0.0093945i,-0.016009+0.01185i,-0.012099+0.0046232i,-0.015466+0.011887i,-0.013903+0.0053147i,-0.016204-0.010779i,-0.01441-0.017732i,-0.010327+0.00064412i,-0.00051616-0.0027089i,0.0015155-0.00049416i,0.00030361-0.0010567i,0.00081961+0.00010403i,2.1925e-05-0.00077518i,-0.0006024+0.0002463i,-0.002545-0.002089i,0.0020445-0.00082971i,0.0011433-0.0002926i,0.00010038-3.7382e-05i,0.00035838-0.00029567i,-0.00057106-0.00059706i,0.00082225+0.00056197i,-0.0004967-0.00078694i,-0.0013664-0.0014035i,-0.0011044-0.00037702i,0.00021518+0.00033236i,0.00046053-0.00040179i,9.1444e-05-0.00040452i,0.0001462-8.145e-05i,0.00012852+0.00053165i,-1.0971e-05+0.00013201i,-0.00080133-0.00055076i,0.00039135-0.00015383i,0.00021653-3.5439e-05i,-0.00063299+6.7462e-05i,-0.0036169-0.0036356i,-0.00018196-0.00045386i,-0.00018417+0.00048855i,-1.504e-05-0.00023634i,-0.001246+0.0032877i,-0.00040994-9.5188e-05i,0.00042913+0.00043525i,0.002136-0.00031053i,0.00021097-0.00047789i,-0.01245+0.00079409i,0.014368-0.0084675i,0.0054455-0.033346i,-0.010135-0.029635i,0.0079058-0.020397i,-0.0029101-0.033937i,0.025225-0.025288i,0.011078-0.033374i,0.024649-0.006129i,-0.0042302-0.0047028i,-0.0066682+0.0054286i,0.0054216+0.001582i,0.0021232+0.014045i,-0.0023741-0.00023637i,0.0045646+0.00056346i,0.0062183-0.0037067i,-0.0022559-0.0012144i,0.0036607+0.0053201i,0.002159-0.0012648i,-0.00039583-0.0036805i,-0.0031756-0.00098135i,0.0016672-0.0017571i,-0.0053662+0.0033982i,0.00474-0.0010327i,-0.0054855+0.0021415i,0.0020778+0.0012633i,0.0020644+0.0042622i,-0.00054678+0.0010989i,-0.0036142-0.0044537i,-0.0018096+0.0016494i,-0.0018082+0.0011934i,-0.0012042+0.0041489i,-0.00087493+0.001657i,-0.00024432+0.002212i,-0.0004527-0.00028928i,-0.0097145-0.00068687i,0.00055911-0.00013682i,-0.0027921+0.0033385i,-0.00037072+0.0026669i,0.0041004-0.0022136i,5.801e-05-0.0018726i,0.0018487-0.0042414i,-0.0024935-0.0020881i,0.0049505+0.0055329i,0.0033004+0.0027768i,-0.00093691-0.012079i,-0.0053363+0.031919i,0.0105+0.021536i,-0.0028958+0.0085666i,0.0018634-0.0017483i,0.0020893-0.0024923i,-0.0020444+0.010396i
