-0.02657-0.044558i,-0.021135-0.02284i,-0.012736-0.037842i,-0.030197-0.021512i,-0.024945-0.0019395i,-0.013465-0.0037923i,-0.052842-0.054368i,-0.04801-0.017327i,-0.038887-0.016701i,0.010476+0.014011i,-0.0088467+0.0053275i,-0.019966+0.019591i,0.00206+0.012415i,-0.0039647-0.002491i,0.0010096+0.0010487i,-0.00022273+0.028577i,0.025746+0.025902i,0.0027993-0.0021591i,-0.0021341-0.0071348i,0.0078204+0.0028393i,0.0024654+0.00086543i,0.00013313+0.0037569i,-0.00051364+0.00010073i,-0.035307-0.010506i,0.00014831-0.0079379i,0.0015806+0.0023165i,0.0056348+0.0010057i,0.0020433+0.00044617i,0.0012366-0.00049236i,-0.00036403-0.0027135i,0.0016208-0.0021685i,-0.0023782-0.0056084i,-0.00074795-0.00434i,0.003091-0.0006713i,0.0046808-0.0031742i,0.0028505+0.029175i,0.0038784-0.0037444i,0.0028968-0.0016438i,0.0084653-0.0010213i,-0.0052632-0.0026092i,-0.00037054+0.00074418i,0.0099826-3.3877e-05i,0.0050169-0.0018294i,-0.0028316+0.0086789i,-0.015971-0.0091901i,-0.017902+0.016505i,0.0013189-0.062962i,-0.003858-0.027235i,-0.025301-0.034485i,-0.0096987-0.026869i,0.052431-0.023503i,0.017009-0.044073i,0.025511-0.047831i,0.0086906-0.054786i,0.028341-0.018885i,0.008838+0.0065317i,0.027278-0.032741i,-0.0079661-0.0064101i,0.003108-0.0039785i,-0.0051508-0.0068832i,-0.0010198-0.033481i,-0.020326+0.029615i,0.009752-0.011658i,-0.0093575-0.0038677i,-0.0041671-0.0019204i,0.000673-0.013197i,-0.010775+0.004117i,0.0024631+0.0105i,-0.0057937+0.027268i,0.0050295+0.0026433i,-0.0054905-0.0017557i,-0.0019262-0.0024712i,-0.01303-0.0078561i,-0.00020692-0.0044697i,-0.036543-0.00099364i,0.0016252-0.010882i,-0.0085086-6.5224e-05i,-0.0068144-0.002291i,0.0053809+0.0011877i,-0.0079354-0.00067037i,0.0022854+0.00012906i,0.004025+0.0072716i,0.0040744+0.00041494i,-0.0077197-0.013688i,0.0027+0.0097252i,-0.015343+0.0045672i,0.0070955+0.00039217i,-0.023306-0.0012545i,-0.019141+0.0058129i,-0.0034182-0.067721i,0.0086548-0.01258i,-0.047241-0.025599i,-0.020382-0.0011671i,0.016171+0.013278i,-0.024088+0.013799i,-0.01969-0.0065889i
0.027708-0.023584i,0.012811-0.016172i,0.011774-0.019601i,0.0036449-0.012171i,0.0029038-0.02065i,-0.005458-0.0058361i,0.011535-0.021181i,-0.0074904-0.014947i,-0.0099889-0.01081i,0.0039168-0.0018557i,-0.00036153-0.00055626i,-0.0014998+0.0011969i,0.0025833+0.00024832i,9.7502e-05-0.00041475i,-0.00058924-0.0011009i,0.0017891-0.0037787i,-0.0058813+0.0025076i,-0.00060625-0.00052351i,0.00017687-0.00033772i,-0.00011904+0.0017237i,-0.0003042+0.0018638i,-0.00042775+0.0010124i,0.001319+0.00063333i,-0.0015655+0.0033616i,0.0010224-0.0024353i,-0.00061722-0.00025416i,-9.4271e-05+0.00056089i,0.00083745-0.00054302i,0.001184+0.00012687i,0.00056555-0.0010073i,0.002756-0.0016239i,0.0036737+0.00014874i,0.0015898+0.00041951i,0.00028888-0.00079885i,0.0030201+0.00015401i,0.0064315-0.0013341i,-0.00049264+0.00053622i,-0.0001516-0.00015688i,0.00055557-0.0013555i,0.0011804-0.0016153i,0.00050125+0.0029035i,0.0013658+0.0024122i,0.0010769-0.0022307i,0.0041289+0.0021315i,0.0043066-0.026182i,0.0080499+0.0044628i,0.020024+0.0077785i,0.0046226+0.007008i,-0.0087442-0.021923i,0.0088329+0.0085756i,0.01502+0.016786i,0.00433+0.015166i,0.018587+0.0072283i,0.00091278+0.0083505i,0.00086026-0.0092189i,0.0014452-0.0031554i,0.0016593-0.0054202i,0.0083339+2.415e-05i,0.00096851+0.004162i,-0.0074835+0.010632i,-0.0045346-0.0062883i,0.0046774+0.010109i,-0.003241-0.00051719i,0.0001053+0.0014089i,-0.00020786+0.0017389i,-0.0026762-0.002182i,0.0055553-0.0030293i,-0.0041939-0.001353i,0.0032698+6.0661e-05i,-0.0067114+0.0037077i,-0.0014939+0.00014056i,0.0012317-0.00072994i,-0.0054947-0.0012806i,-0.0036796-0.0010618i,-0.01356-0.009321i,0.0038877-0.0026666i,-0.0022498-0.00029981i,-0.0011603+0.0016861i,-0.0034859+0.0030367i,0.0093378+0.004231i,-0.0046545+0.0012416i,-0.0016915-0.0048853i,-0.0035752-0.00015545i,-0.0031134-0.00046297i,0.0035021-0.0038716i,0.0036722+0.00037144i,0.0017955-0.0017713i,-0.0015653+0.0064925i,0.00089681+0.0044567i,0.022239-0.0025586i,-0.025431-0.0032633i,-0.032917+0.019689i,-0.0065646+0.012213i,0.0011983+0.0015645i,0.0068377-0.0047125i,-0.013348-0.0014161i
0.022574-0.02675i,0.0095549-0.018842i,0.0079491-0.021042i,0.0012893-0.011879i,-0.0013293-0.021111i,-0.0058981-0.0048614i,0.0068276-0.023889i,-0.009686-0.01296i,-0.01164-0.0088744i,0.0034-0.0029461i,-0.00053882-0.00090969i,-0.0006763+0.0017628i,0.0022342-0.00020687i,0.00028674-4.8229e-05i,-0.0006893-0.00098242i,0.0009555-0.0037796i,-0.0044786+0.0043074i,-0.0008937-0.00040194i,-0.0001095-0.00042506i,0.000322+0.0016172i,0.00031024+0.0019606i,-7.0012e-05+0.0010909i,0.0014691+0.00017971i,0.00052609+0.0031833i,0.00023654-0.0024496i,-0.00056883+1.8118e-05i,0.00023568+0.0010099i,0.00064006-0.00066752i,0.0011617-0.00012252i,0.00026894-0.00096354i,0.0020157-0.002699i,0.0037582-0.0011657i,0.0018126-0.00014867i,-0.00010544-0.00076824i,0.0034282-0.0010312i,0.0058607-0.0028067i,-0.00028506+0.00075134i,-0.0002272-0.0001308i,0.00040451-0.0011187i,0.00062419-0.0023698i,0.0014241+0.0025662i,0.0021201+0.0015825i,0.00046071-0.0019588i,0.0052689+0.0013858i,-0.00023354-0.025642i,0.008661+0.004165i,0.021161+0.0047483i,0.0069602+0.0034084i,-0.013812-0.017671i,0.012919+0.0050803i,0.018217+0.012208i,0.0067154+0.010401i,0.017292-9.2542e-05i,0.0049306+0.0042371i,-0.0022365-0.0090379i,-0.0014387-0.0033655i,-0.00059719-0.0067695i,0.0060309-0.0026431i,0.0019735+0.0035682i,-0.002319+0.012971i,-0.0056678-0.0029585i,0.0060837+0.007847i,-0.0034326+0.00076151i,0.0010418+0.0022826i,0.0010268+0.0016882i,-0.0041036-0.0011399i,0.0053923-0.0062485i,-0.0048011-0.00017528i,0.00389-0.0014425i,-0.0044835+0.0065373i,-0.0011928-0.00051462i,0.00050169-0.0015279i,-0.0044455+0.0017598i,-0.0032953+8.9521e-06i,-0.014588-0.0031182i,0.0020786-0.00336i,-0.0018856+0.00027301i,-0.0015174+0.0010308i,-0.0021406+0.0039517i,0.011568+0.00059661i,-0.0037177+0.0034674i,-0.0032446-0.00399i,-0.0028953+0.00050157i,-0.0029688+0.0010976i,0.00083736-0.0038699i,0.0037617-0.0012126i,0.0017726-0.001701i,0.00020935+0.0058665i,0.00060659+0.004311i,0.019643-0.0090987i,-0.024463+0.0022447i,-0.029761+0.0271i,-0.0047184+0.010267i,0.0027062+0.0040179i,0.0047945-0.0046603i,-0.014659+0.0014196i
0.017851-0.028851i,0.0053964-0.021i,0.0038951-0.021789i,-0.00052899-0.011091i,-0.0056073-0.020739i,-0.0061108-0.0041368i,0.0018739-0.025415i,-0.011267-0.010939i,-0.012976-0.0066966i,0.0024298-0.0037536i,-0.0011384-0.00097216i,0.00031998+0.0019352i,0.001854-0.00032015i,0.00078894+8.5862e-05i,-0.00085203-0.00089921i,0.00023758-0.003585i,-0.0025518+0.0052687i,-0.001202-7.0758e-05i,-0.00042204-0.0003161i,0.00068997+0.0013055i,0.0010967+0.0014998i,0.00014085+0.00099148i,0.0014326-0.00036311i,0.0021108+0.0020434i,-0.00021787-0.0022764i,-0.00040436+0.00020804i,0.00081967+0.00097267i,0.00033002-0.00072462i,0.0010531-0.00038062i,-7.5561e-05-0.0010399i,0.00095879-0.0033779i,0.0032463-0.002623i,0.001673-0.00094355i,-0.00036798-0.00049193i,0.0032198-0.0026683i,0.0050144-0.0042155i,0.00016031+0.00089937i,-0.00029257-7.7155e-07i,0.00024153-0.0012248i,-0.00024211-0.0027245i,0.0022779+0.0018843i,0.0023378+0.00069757i,8.388e-05-0.0017702i,0.0058533-5.3913e-05i,-0.0042697-0.024631i,0.010832+0.0035581i,0.022474+0.0013352i,0.007634-0.00018738i,-0.016376-0.012481i,0.016084+0.00020832i,0.019665+0.0072429i,0.0081974+0.0065224i,0.013978-0.0044525i,0.0065504+0.001041i,-0.0052405-0.007474i,-0.0040991-0.0018393i,-0.0043867-0.0070128i,0.0030172-0.0037352i,0.0022323+0.0027033i,0.0022373+0.012485i,-0.0049492-0.00029178i,0.0063144+0.0051853i,-0.0032201+0.0028641i,0.0022284+0.0024341i,0.001668+0.0011229i,-0.0047876+0.00083396i,0.003425-0.0082069i,-0.0044505+0.0011159i,0.0037878-0.0027864i,-0.00010011+0.0073515i,-0.0016822-0.00096189i,-0.00040774-0.0013881i,-0.0026712+0.0031281i,-0.0024241+0.00064529i,-0.013492+0.0021783i,0.0010902-0.0038116i,-0.0013548+0.00054701i,-0.0015491+0.0015575i,-0.00025312+0.0039436i,0.011801-0.0041144i,-0.0017146+0.0047082i,-0.0044181-0.002573i,-0.0025051+0.00057844i,-0.0019961+0.0019484i,4.2857e-05-0.0025886i,0.0028281-0.002344i,0.0020883-0.0018611i,0.00040931+0.004018i,0.0005485+0.004583i,0.017151-0.013034i,-0.021702+0.0060615i,-0.023623+0.033697i,-0.0042813+0.0085218i,0.0053806+0.0042895i,0.0028483-0.003523i,-0.013945+0.0043719i
0.013262-0.030621i,0.00083895-0.021698i,-8.591e-05-0.022096i,-0.0016363-0.010607i,-0.0097839-0.019105i,-0.0064463-0.0036302i,-0.0034809-0.025633i,-0.012381-0.0088669i,-0.013624-0.0040517i,0.0011924-0.004173i,-0.0018298-0.00032622i,0.0012141+0.0012792i,0.0017644-0.00026413i,0.0011384-0.00037807i,-0.0010642-0.00066336i,-0.0004578-0.0032326i,-0.00077864+0.0052613i,-0.001333+0.00062363i,-0.00052295+0.00014388i,0.00087168+0.00085873i,0.0013461+0.00070351i,0.00016618+0.00087461i,0.0011077-0.00084827i,0.0029652+3.5566e-05i,-0.00063079-0.002202i,-0.00031601+0.00025137i,0.001125+0.00063666i,9.6436e-05-0.00065412i,0.0009648-0.00065592i,-0.00065016-0.00087837i,-0.00037374-0.0037325i,0.0020434-0.0036632i,0.0012279-0.0015299i,-0.00039935-0.00034873i,0.0019233-0.0043338i,0.0038641-0.0054892i,0.00074565+0.00069432i,-0.00020693+0.00022276i,-0.00010805-0.0012304i,-0.0012459-0.0027808i,0.0027444+0.00093617i,0.0022882-2.1058e-05i,-0.00028561-0.0015362i,0.0057674-0.0014161i,-0.0078032-0.023292i,0.013523+0.00080922i,0.023381-0.002585i,0.0077381-0.003018i,-0.015921-0.0068976i,0.017163-0.006543i,0.020123+0.002664i,0.0088769+0.0019991i,0.011246-0.0073516i,0.0083659-0.0023884i,-0.00686-0.0047437i,-0.0054867+0.0008318i,-0.0085747-0.0057022i,0.00067338-0.0035459i,0.0022459+0.0023478i,0.0057808+0.01119i,-0.0039276+0.0014697i,0.0053451+0.0026008i,-0.00059319+0.0045695i,0.0034834+0.0018496i,0.00248+0.00058018i,-0.0043029+0.0029789i,0.00094638-0.0094688i,-0.0037536+0.0019873i,0.0031169-0.0045139i,0.003098+0.0052965i,-0.0026321-0.00087467i,-0.00074609-0.0011561i,-0.00088874+0.0040843i,-0.0017286+0.00066367i,-0.010344+0.0066625i,-0.00033576-0.0045178i,-0.00072125+0.00046167i,-0.001239+0.0015892i,0.0010964+0.002674i,0.0099569-0.0091148i,0.00091084+0.004939i,-0.0044171-0.00077179i,-0.0025655+0.00082994i,-0.0011992+0.0023249i,-0.0001637-0.0021483i,0.0017288-0.0025273i,0.0023243-0.0023559i,-0.00028584+0.0039916i,0.0010961+0.0052709i,0.014008-0.017202i,-0.01948+0.0070052i,-0.015117+0.036756i,-0.0039612+0.0084443i,0.0071+0.0034575i,0.0024029-0.0018431i,-0.012155+0.0060526i
0.0081599-0.031794i,-0.003501-0.021014i,-0.0042185-0.02164i,-0.0030101-0.010605i,-0.012896-0.016793i,-0.0068734-0.0031487i,-0.008488-0.024155i,-0.013095-0.0069947i,-0.013254-0.0015877i,-0.00018477-0.003912i,-0.0018214+0.00071936i,0.0015067+0.00050995i,0.0019361-0.00040288i,0.00069476-0.00072037i,-0.0011545-0.00023048i,-0.0011024-0.0026735i,0.00055993+0.0049966i,-0.00087106+0.0012811i,-0.00035301+0.00038155i,0.00065898+0.00046574i,0.0012545+5.1448e-05i,0.00037887+0.00080959i,0.00073292-0.0010765i,0.0022698-0.001918i,-0.0012746-0.0021717i,-0.00025858+0.00032055i,0.0012883+0.00031378i,1.5399e-05-0.00054354i,0.00068985-0.00093468i,-0.0009931-0.00030142i,-0.001876-0.0034417i,0.00063764-0.0041451i,0.00043489-0.0019437i,-0.00047093-0.00014891i,-0.00041781-0.0048506i,0.0024587-0.0064445i,0.00094237+0.00022394i,-4.1946e-05+0.00020912i,-0.00035461-0.0010841i,-0.0024045-0.0024346i,0.0027533-0.00016918i,0.0021493-0.00065439i,-0.00066683-0.0012034i,0.0055665-0.0024845i,-0.010501-0.021856i,0.014618-0.0035707i,0.023587-0.0071736i,0.008042-0.0068315i,-0.012764-0.0024383i,0.015461-0.013736i,0.019893-0.0013209i,0.0078055-0.0019299i,0.0082932-0.0085909i,0.0090199-0.0067817i,-0.0070998-0.0029236i,-0.0052492+0.003937i,-0.012607-0.0019331i,-0.00099916-0.0028533i,0.002426+0.0022037i,0.0088472+0.0091647i,-0.002346+0.0023345i,0.003564+0.0016758i,0.0024079+0.0034011i,0.004823+0.00057759i,0.0030156-0.00055766i,-0.0027178+0.0050096i,-0.0022869-0.010519i,-0.0034251+0.0031654i,0.0015736-0.0060521i,0.0037723+0.0033643i,-0.0034196+9.1214e-05i,-0.0010334-0.00098928i,0.0020601+0.0040551i,-0.0013822+0.00018162i,-0.0056557+0.008906i,-0.0028573-0.0044911i,-0.00041509+6.5656e-05i,-0.00089571+0.0015037i,0.0013649+0.001411i,0.0062601-0.013007i,0.0032354+0.0036041i,-0.0035728+0.0002749i,-0.0023017+0.0012732i,-0.00044993+0.0030376i,-0.00079219-0.001646i,0.00086997-0.0024176i,0.0020756-0.0032322i,-0.00050609+0.0044923i,0.002062+0.0053495i,0.0095054-0.020253i,-0.020668+0.0072669i,-0.0075927+0.035816i,-0.0027759+0.0077357i,0.008268+0.002156i,0.0028948-0.00088742i,-0.010221+0.0069014i
0.0035039-0.031942i,-0.0071194-0.019514i,-0.0079797-0.020256i,-0.0047154-0.010074i,-0.015711-0.014474i,-0.0073442-0.0026036i,-0.012169-0.022001i,-0.013704-0.0052428i,-0.012285+0.00031676i,-0.0010098-0.0030858i,-0.0011129+0.0015279i,0.0014564-3.5676e-05i,0.0019441-0.00074462i,0.00052095-0.00053958i,-0.0010286+4.9843e-05i,-0.0015218-0.0018002i,0.0019994+0.0044764i,-0.00020517+0.0014013i,-0.00015283+0.00059921i,0.00045772+0.00045479i,0.00097058-0.00043682i,0.00048842+0.00053496i,0.00031829-0.0012843i,0.00097647-0.0030434i,-0.0021466-0.0016458i,-0.0002366+0.00048901i,0.0014735-0.00015302i,-0.00011816-0.00046828i,0.0002862-0.0010481i,-0.000997+0.00023065i,-0.0031163-0.0025135i,-0.00099524-0.0041491i,-0.00043761-0.0017549i,-0.00034635+5.4918e-05i,-0.0021697-0.0041309i,0.00075698-0.0070594i,0.0008777+3.9127e-05i,-5.6142e-06+0.00020067i,-0.00048857-0.00095175i,-0.0034102-0.0014679i,0.0023681-0.0010757i,0.0018909-0.0012609i,-0.00090849-0.00064865i,0.0050505-0.0038716i,-0.013432-0.020504i,0.013866-0.0082657i,0.022645-0.01197i,0.0057854-0.011207i,-0.0078068-0.0017056i,0.01036-0.019373i,0.019376-0.0046638i,0.0064936-0.004304i,0.0065628-0.0079914i,0.0078991-0.011408i,-0.0074591-0.0011178i,-0.003207+0.0064273i,-0.014593+0.003793i,-0.0025033-0.0020256i,0.0027435+0.0019719i,0.010412+0.006007i,-0.00088513+0.0022518i,0.0023656+0.0014018i,0.0027359+0.0011658i,0.0050226-0.0017214i,0.0027832-0.0023252i,0.00035126+0.0059847i,-0.0071118-0.0087349i,-0.0021577+0.005024i,-0.0013349-0.0066877i,0.0049317+0.0021819i,-0.0036729+0.001601i,-0.0012145-0.00069271i,0.0047158+0.00081359i,-0.0012771-1.3811e-05i,-0.00058563+0.0080722i,-0.0050215-0.0025829i,-0.00051999-0.00043401i,-0.0010603+0.0013659i,0.0013373+0.00053206i,0.00065815-0.015226i,0.0045106+0.0010031i,-0.0031491+0.00066836i,-0.0021762+0.0017281i,0.0014077+0.0032015i,-0.00038798-0.00050434i,0.00015711-0.0018666i,0.0011774-0.0041224i,-0.00049115+0.0051097i,0.0027696+0.0050972i,0.0045241-0.02073i,-0.022201+0.010559i,-0.002286+0.034i,-0.001989+0.0060162i,0.0092706+8.0278e-05i,0.0033628-0.00095425i,-0.0086107+0.0066357i
-0.0009379-0.031826i,-0.0098494-0.017596i,-0.011116-0.018328i,-0.0060589-0.0092045i,-0.018151-0.011343i,-0.0079203-0.0019387i,-0.015286-0.019877i,-0.014219-0.0033644i,-0.011143+0.0013758i,-0.0012464-0.0022265i,-0.00024706+0.0019077i,0.0012562-0.00038583i,0.0018503-0.0010197i,0.0005942-0.00049123i,-0.00086639+0.00026332i,-0.0014519-0.00090939i,0.0029855+0.0035116i,0.00030993+0.0012858i,0.00020008+0.00068682i,0.0004715+0.00059575i,0.00053944-0.0007438i,0.00039149+0.0004416i,-0.00017876-0.0011942i,-0.00037343-0.0032199i,-0.0024938-0.00072903i,-1.6163e-05+0.00065842i,0.0012521-0.00075052i,-0.00022577-0.00032832i,1.9007e-05-0.00098456i,-0.0007426+0.00068632i,-0.0038496-0.0012455i,-0.002463-0.0033069i,-0.000938-0.0013077i,-0.00015679+0.00013005i,-0.0033536-0.003121i,-0.001033-0.0069588i,0.0010417-0.00014652i,2.7121e-05+0.00028184i,-0.00080435-0.00089604i,-0.0039853-0.00018143i,0.0017937-0.0017496i,0.0013724-0.0017207i,-0.00089305-0.0001103i,0.003885-0.0048683i,-0.016703-0.018594i,0.011533-0.011943i,0.020369-0.016329i,0.0018043-0.013782i,-0.0049293-0.0044904i,0.0044522-0.021985i,0.019184-0.0084301i,0.0057979-0.0066256i,0.0070371-0.0078654i,0.0059614-0.014673i,-0.0079628+0.00029286i,-0.00031956+0.0073315i,-0.013253+0.010792i,-0.0036303-0.000769i,0.0029843+0.0015723i,0.011011+0.0034087i,-8.5627e-05+0.0015362i,0.0008166+0.0019021i,0.0027935+0.00026127i,0.0036056-0.0037276i,0.001285-0.0035147i,0.0032036+0.004835i,-0.0094015-0.0041706i,0.00080102+0.0053567i,-0.0037958-0.0053921i,0.0054979-0.00020058i,-0.0031107+0.0033498i,-0.0013073-0.00050225i,0.0041115-0.0029728i,-0.0015896+6.1854e-05i,0.0020718+0.0048458i,-0.0052841-0.00032367i,-0.0010032-0.00084622i,-0.0010652+0.0018178i,0.00097349-0.0003377i,-0.0058084-0.014248i,0.0039559-0.0017421i,-0.0029506+0.0010908i,-0.0016954+0.0025454i,0.00302+0.0022658i,0.0004002-0.00085458i,8.1301e-05-0.0010425i,-3.3888e-05-0.0045859i,-0.00041932+0.00626i,0.0036243+0.0046421i,0.0016806-0.02004i,-0.022131+0.015002i,0.0022574+0.031908i,-0.0024659+0.0036571i,0.0086085-0.0028557i,0.003298-0.00085055i,-0.0081278+0.0057153i
-0.0056508-0.03122i,-0.011893-0.015691i,-0.01388-0.016019i,-0.0071624-0.0085025i,-0.019752-0.0078383i,-0.0085414-0.0010735i,-0.018205-0.017443i,-0.014343-0.0012598i,-0.010341+0.0019895i,-0.0012225-0.0017263i,0.00069703+0.0019121i,0.0010994-0.00064723i,0.0017686-0.0013236i,0.00059329-0.0006196i,-0.00069325+0.00039561i,-0.00097073-0.00033079i,0.0036535+0.0024836i,0.00077377+0.0010203i,0.00051853+0.00048543i,0.00071871+0.00061056i,-0.00016798-0.00064342i,0.00053039+0.00041184i,-0.00051414-0.00095941i,-0.0012829-0.0028598i,-0.0024689+0.00016119i,0.00024259+0.00063252i,0.0006717-0.0011029i,-0.00022326-0.00028384i,-0.00022509-0.00083749i,-0.00041017+0.00096247i,-0.0042161+0.00021903i,-0.0033024-0.0019699i,-0.0010427-0.00077887i,-2.306e-05+4.6404e-05i,-0.0043098-0.0017852i,-0.0026043-0.0061374i,0.00094103-0.00057371i,9.8027e-05+0.00035259i,-0.0010104-0.00044691i,-0.0040612+0.0012169i,0.00090269-0.0020812i,0.00061528-0.0020601i,-0.00055878+0.00037072i,0.0026288-0.0051496i,-0.019341-0.01565i,0.0081403-0.014363i,0.017133-0.019672i,-0.0024757-0.0144i,-0.0049157-0.0068555i,-0.0018203-0.023i,0.018275-0.012984i,0.0044983-0.0094169i,0.0075211-0.0096196i,0.0033188-0.018231i,-0.0087026+0.0021814i,0.0024112+0.0066891i,-0.0084293+0.015782i,-0.0041285+0.00062709i,0.0030749+0.0012775i,0.011356+0.00061303i,-3.4198e-05+0.0010298i,0.00046547+0.0033302i,0.0031885-0.00087075i,0.0017324-0.0042682i,-0.00016284-0.0036674i,0.0048024+0.0028099i,-0.0092841+0.00021458i,0.0032414+0.0040653i,-0.0053984-0.0034462i,0.0043001-0.0024122i,-0.0013602+0.0045514i,-0.0016644-0.00027254i,0.0014796-0.0053088i,-0.0018403+0.00039338i,0.0023279+0.001742i,-0.0047909+0.0015765i,-0.0018676-0.000776i,-0.00079513+0.0019399i,7.1569e-05-0.00071704i,-0.010178-0.010729i,0.0022739-0.0034071i,-0.0025673+0.0014082i,-0.00056863+0.0028963i,0.0039937+0.0005558i,1.2132e-05-0.0011642i,0.00075152-0.00071619i,-0.001036-0.0044753i,0.0011889+0.0078557i,0.0040866+0.0040691i,-0.0014817-0.019973i,-0.020841+0.019834i,0.0060476+0.029082i,-0.0046384+0.0022844i,0.0056755-0.0043803i,0.0036356-0.0011402i,-0.0088988+0.0052363i
-0.010236-0.029537i,-0.013754-0.01418i,-0.015981-0.01313i,-0.0082993-0.0077298i,-0.020719-0.0044063i,-0.0090086+0.000197i,-0.020659-0.014523i,-0.014037+0.00067214i,-0.0098509+0.0023304i,-0.00099868-0.0013117i,0.0015693+0.0014164i,0.0010108-0.00061574i,0.0015614-0.0015709i,0.00052879-0.00071729i,-0.00058145+0.00042595i,-0.00032985-0.00036021i,0.0043018+0.0014236i,0.001015+0.00056687i,0.0005875+8.6567e-05i,0.001+0.0005781i,-0.00043084-0.00023844i,0.00081877+0.00022545i,-0.00063173-0.00067062i,-0.0017487-0.0025247i,-0.0021827+0.00084693i,0.00049472+0.00054226i,0.00021498-0.00099638i,-0.00028656-0.0001188i,-0.00046537-0.00065483i,7.8345e-05+0.0011712i,-0.0039719+0.0018913i,-0.003556-0.00065565i,-0.0011683-0.00043607i,-4.9923e-05+7.0225e-05i,-0.0046002-3.2758e-05i,-0.0036726-0.004952i,0.00055995-0.00078226i,0.00018557+0.00038712i,-0.00074808-0.00014182i,-0.0035243+0.0026279i,0.00024559-0.0020282i,-2.0528e-05-0.0020623i,-0.00010363+0.00055789i,0.0018215-0.005158i,-0.02104-0.012358i,0.0050789-0.014857i,0.013797-0.022041i,-0.0065016-0.013559i,-0.0065215-0.0081312i,-0.0082912-0.021148i,0.015849-0.017702i,0.0029645-0.011513i,0.0074735-0.01122i,-0.0010126-0.020452i,-0.0089667+0.0050025i,0.0041816+0.0050326i,-0.002277+0.018082i,-0.0043102+0.0022215i,0.0033135+0.0012888i,0.010603-0.0023574i,6.0896e-06+0.0005613i,0.0016085+0.0048872i,0.0024585-0.0020097i,0.00062304-0.003771i,-0.0017019-0.0032151i,0.0052752+0.00076489i,-0.0071757+0.0033605i,0.0047244+0.0019647i,-0.0060878-0.00084239i,0.002454-0.0031689i,0.00078513+0.0044459i,-0.0017107+0.00044335i,-0.0014447-0.0059481i,-0.0018209+0.00056896i,0.00079228+0.00012955i,-0.0037814+0.0030603i,-0.0025402+2.8005e-05i,-0.00077969+0.0020677i,-0.00048292-0.00045396i,-0.012679-0.0063569i,0.0002218-0.004093i,-0.0022912+0.0016839i,0.00040865+0.0027021i,0.0040015-0.0012866i,0.00010261-0.00094149i,0.0013716-0.0011958i,-0.002239-0.0048255i,0.0034071+0.0076795i,0.0046002+0.0035884i,-0.0039506-0.018868i,-0.017616+0.025522i,0.0086959+0.026315i,-0.0071596+0.0026532i,0.0027341-0.0032253i,0.0033304-0.001948i,-0.0098195+0.005723i
-0.013914-0.027315i,-0.016125-0.012874i,-0.01728-0.010532i,-0.0093549-0.0066986i,-0.021142-0.00039461i,-0.0089767+0.001678i,-0.022517-0.011282i,-0.013533+0.0024098i,-0.0098204+0.0029097i,-0.00061856-0.0013563i,0.0020533+0.00062708i,0.0010704-0.00083661i,0.0014066-0.0017329i,0.00069295-0.00097865i,-0.00048381+0.00046849i,-7.5896e-05-0.00066176i,0.0045717-0.00012741i,0.00095816+0.00016746i,0.00054061-0.00023943i,0.0014558+0.0003392i,-0.00045171+8.0148e-05i,0.00078017-0.00014602i,-0.00073962-0.00047406i,-0.0020384-0.0024467i,-0.0018226+0.001379i,0.00071122+0.00034552i,-5.5554e-05-0.00090998i,-0.00024524+7.0777e-05i,-0.00059208-0.00037687i,0.00072051+0.001118i,-0.0030358+0.0033246i,-0.0034658+0.00065467i,-0.0010231-7.0618e-05i,7.9109e-06+6.4867e-05i,-0.0040794+0.0015223i,-0.0043368-0.0037233i,0.0003534-0.0008149i,0.00048004+0.00043085i,-0.00067464-9.5264e-05i,-0.0022622+0.0036628i,-0.0002127-0.0018585i,-0.00064074-0.0020137i,0.00034132+0.00036024i,0.0012003-0.0054052i,-0.022363-0.0090466i,0.0034942-0.014723i,0.010446-0.023823i,-0.0098081-0.010994i,-0.0074312-0.0078059i,-0.01319-0.016449i,0.012135-0.021754i,0.0011847-0.014111i,0.007011-0.013452i,-0.0056568-0.02037i,-0.0076709+0.0086073i,0.0049808+0.0030635i,0.0035217+0.017332i,-0.0038392+0.0038428i,0.0041542+0.00099243i,0.0089032-0.0049752i,-0.00039466+0.00043775i,0.0039234+0.0051775i,0.0014745-0.0021582i,-4.9071e-05-0.0035501i,-0.0026854-0.0023021i,0.0051464-0.0011082i,-0.0051492+0.0046768i,0.0049795-0.00072035i,-0.0055612+0.0015261i,0.0016075-0.0029566i,0.0022424+0.0033351i,-0.0014177+0.00079344i,-0.0043299-0.0051332i,-0.0021314+0.00087002i,-0.00028531+0.00070502i,-0.0022046+0.0040242i,-0.0024106+0.001037i,-0.0005142+0.0028334i,-0.0005364-0.0003048i,-0.013712-0.0019625i,-0.0017885-0.0036527i,-0.0022636+0.0023557i,0.00084098+0.0024i,0.0034499-0.0033593i,8.7692e-05-0.0015038i,0.0015195-0.0019574i,-0.0039708-0.0041018i,0.0054731+0.0066234i,0.0053344+0.0030571i,-0.005983-0.017703i,-0.010742+0.029149i,0.011479+0.023355i,-0.0089976+0.0041644i,0.0015197-0.0010971i,0.0025699-0.0020644i,-0.010437+0.0068174i
