-0.023498-0.019476i,-0.032298-0.033593i,-0.022369-0.020043i,-0.032309-0.020627i,-0.024+0.0040112i,-0.028846-0.018189i,-0.055461-0.047672i,-0.040862-0.044861i,-0.03004-0.023716i,0.0050212+0.0058427i,-0.0034803+0.0065153i,-0.011178+0.011391i,0.0039402+0.0070418i,-0.0037438-0.0029446i,0.0029237+0.0018972i,0.0016064+0.028467i,0.024927+0.031711i,-0.00024939+8.1371e-05i,-0.0029331-0.0029586i,0.0076114+0.0039283i,0.0020932+0.00072434i,-0.00015591+0.0026445i,-0.00056056+0.00022086i,-0.031761-0.0013693i,-0.0034414-0.0049051i,1.0899e-05+0.0025817i,0.0036071-0.0010215i,0.00092798-0.00020488i,-0.00074949-0.00060704i,-0.00091941-0.0020382i,-0.0022582-0.00056194i,-0.0038828-0.0039281i,-0.0031283-0.005295i,0.00046413-0.0012418i,0.00058541-0.0032803i,-0.001713+0.025892i,0.0019268-0.0029369i,0.0022005-0.0040487i,0.0045191-0.0022111i,-0.0058854-0.0019406i,0.00060023+0.0013968i,0.010318-0.000394i,-0.0011695+0.00050964i,-0.0031466+0.0013385i,-0.0082685-0.0022588i,-0.018503+0.021116i,-0.0081658-0.08655i,-0.0022154-0.061249i,-0.020823-0.054036i,-0.011403-0.045786i,0.05393-0.026858i,0.024323-0.067145i,0.040652-0.0545i,0.018469-0.039304i,0.026099-0.019573i,0.012184+0.012085i,0.025483-0.028643i,-0.011288-0.0010242i,-0.0014456-0.00092198i,-0.0085095-0.0018587i,-0.0045931-0.02991i,-0.020963+0.026461i,0.0073035-0.0093782i,-0.010555-0.0033i,-0.0026978-0.0019716i,-0.00036636-0.014709i,-0.0082377+0.0053533i,0.0059924+0.010798i,-0.010336+0.029977i,0.0063679+0.0076826i,-0.0033542-0.0016366i,-0.0022706-0.0014845i,-0.012834-0.0058596i,0.00056306-0.0045488i,-0.033245+0.0026722i,0.0035233-0.0086068i,-0.0073323-0.0020659i,-0.0052705-0.0031408i,0.0069225+0.0016815i,-0.010253+0.00042169i,0.0023767-0.00017379i,0.0060072+0.0080106i,0.0053739+0.00096633i,-0.0078186-0.010201i,0.0029393+0.0077738i,-0.019598+0.0075816i,0.0033749+0.0057239i,-0.021208-0.00936i,-0.027468-0.0053116i,0.010219-0.061733i,0.01859-0.014712i,-0.050522-0.02842i,-0.021539+0.0020085i,0.018901+0.010607i,-0.026942+0.011499i,-0.01294-0.0080243i
0.001951-0.0069909i,0.0074229-0.031877i,-0.015183-0.016768i,-0.010472-0.015291i,-0.011091-0.016621i,-0.010709-0.012383i,0.014881-0.014329i,0.013657-0.016528i,-0.0059245-0.0070853i,0.0036971+0.00049788i,0.00022338+0.00053678i,-0.00088656+0.00064328i,0.0011455-0.00065343i,0.00079477-0.00075336i,-0.0012248-0.0016247i,0.0026524-0.0054646i,-0.0024612+0.001047i,-0.00056028+0.00022661i,0.00019278-0.0005309i,8.2227e-05+0.0013024i,-0.00019422+0.0012282i,-0.00047689-8.595e-05i,0.001222+0.00061115i,-0.0028119+0.0027061i,3.8476e-05+0.00044428i,2.7343e-05+0.00013701i,-0.00075119+0.00035533i,-1.9064e-05+0.00021617i,0.00018666+3.0025e-05i,0.0003986-0.00032905i,0.00036865-0.00012747i,0.001002+0.00042232i,0.00014251-9.6472e-05i,-1.579e-05-0.00062819i,0.00038045+0.00059435i,0.0063837-0.00033678i,0.00034061-0.00019476i,0.00097637+0.00027729i,0.00025422-0.0006683i,0.00055528-0.001271i,0.00065212+0.0012308i,6.4711e-05-9.3873e-05i,-0.00016178-0.00095189i,-0.00059917+0.00082924i,-0.0080914-0.0078532i,0.00063177+0.021454i,0.030028-0.00055391i,0.030432-0.0034238i,0.0082212-0.017039i,0.030113+0.0073965i,0.022539+0.029484i,0.026992+0.019351i,0.018025+0.032151i,-0.024101+0.01492i,-0.00034522-0.0090552i,0.0024585-0.0052149i,0.006371-0.0064947i,0.0097448+0.00166i,0.0030455+0.005493i,-0.0063891+0.0064141i,-0.002037-0.0051095i,0.0037814+0.0094542i,-0.0031945-0.0016657i,0.00054367+0.0029348i,5.5271e-05+0.00059339i,0.0017412-0.0034935i,0.0065298-0.0013946i,-0.0027345-0.00040323i,0.0044675-0.0011272i,-0.0068136-0.00046084i,-0.0017075-0.00092986i,0.00014849+1.2983e-05i,-0.0046904-0.0020096i,-0.0030053-0.0020164i,-0.011613-0.010323i,0.0024891-0.0018481i,-0.0043099+3.4482e-05i,-0.0014576+0.0015802i,-0.0051034+0.0023895i,0.00515+0.001359i,-0.0082109-0.0015816i,-0.00214-0.0064465i,-0.0026667-0.0015569i,-0.0058113-0.00040829i,0.0060154-0.0034276i,0.0045232+0.0015526i,0.0027023-0.0026153i,0.0011792+0.0055815i,0.0030523+0.0014987i,0.011207+0.0062635i,-0.025751+0.001915i,-0.031632+0.015971i,-0.014406+0.023468i,0.0022732+0.0021538i,0.0070279-0.0069367i,-0.014404+0.0086391i
0.00057981-0.0071697i,0.0019279-0.032684i,-0.017972-0.013757i,-0.012998-0.012517i,-0.014308-0.014563i,-0.012015-0.010598i,0.010785-0.01751i,0.010578-0.018003i,-0.0073961-0.0062772i,0.003766-0.00079917i,0.00057642+0.00013354i,-0.00024465+0.0010832i,0.00069664-0.000866i,0.00080373-0.00074568i,-0.0012832-0.0012823i,0.0015174-0.0054274i,-0.0016782+0.0016575i,-0.00060423+0.00017926i,-0.00013541-0.00054936i,0.00045932+0.0011531i,0.00027293+0.0013913i,-0.00041151+0.00011175i,0.0013411+0.00015019i,-0.00099763+0.0031171i,0.00027485+0.00051673i,0.00016567+9.0745e-05i,-0.00033552+0.00089716i,9.7617e-05+0.00032897i,0.00018135+5.7051e-05i,0.00042601-0.00023175i,0.00018273-0.0002742i,0.0013734+2.2066e-05i,0.00029825-0.00013172i,-0.00033068-0.00047013i,0.00088414+0.00042904i,0.0060521-0.0019314i,0.00013402-9.3978e-05i,0.0010039-0.00013435i,0.00017039-0.00047132i,7.0124e-05-0.0018702i,0.00095282+0.00091904i,2.2122e-05-0.0002766i,-0.00045679-0.00032517i,0.00043111+0.00085504i,-0.0089632-0.0059589i,0.004066+0.022276i,0.029921-0.004878i,0.029358-0.0096312i,0.0032051-0.014395i,0.033011+0.0017639i,0.028071+0.024059i,0.029467+0.011795i,0.020356+0.024148i,-0.018389+0.014611i,-0.0026031-0.0078475i,-0.001128-0.0052943i,0.0032672-0.0087088i,0.0080177-0.0012065i,0.0039932+0.0041175i,-0.0026978+0.0090332i,-0.0026321-0.0023937i,0.0050584+0.0077217i,-0.0037612-0.00053048i,0.001932+0.0037166i,0.00098575+0.00051842i,-0.00043853-0.0033938i,0.0069422-0.0050665i,-0.0032352-9.7173e-06i,0.0043109-0.0031937i,-0.006374+0.0027088i,-0.0017911-0.0014944i,-3.7402e-05-0.00057953i,-0.0042686+0.00074345i,-0.0031511-0.0012025i,-0.013024-0.0048683i,0.00096629-0.0024121i,-0.0037637+0.0011482i,-0.0016484+0.0011311i,-0.0036764+0.0040925i,0.0061894-0.00075964i,-0.0078104+0.0016238i,-0.0040896-0.0053496i,-0.0023804-0.0011319i,-0.0052685+0.0016823i,0.003137-0.0044329i,0.0049082-0.00021375i,0.0021822-0.0028159i,0.0026281+0.0044924i,0.0019044+0.001264i,0.010381+0.0013993i,-0.024568+0.0075396i,-0.02998+0.023348i,-0.0098933+0.022845i,0.0039816+0.004895i,0.0044333-0.006606i,-0.014139+0.010815i
-0.00030965-0.007303i,-0.0040046-0.032574i,-0.019837-0.010359i,-0.014446-0.0094065i,-0.017261-0.011965i,-0.013129-0.008849i,0.0064499-0.019559i,0.0077264-0.019132i,-0.0089462-0.0049041i,0.0032471-0.001913i,0.00043072-0.00028982i,0.00048282+0.0012214i,0.00021875-0.00079968i,0.0009083-0.00087165i,-0.0014379-0.001038i,0.00062803-0.0052047i,-0.00071642+0.0018145i,-0.00085022+0.00024712i,-0.00040643-0.00032069i,0.00074512+0.00078306i,0.00090773+0.001131i,-0.00044942+0.00013621i,0.0012715-0.00032466i,0.00064679+0.0027057i,0.00068804+0.00042434i,0.0002835-1.8693e-05i,0.00026733+0.00096334i,0.00015932+0.00032907i,0.00023792+8.4508e-05i,0.00040444-0.00034358i,-4.743e-06-0.00026615i,0.0013893-0.00062762i,0.00018806-0.00029244i,-0.00042951-0.00016514i,0.001238-0.00031294i,0.0053131-0.0035021i,0.00025092+1.4909e-05i,0.0008622-0.00046485i,0.00016516-0.00053506i,-0.00068509-0.0020502i,0.0012381+0.0004021i,-0.00022978-0.00038283i,-0.0003973+9.7515e-05i,0.00094185+0.00016886i,-0.0093498-0.004405i,0.0093666+0.022181i,0.029675-0.0095652i,0.026789-0.015139i,0.00040918-0.010884i,0.034991-0.0048746i,0.031448+0.017612i,0.03108+0.0050215i,0.020401+0.017996i,-0.014561+0.014683i,-0.0044635-0.0060659i,-0.0042021-0.0034054i,-0.0012303-0.0094885i,0.005551-0.0026372i,0.0040412+0.0027565i,0.00073569+0.0093264i,-0.0017996-0.00077049i,0.0054207+0.0056964i,-0.004112+0.0019248i,0.0034514+0.0036547i,0.0012758-0.00019127i,-0.0018272-0.0022728i,0.0050918-0.0077634i,-0.0030209+0.00086226i,0.0034178-0.0045022i,-0.0033221+0.0046768i,-0.0025502-0.0016864i,-0.00054755-0.00068098i,-0.0028491+0.0022535i,-0.0027075-0.0004374i,-0.012564-0.0001154i,0.00011264-0.0026288i,-0.0029127+0.0018828i,-0.0018136+0.001619i,-0.001437+0.0044113i,0.0061524-0.0032748i,-0.0062447+0.0040805i,-0.005539-0.0036408i,-0.0025902-0.0011315i,-0.0041761+0.0029109i,0.0017736-0.0040184i,0.0043644-0.0016644i,0.0020601-0.0031374i,0.0022066+0.0021026i,0.001248+0.0014067i,0.0096788-0.001383i,-0.021228+0.011903i,-0.024801+0.030619i,-0.0066371+0.021723i,0.0071135+0.0051221i,0.0021619-0.0050661i,-0.012405+0.013228i
-0.0012932-0.0076961i,-0.0096676-0.031037i,-0.021086-0.0071471i,-0.014998-0.0066566i,-0.01962-0.0083142i,-0.014047-0.0070023i,0.0016496-0.020386i,0.0047268-0.020018i,-0.0095809-0.0030811i,0.0023548-0.0026185i,2.3557e-05-0.00020886i,0.001293+0.00068099i,5.49e-06-0.00049436i,0.00083396-0.0013073i,-0.00156-0.0005655i,-0.00021877-0.0049252i,-0.00024402+0.0015278i,-0.0010455+0.00075163i,-0.0003928+2.5278e-05i,0.00082087+0.00027589i,0.0011619+0.0005734i,-0.00065025+0.00026984i,0.00097067-0.00067899i,0.0018804+0.001287i,0.0010722-4.6029e-06i,0.00021602-0.00020232i,0.0005418+0.00076915i,0.00033118+0.00032167i,0.00027997+4.2727e-05i,0.00024939-0.00042764i,-0.00010656-0.00022436i,0.0010656-0.0010136i,8.2293e-05-0.00028952i,-0.00036862-4.8988e-05i,0.00093361-0.0012729i,0.0042362-0.0048491i,0.00050274-0.00014105i,0.00064757-0.00071543i,1.4358e-06-0.00059644i,-0.0014953-0.0019295i,0.0012232-0.00015395i,-0.00050178-0.00015412i,-0.00031956+0.00051671i,0.000858-0.00020526i,-0.0092842-0.0031651i,0.015302+0.018872i,0.028699-0.014536i,0.024036-0.01934i,0.00073195-0.0064938i,0.035138-0.013093i,0.03352+0.011145i,0.031542-0.0025316i,0.020308+0.013437i,-0.0097929+0.014304i,-0.005313-0.00364i,-0.0060271-0.0004589i,-0.0061687-0.0086497i,0.0036973-0.0029708i,0.0037384+0.002185i,0.0036557+0.0088209i,-0.00086564-0.00011324i,0.004968+0.0033922i,-0.0019715+0.0044869i,0.0051322+0.0027138i,0.001614-0.00066909i,-0.002373-0.00088812i,0.0025108-0.0096129i,-0.0025581+0.0013899i,0.0020928-0.0057547i,-0.00087813+0.0038124i,-0.0036891-0.001216i,-0.00081187-0.00066428i,-0.0013869+0.0033844i,-0.0022753-0.00028948i,-0.010343+0.0040161i,-0.0010053-0.0030563i,-0.0017999+0.002108i,-0.0015078+0.0017729i,0.00029333+0.0036181i,0.0051108-0.005952i,-0.0036156+0.0056409i,-0.0056164-0.0015079i,-0.0032202-0.00071819i,-0.0032126+0.0039599i,0.00066693-0.0037439i,0.0036441-0.0022872i,0.0016433-0.0038559i,0.00071921+0.0019147i,0.00090289+0.0018912i,0.0086218-0.0043193i,-0.01802+0.012998i,-0.016668+0.034286i,-0.0032757+0.021349i,0.0089898+0.0042054i,0.0016363-0.0031301i,-0.0097898+0.014572i
-0.0026866-0.00803i,-0.014673-0.028336i,-0.021999-0.0036193i,-0.015291-0.0043376i,-0.020526-0.0043955i,-0.014811-0.0050648i,-0.0026805-0.019663i,0.0018-0.020365i,-0.0092954-0.0015654i,0.0012778-0.0027327i,-1.4833e-05+7.4775e-05i,0.0014621-8.4715e-05i,1.882e-05-0.00030227i,0.00022154-0.0013566i,-0.0013363-3.4474e-05i,-0.0011962-0.0044695i,9.8363e-05+0.001501i,-0.00066463+0.0013311i,-0.00033483+9.6518e-05i,0.0005432-0.00011313i,0.0011939+1.3946e-05i,-0.00062444+0.00052766i,0.000666-0.00084232i,0.0017552-0.00026694i,0.00098581-0.00077436i,2.296e-05-0.00029462i,0.00080989+0.00060502i,0.00051763+0.00017211i,0.00028317-4.2611e-05i,3.0676e-05-0.00043291i,-0.00011853-6.167e-05i,0.00074296-0.001337i,-8.2761e-05-0.00033793i,-0.00039139+0.00012576i,-9.9453e-05-0.0015021i,0.0027662-0.0059939i,0.00044339-0.0004494i,0.00032071-0.00096946i,-6.1025e-05-0.00056606i,-0.0023796-0.001501i,0.00089866-0.00060994i,-0.00052915+0.00015153i,-0.0001684+0.00079702i,0.00084278-0.00047946i,-0.0086965-0.0025013i,0.019299+0.013194i,0.026829-0.019543i,0.021753-0.024292i,0.0040629-0.0034187i,0.032585-0.021605i,0.034351+0.0049318i,0.02966-0.0097432i,0.019552+0.010179i,-0.0052737+0.012039i,-0.0048069-0.002166i,-0.0059772+0.0032949i,-0.010926-0.0050899i,0.0022546-0.0030483i,0.0035506+0.001802i,0.0064367+0.0073717i,0.00014378-0.00022238i,0.0035589+0.0021315i,0.0013196+0.0039209i,0.0065954+0.00063261i,0.0017179-0.0015251i,-0.0020537+0.00080045i,-0.00098153-0.011031i,-0.0025624+0.0022642i,0.00031302-0.0068242i,-0.00074331+0.0032006i,-0.0045629+0.00011119i,-0.0011075-0.00050863i,0.0013041+0.0036577i,-0.002332-0.00061561i,-0.006741+0.006481i,-0.0029015-0.0027084i,-0.00094428+0.001861i,-0.00097839+0.0019496i,0.0011181+0.0024601i,0.0029704-0.0083102i,-0.00089419+0.0054411i,-0.0047541-9.8988e-05i,-0.0032706+0.00018581i,-0.0014895+0.0051689i,-0.00047608-0.0029062i,0.0028726-0.0027648i,0.00056175-0.0042485i,1.3733e-05+0.0025388i,0.001003+0.0022365i,0.0068952-0.0067051i,-0.018094+0.012949i,-0.0092548+0.033837i,0.00056646+0.019453i,0.010434+0.0023991i,0.0021346-0.0018431i,-0.0070593+0.01508i
-0.0038967-0.0079958i,-0.018778-0.024881i,-0.022064+7.1315e-05i,-0.015302-0.0018914i,-0.020892-0.00077813i,-0.015205-0.0030437i,-0.0059153-0.018446i,-0.0010225-0.020668i,-0.0087303-0.00075233i,0.00069347-0.0024961i,0.00019141+0.00031327i,0.0013341-0.00063957i,1.1996e-05-0.00017643i,3.53e-05-0.0010255i,-0.00098199+0.00010633i,-0.0018505-0.003611i,0.00073894+0.0013898i,-5.1235e-05+0.0014981i,-0.00029056+0.00023698i,0.00031006-0.00013435i,0.0010668-0.00049625i,-0.0004092+0.00070607i,0.00030211-0.0010293i,0.0011874-0.0013642i,0.00037393-0.0011807i,-0.00021564-0.00014969i,0.0011048+0.00030177i,0.00055095-3.9279e-05i,0.00026416-0.00011799i,-0.00021989-0.00034118i,-4.9622e-05-2.7055e-05i,0.00017072-0.0015552i,-0.00017445-0.00013096i,-0.00018208+0.00028013i,-0.0004524-0.001085i,0.00091707-0.0065692i,0.00026813-0.00042009i,-0.00011934-0.00094186i,-8.4503e-05-0.00053189i,-0.0030662-0.00060285i,0.00049616-0.00081797i,-0.00040012+0.0003595i,0.00014315+0.0011897i,0.00066694-0.00088644i,-0.0085441-0.0028464i,0.021061+0.0066717i,0.023842-0.024406i,0.016772-0.029961i,0.0092068-0.0047114i,0.026895-0.028774i,0.034472-0.00096392i,0.027028-0.015081i,0.019823+0.0084918i,-0.0028019+0.0085451i,-0.0046834-0.0014081i,-0.0034695+0.0063606i,-0.013395+0.00068594i,0.00083471-0.0029905i,0.0034006+0.0015255i,0.0077776+0.0048229i,0.00047316-0.0012234i,0.0022983+0.0016413i,0.0019481+0.0022107i,0.0064921-0.0023333i,0.0012163-0.0026983i,-6.0646e-05+0.0018463i,-0.0059547-0.0094915i,-0.0016431+0.0039176i,-0.0026615-0.0069093i,0.00063423+0.0035553i,-0.0046949+0.0019702i,-0.0013368-7.5283e-05i,0.0038009+0.00099543i,-0.0026658-0.00035996i,-0.0025119+0.0064282i,-0.004376-0.0011308i,-0.00046707+0.0013655i,-0.0008153+0.0019119i,0.0015386+0.0012745i,-0.00054783-0.0099408i,0.0012265+0.0042914i,-0.0044186+0.00059581i,-0.0031852+0.00097625i,0.001143+0.0052312i,-0.00064649-0.0017399i,0.002068-0.0027883i,-0.00053302-0.004255i,-0.00021811+0.0032938i,0.0012727+0.0025498i,0.0049498-0.0078876i,-0.018893+0.015556i,-0.0039426+0.032559i,0.0031779+0.015809i,0.011188-0.00022346i,0.0026713-0.0017002i,-0.0042896+0.014543i
-0.0052845-0.0080325i,-0.021864-0.020908i,-0.021493+0.0034725i,-0.014717+0.00024462i,-0.020538+0.002985i,-0.015374-0.0010209i,-0.0088917-0.017307i,-0.0041411-0.020782i,-0.0084565-0.0006159i,0.0004907-0.0023052i,0.00047112+0.00048034i,0.0010052-0.00095894i,0.0001333+2.3824e-05i,2.1911e-05-0.00085855i,-0.00082608+0.00013444i,-0.0020702-0.0028067i,0.0012349+0.0010417i,0.00053396+0.0014189i,-8.4556e-05+0.00036047i,0.00024461-9.6511e-05i,0.00073093-0.00090806i,-0.00028073+0.00090397i,-8.0449e-05-0.00091743i,0.00036356-0.0018935i,-8.7154e-05-0.0011511i,-0.0002553+0.00011002i,0.0010801-0.00017162i,0.00051796-0.00020075i,0.00020017-0.00021661i,-0.00034974-0.00010621i,-1.5567e-05-3.7557e-05i,-0.00037057-0.001316i,-0.00011479+2.6642e-05i,5.3863e-05+0.00026174i,-0.00055632-0.00095631i,-0.0008211-0.0063312i,0.00034258-0.00050525i,-0.00044747-0.00062759i,-0.0001964-0.00053516i,-0.0033839+0.00057915i,0.00016824-0.00095492i,-0.00025767+0.00056548i,0.00065069+0.0013226i,0.00024537-0.00098414i,-0.0096332-0.0030459i,0.020481+0.00059757i,0.019528-0.028509i,0.009593-0.033211i,0.012057-0.0092545i,0.020063-0.033453i,0.034063-0.0071409i,0.024611-0.02043i,0.021613+0.0063777i,-0.00093202+0.0055355i,-0.0053058-0.00092444i,-5.6045e-05+0.0072789i,-0.012466+0.007241i,-0.00036317-0.0024611i,0.0034819+0.0014471i,0.0082159+0.0026188i,-7.2365e-05-0.0019842i,0.00080354+0.0021454i,0.0023809+0.0017083i,0.004341-0.0046567i,-0.00030076-0.0033309i,0.0015327+0.0010896i,-0.0086902-0.0051233i,0.00090165+0.0045359i,-0.0050462-0.0048652i,0.0019361+0.0025725i,-0.0038223+0.0039206i,-0.0012886+0.00018896i,0.0034971-0.0021943i,-0.0028194+0.00037572i,-9.3367e-05+0.0041116i,-0.0043856+0.00072406i,-0.00047549+0.00074779i,-0.0005426+0.0021145i,0.0011834+2.7203e-05i,-0.0050539-0.0092134i,0.0020481+0.0024158i,-0.004223+0.001264i,-0.0027853+0.0020992i,0.0032182+0.0039879i,-9.8031e-05-0.0016137i,0.0018771-0.0023999i,-0.0015244-0.0038467i,-0.0006037+0.0044333i,0.0016678+0.0025792i,0.0042132-0.0088106i,-0.018173+0.019585i,0.001031+0.030466i,0.0035349+0.011536i,0.010256-0.0035329i,0.0026235-0.0012729i,-0.0024045+0.012939i
-0.0071144-0.0076696i,-0.023929-0.016928i,-0.02044+0.0067931i,-0.013952+0.001963i,-0.019257+0.0064557i,-0.015309+0.00095077i,-0.011869-0.015742i,-0.0074374-0.020292i,-0.0087205-0.00071633i,0.00025527-0.002387i,0.00095728+0.00046035i,0.00069331-0.0011867i,0.00034558+0.00011823i,-5.6691e-05-0.00080287i,-0.00071181+0.0001941i,-0.0020809-0.0022858i,0.0015646+0.00062434i,0.0011267+0.0011507i,0.00013299+0.00024921i,0.00025805-0.00016899i,9.7911e-05-0.001023i,7.8559e-05+0.0010578i,-0.00029133-0.00073458i,-0.00039821-0.0020431i,-0.00047923-0.00096703i,-0.00017919+0.00027625i,0.00074562-0.00047014i,0.00049726-0.000384i,8.4178e-05-0.00014393i,-0.00038991+9.5352e-05i,-2.3837e-05-2.292e-05i,-0.0005522-0.00091615i,0.00017344+5.4512e-05i,0.00017941+7.9273e-05i,-0.00098751-0.0007058i,-0.0020849-0.0055017i,0.00012872-0.00068316i,-0.00054704-0.0003072i,-0.00032713-0.00033299i,-0.0031822+0.0017659i,-0.00033572-0.0008164i,-9.8447e-05+0.00055423i,0.0012491+0.0012549i,-8.9145e-05-0.00065386i,-0.011005-0.0023376i,0.018145-0.0043017i,0.014539-0.031112i,0.0023072-0.033798i,0.012123-0.013752i,0.012389-0.036339i,0.032677-0.013663i,0.020747-0.025948i,0.023597+0.0027489i,0.00012128+0.0011143i,-0.0064361+0.00028697i,0.0029662+0.0062023i,-0.0084186+0.012149i,-0.0010781-0.0018985i,0.0035221+0.0012451i,0.0083519+0.00051427i,-0.0011066-0.0019666i,0.0004508+0.0036314i,0.0033045+0.00051101i,0.0019592-0.0050005i,-0.0015237-0.0029905i,0.0020989-7.3798e-05i,-0.0087789-0.00082168i,0.0032135+0.0034406i,-0.006178-0.0025493i,0.0019678+0.0012506i,-0.0019152+0.005172i,-0.0014306+0.00047622i,0.0013924-0.0042383i,-0.0026836+0.0010376i,0.00021998+0.0017429i,-0.0038285+0.0022787i,-0.00097418+0.00054495i,-7.9238e-05+0.0018665i,0.00032175-0.00039255i,-0.0078705-0.0064211i,0.0019247+0.0010521i,-0.0037648+0.0019507i,-0.0017274+0.0026755i,0.0043268+0.0019745i,-0.00041867-0.0012871i,0.0022731-0.0025046i,-0.0020117-0.0028131i,0.0006712+0.006445i,0.0017603+0.0027791i,0.0026212-0.01057i,-0.016159+0.023759i,0.0049287+0.027467i,0.0016052+0.0085802i,0.0066338-0.0053886i,0.0033815-0.0015472i,-0.0021124+0.011383i
-0.0087902-0.0065453i,-0.025471-0.013293i,-0.018649+0.0098216i,-0.013079+0.0033401i,-0.017554+0.0092128i,-0.015025+0.0031069i,-0.014369-0.013621i,-0.010463-0.019204i,-0.0095952-0.00042403i,-4.3193e-05-0.0023827i,0.0014599+8.5417e-05i,0.00037436-0.0010962i,0.000569+0.00014943i,-0.00016249-0.00065121i,-0.00064824+0.00022874i,-0.0020636-0.0020888i,0.0021078+4.1727e-05i,0.0014982+0.00058701i,0.00017057+1.127e-05i,0.00022696-0.00017862i,-0.00027296-0.00084441i,0.00061415+0.00092486i,-0.00033206-0.00065063i,-0.0009845-0.0020258i,-0.00084541-0.00074663i,-7.1186e-06+0.0003528i,0.00054319-0.00042275i,0.00032792-0.0004599i,7.0859e-05-8.3968e-05i,-0.00028651+0.00040927i,-2.7837e-05+7.6745e-05i,-0.00061553-0.0008192i,0.00026142-0.00013217i,0.0001191+1.0323e-05i,-0.0010336-9.9316e-05i,-0.0028978-0.0045679i,-0.00020116-0.00058568i,-0.00055469+5.44e-06i,-0.00022678-0.0001748i,-0.0024356+0.0027841i,-0.00052169-0.00045336i,0.00016674+0.00059288i,0.0017642+0.00088374i,-4.5376e-05-0.0004149i,-0.011821-0.00090779i,0.01558-0.0067493i,0.0098291-0.032607i,-0.0042782-0.03265i,0.010183-0.017754i,0.0043709-0.03645i,0.029574-0.01999i,0.015964-0.030248i,0.024666-0.0016125i,-0.0017464-0.0029088i,-0.0070001+0.0025542i,0.0048383+0.0040817i,-0.0031234+0.01454i,-0.0018866-0.0012412i,0.0038068+0.0011264i,0.0076376-0.0015431i,-0.0016626-0.0015272i,0.001387+0.0052076i,0.0030494-0.0010919i,0.00050494-0.0043338i,-0.0026857-0.0022384i,0.001956-0.0010086i,-0.0068503+0.0020395i,0.0046272+0.00151i,-0.0062682+2.0593e-05i,0.0015898+0.0010566i,0.00033966+0.0051607i,-0.0011318+0.0010472i,-0.00098206-0.0048991i,-0.0022708+0.0013102i,-0.0010156+0.00070089i,-0.0028038+0.0035364i,-0.001372+0.0010503i,-0.00018248+0.0015829i,-0.00017277-0.00032875i,-0.0091786-0.0033827i,0.0013539+2.6872e-05i,-0.0034447+0.0024523i,-0.00070465+0.0026911i,0.0044881-0.00023112i,2.3092e-05-0.0010739i,0.0024298-0.0034139i,-0.0022065-0.0026387i,0.0029599+0.0064877i,0.0024009+0.0029328i,0.00076074-0.011341i,-0.012401+0.028733i,0.0076381+0.024803i,-0.00093281+0.0080076i,0.0032534-0.0041837i,0.0032404-0.0023992i,-0.0022314+0.010534i
-0.0098153-0.0050889i,-0.027046-0.0099041i,-0.016439+0.012155i,-0.012239+0.0046132i,-0.015594+0.011898i,-0.014067+0.0051577i,-0.016392-0.011212i,-0.013534-0.017914i,-0.010846+0.0006244i,-0.00022243-0.0025982i,0.0016231-0.00058109i,0.00034657-0.0011144i,0.00087465+9.448e-05i,1.999e-05-0.00077031i,-0.00063364+0.00030387i,-0.0022402-0.0019222i,0.002246-0.00096684i,0.0014498-2.8637e-05i,0.00010719-0.00011218i,0.0003545-0.00025956i,-0.00054614-0.00059223i,0.00090039+0.0005289i,-0.00049554-0.00064106i,-0.0014669-0.0020529i,-0.001127-0.00035417i,0.0001949+0.00035691i,0.00039125-0.00051253i,0.00014935-0.00042381i,9.727e-05-8.5854e-05i,0.00012931+0.00060811i,1.9816e-05+0.00015839i,-0.00082216-0.00063697i,0.00033058-0.00032304i,0.00018025-6.092e-06i,-0.00064422+0.00012495i,-0.0034211-0.0036559i,-0.00029228-0.00037212i,-0.00030662+0.00026792i,-0.00017524-0.00021956i,-0.0012035+0.0032967i,-0.00050777-0.00023682i,0.00037057+0.00032971i,0.0021832+0.00013712i,6.0583e-05-0.00037961i,-0.012474+0.00060992i,0.014234-0.0086702i,0.005202-0.033506i,-0.010141-0.029824i,0.0081557-0.020418i,-0.0028251-0.033798i,0.025284-0.025385i,0.01091-0.033996i,0.024947-0.0066611i,-0.0049024-0.0048864i,-0.0061862+0.0054652i,0.0054554+0.0017383i,0.0018551+0.014286i,-0.0023448-0.00018634i,0.0046526+0.0006297i,0.0063148-0.0032704i,-0.0021133-0.0011589i,0.0036905+0.0057512i,0.0021647-0.0013111i,-0.00033618-0.0036662i,-0.0033219-0.0010405i,0.0017171-0.0016696i,-0.005334+0.0033869i,0.0050135-0.00093058i,-0.005424+0.0022477i,0.0021713+0.0013848i,0.0020155+0.0042451i,-0.00062711+0.00107i,-0.0034422-0.0044998i,-0.0020218+0.0015846i,-0.0017179+0.0014452i,-0.0012306+0.0043062i,-0.0010918+0.0016324i,-0.00023665+0.0020381i,-0.00043311-0.00029153i,-0.0096132-0.000553i,0.00047955-0.00033482i,-0.0032042+0.0033606i,-0.00020656+0.0025371i,0.0039225-0.002463i,0.00011583-0.0017766i,0.0019923-0.0045046i,-0.0027425-0.0021594i,0.0050244+0.0054484i,0.0033984+0.0028528i,-0.0013742-0.011742i,-0.0052556+0.031709i,0.010658+0.021472i,-0.002741+0.008976i,0.0017685-0.0018106i,0.0022994-0.0025999i,-0.0022648+0.010242i
