-0.023121-0.03923i,-0.010879-0.049388i,-0.016683-0.04558i,-0.030692-0.035859i,-0.029496-0.01708i,-0.050528-0.029161i,-0.058596-0.026749i,-0.044608-0.039394i,-0.02966-0.036735i,0.0069986+0.01343i,-0.005759+0.016055i,-0.005349+0.014773i,0.0096524+0.022232i,0.00013674+0.0047332i,0.0035863+0.0034482i,0.006217+0.018216i,0.026932+0.039731i,-0.0023179-0.00090931i,-0.0043377-0.0060478i,0.0080599+0.0018839i,-2.9699e-05-0.00088452i,-0.00088694+0.0014958i,7.6273e-05-0.00047415i,-0.03078-0.0028193i,-0.0014016-0.0060273i,0.001304+0.0047082i,0.0038629-4.2e-05i,-0.00039304+0.00064453i,0.0004209-0.00061143i,-0.00050418-0.0025228i,-0.0018392-0.0064956i,-0.0046001-0.0042495i,-0.0020275-0.0053489i,0.0021676-0.00083799i,0.0021891-0.003031i,0.0023059+0.026063i,0.0019883-0.0030182i,0.0029513+0.00065264i,0.0059189+0.00094452i,-0.010509-0.0035521i,-0.0031699+0.00068845i,0.0068544+0.0016877i,0.0046236+0.00062552i,-0.0037916+0.0055167i,0.0016154-0.0079951i,-0.011269+0.018433i,0.035925-0.090656i,0.012728-0.070328i,-0.015353-0.059617i,-0.016169-0.0558i,0.040338-0.045845i,0.017598-0.062549i,0.034773-0.055639i,0.031432-0.059575i,0.015803-0.013465i,0.0041796+0.016936i,0.016689-0.026216i,-0.011429+0.0056362i,-0.00082294+0.0051872i,-0.0056904-0.0011235i,-0.0019363-0.028883i,-0.024045+0.031823i,0.0099205-0.011109i,-0.013063-0.0024822i,-0.00027154-0.0050329i,-0.0010954-0.016432i,-0.0077192+0.0047701i,0.005216+0.0062101i,-0.0083945+0.03117i,0.0049357+0.0059114i,-0.0052956-0.00062932i,-0.0030394-0.00031463i,-0.012114-0.0076789i,-0.00068384-0.0043883i,-0.030099+0.0059417i,9.0904e-05-0.010138i,-0.0094102-0.0022271i,-0.0065495-0.0026502i,0.0068971+0.0027982i,-0.0077905+0.001109i,0.00014933+0.00032929i,0.0057265+0.010934i,0.0040555+0.0012165i,-0.0097121-0.010174i,0.0029504+0.008418i,-0.021559+0.0062271i,0.0082569+0.00020468i,-0.02895-0.0040018i,-0.041919+0.0024133i,0.018928-0.096627i,-0.0016574-0.012307i,-0.053148-0.02183i,-0.023235+0.0011194i,0.018004+0.010952i,-0.024707+0.012843i,-0.018684-0.013461i
-0.03235+0.018435i,-0.052399+0.018728i,-0.032267+0.046166i,-0.031169+0.024227i,-0.028935+0.039454i,0.0047175+0.047015i,-0.0032734+0.023864i,-0.017151+0.039071i,-0.013415+0.021927i,-0.0036246-0.0055227i,-0.004155-0.003092i,-0.0016451-0.0035442i,-0.0035928-0.0007832i,-0.0067133-0.0047334i,-0.0019115+0.0042507i,-0.0030966-0.0017648i,-0.011341-0.0041085i,-0.0022926-0.00052334i,0.0028905-0.0014849i,0.0018335-0.00042359i,0.0027828-0.0034951i,0.0024356-0.0038646i,0.0012801-0.0024987i,-0.0091502-0.00847i,-0.0015759+0.00058411i,-0.0040005+0.0011964i,-0.0018558-0.0001706i,-0.003565-0.0011935i,-0.001329-0.0015551i,0.0012229-0.0019159i,-0.0015866+0.0064045i,0.001472+0.00016146i,0.0027332+8.5396e-05i,0.0010039+0.0012928i,-0.0015756+0.0032776i,-0.00067515-0.0065362i,-0.0012661+0.0010729i,0.00047188-1.7344e-05i,-0.00014323+0.0036849i,0.0077418+0.005262i,0.0014112-0.0028692i,0.0014031-0.0037248i,-0.0036678+0.00046794i,0.00090365+0.00276i,-0.031364-0.0077587i,0.012024-0.078465i,-0.093739-0.029411i,-0.052198-0.036422i,-0.075204-0.050189i,-0.058633-0.0063657i,-0.094247+0.018137i,-0.059192+0.011052i,-0.048912-0.025714i,-0.032581-0.056588i,-0.025848-0.029414i,0.0028286+0.0056197i,-0.018339+0.01132i,0.0094146+0.0037593i,0.011257+0.0045015i,0.00053546-0.0068486i,0.0082663+0.0010244i,-0.0082292-0.003397i,0.0029277+0.015157i,-0.00099339+0.0089184i,0.00078349+0.0015318i,0.005697+0.0034127i,0.0018993-0.00071728i,-0.0010287+0.015302i,0.00059131+0.011406i,0.0033274-0.0052048i,0.010449-0.0069314i,0.0023662+0.0027114i,-0.0082404-0.0073951i,-0.0022902-0.0025489i,0.018901-0.026833i,0.0065455+0.0039055i,0.003455+0.0043917i,-0.003289+0.002659i,0.0020437-0.0038656i,0.021735+0.0022955i,0.0023639-0.0029119i,-0.00073652-0.0096119i,0.00080706-0.0024307i,0.012659+0.0033595i,0.0048919+0.00016886i,0.0044044-0.0068036i,0.0031237+0.0086994i,0.0040367-0.00017745i,0.024434+0.0050265i,-0.078307-0.03517i,-0.006086+0.019012i,0.006871-0.0033667i,-0.0016429+0.0030637i,-0.035987+0.012994i,-0.0070279+0.0068186i,-0.017034+0.013238i
-0.027895+0.022401i,-0.048749+0.023765i,-0.021066+0.044509i,-0.02732+0.028322i,-0.02239+0.041025i,0.013437+0.044352i,-0.0001054+0.023501i,-0.0094396+0.040437i,-0.0088278+0.019011i,-0.005317-0.0032292i,-0.004336-0.00057601i,-0.002676-0.0038481i,-0.0043696-0.00039126i,-0.0070359-0.0018903i,-0.00063897+0.0051057i,-0.0054675+0.0004425i,-0.01333+0.0015041i,-0.0018815+0.00061586i,0.0031477-0.0021061i,0.0020133-0.0013211i,0.001566-0.0040156i,0.001651-0.0039738i,0.00085741-0.0025497i,-0.010651-0.0051058i,-0.00091351+0.00082167i,-0.0036317+0.0024754i,-0.001379+0.00051749i,-0.0034565+3.4995e-05i,-0.0018552-0.0013737i,0.00059668-0.0018738i,0.0011728+0.0066918i,0.0011065-0.00013992i,0.0022727-0.0010761i,0.00085622+0.0012031i,-0.0013347+0.0029124i,-0.0010126-0.0059694i,-0.00071858+0.00091904i,-0.00037706-0.00034003i,0.00012764+0.0041975i,0.0078955+0.0010586i,0.00050382-0.0030914i,-0.00061351-0.0040598i,-0.0041973+0.0015262i,0.0015813+0.0025267i,-0.032159-0.0073818i,-0.012193-0.089484i,-0.090344-0.01084i,-0.061484-0.034418i,-0.087264-0.038977i,-0.057914+0.0037558i,-0.084493+0.035776i,-0.055221+0.023269i,-0.041134-0.024837i,-0.039465-0.051593i,-0.033802-0.018395i,0.0041818+0.0023636i,-0.011571+0.019821i,0.0094169-0.00030626i,0.012221-0.0018466i,-0.0049011-0.010851i,0.003865+0.00064929i,-0.0083679+0.0028896i,0.0086844+0.012782i,0.0012676+0.010973i,0.0009249+0.0012415i,0.0072431+0.0034026i,0.0024822+0.00036483i,0.0055457+0.011573i,0.0055917+0.0067503i,-0.0018379-0.0071463i,0.0032609-0.0079585i,0.0034524+0.0030193i,-0.010983-0.00011827i,-0.0026739+1.4669e-05i,0.0067946-0.028135i,0.0076336+0.0027814i,0.0070058+0.002649i,-0.00048047+0.0027135i,-0.00070945-0.0013642i,0.018993-0.0074722i,0.00033773-0.0035165i,-0.005642-0.0077316i,-0.002494-0.0016678i,0.011054-0.0015511i,0.0043321+0.00069535i,0.0016868-0.0047677i,0.0058154+0.007392i,0.0030611-0.00054826i,0.024168-0.0028717i,-0.082828-0.026096i,0.0019852+0.0087333i,0.0057041-0.0055846i,-0.00044034+0.00085976i,-0.029161+0.022909i,-0.0052468+0.0075792i,-0.013078+0.016192i
-0.022429+0.024913i,-0.045947+0.029009i,-0.014411+0.040291i,-0.022951+0.030669i,-0.014907+0.043139i,0.02127+0.039552i,0.0034238+0.023203i,-0.0016692+0.039912i,-0.0080245+0.016812i,-0.0060737-0.00072203i,-0.0031399+0.0012296i,-0.0060795-0.0033536i,-0.0047162+0.0015975i,-0.0072226+0.00021669i,0.0012284+0.0055283i,-0.0061257+0.004073i,-0.011976+0.0077672i,-0.00037846+0.001591i,0.0032213-0.0037743i,0.0018978-0.0025125i,7.3708e-05-0.0044923i,0.0007671-0.0046681i,0.00046629-0.0027257i,-0.011551-0.0022487i,-0.00068922+0.00091244i,-0.0023054+0.0039426i,-0.00096702+0.0003959i,-0.0027873+0.001489i,-0.0022352-0.00082999i,-0.00041228-0.0025959i,0.0038165+0.0054052i,0.00080054-0.00032932i,0.001608-0.0015356i,0.0014977+0.00066684i,-0.00020655+0.0038707i,-0.0011751-0.0059707i,-0.0010368+0.00067233i,-0.00079627-0.00015605i,0.0035309+0.0029148i,0.0063725-0.0015768i,-0.00038517-0.0027588i,-0.0010114-0.0023505i,-0.0044936+0.0028017i,0.0020609+0.0012275i,-0.035152-0.0050962i,-0.041766-0.088803i,-0.080143+0.0026638i,-0.071372-0.026836i,-0.0948-0.023761i,-0.053608+0.012478i,-0.069347+0.047882i,-0.040972+0.033537i,-0.044591-0.02644i,-0.045745-0.047696i,-0.035112-0.0059646i,0.0044218-0.00077435i,-0.0019298+0.021601i,0.0085161-0.0032674i,0.0081736-0.0072939i,-0.014905-0.0090824i,0.0027282+9.1855e-05i,-0.0042131+0.0064363i,0.012222+0.0072506i,0.0045009+0.01175i,1.6732e-05+0.0017766i,0.0078477-0.00071483i,0.0042844-0.00125i,0.0073888+0.0066014i,0.0052694+0.0022445i,-0.0071321-0.0035601i,0.00064618-0.0061265i,0.0055654+0.0018528i,-0.006942+0.0089345i,-0.00077182+0.001574i,-0.0026659-0.025199i,0.0094761-0.00053411i,0.0067432-0.00074598i,0.00027091+0.0020883i,0.00049255+0.00056623i,0.012319-0.012547i,-0.0023491-0.00061899i,-0.0086841-0.0039053i,-0.0032859+0.0016853i,0.0069987-0.0044775i,0.007588-0.0009914i,0.0025312-0.0047188i,0.0094059+0.0041359i,0.0043598-0.0019182i,0.020974-0.010212i,-0.086615-0.01282i,-0.00017147-0.0013596i,0.0056485-0.0079647i,-0.00034166-0.0016725i,-0.019322+0.02662i,-0.0054648+0.0034286i,-0.0084221+0.012919i
-0.016817+0.025223i,-0.041826+0.035386i,-0.010942+0.036948i,-0.018139+0.033966i,-0.0063786+0.042312i,0.0276+0.033239i,0.0077254+0.02236i,0.0053587+0.037413i,-0.0078084+0.017241i,-0.0055315+0.0018476i,-0.002286+0.0013114i,-0.0081217+0.00067183i,-0.0042767+0.0031991i,-0.0072175+0.0028731i,0.0029359+0.0048806i,-0.0044827+0.0078159i,-0.0073477+0.012749i,0.00095467+0.00084392i,0.0016269-0.0049589i,0.00044901-0.0038699i,-0.0015624-0.0042337i,-0.00044197-0.0047661i,-3.2148e-05-0.0032393i,-0.011691+0.0013067i,-0.00023859+0.00054639i,-7.1373e-05+0.0033933i,-0.00097456+0.00026688i,-0.0015425+0.0019516i,-0.0024179+0.00016732i,-0.0019693-0.0019345i,0.005254+0.0032645i,0.00041454-0.00039502i,0.00077787-0.0019617i,0.0014832-2.757e-05i,0.001827+0.0034545i,-0.0021275-0.0074048i,-0.00077748+0.0011935i,-0.0011171+0.00018588i,0.0034182-0.0007887i,0.0046349-0.0027136i,-0.00090069-0.0024443i,-0.00063285-0.0021484i,-0.003654+0.0046793i,-0.00029311-0.00073598i,-0.037966-0.00062949i,-0.067094-0.072586i,-0.069934+0.0081886i,-0.079049-0.015074i,-0.099365-0.0072706i,-0.04767+0.018218i,-0.055334+0.053752i,-0.026432+0.032886i,-0.047869-0.02116i,-0.052046-0.040617i,-0.032538+0.0026286i,0.0026188-0.0034916i,0.0061271+0.019263i,0.0070743-0.0059842i,0.0025461-0.0086366i,-0.020929+0.00032738i,-0.00019618+0.00091145i,-0.00011454+0.0059228i,0.011347+0.00085143i,0.0093701+0.01136i,0.00057703+0.0031064i,0.0047344-0.0023226i,0.0041334-0.0048457i,0.0064251+0.0019588i,0.0027072+0.00062566i,-0.0072377+0.00051025i,-0.0014166-0.004933i,0.0060128-0.00039561i,0.0026936+0.01025i,0.00026657+0.00082423i,-0.007946-0.020056i,0.0082249-0.0038064i,0.0060004-0.0030099i,0.0015363+0.0028853i,0.0014772+0.00036047i,0.0065433-0.012979i,-7.3488e-05+0.0017063i,-0.009666+0.00076153i,-0.0010615+0.003764i,0.0039943-0.0041135i,0.006853-0.0050202i,0.00046555-0.0051584i,0.009236-0.0014566i,0.0030729-0.0049553i,0.016432-0.016348i,-0.083907+0.0017342i,-0.0067907-0.0047644i,0.0035232-0.012724i,-0.0012784-0.0041403i,-0.012562+0.026019i,-0.0090502+0.0034484i,-0.0079673+0.011904i
-0.012912+0.02493i,-0.036718+0.040772i,-0.0097844+0.035591i,-0.011804+0.036222i,0.00064131+0.039591i,0.031873+0.026267i,0.01226+0.020118i,0.011217+0.034008i,-0.0058718+0.018712i,-0.0038473+0.0037224i,-0.0024701+0.0020013i,-0.0072536+0.0044542i,-0.0034649+0.004564i,-0.0055234+0.0056977i,0.0044191+0.003798i,-0.0011692+0.0099669i,-0.0014214+0.014546i,0.0011514+6.5887e-06i,0.00027867-0.0049529i,-0.0015338-0.0037809i,-0.0029834-0.003371i,-0.0018518-0.0043256i,-0.0012835-0.003312i,-0.0095794+0.0041711i,-0.00082164+1.9213e-05i,0.0001727+0.0019287i,-0.001077+0.00037955i,-0.00070304+0.0018826i,-0.0020421+0.0011703i,-0.0020845-0.00042842i,0.0055565+0.00093802i,0.00034238-0.00051649i,-0.00011055-0.0017822i,0.0010557-0.00047629i,0.002443+0.0021055i,-0.0048138-0.0076841i,-0.0005481+0.0015033i,-0.0010603+0.0010454i,0.0010905-0.0017025i,0.0032129-0.0026806i,-0.0013594-0.0021933i,-0.00095376-0.0022117i,-0.0017645+0.0056939i,-0.0027176+0.0014875i,-0.039046+0.0062472i,-0.077226-0.048735i,-0.06399+0.0093303i,-0.083471-0.00069308i,-0.10046+0.011638i,-0.043149+0.021168i,-0.041742+0.056949i,-0.016984+0.029563i,-0.049337-0.016079i,-0.055442-0.033571i,-0.029525+0.010178i,0.00034493-0.0049063i,0.014381+0.013979i,0.0049896-0.0075792i,-0.0025073-0.00721i,-0.020108+0.010006i,-0.00064922+0.0032572i,0.0028192+0.005867i,0.0067085-0.0014708i,0.013965+0.0080637i,0.0019033+0.0034349i,0.0026922-0.0014837i,0.0018481-0.0070559i,0.0033131+0.0012363i,0.000676+0.0016335i,-0.0065191+0.004471i,-0.0029684-0.0025055i,0.0052592-0.0024754i,0.0076783+0.0055732i,0.00052173+0.00056271i,-0.010787-0.017563i,0.0058909-0.0060293i,0.0043669-0.0049696i,0.0045629+0.0022227i,0.0019373-8.1844e-06i,0.0031216-0.011953i,0.0015664+0.0014235i,-0.0073338+0.0060602i,0.0015615+0.003726i,0.0034449-0.0033404i,0.0034697-0.0088597i,0.00020972-0.0043243i,0.0056456-0.0050396i,-0.00043823-0.0060029i,0.0087235-0.021798i,-0.077961+0.011275i,-0.01458-0.0018912i,-0.000974-0.01568i,-0.0026345-0.0065108i,-0.0079112+0.025303i,-0.012108+0.0060611i,-0.0068543+0.012534i
-0.0097725+0.024699i,-0.030843+0.045926i,-0.0084091+0.037217i,-0.0052473+0.036011i,0.0052433+0.035622i,0.034986+0.019445i,0.016504+0.016397i,0.015972+0.030097i,-0.0033641+0.018862i,-0.0022945+0.0039385i,-0.0027462+0.0033353i,-0.0051205+0.0070411i,-0.0021951+0.006063i,-0.0030215+0.0067262i,0.005152+0.0022724i,0.0024099+0.010332i,0.0048209+0.013517i,0.0013233-0.00032071i,-0.0012478-0.0049399i,-0.0028484-0.0028451i,-0.0033642-0.0017893i,-0.0027727-0.0034831i,-0.0021467-0.0025941i,-0.0078897+0.0052605i,-0.0015964+0.00055568i,-0.00019804+0.0017468i,-0.0013512+0.00072859i,-2.1308e-05+0.001444i,-0.0012379+0.0016732i,-0.0016925+0.00033788i,0.0051499-0.00097126i,0.00011994-0.00061725i,-0.00067667-0.0013916i,0.00065413-0.00085496i,0.0025413+0.0014841i,-0.0075543-0.006598i,-0.0003422+0.0014449i,-0.00027015+0.0015572i,-1.3156e-05-0.0015295i,0.0023614-0.0023024i,-0.0018144-0.0014626i,-0.0016366-0.0019339i,0.00043968+0.0056968i,-0.002184+0.0046292i,-0.03822+0.013987i,-0.075484-0.03127i,-0.061502+0.011621i,-0.083204+0.016498i,-0.094784+0.03266i,-0.041603+0.02398i,-0.030138+0.056506i,-0.0095209+0.025252i,-0.04887-0.0095962i,-0.059441-0.026689i,-0.024608+0.015134i,-0.0032199-0.0049204i,0.017452+0.0021685i,0.0030961-0.009471i,-0.0058469-0.0035649i,-0.014175+0.017731i,0.00066953+0.0038197i,0.0063161+0.0036928i,0.0048947-0.00027844i,0.017551+0.001098i,0.0028579+0.0034081i,0.0021973-0.00074734i,-0.0027516-0.0088483i,0.0020573+0.0027839i,0.00085758+0.0036021i,-0.0026241+0.0083385i,-0.0019024-0.00023799i,0.0037363-0.0034924i,0.008759+0.00084283i,0.0012767-0.00018335i,-0.016177-0.016016i,0.0030048-0.0069319i,0.001422-0.0059205i,0.0041649-0.00033881i,0.0019678+0.00028833i,0.0016189-0.010452i,0.0023062+0.0002418i,-0.0027761+0.0086426i,0.0026262+0.0016022i,0.0026372-0.0038602i,-0.0020471-0.009186i,-0.00056802-0.0054855i,0.0022912-0.0055473i,-0.0023847-0.0058314i,-0.0013596-0.022028i,-0.074491+0.018998i,-0.013645+0.0082382i,-0.0058885-0.016445i,-0.0059741-0.0074054i,-0.0051205+0.024715i,-0.011465+0.010954i,-0.0025788+0.012208i
-0.0064802+0.024762i,-0.023676+0.050624i,-0.0045234+0.039959i,2.0324e-05+0.034441i,0.0077267+0.033021i,0.036914+0.01225i,0.019464+0.011796i,0.019643+0.026173i,-0.00076263+0.019442i,-0.0014732+0.0040981i,-0.0016363+0.0055553i,-0.0020043+0.0086731i,-0.00025674+0.0068915i,-0.00082618+0.0066209i,0.0052045+0.00083223i,0.0057624+0.0093152i,0.0094496+0.010329i,0.0013466-0.00059245i,-0.0027503-0.004275i,-0.0035319-0.0012945i,-0.0031112-0.00066125i,-0.003582-0.0026062i,-0.0026225-0.0017603i,-0.0070125+0.0070047i,-0.0015714+0.0014035i,-8.0376e-05+0.0022736i,-0.0011536+0.00147i,-0.00012659+0.00090061i,-0.00061485+0.0016347i,-0.0012403+0.00065111i,0.004122-0.0025538i,0.00010491-0.00029156i,-0.00076326-0.0011279i,0.00030249-0.0010465i,0.0028953+0.00021776i,-0.0098749-0.0045882i,0.00012207+0.001622i,0.00038012+0.0013229i,-0.00081142-0.0013737i,0.0020652-0.0023918i,-0.0019273-0.00071898i,-0.0017995-0.0011545i,0.0019648+0.0044553i,-0.00044357+0.0057535i,-0.034444+0.020362i,-0.074697-0.024004i,-0.0606+0.015916i,-0.076153+0.031268i,-0.082829+0.050105i,-0.039136+0.029916i,-0.020293+0.056129i,-0.005531+0.020163i,-0.047281-0.0044349i,-0.062217-0.017737i,-0.020073+0.018717i,-0.0045236-0.0044847i,0.011105-0.0080337i,-0.00025421-0.011261i,-0.006522-0.00015376i,-0.0062273+0.019918i,0.0011157+0.0032772i,0.0076147-0.00099878i,0.0060089-0.00069953i,0.015636-0.0050771i,0.0051315+0.0028341i,0.0023725+0.00061477i,-0.0074088-0.0041092i,0.0031019+0.0040745i,0.0023607+0.0048397i,0.0023947+0.0082789i,-0.0012265-1.0511e-05i,0.0024868-0.0040401i,0.0083966-0.0045708i,0.00011002-0.00088779i,-0.022088-0.01018i,0.00070186-0.0065979i,-0.00090532-0.004312i,0.0049791+0.00025898i,0.0019893-0.00034045i,0.00091223-0.01134i,0.0021153-0.0011061i,0.001119+0.0070866i,0.0027866+0.0011578i,0.0023171-0.0032046i,-0.0053323-0.0056896i,-0.0038714-0.0057348i,-0.00045914-0.0051229i,-0.0044181-0.0055605i,-0.0085366-0.018345i,-0.069101+0.02765i,-0.0085938+0.007288i,-0.0067065-0.015562i,-0.0081808-0.006472i,-0.00062701+0.023518i,-0.010111+0.012709i,-0.00098467+0.0095348i
-0.0031695+0.024414i,-0.015226+0.054168i,0.0014871+0.042536i,0.0044223+0.033193i,0.010134+0.031727i,0.037347+0.0052157i,0.021268+0.0066975i,0.023054+0.022205i,0.0025677+0.019392i,-0.00053849+0.0045052i,0.0010736+0.0065941i,0.0015425+0.0084195i,0.0018663+0.0069143i,0.0005933+0.0064427i,0.0051083-0.00034087i,0.0085396+0.0069143i,0.011943+0.0059968i,0.001517-0.0017105i,-0.003861-0.0031859i,-0.0032271+0.00037977i,-0.002598+0.00023456i,-0.0041001-0.0010901i,-0.0028425-0.0010025i,-0.0040473+0.0088295i,-0.001109+0.0023869i,0.00086606+0.0024373i,-0.00054866+0.0019719i,-0.00052989+0.00096926i,-0.00013894+0.0016885i,-0.00090007+0.00088934i,0.0025459-0.0035396i,0.0004065-0.00064143i,-0.00125-0.00096944i,-0.00024089-0.0010894i,0.0022515-0.0010768i,-0.011234-0.0013255i,0.00061885+0.0015211i,0.00078425+0.0011209i,-0.0018474-0.00080869i,0.0018935-0.002391i,-0.0015969-0.00029182i,-0.0016831-0.00076446i,0.0026502+0.0031335i,0.0013923+0.0065347i,-0.030244+0.024253i,-0.079654-0.017061i,-0.059628+0.02184i,-0.067902+0.04255i,-0.067147+0.061327i,-0.035049+0.035055i,-0.0104+0.054138i,-0.0030009+0.017132i,-0.045561+0.00024384i,-0.062637-0.0074853i,-0.015496+0.021616i,-0.0060159-0.0032654i,0.0032187-0.0097021i,-0.0045194-0.011378i,-0.0052595+0.0038176i,0.00063979+0.018282i,0.00084652+0.0027541i,0.0058662-0.0056372i,0.0051581-0.0020723i,0.011641-0.010618i,0.0066881+0.00061059i,0.003523+0.00076973i,-0.0078823-0.00041117i,0.0049688+0.0047555i,0.0049535+0.0051151i,0.0067977+0.0058659i,-0.00090418+0.00090551i,0.0019265-0.004156i,0.0050098-0.0082778i,-0.00048873+0.00054893i,-0.024993-0.0016202i,-0.00074277-0.0060439i,-0.0017136-0.0024041i,0.0057439-0.0008271i,0.0018029-0.00074632i,-0.0015312-0.013084i,0.00089025-0.0016594i,0.0038805+0.0060619i,0.0033811+0.00028247i,0.0033176-0.0034692i,-0.0072962-0.0029248i,-0.0071462-0.0024883i,-0.0032444-0.0035299i,-0.0059993-0.0049016i,-0.012919-0.013228i,-0.063002+0.034053i,-0.0083743+0.0058694i,-0.00768-0.018144i,-0.0094558-0.004943i,0.0010187+0.022587i,-0.0097058+0.014558i,-0.00017895+0.0078773i
0.00031629+0.024069i,-0.0054304+0.055887i,0.0095329+0.043053i,0.0086528+0.031899i,0.013842+0.031625i,0.036841-0.0013537i,0.021758+0.0011195i,0.026264+0.01761i,0.0061762+0.01826i,0.00032141+0.0044769i,0.0034217+0.0052292i,0.0038245+0.0063344i,0.0039218+0.0063816i,0.0023733+0.0060635i,0.0047457-0.0015178i,0.0096516+0.0036571i,0.012534+0.0013427i,0.00027777-0.0026119i,-0.004793-0.0014507i,-0.0020502+0.0013083i,-0.0016583+0.00048471i,-0.0036973+0.00011744i,-0.0029553-0.00010357i,-0.00080888+0.0089949i,-9.2487e-05+0.0028116i,0.0017111+0.0019283i,0.00034758+0.0020751i,-0.0003107+0.0015623i,0.0005935+0.0013776i,-0.00048905+0.00093304i,0.00092421-0.0037505i,-3.1838e-05-0.0010458i,-0.001674-0.0002876i,-0.00072196-0.0008679i,0.0013376-0.0018069i,-0.011055+0.0025386i,0.00087981+0.0012663i,0.0012348+0.00081785i,-0.0022894+0.00017501i,0.0014422-0.0028098i,-0.0014708-0.00014001i,-0.0015823-0.00054618i,0.0025667+0.0021147i,0.0036358+0.0065232i,-0.026196+0.028409i,-0.087821-0.0037419i,-0.055415+0.027577i,-0.056875+0.050804i,-0.05178+0.06881i,-0.030056+0.041602i,-0.0010313+0.05003i,0.0021272+0.01371i,-0.043225+0.0052712i,-0.060222+0.0030824i,-0.0112+0.024287i,-0.0077806-0.0020014i,-0.0025417-0.0089753i,-0.0089066-0.0097848i,-0.0013789+0.0052471i,0.0045274+0.014482i,-0.00010418+0.0027627i,0.0029319-0.0089578i,0.0052513-0.0014118i,0.0049428-0.013377i,0.0068322-0.002891i,0.0047284-0.00016015i,-0.0080246+0.0040278i,0.0079746+0.0039688i,0.0080776+0.002785i,0.0088471+0.0016238i,0.00039886+0.0016545i,0.001165-0.0042905i,-0.00097603-0.0088415i,0.00085615+0.0021029i,-0.024571+0.0077694i,-0.0020475-0.0055194i,-0.0013514-0.00048243i,0.005914-0.0043262i,0.0017933-0.00077548i,-0.007007-0.013439i,-6.4554e-05-0.0012332i,0.0061069+0.0034467i,0.0034691-0.00026916i,0.0028296-0.0045616i,-0.0072012+0.0015961i,-0.0073018+0.0021146i,-0.0047672-0.001307i,-0.0079651-0.0038547i,-0.014793-0.0080527i,-0.058104+0.040023i,-0.0091278+0.0085668i,-0.012208-0.022147i,-0.0082332-0.0038655i,0.0042498+0.022231i,-0.0090345+0.018108i,0.001188+0.0056603i
0.0041168+0.022867i,0.0042513+0.055274i,0.017597+0.040319i,0.013076+0.030006i,0.018877+0.030565i,0.0356-0.0075816i,0.020633-0.0041864i,0.028388+0.012357i,0.0092612+0.016331i,0.0010706+0.0046189i,0.004297+0.0037772i,0.0044242+0.0043963i,0.0055969+0.0049293i,0.0038203+0.0049885i,0.0040277-0.002527i,0.009269+0.00074757i,0.011338-0.0022798i,-0.00081101-0.0023151i,-0.0044806+0.00030431i,-0.0009027+0.0014279i,-0.00092963+0.00016829i,-0.0031198+0.00075064i,-0.0024537+0.00068612i,0.0016869+0.0085802i,0.0010823+0.00245i,0.0021832+0.0013333i,0.00112+0.001688i,0.00041985+0.0016887i,0.00090249+0.00069444i,-0.00035937+0.00092981i,-0.00065041-0.0032333i,-0.00069853-0.00094345i,-0.0015781+0.00043467i,-0.0010178-0.00042948i,0.0005121-0.0020562i,-0.0094915+0.0056137i,0.0011312+0.00085026i,0.001381+0.00019525i,-0.0020705+0.0013912i,0.00088539-0.0034237i,-0.0013965+0.00012828i,-0.0016631-0.00067434i,0.0025195+0.0015775i,0.0056728+0.0056363i,-0.021325+0.031893i,-0.089406+0.016749i,-0.052794+0.031614i,-0.046566+0.055506i,-0.034519+0.073282i,-0.021658+0.048i,0.0055685+0.043804i,0.0048563+0.006233i,-0.038908+0.0088173i,-0.054543+0.013299i,-0.0039575+0.025553i,-0.0091238+0.00050948i,-0.0078441-0.0059251i,-0.01201-0.0063745i,0.0016205+0.003569i,0.0060037+0.011569i,-0.0019021+0.0040354i,-0.0012692-0.011412i,0.0066361-0.0033072i,-0.0016097-0.012134i,0.0044048-0.0052198i,0.0052674-0.0024327i,-0.0062001+0.007273i,0.010277+0.00025375i,0.0086475-0.0021999i,0.0080461-0.0033717i,0.0024906+0.0011632i,9.7007e-05-0.0045502i,-0.0045865-0.0051254i,0.0029534+0.0012177i,-0.01994+0.017949i,-0.0034479-0.0045073i,2.8282e-05+0.00063097i,0.0027348-0.0062957i,0.0018543-0.0007733i,-0.012701-0.010007i,0.00010616-0.00027663i,0.0066993-0.00020267i,0.003147-0.0013342i,0.0017753-0.005037i,-0.0045785+0.0050483i,-0.0049801+0.0053885i,-0.0049409+0.0021188i,-0.0099712-0.0020331i,-0.01501-0.0039274i,-0.051293+0.048213i,-0.0031856+0.011986i,-0.019841-0.021737i,-0.0073714-0.0049753i,0.0068067+0.020716i,-0.0055744+0.021634i,0.0018011+0.0021271i
