-0.030238-0.041247i,-0.021089-0.019812i,-0.012468-0.03671i,-0.029982-0.020624i,-0.02251-0.00067149i,-0.014186-0.0066058i,-0.055736-0.061921i,-0.047403-0.018746i,-0.037807-0.014811i,0.010793+0.012482i,-0.007433+0.0050688i,-0.020794+0.019394i,0.0024309+0.011852i,-0.0063738-0.0031466i,0.00012293+0.0013646i,-0.002187+0.031111i,0.028197+0.029296i,0.0026443-0.0019985i,-0.0019677-0.0069999i,0.008219+0.0028095i,0.0027302+0.0012314i,-9.6537e-05+0.00386i,-0.0003143+0.00023868i,-0.037619-0.012896i,9.0584e-05-0.0080242i,0.0014714+0.0022621i,0.0061278+0.0018321i,0.0018477+0.00055777i,0.0013747-0.0004917i,-0.00046214-0.0027309i,0.0016101-0.0026075i,-0.0026054-0.0061912i,-0.00060789-0.0048004i,0.0029039-0.00074703i,0.0046536-0.0028476i,0.0019918+0.031419i,0.0041494-0.0036616i,0.0031801-0.0017887i,0.0083143-0.0012383i,-0.005147-0.0026719i,-0.00019042+0.0010522i,0.0097422-2.4165e-05i,0.0041326-0.0025708i,-0.0016603+0.0091961i,-0.017741-0.0063597i,-0.018778+0.016291i,-0.00062774-0.061989i,-0.004215-0.02665i,-0.025801-0.033i,-0.010426-0.027174i,0.057241-0.018449i,0.018421-0.042237i,0.023217-0.048247i,0.0071833-0.054305i,0.02692-0.020513i,0.0083913+0.0062489i,0.025693-0.033491i,-0.0079621-0.0068233i,0.0041714-0.0046715i,-0.0043902-0.0071947i,-0.0011987-0.033829i,-0.018832+0.029567i,0.008764-0.011853i,-0.009304-0.0039696i,-0.0041936-0.0016671i,0.0012193-0.013207i,-0.011085+0.004273i,0.002114+0.01023i,-0.0062871+0.027396i,0.0045794+0.0027132i,-0.0054234-0.0020797i,-0.0020281-0.0022913i,-0.012374-0.0079874i,-0.00054844-0.0040943i,-0.036558+0.00032223i,0.0014666-0.010586i,-0.0084684-0.00011478i,-0.0066914-0.0023278i,0.0049403+0.00094022i,-0.0082912-0.00059627i,0.0022071+6.7671e-05i,0.0037715+0.007461i,0.0042341+0.00042199i,-0.0081964-0.013241i,0.0024423+0.0093334i,-0.015818+0.0046008i,0.0065538+0.00053509i,-0.02234-0.00031276i,-0.018273+0.0054238i,-0.0070762-0.065343i,0.0089669-0.012796i,-0.048673-0.024165i,-0.021688+0.00060621i,0.017383+0.011891i,-0.023731+0.01418i,-0.019161-0.0060359i
0.02315-0.026571i,0.010741-0.015786i,0.011338-0.019882i,0.0029719-0.011124i,0.0012288-0.019354i,-0.0051736-0.0041982i,0.013945-0.016613i,-0.0069491-0.013976i,-0.010429-0.009523i,0.0048489-0.0014571i,-0.0005652-0.00039533i,-0.0013973+0.00096998i,0.0022888-0.00049572i,0.0001212-0.0010071i,-0.0003365-0.0011645i,0.0021291-0.0037101i,-0.0052221+0.0024506i,-0.00085301-0.00090211i,8.4274e-05-6.9606e-05i,4.7559e-05+0.0018163i,-0.00049091+0.0023461i,-0.00091078+0.00082627i,0.0011751+0.00049499i,-0.0024066+0.0037195i,0.00036548-0.0024476i,-0.00044638+1.696e-05i,-0.00036779+0.00077782i,0.00089085-0.00064415i,0.0012752+0.00011522i,7.929e-05-0.00094586i,0.0019139-0.0015978i,0.0034548-0.00028574i,0.0015358+0.00030488i,0.00030382-0.00091405i,0.0028158-3.0637e-05i,0.0079617-0.0020218i,-0.00011381+0.00046344i,5.7571e-05+0.00039859i,0.00050753-0.0014382i,0.00091252-0.0013691i,0.00075161+0.0020303i,0.0014666+0.0013472i,0.0015321-0.0015499i,0.0027436+0.0026302i,-0.00070943-0.026975i,0.0070224+0.0023403i,0.020351+0.0056039i,0.0047424+0.0068884i,-0.0093464-0.022203i,0.0075367+0.0078318i,0.012063+0.017562i,0.0017441+0.017501i,0.019062+0.0061299i,0.0017293+0.0077423i,0.0002801-0.0086279i,0.0016274-0.0031643i,0.0015153-0.0050928i,0.0089579-1.477e-05i,0.0011943+0.0043074i,-0.0076075+0.012047i,-0.0045686-0.0065515i,0.0043817+0.010102i,-0.0030925-0.00075588i,-2.5495e-05+0.0018066i,-0.00014185+0.001676i,-0.0024545-0.0030911i,0.0054843-0.0030753i,-0.0045595-0.0014515i,0.0049204+7.2712e-05i,-0.0065435+0.0029787i,-0.0016983+0.00011186i,0.0012018-0.00095401i,-0.00527-0.0015541i,-0.0036466-0.00099886i,-0.01378-0.0097146i,0.0037553-0.0030223i,-0.0029593-0.00063874i,-0.0013606+0.0017542i,-0.0034851+0.0027752i,0.0097015+0.0025883i,-0.0045627+0.00083063i,-0.0015589-0.0051397i,-0.0033565-0.00018993i,-0.00228-0.00071476i,0.0035908-0.0040338i,0.0034053+0.00030088i,0.0017303-0.0013822i,-0.0012559+0.0072739i,0.0024111+0.0041231i,0.01902-0.0029126i,-0.024696-0.0028301i,-0.032134+0.020279i,-0.005888+0.012001i,0.00075623+0.0024605i,0.0062676-0.0046541i,-0.012635-0.00066895i
0.017941-0.028962i,0.0077154-0.018108i,0.0074792-0.02126i,0.00077762-0.010748i,-0.0029785-0.019468i,-0.0053028-0.0034099i,0.0092617-0.020056i,-0.0090554-0.011996i,-0.011744-0.0074565i,0.0043334-0.0029112i,-0.00064331-0.00061255i,-0.00067243+0.0014961i,0.0017757-0.0008311i,0.00018559-0.0006036i,-0.00044448-0.0011005i,0.0015929-0.0037641i,-0.0039367+0.003961i,-0.0011813-0.00063477i,-0.00017454-0.00015441i,0.00047807+0.001675i,0.00037616+0.0024218i,-0.00059632+0.0010052i,0.0012915+6.1801e-05i,2.4551e-05+0.0036516i,-0.00037942-0.002218i,-0.00030627+0.00019293i,0.00012897+0.0014014i,0.00057855-0.00073973i,0.001243-0.00016122i,-0.00010667-0.000731i,0.0012028-0.0023396i,0.003438-0.0015102i,0.0017152-0.00022958i,-8.6688e-05-0.00085607i,0.0031789-0.0011286i,0.007083-0.0039423i,-7.5746e-07+0.0005956i,0.00017834+0.00029608i,0.0003042-0.0012154i,0.00044298-0.0021381i,0.0014176+0.0016084i,0.0018445+0.00051759i,0.0010464-0.0015405i,0.0039015+0.0021219i,-0.0050597-0.025389i,0.0073143+0.0023507i,0.021215+0.0026222i,0.0070927+0.0033436i,-0.014191-0.017636i,0.011716+0.0044272i,0.015856+0.013103i,0.0051517+0.012909i,0.017795-0.0014369i,0.0051654+0.0036834i,-0.0025949-0.0083361i,-0.0012901-0.0034781i,-0.00057281-0.0063775i,0.0065939-0.0028007i,0.002194+0.003566i,-0.0017501+0.014337i,-0.0057367-0.0031247i,0.0058219+0.0077992i,-0.0030783+0.00048802i,0.00095017+0.0026886i,0.0011172+0.001649i,-0.0043287-0.0020264i,0.0053109-0.0063479i,-0.0052014-0.00024749i,0.0053355-0.0022087i,-0.0044506+0.0059759i,-0.0013402-0.00049155i,0.00038393-0.0016694i,-0.0045089+0.0015376i,-0.0033261+2.5392e-05i,-0.014825-0.0034797i,0.0017404-0.003647i,-0.0026382+0.00022929i,-0.0016948+0.0012942i,-0.0020953+0.0035777i,0.01116-0.0011235i,-0.003824+0.0030357i,-0.0032418-0.0043315i,-0.0026792+0.0003752i,-0.0023174+0.0004626i,0.00076505-0.004i,0.0034068-0.0012107i,0.0017432-0.0012461i,0.00065068+0.0065926i,0.0019175+0.003439i,0.016468-0.0085115i,-0.023525+0.002526i,-0.029028+0.027495i,-0.0040804+0.009433i,0.0026487+0.0046586i,0.0042514-0.0044387i,-0.013769+0.0019558i
0.013171-0.030361i,0.0038332-0.019994i,0.0034218-0.021914i,-0.0008417-0.0098877i,-0.0071813-0.0187i,-0.0052589-0.0029832i,0.0043062-0.022114i,-0.010554-0.0099972i,-0.012749-0.005258i,0.0031804-0.0040104i,-0.0010767-0.0006765i,0.00022073+0.001761i,0.0012883-0.00079733i,0.00068677-0.00036929i,-0.00065121-0.0010607i,0.0009771-0.0039358i,-0.0022738+0.00471i,-0.0015396-0.00018672i,-0.00042674+5.957e-05i,0.0008122+0.0012853i,0.0012558+0.0017891i,-0.00043381+0.0010567i,0.0012053-0.00043544i,0.0019137+0.0024617i,-0.00062258-0.0018746i,-7.9045e-05+0.00026711i,0.0010404+0.0013122i,0.00024187-0.00076112i,0.0011591-0.00044518i,-0.000303-0.00064556i,0.00031043-0.0027664i,0.002763-0.0028431i,0.0015162-0.00095368i,-0.00037807-0.00061299i,0.0029794-0.0027172i,0.0057954-0.0057633i,0.00032369+0.00064705i,0.00021599+0.00023091i,0.00015556-0.001284i,-0.00040969-0.0024908i,0.0019286+0.00089183i,0.0017648-0.00026697i,0.00070772-0.0015218i,0.0046433+0.00089343i,-0.0086016-0.023559i,0.0092759+0.0021667i,0.022178-0.00057977i,0.0078183-0.0001771i,-0.016414-0.012402i,0.014906-0.00039654i,0.017916+0.008157i,0.0076701+0.0088018i,0.014445-0.0065027i,0.0065137+0.00055533i,-0.0053753-0.0065822i,-0.0040183-0.002067i,-0.0041585-0.0067383i,0.0034371-0.0039819i,0.0022544+0.0025486i,0.0032609+0.013603i,-0.0052166-0.00054344i,0.0062843+0.005297i,-0.0026752+0.0023407i,0.0022409+0.0028145i,0.0017831+0.0010489i,-0.0052468+9.2716e-05i,0.0032512-0.0081973i,-0.0048579+0.0011471i,0.0048576-0.004095i,-0.00027683+0.0067058i,-0.001762-0.00092385i,-0.00055473-0.0014739i,-0.0028243+0.0030475i,-0.002516+0.00080635i,-0.013815+0.0019873i,0.00066832-0.0039548i,-0.0019886+0.00080948i,-0.0015861+0.0019445i,-0.00024328+0.00357i,0.010642-0.0055134i,-0.0019725+0.0044167i,-0.0045634-0.0029233i,-0.0022808+0.00050386i,-0.0017188+0.0012318i,8.3466e-05-0.0027839i,0.0025188-0.0022695i,0.002267-0.0014168i,0.00096228+0.0049676i,0.0015991+0.0032874i,0.014368-0.011959i,-0.020733+0.0061207i,-0.022912+0.033551i,-0.0041235+0.0073596i,0.0054447+0.0047233i,0.0024545-0.0031419i,-0.013015+0.0045881i
0.0085927-0.031538i,-0.00040507-0.020499i,-0.00039991-0.022121i,-0.0016877-0.0094277i,-0.010986-0.01655i,-0.0054484-0.0027505i,-0.0011547-0.022589i,-0.011482-0.0079953i,-0.012949-0.0026867i,0.0017976-0.0045752i,-0.0016514-0.00010183i,0.0011031+0.0012075i,0.0011777-0.00060535i,0.0010041-0.00088318i,-0.00090137-0.00083075i,0.00016032-0.003838i,-0.00084096+0.004666i,-0.0016284+0.00061557i,-0.00038138+0.0005081i,0.00092845+0.00079288i,0.0014502+0.00088667i,-0.00038605+0.0011734i,0.00086149-0.00081333i,0.0030183+0.00017475i,-0.00080756-0.0017822i,1.2638e-05+0.00019805i,0.0014534+0.00079007i,5.162e-05-0.00066727i,0.0010377-0.00077415i,-0.00067448-0.00041395i,-0.00077743-0.0029347i,0.0015003-0.0036116i,0.0010718-0.0014852i,-0.00046626-0.00045337i,0.0017007-0.0043227i,0.0040976-0.0072253i,0.00074913+0.00038614i,0.00028496+0.00026348i,-0.00013843-0.001235i,-0.0013745-0.0025617i,0.0020234+0.00010342i,0.0014841-0.00070848i,0.00025872-0.0015243i,0.0048197-0.00016099i,-0.011588-0.021516i,0.011787-0.00022674i,0.022942-0.0042085i,0.0078103-0.0030133i,-0.015816-0.0069704i,0.016033-0.0070371i,0.01877+0.0034186i,0.0090309+0.0038305i,0.011391-0.0095603i,0.0079774-0.0025528i,-0.0065897-0.0038881i,-0.0056599+0.0005856i,-0.0081621-0.005605i,0.00095515-0.0039099i,0.0020651+0.002255i,0.0070217+0.011707i,-0.004143+0.0013107i,0.0053793+0.0026059i,-0.00047771+0.0040068i,0.0036179+0.0022493i,0.0025572+0.00051993i,-0.0049794+0.002488i,0.00080023-0.0094584i,-0.0042406+0.0021498i,0.0035884-0.0061536i,0.0025504+0.0046417i,-0.0027348-0.00088319i,-0.00091024-0.0011195i,-0.0010956+0.0041368i,-0.0016959+0.001031i,-0.010752+0.0066484i,-0.00076388-0.0044742i,-0.0011447+0.00092414i,-0.0011452+0.0018531i,0.00096058+0.0025978i,0.0084525-0.0098475i,0.00064955+0.0046646i,-0.0046615-0.0010435i,-0.0022789+0.00072637i,-0.0011807+0.0015728i,-5.8666e-05-0.0022433i,0.0015416-0.0023317i,0.0026491-0.0021601i,0.00065498+0.0047085i,0.0017552+0.0035562i,0.011479-0.015316i,-0.018671+0.0070415i,-0.014526+0.036399i,-0.004361+0.0071298i,0.0071684+0.0038644i,0.0022133-0.0014632i,-0.011337+0.006243i
0.0035918-0.032113i,-0.0044317-0.019699i,-0.0044036-0.021612i,-0.0028955-0.0095457i,-0.013556-0.013921i,-0.005871-0.0025845i,-0.0058984-0.021213i,-0.012054-0.0062259i,-0.012257-0.00043165i,0.00018785-0.0044695i,-0.0016142+0.00081344i,0.0014152+0.00046892i,0.001322-0.00061733i,0.0004313-0.0010665i,-0.00097618-0.00046822i,-0.00072577-0.0033778i,0.00036954+0.0046447i,-0.001118+0.0013354i,-9.168e-05+0.00066755i,0.00068259+0.0004225i,0.0013197+0.00011607i,-3.9153e-05+0.0012248i,0.00050043-0.00097754i,0.0022363-0.0019489i,-0.0013843-0.0016869i,3.0094e-05+0.00014922i,0.0016334+0.00033328i,-2.3713e-05-0.00054467i,0.00067967-0.0010853i,-0.00080191+0.00010786i,-0.0019777-0.0025333i,0.00028867-0.0038968i,0.00029983-0.0017857i,-0.00058058-0.00025737i,-0.00052989-0.0047059i,0.0021356-0.0082102i,0.00077654-5.4269e-05i,0.00045149+7.3612e-05i,-0.00029647-0.0010096i,-0.002514-0.0021537i,0.0018272-0.00067122i,0.0011851-0.0010432i,-0.00013282-0.0013562i,0.0048469-0.0011184i,-0.013916-0.019584i,0.012912-0.0041341i,0.023093-0.0085753i,0.0078823-0.0066958i,-0.012819-0.002699i,0.014337-0.014232i,0.018751-0.0008115i,0.0083195-0.00080651i,0.0077073-0.011052i,0.0086946-0.0063736i,-0.0067722-0.0023203i,-0.00563+0.0038411i,-0.012198-0.0019965i,-0.00095303-0.0031246i,0.0021174+0.0022913i,0.010236+0.0090012i,-0.0027716+0.0022891i,0.0032839+0.0016016i,0.0023096+0.002979i,0.0051076+0.00097242i,0.0031106-0.00063541i,-0.0034759+0.00485i,-0.0025721-0.010599i,-0.003823+0.0034226i,0.0015384-0.0077123i,0.0029845+0.002855i,-0.0035973-8.5924e-06i,-0.0011934-0.00089716i,0.0019436+0.0042323i,-0.0012496+0.00059256i,-0.0060818+0.0092162i,-0.0032531-0.004257i,-0.00056513+0.00054106i,-0.00074105+0.0015768i,0.0011581+0.0014094i,0.0046475-0.013198i,0.002939+0.0032932i,-0.003811+9.4979e-05i,-0.0020761+0.0010337i,-0.00064751+0.0022608i,-0.00054354-0.0016044i,0.00076064-0.002289i,0.0023682-0.0031906i,0.00058756+0.0048069i,0.0022632+0.0035859i,0.0075032-0.0176i,-0.019588+0.007246i,-0.0073413+0.03531i,-0.0035652+0.0066199i,0.0084428+0.0023755i,0.0028811-0.00066503i,-0.009385+0.0069887i
-0.000942-0.031671i,-0.0077212-0.018191i,-0.0081672-0.020223i,-0.0044016-0.0091229i,-0.015839-0.011508i,-0.0064757-0.0023248i,-0.0092047-0.019374i,-0.012565-0.0046621i,-0.011023+0.0010893i,-0.00091131-0.0036758i,-0.00099894+0.0015339i,0.0013883-7.0349e-06i,0.0013619-0.00080617i,0.00027257-0.00068603i,-0.00090736-0.00026566i,-0.0012828-0.002613i,0.0017911+0.0042794i,-0.00043361+0.0015292i,0.00014253+0.00075343i,0.00051393+0.00041233i,0.00095266-0.00043184i,0.00017016+0.001067i,8.2017e-05-0.0011238i,0.00072773-0.0031992i,-0.0020628-0.0011738i,-1.9883e-05+0.00023201i,0.0018186-0.00025414i,-0.00015255-0.00054241i,0.00022733-0.0011517i,-0.00064331+0.00052358i,-0.0028715-0.0016132i,-0.0011892-0.0038489i,-0.00044198-0.0015505i,-0.00049595-2.2398e-05i,-0.0021617-0.0038994i,-0.00010325-0.0087148i,0.00066926-0.00011719i,0.00041501-8.8134e-05i,-0.00039097-0.00085419i,-0.0034984-0.001161i,0.0013211-0.0011892i,0.00086061-0.0012494i,-0.00044806-0.00093932i,0.0046454-0.0023362i,-0.016236-0.017871i,0.012269-0.0084416i,0.02209-0.01321i,0.0056133-0.010809i,-0.0081032-0.0020238i,0.0091062-0.019948i,0.018376-0.0044983i,0.0070466-0.0037461i,0.0050596-0.010271i,0.0078557-0.010522i,-0.007218-0.00058797i,-0.0035693+0.0066022i,-0.014033+0.0035932i,-0.0024703-0.0020909i,0.0025163+0.002341i,0.011504+0.0050992i,-0.0013346+0.002308i,0.0018019+0.0015947i,0.0026035+0.00087174i,0.0055218-0.0014076i,0.0028818-0.0025184i,-0.00028592+0.00616i,-0.0072835-0.0086215i,-0.0024006+0.0054129i,-0.0019796-0.0081468i,0.0040347+0.001948i,-0.0039661+0.001486i,-0.001345-0.00053432i,0.0048587+0.0010505i,-0.0010723+0.00024082i,-0.00078776+0.0086147i,-0.0053657-0.0022326i,-0.0004776-5.2372e-05i,-0.00088694+0.0014262i,0.001201+0.00058697i,-0.00083533-0.014856i,0.004218+0.00081219i,-0.0033951+0.00052594i,-0.0020069+0.0013939i,0.00095585+0.0024431i,-0.0002765-0.00060599i,7.2267e-05-0.0019307i,0.0014788-0.0041883i,0.00070223+0.0050123i,0.0025647+0.0032983i,0.0033632-0.017818i,-0.021077+0.010239i,-0.0021644+0.033476i,-0.0033043+0.0052479i,0.009215+0.00032405i,0.0034261-0.00079976i,-0.007663+0.0065404i
-0.005189-0.030993i,-0.010232-0.016244i,-0.011303-0.01832i,-0.005628-0.0083847i,-0.017774-0.0082946i,-0.0071754-0.0017845i,-0.011995-0.017835i,-0.013029-0.0029369i,-0.0098723+0.001611i,-0.0013319-0.0027181i,-0.00020656+0.001873i,0.0012497-0.00028902i,0.001339-0.00097482i,0.00054254-0.00056064i,-0.00086371-0.00010775i,-0.001503-0.0018445i,0.0029145+0.0034499i,0.00014266+0.0014691i,0.00044495+0.00076415i,0.00055028+0.00052027i,0.00038808-0.00070089i,0.00021813+0.0010503i,-0.00037532-0.00094523i,-0.0007101-0.0033897i,-0.0022204-0.00033216i,0.00012275+0.00033567i,0.0015214-0.00098348i,-0.00024067-0.00042808i,-0.00010548-0.0010573i,-0.00031913+0.0008309i,-0.0032704-0.00049721i,-0.0025087-0.0029808i,-0.00083812-0.0011206i,-0.00035083+8.5258e-05i,-0.0032003-0.002972i,-0.0023938-0.0083211i,0.00082571-0.00026786i,0.00036977-0.00010933i,-0.00064029-0.0007378i,-0.0039932+0.00024842i,0.00080013-0.0015245i,0.00040196-0.0013381i,-0.00050909-0.00043552i,0.0039523-0.0033184i,-0.018859-0.01562i,0.010091-0.011888i,0.019837-0.01751i,0.0017684-0.013166i,-0.0055459-0.0046885i,0.0028903-0.022571i,0.018149-0.0084898i,0.0061815-0.0066255i,0.0049007-0.0095217i,0.0063848-0.013725i,-0.0076144+0.00090381i,-0.00058014+0.0076233i,-0.012718+0.010313i,-0.0035293-0.00081662i,0.0030295+0.0021358i,0.011369+0.0021662i,-0.00047263+0.0018206i,0.00041457+0.002494i,0.0023611+7.6374e-05i,0.0042011-0.0036831i,0.0011265-0.0037612i,0.0028015+0.0051817i,-0.0094322-0.0039307i,0.00075561+0.0059097i,-0.0048705-0.0064464i,0.0044854-0.00010321i,-0.0035303+0.0033412i,-0.0013568-0.00031533i,0.0043721-0.0028135i,-0.0013228+0.00020896i,0.0021034+0.0054801i,-0.0055318+0.00010805i,-0.00089705-0.00060536i,-0.00096249+0.001737i,0.00080104-0.00025099i,-0.0070108-0.013447i,0.0036517-0.0018946i,-0.0032778+0.00097862i,-0.0017369+0.0021834i,0.0022992+0.0016741i,0.00039395-0.00098527i,-6.6472e-05-0.0010271i,0.00023104-0.004734i,0.00067383+0.005752i,0.0030476+0.0030077i,0.0012491-0.017181i,-0.021077+0.014364i,0.0021325+0.031382i,-0.0039909+0.003545i,0.0084902-0.0023391i,0.0033605-0.00079775i,-0.0070215+0.0053884i
-0.0096626-0.02987i,-0.012027-0.014286i,-0.014049-0.015976i,-0.0066462-0.0079119i,-0.018749-0.0048077i,-0.0079563-0.00098011i,-0.01489-0.016007i,-0.013048-0.0010352i,-0.0091218+0.0017769i,-0.0014484-0.0020594i,0.00066734+0.001911i,0.0011581-0.00056666i,0.0013279-0.0012051i,0.00068618-0.00075318i,-0.00079578+5.6125e-05i,-0.0013374-0.0011912i,0.0037102+0.0024773i,0.00068891+0.0012531i,0.00076523+0.00045565i,0.00077916+0.00050658i,-0.00039196-0.00047977i,0.0005654+0.0010402i,-0.00062556-0.00062635i,-0.0018888-0.0029297i,-0.0021032+0.00041626i,0.00023763+0.00027685i,0.0007649-0.00132i,-0.00028469-0.00035244i,-0.00040816-0.00082511i,1.2697e-05+0.0009242i,-0.0033627+0.00071058i,-0.0031152-0.0016832i,-0.00089904-0.00069791i,-0.00022813+5.4179e-05i,-0.0041078-0.0016565i,-0.0042131-0.0069452i,0.00069759-0.00059183i,0.00032563-0.00012684i,-0.00080145-0.0002937i,-0.0038625+0.0016757i,7.4608e-05-0.0015443i,-0.0001128-0.0014641i,-0.00035171-7.4346e-05i,0.0031155-0.003644i,-0.021011-0.012624i,0.0068187-0.014129i,0.016605-0.020865i,-0.0023485-0.013623i,-0.0056205-0.0069098i,-0.0035793-0.023334i,0.01725-0.013227i,0.0045092-0.0096892i,0.0053898-0.010149i,0.0040435-0.017285i,-0.0081442+0.0025873i,0.0023048+0.007026i,-0.0080095+0.015216i,-0.0039466+0.00055582i,0.0033108+0.0018164i,0.011001-0.00037003i,-0.00012365+0.0014579i,0.00036152+0.0039591i,0.0025618-0.00068729i,0.0022155-0.004333i,-0.00045663-0.0037027i,0.0045809+0.0032376i,-0.0090373+0.00021582i,0.0034106+0.0044709i,-0.006784-0.0041249i,0.0034505-0.0018343i,-0.0017802+0.0047303i,-0.0016956-0.00013408i,0.0017482-0.0052942i,-0.0015732+0.00047564i,0.0025081+0.0023596i,-0.0049617+0.0021851i,-0.0017383-0.00068981i,-0.0007825+0.0017221i,-0.0001067-0.0005398i,-0.011008-0.0095985i,0.0018625-0.0034519i,-0.002876+0.001416i,-0.0007949+0.0026375i,0.0029712+0.00023617i,-4.3681e-05-0.0011293i,0.00059474-0.00059267i,-0.00088984-0.0045918i,0.0020718+0.0069626i,0.0032332+0.0026269i,-0.0013536-0.017222i,-0.019847+0.019101i,0.0058206+0.028781i,-0.0059806+0.0026233i,0.0058633-0.0037151i,0.0037312-0.0011457i,-0.0077509+0.0046443i
-0.01395-0.027668i,-0.01357-0.012742i,-0.016184-0.013095i,-0.0078825-0.0073201i,-0.019203-0.0016149i,-0.0085175+0.00024219i,-0.017302-0.013715i,-0.012646+0.00066913i,-0.0089757+0.0017857i,-0.0014266-0.001545i,0.0015512+0.0014947i,0.0011218-0.0006092i,0.0011814-0.0013872i,0.00071756-0.00085874i,-0.00073955+0.00016698i,-0.001037-0.0010886i,0.0044716+0.0012813i,0.0010065+0.00086123i,0.00078593-1.0363e-05i,0.0010355+0.00045338i,-0.00059499+3.4569e-05i,0.0010169+0.00071554i,-0.0006448-0.00035641i,-0.0025251-0.0024796i,-0.0018279+0.00097252i,0.00036464+0.00021791i,0.00020191-0.0011301i,-0.0003972-0.00011725i,-0.00062614-0.00054351i,0.00046843+0.00095824i,-0.0029354+0.0020316i,-0.0032513-0.00060131i,-0.0009761-0.00039369i,-0.00023343+0.00013285i,-0.0043497+4.047e-05i,-0.0052947-0.0052265i,0.00038872-0.00073669i,0.00029735-0.00013925i,-0.00052462-9.0483e-05i,-0.0031181+0.0030405i,-0.00033857-0.0012595i,-0.00047623-0.0013036i,1.8086e-05+6.4139e-05i,0.0026165-0.0038873i,-0.022196-0.009289i,0.0039246-0.014343i,0.013154-0.02323i,-0.0060191-0.012818i,-0.0071162-0.0080266i,-0.010207-0.021298i,0.01479-0.018078i,0.0026004-0.012153i,0.0052813-0.011377i,-8.0277e-05-0.019628i,-0.008283+0.0051503i,0.0042454+0.0052928i,-0.0020952+0.017373i,-0.0041409+0.0020692i,0.0037056+0.0017194i,0.0099335-0.0027621i,-5.15e-05+0.0010447i,0.0017459+0.0054627i,0.0020886-0.0016139i,0.00098986-0.00393i,-0.0019401-0.0030966i,0.0052625+0.0011609i,-0.0068755+0.0031418i,0.0051003+0.0021955i,-0.0074954-0.0010762i,0.0020646-0.0023013i,0.00057017+0.0048255i,-0.0017578+0.00049891i,-0.0012318-0.0060414i,-0.0015358+0.00048632i,0.0011755+0.00060156i,-0.0037565+0.0037179i,-0.0024967+5.2675e-05i,-0.0008817+0.0019473i,-0.00052483-0.00017711i,-0.013117-0.0051517i,-0.00024381-0.0040224i,-0.0025907+0.0017235i,0.00012498+0.00255i,0.0029221-0.0013406i,-3.5584e-05-0.00097202i,0.0012122-0.00096384i,-0.0021121-0.0048438i,0.0039421+0.0067931i,0.0034403+0.0023579i,-0.0032014-0.016472i,-0.016496+0.024822i,0.0086646+0.026204i,-0.0082531+0.0033507i,0.0032039-0.0028477i,0.0034685-0.0020349i,-0.0087487+0.0047376i
-0.017319-0.024932i,-0.015634-0.011448i,-0.017504-0.010467i,-0.0090031-0.0062662i,-0.0191+0.0021112i,-0.008559+0.0016812i,-0.019397-0.011048i,-0.012122+0.0020713i,-0.0094477+0.0021517i,-0.0011159-0.0013416i,0.0020842+0.00070032i,0.0011956-0.00091765i,0.0010945-0.0015217i,0.00097872-0.0014122i,-0.00066638+0.00029874i,-0.0010047-0.0011929i,0.0047019-0.00043062i,0.001039+0.00044955i,0.00063614-0.00036924i,0.0014728+0.00016761i,-0.00053147+0.00045616i,0.0010643+0.00021582i,-0.00064896-0.00019947i,-0.002978-0.0021747i,-0.0014076+0.0013355i,0.00046978+9.2127e-05i,-0.00011942-0.00096078i,-0.0003862+0.00015357i,-0.00069164-0.0001957i,0.00095116+0.00070598i,-0.0019968+0.0030361i,-0.0032185+0.00052463i,-0.00086043-0.00016981i,-7.7908e-05+0.00020844i,-0.0038246+0.0013707i,-0.0057753-0.0035534i,0.00025264-0.00070297i,0.00038747-9.792e-05i,-0.00042909-0.00019826i,-0.0017375+0.0038509i,-0.00055493-0.0009742i,-0.0007824-0.0011189i,0.00028709-0.00017615i,0.0022388-0.0043781i,-0.022787-0.0059786i,0.0024562-0.014018i,0.0097034-0.024944i,-0.0090727-0.010412i,-0.0078895-0.0076615i,-0.015309-0.016322i,0.010967-0.022319i,0.00058394-0.014743i,0.0052352-0.013158i,-0.0044797-0.019731i,-0.00696+0.0084107i,0.0051424+0.0032796i,0.0034492+0.01656i,-0.003628+0.0035584i,0.0047104+0.0013566i,0.008281-0.0047523i,-0.00010086+0.00080621i,0.0043454+0.0054245i,0.0012945-0.0016304i,0.00027544-0.0038279i,-0.0028935-0.0021038i,0.0052387-0.0007841i,-0.0049516+0.0044546i,0.0054482-0.00070506i,-0.0069687+0.0017957i,0.0016478-0.0020464i,0.0022966+0.0038467i,-0.0014438+0.00085304i,-0.0043092-0.0052475i,-0.0016899+0.00073763i,0.00027875+0.00093628i,-0.0020029+0.0045687i,-0.0023884+0.0010711i,-0.00063077+0.0029213i,-0.00036404+9.4776e-06i,-0.013726-0.00065247i,-0.0023004-0.0034382i,-0.0025081+0.002374i,0.00064678+0.0023614i,0.0022818-0.0031265i,-1.8146e-05-0.0015154i,0.0014275-0.0016429i,-0.0037549-0.0041001i,0.0057299+0.0056488i,0.0038629+0.0020852i,-0.0047299-0.015652i,-0.0097309+0.028333i,0.011703+0.023154i,-0.0097938+0.0050364i,0.0020182-0.00096406i,0.0026095-0.00208i,-0.0095939+0.0055442i
