0.0012342-0.042122i,-0.0021701-0.046067i,-0.0070516-0.047632i,-0.030335-0.023296i,-0.022598+0.010489i,-0.036461-0.033243i,-0.062785-0.058399i,-0.019408-0.070408i,-0.022792-0.044129i,-0.0020278+0.015447i,-0.010011+0.013154i,-0.014461+0.013345i,0.003775+0.014067i,-0.0026511-0.0018841i,0.0022275+0.0056624i,-0.00058717+0.033587i,0.020106+0.057995i,0.00088199-0.00035315i,-0.0028826-0.0090626i,0.0076461+0.0041254i,0.001838+0.0015439i,-0.00024349+0.0029728i,-0.00017145-0.00061657i,-0.036844-0.0097393i,-0.0024678-0.0074593i,-0.00060189+0.0048486i,0.0049426-0.00033515i,-7.7454e-05+0.00048243i,0.00070772-0.0008318i,0.00064048-0.0021641i,-0.0017066-0.0058993i,-0.002972-0.0060574i,-0.00080094-0.0071255i,0.0031828-0.00090894i,0.0035197-0.0013558i,-0.0018745+0.038527i,0.00657-0.00341i,0.003791-0.00094805i,0.0054375+0.00033999i,-0.012385-0.0066909i,-0.00075662+0.00069551i,0.0090354-8.8716e-05i,0.003651+0.0014622i,-0.0053995+0.0013778i,0.0013557+0.010419i,-0.0055751+0.017617i,0.026209-0.081471i,-0.00013908-0.05495i,-0.023019-0.043622i,-0.019609-0.037607i,0.063258-0.016466i,0.029898-0.057457i,0.039031-0.045027i,0.033769-0.052717i,0.019904-0.015196i,0.0077374+0.011878i,0.024204-0.034545i,-0.0084809-0.0055172i,0.0031639-0.0014887i,-0.0023215-0.0049008i,0.0055427-0.032235i,-0.025481+0.03186i,0.0086205-0.010171i,-0.012531-0.0026618i,-0.0045794-0.001541i,0.00023295-0.014903i,-0.010119+0.0050517i,0.0035026+0.0064661i,-0.014223+0.03063i,0.0054432+0.0066301i,-0.0056498-0.0018512i,-0.00095863-0.0020938i,-0.012022-0.0079949i,0.0002088-0.0036794i,-0.03616+0.0067055i,0.0018915-0.012384i,-0.0094489-0.0026031i,-0.0071604-0.0030757i,0.006578+0.0019692i,-0.0093106+0.0022781i,-5.2695e-05+0.0019804i,0.0057929+0.0097415i,0.0048319+0.00059069i,-0.0094847-0.010559i,0.0016077+0.0082154i,-0.020117+0.0054913i,0.0069816+0.0036039i,-0.028307-0.0090986i,-0.036222-0.0023068i,0.027699-0.077537i,0.013947-0.0091169i,-0.042683-0.028187i,-0.024809-0.0061408i,0.01737+0.012189i,-0.026957+0.011162i,-0.012427-0.0097524i
0.017705+0.0092053i,0.050891+0.0040972i,0.021508-0.034449i,-0.005049-0.0085435i,-0.01067-0.01787i,-0.017719-0.023255i,0.014516-0.013203i,0.037245-0.013i,0.010891-0.013865i,0.0081517-0.0016006i,0.0026945-0.0033087i,-0.0020058-0.0010587i,0.0014238-0.0020265i,0.00021479-0.0014503i,-0.0010906-0.0013399i,0.0031138-0.0052546i,-0.004685+0.00069145i,-0.00031245-0.00055697i,0.0012151-0.00029562i,0.0010318+0.0016538i,0.00057927+0.001665i,-0.00033491+0.00087168i,0.0019258+0.0012308i,-0.00088172+0.0054028i,-0.0003335+0.00039532i,-0.00045972+0.00094512i,-0.00099163+1.9156e-05i,0.00029617-0.00049799i,-0.00010008+0.00014208i,0.00011453-0.00033689i,0.00020315-0.0012708i,0.0021999+0.00073803i,0.0010863-0.00015692i,0.00032797+3.1027e-05i,0.00097468+0.0010579i,0.0055108-0.0051086i,-0.00039154+0.00054814i,0.00041988+0.00053273i,-0.00059028-0.00039362i,0.0004242-0.00080781i,0.001044+0.00098759i,0.0017213+0.0010658i,0.0019925-0.0044846i,0.0037077+0.0013858i,0.0031576+0.017117i,0.0097701+0.03741i,0.037122+0.026657i,0.029163+0.0009288i,-0.0024294-0.016502i,0.017063-0.00074871i,0.022403+0.014812i,0.013741+0.020647i,0.020462+0.023522i,-0.011095+0.033035i,0.0032081-0.0038236i,0.0016146-0.0047467i,0.0047782-0.0057691i,0.0093982-0.0018787i,0.0015453+0.0041327i,-0.010571+0.010384i,-0.0046786-0.0086042i,0.003237+0.015031i,-0.0034378-0.0012653i,0.00077386+0.0024293i,-0.0013483+0.0010375i,0.0020758-0.0036717i,0.0070208-0.0023225i,-0.0035917-0.000938i,0.004409-0.0016536i,-0.0067742+0.00036339i,-0.0020008+0.00090261i,0.00045962+0.00012568i,-0.0055998-0.0026127i,-0.0036831-0.0022083i,-0.015109-0.009509i,0.0034326-0.0030917i,-0.0041231+0.0020015i,-0.0014617+0.0019074i,-0.0053125+0.0034651i,0.0055822+0.0019388i,-0.0096004-0.0017618i,-0.0023557-0.0046421i,-0.0028735-0.00052915i,-0.0056772-0.0011485i,0.0052157-0.0038572i,0.0039409+0.0013953i,0.002419-0.0024326i,0.0024439+0.0087362i,0.0054536+0.0016962i,0.025554+0.018907i,-0.02294-0.0029949i,-0.027195+0.017654i,-0.0048903+0.016545i,0.0013925+0.0011586i,0.0064061-0.0085961i,-0.0097401+0.0031555i
0.017403+0.0064513i,0.050441-0.0045165i,0.014719-0.037012i,-0.0064851-0.0069541i,-0.014955-0.015935i,-0.020782-0.019683i,0.010315-0.016472i,0.033784-0.018113i,0.0075392-0.014575i,0.0073282-0.0037516i,0.0012569-0.0044159i,-0.0021389-0.00030442i,0.0004214-0.0019871i,1.7783e-05-0.0012442i,-0.0011126-0.0010004i,0.0023147-0.0057171i,-0.0037606+0.0019563i,-0.00090631-0.00035605i,0.00058768-0.00075565i,0.0016101+0.0011024i,0.0011815+0.0016395i,-0.00011667+0.00098449i,0.0022267+0.00057159i,0.0018833+0.0048371i,0.00037252+0.00048079i,0.00012206+0.00074345i,-0.00078379+0.00066488i,0.00026561-0.00029116i,-3.855e-05+0.00036349i,0.00029598-2.8036e-05i,-0.00036476-0.0015047i,0.0026121-0.00027862i,0.0010525-0.00048595i,0.00028229+3.3155e-05i,0.0017673+0.00067814i,0.0037917-0.0060894i,-4.0764e-05+0.00090731i,0.00059837+0.00028801i,-0.00015014+0.00018837i,-0.00029678-0.0016071i,0.0011538+0.00066024i,0.0018934+0.00038912i,0.00087402-0.0039342i,0.0049474+0.00071562i,0.0068819+0.016415i,0.015457+0.034794i,0.039582+0.019841i,0.02885-0.0054407i,-0.0061956-0.012705i,0.018981-0.0051395i,0.026267+0.0087241i,0.018526+0.014098i,0.023006+0.01373i,-0.0028189+0.030573i,0.0016938-0.0043242i,-0.0023056-0.004092i,0.0023204-0.0078897i,0.006754-0.0044409i,0.0022762+0.0033571i,-0.0049907+0.013843i,-0.0061881-0.0044201i,0.0059174+0.01288i,-0.0036747-5.5835e-05i,0.0023408+0.0029792i,-0.00023587+0.0015232i,-0.00014406-0.0038452i,0.0068106-0.0062739i,-0.0042738-1.2307e-05i,0.0044392-0.0040419i,-0.0058161+0.0035326i,-0.0019904+0.00042406i,5.6987e-05-0.00072265i,-0.0052695+0.00090066i,-0.0038832-0.0010872i,-0.01587-0.00277i,0.0014183-0.0040435i,-0.0027506+0.0029945i,-0.0016486+0.0012091i,-0.0035474+0.0048053i,0.0070797-0.00039675i,-0.0091588+0.0021972i,-0.0036851-0.0035695i,-0.0023995-0.00017228i,-0.005498+0.0010306i,0.0025247-0.0045482i,0.004463-0.00034666i,0.001998-0.0025916i,0.0045671+0.0071704i,0.0043089+0.001059i,0.025368+0.011653i,-0.022629+0.0019595i,-0.024434+0.024467i,-0.0015084+0.013249i,0.0030838+0.0038412i,0.0035727-0.0080622i,-0.011341+0.0050114i
0.0176+0.0038886i,0.0482-0.013194i,0.0076596-0.037797i,-0.0070643-0.0054572i,-0.01894-0.012899i,-0.023326-0.015805i,0.005843-0.018465i,0.030415-0.022549i,0.0044858-0.014481i,0.005816-0.0052382i,-0.00079313-0.0046151i,-0.0020576+0.00056345i,-0.00028796-0.0015117i,6.6247e-06-0.0010865i,-0.0013465-0.00066266i,0.001332-0.0061372i,-0.0024109+0.0025305i,-0.0013392+0.00031631i,-0.00011896-0.00040726i,0.0017797+0.000222i,0.001811+0.001062i,-8.82e-05+0.00099699i,0.0022124-0.00021721i,0.0039421+0.0031157i,0.0011152+0.0001477i,0.00045477+0.00037907i,-0.00027283+0.00094378i,0.00025124-0.0002242i,0.00018943+0.00054793i,0.00054907-0.00012844i,-0.0010342-0.0014104i,0.0023029-0.0014398i,0.00077423-0.00091647i,0.00034816+8.6384e-05i,0.0022825-0.00053767i,0.001957-0.0066039i,0.00071901+0.00074289i,0.00062234+4.7574e-05i,0.00040837+4.9012e-05i,-0.0012508-0.0016804i,0.0014313+0.00023149i,0.001729-0.00031075i,0.00016843-0.0034827i,0.0054795-0.00096684i,0.010466+0.014416i,0.021553+0.030762i,0.041148+0.012783i,0.026975-0.011175i,-0.0075395-0.0083944i,0.019888-0.010387i,0.027996+0.0020008i,0.021993+0.0075713i,0.022014+0.0063481i,0.0032157+0.028029i,-0.00014911-0.0039473i,-0.0050266-0.0014368i,-0.0017242-0.0086896i,0.003435-0.0051257i,0.0023246+0.0025879i,0.00053785+0.014318i,-0.0054158-0.001163i,0.0072054+0.0097115i,-0.0035205+0.002296i,0.0040146+0.0024276i,0.00056969+0.001335i,-0.0018557-0.0027631i,0.0046545-0.0087668i,-0.0039558+0.0011005i,0.0033091-0.005629i,-0.0026546+0.005039i,-0.0024423+0.00048225i,-0.00065319-0.00071079i,-0.0036963+0.0028756i,-0.0034066-5.2652e-05i,-0.014243+0.0028131i,-0.00033331-0.0043725i,-0.0012976+0.0031645i,-0.0017347+0.0017582i,-0.0011669+0.004951i,0.0070946-0.0036232i,-0.0071108+0.0051823i,-0.0045512-0.0020807i,-0.0024131-0.00016799i,-0.0045015+0.0025571i,0.0011349-0.0040463i,0.0037397-0.0019267i,0.0020518-0.0029021i,0.0047717+0.0044716i,0.0035676+0.00092637i,0.024892+0.0064559i,-0.020258+0.0057366i,-0.018884+0.030236i,-0.00062034+0.010044i,0.0061946+0.0041455i,0.0010214-0.0061406i,-0.010854+0.0077816i
0.017417+0.00084557i,0.044315-0.02064i,0.0013852-0.037615i,-0.0070678-0.004669i,-0.021777-0.0081564i,-0.025139-0.011601i,0.0010244-0.019146i,0.026405-0.026857i,0.0024764-0.013736i,0.0041332-0.006121i,-0.0026104-0.0033286i,-0.0014851+0.00099956i,-0.00050197-0.0008706i,-0.00010206-0.0013055i,-0.0013504+4.0123e-05i,9.9833e-06-0.0063127i,-0.001726+0.0024897i,-0.0012021+0.0013377i,7.0974e-05+0.00032753i,0.0015139-0.00060806i,0.0019774+0.00028303i,-0.00016129+0.0011594i,0.001762-0.00084129i,0.0049156+0.00035097i,0.0015706-0.00085791i,0.00038894+6.6941e-05i,0.00010416+0.00092225i,0.00037955-0.00018362i,0.00051006+0.00048883i,0.00049662-0.00043003i,-0.0015478-0.0010492i,0.0015031-0.0021385i,0.00038091-0.0011441i,0.00040847-0.00014465i,0.0017601-0.0021675i,0.00022197-0.0066559i,0.0011116+0.00012354i,0.00063614-0.00012804i,0.00049301-0.00030096i,-0.0021356-0.0012626i,0.0013585-0.00029672i,0.0014019-0.00064476i,-0.0004941-0.0030723i,0.0051707-0.0022945i,0.013248+0.010644i,0.026663+0.024115i,0.041838+0.0054873i,0.024563-0.015675i,-0.0061081-0.0043003i,0.018778-0.016816i,0.028185-0.0047367i,0.024082-0.00038236i,0.020788+0.00020356i,0.0095966+0.024311i,-0.0010898-0.002836i,-0.005937+0.0021725i,-0.0062055-0.0079331i,0.0012286-0.0048049i,0.0022739+0.0024565i,0.0050989+0.012993i,-0.0039965+0.00096177i,0.0068177+0.0065954i,-0.00089124+0.0041289i,0.0054007+0.0010338i,0.0016635+0.00098334i,-0.0027331-0.0012763i,0.0020217-0.010411i,-0.0033822+0.0019445i,0.0016322-0.0072549i,-0.00035929+0.0040213i,-0.0029785+0.0011064i,-0.00081245-0.00050058i,-0.0016578+0.0042181i,-0.0028858+0.00035868i,-0.010673+0.0072897i,-0.0023405-0.0044204i,4.5385e-05+0.0026941i,-0.0014083+0.0017657i,0.00079901+0.0037773i,0.0055951-0.0068751i,-0.0037768+0.0070274i,-0.0041331-0.00048479i,-0.0028052-7.4413e-06i,-0.0034645+0.0039816i,0.0001299-0.0036464i,0.0029285-0.0023698i,0.0017971-0.0038532i,0.0039603+0.0036927i,0.0033871+0.0011219i,0.023981+0.0015773i,-0.018368+0.0065899i,-0.010963+0.032866i,-5.726e-05+0.0088433i,0.0081107+0.0033207i,0.00041764-0.0036292i,-0.0091955+0.0096237i
0.016469-0.002332i,0.03949-0.026817i,-0.0046739-0.036638i,-0.0078085-0.0043746i,-0.022213-0.0034334i,-0.026156-0.0072615i,-0.0032349-0.018346i,0.022027-0.030265i,0.0015449-0.013455i,0.0023156-0.0064113i,-0.0030616-0.0015806i,-0.0011024+0.0012053i,-0.00034957-0.00046519i,-0.00075718-0.0010195i,-0.00073538+0.0006729i,-0.0014592-0.0059603i,-0.0010826+0.0028668i,-0.00033429+0.0019459i,0.0004724+0.0003322i,0.0008229-0.0011889i,0.0019055-0.00037878i,0.000146+0.0012493i,0.0013552-0.0012067i,0.0038068-0.0021264i,0.00093912-0.0020052i,0.00024354-0.00013267i,0.00048009+0.00092492i,0.00052512-0.0002838i,0.00068727+0.00012305i,0.0001716-0.00068617i,-0.0018377-0.0004814i,0.00066522-0.0024279i,-0.00023265-0.0012455i,0.00029189-0.00024925i,0.00010393-0.0025788i,-0.0011341-0.006192i,0.00095733-0.00052411i,0.00061424-0.00050992i,0.00059896-0.00051287i,-0.0029175-0.00049735i,0.0010308-0.00075941i,0.001175-0.00076947i,-0.0010762-0.0024447i,0.0045629-0.0032294i,0.015575+0.0062255i,0.029225+0.016313i,0.041083-0.0019658i,0.022157-0.020815i,-0.0027709-0.0015302i,0.015268-0.022927i,0.027164-0.010687i,0.022893-0.0081774i,0.017856-0.0040243i,0.014509+0.018635i,-0.0012065-0.0025298i,-0.0048307+0.0059659i,-0.010513-0.0047074i,-0.00044077-0.0042659i,0.0025025+0.002378i,0.008786+0.010207i,-0.0018698+0.0015876i,0.0054609+0.0047914i,0.0019506+0.0029249i,0.0063299-0.0012782i,0.0023297-4.0392e-05i,-0.0024103+0.00067778i,-0.001629-0.011733i,-0.0032062+0.0031784i,-0.00076179-0.0083754i,3.217e-05+0.0034217i,-0.0030431+0.0022495i,-0.00095202-0.00029749i,0.0016105+0.0045562i,-0.0025937+0.00033322i,-0.0057228+0.0093497i,-0.004662-0.0032721i,0.00096844+0.0016917i,-0.0010385+0.001621i,0.0015661+0.0021841i,0.0027824-0.0092292i,-0.00048191+0.006795i,-0.0033115+0.00020153i,-0.0027237+0.00074635i,-0.0017549+0.0051501i,-0.00086635-0.0026951i,0.0021668-0.002717i,0.0006936-0.0045646i,0.0034868+0.0032116i,0.0034258+0.00087542i,0.022104-0.002546i,-0.020339+0.0065651i,-0.0039061+0.03157i,0.0010213+0.0070673i,0.0095011+0.0010638i,0.001018-0.0020554i,-0.006933+0.010886i
0.015266-0.0051132i,0.034261-0.032021i,-0.010412-0.034612i,-0.0086099-0.0035243i,-0.021984+0.0002799i,-0.026334-0.0030315i,-0.0064595-0.017099i,0.017423-0.033522i,0.00067804-0.013988i,0.00096458-0.0061023i,-0.0026263-0.00026699i,-0.0006773+0.0015018i,-0.0002648-0.00012689i,-0.00073636-0.00039768i,-1.247e-05+0.00056741i,-0.0026981-0.0050107i,0.00013795+0.0030145i,0.00051144+0.0017297i,0.00065891+0.0001379i,9.6086e-05-0.0012205i,0.0016079-0.00098016i,0.00042233+0.0011598i,0.00079124-0.0015715i,0.0021341-0.0034341i,-0.00023187-0.0022832i,-9.2469e-06+2.4673e-05i,0.0010097+0.00069662i,0.00054244-0.00051889i,0.00072198-0.00012906i,-0.00028463-0.00058886i,-0.0019755+0.00026167i,-0.00022675-0.002461i,-0.00074358-0.00083407i,0.00039765-0.0003403i,-0.00056202-0.0021296i,-0.0023695-0.0055772i,0.00073869-0.0007056i,0.00028632-0.00073458i,0.00050935-0.00090881i,-0.0031944+0.00074605i,0.00067415-0.00093511i,0.0010341-0.00098541i,-0.0014262-0.0015436i,0.0038926-0.0043684i,0.015874+0.00070482i,0.029501+0.0084931i,0.038938-0.0090232i,0.017493-0.026221i,0.0020719-0.002003i,0.0091748-0.027315i,0.025337-0.015995i,0.020462-0.01383i,0.015387-0.0057564i,0.01701+0.01185i,-0.0020352-0.0024904i,-0.0013262+0.0084079i,-0.012891+0.00031187i,-0.0020975-0.003364i,0.0026527+0.0022902i,0.010231+0.006393i,-0.00036739+0.0006991i,0.0042444+0.0040555i,0.0021725+0.0011439i,0.0055752-0.0040778i,0.0022433-0.0016958i,-0.00037777+0.0019238i,-0.0068736-0.0099195i,-0.001743+0.0052371i,-0.0045745-0.0082788i,0.0014263+0.0033182i,-0.0023613+0.0035895i,-0.00098161+9.7324e-06i,0.0048085+0.0014056i,-0.0024324+0.00060509i,-0.00051458+0.008167i,-0.0060835-0.00085871i,0.00098126+0.00048733i,-0.0012605+0.0013779i,0.0016374+0.00077299i,-0.0011229-0.010478i,0.0021921+0.0051909i,-0.0031014+0.00043363i,-0.0026457+0.0014204i,0.00082101+0.0052881i,-0.00092685-0.0015682i,0.0015524-0.0027871i,-0.00046148-0.0047876i,0.0031012+0.0031019i,0.0032419+0.00060328i,0.020014-0.0052834i,-0.022797+0.010716i,0.0010918+0.029091i,0.0010476+0.0040297i,0.0098261-0.0017248i,0.0017132-0.0018834i,-0.0040503+0.01085i
0.013506-0.0078337i,0.028826-0.036294i,-0.015429-0.031811i,-0.0092146-0.002731i,-0.02119+0.0039308i,-0.025904+0.0010635i,-0.0094043-0.015841i,0.012012-0.036302i,-0.00054245-0.015393i,4.1419e-05-0.005737i,-0.0019964+0.00063443i,-4.8262e-05+0.0017415i,0.00010076+0.00015095i,-0.00042264-2.8673e-05i,0.00032608+0.00025011i,-0.0033318-0.0038915i,0.0010838+0.0025205i,0.0011384+0.0013722i,0.00082324+6.6617e-05i,-0.00038326-0.00094191i,0.00104-0.0014752i,0.00055765+0.001297i,0.00015563-0.0014695i,0.00043879-0.0036391i,-0.0010181-0.001916i,3.1127e-05+0.00028147i,0.0012524+0.00015896i,0.00040621-0.00072508i,0.00067-0.00037778i,-0.0005448-0.00020138i,-0.0017206+0.00095277i,-0.0010143-0.0020036i,-0.00088612-0.00041907i,0.00043551-0.00054731i,-0.0010121-0.0020668i,-0.0032143-0.0046214i,0.00063168-0.0010693i,-0.0001118-0.00069153i,-5.42e-05-0.0011582i,-0.0030141+0.0020087i,0.00034798-0.0011202i,0.00074779-0.0011907i,-0.0013613-0.00070227i,0.002721-0.0050369i,0.013628-0.0039684i,0.027629+0.001807i,0.035381-0.015146i,0.010896-0.029427i,0.0048897-0.0055736i,0.0026124-0.02925i,0.023252-0.021357i,0.018077-0.019208i,0.014833-0.0071622i,0.018341+0.0057534i,-0.0034918-0.0021653i,0.0027187+0.0083519i,-0.012337+0.0065015i,-0.0032327-0.0021241i,0.003073+0.0023592i,0.010368+0.0035275i,-6.5e-05-0.00065722i,0.0028431+0.004314i,0.0021933+0.00046758i,0.0031021-0.0059811i,0.00073421-0.0028322i,0.0013197+0.0011786i,-0.0094475-0.0051568i,0.0017018+0.0055552i,-0.0075232-0.0054051i,0.0024343+0.0019341i,-0.00087639+0.004588i,-0.00082564+4.5758e-05i,0.0043578-0.0027341i,-0.0023633+0.00097449i,0.0019441+0.0047726i,-0.0056721+0.0015819i,0.00035265-0.00046971i,-0.0013674+0.0019721i,0.0010373-0.00029768i,-0.0059379-0.0093829i,0.0030465+0.00255i,-0.0032665+0.00080053i,-0.0021762+0.0023874i,0.0030697+0.0042292i,-0.00060852-0.0015025i,0.0012439-0.0025421i,-0.0016352-0.0046973i,0.002435+0.0035326i,0.0031014+0.00034216i,0.019157-0.0075286i,-0.022809+0.016357i,0.0047463+0.026249i,-0.00072171+0.0011689i,0.0085465-0.0047411i,0.0017309-0.0014437i,-0.0022401+0.0092077i
0.010878-0.0099261i,0.023057-0.039942i,-0.01995-0.028415i,-0.0099166-0.0020176i,-0.019643+0.0069227i,-0.024794+0.0048994i,-0.012357-0.0141i,0.005809-0.037935i,-0.0031745-0.016927i,-0.00084628-0.0056074i,-0.0010448+0.0011055i,0.00074629+0.0015549i,0.00055405+0.00017564i,-0.0001123+0.00012185i,0.00052705-7.7365e-05i,-0.0035394-0.0028749i,0.0017568+0.001945i,0.0016198+0.00085124i,0.0010028-0.00041502i,-0.00054948-0.00063425i,0.00029668-0.0015078i,0.0011792+0.0012416i,-0.00020492-0.0012098i,-0.00066838-0.0033117i,-0.0015276-0.0014896i,0.0001262+0.00032413i,0.0010361-0.0003318i,0.00018135-0.00086501i,0.00044548-0.00044824i,-0.00053896+0.0002119i,-0.0013501+0.0015465i,-0.0013438-0.0014014i,-0.00070853-2.8002e-05i,0.00022661-0.00085002i,-0.0018995-0.0016079i,-0.0037644-0.0034345i,1.2728e-05-0.001297i,-0.00037217-0.0004241i,-0.00046918-0.0007714i,-0.0023746+0.0031328i,-0.00024607-0.001073i,0.00028276-0.0014187i,-0.00090374-2.4961e-05i,0.0015773-0.0048927i,0.010624-0.0068807i,0.024368-0.0032226i,0.030781-0.019716i,0.0040773-0.030179i,0.0050598-0.0089355i,-0.0042673-0.029429i,0.020137-0.027046i,0.014586-0.024589i,0.014512-0.0096922i,0.018075-0.0015444i,-0.0051458-0.00099449i,0.0057302+0.0063991i,-0.0087137+0.011138i,-0.0037315-0.0009872i,0.0035585+0.0022318i,0.0099993+0.0007863i,-0.00072481-0.0012418i,0.0027994+0.005649i,0.0025014-0.0004442i,0.0005888-0.0059214i,-0.0006894-0.0027745i,0.001935-5.6229e-05i,-0.0092017-0.00062123i,0.0045363+0.0038755i,-0.008819-0.0020212i,0.002146+0.00073861i,0.0011908+0.0046365i,-0.0010694+1.452e-05i,0.0018005-0.0053853i,-0.0022345+0.0013463i,0.0017994+0.001713i,-0.0045221+0.0033649i,-0.00068816-0.00065532i,-0.0010166+0.0021871i,-0.00015903-0.00071253i,-0.0087437-0.0062053i,0.0025493+0.00071132i,-0.0030316+0.0011069i,-0.0010235+0.0027282i,0.0044612+0.0021937i,-0.00076788-0.0011608i,0.0015534-0.0025196i,-0.0025162-0.003951i,0.0034065+0.0048678i,0.0026942+0.00031443i,0.017288-0.010841i,-0.021095+0.022174i,0.0076663+0.023236i,-0.0042049-0.00010491i,0.0050378-0.0060015i,0.0023518-0.0016242i,-0.0020838+0.0074922i
0.0082598-0.011004i,0.016895-0.043198i,-0.023592-0.024263i,-0.010891-0.0010335i,-0.018258+0.0089117i,-0.02312+0.0085557i,-0.014732-0.011796i,-6.5748e-05-0.038306i,-0.0067034-0.01765i,-0.0017321-0.0052857i,-0.00010116+0.0008983i,0.0013675+0.0012803i,0.0009418+5.4511e-05i,0.00025391+0.00017733i,0.00055766-0.00044113i,-0.0034607-0.0022379i,0.0027621+0.0011115i,0.0017932+0.00014518i,0.00055176-0.00099456i,-0.00054276-0.00030061i,-0.00020879-0.0013178i,0.0019214+0.00068693i,-0.00028318-0.0010688i,-0.001364-0.0028684i,-0.0020784-0.00098186i,0.00031161+0.00026453i,0.00076779-0.00054922i,-8.4144e-05-0.00079672i,0.00026753-0.00047567i,-0.00015086+0.0007142i,-0.00075347+0.0020257i,-0.0015183-0.0010258i,-0.00057436+0.00021614i,-0.00015404-0.00086448i,-0.0022327-0.00043802i,-0.0038303-0.0022972i,-0.00051757-0.0010472i,-0.00048765-0.00013405i,-0.00037675-0.0006009i,-0.0012716+0.0039526i,-0.00041763-0.00080625i,-0.00010085-0.0013933i,-0.00028605+0.000333i,0.0010367-0.0046887i,0.008297-0.0084183i,0.021422-0.0059453i,0.026337-0.022992i,-0.0020097-0.029139i,0.0035827-0.011327i,-0.011042-0.026954i,0.015409-0.032326i,0.010077-0.028666i,0.013682-0.011969i,0.014635-0.0076116i,-0.0065354+0.0013531i,0.0072975+0.0035554i,-0.0039256+0.013552i,-0.0041116+0.00046575i,0.0042564+0.0021333i,0.0088025-0.0014387i,-0.0013399-0.0014824i,0.0040873+0.0066643i,0.0018359-0.0014381i,-0.00087362-0.0051512i,-0.0020672-0.002066i,0.0018734-0.00087569i,-0.0073183+0.0020953i,0.0060395+0.0011814i,-0.0086206+0.0015893i,0.0016806+0.00073948i,0.0029115+0.0035178i,-0.0010821+0.00046408i,-0.0013834-0.0062525i,-0.0019214+0.0014161i,0.00018389+0.00040336i,-0.0030765+0.0046073i,-0.0014474+9.0881e-05i,-0.00085553+0.0023605i,-0.00080688-0.00027446i,-0.0098904-0.0027401i,0.0016648-0.0003961i,-0.0030192+0.0014369i,3.7804e-05+0.0025866i,0.004728-0.00017658i,-0.00036281-0.00090062i,0.001529-0.0031756i,-0.0033637-0.0035138i,0.0050276+0.0044731i,0.0027619+0.00037384i,0.014812-0.013143i,-0.017187+0.028828i,0.0097193+0.020367i,-0.0078255+0.00096617i,0.0017679-0.004676i,0.002156-0.0023938i,-0.0025785+0.0064583i
0.0061673-0.011696i,0.0098937-0.046161i,-0.026509-0.020161i,-0.011715+0.00060207i,-0.017076+0.011612i,-0.02047+0.011769i,-0.016628-0.0092427i,-0.0061446-0.038407i,-0.010924-0.017165i,-0.0025169-0.0049022i,0.00027456+0.00032822i,0.001945+0.00054577i,0.0013282-0.00019352i,0.0008147-0.00033793i,0.00035659-0.00078169i,-0.0036063-0.0017236i,0.0031935-0.00042584i,0.0016242-0.00041565i,-5.7887e-05-0.0010787i,-0.00023373-0.00014128i,-0.0006213-0.0010308i,0.0020481-0.00028123i,-0.00054171-0.0010276i,-0.0017252-0.0028412i,-0.0022715-0.0002345i,0.00041893+0.00017301i,0.00050081-0.00077999i,-0.00024481-0.00062668i,0.00019426-0.00033778i,0.00062286+0.00083903i,6.872e-05+0.00226i,-0.0018009-0.00056136i,-0.00015201+0.00035561i,-0.00041388-0.00080493i,-0.001698+0.00027711i,-0.0037527-0.0014174i,-0.00063593-0.00066388i,-0.00032312+0.00020177i,-0.00050158-0.00062194i,0.00027571+0.0040395i,-0.00045387-0.00055593i,-0.00044284-0.0013817i,0.00034187+9.3666e-05i,0.00070442-0.0050238i,0.0056767-0.0098705i,0.019691-0.0083217i,0.021869-0.025466i,-0.0070786-0.026285i,0.0029394-0.012534i,-0.016336-0.021865i,0.0094339-0.036626i,0.0054654-0.032804i,0.012915-0.014999i,0.0096807-0.010874i,-0.0062875+0.0047757i,0.0075056+0.00055773i,0.00055576+0.013454i,-0.0039693+0.0020021i,0.0055274+0.0014589i,0.0071208-0.0029064i,-0.0022761-0.0015287i,0.0069105+0.0067599i,0.00091018-0.0012721i,-0.0018048-0.0044261i,-0.0027716-0.00087588i,0.0018135-0.0015505i,-0.0057939+0.0035199i,0.0060071-0.0020813i,-0.0069878+0.0045076i,0.0023925+0.0010937i,0.0037771+0.0019825i,-0.00091687+0.00040326i,-0.0048482-0.0055565i,-0.0018704+0.0015283i,-0.00072171+0.0011982i,-0.0013495+0.0052792i,-0.0012984+0.00080574i,-0.00062944+0.0030035i,-0.00099783+0.00014126i,-0.010028+0.00038149i,0.00069684-0.00075429i,-0.0031569+0.0023384i,0.00037046+0.0021702i,0.0040568-0.0026084i,-0.00033556-0.0016726i,0.0011423-0.0038333i,-0.0042941-0.0024855i,0.0064518+0.0031149i,0.0030949+0.00014923i,0.012166-0.014709i,-0.0092259+0.033113i,0.011493+0.016769i,-0.010153+0.0037408i,0.00010282-0.0017595i,0.0013358-0.0024062i,-0.00322+0.0059495i
