-0.026824-0.0051854i,-0.025073+0.0033016i,-0.016664-0.0071267i,-0.029127-0.013085i,-0.028597+0.0025049i,-0.039774-0.0047296i,-0.062255-0.029629i,-0.032505-0.01511i,-0.031185-0.0033366i,0.0056546+0.0042908i,-0.0041276+0.0081978i,-0.0049311+0.013685i,0.0062879+0.010443i,-0.0019138+0.0029621i,0.0051276+0.002943i,0.0062832+0.025485i,0.024566+0.024762i,0.0014232-0.00024723i,0.0014066-0.0050602i,0.0072314-0.0013306i,0.0054293+0.00074652i,0.0031444+0.00035172i,0.0019644-0.0010263i,-0.030744-0.00074883i,-0.0038091-0.0058045i,-0.00010366+0.002599i,0.0033381-0.0027774i,-0.00013301+0.00017193i,0.00030263+0.00064557i,-0.00074466-0.0028324i,-0.0031361-0.0018391i,-0.006414-0.0060804i,-0.0041244-0.0026339i,0.00024076-0.00011863i,0.0025709-0.0026415i,0.0028135+0.023341i,0.0015291-0.0024224i,0.00071373-0.0022253i,0.005196-0.0022756i,-0.0026551-0.0010056i,0.00058676+0.00090434i,0.0066494-0.0015064i,0.0028937-0.0019675i,-0.001913+0.0029589i,-0.015172+0.016478i,-0.031199+0.055119i,-0.002372-0.038174i,-0.014046-0.018312i,-0.037154-0.017486i,-0.026959-0.014458i,0.040805-0.0080137i,0.0085235-0.031563i,0.014084-0.040383i,-0.010649-0.031128i,0.025238-0.023016i,0.013546+0.0078131i,0.029216-0.032993i,-0.0021011-0.0053729i,0.0070168-0.008321i,0.00056897-0.005364i,0.0038505-0.036581i,-0.013658+0.03043i,0.0076328-0.011684i,-0.009768-0.0047434i,-0.0019975-0.0018874i,0.0012036-0.016135i,-0.0074093+0.005283i,0.0040447+0.0067798i,-0.0027347+0.030734i,0.0014867+0.00091051i,-0.0069302-0.0048507i,-0.0023066-0.0062662i,-0.014479-0.010571i,-0.0018628-0.0058864i,-0.034125+0.0071905i,-0.0047713-0.0082907i,-0.013213-0.0018498i,-0.010415-0.0058779i,0.0017318-0.0010765i,-0.013209+0.0024225i,-0.0021024+0.00076393i,0.005874+0.0073331i,0.0035292-0.0047071i,-0.013768-0.012646i,0.0070528+0.0090314i,-0.017856+0.0050975i,0.0048449-3.7094e-06i,-0.019766-0.0036462i,-0.01872-0.0048506i,-0.01648-0.035251i,0.021052-0.0085233i,-0.037989-0.024633i,-0.010309+0.0046003i,0.017261+0.015993i,-0.02316+0.017758i,-0.0037486-0.0044307i
-0.0081675-0.0062077i,-0.0060611-0.0065287i,-0.0044087-0.00967i,-0.0040161-0.010849i,-0.01284-0.021881i,-0.018195-0.0068577i,-0.0022114-0.016296i,0.00088322-0.013008i,-0.0087682-0.0088628i,0.0049345+0.0010744i,0.0023816+0.00038143i,0.0026715+0.00015466i,0.0040489-0.0025027i,0.0048447-0.0017376i,0.0018876-0.0031533i,0.0035951-0.0021237i,-0.0007194+0.00081671i,-0.0033157+0.0013404i,-0.0029575+0.0020195i,0.00093817+0.0034749i,-0.00097947+0.0036013i,-0.00031766+0.0023268i,0.0020595+0.0025307i,-0.0025256+0.0057403i,0.0013781-0.0019868i,0.00046741-0.0022136i,0.0020871-0.0032214i,0.0029583-0.0020808i,0.0034128-0.0010037i,0.0018587-0.0035736i,0.00062756+0.00016119i,0.0011674+1.5266e-05i,0.0010765+0.00023823i,0.00095499-0.00015645i,0.0010935-0.00049922i,0.0069617-0.0023618i,0.0017245-0.0021178i,0.0015905-0.00096323i,0.0023649-0.0023767i,-0.00081735+0.0010003i,-0.0016359+0.00078316i,-0.0015235+0.00057104i,0.0028698-0.0012733i,0.0026919-0.0012147i,-0.017768-0.0081302i,-0.013128-0.0026965i,0.0018327-0.013685i,-0.0029729-0.0049053i,-0.021618-0.035157i,-0.00020644-0.0097924i,-0.0013591-1.9858e-05i,-0.0099684+0.0096327i,0.013584-0.01206i,-0.014297-0.010989i,0.00034071-0.007597i,-0.0016762-0.0035456i,0.0022758-0.003027i,0.0046503+0.00038935i,0.00046547+0.0065455i,-0.0092115+0.0094545i,-0.005372-0.0036321i,0.0047982+0.0082996i,-0.0042328+0.00019743i,-0.00090137+0.0049027i,-0.0014467+0.0038782i,-0.00078509+0.00044604i,0.0049761+8.6742e-05i,-0.0047552+0.00095883i,0.0004939-0.0015603i,-0.0037966-0.00047796i,0.0017648+0.0012375i,0.0042307+2.6037e-05i,-0.0011959-0.0016271i,0.00054906+0.00044902i,-0.0085522-0.0064798i,0.0045528-0.0074399i,-0.0009856-0.00096903i,0.0013404-0.00062524i,-4.2934e-05-0.0018828i,0.005452-0.0036771i,-0.0049861-0.0039242i,0.0010073-0.0078456i,0.0011271-0.0032561i,-0.0012734-0.0050818i,0.0044052-0.0043247i,0.0057178+0.0011333i,0.002778-0.0029941i,0.00064332+0.0074613i,2.208e-05+0.0020382i,-0.0072054-0.020292i,-0.028557-0.00089036i,-0.02668+0.017766i,-0.006401+0.013356i,-0.00022971+0.0032541i,0.0072671-0.0054766i,-0.016107+0.0052924i
-0.0088654-0.0053107i,-0.0064988-0.0059689i,-0.0057182-0.0087392i,-0.005635-0.0096467i,-0.017017-0.019226i,-0.018218-0.0036876i,-0.0055273-0.016478i,-0.0015011-0.012652i,-0.010275-0.0072626i,0.0050593-0.00034216i,0.0023436-0.0004368i,0.0025774-0.00032608i,0.0028367-0.0032552i,0.0040766-0.0028475i,0.0010528-0.003546i,0.0032713-0.0024703i,-0.00017535+0.0013036i,-0.0026531+0.002128i,-0.0021435+0.0028029i,0.0019709+0.0029158i,0.00023667+0.003779i,0.00059912+0.0022621i,0.0027216+0.0016318i,0.00021124+0.0058641i,0.00059322-0.0021658i,-0.00022746-0.0022097i,0.00069308-0.0034741i,0.0019693-0.0029448i,0.0027492-0.0019296i,0.00055037-0.0037935i,0.0005731-0.00033563i,0.0013475-0.00054969i,0.0011101-0.00024578i,0.00085672-0.00046617i,0.0013234-0.00094375i,0.0057004-0.0039704i,0.00059856-0.0024156i,0.0011721-0.0016109i,0.0014565-0.0029325i,-0.00010853+0.00073607i,-0.0013912+0.0011417i,-0.0012351+0.0009447i,0.0020776-0.0013899i,0.0028334-0.0018213i,-0.018655-0.0051456i,-0.012409+0.0001525i,0.0007643-0.013611i,-0.0021617-0.0066416i,-0.027188-0.028022i,0.00064934-0.01049i,0.0002108-0.0010017i,-0.0075977+0.0080468i,0.0095026-0.018108i,-0.013751-0.011588i,-0.0025572-0.0068165i,-0.0049069-0.0019206i,0.00086785-0.0044645i,0.0036236-0.00095849i,0.0019332+0.0059953i,-0.0047521+0.011938i,-0.0054031-0.00068879i,0.0055633+0.0060207i,-0.0039272+0.0018019i,0.0015061+0.0056339i,0.00037748+0.0042368i,-0.0013784+0.00071122i,0.0057116-0.00311i,-0.0046272+0.0021141i,0.00019608-0.0020935i,-0.0035764+0.0015659i,0.0018649+8.4485e-05i,0.0033887-0.0016335i,-0.00065909+0.00010864i,0.00076813-7.9118e-06i,-0.009101-0.0021778i,0.0012053-0.0081169i,-0.00084083-0.0010036i,0.00029012-0.0020425i,-0.00083988-0.0015852i,0.0047266-0.0053878i,-0.0058415-0.0013311i,-0.0019014-0.0073162i,0.0004911-0.0035471i,-0.0027405-0.0039533i,0.0018929-0.004463i,0.0053905-0.00091634i,0.0022037-0.0030161i,0.0021707+0.0059052i,-0.00080888+0.0025244i,-0.011512-0.020679i,-0.027487+0.0051077i,-0.023753+0.023863i,-0.0050283+0.011713i,0.0016728+0.005476i,0.0047523-0.0056991i,-0.016071+0.0081826i
-0.0092283-0.0041432i,-0.0069221-0.0055426i,-0.0065921-0.0075925i,-0.0066622-0.0082145i,-0.02064-0.01587i,-0.017847-0.00090388i,-0.0088118-0.016003i,-0.003481-0.011837i,-0.011356-0.0053238i,0.0045888-0.0016315i,0.0018583-0.0011996i,0.0023966-0.00070701i,0.0016241-0.0034224i,0.0032064-0.003563i,1.3987e-05-0.0036628i,0.0031074-0.0028506i,0.00055614+0.0013503i,-0.0019082+0.0026569i,-0.0012267+0.0034151i,0.0027081+0.0019507i,0.0014966+0.0033695i,0.001249+0.0017927i,0.0029623+0.00059079i,0.0025347+0.0048327i,3.7831e-05-0.0021272i,-0.00081071-0.0020256i,-0.00051742-0.0033119i,0.00076364-0.0034411i,0.0019412-0.0025594i,-0.00078231-0.0037159i,0.00032633-0.00067712i,0.0010674-0.0012529i,0.00088538-0.0007674i,0.0006794-0.00070738i,0.0011926-0.0018825i,0.0042191-0.0051156i,-0.00020052-0.0022549i,0.00047103-0.002059i,0.00030352-0.0032378i,0.00023588+0.00023749i,-0.00093748+0.001462i,-0.00093581+0.0012113i,0.0016243-0.001304i,0.0024153-0.0026455i,-0.01886-0.0021751i,-0.00985+0.0018341i,0.00022746-0.013819i,-0.00249-0.0080612i,-0.029681-0.020279i,0.0014901-0.011829i,0.001248-0.0026339i,-0.0054183+0.0069411i,0.0041818-0.020385i,-0.013705-0.010751i,-0.0049111-0.0045484i,-0.0067681+0.001353i,-0.0019654-0.0050803i,0.0020234-0.0015087i,0.0026655+0.0053074i,-0.00072901+0.012341i,-0.0041725+0.0012731i,0.0053029+0.0037917i,-0.0031549+0.0037741i,0.0037564+0.0051097i,0.001966+0.0037605i,-0.0015298+0.0015812i,0.0047603-0.0053283i,-0.0037665+0.0032359i,-0.00018232-0.0021527i,-0.0016897+0.0025709i,0.0014554-0.00074021i,0.0022186-0.0023189i,0.00030847+0.00035439i,0.00126-0.00059911i,-0.0081703+0.0012967i,-0.001542-0.007735i,-0.00094615-0.0012065i,-0.00099481-0.0020477i,-0.0012211-0.0012845i,0.0029671-0.0070628i,-0.0053062+0.0011262i,-0.004201-0.0059595i,-0.00063362-0.0039179i,-0.003725-0.0028711i,0.00063237-0.0039359i,0.0041625-0.0022837i,0.0021466-0.0032936i,0.0018483+0.0036053i,-0.00095572+0.0035724i,-0.014484-0.019205i,-0.024716+0.010095i,-0.017926+0.02894i,-0.004617+0.010676i,0.0044826+0.0056699i,0.0021375-0.0045978i,-0.014441+0.011045i
-0.0093686-0.0029451i,-0.0076484-0.0050985i,-0.0072393-0.0067043i,-0.0072122-0.0071055i,-0.023498-0.011376i,-0.017182+0.0016184i,-0.012323-0.014636i,-0.004987-0.010667i,-0.011714-0.002953i,0.0038328-0.0026037i,0.00095616-0.0013832i,0.0023263-0.0012086i,0.00074587-0.0032002i,0.0021368-0.0042566i,-0.00096468-0.0032449i,0.0027602-0.0034198i,0.00090149+0.00088336i,-0.001213+0.0030926i,1.572e-05+0.0038369i,0.0030028+0.00080924i,0.0023983+0.0025175i,0.0015568+0.0010866i,0.0027353-0.00038648i,0.0040815+0.0026562i,-0.00043159-0.0020474i,-0.001492-0.0017815i,-0.0016411-0.0028117i,-0.00058226-0.0034085i,0.0010369-0.0030106i,-0.0021494-0.0030653i,-0.00016427-0.00091464i,0.00043921-0.0015858i,0.00053023-0.0010611i,0.00045053-0.0010278i,0.00023037-0.0027677i,0.0026929-0.0059559i,-0.00074607-0.0019521i,-0.00036494-0.0021088i,-0.00088293-0.0030711i,0.00013965-0.00039855i,-0.00046705+0.0016077i,-0.00061945+0.0014485i,0.0012443-0.001225i,0.0015958-0.0030241i,-0.018054+0.00054079i,-0.0071798+0.0010531i,2.9979e-05-0.014243i,-0.0029561-0.0087521i,-0.028775-0.012786i,0.0014063-0.014524i,0.0015209-0.0046344i,-0.0034355+0.0046005i,6.8009e-05-0.021312i,-0.012716-0.010473i,-0.005264-0.0015489i,-0.0068453+0.0051972i,-0.0052566-0.004425i,0.00087623-0.0013561i,0.0033338+0.0050554i,0.0026265+0.011985i,-0.0029339+0.002531i,0.0042149+0.0019339i,-0.00046207+0.0051668i,0.0057852+0.0034995i,0.0034689+0.0027962i,-0.00093392+0.0024687i,0.0031733-0.0072097i,-0.0026506+0.0038586i,-0.00068537-0.0023792i,-0.00034707+0.0018184i,0.00078432-0.0011935i,0.001372-0.0027827i,0.00084627+0.0006599i,0.0012809-0.0017016i,-0.0058442+0.003971i,-0.0040474-0.0068508i,-0.0011167-0.0015069i,-0.001952-0.0019415i,-0.0016247-0.0013998i,0.00049115-0.0081185i,-0.0036587+0.0030078i,-0.0050382-0.0040051i,-0.0019895-0.0038534i,-0.0047772-0.0011861i,-0.00048401-0.0035007i,0.003128-0.0026161i,0.0019526-0.0041155i,0.00069501+0.0033302i,-0.00051163+0.0047731i,-0.017325-0.017633i,-0.02131+0.012235i,-0.010386+0.030029i,-0.00383+0.010856i,0.006096+0.0051936i,0.0010755-0.0025704i,-0.0118+0.012848i
-0.0090435-0.001766i,-0.0084855-0.0040761i,-0.0078925-0.0057877i,-0.0079014-0.0063619i,-0.024615-0.0066506i,-0.016133+0.0038663i,-0.015237-0.011962i,-0.0059337-0.0094997i,-0.011163-0.00085938i,0.0028028-0.0032788i,0.0004122-0.00094636i,0.002035-0.001712i,7.305e-05-0.0029841i,0.0005812-0.0042875i,-0.0015383-0.0024742i,0.0021089-0.0039071i,0.0009109+0.00072333i,-0.00021923+0.0034198i,0.0013813+0.0036117i,0.0027324-0.00028551i,0.0028609+0.0014775i,0.0016319+0.00045634i,0.0023338-0.0011102i,0.0039296+0.00052222i,-0.0010171-0.0020111i,-0.0021521-0.0012118i,-0.0024394-0.0018716i,-0.0016979-0.0028427i,-3.6028e-05-0.0031608i,-0.002996-0.0019572i,-0.0007234-0.00069706i,-0.00021327-0.0016495i,7.1676e-06-0.0013155i,6.5318e-05-0.0012217i,-0.0012933-0.002733i,0.0011122-0.0063692i,-0.0013133-0.0015908i,-0.0011514-0.0018728i,-0.001812-0.002477i,-0.00048734-0.00081535i,-7.5614e-05+0.001562i,-0.0001821+0.0016572i,0.0009406-0.0011071i,0.00093441-0.0032045i,-0.01633+0.0025821i,-0.0061915-0.00077223i,-0.00027425-0.015227i,-0.0027979-0.010302i,-0.025046-0.0069242i,-0.00034694-0.017533i,0.0012705-0.0061635i,-0.0029228+0.0023053i,-0.0041869-0.020696i,-0.011939-0.010928i,-0.0041933-0.00013981i,-0.0047351+0.00912i,-0.0085437-0.0017451i,0.00038219-0.0011491i,0.0042019+0.0045551i,0.0060421+0.010919i,-0.0013029+0.0030535i,0.0024921+0.0015412i,0.0021914+0.0038404i,0.0071937+0.00064876i,0.0044455+0.0011646i,0.00024633+0.0032028i,0.00039493-0.0091834i,-0.001873+0.0045897i,-0.0013647-0.0023938i,-0.00032168+0.0017241i,2.7489e-05-0.0012457i,0.00048792-0.0029357i,0.0024615+0.00059249i,0.00039833-0.002749i,-0.0025099+0.0050133i,-0.0066308-0.0049589i,-0.0016301-0.0016645i,-0.002857-0.0014488i,-0.0021537-0.0010765i,-0.0021675-0.0082257i,-0.0015728+0.0034483i,-0.0050321-0.002614i,-0.0030744-0.0032733i,-0.0046605+0.001276i,-0.0016513-0.0024511i,0.0022413-0.0028186i,0.0008078-0.0050524i,7.623e-05+0.0040682i,0.00055461+0.0054179i,-0.019887-0.014979i,-0.020674+0.013227i,-0.0048041+0.02763i,-0.0023386+0.010291i,0.0075194+0.00425i,0.0013535-0.00071883i,-0.0085199+0.013366i
-0.0082273-0.00078266i,-0.0089187-0.0027597i,-0.0083647-0.0047167i,-0.0087066-0.0052996i,-0.025058-0.0024358i,-0.01484+0.0056957i,-0.016868-0.0089666i,-0.0066075-0.0085948i,-0.0099762+0.00068997i,0.001845-0.0034052i,0.00042355-0.00042275i,0.0016761-0.0020624i,-0.00050154-0.0026442i,-0.00036434-0.003661i,-0.0017286-0.0019393i,0.0013128-0.0040577i,0.00127+0.00066927i,0.00080993+0.0032685i,0.0024936+0.002907i,0.0021997-0.0010011i,0.0029328+0.00041719i,0.0014221-0.00020762i,0.0017213-0.0017402i,0.0033561-0.0009862i,-0.0018521-0.0016003i,-0.002649-0.0002722i,-0.0026944-0.00077296i,-0.0025081-0.0019713i,-0.0010745-0.0029449i,-0.0033804-0.00076822i,-0.0010555-0.00019778i,-0.0010156-0.0013913i,-0.00075555-0.001169i,-0.00037574-0.0012775i,-0.0021912-0.001915i,-0.00048302-0.0063923i,-0.0017152-0.00082497i,-0.0018948-0.0012908i,-0.0024759-0.0015789i,-0.0013768-0.00061018i,0.00026022+0.0015686i,0.0003968+0.0017142i,0.00069464-0.00096401i,0.00018669-0.0033966i,-0.01443+0.0035457i,-0.0067488-0.0025673i,-0.0012766-0.01658i,-0.0045669-0.012607i,-0.019856-0.0053526i,-0.0039131-0.019328i,0.00082633-0.0072932i,-0.0026485+0.001066i,-0.006938-0.018075i,-0.012019-0.012067i,-0.0033273+0.00073098i,-0.00034597+0.011233i,-0.010059+0.0024814i,-0.00036881-0.00092531i,0.0049793+0.0039739i,0.0084774+0.0084821i,0.00010838+0.0028361i,0.0016193+0.0019423i,0.0024387+0.0019556i,0.0065746-0.0024375i,0.0045125-0.0010922i,0.0023657+0.0032099i,-0.0042672-0.0083737i,-0.00047333+0.0057538i,-0.0026977-0.0021802i,0.00070649+0.0020424i,-0.00043712-0.00084157i,-0.00027076-0.0028893i,0.0040236-0.0023634i,-0.00065484-0.0029306i,0.00080242+0.0036599i,-0.007866-0.0018819i,-0.0024044-0.001534i,-0.0038461-0.00062222i,-0.0024674-0.0004591i,-0.0050148-0.0075015i,0.00028666+0.0026661i,-0.0053386-0.0015864i,-0.0042077-0.0021471i,-0.0029616+0.0029361i,-0.001557-0.0011112i,0.0015591-0.0026665i,-0.0008489-0.0054821i,-9.4325e-05+0.0050194i,0.0017516+0.0058244i,-0.021177-0.011322i,-0.019949+0.016173i,-0.0016545+0.024794i,-0.0012487+0.008895i,0.0089764+0.0025547i,0.0023226+0.0001209i,-0.0056567+0.012326i
-0.0072772-0.00053996i,-0.0086866-0.001307i,-0.00857-0.003698i,-0.0092412-0.0041053i,-0.024802+0.001899i,-0.013545+0.0072235i,-0.017967-0.0061928i,-0.0072599-0.0078156i,-0.0085835+0.0013177i,0.0011972-0.0033227i,0.00068159-9.7039e-05i,0.0011943-0.0023368i,-0.00089118-0.002204i,-0.00079311-0.0030326i,-0.0018899-0.0015026i,0.00071341-0.00408i,0.0014655+0.00030395i,0.0016294+0.0029023i,0.0032075+0.0019423i,0.0016236-0.0013455i,0.0026126-0.00043906i,0.00090768-0.00048183i,0.00090662-0.0018724i,0.0025077-0.0018938i,-0.0022397-0.00082154i,-0.0025551+0.00085127i,-0.002596+0.00014519i,-0.0029344-0.00091755i,-0.0019258-0.0023995i,-0.0033781+0.00049794i,-0.0010839+0.00033827i,-0.001449-0.00061649i,-0.0012274-0.00060282i,-0.00080917-0.0011551i,-0.002595-0.0011568i,-0.0019723-0.0057878i,-0.0015198-0.0001169i,-0.0023134-0.00040797i,-0.0027413-0.00054862i,-0.002065+0.0001144i,0.00078909+0.0014395i,0.00089617+0.0015227i,0.00054958-0.00078781i,-0.00070585-0.0030737i,-0.013246+0.0035945i,-0.0080139-0.0032095i,-0.0028296-0.017671i,-0.0074923-0.013425i,-0.017075-0.0069163i,-0.0074062-0.019524i,0.00056619-0.0086357i,-0.0018137-0.00059943i,-0.0071913-0.015925i,-0.01229-0.012968i,-0.0029699+0.00072367i,0.0042501+0.010622i,-0.0090645+0.0076981i,-0.00088821-0.00044385i,0.0058173+0.0032817i,0.010013+0.0061023i,0.0010517+0.0020814i,0.0011732+0.0026917i,0.0023112+0.0012021i,0.0043524-0.00438i,0.0031128-0.0028622i,0.0038671+0.0016278i,-0.0065686-0.0048003i,0.0022315+0.0057761i,-0.0036603-0.00076134i,0.0015945+0.0012538i,-0.00056643-0.00036759i,-0.00097058-0.0028143i,0.0025246-0.0054635i,-0.0017184-0.0025821i,0.0019272+0.00087279i,-0.0075508+0.00091736i,-0.0032547-0.0010067i,-0.0042418+0.0011182i,-0.0027297+4.4192e-05i,-0.0078672-0.0052504i,0.00089168+0.0012086i,-0.0057354-0.00049735i,-0.0047481-0.00055439i,-0.0010334+0.0034768i,-0.001238-0.0010989i,0.0012323-0.0023147i,-0.0026286-0.0050763i,0.00042799+0.0064496i,0.0033135+0.0057727i,-0.020533-0.0085007i,-0.018335+0.019247i,0.00031241+0.022398i,-0.0012068+0.0066536i,0.0090727-0.00019047i,0.0032499+0.00052743i,-0.0044549+0.010586i
-0.0068263-0.00071269i,-0.0080082-0.00027438i,-0.0087286-0.002711i,-0.009556-0.0029135i,-0.023682+0.0060118i,-0.012251+0.0085546i,-0.018732-0.0033449i,-0.0078011-0.0070318i,-0.0075187+0.0014036i,0.00073093-0.0034154i,0.0011604+1.6025e-05i,0.00076232-0.002534i,-0.0010961-0.0017417i,-0.0011141-0.0026657i,-0.0020397-0.001036i,0.00013907-0.0041224i,0.0016034-2.525e-05i,0.0023801+0.0024104i,0.0035911+0.00086743i,0.0012272-0.0015593i,0.0020153-0.00090193i,0.00063719-0.00040718i,0.00030931-0.001755i,0.001752-0.0023849i,-0.0023114+5.2035e-05i,-0.0020481+0.0017321i,-0.0023849+0.00087423i,-0.0029473+0.00017017i,-0.0026066-0.0015543i,-0.0029826+0.0016574i,-0.0010161+0.00089i,-0.0012675+0.00019495i,-0.0012104+8.8845e-05i,-0.001261-0.00088904i,-0.0029647-0.00025341i,-0.0030175-0.0047521i,-0.0013604+0.0002609i,-0.0023207+0.00053539i,-0.0025181+0.00051545i,-0.0022086+0.0011606i,0.0010289+0.001134i,0.0012821+0.0011308i,0.00060995-0.00064681i,-0.0013022-0.0023792i,-0.012622+0.0036413i,-0.0097297-0.0027219i,-0.0047724-0.018306i,-0.010604-0.012963i,-0.01694-0.0079925i,-0.010937-0.019207i,-2.4836e-05-0.010379i,-0.0016074-0.0030045i,-0.0070792-0.015525i,-0.013699-0.014224i,-0.0034751+0.00078948i,0.0078096+0.0082899i,-0.0053262+0.011395i,-0.00089462-7.5353e-06i,0.0065541+0.0022333i,0.01122+0.003362i,0.0014086+0.0014225i,0.0015837+0.0036187i,0.0027684+0.00044603i,0.0021399-0.004613i,0.0015154-0.0034987i,0.004143-0.00018005i,-0.0067423-0.0014099i,0.0046398+0.0043502i,-0.0040133+0.0010048i,0.0014207+0.00031983i,-0.00033502-8.4218e-05i,-0.0018593-0.0025537i,-0.00052875-0.0068636i,-0.0026654-0.0019981i,0.0013551-0.0013675i,-0.0064164+0.0032776i,-0.0038731+0.0001932i,-0.0037004+0.0024464i,-0.0029675+0.00090892i,-0.0087579-0.0019786i,0.00045939+0.00016547i,-0.0058187+0.00064872i,-0.0044772+0.0010022i,0.00080515+0.0029747i,-0.0015762-0.00067518i,0.0014638-0.0022305i,-0.0039706-0.0036625i,0.0028283+0.0080123i,0.0044664+0.005314i,-0.020606-0.0068355i,-0.016312+0.022105i,0.0017832+0.020144i,-0.0026497+0.0051226i,0.0071746-0.0019562i,0.004693-0.00011751i,-0.004727+0.0090949i
-0.0066958-0.00087308i,-0.0071222+0.00020825i,-0.0087338-0.0017851i,-0.0096877-0.0018337i,-0.02202+0.0094482i,-0.010808+0.0099278i,-0.018918-0.00033823i,-0.008221-0.0063961i,-0.0069162+0.00094756i,0.00014988-0.0034482i,0.0017355-0.0003023i,0.00025841-0.0025496i,-0.0011861-0.0012613i,-0.001386-0.0022924i,-0.0021065-0.00057468i,-0.00041858-0.0042839i,0.0019954-0.00034216i,0.0030483+0.0016533i,0.0036613-0.00030071i,0.00090411-0.0016511i,0.0016044-0.0010637i,0.00068486-0.00025504i,3.6077e-05-0.0015368i,0.0012341-0.0026699i,-0.0020984+0.00077511i,-0.0012085+0.0023763i,-0.001979+0.0016055i,-0.0025117+0.0011938i,-0.0029246-0.0005298i,-0.002136+0.002653i,-0.00057836+0.00148i,-0.00082885+0.0005837i,-0.0010254+0.00049595i,-0.0016448-0.00033665i,-0.0028071+0.00089788i,-0.0035267-0.0035293i,-0.0012969+0.00065434i,-0.0020008+0.0013887i,-0.0018254+0.001191i,-0.0017668+0.0023037i,0.001356+0.00093835i,0.0015871+0.00084099i,0.00068478-0.00066833i,-0.0015835-0.0017623i,-0.012455+0.0039483i,-0.010443-0.00077544i,-0.0067514-0.018537i,-0.013461-0.011417i,-0.017969-0.0080448i,-0.014903-0.017306i,-0.0011098-0.012225i,-0.0018126-0.0050194i,-0.0070792-0.015198i,-0.016264-0.014505i,-0.0044102+0.0019121i,0.0099512+0.0048346i,-0.00069905+0.012965i,-0.00086968+0.00025443i,0.0070631+0.0011472i,0.011398+0.00029336i,0.0016029+0.00052411i,0.0029536+0.0040095i,0.0024938-0.00045013i,0.00092624-0.0042999i,-0.00014948-0.0033448i,0.0035605-0.0015182i,-0.0054072+0.00066311i,0.0061959+0.0020141i,-0.0034402+0.002931i,0.00082058+0.00041015i,-0.00010296-0.00026059i,-0.0024145-0.0017301i,-0.0035284-0.0067924i,-0.0032151-0.0013801i,-0.00049659-0.0022475i,-0.004826+0.0050551i,-0.0038481+0.0018098i,-0.0032031+0.0034452i,-0.0023964+0.0018955i,-0.0082211+0.00081854i,-0.0001703-0.00035677i,-0.0059057+0.0020171i,-0.0037805+0.0024393i,0.0021419+0.0017031i,-0.0011634+2.6666e-05i,0.0015584-0.0027874i,-0.0047537-0.0023944i,0.0057492+0.0073257i,0.0059139+0.0042736i,-0.020554-0.0047843i,-0.013566+0.026088i,0.0025029+0.018832i,-0.004518+0.0051208i,0.0052036-0.0018295i,0.0051872-0.0021278i,-0.0055009+0.0087857i
-0.0067301-0.0010169i,-0.006694-0.00011051i,-0.0086977-0.00099602i,-0.0098093-0.0007027i,-0.020044+0.013011i,-0.0090055+0.011073i,-0.018461+0.0025879i,-0.0088581-0.0059277i,-0.0071447+0.00048634i,-0.00033262-0.0034456i,0.002019-0.0010004i,-0.00015535-0.0025525i,-0.0010237-0.00080566i,-0.0014356-0.0021368i,-0.0020598-0.00012631i,-0.0012496-0.0044138i,0.0022796-0.0011871i,0.0033754+0.00069702i,0.0033811-0.0015136i,0.0007232-0.0017882i,0.0013138-0.0011775i,0.0008126-0.00032138i,-0.00020103-0.001418i,0.00088985-0.0033275i,-0.0017131+0.0013302i,-0.0001835+0.0025776i,-0.0014011+0.0021104i,-0.0018265+0.0018838i,-0.0028706+0.00048255i,-0.00091876+0.0032846i,0.00014488+0.00173i,-0.00041445+0.00077086i,-0.00067788+0.00092202i,-0.0017394+0.00039507i,-0.002172+0.0017799i,-0.0036875-0.0025174i,-0.00093154+0.0010255i,-0.0012663+0.0021828i,-0.001206+0.0014202i,-0.00043096+0.0030979i,0.0017735+0.00063577i,0.0019054+0.0003792i,0.0007355-0.00098221i,-0.0015864-0.0012259i,-0.012524+0.0044885i,-0.0094332+0.00080949i,-0.0090974-0.01844i,-0.015811-0.0084637i,-0.018456-0.0068252i,-0.017999-0.013411i,-0.003016-0.014057i,-0.0024747-0.0076776i,-0.0071735-0.015905i,-0.018981-0.013063i,-0.0042362+0.004381i,0.010425+0.00088659i,0.0035637+0.012031i,-0.00086754+0.00039538i,0.0077254-0.00017143i,0.010554-0.0026349i,0.001214-2.9476e-05i,0.0048315+0.0032623i,0.002092-0.00051123i,-1.3827e-05-0.0039789i,-0.0012594-0.0026243i,0.0029163-0.0024449i,-0.0045336+0.0014638i,0.0063913-0.00089594i,-0.0020044+0.0042798i,0.0012454+0.00092963i,-0.00020559-0.00044893i,-0.0027017-0.0012624i,-0.0063157-0.0053873i,-0.0036091-0.00048571i,-0.0019344-0.0014247i,-0.0024948+0.0061073i,-0.0026898+0.0031031i,-0.0022259+0.0047311i,-0.0014501+0.0022035i,-0.0071347+0.0029826i,-0.00090748-0.00029953i,-0.0057086+0.0040575i,-0.0029842+0.003482i,0.0025921-0.00022818i,-0.00066545-9.9341e-05i,0.0011869-0.0034664i,-0.0051929-0.00061516i,0.0080015+0.0050299i,0.007237+0.0027675i,-0.020416-0.0025925i,-0.0081446+0.028839i,0.0037721+0.017447i,-0.0058065+0.0060725i,0.004314-0.0012994i,0.0042179-0.0039426i,-0.0060646+0.0095273i
