-0.0052492-0.040504i,-0.0095832-0.043989i,0.0047501-0.045689i,-0.0265-0.028949i,-0.021255+0.013164i,-0.031364-0.035719i,-0.059565-0.066271i,-0.019652-0.075199i,-0.03369-0.053048i,0.00021277+0.015173i,-0.00736+0.010996i,-0.016692+0.014427i,0.0012046+0.017429i,-0.0037971-0.0032671i,0.00021739+0.0070465i,-0.0012557+0.041915i,0.017501+0.062899i,0.00056374-0.00023753i,-0.0046721-0.0087506i,0.0095893+0.0058645i,0.0014444+0.0011471i,-0.0010673+0.0037327i,0.00050941-0.0013413i,-0.037192-0.010548i,-0.0023238-0.0074983i,-0.00013088+0.0050288i,0.0054291+0.00022278i,0.00058543+0.00075872i,-0.00023448-0.0012063i,-7.0828e-06-0.0022762i,-0.001522-0.0062228i,-0.0022839-0.0042687i,9.0726e-06-0.0083592i,0.0033898-0.0012607i,0.0032798-0.0022589i,-0.0034518+0.035149i,0.0063074-0.0038333i,0.0042448-0.0021014i,0.005096+0.00067187i,-0.014163-0.00507i,-6.5928e-05+0.0010152i,0.010045+0.00053393i,0.0062409-0.0015423i,-0.0049482+0.003463i,0.0030649+0.0022194i,-0.0038826+0.010972i,0.019285-0.086426i,-0.0044939-0.049266i,-0.023416-0.041242i,-0.018041-0.042331i,0.0665-0.01458i,0.03023-0.060325i,0.039584-0.04428i,0.030571-0.055904i,0.020251-0.01545i,0.0086418+0.010232i,0.025771-0.031485i,-0.0073774-0.0053239i,0.0027713-0.0021277i,-0.0044199-0.0057962i,0.0019537-0.033016i,-0.025649+0.03033i,0.0088801-0.01031i,-0.011398-0.0018632i,-0.0052336-0.00129i,-0.00049831-0.014956i,-0.0099111+0.0042248i,0.0032049+0.0083999i,-0.011821+0.031101i,0.0047559+0.0081445i,-0.0053416-0.0017379i,-0.0018432-0.0024062i,-0.011692-0.0079116i,0.00059277-0.0038762i,-0.035786+0.0034576i,0.0026527-0.012421i,-0.0090318-0.0026275i,-0.0066173-0.0029054i,0.0067631+0.0018085i,-0.0090857+0.0016123i,0.0011013+0.001043i,0.0054053+0.0096792i,0.0048936+0.00029773i,-0.0092905-0.0099084i,0.0021205+0.0088391i,-0.019331+0.0064675i,0.0068006+0.003655i,-0.028835-0.0094103i,-0.035354+0.0016994i,0.026873-0.077129i,0.013346-0.0098569i,-0.041857-0.028199i,-0.022204-0.0041373i,0.017839+0.013109i,-0.027205+0.011422i,-0.011138-0.0091078i
0.013218+0.0032503i,0.014373-0.035605i,-0.01306-0.034479i,-0.010644-0.0055149i,-0.021376+0.0021615i,-0.022629-0.0072025i,-0.0099851-0.019983i,0.0089112-0.032423i,-0.0031172-0.016458i,0.00034344-0.0051437i,-0.0022041+0.00082816i,-0.00018683+0.0011919i,-0.00032621+0.00065343i,-0.00091973+9.3775e-05i,-0.00023015+0.0015608i,-0.0035249-0.0042517i,0.0013974+0.0018773i,0.0017973+0.0020794i,0.001429+0.00014258i,-8.6334e-05-0.00078161i,0.0013246-0.0015637i,0.00091777+0.0015971i,0.00075108-0.0014734i,0.00013032-0.0035839i,-0.0013105-0.0012684i,0.0011593+4.1278e-05i,0.0016805+0.00017041i,0.00035409-0.00083803i,0.00063445-0.00030614i,-0.00015392-5.426e-05i,-0.0016094+0.00038833i,-0.0011598-0.001334i,-0.00083342-0.00098072i,0.00014601-0.00022836i,-0.0012265-0.0019675i,-0.0014312-0.0047832i,0.0016989-0.00058721i,-0.00035239-0.00049571i,-0.00019728-0.0010398i,-0.0031532+0.0022229i,-0.00017439-0.0016879i,0.00032145-0.000277i,-0.0025908-0.0016815i,0.0017053-0.0047121i,0.011891-0.0046327i,0.029521-0.004321i,0.036203-0.01997i,0.0097948-0.02525i,0.0074195-0.0051186i,0.0056968-0.034659i,0.026181-0.018593i,0.017819-0.022224i,0.010958+0.0013049i,0.019936+0.0039645i,-0.0056779-0.00132i,0.0017138+0.0076927i,-0.011994+0.0067187i,-0.0037879-0.0018401i,0.0030616+0.0022474i,0.0080374+0.0054533i,-0.00057904-0.00055713i,0.0035718+0.0038211i,0.0025112+0.0014804i,0.0033493-0.0055397i,0.00038451-0.0031751i,0.0015221+0.0015323i,-0.0089797-0.005283i,0.0013099+0.0051328i,-0.0067439-0.0051516i,0.0020888+0.0024406i,-0.0024463+0.0042317i,-0.00089705-0.00021678i,0.0050484-0.0027996i,-0.0026353+0.00095534i,0.0020409+0.0054483i,-0.0060012+0.00084707i,-0.00024203-0.00092228i,-0.0013864+0.0019397i,0.0012837-0.00033862i,-0.0058549-0.010016i,0.0029169+0.0018387i,-0.0030981+0.00018019i,-0.0018206+0.0021605i,0.0031005+0.0034365i,-0.00043144-0.0015555i,0.0012578-0.0018931i,-0.0016189-0.004253i,0.002603+0.0041508i,0.001888+0.00020673i,0.022144-0.0062808i,-0.021767+0.015571i,0.004299+0.026176i,-0.0003178+0.00093696i,0.0085084-0.0034911i,0.0014397-0.0014533i,-0.0015319+0.0088182i
0.012865+0.00095678i,0.0090496-0.036701i,-0.018294-0.031315i,-0.011237-0.0048441i,-0.02007+0.005595i,-0.023025-0.0036253i,-0.013623-0.017904i,0.0027897-0.034008i,-0.0063579-0.017929i,-0.00035058-0.0049369i,-0.0011739+0.0014992i,0.00056795+0.0010349i,0.00034498+0.00080666i,-0.00045163+0.0004309i,0.00044959+0.0013514i,-0.0035706-0.003209i,0.0020867+0.0013763i,0.002412+0.0011713i,0.0015724-0.00035753i,-0.00016276-0.00053072i,0.00040337-0.0016725i,0.0015708+0.0014612i,0.00030733-0.0014281i,-0.00097234-0.0031746i,-0.0016961-0.00065662i,0.0011582-0.00035868i,0.0015241-0.00049362i,0.00010489-0.00096356i,0.00042979-0.00026578i,-0.00014792+9.4785e-05i,-0.0013948+0.00091735i,-0.0013109-0.0007304i,-0.00082205-0.00067325i,2.0286e-05-0.00045308i,-0.0020507-0.00143i,-0.0022599-0.004114i,0.0012742-0.0012922i,-0.00044251-0.00016892i,-0.00052993-0.00056852i,-0.0025085+0.0032111i,-0.0007745-0.0013899i,0.00021211-0.00043209i,-0.0020154-0.00089908i,0.00060761-0.0043928i,0.0093619-0.0071163i,0.02621-0.0096655i,0.031487-0.024693i,0.0037953-0.025646i,0.0079507-0.0090323i,-0.0022586-0.035578i,0.02352-0.024652i,0.013385-0.02738i,0.013077-0.00026445i,0.01924-0.0034397i,-0.0070467+0.00011892i,0.0044908+0.0062978i,-0.0081147+0.011199i,-0.0041736-0.00052882i,0.0034405+0.0020475i,0.0089666+0.003877i,-0.0010218-0.00080135i,0.0032993+0.0049096i,0.0032795+0.00032665i,0.00089113-0.0056947i,-0.0010907-0.0028261i,0.0022912+0.00021416i,-0.009028-0.001166i,0.0037867+0.0036733i,-0.007884-0.0020331i,0.0019946+0.0013302i,-0.00043854+0.0051195i,-0.0012149-0.00020066i,0.0022385-0.0056118i,-0.0022626+0.0014933i,0.0022034+0.0019369i,-0.0051941+0.0029518i,-0.0014113-0.00099487i,-0.0010023+0.002183i,3.9709e-05-0.00086331i,-0.0088088-0.0067501i,0.0022355-4.4188e-05i,-0.0030736+0.00027909i,-0.00048973+0.0024586i,0.004141+0.0014966i,-0.00054023-0.0016287i,0.0017637-0.0017174i,-0.002308-0.0034616i,0.0037438+0.0056583i,0.001481+0.00041797i,0.020412-0.010094i,-0.020181+0.021088i,0.0072011+0.022988i,-0.0036702-0.00081189i,0.0052143-0.0049524i,0.0020432-0.0014336i,-0.0017319+0.0069654i
0.012428-0.00088116i,0.0036303-0.037465i,-0.022654-0.027134i,-0.012292-0.0041051i,-0.018728+0.0080357i,-0.023024+3.8832e-05i,-0.01652-0.015168i,-0.0032302-0.034067i,-0.010566-0.01803i,-0.0010252-0.0046136i,4.2155e-05+0.001362i,0.0010897+0.0007616i,0.00099027+0.0007611i,3.5628e-05+0.00057221i,0.00082152+0.00085725i,-0.0034594-0.0026262i,0.0031082+0.00043992i,0.0025251+0.00013602i,0.0012957-0.0010218i,-5.1321e-05-0.0003044i,-0.0002509-0.0014744i,0.0023376+0.00080123i,1.0322e-05-0.0013748i,-0.0014363-0.0026309i,-0.0019002-0.00013969i,0.0010443-0.00077922i,0.0011751-0.00091717i,-0.00015337-0.00065612i,0.00034205-9.1047e-05i,-2.1974e-05+0.00041237i,-0.0010453+0.0013875i,-0.0012779-0.0003319i,-0.0010134-0.00050271i,-0.0001773-0.00033936i,-0.0023555-0.00031193i,-0.0027107-0.0032969i,0.00062121-0.0015982i,-0.00049154+7.7621e-05i,-0.00039375-0.00032072i,-0.0015211+0.0040048i,-0.0010021-0.00094806i,0.00018547-0.00049304i,-0.0014892-0.00058359i,0.00013332-0.0041518i,0.0071343-0.008464i,0.022934-0.012934i,0.026725-0.028203i,-0.0012694-0.024376i,0.0068-0.012369i,-0.010289-0.033644i,0.019111-0.030445i,0.0083942-0.031026i,0.014791-0.0030596i,0.015169-0.0095186i,-0.008112+0.0027076i,0.0061878+0.0039823i,-0.0031812+0.013411i,-0.0045421+0.00087583i,0.0039495+0.0019108i,0.0095615+0.0018995i,-0.0014618-0.0010552i,0.0044031+0.0062749i,0.002843-0.0012259i,-0.00082033-0.0050831i,-0.0022734-0.0019455i,0.0022914-0.00084004i,-0.0074681+0.0018629i,0.0051857+0.0013749i,-0.0075649+0.0014403i,0.0016995+0.0012414i,0.0017965+0.0047298i,-0.0012842+0.00025111i,-0.0011126-0.006487i,-0.0016574+0.0013059i,0.00047822+0.00023651i,-0.0038431+0.0045982i,-0.0023421-7.2907e-05i,-0.00085177+0.0023285i,-0.00068584-0.00062213i,-0.010091-0.0032652i,0.0010119-0.00094251i,-0.0035425+0.00058593i,0.00036529+0.0020627i,0.0042696-0.00062025i,-0.00059037-0.0016121i,0.0023741-0.0023429i,-0.0029076-0.0031728i,0.0057694+0.0050724i,0.0015332+0.0009544i,0.018131-0.012842i,-0.016365+0.027361i,0.0090704+0.02001i,-0.0074362+3.655e-06i,0.0020981-0.0037809i,0.0020539-0.0021499i,-0.0025129+0.0058161i
0.012097-0.0026988i,-0.0021034-0.037958i,-0.026021-0.023033i,-0.013452-0.0027801i,-0.017457+0.01094i,-0.021943+0.0036997i,-0.018779-0.012089i,-0.009247-0.033816i,-0.014927-0.016712i,-0.001558-0.0044585i,0.00065756+0.00069524i,0.0015891+0.00010368i,0.0016749+0.00046681i,0.00072002+0.00025625i,0.0008996+0.00038153i,-0.0034251-0.0022118i,0.0033722-0.0013275i,0.0021275-0.00069577i,0.00071047-0.0013357i,0.00025303-0.00033491i,-0.00075175-0.0011311i,0.0024983-0.00018613i,-0.00042985-0.0012601i,-0.0016381-0.0025368i,-0.0018761+0.00045714i,0.00068848-0.0011785i,0.00071988-0.0012593i,-0.00021404-0.00035915i,0.00053578+7.3558e-06i,0.00047921+0.0005694i,-0.0004917+0.0017056i,-0.0012967+6.6977e-05i,-0.0010321-0.00014137i,-0.00020322-0.00022342i,-0.0018047+0.00052839i,-0.003041-0.0025863i,4.8862e-05-0.0016395i,-0.00030573+0.00036848i,-0.00038307-0.00039508i,-0.00028704+0.0042613i,-0.0009435-0.00057337i,4.1115e-05-0.00065427i,-0.0011111-0.00085075i,-0.00028707-0.0041841i,0.0047608-0.0096618i,0.02051-0.015693i,0.021868-0.030905i,-0.005406-0.021881i,0.0057104-0.014684i,-0.017258-0.028746i,0.013314-0.035411i,0.003698-0.03439i,0.015913-0.0072592i,0.0096117-0.012711i,-0.0074804+0.0063262i,0.0067604+0.0012468i,0.0015101+0.013099i,-0.0042929+0.0024916i,0.0050201+0.0014581i,0.009556-0.00074375i,-0.0022642-0.0011955i,0.0071862+0.0064247i,0.0017006-0.001371i,-0.0019794-0.0039998i,-0.0027786-0.00070985i,0.0022134-0.0016833i,-0.0058611+0.0037438i,0.0054341-0.001364i,-0.0059519+0.0039047i,0.0024306+0.0016172i,0.0032854+0.0033994i,-0.0011311+0.00032328i,-0.0045251-0.005688i,-0.0017683+0.0012549i,-0.00068954+0.00061867i,-0.0018799+0.0056193i,-0.002241+0.0011123i,-0.00064726+0.0030083i,-0.0010222-0.00040108i,-0.010494-6.1569e-05i,-0.00014786-0.00092051i,-0.0040714+0.0017467i,0.00056967+0.0016831i,0.0035611-0.0029023i,-0.00070596-0.0020604i,0.0023686-0.0035032i,-0.0037725-0.0024357i,0.0074757+0.0034258i,0.002002+0.0011938i,0.01547-0.014966i,-0.0090391+0.031441i,0.010793+0.016565i,-0.0097291+0.0026098i,0.00069649-0.0012735i,0.0012784-0.0021596i,-0.0035355+0.0054418i
0.011423-0.0048308i,-0.0084171-0.037365i,-0.029036-0.018558i,-0.014199-0.0010944i,-0.015026+0.013864i,-0.020305+0.0065566i,-0.020389-0.0089453i,-0.015403-0.032051i,-0.018977-0.01403i,-0.0025054-0.0041878i,0.00072868-1.5017e-05i,0.0015519-0.00078312i,0.0022763-0.00024344i,0.00070459-0.00067502i,0.00077499+9.408e-05i,-0.0036828-0.0018426i,0.002501-0.002996i,0.0017079-0.0012729i,5.9612e-05-0.0013315i,0.00034392-0.00062902i,-0.00097405-0.00050992i,0.0020145-0.0011231i,-0.00074105-0.00092112i,-0.0022868-0.002502i,-0.0017983+0.00084286i,0.00014693-0.0014593i,0.00017965-0.0013153i,-1.7745e-05-0.00025466i,0.00077945-0.00010909i,0.00091404+0.00011626i,9.1797e-05+0.0017382i,-0.0011171+0.00045801i,-0.00096636-5.4377e-06i,-0.00029872-0.00030281i,-0.0018397+0.00089157i,-0.0033278-0.0018665i,-0.0006216-0.0017226i,0.0001726+0.00041741i,-0.00039298-0.00041999i,0.00087361+0.0039055i,-0.00084064-0.0003518i,-0.00024458-0.00076402i,-0.0011845-0.0010107i,-0.0011029-0.0042371i,0.0026536-0.010112i,0.01836-0.018421i,0.016828-0.032527i,-0.0076872-0.018628i,0.004591-0.016428i,-0.020329-0.021278i,0.0060274-0.039596i,-0.0020626-0.038151i,0.014992-0.012714i,0.0050347-0.012609i,-0.0050578+0.0087738i,0.0057945-0.0013435i,0.005385+0.01145i,-0.0037335+0.0037919i,0.0057912-0.00018475i,0.0087977-0.0033821i,-0.0039413-0.00035874i,0.0094242+0.0044157i,0.0016276-0.00097666i,-0.002581-0.0029159i,-0.0024492+0.00078041i,0.0015261-0.00242i,-0.0039635+0.0050097i,0.0047009-0.0039041i,-0.0034295+0.0054883i,0.0041128+0.00029183i,0.0040927+0.001622i,-0.0013324+0.00058079i,-0.0072171-0.0027493i,-0.0017472+0.0015046i,-0.0011277+0.0020254i,0.00037843+0.0053222i,-0.0015906+0.0017985i,0.00042335+0.0031305i,-0.0015205-0.00014653i,-0.010105+0.0032742i,-0.0011217-0.00013485i,-0.0034286+0.0035474i,0.0011453+0.0014659i,0.0017781-0.0044993i,-0.0013267-0.0020575i,0.0015042-0.0047227i,-0.0044145-0.00092055i,0.0080464+0.00076981i,0.0026602+0.00095335i,0.013597-0.015749i,-0.0012821+0.032052i,0.011545+0.013141i,-0.010464+0.0056994i,0.0013207+0.0013033i,0.00082435-0.0016055i,-0.0043676+0.0062666i
0.010208-0.0068007i,-0.014711-0.035186i,-0.031221-0.013599i,-0.014835+0.00057398i,-0.011596+0.015518i,-0.018527+0.009066i,-0.021751-0.0057637i,-0.02085-0.028907i,-0.021643-0.0099898i,-0.0034844-0.0035739i,0.00034409-0.00052257i,0.0010327-0.0014609i,0.0024673-0.0012237i,-5.2535e-05-0.0011011i,0.00065969+2.2097e-05i,-0.0039904-0.0012511i,0.00073187-0.0036526i,0.0010372-0.0015699i,-0.00037064-0.0010443i,7.2759e-05-0.00093676i,-0.00088834-0.00010172i,0.0012354-0.0016481i,-0.00084454-0.00057253i,-0.0029071-0.0020588i,-0.0014185+0.0015989i,-0.00047877-0.001423i,-0.00030207-0.0012415i,6.7121e-05-0.00034603i,0.00089175-0.00038408i,0.00087976-0.00040057i,0.00064191+0.0016793i,-0.00080028+0.00067105i,-0.0010793+0.00033031i,-0.00054998-0.00022447i,-0.001513+0.0016216i,-0.0036947-0.0012659i,-0.001398-0.0014082i,0.00048868+0.00011936i,-0.00042509-0.0004155i,0.0016821+0.0031513i,-0.00086009-0.0003268i,-0.00054294-0.00067212i,-0.0013362-0.00081572i,-0.0021848-0.0039668i,0.00064681-0.010695i,0.015774-0.021338i,0.012347-0.03317i,-0.0081982-0.015805i,0.0035522-0.018154i,-0.019101-0.014994i,-0.0033471-0.041716i,-0.0098992-0.041144i,0.011304-0.016977i,0.0025519-0.011068i,-0.0016217+0.010052i,0.0039154-0.0026472i,0.007876+0.0080239i,-0.0028194+0.0053925i,0.0050267-0.0015686i,0.0074321-0.0057903i,-0.0044786+0.0017484i,0.010429+0.0014128i,0.0020331-0.0012426i,-0.0026346-0.0020215i,-0.0014344+0.0015035i,0.001013-0.0026899i,-0.001242+0.005668i,0.002523-0.0057365i,-0.00079097+0.0057432i,0.004096-0.002411i,0.0040461-0.00032596i,-0.0011022+0.0010764i,-0.0073538+0.0010995i,-0.0013836+0.0016883i,-5.7465e-05+0.0036487i,0.0014661+0.0040647i,-0.00074466+0.002329i,0.0012515+0.0030338i,-0.0017924+0.00077929i,-0.0080878+0.006441i,-0.0009775+0.0010586i,-0.0017972+0.0046342i,0.0014214+0.00068487i,-0.00058298-0.0052548i,-0.001669-0.0013189i,1.079e-05-0.0054425i,-0.004054+0.00069779i,0.0070954-0.0014553i,0.0030025+0.00049675i,0.012939-0.017448i,0.0055297+0.030493i,0.011178+0.0097791i,-0.0098582+0.007986i,0.0037037+0.0029871i,0.00099973-0.0014407i,-0.004032+0.007057i
0.0087167-0.0084944i,-0.020334-0.031607i,-0.032646-0.0085907i,-0.015289+0.0029553i,-0.0082592+0.015934i,-0.016364+0.011265i,-0.022593-0.0022592i,-0.025359-0.024953i,-0.022573-0.0060693i,-0.004229-0.0025596i,-0.00017108-0.00044855i,0.00018793-0.0016295i,0.0022067-0.0021974i,-0.00069171-0.00092837i,0.00079319-0.00012406i,-0.0040794-0.00039458i,-0.00080344-0.0032174i,0.00047329-0.0014755i,-0.0006571-0.00068946i,-0.00033473-0.00088287i,-0.00064789+0.00019294i,0.00055807-0.0018075i,-0.00085654-0.00024027i,-0.0035297-0.0013708i,-0.00075627+0.0017698i,-0.00098363-0.0011129i,-0.00066297-0.0009386i,7.2633e-06-0.00041998i,0.00079976-0.00067401i,0.00086008-0.00075231i,0.0013173+0.0012428i,-0.00049138+0.00084629i,-0.0010968+0.00080394i,-0.00066666-3.4687e-05i,-0.00065751+0.0020706i,-0.0042381-0.00053321i,-0.0018032-0.00076956i,0.00047966-0.00037249i,-0.00050941-0.00043127i,0.001957+0.0023883i,-0.00095991-0.00027873i,-0.00076615-0.00041279i,-0.0013923-0.00065644i,-0.0030235-0.0032378i,-0.0019393-0.010987i,0.012633-0.024229i,0.0086213-0.033063i,-0.0079957-0.014172i,0.0026925-0.020872i,-0.016428-0.011372i,-0.013011-0.040043i,-0.019117-0.041509i,0.0067577-0.018951i,0.0017989-0.0099845i,0.001498+0.0092502i,0.0021566-0.0030838i,0.0080813+0.0049808i,-0.0010708+0.0065816i,0.0046178-0.0022574i,0.0047621-0.0082481i,-0.0039154+0.00355i,0.0099825-0.0021305i,0.0022545-0.0019497i,-0.0023388-0.0013788i,-0.00058096+0.0015366i,0.00046329-0.0031744i,0.0013976+0.0045969i,-0.00013451-0.0064157i,0.0016053+0.005081i,0.0022904-0.0040406i,0.0031059-0.0017979i,-0.00075298+0.0012906i,-0.0054255+0.0038449i,-0.0013351+0.0017752i,0.0022653+0.0039298i,0.0016467+0.0034342i,0.00037029+0.0022062i,0.0025507+0.0026624i,-0.0014796+0.00152i,-0.0054855+0.0080554i,0.00011786+0.0015685i,0.00029568+0.0049369i,0.0012113-0.00012262i,-0.0032652-0.0048898i,-0.0018599-0.0010057i,-0.0017023-0.005399i,-0.0030011+0.0015231i,0.0053944-0.0027719i,0.0032204-5.1817e-05i,0.01178-0.020275i,0.011446+0.027569i,0.0098327+0.0071513i,-0.0088768+0.0097049i,0.0061466+0.0029012i,0.00069617-0.001411i,-0.0033509+0.0073086i
0.0068015-0.0099137i,-0.024611-0.026929i,-0.033261-0.00317i,-0.014841+0.0054683i,-0.0053426+0.015453i,-0.013821+0.012739i,-0.02254+0.001288i,-0.029242-0.020403i,-0.022775-0.0028712i,-0.0046357-0.0012375i,-0.00047533-8.6672e-05i,-0.00045187-0.0012966i,0.0015388-0.0030847i,-0.0011169-0.00057466i,0.00076315-0.0005018i,-0.0038048+0.00057999i,-0.0018213-0.0022493i,0.00010131-0.0013723i,-0.00089362-0.00027763i,-0.0005819-0.00061385i,-0.00038915+0.00031771i,-0.00013273-0.0019964i,-0.0008124+0.00011416i,-0.0040143-0.00024749i,-0.00024627+0.0018854i,-0.0013858-0.00062831i,-0.00074349-0.00065059i,-7.6433e-05-0.00051807i,0.00075407-0.00079604i,0.00065503-0.0012641i,0.0015952+0.00049571i,-0.00014324+0.00090117i,-0.00072186+0.0013934i,-0.00072667+0.00024386i,0.00025276+0.0021403i,-0.0048081+0.00056475i,-0.0019056-0.00013009i,0.00020096-0.00062084i,-0.0007747-0.00036944i,0.0020618+0.0018093i,-0.0011029-6.7835e-05i,-0.00095722-8.8612e-05i,-0.0013624-0.00044204i,-0.0036635-0.0021342i,-0.0046077-0.010437i,0.0086293-0.026834i,0.0054697-0.033359i,-0.0075826-0.013582i,0.0003151-0.023866i,-0.01321-0.0099123i,-0.020971-0.03588i,-0.028639-0.039455i,0.002903-0.018777i,0.0024136-0.010059i,0.0029762+0.0073859i,0.00041919-0.0026639i,0.0077384+0.0030658i,0.0010269+0.0066562i,0.0038845-0.0036015i,0.00083232-0.008952i,-0.0027064+0.0053371i,0.0076855-0.0052472i,0.0020855-0.0029227i,-0.0019871-0.00091097i,-0.00010054+0.0013873i,-0.00029898-0.0034431i,0.0026397+0.0030382i,-0.0029243-0.0060673i,0.003761+0.0034929i,0.00085744-0.0045668i,0.0019123-0.0025117i,-0.00031444+0.0010432i,-0.0030575+0.0049512i,-0.00124+0.0024594i,0.0040836+0.0024786i,0.0023459+0.0032242i,0.0010054+0.0012904i,0.0034698+0.0014898i,-0.0012024+0.0019419i,-0.0028914+0.0087933i,0.00071043+0.00093521i,0.0023154+0.0039614i,0.0010293-0.00034397i,-0.0054472-0.0031274i,-0.0022418-0.00031049i,-0.0032307-0.0043334i,-0.0023128+0.001969i,0.0036611-0.0031113i,0.0029008-0.0010312i,0.0095382-0.023287i,0.016713+0.023358i,0.008271+0.0052761i,-0.0079902+0.010936i,0.0083864+0.0014179i,0.00034077-0.0010088i,-0.0026947+0.007077i
0.0047826-0.010843i,-0.027339-0.022037i,-0.032752+0.0020063i,-0.013923+0.0077234i,-0.003206+0.014311i,-0.0115+0.0137i,-0.022087+0.0043865i,-0.031786-0.014926i,-0.022772-0.00011834i,-0.004487+5.3015e-05i,-0.0003902+0.00047121i,-0.00072537-0.0009455i,0.00049205-0.0037519i,-0.0013788-4.7322e-05i,0.00051236-0.00080189i,-0.0031211+0.0012789i,-0.0022964-0.0011366i,-0.00010803-0.0012424i,-0.00069268+0.00044425i,-0.00063921-0.00031787i,-0.00019499+0.00024856i,-0.0011386-0.0018335i,-0.00049943+0.00030739i,-0.0040385+0.0011353i,0.00048931+0.002081i,-0.001487-3.5609e-05i,-0.00072896-0.00042942i,-0.0001687-0.00047609i,0.00078058-0.0011302i,5.7705e-05-0.0016077i,0.001445-0.00015584i,0.00016535+0.00077947i,-2.6136e-05+0.0015799i,-0.00069557+0.00062825i,0.0009826+0.0016777i,-0.004942+0.0020853i,-0.0019687+0.00045268i,-0.0001105-0.00063611i,-0.00088341-1.4488e-05i,0.0019875+0.0014282i,-0.0011922+0.00020112i,-0.00075429+0.00023311i,-0.0012004-0.00010026i,-0.0039304-0.00092531i,-0.0065152-0.008776i,0.0036288-0.028163i,0.0017024-0.033693i,-0.0076754-0.013946i,-0.0030459-0.026433i,-0.010406-0.010961i,-0.027336-0.029669i,-0.037506-0.034078i,-0.00023406-0.017858i,0.0029969-0.011354i,0.0026071+0.0060154i,-0.00073054-0.0014094i,0.0073605+0.0016012i,0.0027444+0.0059533i,0.001962-0.0041933i,-0.0030192-0.007917i,-0.00061624+0.0065869i,0.0038619-0.0067963i,0.0011401-0.0042052i,-0.0018565-0.00071125i,0.00022416+0.0011734i,-0.0012348-0.0033916i,0.0034362+0.0016103i,-0.005228-0.0044263i,0.0050033+0.0012784i,-0.00058815-0.0050844i,0.00089746-0.0027513i,-0.00057586+0.00092047i,-0.00063161+0.0049778i,-0.00048493+0.002821i,0.0048069+0.00016295i,0.0032649+0.0025623i,0.00069923+0.00028618i,0.0037645+4.0745e-05i,-0.00077488+0.0022275i,-0.00015852+0.008785i,0.00027965+0.00052214i,0.0034562+0.0021942i,0.0010199-0.00075979i,-0.0064908-0.00047481i,-0.0020247+0.00082189i,-0.0040154-0.0031056i,-0.001666+0.0024233i,0.0020504-0.0029876i,0.0018956-0.0014676i,0.0067651-0.025802i,0.02099+0.017872i,0.0069394+0.0045466i,-0.0071309+0.01221i,0.010295-0.00093685i,0.00033482-0.00066175i,-0.0026899+0.0062777i
0.0027854-0.011328i,-0.029288-0.017586i,-0.031859+0.0072156i,-0.012516+0.0098064i,-0.0017831+0.013105i,-0.0090922+0.014449i,-0.021373+0.0074617i,-0.03331-0.0097448i,-0.022814+0.0021826i,-0.0039135+0.00088221i,0.00028076+0.00075788i,-0.00087178-0.00078036i,-0.00090152-0.0038601i,-0.0013571+0.00073895i,0.00026404-0.00083633i,-0.0024163+0.0014836i,-0.002173+0.00012743i,-0.00039566-0.0011825i,-1.0667e-05+0.00067636i,-0.0006101-0.00029444i,-0.00018839+0.0001201i,-0.0017804-0.00092177i,-0.00029362+0.00023297i,-0.0035823+0.0025508i,0.0014616+0.0016909i,-0.001289+0.00054142i,-0.00073412-0.00038268i,-0.0001837-0.00053693i,0.00040548-0.0016231i,-0.00052813-0.0015294i,0.0011832-0.00053133i,0.00043554+0.00063104i,0.00062671+0.0013704i,-0.00026475+0.0011193i,0.0014795+0.00081948i,-0.0044535+0.0036196i,-0.0017894+0.0011678i,-0.0003489-0.00040472i,-0.0010162+0.00017028i,0.0021023+0.0014365i,-0.0012143+0.00039215i,-0.00080754+0.00022077i,-0.0010396-0.00015601i,-0.0034221+0.00014117i,-0.0074776-0.0071989i,-0.0010913-0.027614i,-0.0018748-0.033007i,-0.0086943-0.014361i,-0.0075795-0.028186i,-0.010294-0.013392i,-0.030898-0.021923i,-0.044172-0.026277i,-0.0017189-0.015777i,0.0024257-0.014083i,0.0023289+0.0065749i,-0.00083672+1.4808e-05i,0.006548+0.00024441i,0.0039373+0.0047664i,0.00032537-0.003161i,-0.0062971-0.0053234i,0.0020199+0.0063577i,-3.6408e-06-0.0056207i,-0.00059876-0.0044683i,-0.0016891-0.00018454i,0.0002342+0.00089623i,-0.0020394-0.003023i,0.0041072-0.00026954i,-0.0066222-0.0016713i,0.0052655-0.0011226i,-0.0027265-0.0044758i,-0.00014304-0.0028219i,-0.00053701+0.0011547i,0.0011403+0.0036101i,0.00031304+0.0026842i,0.0039305-0.0026306i,0.0037437+0.0017452i,-0.00022314+0.0001321i,0.0033087-0.0010659i,-0.00029155+0.0026349i,0.0025571+0.0077366i,-2.3167e-05+0.00049907i,0.0032148+4.9168e-06i,0.00024314-0.001259i,-0.0061226+0.0021833i,-0.0011667+0.0012293i,-0.004211-0.0018961i,-0.00066464+0.0024869i,0.00062722-0.0016734i,0.001176-0.0010193i,0.0030698-0.028814i,0.02317+0.010759i,0.0060156+0.0036534i,-0.0060828+0.013616i,0.010213-0.0046425i,0.00035788-0.0002147i,-0.0036738+0.006072i
