-0.02424-0.038405i,-0.011581-0.050132i,-0.017952-0.044916i,-0.030838-0.035304i,-0.030106-0.01613i,-0.050635-0.027418i,-0.057954-0.025533i,-0.044944-0.037245i,-0.02946-0.034525i,0.007998+0.012655i,-0.005498+0.015196i,-0.0045924+0.014514i,0.010556+0.020782i,0.00034462+0.0044246i,0.0033857+0.0033208i,0.0065903+0.017878i,0.026522+0.034908i,-0.0028181-0.0010528i,-0.0046544-0.0060365i,0.0068717+0.0026516i,-7.8833e-05-0.00071115i,-0.0011636+0.0027657i,0.00012324-0.00024986i,-0.029767-0.0021376i,-0.0014671-0.0059426i,0.0014114+0.0043376i,0.0030692-0.00020032i,-0.00037848+0.00069095i,0.00058892-0.00035978i,-0.00092122-0.0026288i,-0.0019578-0.0058613i,-0.0046156-0.0045872i,-0.0021674-0.005002i,0.0022999-0.00065055i,0.0022661-0.0028818i,-0.00012919+0.025472i,0.0013892-0.0032738i,0.0025229+0.00093123i,0.0057515+0.0010444i,-0.010493-0.0028963i,-0.0038243+0.00049424i,0.0057541+0.00056175i,0.0064716-0.00035538i,-0.0033299+0.0045317i,0.0016913-0.0090799i,-0.011767+0.017946i,0.035471-0.090857i,0.012233-0.07009i,-0.015859-0.059615i,-0.017012-0.055547i,0.038989-0.046816i,0.01694-0.06273i,0.03393-0.055718i,0.030996-0.059914i,0.01558-0.013378i,0.0044497+0.016856i,0.016614-0.026778i,-0.011335+0.0054562i,-0.00047229+0.0051474i,-0.0050093-0.0011833i,-0.0021133-0.02861i,-0.023709+0.031446i,0.010008-0.011323i,-0.013192-0.0024789i,-0.00010047-0.0049091i,-0.0010509-0.016287i,-0.0076058+0.0045404i,0.0050179+0.0062143i,-0.0089999+0.030711i,0.0051679+0.0060714i,-0.0051076-0.00043813i,-0.0029366-0.00042573i,-0.012246-0.0079798i,-0.00080214-0.0041058i,-0.02321+0.0011474i,0.00031782-0.0099298i,-0.0095009-0.0016024i,-0.0065057-0.0027277i,0.0068815+0.0032606i,-0.0075799+0.0017854i,2.5813e-06+0.00075087i,0.0054596+0.01138i,0.0038819+0.001078i,-0.0090335-0.010091i,0.003279+0.0079573i,-0.021657+0.0061234i,0.008603+0.00018386i,-0.028877-0.0032444i,-0.041774+0.0028915i,0.019945-0.096806i,-0.0016068-0.012333i,-0.052381-0.022053i,-0.023049+0.00058748i,0.017847+0.010986i,-0.02482+0.012897i,-0.019822-0.012781i
0.014116-0.0096315i,0.043976-0.012774i,0.02285-0.026883i,0.010993-0.021605i,0.013669-0.040312i,-0.018659-0.022693i,-0.0085682-0.014804i,-0.0026954-0.028163i,0.0070713-0.017665i,0.0041613-0.0017021i,0.0016981-0.0047205i,-9.2188e-05-0.0052357i,-0.0009178-0.0058097i,-0.00093241-0.0028468i,-0.0011784+0.00093351i,0.0013126-0.0030439i,-0.0038678+0.0016618i,-0.00020011+0.00076298i,0.00021906+0.00029672i,0.00066166+0.0022528i,0.0014108+0.0018111i,0.0010986-0.0010369i,0.0019863+0.00047029i,-0.0010836+0.0024744i,-0.00084099+0.00037144i,-0.00053658+0.00046793i,-0.0014484+0.00018608i,-0.00074656+0.00037046i,7.3798e-05+9.2674e-05i,-0.00025544-0.00028333i,0.0022614-0.0018214i,0.0014896-0.00010232i,0.0003549-0.00073679i,0.00062067-0.0009978i,0.00089709+0.00043819i,0.009127-0.0045891i,5.8094e-06+2.8234e-05i,-0.00079557+0.00065616i,-0.00023857-0.00033275i,0.00040205+0.00035302i,0.00066795+0.00081053i,0.00090874+0.00053474i,4.7094e-05-0.0028679i,-0.00019944-0.003294i,0.018607+0.0047635i,0.02875+0.039518i,0.035907+0.039994i,0.04758+0.02844i,0.01577-0.00089861i,0.035984-0.00058469i,0.038039+0.0125i,0.014485+0.0062995i,0.029177+0.022421i,-0.0038469+0.033348i,0.0066561-0.0048545i,0.0046-0.0032812i,0.00667-0.0038995i,0.0077435+0.0038063i,0.0037366+0.0063725i,-0.0062753+0.0041183i,-0.0037352-0.0059988i,0.0035703+0.013052i,-0.0039885+0.00054578i,-0.00019446+0.005147i,-0.00051231+0.0015239i,0.0026489-0.003137i,0.0064613-0.00071616i,-0.0026484-0.00053545i,0.0042398-0.0019554i,-0.0056467+2.1903e-05i,-0.001381+0.00086479i,0.00031754+9.6751e-05i,-0.0047816-0.0025736i,-0.0043168-0.0020697i,-0.0072414-0.0093084i,0.0033119-0.0017577i,-0.0048201+0.0020599i,-0.0015999+0.001149i,-0.0037893+0.0026245i,0.0071446+0.0005064i,-0.0070067-0.0014801i,-0.0046059-0.0074335i,-0.0026763-0.0012744i,-0.0059791-0.0012961i,0.0041807-0.0036326i,0.0057469+0.00027565i,0.0029894-0.0014293i,0.0058838+0.0081133i,0.0062299+0.0057297i,0.042705+0.026198i,-0.031799-0.0044819i,-0.036791+0.018263i,-0.0098867+0.020406i,0.0022193+0.0023205i,0.0094711-0.0046159i,-0.011379-0.00012979i
0.01171-0.011506i,0.040564-0.020144i,0.017518-0.030138i,0.007089-0.022175i,0.0053851-0.041988i,-0.021084-0.019024i,-0.011544-0.013928i,-0.0074288-0.026808i,0.0038405-0.018312i,0.0037251-0.0027057i,0.00050587-0.0052966i,-0.0012089-0.0045189i,-0.0026593-0.0047679i,-0.0015294-0.0022288i,-0.0006919+0.0011751i,0.00086502-0.0031548i,-0.0026624+0.002866i,-0.00065245+0.00076972i,8.0083e-05+0.00028957i,0.0013284+0.001973i,0.0020195+0.0015101i,0.00089959-0.0011987i,0.0019668-0.00015706i,0.00059553+0.0021776i,-0.00051498+0.0005927i,-0.00019099+0.00045888i,-0.0012074+0.00095064i,-0.00055559+0.00073549i,7.0989e-05-4.5615e-05i,-4.3926e-05+6.9517e-05i,0.0013343-0.0026572i,0.0014752-0.0006148i,0.00014833-0.00071905i,0.00011296-0.0010436i,0.0013872+0.00012563i,0.0040962-0.0040298i,-2.6767e-05+0.00017863i,-0.0010167-0.0038425i,-7.022e-05+6.9618e-06i,0.00034705-0.00017356i,0.00085598+0.00058913i,0.0010531+5.1021e-05i,-0.00084567-0.0021898i,0.00025198-0.0029524i,0.019074+0.0021971i,0.034343+0.034914i,0.040812+0.033152i,0.050989+0.019739i,0.012956-0.00030773i,0.036333-0.0065513i,0.040077+0.0052629i,0.015369+0.00029221i,0.02957+0.012291i,0.0038092+0.030381i,0.0044232-0.006038i,0.00073316-0.0035943i,0.0042519-0.0065306i,0.0069485+0.0010501i,0.0051753+0.004844i,-0.0036121+0.0066268i,-0.0044297-0.0028573i,0.0054424+0.01115i,-0.0040413+0.0014836i,0.0027387+0.0058548i,0.00041836+0.0017347i,0.00047625-0.0034545i,0.0072683-0.0043748i,-0.0028829-0.00016597i,0.0036644-0.0033767i,-0.0048489+0.0025764i,-0.0016148-8.3865e-05i,0.00010412-0.00052449i,-0.004673+0.00035074i,-0.0041798-0.00080403i,-0.0089298-0.0058752i,0.0019012-0.002713i,-0.0035065+0.0030655i,-0.001626+0.00066865i,-0.0025637+0.0036898i,0.007937-0.0026927i,-0.00677+0.0015333i,-0.0070306-0.0055023i,-0.0023529-0.00073111i,-0.0054685+0.00086991i,0.0015957-0.0041636i,0.0058157-0.002217i,0.0028355-0.0018547i,0.0073129+0.0056563i,0.0054403+0.0049849i,0.043339+0.016624i,-0.030873+0.0022391i,-0.03467+0.026215i,-0.0059991+0.018555i,0.0034058+0.0049245i,0.0071597-0.0062681i,-0.013018+0.0021029i
0.009738-0.013193i,0.035638-0.02673i,0.011728-0.031835i,0.0036763-0.021994i,-0.0031192-0.04211i,-0.022985-0.015326i,-0.014244-0.012332i,-0.011515-0.025055i,0.00043575-0.018598i,0.0030257-0.0034368i,-0.0012124-0.0053147i,-0.0019767-0.0036364i,-0.0037614-0.0031956i,-0.0018145-0.0015551i,-0.00037218+0.0011518i,0.00048381-0.0032557i,-0.001113+0.0031873i,-0.00074411+0.0012919i,0.00010855+0.00046651i,0.0018015+0.0012802i,0.00268+0.00067215i,0.00059897-0.0014746i,0.001724-0.00078221i,0.0018817+0.0012919i,-2.6792e-05+0.00064337i,1.4049e-05+0.00024934i,-0.00059946+0.0013981i,-0.00027698+0.00088234i,0.00023459+1.0088e-05i,0.0001343+0.00019626i,0.00025636-0.0029852i,0.0011573-0.0011056i,-0.00017794-0.00071143i,-0.00026709-0.00090972i,0.001625-0.00075305i,0.0040421-0.0044493i,0.00021382+0.00026144i,0.0024774+0.0033073i,0.00013666-8.3017e-05i,6.4768e-05-0.00043437i,0.00093158+0.00028245i,0.00092087-0.00060372i,-0.0011095-0.0013938i,0.0002171-0.0032996i,0.019328-0.00068879i,0.040859+0.028571i,0.044849+0.025663i,0.051999+0.011213i,0.011884+0.00068871i,0.036079-0.012809i,0.040101-0.0015584i,0.015262-0.0044899i,0.027206+0.0051131i,0.0095161+0.02718i,0.0020825-0.0062773i,-0.0020585-0.0017087i,0.00045329-0.0080252i,0.0052206-0.00070999i,0.0056173+0.0030564i,-0.0010169+0.0074984i,-0.0037445-0.00071144i,0.0061407+0.0085887i,-0.0038328+0.0036533i,0.0054525+0.0047256i,0.001064+0.001312i,-0.0010661-0.0026394i,0.0060784-0.0070402i,-0.0027284+0.00041065i,0.0029662-0.0040325i,-0.0021374+0.0040674i,-0.0021821-0.00024935i,-0.00034085-0.00058917i,-0.0032525+0.0020296i,-0.0035087+0.00047027i,-0.0095938-0.0023921i,0.00088702-0.0032553i,-0.002074+0.0034333i,-0.0018411+0.00096939i,-0.00064962+0.0036007i,0.0070748-0.0063005i,-0.0052702+0.003871i,-0.008073-0.0024957i,-0.0023182-0.0006345i,-0.0044961+0.0020493i,0.00024176-0.0034555i,0.0045607-0.0041998i,0.0028933-0.0023415i,0.006792+0.0021259i,0.005115+0.004842i,0.043372+0.0092033i,-0.027783+0.0074964i,-0.028983+0.033641i,-0.003945+0.016556i,0.0063984+0.005618i,0.0043487-0.0054338i,-0.01278+0.0048369i
0.0075601-0.015086i,0.029772-0.031558i,0.0063467-0.032929i,0.00094459-0.021984i,-0.011358-0.039915i,-0.024313-0.011552i,-0.016791-0.010074i,-0.01516-0.022639i,-0.0026419-0.017988i,0.0021807-0.0040197i,-0.0028455-0.004187i,-0.0022456-0.0028975i,-0.0039903-0.0015264i,-0.0019796-0.0010444i,-5.4803e-05+0.0013605i,-6.2225e-05-0.0032032i,-0.00014033+0.002983i,-0.00028026+0.0019535i,0.00036252+0.00070442i,0.0019722+0.00046029i,0.0027567-0.00048889i,-1.5233e-05-0.0016848i,0.001223-0.0011874i,0.0023348-0.00044019i,0.00033752+0.00062424i,-8.5708e-05+0.0001201i,-9.0202e-07+0.0014824i,9.329e-05+0.00093367i,0.00028179-6.4643e-05i,0.00031221+0.00019427i,-0.00083045-0.0028524i,0.00068089-0.0013996i,-0.00038787-0.00053141i,-0.00048667-0.00071965i,0.0011626-0.001793i,0.0030927-0.0051013i,0.00046645+8.3935e-05i,0.0025924+0.0014637i,0.00022263-0.0002261i,-0.00030658-0.00064583i,0.0008581+0.00015445i,0.00039383-0.0006698i,-0.0011567-0.00070355i,-0.00026757-0.0032682i,0.019339-0.0038535i,0.045527+0.018977i,0.047823+0.017602i,0.052618+0.0029612i,0.012523+0.0021516i,0.034235-0.02003i,0.039241-0.0082332i,0.014376-0.0095697i,0.024879+0.00010454i,0.01522+0.02293i,0.00039868-0.0053977i,-0.0032777+0.00095964i,-0.0040274-0.007909i,0.0036179-0.0015677i,0.0053998+0.0018093i,0.0012737+0.0076404i,-0.002688+0.00052564i,0.00611+0.0059676i,-0.0011964+0.0057154i,0.0078405+0.0025364i,0.0017145+0.00098118i,-0.0019052-0.0013712i,0.0038846-0.0096723i,-0.0024183+0.00064217i,0.0022099-0.0047818i,-0.00022264+0.0033132i,-0.0028606+0.00022121i,-0.00042606-0.00053274i,-0.0016577+0.0032023i,-0.0026265+0.0011489i,-0.0089201+0.00097673i,-0.00041065-0.0039135i,-0.00062052+0.0030448i,-0.0017622+0.0010428i,0.00060112+0.0027091i,0.0046652-0.0094987i,-0.002664+0.0051094i,-0.0071309+0.0001047i,-0.0026023-0.00048755i,-0.0038844+0.0031465i,-0.00052292-0.0027499i,0.0029868-0.0048093i,0.0026729-0.0034474i,0.005152+0.00089474i,0.005548+0.0047756i,0.042569+0.0019445i,-0.024535+0.0093303i,-0.020926+0.037885i,-0.0018345+0.015771i,0.0085797+0.0048596i,0.0033825-0.0036699i,-0.011508+0.0067675i
0.004611-0.01674i,0.023578-0.034855i,0.00073674-0.033307i,-0.0021218-0.022161i,-0.017908-0.036384i,-0.0252-0.0077817i,-0.018646-0.0069998i,-0.01816-0.019706i,-0.0049231-0.016975i,0.00097982-0.0041024i,-0.0033917-0.0026388i,-0.0026747-0.0023485i,-0.0036253-0.00022449i,-0.0023195-0.00036751i,0.00059058+0.0015153i,-0.00067623-0.0030106i,0.00029525+0.0030477i,0.00067319+0.0022594i,0.00068828+0.0005156i,0.0016478-0.00030503i,0.0023097-0.0014479i,-0.00056232-0.0016332i,0.00076753-0.0014194i,0.0014446-0.0016915i,0.00083372+0.00018517i,-0.00020952+0.0001159i,0.00063692+0.0013711i,0.00050967+0.00090795i,0.00023099-0.00018891i,0.00039038+3.8588e-05i,-0.0017495-0.0023128i,0.00022742-0.001574i,-0.00059671-0.00036125i,-0.00069197-0.00043415i,-0.00012591-0.0021059i,0.0022251-0.0056568i,0.00044197-0.0002087i,0.0022963-0.00018094i,0.00037209-0.00035304i,-0.00076612-0.00058241i,0.0012316+0.00012464i,0.00013259-0.00043387i,-0.00096715-0.00024781i,-0.00072419-0.0029763i,0.019234-0.0076018i,0.047076+0.0086567i,0.049145+0.0091092i,0.052653-0.0060264i,0.015211+0.0029426i,0.030371-0.027012i,0.03729-0.014498i,0.011676-0.013929i,0.022043-0.0034315i,0.019863+0.017017i,-0.00045897-0.0050879i,-0.0027987+0.0041218i,-0.0085585-0.0052738i,0.0020188-0.0019515i,0.0051165+0.00082206i,0.0032114+0.0070678i,-0.0015676+0.00096323i,0.0049323+0.0044754i,0.0021187+0.0047607i,0.0092098-0.0011301i,0.0022989+0.00020352i,-0.0018225+0.00032381i,0.00037084-0.011781i,-0.0026416+0.0012675i,0.0012585-0.005297i,5.192e-05+0.0028774i,-0.0032871+0.0012534i,-0.00058045-0.00054028i,0.0013144+0.0033088i,-0.0020086+0.00078551i,-0.0067196+0.0035759i,-0.0024409-0.003852i,0.00014166+0.0020692i,-0.0015839+0.0013581i,0.0010456+0.0015159i,0.00082214-0.011897i,-0.00020635+0.0047292i,-0.0056491+0.0013552i,-0.0025589-7.7827e-05i,-0.0024717+0.005214i,-0.0013187-0.0018686i,0.0014473-0.0048147i,0.0015679-0.0043558i,0.0038056+0.00039728i,0.0064445+0.0041381i,0.040499-0.0047346i,-0.024922+0.0095768i,-0.013302+0.038252i,0.00067833+0.013819i,0.010318+0.0029405i,0.0037894-0.0025333i,-0.0097303+0.008073i
0.0016496-0.017737i,0.017724-0.037095i,-0.0047017-0.03249i,-0.005484-0.021669i,-0.02402-0.032319i,-0.02544-0.0041137i,-0.019492-0.00372i,-0.020757-0.016793i,-0.0069077-0.016084i,0.0004145-0.0037411i,-0.0033253-0.0014221i,-0.00296-0.0014371i,-0.0031732+0.00084436i,-0.0021416+0.00062978i,0.0012371+0.0011291i,-0.0011336-0.0025401i,0.00079516+0.0037991i,0.0016673+0.0018238i,0.00079577+0.00033131i,0.0012208-0.00063498i,0.0016852-0.0021562i,-0.0011511-0.0014524i,0.00024568-0.001683i,0.00040331-0.0022042i,0.0004995-0.00037678i,-0.00033016+0.00037508i,0.0012398+0.0010197i,0.00084565+0.00059005i,2.4295e-05-0.00032291i,0.00019406-3.5108e-05i,-0.0024252-0.0015539i,-0.00034157-0.0016367i,-0.00065508+0.00010671i,-0.00063149-0.00012736i,-0.00076277-0.0015898i,0.00074691-0.0064832i,0.00034702-0.00018799i,0.0015837-0.00076083i,0.00036442-0.00068943i,-0.0011422-0.0002529i,0.0017359-0.00092251i,0.00015612-0.00030076i,-0.00059639+0.0001747i,-0.0011817-0.0026961i,0.018164-0.012273i,0.046059-0.0014434i,0.049073+0.00072929i,0.049886-0.015873i,0.019449+0.00052865i,0.024348-0.032656i,0.034451-0.01998i,0.0086802-0.016591i,0.020302-0.0046047i,0.022017+0.009828i,-0.0019308-0.0048361i,-5.6194e-05+0.0062121i,-0.011229-0.00064437i,0.00057115-0.0018944i,0.0046058-2.0073e-06i,0.0044146+0.0058634i,-0.0006955+0.0005883i,0.0041029+0.0039074i,0.0029077+0.0028158i,0.0077952-0.0052431i,0.0024142-0.0011053i,-0.00021639+0.001411i,-0.0050675-0.010578i,-0.0023616+0.0026432i,0.00074767-0.0056456i,0.0013867+0.0030051i,-0.0031847+0.0027897i,-0.00071119-0.00041664i,0.0037029+0.00028951i,-0.0019761+0.00051316i,-0.0035688+0.0042002i,-0.0042469-0.0022877i,0.00028748+0.0010783i,-0.0016494+0.0014204i,0.0011422+0.00040366i,-0.004396-0.012526i,0.0016413+0.0033052i,-0.0049461+0.0018532i,-0.0027904+0.00041865i,0.00038372+0.0057075i,-0.0011026-0.00069601i,7.7604e-05-0.00419i,0.00036944-0.004627i,0.002575+0.00046473i,0.006728+0.0030836i,0.037709-0.010051i,-0.026677+0.012586i,-0.0073466+0.037585i,0.001986+0.010571i,0.011233+0.0005253i,0.0041639-0.0024407i,-0.007772+0.0082787i
-0.0017176-0.018506i,0.012047-0.038576i,-0.0097422-0.030943i,-0.0084328-0.020636i,-0.029133-0.026808i,-0.025273-0.00045199i,-0.019703-0.00071923i,-0.022823-0.013374i,-0.0088688-0.015634i,0.00013303-0.0035885i,-0.0030069-0.00044036i,-0.002884-0.00040538i,-0.0022799+0.0017448i,-0.0015554+0.0012941i,0.0015531+0.0005708i,-0.001363-0.0020578i,9.7051e-05+0.004638i,0.0022308+0.00095914i,0.00094897+0.00026125i,0.00094096-0.0007564i,0.0007893-0.0026026i,-0.0017498-0.0009006i,-0.00029079-0.0015095i,-0.00037215-0.0021696i,0.00020425-0.00047148i,-0.00015564+0.00068384i,0.0014883+0.00032723i,0.0010379+0.00020293i,3.3319e-05-9.7711e-05i,0.0002237+0.00013494i,-0.0028033-0.00064586i,-0.00080981-0.001312i,-0.00035123+0.00043236i,-0.00051808+5.8433e-05i,-0.00099964-0.0012713i,-0.0011158-0.0060393i,0.00044818-0.00030509i,0.0010925-0.0010619i,4.6483e-05-0.0007412i,-0.0013802+0.00024301i,0.0013556-0.0015195i,2.244e-05-0.00032222i,-0.00015209+0.00033506i,-0.0016127-0.0021114i,0.015004-0.016631i,0.042583-0.010296i,0.04745-0.0072325i,0.044354-0.02417i,0.021467-0.0046039i,0.017572-0.036365i,0.031236-0.024922i,0.0062636-0.019088i,0.020846-0.0060052i,0.022645+0.0031392i,-0.003881-0.0042225i,0.0031389+0.0059058i,-0.01108+0.0049509i,-0.00069788-0.0014524i,0.0041931-0.00050264i,0.0059611+0.005045i,-0.00053286+5.7953e-05i,0.0029946+0.0037923i,0.0033316+0.0020933i,0.0043557-0.0077559i,0.0015138-0.0022174i,0.0012004+0.00087412i,-0.0081081-0.0064569i,-0.00075331+0.0036137i,-0.0011762-0.010121i,0.002416+0.001659i,-0.0020379+0.0042597i,-0.00081439-0.00042393i,0.0029643-0.0030105i,-0.0022823+0.00075228i,-0.0016071+0.0031052i,-0.0045657-0.00048441i,-0.00023906+0.0004134i,-0.0015649+0.0018i,0.00060454-0.00067647i,-0.009831-0.0097019i,0.0020535+0.0011952i,-0.0047299+0.0025353i,-0.0027245+0.0015035i,0.0028022+0.0048025i,-0.00044408-0.00057092i,-0.00019069-0.0029904i,-0.00058994-0.00448i,0.0016151+0.001226i,0.0068516+0.0018913i,0.035941-0.014466i,-0.02714+0.017681i,-0.0017749+0.036151i,0.001256+0.0073017i,0.010657-0.0029102i,0.0038964-0.0023296i,-0.0066896+0.0074211i
-0.0056292-0.018365i,0.0064549-0.039394i,-0.014537-0.028618i,-0.011257-0.019553i,-0.032503-0.020549i,-0.024667+0.0030777i,-0.019501+0.0021503i,-0.024318-0.0096963i,-0.011187-0.014866i,-0.00038799-0.0037304i,-0.0023558+0.00027258i,-0.002377+0.00036305i,-0.001192+0.0022734i,-0.0009156+0.0016029i,0.0017023-9.2474e-06i,-0.0014125-0.0017203i,-0.0018832+0.0022129i,0.0024152+5.2336e-05i,0.0010673-6.7735e-05i,0.00078758-0.00096174i,-0.00038081-0.0025587i,-0.0019145-0.00017311i,-0.00061204-0.00123i,-0.00099148-0.0019446i,4.2796e-05-0.00045158i,0.00016532+0.00077502i,0.0013279-0.00028275i,0.0010703-0.00025886i,4.6926e-05-0.00010869i,0.00027991+0.00013379i,-0.0029113+0.00035101i,-0.00096948-0.00082002i,8.9327e-05+0.00042462i,-0.00042901+0.0001568i,-0.0013872-0.00081448i,-0.0023557-0.0050984i,0.00025878-0.00050882i,0.00024794-0.001296i,-7.2952e-05-0.00038509i,-0.0013965+0.0007649i,0.00041034-0.0015692i,-0.00020976-0.00031957i,0.00028317+0.00023998i,-0.0017405-0.0013638i,0.010908-0.019625i,0.037197-0.017019i,0.044422-0.014292i,0.037445-0.030132i,0.021029-0.0092999i,0.010277-0.038517i,0.027569-0.029938i,0.0031034-0.02139i,0.021788-0.0094332i,0.021659-0.0038808i,-0.0058158-0.0026083i,0.0053958+0.0039333i,-0.0081042+0.0095165i,-0.0015406-0.00071889i,0.003615-0.00086869i,0.0070825+0.0036233i,-0.00073962-8.3749e-05i,0.0030032+0.004755i,0.0040594+0.00075304i,0.00086009-0.0078374i,0.00048057-0.0025186i,0.0017727-8.2144e-05i,-0.0088174-0.0023453i,0.00098042+0.0033935i,-0.0046736-0.0087802i,0.0019744+0.00033204i,-0.00019268+0.0048409i,-0.0012463-0.0003713i,0.00048738-0.0049568i,-0.0022792+0.0012352i,-0.000941+0.0016641i,-0.0048454+0.0007321i,-0.00089904+0.00051656i,-0.0012305+0.0020369i,-0.00062126-0.00081018i,-0.012421-0.0048008i,0.0014653-9.6277e-05i,-0.0045186+0.0031318i,-0.0018079+0.0022851i,0.0045833+0.0030309i,-0.00056178-0.00044013i,0.00034444-0.0027455i,-0.0015075-0.0041385i,0.0022024+0.0028477i,0.0067425+0.0010849i,0.032863-0.019755i,-0.026011+0.023625i,0.0026275+0.033832i,-0.00076918+0.0053197i,0.0075331-0.0050784i,0.004321-0.0026268i,-0.007064+0.0069272i
-0.0092757-0.017048i,0.0010248-0.039839i,-0.01853-0.025294i,-0.014053-0.017998i,-0.034628-0.014508i,-0.023662+0.0066332i,-0.018734+0.0050704i,-0.025003-0.006108i,-0.013714-0.013737i,-0.001031-0.0035426i,-0.0016211+0.00042737i,-0.0018043+0.0008743i,-2.7614e-05+0.0024818i,-0.00031877+0.0017645i,0.0015472-0.00064329i,-0.0013822-0.0016302i,-0.0004583+0.00077673i,0.0021119-0.00077345i,0.00097823-0.00051778i,0.00052745-0.0010745i,-0.0011838-0.0020911i,-0.0015668+0.0004968i,-0.00077839-0.0011029i,-0.0011265-0.0016577i,-0.0001948-0.00060769i,0.0004823+0.00066579i,0.0010263-0.00058226i,0.00094011-0.00044358i,-3.7198e-05-9.7978e-05i,0.0003997+0.00019298i,-0.0026867+0.0013713i,-0.00098602-0.00048287i,0.00024345+0.00027044i,-0.00039191+0.00031995i,-0.0014581-9.529e-05i,-0.0030253-0.0041598i,-2.476e-05-0.00046494i,-0.00017346-0.00065479i,0.0001557-0.0003356i,-0.001086+0.001335i,0.00012249-0.0020049i,-0.0001906-0.0001639i,0.00064476-0.00011319i,-0.0014397-0.00080612i,0.0067504-0.021415i,0.032521-0.020947i,0.040652-0.020188i,0.030392-0.0338i,0.019216-0.013258i,0.002866-0.038572i,0.022965-0.034358i,-0.00031663-0.02277i,0.021605-0.013781i,0.017777-0.0099981i,-0.0072726-2.0324e-05i,0.0061049+0.0012202i,-0.0037397+0.012036i,-0.0022897+0.00031449i,0.00327-0.0007974i,0.008253+0.0018217i,-0.00087516-0.00018166i,0.0041846+0.0061453i,0.0036456-0.00078037i,-0.0012983-0.0066595i,-0.00066365-0.0024315i,0.0018103-0.00094951i,-0.0075483+0.00093271i,0.0024806+0.0025561i,-0.013435-0.011584i,0.0013558+0.0002031i,0.001918+0.0043865i,-0.0014244+0.00010473i,-0.0024027-0.0053498i,-0.0019286+0.0013395i,-0.0015356+0.001155i,-0.0042929+0.0024817i,-0.0011336+0.0012191i,-0.0012432+0.0022557i,-0.0012201-0.00028051i,-0.012488-0.00016765i,0.00054737-0.00066506i,-0.0042033+0.0041985i,-0.00093537+0.0024243i,0.0061112+0.00040219i,-0.00026711-0.00021952i,0.00062794-0.0035955i,-0.0023714-0.0039946i,0.0034114+0.0025977i,0.0069322+0.00055687i,0.029391-0.023802i,-0.022431+0.031029i,0.0065739+0.031926i,-0.0032827+0.0051032i,0.0042148-0.004387i,0.0038958-0.0036656i,-0.0074156+0.0071727i
-0.012048-0.015149i,-0.0049071-0.040241i,-0.021729-0.022021i,-0.016609-0.015983i,-0.035986-0.008024i,-0.021635+0.0099491i,-0.017405+0.0077661i,-0.025424-0.0026854i,-0.016321-0.012129i,-0.0014098-0.0035165i,-0.0012654+0.00037641i,-0.00099552+0.0011433i,0.0011957+0.0021953i,0.0005148+0.0016152i,0.0011608-0.0011153i,-0.0015699-0.0016422i,0.00051276-0.00034642i,0.0015009-0.0013498i,0.00066526-0.00078055i,0.00044219-0.0011806i,-0.0017552-0.0013904i,-0.0011655+0.00084218i,-0.0011126-0.00096273i,-0.0011614-0.0017928i,-0.00053598-0.0005624i,0.000755+0.00047041i,0.00061072-0.00080953i,0.00071337-0.00053386i,-7.7066e-05-1.7276e-05i,0.00070607+0.00018714i,-0.002037+0.0022833i,-0.0011168-8.3611e-05i,0.00037766+0.00010938i,-0.0002273+0.00043073i,-0.00098705+0.00032202i,-0.0039018-0.0034333i,-4.7954e-05-0.00028532i,-6.114e-05-0.0005472i,9.2606e-05-0.00061965i,-0.00055078+0.0015799i,-0.0014997-0.00083933i,-0.00013249-0.00034823i,0.00054644-0.00074754i,-0.0010763-0.00070765i,0.0024096-0.022533i,0.029151-0.024635i,0.036518-0.025385i,0.023675-0.035589i,0.0176-0.015922i,-0.0041463-0.03641i,0.017634-0.038144i,-0.0033476-0.024235i,0.020165-0.018309i,0.012455-0.013206i,-0.0070943+0.0036225i,0.0054731-0.0014283i,0.00030197+0.012225i,-0.0025214+0.0016088i,0.0035641-0.00088733i,0.0083186-0.00087277i,-0.001195-0.0002083i,0.0067963+0.0059686i,0.0026821-0.0010958i,-0.0026032-0.0052499i,-0.0014731-0.0018211i,0.0017626-0.0016924i,-0.006077+0.0027174i,0.0034913+0.0011315i,-0.0094201+0.0055697i,0.0016901+0.00063057i,0.0031899+0.0031357i,-0.0012654+0.00036155i,-0.005009-0.0041309i,-0.0019539+0.0016474i,-0.0017814+0.0018362i,-0.0031886+0.0037422i,-0.00059621+0.0018379i,-0.0011114+0.0030118i,-0.0012492+0.00029011i,-0.011333+0.0035299i,-0.00027048-0.00069132i,-0.0031038+0.0054768i,-0.0005338+0.0025673i,0.0051094-0.0037018i,0.00012719-0.00073178i,4.7778e-05-0.0046477i,-0.0033541-0.0032391i,0.0044499+0.0018042i,0.0072861-0.00058984i,0.025424-0.027392i,-0.014374+0.036367i,0.011284+0.029115i,-0.0051123+0.0061327i,0.0022746-0.002354i,0.0026621-0.0039941i,-0.0076377+0.0077598i
