-0.0070424-0.039864i,-0.013168-0.043875i,0.0020964-0.044975i,-0.027204-0.027487i,-0.020448+0.014205i,-0.032171-0.032689i,-0.06002-0.06276i,-0.021488-0.07141i,-0.039921-0.050522i,0.0014059+0.014753i,-0.0072256+0.011058i,-0.015112+0.014344i,0.0012173+0.016747i,-0.0036286-0.0031497i,0.00043062+0.0070283i,0.00014126+0.039239i,0.028267+0.051238i,0.00080631-0.00040279i,-0.0049616-0.0085071i,0.0082514+0.0047013i,0.0016779+0.0010679i,-0.0017548+0.0044027i,0.00013213-0.0013379i,-0.034769-0.011695i,-0.0026281-0.0065515i,-0.00051561+0.0051924i,0.0078802-0.0033777i,-0.00029642+0.00051954i,-0.00018251-0.00079032i,-0.00022369-0.0028526i,-0.0010089-0.0048983i,-0.0026727-0.0038511i,-0.00062922-0.0083673i,0.0031014-0.00093127i,0.0028931-0.002592i,-0.0027207+0.035941i,0.0065477-0.0044371i,0.0034219-0.0027295i,0.0051279+0.00020276i,-0.011945+0.0016774i,8.4465e-05+0.00023773i,0.01312+0.0043531i,0.0067137-0.0021073i,-0.0035019+0.0042621i,0.0023282+0.0016408i,-0.0037363+0.0086971i,0.015448-0.08717i,-0.0067695-0.048575i,-0.024199-0.039175i,-0.019569-0.041947i,0.063429-0.015206i,0.027819-0.060847i,0.039108-0.044242i,0.029557-0.056226i,0.019419-0.015271i,0.0083856+0.0098759i,0.025961-0.031881i,-0.0071521-0.0053696i,0.002758-0.0029479i,-0.0048131-0.0063307i,0.0012444-0.032093i,-0.024578+0.030306i,0.0074733-0.010096i,-0.01131-0.0024896i,-0.0053997-0.0011715i,-0.00081159-0.013704i,-0.010267+0.0037078i,0.0037503+0.0079779i,-0.011214+0.030605i,0.005782+0.0071617i,-0.0058063-0.0014448i,-0.0020255-0.002122i,-0.0099864-0.0057825i,0.00071582-0.0038384i,-0.03549+0.0036535i,0.002734-0.011702i,-0.0087292-0.0021969i,-0.0061921-0.0027732i,0.0063032+0.0010572i,-0.010176+0.0015301i,0.0012592+0.00078783i,0.0052975+0.0089671i,0.0050826+0.00037186i,-0.0083003-0.0094932i,0.0028898+0.0089196i,-0.019355+0.0052713i,0.0069856+0.0032565i,-0.029443-0.0090463i,-0.034305+0.0033571i,0.019645-0.075431i,0.013355-0.010819i,-0.042615-0.027431i,-0.023024-0.003624i,0.017581+0.013728i,-0.026178+0.013225i,-0.010635-0.0078469i
0.0087146+0.016727i,0.040143-0.0095194i,0.026188-0.032879i,-0.0026388-0.013062i,-0.0082903-0.016773i,-0.008165-0.023146i,0.016611-0.015779i,0.029122-0.013051i,0.0078641-0.0148i,0.0074439-0.001413i,0.0020228-0.0032708i,-0.0018888-0.0016709i,0.0016885-0.0029015i,4.363e-06-0.0017305i,-0.0019366-0.0018335i,0.0051752-0.0052319i,-0.0045471+0.0011481i,-0.0020087-0.00051707i,0.0013513+0.00042997i,0.00127+0.0014638i,0.00054321+0.0024542i,-0.00073554+0.00073287i,0.001445+0.001829i,0.0003733+0.0017361i,-0.001767+0.00075934i,-0.00051323+0.0011826i,-0.00098422+0.00010477i,0.00069243-0.00082174i,-0.0001897+0.00012233i,-0.000512-0.00070496i,0.0014304+7.5619e-05i,0.0016358-1.6406e-05i,0.001994-5.4791e-05i,0.0001079-0.00055854i,0.0017237-0.00031242i,0.0028347-0.0018254i,-0.001129+0.0022471i,0.00029776+0.00046932i,-0.00020625-3.6015e-05i,-0.0011309-0.0024092i,0.0021655+0.00074326i,0.0020468+0.00075207i,0.0060313-0.0073577i,0.0021702+0.00070935i,0.011321+0.013176i,0.015631+0.025941i,0.041726+0.01936i,0.025462+0.0036259i,0.00014632-0.016066i,0.01887-0.0020974i,0.02164+0.017352i,0.016755+0.019461i,0.016657+0.025705i,-0.0072354+0.030681i,0.0019016-0.0062371i,0.0019415-0.0036094i,0.0048962-0.0061064i,0.0092067-0.0017699i,0.0014934+0.0042553i,-0.010155+0.0083658i,-0.0051775-0.007637i,0.0032427+0.015264i,-0.0026068-0.0014457i,0.0013031+0.0024294i,-0.00094101+0.0011742i,0.0016406-0.0034679i,0.0066404-0.0020407i,-0.0041519-0.00042455i,0.004672-0.0015362i,-0.006974+0.0005955i,-0.0010694+0.00072221i,0.00041825+0.00013956i,-0.0057746-0.0020957i,-0.0035071-0.0025622i,-0.014127-0.011385i,0.0034632-0.0026581i,-0.0035647+0.0015289i,-0.0013242+0.0017032i,-0.0044844+0.0030145i,0.0052506+0.0022925i,-0.0093173-0.0018024i,-0.00056186-0.0046489i,-0.0024943-0.00073328i,-0.005519-0.00055122i,0.0062289-0.0047302i,0.0034201+0.002661i,0.002575-0.002716i,0.0028343+0.008676i,0.0060487+0.0020475i,0.026669+0.024636i,-0.022965-0.0030548i,-0.027277+0.015649i,-0.0044866+0.014341i,0.001318+0.00043954i,0.0059622-0.0043013i,-0.009557+0.0033904i
0.010877+0.015395i,0.037821-0.016013i,0.019534-0.036494i,-0.0053269-0.011629i,-0.0124-0.015399i,-0.011777-0.021148i,0.011907-0.019591i,0.026081-0.017089i,0.0050176-0.014759i,0.0067104-0.0036811i,0.00083985-0.0040877i,-0.001984-0.00076992i,0.00022772-0.0028048i,-0.0001317-0.0015441i,-0.0021832-0.0011738i,0.0040934-0.0061324i,-0.0030526+0.0025343i,-0.0023612+0.00022008i,0.00094034-3.0464e-05i,0.0016539+0.00095486i,0.0012096+0.0025064i,-0.00044455+0.0012409i,0.0019758+0.0012664i,0.0013196+0.0021631i,-0.00085386+0.0013845i,7.0547e-05+0.0011552i,-0.00089149+0.00061258i,0.00049583-0.00039215i,-0.00010996+0.00044962i,-0.00039456-7.7529e-05i,0.0012735-0.00067735i,0.0016973-0.00064787i,0.0019612-0.0006902i,-0.00019627-0.00039483i,0.0019756-0.0012248i,0.0024164-0.002598i,-0.00031073+0.0029926i,-4.8208e-06-8.8985e-05i,0.00015735+7.8635e-05i,-0.0024381-0.0026881i,0.0020734+1.8867e-05i,0.0019772-0.00012605i,0.0030453-0.0077197i,0.0030685+0.0001114i,0.013285+0.011169i,0.019079+0.023525i,0.043158+0.012337i,0.025869-0.0024437i,-0.0037408-0.012551i,0.021225-0.0063262i,0.025976+0.011617i,0.021091+0.01144i,0.018587+0.015706i,0.00034871+0.028273i,-6.4929e-05-0.0062947i,-0.0011504-0.0035193i,0.0021436-0.0079137i,0.0065757-0.0042438i,0.0024146+0.0033835i,-0.0052246+0.01174i,-0.006118-0.0034956i,0.0059034+0.013033i,-0.0033317-0.00068307i,0.0026238+0.0027125i,0.00028684+0.001494i,-0.00044042-0.0035554i,0.0066923-0.0056657i,-0.0043904+0.00053929i,0.0043816-0.0037027i,-0.0053742+0.0034654i,-0.0014957+0.00050084i,8.3092e-05-0.0006296i,-0.0055111+0.0013196i,-0.0038132-0.0014389i,-0.015999-0.0047473i,0.0015864-0.0035793i,-0.0023806+0.002348i,-0.0013444+0.0010578i,-0.0028915+0.0042719i,0.0070281-8.2435e-05i,-0.0087262+0.001933i,-0.0023068-0.0046168i,-0.0020557-0.00033826i,-0.0049816+0.0017071i,0.0028238-0.0054788i,0.0046115+0.00069353i,0.0020592-0.00304i,0.0047881+0.0068678i,0.0048401+0.00089937i,0.028007+0.017031i,-0.022278+0.0022271i,-0.026241+0.023342i,-0.0024249+0.011672i,0.0021295+0.0032018i,0.0043465-0.0076446i,-0.011089+0.0054083i
0.013374+0.013418i,0.033926-0.02235i,0.01205-0.038419i,-0.0070884-0.0097661i,-0.016411-0.013014i,-0.014903-0.01877i,0.0067536-0.021985i,0.023175-0.0208i,0.002334-0.01472i,0.0049701-0.0051133i,-0.00087329-0.0042857i,-0.0017964+7.9955e-05i,-0.00077193-0.0020091i,-0.00022718-0.0013873i,-0.0025134-0.00046906i,0.0026516-0.0068014i,-0.0013074+0.0026743i,-0.0022258+0.00064799i,0.00058244+9.0577e-05i,0.0017644+0.00017116i,0.0020478+0.0017196i,-0.00020632+0.0013662i,0.0022759+0.00056754i,0.0025149+0.0013894i,0.00027197+0.0014597i,0.00053927+0.0009453i,-0.00061649+0.0010246i,0.00040549-0.00029194i,-8.8826e-06+0.00057687i,-3.1024e-05+0.00011724i,0.00083686-0.0011748i,0.0013693-0.001286i,0.0012374-0.001432i,-0.00020948-0.00010429i,0.0014421-0.002696i,0.0016387-0.0034835i,0.001278+0.0034863i,8.533e-05-0.0001921i,0.00030855-0.00027373i,-0.0038085-0.0020152i,0.0019032-0.0007137i,0.0014913-0.00072028i,0.00082841-0.0072932i,0.0032894-0.0011349i,0.015062+0.0083337i,0.023271+0.020302i,0.044082+0.0055205i,0.024293-0.008011i,-0.0054327-0.0084904i,0.022733-0.011783i,0.028237+0.0050473i,0.023625+0.0038199i,0.016997+0.0083745i,0.0055659+0.025532i,-0.0022576-0.0054816i,-0.003768-0.0017195i,-0.0017448-0.0085862i,0.003277-0.0051855i,0.0023503+0.0025261i,-0.00032892+0.012436i,-0.0050647-0.00059179i,0.0070179+0.010209i,-0.0036212+0.0015766i,0.0038625+0.0019217i,0.00091678+0.0010546i,-0.0019491-0.0024538i,0.0046333-0.0079462i,-0.0035528+0.0015963i,0.0035838-0.0052266i,-0.0024685+0.0044337i,-0.0020845+0.00013023i,-0.0005405-0.00062443i,-0.0034494+0.0033381i,-0.0034559-0.00035482i,-0.015241+0.0015136i,0.00017925-0.0041606i,-0.00094099+0.0023944i,-0.001473+0.0012838i,-0.00081213+0.0040992i,0.0071314-0.0031422i,-0.0067692+0.0049205i,-0.0038709-0.0030916i,-0.0021002-0.000307i,-0.0037366+0.0027935i,0.0010652-0.0043962i,0.0043252-0.0011854i,0.0018953-0.0033326i,0.0048461+0.004036i,0.0038186+0.00049067i,0.028425+0.010874i,-0.019674+0.0062919i,-0.019774+0.029854i,-0.0018423+0.0097227i,0.0046396+0.0044566i,0.0013953-0.0059155i,-0.010646+0.0080269i
0.015328+0.010541i,0.029108-0.027289i,0.004914-0.038846i,-0.0078614-0.0083744i,-0.019502-0.0089762i,-0.017544-0.015925i,0.0011069-0.022794i,0.019627-0.024462i,0.00048329-0.014389i,0.0031467-0.0056664i,-0.0026733-0.0032246i,-0.0012472+0.00044363i,-0.00094466-0.0010717i,-0.00039566-0.0015397i,-0.0024149+0.00062445i,0.0010978-0.0068564i,-0.00066631+0.0022286i,-0.0027303+0.0020742i,0.00072279+0.00048739i,0.0014538-0.00057103i,0.0023543+0.00065354i,-0.00013429+0.0015997i,0.0021662-0.00016988i,0.0030155-0.00022944i,0.0012121+0.00098918i,0.00079167+0.00063169i,-8.1861e-05+0.0013367i,0.00058668-0.00034536i,0.00054163+0.00055989i,0.00013726-6.1267e-05i,0.00033425-0.0014169i,0.00078774-0.0017463i,0.00074839-0.0014425i,-0.00010396-0.00021272i,-0.00024627-0.0038772i,0.0003694-0.0040251i,0.0035184+0.0017239i,0.00017782-0.00014664i,0.00034923-0.00062763i,-0.0048753-0.00087687i,0.0012619-0.0012035i,0.0010095-0.00083849i,-0.0010115-0.0062257i,0.0028488-0.0019519i,0.016154+0.0043573i,0.027393+0.015001i,0.043882-0.0016597i,0.022356-0.012377i,-0.0043435-0.0042495i,0.022186-0.018876i,0.028765-0.001677i,0.024258-0.0043194i,0.014975+0.0035655i,0.011617+0.022091i,-0.003441-0.0036129i,-0.0048833+0.001087i,-0.0061289-0.0077917i,0.0006389-0.0047697i,0.0022255+0.002465i,0.0034749+0.011006i,-0.0034686+0.0011466i,0.0069445+0.006827i,-0.0017512+0.0037886i,0.0046206+0.0010045i,0.0017806+0.00062828i,-0.0025779-0.0010366i,0.0022433-0.0097212i,-0.0026894+0.0020087i,0.0019355-0.0072866i,-0.00074042+0.0035557i,-0.0028533+0.00026213i,-0.00068941-0.00043082i,-0.0013381+0.004373i,-0.0030539+0.00030079i,-0.011881+0.0064589i,-0.0015368-0.0045282i,4.264e-05+0.0017153i,-0.0014325+0.0012747i,0.00047453+0.0030143i,0.0058322-0.006333i,-0.0035261+0.0064767i,-0.00381-0.0015119i,-0.0024135+5.3688e-05i,-0.0028042+0.0038026i,-7.3297e-05-0.0037741i,0.00322-0.0019038i,0.0015214-0.0040889i,0.0039225+0.0033548i,0.0032816+0.00032229i,0.027817+0.0049173i,-0.017498+0.0072378i,-0.01209+0.031848i,-0.00094283+0.0091535i,0.0069434+0.004151i,0.00080803-0.0037896i,-0.0088564+0.010007i
0.016343+0.0072868i,0.023563-0.031032i,-0.0017575-0.037994i,-0.008962-0.0075796i,-0.020537-0.0047736i,-0.019761-0.012625i,-0.0039529-0.021914i,0.015416-0.027164i,-0.0005546-0.013913i,0.0014297-0.0055743i,-0.0032101-0.0014515i,-0.0010042+0.00057459i,-0.00087077-0.00048996i,-0.0010847-0.001328i,-0.0016035+0.0015516i,-0.00077741-0.0064808i,-0.000125+0.0022115i,-0.001028+0.0033274i,0.0011035+0.00037429i,0.0008293-0.0010493i,0.0022315-0.00030763i,0.0002947+0.0016292i,0.0019093-0.00081278i,0.0023444-0.0017751i,0.0014892-8.057e-05i,0.00090928+0.00035683i,0.00055528+0.0014015i,0.00070264-0.00060847i,0.00077762+0.00031881i,-2.406e-05-0.0002158i,-0.00023381-0.0015595i,5.4145e-05-0.0018644i,-0.00028394-0.0018147i,-0.00020596-0.00014834i,-0.0023833-0.0030264i,-0.00077751-0.0040591i,0.002953+0.00054901i,0.0001569-0.00037826i,0.0004914-0.0011887i,-0.0054812+0.00060949i,0.0006331-0.0014143i,0.00067049-0.00083012i,-0.0023641-0.0049942i,0.0023991-0.002365i,0.016627+0.00034157i,0.029698+0.0082784i,0.042468-0.0087237i,0.019563-0.017836i,-0.00085817-0.0013033i,0.018794-0.026001i,0.028071-0.0077259i,0.022147-0.011547i,0.01207+0.00087986i,0.016568+0.016573i,-0.0034702-0.0027261i,-0.0044241+0.0043573i,-0.010489-0.0045641i,-0.0010073-0.0038152i,0.0024384+0.0022438i,0.0062624+0.008744i,-0.0016783+0.0014871i,0.0056167+0.0049511i,0.0012717+0.0032823i,0.0056741-0.0010536i,0.0023428-0.00042064i,-0.0023069+0.00078084i,-0.0014264-0.011206i,-0.0025386+0.0027562i,-0.00062544-0.0082321i,-0.00051365+0.0030746i,-0.0032056+0.0010286i,-0.00080908-0.00031472i,0.0015958+0.0045299i,-0.0027759+0.00019041i,-0.0070894+0.0094481i,-0.0033088-0.0039519i,0.00056286+0.00079156i,-0.0013911+0.0015051i,0.0010602+0.0019797i,0.0035586-0.0090358i,-0.00063746+0.0061668i,-0.0033021-0.00052761i,-0.002253+0.00058601i,-0.00097173+0.0048271i,-0.0010019-0.0027415i,0.002447-0.0022842i,0.00053455-0.0046359i,0.0034782+0.0027054i,0.0030165+0.00017814i,0.026048-0.00018569i,-0.018779+0.0071233i,-0.0058063+0.030815i,0.00075549+0.0074053i,0.0092312+0.0017685i,0.0011175-0.0022747i,-0.0061919+0.0111i
0.016824+0.0041807i,0.017921-0.033544i,-0.0079637-0.036328i,-0.010009-0.006259i,-0.020909-0.001173i,-0.021039-0.0091213i,-0.007967-0.020325i,0.01109-0.029818i,-0.001164-0.014759i,0.00018676-0.0049465i,-0.0026242-5.059e-05i,-0.00065957+0.0009157i,-0.00078857+6.1802e-05i,-0.0012987-0.00049814i,-0.00063539+0.0016712i,-0.0021667-0.0052982i,0.00083779+0.002085i,0.00046919+0.003274i,0.0012296+1.2861e-06i,0.00027634-0.0010083i,0.0018059-0.0010182i,0.0007066+0.0014877i,0.0013197-0.0014457i,0.0011693-0.0025421i,0.00097432-0.00075147i,0.00094963+0.00017503i,0.0012716+0.0012294i,0.0004161-0.00090119i,0.00082797+0.00022458i,-0.00025745-3.3201e-05i,-0.00089301-0.0013819i,-0.00058592-0.0015937i,-0.0013749-0.0007436i,-2.8448e-05-8.0895e-05i,-0.0027834-0.0017809i,-0.0015945-0.0038598i,0.0028744-6.5681e-05i,-0.00010226-0.00041653i,-2.9032e-05-0.0019502i,-0.0056428+0.0024031i,0.00012508-0.0014028i,0.00052454-0.00081656i,-0.0032022-0.0035743i,0.0019086-0.0028061i,0.015667-0.0044878i,0.030014+0.0011642i,0.039956-0.015593i,0.015161-0.022192i,0.0041343-0.0021153i,0.012515-0.031403i,0.026588-0.013142i,0.019206-0.016433i,0.010344+0.00083192i,0.018873+0.0095684i,-0.0042482-0.0020677i,-0.0018775+0.0067663i,-0.012622+0.00084383i,-0.002313-0.0028926i,0.0025828+0.0021369i,0.007104+0.0044965i,-0.0004605+0.00058884i,0.0043922+0.0042208i,0.0018118+0.0017847i,0.0050013-0.0039315i,0.0021471-0.0021464i,-0.00033688+0.002028i,-0.0064947-0.0093414i,-0.0014084+0.0044908i,-0.0038709-0.00866i,0.00066743+0.0033248i,-0.0032515+0.0022072i,-0.00082192-0.00012355i,0.0052317+0.0019778i,-0.002771+0.00053377i,-0.0012149+0.0087214i,-0.0028213-0.0013817i,0.00039871-0.00019897i,-0.0015846+0.0016491i,0.0014101+0.00091086i,-0.00058324-0.010994i,0.002099+0.0049817i,-0.0029435-0.00021416i,-0.0021615+0.0010469i,0.0015596+0.0046339i,-0.00095835-0.0015636i,0.0015636-0.002219i,-0.00071156-0.0047068i,0.0026671+0.0021559i,0.0025416+0.00020289i,0.023991-0.0036235i,-0.021062+0.010366i,-0.0010435+0.029443i,0.0011514+0.0043289i,0.0092712-0.00082389i,0.0015957-0.0019744i,-0.0030869+0.010688i
0.016674+0.00099579i,0.012382-0.03507i,-0.013283-0.033955i,-0.010568-0.0050459i,-0.02063+0.0025612i,-0.021736-0.0057375i,-0.011422-0.018622i,0.0057103-0.03213i,-0.0029018-0.016693i,-0.0004747-0.0041789i,-0.0018578+0.00086722i,-0.00010295+0.0011737i,-0.00028048+0.00052378i,-0.0009773+0.00014138i,4.2507e-05+0.0015302i,-0.0027258-0.0040767i,0.0013827+0.0014816i,0.0015014+0.0028871i,0.0012485-0.00024591i,-8.0115e-05-0.00079673i,0.001162-0.0015454i,0.001035+0.0014422i,0.00067512-0.0014866i,3.5956e-06-0.0025882i,0.000643-0.00092994i,0.0010412-8.706e-05i,0.0018489+0.00049749i,0.00015701-0.0009537i,0.00067792-6.0204e-06i,-0.00016671+0.00025078i,-0.0013266-0.00097487i,-0.0010402-0.0011162i,-0.00087404-0.00031687i,0.00013668-0.000219i,-0.0029128-0.00094193i,-0.0023454-0.0036221i,0.003099-0.00081439i,-0.00029558-0.00024226i,-0.0012557-0.0016244i,-0.0050123+0.0043775i,-0.00030884-0.0013699i,0.00037519-0.00083124i,-0.0034381-0.001961i,0.0013143-0.0031347i,0.01272-0.0083028i,0.028195-0.0051264i,0.036073-0.021524i,0.0092581-0.024704i,0.0069739-0.0058941i,0.0052241-0.034179i,0.024897-0.018651i,0.016516-0.021981i,0.011268+0.00092899i,0.019537+0.00307i,-0.005593-0.0013233i,0.0012305+0.0071913i,-0.011499+0.0066417i,-0.0033251-0.0017183i,0.0029207+0.0021757i,0.0059127+0.0071794i,-0.00049665-0.0003331i,0.0031905+0.0040469i,0.0021604+0.0013544i,0.0027396-0.0057189i,0.00043285-0.0030554i,0.0013446+0.0013329i,-0.0088991-0.0049594i,0.001449+0.0047761i,-0.0088963-0.0058601i,0.0018253+0.0025213i,-0.0030192+0.0036713i,-0.00078357-0.00010199i,0.0051517-0.003014i,-0.0026315+0.0010269i,0.0019396+0.0051944i,-0.0044158+0.0012622i,-0.00031033-0.00097473i,-0.001458+0.0024085i,0.0010614-0.00036213i,-0.0059646-0.009946i,0.0030327+0.0020294i,-0.0029707-0.00014441i,-0.0017424+0.0019428i,0.0036042+0.0030747i,-0.00033693-0.0016876i,0.0011835-0.0014655i,-0.0017924-0.0042575i,0.0018258+0.0024691i,0.0022046+9.7943e-05i,0.023188-0.0069441i,-0.021135+0.015206i,0.0041651+0.028034i,-0.00014064+0.0011928i,0.0088136-0.003891i,0.0014091-0.001347i,-0.001441+0.0086063i
0.015735-0.0018536i,0.007061-0.035992i,-0.018464-0.030897i,-0.011088-0.0043067i,-0.019286+0.005853i,-0.021995-0.0023664i,-0.014743-0.016357i,-0.00034082-0.033075i,-0.0063185-0.018021i,-0.0006683-0.0037865i,-0.00090949+0.0013257i,0.00068244+0.0010825i,0.00039536+0.00065476i,-0.00050756+0.00043973i,0.00065364+0.0012238i,-0.0029073-0.0032448i,0.0016585+0.0010643i,0.0026755+0.0022165i,0.0010869-0.00069804i,-0.00015028-0.00058013i,0.00030292-0.0015663i,0.0015942+0.0013113i,0.00022908-0.0014644i,-0.00078457-0.0022579i,0.00037786-0.0011059i,0.00098275-0.00048504i,0.0017937-0.00046417i,-1.6128e-05-0.00087411i,0.00053227-6.5214e-07i,-6.163e-05+0.00034703i,-0.0016059-0.00048255i,-0.00117-0.00057652i,-0.00090169-0.00031921i,4.3661e-05-0.00047725i,-0.0032543+0.00021859i,-0.0031163-0.0028107i,0.0028004-0.0016439i,-0.00029212+2.129e-05i,-0.0014808-0.00052593i,-0.0037202+0.006063i,-0.00066524-0.0010721i,0.00011091-0.00098464i,-0.0027684-0.00072387i,0.00055159-0.0030374i,0.0091849-0.010291i,0.02522-0.010192i,0.03119-0.026216i,0.0034656-0.025161i,0.0073353-0.009587i,-0.0025151-0.035066i,0.022355-0.024552i,0.012295-0.026459i,0.013267-0.00086485i,0.018601-0.0039482i,-0.0069722+0.00020137i,0.004005+0.0060302i,-0.007902+0.011123i,-0.0038131-0.00056488i,0.003263+0.0020042i,0.0089326+0.0049166i,-0.00096225-0.00059136i,0.0029422+0.0051021i,0.0029064+0.00042154i,0.00040114-0.0055378i,-0.00091014-0.0026665i,0.0020674+0.00015772i,-0.0088748-0.0011571i,0.0036899+0.0034389i,-0.0087603+0.00071427i,0.0019274+0.0013744i,-0.00098719+0.0051916i,-0.0010662-0.00012623i,0.0018883-0.0055767i,-0.0023518+0.0013625i,0.0022684+0.0017094i,-0.004271+0.0028726i,-0.0014022-0.0010949i,-0.0011561+0.0026571i,-3.6978e-05-0.00071916i,-0.0090392-0.0066749i,0.0023432+0.0001078i,-0.0031252-0.00026205i,-0.00060537+0.0021121i,0.0043143+0.00099043i,-0.00067556-0.0019532i,0.0018808-0.001128i,-0.0024151-0.0033817i,0.001582+0.0030831i,0.0017112+0.00023926i,0.020984-0.010747i,-0.019789+0.020323i,0.0075506+0.022917i,-0.0034079-0.00072344i,0.0045007-0.0055628i,0.0020612-0.0012685i,-0.0017891+0.00682i
0.014566-0.0041225i,0.0017006-0.036432i,-0.022703-0.026681i,-0.011959-0.0035683i,-0.01791+0.0081131i,-0.021814+0.0011672i,-0.017284-0.013485i,-0.0061567-0.032475i,-0.010574-0.01812i,-0.00072178-0.0034325i,6.1487e-05+0.0011967i,0.0012221+0.00081004i,0.00094743+0.00054324i,-4.502e-05+0.00059223i,0.00096271+0.00067997i,-0.0029805-0.0027176i,0.0024425+0.000682i,0.0031619+0.00081468i,0.00068998-0.0010171i,-9.2512e-05-0.00035741i,-0.00027099-0.0013902i,0.0022989+0.00054768i,-6.6833e-05-0.001448i,-0.0010608-0.0018595i,-9.2635e-05-0.0013973i,0.00073947-0.00082655i,0.0014855-0.00095637i,-0.00022262-0.00059082i,0.00040643-9.7268e-06i,0.0001349+0.00058463i,-0.0017327+4.947e-05i,-0.001147-0.00018731i,-0.0011343+1.6754e-05i,-0.00018367-0.00034591i,-0.0026868+0.0017074i,-0.0032474-0.0017778i,0.0014287-0.0021921i,-0.00030491+0.00023522i,-0.0010364-0.00027687i,-0.0017209+0.0077383i,-0.0006188-0.00078223i,-0.00011902-0.0010458i,-0.0020608-0.0001353i,0.00024758-0.0027919i,0.0063859-0.011096i,0.022041-0.013533i,0.026217-0.029684i,-0.0014777-0.024027i,0.0060942-0.0127i,-0.010414-0.033081i,0.018164-0.030048i,0.0078044-0.030087i,0.014602-0.0039155i,0.014627-0.0093442i,-0.0079493+0.002756i,0.0056228+0.0037748i,-0.0032316+0.013209i,-0.0042021+0.00086124i,0.0037371+0.0019301i,0.010228+0.0021404i,-0.0013821-0.0007954i,0.0040483+0.006675i,0.0026795-0.0010051i,-0.00092762-0.0046763i,-0.0021316-0.0019272i,0.0020322-0.00078828i,-0.0074729+0.0016265i,0.0050898+0.0013545i,-0.0055512+0.0029857i,0.0015684+0.0012392i,0.0014055+0.0049743i,-0.0011506+0.00019528i,-0.0012124-0.00589i,-0.0025413+0.00070097i,0.00039142+6.8814e-05i,-0.0032016+0.0043995i,-0.0024239-0.00017484i,-0.00076709+0.0021928i,-0.00068538-0.00047812i,-0.010199-0.0030837i,0.0011757-0.00090385i,-0.0037202-0.00030543i,0.00016252+0.0016133i,0.0041916-0.001113i,-0.00060498-0.0016592i,0.002878-0.0018999i,-0.0028712-0.0029244i,0.0017559+0.0046598i,0.0016736+0.00086594i,0.018641-0.013249i,-0.016356+0.026542i,0.0092331+0.019524i,-0.0072748+0.00029583i,0.0016912-0.003233i,0.0019588-0.0020115i,-0.0026542+0.0057601i
0.013548-0.0062087i,-0.0038014-0.036422i,-0.026008-0.022553i,-0.012956-0.0023496i,-0.016655+0.010854i,-0.020547+0.0044805i,-0.019226-0.010293i,-0.01166-0.031599i,-0.014976-0.016836i,-0.00069691-0.0032503i,0.00061614+0.00063032i,0.0017374+0.00014419i,0.0014986+0.00031794i,0.00066081+0.00038477i,0.0010009+0.0001562i,-0.0029763-0.0023379i,0.0033839-0.00031897i,0.0026901-0.00019516i,0.00043259-0.00096124i,0.00016097-0.00033216i,-0.00075999-0.0010677i,0.0023028-0.00044991i,-0.00053384-0.0013378i,-0.0011968-0.0017497i,-0.0006808-0.0013831i,0.00036862-0.001033i,0.0011938-0.0014243i,-0.00026202-0.00027318i,0.00053493+1.103e-07i,0.00064641+0.00065864i,-0.0016814+0.0007303i,-0.0010495+0.00013639i,-0.00085119+0.00040531i,-0.00017683-0.00024108i,-0.0014821+0.0021259i,-0.003185-0.0010478i,0.00034313-0.0023524i,-3.743e-05+0.0004446i,-0.00098635-0.00030034i,0.0016545+0.0085274i,-0.0005811-0.00063629i,-0.00055854-0.0010397i,-0.0013756-0.00018372i,2.2796e-05-0.0029904i,0.003673-0.011769i,0.019529-0.016109i,0.021179-0.032283i,-0.005544-0.021621i,0.0048732-0.014755i,-0.017109-0.028347i,0.012678-0.034861i,0.0030948-0.033829i,0.015105-0.0081697i,0.0097269-0.01243i,-0.0073161+0.0063042i,0.0061086+0.0013173i,0.0015326+0.013082i,-0.0039063+0.0022721i,0.0047736+0.0015928i,0.010025-0.0013811i,-0.0021396-0.0010113i,0.0068449+0.0068655i,0.0015717-0.0012004i,-0.0018318-0.0036949i,-0.002751-0.00067037i,0.00198-0.0014743i,-0.006126+0.0034833i,0.0052878-0.001306i,-0.0047344+0.0034578i,0.0023666+0.001614i,0.0030236+0.0037078i,-0.0010306+0.00023189i,-0.0037237-0.0048343i,-0.0015652+0.0016662i,-0.00073154+0.00064709i,-0.0011868+0.0052238i,-0.0023789+0.0010784i,-0.00049475+0.0024329i,-0.00099941-0.00022967i,-0.010666+9.3834e-05i,-0.0002563-0.00097324i,-0.0049664+0.00077622i,0.00025918+0.0012509i,0.0033147-0.0031194i,-0.00092267-0.0021886i,0.002934-0.0032319i,-0.003902-0.0021739i,0.0039892+0.0052852i,0.0022358+0.0010017i,0.016087-0.015288i,-0.0088977+0.030691i,0.010458+0.016008i,-0.0091356+0.0027394i,0.00085999-0.00089036i,0.00091818-0.0017145i,-0.0037453+0.0054939i
