-0.024336-0.0046285i,-0.021671-0.0090369i,-0.012753-0.013539i,-0.035826-0.0082503i,-0.027336+0.0015242i,-0.035916-0.0029346i,-0.065695-0.038761i,-0.033158-0.014627i,-0.022977+0.0030546i,0.0066115+0.0053689i,-0.005241+0.0074243i,-0.0079023+0.01826i,0.0055877+0.0073364i,-0.00088848+0.0035452i,0.0041117+0.0042273i,0.0042842+0.026465i,0.019348+0.018807i,0.0012472-0.00091648i,0.00052178-0.0051777i,0.0087348+0.00030069i,0.0052227-0.0020509i,0.0026086+0.0025305i,0.0010813-0.00051972i,-0.02321-0.0013378i,-0.0058083-0.0029909i,-0.0010988+0.0030479i,0.003184-0.0031578i,-0.0019731+0.00011567i,-0.00065804+0.00097096i,-0.0026178-0.0015962i,-0.0038768-0.00050779i,-0.0064479-0.0088128i,-0.0058595-0.0039735i,-0.00067721-5.6805e-05i,-0.00077944-0.0021382i,-0.00065258+0.020318i,0.002695-0.0038862i,0.0010679-0.0044976i,0.0024565-0.0020129i,-0.0021303-0.003419i,0.0010011-0.00024927i,0.0078049+0.0014458i,0.0042678-0.0022558i,0.00010215+0.0023325i,-0.014799+0.015544i,-0.028283+0.053401i,-0.0054792-0.03805i,-0.014145-0.01851i,-0.040141-0.017182i,-0.027181-0.012811i,0.037132-0.010915i,0.0059361-0.030548i,0.013673-0.037564i,-0.0086102-0.030602i,0.02616-0.022903i,0.013343+0.0075555i,0.03398-0.037735i,-0.0016389-0.0039283i,0.0061343-0.00867i,-0.0010421-0.0060449i,-1.0932e-05-0.035344i,-0.014984+0.028567i,0.0090188-0.011388i,-0.0082524-0.004636i,-0.0025005-0.0022088i,-4.7644e-05-0.015634i,-0.0076901+0.0057639i,0.0041266+0.0066605i,-0.00059825+0.027937i,0.0024962+0.00044223i,-0.0068743-0.0042961i,-0.0041506-0.0063892i,-0.013976-0.0097942i,-0.002179-0.005902i,-0.040878+0.014731i,-0.005197-0.0085529i,-0.012897-0.00082782i,-0.0075681-0.0063958i,0.0017602-0.0015591i,-0.013618+0.0016447i,-0.0014774-0.0004946i,0.0058064+0.006043i,0.0037478-0.005097i,-0.01199-0.01406i,0.0073845+0.0089023i,-0.014315+0.0047121i,0.0052009-0.00016578i,-0.019247-0.002985i,-0.016356-0.0041439i,-0.015162-0.036036i,0.019884-0.009839i,-0.040163-0.024682i,-0.0098615+0.0050023i,0.018616+0.015808i,-0.02235+0.016412i,-0.0040793-0.0043191i
-0.0088216-0.0076851i,-0.0025116-0.011137i,-0.00093844-0.010002i,-0.0067693-0.013814i,-0.0062066-0.022296i,-0.015462-0.010871i,-0.0033685-0.012828i,-0.0036801-0.013463i,-0.0076003-0.0046955i,0.0055702+0.0026311i,0.0032192+0.0014218i,0.0020143-0.00049681i,0.0036915-0.001393i,0.0035607-4.4881e-05i,0.0018841-0.0016996i,0.0045096+0.0006554i,0.00010631+0.0013197i,-0.0026587+0.0030339i,-0.0014251+0.0018553i,-0.00065998+0.0031097i,-0.0023359+0.0032459i,-0.0015818+0.002426i,5.3422e-05+0.0030424i,-0.0031953+0.00074712i,0.0019004-0.0021837i,0.0012613-0.0028342i,0.0022106-0.0034482i,0.0029608-0.0015796i,0.0021314-0.0019174i,0.00081159-0.00281i,0.00015045-0.00041259i,0.0014237-0.00084118i,0.0010243-0.00050436i,-7.9962e-06-0.00030778i,-0.00037495+0.00024844i,0.0064347-0.0049225i,0.0019682-0.0024097i,0.0018573-0.0022215i,0.0011087-0.0024958i,-0.00059103+0.00083299i,-0.0015994+0.0016363i,-0.0024515+0.0015797i,0.00391-0.00030203i,0.00099834-0.00091924i,-0.012658-0.0092432i,-0.013911-0.0064221i,0.0028387-0.015241i,-0.0035214-0.0050081i,-0.022084-0.034502i,0.00034113-0.0093447i,0.00045534-0.0019903i,-0.010129+0.010313i,0.013432-0.012505i,-0.015526-0.0095721i,0.00088072-0.0087034i,-0.00074512-0.0019307i,0.0020982-0.0034709i,0.0044818+0.00064249i,0.0010906+0.0064815i,-0.0092125+0.008333i,-0.0058341-0.0031235i,0.0039385+0.0093672i,-0.0045193+0.0011422i,-0.00014995+0.0042997i,-0.0021296+0.0035584i,-0.00087996+0.00050127i,0.0051792-0.0004353i,-0.0052025+0.0041066i,0.0013522+0.00026504i,-0.0028026-0.00023243i,0.0020202+0.0005748i,0.0036032-0.0007094i,-0.00051872-0.0014098i,0.0010081-0.00050379i,-0.0071482-0.0083385i,0.0051291-0.0076415i,3.2621e-05-0.0019002i,0.0011425-0.0015469i,0.00062156-0.0020488i,0.0065114-0.0045246i,-0.0040762-0.003576i,0.0020501-0.0069169i,0.0012808-0.0035275i,-0.00073062-0.0050042i,0.0036212-0.0034921i,0.004938+0.0013986i,0.0020491-0.0023103i,0.00083002+0.0068875i,0.0011141+0.0010654i,-0.0073313-0.019508i,-0.027513+0.00021636i,-0.027175+0.01775i,-0.0066573+0.013849i,-0.00030397+0.0027308i,0.007697-0.0070506i,-0.013947+0.0057967i
-0.0098022-0.0063627i,-0.0045417-0.011367i,-0.0024734-0.0099067i,-0.00881-0.011973i,-0.010169-0.020907i,-0.016115-0.0079116i,-0.0062291-0.013045i,-0.0060799-0.012465i,-0.0082704-0.0036653i,0.0061269+0.0010142i,0.0034213+0.00013635i,0.0019865-0.00082882i,0.0028481-0.0021202i,0.0034177-0.00082654i,0.001536-0.0020734i,0.0046402-0.00056246i,0.00076594+0.0014879i,-0.0013773+0.0035055i,-0.00080888+0.0020671i,0.00026091+0.0031416i,-0.001223+0.0039763i,-0.00054711+0.0028168i,0.001054+0.0029651i,-0.0030797+0.0010023i,0.0010983-0.0026437i,0.00031892-0.0030367i,0.00087631-0.0034461i,0.002138-0.0025046i,0.0012816-0.0023743i,-0.00023291-0.0027308i,6.0638e-05-0.00066469i,0.0013022-0.0013466i,0.00080861-0.00089457i,0.00019943-0.00030591i,-0.00018317-4.4582e-06i,0.0042952-0.0064508i,0.0007522-0.0028453i,0.00078333-0.0028353i,0.00018652-0.0024468i,-0.00012983+0.00063987i,-0.0010728+0.0019223i,-0.0018281+0.0021892i,0.0027305-0.0010522i,0.0012578-0.0011782i,-0.013881-0.0071217i,-0.014172-0.0030456i,0.0011114-0.014566i,-0.0024797-0.0067917i,-0.026808-0.027692i,0.001036-0.010053i,0.0014177-0.0031529i,-0.0074277+0.0086542i,0.0092605-0.018676i,-0.014238-0.009986i,-0.0023138-0.0075879i,-0.0033829-0.0011386i,0.00053024-0.004762i,0.0035979-0.00063562i,0.0024492+0.0056975i,-0.0052251+0.010823i,-0.0056294-8.1966e-05i,0.0053115+0.0071038i,-0.0037667+0.0026555i,0.0019143+0.0048189i,-8.2536e-05+0.0045003i,-0.0012753+0.00060784i,0.0057904-0.0036938i,-0.004681+0.0041391i,0.0017096-0.00073463i,-0.0026341+0.0016557i,0.0020453-0.00056007i,0.0023168-0.0022622i,-0.00079928-0.00037036i,0.00092123-0.0010368i,-0.0082884-0.0043922i,0.0015397-0.008226i,-0.00041811-0.0023003i,-0.00035408-0.0025636i,-0.00035531-0.0020368i,0.0054736-0.0067332i,-0.0049601-0.0011829i,-0.00032584-0.006869i,0.00051306-0.0038915i,-0.0019876-0.0037472i,0.0015231-0.0036686i,0.004667-0.00076709i,0.00187-0.0022568i,0.0034871+0.0077444i,-0.00020331+0.0010382i,-0.011794-0.019655i,-0.026284+0.0059418i,-0.024352+0.023999i,-0.005358+0.01157i,0.00087545+0.0050589i,0.0042158-0.0065813i,-0.01378+0.0081274i
-0.010177-0.0048344i,-0.0068835-0.011209i,-0.0039005-0.0095753i,-0.010076-0.0098069i,-0.013824-0.018893i,-0.016221-0.005384i,-0.0090962-0.012577i,-0.0080501-0.011037i,-0.0087484-0.0024193i,0.005903-0.00040813i,0.0029036-0.0010922i,0.00192-0.0011428i,0.0019484-0.0023676i,0.0032475-0.001434i,0.00096443-0.0023809i,0.0046559-0.0014956i,0.0014534+0.0011458i,-0.00028519+0.0034177i,-0.00027529+0.0021889i,0.001157+0.0028096i,0.00023306+0.0041924i,0.00043785+0.002743i,0.0019413+0.0025269i,-0.004524+0.00045757i,0.00038739-0.0027768i,-0.00059599-0.0029202i,-0.00021452-0.0033478i,0.0010543-0.0031204i,0.00040921-0.0025213i,-0.0011036-0.002399i,-0.00021537-0.00077915i,0.00075415-0.0019732i,0.00039764-0.0012087i,0.0002403-0.00072308i,-0.00013236-0.00017746i,0.0018356-0.0071271i,-0.00028611-0.0027943i,-0.00039143-0.0029217i,-0.0005073-0.0021733i,8.9281e-05+0.00031677i,-0.00040272+0.0021716i,-0.0010885+0.0026147i,0.0022472-0.0011806i,0.0010432-0.0017031i,-0.014524-0.004981i,-0.012204-0.00028902i,0.00072222-0.014338i,-0.0028317-0.0084775i,-0.029007-0.020754i,0.0018899-0.011407i,0.0018389-0.0048031i,-0.0050506+0.0072751i,0.0037222-0.020942i,-0.013818-0.0093111i,-0.0052359-0.0052482i,-0.0052502+0.001233i,-0.0022728-0.0051981i,0.0022079-0.0012966i,0.0030126+0.004811i,-0.0017256+0.011207i,-0.0042522+0.0019408i,0.0053883+0.0048634i,-0.0027889+0.0044091i,0.0037907+0.0042023i,0.0016493+0.0040028i,-0.0014451+0.0013312i,0.0047529-0.0059188i,-0.0035707+0.0045676i,0.0016041-0.0014233i,-0.00068026+0.0025782i,0.0015229-0.0014066i,0.00059399-0.0026105i,-0.00050802-3.4148e-05i,0.0011382-0.0015755i,-0.0080733-0.0010132i,-0.0010591-0.0078691i,-0.001018-0.0024781i,-0.0018689-0.0021322i,-0.00079167-0.0018068i,0.0030264-0.0086172i,-0.0044747+0.00098145i,-0.0026955-0.0061247i,-0.00065191-0.0041658i,-0.0024138-0.0028059i,0.00054962-0.003326i,0.0033126-0.0018719i,0.0019872-0.002468i,0.0033887+0.0030574i,-0.001137+0.0018233i,-0.01482-0.017567i,-0.023117+0.010529i,-0.018861+0.029362i,-0.0054196+0.010216i,0.0028654+0.0056224i,0.0013674-0.0048429i,-0.012344+0.010513i
-0.010377-0.0034241i,-0.0092744-0.010092i,-0.0052657-0.0093103i,-0.010601-0.0078246i,-0.017081-0.015899i,-0.016249-0.0030445i,-0.012152-0.011239i,-0.009262-0.0092007i,-0.0088692-0.00079961i,0.0056274-0.0013323i,0.0017855-0.0015942i,0.0017713-0.0017233i,0.0013105-0.0022429i,0.0029114-0.0022774i,0.00033095-0.0023833i,0.0042747-0.0022205i,0.0016127+0.00041529i,0.00048531+0.003243i,0.00036194+0.0023141i,0.0018472+0.0021317i,0.0015894+0.0036927i,0.0012023+0.0022645i,0.0025443+0.0018003i,-0.01203-0.033123i,-0.00033609-0.0028376i,-0.0015032-0.0026571i,-0.0014473-0.0029638i,-0.00022182-0.0032495i,-0.00043525-0.0024599i,-0.0018686-0.0018402i,-0.00053873-0.00080626i,-0.00012493-0.0021065i,-6.505e-05-0.0013282i,-0.00016205-0.0010526i,-0.00024136-0.00046704i,-0.00028112-0.0070294i,-0.0011641-0.0024543i,-0.0015033-0.0025261i,-0.00095318-0.0017764i,4.335e-05-1.3078e-05i,0.00026997+0.0021664i,-0.0001809+0.0028592i,0.0017792-0.0014577i,0.00053418-0.0018481i,-0.014523-0.0029886i,-0.0094936+0.00018657i,0.00069121-0.014485i,-0.0033984-0.009246i,-0.028527-0.014016i,0.001802-0.01402i,0.0014687-0.0066726i,-0.0031995+0.0048209i,-0.00092543-0.021924i,-0.012836-0.0090719i,-0.0059076-0.0019004i,-0.0056188+0.0044893i,-0.0054953-0.0044364i,0.0011024-0.0012855i,0.0034563+0.0044564i,0.0011206+0.011118i,-0.0028676+0.0032581i,0.0051108+0.0027766i,-2.6217e-05+0.0054557i,0.0053721+0.0026126i,0.0031658+0.0031421i,-0.0010415+0.0021065i,0.0030941-0.0078469i,-0.0021703+0.0048674i,0.0013407-0.0023074i,0.00076478+0.0016208i,0.00082268-0.0020075i,2.5682e-05-0.0033767i,-0.00027257+0.00053049i,0.00086688-0.0025145i,-0.0062727+0.0017791i,-0.0033294-0.0070608i,-0.001535-0.0025913i,-0.0027912-0.0016643i,-0.0014641-0.002035i,2.0842e-05-0.009526i,-0.0029906+0.0026291i,-0.0037955-0.0043735i,-0.0019106-0.003833i,-0.0032449-0.0020177i,-0.00034685-0.0031066i,0.0022747-0.0018236i,0.0019103-0.0032588i,0.0014053+0.0026028i,-0.0011737+0.0031941i,-0.017045-0.015463i,-0.01991+0.012072i,-0.011258+0.030854i,-0.0052374+0.010747i,0.0031208+0.0061327i,0.00031097-0.0023319i,-0.0097699+0.012043i
-0.010269-0.0020004i,-0.011063-0.00804i,-0.0068385-0.0087622i,-0.010838-0.0063339i,-0.019245-0.012368i,-0.015972-0.00079496i,-0.014509-0.0086234i,-0.0098741-0.0076267i,-0.008247+0.0007114i,0.0056237-0.0022759i,0.0009946-0.0012541i,0.0013716-0.002123i,0.00089458-0.0021299i,0.0019173-0.0028356i,-0.00014788-0.0020518i,0.0039177-0.0033046i,0.0014999+0.0001767i,0.0014126+0.0029923i,0.0010367+0.0021251i,0.0020394+0.001417i,0.0026036+0.0027625i,0.0017229+0.0016035i,0.0029952+0.0011237i,0.005325-0.0028488i,-0.0011699-0.0028269i,-0.0023846-0.0020937i,-0.0023066-0.0019459i,-0.0013669-0.0028528i,-0.0012211-0.0021131i,-0.0023762-0.0010307i,-0.00097256-0.00066213i,-0.00093772-0.0019046i,-0.00073861-0.0013167i,-0.00074456-0.00099306i,-0.00074518-0.00054326i,-0.0022165-0.0064217i,-0.00203-0.0019082i,-0.002354-0.00176i,-0.0013254-0.0014819i,-0.00018339-0.00025911i,0.00089818+0.001885i,0.00079313+0.002748i,0.0012523-0.0015916i,0.00015512-0.0017908i,-0.014125-0.0010649i,-0.0078441-0.00087424i,0.00076406-0.015692i,-0.0033294-0.010862i,-0.025467-0.0082515i,0.00033564-0.01684i,0.00043137-0.0078424i,-0.0027761+0.0024504i,-0.0054683-0.020964i,-0.012026-0.00961i,-0.0047568-0.00011782i,-0.0040369+0.0080732i,-0.0085732-0.0014046i,0.00053855-0.0011448i,0.0041368+0.0040217i,0.0040086+0.010665i,-0.00090112+0.0037097i,0.0034546+0.0014743i,0.0026666+0.0040859i,0.0064424+0.00018577i,0.0042113+0.0016135i,-7.7411e-05+0.002884i,0.00021943-0.0099472i,-0.00111+0.0054638i,0.0006141-0.0029031i,0.00068199+0.00099898i,-0.00020482-0.0021533i,0.00015015-0.0030845i,0.0012864+0.00099617i,-0.00022092-0.0033892i,-0.0035655+0.0031947i,-0.0057508-0.0055505i,-0.0024047-0.0024184i,-0.0033815-0.00078381i,-0.002288-0.0017723i,-0.0029963-0.0095002i,-0.0010502+0.0029594i,-0.0039867-0.003305i,-0.0029345-0.0033105i,-0.0039703-3.0353e-05i,-0.0016249-0.0023029i,0.0017241-0.0015876i,0.0010172-0.0040924i,0.00039334+0.0034288i,-0.00051662+0.0042879i,-0.018682-0.012948i,-0.019708+0.012688i,-0.0055527+0.028962i,-0.0039783+0.01087i,0.0095314+0.0096451i,0.00098863-0.00027883i,-0.0066316+0.012337i
-0.0095575-0.00076162i,-0.011972-0.0058608i,-0.0081384-0.0078292i,-0.011122-0.0048372i,-0.020752-0.0089236i,-0.015325+0.0011551i,-0.01552-0.0058112i,-0.010242-0.0063363i,-0.0070921+0.0018835i,0.0057801-0.0042182i,0.00086358-0.00072294i,0.0008393-0.0023185i,0.00060737-0.0020073i,0.001216-0.0027487i,-0.00032059-0.0018903i,0.0027535-0.0042359i,0.0019652-0.00018859i,0.002163+0.0023334i,0.0015749+0.001796i,0.0021484+0.000945i,0.0031361+0.0016577i,0.0019051+0.00083024i,0.0032143+0.00015308i,0.0030599-0.0023068i,-0.0022308-0.002361i,-0.0031884-0.0011712i,-0.0024118-0.00085942i,-0.0022776-0.0020949i,-0.0017565-0.0015516i,-0.0025131-0.00013625i,-0.001312-0.00018168i,-0.0017279-0.0012997i,-0.0014319-0.00081123i,-0.0011023-0.00064509i,-0.0010998-0.00018656i,-0.0040518-0.0052942i,-0.0025448-0.0007867i,-0.0028447-0.00064905i,-0.0017228-0.0010078i,-0.00060835-0.00029046i,0.0014162+0.001526i,0.0016755+0.0023306i,0.00074232-0.0013946i,-0.00016958-0.0016858i,-0.013276+0.00032849i,-0.007544-0.0022608i,-0.00018148-0.017454i,-0.005171-0.01319i,-0.020623-0.0063845i,-0.002847-0.018797i,-0.00048119-0.0079742i,-0.0026779+0.0011305i,-0.0083241-0.018012i,-0.011957-0.010816i,-0.0038061+0.0008124i,-0.00034053+0.010186i,-0.0096543+0.0024391i,-0.0002328-0.00098419i,0.0048381+0.0035156i,0.0063574+0.0091703i,0.00081162+0.0030371i,0.0021812+0.0016253i,0.0026855+0.002101i,0.0058213-0.0026661i,0.0044106-0.00058382i,0.0018321+0.0030779i,-0.0046268-0.0090324i,0.00030408+0.0063133i,-0.00054889-0.0034857i,0.0013221+0.00089284i,-0.0010195-0.0017115i,-0.00032418-0.0027835i,0.0030988-0.0011695i,-0.0010089-0.0032749i,-0.00067371+0.0024586i,-0.0072742-0.0029747i,-0.0032483-0.0020104i,-0.0039784+0.00016328i,-0.0028718-0.0010339i,-0.0062299-0.0084382i,0.00071663+0.0019705i,-0.0047548-0.0025713i,-0.0041363-0.0024105i,-0.0023005+0.0019578i,-0.0016665-0.00068094i,0.0013589-0.0012544i,-0.00028694-0.0046187i,0.00016149+0.0044869i,0.00057931+0.0049922i,-0.019152-0.010147i,-0.019423+0.015648i,-0.0020858+0.026608i,-0.0026459+0.010018i,0.011331+0.002873i,0.0022198+0.00058634i,-0.0039497+0.011268i
-0.0086208-0.00015715i,-0.011976-0.0038378i,-0.009228-0.0066866i,-0.011081-0.0035152i,-0.021534-0.0052257i,-0.014677+0.0029086i,-0.016047-0.0034793i,-0.010555-0.005193i,-0.0056636+0.0023264i,0.0037051-0.0061806i,0.0010866-0.00044719i,0.00030001-0.0022676i,0.00041126-0.0019112i,0.00080265-0.0026921i,-0.00053249-0.0018387i,0.0015741-0.0043044i,0.0018661-0.0013015i,0.0025738+0.0016271i,0.0019625+0.0013662i,0.0023209+0.00052232i,0.0032339+0.0006397i,0.0016709+0.000233i,0.0029165-0.00065589i,0.0019173-0.0026191i,-0.0028974-0.0014446i,-0.0035013+0.00016687i,-0.0023289-0.00016621i,-0.0028493-0.0010732i,-0.0020798-0.00085896i,-0.0023506+0.00070623i,-0.0012983+0.00039995i,-0.0020021-0.00030778i,-0.0016366+1.9878e-05i,-0.0012633-0.00025289i,-0.0011494+0.00022928i,-0.0051933-0.0033354i,-0.0022831+0.00022819i,-0.0027761+0.00052651i,-0.0018825-0.00046578i,-0.00098708-3.3596e-05i,0.0019318+0.0010457i,0.0022447+0.0017348i,0.0006301-0.0010775i,-0.00042741-0.0014332i,-0.012806+0.001014i,-0.0079165-0.0031425i,-0.0019719-0.018992i,-0.0081742-0.014108i,-0.018072-0.007666i,-0.0061785-0.019417i,-0.00060762-0.0081105i,-0.0020142-0.00037394i,-0.0085802-0.015363i,-0.012185-0.011833i,-0.0033779+0.00083847i,0.0038397+0.0099425i,-0.0088771+0.0077122i,-0.00079294-0.00057946i,0.0055866+0.0027292i,0.007898+0.0078456i,0.0014825+0.0019055i,0.0012727+0.0024417i,0.0024067+0.0014633i,0.0034633-0.0044295i,0.003221-0.002364i,0.0033366+0.0017756i,-0.0069152-0.0053888i,0.0028857+0.0060415i,-0.0020571-0.0033165i,0.0017635-0.00016496i,-0.0015594-0.0010312i,-0.00088382-0.0027874i,0.0021846-0.0038718i,-0.0011704-0.0027076i,0.00035094+0.00050695i,-0.0075206-0.00038359i,-0.004106-0.0013321i,-0.0038722+0.0017138i,-0.0032037-0.00023243i,-0.009246-0.0056554i,0.0011191+0.00030065i,-0.0054621-0.0014223i,-0.0047462-0.00081849i,-0.00070867+0.0022051i,-0.0013813-0.00032039i,0.0014579-0.00076676i,-0.0020194-0.0045205i,0.00059161+0.0060289i,0.00221+0.0048044i,-0.018515-0.0079204i,-0.017799+0.018847i,0.00047581+0.024686i,-0.0019247+0.0082796i,0.010342-0.0012313i,0.0032895+0.0009316i,-0.002983+0.0094313i
-0.0081787+5.3655e-05i,-0.01154-0.0025256i,-0.010184-0.0053815i,-0.010956-0.0023899i,-0.021544-0.0017241i,-0.014038+0.004597i,-0.016411-0.0012256i,-0.010714-0.0041563i,-0.0043521+0.0021375i,0.001327-0.0064767i,0.0014883-0.0004064i,-4.6648e-05-0.0021603i,0.00024404-0.001861i,0.0003332-0.0027701i,-0.00085136-0.0017575i,0.00072762-0.0042581i,0.00056459-0.0017907i,0.0028972+0.00096065i,0.0022945+0.00085303i,0.0025101-5.1341e-05i,0.0029949-0.00016892i,0.0014481-8.7578e-05i,0.00252-0.0012831i,0.0010428-0.0028959i,-0.0032648-0.00038443i,-0.0032243+0.0014246i,-0.0023368+0.00054778i,-0.0029163+7.714e-05i,-0.0021981-0.00010282i,-0.0019733+0.0013639i,-0.0010845+0.00083822i,-0.0015429+0.00064622i,-0.001268+0.00079365i,-0.0014078+0.00020431i,-0.0011722+0.00060821i,-0.0052858-0.0012532i,-0.0019341+0.0008699i,-0.0023693+0.0015059i,-0.001932+0.00012265i,-0.0011228+0.00031017i,0.002007+0.00033849i,0.0025529+0.00087747i,0.00079544-0.00094198i,-0.00054623-0.0011523i,-0.012648+0.0018008i,-0.0089937-0.0034124i,-0.0044447-0.019901i,-0.011453-0.013525i,-0.018103-0.0085723i,-0.0097256-0.019333i,-0.00014733-0.0099421i,-0.0020397-0.0025166i,-0.0083875-0.014513i,-0.013456-0.013385i,-0.0039255+0.00095619i,0.0074819+0.007953i,-0.0055101+0.012129i,-0.00082241-0.00017172i,0.0061554+0.0016954i,0.010134+0.0059443i,0.0015131+0.0013294i,0.0015819+0.003585i,0.002885+0.00086709i,0.0012886-0.0043956i,0.0017364-0.0031177i,0.0037706+8.7969e-05i,-0.0071959-0.002043i,0.0051292+0.0043485i,-0.0029559-0.0018857i,0.0011767-0.0010713i,-0.0015115-0.00025154i,-0.0017381-0.002633i,-0.00012612-0.0054058i,-0.0018882-0.0010608i,-0.00098747-0.00090053i,-0.0069765+0.0020493i,-0.0047572+5.1579e-05i,-0.0031457+0.0026815i,-0.0034457+0.00077652i,-0.010002-0.0018296i,0.00038475-0.00069202i,-0.0057764-0.00026036i,-0.0043159+0.00054689i,0.00051591+0.0018047i,-0.0013153+0.00044813i,0.0019882-0.00066589i,-0.0034363-0.0034314i,0.0030595+0.0076328i,0.0029105+0.0041217i,-0.018389-0.0064011i,-0.015931+0.021631i,0.0027674+0.022546i,-0.0026091+0.0066328i,0.007439-0.0029452i,0.0049541+0.00028634i,-0.00335+0.0079297i
-0.0078399+0.00032897i,-0.01127-0.0019519i,-0.010793-0.0039314i,-0.010805-0.0014878i,-0.021201+0.0013621i,-0.013141+0.0064219i,-0.016198+0.0010712i,-0.011024-0.0033036i,-0.0033825+0.001329i,2.106e-05-0.0057932i,0.001948-0.0008263i,-0.00027583-0.0018921i,2.5695e-05-0.0018015i,-0.00019057-0.0027434i,-0.0012161-0.0015242i,0.00018112-0.0044398i,0.00013912-0.0010415i,0.0031111+0.00015644i,0.0025121+0.00022148i,0.0025343-0.00063855i,0.0027429-0.00073477i,0.0013304-0.00025223i,0.0022522-0.0017502i,0.00040825-0.0030418i,-0.0032599+0.00068774i,-0.0024934+0.0024108i,-0.0019634+0.0014316i,-0.0025252+0.0011189i,-0.0020591+0.00065262i,-0.0014607+0.0019133i,-0.00073502+0.0011536i,-0.00092994+0.00095253i,-0.00076756+0.0011482i,-0.001393+0.00079737i,-0.0010032+0.0011525i,-0.004687+0.00039174i,-0.001514+0.0014537i,-0.001609+0.002324i,-0.001772+0.00069295i,-0.0011667+0.00077234i,0.0020663-0.00019182i,0.0027161+0.00015229i,0.0010708-0.0012309i,-0.0006043-0.00098898i,-0.012692+0.0028887i,-0.0096988-0.0022635i,-0.0069874-0.020308i,-0.014452-0.011983i,-0.019339-0.0084195i,-0.013663-0.017828i,-0.0010933-0.01178i,-0.0023705-0.0042869i,-0.0079295-0.013644i,-0.015879-0.01392i,-0.0048237+0.0021924i,0.0097448+0.0046936i,-0.00039664+0.013879i,-0.00086589+7.4536e-05i,0.0065178+0.00060798i,0.011406+0.0028884i,0.0016076+0.00067635i,0.0028468+0.004177i,0.0028131+0.0001274i,0.00026862-0.0035763i,0.00018695-0.0030825i,0.0033463-0.0011795i,-0.0061185+0.00016599i,0.0064058+0.0018755i,-0.0023775-0.00047172i,5.2488e-05-0.00086038i,-0.0011802+0.00010079i,-0.002329-0.0019129i,-0.0027235-0.0056157i,-0.0024755-0.00021327i,-0.0023672-0.0014849i,-0.0056824+0.0041971i,-0.004609+0.0017904i,-0.0027125+0.0036624i,-0.0028599+0.001968i,-0.0093648+0.0013313i,-0.00050224-0.0010338i,-0.0058828+0.0010954i,-0.0035793+0.0013512i,0.0011761+0.0010154i,-0.00043692+0.0010633i,0.0024918-0.0011441i,-0.0043906-0.0024234i,0.0061073+0.0068263i,0.003702+0.0036812i,-0.018183-0.0047545i,-0.013467+0.025873i,0.0045721+0.020523i,-0.0041745+0.0061529i,0.0052739-0.0023988i,0.0057511-0.0018914i,-0.0041747+0.0074306i
-0.0074393+0.00053102i,-0.011982-0.0016905i,-0.01112-0.0026513i,-0.010867-0.00055152i,-0.020557+0.0046574i,-0.011748+0.0081019i,-0.015682+0.0031361i,-0.011585-0.0021115i,-0.0032994+0.00020355i,-0.00065676-0.0056086i,0.0020206-0.0016249i,-0.00036146-0.0018352i,-0.00010987-0.0016216i,-0.00055231-0.0026922i,-0.0014436-0.001211i,-0.0006681-0.0046368i,0.00057619-0.00099728i,0.0030544-0.00070915i,0.0025606-0.00055881i,0.0025826-0.001343i,0.0024902-0.001274i,0.0012619-0.00041715i,0.0017468-0.0024507i,0.00018798-0.0033779i,-0.0029589+0.001655i,-0.0014618+0.0031429i,-0.0012979+0.0019117i,-0.0018787+0.0018622i,-0.0016553+0.0012489i,-0.0007725+0.0022929i,-0.0002418+0.0013496i,-0.0003231+0.0010652i,-9.4448e-05+0.0012964i,-0.00099575+0.0014061i,-0.00047811+0.00158i,-0.0036855+0.0015483i,-0.00077028+0.0019041i,-0.00050213+0.0027868i,-0.001423+0.0012193i,-0.00093242+0.0014458i,0.0019551-0.00074096i,0.0027993-0.00073495i,0.00078143-0.0020262i,-0.00065132-0.0009173i,-0.012632+0.0041581i,-0.0089749-0.00099521i,-0.0097527-0.020023i,-0.01705-0.0087475i,-0.019968-0.0069729i,-0.016894-0.014471i,-0.0028897-0.01354i,-0.0031028-0.006571i,-0.0074671-0.013964i,-0.018638-0.012635i,-0.0045417+0.0047715i,0.010486+0.00079908i,0.0042977+0.011965i,-0.0009588+0.00024836i,0.0070109-0.00066052i,0.012014-0.00050494i,0.0014398+0.00022935i,0.0049462+0.003665i,0.0025544-4.9074e-05i,-0.000308-0.0031043i,-0.00087419-0.0025303i,0.0028731-0.0019615i,-0.0053734+0.0015261i,0.0063911-0.0010534i,0.00090419-0.0010395i,-1.341e-05+0.00028019i,-0.00094282+0.00028545i,-0.002722-0.0015396i,-0.0053493-0.0045288i,-0.0027012+0.00057896i,-0.003149-0.00044418i,-0.0034933+0.0055769i,-0.003579+0.0032198i,-0.0016011+0.0050272i,-0.0018081+0.0024429i,-0.0081042+0.0038939i,-0.0014028-0.00087167i,-0.0057412+0.0030837i,-0.0028304+0.0023395i,0.0016593-0.0047173i,0.00021624+0.00054642i,0.002605-0.0020327i,-0.0050991-0.00062098i,0.0084446+0.004284i,0.0047709+0.0028382i,-0.018001-0.0031507i,-0.0077646+0.028669i,0.0061376+0.017957i,-0.0054988+0.0067777i,0.0045183-0.0016025i,0.004679-0.0040689i,-0.0049361+0.0078518i
