-0.0073636-0.038582i,-0.011977-0.044224i,0.0014361-0.045723i,-0.026771-0.027162i,-0.02071+0.014095i,-0.032576-0.032483i,-0.059521-0.062324i,-0.021196-0.072932i,-0.033463-0.050638i,0.0023774+0.01668i,-0.0066481+0.01052i,-0.014993+0.01442i,0.0017581+0.016596i,-0.0036836-0.0035872i,0.000425+0.006602i,0.00075692+0.039285i,0.019643+0.059712i,0.00116-0.00010631i,-0.0045302-0.0080781i,0.0091415+0.005058i,0.0015567+0.0010473i,-0.0011995+0.0035971i,0.00028788-0.0016656i,-0.036141-0.0099629i,-0.0025169-0.0076762i,2.4773e-05+0.0044414i,0.0054483+0.00038732i,0.00027411+0.0010431i,-0.00020715-0.00091277i,0.00014349-0.0022336i,-0.0012907-0.0058127i,-0.0022321-0.003527i,-0.00074848-0.0076522i,0.0032356-0.0010597i,0.002856-0.0024531i,-0.0019506+0.034172i,0.0064289-0.0041478i,0.0035243-0.0025435i,0.0052494-0.00015758i,-0.013485-0.0053424i,0.00014828+0.00012244i,0.011102-0.00062108i,0.0054953-0.0016994i,-0.0031161+0.0049719i,0.0026471+0.0015084i,-0.0029775+0.0084571i,0.015609-0.086915i,-0.0061453-0.048062i,-0.02501-0.039294i,-0.01925-0.042044i,0.063578-0.015804i,0.027866-0.060876i,0.038764-0.044634i,0.030533-0.056083i,0.019331-0.015819i,0.0082897+0.0096975i,0.024839-0.032151i,-0.0073463-0.0051312i,0.0028257-0.0027724i,-0.0049061-0.0066425i,0.0015662-0.032009i,-0.024213+0.031007i,0.0082255-0.010148i,-0.010755-0.0015646i,-0.0053837-0.001454i,-0.00080834-0.013893i,-0.0099726+0.0040393i,0.0036192+0.0083239i,-0.011516+0.03078i,0.0058334+0.0081525i,-0.005021-0.0015807i,-0.0022467-0.0020347i,-0.011169-0.00726i,0.00048591-0.0033885i,-0.035236+0.0050126i,0.0025488-0.012719i,-0.0089078-0.0023952i,-0.0063261-0.0030377i,0.0060742+0.0011814i,-0.0091343+0.0017246i,0.0012318+0.0008412i,0.0056193+0.0092453i,0.0044805+0.00041822i,-0.0097444-0.0095895i,0.0026985+0.008734i,-0.019421+0.0066293i,0.0067589+0.0033902i,-0.028553-0.0088167i,-0.035105+0.0022784i,0.025414-0.077629i,0.012489-0.010145i,-0.042331-0.027814i,-0.022743-0.0036843i,0.01792+0.012607i,-0.027285+0.012115i,-0.011603-0.0083398i
0.010618+0.014911i,0.04028-0.0094331i,0.025447-0.032458i,-0.0026312-0.013204i,-0.008283-0.01695i,-0.0081039-0.023231i,0.016632-0.015981i,0.028639-0.011535i,0.0087973-0.016278i,0.0063795-0.0011112i,0.0021819-0.0033003i,-0.0018917-0.0016546i,0.001724-0.0027936i,-8.483e-05-0.0018439i,-0.001774-0.0018381i,0.0051328-0.0056461i,-0.0048044+0.00089691i,-0.0023233+0.00021162i,0.0011449+0.00039484i,0.0014215+0.0015676i,0.00013192+0.0023554i,-0.0006141+0.00086921i,0.0014206+0.0019357i,-0.00043946+0.0048097i,-0.00029651+0.00071965i,-0.00073773+0.0012655i,-0.0012652+0.00021773i,0.00048215-0.00028388i,-0.00021636+0.00023189i,-0.00053527-0.00070193i,0.0015299-0.0010103i,0.0019494-4.1234e-06i,0.0013284-9.9392e-05i,0.00010845-0.00078803i,0.0010508+0.00064379i,0.0047389-0.0027511i,-0.00066915+0.0010588i,0.00045827+0.00013855i,-0.00014119-0.00062536i,-0.00061593-0.00064723i,0.0023204+0.0012012i,0.0017323+0.0010273i,0.0023632-0.0076833i,0.0023226+0.0016616i,0.009587+0.013522i,0.014509+0.026908i,0.041016+0.018966i,0.025501+0.0032985i,0.00038122-0.016103i,0.019081-0.002099i,0.021411+0.017406i,0.017143+0.019639i,0.017516+0.024933i,-0.008544+0.032058i,0.0021526-0.0064241i,0.0019551-0.0036586i,0.0048244-0.0059081i,0.009366-0.0018426i,0.0015822+0.0042496i,-0.010109+0.0081863i,-0.0052687-0.0076372i,0.0030701+0.014732i,-0.0032263-0.0018946i,0.0009981+0.0021655i,-0.00085382+0.0013686i,0.0016616-0.0034077i,0.0065279-0.0026232i,-0.0037823-0.00081607i,0.0048528-0.0018772i,-0.0068788+7.7913e-05i,-0.002129+0.00091645i,0.00026142+1.3985e-05i,-0.0058249-0.0020159i,-0.0033696-0.0026054i,-0.014689-0.011054i,0.0032405-0.0024732i,-0.0035725+0.0010796i,-0.0012386+0.0018096i,-0.0047107+0.0030216i,0.0057184+0.0020034i,-0.0088485-0.0015587i,-0.00063484-0.005261i,-0.0023807-0.00066162i,-0.0051475-0.00084795i,0.0055289-0.0045295i,0.003927+0.0024563i,0.0027142-0.0019699i,0.0029724+0.010214i,0.0052314+0.0015019i,0.026022+0.022144i,-0.022729-0.0024144i,-0.027372+0.015967i,-0.0054239+0.014484i,0.00084804+0.00058928i,0.0060897-0.0078028i,-0.0092683+0.0035188i
0.012309+0.013327i,0.03785-0.015896i,0.018822-0.035895i,-0.005379-0.011823i,-0.012427-0.015543i,-0.011729-0.021213i,0.011816-0.019732i,0.026295-0.01573i,0.0051915-0.016268i,0.0058079-0.0027698i,0.00090908-0.0042018i,-0.0020327-0.00076559i,0.00039437-0.0027088i,-0.00027491-0.0015792i,-0.002085-0.0012502i,0.0038307-0.006736i,-0.0034628+0.0023281i,-0.0024712+0.00094601i,0.0008352-3.3953e-05i,0.0018266+0.00092123i,0.00095254+0.0023729i,-0.00039073+0.0012841i,0.0020774+0.001384i,0.0020505+0.0040989i,0.00035436+0.00082329i,-2.2008e-05+0.0012821i,-0.00090907+0.00094767i,0.00041518-0.00013109i,-3.7338e-05+0.00050828i,-0.00042419-0.00010809i,0.0009253-0.0017i,0.0019443-0.0007701i,0.0013644-0.00056129i,-0.00026076-0.00048577i,0.0016848+0.00021034i,0.0038262-0.0036863i,-0.00014857+0.0014474i,0.0004282-9.2785e-05i,8.0965e-05-1.6607e-05i,-0.0013503-0.0011786i,0.0023233+0.00035799i,0.0018445+0.00022134i,0.00031119-0.0069666i,0.003666+0.00096449i,0.011491+0.012085i,0.018473+0.024742i,0.042495+0.012226i,0.02574-0.0027261i,-0.0036621-0.012657i,0.021353-0.0063382i,0.025851+0.01177i,0.021415+0.011538i,0.019222+0.01524i,-0.00030374+0.029389i,-1.1438e-05-0.0064447i,-0.0012415-0.0036063i,0.0023753-0.0077954i,0.0064378-0.004484i,0.0024057+0.0033768i,-0.0052759+0.011577i,-0.0061801-0.0035109i,0.005642+0.01259i,-0.0039991-0.00072019i,0.0022011+0.0026136i,0.00046447+0.0015417i,-0.00039959-0.0034812i,0.0061962-0.0061276i,-0.0042806+9.5985e-05i,0.0044391-0.0040719i,-0.0059756+0.0031257i,-0.001673+0.00038906i,-3.9119e-05-0.00057648i,-0.0052804+0.0014816i,-0.0038282-0.001609i,-0.015913-0.0042661i,0.0014165-0.003326i,-0.0025073+0.0019685i,-0.0014008+0.0011829i,-0.0029939+0.0044379i,0.0071766-0.00054617i,-0.0084247+0.002022i,-0.0024435-0.0048103i,-0.0021177-0.00030819i,-0.0048221+0.0012075i,0.0024043-0.0051324i,0.0047733+0.0003434i,0.0024133-0.0024505i,0.0053744+0.0083621i,0.0040644+0.00060005i,0.026632+0.014938i,-0.021854+0.0023359i,-0.025478+0.023177i,-0.0026762+0.012378i,0.0021615+0.0035771i,0.0036844-0.0072008i,-0.010892+0.0051843i
0.014399+0.011142i,0.033973-0.022284i,0.011606-0.037661i,-0.0072067-0.0099209i,-0.016415-0.01314i,-0.014892-0.01873i,0.0065724-0.022101i,0.023803-0.019725i,0.001988-0.01589i,0.0045781-0.0040331i,-0.0008204-0.0043905i,-0.0018184+0.00014157i,-0.0005776-0.0020834i,-0.00035714-0.0013306i,-0.0025067-0.0005804i,0.0022282-0.0073407i,-0.0016978+0.0026954i,-0.0023905+0.0019081i,0.00043123+0.00013142i,0.0018231+4.5115e-05i,0.0018518+0.0017689i,-0.00016281+0.0013681i,0.0023811+0.00059776i,0.0037929+0.0025097i,0.0012147+0.00051807i,0.00048576+0.0010144i,-0.0002823+0.0012771i,0.00040134-4.4816e-05i,0.0002937+0.00062304i,-6.2934e-05+9.4428e-05i,0.00012244-0.0019831i,0.0014878-0.0015711i,0.0010249-0.0010731i,-0.00023868-0.00010068i,0.0019948-0.00095989i,0.002821-0.0044566i,0.0007874+0.001408i,0.00032945-0.00020845i,0.00037418-0.00018037i,-0.0021765-0.0008664i,0.002246-0.00045281i,0.0015794-0.00048931i,-0.0011402-0.0059575i,0.004205-0.00068633i,0.013524+0.0099789i,0.023169+0.021256i,0.043323+0.0053132i,0.024312-0.0082909i,-0.00534-0.0085727i,0.022803-0.011807i,0.028276+0.0051928i,0.023887+0.0040612i,0.017568+0.0077766i,0.0051896+0.026491i,-0.002365-0.0054658i,-0.0038566-0.0018146i,-0.0016387-0.0086676i,0.0031044-0.0052125i,0.002392+0.0025759i,-0.00056644+0.011995i,-0.0052231-0.00058088i,0.0068504+0.0095909i,-0.0043091+0.0019049i,0.0034331+0.002291i,0.0010654+0.00088215i,-0.0018351-0.0024523i,0.0041446-0.0080588i,-0.0037051+0.0013541i,0.0031723-0.005337i,-0.0030369+0.0047113i,-0.0019124+0.00010366i,-0.00062205-0.0005856i,-0.00352+0.0032104i,-0.0034082-0.00027872i,-0.014904+0.0015825i,0.00019726-0.0038676i,-0.0013536+0.0022166i,-0.0013946+0.0014197i,-0.00067034+0.0042635i,0.0069997-0.0036577i,-0.0065042+0.0049404i,-0.0039976-0.0035057i,-0.0020984-0.0001426i,-0.0037943+0.0023884i,0.0010081-0.0044064i,0.0040369-0.001414i,0.0022824-0.0029447i,0.0056231+0.0051605i,0.0031864+0.00032266i,0.026669+0.0096578i,-0.019501+0.0060048i,-0.019559+0.029351i,-0.0017056+0.010044i,0.0050114+0.0043071i,0.0016753-0.0056748i,-0.010666+0.007958i
0.015802+0.0080705i,0.028975-0.027305i,0.0050235-0.038239i,-0.0079973-0.0084001i,-0.019546-0.0091441i,-0.017486-0.015844i,0.00090816-0.022814i,0.020449-0.023953i,-6.033e-05-0.015081i,0.0031439-0.0047527i,-0.0025986-0.003297i,-0.0012434+0.00049654i,-0.00091773-0.0012128i,-0.00044943-0.0013884i,-0.0024771+0.0005577i,0.00042429-0.0075099i,-0.00095463+0.0022715i,-0.0017982+0.0031322i,0.00060238+0.00059513i,0.0014412-0.00068251i,0.0022547+0.00082077i,-6.6709e-05+0.0015628i,0.0022705-0.00016872i,0.0044514-9.2082e-05i,0.001836-0.00036034i,0.0007159+0.00071491i,0.00027855+0.0013116i,0.00062363-6.6894e-05i,0.00059687+0.0005032i,0.00014829-6.5548e-05i,-0.00065757-0.0019767i,0.00069761-0.0019025i,0.00063501-0.0013781i,-9.3237e-05-0.00022615i,0.0014273-0.0023794i,0.0016678-0.0049404i,0.0015483+0.00074908i,0.0003446-0.0001989i,0.00045893-0.00042578i,-0.0027872-0.00021114i,0.0018426-0.0010144i,0.00098861-0.00078307i,-0.0020654-0.0047187i,0.0037028-0.00187i,0.015401+0.0066735i,0.027425+0.015631i,0.043113-0.0016659i,0.02211-0.012742i,-0.0043033-0.0043608i,0.022218-0.018873i,0.029039-0.0016252i,0.02465-0.0041324i,0.015209+0.0030112i,0.011399+0.022957i,-0.0036037-0.0035075i,-0.0050523+0.0010654i,-0.0060887-0.0078443i,0.00074263-0.0047577i,0.002311+0.002398i,0.0030498+0.011025i,-0.0034456+0.0012461i,0.0067127+0.0066247i,-0.0018594+0.0043466i,0.0048277+0.0013694i,0.0016354+0.00048459i,-0.0025596-0.0010707i,0.0019679-0.0094861i,-0.0028331+0.0019709i,0.0016724-0.0067686i,-0.00086063+0.0040268i,-0.0025821+0.00011596i,-0.00075215-0.00038492i,-0.0016526+0.0046317i,-0.0027922+0.00034581i,-0.011784+0.0065145i,-0.0015193-0.0042676i,-0.00020427+0.001834i,-0.0013056+0.0012354i,0.0006206+0.0030711i,0.005625-0.0067319i,-0.0032398+0.006477i,-0.0042156-0.0017043i,-0.002243+0.00012346i,-0.0029313+0.0033613i,-0.00022604-0.0039445i,0.0029767-0.0020061i,0.0019398-0.0038766i,0.0044651+0.0039937i,0.0028065+0.00027419i,0.02631+0.0042539i,-0.017469+0.006868i,-0.011685+0.032054i,-0.00091532+0.0091897i,0.0070717+0.003879i,0.00095046-0.003768i,-0.0088733+0.010051i
0.016174+0.0047784i,0.023334-0.030954i,-0.0015678-0.037877i,-0.0090106-0.007517i,-0.020597-0.0048644i,-0.019634-0.012645i,-0.0040863-0.021904i,0.016149-0.027111i,-0.001078-0.014384i,0.0016122-0.0047396i,-0.0031306-0.0016583i,-0.0010063+0.00062739i,-0.00089338-0.00054742i,-0.0010318-0.0012194i,-0.0016353+0.0015194i,-0.0015449-0.0069343i,-0.00033309+0.0023896i,-0.00028406+0.003871i,0.0009813+0.00036577i,0.00081196-0.0011566i,0.0022379-0.00010471i,0.00037757+0.0015449i,0.0020217-0.00083978i,0.0033757-0.002333i,0.0014439-0.0016468i,0.00083551+0.00045218i,0.00082388+0.0012024i,0.00080347-0.00029103i,0.00073127+0.00024109i,-3.0666e-05-0.00026296i,-0.0013973-0.0016545i,1.489e-05-0.0019049i,-6.3457e-06-0.0015596i,-0.00026241-0.00014293i,-0.00027015-0.0028436i,0.00053756-0.0051165i,0.0016925-0.00010706i,0.00032541-0.00049887i,0.00062438-0.00063928i,-0.0031445+0.00072097i,0.0012791-0.0014496i,0.00059713-0.00077397i,-0.0026649-0.0035709i,0.0030505-0.0025846i,0.01676+0.0028867i,0.029669+0.0086924i,0.0418-0.0086647i,0.019902-0.017384i,-0.00089497-0.0012953i,0.018818-0.025949i,0.028268-0.0078127i,0.022601-0.011699i,0.012141+0.00068608i,0.016704+0.017243i,-0.0037036-0.0026468i,-0.0045238+0.0044734i,-0.010269-0.0045945i,-0.0010047-0.0039708i,0.0024791+0.0021997i,0.0057096+0.0094166i,-0.0014511+0.0014794i,0.005681+0.0051403i,0.001368+0.0037289i,0.005975-0.0006502i,0.0021314-0.00044682i,-0.0023348+0.00087636i,-0.0011758-0.011078i,-0.0025575+0.0028248i,-0.00044663-0.0075662i,-0.00038669+0.0034773i,-0.003157+0.00095872i,-0.00079684-0.00028462i,0.0018835+0.0048685i,-0.0025363+8.0307e-05i,-0.0068817+0.0093867i,-0.0038434-0.003646i,0.00038986+0.00090917i,-0.0012318+0.0014151i,0.0011541+0.0020311i,0.0031727-0.0092132i,-0.00013942+0.006003i,-0.0035617-0.00067663i,-0.0021555+0.00059793i,-0.0015428+0.0043939i,-0.0011942-0.0028642i,0.0021682-0.0023148i,0.00075905-0.0045077i,0.0037901+0.0034726i,0.0024798+1.1034e-05i,0.024811-0.00049524i,-0.018871+0.0069312i,-0.0048304+0.03076i,0.00066263+0.0074862i,0.0088941+0.00205i,0.0010627-0.0023837i,-0.0062429+0.01102i
0.016079+0.0018163i,0.0177-0.033351i,-0.0077966-0.036383i,-0.010031-0.0061848i,-0.020897-0.0012212i,-0.02099-0.0092147i,-0.0080644-0.020295i,0.011587-0.029864i,-0.0017405-0.015065i,0.0006772-0.0042545i,-0.0027997-0.00023788i,-0.000647+0.00093548i,-0.00080037+4.5795e-05i,-0.0012454-0.00043812i,-0.00067409+0.0016557i,-0.0028462-0.0055388i,0.00082618+0.0023381i,0.0013348+0.003499i,0.0010947+7.9175e-05i,0.00016067-0.0011088i,0.0019198-0.00091187i,0.0007158+0.0013936i,0.0013903-0.0014422i,0.0017105-0.0033922i,0.00027867-0.0022026i,0.00085215+0.00028027i,0.0014086+0.00083646i,0.00070858-0.00064114i,0.00076691+1.8884e-05i,-0.00031595-8.1834e-05i,-0.0019782-0.0010018i,-0.00067506-0.0017119i,-0.00059394-0.0012142i,-8.8619e-05-3.7124e-05i,-0.0011439-0.0021505i,-0.00052364-0.0050981i,0.001603-0.00059007i,-6.3158e-06-0.00061559i,0.00042731-0.0010248i,-0.0031084+0.0018959i,0.00068174-0.0015936i,0.00048848-0.00075352i,-0.0028929-0.0023576i,0.0023292-0.0032637i,0.016953-0.002108i,0.029902+0.0015316i,0.039373-0.015451i,0.01551-0.022122i,0.0041055-0.0021849i,0.012543-0.031412i,0.026747-0.013193i,0.019418-0.017288i,0.010382+0.0010574i,0.019125+0.0098297i,-0.0044048-0.0020833i,-0.0019367+0.0069009i,-0.01242+0.00058878i,-0.0024827-0.002899i,0.0025419+0.0021909i,0.0071299+0.0071586i,-0.00027452+0.00052243i,0.0048561+0.0041315i,0.0021042+0.0020575i,0.0055252-0.0033345i,0.0018655-0.0021397i,-0.00031403+0.0020837i,-0.0063376-0.00948i,-0.0013212+0.0045117i,-0.003936-0.0074679i,0.0010904+0.00354i,-0.0032889+0.0023586i,-0.00077554-0.00015155i,0.0050927+0.0015844i,-0.0028575+0.00037578i,-0.0010692+0.0087892i,-0.0057015-0.0015054i,0.00025052-5.8343e-05i,-0.0014337+0.001405i,0.0015269+0.00089721i,-0.00082282-0.010753i,0.0022295+0.0042807i,-0.0032437-0.00039855i,-0.0021653+0.0011025i,0.00081359+0.0046016i,-0.0010684-0.0016982i,0.0014809-0.0020995i,-0.00050134-0.0045576i,0.0030884+0.003435i,0.0017823-0.00010721i,0.02287-0.0038115i,-0.021234+0.010471i,0.0002622+0.02866i,0.0011149+0.0044313i,0.0094201-0.0005262i,0.0015084-0.0019981i,-0.0034288+0.010569i
0.015345-0.0011914i,0.012192-0.034909i,-0.013353-0.033911i,-0.01054-0.0050657i,-0.020593+0.0025275i,-0.021753-0.0057775i,-0.011515-0.01859i,0.0064203-0.031993i,-0.0035859-0.016825i,0.00022853-0.0038586i,-0.0020885+0.00083751i,-0.00012015+0.0011992i,-0.00027462+0.00050464i,-0.00094346+0.00017588i,1.2662e-05+0.0015327i,-0.0033388-0.0041336i,0.0015962+0.0017065i,0.0024882+0.002628i,0.0011882-2.5939e-05i,-0.00023728-0.00080098i,0.0012867-0.0015575i,0.00097234+0.001388i,0.00069538-0.0014836i,0.00019922-0.0034512i,-0.00062149-0.0020848i,0.00093862+0.00011137i,0.0016773+0.00018444i,0.00045853-0.00089823i,0.00072004-0.0002457i,-0.00021599+0.00020911i,-0.0021828-0.0002158i,-0.0011574-0.001188i,-0.00080671-0.00081862i,2.7814e-05-0.00018217i,-0.0015986-0.001767i,-0.0014881-0.0046187i,0.0015844-0.0012496i,-0.00030971-0.00043023i,-0.00014315-0.0011568i,-0.0024939+0.0030355i,0.000282-0.0016859i,0.00031311-0.00080571i,-0.0026764-0.00118i,0.0013554-0.0035423i,0.014934-0.0066878i,0.028059-0.0049764i,0.035518-0.021467i,0.0096393-0.024666i,0.0068785-0.0059947i,0.0052515-0.034261i,0.024981-0.018638i,0.016447-0.022477i,0.011647+0.0010664i,0.019636+0.0034078i,-0.0056192-0.0013533i,0.0013335+0.0073243i,-0.011625+0.0064639i,-0.0033512-0.0016869i,0.0029331+0.0021846i,0.0078726+0.0057495i,-0.00034225-0.00045008i,0.003557+0.0038993i,0.0025069+0.0014323i,0.0034495-0.0053229i,0.00013249-0.0030301i,0.0013094+0.0013499i,-0.008762-0.0051623i,0.0015217+0.0047031i,-0.0065886-0.0050351i,0.0022681+0.002313i,-0.0025777+0.0040246i,-0.00077596-0.0002345i,0.0047372-0.0026257i,-0.0027042+0.0012318i,0.0019019+0.0052167i,-0.0057018+0.00088946i,-0.00039171-0.00079126i,-0.0014724+0.0019722i,0.0010998-0.00048033i,-0.0057735-0.009856i,0.0027726+0.0017177i,-0.0032737-0.00019476i,-0.0017222+0.0020381i,0.00289+0.0035473i,-0.00067068-0.0017333i,0.0014042-0.001584i,-0.0015689-0.0041859i,0.0025862+0.0038844i,0.001383-1.4732e-05i,0.022102-0.0069121i,-0.021177+0.01591i,0.0042117+0.025691i,-0.00014435+0.0012539i,0.0084246-0.0034866i,0.0014546-0.0014573i,-0.0017735+0.0087246i
0.013807-0.0036914i,0.0069642-0.03571i,-0.018502-0.030741i,-0.011124-0.0043369i,-0.019289+0.0057765i,-0.02194-0.0024032i,-0.014824-0.016284i,0.00055597-0.033126i,-0.006927-0.01798i,-0.00013328-0.0037951i,-0.0011055+0.001416i,0.00059192+0.0010388i,0.00036288+0.00066053i,-0.00047874+0.00048583i,0.00067125+0.0012428i,-0.0033351-0.0031472i,0.0021356+0.0011327i,0.0032489+0.0014635i,0.0013769-0.00049602i,-0.00025969-0.00049762i,0.00035488-0.0016855i,0.001461+0.0012241i,0.000255-0.0014327i,-0.00085338-0.003132i,-0.0013287-0.0017231i,0.00098825-0.00022166i,0.0015109-0.00049869i,0.00016698-0.00099164i,0.00052976-0.00023084i,-0.00016298+0.00030521i,-0.0021737+0.00056233i,-0.0012374-0.00059232i,-0.00081654-0.00052095i,-3.9283e-05-0.00042423i,-0.0023206-0.0011076i,-0.0022457-0.003842i,0.00097095-0.001907i,-0.00039162-0.00013121i,-0.0005301-0.00070432i,-0.0015791+0.0037877i,-0.0003568-0.0015761i,7.8557e-05-0.00090593i,-0.0020251-0.00044505i,0.0005693-0.0030916i,0.011776-0.0097667i,0.024821-0.01i,0.0307-0.026029i,0.0038293-0.02508i,0.0072142-0.0097488i,-0.002537-0.035112i,0.022434-0.02447i,0.012199-0.027286i,0.013585-0.0006307i,0.0189-0.0037016i,-0.0069762+0.00014516i,0.0040781+0.0061733i,-0.0078434+0.010893i,-0.003824-0.00054384i,0.0032815+0.0020251i,0.0089699+0.0039786i,-0.00094196-0.0007667i,0.0031827+0.004966i,0.0032878+0.00026226i,0.0010353-0.0055725i,-0.0011587-0.0025597i,0.0020265+0.00023853i,-0.0087332-0.0013248i,0.0037227+0.0033152i,-0.00775-0.0020821i,0.0020732+0.0010698i,-0.00064547+0.0050729i,-0.0011313-0.0002273i,0.0022038-0.0053337i,-0.0021253+0.0016648i,0.002025+0.0018872i,-0.0049255+0.0028919i,-0.0014713-0.00088721i,-0.0010858+0.0022952i,-2.6304e-05-0.00077489i,-0.0088712-0.0066936i,0.002101-2.5989e-05i,-0.0034618-0.00010128i,-0.0007144+0.0022224i,0.0040028+0.0017035i,-0.0010207-0.0014942i,0.0020416-0.0015261i,-0.00225-0.0033934i,0.0037236+0.0051696i,0.00085924+0.00024406i,0.02006-0.010737i,-0.01943+0.020955i,0.006848+0.022544i,-0.0033384-0.00066762i,0.0050693-0.0049412i,0.0019174-0.0015171i,-0.0019447+0.0070733i
0.012249-0.0054391i,0.0018071-0.036067i,-0.022733-0.026579i,-0.012-0.0035829i,-0.017926+0.0081176i,-0.021739+0.00098155i,-0.01737-0.013348i,-0.0051232-0.032804i,-0.011121-0.017861i,-0.00055834-0.003627i,-3.4313e-05+0.0012729i,0.0011052+0.00077414i,0.000959+0.000638i,7.6793e-07+0.0005737i,0.00098449+0.00071114i,-0.0032261-0.0025966i,0.0030891+0.00023078i,0.0034472+0.0001055i,0.0010277-0.0011509i,-0.00013711-0.00028451i,-0.00027857-0.0014647i,0.0021153+0.00055964i,-2.3677e-05-0.0013825i,-0.0013521-0.0027186i,-0.0019762-0.0012984i,0.00089131-0.00063104i,0.0011469-0.00088434i,-0.00011841-0.00073677i,0.00045478-0.00017152i,2.5568e-07+0.00053307i,-0.0018796+0.001345i,-0.0011688-0.00022224i,-0.00096522-0.00025997i,-0.00027574-0.00030413i,-0.0025242+7.4398e-05i,-0.0025875-0.0029722i,0.00010246-0.0020598i,-0.00040865+0.00014335i,-0.00045656-0.00047531i,-0.00049158+0.0042314i,-0.00070885-0.0012974i,-1.3955e-05-0.00086295i,-0.0014852-0.00016631i,0.00040406-0.0028491i,0.0088881-0.011493i,0.02162-0.012907i,0.025887-0.029475i,-0.0010974-0.023926i,0.0059079-0.012876i,-0.010377-0.033136i,0.018198-0.030091i,0.0074674-0.030674i,0.015215-0.0034946i,0.014973-0.0096389i,-0.0079297+0.0027715i,0.0057381+0.0039644i,-0.0030083+0.012965i,-0.0042309+0.00079757i,0.003734+0.0019525i,0.0094208+0.0017419i,-0.0015362-0.00093724i,0.0041657+0.0064141i,0.0027495-0.0012049i,-0.00069262-0.0049627i,-0.0021874-0.0017933i,0.0020575-0.00071614i,-0.0074132+0.001565i,0.0050008+0.0012223i,-0.0075302+0.0012067i,0.0016638+0.0010062i,0.0015617+0.0047995i,-0.0012093+0.00016996i,-0.00082312-0.0062794i,-0.001535+0.0013202i,0.00040023+0.0002842i,-0.0036103+0.0044345i,-0.0023394+7.3264e-05i,-0.00087186+0.0025305i,-0.00056362-0.00043153i,-0.010271-0.0032071i,0.00095004-0.00081481i,-0.0040432+0.00038838i,-2.2319e-06+0.0018566i,0.0042081-0.00038407i,-0.00072603-0.0011485i,0.0025903-0.0022106i,-0.002887-0.0031108i,0.0057849+0.0047922i,0.00065295+0.0010278i,0.017555-0.013217i,-0.015836+0.026735i,0.0086783+0.019637i,-0.0071108-4.2632e-05i,0.0020106-0.0035406i,0.0016914-0.0018605i,-0.0024152+0.0060934i
0.010985-0.0069453i,-0.003537-0.036302i,-0.02592-0.022448i,-0.012988-0.002323i,-0.016662+0.010846i,-0.020587+0.0043103i,-0.019227-0.010161i,-0.010726-0.032185i,-0.015395-0.016347i,-0.0009023-0.003687i,0.00053358+0.0007099i,0.0015897+0.0001503i,0.0015992+0.00038103i,0.00065809+0.00032199i,0.0010014+0.00021614i,-0.0032773-0.0022195i,0.0032763-0.0015318i,0.0029734-0.0010869i,0.00041586-0.0012452i,0.00013875-0.00025869i,-0.00078221-0.0011253i,0.0021964-0.00035232i,-0.00045903-0.0012682i,-0.0016251-0.0025957i,-0.0023459-0.00059265i,0.00058117-0.00096814i,0.00069594-0.0011811i,-0.00025143-0.00047073i,0.00057095-0.000121i,0.00053775+0.00064296i,-0.0012821+0.0019651i,-0.0011678+0.00011374i,-0.00079984+7.6362e-05i,-0.0002571-0.00017924i,-0.0018511+0.0008572i,-0.0027707-0.0022729i,-0.00058151-0.0018699i,-0.00019359+0.00044092i,-0.00048349-0.00043864i,0.00080631+0.0042026i,-0.00088442-0.00099214i,-0.00027282-0.00095064i,-0.0010416-0.00038004i,0.00024607-0.0030675i,0.0058671-0.012938i,0.019368-0.015293i,0.020906-0.031957i,-0.0051348-0.021609i,0.0046758-0.014941i,-0.017117-0.028391i,0.012543-0.034928i,0.0031192-0.033994i,0.0163-0.0081071i,0.0094837-0.012707i,-0.0072019+0.0064049i,0.0062877+0.0013875i,0.0014409+0.012695i,-0.0040603+0.0022746i,0.0047966+0.0015677i,0.0092732-0.00089142i,-0.0023711-0.00099798i,0.0070233+0.0066596i,0.001654-0.0014278i,-0.0018319-0.0039382i,-0.0026302-0.00065539i,0.001998-0.0015244i,-0.0060806+0.0034571i,0.0051262-0.0012531i,-0.0060368+0.0039046i,0.0024286+0.0013416i,0.0031213+0.0034937i,-0.0010527+0.00020962i,-0.0041316-0.0056578i,-0.0015721+0.0011952i,-0.00069932+0.00072555i,-0.0017629+0.005343i,-0.0021906+0.0013337i,-0.00055699+0.0031147i,-0.00075698-0.00021365i,-0.010597+7.8569e-05i,-0.00022119-0.00082588i,-0.0044807+0.0017618i,0.00020641+0.0016246i,0.0036169-0.0025339i,-0.00070369-0.0016728i,0.0027067-0.0033744i,-0.0037553-0.0023097i,0.0073021+0.0031927i,0.0011324+0.0016207i,0.015074-0.015219i,-0.0088392+0.030492i,0.010375+0.016258i,-0.0094968+0.0024834i,0.00065523-0.00091394i,0.0012689-0.0017094i,-0.0033814+0.0054931i
