-0.023853-0.037677i,-0.01192-0.049822i,-0.018352-0.044612i,-0.0312-0.035701i,-0.030023-0.016044i,-0.050522-0.02739i,-0.057925-0.025302i,-0.044368-0.037253i,-0.026996-0.032734i,0.0080871+0.011566i,-0.0059688+0.015526i,-0.0046547+0.014238i,0.010167+0.020519i,0.00053931+0.0044168i,0.0033936+0.0034621i,0.0065393+0.017394i,0.023247+0.039776i,-0.0023698-0.0014944i,-0.004929-0.0056185i,0.0072682+0.0029876i,-0.00013469-0.00079739i,-0.00085206+0.001634i,0.00013157-0.00038138i,-0.029246-0.0025337i,-0.0021056-0.0063752i,0.00094416+0.004388i,0.0032174-0.0001031i,-0.00033602+0.00068373i,0.00057807-0.000468i,-0.0007898-0.0025512i,-0.0016614-0.0060459i,-0.0046004-0.004203i,-0.0025719-0.0048513i,0.0023978-0.00028573i,0.001931-0.0030172i,-0.00019335+0.026624i,0.0016678-0.0032977i,0.0027692+0.00086123i,0.0054343+0.00099846i,-0.010493-0.0025278i,-0.0036391+0.00022406i,0.0055019-0.00049847i,0.0059267-0.00014275i,-0.0036643+0.0050519i,0.001337-0.0094138i,-0.012021+0.018092i,0.035046-0.091105i,0.012391-0.07047i,-0.016084-0.059377i,-0.016603-0.055267i,0.039248-0.046064i,0.016871-0.062589i,0.034096-0.055404i,0.030499-0.059954i,0.015461-0.013762i,0.0043111+0.016364i,0.016583-0.026399i,-0.011277+0.0061133i,-0.000654+0.0052287i,-0.0051306-0.0013237i,-0.0018473-0.028508i,-0.024308+0.031311i,0.0098821-0.011523i,-0.013159-0.0020972i,-1.1789e-05-0.0049434i,-0.0011358-0.016269i,-0.0074574+0.0045959i,0.0050547+0.0063012i,-0.0083244+0.030248i,0.0051696+0.0061508i,-0.0049487-0.00060567i,-0.0031157-0.00038592i,-0.012494-0.0074555i,-0.00077279-0.0042466i,-0.025199+0.0029566i,0.00030469-0.010047i,-0.0097503-0.0011816i,-0.0066566-0.0026462i,0.0070471+0.0029457i,-0.0080206+0.0011676i,-3.8582e-05+0.00080497i,0.0069601+0.010869i,0.0038534+0.0013947i,-0.0094407-0.009853i,0.003087+0.0082232i,-0.020524+0.0062157i,0.0084153+0.00061816i,-0.029087-0.0034545i,-0.042114+0.0022054i,0.018421-0.09586i,-0.0020443-0.012091i,-0.053411-0.022285i,-0.02357+0.00018275i,0.017915+0.010389i,-0.025587+0.012967i,-0.018355-0.013263i
0.01371-0.0095969i,0.0435-0.01299i,0.022675-0.02706i,0.010918-0.021614i,0.013561-0.040167i,-0.018621-0.022617i,-0.0085114-0.014684i,-0.0025029-0.027696i,0.0065767-0.017026i,0.0041543-0.0013939i,0.0015446-0.0047511i,-9.76e-05-0.005139i,-0.00089407-0.0057783i,-0.00093896-0.0028333i,-0.0011452+0.00094645i,0.0013963-0.0030355i,-0.0035472+0.0019668i,-0.00026685+0.00089294i,0.00021933+0.00028821i,0.00069245+0.0022373i,0.0014519+0.0018267i,0.0010718-0.0010595i,0.0019618+0.00041118i,-0.00096722+0.0026097i,-0.00078879+0.00029009i,-0.0005653+0.00046535i,-0.0014559+0.00016361i,-0.00067421+0.00042415i,4.0673e-06+9.7448e-05i,-0.00027391-0.00029467i,0.0022813-0.0016078i,0.0014319-7.1033e-05i,0.00034362-0.00074767i,0.00053299-0.00093662i,0.00084901+0.00035189i,0.0030903-0.0047222i,-1.527e-05+5.7813e-05i,-0.00073036+0.00048305i,-0.00025641-0.00024923i,0.00043233+0.00043409i,0.00036666+0.00086158i,0.0010225+0.00050172i,0.00022446-0.0030187i,-0.00038009-0.003393i,0.018101+0.0041692i,0.029309+0.039279i,0.035226+0.039842i,0.047537+0.029363i,0.015683-0.00093737i,0.035949-0.00043153i,0.037621+0.012661i,0.014357+0.0065801i,0.029102+0.022166i,-0.003888+0.032763i,0.0064784-0.0047391i,0.0049212-0.0032978i,0.0064885-0.0040025i,0.0078831+0.0038656i,0.0036735+0.0063286i,-0.0063456+0.0042838i,-0.0041124-0.0057764i,0.0031473+0.013162i,-0.0036984+0.00068526i,-0.00016365+0.0055114i,-0.00051491+0.0014628i,0.0026834-0.0032237i,0.0066058-0.00074174i,-0.0026178-0.00048864i,0.0044092-0.0018376i,-0.0054454+0.00020386i,-0.001309+0.00049214i,0.00035274+8.15e-05i,-0.0047738-0.0025793i,-0.0042775-0.0020055i,-0.0071822-0.0093832i,0.0032595-0.0017292i,-0.0049437+0.0021369i,-0.0016365+0.0010876i,-0.003837+0.0026715i,0.0067982+0.0003736i,-0.0072458-0.0014987i,-0.0045962-0.0075526i,-0.0028287-0.0012643i,-0.0063595-0.0012445i,0.0042883-0.0035699i,0.0066072+0.00062169i,0.0028742-0.0014679i,0.0054152+0.0076224i,0.0065053+0.0057076i,0.042221+0.026768i,-0.031757-0.0044267i,-0.036667+0.018544i,-0.0090371+0.019651i,0.0021221+0.002236i,0.0099346-0.0047442i,-0.011376-0.00018657i
0.011339-0.011437i,0.0401-0.020181i,0.017406-0.03018i,0.006923-0.022201i,0.0053021-0.041929i,-0.02102-0.018938i,-0.011443-0.013824i,-0.0070358-0.026362i,0.0034885-0.017745i,0.0038853-0.0024584i,0.00033517-0.0052222i,-0.0011772-0.0044734i,-0.0025766-0.0047636i,-0.0014958-0.0021804i,-0.00064984+0.0011828i,0.00095468-0.0031415i,-0.0021735+0.0030014i,-0.00063089+0.00075879i,9.905e-05+0.00024789i,0.0013095+0.0019234i,0.0021046+0.0014823i,0.00085034-0.0011836i,0.0019251-0.00023241i,0.00076747+0.0024407i,-0.00052145+0.00051189i,-0.00019688+0.00042503i,-0.001187+0.0010036i,-0.00039664+0.0006085i,-2.5643e-05-0.0003881i,-7.5663e-05+6.2216e-05i,0.0015061-0.0025013i,0.0014401-0.00055329i,0.00012747-0.00074409i,0.00010094-0.00097213i,0.0012747+2.2635e-05i,0.0035751-0.0028816i,-3.5006e-05+0.00021658i,0.0067271-0.0051718i,-6.691e-06+3.8661e-05i,0.00041327-0.00018025i,0.00054836+0.00069703i,0.0011606+1.3357e-05i,-0.00078507-0.0023704i,0.00015896-0.0030135i,0.018377+0.0017494i,0.034634+0.034358i,0.040256+0.033237i,0.051271+0.020596i,0.012873-0.00036403i,0.03636-0.006457i,0.03963+0.0056455i,0.015388+0.00058959i,0.029456+0.011883i,0.0036411+0.029659i,0.0046525-0.0056356i,0.00080307-0.0037935i,0.0040943-0.0064976i,0.0069725+0.0010337i,0.0051811+0.0048229i,-0.0035917+0.0067463i,-0.0045417-0.0026043i,0.0052635+0.01133i,-0.0037881+0.001622i,0.0027651+0.0062338i,0.00041343+0.0016857i,0.0005113-0.0035111i,0.007331-0.0044728i,-0.0028239-0.00010152i,0.0040021-0.0032416i,-0.0047224+0.0025259i,-0.001575-0.00013668i,0.00011617-0.00051516i,-0.0046097+0.00045406i,-0.0041534-0.00079335i,-0.0089988-0.0058914i,0.0018824-0.0027015i,-0.0031964+0.0030818i,-0.0016591+0.00064048i,-0.002556+0.0037854i,0.0075402-0.0026852i,-0.0070155+0.0016339i,-0.0069126-0.0054135i,-0.0024452-0.00070743i,-0.0058963+0.00094592i,0.0016485-0.0041629i,0.0065395-0.002496i,0.0027872-0.0017191i,0.0067953+0.0057675i,0.0057744+0.0047374i,0.04323+0.017225i,-0.030751+0.0022893i,-0.034571+0.026468i,-0.0056754+0.017892i,0.0035468+0.0049473i,0.0070741-0.0059923i,-0.012896+0.0020795i
0.0094162-0.013056i,0.035249-0.026663i,0.011556-0.031821i,0.0034944-0.021978i,-0.0030922-0.042061i,-0.023002-0.015275i,-0.014112-0.012225i,-0.010804-0.024731i,0.00020435-0.017959i,0.0032169-0.0032623i,-0.0013158-0.0051003i,-0.0019425-0.0036513i,-0.0036794-0.0032122i,-0.0017906-0.0014701i,-0.00036737+0.0011623i,0.00052041-0.0032149i,-0.00056668+0.0031429i,-0.00072217+0.0012974i,7.9408e-05+0.00043034i,0.001758+0.0012263i,0.0026864+0.00067388i,0.00054378-0.0014629i,0.0016901-0.00088938i,0.0020056+0.0014459i,-4.3777e-05+0.000555i,-2.6845e-06+0.00023928i,-0.00047389+0.0014249i,-0.00023374+0.00080211i,0.00040694-0.00021688i,9.9787e-05+0.00017161i,0.00038372-0.0029414i,0.0012253-0.0011181i,-0.00016462-0.00069629i,-0.00026115-0.00086499i,0.0014578-0.00078053i,0.0039076-0.0035155i,0.00023554+0.00028783i,0.0027781+0.0029761i,0.00013449-0.00010078i,0.0001141-0.00047372i,0.00074666+0.00041317i,0.00097854-0.00061401i,-0.0011116-0.0015398i,0.00012045-0.0033999i,0.018631-0.0010122i,0.040774+0.027655i,0.044407+0.025912i,0.053185+0.011236i,0.011671+0.00069312i,0.036107-0.012791i,0.039782-0.0011007i,0.015282-0.0042343i,0.027152+0.0047659i,0.0090604+0.026521i,0.0023202-0.0057579i,-0.0022115-0.001806i,0.00036867-0.0078669i,0.0051991-0.00075622i,0.0056645+0.0029978i,-0.0009312+0.0074686i,-0.0037115-0.00058456i,0.0061976+0.0086583i,-0.0035039+0.0036831i,0.0058337+0.0051921i,0.0010408+0.0012395i,-0.0011178-0.0026707i,0.006056-0.0069872i,-0.0026403+0.00049161i,0.0035913-0.0039929i,-0.0021843+0.0040427i,-0.0021782-0.00028369i,-0.00032682-0.0005649i,-0.0031619+0.002051i,-0.0034682+0.00050558i,-0.0097876-0.0024664i,0.0010195-0.0032654i,-0.0019555+0.0033206i,-0.0018287+0.0009607i,-0.00072235+0.0036559i,0.0064652-0.0061621i,-0.005355+0.0040034i,-0.0080727-0.0028489i,-0.0023207-0.00053044i,-0.0050308+0.0022569i,0.00035852-0.0034638i,0.0047923-0.0045811i,0.0028911-0.0022008i,0.0064552+0.0024566i,0.005625+0.0044771i,0.043574+0.0097247i,-0.027717+0.0075622i,-0.028903+0.033655i,-0.0037259+0.015913i,0.0066246+0.0054114i,0.0044499-0.0050874i,-0.012672+0.004842i
0.0073029-0.014896i,0.029336-0.031471i,0.0062951-0.032843i,0.0007874-0.021898i,-0.011358-0.039855i,-0.024319-0.011519i,-0.01663-0.0099836i,-0.01451-0.022594i,-0.0027566-0.017324i,0.0023647-0.0038957i,-0.0027896-0.0040152i,-0.0022118-0.002953i,-0.0038801-0.001598i,-0.0019425-0.00095871i,-5.3022e-05+0.0013754i,2.3351e-06-0.003209i,0.00040496+0.002671i,-0.0003868+0.0019114i,0.00038132+0.00071826i,0.0019058+0.00040224i,0.0027913-0.00044058i,-5.4572e-05-0.0016314i,0.0012141-0.001276i,0.0024393-0.00040513i,0.00036428+0.00067122i,-8.2652e-05+0.00011786i,0.00010589+0.0014508i,8.7558e-05+0.00097714i,0.00034392-0.00027448i,0.00025387+0.00016892i,-0.00074697-0.002854i,0.00073871-0.0014835i,-0.00032442-0.00051422i,-0.0004985-0.00074533i,0.00093075-0.0017038i,0.003213-0.0042534i,0.00048646+8.4763e-05i,0.0029536+0.0015586i,0.00017048-0.00023983i,-0.00028077-0.00073975i,0.00078418+0.00035807i,0.00044108-0.00067284i,-0.0012098-0.00084807i,-0.00040975-0.0033275i,0.018597-0.0039618i,0.045194+0.018098i,0.047617+0.017925i,0.053296+0.0024525i,0.012334+0.0021809i,0.034341-0.020028i,0.039053-0.0079378i,0.014417-0.0092675i,0.024846-0.00013791i,0.014733+0.022509i,0.00069402-0.0048903i,-0.0035446+0.0009866i,-0.0040167-0.0078808i,0.0035358-0.0015971i,0.0054859+0.0017864i,0.0014011+0.0074458i,-0.0026117+0.00061505i,0.0060673+0.0060528i,-0.00097025+0.0056287i,0.0082889+0.0027011i,0.0016852+0.00093407i,-0.0019436-0.0013663i,0.0039844-0.0093942i,-0.0023558+0.00073442i,0.0031707-0.0052876i,-0.00039323+0.0032807i,-0.0029785+3.9695e-05i,-0.00043068-0.0005031i,-0.0016513+0.0032228i,-0.0025714+0.0011156i,-0.0090923+0.00093948i,-0.00028098-0.0038909i,-0.00066904+0.0028986i,-0.0017238+0.0011071i,0.00053345+0.002787i,0.0039567-0.0091446i,-0.0026281+0.0051824i,-0.0074639+0.00011128i,-0.0025041-0.00041594i,-0.0043516+0.003624i,-0.00048719-0.0027211i,0.0028565-0.0050559i,0.0027816-0.0031555i,0.0049467+0.0011661i,0.0060862+0.0041526i,0.042921+0.0022661i,-0.024467+0.0092763i,-0.021002+0.037807i,-0.0017132+0.015067i,0.0086056+0.0045809i,0.0035143-0.0033592i,-0.011466+0.0067477i
0.0044269-0.016538i,0.023185-0.034647i,0.00070819-0.033081i,-0.0023016-0.022041i,-0.017868-0.036367i,-0.025148-0.0077244i,-0.018506-0.0069438i,-0.017653-0.019831i,-0.0050589-0.016338i,0.0011804-0.0040068i,-0.0033121-0.002552i,-0.0026111-0.0024043i,-0.0035967-0.00027693i,-0.0022804-0.00030246i,0.00058577+0.0015183i,-0.0006463-0.0030967i,0.00084374+0.0025607i,0.00060929+0.002208i,0.00068181+0.00054176i,0.0016108-0.00031486i,0.0023456-0.0013802i,-0.00060145-0.0015894i,0.0007663-0.0014526i,0.0015122-0.0017314i,0.00070711+0.00015919i,-0.00021159+0.00011541i,0.00066508+0.0013602i,0.00059875+0.00092627i,0.00021855-0.00034588i,0.00033158+3.3675e-05i,-0.0017081-0.0024197i,0.00028356-0.0016001i,-0.00050987-0.00037466i,-0.00075527-0.00043237i,-0.00027823-0.0019156i,0.0023067-0.0050545i,0.00045048-0.00020373i,0.0026673-0.0003031i,0.00024383-0.00039554i,-0.00078032-0.00072971i,0.0013001+0.00047253i,0.00018945-0.00043235i,-0.0010302-0.00033552i,-0.00081515-0.0029751i,0.01853-0.0074836i,0.046242+0.0078444i,0.049175+0.0093609i,0.052544-0.0066623i,0.015112+0.0029754i,0.030474-0.027058i,0.037035-0.014082i,0.011668-0.013803i,0.022029-0.0034909i,0.019368+0.016611i,-0.00011626-0.0047867i,-0.0030714+0.0043066i,-0.0086014-0.0051952i,0.0019453-0.001927i,0.0052061+0.00083873i,0.0036057+0.0069127i,-0.0014214+0.0009125i,0.0049482+0.0046935i,0.0021567+0.0045363i,0.0096236-0.0013492i,0.0022307+0.00022852i,-0.0018512+0.00035174i,0.00035645-0.011684i,-0.0025789+0.0013269i,0.0021916-0.006039i,-4.5862e-05+0.0029528i,-0.0034694+0.0011165i,-0.00059031-0.00053008i,0.0014249+0.0033476i,-0.0020241+0.00077092i,-0.0069608+0.0036017i,-0.0023331-0.0038533i,0.00015477+0.0020788i,-0.0015318+0.0014102i,0.0010494+0.0015633i,0.0002902-0.011431i,-0.00013124+0.0047266i,-0.0058322+0.0014975i,-0.0025491+4.5107e-06i,-0.0025584+0.005686i,-0.0011805-0.0018332i,0.0011903-0.0050428i,0.0018481-0.0040294i,0.0037073+0.00068438i,0.0066221+0.0032333i,0.040931-0.004607i,-0.024852+0.0094691i,-0.013255+0.038361i,0.00067176+0.01314i,0.010359+0.0028178i,0.0038414-0.0022419i,-0.0097903+0.0080672i
0.0015344-0.017508i,0.017319-0.036745i,-0.0046872-0.032323i,-0.0055858-0.021484i,-0.023935-0.032286i,-0.025417-0.0040238i,-0.019372-0.0036881i,-0.020253-0.017028i,-0.0069417-0.015514i,0.00057074-0.0037177i,-0.0032055-0.0014066i,-0.0029318-0.0014789i,-0.0031731+0.00081908i,-0.0021187+0.00067411i,0.0012342+0.0011035i,-0.0011582-0.0026423i,0.0014159+0.0030021i,0.001524+0.0017359i,0.00083664+0.00037645i,0.0011885-0.0006423i,0.0017225-0.0021215i,-0.0011739-0.0014021i,0.00027995-0.0017045i,0.00042348-0.0022401i,0.00041958-0.00034299i,-0.00033427+0.00033952i,0.0012662+0.00098408i,0.00095851+0.00053911i,-0.0001594-0.00052053i,0.00017749-2.7741e-05i,-0.0024651-0.0017264i,-0.00032496-0.0015748i,-0.00061806+2.196e-05i,-0.0006705-8.7283e-05i,-0.00079246-0.0014021i,0.0012028-0.0058772i,0.00034145-0.00019031i,0.0017406-0.00070184i,7.5492e-05-0.00086096i,-0.0012616-0.00038261i,0.0020035-0.00074656i,0.00019518-0.00030424i,-0.00062902+0.0001374i,-0.0012998-0.0027462i,0.017512-0.012006i,0.044949-0.002002i,0.049084+0.00094586i,0.049457-0.016163i,0.019349+0.00050568i,0.024375-0.032698i,0.034208-0.019612i,0.0087171-0.016505i,0.020301-0.0046518i,0.021471+0.0095423i,-0.0015748-0.0046551i,-0.00012403+0.006474i,-0.011311-0.00044431i,0.00053548-0.001845i,0.0046634-9.013e-06i,0.0053217+0.0058806i,-0.00061725+0.00043408i,0.004299+0.0037104i,0.0028549+0.0027286i,0.0079121-0.0054746i,0.0023721-0.0010717i,-0.00022363+0.0014418i,-0.0049712-0.010456i,-0.0022858+0.0027087i,0.002531-0.0068184i,0.0013481+0.0029529i,-0.0033858+0.0026983i,-0.00073204-0.00042034i,0.0038257+0.0002163i,-0.0019798+0.00052859i,-0.003746+0.0042655i,-0.0041711-0.0024673i,0.00035982+0.0011055i,-0.0016274+0.0014137i,0.0012214+0.00040985i,-0.0044959-0.01188i,0.0017103+0.0032849i,-0.0049855+0.0019993i,-0.0028264+0.00048606i,0.00058634+0.0060258i,-0.0010446-0.00065745i,-0.00015167-0.0043417i,0.00078696-0.0044073i,0.0025809+0.00069502i,0.0067958+0.0025355i,0.037994-0.01006i,-0.02664+0.012555i,-0.00703+0.037609i,0.0018328+0.009982i,0.011213+0.00040263i,0.0042644-0.002301i,-0.007787+0.0082835i
-0.0017281-0.018308i,0.011637-0.038154i,-0.0097083-0.030801i,-0.0084632-0.020456i,-0.029056-0.026656i,-0.025315-0.00039412i,-0.019597-0.00069726i,-0.022497-0.013748i,-0.0087483-0.015036i,0.0002761-0.0035939i,-0.0029162-0.0004787i,-0.0028785-0.00045152i,-0.0023611+0.0017652i,-0.0015087+0.0012946i,0.0015418+0.00052941i,-0.0014079-0.0021647i,0.0018916+0.0031873i,0.0020594+0.0010507i,0.00096822+0.00022817i,0.00093214-0.00074758i,0.00081307-0.0026003i,-0.0017081-0.00083761i,-0.00027399-0.0015343i,-0.00034278-0.0021947i,0.00018773-0.00039139i,-0.0001568+0.00065644i,0.0014785+0.00031638i,0.0010794+0.00015913i,-0.00011445+6.5217e-06i,0.00022493+0.00010629i,-0.0029564-0.00074995i,-0.00080859-0.001276i,-0.00036413+0.00033751i,-0.00052869+6.9881e-05i,-0.00096888-0.0010965i,-0.00073267-0.0059684i,0.00044273-0.00030245i,0.0011365-0.00092757i,-0.00032963-0.000838i,-0.0015448+0.00016945i,0.0016084-0.0012519i,4.222e-05-0.0003666i,-0.00023297+0.00031766i,-0.0017482-0.0021401i,0.014555-0.016277i,0.041399-0.010484i,0.047405-0.007119i,0.044074-0.024019i,0.021346-0.004676i,0.017574-0.03638i,0.031153-0.024601i,0.0062286-0.019039i,0.020809-0.0059716i,0.022028+0.0031076i,-0.0035255-0.0042588i,0.00328+0.0061558i,-0.011185+0.0053331i,-0.00067458-0.0014016i,0.0041818-0.00055389i,0.006268+0.004605i,-0.00053042+3.7616e-06i,0.0029816+0.0037547i,0.0032279+0.0019298i,0.0044177-0.0078919i,0.0014923-0.0021908i,0.0011924+0.00091811i,-0.0080922-0.0064975i,-0.00063308+0.003615i,-0.0022511-0.014073i,0.0024456+0.0015431i,-0.0023207+0.0043879i,-0.00082588-0.00040418i,0.0030231-0.0030904i,-0.0022018+0.00082928i,-0.0017775+0.0030741i,-0.0051445-0.00069207i,-0.00016088+0.0003815i,-0.0015822+0.0018043i,0.00066781-0.00067719i,-0.0095487-0.009307i,0.0021531+0.0012077i,-0.0046609+0.0026679i,-0.0027659+0.0015557i,0.0028804+0.0052259i,-0.00035539-0.0005593i,-0.00035188-0.0030097i,-0.00015505-0.0046232i,0.0016493+0.001362i,0.0066748+0.001588i,0.036022-0.014663i,-0.027118+0.017695i,-0.0012473+0.036024i,0.0010712+0.0068398i,0.010671-0.0028523i,0.0039263-0.0023094i,-0.0068197+0.0074108i
-0.0056245-0.018256i,0.0061308-0.038921i,-0.014468-0.028482i,-0.011253-0.019432i,-0.032508-0.020341i,-0.024607+0.0030699i,-0.01945+0.0021795i,-0.024258-0.010125i,-0.010921-0.014387i,-0.0001023-0.0037763i,-0.0023055+0.00024101i,-0.0023978+0.00031748i,-0.0012578+0.0023226i,-0.00086925+0.001562i,0.0016995-3.6482e-05i,-0.001451-0.0017759i,0.0011563+0.0025139i,0.0023212+0.00017742i,0.0010993-8.346e-05i,0.00079295-0.00095956i,-0.00033506-0.002575i,-0.0018272-0.00013361i,-0.00062503-0.0012713i,-0.00094658-0.0019446i,1.7708e-05-0.00039054i,0.00015744+0.00074209i,0.001292-0.00024747i,0.0010993-0.00042792i,4.353e-05+4.6645e-06i,0.00027328+0.00013235i,-0.0030621+0.00038016i,-0.0010042-0.00083006i,1.0446e-05+0.00040655i,-0.0004316+0.00013586i,-0.001301-0.00064061i,-0.0020389-0.0054687i,0.00025212-0.00050297i,0.0004927-0.0013936i,-0.00023935-0.00033296i,-0.0015708+0.00064756i,0.00067868-0.0013723i,-0.00019632-0.00037133i,0.00016421+0.00028783i,-0.0018695-0.0013021i,0.010532-0.019171i,0.036126-0.016695i,0.044354-0.014147i,0.037432-0.029832i,0.020886-0.0094205i,0.010302-0.038521i,0.027563-0.02969i,0.0030422-0.021397i,0.021697-0.0092682i,0.021141-0.0038319i,-0.0056012-0.0028427i,0.0056514+0.0040052i,-0.0080372+0.010027i,-0.0015187-0.00070189i,0.0035989-0.00089443i,0.0072882+0.0032693i,-0.00074705-0.00010778i,0.0028304+0.0047561i,0.0039578+0.0006345i,0.00076681-0.0078153i,0.00048556-0.0024717i,0.0017941-7.3002e-05i,-0.0087789-0.002471i,0.0010968+0.003357i,-0.0082573-0.012233i,0.0019788+0.00024658i,-0.00019859+0.0051074i,-0.0012039-0.00037074i,0.00052077-0.0048504i,-0.00212+0.0013707i,-0.0010509+0.0017634i,-0.0050502+0.00088638i,-0.00088429+0.00044232i,-0.0012453+0.0020524i,-0.00055628-0.00077821i,-0.011988-0.0045084i,0.0015025-9.2109e-05i,-0.0043027+0.003374i,-0.0018737+0.0023083i,0.0048762+0.0035257i,-0.00053223-0.00041714i,0.00042052-0.0027193i,-0.0011879-0.0042907i,0.0022813+0.0029943i,0.0064343+0.00082654i,0.032613-0.020269i,-0.025912+0.023596i,0.002845+0.033735i,-0.00090243+0.0050157i,0.00742-0.0049146i,0.0043879-0.0026373i,-0.0071186+0.0069412i
-0.0092492-0.016945i,0.00077588-0.039358i,-0.0185-0.025215i,-0.014042-0.017898i,-0.034594-0.014343i,-0.0236+0.0065841i,-0.01871+0.0050918i,-0.025093-0.0063804i,-0.013418-0.013449i,-0.00068374-0.0038367i,-0.0015647+0.00042899i,-0.0018604+0.00091582i,-0.00010155+0.0025062i,-0.00026934+0.0017122i,0.0015343-0.00062446i,-0.001457-0.0016727i,0.001636+0.00097568i,0.002201-0.0006264i,0.00092873-0.00051982i,0.00054584-0.0010802i,-0.0011903-0.0020994i,-0.0015279+0.00047028i,-0.00075697-0.0011144i,-0.0011251-0.0016216i,-0.00017825-0.00049106i,0.00048603+0.00063368i,0.0010047-0.00051954i,0.00098199-0.00075598i,1.3387e-05-6.9887e-05i,0.00040105+0.00020916i,-0.0027206+0.0014634i,-0.0010888-0.00048832i,0.00019347+0.00027986i,-0.00038216+0.0002841i,-0.0013079-1.1636e-05i,-0.0029288-0.0045472i,-1.0569e-06-0.00046634i,-0.00024692-0.00069293i,9.8787e-05-0.00036471i,-0.0012881+0.0013086i,0.00014615-0.0021665i,-0.00013679-0.00019743i,0.00054325+4.6289e-05i,-0.0015173-0.00076731i,0.0064793-0.020944i,0.031523-0.020234i,0.0406-0.019991i,0.030394-0.033774i,0.019055-0.013269i,0.0028404-0.038565i,0.022819-0.034038i,-0.00034727-0.022882i,0.021557-0.013686i,0.017317-0.009847i,-0.0071664-0.00027011i,0.0062487+0.0011462i,-0.0037653+0.012336i,-0.0022818+0.0003017i,0.0032739-0.00085886i,0.007875+0.001514i,-0.00090052-0.00020034i,0.0040159+0.006364i,0.0035468-0.00093143i,-0.001356-0.0066392i,-0.00063421-0.0023875i,0.0018074-0.00093704i,-0.0075897+0.00084714i,0.0025499+0.002461i,-0.02297-0.004229i,0.0013595+9.9021e-05i,0.0019894+0.0045217i,-0.0013807+9.2126e-05i,-0.0021819-0.0051228i,-0.0018392+0.001279i,-0.0017664+0.0010904i,-0.0044456+0.0026995i,-0.0011701+0.0011303i,-0.0012183+0.002269i,-0.0012042-0.00029184i,-0.01191-7.1373e-05i,0.00055865-0.00067822i,-0.0038402+0.0043768i,-0.0010631+0.0024721i,0.0069174+0.00070704i,-0.00019662-0.00028215i,0.0006765-0.0035369i,-0.0020498-0.0041874i,0.0035716+0.0028032i,0.0066225+0.00026245i,0.028684-0.024326i,-0.022444+0.030833i,0.0067729+0.03189i,-0.0033415+0.004766i,0.004125-0.0042615i,0.0040662-0.0037115i,-0.0074319+0.007212i
-0.012008-0.015046i,-0.0051071-0.039803i,-0.021711-0.021998i,-0.016597-0.015874i,-0.035972-0.0077823i,-0.021629+0.009865i,-0.017343+0.0077538i,-0.025596-0.0028256i,-0.015984-0.011979i,-0.0011832-0.0041364i,-0.0011936+0.00038013i,-0.001017+0.0011665i,0.0011619+0.0022364i,0.00051245+0.0015497i,0.00116-0.0010994i,-0.0016579-0.0016954i,0.0019399-0.00050701i,0.0016248-0.0012653i,0.00065789-0.00078222i,0.00044507-0.0011968i,-0.0017383-0.0013734i,-0.0011596+0.00083774i,-0.0010589-0.00098029i,-0.0011807-0.001745i,-0.00043252-0.00043453i,0.00073066+0.0004483i,0.00063391-0.00081103i,0.00096094-0.0011158i,-4.5866e-05-3.2188e-05i,0.00071938+0.00021391i,-0.0020386+0.0024115i,-0.0011182-0.00012695i,0.00037339+0.00013647i,-0.0002138+0.00037156i,-0.00087907+0.00034485i,-0.0039786-0.0035239i,-1.3901e-05-0.00029852i,-9.9435e-05-0.00053583i,-2.8526e-06-0.00064395i,-0.00077675+0.0016739i,-0.0013352-0.00096656i,-0.00012404-0.00038754i,0.00056294-0.000601i,-0.0011055-0.00069398i,0.0021518-0.022033i,0.028422-0.023865i,0.036503-0.025195i,0.023528-0.035675i,0.017471-0.015856i,-0.004142-0.036346i,0.017574-0.037873i,-0.003189-0.024203i,0.020306-0.018552i,0.012021-0.012875i,-0.0070189+0.0033289i,0.005566-0.001503i,0.00035662+0.012516i,-0.0025619+0.0016353i,0.0035588-0.00096428i,0.0079634-0.00068022i,-0.0012233-0.00017278i,0.0068227+0.0062538i,0.0025829-0.0011851i,-0.0027313-0.0051291i,-0.0014473-0.0018622i,0.0017232-0.0016573i,-0.0061211+0.0027716i,0.0034612+0.0010372i,-0.0083886+0.0094672i,0.0015959+0.00040675i,0.0033468+0.0032833i,-0.001213+0.00033097i,-0.0047353-0.004198i,-0.0018635+0.0016016i,-0.0019738+0.0015257i,-0.0031688+0.0038716i,-0.00064859+0.0017692i,-0.0011382+0.0031153i,-0.0012488+0.00030947i,-0.010743+0.0034453i,-0.00031105-0.00070909i,-0.0027637+0.0056197i,-0.00064099+0.0025584i,0.0062531-0.0043743i,0.00012653-0.00072355i,0.00010059-0.0045731i,-0.003087-0.0036938i,0.004634+0.0018801i,0.0070092-0.00065614i,0.024601-0.027561i,-0.014318+0.036092i,0.011309+0.029119i,-0.0051527+0.0056775i,0.0021969-0.0023203i,0.0030278-0.0041492i,-0.0076058+0.0078427i
