-0.030824-0.041892i,-0.022963-0.01993i,-0.014159-0.0356i,-0.030124-0.019872i,-0.023134-0.00037598i,-0.013976-0.0054901i,-0.055996-0.059296i,-0.049025-0.017403i,-0.039545-0.014375i,0.011002+0.011988i,-0.0072119+0.0054175i,-0.018779+0.018955i,0.0027332+0.011512i,-0.0058115-0.0031376i,0.00028585+0.0011963i,-0.00061432+0.030185i,0.028455+0.027414i,0.0023428-0.0022635i,-0.0019677-0.0067725i,0.0078222+0.0022737i,0.0030235+0.0010363i,0.00019301+0.0036114i,-0.00042341+0.00033586i,-0.03741-0.011542i,0.00011799-0.0077756i,0.0015265+0.0022047i,0.0057593+0.0017101i,0.0020021+0.00044886i,0.0013245-0.0005471i,-0.00038615-0.0025487i,0.0016202-0.0027542i,-0.0026594-0.0056634i,-0.00042312-0.0046618i,0.0027802-0.0011107i,0.0046535-0.002755i,0.0027698+0.029841i,0.0041472-0.0035042i,0.0029636-0.0017825i,0.0082739-0.0012097i,-0.0051078-0.0023632i,-8.1034e-05+0.0010684i,0.0092559-0.00030126i,0.0042994-0.0026006i,-0.0013029+0.0097768i,-0.01909-0.0099676i,-0.01781+0.013577i,-0.005266-0.06269i,-0.0062379-0.025141i,-0.025605-0.029794i,-0.01137-0.027135i,0.053203-0.022915i,0.015613-0.043629i,0.021875-0.049993i,0.0046901-0.056537i,0.025359-0.020898i,0.0079706+0.0055123i,0.023442-0.034426i,-0.0078133-0.0053093i,0.0038922-0.0048637i,-0.0045533-0.0069526i,-0.003088-0.032475i,-0.017773+0.030006i,0.0072356-0.011121i,-0.0091905-0.0036224i,-0.0043571-0.0015598i,0.00044349-0.011583i,-0.010931+0.0044983i,0.002642+0.0096366i,-0.0044678+0.026441i,0.0053365+0.0021596i,-0.0054345-0.0015516i,-0.0022559-0.0019395i,-0.011624-0.0063184i,-0.0011019-0.004238i,-0.036039+0.0018675i,0.0007173-0.010565i,-0.0085707+0.00027923i,-0.0066416-0.001936i,0.0046343+0.00082696i,-0.0083806-0.000407i,0.0017555-0.00057602i,0.0036636+0.0069247i,0.004101+0.00057931i,-0.0080153-0.011367i,0.0025826+0.0090733i,-0.015422+0.0048152i,0.0065889-0.00038766i,-0.022177+0.0011079i,-0.017198+0.0066742i,-0.010724-0.066842i,0.0076512-0.013071i,-0.050672-0.022095i,-0.021707+0.0013665i,0.017287+0.011354i,-0.021969+0.01509i,-0.019579-0.0053874i
0.025079-0.027923i,0.010498-0.016732i,0.010818-0.02016i,0.0025321-0.011544i,0.0007942-0.019336i,-0.005413-0.0044437i,0.012245-0.017195i,-0.0074744-0.014082i,-0.010675-0.0098084i,0.0049612-0.0015931i,-0.0006924-0.00048426i,-0.001375+0.00090309i,0.002409-0.00037673i,7.6825e-05-0.00063972i,-0.00039081-0.0011683i,0.002054-0.0035265i,-0.0051854+0.0022082i,-0.0007622-0.00097362i,0.00010363-0.00012979i,2.5096e-05+0.0016139i,-0.00045105+0.0020705i,-0.00082891+0.00083998i,0.0012129+0.00042202i,-0.0025084+0.0036378i,0.00029706-0.0024615i,-0.00057175+0.00013525i,-0.00014161+0.00071895i,0.00083131-0.00069322i,0.0012471+0.00010741i,8.6334e-06-0.00074924i,0.0016481-0.0017065i,0.0034454-0.00032119i,0.0015583+0.00024443i,0.00023592-0.00094025i,0.002736+1.1925e-05i,0.0073413-0.0019595i,-0.00025508+0.00045971i,-6.4469e-05+0.00041465i,0.00043264-0.0014213i,0.0010034-0.0014114i,0.00089358+0.0021376i,0.0016854+0.0013421i,0.0014701-0.0019171i,0.0030183+0.0017194i,0.0017631-0.029522i,0.0078894+0.00116i,0.021926+0.0044536i,0.0052529+0.0058422i,-0.0065743-0.019923i,0.0085853+0.0070646i,0.013393+0.01503i,0.0025183+0.015739i,0.019985+0.0057781i,0.0042412+0.0064057i,0.00021597-0.0079871i,0.0017593-0.0027806i,0.001377-0.0045268i,0.0076244+0.00031288i,0.0010449+0.0041772i,-0.007303+0.011684i,-0.004599-0.0061256i,0.0042621+0.0098718i,-0.0027235-0.0010433i,0.00034932+0.0016035i,-0.00016327+0.0015804i,-0.0023216-0.002496i,0.0051411-0.0030566i,-0.0044641-0.0013761i,0.0043749-0.00065204i,-0.0063138+0.0028363i,-0.0016381+0.00013316i,0.0012815-0.00095255i,-0.004489-0.0013535i,-0.0035246-0.00089459i,-0.013004-0.0088616i,0.0034633-0.0028326i,-0.0027642-0.00070976i,-0.0011848+0.0017495i,-0.0029783+0.0022936i,0.0090214+0.0019731i,-0.0039359+0.00029206i,-0.0016549-0.0050302i,-0.0033093-0.00027275i,-0.0020434-0.0010275i,0.00293-0.0038119i,0.0033796+0.00015518i,0.0020527-0.0013037i,-0.00097057+0.006836i,0.0027337+0.0040057i,0.021186-0.0037486i,-0.023629-0.0024563i,-0.031603+0.020436i,-0.0061762+0.011016i,0.0011344+0.0030509i,0.0060693-0.0042171i,-0.012335-0.0008565i
0.019603-0.030573i,0.0072104-0.018905i,0.0069089-0.021475i,0.00033137-0.011023i,-0.0033305-0.019409i,-0.0055891-0.0035647i,0.0076439-0.020256i,-0.0096462-0.011969i,-0.012089-0.0077184i,0.0043717-0.0030675i,-0.00078531-0.00064187i,-0.00068783+0.0014323i,0.0019475-0.00075608i,0.00021565-0.00026449i,-0.00049474-0.0010942i,0.0015088-0.003656i,-0.0040073+0.0037764i,-0.0011472-0.00071157i,-0.00013422-0.00018992i,0.00041255+0.001513i,0.0003613+0.0021633i,-0.00050009+0.0010359i,0.0013149-1.2324e-05i,-0.0001795+0.0036531i,-0.00035399-0.0021963i,-0.00038148+0.00037673i,0.00027863+0.0012196i,0.00050188-0.00078038i,0.0012154-0.00016341i,-0.00011632-0.00053659i,0.00094252-0.0023704i,0.0034255-0.0015469i,0.0016856-0.00028089i,-0.00014832-0.00082958i,0.0031074-0.0010691i,0.006512-0.0037563i,-7.7038e-05+0.00066062i,7.2986e-05+0.00037387i,0.00029702-0.0011233i,0.00052508-0.0021726i,0.0015871+0.0016874i,0.0020416+0.00048478i,0.00092229-0.0018749i,0.0039668+0.0011581i,-0.0030442-0.02822i,0.0080143+0.0011384i,0.022557+0.0013013i,0.0072837+0.0025572i,-0.011025-0.01624i,0.012498+0.0035476i,0.016575+0.010635i,0.0055106+0.011185i,0.018619-0.0016422i,0.0072542+0.0021089i,-0.0024523-0.0076942i,-0.00092831-0.0033003i,-0.00053974-0.005836i,0.0056189-0.0021588i,0.0020041+0.003416i,-0.001651+0.013905i,-0.0056906-0.0027775i,0.0056973+0.007628i,-0.0029767+0.0001234i,0.0012258+0.00239i,0.00097255+0.0015997i,-0.0038527-0.0015579i,0.0050332-0.006267i,-0.0050094-0.00012262i,0.0045146-0.0026401i,-0.0042231+0.0056742i,-0.0013315-0.00040276i,0.00043188-0.0016494i,-0.0038301+0.0012541i,-0.0030676+9.3922e-06i,-0.013979-0.0029298i,0.0015793-0.0034119i,-0.0024754+0.00012214i,-0.0014569+0.0012492i,-0.0018992+0.003065i,0.01031-0.0012735i,-0.0034484+0.0021929i,-0.0033708-0.0042241i,-0.002685+0.00033327i,-0.002246+0.00011032i,0.0003366-0.0036068i,0.0033663-0.0013073i,0.0020387-0.0014759i,0.00073487+0.0062009i,0.0022359+0.0033175i,0.018511-0.0094742i,-0.022606+0.0024861i,-0.028429+0.027409i,-0.004738+0.0088199i,0.0028013+0.0049567i,0.0042469-0.0039976i,-0.013346+0.0016204i
0.01451-0.032187i,0.0032259-0.020542i,0.0028078-0.022005i,-0.0012752-0.010132i,-0.0074067-0.018584i,-0.0055934-0.0030381i,0.0028885-0.022029i,-0.011097-0.0098002i,-0.013181-0.0054688i,0.0031562-0.0041242i,-0.0012083-0.00062839i,0.00018498+0.001696i,0.0014804-0.00081163i,0.00076353-0.00012951i,-0.00069319-0.0010388i,0.0008377-0.0038152i,-0.0022505+0.0045985i,-0.0015322-0.00029457i,-0.00040238-4.5423e-05i,0.00074648+0.0011842i,0.0012191+0.0015743i,-0.00028246+0.0010757i,0.0012158-0.00051297i,0.0018557+0.0026424i,-0.00061308-0.0019223i,-8.16e-05+0.00046536i,0.00099554+0.0011469i,0.00017958-0.00077535i,0.0011389-0.00046201i,-0.00024777-0.00048349i,4.9875e-05-0.0027177i,0.002729-0.002856i,0.0014937-0.001008i,-0.00036788-0.00057834i,0.0028901-0.0025642i,0.0052805-0.0054033i,0.00028602+0.00072961i,0.00015268+0.00033739i,0.00017431-0.0012385i,-0.00036701-0.0025667i,0.0021391+0.00093477i,0.0019004-0.00032968i,0.00049065-0.0018239i,0.0044356+8.1655e-06i,-0.007059-0.02662i,0.0098242+0.00092507i,0.023274-0.0020635i,0.0077912-0.00074662i,-0.013171-0.011847i,0.015376-0.0012494i,0.018146+0.005891i,0.0076262+0.0072457i,0.015222-0.0066293i,0.0081484-0.0012075i,-0.0050147-0.0060573i,-0.0035063-0.0020936i,-0.0039704-0.0061806i,0.0029341-0.0032253i,0.0021674+0.0024912i,0.0031879+0.013119i,-0.0051143-0.00026424i,0.005961+0.0050912i,-0.0028045+0.0020017i,0.0023272+0.0024848i,0.0016162+0.0010473i,-0.0046451+0.00034997i,0.0030266-0.008173i,-0.0046327+0.0012376i,0.0039204-0.0042329i,-0.00021058+0.0064846i,-0.0017132-0.0008955i,-0.00043578-0.0014635i,-0.0024847+0.0025901i,-0.0022583+0.00072924i,-0.012933+0.0021051i,0.00058915-0.0036949i,-0.0018665+0.00068986i,-0.0013569+0.0017835i,-0.00032711+0.0030667i,0.010022-0.0053667i,-0.0020843+0.0034869i,-0.0045983-0.0027084i,-0.0022578+0.00046725i,-0.001758+0.0008574i,-0.00016052-0.0023654i,0.0024301-0.0023124i,0.0023402-0.0016943i,0.00080159+0.004565i,0.0019393+0.0031748i,0.015941-0.013097i,-0.019925+0.0060911i,-0.022163+0.033307i,-0.0047446+0.0071437i,0.0053294+0.0050733i,0.0026464-0.0027681i,-0.012606+0.0040735i
0.0095468-0.033579i,-0.0010895-0.020924i,-0.0010909-0.022067i,-0.0021859-0.0095789i,-0.011185-0.016501i,-0.0057838-0.0027032i,-0.0023628-0.022396i,-0.011962-0.0076496i,-0.013399-0.0028567i,0.0017286-0.0046734i,-0.0017336+9.0443e-06i,0.0010462+0.0011892i,0.0013693-0.00068111i,0.0010478-0.00071592i,-0.00093896-0.00082402i,8.1518e-05-0.0036365i,-0.00086736+0.0046146i,-0.0016893+0.00052228i,-0.00046948+0.00039871i,0.00086432+0.00073933i,0.0013844+0.00071216i,-0.00024529+0.0010851i,0.00084279-0.00090763i,0.0030083+0.00043872i,-0.00087391-0.0017775i,9.4469e-05+0.00040034i,0.0013561+0.00068507i,-1.0031e-05-0.0006741i,0.0010017-0.00079477i,-0.0005375-0.00028316i,-0.00099896-0.0027998i,0.0014701-0.003624i,0.0010488-0.001524i,-0.0004112-0.0004557i,0.0016868-0.0041179i,0.0037279-0.0067084i,0.0007193+0.00049061i,0.0002726+0.00038311i,-0.00015149-0.0011466i,-0.0013258-0.0026691i,0.0022366+8.7397e-05i,0.0015857-0.00072622i,-5.189e-05-0.0016966i,0.0043177-0.00089379i,-0.010462-0.024807i,0.012214-0.0014883i,0.023738-0.0058527i,0.0077331-0.0033953i,-0.012805-0.0073808i,0.016223-0.0076824i,0.018647+0.0013943i,0.0087368+0.0024747i,0.01191-0.0096082i,0.0091102-0.0043087i,-0.0061886-0.003537i,-0.0050983+0.00030539i,-0.0078704-0.0050584i,0.00077659-0.0031656i,0.0020042+0.0021642i,0.0067964+0.011445i,-0.0039229+0.0015051i,0.0051863+0.0025828i,-0.00073404+0.0036236i,0.0035451+0.0020443i,0.0023883+0.00054313i,-0.0043367+0.0024504i,0.00064766-0.0092906i,-0.0039479+0.0021262i,0.0025907-0.0059091i,0.0025847+0.0046353i,-0.0025981-0.00086343i,-0.00077992-0.0011939i,-0.0010049+0.0035741i,-0.0015264+0.0010181i,-0.010032+0.0064124i,-0.00080898-0.0042188i,-0.0010567+0.00077951i,-0.00091552+0.0016234i,0.00072172+0.0022217i,0.0078623-0.009473i,0.00019566+0.0039371i,-0.0046723-0.00083499i,-0.002336+0.00071818i,-0.0014242+0.001174i,-0.00019369-0.0019428i,0.0014297-0.0024052i,0.0026621-0.0023557i,0.00044945+0.0043954i,0.0020977+0.0035249i,0.012776-0.016635i,-0.01771+0.0066262i,-0.013984+0.035931i,-0.0048847+0.0070336i,0.0070684+0.0042965i,0.0024436-0.0012443i,-0.011116+0.0055272i
0.0041539-0.034263i,-0.005163-0.019962i,-0.0051881-0.021405i,-0.0033896-0.009575i,-0.013738-0.013884i,-0.006157-0.0024259i,-0.006978-0.020944i,-0.012459-0.0057434i,-0.012863-0.00049957i,0.00012075-0.0045252i,-0.0016134+0.00094331i,0.0013519+0.00048189i,0.0014631-0.00075467i,0.00052905-0.00094227i,-0.0010285-0.00047316i,-0.00070381-0.0032062i,0.00030175+0.0046039i,-0.0011583+0.0013062i,-0.00024202+0.00060096i,0.00067464+0.00038156i,0.0012504+7.3748e-05i,6.4504e-05+0.0010953i,0.00045128-0.0010629i,0.0023161-0.0018205i,-0.0014131-0.0016527i,0.00020048+0.00029389i,0.001536+0.0002299i,-5.6767e-05-0.00050858i,0.00065396-0.0011171i,-0.00060483+0.00015202i,-0.0021369-0.0023198i,0.00021952-0.0038578i,0.00025248-0.0018229i,-0.00052872-0.00027415i,-0.00050339-0.0045505i,0.0019884-0.0075816i,0.00079114+6.7821e-05i,0.00044222+0.00019989i,-0.00027403-0.0009559i,-0.0024602-0.0022427i,0.0019981-0.00073359i,0.0012589-0.0010453i,-0.00048931-0.0014275i,0.0041681-0.0016193i,-0.013376-0.023065i,0.01313-0.0054952i,0.023511-0.010218i,0.0076015-0.0066902i,-0.01045-0.0038834i,0.014382-0.014611i,0.018328-0.0026532i,0.0078538-0.001934i,0.008409-0.010969i,0.0095459-0.0081199i,-0.0063816-0.001996i,-0.0051561+0.0033065i,-0.011666-0.0014113i,-0.00086473-0.0025455i,0.0020678+0.002147i,0.0098199+0.0088535i,-0.0025331+0.0023508i,0.0033936+0.001516i,0.0018324+0.0026524i,0.0049021+0.00089842i,0.0028973-0.00054098i,-0.0029494+0.0044847i,-0.0026519-0.010243i,-0.0035288+0.003273i,0.00059657-0.0070186i,0.0030434+0.0029142i,-0.0033999-3.2331e-05i,-0.0010922-0.0010095i,0.0017168+0.0037053i,-0.0011287+0.00048293i,-0.0055289+0.0087371i,-0.0031008-0.0039761i,-0.00053117+0.00039416i,-0.00060501+0.0014307i,0.00097865+0.0012698i,0.0039973-0.01249i,0.0022795+0.0028454i,-0.0038009+0.00029365i,-0.0021105+0.0010754i,-0.00099088+0.0020284i,-0.00059607-0.0015438i,0.00060509-0.0022867i,0.0023275-0.0033684i,0.00045868+0.0045869i,0.0027112+0.0035009i,0.0085252-0.019074i,-0.018832+0.0068244i,-0.0069857+0.034786i,-0.0040597+0.0066091i,0.0082844+0.002761i,0.0030529-0.0006131i,-0.0094353+0.0062334i
-0.00078988-0.033879i,-0.0084556-0.01828i,-0.008839-0.019857i,-0.0049007-0.0090908i,-0.016029-0.011422i,-0.0066805-0.0021113i,-0.010162-0.018978i,-0.0128-0.0040738i,-0.011668+0.0012205i,-0.00093482-0.0036871i,-0.00090391+0.0016002i,0.0013188+3.9692e-07i,0.0014027-0.00097825i,0.00038587-0.00061684i,-0.00097171-0.00023065i,-0.0012613-0.0025234i,0.0017255+0.0043631i,-0.00045821+0.0014904i,8.1068e-05+0.00070615i,0.00050696+0.00037893i,0.00094153-0.00043866i,0.00027721+0.00091061i,2.5928e-05-0.0011746i,0.00085626-0.0031125i,-0.002106-0.0010948i,0.00018463+0.00028904i,0.0016426-0.00032035i,-0.00016056-0.00050246i,0.00019037-0.0011855i,-0.00040877+0.00044099i,-0.0029462-0.0013594i,-0.0012334-0.0037154i,-0.000516-0.0015658i,-0.00045521-4.9927e-05i,-0.0020973-0.0037792i,-5.3887e-05-0.0080419i,0.00072554-3.0947e-05i,0.00045076+5.0616e-05i,-0.00036674-0.0009166i,-0.0034353-0.0012553i,0.0015052-0.0012928i,0.00094587-0.0013282i,-0.00081471-0.00093852i,0.003781-0.0025802i,-0.016489-0.021365i,0.012291-0.0096586i,0.022236-0.014823i,0.0055566-0.010361i,-0.00649-0.0034696i,0.0091611-0.02002i,0.017708-0.0060856i,0.0064619-0.0046724i,0.0060447-0.01019i,0.0084837-0.012248i,-0.006659-0.00049573i,-0.0034111+0.0058835i,-0.013172+0.0039679i,-0.0021547-0.0016636i,0.002372+0.0021332i,0.011024+0.004983i,-0.0011169+0.0023449i,0.0018475+0.0014531i,0.0020862+0.00092109i,0.0052196-0.0013852i,0.0026645-0.0022316i,-0.00012667+0.0056021i,-0.0071404-0.0081848i,-0.0022119+0.0051342i,-0.0025646-0.0070798i,0.0040393+0.0019206i,-0.0038335+0.0013512i,-0.0012857-0.00070407i,0.004369+0.00090261i,-0.0010338+0.00018569i,-0.00054285+0.0080743i,-0.005041-0.0020496i,-0.00045982-0.00019905i,-0.00083037+0.0012573i,0.0011038+0.00053733i,-0.0010523-0.013895i,0.0033718+0.00070948i,-0.0033443+0.00068963i,-0.0019856+0.0014523i,0.0004138+0.0024241i,-0.00024532-0.00064952i,-7.2782e-05-0.001807i,0.0014028-0.0043904i,0.00052292+0.0048945i,0.0030452+0.003104i,0.0040896-0.01947i,-0.020209+0.0097903i,-0.0019938+0.032957i,-0.0037275+0.0054i,0.009069+0.0008001i,0.0036021-0.00071533i,-0.0080699+0.0058438i
-0.0055282-0.033145i,-0.010943-0.016217i,-0.011866-0.017835i,-0.0060442-0.008294i,-0.017937-0.008178i,-0.00733-0.0015351i,-0.012788-0.017386i,-0.013076-0.0023052i,-0.01045+0.0019399i,-0.0013575-0.002759i,-8.2442e-05+0.0018987i,0.0011924-0.00025784i,0.0013228-0.0011574i,0.00062976-0.00054642i,-0.0009326-4.4299e-05i,-0.001483-0.0017318i,0.0028994+0.0034937i,0.00010907+0.0014326i,0.00041631+0.00069188i,0.00053221+0.00047525i,0.00040385-0.00073362i,0.00029241+0.00082474i,-0.00042104-0.00097207i,-0.00052232-0.0033161i,-0.0023503-0.00024781i,0.00030914+0.00028926i,0.001349-0.00092299i,-0.00021896-0.00037267i,-0.00016903-0.0010824i,-0.00016635+0.00066185i,-0.0032701-0.00022009i,-0.0024988-0.0028263i,-0.0009341-0.0011102i,-0.00033927+2.6278e-05i,-0.0031269-0.0028546i,-0.0021457-0.0076497i,0.00087832-0.00022477i,0.00044715-2.0411e-05i,-0.00068103-0.00083911i,-0.0039533+0.00013897i,0.00094842-0.0016927i,0.00049239-0.001514i,-0.00093071-0.00034036i,0.0030249-0.0031905i,-0.019776-0.018944i,0.0099875-0.013118i,0.019673-0.018994i,0.0021436-0.012528i,-0.0044539-0.0059354i,0.0031171-0.022456i,0.017298-0.0097388i,0.0055111-0.0073071i,0.0059955-0.0097704i,0.006784-0.015426i,-0.0071181+0.00083675i,-0.00071893+0.0069329i,-0.011827+0.010333i,-0.0030099-0.00056449i,0.0027443+0.0019756i,0.010936+0.0021069i,-0.0002597+0.0018627i,0.00057662+0.0021776i,0.0018825+0.00030778i,0.0038811-0.0034907i,0.0011576-0.0034506i,0.0025991+0.0047601i,-0.0091908-0.0036564i,0.00076521+0.005484i,-0.0050925-0.0053553i,0.0044113-1.9025e-06i,-0.0034446+0.0031566i,-0.0014007-0.00046027i,0.0039317-0.0025407i,-0.0012415+0.00020019i,0.0021473+0.0050186i,-0.0052197+0.00018879i,-0.00091536-0.00075363i,-0.00094104+0.0015237i,0.00081727-0.00022049i,-0.0068546-0.012647i,0.0027896-0.0015429i,-0.0031462+0.0011136i,-0.0016989+0.0022912i,0.0016966+0.0019053i,0.00035198-0.0010865i,-0.00012961-0.00091368i,0.00010925-0.0048851i,0.00056782+0.0056477i,0.0034669+0.0026482i,0.0015631-0.019086i,-0.020343+0.01384i,0.0021521+0.030789i,-0.0042388+0.0037301i,0.0085819-0.0020004i,0.0036012-0.00071578i,-0.0077381+0.0049181i
-0.01047-0.031868i,-0.012727-0.014158i,-0.014473-0.015468i,-0.0070372-0.0077479i,-0.018938-0.0047017i,-0.0080204-0.00071277i,-0.01554-0.015474i,-0.013015-0.0004599i,-0.0096258+0.0022786i,-0.001475-0.002109i,0.00078363+0.0018544i,0.001081-0.00051179i,0.00124-0.0013503i,0.00068465-0.00077102i,-0.00085737+0.00013694i,-0.0013156-0.0011045i,0.003651+0.0025329i,0.00064799+0.0012407i,0.00074507+0.00044727i,0.00073937+0.00044549i,-0.00037448-0.00053078i,0.00050991+0.00076224i,-0.00065864-0.00064486i,-0.0016844-0.0029445i,-0.0021911+0.00058562i,0.00039039+0.00016113i,0.00072443-0.0012755i,-0.00022414-0.00029493i,-0.00048782-0.00082402i,9.4454e-05+0.00068477i,-0.0032681+0.00097702i,-0.0030744-0.0015172i,-0.00098764-0.00064376i,-0.00028219+3.6689e-05i,-0.0039662-0.0016113i,-0.0037837-0.0063694i,0.0007684-0.00058565i,0.00043703-6.3603e-05i,-0.00082371-0.00034053i,-0.0038415+0.0016004i,0.00017573-0.0017746i,-6.9579e-05-0.0016837i,-0.0006978+0.00015394i,0.002244-0.003296i,-0.022516-0.015598i,0.0066057-0.015418i,0.016173-0.022195i,-0.0015075-0.013073i,-0.0048267-0.0079479i,-0.0031077-0.023198i,0.016277-0.014111i,0.0037672-0.010159i,0.0063301-0.010673i,0.0042303-0.018856i,-0.0076795+0.0025757i,0.0018975+0.0064661i,-0.0072089+0.01485i,-0.003417+0.00056755i,0.0030143+0.0016609i,0.010682-0.00032024i,0.00020537+0.0014213i,0.00060731+0.0036452i,0.0022551-0.00036897i,0.0020021-0.0040924i,-0.00035809-0.0034846i,0.004282+0.0029592i,-0.0087871+0.00045129i,0.0031955+0.0040958i,-0.0066646-0.003041i,0.0033318-0.0017118i,-0.0017932+0.004558i,-0.0017672-0.00021437i,0.0016548-0.0048393i,-0.0014522+0.00037706i,0.0025657+0.0020542i,-0.0046361+0.0021271i,-0.001789-0.00075185i,-0.000842+0.001547i,6.5778e-05-0.00057051i,-0.010818-0.0089507i,0.0013794-0.0027786i,-0.0027071+0.0014794i,-0.0006772+0.0028168i,0.002494+0.00066801i,-9.4755e-05-0.0012138i,0.00054726-0.00055423i,-0.0011048-0.0046194i,0.0021221+0.0068468i,0.0034962+0.0022319i,-0.001353-0.019032i,-0.019411+0.018293i,0.0056012+0.02831i,-0.0061053+0.0029386i,0.0060537-0.0035923i,0.0039917-0.0010923i,-0.0085654+0.0044629i
-0.015125-0.029365i,-0.014221-0.012443i,-0.01649-0.012581i,-0.0081837-0.0070787i,-0.019364-0.0014291i,-0.0085151+0.0005061i,-0.017818-0.013064i,-0.01255+0.0012464i,-0.0093998+0.0024518i,-0.0014403-0.0016176i,0.0015985+0.0013773i,0.0010405-0.00053451i,0.0010486-0.001491i,0.0006455-0.00085144i,-0.0007933+0.00027297i,-0.0010356-0.0010308i,0.0044283+0.001361i,0.00098963+0.00083081i,0.00084772-6.1403e-06i,0.00099678+0.00039665i,-0.00056246+1.2236e-05i,0.00089906+0.00053039i,-0.00065702-0.00034116i,-0.0022448-0.0025283i,-0.0018158+0.0011392i,0.00045558+1.9845e-05i,0.00017164-0.0010815i,-0.00031679-8.7179e-05i,-0.00069187-0.00051068i,0.00045693+0.0006974i,-0.0027633+0.0022356i,-0.0031543-0.00037953i,-0.001067-0.00031208i,-0.0003188+0.00017794i,-0.0042077-9.0818e-06i,-0.0047429-0.0048001i,0.00049101-0.00074837i,0.00041179-0.00013813i,-0.00050387-0.00011937i,-0.0031398+0.0029917i,-0.00033138-0.0015215i,-0.00050694-0.0015125i,-0.00025248+0.00037307i,0.0019317-0.0032912i,-0.024283-0.011858i,0.0035784-0.015597i,0.012507-0.024332i,-0.0049343-0.012496i,-0.0064142-0.0088901i,-0.0094478-0.021267i,0.013888-0.018584i,0.0018007-0.012282i,0.0062114-0.011919i,1.1175e-05-0.021248i,-0.0078162+0.0051387i,0.003791+0.0049663i,-0.0014893+0.016724i,-0.0036379+0.0019039i,0.0033525+0.001585i,0.0096667-0.0026635i,0.00036668+0.0009097i,0.001887+0.0050875i,0.0018068-0.0013435i,0.00082896-0.0037441i,-0.0018043-0.0029237i,0.0049168+0.0010036i,-0.0066875+0.0032198i,0.0046438+0.0019875i,-0.0069891-9.6433e-05i,0.0018497-0.0021829i,0.00040608+0.0047199i,-0.0018316+0.00048015i,-0.0010974-0.0055854i,-0.0014845+0.0003286i,0.0013159+0.00040223i,-0.003495+0.0035067i,-0.0025344+3.4298e-05i,-0.0010227+0.0018407i,-0.0003895-0.00034995i,-0.012679-0.0045325i,-0.0004584-0.0032106i,-0.0024359+0.0017414i,0.00031477+0.0026083i,0.0025844-0.00069436i,-0.00014329-0.0010276i,0.0012096-0.00090078i,-0.002331-0.0046612i,0.0040058+0.006657i,0.0036509+0.0019938i,-0.0034701-0.018162i,-0.016291+0.023831i,0.0084233+0.025877i,-0.0081567+0.0036956i,0.0033939-0.0027464i,0.0037182-0.001953i,-0.0095103+0.0048278i
-0.018754-0.026244i,-0.016173-0.011052i,-0.017715-0.0099736i,-0.0091893-0.0060154i,-0.019242+0.0023023i,-0.0085297+0.0019223i,-0.019718-0.010303i,-0.011931+0.0026222i,-0.0096669+0.0029095i,-0.0011748-0.0014147i,0.002028+0.00060796i,0.0011407-0.00082322i,0.00094549-0.0015632i,0.00081658-0.0012922i,-0.00068953+0.00041899i,-0.00099521-0.0010959i,0.0047104-0.00034357i,0.00099778+0.00042971i,0.00073279-0.0003946i,0.0013965+0.00014029i,-0.00049822+0.00037288i,0.0009102+0.00011174i,-0.0006511-0.00018226i,-0.0026681-0.0023719i,-0.0013596+0.001528i,0.00043674-0.00013931i,-0.00013608-0.00086763i,-0.00033899+0.00015848i,-0.00075055-0.00014635i,0.00082786+0.00048054i,-0.0017394+0.0031629i,-0.0030272+0.00072432i,-0.00088197-7.7882e-05i,-0.00011652+0.00028385i,-0.0037218+0.0013279i,-0.005193-0.0032846i,0.00034557-0.0007696i,0.00050413-0.00012642i,-0.00043505-0.00022939i,-0.0018018+0.003791i,-0.00061808-0.0012215i,-0.00086885-0.0013593i,0.00013068+0.00022267i,0.0017869-0.0036092i,-0.025338-0.0079762i,0.0021096-0.015252i,0.0089847-0.025778i,-0.0078339-0.010464i,-0.0074023-0.0084888i,-0.01424-0.016562i,0.01024-0.022476i,-0.00018891-0.014573i,0.0060207-0.014014i,-0.0046389-0.021391i,-0.0063405+0.0082539i,0.0046497+0.003088i,0.0037677+0.015787i,-0.0032367+0.0032913i,0.0042428+0.0012647i,0.0081238-0.0046798i,0.0002211+0.0005424i,0.0043385+0.0050455i,0.0010137-0.0012774i,0.00013024-0.0036459i,-0.0026978-0.0020081i,0.0049066-0.00082579i,-0.0048704+0.0043479i,0.0049432-0.00062529i,-0.006124+0.0025366i,0.0014151-0.0019164i,0.0020792+0.0038074i,-0.001474+0.00086606i,-0.0039104-0.0048536i,-0.0016632+0.00064124i,0.0003327+0.00067609i,-0.0019145+0.0042038i,-0.0025021+0.0011045i,-0.000812+0.0028115i,-0.00039699-0.00024788i,-0.013008-0.0002379i,-0.0022644-0.0025926i,-0.0023397+0.0023502i,0.00083069+0.0023795i,0.0022739-0.0023175i,-0.00012433-0.0013691i,0.0014016-0.0016254i,-0.0038441-0.0038512i,0.0057687+0.0055979i,0.0041097+0.0017678i,-0.0051857-0.017192i,-0.010011+0.027203i,0.01129+0.022939i,-0.0095236+0.0052569i,0.0023077-0.0010455i,0.0029202-0.0021004i,-0.010296+0.0058075i
