-0.0077643-0.039872i,-0.012942-0.042179i,0.00040455-0.045955i,-0.02772-0.027574i,-0.020192+0.014056i,-0.033004-0.030787i,-0.060139-0.059262i,-0.022287-0.072086i,-0.033013-0.051086i,0.0024441+0.014759i,-0.0066762+0.010688i,-0.014535+0.012878i,0.001556+0.01579i,-0.0034929-0.0035583i,0.00086128+0.0060662i,0.00046684+0.037438i,0.019058+0.059929i,0.00052248-0.00039955i,-0.0044297-0.0084396i,0.0079588+0.0046205i,0.0016166+0.00080766i,-0.00066856+0.0038323i,0.0001101-0.0012422i,-0.03589-0.0091651i,-0.0024043-0.0075726i,1.3285e-05+0.0044196i,0.0046438-0.00022832i,-0.00013932+0.00052426i,4.6711e-05-0.00088253i,-9.7448e-06-0.0025013i,-0.00098383-0.006174i,-0.0025019-0.0036134i,4.7587e-05-0.0076607i,0.0032879-0.0013909i,0.003342-0.002212i,-0.00059977+0.033003i,0.0059949-0.0039486i,0.0036188-0.0025784i,0.0050302-5.1365e-05i,-0.013165-0.0039373i,-0.00016556+8.4979e-05i,0.0094235-0.00077992i,0.0057391-0.0012282i,-0.0034428+0.0030717i,0.0035173+0.002953i,-0.0026075+0.0080349i,0.012079-0.087788i,-0.0072076-0.049627i,-0.025383-0.040233i,-0.020748-0.041274i,0.061971-0.017951i,0.026401-0.062279i,0.038697-0.045476i,0.028821-0.057002i,0.019121-0.015594i,0.0084022+0.0097077i,0.024498-0.032523i,-0.0077429-0.0045205i,0.0023593-0.0026422i,-0.0045849-0.006587i,0.00066278-0.03158i,-0.024011+0.031407i,0.0070699-0.01075i,-0.011232-0.0015286i,-0.0045092-0.00072027i,-0.0012232-0.013926i,-0.0097495+0.0041573i,0.0034235+0.0077362i,-0.010135+0.031668i,0.0066065+0.0072345i,-0.0055399-0.0014773i,-0.0019012-0.0023743i,-0.011686-0.0073964i,4.8666e-05-0.0038071i,-0.035095+0.0049658i,0.0032708-0.01276i,-0.0086131-0.0021363i,-0.0067573-0.0023719i,0.0065654+0.001345i,-0.010052+0.0016727i,0.0013773+0.00052178i,0.0058525+0.0086365i,0.0051391+0.00038329i,-0.0096224-0.010125i,0.0027005+0.0084212i,-0.01866+0.0064152i,0.006599+0.0022483i,-0.029812-0.008021i,-0.033163+0.0033283i,0.025065-0.080069i,0.012177-0.011266i,-0.043552-0.026837i,-0.023546-0.0032854i,0.018738+0.011762i,-0.026357+0.012233i,-0.011874-0.0083i
-0.034234+0.00059598i,-0.046458+0.017647i,-0.048537+0.042496i,-0.028109+0.0059239i,-0.0045899+0.014147i,-0.0076895+0.030845i,-0.028237+0.018418i,-0.058379+0.024658i,-0.022552+0.021672i,0.001078-0.0076406i,0.0012486-0.00176i,0.0034417+0.00033149i,0.0030403+0.0088186i,-0.0036016+0.001632i,0.0014541+0.0023828i,0.0020406-0.0088719i,-0.013-0.00883i,-0.0044474+0.0003907i,0.0044539-0.0026507i,0.0011504-0.0013354i,0.0025878-0.0044135i,0.002093-0.0042053i,0.002017-0.0032424i,-0.011075-0.010588i,-0.0017404+0.00025931i,-0.003959-0.00030785i,-0.0034834-0.00047292i,-0.0049019-0.0014471i,-0.0010818-0.0021457i,0.00097478-0.0017088i,-0.0034374+0.00443i,0.0012326+0.0019798i,0.0022614+0.0011428i,0.0018+0.00064119i,-0.0016382+0.0030753i,-0.0033711-0.0078958i,-0.003018+0.0014347i,0.00093015+0.00015014i,-0.00072905+0.0035221i,0.010025+0.007255i,0.0011034-0.0031829i,0.00067883-0.00068782i,-0.0042635-0.0036047i,0.0028628+0.0045869i,-0.021273-0.016813i,-0.0024714-0.06048i,-0.08896-0.0079521i,-0.023318-0.020501i,-0.048179-0.040719i,-0.043042-0.0062958i,-0.093384+0.015359i,-0.062653+0.002149i,-0.037439-0.027985i,-0.030581-0.053394i,-0.03415-0.024607i,-0.00033902+0.0027501i,-0.025073+0.013103i,0.0044574+0.016849i,0.0045724+0.0075473i,-2.0408e-05-0.0062989i,0.0082877+0.0043104i,-0.0094584-0.0030763i,0.0031911+0.012258i,-0.0012736+0.0078159i,-0.001105-0.0025212i,0.0060238+0.0021231i,0.0036175-0.0013794i,-0.0041008+0.019911i,0.00027744+0.013083i,0.0016654-0.0045995i,0.010867-0.0072107i,0.0033797+0.003294i,-0.0083496-0.0074255i,-0.002027-0.0016801i,0.025959-0.033127i,0.0084131+0.0077216i,0.0038551+0.0024418i,-0.0018253+0.0026748i,0.0032911-0.0041932i,0.020208+0.0018312i,0.0015587-0.0015089i,-0.0011703-0.0074449i,0.0012934-0.0030456i,0.011421+0.0044666i,0.0057153-0.00043564i,0.0031215-0.0062282i,0.0029854+0.0067093i,0.0041181+0.0024396i,0.018009+3.2745e-05i,-0.067772-0.044001i,-0.0090599+0.010542i,-0.0074239-0.0046179i,-0.0062109+0.0038491i,-0.035482+0.010188i,-0.0054128+0.0079887i,-0.014788+0.0041412i
-0.032301+0.004607i,-0.042786+0.022238i,-0.035983+0.044932i,-0.02655+0.011938i,-0.0031961+0.011509i,-0.0021462+0.030833i,-0.026116+0.022548i,-0.050365+0.032527i,-0.017041+0.018389i,-0.0011264-0.0066337i,0.00083799-0.00087i,0.0032694-0.0012813i,0.0050641+0.0059378i,-0.0020411+0.00338i,0.0018012+0.0025155i,-0.0034-0.0066355i,-0.017918-0.0014534i,-0.0035747+0.0021816i,0.0042933-0.0033459i,0.0011385-0.0018231i,0.0010061-0.0045056i,0.0018216-0.0032088i,0.001641-0.0033979i,-0.012375-0.0062149i,-0.0011269+0.00023779i,-0.0042362+0.0010002i,-0.0026871+0.00069117i,-0.0041289+9.3773e-05i,-0.0016341-0.0021346i,0.00038456-0.001659i,-0.0015557+0.0055898i,0.0015609+0.0016323i,0.0021129-0.0001988i,0.00064754+0.0004731i,-0.002184+0.0025088i,-0.0033345-0.0065795i,-0.0024601+0.0018549i,-0.00031423-0.00033928i,-0.0010306+0.0043546i,0.010669+0.0014636i,9.4392e-05-0.0033594i,-0.00010903-0.0012648i,-0.0059007-0.0029232i,0.0040124+0.0037144i,-0.023028-0.01788i,-0.020327-0.066177i,-0.083137+0.0082335i,-0.030412-0.021955i,-0.059995-0.033414i,-0.041214+0.0031839i,-0.081217+0.035158i,-0.059595+0.015791i,-0.028789-0.027829i,-0.036542-0.049902i,-0.040629-0.009905i,-0.000623+0.00050309i,-0.017559+0.023332i,0.0088032+0.011549i,0.0063874+0.00261i,-0.005391-0.011598i,0.0047577+0.0033367i,-0.0097976+0.0033106i,0.0081826+0.0090856i,0.0017461+0.0090274i,-0.0018539-0.0017016i,0.0068588+0.0023018i,0.0032391-0.0011486i,0.005644+0.016211i,0.0063652+0.0081328i,-0.0029101-0.0063138i,0.0031007-0.0085058i,0.0040301+0.0033456i,-0.010901+0.00015675i,-0.0018755+0.00090478i,0.010294-0.036102i,0.010526+0.0057928i,0.0064219+0.00091459i,0.0012337+0.0018312i,-5.6495e-05-0.0020365i,0.017432-0.0068254i,-0.00035801-0.0020213i,-0.0043714-0.0053542i,-0.0023125-0.0023109i,0.010479-0.00028156i,0.0051033-0.00029169i,0.0009181-0.0039822i,0.0054449+0.0057035i,0.0035862+0.0021109i,0.015419-0.005705i,-0.074374-0.034468i,-0.0020992-0.0014526i,-0.007922-0.0025969i,-0.005686+0.0034441i,-0.029954+0.020664i,-0.003427+0.0082834i,-0.012953+0.0064161i
-0.029586+0.0075491i,-0.039777+0.026689i,-0.027137+0.043774i,-0.023431+0.015053i,-0.00081084+0.011189i,0.0032694+0.02967i,-0.022409+0.026671i,-0.041807+0.037263i,-0.017203+0.015481i,-0.0027203-0.0052111i,0.001444-0.00029272i,-0.00028145-0.0022122i,0.0058153+0.0040473i,-0.0012941+0.0037717i,0.0026465+0.0026843i,-0.0069564-0.0015313i,-0.01783+0.0078326i,-0.0013382+0.0035229i,0.0042655-0.0054878i,0.0012308-0.0028115i,-0.00047596-0.0045156i,0.0020419-0.0042237i,0.0011751-0.003994i,-0.013033-0.0027806i,-0.0014532+0.00034347i,-0.0035184+0.0029906i,-0.0019288+0.00086443i,-0.0029598+0.0017243i,-0.0021915-0.0019574i,-0.00044468-0.0021359i,0.00066876+0.0056038i,0.0018514+0.0010154i,0.0014012-0.00062418i,0.0008991+7.696e-06i,-0.0015873+0.004296i,-0.0032519-0.0063294i,-0.0024476+0.002059i,-0.00091269-9.5399e-05i,0.0028112+0.0041884i,0.0084717-0.0019337i,-0.0009139-0.0029388i,0.00015031-0.00066966i,-0.0078141-0.0016268i,0.0049212+0.0015967i,-0.026502-0.017356i,-0.041468-0.062551i,-0.072404+0.019734i,-0.037303-0.018609i,-0.067496-0.021031i,-0.034473+0.010072i,-0.061691+0.048604i,-0.044685+0.02812i,-0.030089-0.032952i,-0.042683-0.047258i,-0.038189+0.0039961i,-0.0013861-0.000257i,-0.0064007+0.026299i,0.010262+0.0066298i,0.0031299-0.0017533i,-0.017513-0.011692i,0.0040098+0.0019515i,-0.0054311+0.0073137i,0.010236+0.0034377i,0.0044695+0.008514i,-0.0041977+0.0003068i,0.0068829-0.0015676i,0.003815-0.0024852i,0.009094+0.0091164i,0.0061844+0.0024703i,-0.0080155-0.0033151i,0.00024587-0.0060333i,0.0064143+0.0022389i,-0.0072082+0.0091643i,-0.00015509+0.0025759i,-0.0021648-0.032919i,0.013454+0.00094428i,0.0058053-0.0020377i,0.0011088+0.00047635i,0.00065138+0.0001157i,0.01111-0.011237i,-0.0026803+0.0011744i,-0.0063121-0.0026014i,-0.0038536+0.0017245i,0.0073339-0.002508i,0.0078676-0.0024889i,0.0013234-0.0033921i,0.0083777+0.0029118i,0.0054867+0.0015415i,0.0116-0.010109i,-0.078714-0.020798i,-0.0078061-0.010799i,-0.0053742-0.0028523i,-0.0047507+0.0029272i,-0.020639+0.025605i,-0.0027926+0.0037638i,-0.010191+0.0032091i
-0.027148+0.009053i,-0.036041+0.031833i,-0.021032+0.042317i,-0.019552+0.018986i,0.0027639+0.0084104i,0.0080613+0.0271i,-0.01738+0.030245i,-0.034182+0.038856i,-0.018503+0.017038i,-0.0034974-0.0035403i,0.0016586-0.0012878i,-0.0023637+0.0010534i,0.0055427+0.0020136i,-0.00094222+0.0051601i,0.0032188+0.002089i,-0.0061013+0.0045549i,-0.012369+0.015804i,0.00067+0.002821i,0.0016376-0.0070003i,-3.9579e-05-0.004108i,-0.0016382-0.0038405i,0.0012532-0.0049055i,0.00011839-0.0049913i,-0.012904+0.0013411i,-0.0011574+0.00030359i,-0.0013386+0.0033152i,-0.0017207+0.00071929i,-0.0012033+0.0016955i,-0.0030026-0.00087766i,-0.0016294-0.0016293i,0.002616+0.0048735i,0.0018012+0.00040773i,0.00060212-0.00064227i,0.00060188-2.6241e-05i,0.001081+0.004593i,-0.0042768-0.0073782i,-0.0016165+0.0031675i,-0.0011854+0.0004531i,0.0034372+0.00061023i,0.0064066-0.0034241i,-0.001256-0.0024303i,0.00068008-0.00089948i,-0.0086688+0.0015613i,0.0030948-0.0014815i,-0.031118-0.015061i,-0.058239-0.047866i,-0.061983+0.024606i,-0.042573-0.012573i,-0.070909-0.007733i,-0.026663+0.011858i,-0.043054+0.05181i,-0.02867+0.026912i,-0.034507-0.031348i,-0.049685-0.040869i,-0.032868+0.012793i,-0.0026162-0.00058751i,0.0026397+0.024377i,0.010341+0.0021427i,-0.0015795-0.0019334i,-0.026945-0.00075812i,0.001297+0.0025224i,-0.0011681+0.0070532i,0.0077217-0.0022684i,0.0076589+0.0075535i,-0.0037054+0.0037069i,0.0035049-0.0026686i,0.0031941-0.0053809i,0.007839+0.0025347i,0.0029217+0.00039406i,-0.0090764+0.0011948i,-0.0017005-0.0045788i,0.0071231+5.4981e-06i,0.0024704+0.011277i,0.0017917+0.0015666i,-0.0096111-0.026601i,0.012167-0.0037948i,0.0048145-0.0037293i,0.0014859+0.0015538i,0.0015646-0.00025415i,0.0059723-0.011566i,0.00023018+0.0032865i,-0.0068682+0.0011803i,-0.001292+0.0043951i,0.0057957-0.0023424i,0.0066462-0.0062504i,-0.00022627-0.0031947i,0.0078438-0.0019917i,0.0057312-0.001092i,0.0071809-0.013279i,-0.076163-0.0057562i,-0.01733-0.013148i,-0.0059386-0.0064361i,-0.0043576+0.0013431i,-0.013495+0.025845i,-0.006649+0.0035725i,-0.012732+0.0033647i
-0.025842+0.010611i,-0.031927+0.036136i,-0.017631+0.041758i,-0.013743+0.021337i,0.0047629+0.0042022i,0.011448+0.024349i,-0.011278+0.031899i,-0.028436+0.04006i,-0.016625+0.021033i,-0.0032481-0.0020312i,0.00070107-0.001793i,-0.0012383+0.0038966i,0.0047736+0.00058032i,0.0014559+0.0063097i,0.0038077+0.0015466i,-0.0022577+0.0078293i,-0.0042518+0.01965i,0.0013976+0.0016751i,-0.00043803-0.0064519i,-0.0020022-0.0042053i,-0.0026416-0.0031597i,9.3083e-05-0.0049959i,-0.0019725-0.0048924i,-0.010315+0.0047125i,-0.0015812-0.00012312i,-0.00061848+0.0023609i,-0.0017413+0.00082571i,-0.00036094+0.0008464i,-0.0030345+0.00051185i,-0.0017792-0.00049095i,0.0038687+0.0034794i,0.0017136-0.00037397i,0.00032789-0.00034243i,0.00032669-0.00010265i,0.002162+0.0033064i,-0.0069551-0.0075186i,-0.00070398+0.0035063i,-0.0010283+0.0014897i,0.0017216-0.00070606i,0.0044446-0.0037169i,-0.001429-0.0022685i,0.00057607-0.001515i,-0.0074099+0.0041927i,0.00015422-0.00035341i,-0.034828-0.0098232i,-0.062793-0.028443i,-0.055188+0.026313i,-0.047115-0.0052731i,-0.071909+0.0063881i,-0.022323+0.0093017i,-0.027447+0.050316i,-0.019434+0.022627i,-0.037662-0.02905i,-0.053476-0.034i,-0.02688+0.020481i,-0.0037474-0.00010991i,0.01212+0.02011i,0.0092179-0.00064449i,-0.0048915+0.00071773i,-0.027678+0.011903i,0.00086026+0.0042909i,0.0016455+0.0071251i,0.0025731-0.0029376i,0.010356+0.0044706i,-0.0015576+0.005702i,0.0013825-0.0012294i,0.0010103-0.006904i,0.0033395+0.0015516i,0.00050027+0.0017914i,-0.0085684+0.0075055i,-0.003037-0.001825i,0.0068611-0.0024793i,0.0078163+0.0067735i,0.0020318+0.00025066i,-0.013478-0.023489i,0.0094496-0.0078379i,0.0030763-0.0050383i,0.0043314+0.0014708i,0.0018445-0.00037821i,0.0031533-0.010514i,0.0024579+0.0023911i,-0.0044378+0.0053309i,0.002049+0.0047257i,0.0057673-0.002956i,0.0033049-0.010917i,-4.6345e-05-0.0020108i,0.0049059-0.0050394i,0.0038505-0.0035639i,0.00040393-0.015329i,-0.069473+0.0028193i,-0.0277-0.007083i,-0.0082458-0.0078869i,-0.0050844-0.00030868i,-0.0088119+0.025466i,-0.009137+0.0061235i,-0.013121+0.0064447i
-0.024536+0.012616i,-0.027132+0.040591i,-0.014739+0.043942i,-0.0077461+0.020742i,0.0035467-0.00071347i,0.015026+0.02195i,-0.0047898+0.031632i,-0.02344+0.041775i,-0.012604+0.022452i,-0.0032323-0.0017313i,-0.00098542-0.0016572i,0.00094806+0.0051249i,0.0039193+6.1111e-05i,0.0038403+0.0050474i,0.0039915+0.0006953i,0.0017886+0.0086211i,0.0046772+0.019439i,0.0016909+0.0012113i,-0.001956-0.0059064i,-0.0037895-0.0031925i,-0.0030896-0.0016588i,-0.0005604-0.0050774i,-0.0031629-0.0035292i,-0.0078973+0.0054748i,-0.0023175+0.00062973i,-0.00060891+0.002231i,-0.0016983+0.0012396i,8.7109e-05-0.00023958i,-0.0020189+0.0014107i,-0.0015134+4.3323e-05i,0.0048638+0.0018426i,0.0012079-0.00085922i,0.00034428-0.00010475i,-0.00015791-0.00035832i,0.0026438+0.0027738i,-0.0096752-0.0058766i,7.3936e-05+0.003183i,-0.00015573+0.0019185i,0.00077918-0.00097658i,0.0031957-0.0035359i,-0.0018312-0.0018063i,-6.074e-05-0.0019176i,-0.0055158+0.0059137i,-6.1916e-05+0.0019019i,-0.036828-0.0030777i,-0.058221-0.015224i,-0.051258+0.028747i,-0.048702+0.006011i,-0.067805+0.023435i,-0.023686+0.0076612i,-0.016034+0.045547i,-0.012942+0.017814i,-0.040142-0.024608i,-0.058068-0.026857i,-0.018563+0.024015i,-0.0050311+0.0015832i,0.016866+0.0080834i,0.0084345-0.0044027i,-0.0059755+0.0050091i,-0.020673+0.023474i,0.0022672+0.0046969i,0.0057167+0.005284i,0.00060326-0.00049747i,0.011681-0.00037059i,0.00062137+0.0070217i,0.0011427-0.00010414i,-0.0034979-0.0082268i,0.0017141+0.0040701i,0.00072936+0.0040898i,-0.0023867+0.012085i,-0.0015497+0.00044744i,0.005545-0.0039419i,0.0096863+0.0018173i,0.0022446-0.00088415i,-0.020652-0.022001i,0.0048693-0.0095401i,0.00035464-0.0053904i,0.0043444-0.0011783i,0.0017563-2.7606e-05i,0.0018046-0.0088874i,0.003326+0.00065349i,-0.00036726+0.0061329i,0.0038761+0.0021041i,0.0044101-0.0044537i,-0.0039036-0.011003i,0.00013319-0.0025275i,0.0018167-0.0058868i,0.0024649-0.0051707i,-0.0067401-0.012472i,-0.066382+0.0087677i,-0.027202+0.0067186i,-0.011882-0.0086127i,-0.0068681-0.00046735i,-0.0053419+0.025574i,-0.0080569+0.010164i,-0.0088868+0.0086742i
-0.023156+0.014948i,-0.021161+0.045147i,-0.0093571+0.047232i,-0.004379+0.017608i,-0.00015932-0.0030044i,0.018628+0.018634i,0.00095458+0.030052i,-0.018474+0.044104i,-0.0089448+0.023876i,-0.0037805-0.00097547i,-0.0018151+0.00036838i,0.0038511+0.0054027i,0.0033064+0.0001274i,0.0048538+0.0028506i,0.003732+1.2546e-05i,0.0051784+0.0076529i,0.012026+0.015198i,0.0020535+0.00084825i,-0.0032643-0.0051582i,-0.0045762-0.0011956i,-0.002544-0.0005261i,-0.0018447-0.0053641i,-0.0035855-0.0022997i,-0.0071288+0.0068775i,-0.0022821+0.0017094i,-0.00014106+0.0027849i,-0.0014251+0.001913i,-0.001054-0.0011152i,-0.0016517+0.0012722i,-0.0011909+0.00024518i,0.0050872+2.0226e-07i,0.001018-0.0009268i,0.00086436-0.00027608i,-0.00026689+1.2107e-05i,0.0038155+0.00113i,-0.011774-0.0031594i,0.00094196+0.0030718i,0.00050233+0.0014538i,-3.3154e-05-0.0010203i,0.002156-0.0034905i,-0.0019542-0.0012336i,-0.00047897-0.0018658i,-0.0039756+0.0061111i,0.0010279+0.0025164i,-0.036021+0.0029084i,-0.054974-0.010243i,-0.047463+0.033318i,-0.044221+0.016511i,-0.057766+0.037952i,-0.024418+0.010624i,-0.0077509+0.041487i,-0.010457+0.012689i,-0.041322-0.01999i,-0.06057-0.017614i,-0.012032+0.024709i,-0.0038615+0.0026565i,0.011279-0.0026808i,0.0051601-0.0082555i,-0.0039362+0.0081786i,-0.0099574+0.027766i,0.0027575+0.0035432i,0.0076591+0.00054034i,0.001517+0.00068132i,0.01015-0.0037797i,0.005107+0.006611i,0.0012604+0.0017574i,-0.0076935-0.0030909i,0.0032854+0.005844i,0.0028217+0.0057212i,0.004215+0.011601i,-0.00053431+0.00057712i,0.0043825-0.0052652i,0.0093843-0.0042441i,0.00042462-0.0014048i,-0.029114-0.014177i,0.0014465-0.0092666i,-0.0015101-0.0037366i,0.0048134-0.00068923i,0.0017199-0.00062217i,0.0017626-0.009666i,0.0030469-0.0009521i,0.0021539+0.0040252i,0.0039094+0.0009155i,0.00321-0.0042123i,-0.0075132-0.0066437i,-0.0012663-0.0031683i,-0.001546-0.005337i,0.00010423-0.0062399i,-0.0099038-0.0077038i,-0.062576+0.01645i,-0.021778+0.0096564i,-0.012631-0.0075506i,-0.0075719+0.00053113i,-0.00013789+0.023941i,-0.0065845+0.011437i,-0.006557+0.0077221i
-0.021302+0.017019i,-0.013646+0.048831i,-0.0021196+0.050132i,-0.0032749+0.016146i,-0.0040517-0.0024882i,0.021259+0.014774i,0.0060024+0.027463i,-0.012188+0.046698i,-0.0048379+0.024099i,-0.0040336+4.1516e-05i,-0.0005952+0.0019479i,0.0068701+0.0032233i,0.0032735+0.00018095i,0.0044014+0.0014149i,0.0036581-0.00038221i,0.0077991+0.0048579i,0.016088+0.0094229i,0.0026017-0.00033264i,-0.0043991-0.004184i,-0.0041899+0.00089329i,-0.0018092+0.0001597i,-0.0032496-0.0044541i,-0.0035897-0.0013288i,-0.0046494+0.0083191i,-0.0015342+0.0028581i,0.0011526+0.0028639i,-0.00068731+0.0024828i,-0.0026267-0.000551i,-0.0015074+0.0016553i,-0.0011619+0.0004076i,0.0043295-0.0017548i,0.00092314-0.0015295i,0.00063903-0.00082805i,-0.00013671+0.000342i,0.0032102-0.00060172i,-0.012732+0.0007074i,0.0017047+0.0027862i,0.00079757+0.0011659i,-0.00122-0.00092083i,0.00166-0.0033501i,-0.001745-0.0010111i,-0.00086237-0.001755i,-0.0030958+0.0064649i,0.0020367+0.0026605i,-0.03476+0.0075322i,-0.056244-0.0059416i,-0.042744+0.037756i,-0.038912+0.023948i,-0.043819+0.046374i,-0.024852+0.01378i,0.00038076+0.036465i,-0.0091229+0.010536i,-0.042017-0.01553i,-0.060928-0.0074134i,-0.0069701+0.025262i,-0.0028495+0.0031258i,0.0039533-0.0040938i,0.00059782-0.010094i,-0.00048607+0.010869i,5.8581e-05+0.02642i,0.0023601+0.0023771i,0.0064081-0.0046707i,0.0014808+0.00089087i,0.0077655-0.0073514i,0.0084685+0.0038113i,0.0029598+0.0025232i,-0.0072551+0.00045717i,0.0057825+0.0066462i,0.0057125+0.0060934i,0.0096334+0.0082839i,-0.00024045+0.00098665i,0.0033648-0.006109i,0.0059969-0.0081475i,5.3277e-05+0.00028223i,-0.033447-0.0025496i,-0.00063531-0.0082021i,-0.0020948-0.0019758i,0.0056856-0.001656i,0.0012027-0.00070192i,0.0001659-0.011737i,0.0016898-0.0017743i,0.0036297+0.0029131i,0.0043725-0.00054684i,0.0034926-0.0046677i,-0.0090048-0.0034529i,-0.0033236-0.0017896i,-0.0041849-0.0032474i,-0.0019537-0.0070015i,-0.01091-0.0033167i,-0.057704+0.022745i,-0.020306+0.011211i,-0.01326-0.0081758i,-0.0079439+0.0016603i,0.0014535+0.022188i,-0.0062912+0.012014i,-0.0049964+0.0068536i
-0.018878+0.019366i,-0.0042613+0.050544i,0.0072978+0.051453i,-0.0025275+0.015593i,-0.0059273+0.00061287i,0.023424+0.010796i,0.010022+0.023668i,-0.0040013+0.048327i,-0.0007267+0.023654i,-0.0040841+0.0012151i,0.00068895+0.0017197i,0.0072477-0.00075944i,0.0038004-0.00017261i,0.004236+0.0006094i,0.003712-0.00098626i,0.0080009+0.0014994i,0.017198+0.0033645i,0.0012939-0.0016475i,-0.0057439-0.0024955i,-0.0028275+0.0020781i,-0.00082786+1.5042e-06i,-0.0037092-0.0036293i,-0.0035816-0.00036415i,-0.0014604+0.0085921i,-0.00022335+0.0034076i,0.0021133+0.00202i,0.00035801+0.0026037i,-0.0031666+0.00099888i,-0.00082486+0.0018183i,-0.0010196+0.00066332i,0.0030275-0.0030553i,8.7775e-05-0.0017795i,9.0855e-05-0.0010689i,-3.5276e-05+0.00012323i,0.0020622-0.001616i,-0.011778+0.0048686i,0.0023274+0.0022024i,0.0010759+0.00079809i,-0.0020618+8.6902e-05i,0.0011654-0.0033189i,-0.0021533-0.00089342i,-0.0011847-0.0017452i,-0.0022936+0.0070694i,0.0028526+0.0024138i,-0.033619+0.012724i,-0.05971+0.0026166i,-0.036406+0.040996i,-0.031331+0.029325i,-0.030559+0.05107i,-0.023963+0.020423i,0.0072883+0.029012i,-0.0046178+0.0079915i,-0.041939-0.010636i,-0.058048+0.0030417i,-0.0017847+0.025615i,-0.0025159+0.00293i,-0.00014311-0.0032504i,-0.0048093-0.0098344i,0.0052254+0.010415i,0.0064281+0.022235i,0.00048285+0.0017642i,0.0036261-0.0083189i,0.0031014+0.0024958i,0.0030173-0.0092116i,0.0096308-0.0014926i,0.004945+0.002021i,-0.0069583+0.0043549i,0.0097824+0.0057784i,0.0095485+0.0036211i,0.012496+0.0026081i,0.00085301+0.0016796i,0.0015313-0.0069567i,-0.00017135-0.0094504i,0.0015328+0.0016617i,-0.033153+0.010192i,-0.0023552-0.0078101i,-0.0015862-0.00031522i,0.0057973-0.005676i,0.001568-0.00016435i,-0.0050072-0.01307i,0.00058363-0.0014081i,0.0044001+0.00083657i,0.004015-0.0016222i,0.0023671-0.0057324i,-0.009125+0.0013829i,-0.0034098+0.00065185i,-0.0053455-0.00066621i,-0.0050295-0.0073029i,-0.0103+0.00036003i,-0.053595+0.027979i,-0.019179+0.016457i,-0.015634-0.0099421i,-0.005611+0.003349i,0.0041548+0.021426i,-0.0064958+0.014586i,-0.0032673+0.0047795i
-0.015744+0.021026i,0.0048052+0.049486i,0.01754+0.049354i,-0.0016574+0.016011i,-0.0052919+0.0040745i,0.025325+0.0063871i,0.012683+0.019609i,0.0045873+0.047467i,0.0027781+0.022272i,-0.0038287+0.0025142i,0.00091595+0.001315i,0.0053609-0.0033235i,0.0038782-0.0014393i,0.0038319-0.0001338i,0.0034048-0.00167i,0.0064047-0.00051438i,0.016473-0.0017328i,0.00037651-0.0014804i,-0.0056911-0.0004188i,-0.0014412+0.0024384i,-0.00015559-0.00046604i,-0.0042891-0.0030379i,-0.0030649+0.00037937i,0.0012909+0.0081737i,0.0011106+0.0029561i,0.002454+0.0012096i,0.0013291+0.0023111i,-0.0024879+0.0024629i,-0.00014168+0.001559i,-0.00090871+0.00097319i,0.0013822-0.0034676i,-0.00073209-0.0015541i,-0.00035489-0.000915i,-0.00028515+8.9634e-05i,0.00091116-0.0022271i,-0.0094041+0.0081804i,0.0029078+0.0013477i,0.0010518+0.00031661i,-0.0019789+0.0014341i,0.00053124-0.0036048i,-0.0024558-0.00016019i,-0.001746-0.0018532i,-0.0009665+0.0081446i,0.0037743+0.0015136i,-0.030781+0.017617i,-0.059002+0.014895i,-0.031898+0.04331i,-0.024156+0.032011i,-0.016188+0.053139i,-0.018139+0.028065i,0.01021+0.0202i,-0.002482+0.0015789i,-0.039293-0.0064211i,-0.051785+0.013025i,0.0046816+0.023506i,-0.002444+0.0033695i,-0.003801-0.0012366i,-0.008792-0.0070999i,0.0086726+0.0064449i,0.010432+0.01799i,-0.0022595+0.0032337i,-0.00050133-0.011314i,0.0056325+0.00056539i,-0.0014835-0.0080801i,0.0069845-0.0052427i,0.0062995-0.00064101i,-0.0049016+0.0070216i,0.013022+0.00095761i,0.010591-0.001981i,0.011427-0.0044818i,0.0027668+0.00096163i,-0.00096399-0.007099i,-0.0041996-0.0058917i,0.0034944+0.00068475i,-0.026904+0.024274i,-0.0046349-0.0062064i,-0.00035676+0.00060333i,0.0019586-0.0071911i,0.0020486-0.00011613i,-0.011184-0.010001i,0.00066288-0.00032145i,0.0042934-0.0016044i,0.0028794-0.002986i,0.00085377-0.0057739i,-0.006932+0.0059571i,-0.0022032+0.0021659i,-0.0052746+0.0029681i,-0.0084871-0.0056326i,-0.0086649+0.0026607i,-0.048373+0.035588i,-0.011354+0.021138i,-0.020721-0.0089902i,-0.0027348+0.0021149i,0.0064748+0.020396i,-0.004139+0.018212i,-0.0031089+0.0017i
