-0.023973-0.038917i,-0.012005-0.04861i,-0.017852-0.04477i,-0.030775-0.035304i,-0.030096-0.016133i,-0.050147-0.027418i,-0.057666-0.026225i,-0.045377-0.037304i,-0.029141-0.036979i,0.0068259+0.012865i,-0.0051807+0.015957i,-0.0045732+0.013934i,0.0097394+0.021405i,0.00053799+0.0043473i,0.0032518+0.0034424i,0.0060344+0.01824i,0.026419+0.038322i,-0.0025214-0.00075996i,-0.004436-0.0058354i,0.0079659+0.0014354i,-0.00010522-0.0010345i,-0.0010445+0.0014822i,0.00012991-0.00028598i,-0.030638-0.0038711i,-0.0016203-0.0057969i,0.0014747+0.0046217i,0.003784-0.00029252i,-0.00058486+0.00055921i,0.00045552-0.00046613i,-0.00011954-0.0024915i,-0.001647-0.0062538i,-0.0045199-0.0038543i,-0.0020119-0.0047367i,0.0021399-0.00068441i,0.0021385-0.0027136i,0.0026286+0.025607i,0.0019132-0.0027392i,0.0029058+0.00044039i,0.0063212+0.001461i,-0.010014-0.0041305i,-0.0032142+0.00094411i,0.006429+0.0010611i,0.0054172-4.1323e-06i,-0.0034237+0.0060114i,-0.00078326-0.0084156i,-0.011991+0.0186i,0.036276-0.090427i,0.01193-0.069955i,-0.016086-0.059518i,-0.016356-0.055148i,0.039508-0.045319i,0.017421-0.061919i,0.034408-0.055582i,0.029693-0.060146i,0.015796-0.013647i,0.0048417+0.016446i,0.016935-0.026098i,-0.011409+0.0055784i,-0.00019447+0.0056128i,-0.0050416-0.0016523i,-0.0023036-0.029629i,-0.024505+0.031682i,0.010267-0.01158i,-0.013053-0.002756i,2.4708e-06-0.0048101i,-0.0010174-0.016097i,-0.0068907+0.0044797i,0.0053165+0.0066632i,-0.0092574+0.030179i,0.0047157+0.0056842i,-0.0049853-0.00074508i,-0.0030388-0.00081502i,-0.011931-0.0078188i,-0.001095-0.0049338i,-0.030575+0.0063388i,7.054e-05-0.010134i,-0.0095594-0.0022743i,-0.0066275-0.0028801i,0.006806+0.0030395i,-0.008011+0.0012287i,3.1916e-05+0.00043707i,0.0054308+0.010651i,0.0042826+0.001806i,-0.0092329-0.0096672i,0.0029331+0.0074909i,-0.021384+0.0061366i,0.0080512+0.001003i,-0.029145-0.0043151i,-0.041934+0.0017257i,0.020133-0.09643i,-0.001814-0.013514i,-0.052448-0.021483i,-0.022247-0.001245i,0.017689+0.010986i,-0.024849+0.013337i,-0.01797-0.013089i
0.012605-0.0082158i,0.042983-0.012356i,0.022378-0.026674i,0.010853-0.021399i,0.013592-0.040008i,-0.018324-0.022483i,-0.0086348-0.014633i,-0.002416-0.028128i,0.0062356-0.017953i,0.0050129-0.0029639i,0.002124-0.0048271i,0.00012735-0.0051696i,-0.0008655-0.0057479i,-0.00090107-0.0027324i,-0.0011162+0.00097762i,0.0012613-0.0028456i,-0.0034289+0.0015238i,-0.00073276+0.0015251i,0.00010541+0.00020974i,0.00055437+0.00211i,0.0014155+0.0017656i,0.0010757-0.0010528i,0.0019256+0.00042122i,-0.0011324+0.0027178i,-0.00042927+0.00043092i,-0.0004686+0.00033699i,-0.001301+0.00015583i,-0.00054824+0.00034394i,0.0001182+0.0001249i,5.579e-05-0.00023237i,0.0011156-0.0019011i,0.0014254-7.4281e-05i,0.00037045-0.00072307i,0.00048824-0.0010772i,0.00061541+0.00062142i,0.0046126-0.0016304i,-2.8245e-06+0.00010061i,-7.4322e-05+0.0012718i,0.00013961-0.00040026i,0.00055788+0.00058724i,0.00085407+0.00071299i,0.00010711+0.00072016i,-0.00029696-0.0030101i,0.00069534-0.0028531i,0.01834+0.0043677i,0.028519+0.039158i,0.035024+0.039669i,0.046901+0.028332i,0.015412-0.00099288i,0.035987+3.8606e-05i,0.037087+0.013161i,0.013538+0.007013i,0.02822+0.023217i,-0.0031985+0.033465i,0.0063593-0.0046005i,0.004502-0.0033906i,0.0066077-0.0036831i,0.0078612+0.0037267i,0.0035926+0.0065525i,-0.0068893+0.0047268i,-0.0039404-0.0059669i,0.0040863+0.013679i,-0.0037496+0.000365i,0.00011462+0.0054472i,-0.00051232+0.001463i,0.0025979-0.0030655i,0.006809-0.00079046i,-0.0025629-0.00083215i,0.00424-0.0023061i,-0.0063723-0.00073709i,-0.0016072+0.00043348i,0.00032152-4.3899e-05i,-0.0046376-0.0027011i,-0.0043462-0.0022324i,-0.0078511-0.0090706i,0.0028722-0.0020833i,-0.004839+0.0017331i,-0.0015648+0.00095715i,-0.0039887+0.0027954i,0.006504+0.0010431i,-0.0071056-0.0015771i,-0.0042756-0.0074065i,-0.0028134-0.0012552i,-0.0055142-0.00076548i,0.0048172-0.003085i,0.0058754+0.00038816i,0.0029986-0.001338i,0.005171+0.0082917i,0.006133+0.0055752i,0.041661+0.027972i,-0.031647-0.0050067i,-0.036672+0.018172i,-0.010711+0.020751i,0.0016522+0.0026102i,0.0092015-0.0065819i,-0.010597+0.00046907i
0.010569-0.0098808i,0.039785-0.019284i,0.017132-0.029803i,0.0068985-0.021938i,0.0053298-0.041782i,-0.020752-0.018866i,-0.011473-0.01369i,-0.0071819-0.026733i,0.002843-0.018266i,0.0040697-0.0041955i,0.00072236-0.0055027i,-0.00097372-0.0045398i,-0.0025649-0.0047328i,-0.0014781-0.0021391i,-0.00061068+0.0011813i,0.00096139-0.0029112i,-0.0023151+0.0025049i,-0.00058551+0.0016704i,-5.4368e-05+0.00023319i,0.0011746+0.00186i,0.0020475+0.0014906i,0.00089952-0.0011632i,0.0019173-0.00021869i,0.00069461+0.0025272i,-0.00010989+0.00052913i,-0.0001514+0.00029626i,-0.0010877+0.00088246i,-0.00042637+0.00055912i,0.00013299+0.00013309i,0.00027566-4.0701e-05i,0.00024923-0.0023498i,0.001428-0.0004818i,0.00018136-0.00073985i,-2.5938e-05-0.0010153i,0.0011488+0.00045163i,0.0040738-0.0025459i,-1.4558e-05+0.00027297i,0.00032185+0.0011941i,0.0003725-3.6885e-05i,0.00060542-0.00011006i,0.00095782+0.00046031i,0.00036698+0.00061093i,-0.00091265-0.0022052i,0.0010532-0.0026569i,0.018866+0.0022188i,0.033843+0.03445i,0.039943+0.033057i,0.050058+0.019666i,0.012464-0.00035533i,0.036438-0.0060201i,0.03922+0.0062235i,0.014696+0.0012832i,0.029653+0.01326i,0.0044323+0.029769i,0.0045263-0.0055897i,0.00053183-0.0035912i,0.0043209-0.0062448i,0.006988+0.00096295i,0.0051942+0.005046i,-0.003815+0.0075765i,-0.004654-0.0028006i,0.0061122+0.011422i,-0.0037456+0.0013223i,0.0031925+0.0061038i,0.00044785+0.0017264i,0.00042886-0.0033983i,0.0074582-0.0047854i,-0.0029904-0.0004989i,0.0038-0.0040017i,-0.0060105+0.0023778i,-0.0015606-0.00011601i,8.8166e-05-0.00061355i,-0.0044406+0.00010591i,-0.0042932-0.00080034i,-0.0094412-0.0054004i,0.0013546-0.002867i,-0.0035441+0.0028045i,-0.001798+0.00069006i,-0.0027763+0.0039196i,0.0078355-0.0017265i,-0.0068901+0.0014521i,-0.0066162-0.0056379i,-0.002399-0.00070877i,-0.0051448+0.0012697i,0.0022851-0.0038499i,0.0060006-0.0022452i,0.0030103-0.0018056i,0.0070008+0.0062043i,0.0054609+0.0047756i,0.04284+0.018547i,-0.030813+0.0018273i,-0.034464+0.026146i,-0.0067342+0.019187i,0.0032339+0.0053559i,0.0066022-0.0067257i,-0.012114+0.0022846i
0.0090547-0.011324i,0.035184-0.025617i,0.011459-0.031494i,0.0035142-0.021692i,-0.0030978-0.041924i,-0.022653-0.015261i,-0.014038-0.012129i,-0.011234-0.024938i,-0.0005426-0.017893i,0.002798-0.0049741i,-0.0011016-0.0054865i,-0.0018356-0.0037499i,-0.0036841-0.0031679i,-0.0017269-0.0014725i,-0.00034397+0.0011268i,0.0006962-0.0030133i,-0.00082588+0.0028235i,-0.00039643+0.0019641i,-0.00011189+0.00054263i,0.0016441+0.00125i,0.0026478+0.0006673i,0.00058585-0.0014651i,0.0016648-0.00078042i,0.0020504+0.001528i,0.00026771+0.00045804i,2.1331e-05+9.0055e-05i,-0.00047761+0.001313i,-0.00034501+0.00074437i,0.00023723+0.00013898i,0.00038003-0.00014457i,-0.00072674-0.0023542i,0.0012328-0.0010002i,-0.00015399-0.00079225i,-0.00032518-0.00076427i,0.0016359-0.00033994i,0.0034346-0.003488i,0.00025864+0.00039745i,0.0007233+0.0010335i,0.00068343-0.00031407i,0.00029319-0.0005433i,0.0011948+8.0037e-05i,0.0004823+0.00037107i,-0.0011563-0.0016137i,0.0010379-0.0030754i,0.019326-0.0008563i,0.040041+0.028159i,0.044063+0.025777i,0.051396+0.010929i,0.011327+0.00075485i,0.036131-0.012357i,0.039474-0.00053804i,0.014961-0.0034529i,0.027934+0.0053299i,0.0096863+0.026293i,0.0022809-0.0058401i,-0.0023449-0.0016025i,0.00074099-0.0077574i,0.0052014-0.00081089i,0.005587+0.0030086i,-0.00074057+0.0084115i,-0.0038191-0.0005655i,0.0071881+0.0087525i,-0.0034994+0.0034512i,0.005931+0.0048565i,0.0011+0.0012386i,-0.0011587-0.0025705i,0.0058501-0.0074614i,-0.0028645+0.00019042i,0.0027137-0.0051988i,-0.0032462+0.0042629i,-0.0021464-0.00023136i,-0.00037806-0.00068651i,-0.0032434+0.0016897i,-0.0035209+0.00046881i,-0.0098914-0.0019116i,0.00040732-0.0031581i,-0.0021804+0.0031761i,-0.0018462+0.0012342i,-0.00065998+0.0039639i,0.0074405-0.0051917i,-0.0053357+0.0037312i,-0.0079325-0.0029395i,-0.0023653-0.00054759i,-0.0042622+0.0025115i,0.0010831-0.0031481i,0.0045808-0.0041782i,0.0032092-0.0024584i,0.0066519+0.0026154i,0.005113+0.0043721i,0.042998+0.011i,-0.027814+0.0072789i,-0.028833+0.033358i,-0.0044435+0.017321i,0.0063687+0.005891i,0.0040838-0.0055343i,-0.012117+0.0048646i
0.0073716-0.013081i,0.02963-0.030436i,0.006217-0.032514i,0.00087653-0.021658i,-0.011343-0.039701i,-0.023974-0.011554i,-0.016472-0.0099748i,-0.014905-0.022574i,-0.0032271-0.016894i,0.0013821-0.0052886i,-0.0027347-0.0043451i,-0.0021468-0.0030185i,-0.003939-0.0015002i,-0.0019004-0.0010035i,-6.7793e-05+0.0013115i,0.00028041-0.0030951i,8.6354e-05+0.0024221i,0.00019258+0.0025009i,0.00029515+0.00092044i,0.0018467+0.00049537i,0.0027072-0.00040017i,-4.8836e-05-0.0016616i,0.001195-0.0011406i,0.0026681-0.00027168i,0.00061743+0.00023316i,-0.00014021-8.4378e-05i,8.2548e-05+0.001385i,9.9211e-06+0.00090082i,0.00033849+7.4245e-05i,0.00043034-0.00024513i,-0.0016042-0.0019502i,0.00080116-0.0013427i,-0.00036596-0.0005806i,-0.0004917-0.00063415i,0.0014474-0.0014907i,0.0025791-0.0043242i,0.00060293+0.00020462i,0.001081+0.00067877i,0.00059021-0.00068407i,-0.00016377-0.00076701i,0.0011122-0.00048306i,0.00045972+0.00032125i,-0.0012209-0.0010084i,0.00049739-0.0032184i,0.019318-0.0042163i,0.044779+0.018665i,0.047129+0.017699i,0.051692+0.0029659i,0.011951+0.0023145i,0.034415-0.019637i,0.038868-0.0071242i,0.014445-0.008555i,0.025884-0.00040571i,0.01502+0.021898i,0.00047679-0.0051928i,-0.0035248+0.0012179i,-0.0036959-0.0078758i,0.0036167-0.0015996i,0.005298+0.0018703i,0.0020749+0.0082966i,-0.0026791+0.00066249i,0.0071733+0.0058836i,-0.0010559+0.0054949i,0.0083017+0.002335i,0.0016931+0.00092792i,-0.0018779-0.0013897i,0.0036359-0.0096602i,-0.002634+0.00057333i,0.0012453-0.0062995i,-0.0012486+0.0037978i,-0.0029198+0.00015139i,-0.00053482-0.00058769i,-0.0019121+0.0030539i,-0.0026698+0.0010623i,-0.0089739+0.0015377i,-0.00089939-0.0036166i,-0.00087207+0.0029126i,-0.0015325+0.0013191i,0.00087052+0.0027618i,0.0054667-0.0084919i,-0.0027849+0.0050381i,-0.0072104-0.00017275i,-0.0025966-0.00026639i,-0.0033696+0.0036089i,0.00045576-0.0028561i,0.0027645-0.0048384i,0.0029589-0.0035767i,0.0049047+0.0012038i,0.005542+0.0044023i,0.042556+0.0037342i,-0.024642+0.0090897i,-0.020787+0.037667i,-0.0020716+0.016655i,0.008422+0.0051053i,0.0031358-0.0035218i,-0.010966+0.0066003i
0.0049785-0.014826i,0.023763-0.033769i,0.0006506-0.032816i,-0.002135-0.021797i,-0.01786-0.036127i,-0.024841-0.0078419i,-0.018296-0.0069955i,-0.017826-0.019671i,-0.0050696-0.015995i,-0.00014823-0.0049906i,-0.0033562-0.0028217i,-0.0025974-0.0024605i,-0.0036058-0.00019482i,-0.0022476-0.00032624i,0.00056999+0.0014768i,-0.00031911-0.0030662i,0.00064+0.0022168i,0.0013266+0.0025455i,0.00071265+0.00079465i,0.0015966-0.0002034i,0.0022766-0.0013232i,-0.00060669-0.0015873i,0.00085544-0.0013768i,0.0018316-0.00181i,0.00068116-0.00038887i,-0.000376-9.5538e-05i,0.00061886+0.0013017i,0.0004291+0.00083821i,0.00033383-0.00013077i,0.00033164-0.00039663i,-0.0021487-0.0011875i,0.00038762-0.0014676i,-0.00059455-0.00041565i,-0.00067519-0.00038889i,0.00033167-0.0020179i,0.0014791-0.0049619i,0.00062579-0.00017531i,0.0012332+0.00010353i,0.00042704-0.00071742i,-0.00079292-0.00072571i,0.00074041-0.00092453i,0.00048516+0.00037325i,-0.0012048-0.00052461i,-5.3117e-06-0.0031768i,0.01914-0.0081263i,0.046172+0.0084682i,0.048536+0.0091994i,0.051857-0.0056861i,0.014656+0.0032794i,0.030514-0.026757i,0.037169-0.01332i,0.011899-0.013239i,0.02244-0.0043918i,0.019175+0.015871i,-0.00046522-0.0049966i,-0.0028826+0.0043756i,-0.0083043-0.0054095i,0.0020124-0.0021044i,0.0051965+0.00088055i,0.0045729+0.0071457i,-0.0013589+0.00098385i,0.0060314+0.0041018i,0.0021616+0.0044689i,0.0093269-0.0014623i,0.002271+0.00016658i,-0.0018198+0.00018381i,-0.00011196-0.011768i,-0.0028784+0.0013898i,-0.00059709-0.0070335i,-0.0008237+0.0036386i,-0.0033864+0.0012577i,-0.00069372-0.000494i,0.0010114+0.0035471i,-0.0019355+0.00079059i,-0.0067033+0.0039818i,-0.002787-0.0033003i,-1.8754e-06+0.0022012i,-0.0012703+0.0013891i,0.0011794+0.0014221i,0.0021949-0.011i,-0.00039901+0.004716i,-0.0059273+0.0011463i,-0.0026112+0.0002417i,-0.0018758+0.0048292i,-0.0002938-0.0023755i,0.0011403-0.0048855i,0.0019127-0.0044923i,0.0037655+0.00095992i,0.0062941+0.0034769i,0.040765-0.0031245i,-0.024969+0.009098i,-0.013283+0.038167i,0.00085864+0.014686i,0.010079+0.0034693i,0.003709-0.0022049i,-0.0093858+0.0078354i
0.0024903-0.016015i,0.018073-0.036074i,-0.0046448-0.032076i,-0.0054299-0.021334i,-0.023923-0.032055i,-0.025137-0.0042401i,-0.019124-0.0038609i,-0.020214-0.016733i,-0.0068745-0.015429i,-0.00096122-0.0041754i,-0.0032888-0.0015627i,-0.002996-0.0015631i,-0.0031444+0.00090494i,-0.0021111+0.00061155i,0.0012291+0.0010599i,-0.00088066-0.0027131i,0.0013655+0.001937i,0.0022191+0.0018432i,0.00091671+0.00055153i,0.0012192-0.00050523i,0.0017029-0.0020374i,-0.0011435-0.0013955i,0.00030941-0.0016616i,0.00064567-0.0025524i,0.00013558-0.00075027i,-0.00057463+0.00025294i,0.0011526+0.0010104i,0.00070342+0.00052911i,0.00027257-0.00021928i,2.4613e-05-0.000367i,-0.002395-0.00036668i,-0.00011008-0.0015247i,-0.000674+1.8232e-05i,-0.00057699-8.7917e-05i,-0.00035235-0.0016942i,0.00021284-0.0052377i,0.00051222-0.00020167i,0.0010518-0.00034329i,0.00035769-0.00086783i,-0.0013315-0.00028606i,0.00034319-0.0010772i,0.0006593+0.00023211i,-0.00097948-2.4049e-05i,-0.00052466-0.0031773i,0.01773-0.01293i,0.045047-0.0014362i,0.048326+0.00090489i,0.049395-0.015398i,0.019011+0.00097913i,0.024428-0.032459i,0.034665-0.018962i,0.0089787-0.016141i,0.019776-0.0055958i,0.020648+0.0089512i,-0.0018901-0.0047878i,-1.1285e-05+0.0064395i,-0.011066-0.00082427i,0.00040313-0.0020263i,0.0047496-7.4153e-05i,0.0058161+0.0052343i,-0.00057758+0.00048269i,0.004981+0.0028193i,0.0027597+0.0027318i,0.0077467-0.0053335i,0.0023882-0.0010974i,-0.0002496+0.0013176i,-0.0053768-0.010297i,-0.0024412+0.0030312i,-0.003522-0.0067042i,0.0011514+0.0038924i,-0.0032424+0.0027582i,-0.00081583-0.00034457i,0.003827+0.00079498i,-0.0019613+0.00046283i,-0.003606+0.0045975i,-0.0043868-0.0018332i,0.0003636+0.0013112i,-0.001413+0.0013085i,0.0011034+0.00036496i,-0.002724-0.012104i,0.0015208+0.0034612i,-0.0053201+0.0020066i,-0.002745+0.00076178i,0.00072084+0.0050589i,-0.00038369-0.0015011i,4.1693e-05-0.0042319i,0.00055743-0.004943i,0.0028666+0.0010881i,0.0064499+0.0026841i,0.03817-0.0086196i,-0.026733+0.01208i,-0.0072188+0.03779i,0.0025067+0.011139i,0.011208+0.0010006i,0.0041803-0.0025017i,-0.007397+0.0080442i
-0.00038048-0.017131i,0.012554-0.037778i,-0.0096324-0.030525i,-0.0082972-0.020319i,-0.028966-0.026456i,-0.025038-0.00065063i,-0.019411-0.00095401i,-0.022298-0.013606i,-0.0088054-0.0151i,-0.001266-0.0035214i,-0.0030064-0.00055126i,-0.0029964-0.00050851i,-0.0022632+0.0018045i,-0.001501+0.0012803i,0.0015253+0.00052588i,-0.0012036-0.0022654i,0.0019729+0.001392i,0.0026831+0.00089389i,0.0011094+0.00033224i,0.00098852-0.00065253i,0.0007959-0.0025505i,-0.0016799-0.00091425i,-0.00026479-0.0014796i,-0.00039861-0.0024689i,-0.00019559-0.0006942i,-0.00042104+0.00064494i,0.0014296+0.00041367i,0.00087441+0.00022282i,0.00018989-0.00028304i,-6.2812e-05-0.00014545i,-0.0023558+0.00044461i,-0.00059299-0.0013027i,-0.00041944+0.00040356i,-0.00047692+6.2865e-05i,-0.00071018-0.0014404i,-0.0010768-0.0049898i,0.00059898-0.00034443i,0.00078689-0.00057477i,-2.623e-05-0.00087827i,-0.0016271+0.0004055i,-4.5761e-05-0.0011853i,0.00066393-8.1337e-06i,-0.00063026+0.0002678i,-0.001222-0.0029747i,0.014228-0.017065i,0.041666-0.0099531i,0.046792-0.0069648i,0.044063-0.02372i,0.021312-0.0040431i,0.01763-0.036232i,0.031698-0.024159i,0.0065266-0.018788i,0.019778-0.0062757i,0.021165+0.0030786i,-0.0038752-0.0043695i,0.0033456+0.0061402i,-0.011024+0.0048862i,-0.0008671-0.001452i,0.0041918-0.00062172i,0.0063058+0.003814i,-0.00054416-8.5036e-06i,0.0033948+0.0025492i,0.0032013+0.0021291i,0.0042675-0.007765i,0.0015383-0.0021857i,0.0011604+0.00085648i,-0.008104-0.0060394i,-0.00043441+0.0040313i,-0.0056385-0.0045988i,0.0025895+0.0024358i,-0.0021773+0.0041148i,-0.0008509-0.00031182i,0.0033711-0.0027859i,-0.0022498+0.00065504i,-0.001632+0.0034186i,-0.0047794-5.8761e-05i,-3.2493e-05+0.00050602i,-0.0014801+0.0016235i,0.00059269-0.00062784i,-0.008191-0.0099866i,0.0020549+0.001477i,-0.0047355+0.0029987i,-0.0027056+0.0017332i,0.00297+0.004067i,4.6637e-05-0.0014515i,-0.00029075-0.0031406i,-0.00054338-0.0048992i,0.0019862+0.0017919i,0.006612+0.0018252i,0.036532-0.013422i,-0.027335+0.017183i,-0.0015957+0.036277i,0.0019294+0.0074454i,0.010849-0.0024095i,0.0039566-0.0024201i,-0.0063072+0.0070382i
-0.0040185-0.017549i,0.0070539-0.038817i,-0.014312-0.028267i,-0.011054-0.019272i,-0.032298-0.020186i,-0.024457+0.0027984i,-0.019346+0.0019074i,-0.023799-0.010128i,-0.011053-0.0146i,-0.0016134-0.0031379i,-0.0023898+0.00019978i,-0.0024843+0.00031435i,-0.001168+0.002263i,-0.00087819+0.0015466i,0.0016544+9.4886e-06i,-0.0013443-0.0019176i,0.0023157+0.00086379i,0.0028281-0.00010225i,0.0012482-0.0001121i,0.00084788-0.00091554i,-0.0003471-0.0025212i,-0.0018336-0.0001871i,-0.00058775-0.0012024i,-0.0011406-0.0020485i,-0.0003887-0.00051581i,-9.5534e-05+0.00082992i,0.001268-0.00021577i,0.00099949-0.00016609i,2.7287e-05-0.00024223i,-9.7126e-05-2.8455e-05i,-0.0020392+0.0012651i,-0.00081112-0.00088034i,5.1819e-05+0.00052104i,-0.00040519+0.00013235i,-0.0012358-0.0010533i,-0.0021411-0.0042317i,0.00039687-0.00054417i,0.00050453-0.00072427i,-0.00022628-0.0004656i,-0.0016511+0.0010409i,-0.00063751-0.0010246i,0.00053173-0.00025532i,-0.0002494+0.00039721i,-0.0018224-0.0022666i,0.0099905-0.019497i,0.036419-0.016505i,0.043805-0.014028i,0.037395-0.02978i,0.021019-0.0089081i,0.010275-0.038346i,0.028133-0.029377i,0.0033172-0.021438i,0.020773-0.0087276i,0.02043-0.0036919i,-0.0059741-0.0028153i,0.0056828+0.0040308i,-0.0081541+0.009524i,-0.0017034-0.00065466i,0.0036456-0.00087943i,0.0069436+0.0023984i,-0.00084235-1.7681e-05i,0.00256+0.0034127i,0.0039497+0.00094638i,0.00082594-0.0076005i,0.00052443-0.0025375i,0.0017944-6.1751e-05i,-0.0084493-0.0023208i,0.0015424+0.0036403i,-0.0065754-0.0022033i,0.0024438+0.00093598i,-0.0002584+0.0048244i,-0.0011737-0.00028494i,0.0009169-0.0048204i,-0.0023288+0.0011709i,-0.0010328+0.0020814i,-0.0045857+0.001616i,-0.00080077+0.00047326i,-0.0012031+0.0018359i,-0.00052784-0.00079859i,-0.010992-0.0057106i,0.0015489+0.00016258i,-0.0039043+0.003616i,-0.0018359+0.0024672i,0.0044974+0.0020745i,-0.00026905-0.001477i,0.00023296-0.0029786i,-0.0014691-0.004324i,0.0028925+0.0033254i,0.0065624+0.0013145i,0.033524-0.018773i,-0.026289+0.022985i,0.0030058+0.034096i,-0.0003077+0.0051148i,0.0078526-0.0045489i,0.0043314-0.0029869i,-0.0066973+0.0062228i
-0.0075856-0.016815i,0.0016753-0.039451i,-0.018268-0.025099i,-0.013823-0.017761i,-0.034373-0.014241i,-0.02349+0.0062956i,-0.018661+0.0048401i,-0.024645-0.0066839i,-0.013628-0.013534i,-0.0018377-0.0026509i,-0.0016762+0.00040142i,-0.0019147+0.0008769i,-5.0974e-06+0.0024126i,-0.00028653+0.0017143i,0.0015359-0.00056187i,-0.0014199-0.0018352i,0.0028814+0.00014573i,0.0024581-0.0010855i,0.0010134-0.00064537i,0.00057933-0.0010532i,-0.0011766-0.0020559i,-0.0014951+0.00047073i,-0.00072546-0.0010715i,-0.0013637-0.0017291i,-0.00054858-0.00048479i,0.0002652+0.00080056i,0.00098535-0.00053858i,0.00086778-0.00044019i,-6.0537e-05-0.00017524i,-3.679e-06+0.00020505i,-0.0014519+0.0019321i,-0.00086235-0.00061419i,0.00026266+0.00032396i,-0.00035437+0.00029922i,-0.0014371-0.0003705i,-0.0027315-0.0032356i,0.00013606-0.00053926i,0.00018915-0.00070984i,-3.9254e-05-0.00030959i,-0.0013134+0.0016884i,-0.00088605-0.00052399i,0.0005016-0.00029127i,4.1374e-05+0.00032339i,-0.0018457-0.0015303i,0.0059541-0.020959i,0.031781-0.02014i,0.040161-0.019812i,0.030329-0.033719i,0.019234-0.012899i,0.0027604-0.038286i,0.023398-0.033946i,-0.000209-0.022997i,0.021101-0.012188i,0.016916-0.0094116i,-0.007274-0.00019492i,0.0063781+0.0012602i,-0.0039659+0.012119i,-0.0024636+0.00041402i,0.003289-0.00089813i,0.0072158+0.00078035i,-0.00086778+3.2718e-05i,0.0030563+0.0048639i,0.0036558-0.00064723i,-0.0013344-0.0062919i,-0.00065758-0.0024746i,0.0017887-0.00085937i,-0.0072532+0.00058092i,0.0030029+0.0024592i,-0.0065826+0.00046654i,0.0020055+0.00052331i,0.0018516+0.0043567i,-0.0013215+0.00016974i,-0.0017886-0.0053183i,-0.0020765+0.0013699i,-0.0014994+0.0015925i,-0.0038534+0.0031682i,-0.0010853+0.0011677i,-0.0012446+0.00204i,-0.0012241-0.00019779i,-0.011574-0.001545i,0.00067067-0.00046569i,-0.0034514+0.004161i,-0.00092827+0.0025518i,0.0048924-0.00034833i,-0.00020432-0.0012545i,0.00035541-0.0036187i,-0.0023131-0.0043314i,0.0044026+0.0030023i,0.0069134+0.00055113i,0.029905-0.022935i,-0.022873+0.030299i,0.0069747+0.03199i,-0.0032028+0.0048503i,0.0046829-0.0040275i,0.0036208-0.0040442i,-0.0074271+0.0063468i
-0.010414-0.015353i,-0.0042188-0.040112i,-0.021444-0.021969i,-0.016431-0.015804i,-0.03568-0.0077868i,-0.021574+0.0095699i,-0.017324+0.0075115i,-0.025282-0.0032828i,-0.016331-0.011789i,-0.0017869-0.0024705i,-0.0012521+0.00038558i,-0.0010938+0.0011449i,0.00119+0.0021143i,0.00051795+0.0015421i,0.0011753-0.0010553i,-0.0017101-0.0017854i,0.0032369-0.0010925i,0.0017145-0.0016731i,0.00072043-0.00093132i,0.00045205-0.0011574i,-0.0017291-0.0013872i,-0.0011059+0.00079659i,-0.001072-0.00095955i,-0.0014309-0.0016928i,-0.00078175-0.00028904i,0.00063582+0.0006602i,0.00061528-0.00081587i,0.00066549-0.0006139i,-0.00011381-5.8371e-05i,0.00039037+0.00027993i,-0.00062882+0.00236i,-0.00099716-0.00034372i,0.00046022+0.00012654i,-0.00011664+0.00040035i,-0.0011112+3.2939e-05i,-0.0029556-0.0022837i,8.7487e-05-0.00038925i,4.9423e-05-0.00055053i,5.5061e-06-0.0004699i,-0.00060339+0.0020373i,-0.00082513-0.0001319i,0.00042734-0.00064059i,0.00030199-5.715e-06i,-0.001561-0.0011634i,0.0016944-0.021708i,0.028638-0.023945i,0.036076-0.024906i,0.023365-0.035559i,0.017701-0.015629i,-0.0041769-0.036049i,0.018024-0.037851i,-0.0033723-0.024362i,0.020989-0.016711i,0.012224-0.012707i,-0.0071067+0.0034548i,0.005715-0.0014376i,0.00019887+0.012468i,-0.0026761+0.001814i,0.0034967-0.00097932i,0.0071632-0.001095i,-0.0010502-4.0595e-05i,0.0052518+0.0053228i,0.0026794-0.00096732i,-0.0023252-0.0050174i,-0.0015013-0.0018671i,0.0017753-0.00153i,-0.0059894+0.0023438i,0.0038011+0.00080872i,-0.0055354+0.002782i,0.0023181+0.00068202i,0.0032956+0.0031466i,-0.001194+0.00035172i,-0.0046297-0.0044504i,-0.0020494+0.0016226i,-0.001659+0.0021678i,-0.0025373+0.0042471i,-0.00059209+0.001701i,-0.0011862+0.0028i,-0.0013082+0.0004041i,-0.011062+0.0019457i,-0.00014627-0.00051605i,-0.0027828+0.0053246i,-0.00044649+0.0026067i,0.0042164-0.0031109i,-0.00025006-0.0015768i,-0.00016261-0.004461i,-0.0035958-0.0037133i,0.0053843+0.0019075i,0.0073036-0.00050856i,0.026147-0.026329i,-0.014966+0.035833i,0.011305+0.029043i,-0.0052891+0.0060149i,0.0030112-0.0023432i,0.0021033-0.0040917i,-0.0078684+0.0069293i
