-0.022667-0.019515i,-0.032006-0.034306i,-0.022455-0.019939i,-0.032198-0.020079i,-0.024304+0.0038218i,-0.029034-0.018123i,-0.055365-0.047971i,-0.040367-0.04484i,-0.026916-0.015019i,0.0048774+0.0056514i,-0.0034872+0.0064534i,-0.011162+0.011527i,0.0038852+0.0070924i,-0.003812-0.0026194i,0.0028827+0.0018999i,0.0017401+0.028625i,0.0087922+0.022076i,-0.00017118+0.00019897i,-0.0028693-0.0026057i,0.0083025+0.0039577i,0.0017518+0.00054155i,-0.00054619+0.0021657i,-0.00063464+0.00029699i,-0.029825-0.0035691i,-0.003444-0.0046361i,-4.8766e-05+0.002887i,0.0041132-0.0014439i,0.00075338-0.00018928i,-0.0006809-0.00049888i,-0.0010851-0.001954i,-0.0023606-0.000501i,-0.0038226-0.0043867i,-0.002835-0.0058402i,0.00050974-0.0012175i,0.00044955-0.0029788i,-0.0042693+0.02453i,0.0017496-0.003283i,0.0026074-0.0038389i,0.0040667-0.0023581i,-0.0069372-0.0022269i,0.00049298+0.0013045i,0.0077558-0.0018935i,-0.0021761+0.00058988i,-0.0032319+0.0010093i,-0.0092622-0.0038041i,-0.018444+0.021436i,-0.0083204-0.086363i,-0.0023549-0.061161i,-0.020937-0.053924i,-0.010998-0.046459i,0.052973-0.027328i,0.023882-0.067236i,0.040373-0.05456i,0.018863-0.039807i,0.025938-0.019571i,0.012215+0.012119i,0.025672-0.028124i,-0.0115-0.0034607i,-0.0015717-0.00065909i,-0.0086565-0.0017342i,-0.0050828-0.029866i,-0.021389+0.026252i,0.0071571-0.0095598i,-0.010575-0.0033005i,-0.0027052-0.0019075i,-0.00057508-0.01462i,-0.0083257+0.0050059i,0.0062249+0.010773i,-0.0095543+0.028809i,0.0061398+0.0071817i,-0.0034919-0.0014882i,-0.0022746-0.0014519i,-0.012729-0.0062437i,0.00058471-0.0044473i,-0.030241+0.0031499i,0.0036569-0.008527i,-0.0073767-0.0022673i,-0.0052332-0.0029299i,0.0068089+0.0018931i,-0.010489+0.00068412i,0.0024218-0.00043886i,0.0062267+0.0081332i,0.0053579+0.00093084i,-0.0075314-0.010523i,0.0029105+0.0080039i,-0.019961+0.0083301i,0.0030688+0.0057741i,-0.021192-0.0088441i,-0.027117-0.0050793i,0.0092487-0.061094i,0.018715-0.015208i,-0.050464-0.028359i,-0.022062+0.0014176i,0.019278+0.010403i,-0.026448+0.011108i,-0.012199-0.0077952i
0.0058866+0.0050422i,0.037266+0.015484i,0.019929-0.0041171i,0.012931+0.0023158i,0.0087694-0.0017051i,0.016018-0.0071737i,0.011825+0.014174i,0.017933+0.019405i,0.0015209-0.0021771i,0.0012196+0.00071073i,0.0023748-0.0012809i,0.0011774-0.0040861i,6.8734e-05-0.0012029i,0.0022544-0.00011553i,0.0052367-0.0012432i,0.0053032+0.00054168i,0.0054253-0.0037017i,6.0568e-05-0.0011856i,-0.002228+3.9193e-05i,0.00048058+0.00080466i,0.00019577-0.00015322i,-0.0021327-0.00054205i,-0.0015923-0.00013261i,0.0065472+0.0076334i,-0.00064035+0.00015553i,0.00039506+0.000762i,0.0010524+0.0010379i,-7.775e-05+0.0012261i,-0.00034232-0.00038272i,-0.0012206+9.2401e-05i,0.00078348-0.0012189i,-0.00058989+0.00059746i,0.00018438+0.00060311i,-0.00011205+0.0005157i,-0.00016262-0.0012033i,-0.010881+0.006099i,0.00057344+0.00011092i,-0.00049988-1.5231e-05i,-0.00043105+0.001831i,0.00076804-0.0031933i,-0.00063518+0.00027594i,-0.00042761-0.00018015i,0.00067509+0.0013752i,0.0036342-0.0016013i,0.00036483+0.0032799i,-0.049808+0.010143i,-0.0035163+0.029754i,-0.013634+0.041447i,-0.008774+0.064933i,-0.017493+0.043151i,-0.0069968+0.018286i,-0.008707+0.012987i,-0.048472+0.0021839i,-0.024789-0.0075417i,0.014804+0.025572i,0.00050484+0.0053213i,-0.0075101+0.0014679i,-0.014084-0.0022268i,0.0037431-0.00024541i,0.0054968+0.013664i,-0.0065507+0.0068875i,-0.0053256-0.0073281i,0.0055018-0.0028163i,-0.0065761-0.0053382i,0.0038053-0.0067569i,0.0042677-0.0020212i,-0.002272+0.010691i,0.012199-0.0054967i,0.0059402-0.0048507i,0.0052515-0.0083306i,0.0031524+0.00091582i,-0.0018591-0.0057817i,-0.0035971-0.001401i,0.0020845-0.001737i,-0.012838+0.029798i,-0.0043636-0.0057228i,0.0033135+0.00019442i,-0.00021499-0.0068201i,0.0033905-0.0014369i,-0.013437-0.0057413i,0.00095096+0.00085293i,0.0039251-0.0017471i,0.0027348-0.001411i,0.0013103-0.0057745i,-0.0024583+0.0055794i,-0.00047752+0.0061995i,-0.0047761+0.0070675i,-0.0048796+0.0023886i,-0.0056022-0.00012675i,-0.023575+0.0199i,-0.0086314+0.014129i,-0.021846-0.0115i,-0.0096946-0.0096533i,0.0090826+0.02025i,-0.00055814+0.019611i,-0.0090158-0.0031103i
0.0062703+0.0029271i,0.038879+0.0077349i,0.018917-0.007825i,0.013598+0.00098208i,0.0095598-0.0032293i,0.014629-0.010329i,0.012632+0.01141i,0.021134+0.015692i,0.0004516-0.002592i,0.0015252+0.00025906i,0.0021933-0.0015872i,-0.00057666-0.0028828i,-6.2518e-05-0.00065737i,0.0021453-0.00016509i,0.0044961-0.002321i,0.0048917+2.5682e-05i,0.0039231-0.0046364i,0.00010006-0.0011019i,-0.0023234+0.00027512i,0.00088911+0.00019978i,2.8655e-05-0.00059313i,-0.0021835+6.4949e-05i,-0.0015934+9.8468e-05i,0.010159+0.0043672i,-0.00094464+0.00103i,0.00093075+0.00050652i,0.0010975+0.00029503i,0.00046025+0.0011873i,-0.00080632+0.00018282i,-0.0012225+0.00052263i,-0.00024832-0.001589i,-0.00060574+0.0001761i,0.00017654+0.00048353i,0.00028683+0.00043592i,-0.00078827-0.00030995i,-0.0087136+0.010842i,0.00023945-7.2728e-05i,-0.00036618+0.00041797i,0.00017706+0.0015272i,-0.00074215-0.0033073i,-0.000552+9.76e-05i,-0.00055794+4.5509e-05i,0.00071845+0.0013692i,0.0025545-0.002152i,0.0015618+0.0032195i,-0.044556+0.017921i,-0.00057988+0.030575i,-0.0047834+0.041765i,0.0075457+0.061866i,-0.0071416+0.042758i,-0.0094727+0.015359i,-0.012216+0.010974i,-0.050923+0.0068518i,-0.020761-0.0089552i,0.020452+0.020059i,0.00054527+0.005127i,-0.0063864+0.0069536i,-0.013826+0.0022276i,0.002296-0.0019025i,0.00916+0.01222i,-0.0020965+0.011617i,-0.0090548-0.0056074i,0.0023109-0.0044261i,-0.0067819-0.0018699i,-0.00081613-0.0065358i,0.0026967-0.0039579i,0.00277+0.0083204i,0.0078897-0.0086979i,0.0023346-0.0060618i,0.0010529-0.0056693i,0.0043074-0.0001926i,-0.002866-0.0044653i,-0.0017526+0.00090862i,0.0018145-0.0015901i,0.0043202+0.033523i,-0.0062397-0.0045987i,0.0036162-0.0017891i,-0.0034718-0.0059518i,0.0036503-0.0024846i,-0.013417+0.00055709i,0.0017516+0.001186i,0.0028309-0.0019908i,0.0026766-0.0025017i,-0.00038335-0.0056685i,-0.00049851+0.0031764i,0.0020956+0.0050172i,-0.00079051+0.008399i,-0.0036836+0.0047498i,-0.0063458+0.00064289i,-0.018346+0.018696i,-0.0067263+0.016458i,-0.025023-0.0064105i,-0.012055-0.012101i,0.011956+0.019496i,0.0033355+0.021732i,-0.01134-0.0029285i
0.0058215+0.0013138i,0.038563-0.00061625i,0.017585-0.012306i,0.015055-0.001896i,0.010408-0.0055076i,0.012323-0.013495i,0.012696+0.008732i,0.023862+0.010448i,-0.00031827-0.0023126i,0.001321-0.00035409i,0.0019002-0.0023993i,-0.00066915-0.0012577i,-5.0394e-05-0.00061995i,0.0021185-0.00059479i,0.0035892-0.0031198i,0.0044256-0.00041793i,0.0020931-0.0055594i,-0.00019156-0.0012545i,-0.0023802+0.0011726i,0.00074072-0.00070256i,-0.0006661-0.00092098i,-0.0019457+0.0006287i,-0.0016673+0.00041611i,0.010619-0.00070006i,-0.00018689+0.0015187i,0.00087589-0.00010656i,0.00080242-5.8085e-05i,0.00096365+0.00063487i,-0.00046277+0.00068932i,-0.0010483+0.00095108i,-0.00085352-0.0010494i,-0.0012383+0.00070785i,0.00042214+0.00040322i,0.00051339+0.00015197i,-0.0004009+0.00048975i,-0.0014616+0.010494i,7.6298e-05+0.00010654i,-0.00010429+0.00042306i,0.00049184+0.0011717i,-0.0021525-0.0025996i,-0.0005734+1.0919e-05i,-0.00041053+0.00022784i,0.00093913+0.0015613i,0.0018965-0.0022739i,0.0035536+0.0024358i,-0.038398+0.024281i,0.003844+0.031565i,0.0040929+0.038607i,0.022494+0.053433i,0.0022757+0.04229i,-0.012403+0.015174i,-0.015007+0.012002i,-0.051334+0.015232i,-0.019361-0.012298i,0.023465+0.012103i,0.00076757+0.0050572i,-0.0037838+0.008941i,-0.013242+0.0056149i,-0.00012259-0.0036933i,0.012241+0.0092981i,0.0035758+0.012202i,-0.012103-0.002637i,0.00041988-0.0030289i,-0.0060239+0.00091735i,-0.0028187-0.0041844i,0.00063388-0.0038766i,0.0050728+0.0070881i,0.0047771-0.0092218i,-0.0014118-0.0049994i,0.00072692-0.0031446i,0.0044564-0.0026022i,-0.0041315-0.0031246i,-0.00051908+0.00069285i,0.0011535-0.0020203i,0.017488+0.024778i,-0.0078654-0.002111i,0.0031141-0.0031918i,-0.0037468-0.0041093i,0.0039592-0.0041552i,-0.010421+0.005782i,0.0035157+0.00089453i,0.0018743-0.0021652i,0.0014306-0.0027901i,-0.0020194-0.0042601i,-0.0010434+0.0025775i,0.0033696+0.0029922i,0.0027626+0.0079788i,-0.0020682+0.0053565i,-0.0071241+0.0026031i,-0.015757+0.017167i,-0.00022512+0.017367i,-0.02595-0.0015113i,-0.015511-0.013015i,0.016939+0.016694i,0.0089794+0.022464i,-0.013765-0.0014087i
0.0051659+0.00040089i,0.035448-0.0074878i,0.014288-0.016577i,0.014914-0.0062083i,0.010124-0.0086762i,0.009069-0.015679i,0.012462+0.0068947i,0.024014+0.0053917i,-0.00050085-0.0022994i,0.00076739-0.00042717i,0.00096021-0.0032026i,-0.00013343-0.00056759i,-0.00048988-0.00040347i,0.0017132-0.00078329i,0.0023718-0.003601i,0.0040966-0.00058499i,0.00020821-0.0050443i,-0.00042057-0.0010607i,-0.0014373+0.001996i,3.9427e-05-0.0010857i,-0.0011315-0.0003744i,-0.0016451+0.0012387i,-0.001566+0.00094956i,0.0084366-0.0045785i,0.00036672+0.0013312i,0.0005761-0.00027598i,0.0006881-0.00015257i,0.00073329+2.7256e-05i,-7.5337e-05+0.00063617i,-0.00065694+0.0014129i,-0.0012731-0.00041856i,-0.00081445+0.0014434i,0.00055322+0.00015213i,0.0003512-2.83e-06i,0.00017672+0.00065574i,-0.0022751+0.010867i,0.00016306+0.00014635i,-9.4318e-05+0.0003067i,0.00055713+0.0010041i,-0.0028408-0.00093237i,-0.00058633+1.5996e-05i,-0.00030814+0.00032079i,0.0014954+0.0015834i,0.001485-0.0018204i,0.0052296+0.00019237i,-0.030887+0.029062i,0.0095148+0.031475i,0.0092191+0.034494i,0.034285+0.040352i,0.012452+0.037596i,-0.015783+0.017809i,-0.01802+0.015427i,-0.048935+0.023954i,-0.021199-0.015582i,0.024256+0.0032205i,0.0012895+0.0054218i,-0.00084064+0.011537i,-0.011422+0.0096989i,-0.0042761-0.0027347i,0.014993+0.0043689i,0.0089272+0.010274i,-0.013521+0.0018418i,-0.00038114-0.0023938i,-0.0044126+0.0026784i,-0.0035768-0.0012973i,-0.00033605-0.003421i,0.0069473+0.0037347i,0.0017935-0.0091503i,-0.0033879-0.0016202i,0.0014131-0.0020096i,0.0030176-0.0045175i,-0.0050859+6.2311e-05i,0.00046545+0.0010412i,0.00063387-0.0020077i,0.024822+0.013327i,-0.0078492+0.0015871i,0.0022085-0.004588i,-0.0041544-0.002718i,0.0022722-0.0065966i,-0.0056973+0.0077829i,0.0049336-0.0012946i,0.0011615-0.0016905i,0.00097384-0.0023687i,-0.0024654-0.0030276i,-0.0012864+0.0033174i,0.0032737+0.0011092i,0.005881+0.0065718i,-0.00071678+0.0048758i,-0.0072459+0.0052166i,-0.013893+0.017984i,0.0088924+0.012618i,-0.024302+0.0034292i,-0.021031-0.012171i,0.018902+0.011811i,0.015264+0.020544i,-0.013551+0.00068408i
0.0050817-7.9443e-05i,0.032225-0.012361i,0.01006-0.019367i,0.013616-0.010134i,0.0085956-0.011718i,0.0059621-0.017045i,0.012503+0.0057762i,0.023005+0.0020423i,-0.00027852-0.0025275i,0.00033023-0.0002603i,-0.00060218-0.0026809i,0.00031747-0.00044084i,-0.00066458+0.00026576i,0.0014028-0.00092875i,0.0012613-0.0034913i,0.004274-0.00062041i,-0.00064993-0.0039797i,-0.00082616-0.00090136i,-0.00054001+0.0019047i,-0.00058598-0.00098805i,-0.0012313+5.3494e-05i,-0.00092107+0.0017089i,-0.0012039+0.0014703i,0.0052479-0.0066508i,0.00068917+0.0011746i,0.00033316-0.00027482i,0.0006157-0.00048054i,0.00041764-7.6214e-05i,-1.6155e-06+0.00063595i,8.1613e-05+0.0016103i,-0.0012311+0.0002249i,-0.00010276+0.0016788i,0.00041588-0.00013662i,0.00039189+0.0002416i,0.00063469+0.00055957i,0.0035012+0.011499i,0.00012667+0.00027725i,-0.00020506+0.00037532i,0.0009211+0.00081145i,-0.0022152+0.00064847i,-0.00071847-0.0001674i,-0.00021719+0.00032205i,0.0020223+0.0010871i,0.0018381-0.001236i,0.0053526-0.0027253i,-0.022389+0.031358i,0.016112+0.029702i,0.014635+0.031853i,0.038893+0.024886i,0.018441+0.030722i,-0.016422+0.023863i,-0.01817+0.022767i,-0.044467+0.033325i,-0.025666-0.016624i,0.020067-0.004086i,0.0025427+0.0057312i,0.0042891+0.011262i,-0.0083738+0.012749i,-0.0057727+0.00086159i,0.01467-0.0026205i,0.012835+0.0060972i,-0.013533+0.0062244i,-0.00055444-0.00075264i,-0.002735+0.0036115i,-0.0019224+0.00065623i,-0.0020316-0.0023553i,0.0070922+0.00085219i,-0.0012971-0.0081462i,-0.0029554+0.0014699i,0.0026016-0.0023239i,0.0010837-0.005515i,-0.0038478+0.0017357i,0.0019113+0.00041215i,0.00028238-0.0018089i,0.027047+0.00029819i,-0.0055568+0.0043402i,0.00048403-0.0054544i,-0.0036813-0.0019354i,-0.00048688-0.007234i,-0.0018808+0.0074819i,0.003987-0.0037265i,0.0013594-0.00088176i,0.0012743-0.0019976i,-0.0017209-0.0023113i,0.00041727+0.0045365i,0.0019585-8.5505e-05i,0.0075836+0.0039915i,-0.00025745+0.0035295i,-0.0054672+0.0080248i,-0.010549+0.019134i,0.011999+0.0012151i,-0.020171+0.005244i,-0.026268-0.0092219i,0.019948+0.0068889i,0.020298+0.014342i,-0.014392+0.00083297i
0.0051578-0.0010455i,0.029279-0.01681i,0.0059916-0.021045i,0.011468-0.013978i,0.0064575-0.014128i,0.0024697-0.017946i,0.013599+0.0047506i,0.022841-0.0014924i,-0.00015425-0.0034941i,-0.00013336+0.00010017i,-0.0009601-0.0019014i,0.00054303-0.00047954i,-0.00021864+0.00090254i,0.0010446-0.00090755i,0.00046564-0.0032274i,0.0048155-0.00096801i,-0.00089876-0.003632i,-0.00089318-0.0005224i,9.0492e-05+0.0017413i,-0.00095912-0.00065302i,-0.00099472+0.00043872i,6.3557e-05+0.0015406i,-0.00057247+0.0017178i,0.0017751-0.0074002i,0.0012628+0.0009542i,0.00018566-0.00030978i,0.00035195-0.00067129i,0.00029625-0.00015563i,0.00025283+0.00068036i,0.00069922+0.0012976i,-0.00092907+0.00065304i,0.00050297+0.0013184i,0.00029326-0.00020477i,0.0006408-8.6765e-06i,0.00082417+1.9652e-05i,0.0048915+0.0087568i,0.00029327+0.00031897i,-7.2016e-05+0.00054825i,0.00092744+0.00035848i,-0.0011986+0.0009026i,-0.0011691+0.00012098i,-9.7179e-05+0.00023319i,0.0022468+0.00052424i,-0.0041179-0.0046634i,0.0046053-0.0054273i,-0.014736+0.030895i,0.021998+0.025384i,0.020404+0.027977i,0.038851+0.010941i,0.021759+0.024022i,-0.01302+0.03076i,-0.013288+0.030547i,-0.036019+0.042993i,-0.030803-0.014063i,0.015186-0.007429i,0.0039903+0.0050078i,0.0078708+0.0086852i,-0.0041203+0.014896i,-0.0050536+0.0035403i,0.010359-0.0093133i,0.013724+3.0831e-05i,-0.011883+0.01024i,0.00059906+4.4186e-05i,-0.0011902+0.003271i,-0.00039451+0.00057781i,-0.0022089-5.4516e-05i,0.0057262-0.0011008i,-0.0031317-0.0060641i,-0.00063798+0.0032267i,0.0025845-0.0041511i,-0.0011732-0.0053i,-0.0026765+0.001875i,0.0021819-0.0010077i,0.00077427-0.0016281i,0.022613-0.011608i,-0.0026919+0.0053102i,-0.0012663-0.0051753i,-0.0037306-0.0011499i,-0.003169-0.0064017i,0.00058495+0.0063717i,0.0028765-0.0047597i,0.0023305-0.0012095i,0.0012226-0.003134i,-0.0010547-0.0027919i,0.0025883+0.0039739i,0.00074795+0.00030247i,0.0058536-0.00053977i,-0.00085413+0.0026084i,-0.0023473+0.0095958i,-0.0069185+0.018984i,0.0075365-0.0081744i,-0.017842+0.0026582i,-0.031814-0.0033514i,0.018262+0.00037757i,0.02144+0.0074581i,-0.015213+0.0022361i
0.0050159-0.0019174i,0.025414-0.021313i,0.0014761-0.022724i,0.007491-0.01782i,0.0037553-0.016334i,-0.0012093-0.01781i,0.015268+0.0027891i,0.021942-0.0051794i,-0.00061029-0.004467i,-0.0002641+0.0009452i,-0.0013682-0.0013564i,0.00060592-0.0011282i,0.00032126+0.0010727i,0.00070404-0.00079126i,-0.00013909-0.0028177i,0.0051458-0.0020008i,-0.0014849-0.0034714i,-0.0012182-0.00029525i,0.00079784+0.0012778i,-0.001391-0.00014996i,-0.00098045+0.00053802i,0.00060467+0.00086649i,-4.9935e-05+0.0017289i,-0.0018198-0.0068329i,0.0016293-0.00015387i,-3.3756e-05-0.000179i,-0.00028696-0.0007207i,0.00014086-0.00014816i,0.0006309+0.00038763i,0.0009804+0.00085158i,-0.00036627+0.00084829i,0.00024008+0.00097065i,6.0218e-05-0.00015587i,0.00053483-0.00026177i,0.00044912-0.00059021i,0.005581+0.0076594i,0.00044316+0.00023659i,-3.0803e-05+0.00049046i,0.00098559+0.00018934i,-0.00046291+0.00077928i,-0.0012636+0.00055607i,-1.9535e-05+0.00023858i,0.0022503-0.00019036i,-0.001454-0.0026924i,0.0027579-0.0078965i,-0.0086015+0.029133i,0.02607+0.019684i,0.025547+0.02277i,0.034746-0.00066953i,0.022995+0.018727i,-0.0064273+0.034987i,-0.0034929+0.034712i,-0.023672+0.048529i,-0.035072-0.0084315i,0.0107-0.0088917i,0.0049255+0.0035304i,0.0094316+0.0049382i,0.00051119+0.015075i,-0.0042245+0.0051593i,0.0022578-0.011478i,0.011087-0.0050033i,-0.0079311+0.012881i,0.0017608-0.00094702i,0.0016017+0.0019629i,4.438e-05-0.00016905i,-0.00047915+0.0014421i,0.0044415-0.0014252i,-0.0034291-0.0043108i,0.0016971+0.0029665i,0.0012224-0.0060403i,-0.0027932-0.0041998i,-0.0017072+0.0021828i,0.0014538-0.0024475i,0.00081737-0.0024712i,0.014007-0.018021i,-2.7477e-05+0.0048876i,-0.0023105-0.0043649i,-0.0031263-0.00075605i,-0.0049625-0.0051611i,0.0019369+0.0050556i,0.0016381-0.0064964i,0.0027164-0.002252i,-4.4798e-05-0.0037322i,-0.0019255-0.0035017i,0.0035677+0.0039867i,0.00056629+0.0014916i,0.0061688-0.00076987i,-0.0017361+0.0026797i,0.00080309+0.0090253i,-0.0034278+0.018824i,0.00059834-0.014135i,-0.020185-1.3007e-06i,-0.033958+0.0053067i,0.012607-0.0037877i,0.021149+0.0014108i,-0.01433+0.004176i
0.0050761-0.0029311i,0.021207-0.024325i,-0.0039093-0.02285i,0.0019399-0.019612i,0.00011776-0.017722i,-0.0041996-0.016733i,0.016786-0.0001411i,0.020361-0.0080517i,-0.001144-0.0056377i,0.00048446+0.0018167i,-0.0015909-0.00042878i,-0.00029018-0.0015521i,0.00094388+0.001131i,0.00071386-0.00050359i,-0.00041924-0.0023992i,0.0048493-0.0031913i,-0.0026118-0.0027144i,-0.001394+0.00028203i,0.0010412+0.00048251i,-0.0013648+0.00070892i,-0.00078472+0.00084401i,0.00050123+0.00011314i,0.00043208+0.0016388i,-0.0043273-0.0050223i,0.00062021-0.00039961i,-6.7853e-05-5.021e-05i,-0.0013533+8.3249e-05i,3.0757e-05+8.7314e-06i,0.00051709-9.3941e-05i,0.0010735+0.00048696i,4.0442e-05+0.00074112i,0.0016069+0.00036936i,5.374e-05+7.5834e-05i,0.00027393-0.00025699i,-0.00017684-0.00042048i,0.0070677+0.0057672i,0.0004755+0.0001147i,2.018e-05+0.00065624i,0.0010765+0.00010659i,0.00015423+0.000376i,-0.0013085+0.00073852i,0.00016863+0.0002236i,0.0018887-0.00086093i,-0.0015867-0.0015865i,9.8606e-05-0.0093371i,-0.0038799+0.026303i,0.028289+0.014039i,0.029917+0.016164i,0.028788-0.0083245i,0.023453+0.014538i,0.001161+0.03665i,0.0059695+0.033948i,-0.010628+0.049738i,-0.0364-0.0012642i,0.0074639-0.0090478i,0.0056183+0.0021999i,0.0091474+0.0015552i,0.0052069+0.013558i,-0.0027636+0.007029i,-0.0043056-0.0085439i,0.0075348-0.0071291i,-0.0042646+0.014116i,0.0012628-0.0028455i,0.0011007+0.0014587i,-0.00015875-0.00030857i,0.0016155+0.0012417i,0.0038739-0.0016476i,-0.0039583-0.0031906i,0.0032036+0.0016721i,-0.0019148-0.0071195i,-0.0033963-0.0025823i,-0.00025655+0.0017327i,0.0006974-0.003234i,0.00025695-0.0034602i,0.0059223-0.01943i,0.0015462+0.003763i,-0.0031366-0.0035633i,-0.0036129-0.0006261i,-0.0064409-0.0033015i,0.0023706+0.0039482i,-0.0012124-0.0076949i,0.0026795-0.0034475i,-0.00091921-0.0031761i,-0.0026409-0.003183i,0.004681+0.0031532i,0.0013151+0.0023111i,0.0047508-0.0025006i,-0.0019717+0.0034811i,0.0030632+0.0073245i,0.0010884+0.018397i,-0.0094056-0.016822i,-0.024219+0.00035863i,-0.03166+0.014048i,0.0075047-0.0034119i,0.017897-0.0042857i,-0.013136+0.0043733i
0.0048895-0.0045814i,0.017209-0.027234i,-0.0086168-0.021161i,-0.0030822-0.019096i,-0.003636-0.018066i,-0.0064533-0.015506i,0.017819-0.0040822i,0.018716-0.011127i,-0.0022687-0.0067994i,0.0017874+0.0017147i,-0.0011068+0.00041366i,-0.001015-0.00094148i,0.001509+0.00052865i,0.00084621-0.00051397i,-0.00059054-0.0021318i,0.0042687-0.0040493i,-0.0030472-0.0014475i,-0.00094678+0.00047068i,0.00079112-0.00015619i,-0.00082589+0.0011691i,-0.00036945+0.00094087i,0.00012792-0.00021656i,0.00086634+0.0013574i,-0.0051086-0.0021059i,0.00014463-0.00013206i,-6.8659e-05+1.3199e-05i,-0.00049967-8.4535e-05i,0.00011881+6.6661e-05i,0.00016567-2.2693e-05i,0.0010379+1.7267e-05i,0.00042985+0.00050175i,0.00080852+0.00034026i,0.00026739+6.3626e-05i,0.00031824-0.00015449i,-0.00032809+8.4593e-05i,0.0078894+0.0035846i,0.00038665+8.4502e-05i,0.00039293+0.00075687i,0.001067-0.00023423i,0.00048603-0.00012087i,-0.001049+0.00051271i,0.00021582-5.0194e-05i,0.00115-0.0013561i,-0.0016582-0.0008495i,-0.0027205-0.009875i,-0.0011757+0.023081i,0.029575+0.0088374i,0.031973+0.0080889i,0.022453-0.013569i,0.023667+0.012375i,0.0088594+0.036374i,0.013853+0.031081i,0.001088+0.047108i,-0.034788+0.0059198i,0.0048457-0.009333i,0.0061756+9.7666e-05i,0.0086892-0.00087507i,0.0090454+0.010214i,-2.1468e-05+0.0074673i,-0.0075926-0.0038782i,0.0038819-0.0079385i,-0.00019011+0.013695i,-0.00034194-0.0035468i,0.00035405+0.0012984i,-0.00034144-0.00014986i,0.0026176-4.8093e-06i,0.0034242-0.0012466i,-0.0040992-0.0016107i,0.0036076+0.0001007i,-0.0049816-0.0052745i,-0.0030193-0.0012559i,0.00018209+0.00056013i,-0.00038998-0.0038764i,-0.00097129-0.0037287i,-0.0012755-0.018132i,0.0028645+0.0023621i,-0.0040223-0.0026006i,-0.003732+0.00079125i,-0.00659-0.00073297i,0.0029528+0.0033867i,-0.0045206-0.0069729i,0.0022602-0.0050686i,-0.0015556-0.0029725i,-0.0031804-0.0030899i,0.0059628+0.0020863i,0.0023503+0.0024496i,0.0031836-0.0023752i,-0.0017493+0.0042207i,0.0041464+0.0051288i,0.0059438+0.0159i,-0.01959-0.01389i,-0.028285+0.0034479i,-0.026293+0.018929i,0.0051694-0.0023407i,0.012959-0.0069433i,-0.014625+0.0048314i
0.0037902-0.0061579i,0.012727-0.029968i,-0.012106-0.018905i,-0.0072352-0.017469i,-0.007425-0.017553i,-0.0086482-0.014312i,0.017524-0.0092249i,0.016482-0.014344i,-0.0041799-0.007627i,0.0027462+0.00092627i,-0.00037338+0.00074605i,-0.001199-2.5036e-05i,0.0015369-0.00017885i,0.00086767-0.00061563i,-0.00090741-0.0020218i,0.0035335-0.0048512i,-0.003151-0.0003294i,-0.00066216+0.00031914i,0.00052743-0.00040908i,-0.00027296+0.0013563i,-0.00031825+0.0011306i,-0.00019804-0.00025496i,0.0011215+0.00088436i,-0.004571+0.00082498i,-7.0157e-05+3.6941e-05i,-4.1065e-05+0.00010855i,-0.00054386+0.00022895i,9.9493e-05+6.4694e-05i,0.00019301+6.3072e-05i,0.00069045-0.00036216i,0.00052562+7.0698e-05i,0.00088476+0.00054901i,0.00028318-3.0756e-05i,0.00036298-0.00051577i,-4.4699e-05+0.00041247i,0.0072628+0.00146i,0.0004734+1.0874e-06i,0.00071586+0.00067388i,0.00023186-0.00067501i,0.00073005-0.00059486i,-0.00084017+0.00052805i,0.00011588-0.00013732i,0.0002344-0.001228i,-0.0015449+0.00019754i,-0.0054422-0.0093543i,-0.0003977+0.021466i,0.03007+0.0037037i,0.031006+0.0014587i,0.015677-0.017128i,0.026229+0.011035i,0.016172+0.033641i,0.021684+0.026244i,0.011317+0.041196i,-0.030073+0.0118i,0.0023029-0.0091002i,0.0053124-0.003042i,0.0082324-0.0035992i,0.010373+0.0054625i,0.0017479+0.0064879i,-0.0083868+0.0015403i,0.0003933-0.0072869i,0.002775+0.011261i,-0.0025706-0.0031712i,6.2303e-05+0.0020184i,-0.00035973+0.00014841i,0.0030857-0.0015818i,0.0041948-0.0001882i,-0.0031432-0.00050639i,0.0036049-0.0003752i,-0.0060094-0.0027525i,-0.0021786-0.000876i,-0.00014317+0.00012321i,-0.002355-0.0042239i,-0.0022094-0.0030402i,-0.007339-0.015161i,0.0033657+0.00012707i,-0.0045499-0.0012582i,-0.0028479+0.0017138i,-0.0060349+0.00092909i,0.0039869+0.0026996i,-0.0068552-0.0045738i,0.0003016-0.0066793i,-0.0024969-0.0024672i,-0.0047881-0.0024229i,0.0069183-0.00044979i,0.0034686+0.0024696i,0.0028178-0.0022404i,-0.00054941+0.0053937i,0.0039592+0.0029886i,0.0095145+0.011609i,-0.025311-0.005431i,-0.031232+0.0090764i,-0.020831+0.023033i,0.0032969-0.00074751i,0.0093931-0.006563i,-0.014901+0.0068395i
