-0.022852-0.018659i,-0.032611-0.033095i,-0.022483-0.019606i,-0.032832-0.020329i,-0.023818+0.0042556i,-0.028819-0.017794i,-0.058321-0.044103i,-0.040408-0.041394i,-0.030236-0.019639i,0.0046454+0.0050679i,-0.0035393+0.0065411i,-0.011211+0.011059i,0.0038664+0.0068778i,-0.0039492-0.0024672i,0.0029312+0.0017213i,0.0044631+0.028341i,0.014474+0.031413i,-0.00025178+0.00014907i,-0.0032151-0.0025743i,0.0075673+0.0037211i,0.0019515+0.00061205i,-0.00037525+0.0022701i,-0.0005147+0.00041691i,-0.030428-0.0013868i,-0.0035787-0.0046475i,-0.00012133+0.0026543i,0.0057565-0.0012893i,0.00056868-0.00016492i,-0.00054096-0.00060648i,-0.001254-0.0017516i,-0.0022222-0.00060173i,-0.003962-0.0039091i,-0.0034209-0.0047423i,0.00061552-0.0012226i,0.00035521-0.0028734i,-0.0018856+0.024026i,0.0023342-0.0032962i,0.0025065-0.0037818i,0.0041174-0.0024219i,-0.0089047-0.0005312i,0.00056415+0.0011639i,0.0024324-0.0086149i,-0.0022795+0.00039093i,-0.0033704+0.0011165i,-0.0094195-0.0031683i,-0.019061+0.022011i,-0.0080708-0.086566i,-0.0021887-0.06105i,-0.02161-0.053921i,-0.010992-0.045715i,0.054736-0.026017i,0.024148-0.067629i,0.041275-0.053251i,0.019113-0.039324i,0.025989-0.019828i,0.01222+0.011838i,0.025741-0.02962i,-0.011021-0.00043016i,-0.00096908-0.0011158i,-0.0074883-0.0019421i,-0.0053547-0.028848i,-0.021556+0.027455i,0.0074657-0.0094463i,-0.010355-0.0033797i,-0.002628-0.0019476i,-0.00026091-0.014116i,-0.0082689+0.0051298i,0.0053216+0.010738i,-0.011397+0.030673i,0.0061558+0.0073971i,-0.0037122-0.0016169i,-0.0024626-0.0015533i,-0.012494-0.0054206i,0.0007038-0.0041777i,-0.035761+0.001732i,0.0037907-0.008754i,-0.007101-0.0016281i,-0.005149-0.0031262i,0.0072181+0.0014504i,-0.010164+0.00069432i,0.0024211-0.00017972i,0.0062021+0.0077393i,0.0057768+0.0006938i,-0.0075597-0.010195i,0.002919+0.0078124i,-0.019891+0.0071043i,0.003505+0.0058311i,-0.020955-0.0084948i,-0.027158-0.0053737i,0.00944-0.060192i,0.018499-0.014082i,-0.051382-0.028896i,-0.024349+0.0032621i,0.019035+0.010407i,-0.027582+0.011386i,-0.012556-0.0077678i
0.0019346-0.0069814i,0.0068677-0.031849i,-0.015245-0.016372i,-0.010592-0.015195i,-0.011176-0.016304i,-0.010836-0.012241i,0.014328-0.014273i,0.012006-0.016162i,-0.0059957-0.006878i,0.0030163-0.00040881i,0.00012505+0.00062163i,-0.00085699+0.00057978i,0.0012044-0.00069012i,0.00076338-0.00071051i,-0.0012439-0.0015975i,0.0031214-0.0048121i,-0.0030006+0.00060441i,-0.00058101+0.00038024i,0.00014877-0.00045023i,1.3243e-05+0.0012234i,-0.00013629+0.0012293i,-0.00044667-9.287e-05i,0.0012205+0.00062511i,-0.0027315+0.0029766i,1.234e-05+0.00037601i,4.6238e-05+0.00022543i,-0.00074615+0.000259i,3.364e-05+0.00019717i,0.00021747+5.0276e-05i,0.00038457-0.0002599i,0.0004052-8.4119e-05i,0.0010528+0.00045276i,0.0002166-0.00014687i,-2.0906e-05-0.00067023i,0.00034999+0.00054315i,0.0087259+0.0012671i,0.00030565-0.00017393i,0.00090591+0.00025609i,6.4566e-05-0.0006708i,0.00073425-0.0012029i,0.00018757+0.00063344i,4.7326e-05-0.00015629i,-0.0001933-0.00084804i,-0.00078408+0.00095583i,-0.0077726-0.0078781i,0.0007976+0.02154i,0.029913-0.00050819i,0.030662-0.0033181i,0.0080978-0.016969i,0.030154+0.0074449i,0.022584+0.029512i,0.027161+0.020115i,0.018968+0.032694i,-0.024813+0.014121i,8.8348e-05-0.0090845i,0.0023634-0.0050984i,0.0058735-0.0064202i,0.0096673+0.0016007i,0.0029888+0.0055955i,-0.0055615+0.0070494i,-0.0019755-0.0053188i,0.0044508+0.0095579i,-0.0028487-0.0017613i,0.00056376+0.0036128i,0.00012196+0.00052814i,0.0016729-0.0034603i,0.0067783-0.0018303i,-0.0029091-0.0003453i,0.004769-0.00076253i,-0.006466-0.00053537i,-0.0011913-0.00029356i,2.3966e-05+0.00015196i,-0.0049028-0.0021957i,-0.0029358-0.0020539i,-0.011339-0.010425i,0.0024756-0.0017294i,-0.0045063+0.00012729i,-0.0017583+0.0015914i,-0.0049812+0.0026382i,0.0052256+0.0014585i,-0.0080455-0.0013339i,-0.0020197-0.0068604i,-0.0024072-0.0017042i,-0.0061213-0.00021988i,0.0060489-0.0034083i,0.0045771+0.0014722i,0.0028563-0.0023262i,0.00075752+0.0056609i,0.0032405+0.0012229i,0.011212+0.006414i,-0.025779+0.0017893i,-0.031618+0.015361i,-0.013526+0.022382i,0.0027821+0.0024311i,0.0064357-0.0059696i,-0.014513+0.0079956i
0.00059931-0.00726i,0.0013249-0.032564i,-0.017867-0.013395i,-0.013092-0.012424i,-0.014314-0.014273i,-0.012128-0.01038i,0.010369-0.01736i,0.0093676-0.01712i,-0.0074912-0.0059023i,0.0030355-0.0015453i,0.00053818+0.00027882i,-0.00027106+0.00097575i,0.0007063-0.00090365i,0.00077468-0.00070875i,-0.0013144-0.0012509i,0.0021443-0.0051121i,-0.0022463+0.0017902i,-0.00060157+0.00028957i,-0.00012891-0.0004996i,0.00039272+0.0011291i,0.00035109+0.0013611i,-0.00040092+8.5102e-05i,0.0013501+0.00014552i,-0.00073406+0.0032634i,0.00022857+0.00043006i,0.00021105+0.00016167i,-0.00043447+0.00085669i,0.00013383+0.00032401i,0.0002278+3.6199e-05i,0.00041569-0.00016685i,0.00023466-0.00025301i,0.0013951-0.00011276i,0.00030623-0.00017369i,-0.00035129-0.00049077i,0.00080003+0.00036684i,0.01396-0.0031726i,0.00011837-3.447e-05i,0.00090727-8.9069e-05i,1.1275e-05-0.00043871i,0.00031444-0.0019059i,0.00057122+0.00048453i,1.5381e-05-0.00035067i,-0.00052017-0.00038814i,0.00027086+0.0010218i,-0.0087218-0.0059736i,0.0041255+0.022472i,0.029648-0.0047066i,0.029678-0.0095761i,0.0032777-0.01428i,0.033143+0.001735i,0.02816+0.024134i,0.030248+0.01209i,0.021225+0.02389i,-0.019603+0.014322i,-0.0021188-0.0081756i,-0.0010922-0.0051705i,0.0028603-0.0084749i,0.0078841-0.001134i,0.0039314+0.0041908i,-0.001696+0.0091596i,-0.0026138-0.0025635i,0.005482+0.0074371i,-0.0035918-0.00075369i,0.0020647+0.004109i,0.00094193+0.00042351i,-0.00045317-0.0034269i,0.0067239-0.0054855i,-0.0033592+0.00019071i,0.0045817-0.003111i,-0.0060338+0.0024295i,-0.0020419-0.0015853i,-9.0953e-05-0.00049929i,-0.0045028+0.00066397i,-0.0030611-0.001398i,-0.012813-0.0049503i,0.0009939-0.0024489i,-0.0037968+0.0011958i,-0.0017863+0.0013394i,-0.0033965+0.0041768i,0.0063313-0.00038909i,-0.0074449+0.0017613i,-0.0042023-0.006042i,-0.0023831-0.0012677i,-0.0053886+0.0019292i,0.003193-0.0044151i,0.0050498-0.00026677i,0.0023613-0.002837i,0.0025139+0.0047654i,0.001858+0.00097883i,0.010532+0.0017313i,-0.02448+0.007262i,-0.030079+0.02302i,-0.0097603+0.02175i,0.0043101+0.0047777i,0.0044507-0.005896i,-0.014679+0.010245i
-0.00028166-0.0074636i,-0.0046425-0.032344i,-0.0197-0.01005i,-0.014564-0.0093031i,-0.017266-0.01167i,-0.013135-0.0086399i,0.0060278-0.019373i,0.0072103-0.01814i,-0.0087886-0.0044855i,0.0025184-0.0024212i,0.00049784-0.00019767i,0.00040717+0.0011612i,0.00021481-0.00079782i,0.00088432-0.00083158i,-0.001489-0.00099284i,0.0011815-0.0052538i,-0.0010572+0.0022359i,-0.00084031+0.00032808i,-0.00033487-0.00030223i,0.000669+0.00077233i,0.00091906+0.0010988i,-0.00046991+0.00012169i,0.0012844-0.00034328i,0.00095991+0.0025932i,0.00063976+0.00037084i,0.00035126-1.2244e-05i,0.00013743+0.00090542i,0.00024917+0.00038239i,0.00021507+1.8763e-05i,0.00046623-0.00030856i,6.2559e-05-0.0002891i,0.0013835-0.00069193i,0.00019174-0.00028341i,-0.00049705-0.00012348i,0.0010403-0.00037075i,0.0048264-0.0064916i,0.00028538+7.955e-05i,0.00085059-0.00043986i,4.8756e-05-0.00042017i,-0.00044476-0.0022262i,0.00079847+0.00012347i,-0.00026298-0.00048595i,-0.0005617+1.91e-05i,0.00085314+0.00043241i,-0.0091251-0.0044606i,0.0095085+0.022251i,0.029467-0.0092025i,0.027045-0.015221i,0.00063003-0.010755i,0.035158-0.0048687i,0.031744+0.017566i,0.031858+0.0047147i,0.020911+0.017296i,-0.01565+0.0148i,-0.0043778-0.0064902i,-0.0040466-0.0034318i,-0.0014949-0.0092859i,0.0055151-0.0025661i,0.0039713+0.002806i,0.0017889+0.0090783i,-0.0018938-0.00087028i,0.0055439+0.005211i,-0.0041073+0.0015837i,0.003639+0.0038669i,0.0012309-0.0002515i,-0.001853-0.0022929i,0.0048574-0.0078258i,-0.0029759+0.0011039i,0.0036395-0.004657i,-0.0032604+0.0043532i,-0.0026483-0.0015583i,-0.00054378-0.00061103i,-0.0030826+0.0024324i,-0.002685-0.00066047i,-0.012364-0.00024848i,0.00010172-0.0025805i,-0.0029208+0.0020439i,-0.0016563+0.0018232i,-0.0012496+0.0042686i,0.0064908-0.0029992i,-0.0059526+0.0039325i,-0.0059779-0.0041639i,-0.002634-0.0010553i,-0.0041973+0.0031356i,0.0017118-0.0038995i,0.0045608-0.0017473i,0.0021499-0.0033463i,0.0022738+0.0022253i,0.0011967+0.0012065i,0.0098938-0.0011997i,-0.021059+0.011472i,-0.024847+0.030566i,-0.0070199+0.021211i,0.007201+0.0048623i,0.0025784-0.0045227i,-0.01317+0.013123i
-0.0013518-0.0078961i,-0.010303-0.030626i,-0.020892-0.0068547i,-0.01506-0.0064886i,-0.019579-0.00805i,-0.014058-0.0068044i,0.0012618-0.020043i,0.0048445-0.019217i,-0.0092853-0.0026906i,0.0013619-0.0032313i,0.00010224-0.00019255i,0.0012306+0.00063335i,3.2571e-05-0.00050815i,0.0008146-0.0012402i,-0.0016061-0.00050824i,2.721e-05-0.0051776i,-0.0003556+0.0017092i,-0.00096907+0.00075108i,-0.00031655-3.0012e-05i,0.00075187+0.00029312i,0.0012395+0.00056483i,-0.00065198+0.00027541i,0.00097269-0.00070693i,0.002042+0.00098704i,0.001054-4.217e-05i,0.00024484-0.00022538i,0.00044457+0.00077556i,0.00043267+0.00028974i,0.00023767-7.5241e-06i,0.0003253-0.00044824i,-8.0353e-05-0.00024103i,0.0010338-0.0011321i,0.00011753-0.00032415i,-0.0003621+4.0145e-05i,0.00085709-0.0012045i,0.0035068-0.0062212i,0.00054697-8.9744e-05i,0.0007092-0.00062686i,-6.3505e-05-0.00041067i,-0.0013594-0.0022901i,0.00079894-0.00022644i,-0.0005573-0.00027257i,-0.00050441+0.00057419i,0.00088134+2.8264e-05i,-0.0090855-0.003368i,0.015392+0.018787i,0.02862-0.014011i,0.024061-0.019312i,0.00095631-0.0065206i,0.035316-0.013127i,0.033807+0.010824i,0.03211-0.0032712i,0.020252+0.012695i,-0.010562+0.014944i,-0.0053935-0.0041439i,-0.0057873-0.00049955i,-0.0064266-0.0083782i,0.0036604-0.0029083i,0.0036652+0.0021849i,0.0043653+0.0077998i,-0.00099319-8.9374e-05i,0.004653+0.0029446i,-0.0021629+0.0041029i,0.0053575+0.0025913i,0.0015623-0.00070534i,-0.0024217-0.00093217i,0.002554-0.0097254i,-0.0024018+0.0016455i,0.0021577-0.0060279i,-0.0010868+0.0035634i,-0.0036528-0.001058i,-0.0008073-0.00054247i,-0.0015284+0.003603i,-0.0023817-0.00047587i,-0.010275+0.0037839i,-0.0009509-0.003004i,-0.0016448+0.0022649i,-0.0012904+0.0017671i,0.00024819+0.0035203i,0.0055581-0.005881i,-0.0034171+0.0054269i,-0.0063611-0.0017472i,-0.0032158-0.00056241i,-0.0031147+0.0042477i,0.00070379-0.0035672i,0.003757-0.0024066i,0.0014813-0.0042082i,0.0008997+0.0018568i,0.00095722+0.0017869i,0.0087534-0.0042264i,-0.017789+0.012476i,-0.016697+0.034526i,-0.0035792+0.021281i,0.008966+0.0039831i,0.0022147-0.0030107i,-0.01053+0.014738i
-0.002779-0.0081924i,-0.015237-0.027697i,-0.021746-0.0033949i,-0.015297-0.0041766i,-0.020388-0.0041461i,-0.014803-0.0048682i,-0.0028916-0.019285i,0.0023157-0.020042i,-0.0089748-0.0012446i,0.0017268-0.00035067i,4.9933e-05+5.7296e-05i,0.0013433-2.0525e-05i,2.4406e-05-0.00033936i,0.00022611-0.0012907i,-0.00137+5.4218e-05i,-0.0012458-0.0046472i,1.7124e-06+0.0016324i,-0.00073978+0.0012953i,-0.00027009+5.5093e-05i,0.00052358-6.1045e-05i,0.0012624-4.9319e-05i,-0.00059201+0.00052668i,0.00064341-0.00087946i,0.0017062-0.0006059i,0.00098884-0.00086918i,1.5696e-05-0.00029235i,0.00076845+0.00063702i,0.0005306+0.00013166i,0.00022596-0.0001238i,0.00011303-0.00045808i,-0.00010239-9.4946e-05i,0.00061334-0.0012854i,-0.00010041-0.00034683i,-0.00034858+0.00017683i,-0.00010794-0.0016156i,0.0021119-0.0071758i,0.00046466-0.00041624i,0.00043123-0.0010313i,2.0464e-05-0.00037072i,-0.0023997-0.0020189i,0.00057961-0.00053109i,-0.00063616+0.00010877i,-0.00031379+0.0010018i,0.00088316-0.0002613i,-0.0086243-0.0027091i,0.01927+0.013125i,0.02691-0.019015i,0.02191-0.023841i,0.0043098-0.0036898i,0.032691-0.02174i,0.034477+0.004429i,0.029774-0.010628i,0.019081+0.0097486i,-0.0055807+0.013078i,-0.0050039-0.0027577i,-0.0056534+0.0031656i,-0.011139-0.004646i,0.0022113-0.0029846i,0.0034508+0.0017167i,0.0063086+0.006352i,3.1477e-05-0.00025097i,0.0030327+0.0020936i,0.0010767+0.0036924i,0.0066167+0.00038992i,0.0018243-0.001549i,-0.0020557+0.00079959i,-0.0010938-0.011087i,-0.0022585+0.0025286i,0.00012514-0.0072163i,-0.0010505+0.0031826i,-0.004487+9.4539e-05i,-0.0010342-0.0003995i,0.0013816+0.0037891i,-0.002493-0.00071357i,-0.006863+0.0063226i,-0.0027253-0.0028316i,-0.00069975+0.0017937i,-0.00091102+0.0018317i,0.0010376+0.0024882i,0.0032465-0.008657i,-0.00088252+0.0052717i,-0.0054402-1.484e-05i,-0.0032027+0.000218i,-0.00112+0.0051155i,-0.00036384-0.002837i,0.0028741-0.0029822i,0.00023104-0.0044882i,0.00010575+0.0023212i,0.0011007+0.0020856i,0.0070603-0.0064091i,-0.018108+0.01212i,-0.0090822+0.034197i,0.0005206+0.019509i,0.010341+0.0020693i,0.0024642-0.002035i,-0.0074439+0.015658i
-0.0040484-0.0081151i,-0.019149-0.02403i,-0.021825+0.00017683i,-0.015232-0.001756i,-0.020707-0.00056141i,-0.01518-0.0028657i,-0.0060899-0.018113i,-0.00057314-0.020968i,-0.0083789-0.00051203i,0.00085153-0.0023909i,0.00023803+0.00023342i,0.0012887-0.00039718i,-1.1069e-05-0.00020673i,3.8668e-05-0.00097343i,-0.00098084+0.00017764i,-0.0020683-0.0037135i,0.00061102+0.001491i,-0.00017814+0.0014415i,-0.00019518+0.00019539i,0.00033241-9.6626e-05i,0.0010623-0.00056641i,-0.0004167+0.00066553i,0.00027368-0.0010804i,0.00089908-0.001601i,0.00034297-0.0012913i,-0.0002177-0.00014326i,0.0010946+0.00038518i,0.00051239-7.726e-05i,0.00019134-0.00022157i,-0.00010722-0.00038534i,-4.032e-05-3.8501e-05i,-3.8857e-05-0.0014693i,-0.00016788-9.18e-05i,-0.00012555+0.00034531i,-0.00068927-0.0016167i,-0.00034414-0.0074261i,0.0003262-0.00039127i,-0.00014364-0.00099123i,5.3392e-05-0.0004359i,-0.0033916-0.0012613i,0.00024326-0.00065819i,-0.00049293+0.00039615i,0.00014171+0.0014712i,0.00079174-0.0006754i,-0.0086249-0.0029101i,0.020854+0.0068401i,0.024036-0.023962i,0.017134-0.029795i,0.0093027-0.0051122i,0.026891-0.029033i,0.034344-0.0015065i,0.026779-0.015842i,0.019028+0.0085262i,-0.0023669+0.0095087i,-0.0050396-0.0018875i,-0.0032567+0.0060802i,-0.013334+0.00090214i,0.00081847-0.0029085i,0.0032613+0.0015657i,0.0069763+0.0040876i,0.00024063-0.0011257i,0.0018617+0.0019007i,0.0016687+0.0022241i,0.0062898-0.0024846i,0.0013625-0.0027539i,-4.8213e-05+0.0019003i,-0.005963-0.0093775i,-0.0010715+0.0040088i,-0.0028798-0.0068338i,0.0003505+0.0038212i,-0.0047104+0.0018495i,-0.0011948-4.158e-05i,0.0040197+0.001128i,-0.0028444-0.00032807i,-0.0025323+0.0065958i,-0.0045174-0.0015045i,-0.00025287+0.0011116i,-0.0008833+0.0018684i,0.0015475+0.0013293i,-0.0003091-0.010496i,0.001125+0.0041745i,-0.0046494+0.00096263i,-0.0031536+0.00090892i,0.0013028+0.0048085i,-0.00052134-0.0018027i,0.0018733-0.0030759i,-0.0010589-0.0042681i,-0.00032436+0.0029611i,0.001263+0.0024242i,0.0052117-0.00768i,-0.019305+0.015011i,-0.0036991+0.03283i,0.0032619+0.015871i,0.010936-0.00046929i,0.0026917-0.001985i,-0.004194+0.015098i
-0.0054931-0.0081019i,-0.021991-0.020064i,-0.021308+0.0035738i,-0.014634+0.00036598i,-0.020284+0.0031763i,-0.015357-0.00087265i,-0.0090323-0.016988i,-0.0041718-0.021438i,-0.0081075-0.00048492i,0.00041366-0.0023166i,0.00049577+0.00036943i,0.0011265-0.0011617i,0.00011125-3.0417e-06i,6.429e-05-0.00083058i,-0.00082704+0.00018368i,-0.0024314-0.0027555i,0.0010568+0.0011789i,0.00038292+0.001318i,-2.1736e-05+0.00027721i,0.00026914-8.8029e-05i,0.00069729-0.00092679i,-0.00030862+0.00085111i,-9.3468e-05-0.00095563i,-5.8691e-05-0.0018895i,-0.00022007-0.0012298i,-0.00025526+9.2331e-05i,0.0010681-0.00011671i,0.00045369-0.00028424i,0.00012353-0.00028662i,-0.00026609-0.00017499i,6.0848e-06-4.716e-05i,-0.00062214-0.0011225i,-8.1699e-05+6.0864e-05i,9.4936e-05+0.0002578i,-0.0011239-0.00060862i,-0.0020501-0.0065763i,0.00041964-0.00051207i,-0.00040591-0.00067575i,-0.00010692-0.00050251i,-0.0040121+6.5859e-05i,1.9084e-05-0.00072824i,-0.00028351+0.00063679i,0.00092865+0.001655i,0.00040143-0.00083212i,-0.009545-0.0029257i,0.020402+0.00095018i,0.01988-0.02823i,0.0098675-0.033238i,0.012003-0.0095853i,0.019891-0.033688i,0.033679-0.0075178i,0.023967-0.021027i,0.020955+0.007097i,-0.00021285+0.0059637i,-0.0058555-0.0012009i,2.5635e-06+0.0069843i,-0.012397+0.007275i,-0.0003424-0.0024595i,0.0034427+0.0015003i,0.0070281+0.0025073i,-0.00022164-0.0016907i,0.00070006+0.0024522i,0.0021605+0.0018746i,0.0041997-0.0046138i,-0.00019578-0.0034684i,0.0015393+0.0011118i,-0.0083657-0.0050164i,0.0014803+0.0042008i,-0.0049182-0.0044373i,0.0020081+0.0028579i,-0.0040444+0.0037433i,-0.0011469+0.00016953i,0.0037415-0.002208i,-0.0030008+0.00053696i,5.668e-05+0.0042937i,-0.0046562+0.0013035i,-0.00043862+0.00043095i,-0.00053004+0.0022132i,0.0011891+7.854e-05i,-0.0051269-0.0097945i,0.0019283+0.0023534i,-0.0039711+0.0017129i,-0.0028224+0.0019968i,0.0029427+0.0036056i,-4.7762e-05-0.001612i,0.001487-0.0025536i,-0.0018263-0.0035365i,-0.00087742+0.0042074i,0.0017269+0.0024464i,0.0044681-0.0086389i,-0.018774+0.019364i,0.0011882+0.030707i,0.0036665+0.011628i,0.0097718-0.0036126i,0.0024567-0.0015586i,-0.0020505+0.013231i
-0.0073944-0.0076301i,-0.023848-0.016137i,-0.020182+0.0069198i,-0.01382+0.0020153i,-0.018979+0.0065401i,-0.015332+0.0010817i,-0.01192-0.015409i,-0.0080374-0.020771i,-0.0084923-0.00056029i,7.9393e-05-0.0023966i,0.00088096+0.00039605i,0.00064124-0.0011696i,0.00032161+8.0664e-05i,-5.9697e-06-0.00081119i,-0.0006916+0.0002499i,-0.0024389-0.0020932i,0.0014233+0.00086599i,0.00097407+0.00095806i,0.00010414+0.00020721i,0.00028609-0.00016739i,6.9775e-05-0.00099327i,4.2858e-05+0.0010068i,-0.00029034-0.00078296i,-0.00080365-0.0017722i,-0.00054194-0.00098858i,-0.00018074+0.00026973i,0.00070849-0.00040495i,0.00027963-0.0004316i,0.00010163-0.00016212i,-0.00033029+5.4426e-05i,-2.4629e-05-4.0676e-05i,-0.00063774-0.00078186i,0.0001822+9.1329e-05i,0.00020684+6.7049e-05i,-0.0010764-0.00054874i,-0.0031081-0.0054899i,0.00025856-0.00072381i,-0.00052011-0.00033544i,-0.00026806-0.00034389i,-0.0038563+0.0013104i,-0.00036617-0.0006037i,-8.2947e-05+0.00062651i,0.0019367+0.0014196i,8.5577e-05-0.0006235i,-0.010661-0.002163i,0.018243-0.0038163i,0.01496-0.031124i,0.0024441-0.033859i,0.011952-0.014086i,0.012274-0.036493i,0.032122-0.013808i,0.020011-0.026073i,0.024219+0.0045397i,0.00074609+0.0011831i,-0.0069315+0.00040546i,0.0029371+0.0060524i,-0.0083737+0.012076i,-0.0010949-0.0019038i,0.0035294+0.0012814i,0.0071057+0.0010495i,-0.0010255-0.0016098i,0.00058912+0.003805i,0.0031758+0.00080373i,0.0019267-0.0049813i,-0.0015653-0.0031398i,0.0021123-0.00010804i,-0.008366-0.0011602i,0.0034728+0.0029023i,-0.0061223-0.0017311i,0.0021206+0.0014887i,-0.0021966+0.0050891i,-0.0013227+0.00043645i,0.0015473-0.0045248i,-0.0027761+0.0013002i,0.00036702+0.0018349i,-0.0033604+0.0023323i,-0.0010809+0.00026626i,0.00021637+0.0020527i,0.00028264-0.00031061i,-0.008199-0.0068292i,0.0018123+0.0010531i,-0.0032987+0.0020805i,-0.0018107+0.0025601i,0.0038509+0.0018992i,-0.00018727-0.0014295i,0.0018161-0.0024036i,-0.0020321-0.0026163i,0.00046303+0.0065663i,0.0016496+0.0026237i,0.0028798-0.010392i,-0.01673+0.023866i,0.0048451+0.027861i,0.0018436+0.0084972i,0.0063058-0.0051276i,0.0030334-0.0017289i,-0.0018733+0.011389i
-0.0090271-0.0063486i,-0.025169-0.012595i,-0.01839+0.0098063i,-0.012998+0.0033472i,-0.017323+0.0092263i,-0.015029+0.0032487i,-0.014305-0.013354i,-0.011353-0.019206i,-0.0093797-0.00018018i,-0.00020144-0.0023427i,0.0013654+5.2539e-05i,0.00035407-0.0010552i,0.00052842+0.00012587i,-0.00011331-0.0006784i,-0.00061136+0.00026334i,-0.0023402-0.0017928i,0.0020643+0.00040348i,0.0012615+3.3419e-05i,0.00010964+8.0573e-05i,0.00025517-0.00019514i,-0.00031881-0.00081141i,0.00054472+0.00089805i,-0.0003375-0.00070661i,-0.0011782-0.0015511i,-0.00089546-0.0008256i,2.84e-05+0.00033807i,0.00054146-0.0003702i,0.00015019-0.00028709i,0.00010531-0.00010313i,-0.00022854+0.00034328i,-3.245e-05+5.6403e-05i,-0.00062383-0.00070405i,0.00025969-0.00011545i,0.00012511+3.3081e-05i,-0.0016478-0.00029429i,-0.0036654-0.0043957i,-4.0065e-05-0.00070867i,-0.0006197-6.1448e-06i,-0.00019392-0.00019192i,-0.0031418+0.0025984i,-0.00050586-0.00032363i,0.00019806+0.00064512i,0.0024512+0.00027605i,0.00013143-0.00045909i,-0.011396-0.00078894i,0.015854-0.0062836i,0.010164-0.032845i,-0.0042753-0.032655i,0.0099625-0.018025i,0.0043264-0.036524i,0.029065-0.01979i,0.015242-0.029836i,0.024149-0.00033308i,-0.0011765-0.0030429i,-0.0072907+0.0030082i,0.0047278+0.0040132i,-0.0029544+0.014437i,-0.0018715-0.001202i,0.0038245+0.0011698i,0.0068583-0.00057068i,-0.0014393-0.0013236i,0.0014356+0.0052406i,0.0031573-0.00076837i,0.00037711-0.0043048i,-0.0027683-0.0023188i,0.0019482-0.0010018i,-0.00697+0.0016426i,0.0045028+0.0009525i,-0.0056976+0.00072037i,0.0016927+0.0011459i,0.00018776+0.0052402i,-0.0011289+0.0009299i,-0.0010546-0.0052692i,-0.0021557+0.0016184i,-0.00085351+0.00068504i,-0.0025247+0.003131i,-0.0015852+0.00094381i,3.4366e-05+0.0019224i,-0.00020165-0.00029986i,-0.009671-0.0035675i,0.0013141+0.00010031i,-0.0030198+0.0022421i,-0.00081542+0.0026228i,0.0042574+5.4863e-06i,4.0964e-05-0.0014127i,0.0022299-0.0030942i,-0.0020678-0.0024596i,0.0029425+0.0066439i,0.0021539+0.0028648i,0.0011536-0.011155i,-0.012779+0.02912i,0.0078671+0.025153i,-0.00086287+0.0079419i,0.0032879-0.0036839i,0.0027304-0.0025476i,-0.0020051+0.010422i
-0.0099918-0.0048198i,-0.02664-0.0094395i,-0.016188+0.012105i,-0.012168+0.004631i,-0.015414+0.011937i,-0.014045+0.0053062i,-0.01639-0.010967i,-0.014362-0.017493i,-0.010416+0.00092834i,-0.00036617-0.0025362i,0.0015159-0.00057965i,0.00031607-0.0010415i,0.00081702+8.5998e-05i,1.6975e-05-0.00077331i,-0.00062073+0.00026984i,-0.0024-0.0015423i,0.0023363-0.0006407i,0.0011457-0.0002902i,0.00011965-1.2779e-05i,0.00033857-0.00029677i,-0.00059231-0.00055402i,0.00081278+0.00050735i,-0.00051265-0.00071342i,-0.0014035-0.0015705i,-0.0011247-0.00048834i,0.00026293+0.00027302i,0.00043832-0.00049242i,0.00015324-0.00022839i,0.0001239-5.7828e-05i,0.00013205+0.00051006i,3.0039e-06+0.00015754i,-0.00084453-0.00048194i,0.00035802-0.00038335i,0.0002084+2.7688e-05i,-0.00074266+6.1502e-05i,-0.004-0.0032574i,-0.00016821-0.00053947i,-0.00036918+0.0003054i,-0.00013625-0.00022994i,-0.0018593+0.0034636i,-0.00049629-9.2372e-05i,0.00040617+0.00034997i,0.0020518-0.00066947i,0.00024341-0.00049715i,-0.012013+0.00061636i,0.014643-0.0083414i,0.0053766-0.033842i,-0.010153-0.029655i,0.0078837-0.020604i,-0.0027666-0.033907i,0.025006-0.024956i,0.010512-0.033242i,0.025465-0.0057198i,-0.0044602-0.0051845i,-0.0060792+0.0060134i,0.0053042+0.0017235i,0.0019464+0.014069i,-0.002219-0.00018458i,0.0046911+0.00073661i,0.0062435-0.0021359i,-0.0018656-0.0011265i,0.0036911+0.0058434i,0.0022785-0.001216i,-0.00041651-0.0035705i,-0.0033847-0.0011051i,0.0017376-0.0016911i,-0.0054592+0.0033552i,0.0045604-0.0013174i,-0.0049684+0.0023793i,0.0021986+0.0014099i,0.0019494+0.0043889i,-0.00068383+0.0010339i,-0.0039174-0.004573i,-0.0018783+0.001516i,-0.0014629+0.00093927i,-0.0012543+0.0038455i,-0.0012654+0.0017642i,7.0608e-05+0.00224i,-0.00043981-0.00034124i,-0.010132-0.00040113i,0.0005511-0.00025812i,-0.0029595+0.0030883i,-0.00031061+0.0025893i,0.0038092-0.0021973i,-5.1075e-06-0.0019248i,0.002131-0.0042085i,-0.0024677-0.0021137i,0.0051082+0.0054531i,0.0031134+0.0030452i,-0.00077513-0.011703i,-0.0053203+0.032076i,0.010794+0.021656i,-0.0026494+0.0090911i,0.0020265-0.0013795i,0.0017936-0.0025772i,-0.0021755+0.0099545i
