-0.022654-0.018906i,-0.031953-0.033061i,-0.022353-0.01972i,-0.032352-0.020083i,-0.023848+0.004163i,-0.028775-0.017512i,-0.05748-0.044012i,-0.04023-0.041528i,-0.030553-0.019087i,0.0052049+0.0057152i,-0.0036879+0.0062374i,-0.011085+0.011128i,0.0038272+0.0070917i,-0.0038627-0.0025854i,0.0029048+0.0017704i,0.0040289+0.028196i,0.021026+0.023211i,-2.0457e-05+0.00023028i,-0.0030145-0.0028978i,0.0075647+0.0038446i,0.0019477+0.00069655i,-0.00025319+0.0023343i,-0.000533+0.00040219i,-0.03155-0.0014714i,-0.0033374-0.0046541i,8.5998e-06+0.002665i,0.0040906-0.0015632i,0.00060648-9.4431e-05i,-0.00048141-0.00055805i,-0.0011409-0.0018418i,-0.0021817-0.00048112i,-0.0036085-0.0041806i,-0.003281-0.0056155i,0.00041642-0.001181i,0.00040152-0.0028285i,-0.0038374+0.024102i,0.0020387-0.0032542i,0.0022882-0.0038198i,0.0042174-0.0025142i,-0.0077083-0.0018579i,0.00056224+0.0011888i,0.0060019-0.0013351i,-0.0024627+4.5415e-05i,-0.0031357+0.0010157i,-0.0093298-0.0031975i,-0.018933+0.021498i,-0.0079346-0.086122i,-0.002543-0.060683i,-0.021084-0.053317i,-0.010674-0.046082i,0.054104-0.025877i,0.024445-0.067471i,0.040692-0.053584i,0.019521-0.038595i,0.025779-0.019672i,0.012364+0.011862i,0.0258-0.029983i,-0.010985-0.0019743i,-0.00086154-0.0011468i,-0.0073778-0.0019054i,-0.0049013-0.02944i,-0.02078+0.026767i,0.0075962-0.0096401i,-0.010239-0.003383i,-0.0023727-0.0018665i,-0.00061021-0.014689i,-0.008409+0.004907i,0.0053296+0.010601i,-0.011128+0.031264i,0.0068167+0.0077606i,-0.0035894-0.0017109i,-0.0024499-0.001547i,-0.012772-0.0057903i,0.00052814-0.0040364i,-0.032612+0.0026162i,0.003238-0.0087865i,-0.0072391-0.0017852i,-0.005108-0.002973i,0.006811+0.0019407i,-0.010599+0.00049439i,0.0024501-0.00027328i,0.005863+0.0078071i,0.0057642+0.00095741i,-0.0082685-0.0097106i,0.002644+0.0079383i,-0.020267+0.0086453i,0.0027179+0.0057515i,-0.021067-0.0089315i,-0.026942-0.0050168i,0.0099962-0.061981i,0.018554-0.014337i,-0.051065-0.028695i,-0.023571+0.0032214i,0.019186+0.010257i,-0.026855+0.011893i,-0.012517-0.0077597i
0.0019033-0.0069098i,0.0068999-0.031126i,-0.015064-0.016245i,-0.010558-0.014951i,-0.010951-0.016307i,-0.010596-0.012195i,0.014041-0.013905i,0.012193-0.016602i,-0.006143-0.006856i,0.0034428+0.00034028i,0.00016806+0.00056562i,-0.00074509+0.00069579i,0.0012499-0.00071448i,0.00076332-0.00062043i,-0.0011636-0.0015906i,0.0030558-0.0047545i,-0.002242+0.0005191i,-0.00065834+0.00023502i,0.00013563-0.00048823i,5.112e-05+0.0012469i,-0.00013285+0.0013383i,-0.000438-0.00010059i,0.0012258+0.00063354i,-0.0027532+0.0030865i,-1.5264e-05+0.00032424i,6.0663e-05+0.00020244i,-0.00054264+0.00021175i,1.3134e-05+0.00023886i,0.00021893+4.4106e-05i,0.00039382-0.00025642i,0.00046399-0.00013818i,0.0011931+0.00036907i,0.00024054-7.8205e-05i,-6.4726e-05-0.00067153i,0.00037307+0.00050417i,0.0066956-0.00089438i,0.00032688-0.00010166i,0.00095708+0.0003412i,3.9508e-05-0.00057525i,0.00072079-0.0011099i,0.00037033+0.00071087i,4.7388e-05-0.00017788i,-0.00016479-0.00095029i,-0.00075947+0.00097833i,-0.0078101-0.007898i,0.00081758+0.021082i,0.029596-0.00064938i,0.030192-0.0039416i,0.0075197-0.016931i,0.030058+0.0076607i,0.022125+0.029636i,0.026949+0.020148i,0.018492+0.032928i,-0.022806+0.013413i,6.5484e-07-0.0085554i,0.002556-0.005044i,0.0057596-0.0063638i,0.0098727+0.0015192i,0.0031443+0.0054918i,-0.0057762+0.0071016i,-0.0021916-0.0053074i,0.0040503+0.010011i,-0.0036075-0.0017486i,0.00076539+0.0027809i,4.3608e-05+0.00049607i,0.0017303-0.0035246i,0.0066612-0.0020144i,-0.0029715-0.0005122i,0.0047767-0.00082873i,-0.0067835-0.00041889i,-0.001072-0.00041356i,2.2703e-05+0.00010528i,-0.0048129-0.0024458i,-0.0029637-0.002082i,-0.011537-0.010611i,0.0025758-0.001924i,-0.0045763-6.9665e-05i,-0.0016463+0.0015808i,-0.0051138+0.0025957i,0.0050893+0.0012266i,-0.0077779-0.0017144i,-0.0024209-0.0064251i,-0.0025272-0.0016132i,-0.0057249-0.00038871i,0.0062099-0.003423i,0.0041645+0.0016564i,0.0026662-0.0023794i,0.00093995+0.005775i,0.0030772+0.0015835i,0.010741+0.0064498i,-0.025497+0.0019701i,-0.031729+0.0154i,-0.013837+0.022558i,0.0026109+0.0024301i,0.0062339-0.005903i,-0.014204+0.0081542i
0.00059753-0.0071633i,0.0015303-0.031909i,-0.017716-0.013291i,-0.012938-0.012218i,-0.014094-0.01432i,-0.011906-0.010366i,0.010163-0.016982i,0.0093091-0.017613i,-0.007592-0.0057962i,0.0034623-0.00090737i,0.00052721+0.00022739i,-0.00015578+0.0010706i,0.00074817-0.00094294i,0.00078496-0.00060735i,-0.0012552-0.0012653i,0.0020828-0.0050181i,-0.0013653+0.0010953i,-0.00074671+0.0001262i,-0.00018163-0.00053145i,0.00040984+0.0011448i,0.00038001+0.0014744i,-0.00040861+7.0027e-05i,0.0013385+0.00014958i,-0.00069549+0.0032965i,0.00021961+0.00039804i,0.00020236+0.00015609i,-0.00034927+0.00071697i,0.00011502+0.00039445i,0.00021093+5.8741e-05i,0.00040518-0.00015631i,0.00023827-0.00030062i,0.0013694-0.00012566i,0.00033698-0.00013396i,-0.00039072-0.0004592i,0.0007988+0.00036734i,0.0056804-0.0030984i,0.00015957-3.4819e-05i,0.0011415-1.1326e-05i,-1.9882e-05-0.00034177i,0.00035571-0.0018997i,0.00056808+0.00055768i,-9.287e-05-0.00033976i,-0.00056012-0.0004845i,0.00029796+0.0010715i,-0.0087741-0.0060243i,0.0040591+0.021829i,0.02945-0.0047278i,0.028958-0.010127i,0.0027599-0.01396i,0.033112+0.002015i,0.027808+0.024222i,0.030001+0.01231i,0.021131+0.024097i,-0.017636+0.013606i,-0.002063-0.007432i,-0.00094594-0.0053132i,0.0027201-0.0084039i,0.008139-0.0012841i,0.0039503+0.0040639i,-0.001857+0.009344i,-0.0028482-0.0025137i,0.0054015+0.007899i,-0.004251-0.00041029i,0.0021177+0.0036881i,0.00087108+0.00048601i,-0.00037602-0.003426i,0.006675-0.0056232i,-0.0034623+0.00011036i,0.0045955-0.0031322i,-0.0063664+0.0027995i,-0.0021278-0.0012788i,-7.6502e-05-0.00057277i,-0.0046402+0.00060346i,-0.0030013-0.001367i,-0.013055-0.0050936i,0.0009687-0.0024557i,-0.0040587+0.0012422i,-0.0017276+0.0012321i,-0.0035087+0.0041567i,0.0060846-0.00065466i,-0.0075397+0.0013413i,-0.0042903-0.0053674i,-0.0024827-0.0012853i,-0.0051803+0.0015615i,0.0031786-0.0044841i,0.0048787-7.5391e-07i,0.0022497-0.0026991i,0.0026277+0.0046403i,0.0018607+0.0013043i,0.01007+0.0018794i,-0.024173+0.0072822i,-0.030283+0.022968i,-0.0097706+0.021872i,0.0045467+0.0048664i,0.0045101-0.0057116i,-0.014286+0.010429i
-0.00028323-0.0073793i,-0.0042569-0.03178i,-0.019494-0.0099729i,-0.014375-0.0091457i,-0.016977-0.011847i,-0.013022-0.0085709i,0.0059272-0.018932i,0.0069705-0.018519i,-0.0088875-0.0044068i,0.0029232-0.0021784i,0.00046602-0.00015287i,0.00057015+0.0012233i,0.00022509-0.00082799i,0.00091086-0.00075988i,-0.0014202-0.0010175i,0.0011352-0.0052296i,-0.00042767+0.0011703i,-0.0010177+0.00019862i,-0.00039329-0.00031058i,0.00069898+0.0007861i,0.0010564+0.0011588i,-0.00047647+8.447e-05i,0.0012667-0.00036916i,0.0010138+0.0026362i,0.00059954+0.00031115i,0.00032931+1.2065e-05i,0.00013796+0.00089377i,0.0002659+0.00039593i,0.00021181+6.4401e-05i,0.00046924-0.00031197i,5.4836e-05-0.0003143i,0.0013623-0.00070875i,0.00022975-0.00029015i,-0.00045153-0.00012225i,0.0010841-0.00034613i,0.0048135-0.0042159i,0.00030888+3.2233e-05i,0.00097764-0.00048411i,4.2606e-05-0.00035598i,-0.00037906-0.0022859i,0.00075552+0.00022202i,-0.00030085-0.00039437i,-0.0006847-6.6925e-05i,0.00088114+0.00041887i,-0.0092072-0.004464i,0.0091727+0.02169i,0.029094-0.0092141i,0.026057-0.015441i,0.00034979-0.010152i,0.035195-0.004728i,0.031432+0.017775i,0.031771+0.0049808i,0.02092+0.017459i,-0.013898+0.014213i,-0.0039092-0.0058836i,-0.0040545-0.0035372i,-0.0015644-0.0090639i,0.0055602-0.0027489i,0.0039597+0.002697i,0.0016897+0.0092721i,-0.0020572-0.00073277i,0.0057424+0.0058526i,-0.0044437+0.0022147i,0.0034796+0.0034524i,0.0012314-0.00019245i,-0.001821-0.002313i,0.004789-0.008051i,-0.0030523+0.0010938i,0.0037051-0.0047444i,-0.0032457+0.004618i,-0.0026986-0.0015463i,-0.00062958-0.00064861i,-0.0031944+0.0023972i,-0.0026117-0.00058758i,-0.012605-0.00039477i,8.1072e-05-0.0025897i,-0.0030435+0.0021159i,-0.0017054+0.0017481i,-0.0013205+0.0042279i,0.0063588-0.0030579i,-0.0061324+0.0037842i,-0.0056158-0.0036107i,-0.0027295-0.0010952i,-0.0042252+0.0026668i,0.0016882-0.0039722i,0.0045801-0.0014844i,0.0021215-0.0031485i,0.0023371+0.0020293i,0.0010407+0.001457i,0.0095177-0.0008372i,-0.020948+0.011404i,-0.025008+0.030465i,-0.0070179+0.021099i,0.0075986+0.0048179i,0.0026596-0.0043612i,-0.012888+0.013034i
-0.0013624-0.0078038i,-0.0097784-0.030213i,-0.020734-0.0068313i,-0.014851-0.0064238i,-0.01933-0.0082503i,-0.01397-0.0067631i,0.001337-0.019701i,0.0043433-0.019368i,-0.0093852-0.0026497i,0.0012521-0.0032751i,0.00015646-0.00013488i,0.0013659+0.00061816i,1.2332e-05-0.00051825i,0.00081625-0.0012316i,-0.0015597-0.00055777i,4.0128e-05-0.0051084i,0.00015237+0.0012997i,-0.0012314+0.00061449i,-0.00032959-3.9307e-06i,0.00077835+0.000312i,0.0013411+0.00059851i,-0.00066891+0.00025321i,0.00093682-0.00077331i,0.0020686+0.0010242i,0.0010046-4.8895e-05i,0.00024332-0.00017577i,0.00048275+0.00077695i,0.00042134+0.00036839i,0.00025489+2.3324e-05i,0.00031153-0.00043285i,-7.9461e-05-0.00026636i,0.0011063-0.0010524i,0.00010218-0.00034395i,-0.00035152+1.8958e-05i,0.00077654-0.0011581i,0.0035963-0.0055786i,0.00056295-0.00014538i,0.00071115-0.00069319i,-4.7925e-05-0.00036291i,-0.0012878-0.0023568i,0.00072929-0.00017382i,-0.00055051-0.0001951i,-0.00063338+0.00060347i,0.0008945-5.4778e-06i,-0.0091764-0.0033387i,0.015004+0.018565i,0.028243-0.013899i,0.022672-0.019683i,0.0012344-0.0058268i,0.035322-0.013106i,0.033624+0.011067i,0.032021-0.0031501i,0.020396+0.012792i,-0.0090602+0.014322i,-0.004721-0.0036278i,-0.0059045-0.00063075i,-0.0062105-0.0081018i,0.0036141-0.0029862i,0.0036241+0.0021129i,0.0047137+0.0083246i,-0.0010045+1.9561e-05i,0.0052644+0.0032408i,-0.0020263+0.0047738i,0.0050898+0.0026335i,0.0015421-0.00066457i,-0.0024247-0.00089649i,0.0023502-0.0098875i,-0.0024272+0.001654i,0.0022152-0.0061749i,-0.00096702+0.0036953i,-0.0036865-0.001002i,-0.00091554-0.00055757i,-0.0015572+0.0035649i,-0.0023792-0.00037939i,-0.010351+0.0036972i,-0.0010821-0.002966i,-0.0017267+0.0024155i,-0.0013667+0.0017559i,0.00031046+0.0035573i,0.0057105-0.0059487i,-0.0036551+0.00545i,-0.0057417-0.0014751i,-0.0032425-0.00055247i,-0.0035862+0.003875i,0.00067823-0.0036475i,0.0038348-0.0022716i,0.0015737-0.0039339i,0.000945+0.0018271i,0.00077301+0.0020258i,0.0085307-0.0038603i,-0.017645+0.012641i,-0.016659+0.034226i,-0.0037465+0.021204i,0.0093282+0.0038829i,0.0023562-0.0027988i,-0.010471+0.014728i
-0.0027723-0.0080825i,-0.014654-0.027507i,-0.021608-0.0033855i,-0.015098-0.0042168i,-0.020254-0.0043904i,-0.014703-0.0048775i,-0.0027874-0.018907i,0.0017683-0.019834i,-0.0090393-0.0011831i,0.0012328-0.00079317i,0.00011343+6.9457e-05i,0.0013391-0.00018971i,3.4702e-06-0.00033758i,0.00021366-0.0012952i,-0.0013517+7.7533e-07i,-0.0012038-0.0046376i,0.00044686+0.0012331i,-0.00093082+0.0013499i,-0.00028292+6.9679e-05i,0.00052329-7.2516e-05i,0.0013755-4.6673e-05i,-0.00061233+0.00052088i,0.00061022-0.00095439i,0.0017488-0.00060146i,0.00095475-0.00080793i,3.8308e-05-0.00027481i,0.00074978+0.00060506i,0.0005809+0.0001483i,0.00024573-0.00010591i,0.00010018-0.00044287i,-0.00012505-0.00010855i,0.00081219-0.0013441i,-0.00013385-0.0003563i,-0.00033623+0.00017121i,-0.00011822-0.0013639i,0.0021256-0.0065278i,0.00050563-0.00045893i,0.00031932-0.0010445i,1.3847e-05-0.00033709i,-0.0023356-0.0020751i,0.00048733-0.00048267i,-0.00063164+0.00016648i,-0.00044292+0.001084i,0.000904-0.00030774i,-0.0087803-0.0026507i,0.018856+0.013065i,0.026596-0.018836i,0.020263-0.02326i,0.0049563-0.0031335i,0.032697-0.021684i,0.034378+0.0046633i,0.029618-0.01057i,0.019178+0.0096172i,-0.0045708+0.012328i,-0.0042903-0.0023503i,-0.0058716+0.0032051i,-0.010763-0.0046048i,0.0020752-0.0029119i,0.0034047+0.001711i,0.0056286+0.0044375i,9.7968e-05-0.00022141i,0.0034558+0.0020826i,0.0014705+0.0039224i,0.0066887+0.00067377i,0.0016482-0.0014497i,-0.0020498+0.00085041i,-0.0011902-0.011115i,-0.0022389+0.0025335i,0.00028543-0.0073276i,-0.0008328+0.0032139i,-0.0044161+0.0002757i,-0.0011112-0.00039907i,0.0012836+0.0037852i,-0.0024315-0.0005737i,-0.0067708+0.0063212i,-0.0030404-0.0025236i,-0.00079824+0.0019882i,-0.00094903+0.0018392i,0.001089+0.0024822i,0.003573-0.0084508i,-0.0011636+0.005427i,-0.0050449+3.0239e-05i,-0.0031466+0.00019597i,-0.0020306+0.0052714i,-0.00048294-0.0028535i,0.0029825-0.002924i,0.00031692-0.0042717i,0.00019761+0.0022856i,0.0010164+0.0024001i,0.0068176-0.0061963i,-0.017751+0.01216i,-0.0091083+0.033855i,0.00042472+0.019559i,0.010577+0.0020487i,0.0025848-0.0020049i,-0.0076536+0.015584i
-0.0040332-0.0079813i,-0.018601-0.024064i,-0.021693+0.00015715i,-0.015079-0.0018662i,-0.020664-0.00078254i,-0.015051-0.0029583i,-0.0059144-0.017731i,-0.0008208-0.020517i,-0.0083505-0.00048405i,0.00094782-0.002121i,0.00027563+0.00025646i,0.0010675-0.00064206i,-2.2598e-05-0.00019399i,3.999e-05-0.0010451i,-0.00096746+0.00014186i,-0.0020398-0.0037369i,0.00085013+0.0011029i,-0.00027872+0.001485i,-0.00020271+0.0002178i,0.00032241-0.00011617i,0.0011658-0.00061523i,-0.00044863+0.00066433i,0.00025981-0.0011354i,0.00089464-0.0016149i,0.0003513-0.0013331i,-0.00019385-0.00013623i,0.0010478+0.00033413i,0.00059976-0.00010012i,0.0002128-0.00018035i,-0.00013785-0.0003788i,-6.0088e-05-5.7018e-05i,0.00019863-0.001529i,-0.00022103-0.0001055i,-8.4333e-05+0.00032564i,-0.00060024-0.00091765i,-1.6666e-05-0.0068376i,0.00034684-0.00041808i,-0.00021326-0.00095955i,4.2825e-05-0.00039081i,-0.0032899-0.0012395i,0.00017823-0.00058412i,-0.0005134+0.0004376i,7.3943e-05+0.0016617i,0.00078148-0.00070859i,-0.0087935-0.0028496i,0.020614+0.006857i,0.023766-0.02375i,0.015995-0.028935i,0.010091-0.0049642i,0.026958-0.028881i,0.034358-0.0013182i,0.026596-0.015889i,0.018771+0.0083593i,-0.0018563+0.0088323i,-0.0043332-0.0017914i,-0.0032826+0.0062937i,-0.01311+0.0010658i,0.00075213-0.0026784i,0.0032677+0.0015721i,0.0067915+0.0038733i,0.00032448-0.0011884i,0.0020921+0.0017347i,0.0020641+0.0020918i,0.0064869-0.0024186i,0.0012942-0.0026068i,-1.1656e-05+0.0018581i,-0.0059698-0.0093815i,-0.001079+0.0040284i,-0.0029987-0.0073361i,0.00052788+0.0036902i,-0.0046258+0.0019975i,-0.0012701-4.0998e-05i,0.0038694+0.0011075i,-0.0027522-0.00020487i,-0.0025247+0.0064431i,-0.004504-0.00079603i,-0.00031241+0.0013288i,-0.00095039+0.0018695i,0.0015169+0.0012845i,-0.00024418-0.010127i,0.0011054+0.0043325i,-0.0045001+0.00086993i,-0.0030945+0.00094441i,0.000948+0.0054076i,-0.00060812-0.0017995i,0.0019632-0.0030725i,-0.00081061-0.0041591i,-0.00036212+0.0028209i,0.0012834+0.0027528i,0.0049922-0.0074074i,-0.019005+0.014681i,-0.0036122+0.032561i,0.0031461+0.015801i,0.010941-0.00032821i,0.0027449-0.0021065i,-0.0044992+0.015244i
-0.0054335-0.007962i,-0.02156-0.020156i,-0.021144+0.0035335i,-0.014564+0.00022713i,-0.020341+0.0029725i,-0.015187-0.0010077i,-0.008799-0.016603i,-0.0039458-0.021041i,-0.0081286-0.00053893i,0.000643-0.0021746i,0.00052139+0.00033781i,0.0012718-0.00085682i,8.1678e-05+2.0833e-05i,4.7367e-06-0.00092073i,-0.00081763+0.00015311i,-0.0023605-0.0028612i,0.0010929+0.00082601i,0.00030172+0.0013445i,-6.1676e-06+0.00030812i,0.00026471-0.0001131i,0.00072983-0.0010201i,-0.00034822+0.00086804i,-0.00012893-0.0009797i,-7.068e-05-0.0019087i,-0.00010143-0.0013438i,-0.00021897+0.00010535i,0.00099587-0.00013485i,0.00057525-0.00032785i,0.00015765-0.00023415i,-0.00028036-0.00016043i,-7.1423e-06-5.7429e-05i,-0.00041147-0.0011303i,-0.00011834+8.2328e-05i,0.00013213+0.00022398i,-0.00052756-0.0005843i,-0.001483-0.0059571i,0.00047607-0.00046386i,-0.00042339-0.00058274i,-0.00012003-0.00045531i,-0.0039522+0.00014761i,-8.3114e-06-0.00063998i,-0.00028692+0.00064884i,0.00093077+0.0019256i,0.00038229-0.0008906i,-0.0097699-0.0027739i,0.020273+0.00095413i,0.019587-0.028099i,0.0093518-0.032085i,0.012722-0.0098921i,0.020011-0.033506i,0.033731-0.0073336i,0.023685-0.02111i,0.020163+0.007167i,-9.2086e-05+0.0055618i,-0.0052318-0.0013996i,0.00012978+0.0070891i,-0.012182+0.0075112i,-0.00030442-0.002182i,0.003469+0.0015467i,0.0068774+0.0022727i,-0.00028392-0.0017829i,0.00082912+0.0023819i,0.002415+0.0015095i,0.0044054-0.0046248i,-0.00015767-0.0033566i,0.0015419+0.0010444i,-0.0083602-0.0050005i,0.0014931+0.0042337i,-0.0055159-0.0048843i,0.0019888+0.0026649i,-0.0036882+0.0038148i,-0.0012109+0.00020526i,0.003549-0.0020861i,-0.0029344+0.00062943i,1.7599e-05+0.0041903i,-0.0038559+0.0012056i,-0.00038803+0.00060848i,-0.00067112+0.0021267i,0.0011649+3.3772e-05i,-0.0049475-0.0095032i,0.0020072+0.0023397i,-0.0040431+0.0015521i,-0.0027308+0.0020716i,0.0032435+0.0041371i,5.472e-06-0.0015727i,0.0015662-0.0025419i,-0.0016145-0.0035608i,-0.00095005+0.0039381i,0.0018074+0.0026272i,0.0043018-0.0081992i,-0.018666+0.018905i,0.0012542+0.030495i,0.0035389+0.011631i,0.0097843-0.0033672i,0.0024311-0.0016966i,-0.002343+0.013385i
-0.0072251-0.0075105i,-0.023457-0.016279i,-0.020021+0.0068214i,-0.013806+0.0019115i,-0.019127+0.0064493i,-0.015073+0.00087542i,-0.011593-0.015087i,-0.0076158-0.020813i,-0.0085179-0.00057876i,0.00039588-0.002404i,0.0009061+0.00029192i,0.00076675-0.0011603i,0.00030152+0.00012375i,-0.00010609-0.00086224i,-0.0007089+0.00021054i,-0.0024199-0.0021428i,0.0013154+0.00065229i,0.00075713+0.0010718i,0.0001254+0.00020697i,0.0002816-0.00018033i,4.1792e-05-0.0010641i,3.9343e-06+0.0010703i,-0.000313-0.00077336i,-0.00084983-0.0017624i,-0.000465-0.0011095i,-0.00014466+0.00024499i,0.00066082-0.00038812i,0.00038274-0.00049778i,0.00011965-0.00014927i,-0.0003571+6.7095e-05i,-3.33e-05-3.8127e-05i,-0.0006059-0.00083026i,0.00016157+0.00011198i,0.00019591+3.2714e-05i,-0.00082775-0.00035186i,-0.0024174-0.0051465i,0.00033572-0.00068034i,-0.00046037-0.00032212i,-0.00027883-0.00028354i,-0.0039261+0.0015227i,-0.00031508-0.00048234i,-0.00010474+0.00065831i,0.0022326+0.0017747i,5.2867e-05-0.0006221i,-0.010922-0.0018928i,0.018151-0.0039066i,0.014731-0.030934i,0.0022159-0.03277i,0.0124-0.01471i,0.012362-0.036301i,0.032288-0.013697i,0.019447-0.026105i,0.019462+0.0056278i,0.00065967+0.0010154i,-0.0064547-0.00015992i,0.0030666+0.0059659i,-0.0080891+0.012309i,-0.00088156-0.0016332i,0.0035763+0.0012999i,0.0069828+0.00095444i,-0.0011598-0.0016426i,0.00059005+0.0036407i,0.0031123+0.00042954i,0.0019736-0.0049651i,-0.0015078-0.003031i,0.002099-0.00017287i,-0.0082708-0.0011714i,0.0035114+0.0029304i,-0.0066424-0.0021029i,0.0019479+0.0014242i,-0.0020201+0.0049574i,-0.0013555+0.00045748i,0.0014785-0.0042812i,-0.0027276+0.0014508i,0.00030055+0.0017688i,-0.0035417+0.0018843i,-0.00096973+0.00037083i,8.9147e-05+0.0017124i,0.00025322-0.00036652i,-0.0080287-0.0068185i,0.0018499+0.0010824i,-0.0034751+0.0020028i,-0.0017441+0.0026244i,0.0045666+0.0019409i,-0.00010907-0.0014045i,0.0019244-0.0024495i,-0.0019306-0.0026804i,0.00010716+0.0062217i,0.0018437+0.0027194i,0.0028075-0.0098963i,-0.016829+0.023383i,0.0049204+0.027521i,0.0017853+0.0085765i,0.0063703-0.0049521i,0.0029743-0.0018628i,-0.0019525+0.011675i
-0.0087921-0.0063217i,-0.024808-0.01269i,-0.018222+0.0097521i,-0.012995+0.0032629i,-0.017395+0.0091612i,-0.014779+0.0029883i,-0.013977-0.013069i,-0.011074-0.019631i,-0.0093826-0.00016137i,2.347e-06-0.0024247i,0.0012887-6.2349e-05i,0.00041372-0.0010778i,0.00054385+0.00017375i,-0.00020365-0.00068282i,-0.00062934+0.00023369i,-0.0022823-0.0018188i,0.0018784+0.00028399i,0.00055477+0.00044016i,0.00012643+4.9392e-05i,0.00025457-0.00020112i,-0.0003569-0.00084261i,0.00054072+0.00096199i,-0.00035377-0.00067848i,-0.0012428-0.0015157i,-0.00085708-0.00094183i,1.6512e-05+0.00032164i,0.00053649-0.00031467i,0.00018182-0.00054752i,0.00011746-0.00012451i,-0.00024204+0.00035328i,-4.319e-05+5.4492e-05i,-0.00065064-0.00079382i,0.00025067+1.6502e-05i,9.5961e-05+2.1586e-05i,-0.00085378+3.5699e-05i,-0.0028822-0.0044024i,-1.6071e-05-0.00064725i,-0.00056931-0.00010231i,-0.00017904-0.00015213i,-0.0033394+0.0027437i,-0.00044761-0.00025681i,0.00018407+0.00063365i,0.0030965+0.00017531i,0.00012803-0.00044758i,-0.011548-0.00045482i,0.015618-0.006508i,0.0099883-0.032726i,-0.0039566-0.031613i,0.0099913-0.01874i,0.0044491-0.036324i,0.029186-0.019781i,0.014633-0.029722i,0.025456-0.0024028i,-0.00128-0.0029143i,-0.0072361+0.0020905i,0.004788+0.0038854i,-0.0031225+0.014393i,-0.0015614-0.0010639i,0.0038631+0.001165i,0.0065962-0.00058982i,-0.0015416-0.0012766i,0.0012978+0.0050706i,0.0028585-0.00088843i,0.00048-0.0043207i,-0.0026841-0.0022599i,0.0019174-0.0010753i,-0.00688+0.0015395i,0.0045973+0.00097154i,-0.0062151+0.00057132i,0.0015333+0.001123i,4.1575e-05+0.0050774i,-0.0011212+0.00098621i,-0.00086867-0.0050504i,-0.0018842+0.0014772i,-0.00084239+0.0006992i,-0.0027896+0.0032521i,-0.0014469+0.00090242i,0.0001999+0.0018045i,-0.00026619-0.0002956i,-0.0096226-0.0034621i,0.0013456+0.00012847i,-0.0032539+0.0022139i,-0.00078637+0.0026242i,0.004608-0.00066631i,7.4416e-05-0.0013865i,0.0022768-0.0032301i,-0.0020995-0.0026975i,0.0024659+0.0068092i,0.0023818+0.0029099i,0.0011499-0.010708i,-0.013165+0.028562i,0.0076288+0.025019i,-0.00079134+0.0079495i,0.0032022-0.0038073i,0.0027322-0.0025876i,-0.0019495+0.010681i
-0.0097752-0.0048783i,-0.026309-0.0094857i,-0.016026+0.012012i,-0.012196+0.0045371i,-0.015448+0.011871i,-0.01385+0.0050116i,-0.016021-0.010842i,-0.014396-0.018111i,-0.010409+0.00094132i,-0.00017223-0.002655i,0.0014426-0.00063772i,0.0003457-0.0010966i,0.00087543+0.00011126i,1.7715e-05-0.00074189i,-0.00060576+0.00027421i,-0.002304-0.0015927i,0.0021725-0.00065554i,0.00060927-9.9582e-05i,0.00010888-3.0571e-05i,0.00033995-0.00027949i,-0.00062952-0.0005556i,0.00082659+0.00053023i,-0.00053556-0.00069692i,-0.0014066-0.0014586i,-0.0011789-0.00045441i,0.00022603+0.0003177i,0.00047877-0.00043144i,3.4162e-05-0.00040709i,0.0001047-7.3412e-05i,0.00012148+0.00050725i,2.6423e-05+0.00014208i,-0.00093986-0.00064377i,0.00038045-0.00028811i,0.00018985+4.6331e-05i,-0.00053991+0.00010229i,-0.0032183-0.0037578i,-0.00014475-0.00046981i,-0.00039321+0.00021939i,-0.00014047-0.00019773i,-0.0020026+0.0037493i,-0.00043403-3.8588e-05i,0.00038831+0.00032182i,0.0022736-0.0010484i,0.00022382-0.00049052i,-0.01201+0.00092779i,0.014373-0.0083819i,0.0052258-0.033742i,-0.009368-0.028996i,0.0075094-0.021184i,-0.00268-0.033795i,0.0251-0.025062i,0.0099682-0.03288i,0.02608-0.0069262i,-0.0044277-0.0048245i,-0.0066168+0.0050246i,0.0052864+0.0014874i,0.0017316+0.014249i,-0.0018978-0.00027012i,0.0047438+0.00066954i,0.0059432-0.0019861i,-0.0019601-0.00099864i,0.0034665+0.0058037i,0.0020379-0.00098929i,-0.0004177-0.003652i,-0.0033336-0.0010836i,0.0016789-0.0016911i,-0.0055142+0.0031832i,0.0046647-0.001333i,-0.0051942+0.0025018i,0.0020693+0.0014084i,0.0016873+0.0043156i,-0.00066602+0.0010339i,-0.0035373-0.0046578i,-0.001769+0.0014486i,-0.0014427+0.0011127i,-0.0013225+0.0041017i,-0.0011711+0.0016057i,0.00024725+0.0021551i,-0.0004468-0.00030172i,-0.0099382-0.00051061i,0.00052294-0.00020708i,-0.0031125+0.0030869i,-0.00031442+0.0026244i,0.003633-0.0026313i,5.2411e-05-0.0020199i,0.0020889-0.0043191i,-0.0027677-0.0022477i,0.0048092+0.0059034i,0.003332+0.0029013i,-0.00075819-0.011231i,-0.005944+0.031875i,0.010714+0.021626i,-0.0026199+0.0090733i,0.0017358-0.0014058i,0.0017844-0.0026798i,-0.0020366+0.010208i
